Hybridization REF	TCGA-AN-A0XU-01A-11R-A109-07
ARHGAP17	0.2044
KCNIP3	0.39975
SFPQ	0.154375
GFRA4	0.178666666666667
AKR1B10	-1.15075
TIGD6	-0.140666666666667
RGS16	0.559875
URB1	-0.124
OR4C46	0.205333333333333
TOP3B	-0.47775
NFATC4	0.1605
CA14	-3.855
BMPR1A	0.533333333333333
SNRP70	-0.961
PRL	-0.194583333333333
C6orf130	-0.61525
STAG2	-0.4475
CD55	-1.47021428571429
RPS23	-0.9485
SSX2	-1.61566666666667
FDPSL2A	-0.3775
FBXO27	2.143375
SYNGR3	-1.032
TMSL3	0.98175
EML1	-0.962
NUP93	-0.193833333333333
SMAD3	-1.5562
KIAA1189	1.24933333333333
HNRPUL2	0.974833333333333
TBC1D12	0.514833333333333
C16orf24	-0.08675
MRVI1	0.7965
ZNF581	-0.0106666666666667
ELOVL3	1.876
OR51Q1	0.36225
CACNB3	0.808166666666667
GALNT13	-1.079
C10orf84	0.8996875
NEDD4	-1.516
SPO11	-0.145
OR5AU1	0.17
NEK4	-0.155642857142857
PRKAR2A	-0.573
IHPK1	-0.6825
ATP6V0B	-0.02175
CACNA1E	0.986
CEACAM8	-0.2155
PEX14	-0.8605
FLJ12993	-0.6155
ZBTB38	0.477833333333333
PCTK2	-0.135333333333333
LRRC16	1.1306
FBLIM1	0.668583333333333
FYCO1	-0.474
RP5-1022P6.2	-0.639666666666667
CMTM1	-0.264666666666667
PLTP	1.86966666666667
RAPH1	1.845125
DOCK8	0.71775
EZH2	-0.2366
SLC25A1	-0.830166666666667
PLEKHB1	1.823
GRB7	1.0978
ZFP37	0.04625
MRPL33	-0.03275
PELO	-0.43525
ARMC1	0.199272727272727
C9orf27	-0.077125
FLJ25778	-0.0185
C9orf37	-0.989333333333333
TMEM66	-0.5265
SPRN	0.05825
HBEGF	0.272375
PI4KA	-0.947
LEPRE1	-0.232
POU2AF1	-0.7135
MRPL12	1.1125
REP15	0.359
ZC3H3	-0.113
RASAL1	0.477
DDAH1	-1.001
ACBD5	-0.4955
TMC2	0.176
CCDC137	0.36225
SAMD13	0.0331666666666667
UGT2B15	-4.4415
TIPARP	-1.249
DNASE1L3	0.2755
TRIM72	0.378333333333333
DBX2	-0.026
IPO8	-0.361
C21orf88	0.7906
MAP3K14	1.26725
LOC51233	0.254333333333333
GGTLA4	0.56125
PDE6D	0.29425
ZNF117	-1.14025
CLK2	-0.121
NKRF	-0.44325
TNFSF15	0.4693
DUSP2	-0.03675
SECISBP2	-1.17
GABRR2	-0.2675
PPAP2C	1.413
LOC51145	0.154333333333333
PAG1	0.307125
PIK3C3	-0.34125
GNG10	-0.7005
APOL4	1.46033333333333
ANKRD28	-1.069125
STMN3	-2.5058
RAB14	0.0666
CDK2AP2	0.07075
HDDC3	0.089625
COMMD7	0.0365
CXXC1	-0.4225
HMCN1	-1.419
CD40	1.24825
DYNC1LI2	0.4181875
GDI1	-0.23925
LOC646938	0.09675
VSNL1	-0.727
PIH1D1	-0.323166666666667
RAET1G	-0.0815
KRTAP5-9	0.336
EFTUD2	-0.5975
ZNF311	1.17716666666667
ATP6V1G3	0.31875
OR2W3	-0.76
SCN4A	0.15525
MED10	-0.34725
FAM135A	0.0576
ARHGAP4	-0.218
EHMT2	-0.351625
UFD1L	0.115
ERMP1	-0.6285
MAG1	-0.767333333333333
THAP8	0.4995
HACE1	0.535333333333333
FAM82C	-0.0551666666666667
C3orf20	0.1145
UNC84A	-0.371833333333333
SCD5	-0.393714285714286
LASS6	0.3655
LSG1	0.352166666666667
MAL	-5.14575
GPR22	-0.3855
WDR5B	0.84075
ACTRT1	-0.0375
C17orf60	0.3475
GRIN2C	1.2059
ARMC8	0.276583333333333
SLC47A1	-2.32333333333333
DMPK	-0.402
DHRS13	-0.648666666666667
SMC1A	-0.485333333333333
KRTAP17-1	0.42775
SMYD5	-0.4635
TUSC2	-0.47025
CRHR2	0.325
KIR3DL2	1.4255
CCDC104	0.56725
ATP2C1	1.139375
CROT	-1.021
PABPC3	0.193833333333333
EGR1	-2.292
THSD1	0.1825
KHK	-0.188
SLC12A2	-0.278125
CD58	-0.7725
STOX2	2.55066666666667
CCDC76	-0.1603
CCDC48	0.412
DNAH1	-0.342666666666667
ZIC4	2.063875
OR1G1	-0.7875
PSMC6	0.713
PROKR1	0.318
ABCB1	-1.313
TRAT1	-1.23625
LLGL1	-0.104
MTF1	0.755
USP54	0.251375
PAGE2B	-1.9755
ITGB7	-3.285
CCDC81	0.392
LOC149837	0.61
SCUBE1	-0.2675
ZSCAN10	0.4815
HUWE1	0.488714285714286
CDH17	-0.835
CD180	1.22225
IL17A	-0.0925
TMPO	-0.042
KIAA1524	0.0241666666666667
HDGFRP3	0.7365
OXCT1	1.17154545454545
RRAS2	-0.783166666666667
LTBP2	1.0664375
SV2B	2.1915
CYP2A6	0.1565
PKD1L2	0.402833333333333
PPM1M	-0.0035
FLJ22662	1.94383333333333
ZNF502	1.336
GP6	-0.258
CRYBA2	0.51225
LEF1	-3.3187
CTPS	-0.792428571428571
EYA1	-3.105
EPS8L1	0.3175
MAPK14	-1.05591666666667
SERPINB2	-5.0325
GTF2F2	-0.263
ZNHIT4	-0.09
PLA1A	-0.2735
C20orf114	2.96825
HPR	-3.5045
C18orf2	-2.4505
SATB2	-3.172
KCNJ9	-0.082
MGC157906	0.2415
MOCS3	-0.2105
C17orf71	0.206666666666667
PPHLN1	-0.001
HIST1H2BN	-0.37925
RAPGEF1	-1.004375
MAP3K8	0.73
DLG4	0.150666666666667
STC1	0.85125
CDGAP	1.165
DDX26B	0.28
LOC150223	-1.067
CPSF3	0.149666666666667
TMEM14A	0.9505
MYH3	-0.52575
GPKOW	0.23625
SULT1A1	0.159833333333333
SPON1	1.7587
YY1AP1	0.456
RAB23	0.69925
PLA2G4A	-1.5815
MAPRE3	0.176
ZNF516	-0.406785714285714
GGPS1	0.53825
EXOC3L2	-0.21825
C19orf42	0.0232
MAP2K2	-0.624
HIST1H2BB	-0.74325
RNF19B	1.0845
C6orf128	0.706833333333333
TLR8	3.03725
PCDHA9	-0.527
CARS2	0.59125
CLUL1	1.55083333333333
RHAG	-3.74383333333333
UNK	-0.0535
EXOC8	0.962
C9orf95	0.46525
C14orf143	-0.2315
MAML3	0.11225
LDHA	-1.116
MRPL20	-0.1985
KLHDC6	2.00116666666667
ATP5S	0.438333333333333
C8orf55	-1.519
PHF19	-1.619875
KRTAP13-4	0.658
TTC5	0.03425
XKR5	0.13
SILV	-3.54566666666667
TEX28	-0.4685
TCTN1	0.94875
CX40.1	0.45725
PPP2R5C	-0.013875
C12orf30	-0.6985
CAPG	2.5915
MPZL1	1.9731
ARSB	-0.952833333333333
TDH	-2.00775
WASF4	0.0125
TSSK3	-0.6605
7A5	0.179
CRISPLD1	2.695375
MAD1L1	-0.937
SPIN4	0.724
AMPD1	0.17275
DPYSL5	-0.137
INPP1	1.18633333333333
ANKRD11	-0.103666666666667
NPAS4	-0.017875
GCET2	-0.1526
RNASE9	0.3695
GUCY2D	0.2965
CCDC98	-2.00275
FGF4	-0.162
CPM	-1.09783333333333
SLC26A4	-1.21033333333333
PLD5	0.12975
FAM59A	-0.4013
FBXO5	-0.0813333333333333
SIPA1L1	0.516625
DPYS	0.57325
ATG4D	-0.23975
TGM3	0.161
MTCH1	-0.617875
HK1	-0.408142857142857
CDC26	0.208125
GALNT12	-2.395
LOC339229	0.53675
MRPL35	-0.0915
ORC4L	0.208875
TNKS	-0.240071428571429
C2orf24	0.441166666666667
ZNF553	0.103833333333333
GGTLA1	1.726
ZNF497	0.6645
CDY1B	-0.3645
SLC30A4	0.34375
TUB	-0.171125
ARHGEF18	-0.07675
ARRB1	-0.4245
KCNK1	1.95725
EREG	-2.5125
SCAMP5	0.62
RUNDC3B	-1.08975
ADAMTS20	-0.14125
IL17RB	0.008
FLJ20323	-0.62025
MCAM	1.559875
POLR3E	-1.61908333333333
AQR	0.998
IPMK	0.0725
CDCA7	-0.66775
CAMP	2.3345
GRHL3	-0.12825
ADAMTSL2	0.198833333333333
CLMN	1.35883333333333
SSTR3	0.365
MAGEA5	-2.1595
OVOL2	2.74225
JMJD1B	-0.93375
RBL2	-0.1875
PYGO2	0.786
PPP1R10	0.559333333333333
CSE1L	-0.666166666666667
LCA5	1.03925
RDH16	0.75575
ASRGL1	-0.154625
TOM1	0.14
PTX3	-0.24425
TTC15	0.4205
SCGB3A1	2.46283333333333
MRPL50	-0.7455
RCAN3	1.245375
SLC26A11	0.746
STYX	1.39083333333333
CINP	0.064
MARCH7	-0.02
PFKM	-0.152666666666667
SGMS1	0.223166666666667
RIOK3	0.1409
C1orf110	0.38
CES7	0.081375
LOC440248	-1.435
PPP1R12C	-0.28425
C10orf27	0.312
ATG9A	-0.095
MRPS26	0.461875
TMEM40	2.40375
ELP3	-0.9744
ZNF787	0.6732
HIAT1	-0.281375
C8orf34	0.0505
MGC4655	0.4858
PELI1	1.0475
PPT1	0.3048
SLC35C2	-0.419
C6orf125	0.19325
MUC4	-1.26616666666667
RFC4	-0.321571428571429
GNB2	-0.6845
NUP50	0.3845
SULT4A1	0.530833333333333
C7	0.187857142857143
CCDC130	-0.148833333333333
ARRDC4	0.43925
RQCD1	1.45425
GLYCTK	-1.1945
AYTL2	0.446363636363636
MTUS1	-0.17
LEMD3	0.8355
PLEKHF2	-0.2485
HOXA7	2.06775
GTF3C2	-0.45
DYNLRB2	2.21675
CNOT10	-0.3205
MR1	0.543833333333333
FFAR1	0.0845
PRIC285	0.2665
SLITRK6	3.77975
LIX1	-1.6119
UBE1L2	-0.0325
F8	1.414875
ACHE	-0.154666666666667
KPNA5	1.2755
TNFRSF12A	-0.423666666666667
EGR3	-2.275
SERPIND1	-3.346
OASL	2.9035
IFRD1	0.68925
WDFY1	-0.355333333333333
ZNF267	-0.628
ACCN5	-0.0675
ZBTB6	-1.22275
PPP1R3A	-0.323
PRRT3	0.76925
FBXL19	-0.7465
TXNIP	-0.142071428571429
ACTN2	4.02175
ATG9B	-0.076625
C9orf117	-0.212
IL27	-1.3575
RPL36AL	0.657166666666667
KLK15	0.123
CHAD	0.00900000000000001
RAP2B	-0.226
HEBP2	2.8445
ZNF342	0.57
CAMK2G	-0.7645
TLR3	1.81475
FGF14	-0.18825
HMGB2	-0.050625
TRPM5	-0.185833333333333
OR5M11	-0.033
KIF3B	-0.113473684210526
PRICKLE2	-1.315
MTMR9	0.040875
C3orf27	0.05575
GLRA3	-1.68983333333333
NSDHL	-0.047
TMEM32	0.57625
POLR2D	-0.329583333333333
MYADML	0.1255
C9orf114	-1.828
MRGPRX1	0.432
TOPORS	-0.0505
CLDN19	-1.43
C1QL4	1.3445
RNF165	-1.6115
DHRS9	0.4345
DNAH2	1.246
FXR1	-0.371666666666667
ZMYM3	-0.5915
CASP3	0.526833333333333
FAM120C	0.1125
SCLY	-0.757
CA7	0.0615
ENTPD5	0.274166666666667
ZNF461	0.307125
PDIA5	0.2135
C1orf19	-0.556166666666667
TMEM67	-0.30275
KCTD20	-0.89475
WDR47	0.826
FLJ38723	0.1825
KLRF1	0.0255
TAS2R16	0.6005
CLDN12	-0.3085
PRKCE	0.27875
UBXD4	0.311
ITGAM	2.5365
GLT8D3	0.229375
WDR31	-0.032
RGS2	-0.785
OR51L1	0.258
MST1R	0.64825
KIAA1737	0.54175
OR4A5	0.305
GLIS1	-2.20883333333333
PTMA	0.971785714285714
NAPA	0.71775
PRDM11	0.02025
LIPF	0.9845
DIRAS3	0.82625
ASGR2	-4.124125
C1QTNF4	-0.21125
PIK3R4	0.659666666666667
ARMC3	1.0365
NDUFV3	-0.169166666666667
BTBD3	-0.175333333333333
PPP1R2	0.642583333333333
UBE2NL	0.0205
FOSL2	0.944714285714286
FAM119A	-0.124333333333333
TUBA4A	1.2845
KRTAP12-1	0.1065
SFRS2	-0.15225
RHPN1	-1.0138
EEF2	-1.35033333333333
ZDHHC11	-1.119
EPHA3	-1.9832
RBM12	-0.69825
H2AFJ	0.0335
EDIL3	0.707
KIF26A	-0.994
SERGEF	-0.69125
B3GALT4	2.4725
LOC90925	2.202
OSCAR	0.64075
NPFF	0.000250000000000004
DEDD	0.502625
TMEM155	-0.15
PTPN1	-0.16575
SCYL2	0.861333333333333
SKAP1	2.61975
LEAP2	-2.82766666666667
GADD45G	1.2009
IFITM3	0.67475
PILRB	-1.70083333333333
SLU7	-0.4988125
DSC3	4.5
DNMT3L	-0.9905
PAPD5	0.739
B3GNT3	1.75916666666667
LHCGR	0.0145
MSL-1	-0.2515
UBE2S	-0.7055
SAP130	-0.553
ANAPC11	0.68375
MAGED4B	0.3925
ATP6V1B2	0.137166666666667
C14orf179	0.76475
CAPZA1	-0.060625
CDYL2	0.774833333333333
GLRX3	-0.628666666666667
LOC136288	-0.10675
MOBKL1A	0.374
HTR2B	0.70675
CRYGD	0.230333333333333
NUS1	0.8175
PGRMC1	0.572
MYOM2	0.7545
FLJ39653	-1.70666666666667
CHM	-0.5998
OR5M8	0.1545
ZNF619	0.3955
FAM105A	0.67125
CCNL1	-0.4305
NAP1L3	-1.31925
C10orf57	1.132
B3GALNT1	1.26816666666667
CSN1S2A	-0.0195
TCP10L	-0.52575
GDAP2	0.735375
DMKN	1.21316666666667
COX6B1	0.77125
DNASE2	0.786333333333333
MSH5	-1.38725
LGMN	0.56575
USP31	0.4795
OR13C8	0.641
SDCBP	0.5464
NUDT11	0.981666666666667
PYGL	1.41433333333333
SNPH	-0.477666666666667
B3GNT4	0.045
MIZF	-0.1263
NUBPL	-1.215
NOD1	0.0433333333333333
CDH22	0.44025
NUBP1	0.4
DSCAM	-4.29725
DGKI	-0.498
FAM136A	0.15425
AKAP1	-0.2515
SLC16A6	-2.6385
RIN3	1.31025
PSG2	-0.29675
DIP2B	0.292166666666667
PSORS1C1	1.1104
KIAA0495	-1.392
FLJ90709	-0.684333333333333
LPA	0.145333333333333
PIGA	0.0705
LY75	3.294
UTS2	-5.95933333333333
RREB1	-0.365
GALNACT-2	0.1881
MGC3196	-0.6285
FLJ31568	1.3265
LPHN1	-0.358125
SP1	0.54725
TOX4	0.190666666666667
HSPA9	-0.2829
APOBEC1	-0.074
SLC35E4	-1.10175
LSM5	-0.14975
SURF1	-0.974
ZBTB1	0.301
GTF2F1	-0.63175
RPS15A	0.325357142857143
DUSP21	-0.405166666666667
GINS4	-1.94533333333333
MYO15A	1.34966666666667
GIMAP7	2.445
MGC13379	0.83125
ATP6V1E2	-0.2745
UTP3	0.56175
HNRPA3	-0.0276875
MT4	0.3445
C14orf155	0.036
U1SNRNPBP	-0.5325
CKLF	-0.303666666666667
PLEKHN1	-0.785
MBNL1	0.197
NUP160	-0.6995
ACSM2A	-1.42475
LOC129881	-0.15075
KIAA1529	-0.21475
FLJ22639	-0.42475
HAND1	-1.416
GSX1	0.1645
FGA	-3.896375
SERPINB1	-0.76725
ZNF642	1.35175
IGFBP1	-8.21375
SLC1A1	1.097
DHX57	0.36825
ZNF766	-0.301
PTPN21	0.7944
GDPD3	-1.16516666666667
PNPLA5	0.0185
TBR1	0.210666666666667
FAM116A	-0.67275
IQGAP1	1.17125
FOS	-0.91675
ZNF226	0.356125
FIGNL1	-0.771666666666667
C14orf1	0.120166666666667
ZMYND17	-0.328
PUS7	-1.66283333333333
TUBB6	-0.46925
KCNQ2	-1.18925
MARCH6	0.364833333333333
CCDC33	0.247
PRODH	-0.85375
RBM11	0.163
EPHA6	0.1475
SLC43A1	-2.13525
LOC196541	0.9115
NTN1	0.684583333333333
ING4	0.32825
PCDHB10	2.45675
DPH2	-0.0776666666666667
SPACA4	-0.104
FBXL21	-3.4615
DIAPH1	-0.614333333333333
ZNF71	0.8255
CEP76	-0.1255
CORO1A	-0.738
RRM2	-0.699
EDG4	0.2275
OS9	0.413666666666667
SLC4A1AP	0.2485
COG5	-1.088
COPS8	0.19375
NGLY1	-1.45525
NCBP2	0.421125
C17orf42	0.111833333333333
GPSM3	0.66675
SIL1	-0.526166666666667
ASB6	-0.9365
SMAD5OS	0.0611666666666667
UNC93A	-3.167875
A1BG	0.7265
C21orf62	1.33425
FMO5	-0.03825
ATRIP	-0.607
CEBPG	0.719
C7orf38	0.183
TNFRSF1B	0.617833333333333
CLEC1A	1.723
IQSEC1	-0.328125
PATZ1	0.7436
RBM22	0.639625
BAG2	-0.5105
PAQR5	-0.416833333333333
C9orf127	0.2104
THNSL1	-0.1
SHROOM3	1.3485
JAM2	0.49575
SNRPN	-1.90125
ALX4	0.011
CACNA1S	0.3065
FAM130A1	0.929
CORIN	0.7885
CD300LB	0.477
PLEKHG6	1.516
LRRC40	-0.589
PCLKC	-1.3275
PCDHB16	2.46716666666667
WNT2B	0.0915
ASNS	-0.568666666666667
MRPL49	-0.53625
FLJ46111	-0.147
ISG20	1.495625
SMU1	-0.1195
CASZ1	0.144
POLR1D	-0.232333333333333
GIN1	-0.4255
SNAG1	-0.25
ANKRD29	-1.875
CDKN2AIP	0.24075
KRR1	-0.66675
CXCL1	-1.4915
EPM2A	0.1344
PC	-0.253833333333333
DEFB127	0.578
PDZRN4	0.254666666666667
FAH	-0.355875
OR51E1	0.5085
CDC2L6	1.34333333333333
DNTTIP1	0.366
PAX8	-0.652
TMEM116	-0.724
C1orf150	-0.174
PRO2012	0.11775
MRPL40	0.0908333333333333
BEX1	-0.6127
SLC2A4	-1.07
PKMYT1	-0.733
FEZF2	-0.516333333333333
SLC26A9	3.3965
MAP2	2.00333333333333
LYL1	-1.71775
SLC25A19	-0.0561666666666667
NOS3	0.2795
ZNF34	0.731833333333333
TMPRSS11F	-0.0845
FAM43A	-1.147
FCRL4	0.334666666666667
KLF14	0.09025
FLRT2	-1.33783333333333
WRN	-0.7885
SDF2	0.7517
KRT8P12	0.5875
C6orf195	0.405
C9orf125	-2.70216666666667
DZIP3	-0.43175
RIT1	0.826166666666667
SCML1	0.402
RHBDF2	0.650125
OR2G3	0.0565
REXO1L1	0.178
MAP3K7IP3	-0.3305
C3orf57	-4.91675
FBXW11	-0.9745
ETAA1	-0.57875
C14orf131	-0.6275
AKT1S1	-0.314
SLC12A5	-1.07
C9orf164	0.27325
NRIP3	-0.40575
NOS1AP	-0.3135
TMEM121	0.9115
SAP30BP	0.5091
DGCR6	0.6345
WDR76	-0.82625
FAM82B	-0.5855
LOC606495	-0.449
MAP9	1.9485
BCDIN3D	0.76275
CXorf36	2.1115
DSCR3	0.0681
ZFAND3	-0.27975
C7orf43	-0.144833333333333
SPSB3	0.0558
C19orf19	0.4465
FAM133A	-3.153125
C12orf25	0.60025
SLC39A3	-0.8645
DISP2	-0.165
PI4KAP2	-2.056
MKRN3	0.424166666666667
ADAMTS13	-0.5415
CBLN3	0.0132
TTYH1	2.245
C3orf18	0.46075
FLJ13236	0.43425
ZMYND12	3.06575
C18orf25	0.578125
GLB1L3	-1.143
ATP13A5	1.603
RANBP10	-0.03875
CD96	-0.2619
DENND1C	0.0655
RBMS3	-0.5394
SLC41A3	0.00750000000000001
DGCR6L	0.7595
TMEM128	-0.979666666666667
CSNK1G3	-0.371857142857143
MOBKL2C	0.6005
TSPAN6	0.494625
MATN2	1.86
MSL2L1	0.3825
ST6GALNAC2	-1.054
FGFBP2	0.943625
FGL1	-6.89316666666667
MPP3	-1.18116666666667
ARHGEF6	1.1
TGFBR2	-0.40325
ACMSD	-0.67725
IL33	2.1335
C9orf5	-1.0035
DEAF1	-0.9848
AMN	0.2125
DEFA6	0.18475
RNF212	1.11625
METT5D1	0.1905
CIB1	0.7671
TSSK1B	0.3105
KIAA1727	0.67
ZNF680	-0.766833333333333
LOC399900	-0.8755
LOC152217	0.50575
CTNNAL1	-1.6805
CIT	-1.714
TLE6	0.48625
ZNF607	-0.6775
HERC4	-1.45383333333333
DRAP1	-0.9667
PEMT	-0.46625
C10orf111	-0.3575
ZNF575	0.8385
KCTD7	-0.04175
MYO1F	0.612625
LOC285382	-0.727
RAB11A	-0.0595
PLCD3	-1.086
C15orf28	-0.39425
PTBP2	-0.616875
CTB-1048E9.5	0.707
C19orf60	0.128
C7orf25	0.00833333333333334
SETD7	0.73025
HOXB9	0.366
VANGL1	-0.02425
CHAF1B	-0.03675
NDUFA3	-0.13475
KIAA1328	-0.457333333333333
SHARPIN	-0.219375
TTC23	0.722625
UGP2	0.744583333333333
ANKIB1	0.2014
CIRBP	-0.168285714285714
SEC14L4	1.83716666666667
OVCH1	1.43083333333333
VPS52	-0.119
FAT	0.68125
M6PRBP1	-0.8535
GPRIN3	0.88
PPM1F	-0.3885
TSR1	0.26575
CCDC85A	0.8285
PCSK5	1.45675
ZFHX3	-0.4875
HEMK1	-1.0704
PGBD2	-0.23875
RSRC2	-0.414
AURKC	-0.999333333333333
SCRIB	-0.45975
ORM2	-4.243
FAM115A	-0.3037
FZD6	0.605125
UNC119	0.0685
GPX3	0.2656
NOV	2.014875
CABC1	-0.806875
CDC42SE2	0.127
EIF2S2	-0.2871
RNF130	0.634875
CKAP5	-1.06133333333333
RP11-413M3.2	-0.05325
C10orf18	1.5047
TMEM93	0.66725
DYX1C1	0.3525
KCNMB2	-1.26625
ANK3	-0.192833333333333
KRT5	3.0482
CDH12	-1.1475
QRSL1	0.06475
JUB	-0.396
SHC4	2.631125
CCL15	0.206833333333333
CCDC22	-0.29625
SNX24	-1.02475
RARS	-0.26375
MORC2	1.052875
FAM48A	-0.04225
MT1H	0.56
PPP1R14C	2.44433333333333
FOXD1	1.04585714285714
C1orf213	-1.0115
AMT	-2.214
DSN1	-0.1775
PTPLAD2	3.04025
DIS3L	-1.1655
RASL11A	1.02325
GPRC5B	1.179375
FRMD7	2.839
STRN4	0.22925
KITLG	2.82636363636364
HDGF	0.59275
OR1S1	-0.127
SETX	-0.1855
DDR2	0.51075
KCTD12	1.038
LYZL2	-0.5455
WDR52	-0.5
TMEM2	-0.071625
ZNF579	0.550166666666667
LOC200810	0.02025
TNFSF9	-1.80575
PPFIA4	-1.84275
CNIH3	-0.427166666666667
MAP4K4	-0.0314285714285714
ROD1	0.493857142857143
ALS2CR12	2.32433333333333
DOCK3	-0.011
PAQR9	-3.73975
ASB17	-0.5925
STX16	-0.882625
FEZ2	0.6755
DLAT	0.334
KIF21B	-1.30716666666667
CDC5L	-0.077
TMEM119	0.308
CRIP3	-0.68675
TPSD1	-0.3925
TEPP	0.59
GNGT2	1.11125
C21orf121	0.551
WNK1	0.796583333333333
FLJ10490	0.8226
OR51B5	-2.04
LOC203547	0.108125
HAS1	-0.788
PPA1	-0.196166666666667
ST7	0.14375
C11orf46	0.654
POPDC3	-3.0595
ACOX2	-2.25133333333333
ATCAY	-0.38575
TM4SF19	-0.82075
MFSD9	0.0668333333333333
PDHB	-0.702
ERN1	0.3555
LCE3C	0.0185
GPR111	0.002
NOTCH3	2.29233333333333
ADAMTS5	2.10425
B3GALT1	-0.88425
UGCGL1	1.051
FAM58A	0.579166666666667
FBXO32	2.98375
CLPP	-0.8475
NXPH1	-1.346
MTMR3	0.866833333333333
ATP1B3	0.094
TMEM16A	2.648625
HIST1H3F	-0.441166666666667
TRIM25	-0.0276666666666667
SDCBP2	3.343
CRKL	-0.960875
HOXB2	0.844333333333333
ANP32B	-0.1485
GATM	3.2395
AP4E1	-0.47975
EDG5	0.420125
CDKN3	0.916333333333334
CDH4	-2.15075
PGD	-0.891333333333333
RND1	-0.1035
GAD1	0.1848
MPG	-0.213
LOC440350	-0.1455
ZNF133	0.314
SERPINB12	-0.437
AMELY	-0.205166666666667
DHX36	0.0065
TNFAIP8L2	2.6295
PHTF2	-0.262888888888889
CCDC112	-0.851333333333333
IQCC	-0.52775
HEYL	2.46133333333333
FTSJ2	-0.4935
APPL1	0.262875
RAB43	0.317571428571429
OR10G2	-0.148
WAC	-0.141333333333333
ADCY9	-0.054
RUNDC2B	0.130333333333333
PYCRL	-0.2447
AGPAT7	-0.9335
SLC22A9	-0.920333333333333
CDKAL1	0.8795
PDYN	-0.177333333333333
C20orf74	-0.21325
MTMR11	1.54025
VAV3	2.42766666666667
DAPL1	2.3255
STXBP3	0.416
EIF3G	-0.31825
ARHGAP22	-0.832
NPFFR1	0.046
NPC1	0.0603333333333333
ALDH9A1	1.57583333333333
ZNF600	0.41075
ZNF678	-0.794166666666667
RASSF1	0.0693333333333333
ADD2	0.1795
PITPNB	0.6145
PKD2L2	-0.085125
LRP11	-0.19525
CDKL1	1.2425
SMEK2	1.4625
PRODH2	-2.9975
C11orf54	-0.0493333333333333
SFRS11	-0.807166666666667
IL7	0.685
ALS2CR16	1.17475
BTG3	0.764666666666667
PAK2	-0.328666666666667
RP11-679B17.1	-2.047
GATA4	-1.7065
ATP2B1	-1.2055
LOC130940	0.196
C1orf172	2.373
ATF7IP2	-0.21775
SLC25A43	0.409333333333333
CENTG3	-0.487666666666667
IGF2BP1	-3.6522
FCHSD1	-0.00900000000000001
CAMK2N2	0.498333333333333
ELAVL3	-0.1271
NBPF15	-0.396
UBE2J2	-0.462666666666667
GNL2	-0.4865
PRR3	0.0304
NLF2	0.72925
OR4F6	0.3605
KLHL24	1.32883333333333
CCDC88A	0.7132
SGPP1	-1.36683333333333
C10orf11	0.492166666666667
SLC35B4	-0.747166666666667
UGT3A2	0.6965
ARNT2	1.5009
CBR1	0.720125
ITPR3	-0.511833333333333
TRAPPC6B	1.1514
AMZ1	-0.6565
ARP11	2.3385
WDSUB1	-0.20975
APBA1	0.1575
RAB2A	1.0564
C6orf162	0.516
HPSE2	-0.1085
PLCE1	1.046
INSL3	0.63375
DLG1	-0.4153
PTPLA	0.225
PIGX	0.24775
TFIP11	0.393166666666667
FIBIN	1.8805
POLR2G	-0.4005
GRAP2	-1.7005
DNAJB8	0.1385
CNBP	0.688166666666667
WASF1	0.57575
INPP5E	-1.2146
HSPB1	-0.7839375
TMEM167	-0.4041
CUBN	-0.03525
IGF1	2.61925
ITPK1	0.394
NAALAD2	0.2375
G3BP1	-0.6003
NT5DC1	0.643
CYP39A1	2.8835
TMEM139	2.35125
POLK	-0.9737
GLULD1	-1.23925
RBM15	-0.3875
AMZ2	0.795
GDF15	-3.99516666666667
MESDC2	0.4555
INCA	1.34283333333333
ACY1L2	1.187
GZMM	-0.719833333333333
PAIP1	0.648
CACNA2D1	-0.632
STK32C	-0.502
SH3BP4	-0.159166666666667
DEC1	0.3455
PADI1	0.122
UBB	0.3957
PON3	0.864666666666667
PROP1	1.6015
ANKRD13B	-0.64
ADCK1	-0.26425
TCF25	0.372833333333333
SLC38A5	-1.12825
CXorf26	0.134
C19orf39	0.2655
PPP1R13B	1.29375
ARL2	-1.7375
TCL6	0.151833333333333
TOP3A	0.1425
SLC16A14	-0.710125
FXYD6	2.934
HIST1H4E	0.048
BBC3	-0.522315789473684
UNC5A	-0.01
FAM86C	-0.5752
PI4KB	0.902625
B3GAT1	-2.03825
SUSD2	0.0381666666666667
OAZ2	-0.503166666666667
NOC4L	-0.54375
C10orf12	0.6505
FADS1	-1.94583333333333
LOC144097	-0.96825
DKK2	-0.4645
KIAA1949	0.18275
RHOT1	0.1959
OXT	2.087
GPR153	0.5605
ARL4A	-0.970333333333333
SAAL1	-0.68675
CCDC64	0.545
USE1	0.145833333333333
HNMT	-0.146833333333333
PCGF3	-0.4595625
CYP2C19	0.3075
C20orf4	0.38
CCDC11	-0.34525
ACSBG2	-0.22425
RWDD2A	-0.076
PALLD	1.236
CPLX4	-0.0745
LOC492311	0.21825
KPNA2	-0.0953333333333333
MACROD1	-1.065
TMCO3	0.0493333333333333
C15orf52	0.807833333333333
BIRC5	0.423866666666667
PRR16	-0.0776666666666667
FAM63B	-1.0445
KATNB1	-0.8565
WNT8B	0.335
CPLX3	0.873
GHR	0.54575
CCDC124	-0.31925
BCLAF1	0.55875
GOLGA3	-0.00390000000000001
