Hybridization REF	TCGA-A7-A0CD-01A-11R-A00Z-07
SMARCD1	-0.671166666666667
ZFP106	-0.4245
ZNF347	0.7008
GTF2E1	0.16825
RY1	-0.471166666666667
ATAD2B	0.0985
ARHGAP17	-0.6455
KCNIP3	-1.5355
SFPQ	-0.321
GFRA4	0.2055
AKR1B10	-4.027125
TIGD6	1.77083333333333
RGS16	0.749
URB1	-0.693
OR4C46	-0.182
TOP3B	-0.10125
NFATC4	0.1945
CA14	-3.89575
BMPR1A	-0.275333333333333
SNRP70	-0.21975
PRL	0.178583333333333
C6orf130	0.93575
STAG2	0.664
CD55	-0.0270714285714286
RPS23	1.52133333333333
SSX2	-1.4328
FDPSL2A	0.0635
FBXO27	1.117375
SYNGR3	-1.49883333333333
TMSL3	-0.196
EML1	-2.4995
NUP93	-0.987166666666667
SMAD3	0.5924
KIAA1189	1.03466666666667
HNRPUL2	0.663833333333333
TBC1D12	1.54616666666667
C16orf24	0.85575
MRVI1	2.12233333333333
ZNF581	-0.09
ELOVL3	2.6855
OR51Q1	0.80725
CACNB3	0.556166666666667
GALNT13	-0.984875
C10orf84	0.849625
NEDD4	-0.415
SPO11	1.1625
OR5AU1	-0.465
NEK4	0.409357142857143
PRKAR2A	0.0693333333333334
IHPK1	0.998
ATP6V0B	-0.245625
CACNA1E	0.7595
CEACAM8	1.39583333333333
PEX14	-0.281
FLJ12993	-1.3705
ZBTB38	0.28125
PCTK2	1.99466666666667
LRRC16	-0.2034
FBLIM1	0.78325
FYCO1	1.83125
RP5-1022P6.2	-0.113
CMTM1	-0.301333333333333
PLTP	-1.01916666666667
RAPH1	0.8015
DOCK8	0.0535
EZH2	-2.2642
SLC25A1	0.0816666666666667
PLEKHB1	0.0933
GRB7	2.2927
ZFP37	0.18525
MRPL33	-0.442
PELO	-0.193
ARMC1	0.255727272727273
C9orf27	0.445875
FLJ25778	0.061
C9orf37	-0.9395
TMEM66	1.32425
SPRN	-0.324875
HBEGF	-0.116625
PI4KA	-0.0315
LEPRE1	-1.0605
POU2AF1	-3.714875
MRPL12	0.120833333333333
REP15	-0.2545
ZC3H3	0.60725
RASAL1	-1.59175
DDAH1	1.1575
ACBD5	0.37725
TMC2	-0.017
CCDC137	0.02475
SAMD13	2.6365
UGT2B15	-2.43866666666667
TIPARP	1.556
DNASE1L3	1.09525
TRIM72	0.411
DBX2	0.151
IPO8	0.211
C21orf88	-1.8637
MAP3K14	0.2595
LOC51233	0.980166666666667
GGTLA4	-2.492
PDE6D	-0.34275
ZNF117	0.88775
CLK2	-0.48675
NKRF	-0.22475
TNFSF15	-0.571
DUSP2	-0.608
SECISBP2	0.2469
GABRR2	-1.0075
PPAP2C	1.8665
LOC51145	0.112333333333333
PAG1	-0.797
PIK3C3	0.302
GNG10	0.391
APOL4	0.829833333333333
ANKRD28	0.2545
STMN3	-1.9957
RAB14	0.7775
CDK2AP2	-0.885
HDDC3	0.308125
COMMD7	0.109375
CXXC1	-0.26175
HMCN1	-0.887166666666667
CD40	0.75475
DYNC1LI2	-0.0840625
GDI1	0.21575
LOC646938	-0.4815
VSNL1	-3.46216666666667
PIH1D1	-0.3235
RAET1G	-1.14
KRTAP5-9	-0.6125
EFTUD2	0.13525
ZNF311	2.09266666666667
ATP6V1G3	-0.091
OR2W3	-0.67325
SCN4A	0.58375
MED10	-0.846
FAM135A	0.7526
ARHGAP4	-2.02025
EHMT2	-0.130875
UFD1L	-0.2185
ERMP1	0.741
MAG1	-2.56233333333333
THAP8	0.253333333333333
HACE1	-0.689666666666667
FAM82C	0.353333333333333
C3orf20	0.09
UNC84A	-1.30216666666667
SCD5	-0.220928571428571
LASS6	1.892
LSG1	0.902916666666667
MAL	-5.5065
GPR22	0.25
WDR5B	1.96275
ACTRT1	-0.3525
C17orf60	-0.141666666666667
GRIN2C	2.4067
ARMC8	-0.408166666666667
SLC47A1	-2.8665
DMPK	0.7795
DHRS13	0.65
SMC1A	-0.667
KRTAP17-1	1.69575
SMYD5	0.127
TUSC2	0.67975
CRHR2	0.425
KIR3DL2	1.3815
CCDC104	0.16075
ATP2C1	0.65
CROT	1.2295
PABPC3	-0.202166666666667
EGR1	-0.631666666666667
THSD1	0.13
KHK	-0.65175
SLC12A2	1.77475
CD58	-1.38675
STOX2	-0.594833333333333
CCDC76	-1.0978
CCDC48	4.51575
DNAH1	-0.420833333333333
ZIC4	0.20475
OR1G1	-0.0675
PSMC6	-0.6255
PROKR1	0.0855
ABCB1	-1.18975
TRAT1	-2.55475
LLGL1	-0.013
MTF1	1.14775
USP54	1.705375
PAGE2B	-2.2745
ITGB7	-3.7275
CCDC81	-0.2175
LOC149837	-0.0805
SCUBE1	1.188
ZSCAN10	0.7215
HUWE1	0.420642857142857
CDH17	0.507
CD180	-0.13175
IL17A	0.04425
TMPO	-0.614
KIAA1524	-1.17016666666667
HDGFRP3	-0.440333333333333
OXCT1	-0.997
RRAS2	-0.132333333333333
LTBP2	1.692
SV2B	0.1485
CYP2A6	1.346625
PKD1L2	-0.597666666666667
PPM1M	0.84325
FLJ22662	0.749833333333333
ZNF502	-0.5705
GP6	-0.48275
CRYBA2	0.687
LEF1	-2.4746
CTPS	-3.04
EYA1	-2.94666666666667
EPS8L1	2.166
MAPK14	0.54425
SERPINB2	-5.1545
GTF2F2	-0.7855
ZNHIT4	0.4915
PLA1A	0.39475
C20orf114	4.616
HPR	-3.6815
C18orf2	-3.3862
SATB2	-1.14725
KCNJ9	-0.241571428571429
MGC157906	1.004
MOCS3	-0.03475
C17orf71	-0.0113333333333333
PPHLN1	0.1879
HIST1H2BN	0.26875
RAPGEF1	-0.0605
MAP3K8	1.05925
DLG4	-0.447833333333333
STC1	3.17425
CDGAP	0.98775
DDX26B	-1.92125
LOC150223	-1.6255
CPSF3	-1.05316666666667
TMEM14A	0.90475
MYH3	-1.7455
GPKOW	-0.014
SULT1A1	-0.185
SPON1	1.855
YY1AP1	0.620666666666667
RAB23	-0.77925
PLA2G4A	-4.5505
MAPRE3	0.59375
ZNF516	-2.2725
GGPS1	0.736
EXOC3L2	-0.293875
C19orf42	0.4885
MAP2K2	0.104833333333333
HIST1H2BB	0.917
RNF19B	1.25816666666667
C6orf128	-0.619166666666667
TLR8	1.701
PCDHA9	0.6245
CARS2	0.194375
CLUL1	1.71833333333333
RHAG	-4.00616666666667
UNK	0.4565
EXOC8	1.1261
C9orf95	0.973
C14orf143	-0.133666666666667
MAML3	-0.06975
LDHA	-1.50725
MRPL20	0.059375
KLHDC6	0.829166666666667
ATP5S	0.380333333333333
C8orf55	-0.39525
PHF19	-2.539625
KRTAP13-4	0.5465
TTC5	0.01675
XKR5	-0.0735
SILV	-4.51566666666667
TEX28	0.099
TCTN1	1.867
CX40.1	0.32175
PPP2R5C	-0.726125
C12orf30	-2.00416666666667
CAPG	1.503
MPZL1	1.1098
ARSB	-1.59666666666667
TDH	-3.417
WASF4	1.08025
TSSK3	-0.637333333333333
7A5	0.7135
CRISPLD1	-1.6695
MAD1L1	-0.569166666666667
SPIN4	0.110833333333333
AMPD1	-0.53625
DPYSL5	-0.2715
INPP1	0.160166666666667
ANKRD11	-0.978555555555556
NPAS4	-0.634428571428572
GCET2	-0.4402
RNASE9	0.567
GUCY2D	0.5515
CCDC98	-0.22275
FGF4	-0.505875
CPM	-1.34116666666667
SLC26A4	-1.59
PLD5	0.27775
FAM59A	-1.92
FBXO5	-2.51088888888889
SIPA1L1	0.0665
DPYS	0.488
ATG4D	-0.3
TGM3	0.1445
MTCH1	0.19775
HK1	-0.108307692307692
CDC26	-0.308625
GALNT12	-4.18683333333333
LOC339229	0.5135
MRPL35	-0.460875
ORC4L	0.412625
TNKS	0.0985
C2orf24	0.524
ZNF553	0.770166666666667
GGTLA1	2.5549
ZNF497	0.486
CDY1B	0.66975
SLC30A4	0.79925
TUB	0.421625
ARHGEF18	0.35925
ARRB1	2.07525
KCNK1	-4.155125
EREG	-2.2948
SCAMP5	-0.897
RUNDC3B	1.27075
ADAMTS20	-0.29025
IL17RB	1.784125
FLJ20323	-1.19025
MCAM	0.3665
POLR3E	-1.122
AQR	-0.152
IPMK	0.959
CDCA7	-5.1515
CAMP	-0.83625
GRHL3	-0.6315
ADAMTSL2	1.3115
CLMN	2.5225
SSTR3	0.6035
MAGEA5	-2.34516666666667
OVOL2	4.29475
JMJD1B	0.41675
RBL2	0.6492
PYGO2	1.25075
PPP1R10	0.832333333333333
CSE1L	-1.02
LCA5	0.394
RDH16	1.023
ASRGL1	-2.84725
TOM1	1.21533333333333
PTX3	-6.29425
TTC15	0.53225
SCGB3A1	1.48466666666667
MRPL50	-1.426
RCAN3	2.698
SLC26A11	1.23725
STYX	-0.07
CINP	-0.297
MARCH7	-0.05675
PFKM	-1.95966666666667
SGMS1	2.08416666666667
RIOK3	0.0658
C1orf110	-0.068
CES7	0.0807142857142857
LOC440248	-2.27375
PPP1R12C	0.01025
C10orf27	0.6705
ATG9A	-0.57
MRPS26	0.372125
TMEM40	-1.104
ELP3	0.231
ZNF787	0.4782
HIAT1	0.303625
C8orf34	-0.0444
MGC4655	-0.3228
PELI1	-0.9585
PPT1	1.938
SLC35C2	-0.596166666666667
C6orf125	0.50375
MUC4	-1.50533333333333
RFC4	-1.96128571428571
GNB2	-0.368333333333333
NUP50	0.424071428571429
SULT4A1	-1.18633333333333
C7	1.39575
CCDC130	-0.00883333333333334
ARRDC4	0.36075
RQCD1	-0.74
GLYCTK	-0.95875
AYTL2	-1.53336363636364
MTUS1	1.7678
LEMD3	0.937333333333333
PLEKHF2	1.5745
HOXA7	-0.355125
GTF3C2	-0.9475
DYNLRB2	3.475
CNOT10	-0.01425
MR1	0.293333333333333
FFAR1	0.113
PRIC285	0.04825
SLITRK6	5.4295
LIX1	-2.0515
UBE1L2	-0.570083333333333
F8	1.26875
ACHE	0.0383333333333333
KPNA5	-0.55825
TNFRSF12A	-2.24933333333333
EGR3	0.97
SERPIND1	-3.20616666666667
OASL	3.08275
IFRD1	-3.114
WDFY1	-0.2255
ZNF267	0.166625
ACCN5	0.549
ZBTB6	0.1165
PPP1R3A	0.2135
PRRT3	0.568
FBXL19	-0.7405
TXNIP	0.535785714285714
ACTN2	-1.7965
ATG9B	-0.389625
C9orf117	0.346125
IL27	1.167
RPL36AL	0.0298333333333334
KLK15	-0.142666666666667
CHAD	2.4245
RAP2B	-0.5631
HEBP2	0.4165
ZNF342	0.581
CAMK2G	-0.657833333333333
TLR3	2.67725
FGF14	-0.01275
HMGB2	-0.503
TRPM5	-0.439
OR5M11	0.4085
KIF3B	0.846736842105263
PRICKLE2	1.275
MTMR9	0.45225
C3orf27	-0.22325
GLRA3	-2.2785
NSDHL	0.4675
TMEM32	0.2275
POLR2D	-1.00941666666667
MYADML	0.3365
C9orf114	-0.83
MRGPRX1	0.971
TOPORS	0.84025
CLDN19	-0.72
C1QL4	0.141
RNF165	-2.6135
DHRS9	1.799
DNAH2	-1.58666666666667
FXR1	-0.382666666666667
ZMYM3	-0.79175
CASP3	-0.436666666666667
FAM120C	-0.57575
SCLY	-0.82275
CA7	-0.328
ENTPD5	1.0745
ZNF461	0.189125
PDIA5	-0.52375
C1orf19	-0.748666666666667
TMEM67	0.2785
KCTD20	-0.30375
WDR47	0.6525
FLJ38723	-0.552
KLRF1	-0.145833333333333
TAS2R16	1.1845
CLDN12	0.1265
PRKCE	0.2055
UBXD4	-0.73
ITGAM	1.162
GLT8D3	0.11175
WDR31	0.9673
RGS2	-0.901
OR51L1	0.391
MST1R	1.20675
KIAA1737	1.10125
OR4A5	1.3135
GLIS1	-1.10533333333333
PTMA	-0.432928571428571
NAPA	1.342
PRDM11	0.76375
LIPF	0.106
DIRAS3	3.68425
ASGR2	-4.270875
C1QTNF4	-0.01925
PIK3R4	0.649333333333333
ARMC3	1.0745
NDUFV3	-0.322666666666667
BTBD3	0.187666666666667
PPP1R2	0.333083333333333
UBE2NL	-0.17025
FOSL2	2.71442857142857
FAM119A	-1.19133333333333
TUBA4A	-1.4798
KRTAP12-1	0.15825
SFRS2	-0.556
RHPN1	-0.4888
EEF2	0.213833333333333
ZDHHC11	0.036
EPHA3	-0.9554
RBM12	0.49825
H2AFJ	1.87091666666667
EDIL3	2.5275
KIF26A	0.512
SERGEF	0.58
B3GALT4	1.174
LOC90925	1.23333333333333
OSCAR	-0.2705
NPFF	-0.781875
DEDD	0.464875
TMEM155	-1.023375
PTPN1	2.5875
SCYL2	0.268166666666667
SKAP1	3.8825
LEAP2	-2.99466666666667
GADD45G	2.1282
IFITM3	1.1485
PILRB	-1.49833333333333
SLU7	0.3861875
DSC3	-0.75025
DNMT3L	-0.9815
PAPD5	-0.045
B3GNT3	-2.208
LHCGR	0.5665
MSL-1	0.555
UBE2S	-1.923875
SAP130	-0.22925
ANAPC11	0.88325
MAGED4B	-3.0745
ATP6V1B2	0.3955
C14orf179	0.791
CAPZA1	-0.57275
CDYL2	-0.275
GLRX3	-1.27483333333333
LOC136288	-0.7925
MOBKL1A	0.3685
HTR2B	3.833
CRYGD	-0.0308333333333333
NUS1	-1.47683333333333
PGRMC1	-0.343
MYOM2	1.78825
FLJ39653	-2.14816666666667
CHM	0.6405
OR5M8	0.8755
ZNF619	0.7835
FAM105A	-0.27425
CCNL1	-1.132875
NAP1L3	-0.40675
C10orf57	2.16233333333333
B3GALNT1	1.62833333333333
CSN1S2A	0.017
TCP10L	0.13075
GDAP2	0.285875
DMKN	-0.129833333333333
COX6B1	0.10875
DNASE2	1.26833333333333
MSH5	-2.31475
LGMN	-0.3825
USP31	-0.4606
OR13C8	0.7325
SDCBP	0.3577
NUDT11	-3.0905
PYGL	-1.296
SNPH	-0.136
B3GNT4	-2.034
MIZF	0.3067
NUBPL	0.334
NOD1	-0.8485
CDH22	-0.16875
NUBP1	0.1455
DSCAM	-3.988
DGKI	-0.6695
FAM136A	-1.728
AKAP1	0.827
SLC16A6	2.4035
RIN3	-0.4725
PSG2	0.14175
DIP2B	0.744166666666667
PSORS1C1	2.086
KIAA0495	-0.1165
FLJ90709	0.247
LPA	-0.3996
PIGA	-0.648833333333333
LY75	-0.7465
UTS2	-6.36733333333333
RREB1	0.48925
GALNACT-2	0.1713
MGC3196	0.0615
FLJ31568	1.34375
LPHN1	-0.453125
SP1	0.9745
TOX4	0.508333333333333
HSPA9	-0.4339
APOBEC1	-0.1395
SLC35E4	-0.98975
LSM5	-1.83
SURF1	0.49075
ZBTB1	-0.4665
GTF2F1	0.327375
RPS15A	-0.4135
DUSP21	-0.384333333333333
GINS4	-2.76033333333333
MYO15A	-0.8295
GIMAP7	3.3755
MGC13379	0.32375
ATP6V1E2	-0.245666666666667
UTP3	-0.16075
HNRPA3	-0.3190625
MT4	-0.0955
C14orf155	0.33125
U1SNRNPBP	0.91975
CKLF	-0.836166666666667
PLEKHN1	-0.907833333333333
MBNL1	0.0151666666666667
NUP160	-1.73075
ACSM2A	-1.47525
LOC129881	-0.3165
KIAA1529	-0.03275
FLJ22639	-0.7285
HAND1	-1.121
GSX1	-0.041
FGA	-4.1641875
SERPINB1	0.68925
ZNF642	1.391
IGFBP1	-8.168375
SLC1A1	-2.07
DHX57	-0.052375
ZNF766	1.7175
PTPN21	0.1403
GDPD3	-0.838166666666667
PNPLA5	0.1255
TBR1	0.405166666666667
FAM116A	0.226
IQGAP1	0.531625
FOS	0.4635
ZNF226	0.00787499999999999
FIGNL1	-1.32883333333333
C14orf1	0.150333333333333
ZMYND17	-0.232
PUS7	-1.4885
TUBB6	-1.423875
KCNQ2	-1.52625
MARCH6	0.2965
CCDC33	0.085
PRODH	2.23275
RBM11	2.95425
EPHA6	0.148
SLC43A1	0.60475
LOC196541	0.290625
NTN1	1.46483333333333
ING4	0.8965
PCDHB10	1.133
DPH2	-0.647833333333333
SPACA4	-0.24175
FBXL21	-4.275
DIAPH1	-0.540833333333333
ZNF71	1.5375
CEP76	0.2185
CORO1A	-1.4355
RRM2	-2.581375
EDG4	1.75125
OS9	0.460666666666667
SLC4A1AP	-0.136
COG5	-0.606
COPS8	-0.45
NGLY1	-0.35975
NCBP2	-0.09525
C17orf42	0.638166666666667
GPSM3	0.117
SIL1	1.1525
ASB6	-0.63975
SMAD5OS	0.214
UNC93A	-3.40025
A1BG	0.323833333333333
C21orf62	0.48075
FMO5	0.0863333333333333
ATRIP	0.935833333333333
CEBPG	-0.361166666666667
C7orf38	0.031
TNFRSF1B	0.345
CLEC1A	1.27733333333333
IQSEC1	0.786875
PATZ1	1.9499
RBM22	1.375375
BAG2	-1.05333333333333
PAQR5	-1.50983333333333
C9orf127	0.5888
THNSL1	0.23175
SHROOM3	3.1442
JAM2	0.395
SNRPN	-2.181
ALX4	0.203
CACNA1S	-0.1515
FAM130A1	1.03225
CORIN	1.7535
CD300LB	0.716
PLEKHG6	1.5585
LRRC40	-1.2205
PCLKC	-1.26425
PCDHB16	2.75466666666667
WNT2B	0.2495
ASNS	-2.95744444444444
MRPL49	0.519125
FLJ46111	0.245
ISG20	0.87175
SMU1	-0.4922
CASZ1	1.182
POLR1D	-0.43175
GIN1	0.25975
SNAG1	0.00116666666666667
ANKRD29	1.40075
CDKN2AIP	0.13
KRR1	0.3885
CXCL1	-5.50516666666667
EPM2A	-0.0266
PC	0.585333333333333
DEFB127	-0.885
PDZRN4	0.714166666666667
FAH	1.241625
OR51E1	2.3225
CDC2L6	-0.608166666666667
DNTTIP1	-0.54925
PAX8	-1.36766666666667
TMEM116	0.30775
C1orf150	0.4045
PRO2012	1.026
MRPL40	0.758333333333333
BEX1	-3.5506
SLC2A4	-0.929
PKMYT1	-1.24425
FEZF2	-0.408333333333333
SLC26A9	-2.2345
MAP2	0.636416666666667
LYL1	-1.376
SLC25A19	-0.848833333333333
NOS3	-0.176
ZNF34	0.627666666666667
TMPRSS11F	0.27725
FAM43A	0.4
FCRL4	0.08
KLF14	-0.19725
FLRT2	-1.3855
WRN	-1.253
SDF2	1.7103
KRT8P12	0.12925
C6orf195	0.74
C9orf125	-1.59683333333333
DZIP3	1.177625
RIT1	-0.38525
SCML1	-0.946666666666667
RHBDF2	-0.52225
OR2G3	1.2895
REXO1L1	0.033
MAP3K7IP3	-0.345
C3orf57	-6.61475
FBXW11	-0.0313333333333333
ETAA1	0.08475
C14orf131	-0.1845
AKT1S1	0.1235
SLC12A5	-0.9305
C9orf164	0.568
NRIP3	-1.023625
NOS1AP	-1.631
TMEM121	1.18475
SAP30BP	0.2667
DGCR6	1.5815
WDR76	-0.80425
FAM82B	-0.480833333333333
LOC606495	-0.1705
MAP9	0.488583333333333
BCDIN3D	1.79725
CXorf36	2.78383333333333
DSCR3	-0.7881
ZFAND3	0.868875
C7orf43	-0.2075
SPSB3	0.5264
C19orf19	0.14825
FAM133A	-2.89875
C12orf25	0.39675
SLC39A3	-0.00874999999999999
DISP2	-0.99175
PI4KAP2	-1.066
MKRN3	-2.62666666666667
ADAMTS13	-1.628
CBLN3	0.3016
TTYH1	-1.89033333333333
C3orf18	1.75425
FLJ13236	1.5925
ZMYND12	2.338
C18orf25	0.693625
GLB1L3	-1.0345
ATP13A5	0.218
RANBP10	-0.67
CD96	-1.9768
DENND1C	-1.4985
RBMS3	-0.2536
SLC41A3	1.16133333333333
DGCR6L	1.62175
TMEM128	0.435166666666667
CSNK1G3	1.403
MOBKL2C	1.1
TSPAN6	0.562375
MATN2	-1.8516
MSL2L1	0.670833333333333
ST6GALNAC2	2.91583333333333
FGFBP2	-0.518125
FGL1	-7.01666666666667
MPP3	-0.295833333333333
ARHGEF6	1.42866666666667
TGFBR2	-0.283625
ACMSD	1.74925
IL33	2.0325
C9orf5	0.320666666666667
DEAF1	0.4227
AMN	0.254
DEFA6	0.1955
RNF212	-1.717
METT5D1	0.630333333333333
CIB1	0.1088
TSSK1B	0.28275
KIAA1727	1.16175
ZNF680	0.666916666666667
LOC399900	-0.818
LOC152217	0.132083333333333
CTNNAL1	-3.3735
CIT	-1.95658333333333
TLE6	1.5085
ZNF607	-0.45925
HERC4	-0.973166666666667
DRAP1	-0.3425
PEMT	-0.47225
C10orf111	-0.4035
ZNF575	0.939
KCTD7	-0.198
MYO1F	0.227625
LOC285382	-0.158
RAB11A	0.4611
PLCD3	-0.214
C15orf28	0.0805
PTBP2	-0.0325
CTB-1048E9.5	0.393375
C19orf60	-0.607
C7orf25	-0.262
SETD7	0.06125
HOXB9	-3.829
VANGL1	0.0495
CHAF1B	-1.6185
NDUFA3	0.3415
KIAA1328	0.846833333333333
SHARPIN	0.325375
TTC23	-1.51125
UGP2	0.260916666666667
ANKIB1	0.2768
CIRBP	1.22714285714286
SEC14L4	-2.83083333333333
OVCH1	-0.019
VPS52	0.8145
FAT	-1.005875
M6PRBP1	0.20725
GPRIN3	0.785
PPM1F	-1.05633333333333
TSR1	-1.295
CCDC85A	2.6815
PCSK5	0.987
ZFHX3	-0.192
HEMK1	0.4572
PGBD2	-0.4265
RSRC2	-0.00983333333333334
AURKC	-1.78316666666667
SCRIB	0.126125
ORM2	-4.58016666666667
FAM115A	0.1264
FZD6	-0.957875
UNC119	0.806166666666667
GPX3	-0.9682
NOV	-1.15975
CABC1	0.559375
CDC42SE2	0.496125
EIF2S2	-0.9059
RNF130	0.58875
CKAP5	-0.539333333333333
RP11-413M3.2	-0.025
C10orf18	0.6042
TMEM93	-1.09925
DYX1C1	1.6255
KCNMB2	-1.54528571428571
ANK3	1.70108333333333
KRT5	-2.3477
CDH12	-1.12933333333333
QRSL1	-0.92325
JUB	-0.58475
SHC4	-2.7445
CCL15	1.24116666666667
CCDC22	0.66275
SNX24	1.79325
RARS	-0.4515
MORC2	0.32725
FAM48A	-0.8115
MT1H	-1.5165
PPP1R14C	-4.0335
FOXD1	-2.47435714285714
C1orf213	-2.60475
AMT	-1.4571
DSN1	-0.85275
PTPLAD2	2.5395
DIS3L	0.38375
RASL11A	-0.5125
GPRC5B	-0.40675
FRMD7	-0.401
STRN4	0.2
KITLG	2.09127272727273
HDGF	0.11425
OR1S1	0.153
SETX	-0.2163
DDR2	-0.34875
KCTD12	1.22725
LYZL2	-0.4965
WDR52	0.0425
TMEM2	-0.48325
ZNF579	0.531833333333333
LOC200810	0.19125
TNFSF9	-1.98775
PPFIA4	-1.81925
CNIH3	-0.0406666666666667
MAP4K4	-1.08028571428571
ROD1	0.0453571428571429
ALS2CR12	-1.111
DOCK3	-1.44166666666667
PAQR9	-3.86525
ASB17	0.9445
STX16	-1.47875
FEZ2	0.273
DLAT	-0.342666666666667
KIF21B	-1.81916666666667
CDC5L	0.43275
TMEM119	1.22683333333333
CRIP3	-0.7395
TPSD1	0.448333333333333
TEPP	0.31925
GNGT2	0.62025
C21orf121	0.60375
WNK1	-0.116833333333333
FLJ10490	0.5053
OR51B5	-2.421
LOC203547	-0.826125
HAS1	-0.7435
PPA1	-0.7395
ST7	-0.482625
C11orf46	1.1898
POPDC3	-4.46283333333333
ACOX2	0.347333333333333
ATCAY	-0.589333333333333
TM4SF19	-2.91225
MFSD9	-0.6095
PDHB	-0.32125
ERN1	-0.21525
LCE3C	-0.938
GPR111	1.78
NOTCH3	1.86983333333333
ADAMTS5	1.84675
B3GALT1	-1.38233333333333
UGCGL1	-1.01966666666667
FAM58A	0.193833333333333
FBXO32	1.065
CLPP	-0.0445
NXPH1	-1.10775
MTMR3	1.49983333333333
ATP1B3	-0.569625
TMEM16A	3.903125
HIST1H3F	0.469
TRIM25	-0.0595
SDCBP2	-0.327
CRKL	-0.2225
HOXB2	3.00433333333333
ANP32B	-0.874625
GATM	3.726
AP4E1	-0.50775
EDG5	0.245125
CDKN3	-2.36133333333333
CDH4	-2.30425
PGD	-1.13416666666667
RND1	0.8705
GAD1	-3.2395
MPG	0.0705
LOC440350	-0.9465
ZNF133	0.0265
SERPINB12	-0.4225
AMELY	-0.0201666666666667
DHX36	-0.47175
TNFAIP8L2	2.17633333333333
PHTF2	-1.09594444444444
CCDC112	0.0671666666666667
IQCC	-0.17725
HEYL	3.17566666666667
FTSJ2	-0.951166666666667
APPL1	1.5885
RAB43	0.0662857142857143
OR10G2	0.588
WAC	0.2305
ADCY9	1.00775
RUNDC2B	0.248166666666667
PYCRL	0.5798
AGPAT7	-0.7035
SLC22A9	-0.835333333333333
CDKAL1	0.4345
PDYN	-0.743
C20orf74	0.034
MTMR11	-0.395
VAV3	3.22533333333333
DAPL1	-0.046
STXBP3	0.64775
EIF3G	0.42075
ARHGAP22	-1.64175
NPFFR1	1.238
NPC1	-0.0998333333333333
ALDH9A1	1.86083333333333
ZNF600	1.00625
ZNF678	0.989333333333333
RASSF1	0.698166666666667
ADD2	-2.431625
PITPNB	0.246625
PKD2L2	0.596571428571429
LRP11	-1.01025
CDKL1	0.18125
SMEK2	0.0145
PRODH2	-3.29466666666667
C11orf54	0.755833333333333
SFRS11	-0.401333333333333
IL7	0.810666666666667
ALS2CR16	0.962
BTG3	-1.42866666666667
PAK2	-0.121888888888889
RP11-679B17.1	0.159
GATA4	-2.3795
ATP2B1	-0.904
LOC130940	1.144
C1orf172	2.5795
ATF7IP2	-2.7045
SLC25A43	-0.042
CENTG3	-0.3165
IGF2BP1	-3.8633
FCHSD1	0.188
CAMK2N2	0.9055
ELAVL3	-0.0198
NBPF15	-0.629333333333333
UBE2J2	0.0501666666666667
GNL2	-1.05275
PRR3	-0.1275
NLF2	0.7885
OR4F6	-0.0185
KLHL24	1.3135
CCDC88A	-2.7407
SGPP1	-2.238
C10orf11	-1.41983333333333
SLC35B4	-1.421
UGT3A2	-1.076
ARNT2	2.8719
CBR1	-3.112125
ITPR3	0.244
TRAPPC6B	-1.1
AMZ1	-2.927
ARP11	-0.2235
WDSUB1	1.559
APBA1	0.39
RAB2A	0.6563
C6orf162	-0.183125
HPSE2	0.05675
PLCE1	-1.4375
INSL3	0.5125
DLG1	0.0928
PTPLA	-4.2155
PIGX	0.514875
TFIP11	0.989
FIBIN	2.391
POLR2G	-0.31
GRAP2	-2.1482
DNAJB8	0.09825
CNBP	0.7715
WASF1	-3.20025
INPP5E	-0.9638
HSPB1	-0.4448125
TMEM167	-0.4391
CUBN	0.3335
IGF1	2.3034375
ITPK1	0.8239
NAALAD2	-0.664333333333333
G3BP1	0.5062
NT5DC1	0.247375
CYP39A1	-1.5525
TMEM139	2.16525
POLK	0.663111111111111
GLULD1	-1.7395
RBM15	-0.916833333333334
AMZ2	1.302
GDF15	-2.83366666666667
MESDC2	-0.07975
INCA	-0.3045
ACY1L2	-0.367
GZMM	-1.52066666666667
PAIP1	0.274
CACNA2D1	-0.735
STK32C	-0.155333333333333
SH3BP4	0.922333333333333
DEC1	0.444
PADI1	-0.073
UBB	-0.3315
PON3	-3.44
PROP1	1.45
ANKRD13B	0.567
ADCK1	-0.26475
TCF25	-0.103666666666667
SLC38A5	-3.12275
CXorf26	0.0501666666666667
C19orf39	-0.21375
PPP1R13B	0.349
ARL2	-0.823
TCL6	0.205583333333333
TOP3A	-1.446
SLC16A14	1.9245
FXYD6	0.7975
HIST1H4E	0.06875
BBC3	0.818947368421053
UNC5A	0.243833333333333
FAM86C	0.1276
PI4KB	0.79675
B3GAT1	-3.50225
SUSD2	0.484
OAZ2	0.277833333333333
NOC4L	0.0435
C10orf12	0.17575
FADS1	-2.35283333333333
LOC144097	-0.90125
DKK2	0.992666666666667
KIAA1949	-0.375
RHOT1	0.3954
OXT	0.4175
GPR153	0.7355
ARL4A	-2.44683333333333
SAAL1	-1.79575
CCDC64	0.1105
USE1	0.123333333333333
HNMT	0.975
PCGF3	-0.051875
CYP2C19	0.04
C20orf4	0.685
CCDC11	2.42925
ACSBG2	-0.37075
RWDD2A	0.52825
PALLD	2.771875
CPLX4	4.381
LOC492311	1.29975
KPNA2	-1.39516666666667
MACROD1	-0.0765
TMCO3	-0.362833333333333
