Hybridization REF	TCGA-A2-A0SV-01A-11R-A084-07
ATAD2B	0.1795
ARHGAP17	-0.16
KCNIP3	-0.87325
SFPQ	-0.24725
GFRA4	0.202
AKR1B10	-3.536375
TIGD6	0.822
RGS16	3.260375
URB1	-0.0111666666666667
OR4C46	0.249166666666667
TOP3B	-1.36275
NFATC4	0.288
CA14	-4.50925
BMPR1A	-0.207
SNRP70	-0.839125
PRL	-0.297833333333333
C6orf130	-0.4545
STAG2	-0.58525
CD55	0.330285714285714
RPS23	-0.0168333333333333
SSX2	-1.68266666666667
FDPSL2A	-0.06325
FBXO27	-0.627625
SYNGR3	-0.868666666666667
TMSL3	1.74425
EML1	-0.301
NUP93	-0.07075
SMAD3	-1.0895
KIAA1189	0.906166666666667
HNRPUL2	0.236
TBC1D12	0.397666666666667
C16orf24	0.9065
MRVI1	2.28683333333333
ZNF581	-1.15233333333333
ELOVL3	0.4855
OR51Q1	0.15
CACNB3	0.973
GALNT13	-0.535571428571429
C10orf84	0.312125
NEDD4	-0.5896
SPO11	0.6985
OR5AU1	0.525
NEK4	0.552071428571429
PRKAR2A	0.00449999999999999
IHPK1	0.154833333333333
ATP6V0B	0.946375
CACNA1E	0.1615
CEACAM8	0.375333333333333
PEX14	-0.143
FLJ12993	-2.3005
ZBTB38	-0.37325
PCTK2	0.527833333333333
LRRC16	0.2889
FBLIM1	0.11075
FYCO1	1.14925
RP5-1022P6.2	-0.573083333333333
CMTM1	0.558166666666667
PLTP	1.17116666666667
RAPH1	0.698625
DOCK8	1.463625
EZH2	-1.036
SLC25A1	-0.591166666666667
PLEKHB1	0.9083
GRB7	0.5563
ZFP37	-0.8325
MRPL33	-0.79725
PELO	-0.1035
ARMC1	0.462727272727273
C9orf27	0.027625
FLJ25778	-0.1985
C9orf37	-0.615666666666667
TMEM66	0.54925
SPRN	-0.25125
HBEGF	1.348625
PI4KA	-0.8955
LEPRE1	-0.32025
POU2AF1	-4.172375
MRPL12	-0.159666666666667
REP15	0.283
ZC3H3	0.9175
RASAL1	-0.53125
DDAH1	0.828625
ACBD5	0.93825
TMC2	0.1765
CCDC137	-0.85725
SAMD13	-0.973333333333333
UGT2B15	-4.251
TIPARP	0.3715
DNASE1L3	-0.40225
TRIM72	0.694666666666667
DBX2	-0.11525
IPO8	-0.0965
C21orf88	-1.8659
MAP3K14	0.66775
LOC51233	0.5575
GGTLA4	0.6815
PDE6D	0.5035
ZNF117	-0.83325
CLK2	-0.19025
NKRF	-0.9885
TNFSF15	1.1895
DUSP2	0.807125
SECISBP2	-0.0843
GABRR2	-0.5015
PPAP2C	2.16575
LOC51145	0.170833333333333
PAG1	-0.2595
PIK3C3	-0.6315
GNG10	0.227
APOL4	1.0972
ANKRD28	-0.83775
STMN3	-0.8492
RAB14	0.7984
CDK2AP2	0.25625
HDDC3	0.373125
COMMD7	0.950375
CXXC1	-0.71125
HMCN1	-0.184833333333333
CD40	0.8805
DYNC1LI2	0.4260625
GDI1	0.49475
LOC646938	-0.05425
VSNL1	-0.7135
PIH1D1	-0.203
RAET1G	-0.7935
KRTAP5-9	-0.038
EFTUD2	-0.2005
ZNF311	-1.09966666666667
ATP6V1G3	0.000750000000000001
OR2W3	0.33275
SCN4A	0.0985
MED10	-1.25875
FAM135A	-0.9764
ARHGAP4	-0.42075
EHMT2	-0.868375
UFD1L	-0.6285
ERMP1	0.22225
MAG1	-1.736
THAP8	0.675
HACE1	-0.821166666666667
FAM82C	1.21516666666667
C3orf20	0.012
UNC84A	-0.2045
SCD5	-0.309071428571429
LASS6	1.949875
LSG1	0.22175
MAL	-5.436
GPR22	-1.446
WDR5B	0.762
ACTRT1	-0.267
C17orf60	0.610833333333333
GRIN2C	-0.4186
ARMC8	-0.0568333333333333
SLC47A1	-1.26933333333333
DMPK	0.2065
DHRS13	-0.203833333333333
SMC1A	-0.494
KRTAP17-1	0.55525
SMYD5	-0.46
TUSC2	0.569125
CRHR2	0.339
KIR3DL2	0.9375
CCDC104	0.52575
ATP2C1	0.5035
CROT	-0.36575
PABPC3	0.375
EGR1	1.75366666666667
THSD1	-0.05175
KHK	-1.07775
SLC12A2	-0.274125
CD58	-0.0465
STOX2	-2.22633333333333
CCDC76	-0.668
CCDC48	3.54425
DNAH1	0.397333333333333
ZIC4	-0.143375
OR1G1	0.1465
PSMC6	-0.9555
PROKR1	-0.0975
ABCB1	-1.745
TRAT1	-1.638
LLGL1	0.0495
MTF1	0.39775
USP54	-0.0465
PAGE2B	-2.0065
ITGB7	-3.47675
CCDC81	-0.0585
LOC149837	0.55875
SCUBE1	-0.2525
ZSCAN10	0.004
HUWE1	-0.0729285714285714
CDH17	1.042
CD180	1.03775
IL17A	0.22
TMPO	-0.399125
KIAA1524	-0.961666666666667
HDGFRP3	-2.16866666666667
OXCT1	-2.26063636363636
RRAS2	-1.19916666666667
LTBP2	2.95075
SV2B	0.3005
CYP2A6	1.27425
PKD1L2	-0.622333333333333
PPM1M	0.93475
FLJ22662	1.70483333333333
ZNF502	-0.09875
GP6	-0.67225
CRYBA2	-0.55325
LEF1	-1.8924
CTPS	-0.590142857142857
EYA1	-2.95916666666667
EPS8L1	1.1085
MAPK14	-0.330916666666667
SERPINB2	-4.375625
GTF2F2	-0.419
ZNHIT4	-0.266
PLA1A	0.46825
C20orf114	3.44775
HPR	-4.6035
C18orf2	-2.56183333333333
SATB2	-1.476
KCNJ9	-0.517625
MGC157906	0.9505
MOCS3	0.01575
C17orf71	-0.632333333333333
PPHLN1	-0.1399
HIST1H2BN	-1.09975
RAPGEF1	-0.1655
MAP3K8	1.78
DLG4	-0.0658333333333333
STC1	-0.4945
CDGAP	1.55625
DDX26B	-1.72625
LOC150223	-1.577
CPSF3	-0.6445
TMEM14A	0.0975
MYH3	-2.8415
GPKOW	0.33875
SULT1A1	-0.605166666666667
SPON1	3.7693
YY1AP1	0.538
RAB23	0.77725
PLA2G4A	-3.65325
MAPRE3	0.00749999999999999
ZNF516	-0.08
GGPS1	1.457
EXOC3L2	-0.53575
C19orf42	0.9839
MAP2K2	-0.167833333333333
HIST1H2BB	-0.73125
RNF19B	1.48333333333333
C6orf128	0.200166666666667
TLR8	3.1
PCDHA9	0.8155
CARS2	0.05275
CLUL1	-0.0965
RHAG	-3.8895
UNK	-0.0875
EXOC8	0.7811
C9orf95	1.45325
C14orf143	0.0376666666666667
MAML3	0.135875
LDHA	-0.89975
MRPL20	0.110125
KLHDC6	-0.0441666666666667
ATP5S	-0.868666666666667
C8orf55	0.798
PHF19	-1.698
KRTAP13-4	0.509
TTC5	-0.543
XKR5	-0.05475
SILV	-4.64216666666667
TEX28	0.186
TCTN1	0.399
CX40.1	0.16575
PPP2R5C	-0.792125
C12orf30	-0.992333333333333
CAPG	2.188
MPZL1	0.9516
ARSB	0.0703333333333333
TDH	-1.97425
WASF4	-0.1315
TSSK3	-0.856
7A5	1.327
CRISPLD1	0.94775
MAD1L1	-0.3785
SPIN4	-0.261666666666667
AMPD1	-1.58675
DPYSL5	-0.2105
INPP1	-0.585166666666667
ANKRD11	-0.951055555555556
NPAS4	-0.028
GCET2	-0.0336
RNASE9	-0.641
GUCY2D	0.2055
CCDC98	-0.0975
FGF4	-0.360125
CPM	-0.835333333333333
SLC26A4	-1.82866666666667
PLD5	0.03925
FAM59A	-0.4174
FBXO5	-2.24122222222222
SIPA1L1	-0.23675
DPYS	0.207
ATG4D	0.125
TGM3	0.9145
MTCH1	-0.100875
HK1	-0.386714285714286
CDC26	-0.332125
GALNT12	-2.59716666666667
LOC339229	0.05025
MRPL35	-0.59625
ORC4L	0.111375
TNKS	-0.470285714285714
C2orf24	0.599666666666667
ZNF553	-0.00433333333333334
GGTLA1	2.9676
ZNF497	0.083
CDY1B	-0.10425
SLC30A4	0.533875
TUB	-0.671875
ARHGEF18	0.7235
ARRB1	0.3165
KCNK1	1.327125
EREG	-2.3959
SCAMP5	1.3395
RUNDC3B	2.683
ADAMTS20	-0.388
IL17RB	1.109875
FLJ20323	-0.926
MCAM	-0.11575
POLR3E	-1.3705
AQR	0.3645
IPMK	0.8195
CDCA7	-3.205625
CAMP	1.97425
GRHL3	1.16925
ADAMTSL2	0.9305
CLMN	0.6695
SSTR3	0.531
MAGEA5	-0.761
OVOL2	4.06325
JMJD1B	0.25125
RBL2	0.5345
PYGO2	0.7445
PPP1R10	0.549666666666667
CSE1L	-0.867166666666667
LCA5	0.59675
RDH16	1.63175
ASRGL1	-0.848875
TOM1	0.406
PTX3	-6.6275
TTC15	0.24275
SCGB3A1	0.830666666666667
MRPL50	-0.7055
RCAN3	0.459625
SLC26A11	0.81375
STYX	-0.439
CINP	-0.29
MARCH7	0.13125
PFKM	-0.858333333333333
SGMS1	-0.350333333333333
RIOK3	-0.252
C1orf110	0.505
CES7	0.460125
LOC440248	-1.72275
PPP1R12C	-0.27
C10orf27	1.3515
ATG9A	-0.72075
MRPS26	1.131375
TMEM40	1.50775
ELP3	-0.5035
ZNF787	0.0922
HIAT1	0.6235
C8orf34	2.52216666666667
MGC4655	0.3768
PELI1	0.0973333333333333
PPT1	1.0731
SLC35C2	-0.171
C6orf125	-0.10825
MUC4	-1.45533333333333
RFC4	-1.03642857142857
GNB2	0.315666666666667
NUP50	0.0748571428571429
SULT4A1	-1.4605
C7	0.5445
CCDC130	-0.014
ARRDC4	-0.4
RQCD1	-0.0285
GLYCTK	-0.57175
AYTL2	0.00027272727272726
MTUS1	1.1538
LEMD3	-0.0333333333333333
PLEKHF2	1.4675
HOXA7	-0.46625
GTF3C2	-1.1765
DYNLRB2	4.46675
CNOT10	-0.01075
MR1	0.643333333333333
FFAR1	-0.08775
PRIC285	0.09325
SLITRK6	4.72075
LIX1	-2.0201
UBE1L2	-0.58
F8	0.88825
ACHE	0.423666666666667
KPNA5	-0.57725
TNFRSF12A	-0.405
EGR3	0.4195
SERPIND1	-3.46683333333333
OASL	3.5155
IFRD1	-1.033125
WDFY1	0.234166666666667
ZNF267	0.23025
ACCN5	0.4565
ZBTB6	-0.2175
PPP1R3A	-0.034
PRRT3	1.9405
FBXL19	-0.3105
TXNIP	0.400642857142857
ACTN2	1.11925
ATG9B	0.4145
C9orf117	1.63925
IL27	0.192
RPL36AL	-0.709
KLK15	0.10375
CHAD	1.07
RAP2B	-0.0874
HEBP2	0.5265
ZNF342	0.357
CAMK2G	-0.341166666666667
TLR3	1.691
FGF14	-0.13375
HMGB2	-0.86875
TRPM5	-0.0468333333333333
OR5M11	0.2395
KIF3B	0.246631578947368
PRICKLE2	0.80625
MTMR9	-0.184
C3orf27	0.27525
GLRA3	-1.5895
NSDHL	-0.025
TMEM32	-0.53625
POLR2D	-0.656
MYADML	0.168
C9orf114	-0.417
MRGPRX1	0.4505
TOPORS	-0.3625
CLDN19	-1.0155
C1QL4	0.1295
RNF165	-2.546
DHRS9	-0.32975
DNAH2	-0.8295
FXR1	-0.732666666666667
ZMYM3	-0.686875
CASP3	0.260833333333333
FAM120C	-0.516875
SCLY	-0.817
CA7	0.0705
ENTPD5	-0.301
ZNF461	-0.01425
PDIA5	-0.0065
C1orf19	0.2095
TMEM67	1.25
KCTD20	-0.544
WDR47	0.719
FLJ38723	-0.2615
KLRF1	-0.0775
TAS2R16	0.4505
CLDN12	1.16375
PRKCE	-0.13525
UBXD4	-0.6515
ITGAM	3.3835
GLT8D3	-0.572
WDR31	1.2338
RGS2	2.4345
OR51L1	0.0945
MST1R	1.6085
KIAA1737	0.52775
OR4A5	-0.068
GLIS1	-1.56433333333333
PTMA	0.4425
NAPA	1.17425
PRDM11	0.07975
LIPF	-0.28
DIRAS3	0.13475
ASGR2	-3.99125
C1QTNF4	-0.4715
PIK3R4	0.246
ARMC3	4.67075
NDUFV3	0.501083333333333
BTBD3	0.0488333333333333
PPP1R2	0.448333333333333
UBE2NL	0.90425
FOSL2	1.46285714285714
FAM119A	-0.68
TUBA4A	0.4296
KRTAP12-1	0.305
SFRS2	-0.38675
RHPN1	0.4198
EEF2	-0.264666666666667
ZDHHC11	0.0488333333333333
EPHA3	2.1886
RBM12	-1.1595
H2AFJ	0.925666666666667
EDIL3	3.93
KIF26A	-2.0495
SERGEF	-0.122
B3GALT4	1.8745
LOC90925	-0.0398333333333333
OSCAR	1.503125
NPFF	-0.8245
DEDD	0.48125
TMEM155	-0.631
PTPN1	-0.13525
SCYL2	0.458333333333333
SKAP1	2.7505
LEAP2	-2.6665
GADD45G	2.1732
IFITM3	1.963875
PILRB	-1.0035
SLU7	-0.0330625
DSC3	-1.13675
DNMT3L	-0.70325
PAPD5	0.278875
B3GNT3	1.19866666666667
LHCGR	-0.6895
MSL-1	0.5975
UBE2S	-1.1845
SAP130	-0.56625
ANAPC11	0.585
MAGED4B	-2.064
ATP6V1B2	0.880166666666667
C14orf179	0.896625
CAPZA1	0.121875
CDYL2	1.54633333333333
GLRX3	-1.0225
LOC136288	1.20725
MOBKL1A	-0.531
HTR2B	2.04425
CRYGD	0.00149999999999999
NUS1	0.159333333333333
PGRMC1	0.631
MYOM2	-1.07625
FLJ39653	-1.535
CHM	-0.1066
OR5M8	0.0675
ZNF619	0.26
FAM105A	0.52125
CCNL1	-0.84975
NAP1L3	-0.23775
C10orf57	0.733833333333333
B3GALNT1	1.7675
CSN1S2A	0.4435
TCP10L	0.4105
GDAP2	0.008
DMKN	-2.41416666666667
COX6B1	-0.03425
DNASE2	1.22466666666667
MSH5	-1.60375
LGMN	0.60125
USP31	-0.3345
OR13C8	0.4915
SDCBP	0.7264
NUDT11	-2.3875
PYGL	-0.701333333333333
SNPH	-1.47033333333333
B3GNT4	-1.302
MIZF	-0.1062
NUBPL	-0.528625
NOD1	0.313333333333333
CDH22	0.052625
NUBP1	0.3915
DSCAM	-4.1175
DGKI	0.706
FAM136A	-1.035
AKAP1	0.3595
SLC16A6	0.068
RIN3	1.12875
PSG2	0.08575
DIP2B	0.71625
PSORS1C1	1.775
KIAA0495	-0.1315
FLJ90709	-0.406
LPA	-0.181666666666667
PIGA	-0.0713333333333333
LY75	1.45883333333333
UTS2	-5.76833333333333
RREB1	0.073
GALNACT-2	0.645
MGC3196	-0.67175
FLJ31568	0.58825
LPHN1	0.4175
SP1	0.387
TOX4	-0.346166666666667
HSPA9	0.2875
APOBEC1	-0.4115
SLC35E4	-1.433
LSM5	-1.19975
SURF1	0.5545
ZBTB1	-0.119166666666667
GTF2F1	0.196125
RPS15A	-0.519285714285714
DUSP21	-0.343166666666667
GINS4	-1.51
MYO15A	0.173
GIMAP7	2.45825
MGC13379	0.04625
ATP6V1E2	-1.65216666666667
UTP3	-0.3845
HNRPA3	-0.6165
MT4	0.3435
C14orf155	0.58375
U1SNRNPBP	0.00725
CKLF	0.1755
PLEKHN1	-0.569833333333333
MBNL1	0.0189166666666667
NUP160	-0.94575
ACSM2A	-1.36975
LOC129881	0.996
KIAA1529	0.3975
FLJ22639	-1.3195
HAND1	-1.082
GSX1	0.17
FGA	-3.7586875
SERPINB1	0.2405
ZNF642	-0.87075
IGFBP1	-8.15725
SLC1A1	-0.92325
DHX57	-0.377375
ZNF766	-0.4475
PTPN21	-0.3686
GDPD3	-0.0551666666666667
PNPLA5	0.0275
TBR1	-0.199166666666667
FAM116A	-0.0515
IQGAP1	0.876
FOS	2.308375
ZNF226	-0.364875
FIGNL1	-0.4005
C14orf1	0.0165
ZMYND17	-0.115
PUS7	-0.331833333333333
TUBB6	-0.65025
KCNQ2	-1.45225
MARCH6	-0.814666666666667
CCDC33	0.1095
PRODH	-1.862
RBM11	2.82425
EPHA6	0.386875
SLC43A1	-0.00700000000000001
LOC196541	0.10325
NTN1	0.519
ING4	1.02
PCDHB10	1.159
DPH2	-0.3135
SPACA4	0.1545
FBXL21	-4.2305
DIAPH1	-0.329333333333333
ZNF71	0.406166666666667
CEP76	-0.737
CORO1A	-0.414
RRM2	-1.0495
EDG4	0.626
OS9	0.183166666666667
SLC4A1AP	-0.13
COG5	-0.6955
COPS8	-0.08025
NGLY1	-0.68825
NCBP2	-0.00199999999999999
C17orf42	-0.0588333333333333
GPSM3	0.281
SIL1	1.14833333333333
ASB6	-0.21575
SMAD5OS	0.3495
UNC93A	-2.96
A1BG	-0.235666666666667
C21orf62	0.2745
FMO5	-1.27008333333333
ATRIP	0.225333333333333
CEBPG	0.178333333333333
C7orf38	-0.502833333333333
TNFRSF1B	1.0535
CLEC1A	1.42116666666667
IQSEC1	0.240375
PATZ1	0.2932
RBM22	0.486125
BAG2	-1.29516666666667
PAQR5	-1.54616666666667
C9orf127	-0.073
THNSL1	0.64375
SHROOM3	2.4647
JAM2	-0.0555
SNRPN	-2.3705
ALX4	0.243
CACNA1S	0.976
FAM130A1	0.93025
CORIN	2.167
CD300LB	0.8315
PLEKHG6	0.652
LRRC40	-0.974
PCLKC	-0.91025
PCDHB16	0.864833333333333
WNT2B	-0.337
ASNS	-1.98533333333333
MRPL49	0.70875
FLJ46111	0.63375
ISG20	0.65475
SMU1	0.089
CASZ1	0.526
POLR1D	-0.731833333333333
GIN1	-0.2665
SNAG1	0.711333333333333
ANKRD29	-1.93475
CDKN2AIP	-0.53175
KRR1	-0.2635
CXCL1	-3.58
EPM2A	-0.1589
PC	-0.715833333333333
DEFB127	-0.0455
PDZRN4	0.401333333333333
FAH	1.392125
OR51E1	1.8425
CDC2L6	-0.348666666666667
DNTTIP1	-0.0055
PAX8	0.69075
TMEM116	-0.162
C1orf150	0.1415
PRO2012	0.11125
MRPL40	-0.4075
BEX1	-3.9396
SLC2A4	-0.795166666666667
PKMYT1	-0.44125
FEZF2	-0.0848333333333333
SLC26A9	-1.1845
MAP2	0.0793333333333333
LYL1	-1.0535
SLC25A19	0.358833333333333
NOS3	0.1035
ZNF34	1.42
TMPRSS11F	-0.514
FAM43A	-0.59825
FCRL4	0.114
KLF14	0.141
FLRT2	-0.294
WRN	-1.4165
SDF2	0.6659
KRT8P12	0.3905
C6orf195	0.1575
C9orf125	-1.93516666666667
DZIP3	-0.184375
RIT1	0.43775
SCML1	0.0253333333333333
RHBDF2	0.432125
OR2G3	-0.219
REXO1L1	0.644
MAP3K7IP3	0.369625
C3orf57	0.75525
FBXW11	-0.254166666666667
ETAA1	-0.713
C14orf131	-0.555
AKT1S1	-0.0895
SLC12A5	-0.523125
C9orf164	0.36025
NRIP3	-0.393875
NOS1AP	-0.06325
TMEM121	0.107
SAP30BP	-0.0518
DGCR6	0.039
WDR76	-0.31
FAM82B	0.9575
LOC606495	-0.032
MAP9	1.91216666666667
BCDIN3D	0.8705
CXorf36	2.93033333333333
DSCR3	1.0188
ZFAND3	0.1875
C7orf43	0.301
SPSB3	-0.0739
C19orf19	0.12175
FAM133A	-3.047
C12orf25	0.6435
SLC39A3	-0.154
DISP2	-0.57425
PI4KAP2	-2.2995
MKRN3	-2.486
ADAMTS13	0.308125
CBLN3	0.4607
TTYH1	-1.701
C3orf18	0.945
FLJ13236	-0.5205
ZMYND12	2.702
C18orf25	0.099
GLB1L3	-0.8635
ATP13A5	0.335
RANBP10	0.33025
CD96	-1.1075
DENND1C	0.68125
RBMS3	0.4569
SLC41A3	0.628166666666667
DGCR6L	-0.017
TMEM128	0.566166666666667
CSNK1G3	-0.263928571428571
MOBKL2C	0.727125
TSPAN6	-1.441375
MATN2	0.7986
MSL2L1	-0.7255
ST6GALNAC2	-1.99016666666667
FGFBP2	-0.98325
FGL1	-6.08383333333333
MPP3	1.06383333333333
ARHGEF6	0.939
TGFBR2	0.353875
ACMSD	-0.19775
IL33	-0.03275
C9orf5	0.204
DEAF1	-0.1503
AMN	0.031
DEFA6	0.009125
RNF212	-1.781
METT5D1	0.199
CIB1	0.6808
TSSK1B	0.567
KIAA1727	0.84825
ZNF680	-0.348416666666667
LOC399900	-0.4635
LOC152217	0.19375
CTNNAL1	-2.769
CIT	-1.811
TLE6	2.081
ZNF607	-0.363
HERC4	-1.48783333333333
DRAP1	0.1121
PEMT	-1.0855
C10orf111	0.857
ZNF575	0.19875
KCTD7	0.194
MYO1F	0.8505
LOC285382	-0.31625
RAB11A	0.7281
PLCD3	-0.819
C15orf28	0.3015
PTBP2	-1.22325
CTB-1048E9.5	0.14075
C19orf60	0.154666666666667
C7orf25	0.566166666666667
SETD7	0.602375
HOXB9	-4.383
VANGL1	0.1560625
CHAF1B	0.19575
NDUFA3	-0.10375
KIAA1328	0.265666666666667
SHARPIN	1.165375
TTC23	-0.05825
UGP2	0.130833333333333
ANKIB1	0.0636
CIRBP	0.840428571428571
SEC14L4	-3.143
OVCH1	0.258333333333333
VPS52	-0.062
FAT	-0.746125
M6PRBP1	0.03175
GPRIN3	1.1335
PPM1F	-1.05333333333333
TSR1	-0.686
CCDC85A	1.37325
PCSK5	2.515
ZFHX3	0.1295
HEMK1	0.688
PGBD2	0.4995
RSRC2	-0.108333333333333
AURKC	-0.986333333333333
SCRIB	0.876375
ORM2	-2.26616666666667
FAM115A	0.2006
FZD6	1.58725
UNC119	0.242
GPX3	-0.9159
NOV	-0.64075
CABC1	0.904375
CDC42SE2	0.265875
EIF2S2	-0.1436
RNF130	1.246
CKAP5	-0.262833333333333
RP11-413M3.2	0.28525
C10orf18	0.5713
TMEM93	-0.45175
DYX1C1	1.96825
KCNMB2	-1.405875
ANK3	-2.18158333333333
KRT5	-2.9939
CDH12	-1.238375
QRSL1	-0.723
JUB	-1.1735
SHC4	-2.968125
CCL15	0.800333333333333
CCDC22	0.37525
SNX24	0.1225
RARS	-0.0735
MORC2	0.166625
FAM48A	-0.463
MT1H	-0.02
PPP1R14C	-2.649
FOXD1	-2.64407142857143
C1orf213	-1.92625
AMT	-0.9333
DSN1	-0.55225
PTPLAD2	3.424
DIS3L	-0.1155
RASL11A	0.64925
GPRC5B	0.06875
FRMD7	-0.461
STRN4	0.0805
KITLG	3.38013636363636
HDGF	-0.34225
OR1S1	0.524
SETX	0.0178
DDR2	0.126
KCTD12	1.7365
LYZL2	0.58
WDR52	0.1165
TMEM2	0.55675
ZNF579	0.167666666666667
LOC200810	0.4085
TNFSF9	-1.1985
PPFIA4	-2.7885
CNIH3	0.981166666666667
MAP4K4	-1.11928571428571
ROD1	0.570571428571429
ALS2CR12	0.0555
DOCK3	-0.219333333333333
PAQR9	-4.2345
ASB17	-0.104166666666667
STX16	0.27025
FEZ2	-0.284833333333333
DLAT	0.083
KIF21B	-1.22383333333333
CDC5L	-0.57
TMEM119	2.2325
CRIP3	-1.651
TPSD1	0.457166666666667
TEPP	-0.32675
GNGT2	1.86875
C21orf121	2.09575
WNK1	0.113666666666667
FLJ10490	0.3962
OR51B5	-1.7675
LOC203547	-0.411875
HAS1	2.251
PPA1	-0.215833333333333
ST7	0.537125
C11orf46	0.6504
POPDC3	-4.08766666666667
ACOX2	4.44266666666667
ATCAY	-0.46975
TM4SF19	1.47175
MFSD9	-0.299833333333333
PDHB	0.43275
ERN1	-0.1595
LCE3C	-0.134
GPR111	-0.119
NOTCH3	1.0595
ADAMTS5	1.39075
B3GALT1	-0.91025
UGCGL1	-0.0598333333333333
FAM58A	0.2605
FBXO32	2.781
CLPP	0.2335
NXPH1	-1.58425
MTMR3	0.573666666666667
ATP1B3	-0.31025
TMEM16A	3.426625
HIST1H3F	-0.177166666666667
TRIM25	-0.00316666666666673
SDCBP2	0.816
CRKL	-1.15075
HOXB2	0.672333333333333
ANP32B	-0.437625
GATM	4.338
AP4E1	0.094
EDG5	0.392375
CDKN3	-1.43583333333333
CDH4	-2.092
PGD	-0.0108333333333333
RND1	1.3005
GAD1	-3.1134
MPG	0.042375
LOC440350	-0.791
ZNF133	0.134
SERPINB12	0.4375
AMELY	0.375333333333333
DHX36	-1.12975
TNFAIP8L2	3.101
PHTF2	0.592333333333333
CCDC112	-0.6595
IQCC	-0.5465
HEYL	2.78716666666667
FTSJ2	-0.468166666666667
APPL1	0.83
RAB43	0.155285714285714
OR10G2	-0.3505
WAC	0.180666666666667
ADCY9	1.32725
RUNDC2B	0.303666666666667
PYCRL	1.9396
AGPAT7	-0.2645
SLC22A9	-0.724666666666667
CDKAL1	-0.217
PDYN	-0.611833333333333
C20orf74	-0.90725
MTMR11	0.77725
VAV3	3.61475
DAPL1	-1.4695
STXBP3	-0.252
EIF3G	0.026
ARHGAP22	-0.4955
NPFFR1	0.2065
NPC1	-0.2515
ALDH9A1	0.878666666666667
ZNF600	0.5355
ZNF678	-0.132
RASSF1	0.93675
ADD2	-2.159625
PITPNB	-0.041125
PKD2L2	0.32375
LRP11	-0.127
CDKL1	-0.02125
SMEK2	-0.12
PRODH2	-3.3465
C11orf54	0.497666666666667
SFRS11	-0.975
IL7	2.05966666666667
ALS2CR16	0.608
BTG3	-0.0751666666666667
PAK2	0.324111111111111
RP11-679B17.1	-1.22925
GATA4	-1.7935
ATP2B1	-0.77225
LOC130940	1.353
C1orf172	2.31233333333333
ATF7IP2	-1.054
SLC25A43	0.939666666666667
CENTG3	0.133666666666667
IGF2BP1	-3.9975
FCHSD1	0.3165
CAMK2N2	0.1715
ELAVL3	0.0098
NBPF15	-0.7785
UBE2J2	0.107833333333333
GNL2	-0.5295
PRR3	-0.2736
NLF2	0.168
OR4F6	0.1785
KLHL24	0.414833333333333
CCDC88A	-1.3595
SGPP1	-1.3095
C10orf11	0.152
SLC35B4	-0.731333333333334
UGT3A2	0.2105
ARNT2	-0.1449
CBR1	-1.980375
ITPR3	-0.622166666666667
TRAPPC6B	-0.3109
AMZ1	0.8095
ARP11	1.3575
WDSUB1	0.295
APBA1	0.566166666666667
RAB2A	1.8814
C6orf162	-0.829
HPSE2	0.46475
PLCE1	-0.83525
INSL3	0.1395
DLG1	-0.3182
PTPLA	-2.984
PIGX	0.377125
TFIP11	0.0216666666666667
FIBIN	3.1925
POLR2G	0.32675
GRAP2	0.5582
DNAJB8	0.511
CNBP	0.378666666666667
WASF1	-1.012
INPP5E	-0.6818
HSPB1	1.154875
TMEM167	0.7078
CUBN	-0.27375
IGF1	1.379
ITPK1	0.588
NAALAD2	-1.6945
G3BP1	0.2216
NT5DC1	-0.758
CYP39A1	1.687
TMEM139	-1.14541666666667
POLK	-0.1455
GLULD1	-1.3075
RBM15	-0.968666666666667
AMZ2	0.096
GDF15	0.322
MESDC2	-0.65325
INCA	1.901
ACY1L2	-3.875
GZMM	-0.931666666666667
PAIP1	-0.188
CACNA2D1	-0.1115
STK32C	0.5175
SH3BP4	0.753333333333333
DEC1	0.189
PADI1	0.0005
UBB	0.2104
PON3	1.9395
PROP1	0.409
ANKRD13B	0.443
ADCK1	-0.218
TCF25	-0.0309166666666667
SLC38A5	-1.28375
CXorf26	0.443666666666667
C19orf39	0.45475
PPP1R13B	-0.11375
ARL2	-0.367
TCL6	0.177666666666667
TOP3A	-0.802
SLC16A14	0.806625
FXYD6	0.972833333333333
HIST1H4E	-0.783
BBC3	-0.0781052631578947
UNC5A	0.752333333333333
FAM86C	-0.3891
PI4KB	0.29875
B3GAT1	-3.01075
SUSD2	0.9315
OAZ2	-0.383833333333333
NOC4L	-0.2915
C10orf12	-0.29575
FADS1	-0.727
LOC144097	-0.16425
DKK2	1.52166666666667
KIAA1949	0.1795
RHOT1	0.4314
OXT	0.789333333333333
GPR153	0.0285
ARL4A	-0.841666666666667
SAAL1	-0.74225
CCDC64	-0.134
USE1	0.302
HNMT	0.686
PCGF3	-0.3003125
CYP2C19	-0.33625
C20orf4	0.1055
CCDC11	2.0635
ACSBG2	-0.216
RWDD2A	0.48925
PALLD	2.514375
CPLX4	-0.41
LOC492311	0.86375
KPNA2	-0.4885
MACROD1	-0.317
TMCO3	-0.3155
C15orf52	1.27783333333333
BIRC5	-0.4596
PRR16	0.728
FAM63B	0.406125
KATNB1	-0.079
WNT8B	0.4195
CPLX3	-0.03575
GHR	2.3175
CCDC124	-0.3805
BCLAF1	-1.0405
