Hybridization REF	TCGA-A2-A0CS-01A-11R-A115-07
GTF2E1	0.641
RY1	-0.515833333333333
ATAD2B	0.099625
ARHGAP17	0.3235
KCNIP3	-1.2975
SFPQ	0.13275
GFRA4	-0.870666666666667
AKR1B10	-2.985
TIGD6	1.953
RGS16	0.65925
URB1	-0.599
OR4C46	0.0591666666666667
TOP3B	-1.44
NFATC4	0.196
CA14	-3.5305
BMPR1A	1.338
SNRP70	-1.921625
PRL	-0.311416666666667
C6orf130	-0.65
STAG2	0.0709999999999999
CD55	-0.619142857142857
RPS23	-0.214333333333333
SSX2	-1.6412
FDPSL2A	-1.131
FBXO27	1.065125
SYNGR3	-1.58066666666667
TMSL3	0.921
EML1	0.1145
NUP93	-1.39258333333333
SMAD3	-0.4287
KIAA1189	1.06933333333333
HNRPUL2	0.098
TBC1D12	1.42966666666667
C16orf24	1.35225
MRVI1	2.035
ZNF581	-0.509333333333333
ELOVL3	-0.108
OR51Q1	-0.01525
CACNB3	0.8015
GALNT13	0.111125
C10orf84	0.634875
NEDD4	0.4627
SPO11	1.08
OR5AU1	0.1845
NEK4	1.17178571428571
PRKAR2A	0.823666666666667
IHPK1	0.00333333333333333
ATP6V0B	-0.345375
CACNA1E	-1.2895
CEACAM8	0.621333333333333
PEX14	-0.335
FLJ12993	-0.8215
ZBTB38	0.559583333333333
PCTK2	1.54483333333333
LRRC16	0.0567
FBLIM1	0.684083333333333
FYCO1	1.9745
RP5-1022P6.2	-0.314416666666667
CMTM1	0.279333333333333
PLTP	0.758166666666667
RAPH1	1.288
DOCK8	1.370375
EZH2	-2.3514
SLC25A1	-0.758166666666667
PLEKHB1	0.6234
GRB7	0.4274
ZFP37	-0.988
MRPL33	-0.1215
PELO	-0.643
ARMC1	-0.336454545454545
C9orf27	-0.099
FLJ25778	0.232
C9orf37	-1.34116666666667
TMEM66	1.15025
SPRN	0.308125
HBEGF	-0.312375
PI4KA	-1.0765
LEPRE1	0.78275
POU2AF1	-5.35675
MRPL12	-0.988
REP15	0.111
ZC3H3	0.086
RASAL1	-0.01125
DDAH1	0.40275
ACBD5	0.4105
TMC2	0.092
CCDC137	-0.53425
SAMD13	1.61516666666667
UGT2B15	2.24466666666667
TIPARP	-0.24725
DNASE1L3	1.4915
TRIM72	0.689666666666667
DBX2	0.0805
IPO8	0.8215
C21orf88	-0.5398
MAP3K14	-0.18625
LOC51233	0.301333333333333
GGTLA4	-0.45575
PDE6D	-0.003
ZNF117	1.2345
CLK2	-0.93825
NKRF	-0.56925
TNFSF15	1.0012
DUSP2	-1.217625
SECISBP2	0.3955
GABRR2	0.241
PPAP2C	1.34325
LOC51145	-0.134
PAG1	-0.091875
PIK3C3	0.07325
GNG10	0.982
APOL4	1.19833333333333
ANKRD28	-0.338875
STMN3	-0.5227
RAB14	1.3778
CDK2AP2	0.17875
HDDC3	-0.166625
COMMD7	0.148375
CXXC1	-1.1335
HMCN1	1.17333333333333
CD40	0.11825
DYNC1LI2	0.24375
GDI1	0.785
LOC646938	-0.23425
VSNL1	-3.269
PIH1D1	-0.278333333333333
RAET1G	-0.9915
KRTAP5-9	-0.3475
EFTUD2	-0.37975
ZNF311	0.9965
ATP6V1G3	0.3695
OR2W3	0.67075
SCN4A	-0.45525
MED10	-1.0555
FAM135A	-0.6973
ARHGAP4	-1.70025
EHMT2	-0.539
UFD1L	-0.6125
ERMP1	1.538
MAG1	-0.355
THAP8	0.837
HACE1	-1.1475
FAM82C	0.6985
C3orf20	0.4035
UNC84A	-0.371333333333333
SCD5	-0.532142857142857
LASS6	2.21075
LSG1	0.6485
MAL	-5.668
GPR22	-0.443
WDR5B	2.62375
ACTRT1	0.7845
C17orf60	0.00700000000000001
GRIN2C	0.1714
ARMC8	-0.0983333333333333
SLC47A1	-2.18266666666667
DMPK	0.4665
DHRS13	-0.278666666666667
SMC1A	-0.204166666666667
KRTAP17-1	0.92975
SMYD5	-0.1415
TUSC2	0.920375
CRHR2	0.5435
KIR3DL2	0.4405
CCDC104	0.55825
ATP2C1	1.03875
CROT	1.8785
PABPC3	-0.281666666666667
EGR1	-1.07366666666667
THSD1	-0.0665
KHK	-2.757
SLC12A2	1.6178125
CD58	-1.08225
STOX2	-1.41233333333333
CCDC76	-0.8447
CCDC48	3.4875
DNAH1	-0.392833333333333
ZIC4	0.31275
OR1G1	0.63
PSMC6	-0.276833333333333
PROKR1	0.0185
ABCB1	-1.07675
TRAT1	-2.39225
LLGL1	0.2935
MTF1	1.431
USP54	1.140375
PAGE2B	-2.364
ITGB7	-3.7445
CCDC81	-1.0925
LOC149837	1.665
SCUBE1	0.704
ZSCAN10	-1.7685
HUWE1	0.297071428571429
CDH17	-0.497
CD180	0.57325
IL17A	0.37075
TMPO	-1.461875
KIAA1524	-1.47016666666667
HDGFRP3	-0.5525
OXCT1	-2.73545454545455
RRAS2	-0.699666666666667
LTBP2	2.35025
SV2B	0.441333333333333
CYP2A6	3.283375
PKD1L2	-0.706666666666667
PPM1M	1.607
FLJ22662	0.994
ZNF502	1.33375
GP6	-0.42175
CRYBA2	-0.96625
LEF1	-1.7985
CTPS	-3.04714285714286
EYA1	-1.86183333333333
EPS8L1	1.23425
MAPK14	-0.75025
SERPINB2	-4.815625
GTF2F2	-0.400166666666667
ZNHIT4	0.2335
PLA1A	2.160125
C20orf114	3.43375
HPR	-5.202
C18orf2	-2.89966666666667
SATB2	-1.61575
KCNJ9	-0.0584285714285714
MGC157906	-0.08
MOCS3	0.6815
C17orf71	-0.498166666666667
PPHLN1	0.7166
HIST1H2BN	-1.066125
RAPGEF1	-0.83175
MAP3K8	0.3745
DLG4	-0.0895
STC1	2.26958333333333
CDGAP	1.91625
DDX26B	-1.73625
LOC150223	-1.42
CPSF3	-0.802666666666667
TMEM14A	0.01775
MYH3	-1.9255
GPKOW	0.32625
SULT1A1	-0.659
SPON1	4.0754
YY1AP1	0.727166666666667
RAB23	0.47975
PLA2G4A	-4.6555
MAPRE3	0.55725
ZNF516	0.355857142857143
GGPS1	1.0925
EXOC3L2	-0.762375
C19orf42	0.7665
MAP2K2	-1.30733333333333
HIST1H2BB	-0.423
RNF19B	1.6935
C6orf128	0.415333333333333
TLR8	2.752
PCDHA9	0.3575
CARS2	-0.12625
CLUL1	3.6135
RHAG	-4.69933333333333
UNK	0.2035
EXOC8	0.91
C9orf95	0.87125
C14orf143	1.30916666666667
MAML3	-0.037
LDHA	-0.9805
MRPL20	0.147375
KLHDC6	0.0205
ATP5S	1.0605
C8orf55	-1.18675
PHF19	-2.27925
KRTAP13-4	0.5225
TTC5	-0.47825
XKR5	-0.34375
SILV	-4.9515
TEX28	-0.267
TCTN1	1.39575
CX40.1	-0.06475
PPP2R5C	0.26
C12orf30	-0.953666666666667
CAPG	2.767
MPZL1	1.15125
ARSB	-0.994166666666667
TDH	-1.30633333333333
WASF4	1.1795
TSSK3	-1.1435
7A5	3.225
CRISPLD1	1.039625
MAD1L1	-1.13
SPIN4	-0.711166666666667
AMPD1	-2.13525
DPYSL5	-0.4885
INPP1	-0.385333333333333
ANKRD11	-1.02472222222222
NPAS4	-0.4375
GCET2	0.1146
RNASE9	0.3075
GUCY2D	0.377166666666667
CCDC98	-0.5065
FGF4	-0.229875
CPM	-1.2225
SLC26A4	3.0025
PLD5	0.5275
FAM59A	-1.1036
FBXO5	-2.27166666666667
SIPA1L1	0.5075
DPYS	0.11575
ATG4D	-0.93525
TGM3	0.8755
MTCH1	-1.214125
HK1	0.0225714285714286
CDC26	-0.012
GALNT12	-3.95866666666667
LOC339229	0.151
MRPL35	-0.073125
ORC4L	0.097375
TNKS	0.0262142857142857
C2orf24	-0.0556666666666667
ZNF553	0.817333333333333
GGTLA1	2.5597
ZNF497	0.6945
CDY1B	0.0535
SLC30A4	1.1015
TUB	-0.568875
ARHGEF18	-0.37275
ARRB1	0.1225
KCNK1	-0.640375
EREG	-3.6392
SCAMP5	-0.46525
RUNDC3B	1.56425
ADAMTS20	-0.30475
IL17RB	-0.451875
FLJ20323	-0.788
MCAM	-0.64375
POLR3E	-1.15758333333333
AQR	0.654
IPMK	1.1105
CDCA7	-5.278
CAMP	1.1785
GRHL3	0.3105
ADAMTSL2	0.990666666666666
CLMN	2.601
SSTR3	0.457
MAGEA5	-2.43183333333333
OVOL2	3.9005
JMJD1B	1.04975
RBL2	0.5655
PYGO2	1.09575
PPP1R10	0.0863333333333333
CSE1L	-0.9445
LCA5	2.07125
RDH16	0.68575
ASRGL1	-0.535625
TOM1	-0.326
PTX3	-6.6805
TTC15	0.741
SCGB3A1	3.98616666666667
MRPL50	-0.4795
RCAN3	1.2215
SLC26A11	0.54275
STYX	0.0513333333333333
CINP	0.287
MARCH7	-0.10725
PFKM	-1.78066666666667
SGMS1	0.801333333333333
RIOK3	0.5146
C1orf110	1.136
CES7	0.499125
LOC440248	-2.97325
PPP1R12C	-1.85375
C10orf27	0.2585
ATG9A	-1.1035
MRPS26	0.7155
TMEM40	0.062
ELP3	-0.1558
ZNF787	-1.4828
HIAT1	0.23925
C8orf34	0.971666666666667
MGC4655	-0.0584
PELI1	-0.05
PPT1	-0.1335
SLC35C2	-1.211
C6orf125	0.22025
MUC4	-1.67866666666667
RFC4	-2.16785714285714
GNB2	-0.616833333333333
NUP50	-0.188214285714286
SULT4A1	-1.41333333333333
C7	0.560375
CCDC130	-0.0485
ARRDC4	0.49275
RQCD1	-0.775
GLYCTK	-1.05225
AYTL2	-0.978272727272727
MTUS1	2.2823
LEMD3	0.362833333333333
PLEKHF2	1.195
HOXA7	0.629125
GTF3C2	-1.968
DYNLRB2	3.80125
CNOT10	0.06375
MR1	0.695
FFAR1	0.14825
PRIC285	-0.28325
SLITRK6	6.205
LIX1	-1.2817
UBE1L2	-0.494
F8	0.973875
ACHE	0.227666666666667
KPNA5	-0.7555
TNFRSF12A	-1.2315
EGR3	-0.3335
SERPIND1	-4.14566666666667
OASL	2.1645
IFRD1	-2.531625
WDFY1	0.0671666666666667
ZNF267	0.8525
ACCN5	0.88
ZBTB6	0.124
PPP1R3A	0.1295
PRRT3	1.13675
FBXL19	-0.7685
TXNIP	0.703785714285714
ACTN2	-1.7285
ATG9B	-0.2015
C9orf117	2.19675
IL27	0.431
RPL36AL	0.279833333333333
KLK15	-0.43725
CHAD	3.215
RAP2B	-0.4233
HEBP2	1.405
ZNF342	1.11
CAMK2G	0.458
TLR3	2.00975
FGF14	2.7245
HMGB2	-2.4695
TRPM5	0.0248333333333333
OR5M11	0.1115
KIF3B	1.53973684210526
PRICKLE2	1.24425
MTMR9	0.104875
C3orf27	0.4265
GLRA3	-1.45183333333333
NSDHL	-0.330333333333333
TMEM32	-0.40675
POLR2D	-1.96308333333333
MYADML	0.2895
C9orf114	-0.963
MRGPRX1	0.527
TOPORS	0.421
CLDN19	-0.797
C1QL4	0.3135
RNF165	-1.947
DHRS9	1.3265
DNAH2	0.638166666666667
FXR1	-0.643
ZMYM3	-0.907
CASP3	-0.122833333333333
FAM120C	-1.930875
SCLY	-1.3135
CA7	0.1365
ENTPD5	0.964833333333333
ZNF461	0.244875
PDIA5	-0.0595
C1orf19	0.72
TMEM67	0.75175
KCTD20	-0.23975
WDR47	0.214
FLJ38723	-0.016
KLRF1	-0.322833333333333
TAS2R16	0.3915
CLDN12	1.436
PRKCE	0.222
UBXD4	-0.308
ITGAM	3.32183333333333
GLT8D3	-0.20675
WDR31	1.6215
RGS2	0.47075
OR51L1	0.1015
MST1R	1.666
KIAA1737	1.34875
OR4A5	0.814
GLIS1	0.630666666666667
PTMA	0.414714285714286
NAPA	2.255
PRDM11	-0.3605
LIPF	-0.904
DIRAS3	0.97725
ASGR2	-4.159125
C1QTNF4	-0.804
PIK3R4	0.699166666666667
ARMC3	5.8415
NDUFV3	-0.0513333333333334
BTBD3	0.0425
PPP1R2	1.27066666666667
UBE2NL	0.02875
FOSL2	1.42892857142857
FAM119A	-1.2315
TUBA4A	-1.4006
KRTAP12-1	0.09825
SFRS2	-0.436
RHPN1	-0.3304
EEF2	-1.06266666666667
ZDHHC11	0.7475
EPHA3	-1.3932
RBM12	-0.18575
H2AFJ	1.37225
EDIL3	5.451
KIF26A	-2.0755
SERGEF	1.32825
B3GALT4	2.54075
LOC90925	-0.0251666666666667
OSCAR	0.812875
NPFF	-0.814625
DEDD	0.528625
TMEM155	-0.537625
PTPN1	0.94275
SCYL2	0.683666666666667
SKAP1	3.64
LEAP2	-3.409
GADD45G	1.4008
IFITM3	2.180625
PILRB	-2.39716666666667
SLU7	0.453
DSC3	-0.72275
DNMT3L	-1.329
PAPD5	-0.19575
B3GNT3	-2.22133333333333
LHCGR	0.1635
MSL-1	0.16475
UBE2S	-2.6405
SAP130	-0.19375
ANAPC11	0.59275
MAGED4B	-1.531
ATP6V1B2	0.1
C14orf179	1.48225
CAPZA1	-0.88175
CDYL2	-0.378166666666667
GLRX3	-1.26733333333333
LOC136288	2.071
MOBKL1A	-0.4045
HTR2B	3.1615
CRYGD	0.105166666666667
NUS1	-1.1705
PGRMC1	-0.0235
MYOM2	-0.7495
FLJ39653	-1.87583333333333
CHM	0.8379
OR5M8	-0.174
ZNF619	0.927
FAM105A	2.0255
CCNL1	-1.469875
NAP1L3	1.11475
C10orf57	2.592
B3GALNT1	0.7745
CSN1S2A	-0.2875
TCP10L	0.48975
GDAP2	-0.083
DMKN	-0.997666666666667
COX6B1	0.94875
DNASE2	0.817333333333333
MSH5	-2.62375
LGMN	-0.165625
USP31	-0.7521
OR13C8	-0.138
SDCBP	0.0684
NUDT11	-2.099
PYGL	0.430833333333333
SNPH	2.06033333333333
B3GNT4	0.1435
MIZF	-0.5499
NUBPL	0.55
NOD1	-0.305166666666667
CDH22	-0.707625
NUBP1	0.582166666666667
DSCAM	-3.9595
DGKI	0.902
FAM136A	-1.31075
AKAP1	0.400833333333333
SLC16A6	0.58075
RIN3	-0.0725
PSG2	0.174
DIP2B	0.0295833333333333
PSORS1C1	1.2441
KIAA0495	-0.351
FLJ90709	-0.026
LPA	-0.1455
PIGA	-0.126
LY75	1.39033333333333
UTS2	-5.761
RREB1	-0.304375
GALNACT-2	1.0839
MGC3196	0.31475
FLJ31568	0.20475
LPHN1	0.472625
SP1	1.547875
TOX4	0.232166666666667
HSPA9	-0.0067
APOBEC1	1.2145
SLC35E4	-1.12825
LSM5	-0.61525
SURF1	1.0545
ZBTB1	0.658166666666667
GTF2F1	0.08225
RPS15A	-0.354071428571429
DUSP21	-0.412
GINS4	-0.8885
MYO15A	0.656333333333333
GIMAP7	3.18425
MGC13379	0.8135
ATP6V1E2	-0.7945
UTP3	-0.66425
HNRPA3	-0.4095625
MT4	-0.047
C14orf155	0.197
U1SNRNPBP	0.6275
CKLF	-0.822333333333333
PLEKHN1	0.420166666666667
MBNL1	0.290333333333333
NUP160	-1.63025
ACSM2A	-1.16975
LOC129881	2.634
KIAA1529	0.282
FLJ22639	-2.771
HAND1	-1.167
GSX1	0.3195
FGA	-4.7125
SERPINB1	-0.428
ZNF642	1.51575
IGFBP1	-8.48125
SLC1A1	5.09175
DHX57	-0.37225
ZNF766	2.0855
PTPN21	0.5182
GDPD3	-2.69283333333333
PNPLA5	-0.297
TBR1	0.4696
FAM116A	0.66525
IQGAP1	1.111875
FOS	-0.003875
ZNF226	0.398625
FIGNL1	-0.475333333333333
C14orf1	0.162
ZMYND17	-0.318
PUS7	-0.923666666666667
TUBB6	-1.2155
KCNQ2	-1.94475
MARCH6	-0.237333333333333
CCDC33	-0.093
PRODH	-1.69775
RBM11	1.9475
EPHA6	0.166666666666667
SLC43A1	0.6735
LOC196541	0.356
NTN1	-0.30875
ING4	0.532
PCDHB10	0.60725
DPH2	-1.4015
SPACA4	0.44275
FBXL21	-4.145
DIAPH1	-0.581333333333333
ZNF71	0.8205
CEP76	0.0995
CORO1A	-1.18375
RRM2	-3.664625
EDG4	0.1405
OS9	0.196833333333333
SLC4A1AP	0.20975
COG5	0.7075
COPS8	-0.64725
NGLY1	-0.26775
NCBP2	0.08125
C17orf42	-0.478
GPSM3	-0.463
SIL1	0.728833333333333
ASB6	-0.6085
SMAD5OS	0.131333333333333
UNC93A	-3.49925
A1BG	1.003
C21orf62	0.695
FMO5	1.70233333333333
ATRIP	0.103166666666667
CEBPG	-0.0416666666666667
C7orf38	0.737833333333333
TNFRSF1B	0.5505
CLEC1A	0.9
IQSEC1	-0.198625
PATZ1	1.2477
RBM22	1.8415
BAG2	-1.92016666666667
PAQR5	-0.445833333333333
C9orf127	0.9731
THNSL1	-0.355
SHROOM3	2.6956
JAM2	0.68
SNRPN	-3.31675
ALX4	-0.0335
CACNA1S	-0.0355
FAM130A1	1.7255
CORIN	3.283
CD300LB	0.3425
PLEKHG6	1.0595
LRRC40	-1.33375
PCLKC	-0.9335
PCDHB16	0.7055
WNT2B	2.213
ASNS	-2.68333333333333
MRPL49	0.00587499999999999
FLJ46111	-0.01425
ISG20	-0.5715
SMU1	0.2485
CASZ1	0.3125
POLR1D	-0.43925
GIN1	0.1045
SNAG1	0.1005
ANKRD29	-0.6115
CDKN2AIP	-0.38625
KRR1	0.29
CXCL1	-4.87483333333333
EPM2A	-0.3127
PC	0.150666666666667
DEFB127	0.733
PDZRN4	4.45233333333333
FAH	0.053375
OR51E1	1.219
CDC2L6	-0.0176666666666667
DNTTIP1	-0.11875
PAX8	-0.1855
TMEM116	0.6005
C1orf150	0.5875
PRO2012	0.1605
MRPL40	-0.0835
BEX1	-3.9321
SLC2A4	-1.45366666666667
PKMYT1	-2.33325
FEZF2	-0.115166666666667
SLC26A9	-1.644
MAP2	-0.1265
LYL1	-1.98625
SLC25A19	-1.35333333333333
NOS3	-0.8685
ZNF34	0.810166666666667
TMPRSS11F	0.11925
FAM43A	-0.4185
FCRL4	0.509
KLF14	0.26725
FLRT2	-0.1535
WRN	-0.63825
SDF2	0.7113
KRT8P12	-0.22175
C6orf195	0.5755
C9orf125	-2.47116666666667
DZIP3	1.009625
RIT1	0.278333333333333
SCML1	-0.601666666666667
RHBDF2	-0.96475
OR2G3	0.098
REXO1L1	-0.4525
MAP3K7IP3	0.44575
C3orf57	-5.01475
FBXW11	-0.842166666666667
ETAA1	0.75525
C14orf131	-0.0541
AKT1S1	-0.9195
SLC12A5	-0.963
C9orf164	1.25175
NRIP3	2.155
NOS1AP	-0.53275
TMEM121	1.49
SAP30BP	-0.3218
DGCR6	0.19475
WDR76	-1.65875
FAM82B	-0.491666666666667
LOC606495	-0.3875
MAP9	2.50166666666667
BCDIN3D	1.3865
CXorf36	2.96616666666667
DSCR3	-0.7249
ZFAND3	0.32925
C7orf43	-0.0836666666666667
SPSB3	-0.3319
C19orf19	0.0785
FAM133A	-1.38375
C12orf25	0.58
SLC39A3	-0.161875
DISP2	1.17525
PI4KAP2	-3.4035
MKRN3	-2.968
ADAMTS13	-1.280875
CBLN3	0.547
TTYH1	-1.84133333333333
C3orf18	1.415
FLJ13236	-0.4525
ZMYND12	4.1475
C18orf25	0.657375
GLB1L3	-0.6075
ATP13A5	-0.351
RANBP10	-0.81
CD96	-1.6149
DENND1C	-0.24075
RBMS3	0.6656
SLC41A3	0.2525
DGCR6L	-0.2205
TMEM128	0.369833333333333
CSNK1G3	1.00892857142857
MOBKL2C	0.1925
TSPAN6	-0.276375
MATN2	-2.3108
MSL2L1	-0.354166666666667
ST6GALNAC2	0.522
FGFBP2	-1.548875
FGL1	-7.05666666666667
MPP3	-1.3175
ARHGEF6	1.62883333333333
TGFBR2	0.348625
ACMSD	4.5095
IL33	1.60625
C9orf5	0.463333333333333
DEAF1	-0.8407
AMN	-1.009
DEFA6	0.294
RNF212	-0.9965
METT5D1	0.578333333333333
CIB1	0.8832
TSSK1B	0.0765
KIAA1727	0.7215
ZNF680	1.32508333333333
LOC399900	-2.3225
LOC152217	-0.348666666666667
CTNNAL1	-1.989
CIT	-2.44583333333333
TLE6	0.5095
ZNF607	-1.232
HERC4	-0.496333333333333
DRAP1	0.2032
PEMT	-0.0335
C10orf111	0.2785
ZNF575	-0.72425
KCTD7	-0.0914999999999999
MYO1F	0.484375
LOC285382	0.047
RAB11A	0.9127
PLCD3	-1.2365
C15orf28	0.52
PTBP2	-1.890375
CTB-1048E9.5	-0.27125
C19orf60	0.462166666666667
C7orf25	1.14116666666667
SETD7	0.656375
HOXB9	-4.6455
VANGL1	0.0756875
CHAF1B	-1.463
NDUFA3	1.57875
KIAA1328	1.1165
SHARPIN	-0.619625
TTC23	0.164625
UGP2	-0.02675
ANKIB1	0.9239
CIRBP	0.827285714285714
SEC14L4	-2.95416666666667
OVCH1	0.224833333333333
VPS52	0.13475
FAT	-0.75725
M6PRBP1	0.168
GPRIN3	0.3095
PPM1F	-1.28083333333333
TSR1	-0.794
CCDC85A	2.97725
PCSK5	2.47025
ZFHX3	0.5465
HEMK1	-0.5843
PGBD2	0.54625
RSRC2	0.102
AURKC	-1.87866666666667
SCRIB	0.22525
ORM2	-4.16416666666667
FAM115A	0.77
FZD6	1.956
UNC119	-0.0108333333333333
GPX3	-0.7669
NOV	0.3025
CABC1	-0.981875
CDC42SE2	-0.5586875
EIF2S2	-1.2605
RNF130	1.091125
CKAP5	-0.213
RP11-413M3.2	-0.5965
C10orf18	0.9974
TMEM93	-0.17725
DYX1C1	2.604
KCNMB2	0.328375
ANK3	2.07616666666667
KRT5	-2.432
CDH12	-0.812875
QRSL1	-0.16425
JUB	-0.95625
SHC4	-3.25
CCL15	1.34283333333333
CCDC22	-0.42625
SNX24	0.53375
RARS	-0.75475
MORC2	-0.091
FAM48A	-0.031
MT1H	-1.5465
PPP1R14C	-3.18716666666667
FOXD1	-2.86371428571429
C1orf213	-3.747
AMT	-1.5611
DSN1	-0.71775
PTPLAD2	4.0055
DIS3L	0.259
RASL11A	-0.47025
GPRC5B	0.422
FRMD7	1.2595
STRN4	0.16925
KITLG	2.58527272727273
HDGF	0.10975
OR1S1	0.491
SETX	0.8537
DDR2	0.53525
KCTD12	1.451
LYZL2	-0.608
WDR52	1.278
TMEM2	0.63925
ZNF579	-1.848
LOC200810	-0.1275
TNFSF9	-1.57025
PPFIA4	-4.04475
CNIH3	-0.590833333333333
MAP4K4	-0.710214285714286
ROD1	0.3585
ALS2CR12	0.175166666666667
DOCK3	-2.287
PAQR9	-5.511
ASB17	0.00899999999999999
STX16	-0.8885
FEZ2	-0.201833333333333
DLAT	-0.300333333333333
KIF21B	-1.87283333333333
CDC5L	0.00299999999999999
TMEM119	1.87533333333333
CRIP3	-1.5385
TPSD1	0.916166666666667
TEPP	-0.85575
GNGT2	1.79025
C21orf121	0.03675
WNK1	0.712
FLJ10490	-0.4446
OR51B5	-2.7485
LOC203547	-0.56275
HAS1	-0.811
PPA1	-0.0311666666666667
ST7	0.806
C11orf46	0.7996
POPDC3	-3.044
ACOX2	2.18733333333333
ATCAY	-0.763416666666667
TM4SF19	-1.8215
MFSD9	-0.608
PDHB	0.62975
ERN1	-0.14775
LCE3C	0.2
GPR111	-0.1085
NOTCH3	1.86033333333333
ADAMTS5	2.4555
B3GALT1	-1.0885
UGCGL1	-0.3905
FAM58A	0.379833333333333
FBXO32	1.9505
CLPP	0.05275
NXPH1	-1.46
MTMR3	0.483833333333333
ATP1B3	-0.697375
TMEM16A	3.334375
HIST1H3F	-0.130666666666667
TRIM25	-0.902666666666667
SDCBP2	0.351
CRKL	-1.085625
HOXB2	1.5275
ANP32B	-0.353125
GATM	4.4645
AP4E1	-0.125375
EDG5	0.218125
CDKN3	-2.32416666666667
CDH4	-2.22275
PGD	-2.192
RND1	1.376
GAD1	-2.7427
MPG	0.3425
LOC440350	-0.624
ZNF133	-0.18725
SERPINB12	-0.102
AMELY	-0.0781666666666667
DHX36	-0.34975
TNFAIP8L2	3.81916666666667
PHTF2	0.201611111111111
CCDC112	0.1205
IQCC	-1.1105
HEYL	2.25683333333333
FTSJ2	-0.8495
APPL1	1.21975
RAB43	-0.1145
OR10G2	0.3595
WAC	0.074
ADCY9	-0.0165
RUNDC2B	0.0888333333333333
PYCRL	0.1767
AGPAT7	-0.562666666666667
SLC22A9	-0.455666666666667
CDKAL1	-0.6715
PDYN	-0.303666666666667
C20orf74	0.48225
MTMR11	1.15325
VAV3	3.60325
DAPL1	1.37825
STXBP3	0.45875
EIF3G	-0.22125
ARHGAP22	-0.9335
NPFFR1	0.5975
NPC1	-0.375166666666667
ALDH9A1	1.962
ZNF600	0.4235
ZNF678	1.12116666666667
RASSF1	-0.312333333333333
ADD2	-2.3715
PITPNB	-0.31975
PKD2L2	0.21325
LRP11	0.70025
CDKL1	-0.05575
SMEK2	0.55175
PRODH2	-3.4385
C11orf54	0.502333333333333
SFRS11	-0.941166666666667
IL7	0.792
ALS2CR16	-0.12725
BTG3	-1.26933333333333
PAK2	0.196444444444444
RP11-679B17.1	-0.50675
GATA4	-1.92816666666667
ATP2B1	-0.17575
LOC130940	2.372
C1orf172	2.19883333333333
ATF7IP2	-1.8145
SLC25A43	0.369
CENTG3	-1.33291666666667
IGF2BP1	-3.4684
FCHSD1	0.1925
CAMK2N2	-1.7255
ELAVL3	-0.2882
NBPF15	-0.134333333333333
UBE2J2	-0.939833333333333
GNL2	-0.855
PRR3	-0.5775
NLF2	-1.315
OR4F6	0.233
KLHL24	1.45033333333333
CCDC88A	-1.398
SGPP1	0.7155
C10orf11	-0.466
SLC35B4	-1.5245
UGT3A2	-1.0425
ARNT2	2.2614
CBR1	0.186875
ITPR3	-1.529
TRAPPC6B	-0.46
AMZ1	0.808
ARP11	1.48825
WDSUB1	0.377
APBA1	0.323666666666667
RAB2A	0.9786
C6orf162	0.012
HPSE2	0.833
PLCE1	-1.85425
INSL3	-0.24675
DLG1	0.6427
PTPLA	-2.40125
PIGX	0.846625
TFIP11	0.109333333333333
FIBIN	3.4975
POLR2G	-0.41975
GRAP2	-2.3012
DNAJB8	-0.803
CNBP	0.612
WASF1	-0.82075
INPP5E	-1.0864
HSPB1	1.2458125
TMEM167	-0.1021
CUBN	0.72575
IGF1	2.1144375
ITPK1	0.0867
NAALAD2	-0.89
G3BP1	0.1959
NT5DC1	1.1575
CYP39A1	-1.0775
TMEM139	2.23341666666667
POLK	0.8124
GLULD1	-0.7265
RBM15	-1.62533333333333
AMZ2	0.4535
GDF15	-3.17166666666667
MESDC2	0.128
INCA	0.581166666666667
ACY1L2	-0.671
GZMM	-1.58333333333333
PAIP1	0.3955
CACNA2D1	0.51775
STK32C	-1.0105
SH3BP4	1.32416666666667
DEC1	-0.049
PADI1	0.355
UBB	0.3136
PON3	5.10233333333333
PROP1	0.2765
ANKRD13B	-0.0345
ADCK1	0.198
TCF25	-0.65775
SLC38A5	-1.13275
CXorf26	0.479333333333333
C19orf39	0.691
PPP1R13B	0.77375
ARL2	-0.672
TCL6	0.33825
TOP3A	-0.2375
SLC16A14	1.5445
FXYD6	0.346333333333333
HIST1H4E	-0.14925
BBC3	-0.231578947368421
UNC5A	0.3055
FAM86C	0.0273
PI4KB	0.50725
B3GAT1	-3.81275
SUSD2	0.486
OAZ2	-0.468833333333333
NOC4L	0.09375
C10orf12	0.085
FADS1	-1.52583333333333
LOC144097	0.21625
DKK2	2.56916666666667
KIAA1949	0.02175
RHOT1	0.9639
OXT	2.03516666666667
GPR153	-2.02975
ARL4A	-2.43066666666667
SAAL1	-0.76825
CCDC64	-0.444
USE1	0.403833333333333
HNMT	0.4935
PCGF3	-0.6729375
CYP2C19	0.13375
C20orf4	0.797
CCDC11	3.83025
ACSBG2	-0.10925
RWDD2A	-0.158
PALLD	2.846
CPLX4	-0.4755
LOC492311	1.15525
KPNA2	-1.64083333333333
MACROD1	-0.2882
TMCO3	-0.427166666666667
C15orf52	-1.80516666666667
BIRC5	-2.57873333333333
PRR16	0.924166666666667
FAM63B	0.39625
