Hybridization REF	TCGA-A8-A09M-01A-11R-A00Z-07
GTF2E1	0.1335
RY1	-0.539666666666667
ATAD2B	0.279875
ARHGAP17	-0.7845
KCNIP3	-0.96875
SFPQ	-0.079125
GFRA4	0.668833333333333
AKR1B10	-3.935125
TIGD6	0.786333333333333
RGS16	0.988375
URB1	-0.2085
OR4C46	-0.0755
TOP3B	-1.27625
NFATC4	0.9575
CA14	-3.578
BMPR1A	-0.579333333333333
SNRP70	-0.622
PRL	-0.136333333333333
C6orf130	-0.632
STAG2	0.0885
CD55	-1.06442857142857
RPS23	-0.258166666666667
SSX2	-1.36316666666667
FDPSL2A	-0.80025
FBXO27	1.29125
SYNGR3	-1.34733333333333
TMSL3	1.41625
EML1	-0.4275
NUP93	-0.7635
SMAD3	0.4079
KIAA1189	0.173833333333333
HNRPUL2	1.18216666666667
TBC1D12	0.125833333333333
C16orf24	1.19725
MRVI1	1.70933333333333
ZNF581	-0.522666666666667
ELOVL3	-0.9475
OR51Q1	0.27475
CACNB3	0.964333333333333
GALNT13	-1.1175
C10orf84	0.7381875
NEDD4	-0.3802
SPO11	0.386
OR5AU1	0.443
NEK4	-0.0787142857142857
PRKAR2A	-1.01616666666667
IHPK1	-0.802
ATP6V0B	0.099875
CACNA1E	1.4525
CEACAM8	-0.4025
PEX14	-0.173
FLJ12993	-0.7525
ZBTB38	-0.146833333333333
PCTK2	-0.546833333333333
LRRC16	0.1112
FBLIM1	0.270333333333333
FYCO1	0.783
RP5-1022P6.2	-0.425416666666667
CMTM1	0.545833333333333
PLTP	-0.462
RAPH1	1.1825
DOCK8	0.803875
EZH2	-0.689866666666667
SLC25A1	-1.09783333333333
PLEKHB1	1.615
GRB7	0.8102
ZFP37	-2.0565
MRPL33	-0.166
PELO	-0.1315
ARMC1	0.108
C9orf27	-0.259125
FLJ25778	0.318
C9orf37	-0.883
TMEM66	0.72525
SPRN	0.1945
HBEGF	-0.68625
PI4KA	-0.445
LEPRE1	-1.48625
POU2AF1	-0.489375
MRPL12	0.315833333333333
REP15	-0.847
ZC3H3	0.10375
RASAL1	-1.8795
DDAH1	1.39625
ACBD5	1.066
TMC2	0.0765
CCDC137	0.17025
SAMD13	-0.175333333333333
UGT2B15	-3.54083333333333
TIPARP	0.38675
DNASE1L3	0.303
TRIM72	0.514666666666667
DBX2	0.1665
IPO8	-0.93425
C21orf88	1.8692
MAP3K14	0.637
LOC51233	0.428666666666667
GGTLA4	1.25475
PDE6D	-0.694
ZNF117	-1.019
CLK2	-1.07375
NKRF	-0.5255
TNFSF15	-0.1491
DUSP2	0.320875
SECISBP2	0.3886
GABRR2	0.0555
PPAP2C	1.50925
LOC51145	-0.198666666666667
PAG1	0.2635
PIK3C3	0.503
GNG10	-0.267
APOL4	0.745333333333333
ANKRD28	-1.348875
STMN3	0.467
RAB14	0.5939
CDK2AP2	-0.5435
HDDC3	0.746375
COMMD7	0.376625
CXXC1	-0.482
HMCN1	-1.38783333333333
CD40	1.40225
DYNC1LI2	-0.00649999999999999
GDI1	-0.09625
LOC646938	-0.3665
VSNL1	-3.2275
PIH1D1	-0.4585
RAET1G	0.01
KRTAP5-9	0.5475
EFTUD2	-0.094
ZNF311	0.0845
ATP6V1G3	-0.12225
OR2W3	-0.01125
SCN4A	0.121
MED10	-0.449875
FAM135A	-0.7023
ARHGAP4	-1.35575
EHMT2	-0.906375
UFD1L	0.1955
ERMP1	-0.59375
MAG1	-2.35966666666667
THAP8	0.8735
HACE1	-0.374166666666667
FAM82C	0.4355
C3orf20	-0.508
UNC84A	-0.774166666666667
SCD5	-0.691357142857143
LASS6	2.022625
LSG1	0.65675
MAL	-4.62225
GPR22	0.405
WDR5B	1.3355
ACTRT1	0.275
C17orf60	0.175666666666667
GRIN2C	0.1659
ARMC8	0.23425
SLC47A1	-1.2415
DMPK	-0.498
DHRS13	-0.537
SMC1A	-0.4545
KRTAP17-1	0.527
SMYD5	-1.04725
TUSC2	0.26025
CRHR2	0.469
KIR3DL2	0.448
CCDC104	0.6555
ATP2C1	1.09775
CROT	-0.2935
PABPC3	0.304166666666667
EGR1	-2.21866666666667
THSD1	0.61875
KHK	-0.79975
SLC12A2	-0.258
CD58	-0.86075
STOX2	-1.757
CCDC76	0.3241
CCDC48	5.26675
DNAH1	0.0623333333333333
ZIC4	-0.200125
OR1G1	-0.036
PSMC6	0.371166666666667
PROKR1	0.7675
ABCB1	-1.257125
TRAT1	-0.138
LLGL1	-0.1255
MTF1	0.96675
USP54	0.36025
PAGE2B	-0.689
ITGB7	-3.12325
CCDC81	-0.6315
LOC149837	-0.30625
SCUBE1	-0.4825
ZSCAN10	1.142
HUWE1	-0.0253571428571429
CDH17	0.8345
CD180	0.3465
IL17A	0.1695
TMPO	-1.75875
KIAA1524	-0.333
HDGFRP3	0.858166666666667
OXCT1	-2.46536363636364
RRAS2	-2.80033333333333
LTBP2	2.3994375
SV2B	1.26416666666667
CYP2A6	0.87825
PKD1L2	-1.08966666666667
PPM1M	0.0825
FLJ22662	2.4075
ZNF502	-0.024
GP6	-0.48375
CRYBA2	-1.17275
LEF1	-2.4621
CTPS	-1.90457142857143
EYA1	-0.856666666666667
EPS8L1	1.4785
MAPK14	-0.698083333333333
SERPINB2	-4.724
GTF2F2	-0.696166666666667
ZNHIT4	-0.972
PLA1A	0.870625
C20orf114	1.8925
HPR	-3.9685
C18orf2	-1.063
SATB2	-3.027
KCNJ9	0.223
MGC157906	0.8105
MOCS3	0.32475
C17orf71	0.402333333333333
PPHLN1	-0.166
HIST1H2BN	0.45375
RAPGEF1	-0.87475
MAP3K8	0.8945
DLG4	0.750833333333333
STC1	-0.518333333333333
CDGAP	0.26925
DDX26B	-1.58375
LOC150223	-0.92425
CPSF3	-1.01333333333333
TMEM14A	0.84425
MYH3	-1.549
GPKOW	0.15225
SULT1A1	1.28266666666667
SPON1	1.8105
YY1AP1	0.147333333333333
RAB23	-0.9655
PLA2G4A	-4.23625
MAPRE3	-0.527
ZNF516	1.55914285714286
GGPS1	1.03875
EXOC3L2	0.0215
C19orf42	1.1044
MAP2K2	-0.145333333333333
HIST1H2BB	1.3415
RNF19B	0.251333333333333
C6orf128	-0.0306666666666667
TLR8	3.34125
PCDHA9	-0.211
CARS2	0.7175
CLUL1	1.79716666666667
RHAG	-3.55883333333333
UNK	0.5065
EXOC8	1.3448
C9orf95	1.18475
C14orf143	-0.00216666666666666
MAML3	-0.0305
LDHA	-2.02675
MRPL20	0.162875
KLHDC6	0.146166666666667
ATP5S	0.764
C8orf55	1.13175
PHF19	-2.68275
KRTAP13-4	0.6715
TTC5	0.3235
XKR5	-0.174
SILV	-3.95616666666667
TEX28	-0.242
TCTN1	1.5465
CX40.1	0.36
PPP2R5C	-0.684125
C12orf30	-1.084
CAPG	1.7025
MPZL1	0.7743
ARSB	-1.3375
TDH	-1.7315
WASF4	0.3685
TSSK3	-1.12416666666667
7A5	-0.203
CRISPLD1	-0.16575
MAD1L1	-1.2085
SPIN4	-0.6575
AMPD1	0.8095
DPYSL5	-0.1525
INPP1	-0.658666666666667
ANKRD11	-0.8225
NPAS4	0.048875
GCET2	0.2061
RNASE9	-0.1375
GUCY2D	0.0955
CCDC98	-0.44225
FGF4	-0.554125
CPM	-0.0331666666666667
SLC26A4	-0.179666666666667
PLD5	-0.04125
FAM59A	-0.9973
FBXO5	-1.521
SIPA1L1	-0.5915
DPYS	0.30875
ATG4D	0.586
TGM3	0.8465
MTCH1	-0.217
HK1	0.394071428571429
CDC26	0.24125
GALNT12	-3.07
LOC339229	0.54425
MRPL35	0.32675
ORC4L	0.608375
TNKS	-0.610142857142857
C2orf24	0.5965
ZNF553	0.366666666666667
GGTLA1	2.1723
ZNF497	0.10825
CDY1B	0.23725
SLC30A4	-0.339125
TUB	0.32775
ARHGEF18	-0.00325000000000002
ARRB1	1.244
KCNK1	-0.28375
EREG	-3.1261
SCAMP5	0.69525
RUNDC3B	0.413
ADAMTS20	0.07625
IL17RB	-2.050375
FLJ20323	-0.225
MCAM	-0.55025
POLR3E	-1.3455
AQR	-0.1665
IPMK	-0.3315
CDCA7	-4.457
CAMP	1.104
GRHL3	-0.72775
ADAMTSL2	0.687666666666667
CLMN	1.05983333333333
SSTR3	0.4645
MAGEA5	-1.3095
OVOL2	3.325
JMJD1B	-0.512
RBL2	0.089
PYGO2	0.69025
PPP1R10	0.293166666666667
CSE1L	0.0675
LCA5	0.3425
RDH16	2.45325
ASRGL1	-2.673875
TOM1	-0.167333333333333
PTX3	-7.03325
TTC15	0.3415
SCGB3A1	1.363
MRPL50	-0.56025
RCAN3	0.638
SLC26A11	1.86225
STYX	-0.0281666666666667
CINP	-0.334
MARCH7	-1.5785
PFKM	-0.528666666666667
SGMS1	1.04583333333333
RIOK3	-0.8006
C1orf110	0.4405
CES7	-0.023375
LOC440248	-1.2525
PPP1R12C	-0.52075
C10orf27	0.669
ATG9A	-0.25475
MRPS26	0.906
TMEM40	-0.4005
ELP3	-0.7557
ZNF787	0.8317
HIAT1	0.14475
C8orf34	0.674166666666667
MGC4655	-0.0519
PELI1	-0.581
PPT1	0.0838
SLC35C2	0.436166666666667
C6orf125	-0.24325
MUC4	-1.16916666666667
RFC4	-1.49414285714286
GNB2	0.157833333333333
NUP50	-0.658071428571429
SULT4A1	-1.11783333333333
C7	0.238875
CCDC130	-0.339666666666667
ARRDC4	-0.2995
RQCD1	0.0245
GLYCTK	-1.4005
AYTL2	-0.683636363636364
MTUS1	0.6649
LEMD3	0.0681666666666667
PLEKHF2	2.56725
HOXA7	-0.53275
GTF3C2	-2.1365
DYNLRB2	2.5815
CNOT10	0.14125
MR1	0.483
FFAR1	0.31175
PRIC285	0.50075
SLITRK6	6.45675
LIX1	-1.6823
UBE1L2	-0.359
F8	1.058375
ACHE	-0.0743333333333333
KPNA5	-1.1405
TNFRSF12A	-2.02566666666667
EGR3	-1.843
SERPIND1	-3.18383333333333
OASL	3.25725
IFRD1	-1.394125
WDFY1	-0.291333333333333
ZNF267	-1.0335
ACCN5	1.2545
ZBTB6	0.14675
PPP1R3A	-0.1535
PRRT3	2.15075
FBXL19	-0.6815
TXNIP	-0.139071428571429
ACTN2	-0.552
ATG9B	-0.702125
C9orf117	0.93825
IL27	0.571
RPL36AL	0.469
KLK15	-0.17225
CHAD	1.512
RAP2B	-0.204
HEBP2	1.28575
ZNF342	0.12
CAMK2G	-0.826333333333333
TLR3	2.2135
FGF14	0.341
HMGB2	-0.3975
TRPM5	-0.227333333333333
OR5M11	0.269
KIF3B	0.460473684210526
PRICKLE2	-0.76575
MTMR9	-0.3865
C3orf27	0.41525
GLRA3	-1.4065
NSDHL	0.00783333333333333
TMEM32	-0.95325
POLR2D	-0.866
MYADML	0.1515
C9orf114	-0.95375
MRGPRX1	0.3905
TOPORS	0.2695
CLDN19	-1.2885
C1QL4	0.00800000000000001
RNF165	0.1145
DHRS9	0.818
DNAH2	0.151666666666667
FXR1	-0.0801666666666666
ZMYM3	-0.941125
CASP3	0.870333333333333
FAM120C	0.051375
SCLY	-1.754
CA7	-0.0385
ENTPD5	-0.5375
ZNF461	0.114875
PDIA5	0.09525
C1orf19	-0.0645
TMEM67	0.4665
KCTD20	-1.34925
WDR47	1.789
FLJ38723	0.2595
KLRF1	1.74816666666667
TAS2R16	0.4025
CLDN12	-0.0685
PRKCE	-0.8405
UBXD4	-1.129
ITGAM	2.35916666666667
GLT8D3	0.075125
WDR31	1.4704
RGS2	-0.5965
OR51L1	0.841
MST1R	0.227
KIAA1737	0.4455
OR4A5	0.415
GLIS1	-1.70216666666667
PTMA	-0.751785714285714
NAPA	-0.4745
PRDM11	0.509
LIPF	-0.142
DIRAS3	-0.47525
ASGR2	-3.668875
C1QTNF4	-0.1215
PIK3R4	0.254
ARMC3	1.73625
NDUFV3	-0.23125
BTBD3	-1.47283333333333
PPP1R2	0.6435
UBE2NL	-0.25675
FOSL2	-0.352357142857143
FAM119A	-0.771166666666667
TUBA4A	-0.1229
KRTAP12-1	0.086
SFRS2	-0.55375
RHPN1	0.7423
EEF2	-1.1465
ZDHHC11	0.191166666666667
EPHA3	0.437
RBM12	0.901
H2AFJ	2.59458333333333
EDIL3	1.619
KIF26A	-1.97325
SERGEF	-0.22025
B3GALT4	2.82625
LOC90925	3.979
OSCAR	1.073875
NPFF	-0.299
DEDD	0.097375
TMEM155	0.056625
PTPN1	1.5015
SCYL2	-0.220166666666667
SKAP1	4.322
LEAP2	-2.786
GADD45G	1.7649
IFITM3	1.569125
PILRB	-1.02833333333333
SLU7	0.501
DSC3	-0.54625
DNMT3L	-1.08575
PAPD5	1.362375
B3GNT3	-1.01616666666667
LHCGR	0.066
MSL-1	0.1225
UBE2S	-1.77225
SAP130	-0.432
ANAPC11	1.3405
MAGED4B	-3.204
ATP6V1B2	0.102833333333333
C14orf179	1.350375
CAPZA1	0.2885
CDYL2	-0.447333333333333
GLRX3	-0.71
LOC136288	-0.9785
MOBKL1A	0.05775
HTR2B	2.65
CRYGD	0.0905
NUS1	-1.28766666666667
PGRMC1	-1.1605
MYOM2	0.48975
FLJ39653	-1.37916666666667
CHM	0.0705
OR5M8	0.461
ZNF619	0.0165
FAM105A	0.44825
CCNL1	-0.603625
NAP1L3	-0.9405
C10orf57	1.722
B3GALNT1	1.54983333333333
CSN1S2A	0.07
TCP10L	1.037
GDAP2	0.324
DMKN	-0.0163333333333333
COX6B1	-0.076
DNASE2	0.773
MSH5	-1.42575
LGMN	0.344
USP31	0.3653
OR13C8	0.579
SDCBP	-0.4299
NUDT11	-3.00666666666667
PYGL	-2.462
SNPH	0.723333333333333
B3GNT4	-0.8625
MIZF	-0.6793
NUBPL	0.09025
NOD1	-0.36
CDH22	-0.4915
NUBP1	0.5425
DSCAM	-1.71925
DGKI	-0.5365
FAM136A	-0.597
AKAP1	0.946666666666667
SLC16A6	2.085
RIN3	0.46425
PSG2	-0.38175
DIP2B	0.595083333333333
PSORS1C1	-0.1944
KIAA0495	-0.622
FLJ90709	-0.263666666666667
LPA	-0.387333333333333
PIGA	-0.972
LY75	2.963
UTS2	-5.01333333333333
RREB1	-0.58625
GALNACT-2	-0.1587
MGC3196	-0.10225
FLJ31568	1.75075
LPHN1	-0.27775
SP1	0.987125
TOX4	0.459
HSPA9	0.5237
APOBEC1	0.0905
SLC35E4	-0.45325
LSM5	-0.8945
SURF1	0.387
ZBTB1	-0.5285
GTF2F1	-0.021375
RPS15A	-0.149357142857143
DUSP21	-0.549333333333333
GINS4	-2.34283333333333
MYO15A	-0.229
GIMAP7	3.2735
MGC13379	0.92575
ATP6V1E2	0.127166666666667
UTP3	0.1685
HNRPA3	-0.301375
MT4	0.0425
C14orf155	-0.3955
U1SNRNPBP	0.77875
CKLF	-0.3475
PLEKHN1	-0.396166666666667
MBNL1	-0.65525
NUP160	-0.81175
ACSM2A	-1.7995
LOC129881	0.86675
KIAA1529	0.10775
FLJ22639	-1.83825
HAND1	-1.3
GSX1	0.1565
FGA	-3.837125
SERPINB1	0.3685
ZNF642	0.62625
IGFBP1	-7.89625
SLC1A1	-1.284375
DHX57	-0.04675
ZNF766	0.484
PTPN21	-0.5759
GDPD3	-1.02483333333333
PNPLA5	0.254
TBR1	0.146333333333333
FAM116A	0.0255
IQGAP1	1.185375
FOS	-1.325
ZNF226	0.223
FIGNL1	-1.01583333333333
C14orf1	-0.212333333333333
ZMYND17	-0.65
PUS7	-0.605333333333333
TUBB6	-1.343625
KCNQ2	-1.1025
MARCH6	0.03325
CCDC33	0.249
PRODH	-2.31175
RBM11	3.872
EPHA6	0.456375
SLC43A1	-1.35425
LOC196541	0.343857142857143
NTN1	0.624166666666667
ING4	0.5045
PCDHB10	-0.3355
DPH2	-0.542333333333333
SPACA4	0.29725
FBXL21	-3.084
DIAPH1	-0.861
ZNF71	0.882666666666667
CEP76	-0.7345
CORO1A	-0.5025
RRM2	-1.996125
EDG4	0.89425
OS9	0.052
SLC4A1AP	-0.23175
COG5	-0.899
COPS8	-0.89675
NGLY1	-0.37275
NCBP2	0.386
C17orf42	0.196333333333333
GPSM3	0.622125
SIL1	1.4475
ASB6	0.1245
SMAD5OS	-0.0203333333333333
UNC93A	-2.76
A1BG	0.552333333333333
C21orf62	0.05275
FMO5	-1.22325
ATRIP	-0.162166666666667
CEBPG	0.272333333333333
C7orf38	-0.0826666666666666
TNFRSF1B	1.51516666666667
CLEC1A	0.991666666666667
IQSEC1	0.19775
PATZ1	1.4274
RBM22	0.202625
BAG2	-2.10033333333333
PAQR5	1.22366666666667
C9orf127	0.9825
THNSL1	0.687
SHROOM3	1.8927
JAM2	0.42925
SNRPN	-2.8195
ALX4	0.3185
CACNA1S	0.2485
FAM130A1	0.476
CORIN	1.7035
CD300LB	1.0235
PLEKHG6	1.1055
LRRC40	-0.4545
PCLKC	-1.10925
PCDHB16	-0.0235
WNT2B	-0.021
ASNS	-1.59833333333333
MRPL49	0.467875
FLJ46111	-0.71625
ISG20	1.200125
SMU1	-0.1445
CASZ1	0.385
POLR1D	-0.182333333333333
GIN1	0.126
SNAG1	-0.276833333333333
ANKRD29	-1.413
CDKN2AIP	0.449
KRR1	1.01325
CXCL1	-4.802
EPM2A	-0.6657
PC	-1.36133333333333
DEFB127	0.1145
PDZRN4	0.719833333333333
FAH	1.139
OR51E1	0.7905
CDC2L6	-0.7965
DNTTIP1	0.1655
PAX8	1.2175
TMEM116	0.43575
C1orf150	-0.4415
PRO2012	-0.0235
MRPL40	0.331333333333333
BEX1	-3.2332
SLC2A4	-1.66866666666667
PKMYT1	-1.18375
FEZF2	-0.6545
SLC26A9	-1.13475
MAP2	0.166416666666667
LYL1	-1.3445
SLC25A19	0.104833333333333
NOS3	-0.366
ZNF34	1.59016666666667
TMPRSS11F	-0.8105
FAM43A	-1.3995
FCRL4	0.39
KLF14	0.20625
FLRT2	-1.3395
WRN	-0.44925
SDF2	1.0259
KRT8P12	-0.69125
C6orf195	0.4545
C9orf125	-2.21866666666667
DZIP3	0.86475
RIT1	0.104333333333333
SCML1	0.0343333333333333
RHBDF2	1.28975
OR2G3	0.76
REXO1L1	0.013
MAP3K7IP3	-0.437125
C3orf57	-5.055
FBXW11	-0.801
ETAA1	-0.5055
C14orf131	-0.4475
AKT1S1	-0.7255
SLC12A5	-0.1705
C9orf164	2.28525
NRIP3	1.024
NOS1AP	-1.60825
TMEM121	1.272
SAP30BP	0.5755
DGCR6	0.61975
WDR76	-1.41125
FAM82B	0.666416666666667
LOC606495	-0.272
MAP9	2.74416666666667
BCDIN3D	1.326
CXorf36	2.24183333333333
DSCR3	-0.1108
ZFAND3	0.317125
C7orf43	0.2715
SPSB3	0.9258
C19orf19	0.655
FAM133A	-2.5235
C12orf25	0.70075
SLC39A3	-0.60125
DISP2	0.8005
PI4KAP2	-1.2415
MKRN3	-1.07233333333333
ADAMTS13	-0.3615
CBLN3	1.1951
TTYH1	-1.5255
C3orf18	1.69
FLJ13236	-1.731
ZMYND12	3.8895
C18orf25	0.391
GLB1L3	-0.8955
ATP13A5	0.488
RANBP10	0.0135
CD96	-0.1305
DENND1C	0.254
RBMS3	-0.222
SLC41A3	0.752833333333333
DGCR6L	0.864
TMEM128	1.01366666666667
CSNK1G3	-0.262928571428571
MOBKL2C	1.090875
TSPAN6	-2.187625
MATN2	-2.3099
MSL2L1	0.912333333333333
ST6GALNAC2	-0.9195
FGFBP2	-0.427375
FGL1	-4.94383333333333
MPP3	0.772666666666667
ARHGEF6	0.931166666666667
TGFBR2	-0.426
ACMSD	-0.39625
IL33	1.18575
C9orf5	-0.0495833333333333
DEAF1	0.1175
AMN	-0.1885
DEFA6	0.17
RNF212	-2.286
METT5D1	0.290166666666667
CIB1	1.9646
TSSK1B	-0.24275
KIAA1727	0.3975
ZNF680	-0.34825
LOC399900	-0.516
LOC152217	0.686166666666666
CTNNAL1	-3.162
CIT	-1.57208333333333
TLE6	0.98
ZNF607	-0.1875
HERC4	-1.43083333333333
DRAP1	-0.2175
PEMT	-1.187
C10orf111	-0.25
ZNF575	1.4055
KCTD7	-0.41075
MYO1F	0.9795
LOC285382	-0.29475
RAB11A	0.9948
PLCD3	-0.9185
C15orf28	-0.1635
PTBP2	-0.18025
CTB-1048E9.5	1.0155
C19orf60	0.1925
C7orf25	0.436333333333333
SETD7	0.141125
HOXB9	-4.455
VANGL1	0.6146875
CHAF1B	-0.81175
NDUFA3	-0.3085
KIAA1328	0.0325
SHARPIN	1.284125
TTC23	-1.305625
UGP2	0.213916666666667
ANKIB1	0.7894
CIRBP	1.45514285714286
SEC14L4	-2.852
OVCH1	0.206166666666667
VPS52	-0.8055
FAT	-2.27025
M6PRBP1	-0.709
GPRIN3	0.3785
PPM1F	-0.811333333333333
TSR1	-0.4295
CCDC85A	0.01475
PCSK5	0.892
ZFHX3	-0.139
HEMK1	-0.2978
PGBD2	-0.19375
RSRC2	0.758
AURKC	-1.41533333333333
SCRIB	0.8325
ORM2	-3.76933333333333
FAM115A	0.5627
FZD6	-0.698
UNC119	0.6445
GPX3	-1.099
NOV	-2.007375
CABC1	0.517375
CDC42SE2	-0.2863125
EIF2S2	-0.0735
RNF130	0.717875
CKAP5	-0.558666666666667
RP11-413M3.2	0.587625
C10orf18	1.1424
TMEM93	0.147
DYX1C1	1.663
KCNMB2	-1.736625
ANK3	1.15466666666667
KRT5	-2.7332
CDH12	-1.76025
QRSL1	-1.001
JUB	-1.99
SHC4	-2.932625
CCL15	2.04016666666667
CCDC22	0.02125
SNX24	0.446
RARS	0.03475
MORC2	1.243625
FAM48A	-0.62475
MT1H	-1.6755
PPP1R14C	-3.32783333333333
FOXD1	-1.74885714285714
C1orf213	-2.05525
AMT	-1.4651
DSN1	-0.21825
PTPLAD2	3.476
DIS3L	1.426
RASL11A	0.20325
GPRC5B	-0.166875
FRMD7	-0.452
STRN4	-0.41225
KITLG	0.741818181818182
HDGF	-0.5375
OR1S1	1.182
SETX	0.1071
DDR2	-1.883375
KCTD12	1.73225
LYZL2	0.38325
WDR52	0.5975
TMEM2	-0.5815
ZNF579	1.21166666666667
LOC200810	1.2475
TNFSF9	-2.289875
PPFIA4	-2.838
CNIH3	-0.044
MAP4K4	-2.56071428571429
ROD1	-0.0297857142857143
ALS2CR12	0.836
DOCK3	-1.0625
PAQR9	-3.6105
ASB17	0.1265
STX16	-0.822125
FEZ2	0.00850000000000001
DLAT	-0.8695
KIF21B	-0.706833333333333
CDC5L	-0.686
TMEM119	0.715666666666667
CRIP3	-2.05475
TPSD1	-0.375
TEPP	0.291
GNGT2	1.8365
C21orf121	0.4155
WNK1	-0.0784166666666667
FLJ10490	0.6101
OR51B5	-1.9725
LOC203547	-1.037
HAS1	-0.2825
PPA1	0.354666666666667
ST7	-0.393625
C11orf46	0.7081
POPDC3	-3.61316666666667
ACOX2	1.69383333333333
ATCAY	-0.317916666666667
TM4SF19	-2.4285
MFSD9	0.121666666666667
PDHB	-0.71125
ERN1	0.3365
LCE3C	0.2475
GPR111	0.0965
NOTCH3	1.58683333333333
ADAMTS5	1.58825
B3GALT1	-1.85775
UGCGL1	-0.0995
FAM58A	0.426666666666667
FBXO32	0.959
CLPP	-0.07225
NXPH1	-1.2015
MTMR3	1.54416666666667
ATP1B3	-0.18375
TMEM16A	4.12425
HIST1H3F	0.574
TRIM25	1.056
SDCBP2	0.579
CRKL	-1.364375
HOXB2	3.74233333333333
ANP32B	-0.515625
GATM	4.284
AP4E1	-0.262
EDG5	0.5485
CDKN3	-1.41833333333333
CDH4	-2.97375
PGD	-1.09016666666667
RND1	1.4555
GAD1	-3.1441
MPG	0.463375
LOC440350	-0.7615
ZNF133	-0.56275
SERPINB12	-0.2015
AMELY	0.306
DHX36	-0.256
TNFAIP8L2	3.2045
PHTF2	-0.160722222222222
CCDC112	-0.0368333333333333
IQCC	-0.2625
HEYL	3.01383333333333
FTSJ2	-0.447166666666667
APPL1	0.268125
RAB43	0.404928571428571
OR10G2	0.2335
WAC	0.209333333333333
ADCY9	1.22575
RUNDC2B	0.388666666666667
PYCRL	1.8698
AGPAT7	-1.33916666666667
SLC22A9	-0.583
CDKAL1	-1.4635
PDYN	-0.0728333333333333
C20orf74	-0.09975
MTMR11	0.309
VAV3	5.30533333333333
DAPL1	-1.64175
STXBP3	0.88
EIF3G	-0.25975
ARHGAP22	-0.99425
NPFFR1	-0.0245
NPC1	-0.635333333333333
ALDH9A1	1.0895
ZNF600	-0.170375
ZNF678	-0.488166666666667
RASSF1	-0.44075
ADD2	-2.727875
PITPNB	0.807
PKD2L2	0.259875
LRP11	-0.1665
CDKL1	-0.39075
SMEK2	-0.66825
PRODH2	-3.17383333333333
C11orf54	-0.659666666666667
SFRS11	-0.494333333333333
IL7	0.189
ALS2CR16	1.446
BTG3	-0.358833333333333
PAK2	-0.325333333333333
RP11-679B17.1	0.73575
GATA4	0.454166666666667
ATP2B1	-0.70275
LOC130940	-0.0635
C1orf172	2.05416666666667
ATF7IP2	0.38225
SLC25A43	-0.425833333333333
CENTG3	0.207166666666667
IGF2BP1	-3.9241
FCHSD1	0.136
CAMK2N2	1.575
ELAVL3	-0.1717
NBPF15	0.357666666666667
UBE2J2	-0.244666666666667
GNL2	-0.91875
PRR3	-1.1404
NLF2	1.429
OR4F6	-0.0885
KLHL24	0.318666666666667
CCDC88A	-1.5036
SGPP1	-1.22966666666667
C10orf11	0.509666666666667
SLC35B4	-1.07516666666667
UGT3A2	-0.776
ARNT2	2.06
CBR1	-0.058625
ITPR3	-0.810666666666667
TRAPPC6B	-0.3583
AMZ1	2.768
ARP11	2.678
WDSUB1	1.34425
APBA1	0.0693333333333333
RAB2A	0.6459
C6orf162	-0.651875
HPSE2	0.35375
PLCE1	-0.15925
INSL3	0.43225
DLG1	-0.0242
PTPLA	-4.54075
PIGX	1.0585
TFIP11	0.889833333333333
FIBIN	2.5135
POLR2G	0.40075
GRAP2	-1.4663
DNAJB8	0.0005
CNBP	0.618833333333333
WASF1	-3.00825
INPP5E	-0.5143
HSPB1	1.0096875
TMEM167	-0.2652
CUBN	-0.5235
IGF1	1.5691875
ITPK1	0.2431
NAALAD2	-1.045625
G3BP1	-0.2675
NT5DC1	0.181
CYP39A1	-1.114
TMEM139	0.449916666666667
POLK	-0.3943
GLULD1	-1.142
RBM15	-0.7315
AMZ2	1.21525
GDF15	-1.32666666666667
MESDC2	0.86775
INCA	1.077
ACY1L2	-3.0695
GZMM	-0.300333333333333
PAIP1	0.359
CACNA2D1	-1.388
STK32C	-0.665833333333333
SH3BP4	-0.6115
DEC1	0.3635
PADI1	0.3135
UBB	0.5534
PON3	-0.933833333333333
PROP1	1.231
ANKRD13B	-0.408
ADCK1	-0.439
TCF25	-0.05
SLC38A5	-2.85725
CXorf26	-0.295166666666667
C19orf39	1.058
PPP1R13B	0.61075
ARL2	-0.708
TCL6	0.407916666666667
TOP3A	-0.7205
SLC16A14	0.49175
FXYD6	0.509166666666667
HIST1H4E	-0.2105
BBC3	0.538631578947368
UNC5A	0.0163333333333333
FAM86C	-0.5568
PI4KB	-0.21575
B3GAT1	-3.30125
SUSD2	2.5425
OAZ2	0.0408333333333333
NOC4L	-0.76475
C10orf12	-0.76525
FADS1	-1.27266666666667
LOC144097	-0.50775
DKK2	1.272
KIAA1949	-0.90575
RHOT1	-0.3494
OXT	0.722333333333333
GPR153	1.37875
ARL4A	-2.0965
SAAL1	-1.1015
CCDC64	-0.5145
USE1	-0.1585
HNMT	0.542333333333333
PCGF3	0.1410625
CYP2C19	0.49575
C20orf4	0.713
CCDC11	1.7765
ACSBG2	-0.0345
RWDD2A	0.61425
PALLD	2.3195
CPLX4	1.0965
LOC492311	0.89725
KPNA2	-0.853833333333333
MACROD1	-0.1833
TMCO3	-0.3255
C15orf52	0.743333333333333
BIRC5	-0.2848
