Hybridization REF	TCGA-A8-A08H-01A-21R-A00Z-07
ATAD2B	0.534
ARHGAP17	0.1117
KCNIP3	-0.4895
SFPQ	-0.196625
GFRA4	0.5435
AKR1B10	-2.1965
TIGD6	0.459166666666667
RGS16	0.87575
URB1	-0.798166666666667
OR4C46	0.497833333333333
TOP3B	-1.44925
NFATC4	0.4655
CA14	-3.8515
BMPR1A	-1.074
SNRP70	-1.05875
PRL	1.34583333333333
C6orf130	-0.1745
STAG2	-0.0525
CD55	-1.24014285714286
RPS23	0.0758333333333333
SSX2	-1.25983333333333
FDPSL2A	-0.36425
FBXO27	-0.194
SYNGR3	-1.08566666666667
TMSL3	3.2305
EML1	-0.055
NUP93	-0.498833333333333
SMAD3	-0.5728
KIAA1189	0.49
HNRPUL2	0.379833333333333
TBC1D12	0.485333333333333
C16orf24	0.6815
MRVI1	2.6665
ZNF581	-0.239
ELOVL3	0.9165
OR51Q1	0.4605
CACNB3	-0.0651666666666667
GALNT13	-1.115125
C10orf84	1.36275
NEDD4	-0.0806
SPO11	0.973
OR5AU1	0.6005
NEK4	-0.0629285714285714
PRKAR2A	-0.818166666666667
IHPK1	-0.295333333333333
ATP6V0B	0.144125
CACNA1E	1.618
CEACAM8	0.6166
PEX14	-0.464
FLJ12993	-0.834
ZBTB38	-0.0290833333333333
PCTK2	-0.0111666666666667
LRRC16	0.4732
FBLIM1	1.14683333333333
FYCO1	0.76225
RP5-1022P6.2	0.5355
CMTM1	1.16166666666667
PLTP	2.25333333333333
RAPH1	0.60025
DOCK8	1.718625
EZH2	-1.6292
SLC25A1	-1.3805
PLEKHB1	-0.6794
GRB7	-0.2755
ZFP37	-0.52125
MRPL33	0.33075
PELO	0.2445
ARMC1	-0.455818181818182
C9orf27	0.453375
FLJ25778	-0.1455
C9orf37	-0.967
TMEM66	0.496
SPRN	0.490625
HBEGF	0.781125
PI4KA	-1.165
LEPRE1	0.35525
POU2AF1	-1.898
MRPL12	-0.713833333333333
REP15	-0.411
ZC3H3	-1.06375
RASAL1	-1.49825
DDAH1	1.036125
ACBD5	0.397875
TMC2	-0.471
CCDC137	-0.53275
SAMD13	0.799166666666667
UGT2B15	-3.87633333333333
TIPARP	0.30925
DNASE1L3	2.853
TRIM72	0.352166666666667
DBX2	1.856
IPO8	-0.67425
C21orf88	-0.9535
MAP3K14	1.0545
LOC51233	0.6444
GGTLA4	-0.8815
PDE6D	0.06925
ZNF117	-1.7535
CLK2	-1.6505
NKRF	-0.8455
TNFSF15	-0.3034
DUSP2	-0.43325
SECISBP2	-0.7639
GABRR2	0.2275
PPAP2C	0.66175
LOC51145	-0.31
PAG1	1.404125
PIK3C3	0.327
GNG10	1.121
APOL4	1.15516666666667
ANKRD28	-1.12875
STMN3	-0.892
RAB14	0.4679
CDK2AP2	-0.9125
HDDC3	0.1815
COMMD7	0.242
CXXC1	-0.628
HMCN1	0.0688333333333333
CD40	1.905
DYNC1LI2	0.31275
GDI1	-1.25325
LOC646938	0.198
VSNL1	-0.581
PIH1D1	-0.567666666666667
RAET1G	0.3655
KRTAP5-9	0.29
EFTUD2	-0.251
ZNF311	-0.784666666666667
ATP6V1G3	0.29475
OR2W3	-0.56975
SCN4A	1.34175
MED10	-0.102875
FAM135A	0.3141
ARHGAP4	0.42175
EHMT2	-1.345
UFD1L	0.165
ERMP1	-1.27525
MAG1	0.232
THAP8	0.538166666666667
HACE1	-0.3665
FAM82C	0.176666666666667
C3orf20	0.4265
UNC84A	-0.766166666666667
SCD5	-0.131
LASS6	-0.25625
LSG1	-0.313666666666667
MAL	-4.37825
GPR22	0.2385
WDR5B	0.50175
ACTRT1	0.1835
C17orf60	2.52383333333333
GRIN2C	0.5784
ARMC8	-0.11575
SLC47A1	-0.273333333333333
DMPK	-0.6575
DHRS13	-1.78133333333333
SMC1A	-0.808833333333333
KRTAP17-1	0.58475
SMYD5	-1.71375
TUSC2	0.3725
CRHR2	0.435
KIR3DL2	0.256
CCDC104	0.64325
ATP2C1	0.275
CROT	-0.14325
PABPC3	-0.577666666666667
EGR1	0.163833333333333
THSD1	2.13
KHK	-1.26225
SLC12A2	0.4275
CD58	0.4025
STOX2	-0.196666666666667
CCDC76	-0.3282
CCDC48	3.517
DNAH1	0.163166666666667
ZIC4	-0.527875
OR1G1	-0.2225
PSMC6	-0.322833333333333
PROKR1	0.427
ABCB1	0.955625
TRAT1	-0.0885
LLGL1	-0.1075
MTF1	1.628
USP54	-0.310125
PAGE2B	-1.958
ITGB7	-3.18125
CCDC81	-0.2885
LOC149837	0.06925
SCUBE1	0.00849999999999998
ZSCAN10	1.531
HUWE1	-0.530214285714286
CDH17	-0.665
CD180	2.1145
IL17A	0.09725
TMPO	-1.672625
KIAA1524	-0.323166666666667
HDGFRP3	0.0735
OXCT1	-0.702272727272727
RRAS2	-0.282833333333333
LTBP2	3.17075
SV2B	4.61216666666667
CYP2A6	5.18225
PKD1L2	-1.26433333333333
PPM1M	1.3285
FLJ22662	3.18633333333333
ZNF502	1.529
GP6	0.083
CRYBA2	-1.0625
LEF1	-2.5336
CTPS	-1.43
EYA1	-2.32466666666667
EPS8L1	-0.56025
MAPK14	-0.3565
SERPINB2	-3.491125
GTF2F2	0.356
ZNHIT4	-0.6705
PLA1A	0.71325
C20orf114	0.06725
HPR	-2.789
C18orf2	-1.44
SATB2	-1.49475
KCNJ9	0.263
MGC157906	0.786
MOCS3	-0.92725
C17orf71	-0.436833333333333
PPHLN1	-0.1736
HIST1H2BN	-0.988
RAPGEF1	-0.7635
MAP3K8	2.16825
DLG4	0.9795
STC1	-0.0519166666666667
CDGAP	1.676
DDX26B	-0.15675
LOC150223	-2.389
CPSF3	-0.4395
TMEM14A	0.32975
MYH3	-0.89125
GPKOW	0.10025
SULT1A1	0.120166666666667
SPON1	4.9477
YY1AP1	-0.428
RAB23	-0.52925
PLA2G4A	-1.47575
MAPRE3	-1.36025
ZNF516	0.744285714285714
GGPS1	0.3455
EXOC3L2	-0.12075
C19orf42	0.6194
MAP2K2	0.188333333333333
HIST1H2BB	-1.59425
RNF19B	0.0621666666666667
C6orf128	0.584333333333333
TLR8	5.4355
PCDHA9	-0.344
CARS2	0.20825
CLUL1	0.453166666666667
RHAG	-3.294
UNK	-0.4115
EXOC8	0.6553
C9orf95	1.8605
C14orf143	0.125166666666667
MAML3	0.496285714285714
LDHA	-1.87675
MRPL20	0.5055
KLHDC6	-0.170333333333333
ATP5S	0.511
C8orf55	-0.742
PHF19	-1.46825
KRTAP13-4	0.8375
TTC5	-0.43925
XKR5	-0.02725
SILV	-4.24316666666667
TEX28	1.0785
TCTN1	0.11275
CX40.1	0.53075
PPP2R5C	-0.00225000000000002
C12orf30	-1.35633333333333
CAPG	2.59375
MPZL1	0.7629
ARSB	-0.0493333333333333
TDH	-2.127
WASF4	2.24675
TSSK3	-0.674833333333333
7A5	0.225
CRISPLD1	5.167625
MAD1L1	-0.471666666666667
SPIN4	0.0343333333333333
AMPD1	0.127
DPYSL5	0.172
INPP1	1.13433333333333
ANKRD11	-0.544833333333333
NPAS4	-0.1175
GCET2	0.4253
RNASE9	0.325
GUCY2D	0.859166666666667
CCDC98	0.33075
FGF4	-0.358875
CPM	2.20383333333333
SLC26A4	-0.424166666666667
PLD5	0.3175
FAM59A	0.0389
FBXO5	-1.51277777777778
SIPA1L1	-0.513625
DPYS	1.57425
ATG4D	-0.66325
TGM3	0.516
MTCH1	-0.209875
HK1	0.242642857142857
CDC26	0.9495
GALNT12	-1.17533333333333
LOC339229	-0.52325
MRPL35	0.255625
ORC4L	-0.169375
TNKS	-0.383214285714286
C2orf24	-0.00766666666666667
ZNF553	-0.0755
GGTLA1	3.0474
ZNF497	0.5105
CDY1B	0.2375
SLC30A4	-0.350625
TUB	-0.08475
ARHGEF18	0.58275
ARRB1	1.31
KCNK1	-1.3235
EREG	-2.5195
SCAMP5	0.13575
RUNDC3B	3.23075
ADAMTS20	0.14375
IL17RB	-1.553625
FLJ20323	-0.2415
MCAM	1.210125
POLR3E	-2.03775
AQR	0.162666666666667
IPMK	-0.27
CDCA7	-2.969125
CAMP	1.4245
GRHL3	-0.44025
ADAMTSL2	0.517166666666667
CLMN	0.962333333333333
SSTR3	0.8235
MAGEA5	-2.03233333333333
OVOL2	2.01475
JMJD1B	-0.55475
RBL2	-0.6049
PYGO2	-0.55275
PPP1R10	-0.159166666666667
CSE1L	-1.0955
LCA5	1.12075
RDH16	0.22525
ASRGL1	-0.0535
TOM1	-0.287166666666667
PTX3	-2.90075
TTC15	0.29975
SCGB3A1	1.27883333333333
MRPL50	-0.298
RCAN3	0.4615
SLC26A11	0.89275
STYX	0.2885
CINP	0.33725
MARCH7	-0.44875
PFKM	-0.726666666666667
SGMS1	1.62383333333333
RIOK3	-0.249
C1orf110	0.9105
CES7	-0.09325
LOC440248	-1.98325
PPP1R12C	-0.209
C10orf27	0.52
ATG9A	-0.3745
MRPS26	0.15025
TMEM40	0.7935
ELP3	-0.189
ZNF787	0.6433
HIAT1	0.0765
C8orf34	1.04633333333333
MGC4655	-0.0951
PELI1	0.332833333333333
PPT1	0.5513
SLC35C2	-0.1105
C6orf125	-0.38125
MUC4	-0.592833333333333
RFC4	-1.40185714285714
GNB2	-0.0146666666666667
NUP50	0.23
SULT4A1	-1.50216666666667
C7	3.223125
CCDC130	-0.380333333333333
ARRDC4	1.527
RQCD1	0.30625
GLYCTK	-0.15525
AYTL2	-0.633272727272727
MTUS1	0.9369
LEMD3	-0.018
PLEKHF2	1.36475
HOXA7	1.166125
GTF3C2	-1.9795
DYNLRB2	1.9655
CNOT10	-0.52825
MR1	1.196
FFAR1	0.2355
PRIC285	-0.1525
SLITRK6	1.1275
LIX1	-1.3214
UBE1L2	-0.631166666666667
F8	1.769875
ACHE	-0.203666666666667
KPNA5	-0.27875
TNFRSF12A	-1.03683333333333
EGR3	0.1815
SERPIND1	-2.8625
OASL	2.5215
IFRD1	-1.392125
WDFY1	-0.3345
ZNF267	0.485875
ACCN5	0.119
ZBTB6	-0.87175
PPP1R3A	0.757
PRRT3	0.43825
FBXL19	-0.4455
TXNIP	1.752
ACTN2	-0.771
ATG9B	-0.5885
C9orf117	0.365875
IL27	0.321
RPL36AL	0.339333333333333
KLK15	0.4875
CHAD	1.1035
RAP2B	2.1387
HEBP2	1.0835
ZNF342	-0.895
CAMK2G	-0.413666666666667
TLR3	2.40325
FGF14	0.529
HMGB2	-0.871
TRPM5	0.046
OR5M11	0.8355
KIF3B	0.0338421052631579
PRICKLE2	0.95675
MTMR9	0.45125
C3orf27	0.5515
GLRA3	-1.17433333333333
NSDHL	-0.360833333333333
TMEM32	0.2875
POLR2D	-1.09991666666667
MYADML	0.576
C9orf114	-1.1555
MRGPRX1	2.707
TOPORS	0.5645
CLDN19	0.01275
C1QL4	0.3615
RNF165	-0.1955
DHRS9	3.7635
DNAH2	-0.119333333333333
FXR1	-0.240833333333333
ZMYM3	-1.1845
CASP3	0.931166666666667
FAM120C	0.246375
SCLY	-1.07875
CA7	-0.061
ENTPD5	-0.622333333333333
ZNF461	-0.029375
PDIA5	0.87525
C1orf19	-0.342166666666667
TMEM67	-0.2255
KCTD20	-1.11475
WDR47	0.916
FLJ38723	2.56
KLRF1	2.351
TAS2R16	0.1655
CLDN12	-0.74325
PRKCE	0.00274999999999999
UBXD4	-0.86725
ITGAM	4.15166666666667
GLT8D3	0.68725
WDR31	-0.2976
RGS2	1.95925
OR51L1	0.5665
MST1R	-0.77325
KIAA1737	0.39375
OR4A5	0.87
GLIS1	-0.436166666666667
PTMA	0.155
NAPA	-1.01475
PRDM11	0.07575
LIPF	0.878
DIRAS3	2.745
ASGR2	-2.018
C1QTNF4	1.1005
PIK3R4	-0.0653333333333333
ARMC3	0.174
NDUFV3	-0.150083333333333
BTBD3	-1.02616666666667
PPP1R2	0.22575
UBE2NL	-0.22675
FOSL2	0.891428571428571
FAM119A	-0.517333333333333
TUBA4A	-0.1854
KRTAP12-1	0.2305
SFRS2	-1.139
RHPN1	-0.7024
EEF2	-1.10883333333333
ZDHHC11	-2.72083333333333
EPHA3	-1.5136
RBM12	0.2195
H2AFJ	1.19108333333333
EDIL3	0.9445
KIF26A	0.087
SERGEF	0.275
B3GALT4	3.02825
LOC90925	0.814333333333333
OSCAR	1.717125
NPFF	0.00575000000000001
DEDD	0.223125
TMEM155	-1.496
PTPN1	0.536
SCYL2	0.296
SKAP1	2.547
LEAP2	-2.588
GADD45G	1.3507
IFITM3	0.859125
PILRB	-2.3485
SLU7	0.399625
DSC3	1.83775
DNMT3L	-0.85425
PAPD5	0.1155
B3GNT3	0.0573333333333333
LHCGR	0.775
MSL-1	-0.9405
UBE2S	-1.857875
SAP130	-0.259
ANAPC11	0.34175
MAGED4B	-1.0005
ATP6V1B2	1.49683333333333
C14orf179	1.156875
CAPZA1	0.508125
CDYL2	-0.363833333333333
GLRX3	0.0691666666666667
LOC136288	-0.8835
MOBKL1A	0.2135
HTR2B	3.449
CRYGD	0.193
NUS1	-0.296166666666667
PGRMC1	-0.575
MYOM2	0.881
FLJ39653	-2.00966666666667
CHM	-0.4849
OR5M8	0.496
ZNF619	0.1835
FAM105A	2.26225
CCNL1	-1.1875
NAP1L3	0.5245
C10orf57	0.409666666666667
B3GALNT1	0.703833333333333
CSN1S2A	0.6545
TCP10L	-0.34175
GDAP2	0.512875
DMKN	-1.5095
COX6B1	0.37775
DNASE2	0.9995
MSH5	-1.54925
LGMN	2.087375
USP31	0.2412
OR13C8	0.8755
SDCBP	1.9191
NUDT11	-1.1455
PYGL	-0.0493333333333333
SNPH	-0.447833333333333
B3GNT4	-1.3505
MIZF	-0.6802
NUBPL	-0.57325
NOD1	0.475833333333333
CDH22	1.22425
NUBP1	0.655
DSCAM	-3.59775
DGKI	1.0345
FAM136A	-0.5705
AKAP1	-0.381166666666667
SLC16A6	-1.0865
RIN3	1.919
PSG2	-0.0565
DIP2B	0.453
PSORS1C1	0.7961
KIAA0495	-1.2795
FLJ90709	0.460666666666667
LPA	-0.138833333333333
PIGA	-0.609
LY75	3.57783333333333
UTS2	-5.34116666666667
RREB1	-0.255125
GALNACT-2	0.3135
MGC3196	-0.49625
FLJ31568	-0.388
LPHN1	-1.3265
SP1	0.85725
TOX4	0.0473333333333333
HSPA9	-0.2866
APOBEC1	0.348
SLC35E4	-1.311
LSM5	-0.55875
SURF1	0.35875
ZBTB1	0.257583333333333
GTF2F1	-0.006125
RPS15A	0.180857142857143
DUSP21	-0.4535
GINS4	-2.56183333333333
MYO15A	-0.479166666666667
GIMAP7	4.8285
MGC13379	0.708
ATP6V1E2	-0.263666666666667
UTP3	0.64
HNRPA3	-0.0676875
MT4	0.0945
C14orf155	0.44425
U1SNRNPBP	0.844
CKLF	0.413333333333333
PLEKHN1	0.0363333333333333
MBNL1	0.483833333333333
NUP160	-1.26275
ACSM2A	-1.4475
LOC129881	-0.26575
KIAA1529	-1.023
FLJ22639	-1.28675
HAND1	-1.29
GSX1	0.6355
FGA	-3.67146666666667
SERPINB1	1.69325
ZNF642	0.7575
IGFBP1	-7.717625
SLC1A1	0.56125
DHX57	-0.44775
ZNF766	0.4155
PTPN21	0.2284
GDPD3	-0.8955
PNPLA5	0.603
TBR1	0.453
FAM116A	0.5315
IQGAP1	0.764625
FOS	0.510125
ZNF226	0.645125
FIGNL1	-0.975166666666667
C14orf1	-0.627166666666667
ZMYND17	-0.685
PUS7	-1.21733333333333
TUBB6	0.19425
KCNQ2	-1.0015
MARCH6	-0.961583333333333
CCDC33	0.628
PRODH	-1.7885
RBM11	0.37125
EPHA6	0.246
SLC43A1	-0.4585
LOC196541	0.1775
NTN1	1.25091666666667
ING4	0.49325
PCDHB10	0.60675
DPH2	-0.880166666666667
SPACA4	0.182
FBXL21	-3.025
DIAPH1	-0.710166666666667
ZNF71	0.9205
CEP76	-0.475
CORO1A	0.86225
RRM2	-1.7505
EDG4	-0.1325
OS9	-0.0275
SLC4A1AP	-0.26225
COG5	-0.5965
COPS8	0.704
NGLY1	-0.7045
NCBP2	0.007
C17orf42	0.375833333333333
GPSM3	1.477125
SIL1	0.755166666666667
ASB6	-0.42375
SMAD5OS	1.5095
UNC93A	-2.977
A1BG	0.04
C21orf62	0.51825
FMO5	-1.01975
ATRIP	-0.271166666666667
CEBPG	0.0948333333333333
C7orf38	-0.602
TNFRSF1B	2.52933333333333
CLEC1A	2.45266666666667
IQSEC1	0.090125
PATZ1	-0.5146
RBM22	0.343875
BAG2	-1.11816666666667
PAQR5	-1.53616666666667
C9orf127	0.0294
THNSL1	-0.7145
SHROOM3	0.2473
JAM2	3.6215
SNRPN	-2.663
ALX4	0.043
CACNA1S	0.736
FAM130A1	-0.4275
CORIN	0.278
CD300LB	1.6745
PLEKHG6	0.7315
LRRC40	0.16725
PCLKC	-0.71575
PCDHB16	0.958333333333333
WNT2B	-0.0191666666666666
ASNS	-2.19055555555556
MRPL49	-0.75875
FLJ46111	-2.76225
ISG20	0.214625
SMU1	0.0681666666666667
CASZ1	0.473
POLR1D	-0.231916666666667
GIN1	0.57675
SNAG1	0.9045
ANKRD29	0.44075
CDKN2AIP	0.27125
KRR1	-0.10575
CXCL1	0.0658333333333333
EPM2A	-0.3477
PC	-0.210333333333333
DEFB127	0.4985
PDZRN4	1.0525
FAH	0.63725
OR51E1	2.748
CDC2L6	-0.016
DNTTIP1	-0.11425
PAX8	0.1725
TMEM116	-0.5515
C1orf150	0.5595
PRO2012	0.13025
MRPL40	-0.145166666666667
BEX1	-2.8803
SLC2A4	-0.282833333333333
PKMYT1	-1.8465
FEZF2	-0.494
SLC26A9	-0.127
MAP2	0.591583333333333
LYL1	0.359
SLC25A19	0.390166666666667
NOS3	1.2165
ZNF34	0.176833333333333
TMPRSS11F	-1.214
FAM43A	0.518
FCRL4	-0.231333333333333
KLF14	0.6955
FLRT2	1.478
WRN	-0.366
SDF2	0.8002
KRT8P12	-1.94975
C6orf195	0.0915
C9orf125	0.341
DZIP3	-0.09775
RIT1	1.17633333333333
SCML1	-0.7955
RHBDF2	0.71825
OR2G3	0.3815
REXO1L1	0.525
MAP3K7IP3	-0.548875
C3orf57	-5.6245
FBXW11	-1.19383333333333
ETAA1	-0.6735
C14orf131	-0.9759
AKT1S1	-1.00175
SLC12A5	-0.159125
C9orf164	0.884
NRIP3	0.72175
NOS1AP	-2.14725
TMEM121	0.0625
SAP30BP	0.0383
DGCR6	0.16425
WDR76	-1.975
FAM82B	0.4215
LOC606495	-0.942
MAP9	1.80158333333333
BCDIN3D	0.82875
CXorf36	5.1395
DSCR3	0.3241
ZFAND3	-0.027625
C7orf43	0.256333333333333
SPSB3	0.2441
C19orf19	0.87525
FAM133A	-1.546625
C12orf25	0.40525
SLC39A3	-0.693625
DISP2	1.476
PI4KAP2	-2.1375
MKRN3	-1.9505
ADAMTS13	-0.541
CBLN3	0.2353
TTYH1	-0.335
C3orf18	0.9605
FLJ13236	-1.79625
ZMYND12	2.5415
C18orf25	0.143
GLB1L3	-0.8555
ATP13A5	-0.1685
RANBP10	0.0455
CD96	-0.0971
DENND1C	1.65
RBMS3	1.0346
SLC41A3	0.461833333333333
DGCR6L	0.0975
TMEM128	0.9335
CSNK1G3	0.4835
MOBKL2C	1.472
TSPAN6	-0.021875
MATN2	0.3856
MSL2L1	0.0176666666666667
ST6GALNAC2	-1.6145
FGFBP2	2.854
FGL1	-4.86466666666667
MPP3	-0.953833333333333
ARHGEF6	1.14016666666667
TGFBR2	1.450875
ACMSD	-1.01
IL33	5.53875
C9orf5	-0.353083333333333
DEAF1	0.2609
AMN	-0.2065
DEFA6	-0.0475
RNF212	-1.07125
METT5D1	-0.393166666666667
CIB1	0.8189
TSSK1B	1.00425
KIAA1727	-0.8075
ZNF680	-0.94275
LOC399900	-2.947
LOC152217	0.268833333333333
CTNNAL1	-1.7435
CIT	-0.99925
TLE6	0.256
ZNF607	-0.509
HERC4	-1.386
DRAP1	-0.5669
PEMT	-0.32675
C10orf111	-1.088
ZNF575	1.59675
KCTD7	0.1335
MYO1F	2.1295
LOC285382	1.0305
RAB11A	0.5351
PLCD3	-0.7465
C15orf28	-0.711
PTBP2	-0.23475
CTB-1048E9.5	0.148375
C19orf60	0.272166666666667
C7orf25	0.0805
SETD7	0.891875
HOXB9	-4.403
VANGL1	-0.21975
CHAF1B	-1.78775
NDUFA3	-0.058
KIAA1328	-0.00766666666666666
SHARPIN	-0.34475
TTC23	0.140875
UGP2	0.749833333333333
ANKIB1	-0.1024
CIRBP	0.668285714285714
SEC14L4	-2.22416666666667
OVCH1	0.0371666666666667
VPS52	-1.42475
FAT	-0.973875
M6PRBP1	-0.0515
GPRIN3	1.4215
PPM1F	1.1275
TSR1	-0.75225
CCDC85A	2.6025
PCSK5	2.85875
ZFHX3	-0.073
HEMK1	-0.3887
PGBD2	-0.2675
RSRC2	-0.230166666666667
AURKC	-1.34866666666667
SCRIB	-0.667125
ORM2	-3.68866666666667
FAM115A	-0.6377
FZD6	-0.722875
UNC119	0.0831666666666667
GPX3	0.8245
NOV	0.0245
CABC1	0.260125
CDC42SE2	0.57975
EIF2S2	-0.2492
RNF130	2.151125
CKAP5	-1.78233333333333
RP11-413M3.2	1.135875
C10orf18	0.497
TMEM93	-0.3135
DYX1C1	2.1475
KCNMB2	-1.40375
ANK3	-0.923166666666667
KRT5	0.6511
CDH12	-0.891875
QRSL1	-0.944
JUB	-1.93475
SHC4	-1.705125
CCL15	3.13683333333333
CCDC22	0.26325
SNX24	1.01375
RARS	0.3265
MORC2	-0.304
FAM48A	-0.25675
MT1H	0.4055
PPP1R14C	-0.948666666666667
FOXD1	-1.94307142857143
C1orf213	-1.3825
AMT	-1.4116
DSN1	-0.95225
PTPLAD2	3.70425
DIS3L	-0.5455
RASL11A	1.01975
GPRC5B	0.647125
FRMD7	-0.0065
STRN4	-0.46375
KITLG	1.67222727272727
HDGF	-1.3785
OR1S1	0.2305
SETX	0.4866
DDR2	0.524125
KCTD12	4.45075
LYZL2	-0.32
WDR52	-0.8725
TMEM2	1.03475
ZNF579	0.7005
LOC200810	-0.027
TNFSF9	-2.013875
PPFIA4	-3.432
CNIH3	1.16166666666667
MAP4K4	-0.666357142857143
ROD1	0.123285714285714
ALS2CR12	-0.348
DOCK3	-0.0696666666666667
PAQR9	-3.62625
ASB17	-0.00879999999999998
STX16	-1.789625
FEZ2	1.1585
DLAT	-0.178166666666667
KIF21B	-0.883833333333333
CDC5L	-0.62225
TMEM119	1.77416666666667
CRIP3	-2.12375
TPSD1	0.1245
TEPP	1.1955
GNGT2	2.54175
C21orf121	0.4605
WNK1	-0.557583333333333
FLJ10490	0.4993
OR51B5	-1.628
LOC203547	0.640375
HAS1	0.0915
PPA1	-0.0143333333333333
ST7	-1.229125
C11orf46	0.8645
POPDC3	-1.4425
ACOX2	0.907666666666667
ATCAY	-0.259916666666667
TM4SF19	2.11025
MFSD9	0.0496666666666667
PDHB	0.16325
ERN1	0.6145
LCE3C	0.619
GPR111	-0.213
NOTCH3	2.425
ADAMTS5	3.80625
B3GALT1	-1.18725
UGCGL1	0.373333333333333
FAM58A	1.02216666666667
FBXO32	2.1555
CLPP	-0.09575
NXPH1	-1.41725
MTMR3	0.8575
ATP1B3	0.6865
TMEM16A	3.39625
HIST1H3F	-0.526166666666667
TRIM25	0.523166666666667
SDCBP2	1.636
CRKL	-1.768125
HOXB2	0.971833333333333
ANP32B	-0.23825
GATM	3.4345
AP4E1	-0.312125
EDG5	0.817125
CDKN3	-0.230333333333333
CDH4	-2.57575
PGD	-0.274666666666667
RND1	0.236
GAD1	-2.8329
MPG	0.3415
LOC440350	-1.163
ZNF133	0.00525
SERPINB12	-0.097
AMELY	0.4012
DHX36	-0.6885
TNFAIP8L2	4.638
PHTF2	-0.270166666666667
CCDC112	0.059
IQCC	-1.7045
HEYL	3.60683333333333
FTSJ2	-0.451166666666667
APPL1	1.121375
RAB43	0.654857142857143
OR10G2	0.655
WAC	0.116166666666667
ADCY9	-0.1005
RUNDC2B	1.02833333333333
PYCRL	-0.1769
AGPAT7	-0.6965
SLC22A9	-0.897166666666667
CDKAL1	-1.218
PDYN	-0.438833333333333
C20orf74	0.855
MTMR11	1.463
VAV3	2.15608333333333
DAPL1	0.9875
STXBP3	0.8245
EIF3G	-0.352
ARHGAP22	1.3915
NPFFR1	0.1465
NPC1	0.0965
ALDH9A1	0.7365
ZNF600	-0.36125
ZNF678	-1.18466666666667
RASSF1	0.28025
ADD2	-2.264
PITPNB	-0.26525
PKD2L2	0.233571428571429
LRP11	-0.9425
CDKL1	0.20975
SMEK2	-0.27725
PRODH2	-2.8155
C11orf54	-0.172166666666667
SFRS11	-0.865833333333333
IL7	1.628
ALS2CR16	0.73625
BTG3	-0.4815
PAK2	0.285166666666667
RP11-679B17.1	1.56025
GATA4	-1.799
ATP2B1	-0.109
LOC130940	-0.508
C1orf172	0.268166666666667
ATF7IP2	-0.6405
SLC25A43	-0.472666666666667
CENTG3	0.2855
IGF2BP1	-3.8016
FCHSD1	0.455
CAMK2N2	1.78416666666667
ELAVL3	-0.3315
NBPF15	-0.316666666666667
UBE2J2	-0.360416666666667
GNL2	-0.80425
PRR3	-1.2251
NLF2	1.68775
OR4F6	-0.4875
KLHL24	1.11533333333333
CCDC88A	0.6974
SGPP1	-0.0691666666666667
C10orf11	2.1885
SLC35B4	-0.4405
UGT3A2	-1.7715
ARNT2	-0.4348
CBR1	0.341625
ITPR3	-0.704166666666667
TRAPPC6B	-0.2116
AMZ1	0.169
ARP11	0.3845
WDSUB1	-0.177
APBA1	0.754
RAB2A	0.9189
C6orf162	0.40775
HPSE2	0.325
PLCE1	-0.31475
INSL3	1.0095
DLG1	-0.759
PTPLA	-2.81625
PIGX	-0.605875
TFIP11	0.167166666666667
FIBIN	3.444
POLR2G	-0.26325
GRAP2	-1.6519
DNAJB8	-0.3245
CNBP	0.4705
WASF1	-0.899
INPP5E	-1.3362
HSPB1	-0.8058125
TMEM167	0.4833
CUBN	0.803
IGF1	4.123875
ITPK1	0.2118
NAALAD2	-1.440625
G3BP1	0.5554
NT5DC1	-0.227875
CYP39A1	0.823
TMEM139	0.840916666666667
POLK	-0.0981
GLULD1	-1.0715
RBM15	-1.01516666666667
AMZ2	0.06825
GDF15	-0.513833333333333
MESDC2	-0.24425
INCA	1.8485
ACY1L2	-0.7315
GZMM	-0.146833333333333
PAIP1	-0.45925
CACNA2D1	-0.187
STK32C	-0.922166666666667
SH3BP4	-0.968666666666667
DEC1	0.579
PADI1	0.2225
UBB	0.3864
PON3	0.734833333333333
PROP1	1.1745
ANKRD13B	-1.1655
ADCK1	-0.65175
TCF25	0.47875
SLC38A5	-1.462
CXorf26	0.668833333333333
C19orf39	0.2445
PPP1R13B	0.01475
ARL2	-0.8625
TCL6	0.4055
TOP3A	-0.73
SLC16A14	-0.202625
FXYD6	1.9285
HIST1H4E	-0.5015
BBC3	0.269263157894737
UNC5A	0.718333333333333
FAM86C	-0.6423
PI4KB	-0.53675
B3GAT1	-2.2535
SUSD2	2.11033333333333
OAZ2	0.2725
NOC4L	-0.89375
C10orf12	-0.47
FADS1	-2.17583333333333
LOC144097	-1.097
DKK2	0.924333333333333
KIAA1949	0.6755
RHOT1	-0.4151
OXT	1.87016666666667
GPR153	1.4975
ARL4A	-0.154333333333333
SAAL1	-0.5655
CCDC64	-0.5925
USE1	-0.280666666666667
HNMT	2.343
PCGF3	-0.39175
CYP2C19	0.721
C20orf4	-0.3535
CCDC11	0.179
ACSBG2	0.574
RWDD2A	0.61175
PALLD	2.102125
CPLX4	1.7175
LOC492311	1.69725
KPNA2	-1.30216666666667
MACROD1	-1.2049
TMCO3	-0.543833333333333
C15orf52	0.6125
BIRC5	-1.00153333333333
PRR16	0.843833333333333
