Hybridization REF	TCGA-A8-A06N-01A-12R-A056-07
RY1	0.0948333333333333
ATAD2B	0.0525
ARHGAP17	-0.2095
KCNIP3	-1.2825
SFPQ	0.566125
GFRA4	0.373333333333333
AKR1B10	-5.0965
TIGD6	2.2615
RGS16	0.24925
URB1	-0.949
OR4C46	0.3285
TOP3B	-0.81875
NFATC4	0.3595
CA14	-2.21025
BMPR1A	-0.425
SNRP70	-0.45925
PRL	-0.319181818181818
C6orf130	0.086
STAG2	0.4655
CD55	-0.955
RPS23	0.775333333333333
SSX2	-1.45716666666667
FDPSL2A	-0.4965
FBXO27	0.93725
SYNGR3	-1.69883333333333
TMSL3	-0.70475
EML1	-2.354
NUP93	-0.9665
SMAD3	0.00639999999999999
KIAA1189	-0.741833333333333
HNRPUL2	-0.455166666666667
TBC1D12	0.587333333333333
C16orf24	1.45725
MRVI1	1.36216666666667
ZNF581	-0.796833333333333
ELOVL3	-2.4625
OR51Q1	0.698666666666667
CACNB3	0.156333333333333
GALNT13	-2.067875
C10orf84	0.7934375
NEDD4	-0.7341
SPO11	1.1455
OR5AU1	0.471
NEK4	0.987285714285714
PRKAR2A	-0.895333333333333
IHPK1	-0.622333333333333
ATP6V0B	2.559375
CACNA1E	0.6815
CEACAM8	0.104833333333333
PEX14	0.419
FLJ12993	4.009
ZBTB38	0.118666666666667
PCTK2	2.08333333333333
LRRC16	0.6846
FBLIM1	-1.42708333333333
FYCO1	0.687
RP5-1022P6.2	-0.507166666666667
CMTM1	0.107333333333333
PLTP	-0.623
RAPH1	0.83575
DOCK8	-0.144375
EZH2	-1.79426666666667
SLC25A1	-0.264166666666667
PLEKHB1	1.1802
GRB7	1.9549
ZFP37	-2.2205
MRPL33	-0.0825
PELO	0.19275
ARMC1	0.862
C9orf27	0.153
FLJ25778	0.122
C9orf37	-0.801833333333333
TMEM66	-0.08075
SPRN	0.083875
HBEGF	-0.900125
PI4KA	0.028
LEPRE1	-1.654
POU2AF1	-5.351375
MRPL12	-0.108333333333333
REP15	-1.133
ZC3H3	1.2855
RASAL1	-2.221
DDAH1	1.250375
ACBD5	0.22225
TMC2	0.849
CCDC137	-0.51975
SAMD13	-2.6575
UGT2B15	-0.431666666666667
TIPARP	-1.743
DNASE1L3	0.4415
TRIM72	0.329333333333333
DBX2	-0.17625
IPO8	0.46875
C21orf88	-0.7365
MAP3K14	-0.6345
LOC51233	0.700166666666667
GGTLA4	1.1185
PDE6D	-0.1335
ZNF117	-0.3705
CLK2	-0.21725
NKRF	-0.50825
TNFSF15	-0.3338
DUSP2	-1.461
SECISBP2	0.4835
GABRR2	-0.54
PPAP2C	2.3155
LOC51145	0.2272
PAG1	-0.632125
PIK3C3	-0.1395
GNG10	-0.488
APOL4	0.400166666666667
ANKRD28	-0.466375
STMN3	-0.5655
RAB14	0.1764
CDK2AP2	-0.95225
HDDC3	0.913375
COMMD7	1.029625
CXXC1	0.10775
HMCN1	-3.317
CD40	-1.0855
DYNC1LI2	-0.148875
GDI1	1.43575
LOC646938	-0.16475
VSNL1	-0.370333333333333
PIH1D1	-0.5505
RAET1G	-1.436
KRTAP5-9	-0.0895
EFTUD2	0.18925
ZNF311	-1.212
ATP6V1G3	-0.61275
OR2W3	-1.27225
SCN4A	0.2055
MED10	-0.642125
FAM135A	1.0455
ARHGAP4	-1.7185
EHMT2	-0.6185
UFD1L	-0.3505
ERMP1	-0.031
MAG1	-0.183666666666667
THAP8	0.397666666666667
HACE1	0.1355
FAM82C	1.11416666666667
C3orf20	-0.525
UNC84A	-0.2
SCD5	0.197928571428571
LASS6	2.406875
LSG1	-0.00933333333333333
MAL	-6.143
GPR22	0.4425
WDR5B	1.79125
ACTRT1	-0.2845
C17orf60	-0.706
GRIN2C	-0.0147
ARMC8	-0.349166666666667
SLC47A1	-3.048
DMPK	0.42
DHRS13	0.7395
SMC1A	-0.512166666666667
KRTAP17-1	2.0055
SMYD5	-0.23425
TUSC2	0.126375
CRHR2	0.1005
KIR3DL2	0.0545
CCDC104	0.91725
ATP2C1	0.234875
CROT	0.5515
PABPC3	-0.756833333333333
EGR1	-3.4625
THSD1	0.12025
KHK	-1.15475
SLC12A2	2.6199375
CD58	-1.9975
STOX2	-1.826
CCDC76	0.3218
CCDC48	4.84325
DNAH1	-0.0741666666666667
ZIC4	-0.38575
OR1G1	0.7685
PSMC6	-0.056
PROKR1	0.031
ABCB1	-2.341625
TRAT1	-2.54175
LLGL1	-0.219
MTF1	1.415
USP54	0.63425
PAGE2B	-1.8285
ITGB7	-4.191
CCDC81	-0.286
LOC149837	0.94275
SCUBE1	-0.2235
ZSCAN10	0.5715
HUWE1	0.0572857142857143
CDH17	0.719
CD180	-0.124
IL17A	0.25275
TMPO	-0.87875
KIAA1524	-1.807
HDGFRP3	0.505166666666667
OXCT1	-0.212636363636364
RRAS2	-1.55233333333333
LTBP2	-0.125125
SV2B	-1.983
CYP2A6	2.097625
PKD1L2	-0.977
PPM1M	0.2405
FLJ22662	3.93266666666667
ZNF502	-1.669
GP6	-1.02375
CRYBA2	-1.48625
LEF1	-4.1667
CTPS	-1.15528571428571
EYA1	-2.90333333333333
EPS8L1	0.23625
MAPK14	-0.40575
SERPINB2	-5.555
GTF2F2	-1.0835
ZNHIT4	0.219
PLA1A	-0.148375
C20orf114	3.732
HPR	-4.952
C18orf2	-2.9176
SATB2	-0.303
KCNJ9	0.440375
MGC157906	1.131
MOCS3	0.446
C17orf71	0.718666666666667
PPHLN1	0.1276
HIST1H2BN	-0.851875
RAPGEF1	-0.686125
MAP3K8	-0.0745
DLG4	-0.384
STC1	0.791333333333333
CDGAP	0.10325
DDX26B	-1.12625
LOC150223	-0.93275
CPSF3	-0.696
TMEM14A	0.939
MYH3	-1.18275
GPKOW	0.73125
SULT1A1	1.13166666666667
SPON1	-3.3454
YY1AP1	0.729666666666667
RAB23	-0.63925
PLA2G4A	-4.8855
MAPRE3	0.43925
ZNF516	1.41321428571429
GGPS1	0.791
EXOC3L2	-0.260125
C19orf42	0.8302
MAP2K2	-0.167833333333333
HIST1H2BB	0.3525
RNF19B	1.125
C6orf128	-1.14183333333333
TLR8	1.73675
PCDHA9	1.0305
CARS2	-0.257375
CLUL1	3.59283333333333
RHAG	-4.12833333333333
UNK	0.9675
EXOC8	1.3324
C9orf95	0.5405
C14orf143	0.358333333333333
MAML3	0.89525
LDHA	-1.90725
MRPL20	0.585
KLHDC6	-0.210333333333333
ATP5S	-0.0935
C8orf55	0.5635
PHF19	-2.881625
KRTAP13-4	0.5485
TTC5	0.9075
XKR5	-0.321
SILV	-4.87383333333333
TEX28	-0.3145
TCTN1	1.4495
CX40.1	0.5455
PPP2R5C	-0.22175
C12orf30	-1.19816666666667
CAPG	1.22025
MPZL1	-0.20255
ARSB	-1.788
TDH	-1.001
WASF4	0.1775
TSSK3	-0.501666666666667
7A5	-1.2725
CRISPLD1	-2.00175
MAD1L1	-0.0125
SPIN4	-0.389666666666667
AMPD1	-2.16125
DPYSL5	0.0155
INPP1	-1.01833333333333
ANKRD11	-1.37866666666667
NPAS4	-0.012125
GCET2	-0.3442
RNASE9	0.54
GUCY2D	0.321666666666667
CCDC98	-0.352
FGF4	-0.656125
CPM	0.170833333333333
SLC26A4	1.56483333333333
PLD5	0.165333333333333
FAM59A	0.193
FBXO5	-3.26522222222222
SIPA1L1	-0.01675
DPYS	0.3625
ATG4D	0.35675
TGM3	3.0675
MTCH1	0.424875
HK1	-0.00235714285714285
CDC26	-0.368
GALNT12	-5.00466666666667
LOC339229	1.0005
MRPL35	-1.769
ORC4L	0.382125
TNKS	-0.904071428571428
C2orf24	0.4895
ZNF553	0.797333333333333
GGTLA1	1.0873
ZNF497	0.8645
CDY1B	0.5225
SLC30A4	0.96225
TUB	-1.829625
ARHGEF18	0.66025
ARRB1	1.63625
KCNK1	-6.894125
EREG	-3.4381
SCAMP5	1.63775
RUNDC3B	0.304
ADAMTS20	0.2115
IL17RB	2.3545
FLJ20323	-0.14875
MCAM	-0.50175
POLR3E	-1.136
AQR	0.063
IPMK	-0.6255
CDCA7	-3.771375
CAMP	1.51025
GRHL3	-0.68725
ADAMTSL2	0.2615
CLMN	1.82833333333333
SSTR3	0.3365
MAGEA5	-2.61683333333333
OVOL2	4.28325
JMJD1B	0.5565
RBL2	0.2376
PYGO2	0.904
PPP1R10	0.468166666666667
CSE1L	-1.44
LCA5	1.541
RDH16	0.9775
ASRGL1	-1.043
TOM1	0.247666666666667
PTX3	-7.743
TTC15	0.51
SCGB3A1	0.933666666666667
MRPL50	-1.592
RCAN3	0.42325
SLC26A11	2.087
STYX	-0.332833333333333
CINP	-0.08575
MARCH7	-0.07
PFKM	0.318
SGMS1	0.4825
RIOK3	-0.4801
C1orf110	0.122
CES7	0.657
LOC440248	-1.31125
PPP1R12C	-0.373
C10orf27	0.582
ATG9A	-0.935
MRPS26	0.855375
TMEM40	-1.233
ELP3	-0.6323
ZNF787	0.134
HIAT1	0.708625
C8orf34	0.0561666666666667
MGC4655	-1.9379
PELI1	-1.60433333333333
PPT1	2.3664
SLC35C2	-0.411833333333333
C6orf125	-0.008
MUC4	-2.02983333333333
RFC4	-1.92914285714286
GNB2	0.303333333333333
NUP50	0.0625
SULT4A1	-2.395
C7	0.478428571428571
CCDC130	0.184
ARRDC4	1.06825
RQCD1	-0.4065
GLYCTK	-1.1075
AYTL2	-0.623727272727273
MTUS1	0.4304
LEMD3	0.798
PLEKHF2	3.81175
HOXA7	-1.586125
GTF3C2	-0.9975
DYNLRB2	4.182
CNOT10	-0.4065
MR1	0.272333333333333
FFAR1	0.14775
PRIC285	0.83
SLITRK6	-2.76125
LIX1	-2.3793
UBE1L2	-0.234416666666667
F8	1.913625
ACHE	-0.0398333333333333
KPNA5	0.27875
TNFRSF12A	-3.41733333333333
EGR3	-3.633
SERPIND1	-3.72583333333333
OASL	3.7025
IFRD1	-1.884
WDFY1	-0.409166666666667
ZNF267	-0.071
ACCN5	0.722
ZBTB6	-0.33375
PPP1R3A	0.459
PRRT3	2.9935
FBXL19	-0.794
TXNIP	2.60921428571429
ACTN2	-1.781
ATG9B	-0.421125
C9orf117	0.851
IL27	-1.648
RPL36AL	-0.162833333333333
KLK15	-0.0855
CHAD	0.5635
RAP2B	-1.2296
HEBP2	0.97375
ZNF342	0.642
CAMK2G	-0.572
TLR3	2.03075
FGF14	-0.17675
HMGB2	-0.759625
TRPM5	-0.125666666666667
OR5M11	0.0995
KIF3B	1.35857894736842
PRICKLE2	-3.43825
MTMR9	-0.72225
C3orf27	0.4175
GLRA3	-2.849
NSDHL	0.3935
TMEM32	0.79
POLR2D	-1.44783333333333
MYADML	0.159
C9orf114	-0.2855
MRGPRX1	0.7275
TOPORS	0.57975
CLDN19	-1.6245
C1QL4	-0.384
RNF165	-0.3495
DHRS9	-1.30575
DNAH2	-0.275833333333333
FXR1	-1.21916666666667
ZMYM3	-0.610375
CASP3	-0.526666666666667
FAM120C	-0.564125
SCLY	-1.306
CA7	-0.1065
ENTPD5	2.55766666666667
ZNF461	0.410125
PDIA5	-1.55475
C1orf19	-1.48366666666667
TMEM67	1.4315
KCTD20	-1.25275
WDR47	1.4955
FLJ38723	0.555
KLRF1	-0.153666666666667
TAS2R16	-0.0545
CLDN12	0.87775
PRKCE	1.16775
UBXD4	-0.93025
ITGAM	2.147
GLT8D3	-0.00875
WDR31	0.0578
RGS2	-2.86025
OR51L1	0.394
MST1R	-1.02475
KIAA1737	1.70925
OR4A5	0.407
GLIS1	-2.42166666666667
PTMA	-0.247071428571429
NAPA	1.4
PRDM11	1.04375
LIPF	-1.831
DIRAS3	-1.28575
ASGR2	-4.78175
C1QTNF4	0.3555
PIK3R4	0.576333333333333
ARMC3	1.12875
NDUFV3	-0.612083333333333
BTBD3	-0.0918333333333333
PPP1R2	0.00325
UBE2NL	-0.11875
FOSL2	-0.412428571428571
FAM119A	-1.7325
TUBA4A	-0.722
KRTAP12-1	0.193
SFRS2	0.01875
RHPN1	0.7215
EEF2	-0.306
ZDHHC11	2.027
EPHA3	-1.8997
RBM12	0.39925
H2AFJ	2.42933333333333
EDIL3	0.748
KIF26A	-2.55925
SERGEF	0.93825
B3GALT4	3.13625
LOC90925	0.222666666666667
OSCAR	-0.305375
NPFF	-0.450875
DEDD	0.46
TMEM155	-0.897375
PTPN1	2.38425
SCYL2	0.5455
SKAP1	3.2925
LEAP2	-1.6475
GADD45G	2.7119
IFITM3	1.077875
PILRB	-0.153666666666667
SLU7	0.64175
DSC3	-1.43475
DNMT3L	-1.342
PAPD5	-0.226
B3GNT3	-2.78566666666667
LHCGR	0.2035
MSL-1	0.215
UBE2S	-1.539
SAP130	-0.4475
ANAPC11	1.257
MAGED4B	-4.1875
ATP6V1B2	-0.997833333333333
C14orf179	1.75725
CAPZA1	-0.17975
CDYL2	0.199833333333333
GLRX3	-1.8615
LOC136288	-0.6015
MOBKL1A	0.74775
HTR2B	2.56875
CRYGD	0.137333333333333
NUS1	-0.613166666666667
PGRMC1	0.5985
MYOM2	-2.821
FLJ39653	-0.3855
CHM	0.6199
OR5M8	0.4885
ZNF619	0.215
FAM105A	0.82375
CCNL1	-0.67975
NAP1L3	-3.53675
C10orf57	1.50733333333333
B3GALNT1	1.86416666666667
CSN1S2A	-0.5145
TCP10L	1.56225
GDAP2	-0.09175
DMKN	0.891666666666667
COX6B1	0.08175
DNASE2	1.10566666666667
MSH5	-1.21475
LGMN	-0.398
USP31	0.2347
OR13C8	0.9025
SDCBP	-0.3001
NUDT11	-5.119
PYGL	0.402833333333333
SNPH	0.104333333333333
B3GNT4	-1.778
MIZF	-0.6047
NUBPL	0.17975
NOD1	-0.634166666666667
CDH22	-0.6845
NUBP1	0.0371666666666667
DSCAM	-4.72
DGKI	-0.601
FAM136A	-1.09475
AKAP1	0.9285
SLC16A6	3.1825
RIN3	-1.2
PSG2	0.748
DIP2B	0.588416666666667
PSORS1C1	-1.0735
KIAA0495	0.2005
FLJ90709	0.2635
LPA	-0.2905
PIGA	-0.336833333333333
LY75	2.49216666666667
UTS2	-7.28083333333333
RREB1	-0.1225
GALNACT-2	-0.3988
MGC3196	-1.18725
FLJ31568	1.92375
LPHN1	0.68525
SP1	0.65525
TOX4	1.351
HSPA9	0.6521
APOBEC1	0.171
SLC35E4	-0.619
LSM5	-1.2505
SURF1	1.522
ZBTB1	0.145416666666667
GTF2F1	-0.04925
RPS15A	-0.600571428571429
DUSP21	-0.707166666666667
GINS4	-3.1005
MYO15A	0.280833333333333
GIMAP7	2.01125
MGC13379	1.32425
ATP6V1E2	0.911833333333333
UTP3	1.0925
HNRPA3	-0.85475
MT4	-0.022
C14orf155	-0.05825
U1SNRNPBP	1.32925
CKLF	-1.32116666666667
PLEKHN1	-2.15083333333333
MBNL1	-0.892416666666667
NUP160	-1.03175
ACSM2A	-2.30825
LOC129881	1.3115
KIAA1529	0.58325
FLJ22639	-0.66975
HAND1	-1.3425
GSX1	0.503
FGA	-3.9893125
SERPINB1	-0.4685
ZNF642	1.107
IGFBP1	-8.69
SLC1A1	-2.683375
DHX57	-0.3015
ZNF766	-0.3115
PTPN21	-2.2719
GDPD3	3.22866666666667
PNPLA5	0.0125
TBR1	0.803833333333333
FAM116A	0.1085
IQGAP1	0.0465
FOS	-2.414375
ZNF226	0.82625
FIGNL1	-0.5915
C14orf1	0.7495
ZMYND17	0.221
PUS7	-1.528
TUBB6	-2.390625
KCNQ2	-1.3765
MARCH6	0.5775
CCDC33	0.0425
PRODH	-2.3945
RBM11	2.8685
EPHA6	0.109428571428571
SLC43A1	-1.1305
LOC196541	0.168625
NTN1	1.64058333333333
ING4	1.11175
PCDHB10	0.04425
DPH2	0.0733333333333333
SPACA4	0.856
FBXL21	-4.891
DIAPH1	-1.0535
ZNF71	0.176333333333333
CEP76	-0.317
CORO1A	-1.85475
RRM2	-3.2215
EDG4	0.454
OS9	0.359166666666667
SLC4A1AP	0.3145
COG5	-0.54025
COPS8	-0.08375
NGLY1	-0.75525
NCBP2	-0.537625
C17orf42	-0.0526666666666667
GPSM3	0.037875
SIL1	0.416666666666667
ASB6	-0.24525
SMAD5OS	-0.2635
UNC93A	-3.628375
A1BG	0.396833333333333
C21orf62	0.6395
FMO5	0.743166666666667
ATRIP	0.545333333333333
CEBPG	-0.229
C7orf38	1.09833333333333
TNFRSF1B	-0.526
CLEC1A	1.1145
IQSEC1	1.093
PATZ1	1.2431
RBM22	1.1685
BAG2	-3.6495
PAQR5	-2.84766666666667
C9orf127	0.9166
THNSL1	-0.035
SHROOM3	2.3003
JAM2	-1.7825
SNRPN	-1.41575
ALX4	0.0565
CACNA1S	0.1045
FAM130A1	1.1655
CORIN	0.056
CD300LB	1.448
PLEKHG6	0.8795
LRRC40	-1.0445
PCLKC	-1.72475
PCDHB16	-1.5715
WNT2B	-0.951
ASNS	-1.52155555555556
MRPL49	-0.24875
FLJ46111	-1.08325
ISG20	-0.230375
SMU1	-0.452
CASZ1	1.1685
POLR1D	-0.707833333333333
GIN1	0.19825
SNAG1	0.7835
ANKRD29	0.87825
CDKN2AIP	0.46
KRR1	0.78275
CXCL1	-4.81016666666667
EPM2A	-0.2711
PC	0.133333333333333
DEFB127	0.551
PDZRN4	0.5935
FAH	1.53925
OR51E1	1.502
CDC2L6	-0.218166666666667
DNTTIP1	0.19375
PAX8	1.04475
TMEM116	1.8185
C1orf150	0.3905
PRO2012	0.09725
MRPL40	0.7305
BEX1	3.0795
SLC2A4	-1.40166666666667
PKMYT1	-1.525
FEZF2	-0.6255
SLC26A9	-2.2665
MAP2	0.130545454545455
LYL1	-1.84975
SLC25A19	-0.0693333333333333
NOS3	-0.479
ZNF34	2.31033333333333
TMPRSS11F	-0.688
FAM43A	-1.02225
FCRL4	0.208333333333333
KLF14	-0.072
FLRT2	-3.04433333333333
WRN	-2.52775
SDF2	1.6412
KRT8P12	-0.60225
C6orf195	0.168
C9orf125	-2.411
DZIP3	0.463625
RIT1	0.289416666666667
SCML1	-1.12033333333333
RHBDF2	-0.126375
OR2G3	0.5405
REXO1L1	-0.034
MAP3K7IP3	-0.386125
C3orf57	-0.8265
FBXW11	0.152666666666667
ETAA1	-0.069
C14orf131	1.0252
AKT1S1	-0.18825
SLC12A5	-1.3035
C9orf164	1.93175
NRIP3	3.16925
NOS1AP	0.16775
TMEM121	1.3195
SAP30BP	0.8272
DGCR6	1.25
WDR76	-1.42075
FAM82B	0.3805
LOC606495	0.6285
MAP9	1.68691666666667
BCDIN3D	1.88275
CXorf36	2.411
DSCR3	-0.1433
ZFAND3	0.075
C7orf43	0.258333333333333
SPSB3	0.9606
C19orf19	0.21125
FAM133A	-3.73542857142857
C12orf25	1.02075
SLC39A3	-0.32575
DISP2	2.37675
PI4KAP2	-1.114
MKRN3	-2.832
ADAMTS13	0.65325
CBLN3	0.287888888888889
TTYH1	-2.38833333333333
C3orf18	0.81975
FLJ13236	-3.15375
ZMYND12	3.99725
C18orf25	0.8135
GLB1L3	-1.649
ATP13A5	0.944
RANBP10	0.10575
CD96	-2.5979
DENND1C	-1.445
RBMS3	-1.8564
SLC41A3	0.268166666666667
DGCR6L	1.23275
TMEM128	2.07066666666667
CSNK1G3	0.969
MOBKL2C	1.275
TSPAN6	-0.59925
MATN2	-1.8095
MSL2L1	-0.08
ST6GALNAC2	2.08683333333333
FGFBP2	-0.442625
FGL1	-6.81816666666667
MPP3	-1.345
ARHGEF6	1.17866666666667
TGFBR2	-1.0835
ACMSD	-1.57575
IL33	-0.38625
C9orf5	0.431333333333333
DEAF1	0.6712
AMN	-0.0165
DEFA6	0.2575
RNF212	-1.94
METT5D1	0.837666666666667
CIB1	0.2957
TSSK1B	0.33
KIAA1727	2.89925
ZNF680	0.56075
LOC399900	-0.396
LOC152217	0.0506666666666667
CTNNAL1	-3.1845
CIT	-1.896
TLE6	2.36
ZNF607	-0.304
HERC4	-1.43766666666667
DRAP1	-0.5829
PEMT	-0.7695
C10orf111	-0.0725
ZNF575	0.844875
KCTD7	-0.4455
MYO1F	-0.185625
LOC285382	-0.88225
RAB11A	0.5333
PLCD3	-0.9805
C15orf28	0.2225
PTBP2	0.21775
CTB-1048E9.5	0.162125
C19orf60	-0.259666666666667
C7orf25	0.688666666666667
SETD7	1.169875
HOXB9	-5.031
VANGL1	-0.911125
CHAF1B	-0.9945
NDUFA3	0.57075
KIAA1328	-0.249666666666667
SHARPIN	1.258625
TTC23	-0.863125
UGP2	0.11525
ANKIB1	0.000599999999999995
CIRBP	2.40428571428571
SEC14L4	-2.9625
OVCH1	-0.8345
VPS52	0.705
FAT	-3.540125
M6PRBP1	-0.95975
GPRIN3	0.075
PPM1F	-1.41083333333333
TSR1	-1.03075
CCDC85A	0.871
PCSK5	-1.23875
ZFHX3	1.1305
HEMK1	0.4637
PGBD2	0.4745
RSRC2	0.238333333333333
AURKC	-2.51983333333333
SCRIB	1.04625
ORM2	-5.07033333333333
FAM115A	-0.0148
FZD6	1.7275
UNC119	0.06
GPX3	-1.7688
NOV	-2.082625
CABC1	0.997125
CDC42SE2	-0.1598125
EIF2S2	-0.5008
RNF130	0.10375
CKAP5	-0.451666666666667
RP11-413M3.2	0.948375
C10orf18	0.3172
TMEM93	-0.5395
DYX1C1	1.734
KCNMB2	-1.39814285714286
ANK3	1.11725
KRT5	-3.427
CDH12	-1.96114285714286
QRSL1	0.0855
JUB	-3.1055
SHC4	-2.611125
CCL15	0.503833333333333
CCDC22	0.5825
SNX24	1.5215
RARS	0.16025
MORC2	0.17725
FAM48A	-0.5955
MT1H	-0.0785
PPP1R14C	-4.29883333333333
FOXD1	-2.97471428571429
C1orf213	-2.03425
AMT	-1.4535
DSN1	-0.76725
PTPLAD2	-0.53775
DIS3L	-0.12
RASL11A	0.201
GPRC5B	-0.217375
FRMD7	0.5365
STRN4	0.4495
KITLG	4.4985
HDGF	-1.12275
OR1S1	0.516
SETX	-0.316
DDR2	-2.139125
KCTD12	0.05075
LYZL2	1.629
WDR52	0.735
TMEM2	1.694
ZNF579	0.386666666666667
LOC200810	0.62325
TNFSF9	-2.555875
PPFIA4	-3.34175
CNIH3	-2.409
MAP4K4	-2.53928571428571
ROD1	0.404357142857143
ALS2CR12	1.01516666666667
DOCK3	1.99166666666667
PAQR9	-3.612
ASB17	0.245
STX16	-0.9425
FEZ2	-0.404166666666667
DLAT	-0.819833333333333
KIF21B	-1.9675
CDC5L	-0.3415
TMEM119	0.517166666666667
CRIP3	-1.5065
TPSD1	0.0173333333333333
TEPP	-0.183
GNGT2	0.80125
C21orf121	0.50275
WNK1	0.47875
FLJ10490	0.7837
OR51B5	-2.4185
LOC203547	-1.235375
HAS1	-1.687
PPA1	-2.15566666666667
ST7	0.266375
C11orf46	0.8009
POPDC3	-0.249166666666667
ACOX2	1.62883333333333
ATCAY	-0.667166666666667
TM4SF19	-2.49425
MFSD9	-0.8765
PDHB	-0.37125
ERN1	-0.098
LCE3C	-0.085
GPR111	0.1485
NOTCH3	0.6155
ADAMTS5	2.03975
B3GALT1	-1.29075
UGCGL1	-0.265833333333333
FAM58A	0.309666666666667
FBXO32	0.6015
CLPP	0.03175
NXPH1	0.015
MTMR3	0.787833333333333
ATP1B3	-0.509125
TMEM16A	4.34725
HIST1H3F	-0.337666666666667
TRIM25	0.433166666666667
SDCBP2	0.2245
CRKL	0.258125
HOXB2	-1.15116666666667
ANP32B	-1.306
GATM	3.243
AP4E1	0.189125
EDG5	0.38
CDKN3	-2.2675
CDH4	-2.627
PGD	-1.33566666666667
RND1	0.628
GAD1	-3.5733
MPG	0.222125
LOC440350	-0.2495
ZNF133	0.3125
SERPINB12	0.0325
AMELY	0.197666666666667
DHX36	-0.8245
TNFAIP8L2	2.28816666666667
PHTF2	-0.389722222222222
CCDC112	-0.434166666666667
IQCC	0.5785
HEYL	2.08566666666667
FTSJ2	0.268166666666667
APPL1	0.0295
RAB43	-0.273928571428571
OR10G2	-0.1805
WAC	0.0826666666666667
ADCY9	0.622
RUNDC2B	-0.337166666666667
PYCRL	1.8477
AGPAT7	-0.8685
SLC22A9	-1.40416666666667
CDKAL1	-0.3865
PDYN	-0.435833333333333
C20orf74	-0.6045
MTMR11	-1.10175
VAV3	3.66358333333333
DAPL1	-0.38
STXBP3	1.297
EIF3G	0.1405
ARHGAP22	-2.9505
NPFFR1	0.552
NPC1	-0.744
ALDH9A1	1.02633333333333
ZNF600	0.57125
ZNF678	-0.0465
RASSF1	-0.763666666666667
ADD2	-3.233625
PITPNB	-0.3665
PKD2L2	0.0457142857142857
LRP11	-0.91625
CDKL1	-1.142
SMEK2	0.27925
PRODH2	-3.62483333333333
C11orf54	0.196
SFRS11	-0.370833333333333
IL7	-2.53333333333333
ALS2CR16	0.87175
BTG3	-4.068
PAK2	0.129555555555556
RP11-679B17.1	0.1075
GATA4	-2.0295
ATP2B1	0.21625
LOC130940	3.16
C1orf172	3.50466666666667
ATF7IP2	-0.55325
SLC25A43	0.139833333333333
CENTG3	0.224666666666667
IGF2BP1	-4.3882
FCHSD1	0.3535
CAMK2N2	0.588166666666667
ELAVL3	-0.184222222222222
NBPF15	-1.17433333333333
UBE2J2	-0.05475
GNL2	-0.24825
PRR3	-0.184
NLF2	0.81575
OR4F6	0.1405
KLHL24	0.34
CCDC88A	-2.1032
SGPP1	0.432666666666667
C10orf11	-1.39
SLC35B4	-1.95283333333333
UGT3A2	-1.2825
ARNT2	-0.1555
CBR1	-0.653375
ITPR3	-0.6735
TRAPPC6B	0.3674
AMZ1	-0.936
ARP11	2.0275
WDSUB1	1.33975
APBA1	-0.134333333333333
RAB2A	1.4395
C6orf162	-0.30025
HPSE2	-0.14975
PLCE1	-1.9525
INSL3	-0.0465
DLG1	-0.202
PTPLA	-5.93275
PIGX	-0.048125
TFIP11	0.850666666666667
FIBIN	-1.61
POLR2G	-1.00425
GRAP2	-2.4955
DNAJB8	-0.19625
CNBP	0.474333333333333
WASF1	-0.89975
INPP5E	-0.7823
HSPB1	0.4320625
TMEM167	-0.1859
CUBN	-0.272
IGF1	1.8079375
ITPK1	1.102
NAALAD2	-1.878625
G3BP1	-0.3118
NT5DC1	0.274375
CYP39A1	0.2915
TMEM139	-0.209666666666667
POLK	0.325222222222222
GLULD1	-2.0315
RBM15	-0.569166666666667
AMZ2	0.67175
GDF15	-1.2105
MESDC2	-0.57775
INCA	-0.789333333333333
ACY1L2	-0.549
GZMM	-1.5505
PAIP1	0.4095
CACNA2D1	0.08925
STK32C	-1.25116666666667
SH3BP4	1.60716666666667
DEC1	0.4365
PADI1	1.2495
UBB	0.34
PON3	-3.505
PROP1	0.6965
ANKRD13B	-1.199
ADCK1	0.586
TCF25	-0.41675
SLC38A5	-3.83975
CXorf26	0.0173333333333333
C19orf39	0.6245
PPP1R13B	1.22125
ARL2	-1.3575
TCL6	0.262666666666667
TOP3A	-0.842
SLC16A14	-0.02775
FXYD6	-0.104833333333333
HIST1H4E	-0.61625
BBC3	-0.00184210526315793
UNC5A	0.0746666666666666
FAM86C	-0.0421
PI4KB	0.559125
B3GAT1	-4.46475
SUSD2	0.161333333333333
OAZ2	0.026
NOC4L	0.37325
C10orf12	-0.276
FADS1	-4.36883333333333
LOC144097	-1.109
DKK2	-1.0765
KIAA1949	-1.42475
RHOT1	0.6406
OXT	0.277833333333333
GPR153	0.40925
ARL4A	-1.90083333333333
SAAL1	-1.28275
CCDC64	0.2625
USE1	0.0661666666666667
HNMT	0.307
PCGF3	0.3975
CYP2C19	0.28675
C20orf4	0.8655
CCDC11	1.58475
ACSBG2	2.25225
RWDD2A	0.91725
PALLD	0.121375
CPLX4	0.6685
LOC492311	1.146
KPNA2	-1.69366666666667
MACROD1	0.1307
TMCO3	-0.567
C15orf52	0.221166666666667
BIRC5	-1.7022
PRR16	-1.8925
FAM63B	0.883375
