Hybridization REF	TCGA-A2-A0EV-01A-11R-A034-07
EPDR1	-1.5267
MUSK	-0.120833333333333
ZNF434	-0.3615
SMARCD1	-0.6185
ZFP106	-0.32225
ZNF347	0.7629
GTF2E1	0.82125
RY1	-0.011
ATAD2B	0.19725
ARHGAP17	-0.6431
KCNIP3	-1.265
SFPQ	0.5175
GFRA4	-0.757166666666667
AKR1B10	-2.109
TIGD6	1.53683333333333
RGS16	2.002
URB1	-0.85
OR4C46	-0.238
TOP3B	-1.21575
NFATC4	0.147
CA14	-4.21175
BMPR1A	-1.11466666666667
SNRP70	-0.932875
PRL	0.5573
C6orf130	-0.02
STAG2	-0.107
CD55	-0.385928571428571
RPS23	-0.3155
SSX2	-0.0816
FDPSL2A	-0.4935
FBXO27	-0.586875
SYNGR3	-1.44333333333333
TMSL3	2.4125
EML1	-1.3675
NUP93	-0.7745
SMAD3	-0.2871
KIAA1189	2.086
HNRPUL2	0.042
TBC1D12	-0.0118333333333333
C16orf24	1.10275
MRVI1	2.881
ZNF581	-0.636166666666667
ELOVL3	-1.2005
OR51Q1	0.02525
CACNB3	2.46583333333333
GALNT13	-1.054875
C10orf84	1.5933125
NEDD4	0.2245
SPO11	0.292
OR5AU1	1.171
NEK4	0.669
PRKAR2A	-0.0936666666666666
IHPK1	-0.283
ATP6V0B	0.863375
CACNA1E	0.092
CEACAM8	0.369
PEX14	0.2425
FLJ12993	1.801
ZBTB38	0.529833333333333
PCTK2	1.088
LRRC16	0.7652
FBLIM1	0.150916666666667
FYCO1	1.8515
RP5-1022P6.2	-0.718916666666667
CMTM1	0.0969999999999999
PLTP	0.404
RAPH1	1.044125
DOCK8	0.797125
EZH2	-1.7486
SLC25A1	-1.018
PLEKHB1	-0.6425
GRB7	1.077
ZFP37	-1.21575
MRPL33	-0.62975
PELO	0.171
ARMC1	-0.315727272727273
C9orf27	0.343428571428571
FLJ25778	0.1035
C9orf37	-1.2635
TMEM66	0.4475
SPRN	-0.5325
HBEGF	0.155875
PI4KA	-1.052
LEPRE1	-0.32225
POU2AF1	-1.469
MRPL12	-0.484666666666667
REP15	0.1295
ZC3H3	-0.5195
RASAL1	-0.91575
DDAH1	1.248375
ACBD5	0.787
TMC2	0.45
CCDC137	-0.002
SAMD13	1.877
UGT2B15	-3.98866666666667
TIPARP	0.094
DNASE1L3	1.56175
TRIM72	0.3135
DBX2	1.028
IPO8	0.536
C21orf88	-0.1836
MAP3K14	0.5955
LOC51233	1.322
GGTLA4	-1.59375
PDE6D	0.42175
ZNF117	-0.62575
CLK2	-1.225875
NKRF	-1.09425
TNFSF15	0.5728
DUSP2	-0.18275
SECISBP2	-0.0764
GABRR2	-0.942
PPAP2C	2.05
LOC51145	-0.0726666666666667
PAG1	0.34175
PIK3C3	-0.501
GNG10	-0.0465
APOL4	1.4415
ANKRD28	-1.1445
STMN3	-1.7766
RAB14	0.5811
CDK2AP2	-0.47025
HDDC3	0.03825
COMMD7	0.161
CXXC1	-1.23125
HMCN1	-0.821333333333333
CD40	0.4575
DYNC1LI2	-0.267375
GDI1	0.5685
LOC646938	-0.5965
VSNL1	-1.82516666666667
PIH1D1	-0.344666666666667
RAET1G	-1.596
KRTAP5-9	-0.133
EFTUD2	-0.189
ZNF311	0.6835
ATP6V1G3	0.448666666666667
OR2W3	-0.461
SCN4A	0.2765
MED10	-0.967375
FAM135A	-1.183
ARHGAP4	-1.276
EHMT2	-0.349
UFD1L	-0.20625
ERMP1	0.83275
MAG1	-1.47716666666667
THAP8	0.644833333333333
HACE1	-1.53316666666667
FAM82C	0.360333333333333
C3orf20	0.374
UNC84A	-1.26833333333333
SCD5	0.717357142857143
LASS6	1.770625
LSG1	0.404166666666667
MAL	-4.90025
GPR22	-0.669
WDR5B	0.70175
ACTRT1	1.796
C17orf60	0.353166666666667
GRIN2C	-0.4953
ARMC8	-0.36375
SLC47A1	-0.2135
DMPK	0.573
DHRS13	-0.475666666666667
SMC1A	-0.881333333333333
KRTAP17-1	1.68175
SMYD5	-1.09525
TUSC2	0.5675
CRHR2	-0.105
KIR3DL2	0.833
CCDC104	0.38425
ATP2C1	0.506875
CROT	0.13425
PABPC3	-1.1265
EGR1	0.0985
THSD1	0.19725
KHK	-2.037
SLC12A2	2.542125
CD58	-0.853
STOX2	-1.24466666666667
CCDC76	-0.8317
CCDC48	2.79725
DNAH1	-0.981666666666667
ZIC4	0.163
OR1G1	0.36
PSMC6	-0.469
PROKR1	0.3825
ABCB1	-0.835625
TRAT1	-0.2005
LLGL1	-0.386
MTF1	1.68575
USP54	0.532875
PAGE2B	-1.716
ITGB7	-3.899
CCDC81	-0.163
LOC149837	0.08875
SCUBE1	-0.1515
ZSCAN10	0.2505
HUWE1	0.107857142857143
CDH17	0.8035
CD180	0.198
IL17A	-1.36175
TMPO	-0.789125
KIAA1524	-0.902833333333333
HDGFRP3	0.282666666666667
OXCT1	-1.31754545454545
RRAS2	-1.525
LTBP2	2.735875
SV2B	2.278
CYP2A6	1.218875
PKD1L2	-0.596333333333333
PPM1M	-0.2905
FLJ22662	2.79066666666667
ZNF502	0.14975
GP6	-0.9845
CRYBA2	-1.83
LEF1	-0.1208
CTPS	-2.21428571428571
EYA1	-3.25533333333333
EPS8L1	1.16325
MAPK14	0.188666666666667
SERPINB2	-5.169375
GTF2F2	-0.830166666666667
ZNHIT4	-0.903
PLA1A	0.785125
C20orf114	3.79325
HPR	-3.7975
C18orf2	-2.5046
SATB2	-2.0265
KCNJ9	-0.199333333333333
MGC157906	0.4885
MOCS3	-0.30875
C17orf71	0.392
PPHLN1	0.2776
HIST1H2BN	-1.14925
RAPGEF1	-0.56225
MAP3K8	0.434
DLG4	0.2005
STC1	0.854666666666667
CDGAP	1.02275
DDX26B	-1.85
LOC150223	-1.24475
CPSF3	-0.525833333333333
TMEM14A	0.72675
MYH3	-2.51525
GPKOW	0.8895
SULT1A1	-0.520333333333333
SPON1	3.9705
YY1AP1	0.7005
RAB23	-0.1155
PLA2G4A	-4.2735
MAPRE3	-1.56575
ZNF516	1.32571428571429
GGPS1	0.89875
EXOC3L2	-0.248125
C19orf42	0.3002
MAP2K2	0.1255
HIST1H2BB	-1.10725
RNF19B	0.8945
C6orf128	1.05583333333333
TLR8	4.23025
PCDHA9	0.494
CARS2	-0.423375
CLUL1	-0.147833333333333
RHAG	-4.39283333333333
UNK	0.6325
EXOC8	1.154
C9orf95	1.27225
C14orf143	0.939333333333333
MAML3	-0.148714285714286
LDHA	-2.41425
MRPL20	0.43675
KLHDC6	1.5644
ATP5S	-0.0358333333333333
C8orf55	-0.65875
PHF19	-2.705
KRTAP13-4	0.763
TTC5	0.11825
XKR5	-2.146
SILV	-4.02933333333333
TEX28	-0.6305
TCTN1	1.03175
CX40.1	-0.11525
PPP2R5C	-0.399125
C12orf30	-1.00933333333333
CAPG	2.35475
MPZL1	0.71085
ARSB	-1.32916666666667
TDH	-2.60325
WASF4	1.499
TSSK3	-0.404833333333333
7A5	3.6525
CRISPLD1	0.411
MAD1L1	-0.394
SPIN4	-0.856333333333333
AMPD1	1.6815
DPYSL5	-0.1755
INPP1	-0.622833333333333
ANKRD11	-1.20211111111111
NPAS4	-0.232875
GCET2	-0.246
RNASE9	-0.865
GUCY2D	0.681833333333333
CCDC98	0.674
FGF4	-0.591
CPM	0.615666666666667
SLC26A4	-0.1425
PLD5	0.538
FAM59A	1.1589
FBXO5	-1.64788888888889
SIPA1L1	0.34525
DPYS	0.938
ATG4D	-0.58275
TGM3	0.74
MTCH1	-0.024125
HK1	-0.116928571428571
CDC26	-0.276125
GALNT12	-2.96383333333333
LOC339229	0.15875
MRPL35	-0.135
ORC4L	-0.147875
TNKS	-0.807285714285714
C2orf24	0.410833333333333
ZNF553	0.446333333333333
GGTLA1	3.0136
ZNF497	0.7535
CDY1B	0.00566666666666669
SLC30A4	0.049
TUB	-1.31575
ARHGEF18	0.38775
ARRB1	-0.0215
KCNK1	2.54125
EREG	-4.5453
SCAMP5	-0.28525
RUNDC3B	1.93025
ADAMTS20	-0.5035
IL17RB	-0.53975
FLJ20323	-0.3825
MCAM	-0.36025
POLR3E	-1.71691666666667
AQR	0.1765
IPMK	0.8075
CDCA7	-4.947625
CAMP	0.9995
GRHL3	1.64575
ADAMTSL2	0.315166666666667
CLMN	2.52916666666667
SSTR3	0.06
MAGEA5	0.2155
OVOL2	3.768
JMJD1B	0.59425
RBL2	0.8057
PYGO2	1.27175
PPP1R10	0.0361666666666667
CSE1L	-1.78166666666667
LCA5	1.28475
RDH16	0.36625
ASRGL1	-0.356625
TOM1	0.621166666666667
PTX3	-5.8765
TTC15	0.10875
SCGB3A1	0.707833333333333
MRPL50	-1.09775
RCAN3	0.7395
SLC26A11	1.356
STYX	0.130833333333333
CINP	-0.2385
MARCH7	0.69775
PFKM	-1.2975
SGMS1	0.735666666666667
RIOK3	-0.3491
C1orf110	1.424
CES7	-0.11725
LOC440248	-2.65825
PPP1R12C	-0.51625
C10orf27	0.9455
ATG9A	-0.52775
MRPS26	0.21625
TMEM40	2.896
ELP3	-0.4853
ZNF787	0.097
HIAT1	0.378
C8orf34	0.286333333333333
MGC4655	0.195
PELI1	-0.412
PPT1	1.5986
SLC35C2	-0.193166666666667
C6orf125	-0.03675
MUC4	-1.631
RFC4	-1.20914285714286
GNB2	0.510166666666667
NUP50	0.162571428571429
SULT4A1	-1.3705
C7	3.912875
CCDC130	-0.422833333333333
ARRDC4	0.866
RQCD1	-0.28025
GLYCTK	-1.067
AYTL2	-1.24409090909091
MTUS1	0.3579
LEMD3	0.00866666666666667
PLEKHF2	1.40925
HOXA7	0.271
GTF3C2	-1.483
DYNLRB2	3.07525
CNOT10	-0.224
MR1	0.392166666666667
FFAR1	0.54775
PRIC285	0.02825
SLITRK6	7.16425
LIX1	-1.72011111111111
UBE1L2	0.136083333333333
F8	0.884875
ACHE	0.420333333333333
KPNA5	0.341
TNFRSF12A	-0.455666666666667
EGR3	0.2705
SERPIND1	-3.50733333333333
OASL	3.052
IFRD1	-2.0145
WDFY1	0.115
ZNF267	0.598375
ACCN5	2.28
ZBTB6	-0.00874999999999999
PPP1R3A	-2.3505
PRRT3	1.142
FBXL19	-0.528
TXNIP	1.39378571428571
ACTN2	-1.516
ATG9B	-0.717
C9orf117	0.231625
IL27	0.1965
RPL36AL	0.0486666666666667
KLK15	0.265
CHAD	1.772
RAP2B	0.2466
HEBP2	1.78
ZNF342	1.0795
CAMK2G	-0.666333333333333
TLR3	2.6245
FGF14	0.41175
HMGB2	-1.526125
TRPM5	-0.3525
OR5M11	-1.756
KIF3B	0.791631578947368
PRICKLE2	2.0855
MTMR9	-0.873375
C3orf27	1.0125
GLRA3	5.97016666666667
NSDHL	0.6175
TMEM32	0.1075
POLR2D	-1.26083333333333
MYADML	0.0435
C9orf114	-0.81875
MRGPRX1	0.3445
TOPORS	0.631
CLDN19	-2.2425
C1QL4	-0.0105
RNF165	-0.4565
DHRS9	0.01275
DNAH2	-0.990166666666667
FXR1	0.123333333333333
ZMYM3	-0.979
CASP3	0.0838333333333333
FAM120C	-0.491125
SCLY	-0.70975
CA7	0.367
ENTPD5	-0.0548333333333333
ZNF461	-0.194
PDIA5	-0.9655
C1orf19	-0.908166666666666
TMEM67	-0.36375
KCTD20	0.01825
WDR47	0.729
FLJ38723	-0.2315
KLRF1	0.774166666666667
TAS2R16	0.6265
CLDN12	0.71
PRKCE	-0.4895
UBXD4	-1.12375
ITGAM	3.353
GLT8D3	0.038
WDR31	1.3978
RGS2	0.76175
OR51L1	0.5275
MST1R	0.8235
KIAA1737	1.42925
OR4A5	-0.352
GLIS1	-0.93
PTMA	0.316785714285714
NAPA	0.347
PRDM11	0.65075
LIPF	0.6775
DIRAS3	4.2635
ASGR2	-4.0345
C1QTNF4	0.912
PIK3R4	0.0201666666666667
ARMC3	4.1665
NDUFV3	-0.63275
BTBD3	-0.285833333333333
PPP1R2	1.52766666666667
UBE2NL	-0.017
FOSL2	1.33435714285714
FAM119A	-1.694
TUBA4A	-0.583
KRTAP12-1	0.1935
SFRS2	-0.81725
RHPN1	-0.6646
EEF2	-0.5295
ZDHHC11	-1.38633333333333
EPHA3	-1.3498
RBM12	-0.32475
H2AFJ	0.848416666666667
EDIL3	3.4985
KIF26A	-1.47425
SERGEF	-0.17775
B3GALT4	3.1275
LOC90925	2.08933333333333
OSCAR	1.26125
NPFF	-0.2825
DEDD	0.45075
TMEM155	-0.73
PTPN1	1.211
SCYL2	0.461333333333333
SKAP1	4.20575
LEAP2	-2.70933333333333
GADD45G	1.3087
IFITM3	1.228625
PILRB	-1.24516666666667
SLU7	0.7476875
DSC3	0.4475
DNMT3L	-1.63175
PAPD5	1.68725
B3GNT3	-0.640666666666667
LHCGR	-0.7345
MSL-1	-0.08575
UBE2S	-1.687625
SAP130	-0.43725
ANAPC11	0.8635
MAGED4B	-3.2295
ATP6V1B2	0.597666666666667
C14orf179	1.505375
CAPZA1	0.021875
CDYL2	-0.354
GLRX3	-0.74
LOC136288	-1.24133333333333
MOBKL1A	-0.44225
HTR2B	4.09375
CRYGD	0.683333333333333
NUS1	-0.382666666666667
PGRMC1	0.444
MYOM2	-0.3115
FLJ39653	-1.13466666666667
CHM	0.1252
OR5M8	1.4955
ZNF619	0.8235
FAM105A	0.864
CCNL1	-1.417
NAP1L3	0.548
C10orf57	1.4235
B3GALNT1	0.524333333333333
CSN1S2A	0.1845
TCP10L	-0.27125
GDAP2	-0.36075
DMKN	-2.2535
COX6B1	0.6525
DNASE2	1.06983333333333
MSH5	-1.46225
LGMN	-0.10375
USP31	-0.3669
OR13C8	0.636
SDCBP	-0.8432
NUDT11	-1.7385
PYGL	-1.13283333333333
SNPH	-0.853833333333334
B3GNT4	-1.1845
MIZF	-0.5361
NUBPL	-0.697125
NOD1	-0.089
CDH22	0.248875
NUBP1	0.317
DSCAM	-4.46375
DGKI	1.3785
FAM136A	-1.31025
AKAP1	0.0165
SLC16A6	1.20425
RIN3	-0.00950000000000001
PSG2	-0.0855
DIP2B	-0.0715
PSORS1C1	1.1204
KIAA0495	-0.923
FLJ90709	-0.079
LPA	-1.56733333333333
PIGA	-0.113
LY75	2.75216666666667
UTS2	-5.906
RREB1	0.44425
GALNACT-2	0.7911
MGC3196	-0.68725
FLJ31568	-3.6
LPHN1	0.116375
SP1	0.9515
TOX4	0.863333333333333
HSPA9	0.1073
APOBEC1	0.0395000000000001
SLC35E4	-0.79225
LSM5	-1.38425
SURF1	0.601
ZBTB1	0.194583333333333
GTF2F1	-0.21175
RPS15A	-1.05242857142857
DUSP21	0.516
GINS4	-2.45816666666667
MYO15A	0.748666666666667
GIMAP7	3.67125
MGC13379	0.53
ATP6V1E2	-1.387
UTP3	0.37275
HNRPA3	-0.3559375
MT4	0.868
C14orf155	0.751
U1SNRNPBP	0.947
CKLF	-0.277666666666667
PLEKHN1	-0.0108333333333333
MBNL1	0.2365
NUP160	-0.994
ACSM2A	-2.51775
LOC129881	0.697
KIAA1529	-0.248
FLJ22639	-1.69175
HAND1	-1.5505
GSX1	-0.4275
FGA	-4.43621428571429
SERPINB1	0.8565
ZNF642	0.51
IGFBP1	-8.287125
SLC1A1	-1.294625
DHX57	-0.334
ZNF766	0.208
PTPN21	-0.441125
GDPD3	-1.64333333333333
PNPLA5	-0.115
TBR1	-0.594
FAM116A	0.17925
IQGAP1	0.857625
FOS	0.289125
ZNF226	0.503
FIGNL1	-0.627833333333333
C14orf1	0.265333333333333
ZMYND17	-0.9555
PUS7	-1.47416666666667
TUBB6	-0.659875
KCNQ2	-1.50175
MARCH6	-0.319583333333333
CCDC33	-0.1615
PRODH	-0.48925
RBM11	1.7495
EPHA6	1.25283333333333
SLC43A1	-0.982
LOC196541	0.0996666666666667
NTN1	0.796916666666667
ING4	0.04225
PCDHB10	0.595
DPH2	-0.942166666666667
SPACA4	0.3435
FBXL21	-6.165
DIAPH1	0.0278333333333333
ZNF71	0.7475
CEP76	-1.345
CORO1A	-0.68375
RRM2	-2.585875
EDG4	1.38975
OS9	0.268
SLC4A1AP	-0.84875
COG5	0.25625
COPS8	-0.0825
NGLY1	-0.735
NCBP2	0.436625
C17orf42	0.0911666666666667
GPSM3	0.341875
SIL1	1.254
ASB6	-0.6975
SMAD5OS	-0.002
UNC93A	-3.667625
A1BG	0.295333333333333
C21orf62	-0.1855
FMO5	0.9375
ATRIP	0.489333333333333
CEBPG	-0.151666666666667
C7orf38	0.843666666666667
TNFRSF1B	0.8605
CLEC1A	1.73666666666667
IQSEC1	-0.241
PATZ1	1.4365
RBM22	1.438125
BAG2	-2.07283333333333
PAQR5	-2.32566666666667
C9orf127	0.6796
THNSL1	-0.36275
SHROOM3	1.8248
JAM2	0.92675
SNRPN	-2.012
ALX4	-0.523
CACNA1S	1.1425
FAM130A1	1.008
CORIN	3.092
CD300LB	0.6295
PLEKHG6	0.3965
LRRC40	-0.39575
PCLKC	-1.55125
PCDHB16	1.3175
WNT2B	0.101333333333333
ASNS	-1.70166666666667
MRPL49	-0.068875
FLJ46111	0.32475
ISG20	0.228625
SMU1	0.313166666666667
CASZ1	1.2795
POLR1D	-0.802416666666667
GIN1	0.02675
SNAG1	0.36
ANKRD29	-1.3005
CDKN2AIP	-0.00450000000000002
KRR1	-0.228
CXCL1	-4.5615
EPM2A	-0.5074
PC	-0.232166666666667
DEFB127	-0.5785
PDZRN4	2.24133333333333
FAH	0.955625
OR51E1	2.304
CDC2L6	0.25
DNTTIP1	-0.196
PAX8	-0.643
TMEM116	0.87475
C1orf150	-0.5785
PRO2012	-0.671
MRPL40	-0.0583333333333333
BEX1	-4.3342
SLC2A4	-1.10533333333333
PKMYT1	-1.321
FEZF2	-0.187
SLC26A9	-0.08775
MAP2	1.586
LYL1	-1.2385
SLC25A19	-0.23
NOS3	-0.8935
ZNF34	0.276333333333333
TMPRSS11F	-1.417
FAM43A	-1.01925
FCRL4	-0.255166666666667
KLF14	0.1295
FLRT2	-0.209166666666667
WRN	-1.97475
SDF2	1.5162
KRT8P12	-0.0545
C6orf195	-0.999
C9orf125	-1.4505
DZIP3	-0.701625
RIT1	0.753416666666667
SCML1	-3.00783333333333
RHBDF2	0.6925
OR2G3	-0.3915
REXO1L1	0.6125
MAP3K7IP3	-0.147375
C3orf57	-4.89725
FBXW11	-0.00833333333333334
ETAA1	-0.68725
C14orf131	-0.5249
AKT1S1	-0.3965
SLC12A5	-1.792125
C9orf164	0.72825
NRIP3	1.0565
NOS1AP	-0.268
TMEM121	0.14275
SAP30BP	0.38
DGCR6	0.778
WDR76	-0.6385
FAM82B	-0.648583333333333
LOC606495	-0.1555
MAP9	-0.218916666666667
BCDIN3D	1.09975
CXorf36	2.62166666666667
DSCR3	-0.229
ZFAND3	0.373
C7orf43	-0.0705
SPSB3	0.347
C19orf19	0.3645
FAM133A	-1.887125
C12orf25	-0.34025
SLC39A3	-0.662875
DISP2	-1.583
PI4KAP2	-2.5305
MKRN3	-1.46566666666667
ADAMTS13	-1.25075
CBLN3	-0.1453
TTYH1	-1.69683333333333
C3orf18	1.47925
FLJ13236	0.65725
ZMYND12	1.23875
C18orf25	-0.07975
GLB1L3	0.066
ATP13A5	-0.158
RANBP10	-0.09175
CD96	-0.393
DENND1C	0.28125
RBMS3	0.5225
SLC41A3	0.333333333333333
DGCR6L	0.663
TMEM128	0.241166666666667
CSNK1G3	1.72535714285714
MOBKL2C	1.096875
TSPAN6	-0.292125
MATN2	-1.165
MSL2L1	-0.197
ST6GALNAC2	1.153
FGFBP2	-0.577
FGL1	-7.15933333333333
MPP3	-0.536333333333333
ARHGEF6	0.589333333333333
TGFBR2	0.514875
ACMSD	-0.187333333333333
IL33	3.39825
C9orf5	0.0661666666666667
DEAF1	-0.5344
AMN	0.5795
DEFA6	0.6305
RNF212	0.25875
METT5D1	0.209333333333333
CIB1	1.0774
TSSK1B	-0.059
KIAA1727	0.20075
ZNF680	0.462166666666667
LOC399900	-2.4135
LOC152217	0.0590833333333333
CTNNAL1	-3.4845
CIT	-1.38791666666667
TLE6	1.264
ZNF607	-0.7525
HERC4	-1.31233333333333
DRAP1	-0.6271
PEMT	-0.8035
C10orf111	0.1125
ZNF575	0.717
KCTD7	-0.1725
MYO1F	0.472125
LOC285382	-1.7685
RAB11A	0.7913
PLCD3	-0.537
C15orf28	-1.76133333333333
PTBP2	-1.181375
CTB-1048E9.5	-0.32675
C19orf60	-0.119
C7orf25	0.211166666666667
SETD7	0.86
HOXB9	-4.9445
VANGL1	0.66325
CHAF1B	-1.13525
NDUFA3	0.76225
KIAA1328	-0.604333333333333
SHARPIN	-0.074875
TTC23	-0.715125
UGP2	0.0466666666666667
ANKIB1	0.5706
CIRBP	1.252
SEC14L4	-3.541
OVCH1	0.2745
VPS52	-0.51925
FAT	-1.19025
M6PRBP1	-0.415
GPRIN3	1.0305
PPM1F	-1.56633333333333
TSR1	-1.10125
CCDC85A	0.74775
PCSK5	2.05375
ZFHX3	-0.512
HEMK1	-0.5616
PGBD2	0.742
RSRC2	0.0765
AURKC	-1.67016666666667
SCRIB	-0.012
ORM2	-4.68483333333333
FAM115A	0.3705
FZD6	-2.13725
UNC119	-0.00333333333333332
GPX3	0.2807
NOV	-0.19725
CABC1	-1.200375
CDC42SE2	0.715625
EIF2S2	-1.0132
RNF130	1.386625
CKAP5	-1.223
RP11-413M3.2	0.16525
C10orf18	0.5738
TMEM93	-0.406
DYX1C1	1.911
KCNMB2	-1.134125
ANK3	-0.015
KRT5	-1.1992
CDH12	-1.59014285714286
QRSL1	-0.094
JUB	-1.6295
SHC4	-2.1895
CCL15	2.18266666666667
CCDC22	0.66025
SNX24	0.6525
RARS	0.436
MORC2	-0.042625
FAM48A	-0.63125
MT1H	-0.388
PPP1R14C	-2.54033333333333
FOXD1	-0.468285714285714
C1orf213	-2.18125
AMT	-2.0806
DSN1	-0.28725
PTPLAD2	3.5685
DIS3L	-0.046
RASL11A	-0.1975
GPRC5B	-0.447428571428572
FRMD7	-0.7125
STRN4	0.04075
KITLG	2.16045454545455
HDGF	-0.2465
OR1S1	0.069
SETX	0.0883
DDR2	0.593875
KCTD12	2.345
LYZL2	-1.1205
WDR52	0.3225
TMEM2	-0.10975
ZNF579	0.193166666666667
LOC200810	0.16225
TNFSF9	-2.483125
PPFIA4	-4.02675
CNIH3	1.23416666666667
MAP4K4	-1.48092857142857
ROD1	0.148142857142857
ALS2CR12	0.494166666666667
DOCK3	-1.38116666666667
PAQR9	-4.5915
ASB17	0.0776666666666667
STX16	-1.144
FEZ2	0.373666666666667
DLAT	-0.460333333333333
KIF21B	-1.46333333333333
CDC5L	-0.03625
TMEM119	2.227
CRIP3	-0.8315
TPSD1	-0.047
TEPP	-0.22575
GNGT2	1.5065
C21orf121	0.7915
WNK1	-0.1455
FLJ10490	0.0188
OR51B5	-2.015
LOC203547	-0.209125
HAS1	-0.698
PPA1	-1.03933333333333
ST7	-0.54
C11orf46	0.4979
POPDC3	-3.32216666666667
ACOX2	1.16333333333333
ATCAY	-0.3215
TM4SF19	-0.46425
MFSD9	-0.233166666666667
PDHB	0.079
ERN1	-0.35225
LCE3C	0.0355
GPR111	0.415
NOTCH3	1.87766666666667
ADAMTS5	1.87075
B3GALT1	-1.025
UGCGL1	-0.357666666666667
FAM58A	0.496666666666667
FBXO32	1.78325
CLPP	-0.0395
NXPH1	-0.9465
MTMR3	0.6105
ATP1B3	-0.728375
TMEM16A	3.734
HIST1H3F	-0.0285
TRIM25	-0.0565
SDCBP2	1.008
CRKL	-0.958
HOXB2	1.46733333333333
ANP32B	-1.1555
GATM	3.4625
AP4E1	0.32075
EDG5	0.356
CDKN3	-2.17283333333333
CDH4	-4.116
PGD	-0.841833333333333
RND1	1.0225
GAD1	-1.8206
MPG	0.37625
LOC440350	-1.026
ZNF133	-0.14525
SERPINB12	0.285
AMELY	-0.931833333333333
DHX36	-0.70875
TNFAIP8L2	3.2605
PHTF2	-0.0903333333333333
CCDC112	-0.3005
IQCC	-0.26825
HEYL	2.95216666666667
FTSJ2	-0.428
APPL1	0.447375
RAB43	0.746071428571428
OR10G2	-0.4095
WAC	0.527
ADCY9	-0.01075
RUNDC2B	0.116666666666667
PYCRL	0.1785
AGPAT7	-1.15766666666667
SLC22A9	-1.14516666666667
CDKAL1	0.235
PDYN	-1.0702
C20orf74	2.17025
MTMR11	1.1225
VAV3	3.9735
DAPL1	0.24275
STXBP3	0.86825
EIF3G	-0.382
ARHGAP22	-1.1995
NPFFR1	-1.0515
NPC1	-0.626666666666667
ALDH9A1	1.21516666666667
ZNF600	0.20175
ZNF678	-0.00500000000000001
RASSF1	-0.381666666666667
ADD2	-2.78775
PITPNB	0.082875
PKD2L2	0.4588
LRP11	-0.72575
CDKL1	0.47175
SMEK2	0.2165
PRODH2	-3.2895
C11orf54	1.0985
SFRS11	-0.635666666666667
IL7	1.3285
ALS2CR16	0.41625
BTG3	-1.2865
PAK2	0.478555555555556
RP11-679B17.1	-0.52375
GATA4	-1.79183333333333
ATP2B1	-0.2315
LOC130940	1.608
C1orf172	3.17383333333333
ATF7IP2	-1.39775
SLC25A43	-0.299333333333333
CENTG3	-0.334833333333333
IGF2BP1	-3.9583
FCHSD1	0.025
CAMK2N2	-0.247
ELAVL3	-0.173111111111111
NBPF15	-0.3225
UBE2J2	-0.0103333333333333
GNL2	-0.79525
PRR3	-0.6136
NLF2	0.48425
OR4F6	1.0345
KLHL24	1.64766666666667
CCDC88A	-1.6852
SGPP1	-1.23583333333333
C10orf11	0.957166666666667
SLC35B4	-1.27033333333333
UGT3A2	-1.705
ARNT2	1.4679
CBR1	-0.712625
ITPR3	-0.3405
TRAPPC6B	-1.0301
AMZ1	1.3045
ARP11	0.91125
WDSUB1	-0.3255
APBA1	0.303166666666667
RAB2A	0.5994
C6orf162	-0.027875
HPSE2	2.829
PLCE1	-1.323
INSL3	0.56925
DLG1	-0.9242
PTPLA	-3.596
PIGX	0.723125
TFIP11	0.476833333333333
FIBIN	2.986
POLR2G	-0.22475
GRAP2	-1.7005
DNAJB8	0.55225
CNBP	0.0693333333333333
WASF1	-2.71575
INPP5E	-1.3321
HSPB1	0.7835
TMEM167	-0.1107
CUBN	0.00875000000000002
IGF1	2.974875
ITPK1	-0.2415
NAALAD2	-0.834714285714286
G3BP1	0.7717
NT5DC1	1.216375
CYP39A1	-1.092
TMEM139	1.75075
POLK	0.351222222222222
GLULD1	-0.71475
RBM15	-0.704833333333333
AMZ2	0.761
GDF15	-0.343333333333333
MESDC2	0.39575
INCA	1.557
ACY1L2	-3.101
GZMM	-0.503166666666667
PAIP1	0.181
CACNA2D1	2.1245
STK32C	0.4585
SH3BP4	0.706833333333333
DEC1	-1.8055
PADI1	-0.022
UBB	0.2324
PON3	3.11933333333333
PROP1	1.076
ANKRD13B	-0.991
ADCK1	0.123
TCF25	-0.38175
SLC38A5	-2.20375
CXorf26	0.360666666666667
C19orf39	0.25975
PPP1R13B	0.11725
ARL2	-0.7275
TCL6	-0.00841666666666667
TOP3A	-0.676
SLC16A14	1.2405
FXYD6	1.59533333333333
HIST1H4E	-0.18325
BBC3	0.481421052631579
UNC5A	0.207666666666667
FAM86C	-0.754
PI4KB	0.6175
B3GAT1	-3.84575
SUSD2	1.41783333333333
OAZ2	-0.439833333333333
NOC4L	0.34075
C10orf12	-0.2835
FADS1	-3.53016666666667
LOC144097	-0.7945
DKK2	1.1508
KIAA1949	0.2515
RHOT1	0.5999
OXT	1.231
GPR153	0.37325
ARL4A	-1.5055
SAAL1	-1.139
CCDC64	-1.741
USE1	-0.215833333333333
HNMT	0.5725
PCGF3	-0.393625
CYP2C19	-1.35175
C20orf4	0.313
CCDC11	0.909
ACSBG2	-0.432
RWDD2A	0.09925
PALLD	2.6955
CPLX4	1.344
