Hybridization REF	TCGA-BH-A0DZ-01A-11R-A00Z-07
GTF2E1	0.40525
RY1	-0.584333333333333
ATAD2B	-0.09825
ARHGAP17	-0.2482
KCNIP3	-1.03825
SFPQ	-0.22825
GFRA4	1.073
AKR1B10	-3.598125
TIGD6	-0.105833333333333
RGS16	2.993375
URB1	-0.997666666666667
OR4C46	0.0438333333333334
TOP3B	-0.29875
NFATC4	1.1095
CA14	-4.358
BMPR1A	0.222166666666667
SNRP70	-0.3515
PRL	0.304416666666667
C6orf130	-0.59325
STAG2	0.0585
CD55	-0.723928571428572
RPS23	0.817666666666667
SSX2	-1.33516666666667
FDPSL2A	-0.082
FBXO27	0.44
SYNGR3	-0.332
TMSL3	2.0045
EML1	-0.528
NUP93	-0.817416666666667
SMAD3	-0.1743
KIAA1189	2.00766666666667
HNRPUL2	0.113333333333333
TBC1D12	0.0615
C16orf24	1.1485
MRVI1	2.429
ZNF581	0.223666666666667
ELOVL3	0.5805
OR51Q1	0.13625
CACNB3	0.852833333333333
GALNT13	-0.786
C10orf84	1.0775
NEDD4	0.3024
SPO11	1.3825
OR5AU1	-0.031
NEK4	-0.552071428571429
PRKAR2A	-0.8945
IHPK1	-0.0265
ATP6V0B	-0.09225
CACNA1E	1.789
CEACAM8	1.41016666666667
PEX14	-0.399
FLJ12993	2.7005
ZBTB38	0.228
PCTK2	0.362833333333333
LRRC16	0.2793
FBLIM1	1.90158333333333
FYCO1	0.214
RP5-1022P6.2	-0.468916666666667
CMTM1	0.4815
PLTP	1.6455
RAPH1	0.962625
DOCK8	0.569125
EZH2	-1.2688
SLC25A1	-0.117166666666667
PLEKHB1	-1.1494
GRB7	3.2409
ZFP37	-0.3885
MRPL33	-0.03
PELO	0.00525
ARMC1	0.185636363636364
C9orf27	-0.161875
FLJ25778	-0.146
C9orf37	-1.458
TMEM66	0.6135
SPRN	0.22175
HBEGF	1.082125
PI4KA	-0.902
LEPRE1	0.36425
POU2AF1	-1.913875
MRPL12	-0.998666666666667
REP15	-0.0875
ZC3H3	0.78575
RASAL1	1.46975
DDAH1	0.864875
ACBD5	0.72325
TMC2	-0.285
CCDC137	-1.31825
SAMD13	4.24883333333333
UGT2B15	0.133166666666667
TIPARP	0.4295
DNASE1L3	0.22825
TRIM72	0.547666666666667
DBX2	1.13775
IPO8	-0.2725
C21orf88	-1.3117
MAP3K14	-0.6585
LOC51233	0.6135
GGTLA4	1.0025
PDE6D	0.024
ZNF117	0.6745
CLK2	-1.032875
NKRF	-0.89725
TNFSF15	0.23
DUSP2	0.337
SECISBP2	-0.928
GABRR2	-0.2435
PPAP2C	2.378
LOC51145	-0.0133333333333333
PAG1	-0.436125
PIK3C3	0.24475
GNG10	0.293
APOL4	1.02516666666667
ANKRD28	-0.705125
STMN3	-0.8721
RAB14	1.1145
CDK2AP2	0.3345
HDDC3	-0.336875
COMMD7	0.6315
CXXC1	0.03975
HMCN1	0.2895
CD40	1.51425
DYNC1LI2	-0.1763125
GDI1	0.506
LOC646938	0.00800000000000001
VSNL1	-1.53366666666667
PIH1D1	-0.0388333333333333
RAET1G	0.6705
KRTAP5-9	0.618
EFTUD2	-1.03475
ZNF311	0.571166666666667
ATP6V1G3	0.66175
OR2W3	0.0385
SCN4A	-0.05475
MED10	-0.93025
FAM135A	-0.759
ARHGAP4	-1.528
EHMT2	-0.65625
UFD1L	-0.219
ERMP1	0.3925
MAG1	-1.15233333333333
THAP8	0.743333333333333
HACE1	-0.851833333333333
FAM82C	0.209
C3orf20	-0.315
UNC84A	-0.908333333333333
SCD5	0.619
LASS6	2.371375
LSG1	-0.14425
MAL	-5.091
GPR22	-0.2705
WDR5B	0.67225
ACTRT1	0.829
C17orf60	0.194
GRIN2C	0.7142
ARMC8	-0.324583333333333
SLC47A1	-2.19666666666667
DMPK	0.195
DHRS13	1.61
SMC1A	-1.32233333333333
KRTAP17-1	0.22725
SMYD5	-0.68025
TUSC2	-0.507375
CRHR2	0.335
KIR3DL2	0.138
CCDC104	0.202
ATP2C1	0.478625
CROT	-0.9265
PABPC3	0.507166666666667
EGR1	1.9055
THSD1	0.54875
KHK	-0.4235
SLC12A2	1.035125
CD58	-0.81125
STOX2	0.0841666666666667
CCDC76	-0.5344
CCDC48	5.2065
DNAH1	-0.442166666666667
ZIC4	-0.529375
OR1G1	0.829
PSMC6	-0.316333333333333
PROKR1	0.123
ABCB1	-1.046875
TRAT1	-1.493
LLGL1	-0.039
MTF1	0.494
USP54	0.804125
PAGE2B	-2.1065
ITGB7	-3.04125
CCDC81	-0.244
LOC149837	-0.06975
SCUBE1	-0.1095
ZSCAN10	1.6965
HUWE1	-0.00642857142857139
CDH17	-0.3125
CD180	0.71875
IL17A	-0.0205
TMPO	-0.99375
KIAA1524	0.6355
HDGFRP3	0.280333333333333
OXCT1	-2.80045454545455
RRAS2	-1.59183333333333
LTBP2	2.9733125
SV2B	0.335833333333333
CYP2A6	0.214625
PKD1L2	-0.949166666666667
PPM1M	0.5835
FLJ22662	2.7285
ZNF502	0.34675
GP6	0.185
CRYBA2	-0.76275
LEF1	-1.5572
CTPS	-2.89485714285714
EYA1	-2.82533333333333
EPS8L1	2.3955
MAPK14	-0.201
SERPINB2	-4.492375
GTF2F2	-0.104
ZNHIT4	0.0535
PLA1A	0.52625
C20orf114	0.76175
HPR	-3.355
C18orf2	-2.69333333333333
SATB2	-1.99775
KCNJ9	0.215428571428571
MGC157906	0.3905
MOCS3	-0.25525
C17orf71	0.949
PPHLN1	-0.1531
HIST1H2BN	0.74075
RAPGEF1	0.0145
MAP3K8	-0.32375
DLG4	0.278
STC1	0.21325
CDGAP	1.7405
DDX26B	-1.8415
LOC150223	-2.00025
CPSF3	-1.0745
TMEM14A	0.5515
MYH3	-2.23925
GPKOW	-0.01325
SULT1A1	-0.571833333333333
SPON1	3.9266
YY1AP1	-0.639833333333333
RAB23	0.54075
PLA2G4A	-3.818
MAPRE3	0.03375
ZNF516	1.05435714285714
GGPS1	0.2505
EXOC3L2	-0.271875
C19orf42	0.0301
MAP2K2	0.115333333333333
HIST1H2BB	1.2505
RNF19B	1.16783333333333
C6orf128	-0.0915
TLR8	3.97325
PCDHA9	0.3655
CARS2	-0.234875
CLUL1	2.136
RHAG	-3.452
UNK	-0.478
EXOC8	0.2165
C9orf95	0.69525
C14orf143	0.0425
MAML3	-0.053625
LDHA	-1.39225
MRPL20	1.091125
KLHDC6	0.376833333333333
ATP5S	-1.2525
C8orf55	0.75175
PHF19	-1.62025
KRTAP13-4	0.431
TTC5	0.27125
XKR5	-0.2165
SILV	-3.81933333333333
TEX28	0.346
TCTN1	1.01325
CX40.1	0.51175
PPP2R5C	-0.27
C12orf30	-1.644
CAPG	2.28625
MPZL1	0.9985
ARSB	-0.7675
TDH	-0.709
WASF4	0.5045
TSSK3	-0.799333333333333
7A5	1.585
CRISPLD1	-0.133125
MAD1L1	-0.300166666666667
SPIN4	-0.1425
AMPD1	-1.04425
DPYSL5	0.4355
INPP1	-0.422833333333333
ANKRD11	-1.10122222222222
NPAS4	-0.090625
GCET2	-0.2963
RNASE9	0.683
GUCY2D	0.784666666666667
CCDC98	-0.06
FGF4	-0.062875
CPM	-1.8525
SLC26A4	-0.998833333333333
PLD5	0.34475
FAM59A	1.1404
FBXO5	-1.33666666666667
SIPA1L1	0.343875
DPYS	-0.042
ATG4D	-0.2055
TGM3	0.4855
MTCH1	-0.17375
HK1	0.413071428571429
CDC26	-0.0175
GALNT12	-3.02883333333333
LOC339229	-0.977
MRPL35	-0.521375
ORC4L	0.185875
TNKS	-0.115357142857143
C2orf24	0.676333333333333
ZNF553	0.534333333333333
GGTLA1	3.2836
ZNF497	-0.152
CDY1B	-0.0755
SLC30A4	0.3225
TUB	-1.333875
ARHGEF18	-0.46425
ARRB1	0.80925
KCNK1	1.009625
EREG	-1.0683
SCAMP5	-1.114
RUNDC3B	1.94625
ADAMTS20	-0.9415
IL17RB	-2.223625
FLJ20323	-0.84675
MCAM	0.529375
POLR3E	-2.36491666666667
AQR	0.402833333333333
IPMK	0.731
CDCA7	-3.089125
CAMP	1.941
GRHL3	0.99075
ADAMTSL2	1.51283333333333
CLMN	2.0675
SSTR3	0.4715
MAGEA5	-1.96533333333333
OVOL2	3.9925
JMJD1B	0.151
RBL2	-1.1064
PYGO2	0.69475
PPP1R10	0.661
CSE1L	-1.20416666666667
LCA5	1.27325
RDH16	1.397
ASRGL1	-0.347375
TOM1	0.5355
PTX3	-5.3585
TTC15	0.122
SCGB3A1	0.749333333333333
MRPL50	-0.4895
RCAN3	2.259
SLC26A11	-0.1985
STYX	0.398
CINP	0.32225
MARCH7	0.29925
PFKM	-1.7035
SGMS1	1.47466666666667
RIOK3	-0.4227
C1orf110	0.462
CES7	-0.026375
LOC440248	-3.3735
PPP1R12C	-0.1725
C10orf27	0.684
ATG9A	0.0675
MRPS26	0.52625
TMEM40	2.192
ELP3	0.4944
ZNF787	0.9685
HIAT1	0.497625
C8orf34	0.589166666666667
MGC4655	0.4177
PELI1	0.343833333333333
PPT1	-0.3225
SLC35C2	-0.0896666666666667
C6orf125	-0.9915
MUC4	-0.538666666666667
RFC4	-2.41
GNB2	0.616
NUP50	-0.101714285714286
SULT4A1	-1.29866666666667
C7	0.780125
CCDC130	-0.000499999999999996
ARRDC4	-0.375
RQCD1	-0.7175
GLYCTK	-0.88475
AYTL2	-0.757181818181818
MTUS1	0.749
LEMD3	0.0158333333333333
PLEKHF2	2.4495
HOXA7	0.16375
GTF3C2	-0.5685
DYNLRB2	0.546
CNOT10	-0.88575
MR1	-0.466166666666667
FFAR1	0.00674999999999999
PRIC285	0.65725
SLITRK6	2.35275
LIX1	-1.6575
UBE1L2	-0.501583333333333
F8	0.021125
ACHE	0.263166666666667
KPNA5	-0.49475
TNFRSF12A	-0.496833333333333
EGR3	-0.402
SERPIND1	-2.89783333333333
OASL	2.092
IFRD1	-3.066625
WDFY1	0.576166666666667
ZNF267	0.242625
ACCN5	1.0915
ZBTB6	-0.06925
PPP1R3A	-0.3445
PRRT3	1.13025
FBXL19	0.012
TXNIP	0.675285714285714
ACTN2	-1.278
ATG9B	-0.39975
C9orf117	0.315125
IL27	-2.2195
RPL36AL	-0.100666666666667
KLK15	0.43975
CHAD	0.208
RAP2B	0.3572
HEBP2	1.85475
ZNF342	0.872
CAMK2G	-0.1705
TLR3	2.52925
FGF14	0.52625
HMGB2	-0.30875
TRPM5	0.0398333333333334
OR5M11	0.2295
KIF3B	0.387210526315789
PRICKLE2	1.49025
MTMR9	0.445375
C3orf27	0.0715
GLRA3	0.0705
NSDHL	-0.188333333333333
TMEM32	0.06375
POLR2D	-0.734833333333333
MYADML	0.344
C9orf114	0.339
MRGPRX1	-0.1895
TOPORS	0.5155
CLDN19	-0.1495
C1QL4	0.4895
RNF165	-1.0985
DHRS9	-0.62675
DNAH2	0.274
FXR1	-0.865
ZMYM3	-0.93825
CASP3	0.339333333333333
FAM120C	0.117375
SCLY	-1.5195
CA7	-0.43
ENTPD5	0.165166666666667
ZNF461	0.2575
PDIA5	0.218
C1orf19	-0.679833333333333
TMEM67	-0.673
KCTD20	-0.32425
WDR47	0.9685
FLJ38723	0.0215
KLRF1	0.527833333333333
TAS2R16	0.8345
CLDN12	0.59775
PRKCE	-0.1845
UBXD4	-1.149
ITGAM	2.65583333333333
GLT8D3	-0.51475
WDR31	0.072
RGS2	1.944
OR51L1	0.725
MST1R	-0.9475
KIAA1737	0.997
OR4A5	0.6365
GLIS1	-0.660833333333333
PTMA	0.707785714285714
NAPA	1.47525
PRDM11	-0.267
LIPF	0.3985
DIRAS3	-0.128
ASGR2	-3.4155
C1QTNF4	1.43225
PIK3R4	-0.508166666666667
ARMC3	0.10475
NDUFV3	-0.472416666666667
BTBD3	-0.633
PPP1R2	0.748083333333333
UBE2NL	0.29625
FOSL2	1.97114285714286
FAM119A	-1.59383333333333
TUBA4A	-0.711
KRTAP12-1	0.33375
SFRS2	-1.09675
RHPN1	-0.1608
EEF2	-0.355833333333333
ZDHHC11	-1.73966666666667
EPHA3	-1.2334
RBM12	0.2035
H2AFJ	0.102166666666667
EDIL3	3.9275
KIF26A	-1.1055
SERGEF	-0.77625
B3GALT4	2.22925
LOC90925	0.302333333333333
OSCAR	0.402875
NPFF	-1.020875
DEDD	0.162625
TMEM155	-0.402125
PTPN1	-0.268
SCYL2	0.2905
SKAP1	1.446
LEAP2	-4.31966666666667
GADD45G	1.5166
IFITM3	1.0395
PILRB	-3.026
SLU7	0.359375
DSC3	1.55925
DNMT3L	-1.045
PAPD5	-0.36875
B3GNT3	1.4225
LHCGR	0.3325
MSL-1	-0.3625
UBE2S	-0.564375
SAP130	-0.36375
ANAPC11	0.0945
MAGED4B	-0.91
ATP6V1B2	0.625666666666667
C14orf179	1.33
CAPZA1	0.37925
CDYL2	-0.735833333333333
GLRX3	-0.704333333333333
LOC136288	-0.83025
MOBKL1A	-0.41825
HTR2B	3.364
CRYGD	0.0158333333333333
NUS1	-0.0305
PGRMC1	0.113
MYOM2	1.6605
FLJ39653	-2.8595
CHM	0.0638
OR5M8	0.1685
ZNF619	-0.0935
FAM105A	0.8475
CCNL1	-2.35125
NAP1L3	0.37925
C10orf57	1.73233333333333
B3GALNT1	0.856833333333333
CSN1S2A	-0.057
TCP10L	0.938
GDAP2	0.03275
DMKN	-0.907
COX6B1	0.43475
DNASE2	1.21916666666667
MSH5	-2.35325
LGMN	0.011875
USP31	-0.3896
OR13C8	0.531
SDCBP	0.7606
NUDT11	-1.1355
PYGL	-0.4955
SNPH	4.11033333333333
B3GNT4	1.3945
MIZF	-1.1539
NUBPL	-0.162
NOD1	-0.2585
CDH22	0.222125
NUBP1	0.242166666666667
DSCAM	-3.3885
DGKI	0.3945
FAM136A	-0.6195
AKAP1	1.385
SLC16A6	-0.0875
RIN3	0.81775
PSG2	0.0055
DIP2B	0.154666666666667
PSORS1C1	-1.2648
KIAA0495	-2.176
FLJ90709	-0.85
LPA	-0.593
PIGA	0.388666666666667
LY75	1.17083333333333
UTS2	-5.757
RREB1	0.494
GALNACT-2	0.5609
MGC3196	-0.5625
FLJ31568	-0.47675
LPHN1	-0.831625
SP1	0.95375
TOX4	0.629833333333333
HSPA9	-0.1356
APOBEC1	3.174
SLC35E4	-2.0525
LSM5	-0.8405
SURF1	0.398
ZBTB1	0.647916666666667
GTF2F1	0.16825
RPS15A	0.272
DUSP21	0.0115
GINS4	-2.74783333333333
MYO15A	-0.957666666666667
GIMAP7	3.3105
MGC13379	0.414
ATP6V1E2	0.4435
UTP3	-0.41375
HNRPA3	-0.7518125
MT4	0.637
C14orf155	0.45
U1SNRNPBP	0.725
CKLF	-0.500333333333333
PLEKHN1	0.285833333333333
MBNL1	-0.2705
NUP160	-1.207
ACSM2A	-0.67775
LOC129881	-0.23975
KIAA1529	-1.02175
FLJ22639	-1.75025
HAND1	-0.939
GSX1	0.218
FGA	-3.7399375
SERPINB1	0.26
ZNF642	-0.37225
IGFBP1	-7.526625
SLC1A1	3.116875
DHX57	-0.76175
ZNF766	0.489
PTPN21	0.2728
GDPD3	-0.837166666666667
PNPLA5	0.0965
TBR1	0.221666666666667
FAM116A	-0.77125
IQGAP1	0.805125
FOS	1.35775
ZNF226	-0.121375
FIGNL1	-0.740333333333333
C14orf1	0.150833333333333
ZMYND17	0.4305
PUS7	-1.624
TUBB6	-0.539875
KCNQ2	-1.14325
MARCH6	-0.170166666666667
CCDC33	1.187
PRODH	1.839
RBM11	1.44175
EPHA6	0.447625
SLC43A1	0.62625
LOC196541	0.0434285714285714
NTN1	0.65725
ING4	0.338
PCDHB10	2.543
DPH2	-1.589
SPACA4	0.48075
FBXL21	-4.463
DIAPH1	-0.167833333333333
ZNF71	0.6525
CEP76	-0.869
CORO1A	-0.225
RRM2	-0.831125
EDG4	1.60025
OS9	0.709833333333333
SLC4A1AP	-0.03975
COG5	-0.8205
COPS8	-0.29
NGLY1	-0.858
NCBP2	-0.255125
C17orf42	-1.22516666666667
GPSM3	0.90625
SIL1	1.4845
ASB6	-0.29075
SMAD5OS	-0.806333333333333
UNC93A	-2.433625
A1BG	0.520666666666667
C21orf62	0.2245
FMO5	-1.0045
ATRIP	-0.0196666666666667
CEBPG	-0.391166666666667
C7orf38	-0.0936666666666667
TNFRSF1B	0.960333333333333
CLEC1A	1.21533333333333
IQSEC1	0.170875
PATZ1	1.6092
RBM22	1.00225
BAG2	-1.715
PAQR5	-3.0985
C9orf127	0.6357
THNSL1	-0.7615
SHROOM3	2.7069
JAM2	1.09125
SNRPN	-2.7995
ALX4	-0.142
CACNA1S	0.3135
FAM130A1	0.8175
CORIN	2.1705
CD300LB	0.452
PLEKHG6	1.21
LRRC40	-0.47525
PCLKC	-0.6505
PCDHB16	1.19666666666667
WNT2B	-0.304
ASNS	-2.53255555555556
MRPL49	0.390125
FLJ46111	0.66425
ISG20	1.2045
SMU1	0.251666666666667
CASZ1	0.4005
POLR1D	0.30025
GIN1	-0.30325
SNAG1	0.434666666666667
ANKRD29	-1.806
CDKN2AIP	-0.3185
KRR1	0.0725
CXCL1	-4.02916666666667
EPM2A	-0.3946
PC	-0.947166666666667
DEFB127	-0.269
PDZRN4	1.04216666666667
FAH	-1.545
OR51E1	1.457
CDC2L6	1.969
DNTTIP1	-0.11325
PAX8	0.05925
TMEM116	1.874
C1orf150	0.7205
PRO2012	0.3495
MRPL40	-0.299166666666667
BEX1	-3.259
SLC2A4	-1.37216666666667
PKMYT1	-0.16425
FEZF2	0.029
SLC26A9	-1.5945
MAP2	-0.159916666666667
LYL1	-0.92775
SLC25A19	-0.789333333333333
NOS3	-0.1005
ZNF34	0.359666666666667
TMPRSS11F	0.1875
FAM43A	-0.204
FCRL4	0.159
KLF14	0.39925
FLRT2	-0.6335
WRN	-1.5835
SDF2	0.7111
KRT8P12	0.432
C6orf195	0.439
C9orf125	-1.107
DZIP3	0.71775
RIT1	0.0114166666666667
SCML1	-1.08116666666667
RHBDF2	0.018625
OR2G3	0.82
REXO1L1	-0.232
MAP3K7IP3	-0.763875
C3orf57	-2.727
FBXW11	-0.797
ETAA1	-1.0295
C14orf131	-0.6174
AKT1S1	0.011
SLC12A5	-0.914
C9orf164	1.2095
NRIP3	-0.1255
NOS1AP	-0.77425
TMEM121	0.62575
SAP30BP	-0.5776
DGCR6	1.1705
WDR76	-0.46475
FAM82B	0.0715833333333334
LOC606495	-0.14
MAP9	1.766
BCDIN3D	0.0535
CXorf36	3.14916666666667
DSCR3	-0.000900000000000001
ZFAND3	0.452125
C7orf43	0.698666666666667
SPSB3	1.3686
C19orf19	0.96325
FAM133A	-2.139375
C12orf25	0.179
SLC39A3	-0.301625
DISP2	-0.36
PI4KAP2	-1.299
MKRN3	-1.56366666666667
ADAMTS13	-0.865625
CBLN3	0.4302
TTYH1	-1.25116666666667
C3orf18	0.073
FLJ13236	0.7025
ZMYND12	0.60325
C18orf25	0.512875
GLB1L3	-1.4385
ATP13A5	1.5525
RANBP10	-0.73175
CD96	-0.8331
DENND1C	-0.4565
RBMS3	0.4895
SLC41A3	0.330666666666667
DGCR6L	1.2925
TMEM128	0.755333333333333
CSNK1G3	-0.0312857142857143
MOBKL2C	0.557125
TSPAN6	-1.417875
MATN2	-1.6518
MSL2L1	-0.0375
ST6GALNAC2	0.6885
FGFBP2	-0.3825
FGL1	-6.5155
MPP3	-0.223166666666667
ARHGEF6	-0.207166666666667
TGFBR2	0.2675
ACMSD	-0.8515
IL33	1.31875
C9orf5	-0.219166666666667
DEAF1	0.101
AMN	1.196
DEFA6	0.16575
RNF212	-1.32925
METT5D1	-0.533833333333333
CIB1	1.0198
TSSK1B	-0.164
KIAA1727	-0.10475
ZNF680	0.784416666666667
LOC399900	-1.8995
LOC152217	-0.0776666666666667
CTNNAL1	-2.1575
CIT	-0.9215
TLE6	-0.04825
ZNF607	0.9305
HERC4	-1.18333333333333
DRAP1	-0.2487
PEMT	-0.03525
C10orf111	-1.0345
ZNF575	1.43775
KCTD7	-0.41725
MYO1F	0.71575
LOC285382	0.26525
RAB11A	0.952
PLCD3	-0.69025
C15orf28	-0.49825
PTBP2	-2.013375
CTB-1048E9.5	-0.010375
C19orf60	0.344666666666667
C7orf25	-0.168166666666667
SETD7	0.76275
HOXB9	0.345
VANGL1	0.95125
CHAF1B	-1.30775
NDUFA3	0.04525
KIAA1328	-0.0783333333333333
SHARPIN	0.714125
TTC23	-0.254125
UGP2	0.180833333333333
ANKIB1	0.136
CIRBP	0.562
SEC14L4	-2.76416666666667
OVCH1	-0.0813333333333333
VPS52	-0.3075
FAT	-0.18
M6PRBP1	0.9085
GPRIN3	0.284
PPM1F	-0.302333333333333
TSR1	-1.0945
CCDC85A	0.00625
PCSK5	2.38625
ZFHX3	0.1105
HEMK1	-1.0991
PGBD2	-0.503
RSRC2	-0.102
AURKC	-0.796
SCRIB	-0.672375
ORM2	-3.44066666666667
FAM115A	-0.3501
FZD6	0.331625
UNC119	-0.0278333333333333
GPX3	-0.6979
NOV	-0.992125
CABC1	-0.170375
CDC42SE2	-0.017875
EIF2S2	-0.7408
RNF130	1.079
CKAP5	-0.511666666666667
RP11-413M3.2	1.243125
C10orf18	0.4881
TMEM93	-0.665
DYX1C1	0.43625
KCNMB2	-2.055125
ANK3	1.57008333333333
KRT5	0.1004
CDH12	-1.46975
QRSL1	0.576625
JUB	-1.6195
SHC4	-0.708125
CCL15	0.519
CCDC22	-0.11075
SNX24	0.12325
RARS	-0.4365
MORC2	0.04375
FAM48A	-0.0825
MT1H	-0.4225
PPP1R14C	-1.036
FOXD1	-0.727071428571428
C1orf213	-1.70425
AMT	-2.3146
DSN1	-0.8355
PTPLAD2	1.3955
DIS3L	-0.3685
RASL11A	1.23475
GPRC5B	1.0325
FRMD7	-0.0925
STRN4	0.08375
KITLG	1.43463636363636
HDGF	-0.38725
OR1S1	0.1785
SETX	-0.1792
DDR2	0.765625
KCTD12	2.08175
LYZL2	-0.443
WDR52	-0.6075
TMEM2	0.633375
ZNF579	1.198
LOC200810	0.54175
TNFSF9	-1.61275
PPFIA4	-2.756
CNIH3	2.40416666666667
MAP4K4	-0.713214285714286
ROD1	0.389142857142857
ALS2CR12	0.2845
DOCK3	-0.192
PAQR9	-3.88975
ASB17	0.273
STX16	-1.85025
FEZ2	0.279833333333333
DLAT	-0.995666666666667
KIF21B	-1.28733333333333
CDC5L	-0.47475
TMEM119	0.8655
CRIP3	-2.4165
TPSD1	0.2455
TEPP	0.69475
GNGT2	1.1575
C21orf121	1.52225
WNK1	-0.681583333333333
FLJ10490	1.468
OR51B5	-1.811
LOC203547	-0.613875
HAS1	-0.5005
PPA1	-0.196833333333333
ST7	-0.148375
C11orf46	0.049
POPDC3	-3.32233333333333
ACOX2	0.255
ATCAY	-0.00216666666666665
TM4SF19	-1.9335
MFSD9	-0.0358333333333333
PDHB	-1.10125
ERN1	-0.05275
LCE3C	0.067
GPR111	-0.333
NOTCH3	2.26466666666667
ADAMTS5	2.7875
B3GALT1	-0.833
UGCGL1	-0.168666666666667
FAM58A	0.548833333333333
FBXO32	2.10675
CLPP	-0.04475
NXPH1	-1.45133333333333
MTMR3	0.8675
ATP1B3	-0.911375
TMEM16A	4.306125
HIST1H3F	0.545
TRIM25	0.0813333333333333
SDCBP2	4.018
CRKL	-0.4885
HOXB2	0.167833333333333
ANP32B	-0.44275
GATM	5.786
AP4E1	-0.408375
EDG5	0.31225
CDKN3	-0.515166666666667
CDH4	-1.37125
PGD	0.0556666666666667
RND1	1.209
GAD1	-2.7411
MPG	0.719
LOC440350	-1.0885
ZNF133	-0.414
SERPINB12	-0.1505
AMELY	0.357
DHX36	-1.16625
TNFAIP8L2	3.12233333333333
PHTF2	0.271666666666667
CCDC112	-0.427
IQCC	-1.53825
HEYL	3.54766666666667
FTSJ2	-0.885
APPL1	0.027
RAB43	0.420785714285714
OR10G2	0.3245
WAC	-0.0281666666666667
ADCY9	-0.34575
RUNDC2B	0.543666666666667
PYCRL	0.3295
AGPAT7	-0.592
SLC22A9	-1.30633333333333
CDKAL1	-1.074
PDYN	-0.630166666666667
C20orf74	0.09125
MTMR11	1.37775
VAV3	4.55725
DAPL1	1.47275
STXBP3	0.019
EIF3G	-0.15975
ARHGAP22	-0.6565
NPFFR1	0.6285
NPC1	-0.42
ALDH9A1	0.339666666666667
ZNF600	0.195875
ZNF678	0.569166666666667
RASSF1	-0.5575
ADD2	-2.438875
PITPNB	0.400375
PKD2L2	0.709285714285714
LRP11	0.03275
CDKL1	-0.4385
SMEK2	0.54525
PRODH2	-2.78466666666667
C11orf54	-0.999666666666667
SFRS11	-0.844
IL7	0.8585
ALS2CR16	0.869
BTG3	-0.93
PAK2	0.382722222222222
RP11-679B17.1	-1.725
GATA4	-1.21916666666667
ATP2B1	-0.31
LOC130940	0.1505
C1orf172	1.39533333333333
ATF7IP2	-0.4785
SLC25A43	-0.271333333333333
CENTG3	-0.00274999999999997
IGF2BP1	-3.6374
FCHSD1	0.2495
CAMK2N2	1.44433333333333
ELAVL3	-0.0674
NBPF15	-1.07166666666667
UBE2J2	1.01575
GNL2	-1.455
PRR3	-0.0223999999999999
NLF2	1.8665
OR4F6	-0.058
KLHL24	1.384
CCDC88A	-1.5661
SGPP1	-0.0481666666666667
C10orf11	-0.257
SLC35B4	-1.12933333333333
UGT3A2	2.477
ARNT2	-0.3587
CBR1	-0.686875
ITPR3	-0.311
TRAPPC6B	-0.2927
AMZ1	0.7555
ARP11	0.3205
WDSUB1	0.11225
APBA1	0.1485
RAB2A	0.8201
C6orf162	0.0586249999999999
HPSE2	-0.4265
PLCE1	0.20175
INSL3	-0.04225
DLG1	-0.9295
PTPLA	-3.23825
PIGX	-0.58125
TFIP11	0.637666666666667
FIBIN	3.8255
POLR2G	-0.48425
GRAP2	-2.0628
DNAJB8	0.05425
CNBP	0.277666666666667
WASF1	-0.5165
INPP5E	-1.2017
HSPB1	1.1526875
TMEM167	-0.2661
CUBN	0.146
IGF1	1.30475
ITPK1	-0.0698
NAALAD2	-0.885
G3BP1	0.6323
NT5DC1	0.039
CYP39A1	-1.1395
TMEM139	-0.707333333333333
POLK	-0.9419
GLULD1	-2.37175
RBM15	-0.2845
AMZ2	0.271
GDF15	-1.54483333333333
MESDC2	0.1035
INCA	0.306166666666667
ACY1L2	-2.417
GZMM	0.0986666666666667
PAIP1	0.50575
CACNA2D1	-0.27475
STK32C	0.272166666666667
SH3BP4	1.245
DEC1	0.737
PADI1	0.362
UBB	0.1407
PON3	-2.89983333333333
PROP1	1.1755
ANKRD13B	-1.109
ADCK1	-0.60575
TCF25	0.0873333333333333
SLC38A5	-0.56675
CXorf26	0.903333333333333
C19orf39	0.76475
PPP1R13B	-0.1855
ARL2	-0.321
TCL6	0.42075
TOP3A	-0.2995
SLC16A14	1.523125
FXYD6	1.98083333333333
HIST1H4E	0.29675
BBC3	1.09578947368421
UNC5A	0.2605
FAM86C	-0.3888
PI4KB	0.128875
B3GAT1	-2.987
SUSD2	2.07466666666667
OAZ2	-0.281333333333333
NOC4L	0.3155
C10orf12	0.60975
FADS1	-2.82766666666667
LOC144097	-0.43675
DKK2	0.982833333333333
KIAA1949	0.4555
RHOT1	-0.5985
OXT	1.8345
GPR153	1.68425
ARL4A	-0.736166666666667
SAAL1	-2.02675
CCDC64	-0.748
USE1	-0.226
HNMT	0.993
PCGF3	0.2184375
CYP2C19	0.4065
C20orf4	0.466
CCDC11	0.61325
ACSBG2	-0.47825
RWDD2A	0.575
PALLD	2.999375
CPLX4	-0.013
LOC492311	0.19475
KPNA2	-0.656666666666667
MACROD1	-0.0302
TMCO3	0.5985
C15orf52	-1.1065
BIRC5	-1.31673333333333
PRR16	0.0893333333333333
FAM63B	0.268625
KATNB1	-0.977166666666667
