Hybridization REF	TCGA-A8-A07L-01A-11R-A040-07
RY1	-0.0328333333333333
ATAD2B	0.189
ARHGAP17	-0.356
KCNIP3	-0.045
SFPQ	-0.1195
GFRA4	0.460166666666667
AKR1B10	-3.298875
TIGD6	0.4625
RGS16	2.303875
URB1	-0.9665
OR4C46	-0.343333333333333
TOP3B	0.05625
NFATC4	-0.143
CA14	-4.9225
BMPR1A	0.549666666666667
SNRP70	-0.96025
PRL	-0.159166666666667
C6orf130	-0.4685
STAG2	-0.97225
CD55	-0.101928571428571
RPS23	0.199833333333333
SSX2	-1.4245
FDPSL2A	-0.355
FBXO27	1.17325
SYNGR3	-1.125
TMSL3	-0.0845
EML1	-1.053
NUP93	-0.809333333333333
SMAD3	0.2987
KIAA1189	0.0876666666666667
HNRPUL2	0.205833333333333
TBC1D12	0.217333333333333
C16orf24	1.36475
MRVI1	1.64716666666667
ZNF581	-0.357333333333333
ELOVL3	-1.074
OR51Q1	-0.085
CACNB3	1.1675
GALNT13	-1.454375
C10orf84	1.0055
NEDD4	-0.6053
SPO11	0.3115
OR5AU1	0.722
NEK4	0.192642857142857
PRKAR2A	0.513166666666667
IHPK1	0.4105
ATP6V0B	1.057125
CACNA1E	0.6245
CEACAM8	-0.4055
PEX14	-0.1915
FLJ12993	2.4635
ZBTB38	-0.439083333333333
PCTK2	0.5415
LRRC16	0.3098
FBLIM1	0.237333333333333
FYCO1	1.07725
RP5-1022P6.2	-1.38625
CMTM1	0.393833333333333
PLTP	-0.196666666666667
RAPH1	0.5895
DOCK8	-0.438375
EZH2	-0.692533333333333
SLC25A1	0.215333333333333
PLEKHB1	-0.2873
GRB7	0.4098
ZFP37	-0.036
MRPL33	-0.000500000000000001
PELO	0.01375
ARMC1	0.298545454545455
C9orf27	-0.16925
FLJ25778	0.5875
C9orf37	0.106166666666667
TMEM66	-0.18075
SPRN	0.398125
HBEGF	-0.541625
PI4KA	0.26
LEPRE1	-0.637
POU2AF1	-4.529125
MRPL12	0.5315
REP15	-0.152
ZC3H3	0.66725
RASAL1	-0.785
DDAH1	0.162125
ACBD5	0.247375
TMC2	0.227
CCDC137	-0.339
SAMD13	-1.15716666666667
UGT2B15	-1.9485
TIPARP	-0.35275
DNASE1L3	-0.71375
TRIM72	0.598166666666667
DBX2	0.35875
IPO8	-0.01075
C21orf88	-0.1544
MAP3K14	-0.34425
LOC51233	0.847666666666667
GGTLA4	0.425
PDE6D	-0.79425
ZNF117	0.03325
CLK2	-0.685625
NKRF	-0.96525
TNFSF15	0.6308
DUSP2	0.53775
SECISBP2	0.5467
GABRR2	0.104
PPAP2C	1.956
LOC51145	0.415666666666667
PAG1	-0.477
PIK3C3	-0.54375
GNG10	0.967
APOL4	0.0701666666666667
ANKRD28	-0.986875
STMN3	-0.6278
RAB14	1.2191
CDK2AP2	-0.342
HDDC3	-0.26825
COMMD7	0.7185
CXXC1	0.109
HMCN1	-0.668
CD40	-0.13325
DYNC1LI2	-0.3160625
GDI1	1.139
LOC646938	-0.29275
VSNL1	-2.40466666666667
PIH1D1	-0.0316666666666667
RAET1G	1.3635
KRTAP5-9	-0.0575
EFTUD2	-0.41975
ZNF311	0.273
ATP6V1G3	0.30525
OR2W3	-0.53025
SCN4A	0.16225
MED10	-0.435875
FAM135A	-0.9268
ARHGAP4	-1.62825
EHMT2	-0.035625
UFD1L	0.54525
ERMP1	0.10425
MAG1	-0.457333333333333
THAP8	0.868166666666667
HACE1	-0.563333333333333
FAM82C	0.248666666666667
C3orf20	0.1115
UNC84A	-0.132
SCD5	0.529142857142857
LASS6	2.095125
LSG1	0.706666666666667
MAL	-5.768
GPR22	0.00399999999999999
WDR5B	1.57875
ACTRT1	-0.066
C17orf60	-0.587
GRIN2C	0.0619
ARMC8	0.380833333333333
SLC47A1	-2.55866666666667
DMPK	0.36225
DHRS13	0.402666666666667
SMC1A	-0.172
KRTAP17-1	0.2285
SMYD5	-0.12575
TUSC2	0.718
CRHR2	0.253
KIR3DL2	-0.9705
CCDC104	0.85775
ATP2C1	0.940625
CROT	0.069
PABPC3	0.601833333333333
EGR1	-1.37383333333333
THSD1	0.819
KHK	-0.496
SLC12A2	2.5889375
CD58	-0.93225
STOX2	0.841833333333333
CCDC76	-0.6569
CCDC48	4.6235
DNAH1	-0.3255
ZIC4	-0.116875
OR1G1	0.5655
PSMC6	-0.1505
PROKR1	-0.257
ABCB1	-1.516625
TRAT1	-2.51975
LLGL1	0.542
MTF1	0.6165
USP54	0.411125
PAGE2B	2.6195
ITGB7	-4.1705
CCDC81	-0.459
LOC149837	0.70625
SCUBE1	-0.2695
ZSCAN10	0.599
HUWE1	0.0340714285714285
CDH17	-0.0835
CD180	0.3175
IL17A	0.1365
TMPO	-0.101625
KIAA1524	0.23
HDGFRP3	-0.355833333333333
OXCT1	-1.25309090909091
RRAS2	-0.264
LTBP2	2.5509375
SV2B	0.952833333333333
CYP2A6	0.727125
PKD1L2	-1.4645
PPM1M	0.42575
FLJ22662	2.835
ZNF502	-0.25125
GP6	-1.046
CRYBA2	0.12
LEF1	-1.9515
CTPS	-0.384142857142857
EYA1	-1.93
EPS8L1	1.72125
MAPK14	-0.250333333333333
SERPINB2	-4.934125
GTF2F2	-0.752166666666667
ZNHIT4	0.4005
PLA1A	2.097375
C20orf114	0.698
HPR	-3.0065
C18orf2	-3.1475
SATB2	0.983
KCNJ9	-0.332625
MGC157906	0.244
MOCS3	0.73125
C17orf71	0.166
PPHLN1	-0.526
HIST1H2BN	-0.346
RAPGEF1	-0.349875
MAP3K8	-1.45275
DLG4	0.105333333333333
STC1	1.25008333333333
CDGAP	1.2215
DDX26B	-2.1955
LOC150223	-0.0865
CPSF3	-0.566
TMEM14A	0.67075
MYH3	-2.45725
GPKOW	0.0135
SULT1A1	-0.848666666666667
SPON1	3.3503
YY1AP1	0.705333333333333
RAB23	-0.101
PLA2G4A	-4.809
MAPRE3	0.441
ZNF516	0.9385
GGPS1	-0.723
EXOC3L2	-0.52325
C19orf42	0.7656
MAP2K2	-0.394666666666667
HIST1H2BB	0.04375
RNF19B	0.3865
C6orf128	-0.214
TLR8	1.7695
PCDHA9	0.197
CARS2	-0.863625
CLUL1	0.971333333333333
RHAG	-4.256
UNK	0.1725
EXOC8	-0.0976
C9orf95	-0.5415
C14orf143	1.16866666666667
MAML3	-0.16225
LDHA	-1.59875
MRPL20	0.03925
KLHDC6	0.876166666666667
ATP5S	0.301333333333333
C8orf55	0.4365
PHF19	-2.010875
KRTAP13-4	0.313
TTC5	-0.536
XKR5	-0.214
SILV	-4.87116666666667
TEX28	0.044
TCTN1	1.09
CX40.1	0.0165
PPP2R5C	-0.832
C12orf30	-0.950833333333334
CAPG	2.302
MPZL1	1.5155
ARSB	-0.962333333333333
TDH	-0.45325
WASF4	-0.57825
TSSK3	-1.12216666666667
7A5	-1.4875
CRISPLD1	1.0075
MAD1L1	-0.347166666666667
SPIN4	-0.205666666666667
AMPD1	-1.86175
DPYSL5	-0.1415
INPP1	0.626166666666667
ANKRD11	-1.35644444444444
NPAS4	0.11725
GCET2	-0.8531
RNASE9	0.2755
GUCY2D	0.1245
CCDC98	-0.62875
FGF4	-0.4625
CPM	-1.08883333333333
SLC26A4	-2.46666666666667
PLD5	0.283
FAM59A	1.962
FBXO5	-0.868
SIPA1L1	-0.80625
DPYS	0.617
ATG4D	0.32275
TGM3	0.5835
MTCH1	0.307375
HK1	0.553857142857143
CDC26	1.032125
GALNT12	-0.00416666666666666
LOC339229	0.94975
MRPL35	-0.281375
ORC4L	0.3265
TNKS	0.376428571428572
C2orf24	-0.082
ZNF553	0.8645
GGTLA1	2.7233
ZNF497	0.278
CDY1B	0.16725
SLC30A4	0.472125
TUB	0.921
ARHGEF18	-0.48125
ARRB1	1.40875
KCNK1	1.516125
EREG	-2.8834
SCAMP5	-0.2185
RUNDC3B	2.2735
ADAMTS20	0.661
IL17RB	0.13775
FLJ20323	-0.76675
MCAM	-0.067625
POLR3E	-1.31358333333333
AQR	-0.366666666666667
IPMK	0.1955
CDCA7	-5.549375
CAMP	4.42475
GRHL3	0.5765
ADAMTSL2	0.939333333333333
CLMN	1.79983333333333
SSTR3	0.658
MAGEA5	-1.994
OVOL2	4.11125
JMJD1B	0.2725
RBL2	-0.2022
PYGO2	1.01175
PPP1R10	0.114
CSE1L	-0.117166666666667
LCA5	0.34875
RDH16	2.1695
ASRGL1	-1.28225
TOM1	0.565166666666667
PTX3	-6.95275
TTC15	-0.07925
SCGB3A1	0.897166666666667
MRPL50	-0.801
RCAN3	-0.0545
SLC26A11	1.77875
STYX	-0.0115
CINP	-0.35975
MARCH7	-0.22175
PFKM	-1.07133333333333
SGMS1	0.8235
RIOK3	-0.5093
C1orf110	-0.2925
CES7	-0.042375
LOC440248	-2.35675
PPP1R12C	-0.11225
C10orf27	0.6455
ATG9A	-1.004
MRPS26	0.116875
TMEM40	0.503
ELP3	-0.8335
ZNF787	0.4934
HIAT1	0.412375
C8orf34	0.722666666666667
MGC4655	0.2001
PELI1	-0.804
PPT1	0.076
SLC35C2	-0.698166666666667
C6orf125	-0.70375
MUC4	-1.28416666666667
RFC4	-0.342
GNB2	0.800333333333333
NUP50	-0.291285714285714
SULT4A1	-1.90816666666667
C7	0.548125
CCDC130	-0.714166666666667
ARRDC4	-0.79725
RQCD1	-0.02225
GLYCTK	-0.4425
AYTL2	-0.714636363636364
MTUS1	1.5801
LEMD3	0.242333333333333
PLEKHF2	4.28475
HOXA7	-0.7285
GTF3C2	-0.466
DYNLRB2	1.3305
CNOT10	0.219
MR1	-0.495833333333333
FFAR1	0.1695
PRIC285	0.05975
SLITRK6	1.62
LIX1	-2.1599
UBE1L2	0.16
F8	-0.171625
ACHE	1.18716666666667
KPNA5	-1.10475
TNFRSF12A	-1.73983333333333
EGR3	-0.129
SERPIND1	-3.61266666666667
OASL	1.86075
IFRD1	-1.41175
WDFY1	-0.764166666666667
ZNF267	-0.711125
ACCN5	0.087
ZBTB6	0.17925
PPP1R3A	0.617
PRRT3	2.29275
FBXL19	-0.4665
TXNIP	-0.808428571428571
ACTN2	-1.783
ATG9B	0.2365
C9orf117	0.97225
IL27	0.9955
RPL36AL	-0.338333333333333
KLK15	0.07775
CHAD	1.6635
RAP2B	-0.4213
HEBP2	1.89625
ZNF342	0.894
CAMK2G	0.1885
TLR3	1.652
FGF14	-0.1685
HMGB2	0.43525
TRPM5	-0.0386666666666667
OR5M11	0.7085
KIF3B	0.469315789473684
PRICKLE2	-0.6905
MTMR9	0.356875
C3orf27	0.28075
GLRA3	-2.03616666666667
NSDHL	0.34
TMEM32	-0.19125
POLR2D	-0.643083333333333
MYADML	0.176
C9orf114	0.5645
MRGPRX1	0.244
TOPORS	1.0175
CLDN19	-1.154
C1QL4	0.0305
RNF165	-1.3325
DHRS9	-0.5615
DNAH2	-1.464
FXR1	-0.766666666666667
ZMYM3	-0.14975
CASP3	0.665666666666667
FAM120C	-0.74975
SCLY	-1.2195
CA7	0.155
ENTPD5	0.0498333333333333
ZNF461	0.239875
PDIA5	-0.483
C1orf19	-0.0913333333333333
TMEM67	1.89775
KCTD20	-0.337
WDR47	1.006
FLJ38723	0.3965
KLRF1	-0.391
TAS2R16	0.548
CLDN12	-0.15525
PRKCE	-0.17025
UBXD4	-0.53225
ITGAM	1.90083333333333
GLT8D3	0.265
WDR31	0.3518
RGS2	-1.15175
OR51L1	0.111
MST1R	-1.804
KIAA1737	0.213
OR4A5	-0.253
GLIS1	-1.935
PTMA	-0.383357142857143
NAPA	1.3
PRDM11	0.11525
LIPF	-0.898
DIRAS3	-0.2345
ASGR2	-4.527125
C1QTNF4	1.0745
PIK3R4	0.843666666666667
ARMC3	1.8595
NDUFV3	-0.971
BTBD3	-0.634166666666667
PPP1R2	0.32925
UBE2NL	0.47925
FOSL2	-0.00492857142857144
FAM119A	-0.332333333333333
TUBA4A	-1.5474
KRTAP12-1	0.12025
SFRS2	-0.57325
RHPN1	-0.7218
EEF2	-1.09883333333333
ZDHHC11	-1.89266666666667
EPHA3	-1.4784
RBM12	-0.17125
H2AFJ	1.4745
EDIL3	2.0705
KIF26A	-1.50725
SERGEF	-0.06075
B3GALT4	1.09825
LOC90925	-0.082
OSCAR	-0.183875
NPFF	-0.608
DEDD	0.933875
TMEM155	-0.720125
PTPN1	0.96975
SCYL2	0.423833333333333
SKAP1	1.798
LEAP2	-3.00033333333333
GADD45G	1.6171
IFITM3	0.652625
PILRB	-2.34033333333333
SLU7	0.0850625
DSC3	-0.55625
DNMT3L	-1.42425
PAPD5	-1.006
B3GNT3	-0.657333333333333
LHCGR	-0.133
MSL-1	-0.33025
UBE2S	-0.088
SAP130	-0.18975
ANAPC11	1.2725
MAGED4B	-2.18
ATP6V1B2	-0.3325
C14orf179	0.67725
CAPZA1	-0.231125
CDYL2	0.226
GLRX3	-1.26316666666667
LOC136288	0.3885
MOBKL1A	-0.3235
HTR2B	2.7525
CRYGD	-0.1205
NUS1	-0.525166666666667
PGRMC1	-0.377
MYOM2	-0.6255
FLJ39653	-1.22166666666667
CHM	-0.412
OR5M8	0.126
ZNF619	0.825
FAM105A	1.6525
CCNL1	-1.16675
NAP1L3	-0.39525
C10orf57	1.50683333333333
B3GALNT1	2.73666666666667
CSN1S2A	0.506
TCP10L	-1.13675
GDAP2	0.463625
DMKN	-2.79983333333333
COX6B1	0.31875
DNASE2	-0.0426666666666667
MSH5	-2.396
LGMN	-0.109125
USP31	0.5109
OR13C8	0.912
SDCBP	0.1548
NUDT11	-2.56033333333333
PYGL	-0.955833333333333
SNPH	0.508833333333333
B3GNT4	0.7265
MIZF	-0.6175
NUBPL	-0.6345
NOD1	-0.755666666666667
CDH22	-0.469625
NUBP1	0.324333333333333
DSCAM	-4.1995
DGKI	0.2895
FAM136A	-0.188
AKAP1	0.516166666666667
SLC16A6	0.7265
RIN3	0.2265
PSG2	-0.18175
DIP2B	0.05075
PSORS1C1	-0.5716
KIAA0495	-0.42
FLJ90709	-0.8235
LPA	-0.205
PIGA	-0.509166666666667
LY75	2.70616666666667
UTS2	-6.783
RREB1	0.06925
GALNACT-2	0.3401
MGC3196	-0.2295
FLJ31568	1.544
LPHN1	0.16975
SP1	1.010125
TOX4	-0.224166666666667
HSPA9	0.0422
APOBEC1	0.779
SLC35E4	-1.53625
LSM5	-0.76025
SURF1	1.05375
ZBTB1	-0.980083333333333
GTF2F1	-0.59525
RPS15A	-0.382357142857143
DUSP21	-0.708
GINS4	-1.587
MYO15A	-1.35616666666667
GIMAP7	2.87275
MGC13379	1.0015
ATP6V1E2	-0.643833333333333
UTP3	0.34125
HNRPA3	-0.52125
MT4	-0.698
C14orf155	-0.393333333333333
U1SNRNPBP	0.67325
CKLF	-0.478333333333333
PLEKHN1	-1.14133333333333
MBNL1	-0.597416666666667
NUP160	-0.52475
ACSM2A	-2.075
LOC129881	1.28625
KIAA1529	-0.183
FLJ22639	-1.268
HAND1	-0.5955
GSX1	0.2715
FGA	-4.39
SERPINB1	-0.02
ZNF642	1.11775
IGFBP1	-8.689625
SLC1A1	1.533375
DHX57	-0.021625
ZNF766	-0.3185
PTPN21	0.2588
GDPD3	1.86766666666667
PNPLA5	-0.1215
TBR1	-0.0888333333333333
FAM116A	-0.52775
IQGAP1	0.39
FOS	-1.6575
ZNF226	0.526375
FIGNL1	0.103
C14orf1	-0.670833333333333
ZMYND17	-0.0865
PUS7	-0.585
TUBB6	-0.664
KCNQ2	-1.31675
MARCH6	-0.0298333333333333
CCDC33	0.3115
PRODH	-1.85125
RBM11	3.38025
EPHA6	0.8395
SLC43A1	-0.77725
LOC196541	0.181375
NTN1	1.66883333333333
ING4	0.97625
PCDHB10	-0.41625
DPH2	-0.037
SPACA4	0.65775
FBXL21	-4.1445
DIAPH1	-0.3065
ZNF71	1.17233333333333
CEP76	0.655
CORO1A	-1.5115
RRM2	-0.69075
EDG4	1.135
OS9	0.185333333333333
SLC4A1AP	0.104
COG5	-0.65275
COPS8	-0.65075
NGLY1	-0.528
NCBP2	0.36225
C17orf42	0.627166666666667
GPSM3	-0.036375
SIL1	0.609333333333333
ASB6	-0.08425
SMAD5OS	-0.318666666666667
UNC93A	-3.061125
A1BG	0.378833333333333
C21orf62	0.319333333333333
FMO5	-1.0875
ATRIP	1.10683333333333
CEBPG	0.280166666666667
C7orf38	0.0125
TNFRSF1B	-0.0296666666666667
CLEC1A	1.79316666666667
IQSEC1	0.5645
PATZ1	2.0298
RBM22	0.953875
BAG2	-1.37316666666667
PAQR5	-0.2635
C9orf127	0.9999
THNSL1	-0.49025
SHROOM3	1.7883
JAM2	0.9525
SNRPN	-2.17625
ALX4	0.5615
CACNA1S	0.794
FAM130A1	1.14975
CORIN	2.2705
CD300LB	1.073
PLEKHG6	1.694
LRRC40	-0.801
PCLKC	-0.75
PCDHB16	-0.846666666666667
WNT2B	0.1175
ASNS	-1.37822222222222
MRPL49	0.34875
FLJ46111	2.3815
ISG20	-0.639875
SMU1	0.6275
CASZ1	0.5395
POLR1D	-0.667083333333333
GIN1	-0.30275
SNAG1	0.841333333333333
ANKRD29	-1.623
CDKN2AIP	-0.21375
KRR1	0.00675000000000003
CXCL1	-4.80533333333333
EPM2A	-0.3997
PC	0.131333333333333
DEFB127	0.16
PDZRN4	1.3135
FAH	0.06175
OR51E1	2.0715
CDC2L6	-0.251333333333333
DNTTIP1	-0.333
PAX8	-0.17425
TMEM116	0.083
C1orf150	-0.016
PRO2012	-0.1765
MRPL40	0.077
BEX1	-3.6649
SLC2A4	-1.23866666666667
PKMYT1	-0.12375
FEZF2	0.255
SLC26A9	-1.85325
MAP2	0.40775
LYL1	-1.44125
SLC25A19	-0.5705
NOS3	-0.162
ZNF34	0.4925
TMPRSS11F	-0.8445
FAM43A	0.02125
FCRL4	0.095
KLF14	1.632
FLRT2	-0.937666666666667
WRN	-1.393
SDF2	0.9724
KRT8P12	2.0525
C6orf195	0.0565
C9orf125	-1.78533333333333
DZIP3	0.063625
RIT1	0.501583333333333
SCML1	-1.288
RHBDF2	-0.25675
OR2G3	0.5705
REXO1L1	0.067
MAP3K7IP3	-0.022375
C3orf57	-5.12975
FBXW11	-0.615
ETAA1	-0.70925
C14orf131	-0.9168
AKT1S1	0.12275
SLC12A5	1.1965
C9orf164	1.976
NRIP3	-1.365625
NOS1AP	-0.154
TMEM121	1.5465
SAP30BP	0.7555
DGCR6	1.02375
WDR76	-0.09825
FAM82B	0.6405
LOC606495	0.0995
MAP9	2.85308333333333
BCDIN3D	1.1005
CXorf36	3.096
DSCR3	-0.8431
ZFAND3	0.841875
C7orf43	0.333666666666667
SPSB3	0.5818
C19orf19	0.078
FAM133A	-2.83525
C12orf25	0.7165
SLC39A3	-0.15575
DISP2	1.65025
PI4KAP2	-0.761
MKRN3	-2.5565
ADAMTS13	-0.702625
CBLN3	-0.1732
TTYH1	-0.4585
C3orf18	-0.057
FLJ13236	-0.9455
ZMYND12	2.30325
C18orf25	0.79075
GLB1L3	-1.0855
ATP13A5	1.2015
RANBP10	-0.62575
CD96	-2.3607
DENND1C	-1.2445
RBMS3	-0.1171
SLC41A3	1.17916666666667
DGCR6L	1.10325
TMEM128	0.7055
CSNK1G3	0.493714285714286
MOBKL2C	1.2505
TSPAN6	-0.674625
MATN2	-0.0793
MSL2L1	0.3685
ST6GALNAC2	0.488833333333333
FGFBP2	0.25975
FGL1	-6.9785
MPP3	-1.06216666666667
ARHGEF6	0.0745
TGFBR2	-0.3285
ACMSD	-0.8005
IL33	0.85325
C9orf5	-0.250583333333333
DEAF1	-0.0979
AMN	0.1975
DEFA6	0.22075
RNF212	-1.423
METT5D1	0.103333333333333
CIB1	0.2891
TSSK1B	0.36075
KIAA1727	1.793
ZNF680	0.10675
LOC399900	0.2495
LOC152217	0.739583333333333
CTNNAL1	-2.568
CIT	-0.78775
TLE6	-0.2355
ZNF607	-0.084
HERC4	-0.913
DRAP1	0.0643
PEMT	-0.70375
C10orf111	-1.468
ZNF575	1.0455
KCTD7	-0.22675
MYO1F	-0.12325
LOC285382	3.72
RAB11A	0.7429
PLCD3	-1.00625
C15orf28	-0.12675
PTBP2	-0.285
CTB-1048E9.5	1.0055
C19orf60	-0.315
C7orf25	1.0455
SETD7	0.87575
HOXB9	-4.4325
VANGL1	0.16625
CHAF1B	-1.07125
NDUFA3	0.31025
KIAA1328	0.138666666666667
SHARPIN	0.24725
TTC23	-1.214375
UGP2	0.0265
ANKIB1	0.2725
CIRBP	0.781714285714286
SEC14L4	-0.982666666666667
OVCH1	0.0725
VPS52	0.54625
FAT	-1.125
M6PRBP1	-0.3755
GPRIN3	-0.044
PPM1F	0.837
TSR1	-0.36675
CCDC85A	3.18575
PCSK5	0.8385
ZFHX3	0.5325
HEMK1	0.2358
PGBD2	-0.60525
RSRC2	-0.327833333333333
AURKC	-1.55916666666667
SCRIB	0.250125
ORM2	-4.80483333333333
FAM115A	-0.5054
FZD6	1.06325
UNC119	0.889833333333333
GPX3	-0.9431
NOV	-1.07625
CABC1	-0.69275
CDC42SE2	0.020875
EIF2S2	-0.295
RNF130	1.054125
CKAP5	0.0846666666666667
RP11-413M3.2	0.778
C10orf18	0.2544
TMEM93	-0.01525
DYX1C1	1.79675
KCNMB2	-1.86257142857143
ANK3	0.825333333333333
KRT5	-2.6033
CDH12	-1.86825
QRSL1	-0.6635
JUB	-1.4815
SHC4	-2.683125
CCL15	0.829166666666667
CCDC22	0.7775
SNX24	0.40625
RARS	-0.00375
MORC2	0.276875
FAM48A	-0.64675
MT1H	0.011
PPP1R14C	-1.46483333333333
FOXD1	-1.74707142857143
C1orf213	-2.0355
AMT	-2.5702
DSN1	-0.4325
PTPLAD2	1.873
DIS3L	0.00175
RASL11A	-0.373
GPRC5B	0.326375
FRMD7	-0.0745
STRN4	0.64725
KITLG	1.77445454545455
HDGF	-0.02175
OR1S1	0.616
SETX	-0.1964
DDR2	0.123125
KCTD12	0.97275
LYZL2	1.1625
WDR52	-0.4955
TMEM2	-0.176875
ZNF579	0.507166666666667
LOC200810	-0.01325
TNFSF9	-2.3585
PPFIA4	-3.1935
CNIH3	1.13933333333333
MAP4K4	-0.993
ROD1	1.05742857142857
ALS2CR12	-0.303333333333333
DOCK3	1.01716666666667
PAQR9	-3.29475
ASB17	0.142
STX16	-0.768125
FEZ2	-0.320833333333333
DLAT	-0.7985
KIF21B	-1.14633333333333
CDC5L	-0.54225
TMEM119	2.249
CRIP3	-1.8475
TPSD1	0.332666666666667
TEPP	-0.22125
GNGT2	0.66375
C21orf121	-0.53275
WNK1	0.645916666666667
FLJ10490	1.202
OR51B5	-2.2895
LOC203547	-0.581
HAS1	-0.3685
PPA1	-0.1715
ST7	0.1575
C11orf46	0.2554
POPDC3	-3.164
ACOX2	0.0895
ATCAY	-0.346166666666667
TM4SF19	-2.31225
MFSD9	-0.239333333333333
PDHB	-0.915
ERN1	-0.0765
LCE3C	0.2795
GPR111	-0.2535
NOTCH3	1.681
ADAMTS5	1.6175
B3GALT1	-1.7155
UGCGL1	0.157833333333333
FAM58A	0.321
FBXO32	-0.00975
CLPP	-0.439
NXPH1	-1.229
MTMR3	0.478666666666667
ATP1B3	-0.00524999999999999
TMEM16A	3.83625
HIST1H3F	-0.759333333333333
TRIM25	0.5555
SDCBP2	0.358
CRKL	0.0405
HOXB2	0.647833333333333
ANP32B	-0.264875
GATM	4.3855
AP4E1	0.43675
EDG5	0.19775
CDKN3	-0.093
CDH4	-2.7555
PGD	-1.01283333333333
RND1	0.4105
GAD1	-2.8431
MPG	-0.08075
LOC440350	-0.182
ZNF133	-0.9035
SERPINB12	0.119
AMELY	0.2225
DHX36	0.03825
TNFAIP8L2	2.02266666666667
PHTF2	0.710666666666667
CCDC112	-0.8975
IQCC	-0.327
HEYL	3.19933333333333
FTSJ2	-0.0075
APPL1	-0.321125
RAB43	0.843071428571428
OR10G2	0.265
WAC	-0.189833333333333
ADCY9	0.85375
RUNDC2B	-0.5395
PYCRL	1.0775
AGPAT7	-1.2765
SLC22A9	-1.37433333333333
CDKAL1	-0.1455
PDYN	-1.3625
C20orf74	-1.4855
MTMR11	-0.31625
VAV3	1.67883333333333
DAPL1	0.44
STXBP3	0.07425
EIF3G	-0.6135
ARHGAP22	-1.215
NPFFR1	0.233
NPC1	-1.15716666666667
ALDH9A1	1.38483333333333
ZNF600	0.720125
ZNF678	-0.159666666666667
RASSF1	0.6975
ADD2	-2.5675
PITPNB	0.171125
PKD2L2	0.179714285714286
LRP11	1.06875
CDKL1	-0.71575
SMEK2	0.17475
PRODH2	-3.53366666666667
C11orf54	-0.381166666666667
SFRS11	-1.0705
IL7	0.523833333333333
ALS2CR16	0.38275
BTG3	-0.51
PAK2	0.422
RP11-679B17.1	0.479
GATA4	0.820166666666667
ATP2B1	-0.512
LOC130940	1.9
C1orf172	2.62616666666667
ATF7IP2	-1.705
SLC25A43	0.249166666666667
CENTG3	0.0603333333333333
IGF2BP1	-4.3345
FCHSD1	0.205
CAMK2N2	0.412666666666667
ELAVL3	0.1168
NBPF15	-1.3555
UBE2J2	0.0623333333333333
GNL2	-0.291
PRR3	-0.5459
NLF2	0.8305
OR4F6	0.4645
KLHL24	-0.126166666666667
CCDC88A	-2.217
SGPP1	-0.217666666666667
C10orf11	-0.429666666666667
SLC35B4	-0.797666666666667
UGT3A2	-0.2195
ARNT2	0.6067
CBR1	-2.66825
ITPR3	0.215833333333333
TRAPPC6B	-0.2174
AMZ1	3.296
ARP11	1.315
WDSUB1	0.9795
APBA1	0.2595
RAB2A	0.8372
C6orf162	-0.611625
HPSE2	0.8715
PLCE1	1.8575
INSL3	-0.24175
DLG1	0.2505
PTPLA	-2.90675
PIGX	0.46225
TFIP11	1.21183333333333
FIBIN	2.8995
POLR2G	0.09125
GRAP2	-2.6008
DNAJB8	0.26625
CNBP	0.8435
WASF1	-1.26825
INPP5E	-0.2724
HSPB1	1.464875
TMEM167	-0.1609
CUBN	-0.317
IGF1	1.75225
ITPK1	1.3077
NAALAD2	-1.665875
G3BP1	-0.3101
NT5DC1	-0.807875
CYP39A1	-1.249
TMEM139	1.18608333333333
POLK	-0.4294
GLULD1	-1.7605
RBM15	-0.822166666666667
AMZ2	0.8395
GDF15	-0.2575
MESDC2	0.3
INCA	-0.568833333333333
ACY1L2	-4.5115
GZMM	-1.35116666666667
PAIP1	0.22475
CACNA2D1	0.9165
STK32C	-1.44466666666667
SH3BP4	0.280166666666667
DEC1	0.3125
PADI1	0.5705
UBB	0.3289
PON3	0.82
PROP1	0.4075
ANKRD13B	-0.1295
ADCK1	-0.78725
TCF25	-0.103416666666667
SLC38A5	-3.27325
CXorf26	-0.094
C19orf39	0.37975
PPP1R13B	0.21075
ARL2	-0.3115
TCL6	0.0855
TOP3A	-0.764
SLC16A14	1.391875
FXYD6	1.621
HIST1H4E	-0.2275
BBC3	0.155157894736842
UNC5A	0.0535
FAM86C	-0.8371
PI4KB	1.408
B3GAT1	-4.17
SUSD2	1.61683333333333
OAZ2	0.120333333333333
NOC4L	0.60025
C10orf12	-0.27575
FADS1	-1.98266666666667
LOC144097	0.03075
DKK2	1.62833333333333
KIAA1949	-0.234
RHOT1	0.0645
OXT	1.02716666666667
GPR153	0.48775
ARL4A	-1.3625
SAAL1	-0.66825
CCDC64	0.244
USE1	-0.256166666666667
HNMT	-0.590166666666667
PCGF3	1.1345
CYP2C19	0.04725
C20orf4	0.3355
CCDC11	0.926
ACSBG2	-0.33275
RWDD2A	0.2555
PALLD	1.847875
CPLX4	-0.9695
LOC492311	0.67225
KPNA2	0.254666666666667
MACROD1	0.9297
TMCO3	-0.815833333333333
C15orf52	-0.674
BIRC5	0.654133333333333
PRR16	-0.150666666666667
FAM63B	-0.266875
KATNB1	-1.08016666666667
WNT8B	0.539
