Hybridization REF	TCGA-B6-A0IE-01A-11R-A034-07
EPDR1	-2.1179
MUSK	-0.0154
ZNF434	0.534
SMARCD1	-1.2585
ZFP106	-0.1315
ZNF347	0.0168
GTF2E1	0.6735
RY1	-0.437333333333333
ATAD2B	0.878
ARHGAP17	-0.1477
KCNIP3	-0.77125
SFPQ	0.23975
GFRA4	0.705333333333333
AKR1B10	-3.654125
TIGD6	0.232333333333333
RGS16	1.20675
URB1	-1.031
OR4C46	-0.1868
TOP3B	-0.6475
NFATC4	0.2805
CA14	-3.58525
BMPR1A	0.0768333333333333
SNRP70	-1.695125
PRL	-0.310125
C6orf130	-0.16425
STAG2	-0.1935
CD55	-1.68764285714286
RPS23	-1.38783333333333
SSX2	-0.9745
FDPSL2A	-1.30375
FBXO27	-0.158625
SYNGR3	-1.03733333333333
TMSL3	1.7925
EML1	-1.988
NUP93	-0.6495
SMAD3	0.1369
KIAA1189	-1.449
HNRPUL2	0.777666666666667
TBC1D12	0.274333333333333
C16orf24	1.47425
MRVI1	-0.600833333333333
ZNF581	0.308166666666667
ELOVL3	-0.6335
OR51Q1	-0.77625
CACNB3	1.24133333333333
GALNT13	-0.279375
C10orf84	0.672375
NEDD4	-0.6989
SPO11	-2.165
OR5AU1	-0.6675
NEK4	-0.214
PRKAR2A	-1.75016666666667
IHPK1	-0.451833333333333
ATP6V0B	-0.0445
CACNA1E	1.455
CEACAM8	-1.54225
PEX14	0.723
FLJ12993	-1.5085
ZBTB38	-0.157583333333333
PCTK2	-0.875166666666666
LRRC16	0.4485
FBLIM1	0.79825
FYCO1	0.9285
RP5-1022P6.2	-0.607416666666667
CMTM1	0.625666666666667
PLTP	-0.685333333333333
RAPH1	1.647
DOCK8	-0.404285714285714
EZH2	-1.18793333333333
SLC25A1	-0.598
PLEKHB1	-0.6275
GRB7	0.5994
ZFP37	-0.5185
MRPL33	-0.695
PELO	-1.19125
ARMC1	0.353454545454545
C9orf27	-0.585
FLJ25778	0.0425
C9orf37	-1.48783333333333
TMEM66	-0.23
SPRN	0.381375
HBEGF	-0.596375
PI4KA	-1.468
LEPRE1	-0.90675
POU2AF1	0.07625
MRPL12	-0.837666666666667
REP15	-0.196
ZC3H3	0.861
RASAL1	0.40275
DDAH1	1.665125
ACBD5	2.44775
TMC2	0.7325
CCDC137	-1.3655
SAMD13	0.724666666666667
UGT2B15	-2.55166666666667
TIPARP	-0.42225
DNASE1L3	1.906
TRIM72	0.187666666666667
DBX2	1.2725
IPO8	-0.034
C21orf88	-0.5143
MAP3K14	-0.868
LOC51233	0.7366
GGTLA4	1.63525
PDE6D	-1.184
ZNF117	-0.51025
CLK2	-1.255125
NKRF	-0.11325
TNFSF15	0.1229
DUSP2	-0.30325
SECISBP2	-0.1249
GABRR2	null
PPAP2C	1.93175
LOC51145	0.124166666666667
PAG1	-0.0435
PIK3C3	0.11425
GNG10	-1.572
APOL4	-0.3416
ANKRD28	-1.380375
STMN3	-0.5862
RAB14	0.2007
CDK2AP2	0.528
HDDC3	-0.036625
COMMD7	-0.208625
CXXC1	-0.844
HMCN1	0.0336666666666667
CD40	-0.2815
DYNC1LI2	0.599125
GDI1	-0.00425000000000002
LOC646938	-0.29275
VSNL1	-2.70916666666667
PIH1D1	-0.876166666666667
RAET1G	-0.431
KRTAP5-9	-0.203
EFTUD2	-0.545
ZNF311	1.00083333333333
ATP6V1G3	-0.2545
OR2W3	0.684
SCN4A	0.304
MED10	-1.141
FAM135A	-1.0488
ARHGAP4	-1.80675
EHMT2	-0.98425
UFD1L	-0.334
ERMP1	1.27775
MAG1	-2.363
THAP8	1.23116666666667
HACE1	-1.21816666666667
FAM82C	0.246333333333333
C3orf20	-1.1545
UNC84A	-0.952666666666667
SCD5	-0.771076923076923
LASS6	1.61
LSG1	-0.0219166666666667
MAL	-4.607
GPR22	-1.254
WDR5B	1.7775
ACTRT1	1.0855
C17orf60	-2.58666666666667
GRIN2C	1.6364
ARMC8	-0.0195833333333333
SLC47A1	-1.93833333333333
DMPK	0.27625
DHRS13	-1.28933333333333
SMC1A	-0.947166666666667
KRTAP17-1	0.52925
SMYD5	-0.345
TUSC2	-0.15675
CRHR2	0.9595
KIR3DL2	null
CCDC104	-0.19025
ATP2C1	0.25375
CROT	2.7385
PABPC3	0.1985
EGR1	-0.764833333333333
THSD1	0.7595
KHK	-1.4105
SLC12A2	-0.2978125
CD58	-1.618
STOX2	0.345
CCDC76	-0.3858
CCDC48	2.73725
DNAH1	-1.1798
ZIC4	-0.0927142857142857
OR1G1	-3.602
PSMC6	-1.10933333333333
PROKR1	1.048
ABCB1	-0.614125
TRAT1	-1.958
LLGL1	-0.444
MTF1	1.44275
USP54	1.17225
PAGE2B	-2.877
ITGB7	-3.263
CCDC81	-0.328
LOC149837	1.06725
SCUBE1	0.3185
ZSCAN10	1.4515
HUWE1	-0.0347857142857143
CDH17	null
CD180	-0.7545
IL17A	0.208
TMPO	-2.16625
KIAA1524	-1.6272
HDGFRP3	0.17
OXCT1	-1.89845454545455
RRAS2	-1.32016666666667
LTBP2	2.4365
SV2B	1.50216666666667
CYP2A6	0.621875
PKD1L2	-0.458
PPM1M	-0.69375
FLJ22662	2.32966666666667
ZNF502	0.56925
GP6	-0.69825
CRYBA2	-1.61266666666667
LEF1	-2.5405
CTPS	-2.27514285714286
EYA1	-0.123333333333333
EPS8L1	0.55625
MAPK14	-0.776833333333333
SERPINB2	-3.9685
GTF2F2	-0.736333333333333
ZNHIT4	-0.7475
PLA1A	-0.4125
C20orf114	-0.565666666666667
HPR	-3.6425
C18orf2	-1.6366
SATB2	-2.5685
KCNJ9	0.786
MGC157906	-0.9965
MOCS3	0.3285
C17orf71	0.0515
PPHLN1	0.0514
HIST1H2BN	0.715875
RAPGEF1	-0.375875
MAP3K8	2.39325
DLG4	0.513833333333333
STC1	-0.9875
CDGAP	-0.084
DDX26B	-0.56075
LOC150223	-0.331
CPSF3	-0.671333333333333
TMEM14A	-0.2285
MYH3	-1.7095
GPKOW	-0.37175
SULT1A1	-0.314166666666667
SPON1	2.8113
YY1AP1	0.166
RAB23	-0.22825
PLA2G4A	-4.16875
MAPRE3	0.4325
ZNF516	1.636
GGPS1	1.074
EXOC3L2	0.1435
C19orf42	0.1655
MAP2K2	-0.544333333333333
HIST1H2BB	0.62025
RNF19B	-0.4285
C6orf128	-1.17583333333333
TLR8	0.6655
PCDHA9	1.168
CARS2	-0.823625
CLUL1	1.26283333333333
RHAG	-3.60366666666667
UNK	0.475
EXOC8	0.5255
C9orf95	1.46075
C14orf143	0.1834
MAML3	0.285857142857143
LDHA	-3.4185
MRPL20	0.407625
KLHDC6	0.718833333333333
ATP5S	-0.762
C8orf55	0.9075
PHF19	-2.2915
KRTAP13-4	0.8235
TTC5	-0.89875
XKR5	-1.732
SILV	-3.8605
TEX28	-2.898
TCTN1	0.63325
CX40.1	0.5595
PPP2R5C	-0.231
C12orf30	-0.8585
CAPG	2.26525
MPZL1	0.6262
ARSB	-1.2442
TDH	-1.512
WASF4	1.83375
TSSK3	-0.3678
7A5	0.937
CRISPLD1	0.89475
MAD1L1	-0.795833333333333
SPIN4	-0.363
AMPD1	4.06575
DPYSL5	-2.1785
INPP1	-1.1605
ANKRD11	-0.182222222222222
NPAS4	-0.1245
GCET2	0.405
RNASE9	0.948
GUCY2D	0.131166666666667
CCDC98	0.21175
FGF4	-0.88025
CPM	-1.39083333333333
SLC26A4	-1.91083333333333
PLD5	-0.183333333333333
FAM59A	0.0111
FBXO5	-1.71688888888889
SIPA1L1	0.161875
DPYS	1.28766666666667
ATG4D	-0.80375
TGM3	1.1015
MTCH1	-1.2375
HK1	0.539214285714286
CDC26	-0.1465
GALNT12	-3.44116666666667
LOC339229	-0.50725
MRPL35	0.35225
ORC4L	-0.39575
TNKS	0.0661428571428571
C2orf24	0.416666666666667
ZNF553	0.868833333333333
GGTLA1	2.9231
ZNF497	0.81275
CDY1B	1.16966666666667
SLC30A4	0.522625
TUB	-1.142375
ARHGEF18	-0.483
ARRB1	0.33975
KCNK1	2.7
EREG	-2.452
SCAMP5	-0.0345
RUNDC3B	2.91575
ADAMTS20	-0.713
IL17RB	2.70525
FLJ20323	-0.53225
MCAM	-0.351625
POLR3E	-1.71975
AQR	0.7995
IPMK	2.1755
CDCA7	-2.59825
CAMP	-0.947
GRHL3	-0.93975
ADAMTSL2	0.906166666666667
CLMN	1.68483333333333
SSTR3	0.605
MAGEA5	-1.8515
OVOL2	4.73025
JMJD1B	-0.58875
RBL2	0.6792
PYGO2	1.62325
PPP1R10	0.814166666666667
CSE1L	-0.267666666666667
LCA5	1.94575
RDH16	-0.25925
ASRGL1	-2.1645
TOM1	-0.8845
PTX3	-5.962
TTC15	0.53025
SCGB3A1	3.1815
MRPL50	-0.2985
RCAN3	1.22775
SLC26A11	1.59125
STYX	-0.0921666666666667
CINP	-0.53375
MARCH7	-0.68025
PFKM	-1.85316666666667
SGMS1	0.851166666666667
RIOK3	-0.1767
C1orf110	0.755
CES7	0.0734285714285714
LOC440248	-1.67175
PPP1R12C	-0.80975
C10orf27	0.629
ATG9A	-0.6975
MRPS26	2.42625
TMEM40	0.5215
ELP3	-0.0224
ZNF787	0.4428
HIAT1	-0.849875
C8orf34	1.9608
MGC4655	0.0497
PELI1	0.789833333333333
PPT1	-0.6609
SLC35C2	-1.2405
C6orf125	-0.0155
MUC4	-1.37966666666667
RFC4	-2.59542857142857
GNB2	-0.346833333333333
NUP50	0.523571428571429
SULT4A1	-0.516166666666667
C7	1.448125
CCDC130	0.244833333333333
ARRDC4	0.1135
RQCD1	-1.52225
GLYCTK	-1.51625
AYTL2	-1.40154545454545
MTUS1	0.9994
LEMD3	-0.544166666666667
PLEKHF2	0.688
HOXA7	0.267
GTF3C2	-1.683
DYNLRB2	4.633
CNOT10	-0.66475
MR1	-0.524833333333333
FFAR1	0.1975
PRIC285	-0.04575
SLITRK6	4.5105
LIX1	-1.219
UBE1L2	-0.0676666666666667
F8	0.560125
ACHE	0.240166666666667
KPNA5	-0.58125
TNFRSF12A	-2.1355
EGR3	0.232
SERPIND1	-2.93516666666667
OASL	1.30675
IFRD1	-1.290625
WDFY1	-0.607166666666667
ZNF267	-0.687
ACCN5	-1.809
ZBTB6	-0.67825
PPP1R3A	2.522
PRRT3	1.38925
FBXL19	-0.0675
TXNIP	0.342571428571428
ACTN2	2.61
ATG9B	-0.7425
C9orf117	0.9785
IL27	-1.359
RPL36AL	0.584166666666667
KLK15	-1.05233333333333
CHAD	3.601
RAP2B	-0.4082
HEBP2	1.081
ZNF342	0.9235
CAMK2G	0.0786666666666666
TLR3	0.23625
FGF14	-0.0423333333333333
HMGB2	-0.319125
TRPM5	0.168166666666667
OR5M11	0.429
KIF3B	-0.467210526315789
PRICKLE2	1.204
MTMR9	0.539875
C3orf27	-0.23975
GLRA3	1.39883333333333
NSDHL	-0.311166666666667
TMEM32	-1.21825
POLR2D	-1.37791666666667
MYADML	0.2425
C9orf114	-0.79675
MRGPRX1	1.856
TOPORS	1.1355
CLDN19	0.92275
C1QL4	0.5685
RNF165	-0.623
DHRS9	-0.9645
DNAH2	-0.999666666666667
FXR1	-0.966833333333333
ZMYM3	-1.017375
CASP3	0.442333333333333
FAM120C	0.544625
SCLY	-1.23725
CA7	-1.8005
ENTPD5	0.542
ZNF461	0.085125
PDIA5	-0.8915
C1orf19	-0.289833333333333
TMEM67	-0.35325
KCTD20	-0.835
WDR47	-0.00600000000000001
FLJ38723	6.1545
KLRF1	-0.1322
TAS2R16	1.1405
CLDN12	-1.00475
PRKCE	-0.9215
UBXD4	-1.87325
ITGAM	1.10316666666667
GLT8D3	-0.26
WDR31	0.257
RGS2	-0.8995
OR51L1	1.1075
MST1R	-0.37625
KIAA1737	0.99275
OR4A5	1.2315
GLIS1	-0.0796666666666667
PTMA	1.06128571428571
NAPA	-0.324
PRDM11	0.25375
LIPF	null
DIRAS3	2.34825
ASGR2	-3.52575
C1QTNF4	1.20925
PIK3R4	-0.364333333333333
ARMC3	3.23375
NDUFV3	-0.219833333333333
BTBD3	0.202166666666667
PPP1R2	-0.120416666666667
UBE2NL	-0.429
FOSL2	1.71971428571429
FAM119A	-1.2425
TUBA4A	-0.2391
KRTAP12-1	-0.04675
SFRS2	-0.54325
RHPN1	-0.2865
EEF2	-0.869666666666667
ZDHHC11	0.755833333333333
EPHA3	-1.9688
RBM12	-0.11875
H2AFJ	1.57791666666667
EDIL3	2.2275
KIF26A	-1.41
SERGEF	-0.5425
B3GALT4	2.352
LOC90925	0.825166666666667
OSCAR	-0.52825
NPFF	-0.056125
DEDD	0.966375
TMEM155	-0.90825
PTPN1	0.957
SCYL2	-0.301333333333333
SKAP1	1.0955
LEAP2	-2.65866666666667
GADD45G	1.8337
IFITM3	0.889875
PILRB	-1.04516666666667
SLU7	-0.0165625
DSC3	1.785
DNMT3L	-0.631333333333333
PAPD5	0.3745
B3GNT3	-1.1045
LHCGR	0.005
MSL-1	0.99275
UBE2S	-1.7
SAP130	-0.45075
ANAPC11	-0.19475
MAGED4B	0.572
ATP6V1B2	-0.218166666666667
C14orf179	0.997125
CAPZA1	-0.64675
CDYL2	0.268166666666667
GLRX3	-1.32533333333333
LOC136288	0.00200000000000003
MOBKL1A	-0.14125
HTR2B	3.17075
CRYGD	-0.0812
NUS1	-0.7785
PGRMC1	1.9245
MYOM2	0.99125
FLJ39653	-1.96733333333333
CHM	-0.5386
OR5M8	0.3335
ZNF619	0.029
FAM105A	-0.8355
CCNL1	-1.229625
NAP1L3	0.04625
C10orf57	3.06783333333333
B3GALNT1	0.3975
CSN1S2A	0.368
TCP10L	-0.87
GDAP2	0.4085
DMKN	1.16966666666667
COX6B1	0.18775
DNASE2	0.108833333333333
MSH5	-1.92425
LGMN	-0.10625
USP31	0.6118
OR13C8	1.465
SDCBP	-0.9602
NUDT11	-1.9225
PYGL	-1.681
SNPH	-0.1405
B3GNT4	-0.5995
MIZF	0.1211
NUBPL	-1.104625
NOD1	0.442333333333333
CDH22	1.6125
NUBP1	-0.209833333333333
DSCAM	-3.564
DGKI	-2.185
FAM136A	-0.0945
AKAP1	1.00083333333333
SLC16A6	0.27925
RIN3	-0.656
PSG2	-0.03175
DIP2B	0.627916666666667
PSORS1C1	-0.6893
KIAA0495	-1.813
FLJ90709	-0.930166666666667
LPA	0.0443333333333333
PIGA	-1.18183333333333
LY75	1.72016666666667
UTS2	-5.1764
RREB1	-0.826625
GALNACT-2	0.0453
MGC3196	1.203
FLJ31568	-1.44925
LPHN1	-1.411375
SP1	1.348
TOX4	0.358166666666667
HSPA9	-0.2302
APOBEC1	1.748
SLC35E4	-1.602
LSM5	-0.30625
SURF1	0.243
ZBTB1	1.13183333333333
GTF2F1	-0.611625
RPS15A	0.455214285714286
DUSP21	0.845
GINS4	-2.67166666666667
MYO15A	-0.760166666666667
GIMAP7	4.47425
MGC13379	2.10775
ATP6V1E2	-0.604166666666667
UTP3	-0.31125
HNRPA3	-0.53525
MT4	-3.731
C14orf155	0.138333333333333
U1SNRNPBP	0.88475
CKLF	-0.069
PLEKHN1	1.063
MBNL1	-0.538833333333333
NUP160	-2.24025
ACSM2A	-0.412666666666667
LOC129881	-0.326
KIAA1529	-0.16625
FLJ22639	-0.4395
HAND1	-0.1595
GSX1	0.0145
FGA	-3.26326666666667
SERPINB1	0.00975
ZNF642	-0.43725
IGFBP1	-6.904
SLC1A1	-0.3445
DHX57	-0.245
ZNF766	0.0425
PTPN21	0.0302
GDPD3	-2.503
PNPLA5	0.3555
TBR1	0.405
FAM116A	-0.072
IQGAP1	0.203428571428571
FOS	-2.159875
ZNF226	0.608625
FIGNL1	-0.637
C14orf1	-0.155666666666667
ZMYND17	0.1755
PUS7	-0.294
TUBB6	-1.05125
KCNQ2	-1.727
MARCH6	0.204833333333333
CCDC33	0.167
PRODH	-1.43675
RBM11	-0.35
EPHA6	0.864333333333333
SLC43A1	-0.3055
LOC196541	0.243
NTN1	2.12208333333333
ING4	0.6265
PCDHB10	0.322
DPH2	-0.208
SPACA4	0.25
FBXL21	null
DIAPH1	-1.22583333333333
ZNF71	0.2085
CEP76	-0.308
CORO1A	-1.80775
RRM2	-2.9605
EDG4	1.41225
OS9	-0.154833333333333
SLC4A1AP	-0.3455
COG5	-0.82975
COPS8	-1.05575
NGLY1	-1.61725
NCBP2	0.638125
C17orf42	-0.121833333333333
GPSM3	0.538125
SIL1	-1.13416666666667
ASB6	-0.03075
SMAD5OS	0.00133333333333333
UNC93A	-2.38525
A1BG	0.724833333333333
C21orf62	0.605666666666667
FMO5	0.468416666666667
ATRIP	-0.635
CEBPG	0.121666666666667
C7orf38	0.0405
TNFRSF1B	-0.161833333333333
CLEC1A	1.58316666666667
IQSEC1	-0.3505
PATZ1	1.4156
RBM22	1.72275
BAG2	-2.18483333333333
PAQR5	-2.5195
C9orf127	1.0084
THNSL1	0.9435
SHROOM3	3.1755
JAM2	1.682
SNRPN	-2.089
ALX4	0.68
CACNA1S	-0.111
FAM130A1	0.127
CORIN	0.8795
CD300LB	1.0105
PLEKHG6	-0.0275
LRRC40	-1.15575
PCLKC	-0.5765
PCDHB16	1.08716666666667
WNT2B	1.34283333333333
ASNS	-1.98055555555556
MRPL49	0.01825
FLJ46111	-1.33
ISG20	1.103625
SMU1	0.293
CASZ1	-0.5325
POLR1D	-0.887583333333333
GIN1	-0.9865
SNAG1	-0.0516666666666667
ANKRD29	-1.27625
CDKN2AIP	0.3015
KRR1	0.1495
CXCL1	-4.16966666666667
EPM2A	-0.7746
PC	-0.819666666666667
DEFB127	null
PDZRN4	1.87633333333333
FAH	0.197875
OR51E1	0.2685
CDC2L6	0.281833333333333
DNTTIP1	0.0415
PAX8	0.38125
TMEM116	-0.21175
C1orf150	2.5375
PRO2012	0.145333333333333
MRPL40	0.0241666666666667
BEX1	2.4924
SLC2A4	-0.988
PKMYT1	-1.24825
FEZF2	-0.740666666666667
SLC26A9	-3.29275
MAP2	1.00909090909091
LYL1	-1.30325
SLC25A19	0.158833333333333
NOS3	-0.5135
ZNF34	1.24616666666667
TMPRSS11F	1.27275
FAM43A	-0.35825
FCRL4	-0.9126
KLF14	0.92
FLRT2	-0.563166666666667
WRN	-0.2965
SDF2	0.593
KRT8P12	-0.684
C6orf195	-2.9055
C9orf125	-1.48283333333333
DZIP3	0.17625
RIT1	0.496583333333333
SCML1	-2.59733333333333
RHBDF2	0.3265
OR2G3	0.644
REXO1L1	1.329
MAP3K7IP3	-0.333125
C3orf57	-5.86075
FBXW11	-0.762666666666667
ETAA1	-0.53875
C14orf131	-0.9523
AKT1S1	-0.768
SLC12A5	-1.18716666666667
C9orf164	0.4185
NRIP3	-0.273625
NOS1AP	0.96
TMEM121	0.4215
SAP30BP	0.2324
DGCR6	0.79425
WDR76	-2.0375
FAM82B	0.223166666666667
LOC606495	-0.807
MAP9	0.8635
BCDIN3D	1.0365
CXorf36	3.55766666666667
DSCR3	-1.1651
ZFAND3	-0.067
C7orf43	-0.338833333333333
SPSB3	0.6597
C19orf19	0.97275
FAM133A	-3.1515
C12orf25	-0.01675
SLC39A3	-0.205375
DISP2	-0.4145
PI4KAP2	-2.1915
MKRN3	-2.03166666666667
ADAMTS13	-0.336375
CBLN3	0.3759
TTYH1	-0.0303333333333333
C3orf18	0.0835
FLJ13236	-0.75225
ZMYND12	3.87725
C18orf25	1.262375
GLB1L3	-4.367
ATP13A5	null
RANBP10	0.6115
CD96	-1.3225
DENND1C	-1.0285
RBMS3	2.4542
SLC41A3	1.093
DGCR6L	0.54775
TMEM128	0.191
CSNK1G3	-0.388428571428571
MOBKL2C	0.961
TSPAN6	1.915125
MATN2	0.6021
MSL2L1	0.5045
ST6GALNAC2	1.20866666666667
FGFBP2	-0.489
FGL1	-5.7895
MPP3	-1.1615
ARHGEF6	3.06466666666667
TGFBR2	-0.47675
ACMSD	3.00775
IL33	3.199
C9orf5	0.0741666666666667
DEAF1	-0.6034
AMN	1.163
DEFA6	0.02525
RNF212	-0.970333333333333
METT5D1	-0.2485
CIB1	0.585
TSSK1B	-0.31775
KIAA1727	1.06475
ZNF680	0.885833333333333
LOC399900	-2.016
LOC152217	0.557416666666667
CTNNAL1	-3.165
CIT	-1.61675
TLE6	-1.303
ZNF607	-0.237
HERC4	-0.287333333333333
DRAP1	-0.1316
PEMT	-0.74275
C10orf111	-0.308
ZNF575	1.590125
KCTD7	-0.69
MYO1F	-0.0523749999999999
LOC285382	0.225666666666667
RAB11A	0.4051
PLCD3	-0.4775
C15orf28	-0.3765
PTBP2	-0.72675
CTB-1048E9.5	-0.084375
C19orf60	0.436
C7orf25	-0.308
SETD7	0.805285714285714
HOXB9	-4.3055
VANGL1	0.4225
CHAF1B	-2.11975
NDUFA3	0.83925
KIAA1328	-0.0251666666666667
SHARPIN	0.56175
TTC23	0.388625
UGP2	0.0573333333333333
ANKIB1	0.3116
CIRBP	1.20985714285714
SEC14L4	-1.50766666666667
OVCH1	0.392833333333333
VPS52	-1.0315
FAT	-0.194375
M6PRBP1	-0.50425
GPRIN3	-0.89
PPM1F	-0.313
TSR1	-1.00925
CCDC85A	1.70275
PCSK5	3.3145
ZFHX3	2.1055
HEMK1	-1.0647
PGBD2	-0.08625
RSRC2	-0.491333333333333
AURKC	-1.74716666666667
SCRIB	0.680125
ORM2	-4.04416666666667
FAM115A	-0.1251
FZD6	1.634125
UNC119	-0.406166666666667
GPX3	-0.8081
NOV	0.217125
CABC1	1.19125
CDC42SE2	-1.5711875
EIF2S2	-1.4573
RNF130	-0.03725
CKAP5	-1.51283333333333
RP11-413M3.2	0.8595
C10orf18	0.7736
TMEM93	-0.25675
DYX1C1	0.36575
KCNMB2	-0.9725
ANK3	2.40025
KRT5	-0.0406
CDH12	-1.585875
QRSL1	-0.3645
JUB	-0.24025
SHC4	-1.887875
CCL15	1.975
CCDC22	-0.55175
SNX24	-0.40525
RARS	-1.0745
MORC2	0.570375
FAM48A	-0.75625
MT1H	1.5575
PPP1R14C	-2.26666666666667
FOXD1	-1.85485714285714
C1orf213	-1.07525
AMT	-2.045
DSN1	0.15175
PTPLAD2	1.981
DIS3L	-0.4915
RASL11A	1.007
GPRC5B	0.286875
FRMD7	0.7085
STRN4	0.1425
KITLG	1.01468181818182
HDGF	0.07375
OR1S1	-0.39
SETX	-0.4384
DDR2	-0.2055
KCTD12	0.93375
LYZL2	4.16625
WDR52	-0.6035
TMEM2	0.29625
ZNF579	1.1415
LOC200810	-0.276
TNFSF9	-1.71775
PPFIA4	-2.53425
CNIH3	0.8972
MAP4K4	-1.84014285714286
ROD1	0.211357142857143
ALS2CR12	-0.290333333333333
DOCK3	-0.299
PAQR9	-4.18075
ASB17	0.8985
STX16	-0.02175
FEZ2	-0.710333333333333
DLAT	0.109333333333333
KIF21B	-1.32033333333333
CDC5L	-0.4965
TMEM119	-0.607333333333334
CRIP3	-1.913
TPSD1	0.538
TEPP	0.6075
GNGT2	0.4905
C21orf121	0.24775
WNK1	0.1375
FLJ10490	1.0637
OR51B5	-1.4995
LOC203547	-0.929125
HAS1	-1.7565
PPA1	-0.801166666666667
ST7	-0.128
C11orf46	-0.328555555555556
POPDC3	-3.7025
ACOX2	-1.01166666666667
ATCAY	-0.0331666666666668
TM4SF19	-2.98875
MFSD9	-0.245833333333333
PDHB	-0.544
ERN1	1.54475
LCE3C	0.1585
GPR111	-4.1245
NOTCH3	2.5745
ADAMTS5	2.7595
B3GALT1	-0.385
UGCGL1	0.808333333333333
FAM58A	1.10166666666667
FBXO32	2.11375
CLPP	-0.26575
NXPH1	-0.845333333333333
MTMR3	0.355666666666667
ATP1B3	-1.597375
TMEM16A	4.6395
HIST1H3F	1.0795
TRIM25	0.170333333333333
SDCBP2	0.9945
CRKL	-1.436125
HOXB2	1.668
ANP32B	-0.521625
GATM	5.0305
AP4E1	-1.49471428571429
EDG5	0.52025
CDKN3	-1.9255
CDH4	-2.0205
PGD	-1.48616666666667
RND1	-0.0405
GAD1	-3.1165
MPG	0.332875
LOC440350	-0.3155
ZNF133	1.2095
SERPINB12	-2.317
AMELY	-0.2855
DHX36	-0.668
TNFAIP8L2	2.32216666666667
PHTF2	-1.3135
CCDC112	-2.2775
IQCC	-1.1045
HEYL	3.548
FTSJ2	-0.683666666666667
APPL1	0.31025
RAB43	0.457
OR10G2	-0.282
WAC	0.806833333333333
ADCY9	1.39175
RUNDC2B	0.601833333333333
PYCRL	1.5485
AGPAT7	-0.9445
SLC22A9	-1.29216666666667
CDKAL1	-0.481
PDYN	-1.15016666666667
C20orf74	0.858
MTMR11	0.48775
VAV3	4.06758333333333
DAPL1	0.31225
STXBP3	0.9105
EIF3G	-0.245
ARHGAP22	0.81425
NPFFR1	-0.2525
NPC1	-0.527833333333333
ALDH9A1	1.34566666666667
ZNF600	-0.36475
ZNF678	0.061
RASSF1	0.0135833333333333
ADD2	-2.5456
PITPNB	-0.173
PKD2L2	-0.486
LRP11	-0.425
CDKL1	0.248
SMEK2	1.025
PRODH2	-3.26716666666667
C11orf54	0.296
SFRS11	-0.906
IL7	-1.11566666666667
ALS2CR16	1.93325
BTG3	-1.93616666666667
PAK2	-0.212111111111111
RP11-679B17.1	-1.25725
GATA4	-1.47616666666667
ATP2B1	-0.83575
LOC130940	0.7855
C1orf172	3.31366666666667
ATF7IP2	0.90775
SLC25A43	-0.264833333333333
CENTG3	0.150666666666667
IGF2BP1	-3.7319
FCHSD1	0.647
CAMK2N2	1.03916666666667
ELAVL3	-0.0345
NBPF15	-0.432333333333333
UBE2J2	0.10225
GNL2	-0.17125
PRR3	0.3263
NLF2	1.7735
OR4F6	-0.311
KLHL24	1.17166666666667
CCDC88A	-2.2631
SGPP1	-2.55233333333333
C10orf11	-1.07483333333333
SLC35B4	-1.88583333333333
UGT3A2	0.794
ARNT2	0.7438
CBR1	-0.376375
ITPR3	-1.13816666666667
TRAPPC6B	-0.6179
AMZ1	-2.3995
ARP11	2.12175
WDSUB1	-0.336
APBA1	-0.1628
RAB2A	-0.0055
C6orf162	0.512125
HPSE2	0.744
PLCE1	-1.333
INSL3	-0.00799999999999998
DLG1	-0.5671
PTPLA	-2.3995
PIGX	-1.371
TFIP11	0.486833333333333
FIBIN	0.2775
POLR2G	0.478
GRAP2	-3.26733333333333
DNAJB8	2.014
CNBP	0.681333333333333
WASF1	-0.81025
INPP5E	-1.2777
HSPB1	0.3883125
TMEM167	-0.7908
CUBN	0.06675
IGF1	5.1653125
ITPK1	0.3825
NAALAD2	-1.506375
G3BP1	0.3196
NT5DC1	1.02175
CYP39A1	-0.0435
TMEM139	0.196272727272727
POLK	-1.2248
GLULD1	-0.347666666666667
RBM15	-0.152166666666667
AMZ2	0.562
GDF15	-3.54533333333333
MESDC2	0.23025
INCA	0.0465
ACY1L2	0.2635
GZMM	-0.138333333333333
PAIP1	-0.1355
CACNA2D1	-0.6015
STK32C	0.106166666666667
SH3BP4	0.906666666666667
DEC1	-1.2505
PADI1	0.2025
UBB	-0.0409
PON3	-1.42783333333333
PROP1	1.3975
ANKRD13B	0.0495
ADCK1	-1.378
TCF25	-0.0868333333333333
SLC38A5	-2.39975
CXorf26	-0.0538333333333333
C19orf39	1.2475
PPP1R13B	-0.50825
ARL2	-0.8855
TCL6	0.311363636363636
TOP3A	-0.679
SLC16A14	1.94075
FXYD6	1.998
HIST1H4E	0.293
BBC3	0.266631578947368
UNC5A	-0.1008
FAM86C	0.00439999999999998
PI4KB	0.04875
B3GAT1	-2.423
SUSD2	1.771
OAZ2	0.0303333333333333
NOC4L	-0.19925
C10orf12	-1.15
FADS1	-3.65633333333333
LOC144097	-0.017
DKK2	0.564166666666667
KIAA1949	-0.829
RHOT1	-0.37
OXT	0.707
GPR153	1.3285
ARL4A	-0.833166666666667
SAAL1	-2.92725
