Hybridization REF	TCGA-B6-A0RN-01A-12R-A084-07
MUSK	0.211833333333333
ZNF434	0.487166666666667
SMARCD1	-0.4
ZFP106	-0.2465
ZNF347	0.4478
GTF2E1	0.5455
RY1	-0.564
ATAD2B	0.34425
ARHGAP17	-0.3349
KCNIP3	-1.2445
SFPQ	0.050875
GFRA4	1.09516666666667
AKR1B10	-3.88225
TIGD6	1.34283333333333
RGS16	1.604625
URB1	-0.485166666666667
OR4C46	0.105166666666667
TOP3B	-1.38875
NFATC4	1.592
CA14	-1.4805
BMPR1A	0.0355
SNRP70	-0.555375
PRL	-0.13225
C6orf130	-0.2825
STAG2	0.57325
CD55	-0.372
RPS23	0.726666666666667
SSX2	-0.7344
FDPSL2A	-0.669
FBXO27	0.588
SYNGR3	-1.14516666666667
TMSL3	0.6205
EML1	-1.006
NUP93	-1.42891666666667
SMAD3	-0.2366
KIAA1189	1.02666666666667
HNRPUL2	0.647166666666667
TBC1D12	1.09266666666667
C16orf24	1.48325
MRVI1	2.29666666666667
ZNF581	-0.326333333333333
ELOVL3	-0.733
OR51Q1	-0.27075
CACNB3	1.3835
GALNT13	0.54875
C10orf84	1.352125
NEDD4	0.2577
SPO11	1.4045
OR5AU1	0.0965
NEK4	0.242
PRKAR2A	-0.420833333333333
IHPK1	-0.318666666666667
ATP6V0B	0.0565
CACNA1E	1.8675
CEACAM8	-0.260333333333333
PEX14	-0.0335
FLJ12993	-1.1865
ZBTB38	0.415833333333333
PCTK2	0.73
LRRC16	0.8917
FBLIM1	1.30666666666667
FYCO1	1.103
RP5-1022P6.2	-0.476916666666667
CMTM1	0.5825
PLTP	-0.326
RAPH1	1.189875
DOCK8	0.467875
EZH2	-2.27706666666667
SLC25A1	-1.67533333333333
PLEKHB1	-0.68
GRB7	1.0072
ZFP37	1.374
MRPL33	-0.928
PELO	-0.96175
ARMC1	-0.234818181818182
C9orf27	-0.14825
FLJ25778	0.723
C9orf37	-1.34633333333333
TMEM66	0.85325
SPRN	0.301625
HBEGF	-0.768875
PI4KA	-1.6085
LEPRE1	-0.0125
POU2AF1	-2.6135
MRPL12	-0.913833333333333
REP15	-0.079
ZC3H3	0.533
RASAL1	-2.3565
DDAH1	2.107125
ACBD5	0.821875
TMC2	-0.13
CCDC137	-1.64225
SAMD13	-2.35983333333333
UGT2B15	-3.73666666666667
TIPARP	-0.18475
DNASE1L3	0.80475
TRIM72	0.747333333333333
DBX2	0.5155
IPO8	0.33675
C21orf88	-1.1324
MAP3K14	-0.30625
LOC51233	0.413
GGTLA4	-0.75125
PDE6D	-0.35025
ZNF117	0.7415
CLK2	0.124375
NKRF	-0.31375
TNFSF15	1.599
DUSP2	-0.721875
SECISBP2	0.3469
GABRR2	-0.861
PPAP2C	2.05725
LOC51145	0.2085
PAG1	-0.6935
PIK3C3	-0.22
GNG10	-0.5945
APOL4	0.118666666666667
ANKRD28	-0.806
STMN3	-1.1697
RAB14	0.8453
CDK2AP2	-0.432
HDDC3	-0.36875
COMMD7	0.4045
CXXC1	-0.74075
HMCN1	1.3525
CD40	-0.29725
DYNC1LI2	-0.29175
GDI1	0.387
LOC646938	-0.2
VSNL1	-0.4965
PIH1D1	-0.303166666666667
RAET1G	-0.376
KRTAP5-9	-0.276
EFTUD2	-0.7705
ZNF311	1.137
ATP6V1G3	1.041
OR2W3	1.10975
SCN4A	0.034
MED10	-1.36625
FAM135A	-1.3529
ARHGAP4	-2.2605
EHMT2	-0.761875
UFD1L	-1.421
ERMP1	1.35575
MAG1	-2.31216666666667
THAP8	0.1395
HACE1	-0.158166666666667
FAM82C	0.509166666666667
C3orf20	0.103
UNC84A	-0.867833333333333
SCD5	-0.257071428571429
LASS6	2.477375
LSG1	-0.12875
MAL	-5.8755
GPR22	0.326
WDR5B	1.30125
ACTRT1	0.1045
C17orf60	-0.4635
GRIN2C	0.1137
ARMC8	-0.338916666666667
SLC47A1	-3.03433333333333
DMPK	0.39075
DHRS13	0.002
SMC1A	-0.916666666666667
KRTAP17-1	-0.1045
SMYD5	-0.38375
TUSC2	0.48575
CRHR2	0.7485
KIR3DL2	0.0165
CCDC104	0.33175
ATP2C1	0.585625
CROT	1.65225
PABPC3	-0.337666666666667
EGR1	1.46283333333333
THSD1	0.14825
KHK	-2.7955
SLC12A2	4.028375
CD58	-0.48875
STOX2	-1.24866666666667
CCDC76	-0.217
CCDC48	4.63925
DNAH1	0.195333333333333
ZIC4	0.069
OR1G1	0.151
PSMC6	-0.436833333333333
PROKR1	0.2555
ABCB1	-0.821375
TRAT1	-1.05225
LLGL1	0.1655
MTF1	1.15325
USP54	0.65775
PAGE2B	-2.1915
ITGB7	-3.87625
CCDC81	-0.231
LOC149837	0.2165
SCUBE1	0.3885
ZSCAN10	1.609
HUWE1	0.0245
CDH17	0.387
CD180	-0.2055
IL17A	0.102
TMPO	-1.66925
KIAA1524	-1.768
HDGFRP3	0.466333333333333
OXCT1	-0.659272727272727
RRAS2	-0.827333333333333
LTBP2	2.259375
SV2B	-0.467666666666667
CYP2A6	0.19775
PKD1L2	-1.672
PPM1M	0.4215
FLJ22662	1.72483333333333
ZNF502	0.40075
GP6	-0.94675
CRYBA2	-1.1875
LEF1	-2.1632
CTPS	-2.591
EYA1	-3.09516666666667
EPS8L1	1.98225
MAPK14	-0.6865
SERPINB2	-2.62125
GTF2F2	-0.331333333333333
ZNHIT4	0.027
PLA1A	-0.449
C20orf114	2.45375
HPR	-4.007
C18orf2	-3.01833333333333
SATB2	-2.19625
KCNJ9	0.073375
MGC157906	0.6725
MOCS3	0.326
C17orf71	-0.1
PPHLN1	0.4948
HIST1H2BN	-1.352
RAPGEF1	-0.431125
MAP3K8	-1.313
DLG4	0.5385
STC1	-1.54233333333333
CDGAP	1.54225
DDX26B	-1.76975
LOC150223	-2.3305
CPSF3	-0.898833333333333
TMEM14A	-0.25775
MYH3	-2.53475
GPKOW	-0.4465
SULT1A1	-0.5665
SPON1	4.6718
YY1AP1	0.888833333333333
RAB23	1.12275
PLA2G4A	-4.6525
MAPRE3	0.357
ZNF516	0.605928571428571
GGPS1	1.654
EXOC3L2	0.067875
C19orf42	0.703
MAP2K2	-0.532833333333333
HIST1H2BB	-0.836
RNF19B	1.07116666666667
C6orf128	0.223333333333333
TLR8	1.62625
PCDHA9	0.476
CARS2	0.104625
CLUL1	4.24683333333333
RHAG	-4.44516666666667
UNK	-0.145
EXOC8	1.4772
C9orf95	0.57075
C14orf143	0.0655
MAML3	0.248125
LDHA	-2.10775
MRPL20	-0.09
KLHDC6	0.562333333333333
ATP5S	0.351333333333333
C8orf55	-0.83175
PHF19	-2.590375
KRTAP13-4	0.472
TTC5	0.5345
XKR5	0.03025
SILV	-5.19333333333333
TEX28	-0.0935
TCTN1	1.097
CX40.1	0.3105
PPP2R5C	-0.1945
C12orf30	-1.10166666666667
CAPG	2.25675
MPZL1	1.0466
ARSB	-1.016
TDH	-2.04275
WASF4	0.5875
TSSK3	-0.834
7A5	0.484
CRISPLD1	2.2455
MAD1L1	-0.731166666666667
SPIN4	-0.203
AMPD1	0.05475
DPYSL5	0.1235
INPP1	-0.404
ANKRD11	-1.38033333333333
NPAS4	-0.21025
GCET2	-0.2338
RNASE9	0.3605
GUCY2D	-0.0413333333333334
CCDC98	0.82225
FGF4	-0.94925
CPM	-1.62183333333333
SLC26A4	-1.60233333333333
PLD5	0.327
FAM59A	-0.0782
FBXO5	-2.73988888888889
SIPA1L1	0.01675
DPYS	0.61225
ATG4D	-0.6055
TGM3	0.535
MTCH1	-0.401625
HK1	0.114071428571429
CDC26	-0.014125
GALNT12	-3.07833333333333
LOC339229	-0.00925
MRPL35	-0.185375
ORC4L	0.629125
TNKS	0.375285714285714
C2orf24	0.543833333333333
ZNF553	0.853166666666667
GGTLA1	2.4623
ZNF497	-0.062
CDY1B	0.08575
SLC30A4	0.457125
TUB	-0.38225
ARHGEF18	-0.35475
ARRB1	-0.34675
KCNK1	3.9175
EREG	-3.2702
SCAMP5	0.65575
RUNDC3B	1.64325
ADAMTS20	0.11875
IL17RB	0.247875
FLJ20323	-0.77275
MCAM	-0.334875
POLR3E	-1.52258333333333
AQR	0.499333333333333
IPMK	1.15
CDCA7	-6.01525
CAMP	3.5295
GRHL3	1.983
ADAMTSL2	1.13266666666667
CLMN	2.168
SSTR3	0.2215
MAGEA5	-2.40633333333333
OVOL2	4.39825
JMJD1B	0.5725
RBL2	0.1864
PYGO2	1.582
PPP1R10	0.6725
CSE1L	-1.30533333333333
LCA5	2.60925
RDH16	-0.7255
ASRGL1	-2.373
TOM1	-0.0813333333333333
PTX3	-6.355
TTC15	0.49925
SCGB3A1	2.419
MRPL50	-0.64125
RCAN3	1.551375
SLC26A11	0.614
STYX	-0.305166666666667
CINP	-0.1955
MARCH7	0.1645
PFKM	-0.5085
SGMS1	0.465166666666667
RIOK3	0.0569
C1orf110	0.545
CES7	0.01725
LOC440248	-2.3765
PPP1R12C	-0.76225
C10orf27	0.4925
ATG9A	-0.6055
MRPS26	0.326625
TMEM40	0.00525
ELP3	-0.0402
ZNF787	0.7999
HIAT1	0.249625
C8orf34	0.517666666666667
MGC4655	0.269
PELI1	1.21833333333333
PPT1	1.0199
SLC35C2	-0.586333333333333
C6orf125	-0.5705
MUC4	-1.81116666666667
RFC4	-2.72185714285714
GNB2	0.0786666666666667
NUP50	-0.642857142857143
SULT4A1	-0.653833333333333
C7	2.51075
CCDC130	-0.0566666666666666
ARRDC4	-0.0155
RQCD1	-0.92875
GLYCTK	-1.624
AYTL2	-1.37909090909091
MTUS1	0.9666
LEMD3	0.660333333333333
PLEKHF2	1.6035
HOXA7	-0.016125
GTF3C2	-1.245
DYNLRB2	3.96625
CNOT10	-0.28225
MR1	1.028
FFAR1	-0.2
PRIC285	-0.041
SLITRK6	3.62575
LIX1	-1.1168
UBE1L2	-0.273666666666667
F8	1.463
ACHE	0.703333333333333
KPNA5	0.8685
TNFRSF12A	-0.0853333333333333
EGR3	1.4625
SERPIND1	-3.775
OASL	-0.33325
IFRD1	-2.706125
WDFY1	0.355833333333333
ZNF267	0.61625
ACCN5	0.6865
ZBTB6	0.39125
PPP1R3A	-0.731
PRRT3	2.62825
FBXL19	0.4975
TXNIP	0.549428571428571
ACTN2	-0.9375
ATG9B	-0.82675
C9orf117	1.050625
IL27	0.2445
RPL36AL	-0.163833333333333
KLK15	0.450333333333333
CHAD	2.295
RAP2B	-0.7553
HEBP2	1.57175
ZNF342	0.881
CAMK2G	-0.554166666666667
TLR3	1.82225
FGF14	-0.01
HMGB2	-2.435625
TRPM5	0.121
OR5M11	0.3395
KIF3B	1.049
PRICKLE2	1.68175
MTMR9	0.54575
C3orf27	0.445
GLRA3	-2.248
NSDHL	-0.698666666666667
TMEM32	-0.713
POLR2D	-0.975083333333333
MYADML	0.151
C9orf114	-1.0355
MRGPRX1	0.2375
TOPORS	0.95825
CLDN19	-1.4485
C1QL4	0.182
RNF165	0.414
DHRS9	-0.33175
DNAH2	0.238
FXR1	-0.291
ZMYM3	-0.67525
CASP3	-0.174666666666667
FAM120C	-0.4335
SCLY	-1.51125
CA7	-0.00699999999999998
ENTPD5	0.509833333333333
ZNF461	0.532
PDIA5	-0.974
C1orf19	0.0531666666666667
TMEM67	0.9315
KCTD20	-0.01425
WDR47	0.8275
FLJ38723	-0.024
KLRF1	0.154333333333333
TAS2R16	0.099
CLDN12	0.763
PRKCE	1.12075
UBXD4	-1.11925
ITGAM	2.27866666666667
GLT8D3	0.5855
WDR31	1.4611
RGS2	-0.93875
OR51L1	0.5525
MST1R	0.10375
KIAA1737	1.302
OR4A5	0.69
GLIS1	-0.2785
PTMA	-0.0138571428571428
NAPA	1.30975
PRDM11	0.05175
LIPF	0.754
DIRAS3	3.126
ASGR2	-4.79675
C1QTNF4	0.756
PIK3R4	0.421
ARMC3	2.64975
NDUFV3	-0.566583333333333
BTBD3	-0.339666666666667
PPP1R2	0.445833333333333
UBE2NL	-0.4095
FOSL2	0.878357142857143
FAM119A	-2.00216666666667
TUBA4A	-0.9158
KRTAP12-1	0.12575
SFRS2	-1.14125
RHPN1	-0.5146
EEF2	0.00566666666666667
ZDHHC11	-2.3715
EPHA3	-0.0706
RBM12	-0.08575
H2AFJ	0.0065833333333333
EDIL3	5.6665
KIF26A	-2.11
SERGEF	0.3355
B3GALT4	2.17675
LOC90925	2.91333333333333
OSCAR	-0.841375
NPFF	-0.557375
DEDD	0.79225
TMEM155	-0.771
PTPN1	-0.1385
SCYL2	0.483
SKAP1	-0.4015
LEAP2	-2.46116666666667
GADD45G	2.9041
IFITM3	0.945125
PILRB	-1.88716666666667
SLU7	0.3600625
DSC3	-0.90425
DNMT3L	-1.3605
PAPD5	-0.659625
B3GNT3	-2.4815
LHCGR	0.279
MSL-1	0.15525
UBE2S	-2.37325
SAP130	-0.605
ANAPC11	0.104
MAGED4B	-1.612
ATP6V1B2	0.149833333333333
C14orf179	1.327875
CAPZA1	0.054375
CDYL2	0.5345
GLRX3	-1.32283333333333
LOC136288	-0.472
MOBKL1A	-0.16425
HTR2B	2.28275
CRYGD	-0.0593333333333333
NUS1	-0.221
PGRMC1	-0.3015
MYOM2	-0.293
FLJ39653	-0.928166666666666
CHM	0.5631
OR5M8	0.1945
ZNF619	0.377
FAM105A	1.58725
CCNL1	-1.43675
NAP1L3	1.1325
C10orf57	2.43816666666667
B3GALNT1	1.12583333333333
CSN1S2A	-0.049
TCP10L	-0.22025
GDAP2	0.3125
DMKN	-0.790166666666667
COX6B1	-0.26175
DNASE2	0.352166666666667
MSH5	-2.5445
LGMN	-0.727125
USP31	-0.5544
OR13C8	0.353
SDCBP	-0.3173
NUDT11	-1.42316666666667
PYGL	-1.03483333333333
SNPH	-0.959833333333333
B3GNT4	-1.7285
MIZF	-0.347
NUBPL	0.42375
NOD1	0.126166666666667
CDH22	0.045125
NUBP1	0.597666666666667
DSCAM	-4.27225
DGKI	1.288
FAM136A	-1.229
AKAP1	-0.203833333333333
SLC16A6	-0.682
RIN3	-0.82475
PSG2	0.165
DIP2B	0.770583333333334
PSORS1C1	0.7038
KIAA0495	0.543
FLJ90709	-0.062
LPA	-0.0971666666666667
PIGA	-0.479666666666667
LY75	1.715
UTS2	-6.58016666666667
RREB1	-0.2275
GALNACT-2	0.5768
MGC3196	-0.48625
FLJ31568	-1.418
LPHN1	-0.413
SP1	0.9645
TOX4	0.586666666666667
HSPA9	-0.2434
APOBEC1	-0.4025
SLC35E4	-1.17025
LSM5	-1.27925
SURF1	-0.06675
ZBTB1	0.624833333333333
GTF2F1	0.12025
RPS15A	0.164714285714286
DUSP21	-0.587666666666667
GINS4	-3.99133333333333
MYO15A	0.450166666666667
GIMAP7	3.26575
MGC13379	1.24275
ATP6V1E2	0.262166666666667
UTP3	-0.2495
HNRPA3	-0.7845625
MT4	0.0005
C14orf155	0.32975
U1SNRNPBP	0.60575
CKLF	-1.10466666666667
PLEKHN1	-0.8255
MBNL1	0.332916666666667
NUP160	-1.30775
ACSM2A	-1.62125
LOC129881	0.6665
KIAA1529	-0.08
FLJ22639	-2.13975
HAND1	-1.3655
GSX1	-0.3535
FGA	-4.060375
SERPINB1	0.2555
ZNF642	0.99875
IGFBP1	-9.002125
SLC1A1	5.5185
DHX57	0.381125
ZNF766	0.8305
PTPN21	0.3326
GDPD3	-2.713
PNPLA5	0.351
TBR1	0.6515
FAM116A	0.34575
IQGAP1	1.4245
FOS	2.643
ZNF226	0.038125
FIGNL1	-0.690333333333333
C14orf1	0.186166666666667
ZMYND17	-0.6565
PUS7	-1.01833333333333
TUBB6	-0.95275
KCNQ2	-1.5845
MARCH6	0.378166666666667
CCDC33	0.7235
PRODH	-2.2195
RBM11	2.14475
EPHA6	0.093375
SLC43A1	-0.39475
LOC196541	-0.107625
NTN1	1.73658333333333
ING4	1.113
PCDHB10	0.94575
DPH2	-0.912166666666667
SPACA4	-0.22525
FBXL21	-4.392
DIAPH1	-0.9365
ZNF71	1.01566666666667
CEP76	-0.2965
CORO1A	-1.3965
RRM2	-4.286
EDG4	-0.04325
OS9	0.3455
SLC4A1AP	-0.14225
COG5	-0.66975
COPS8	-0.476
NGLY1	-1.195
NCBP2	-0.2545
C17orf42	-0.272833333333333
GPSM3	0.383375
SIL1	0.406166666666667
ASB6	-0.02175
SMAD5OS	-0.211833333333333
UNC93A	-3.191
A1BG	0.00166666666666667
C21orf62	0.18775
FMO5	1.30633333333333
ATRIP	0.241333333333333
CEBPG	-0.2755
C7orf38	0.8145
TNFRSF1B	-0.338666666666667
CLEC1A	1.287
IQSEC1	-0.219625
PATZ1	1.3624
RBM22	1.447625
BAG2	-1.64183333333333
PAQR5	-2.39883333333333
C9orf127	0.9849
THNSL1	0.87225
SHROOM3	2.4997
JAM2	0.579
SNRPN	-1.40475
ALX4	0.2685
CACNA1S	0.2165
FAM130A1	1.6515
CORIN	4.5305
CD300LB	0.481
PLEKHG6	0.9475
LRRC40	-0.5575
PCLKC	-1.6455
PCDHB16	1.06616666666667
WNT2B	0.6585
ASNS	-2.88644444444444
MRPL49	0.22875
FLJ46111	-0.188
ISG20	-1.973
SMU1	0.135333333333333
CASZ1	0.9915
POLR1D	-0.507333333333333
GIN1	-0.16675
SNAG1	0.073
ANKRD29	-2.4285
CDKN2AIP	0.429
KRR1	0.02075
CXCL1	-4.4245
EPM2A	-0.1052
PC	-0.473
DEFB127	0.6495
PDZRN4	3.27
FAH	-0.34975
OR51E1	1.74
CDC2L6	0.167
DNTTIP1	-0.6725
PAX8	0.35675
TMEM116	0.54925
C1orf150	0.091
PRO2012	0.57125
MRPL40	-1.31883333333333
BEX1	-4.7724
SLC2A4	-0.786666666666667
PKMYT1	-2.341
FEZF2	-0.329833333333333
SLC26A9	-1.69625
MAP2	0.00408333333333331
LYL1	-1.5935
SLC25A19	-1.687
NOS3	-0.64
ZNF34	0.507666666666667
TMPRSS11F	-0.03775
FAM43A	-0.62525
FCRL4	0.523833333333333
KLF14	0.009
FLRT2	0.385333333333333
WRN	-1.3875
SDF2	0.5292
KRT8P12	-0.26675
C6orf195	0.3665
C9orf125	-2.2435
DZIP3	0.79025
RIT1	0.443416666666667
SCML1	-1.602
RHBDF2	-0.62175
OR2G3	0.1565
REXO1L1	-0.791
MAP3K7IP3	0.22375
C3orf57	-3.70775
FBXW11	-0.411166666666667
ETAA1	0.28725
C14orf131	0.1547
AKT1S1	-0.3735
SLC12A5	-1.158875
C9orf164	1.08575
NRIP3	1.899875
NOS1AP	-0.95725
TMEM121	2.01325
SAP30BP	-0.2235
DGCR6	-0.26425
WDR76	-1.73725
FAM82B	-0.774333333333333
LOC606495	0.1565
MAP9	2.35008333333333
BCDIN3D	1.448
CXorf36	2.71366666666667
DSCR3	-0.3754
ZFAND3	0.538125
C7orf43	0.351666666666667
SPSB3	1.2004
C19orf19	0.635
FAM133A	-0.8255
C12orf25	0.2625
SLC39A3	-0.514375
DISP2	1.079
PI4KAP2	-2.868
MKRN3	-2.53666666666667
ADAMTS13	-0.62625
CBLN3	0.0593
TTYH1	-2.32783333333333
C3orf18	1.72975
FLJ13236	1.21425
ZMYND12	3.784
C18orf25	0.21675
GLB1L3	-1.3795
ATP13A5	0.303
RANBP10	-0.879
CD96	-2.0773
DENND1C	-1.509
RBMS3	1.276
SLC41A3	0.064
DGCR6L	-0.37775
TMEM128	0.529166666666667
CSNK1G3	0.314571428571429
MOBKL2C	0.710625
TSPAN6	-0.53425
MATN2	-2.5117
MSL2L1	0.225166666666667
ST6GALNAC2	0.936
FGFBP2	-1.1285
FGL1	-7.37683333333333
MPP3	-1.1985
ARHGEF6	2.27616666666667
TGFBR2	0.263
ACMSD	0.83625
IL33	2.46125
C9orf5	-0.0305
DEAF1	0.6662
AMN	1.281
DEFA6	0.188375
RNF212	-0.5645
METT5D1	0.782
CIB1	0.5588
TSSK1B	0.295
KIAA1727	1.98375
ZNF680	0.82275
LOC399900	-1.804
LOC152217	-0.39075
CTNNAL1	-2.7105
CIT	-3.63225
TLE6	0.82575
ZNF607	-0.84475
HERC4	-0.5335
DRAP1	-0.3764
PEMT	-0.5635
C10orf111	-0.0945
ZNF575	1.470875
KCTD7	-0.05375
MYO1F	-0.397375
LOC285382	0.50825
RAB11A	1.0593
PLCD3	-0.44275
C15orf28	-0.46325
PTBP2	-0.8895
CTB-1048E9.5	-0.67125
C19orf60	-0.718166666666667
C7orf25	0.248
SETD7	0.882125
HOXB9	-4.797
VANGL1	-0.365375
CHAF1B	-2.3985
NDUFA3	0.29975
KIAA1328	0.166
SHARPIN	-0.359625
TTC23	0.688375
UGP2	0.10675
ANKIB1	0.7972
CIRBP	2.17957142857143
SEC14L4	-3.74633333333333
OVCH1	0.1768
VPS52	0.21825
FAT	0.371875
M6PRBP1	0.20975
GPRIN3	-0.3285
PPM1F	-1.25466666666667
TSR1	-0.51325
CCDC85A	2.7195
PCSK5	2.94975
ZFHX3	0.429
HEMK1	-0.5949
PGBD2	1.39225
RSRC2	-0.109833333333333
AURKC	-1.783
SCRIB	-0.218875
ORM2	-4.716
FAM115A	0.8497
FZD6	0.624375
UNC119	-0.450333333333333
GPX3	-1.4908
NOV	0.0445
CABC1	0.3845
CDC42SE2	-0.1336875
EIF2S2	-1.5818
RNF130	0.07575
CKAP5	-0.985333333333333
RP11-413M3.2	0.187125
C10orf18	0.1417
TMEM93	-0.81075
DYX1C1	2.4185
KCNMB2	-2.06842857142857
ANK3	2.03866666666667
KRT5	-3.0664
CDH12	-1.86775
QRSL1	0.207375
JUB	-0.28675
SHC4	-3.05475
CCL15	1.05633333333333
CCDC22	-0.332
SNX24	0.3045
RARS	-0.60175
MORC2	-0.272
FAM48A	-0.149
MT1H	-1.817
PPP1R14C	-4.1845
FOXD1	-2.29328571428572
C1orf213	-2.67225
AMT	-2.5924
DSN1	-1.688
PTPLAD2	1.1185
DIS3L	-0.0265
RASL11A	1.927
GPRC5B	-0.18775
FRMD7	-0.092
STRN4	-0.05075
KITLG	1.53209090909091
HDGF	-0.1345
OR1S1	0.077
SETX	-0.0119
DDR2	0.59575
KCTD12	1.62625
LYZL2	-0.9495
WDR52	0.9325
TMEM2	1.072625
ZNF579	1.25183333333333
LOC200810	0.278
TNFSF9	-2.143
PPFIA4	-4.25625
CNIH3	0.418
MAP4K4	-0.876928571428572
ROD1	0.278428571428571
ALS2CR12	-0.400333333333333
DOCK3	-1.47733333333333
PAQR9	-4.24725
ASB17	-0.400333333333333
STX16	-1.606625
FEZ2	0.223
DLAT	-0.703166666666667
KIF21B	-1.844
CDC5L	-0.253
TMEM119	1.98866666666667
CRIP3	-1.46975
TPSD1	0.696166666666667
TEPP	0.821
GNGT2	0.563
C21orf121	0.6555
WNK1	0.486833333333333
FLJ10490	0.7607
OR51B5	-2.643
LOC203547	-1.275
HAS1	0.6575
PPA1	-0.944333333333333
ST7	-0.15025
C11orf46	1.0485
POPDC3	-4.58166666666667
ACOX2	1.8505
ATCAY	-0.160666666666667
TM4SF19	-2.9205
MFSD9	-0.820166666666667
PDHB	0.1725
ERN1	-0.2885
LCE3C	-0.7605
GPR111	0.325
NOTCH3	1.53633333333333
ADAMTS5	2.9195
B3GALT1	-1.32966666666667
UGCGL1	-1.03383333333333
FAM58A	0.253333333333333
FBXO32	1.2255
CLPP	-0.43825
NXPH1	2.723
MTMR3	0.687333333333333
ATP1B3	-1.163625
TMEM16A	4.082625
HIST1H3F	0.299833333333333
TRIM25	-0.202833333333333
SDCBP2	-0.0075
CRKL	-1.248125
HOXB2	-0.251333333333333
ANP32B	-1.129375
GATM	3.7635
AP4E1	-0.552125
EDG5	0.193625
CDKN3	-4.36483333333333
CDH4	-2.03975
PGD	-1.03216666666667
RND1	0.9915
GAD1	-2.1995
MPG	0.253875
LOC440350	-0.395
ZNF133	0.047
SERPINB12	-0.0715
AMELY	-0.0575
DHX36	-0.551
TNFAIP8L2	2.2615
PHTF2	0.167611111111111
CCDC112	-0.614
IQCC	-0.13825
HEYL	3.06266666666667
FTSJ2	-0.374166666666667
APPL1	1.254
RAB43	-0.0818571428571428
OR10G2	-0.335
WAC	0.317
ADCY9	0.683875
RUNDC2B	0.558333333333333
PYCRL	-0.0717
AGPAT7	-1.39283333333333
SLC22A9	-1.15516666666667
CDKAL1	-0.0295
PDYN	-0.451666666666667
C20orf74	0.13675
MTMR11	2.85475
VAV3	4.85658333333333
DAPL1	-1.15375
STXBP3	0.47925
EIF3G	-0.5175
ARHGAP22	-2.54925
NPFFR1	0.349
NPC1	-0.600666666666667
ALDH9A1	1.7865
ZNF600	0.207875
ZNF678	1.064
RASSF1	-0.492916666666667
ADD2	-2.950625
PITPNB	-0.364875
PKD2L2	-0.0508571428571429
LRP11	-0.4985
CDKL1	0.29425
SMEK2	0.203
PRODH2	-3.56933333333333
C11orf54	0.607833333333333
SFRS11	-0.289
IL7	0.672666666666667
ALS2CR16	1.5795
BTG3	-1.68933333333333
PAK2	-0.775444444444445
RP11-679B17.1	0.1455
GATA4	-1.96466666666667
ATP2B1	-0.019
LOC130940	2.0185
C1orf172	3.23383333333333
ATF7IP2	-3.745
SLC25A43	-0.7375
CENTG3	-0.105
IGF2BP1	-4.4585
FCHSD1	0.036
CAMK2N2	1.44566666666667
ELAVL3	-0.228888888888889
NBPF15	-0.467
UBE2J2	0.544166666666667
GNL2	-0.909
PRR3	0.2086
NLF2	1.51125
OR4F6	0.115
KLHL24	1.4675
CCDC88A	-2.1812
SGPP1	-1.419
C10orf11	-1.40466666666667
SLC35B4	-1.24766666666667
UGT3A2	-1.593
ARNT2	1.4206
CBR1	-0.495875
ITPR3	-1.22166666666667
TRAPPC6B	-0.4438
AMZ1	0.3845
ARP11	0.35975
WDSUB1	-0.23
APBA1	-0.102
RAB2A	0.1758
C6orf162	0.04025
HPSE2	0.0805
PLCE1	-1.46925
INSL3	0.00425
DLG1	0.3724
PTPLA	-3.668
PIGX	-0.342625
TFIP11	0.2
FIBIN	3.83
POLR2G	-0.3655
GRAP2	-1.9111
DNAJB8	0.26175
CNBP	0.466
WASF1	-1.96425
INPP5E	-1.2343
HSPB1	-1.1676875
TMEM167	-0.3369
CUBN	0.43775
IGF1	4.2045
ITPK1	-0.2612
NAALAD2	-0.19975
G3BP1	-0.186
NT5DC1	0.813625
CYP39A1	-1.1055
TMEM139	1.1075
POLK	0.399333333333333
GLULD1	-1.41925
RBM15	-0.836
AMZ2	-0.0465
GDF15	-4.47083333333333
MESDC2	-0.07325
INCA	-0.887333333333333
ACY1L2	-2.4525
GZMM	-1.207
PAIP1	0.675
CACNA2D1	0.162
STK32C	-0.563833333333333
SH3BP4	1.50333333333333
DEC1	-0.3075
PADI1	0.0565
UBB	-0.1443
PON3	1.35083333333333
PROP1	0.744
ANKRD13B	-0.1885
ADCK1	-0.7505
TCF25	-0.605333333333333
SLC38A5	-1.68775
CXorf26	-0.457333333333333
C19orf39	0.37175
PPP1R13B	0.48725
ARL2	-0.894
TCL6	0.01025
TOP3A	-0.6495
SLC16A14	-0.861125
FXYD6	0.946
HIST1H4E	-0.35025
BBC3	1.16505263157895
UNC5A	0.1525
FAM86C	0.0827
PI4KB	0.875125
B3GAT1	-4.635
SUSD2	1.1515
OAZ2	0.2085
NOC4L	-0.74125
C10orf12	-0.57975
FADS1	-3.079
LOC144097	-0.9645
DKK2	2.44983333333333
KIAA1949	-0.6095
RHOT1	0.2115
OXT	1.73083333333333
GPR153	1.507
ARL4A	-1.599
SAAL1	-1.9595
CCDC64	-1.209
USE1	-0.3105
HNMT	1.2855
PCGF3	0.399375
CYP2C19	0.32275
C20orf4	0.3065
CCDC11	1.454
ACSBG2	-0.32725
RWDD2A	0.1645
PALLD	3.47825
CPLX4	0.544
LOC492311	1.82325
KPNA2	-2.80416666666667
MACROD1	-0.1058
