Hybridization REF	TCGA-AQ-A04J-01A-02R-A034-07
ATAD2B	0.69025
ARHGAP17	0.2905
KCNIP3	-1.25225
SFPQ	-0.06625
GFRA4	0.736666666666667
AKR1B10	-2.689875
TIGD6	0.158666666666667
RGS16	0.966375
URB1	0.0766666666666667
OR4C46	0.0136666666666667
TOP3B	-0.58
NFATC4	0.21
CA14	-4.821
BMPR1A	0.6745
SNRP70	-0.583375
PRL	-0.139083333333333
C6orf130	-0.79275
STAG2	0.56225
CD55	-0.915285714285714
RPS23	-0.438
SSX2	-1.33216666666667
FDPSL2A	0.10975
FBXO27	0.933875
SYNGR3	-1.19366666666667
TMSL3	1.72925
EML1	-0.8235
NUP93	-0.546
SMAD3	-0.5122
KIAA1189	1.48883333333333
HNRPUL2	0.657
TBC1D12	0.304333333333333
C16orf24	-0.06675
MRVI1	2.77483333333333
ZNF581	-0.403666666666667
ELOVL3	0.98
OR51Q1	0.25575
CACNB3	0.397833333333333
GALNT13	2.145375
C10orf84	0.137875
NEDD4	-0.7019
SPO11	0.2485
OR5AU1	0.6115
NEK4	-0.521642857142857
PRKAR2A	-0.455166666666667
IHPK1	-0.384
ATP6V0B	0.0135
CACNA1E	1.5855
CEACAM8	-0.52
PEX14	0.3085
FLJ12993	0.2825
ZBTB38	0.922583333333333
PCTK2	-0.341833333333333
LRRC16	0.7166
FBLIM1	1.82141666666667
FYCO1	0.22875
RP5-1022P6.2	-0.094
CMTM1	0.0381666666666667
PLTP	0.746833333333333
RAPH1	1.06375
DOCK8	1.953625
EZH2	-1.22373333333333
SLC25A1	-0.5065
PLEKHB1	2.1727
GRB7	0.8508
ZFP37	-0.4665
MRPL33	-0.20525
PELO	-0.99425
ARMC1	0.0184545454545454
C9orf27	0.242875
FLJ25778	0.1755
C9orf37	-1.3495
TMEM66	0.12775
SPRN	-0.277125
HBEGF	1.1305
PI4KA	-0.3915
LEPRE1	-0.41675
POU2AF1	0.3355
MRPL12	-0.303833333333333
REP15	-0.2095
ZC3H3	0.51775
RASAL1	1.2915
DDAH1	0.473125
ACBD5	-0.406375
TMC2	-0.0165
CCDC137	0.3
SAMD13	0.771
UGT2B15	-3.01483333333333
TIPARP	0.06875
DNASE1L3	2.85
TRIM72	0.177666666666667
DBX2	0.70625
IPO8	-0.20925
C21orf88	0.9429
MAP3K14	0.71
LOC51233	0.210666666666667
GGTLA4	1.2435
PDE6D	-1.02825
ZNF117	-0.173
CLK2	-0.320875
NKRF	-0.25475
TNFSF15	1.8647
DUSP2	1.612875
SECISBP2	-0.1857
GABRR2	-0.00950000000000001
PPAP2C	1.55975
LOC51145	-0.1
PAG1	0.795625
PIK3C3	0.7255
GNG10	-0.65
APOL4	0.372166666666667
ANKRD28	-1.0155
STMN3	-1.8226
RAB14	0.308
CDK2AP2	0.01025
HDDC3	-0.332625
COMMD7	-0.08375
CXXC1	-0.36
HMCN1	-0.608333333333333
CD40	1.45125
DYNC1LI2	0.640875
GDI1	-0.0765
LOC646938	-0.58975
VSNL1	-0.0751666666666667
PIH1D1	-0.0933333333333333
RAET1G	-0.9945
KRTAP5-9	-0.1995
EFTUD2	-0.705
ZNF311	-0.102666666666667
ATP6V1G3	-0.0625
OR2W3	-0.688
SCN4A	0.52775
MED10	-0.96325
FAM135A	-0.1269
ARHGAP4	-0.08625
EHMT2	-0.353125
UFD1L	-0.63
ERMP1	-0.4925
MAG1	-0.00266666666666666
THAP8	0.185166666666667
HACE1	0.223166666666667
FAM82C	-0.282666666666667
C3orf20	-0.1
UNC84A	-0.965833333333333
SCD5	0.0393571428571428
LASS6	0.56425
LSG1	0.20925
MAL	-3.19025
GPR22	-0.915
WDR5B	0.91125
ACTRT1	0.798
C17orf60	0.9705
GRIN2C	0.7771
ARMC8	-0.348166666666667
SLC47A1	-2.795
DMPK	0.0105
DHRS13	-0.717833333333333
SMC1A	-0.364833333333333
KRTAP17-1	1.91525
SMYD5	-0.48825
TUSC2	-0.494
CRHR2	0.259
KIR3DL2	-0.2445
CCDC104	-0.69625
ATP2C1	1.020875
CROT	-1.09675
PABPC3	0.221833333333333
EGR1	0.459166666666667
THSD1	0.7375
KHK	-0.59225
SLC12A2	0.863125
CD58	-0.39425
STOX2	2.38783333333333
CCDC76	-0.1873
CCDC48	2.0145
DNAH1	-0.0281666666666667
ZIC4	0.49925
OR1G1	-0.1475
PSMC6	-0.5595
PROKR1	0.236
ABCB1	0.46625
TRAT1	0.8335
LLGL1	-0.0195
MTF1	1.587
USP54	0.657
PAGE2B	-2.4355
ITGB7	-3.1705
CCDC81	0.094
LOC149837	-0.37175
SCUBE1	0.224
ZSCAN10	1.249
HUWE1	0.251857142857143
CDH17	0.7355
CD180	1.8715
IL17A	-0.2805
TMPO	-1.31075
KIAA1524	-0.3645
HDGFRP3	-0.488666666666667
OXCT1	0.108090909090909
RRAS2	-0.443666666666667
LTBP2	2.7264375
SV2B	2.1015
CYP2A6	0.7175
PKD1L2	-0.300333333333333
PPM1M	0.589
FLJ22662	2.79916666666667
ZNF502	1.652
GP6	-1.28375
CRYBA2	-0.8945
LEF1	-1.4033
CTPS	-1.11514285714286
EYA1	-2.35783333333333
EPS8L1	0.86
MAPK14	-0.4955
SERPINB2	-4.664625
GTF2F2	0.129166666666667
ZNHIT4	-0.303
PLA1A	1.803
C20orf114	3.0585
HPR	-3.977
C18orf2	-3.51033333333333
SATB2	-2.995
KCNJ9	-0.0505
MGC157906	0.2545
MOCS3	-0.635
C17orf71	0.267
PPHLN1	0.2372
HIST1H2BN	0.197375
RAPGEF1	-0.211375
MAP3K8	1.554
DLG4	0.0986666666666667
STC1	-0.654
CDGAP	2.20925
DDX26B	0.60975
LOC150223	-1.5585
CPSF3	-0.609166666666667
TMEM14A	0.557
MYH3	-0.44275
GPKOW	-0.23575
SULT1A1	0.1835
SPON1	3.3758
YY1AP1	0.422
RAB23	0.33825
PLA2G4A	-1.69475
MAPRE3	-0.54875
ZNF516	-0.293857142857143
GGPS1	0.5715
EXOC3L2	0.476
C19orf42	-0.4433
MAP2K2	-0.648
HIST1H2BB	0.7465
RNF19B	1.1255
C6orf128	1.79083333333333
TLR8	3.47825
PCDHA9	0.985
CARS2	1.123875
CLUL1	1.95583333333333
RHAG	-4.35483333333333
UNK	0.1445
EXOC8	0.2008
C9orf95	0.96925
C14orf143	-1.23016666666667
MAML3	0.091
LDHA	-1.861
MRPL20	0.9375
KLHDC6	3.54016666666667
ATP5S	-0.554166666666667
C8orf55	-0.04075
PHF19	-1.824
KRTAP13-4	0.4065
TTC5	-0.27525
XKR5	-0.5785
SILV	-4.72533333333333
TEX28	0.0315
TCTN1	0.02075
CX40.1	0.33125
PPP2R5C	-0.162875
C12orf30	-1.22766666666667
CAPG	2.1455
MPZL1	2.0192
ARSB	-0.9255
TDH	-2.03825
WASF4	1.3235
TSSK3	-1.22283333333333
7A5	1.7875
CRISPLD1	2.91
MAD1L1	-0.976333333333333
SPIN4	-0.0558333333333333
AMPD1	1.11225
DPYSL5	0.1805
INPP1	0.545166666666667
ANKRD11	0.3985
NPAS4	0.306625
GCET2	1.6508
RNASE9	-0.0315
GUCY2D	0.618666666666667
CCDC98	-0.93775
FGF4	-0.328375
CPM	0.397666666666667
SLC26A4	-1.444
PLD5	0.3075
FAM59A	0.9324
FBXO5	-1.17688888888889
SIPA1L1	0.098125
DPYS	0.90875
ATG4D	-0.792
TGM3	0.041
MTCH1	-0.085375
HK1	-0.744785714285714
CDC26	-0.109875
GALNT12	-0.833833333333333
LOC339229	-0.08325
MRPL35	-0.56
ORC4L	0.079625
TNKS	0.171571428571429
C2orf24	0.213166666666667
ZNF553	0.0756666666666667
GGTLA1	2.7454
ZNF497	0.08775
CDY1B	-0.37525
SLC30A4	0.381375
TUB	-0.0935
ARHGEF18	-0.2955
ARRB1	0.01425
KCNK1	1.038875
EREG	-2.4729
SCAMP5	-0.503
RUNDC3B	2.73375
ADAMTS20	-0.03
IL17RB	-0.597625
FLJ20323	-0.3975
MCAM	1.532875
POLR3E	-0.91225
AQR	0.027
IPMK	0.623
CDCA7	-0.935875
CAMP	6.413
GRHL3	0.65575
ADAMTSL2	1.636
CLMN	1.738
SSTR3	0.344
MAGEA5	-2.56433333333333
OVOL2	3.438
JMJD1B	-0.22325
RBL2	0.3182
PYGO2	0.704
PPP1R10	0.7325
CSE1L	-0.8715
LCA5	1.05025
RDH16	-0.4105
ASRGL1	-0.289875
TOM1	0.376666666666667
PTX3	-3.47275
TTC15	0.52775
SCGB3A1	5.2425
MRPL50	-0.65175
RCAN3	0.944625
SLC26A11	0.18775
STYX	0.634166666666667
CINP	-0.9045
MARCH7	-0.12725
PFKM	-1.23866666666667
SGMS1	0.335166666666667
RIOK3	0.0364
C1orf110	0.9285
CES7	0.468875
LOC440248	-1.5935
PPP1R12C	0.00775000000000001
C10orf27	0.4195
ATG9A	-0.15175
MRPS26	0.494875
TMEM40	1.9825
ELP3	-0.3264
ZNF787	0.8126
HIAT1	0.619125
C8orf34	0.729666666666667
MGC4655	0.7176
PELI1	1.69116666666667
PPT1	-0.3795
SLC35C2	-0.651666666666667
C6orf125	-0.19975
MUC4	-0.116833333333333
RFC4	-1.37685714285714
GNB2	0.0761666666666667
NUP50	0.371857142857143
SULT4A1	-0.854
C7	3.933875
CCDC130	0.217
ARRDC4	-0.183
RQCD1	-0.1185
GLYCTK	-1.113
AYTL2	-0.826727272727273
MTUS1	1.002
LEMD3	0.360333333333333
PLEKHF2	0.45175
HOXA7	0.38525
GTF3C2	-1.2155
DYNLRB2	1.38725
CNOT10	-0.46125
MR1	0.291666666666667
FFAR1	-0.036
PRIC285	0.113
SLITRK6	4.90025
LIX1	-1.3563
UBE1L2	-0.24275
F8	0.97075
ACHE	0.451166666666667
KPNA5	0.00275
TNFRSF12A	-1.32166666666667
EGR3	1.4995
SERPIND1	-3.53683333333333
OASL	2.38375
IFRD1	-0.998375
WDFY1	-0.493333333333333
ZNF267	0.026
ACCN5	-0.3175
ZBTB6	-0.874
PPP1R3A	-0.192
PRRT3	-0.0215
FBXL19	-0.151
TXNIP	1.32842857142857
ACTN2	4.56525
ATG9B	-0.52925
C9orf117	-0.435375
IL27	-0.628
RPL36AL	0.0181666666666667
KLK15	0.261
CHAD	0.7615
RAP2B	0.2056
HEBP2	1.7265
ZNF342	0.4905
CAMK2G	-0.462666666666667
TLR3	1.554
FGF14	0.44175
HMGB2	-0.2665
TRPM5	0.00549999999999999
OR5M11	0.311
KIF3B	-0.0148421052631579
PRICKLE2	0.19025
MTMR9	-0.5605
C3orf27	0.1495
GLRA3	-1.64783333333333
NSDHL	-0.130333333333333
TMEM32	0.68725
POLR2D	-1.23725
MYADML	0.158
C9orf114	-0.833
MRGPRX1	0.826
TOPORS	0.8775
CLDN19	-0.0625
C1QL4	-0.05
RNF165	1.398
DHRS9	-0.27475
DNAH2	-0.644166666666667
FXR1	-0.722833333333333
ZMYM3	-0.695
CASP3	0.902666666666667
FAM120C	0.2555
SCLY	-1.784
CA7	-0.2265
ENTPD5	-0.297
ZNF461	-0.464125
PDIA5	0.542
C1orf19	-0.0595
TMEM67	-0.66725
KCTD20	-0.27425
WDR47	0.573
FLJ38723	2.988
KLRF1	0.7425
TAS2R16	0.7575
CLDN12	-0.5705
PRKCE	0.03125
UBXD4	0.0065
ITGAM	2.89216666666667
GLT8D3	-0.238875
WDR31	0.2338
RGS2	2.96
OR51L1	0.3145
MST1R	0.37775
KIAA1737	0.3775
OR4A5	0.5605
GLIS1	-2.01183333333333
PTMA	0.449785714285714
NAPA	1.1665
PRDM11	0.09225
LIPF	-0.419
DIRAS3	1.4385
ASGR2	-3.76225
C1QTNF4	0.5605
PIK3R4	0.377666666666667
ARMC3	0.23725
NDUFV3	-0.603666666666667
BTBD3	0.597166666666667
PPP1R2	0.18875
UBE2NL	-0.80025
FOSL2	1.43792857142857
FAM119A	-0.692166666666667
TUBA4A	0.1425
KRTAP12-1	0.037
SFRS2	-0.12575
RHPN1	-0.5135
EEF2	-0.7055
ZDHHC11	-2.45933333333333
EPHA3	-1.209
RBM12	-0.31975
H2AFJ	0.993
EDIL3	2.1245
KIF26A	-0.879
SERGEF	0.00625
B3GALT4	2.97375
LOC90925	3.103
OSCAR	0.02975
NPFF	-0.11425
DEDD	0.211625
TMEM155	-0.766875
PTPN1	-0.16175
SCYL2	0.113666666666667
SKAP1	2.4345
LEAP2	-3.4125
GADD45G	1.5708
IFITM3	0.51975
PILRB	-0.969666666666667
SLU7	-0.4728125
DSC3	3.8225
DNMT3L	-1.10825
PAPD5	0.198625
B3GNT3	0.962
LHCGR	0.3445
MSL-1	-0.53625
UBE2S	-0.995375
SAP130	-0.91975
ANAPC11	0.3585
MAGED4B	0.0595
ATP6V1B2	0.320333333333333
C14orf179	0.01325
CAPZA1	-0.171125
CDYL2	-0.0356666666666667
GLRX3	-0.768166666666667
LOC136288	-0.4965
MOBKL1A	0.15725
HTR2B	2.65725
CRYGD	-0.0365
NUS1	-0.0313333333333333
PGRMC1	0.229
MYOM2	1.55375
FLJ39653	-1.19566666666667
CHM	0.0777
OR5M8	0.455
ZNF619	-0.3755
FAM105A	0.91525
CCNL1	-0.43875
NAP1L3	-0.97775
C10orf57	1.3435
B3GALNT1	0.469166666666667
CSN1S2A	0.5405
TCP10L	-0.394
GDAP2	0.387625
DMKN	-0.818833333333333
COX6B1	0.3035
DNASE2	0.669
MSH5	-1.65475
LGMN	-0.218625
USP31	0.2272
OR13C8	0.314
SDCBP	0.3755
NUDT11	-2.2535
PYGL	-1.25966666666667
SNPH	-0.343833333333333
B3GNT4	-0.4575
MIZF	-0.7628
NUBPL	-1.2765
NOD1	0.4065
CDH22	1.264125
NUBP1	-0.3065
DSCAM	-3.415
DGKI	0.477
FAM136A	-0.62875
AKAP1	1.6275
SLC16A6	-1.77925
RIN3	1.4375
PSG2	-0.24475
DIP2B	-0.66975
PSORS1C1	0.2921
KIAA0495	0.2925
FLJ90709	-0.782333333333333
LPA	-0.121666666666667
PIGA	-0.749
LY75	2.9465
UTS2	-5.5735
RREB1	0.032375
GALNACT-2	0.00570000000000001
MGC3196	-0.208
FLJ31568	1.18725
LPHN1	0.04325
SP1	0.463375
TOX4	0.0231666666666667
HSPA9	-0.6257
APOBEC1	-0.5715
SLC35E4	-0.29525
LSM5	-0.12725
SURF1	-0.5255
ZBTB1	0.599166666666667
GTF2F1	-0.338875
RPS15A	-0.2895
DUSP21	-0.395
GINS4	-1.54333333333333
MYO15A	-0.563166666666667
GIMAP7	4.6585
MGC13379	0.849
ATP6V1E2	-0.0085
UTP3	-0.02125
HNRPA3	0.1418125
MT4	0.181
C14orf155	0.1595
U1SNRNPBP	-0.18175
CKLF	-0.458166666666667
PLEKHN1	-0.0183333333333333
MBNL1	0.56025
NUP160	-0.82925
ACSM2A	-1.766
LOC129881	-0.996
KIAA1529	-0.14025
FLJ22639	0.024
HAND1	-1.2955
GSX1	0.3975
FGA	-4.35375
SERPINB1	-0.36225
ZNF642	0.37675
IGFBP1	-7.997625
SLC1A1	-0.305375
DHX57	-0.35275
ZNF766	0.807
PTPN21	-0.1666
GDPD3	-2.068
PNPLA5	0.135
TBR1	1.53966666666667
FAM116A	-0.1515
IQGAP1	1.08275
FOS	-0.064625
ZNF226	-0.639875
FIGNL1	-0.120666666666667
C14orf1	-0.3145
ZMYND17	0.2485
PUS7	-1.1335
TUBB6	0.047
KCNQ2	-1.31475
MARCH6	0.170833333333333
CCDC33	0.558
PRODH	-0.95825
RBM11	-1.2375
EPHA6	-0.304625
SLC43A1	-1.102
LOC196541	0.1585
NTN1	0.608416666666667
ING4	0.75475
PCDHB10	1.2355
DPH2	-0.5845
SPACA4	-0.1425
FBXL21	-3.794
DIAPH1	-0.5315
ZNF71	0.7415
CEP76	-0.3165
CORO1A	1.0865
RRM2	-1.900125
EDG4	1.171
OS9	-0.049
SLC4A1AP	-0.07725
COG5	-0.8125
COPS8	-0.8975
NGLY1	-1.062
NCBP2	-0.339375
C17orf42	-1.071
GPSM3	1.393375
SIL1	-0.0563333333333333
ASB6	-0.6685
SMAD5OS	0.6815
UNC93A	-2.643125
A1BG	0.118
C21orf62	0.5525
FMO5	-1.7085
ATRIP	-0.681
CEBPG	0.764833333333333
C7orf38	-0.0221666666666667
TNFRSF1B	1.94633333333333
CLEC1A	2.48433333333333
IQSEC1	0.3945
PATZ1	0.6101
RBM22	1.286625
BAG2	-1.937
PAQR5	-1.68083333333333
C9orf127	0.6146
THNSL1	0.12175
SHROOM3	2.6764
JAM2	1.58825
SNRPN	-2.169
ALX4	0.2045
CACNA1S	-0.2275
FAM130A1	0.2465
CORIN	1.8555
CD300LB	0.482
PLEKHG6	1.1965
LRRC40	-0.62425
PCLKC	-1.5435
PCDHB16	1.745
WNT2B	0.663166666666667
ASNS	-1.29722222222222
MRPL49	-0.302375
FLJ46111	-2.403
ISG20	1.52
SMU1	-0.189833333333333
CASZ1	0.389
POLR1D	-0.310916666666667
GIN1	-0.962
SNAG1	0.272833333333333
ANKRD29	-0.99975
CDKN2AIP	0.21775
KRR1	-0.49875
CXCL1	-1.46866666666667
EPM2A	0.0507
PC	0.826833333333333
DEFB127	0.69
PDZRN4	1.25666666666667
FAH	-0.25975
OR51E1	2.9415
CDC2L6	1.63383333333333
DNTTIP1	-0.58575
PAX8	-1.0555
TMEM116	-0.1395
C1orf150	-0.3325
PRO2012	0.2545
MRPL40	-0.675
BEX1	-3.9049
SLC2A4	-0.520166666666667
PKMYT1	-0.97675
FEZF2	0.761833333333333
SLC26A9	5.592
MAP2	1.15691666666667
LYL1	-0.227
SLC25A19	-0.866666666666667
NOS3	0.9565
ZNF34	1.11633333333333
TMPRSS11F	-0.59975
FAM43A	0.8185
FCRL4	2.035
KLF14	0.348
FLRT2	0.0953333333333333
WRN	-0.7695
SDF2	0.0561
KRT8P12	-0.8595
C6orf195	1.3845
C9orf125	-1.26666666666667
DZIP3	-0.494625
RIT1	0.0900833333333334
SCML1	-0.943666666666667
RHBDF2	0.91425
OR2G3	-0.5345
REXO1L1	-0.0265
MAP3K7IP3	-0.839625
C3orf57	-5.7885
FBXW11	-0.827166666666667
ETAA1	-0.42225
C14orf131	-0.9315
AKT1S1	-0.064
SLC12A5	-0.600875
C9orf164	1.638
NRIP3	-0.6765
NOS1AP	-0.539
TMEM121	-0.20775
SAP30BP	0.1
DGCR6	0.849
WDR76	-1.0655
FAM82B	-0.616083333333333
LOC606495	-0.7185
MAP9	1.68275
BCDIN3D	-0.114
CXorf36	3.537
DSCR3	-0.8144
ZFAND3	0.3995
C7orf43	0.140833333333333
SPSB3	0.3967
C19orf19	0.26025
FAM133A	-2.9115
C12orf25	0.1445
SLC39A3	-0.708625
DISP2	-1.54175
PI4KAP2	-1.7235
MKRN3	-0.445
ADAMTS13	-1.2735
CBLN3	0.0665
TTYH1	3.12766666666667
C3orf18	-0.42825
FLJ13236	-0.86225
ZMYND12	0.708
C18orf25	0.985125
GLB1L3	-1.0515
ATP13A5	3.573
RANBP10	0.13375
CD96	0.1921
DENND1C	1.08225
RBMS3	0.5552
SLC41A3	0.306333333333333
DGCR6L	0.62625
TMEM128	-0.435333333333333
CSNK1G3	-0.233214285714286
MOBKL2C	1.079375
TSPAN6	0.255375
MATN2	0.963
MSL2L1	0.723
ST6GALNAC2	-0.410166666666667
FGFBP2	1.770625
FGL1	-6.872
MPP3	-0.520666666666667
ARHGEF6	1.58083333333333
TGFBR2	0.90425
ACMSD	-1.12775
IL33	4.48325
C9orf5	-0.64225
DEAF1	-0.0935
AMN	0.8195
DEFA6	0.277375
RNF212	-1.105
METT5D1	-0.526166666666667
CIB1	0.0715
TSSK1B	0.1575
KIAA1727	1.3395
ZNF680	-0.189
LOC399900	-0.851
LOC152217	0.325416666666667
CTNNAL1	-2.1025
CIT	-1.7685
TLE6	-0.7725
ZNF607	-0.595
HERC4	-1.30533333333333
DRAP1	-0.4411
PEMT	-0.74725
C10orf111	0.378
ZNF575	1.13825
KCTD7	-0.05
MYO1F	1.12525
LOC285382	1.00475
RAB11A	0.3238
PLCD3	-0.636
C15orf28	0.018
PTBP2	0.104375
CTB-1048E9.5	-0.254875
C19orf60	0.157333333333333
C7orf25	0.700833333333333
SETD7	0.4425
HOXB9	-4.7115
VANGL1	0.2513125
CHAF1B	-0.517
NDUFA3	0.4275
KIAA1328	-0.1675
SHARPIN	0.351375
TTC23	-0.46875
UGP2	0.225166666666667
ANKIB1	0.446
CIRBP	-0.0557142857142857
SEC14L4	1.907
OVCH1	0.2855
VPS52	0.2625
FAT	0.77075
M6PRBP1	-0.398
GPRIN3	1.426
PPM1F	0.579666666666667
TSR1	-0.7955
CCDC85A	1.59025
PCSK5	3.14725
ZFHX3	0.0075
HEMK1	-1.4733
PGBD2	0.25
RSRC2	-0.3235
AURKC	-1.31616666666667
SCRIB	0.4115
ORM2	-3.48933333333333
FAM115A	0.0043
FZD6	0.040875
UNC119	-0.0176666666666667
GPX3	-0.4571
NOV	0.554375
CABC1	0.320375
CDC42SE2	0.036375
EIF2S2	-1.019
RNF130	1.04775
CKAP5	-0.0736666666666667
RP11-413M3.2	0.420375
C10orf18	0.3589
TMEM93	-0.756
DYX1C1	-0.697
KCNMB2	-2.12725
ANK3	1.01508333333333
KRT5	0.5364
CDH12	0.9325
QRSL1	-0.00349999999999996
JUB	-1.696
SHC4	1.134875
CCL15	1.27883333333333
CCDC22	-0.35025
SNX24	-0.742
RARS	-1.1555
MORC2	1.043875
FAM48A	0.24625
MT1H	0.0555
PPP1R14C	1.77416666666667
FOXD1	-0.43
C1orf213	-1.4455
AMT	-1.8018
DSN1	-0.373
PTPLAD2	2.75225
DIS3L	-0.0845
RASL11A	1.1845
GPRC5B	1.5655
FRMD7	0.4535
STRN4	0.20675
KITLG	0.166363636363636
HDGF	0.9835
OR1S1	-0.0605
SETX	0.1312
DDR2	1.254625
KCTD12	2.66275
LYZL2	-1.02425
WDR52	-0.562
TMEM2	0.887625
ZNF579	0.940833333333333
LOC200810	0.21825
TNFSF9	-2.058375
PPFIA4	-2.58225
CNIH3	-1.28033333333333
MAP4K4	-0.0769285714285715
ROD1	-0.882214285714286
ALS2CR12	-0.3122
DOCK3	-0.212
PAQR9	-4.6815
ASB17	-0.0503333333333333
STX16	-1.2045
FEZ2	-0.107666666666667
DLAT	-0.635666666666667
KIF21B	-0.8755
CDC5L	0.34925
TMEM119	2.23133333333333
CRIP3	-0.8375
TPSD1	0.477333333333333
TEPP	0.592
GNGT2	1.4475
C21orf121	2.237
WNK1	0.337333333333333
FLJ10490	1.3654
OR51B5	-2.613
LOC203547	-0.427625
HAS1	1.0965
PPA1	-0.4835
ST7	-0.676375
C11orf46	0.2239
POPDC3	-2.7315
ACOX2	-1.13666666666667
ATCAY	-0.271
TM4SF19	-1.861
MFSD9	-0.316833333333333
PDHB	-1.00225
ERN1	0.13825
LCE3C	0.0235
GPR111	-0.4385
NOTCH3	2.39466666666667
ADAMTS5	2.77125
B3GALT1	-1.19675
UGCGL1	-0.132166666666667
FAM58A	0.687833333333333
FBXO32	3.2935
CLPP	-0.97525
NXPH1	-1.511
MTMR3	0.734333333333333
ATP1B3	-0.29925
TMEM16A	3.988125
HIST1H3F	0.130166666666667
TRIM25	-0.0273333333333333
SDCBP2	0.677
CRKL	-0.965
HOXB2	-1.22233333333333
ANP32B	0.3145
GATM	2.628
AP4E1	-0.52525
EDG5	0.15725
CDKN3	-0.843666666666667
CDH4	-1.2
PGD	0.155666666666667
RND1	-0.357
GAD1	-3.5638
MPG	0.150625
LOC440350	-0.5015
ZNF133	0.6985
SERPINB12	0.071
AMELY	0.278666666666667
DHX36	-0.257
TNFAIP8L2	3.40966666666667
PHTF2	-0.172888888888889
CCDC112	-1.64116666666667
IQCC	-1.20975
HEYL	3.6935
FTSJ2	-1.007
APPL1	0.561875
RAB43	0.0792142857142857
OR10G2	0.0695
WAC	0.783833333333333
ADCY9	-0.85625
RUNDC2B	1.36316666666667
PYCRL	0.4002
AGPAT7	-0.845333333333333
SLC22A9	-0.872833333333333
CDKAL1	0.0065
PDYN	-0.326333333333333
C20orf74	0.27275
MTMR11	0.3175
VAV3	2.39441666666667
DAPL1	4.07675
STXBP3	0.3985
EIF3G	-0.1095
ARHGAP22	0.99475
NPFFR1	0.288
NPC1	-0.153666666666667
ALDH9A1	2.24733333333333
ZNF600	0.0105
ZNF678	-0.150333333333333
RASSF1	-0.0554166666666667
ADD2	-1.626125
PITPNB	0.683875
PKD2L2	-0.453625
LRP11	-0.604
CDKL1	-0.09175
SMEK2	0.776
PRODH2	-3.6035
C11orf54	-0.452833333333333
SFRS11	-0.480166666666667
IL7	1.21
ALS2CR16	1.324
BTG3	-0.0486666666666667
PAK2	0.1525
RP11-679B17.1	-0.65775
GATA4	-1.9785
ATP2B1	-0.6
LOC130940	0.538
C1orf172	1.75266666666667
ATF7IP2	-0.57475
SLC25A43	0.188666666666667
CENTG3	-0.285916666666667
IGF2BP1	-3.7283
FCHSD1	0.125
CAMK2N2	1.41116666666667
ELAVL3	-0.2389
NBPF15	-0.111166666666667
UBE2J2	0.40675
GNL2	-0.37875
PRR3	-0.1407
NLF2	1.4085
OR4F6	0.1685
KLHL24	1.3435
CCDC88A	-0.6759
SGPP1	-0.744
C10orf11	0.3055
SLC35B4	-0.892333333333333
UGT3A2	0.047
ARNT2	0.3012
CBR1	-0.274375
ITPR3	-0.274833333333333
TRAPPC6B	-0.577
AMZ1	-1.094
ARP11	0.8005
WDSUB1	0.54525
APBA1	1.56316666666667
RAB2A	0.6294
C6orf162	-0.095375
HPSE2	0.398
PLCE1	0.259
INSL3	0.737
DLG1	0.0641
PTPLA	-0.596
PIGX	0.015875
TFIP11	0.495
FIBIN	2.625
POLR2G	-0.672
GRAP2	-1.0412
DNAJB8	-0.1945
CNBP	0.215166666666667
WASF1	0.53575
INPP5E	-1.1963
HSPB1	-0.4290625
TMEM167	-0.6097
CUBN	0.9555
IGF1	3.09275
ITPK1	-0.4778
NAALAD2	-0.71875
G3BP1	-0.3698
NT5DC1	0.44375
CYP39A1	2.904
TMEM139	1.13283333333333
POLK	-0.399888888888889
GLULD1	-1.21475
RBM15	-0.186833333333333
AMZ2	0.0365
GDF15	-4.0245
MESDC2	-0.007
INCA	1.12066666666667
ACY1L2	1.353
GZMM	0.732333333333333
PAIP1	0.3695
CACNA2D1	-0.37825
STK32C	-0.365
SH3BP4	-0.199
DEC1	0.1975
PADI1	0.0345
UBB	-0.9415
PON3	-2.14533333333333
PROP1	0.4605
ANKRD13B	-1.5875
ADCK1	-0.62475
TCF25	0.841166666666667
SLC38A5	-1.54675
CXorf26	0.126166666666667
C19orf39	0.21975
PPP1R13B	0.4215
ARL2	-0.733
TCL6	0.250416666666667
TOP3A	-0.9785
SLC16A14	0.151875
FXYD6	2.57033333333333
HIST1H4E	0.07975
BBC3	0.355
UNC5A	-0.127166666666667
FAM86C	-0.1609
PI4KB	0.9735
B3GAT1	-0.8365
SUSD2	1.149
OAZ2	0.458333333333333
NOC4L	-0.471
C10orf12	-0.2895
FADS1	-1.97166666666667
LOC144097	-0.301
DKK2	2.7705
KIAA1949	0.6425
RHOT1	-0.6581
OXT	1.278
GPR153	1.22
ARL4A	-0.961333333333333
SAAL1	-1.747
CCDC64	0.078
USE1	-0.289333333333333
HNMT	-0.303333333333333
PCGF3	0.156875
CYP2C19	0.08525
C20orf4	0.2425
CCDC11	-0.25125
ACSBG2	-0.35475
RWDD2A	-0.04675
PALLD	2.67175
CPLX4	-0.1175
LOC492311	0.905
KPNA2	-0.875
MACROD1	-0.8513
TMCO3	0.074
C15orf52	0.727833333333333
BIRC5	-0.517666666666667
PRR16	0.431333333333333
FAM63B	0.43725
KATNB1	-0.372833333333333
WNT8B	0.2935
