Hybridization REF	TCGA-BH-A0EB-01A-11R-A034-07
SFPQ	0.229625
GFRA4	0.327833333333333
AKR1B10	-3.782125
TIGD6	1.198
RGS16	2.18825
URB1	-0.397
OR4C46	-0.266
TOP3B	-1.288
NFATC4	0.617
CA14	-3.79575
BMPR1A	-0.165
SNRP70	-0.730375
PRL	-0.04925
C6orf130	-0.26575
STAG2	0.1865
CD55	-0.751357142857143
RPS23	0.941833333333333
SSX2	-1.13183333333333
FDPSL2A	-0.46225
FBXO27	0.53125
SYNGR3	-1.17633333333333
TMSL3	1.97075
EML1	-1.0605
NUP93	-1.24283333333333
SMAD3	-0.245
KIAA1189	0.986166666666667
HNRPUL2	0.8785
TBC1D12	0.548166666666667
C16orf24	1.3345
MRVI1	2.329
ZNF581	-0.4335
ELOVL3	-0.866
OR51Q1	-0.18775
CACNB3	0.790166666666667
GALNT13	-1.2715
C10orf84	0.921375
NEDD4	-0.651
SPO11	0.563
OR5AU1	-0.034
NEK4	0.766357142857143
PRKAR2A	0.185333333333333
IHPK1	-0.3935
ATP6V0B	0.121125
CACNA1E	1.126
CEACAM8	0.817833333333333
PEX14	0.136
FLJ12993	0.521
ZBTB38	0.822333333333333
PCTK2	0.669
LRRC16	0.4295
FBLIM1	1.56775
FYCO1	1.34925
RP5-1022P6.2	0.565833333333333
CMTM1	0.4875
PLTP	0.498
RAPH1	0.99575
DOCK8	1.63325
EZH2	-2.39226666666667
SLC25A1	-1.2795
PLEKHB1	-0.619
GRB7	0.1097
ZFP37	0.28275
MRPL33	-0.765
PELO	-0.54525
ARMC1	-0.547090909090909
C9orf27	-0.00812499999999999
FLJ25778	-0.1705
C9orf37	-1.13966666666667
TMEM66	0.64725
SPRN	-0.13425
HBEGF	0.046375
PI4KA	-0.8785
LEPRE1	-0.23275
POU2AF1	-1.336375
MRPL12	-0.67
REP15	-0.155
ZC3H3	0.10725
RASAL1	0.33325
DDAH1	0.833875
ACBD5	0.41775
TMC2	0.2645
CCDC137	-0.228
SAMD13	-1.26166666666667
UGT2B15	-3.472
TIPARP	-0.27825
DNASE1L3	0.99475
TRIM72	0.430333333333333
DBX2	0.27825
IPO8	0.6785
C21orf88	-0.7613
MAP3K14	0.44825
LOC51233	0.328666666666667
GGTLA4	-1.251
PDE6D	-0.2635
ZNF117	0.5165
CLK2	-0.604625
NKRF	-0.80325
TNFSF15	0.1001
DUSP2	-0.35125
SECISBP2	-0.3318
GABRR2	-0.054
PPAP2C	2.313
LOC51145	0.0421666666666667
PAG1	0.169375
PIK3C3	0.11125
GNG10	-0.4015
APOL4	1.12566666666667
ANKRD28	-1.04475
STMN3	-1.6376
RAB14	0.7305
CDK2AP2	0.1275
HDDC3	-0.29325
COMMD7	0.06825
CXXC1	-0.07625
HMCN1	0.206833333333333
CD40	1.39425
DYNC1LI2	0.0071875
GDI1	0.03475
LOC646938	-0.04375
VSNL1	-2.01716666666667
PIH1D1	-0.125833333333333
RAET1G	-1.1705
KRTAP5-9	-0.03
EFTUD2	-0.40175
ZNF311	0.522833333333333
ATP6V1G3	0.1295
OR2W3	-0.25725
SCN4A	0.02625
MED10	-0.876375
FAM135A	-0.3218
ARHGAP4	-0.462
EHMT2	-0.323875
UFD1L	-0.8275
ERMP1	-0.2225
MAG1	-0.772833333333333
THAP8	-0.177
HACE1	-0.975666666666667
FAM82C	0.574666666666667
C3orf20	0.107
UNC84A	-0.307333333333333
SCD5	0.2135
LASS6	2.060125
LSG1	0.509916666666667
MAL	-4.91975
GPR22	-0.2665
WDR5B	1.1265
ACTRT1	0.4405
C17orf60	0.87
GRIN2C	-0.0457
ARMC8	-0.478333333333333
SLC47A1	-3.07216666666667
DMPK	-0.49575
DHRS13	-0.359833333333333
SMC1A	-0.958333333333333
KRTAP17-1	0.8995
SMYD5	-0.786
TUSC2	0.6625
CRHR2	0.3955
KIR3DL2	0.179
CCDC104	0.267
ATP2C1	0.539375
CROT	-0.4805
PABPC3	-0.0453333333333333
EGR1	-0.985833333333333
THSD1	0.6045
KHK	-2.32925
SLC12A2	2.2136875
CD58	-0.154
STOX2	-0.815666666666667
CCDC76	-0.7767
CCDC48	5.27875
DNAH1	0.0538333333333333
ZIC4	0.893875
OR1G1	-0.4375
PSMC6	-0.286666666666667
PROKR1	0.481
ABCB1	-0.605375
TRAT1	-0.79125
LLGL1	-0.1705
MTF1	1.67025
USP54	0.420875
PAGE2B	-2.542
ITGB7	-3.23875
CCDC81	-0.5555
LOC149837	0.3945
SCUBE1	1.5555
ZSCAN10	0.77
HUWE1	0.570785714285714
CDH17	0.4465
CD180	1.212
IL17A	0.2195
TMPO	-1.55325
KIAA1524	-1.595
HDGFRP3	-0.108
OXCT1	-2.06736363636364
RRAS2	-1.28666666666667
LTBP2	2.7520625
SV2B	-0.256833333333333
CYP2A6	0.701125
PKD1L2	-1.2165
PPM1M	1.21025
FLJ22662	1.4905
ZNF502	1.584
GP6	-0.78675
CRYBA2	-0.805
LEF1	-0.7527
CTPS	-2.94842857142857
EYA1	-3.38016666666667
EPS8L1	1.59525
MAPK14	-0.491166666666667
SERPINB2	-4.885125
GTF2F2	-0.114833333333333
ZNHIT4	-0.267
PLA1A	0.857
C20orf114	4.64025
HPR	-4.889
C18orf2	-2.49133333333333
SATB2	-2.054
KCNJ9	0.087625
MGC157906	0.3275
MOCS3	-0.103
C17orf71	-0.4135
PPHLN1	0.2176
HIST1H2BN	-0.538875
RAPGEF1	-0.00299999999999998
MAP3K8	-1.0795
DLG4	0.197333333333333
STC1	2.144
CDGAP	2.037
DDX26B	-1.774
LOC150223	-2.0745
CPSF3	-0.9875
TMEM14A	0.29825
MYH3	-2.4065
GPKOW	0.2815
SULT1A1	-0.135833333333333
SPON1	3.6366
YY1AP1	0.0671666666666667
RAB23	0.094
PLA2G4A	-3.4645
MAPRE3	-0.103
ZNF516	1.22278571428571
GGPS1	1.00925
EXOC3L2	-0.076375
C19orf42	0.5775
MAP2K2	-0.414333333333333
HIST1H2BB	0.016
RNF19B	1.567
C6orf128	0.3465
TLR8	3.11075
PCDHA9	0.3875
CARS2	0.29375
CLUL1	3.13083333333333
RHAG	-4.18733333333333
UNK	-0.318
EXOC8	0.6812
C9orf95	0.05575
C14orf143	0.685333333333333
MAML3	0.32075
LDHA	-1.93175
MRPL20	0.366625
KLHDC6	0.0686666666666667
ATP5S	0.685333333333333
C8orf55	0.01125
PHF19	-2.246375
KRTAP13-4	0.6075
TTC5	-0.10775
XKR5	-0.36675
SILV	-4.341
TEX28	-0.338
TCTN1	1.656
CX40.1	0.1905
PPP2R5C	-0.040375
C12orf30	-1.1175
CAPG	2.55275
MPZL1	0.9192
ARSB	-1.01433333333333
TDH	-2.10475
WASF4	1.5825
TSSK3	-0.763666666666667
7A5	2.73
CRISPLD1	0.379625
MAD1L1	-0.133833333333333
SPIN4	-1.297
AMPD1	1.049
DPYSL5	-0.115
INPP1	-0.185833333333333
ANKRD11	-0.545277777777778
NPAS4	-0.00174999999999999
GCET2	0.1426
RNASE9	0.196
GUCY2D	0.276666666666667
CCDC98	-0.44125
FGF4	-0.1945
CPM	0.1225
SLC26A4	-1.66783333333333
PLD5	-1.196
FAM59A	-0.6576
FBXO5	-2.25277777777778
SIPA1L1	0.038625
DPYS	0.313
ATG4D	-0.435
TGM3	0.8325
MTCH1	-0.242375
HK1	0.229071428571429
CDC26	-0.472625
GALNT12	-2.85716666666667
LOC339229	-0.28375
MRPL35	-0.22725
ORC4L	-0.24975
TNKS	0.174285714285714
C2orf24	0.350333333333333
ZNF553	0.417
GGTLA1	2.8744
ZNF497	0.11025
CDY1B	0.0285
SLC30A4	0.715625
TUB	-1.302375
ARHGEF18	-0.04125
ARRB1	0.686
KCNK1	-2.41075
EREG	-3.2182
SCAMP5	-0.17325
RUNDC3B	1.07025
ADAMTS20	-0.167
IL17RB	-1.48475
FLJ20323	-0.456
MCAM	0.715375
POLR3E	-1.213
AQR	0.481833333333333
IPMK	0.509
CDCA7	-4.497
CAMP	0.03125
GRHL3	0.60425
ADAMTSL2	1.43133333333333
CLMN	2.719
SSTR3	0.3825
MAGEA5	-2.36683333333333
OVOL2	3.9205
JMJD1B	0.23875
RBL2	1.2434
PYGO2	0.85675
PPP1R10	0.486833333333333
CSE1L	-1.31566666666667
LCA5	1.1345
RDH16	1.47725
ASRGL1	-2.5625
TOM1	0.371666666666667
PTX3	-5.781
TTC15	0.4905
SCGB3A1	3.48
MRPL50	-0.8565
RCAN3	0.92075
SLC26A11	0.37725
STYX	-0.0105
CINP	-0.122
MARCH7	-0.4275
PFKM	-1.28116666666667
SGMS1	0.502666666666667
RIOK3	0.3472
C1orf110	0.5665
CES7	-0.02025
LOC440248	-2.69925
PPP1R12C	-0.32975
C10orf27	0.933
ATG9A	-0.72325
MRPS26	0.518625
TMEM40	-0.416
ELP3	-0.2147
ZNF787	0.2247
HIAT1	-0.10375
C8orf34	1.04166666666667
MGC4655	0.627
PELI1	0.164666666666667
PPT1	0.7574
SLC35C2	-0.157833333333333
C6orf125	-0.1585
MUC4	-1.3785
RFC4	-2.65628571428571
GNB2	-0.366166666666667
NUP50	-0.521357142857143
SULT4A1	-1.68816666666667
C7	0.752125
CCDC130	-0.305666666666667
ARRDC4	0.0345
RQCD1	-0.88125
GLYCTK	-0.5795
AYTL2	-1.27563636363636
MTUS1	1.8015
LEMD3	0.190833333333333
PLEKHF2	1.1945
HOXA7	0.619125
GTF3C2	-1.554
DYNLRB2	2.882
CNOT10	-0.21625
MR1	1.54633333333333
FFAR1	0.02975
PRIC285	0.187
SLITRK6	5.56975
LIX1	-1.8545
UBE1L2	-0.520583333333333
F8	1.331875
ACHE	0.361833333333333
KPNA5	-0.1935
TNFRSF12A	-0.613833333333333
EGR3	-0.769
SERPIND1	-3.5195
OASL	2.461
IFRD1	-2.672375
WDFY1	0.157166666666667
ZNF267	0.39575
ACCN5	-0.192
ZBTB6	-0.03575
PPP1R3A	-0.495
PRRT3	1.778
FBXL19	-0.4155
TXNIP	0.636571428571429
ACTN2	-1.38425
ATG9B	-0.655375
C9orf117	1.281625
IL27	0.8245
RPL36AL	0.209833333333333
KLK15	0.124
CHAD	2.9775
RAP2B	-0.0476
HEBP2	1.008
ZNF342	1.1085
CAMK2G	-0.582666666666667
TLR3	2.86675
FGF14	0.091
HMGB2	-1.7425
TRPM5	-0.000666666666666649
OR5M11	-0.322
KIF3B	1.01984210526316
PRICKLE2	0.992
MTMR9	-0.24075
C3orf27	0.21775
GLRA3	-1.65616666666667
NSDHL	-0.452666666666667
TMEM32	-0.36475
POLR2D	-1.40325
MYADML	0.3325
C9orf114	-0.071
MRGPRX1	0.447
TOPORS	0.4565
CLDN19	-0.38625
C1QL4	0.233
RNF165	-0.3245
DHRS9	-0.3
DNAH2	-0.824333333333333
FXR1	-0.220333333333333
ZMYM3	-0.751
CASP3	-0.0446666666666667
FAM120C	-0.619
SCLY	-1.0635
CA7	-0.0025
ENTPD5	1.6995
ZNF461	-0.156125
PDIA5	0.532
C1orf19	-0.239333333333333
TMEM67	0.09825
KCTD20	-0.37425
WDR47	0.8995
FLJ38723	-0.5485
KLRF1	0.963333333333333
TAS2R16	0.3395
CLDN12	-0.4265
PRKCE	0.62
UBXD4	-1.27525
ITGAM	3.41116666666667
GLT8D3	0.09125
WDR31	1.2329
RGS2	0.22925
OR51L1	0.2265
MST1R	1.1425
KIAA1737	1.292
OR4A5	0.006
GLIS1	-0.9565
PTMA	0.337428571428571
NAPA	1.51375
PRDM11	-0.37875
LIPF	0.0435
DIRAS3	0.00399999999999999
ASGR2	-3.96375
C1QTNF4	0.84825
PIK3R4	0.277666666666667
ARMC3	1.412
NDUFV3	-0.196916666666667
BTBD3	-0.819833333333333
PPP1R2	0.62425
UBE2NL	-0.4685
FOSL2	0.6745
FAM119A	-1.52533333333333
TUBA4A	-0.3123
KRTAP12-1	0.176
SFRS2	-0.9925
RHPN1	-0.3983
EEF2	0.309166666666667
ZDHHC11	-2.27016666666667
EPHA3	-0.1763
RBM12	-0.451
H2AFJ	1.04766666666667
EDIL3	3.33
KIF26A	-1.19575
SERGEF	-0.66825
B3GALT4	2.8535
LOC90925	4.09016666666667
OSCAR	0.735625
NPFF	-0.773125
DEDD	0.203375
TMEM155	-0.706375
PTPN1	0.69075
SCYL2	0.181666666666667
SKAP1	2.78775
LEAP2	-3.2055
GADD45G	2.0304
IFITM3	0.966125
PILRB	-2.54133333333333
SLU7	0.1906875
DSC3	1.3195
DNMT3L	-1.0275
PAPD5	0.688625
B3GNT3	-2.09483333333333
LHCGR	0.4915
MSL-1	-0.058
UBE2S	-2.1695
SAP130	-0.6835
ANAPC11	0.34
MAGED4B	-2.154
ATP6V1B2	0.692833333333333
C14orf179	1.30075
CAPZA1	0.365125
CDYL2	0.02
GLRX3	-1.2955
LOC136288	-0.23525
MOBKL1A	0.0355
HTR2B	3.58
CRYGD	0.216666666666667
NUS1	-1.1405
PGRMC1	-0.2505
MYOM2	-0.132
FLJ39653	-1.76316666666667
CHM	0.3735
OR5M8	0.0445
ZNF619	0.608
FAM105A	2.199
CCNL1	-1.353875
NAP1L3	0.452
C10orf57	1.949
B3GALNT1	0.512833333333333
CSN1S2A	0.521
TCP10L	0.261
GDAP2	0.84975
DMKN	-0.906
COX6B1	0.27275
DNASE2	1.20833333333333
MSH5	-2.32925
LGMN	-0.017375
USP31	-0.4265
OR13C8	0.3055
SDCBP	-0.1154
NUDT11	-2.47266666666667
PYGL	-0.501
SNPH	0.243333333333333
B3GNT4	-1.328
MIZF	-0.5682
NUBPL	0.120875
NOD1	0.402333333333333
CDH22	1.326875
NUBP1	1.09416666666667
DSCAM	-3.779
DGKI	0.585
FAM136A	-1.38875
AKAP1	0.0988333333333333
SLC16A6	0.4345
RIN3	1.03825
PSG2	-0.07175
DIP2B	0.801333333333333
PSORS1C1	-0.1235
KIAA0495	-0.3855
FLJ90709	0.155833333333333
LPA	-0.379333333333333
PIGA	-0.535666666666667
LY75	2.67483333333333
UTS2	-6.19983333333333
RREB1	0.715
GALNACT-2	0.435
MGC3196	-0.185
FLJ31568	-1.316
LPHN1	-0.28875
SP1	1.072875
TOX4	0.4935
HSPA9	-0.1163
APOBEC1	0.0515
SLC35E4	-1.045
LSM5	-0.652
SURF1	0.45075
ZBTB1	0.129416666666667
GTF2F1	0.15025
RPS15A	-0.171571428571429
DUSP21	-0.492833333333333
GINS4	-3.33183333333333
MYO15A	-0.107333333333333
GIMAP7	3.57525
MGC13379	0.79275
ATP6V1E2	-1.9845
UTP3	-0.20025
HNRPA3	-0.8010625
MT4	0.22
C14orf155	-0.48225
U1SNRNPBP	0.701
CKLF	-0.330833333333333
PLEKHN1	-0.215
MBNL1	0.645166666666667
NUP160	-1.60225
ACSM2A	-1.298
LOC129881	-0.22375
KIAA1529	-0.76
FLJ22639	-2.13775
HAND1	-1.067
GSX1	0.3505
FGA	-4.0553125
SERPINB1	0.286
ZNF642	0.81525
IGFBP1	-8.3795
SLC1A1	4.17975
DHX57	-0.41825
ZNF766	1.038
PTPN21	0.1761
GDPD3	-2.02816666666667
PNPLA5	0.2315
TBR1	-0.0853333333333334
FAM116A	0.4495
IQGAP1	1.08125
FOS	0.175125
ZNF226	8.67361737988404e-19
FIGNL1	-0.618
C14orf1	0.384
ZMYND17	-0.6465
PUS7	-1.95883333333333
TUBB6	-0.89975
KCNQ2	-1.3025
MARCH6	-0.093
CCDC33	0.1745
PRODH	-1.23275
RBM11	1.72225
EPHA6	0.421
SLC43A1	0.50125
LOC196541	-0.07475
NTN1	1.102
ING4	0.10125
PCDHB10	1.79975
DPH2	-0.866666666666667
SPACA4	-0.20325
FBXL21	-3.1255
DIAPH1	-0.0853333333333333
ZNF71	0.527833333333333
CEP76	-0.5955
CORO1A	0.534
RRM2	-3.33775
EDG4	0.695
OS9	0.976
SLC4A1AP	-0.244
COG5	-0.761
COPS8	-0.7095
NGLY1	-0.68225
NCBP2	-0.1665
C17orf42	-0.549666666666667
GPSM3	0.8995
SIL1	2.07533333333333
ASB6	-0.43725
SMAD5OS	-0.411666666666667
UNC93A	-3.209375
A1BG	-0.01
C21orf62	-0.026
FMO5	1.89233333333333
ATRIP	0.545666666666667
CEBPG	-0.438833333333333
C7orf38	-0.327833333333333
TNFRSF1B	1.708
CLEC1A	1.34366666666667
IQSEC1	0.157875
PATZ1	0.95
RBM22	1.21275
BAG2	-2.32366666666667
PAQR5	-0.0548333333333333
C9orf127	0.2469
THNSL1	-0.73575
SHROOM3	2.5566
JAM2	1.77525
SNRPN	-2.215
ALX4	0.091
CACNA1S	0.016
FAM130A1	0.9605
CORIN	3.305
CD300LB	0.5215
PLEKHG6	0.89
LRRC40	-1.21675
PCLKC	-1.289
PCDHB16	1.49
WNT2B	0.578333333333333
ASNS	-3.634
MRPL49	-0.05075
FLJ46111	-0.569
ISG20	0.20075
SMU1	-0.234666666666667
CASZ1	0.2175
POLR1D	-0.22275
GIN1	-0.224
SNAG1	0.2865
ANKRD29	-2.038
CDKN2AIP	-0.07525
KRR1	0.033
CXCL1	-5.23383333333333
EPM2A	-0.1178
PC	-0.4045
DEFB127	0.2525
PDZRN4	4.08316666666667
FAH	0.83275
OR51E1	2.396
CDC2L6	0.453
DNTTIP1	-0.025
PAX8	0.64975
TMEM116	0.354
C1orf150	-0.6115
PRO2012	0.23925
MRPL40	-0.808166666666667
BEX1	-3.9017
SLC2A4	-1.38466666666667
PKMYT1	-1.81775
FEZF2	-0.3845
SLC26A9	-1.52175
MAP2	-0.224666666666667
LYL1	-0.4
SLC25A19	-0.836666666666667
NOS3	0.0875
ZNF34	0.5555
TMPRSS11F	-0.59425
FAM43A	-0.063
FCRL4	1.8085
KLF14	0.20775
FLRT2	-0.3365
WRN	-1.62475
SDF2	0.8533
KRT8P12	-0.33475
C6orf195	-0.25
C9orf125	-1.33983333333333
DZIP3	0.126
RIT1	-0.012
SCML1	-1.3585
RHBDF2	0.0525
OR2G3	0.4715
REXO1L1	0.093
MAP3K7IP3	-0.08675
C3orf57	-5.63725
FBXW11	0.0965
ETAA1	-0.93625
C14orf131	0.00519999999999998
AKT1S1	-0.3895
SLC12A5	-0.63975
C9orf164	0.9585
NRIP3	0.095
NOS1AP	-0.20575
TMEM121	1.35225
SAP30BP	-0.2109
DGCR6	0.23125
WDR76	-1.84475
FAM82B	-0.74425
LOC606495	-0.29
MAP9	0.00416666666666671
BCDIN3D	1.01925
CXorf36	2.95516666666667
DSCR3	-0.074
ZFAND3	0.53475
C7orf43	0.0943333333333333
SPSB3	0.8245
C19orf19	0.346
FAM133A	-1.956125
C12orf25	0.2345
SLC39A3	-0.346625
DISP2	-1.1375
PI4KAP2	-1.984
MKRN3	-2.7085
ADAMTS13	-1.253875
CBLN3	0.6141
TTYH1	-0.822
C3orf18	1.3825
FLJ13236	0.59575
ZMYND12	3.41625
C18orf25	0.34375
GLB1L3	-1.2875
ATP13A5	0.615
RANBP10	-0.363
CD96	-0.5477
DENND1C	0.6085
RBMS3	0.917
SLC41A3	0.434
DGCR6L	0.07225
TMEM128	0.33
CSNK1G3	0.281571428571429
MOBKL2C	1.032625
TSPAN6	-2.116375
MATN2	-1.0683
MSL2L1	0.578166666666667
ST6GALNAC2	0.540166666666667
FGFBP2	-0.578125
FGL1	-6.32383333333333
MPP3	-1.928
ARHGEF6	1.30783333333333
TGFBR2	0.575375
ACMSD	2.3595
IL33	2.85575
C9orf5	0.00958333333333333
DEAF1	-0.00890000000000002
AMN	0.4645
DEFA6	0.0745
RNF212	-1.384
METT5D1	0.171333333333333
CIB1	1.0518
TSSK1B	0.56375
KIAA1727	1.1175
ZNF680	0.963583333333333
LOC399900	-1.7455
LOC152217	-0.299833333333333
CTNNAL1	-3.0895
CIT	-2.406
TLE6	1.07125
ZNF607	-0.895
HERC4	-1.25316666666667
DRAP1	-0.016
PEMT	-0.2375
C10orf111	-0.476
ZNF575	0.919875
KCTD7	0.05325
MYO1F	1.300375
LOC285382	-0.14225
RAB11A	0.6322
PLCD3	-0.974
C15orf28	0.1215
PTBP2	-1.263125
CTB-1048E9.5	-0.692875
C19orf60	-0.0518333333333333
C7orf25	0.477
SETD7	1.08
HOXB9	-4.36
VANGL1	1.0518125
CHAF1B	-2.17275
NDUFA3	0.251
KIAA1328	-0.00266666666666667
SHARPIN	-0.20125
TTC23	-0.525375
UGP2	-0.0630833333333333
ANKIB1	0.1459
CIRBP	1.59785714285714
SEC14L4	-3.5595
OVCH1	0.0728333333333333
VPS52	-0.122
FAT	-1.177125
M6PRBP1	0.1425
GPRIN3	1.7315
PPM1F	-0.949833333333333
TSR1	-0.7375
CCDC85A	1.291
PCSK5	2.14325
ZFHX3	0.811
HEMK1	-0.3254
PGBD2	0.15025
RSRC2	-0.134166666666667
AURKC	-1.508
SCRIB	-0.578
ORM2	-4.12183333333333
FAM115A	-0.00339999999999999
FZD6	-1.25875
UNC119	0.0303333333333333
GPX3	-1.3358
NOV	-0.494125
CABC1	-0.609125
CDC42SE2	-0.07175
EIF2S2	-1.2394
RNF130	1.415375
CKAP5	-0.823666666666667
RP11-413M3.2	0.243
C10orf18	-0.1
TMEM93	-0.345
DYX1C1	1.471
KCNMB2	-1.6725
ANK3	1.40525
KRT5	-0.1094
CDH12	-1.224
QRSL1	-0.127375
JUB	-1.322
SHC4	-0.602625
CCL15	1.41883333333333
CCDC22	0.41425
SNX24	-0.85725
RARS	-0.45675
MORC2	-0.4925
FAM48A	-0.18125
MT1H	-1.9165
PPP1R14C	-1.9355
FOXD1	-2.72178571428571
C1orf213	-3.04
AMT	-2.2649
DSN1	-1.805
PTPLAD2	4.374
DIS3L	-0.5295
RASL11A	1.2515
GPRC5B	-0.034875
FRMD7	0.4085
STRN4	-0.0285
KITLG	1.37281818181818
HDGF	0.13575
OR1S1	0.381
SETX	0.2608
DDR2	0.463875
KCTD12	2.69025
LYZL2	-0.91075
WDR52	1.6205
TMEM2	0.622875
ZNF579	0.6165
LOC200810	0.58725
TNFSF9	-2.05775
PPFIA4	-3.954
CNIH3	0.407833333333333
MAP4K4	-1.00478571428571
ROD1	0.338857142857143
ALS2CR12	-0.3665
DOCK3	-1.50483333333333
PAQR9	-4.2025
ASB17	-0.251166666666667
STX16	-1.375875
FEZ2	0.00816666666666666
DLAT	-0.4
KIF21B	-1.22416666666667
CDC5L	0.016
TMEM119	2.07666666666667
CRIP3	-1.76925
TPSD1	0.334333333333333
TEPP	-0.09475
GNGT2	1.74125
C21orf121	-0.087
WNK1	0.0469166666666667
FLJ10490	0.4497
OR51B5	-2.2765
LOC203547	-0.44075
HAS1	0.3555
PPA1	-0.686833333333333
ST7	-0.30575
C11orf46	0.4001
POPDC3	-4.65283333333333
ACOX2	3.98383333333333
ATCAY	-0.365083333333333
TM4SF19	-1.472
MFSD9	-0.475333333333333
PDHB	0.27175
ERN1	0.05
LCE3C	0.2205
GPR111	0.281
NOTCH3	1.86
ADAMTS5	2.1525
B3GALT1	-1.2515
UGCGL1	0.343833333333333
FAM58A	0.2845
FBXO32	1.538
CLPP	-0.27175
NXPH1	-0.3435
MTMR3	0.557666666666667
ATP1B3	-1.1395
TMEM16A	3.70475
HIST1H3F	-0.291
TRIM25	-0.258
SDCBP2	0.552
CRKL	-1.33525
HOXB2	1.85083333333333
ANP32B	-0.564
GATM	4.634
AP4E1	-0.018625
EDG5	0.389875
CDKN3	-2.81233333333333
CDH4	-2.50775
PGD	-0.483833333333333
RND1	0.406
GAD1	1.5435
MPG	0.557375
LOC440350	-1.096
ZNF133	-0.49875
SERPINB12	0.1995
AMELY	0.0141666666666667
DHX36	-0.9055
TNFAIP8L2	3.7465
PHTF2	-0.135388888888889
CCDC112	-0.563666666666667
IQCC	-0.92375
HEYL	3.22183333333333
FTSJ2	-0.175
APPL1	1.434375
RAB43	0.444357142857143
OR10G2	0.216
WAC	0.2385
ADCY9	1.122625
RUNDC2B	1.522
PYCRL	-0.0128
AGPAT7	-1.089
SLC22A9	-0.985333333333333
CDKAL1	-0.09
PDYN	-0.427166666666667
C20orf74	1.46
MTMR11	0.3545
VAV3	3.39591666666667
DAPL1	-1.5465
STXBP3	0.59875
EIF3G	-0.188
ARHGAP22	-0.28575
NPFFR1	0.0145
NPC1	-0.458166666666667
ALDH9A1	1.49733333333333
ZNF600	-0.28675
ZNF678	0.629166666666667
RASSF1	0.09625
ADD2	-2.197375
PITPNB	-0.079875
PKD2L2	-0.0845
LRP11	-0.53575
CDKL1	0.233
SMEK2	0.1665
PRODH2	-3.01916666666667
C11orf54	-0.119833333333333
SFRS11	-0.444166666666667
IL7	0.292833333333333
ALS2CR16	1.17775
BTG3	-1.67983333333333
PAK2	0.632111111111111
RP11-679B17.1	-0.02975
GATA4	-2.01733333333333
ATP2B1	0.16675
LOC130940	0.4735
C1orf172	2.17583333333333
ATF7IP2	-1.26825
SLC25A43	-0.638833333333333
CENTG3	-0.369
IGF2BP1	-3.9689
FCHSD1	0.0595
CAMK2N2	0.6065
ELAVL3	-0.1287
NBPF15	0.344
UBE2J2	-0.131583333333333
GNL2	-0.826
PRR3	-0.2859
NLF2	0.8705
OR4F6	-0.2575
KLHL24	1.4195
CCDC88A	-1.1005
SGPP1	-0.740333333333333
C10orf11	0.3875
SLC35B4	-1.60066666666667
UGT3A2	-0.3225
ARNT2	2.4425
CBR1	-1.42525
ITPR3	-0.607833333333333
TRAPPC6B	-0.1386
AMZ1	-1.575
ARP11	0.977
WDSUB1	-0.06425
APBA1	0.225166666666667
RAB2A	0.8413
C6orf162	-0.172875
HPSE2	0.17175
PLCE1	-1.45475
INSL3	0.26925
DLG1	-0.0248
PTPLA	-3.91875
PIGX	0.465875
TFIP11	0.433
FIBIN	3.0845
POLR2G	0.0555
GRAP2	-1.7595
DNAJB8	-0.06175
CNBP	0.2935
WASF1	-2.31325
INPP5E	-1.5344
HSPB1	-0.3394375
TMEM167	-0.3104
CUBN	0.76275
IGF1	3.1980625
ITPK1	0.2469
NAALAD2	-0.735375
G3BP1	0.6433
NT5DC1	0.439125
CYP39A1	-0.6725
TMEM139	-0.147166666666667
POLK	-0.0771
GLULD1	-0.50175
RBM15	-0.746
AMZ2	-0.31975
GDF15	-0.813166666666667
MESDC2	0.258
INCA	2.16433333333333
ACY1L2	-2.5135
GZMM	-0.298333333333333
PAIP1	0.07775
CACNA2D1	0.77125
STK32C	-0.147333333333333
SH3BP4	0.904833333333333
DEC1	0.3235
PADI1	-0.212
UBB	0.5158
PON3	-2.41666666666667
PROP1	0.588
ANKRD13B	-0.881
ADCK1	-0.0915
TCF25	0.23275
SLC38A5	-2.12975
CXorf26	0.167
C19orf39	0.6855
PPP1R13B	0.79725
ARL2	-0.555
TCL6	0.287833333333333
TOP3A	-0.364
SLC16A14	0.432125
FXYD6	1.28566666666667
HIST1H4E	0.14825
BBC3	0.622789473684211
UNC5A	0.3185
FAM86C	-0.1086
PI4KB	0.443
B3GAT1	-3.2585
SUSD2	1.20833333333333
OAZ2	0.0955
NOC4L	0.10075
C10orf12	-0.4145
FADS1	-3.15066666666667
LOC144097	-0.59425
DKK2	2.2145
KIAA1949	0.49525
RHOT1	0.3448
OXT	1.0515
GPR153	0.64525
ARL4A	-1.60383333333333
SAAL1	-1.9975
CCDC64	-0.1975
USE1	-0.2875
HNMT	0.646666666666667
PCGF3	0.00393749999999997
CYP2C19	0.1025
C20orf4	0.4545
CCDC11	2.43925
ACSBG2	-0.03725
RWDD2A	1.1525
PALLD	2.67025
CPLX4	-0.445
LOC492311	1.2745
KPNA2	-2.20216666666667
MACROD1	-0.2346
TMCO3	0.3685
C15orf52	0.026
BIRC5	-2.49986666666667
PRR16	-0.2235
FAM63B	0.678625
KATNB1	-0.921666666666667
WNT8B	0.1305
CPLX3	-0.101
GHR	0.958875
