Hybridization REF	TCGA-A1-A0SK-01A-12R-A084-07
ZNF347	1.3504
GTF2E1	0.01575
RY1	-0.256666666666667
ATAD2B	0.551
ARHGAP17	-1.2161
KCNIP3	-0.38675
SFPQ	1.203375
GFRA4	-0.0395
AKR1B10	-1.68325
TIGD6	-0.560333333333333
RGS16	0.908625
URB1	0.225
OR4C46	0.438333333333333
TOP3B	-0.44225
NFATC4	0.475
CA14	-4.94075
BMPR1A	1.36483333333333
SNRP70	0.27
PRL	-0.0835
C6orf130	-0.47725
STAG2	1.30225
CD55	-1.74935714285714
RPS23	1.434
SSX2	-1.638
FDPSL2A	-0.441
FBXO27	0.810375
SYNGR3	-1.57816666666667
TMSL3	0.15075
EML1	-0.378
NUP93	-0.339416666666667
SMAD3	1.0056
KIAA1189	1.66516666666667
HNRPUL2	1.39166666666667
TBC1D12	0.547333333333333
C16orf24	-0.94125
MRVI1	0.482333333333333
ZNF581	-0.0916666666666667
ELOVL3	0.2325
OR51Q1	-1.09425
CACNB3	1.86883333333333
GALNT13	1.1775
C10orf84	0.8739375
NEDD4	-1.969
SPO11	0.843
OR5AU1	0.324
NEK4	-0.126357142857143
PRKAR2A	2.26533333333333
IHPK1	-0.500833333333333
ATP6V0B	0.8315
CACNA1E	0.244
CEACAM8	-0.417166666666667
PEX14	-0.1425
FLJ12993	-0.739
ZBTB38	-0.580833333333333
PCTK2	0.0866666666666667
LRRC16	0.86
FBLIM1	1.02675
FYCO1	-1.7
RP5-1022P6.2	0.316416666666667
CMTM1	0.678
PLTP	-0.0543333333333333
RAPH1	0.8115
DOCK8	-1.45925
EZH2	0.528933333333333
SLC25A1	-0.545166666666667
PLEKHB1	1.5876
GRB7	1.1577
ZFP37	1.913
MRPL33	-0.216
PELO	-1.555
ARMC1	1.28572727272727
C9orf27	-0.06375
FLJ25778	0.487
C9orf37	-1.57216666666667
TMEM66	-0.28875
SPRN	-0.014375
HBEGF	-0.06
PI4KA	0.2275
LEPRE1	-1.7705
POU2AF1	-2.1335
MRPL12	-1.12166666666667
REP15	-0.0985
ZC3H3	1.4655
RASAL1	2.888
DDAH1	1.3065
ACBD5	-0.264125
TMC2	-0.358
CCDC137	-1.219
SAMD13	-0.0551666666666667
UGT2B15	-5.0642
TIPARP	0.91425
DNASE1L3	-2.1475
TRIM72	0.726833333333333
DBX2	1.9125
IPO8	-0.193
C21orf88	-2.2768
MAP3K14	0.5005
LOC51233	-0.0875
GGTLA4	-1.18
PDE6D	1.24575
ZNF117	1.25775
CLK2	-0.081875
NKRF	0.467
TNFSF15	-0.0101
DUSP2	0.311875
SECISBP2	0.1992
GABRR2	-1.5645
PPAP2C	1.80025
LOC51145	-0.1455
PAG1	1.209
PIK3C3	0.11975
GNG10	-0.3935
APOL4	-0.0636666666666667
ANKRD28	0.358
STMN3	2.0139
RAB14	0.5915
CDK2AP2	-0.17925
HDDC3	-1.372
COMMD7	0.291
CXXC1	0.8065
HMCN1	-2.9258
CD40	-1.77275
DYNC1LI2	-0.1775
GDI1	1.0185
LOC646938	0.3095
VSNL1	0.826833333333333
PIH1D1	0.0801666666666667
RAET1G	-0.383
KRTAP5-9	0.335
EFTUD2	-0.50375
ZNF311	-1.86816666666667
ATP6V1G3	0.58225
OR2W3	2.96275
SCN4A	-0.31875
MED10	0.631875
FAM135A	0.8884
ARHGAP4	0.1745
EHMT2	-0.0355000000000001
UFD1L	-0.16775
ERMP1	-0.87525
MAG1	-3.97483333333333
THAP8	0.264666666666667
HACE1	1.35683333333333
FAM82C	-0.643666666666667
C3orf20	0.5295
UNC84A	0.0475
SCD5	1.05738461538462
LASS6	3.107875
LSG1	0.829583333333333
MAL	-5.56625
GPR22	0.2885
WDR5B	0.376
ACTRT1	0.8855
C17orf60	-1.8845
GRIN2C	1.9779
ARMC8	0.533583333333333
SLC47A1	-1.82666666666667
DMPK	0.22125
DHRS13	0.453666666666667
SMC1A	1.21583333333333
KRTAP17-1	2.08325
SMYD5	-0.67325
TUSC2	-1.057
CRHR2	0.5525
KIR3DL2	0.241
CCDC104	0.0325
ATP2C1	1.619375
CROT	-1.3075
PABPC3	1.58333333333333
EGR1	-1.60133333333333
THSD1	1.486
KHK	-0.26875
SLC12A2	0.0686875
CD58	-1.54625
STOX2	1.65083333333333
CCDC76	-0.6641
CCDC48	0.1445
DNAH1	-0.258666666666667
ZIC4	0.74125
OR1G1	-0.0205
PSMC6	0.0408333333333333
PROKR1	0.243
ABCB1	-2.92525
TRAT1	-2.09675
LLGL1	1.2935
MTF1	-0.176
USP54	0.417875
PAGE2B	-2.405
ITGB7	-4.40075
CCDC81	1.2125
LOC149837	1.7025
SCUBE1	1.142
ZSCAN10	0.0165
HUWE1	0.695428571428572
CDH17	-0.507
CD180	-0.584
IL17A	-0.15925
TMPO	1.01025
KIAA1524	-0.483166666666667
HDGFRP3	1.69083333333333
OXCT1	0.891454545454545
RRAS2	-1.19883333333333
LTBP2	1.5786
SV2B	5.69866666666667
CYP2A6	0.230375
PKD1L2	-1.70183333333333
PPM1M	-0.654
FLJ22662	1.2505
ZNF502	1.90825
GP6	-0.93525
CRYBA2	3.989
LEF1	-2.8349
CTPS	0.388
EYA1	-0.224833333333333
EPS8L1	-1.38
MAPK14	-0.110666666666667
SERPINB2	-5.422
GTF2F2	1.53233333333333
ZNHIT4	-0.6085
PLA1A	-1.017
C20orf114	0.54375
HPR	-5.4695
C18orf2	-3.263
SATB2	-3.983
KCNJ9	0.44075
MGC157906	-0.9535
MOCS3	0.428
C17orf71	-0.054
PPHLN1	-0.0168
HIST1H2BN	-1.55125
RAPGEF1	-0.565625
MAP3K8	-1.154
DLG4	-0.112833333333333
STC1	-0.22625
CDGAP	2.25575
DDX26B	-1.02025
LOC150223	-1.11825
CPSF3	0.004
TMEM14A	0.3635
MYH3	-1.19325
GPKOW	-0.32125
SULT1A1	-2.2025
SPON1	1.0271
YY1AP1	0.000499999999999998
RAB23	-0.00625
PLA2G4A	-6.71175
MAPRE3	1.57525
ZNF516	0.362857142857143
GGPS1	-0.62225
EXOC3L2	-1.00875
C19orf42	0.0744
MAP2K2	0.332833333333333
HIST1H2BB	-0.851
RNF19B	1.91516666666667
C6orf128	-0.266166666666667
TLR8	0.8485
PCDHA9	-0.0425
CARS2	1.932
CLUL1	3.353
RHAG	-4.58766666666667
UNK	0.1155
EXOC8	-0.5765
C9orf95	-0.27025
C14orf143	-2.06083333333333
MAML3	-0.12975
LDHA	-1.144
MRPL20	0.4525
KLHDC6	4.531
ATP5S	-0.2975
C8orf55	1.6645
PHF19	-1.28975
KRTAP13-4	0.1155
TTC5	0.8525
XKR5	-0.13925
SILV	-5.5305
TEX28	0.856
TCTN1	0.39475
CX40.1	0.066
PPP2R5C	0.02725
C12orf30	-0.981666666666667
CAPG	0.5455
MPZL1	0.24785
ARSB	-1.5975
TDH	-1.54125
WASF4	-0.23525
TSSK3	-0.883666666666667
7A5	-1.3005
CRISPLD1	1.364375
MAD1L1	-0.273333333333333
SPIN4	2.69783333333333
AMPD1	-1.3985
DPYSL5	3.045
INPP1	0.0618333333333334
ANKRD11	-0.765388888888889
NPAS4	0.6335
GCET2	-0.482444444444444
RNASE9	-0.274
GUCY2D	0.516833333333333
CCDC98	-1.25125
FGF4	-0.79775
CPM	-2.1505
SLC26A4	-3.06166666666667
PLD5	2.6645
FAM59A	-0.6411
FBXO5	1.19377777777778
SIPA1L1	-1.377875
DPYS	1.36025
ATG4D	0.61075
TGM3	-0.2785
MTCH1	0.511375
HK1	-0.304153846153846
CDC26	0.010625
GALNT12	-0.122666666666667
LOC339229	-1.4555
MRPL35	-1.703125
ORC4L	1.625625
TNKS	-0.7505
C2orf24	-0.170833333333333
ZNF553	0.3295
GGTLA1	1.1237
ZNF497	-0.81
CDY1B	0.2075
SLC30A4	0.157875
TUB	1.329625
ARHGEF18	0.00475
ARRB1	0.1165
KCNK1	-1.022625
EREG	-3.2319
SCAMP5	2.63
RUNDC3B	1.61875
ADAMTS20	0.317
IL17RB	2.570125
FLJ20323	-1.34725
MCAM	0.5215
POLR3E	-2.46941666666667
AQR	0.143833333333333
IPMK	0.551
CDCA7	0.152375
CAMP	4.731
GRHL3	-0.029
ADAMTSL2	1.758
CLMN	0.658166666666667
SSTR3	0.1795
MAGEA5	-2.69283333333333
OVOL2	4.38225
JMJD1B	-0.03425
RBL2	-0.6246
PYGO2	0.5865
PPP1R10	0.436833333333333
CSE1L	-0.171
LCA5	1.33525
RDH16	0.68775
ASRGL1	2.023375
TOM1	0.0535
PTX3	-2.70675
TTC15	0.0265
SCGB3A1	1.25633333333333
MRPL50	-0.99
RCAN3	1.771625
SLC26A11	0.687
STYX	-1.07916666666667
CINP	-0.709
MARCH7	0.8245
PFKM	-0.307666666666667
SGMS1	-0.800333333333333
RIOK3	0.3342
C1orf110	0.6
CES7	-0.333375
LOC440248	-1.7285
PPP1R12C	-0.73825
C10orf27	0.374
ATG9A	-1.667
MRPS26	0.36825
TMEM40	0.87825
ELP3	-1.0916
ZNF787	0.2401
HIAT1	-0.097375
C8orf34	0.3165
MGC4655	0.000200000000000003
PELI1	1.10766666666667
PPT1	-0.1701
SLC35C2	-0.0115
C6orf125	0.006
MUC4	3.47566666666667
RFC4	0.208
GNB2	0.705166666666667
NUP50	-0.175571428571429
SULT4A1	0.81
C7	0.2924
CCDC130	0.258333333333333
ARRDC4	-0.712
RQCD1	0.4425
GLYCTK	-2.3555
AYTL2	-0.0526363636363636
MTUS1	-1.3309
LEMD3	1.19133333333333
PLEKHF2	0.6595
HOXA7	1.3115
GTF3C2	-0.149
DYNLRB2	-0.1665
CNOT10	-0.03225
MR1	-2.83066666666667
FFAR1	-0.44
PRIC285	0.5845
SLITRK6	3.1175
LIX1	-2.325
UBE1L2	-0.640583333333333
F8	1.130875
ACHE	-0.0448333333333333
KPNA5	1.426
TNFRSF12A	-3.075
EGR3	-4.074
SERPIND1	-4.211
OASL	-2.06175
IFRD1	-0.476375
WDFY1	0.315333333333333
ZNF267	-0.765125
ACCN5	0.2105
ZBTB6	1.42175
PPP1R3A	-0.071
PRRT3	-0.36025
FBXL19	-0.9185
TXNIP	-1.21785714285714
ACTN2	-1.294
ATG9B	0.411375
C9orf117	-0.647625
IL27	-1.045
RPL36AL	-0.793833333333333
KLK15	0.26675
CHAD	1.7785
RAP2B	-0.7851
HEBP2	1.0715
ZNF342	0.441
CAMK2G	0.127833333333333
TLR3	-1.6235
FGF14	2.854
HMGB2	0.86475
TRPM5	3.20483333333333
OR5M11	0.878
KIF3B	-0.492842105263158
PRICKLE2	-1.38275
MTMR9	-1.066
C3orf27	0.064
GLRA3	-1.86166666666667
NSDHL	0.1165
TMEM32	1.02525
POLR2D	0.356
MYADML	-0.0865
C9orf114	-1.0255
MRGPRX1	0.47
TOPORS	1.338
CLDN19	-0.03225
C1QL4	2.2105
RNF165	-1.1605
DHRS9	-2.1395
DNAH2	1.1315
FXR1	-1.13766666666667
ZMYM3	-0.010625
CASP3	-0.221
FAM120C	-0.3845
SCLY	-1.19825
CA7	0.242
ENTPD5	-0.896833333333333
ZNF461	0.550625
PDIA5	-0.6115
C1orf19	0.000166666666666671
TMEM67	1.4205
KCTD20	-0.6095
WDR47	1.117
FLJ38723	1.4025
KLRF1	-0.6526
TAS2R16	-0.0685
CLDN12	0.45875
PRKCE	-1.30775
UBXD4	-0.0525
ITGAM	1.0785
GLT8D3	-0.310375
WDR31	0.7081
RGS2	0.42525
OR51L1	0.0265
MST1R	-0.22075
KIAA1737	1.14
OR4A5	1.738
GLIS1	0.8095
PTMA	1.32371428571429
NAPA	1.65825
PRDM11	0.2255
LIPF	-0.794
DIRAS3	3.19575
ASGR2	-5.073875
C1QTNF4	1.46225
PIK3R4	0.523666666666667
ARMC3	0.134
NDUFV3	-1.07541666666667
BTBD3	0.654
PPP1R2	0.112583333333333
UBE2NL	0.8625
FOSL2	-0.340928571428571
FAM119A	-0.933333333333333
TUBA4A	0.4349
KRTAP12-1	-0.23425
SFRS2	0.27775
RHPN1	-0.2215
EEF2	-0.409
ZDHHC11	-0.360833333333333
EPHA3	-2.0351
RBM12	0.329
H2AFJ	-1.39358333333333
EDIL3	5.173
KIF26A	0.75075
SERGEF	-0.46175
B3GALT4	0.2775
LOC90925	3.43583333333333
OSCAR	-0.2935
NPFF	-0.956375
DEDD	0.415375
TMEM155	-0.406
PTPN1	-0.13025
SCYL2	1.01433333333333
SKAP1	2.35525
LEAP2	-2.77416666666667
GADD45G	2.4133
IFITM3	-1.141125
PILRB	-1.28266666666667
SLU7	-0.0361875
DSC3	2.3165
DNMT3L	0.29
PAPD5	0.583875
B3GNT3	-2.47316666666667
LHCGR	0.0535
MSL-1	1.13125
UBE2S	0.17275
SAP130	-0.0735
ANAPC11	-0.61325
MAGED4B	0.0765
ATP6V1B2	-0.976833333333333
C14orf179	0.685375
CAPZA1	-0.28225
CDYL2	-1.71816666666667
GLRX3	-0.279833333333333
LOC136288	-0.0945
MOBKL1A	-0.37525
HTR2B	-0.7195
CRYGD	0.1965
NUS1	0.3945
PGRMC1	1.8055
MYOM2	1.615
FLJ39653	-1.85066666666667
CHM	0.9433
OR5M8	-0.0455
ZNF619	-0.2645
FAM105A	0.57425
CCNL1	-0.586125
NAP1L3	-0.5355
C10orf57	1.88083333333333
B3GALNT1	2.061
CSN1S2A	-0.064
TCP10L	1.52725
GDAP2	0.126
DMKN	-0.414
COX6B1	-0.549
DNASE2	0.0656666666666667
MSH5	-2.50975
LGMN	-1.170375
USP31	-0.6774
OR13C8	0.9265
SDCBP	0.1056
NUDT11	1.9595
PYGL	-3.76866666666667
SNPH	0.865666666666667
B3GNT4	0.372
MIZF	1.1007
NUBPL	-0.430625
NOD1	-0.157
CDH22	2.833625
NUBP1	-0.714166666666667
DSCAM	-3.69375
DGKI	2.886
FAM136A	0.7365
AKAP1	0.648833333333333
SLC16A6	-1.6845
RIN3	-1.455
PSG2	-0.44025
DIP2B	0.0155
PSORS1C1	-1.5964
KIAA0495	1.22
FLJ90709	-1.33616666666667
LPA	0.122
PIGA	0.282666666666667
LY75	0.239333333333333
UTS2	-4.05633333333333
RREB1	-0.88425
GALNACT-2	1.5294
MGC3196	-1.35075
FLJ31568	3.21375
LPHN1	1.353625
SP1	0.084875
TOX4	0.198
HSPA9	-0.6035
APOBEC1	2.996
SLC35E4	-1.5455
LSM5	-1.102
SURF1	-0.3775
ZBTB1	0.0995833333333334
GTF2F1	0.247375
RPS15A	-0.617928571428571
DUSP21	-1.00433333333333
GINS4	-0.7925
MYO15A	-0.365
GIMAP7	1.75375
MGC13379	0.59
ATP6V1E2	-0.727333333333333
UTP3	-0.41275
HNRPA3	0.748125
MT4	0.029
C14orf155	0.481
U1SNRNPBP	0.0755
CKLF	-1.058
PLEKHN1	-2.99616666666667
MBNL1	-0.628333333333333
NUP160	0.1955
ACSM2A	-1.47575
LOC129881	2.59625
KIAA1529	-0.05725
FLJ22639	-1.09975
HAND1	-1.813
GSX1	-0.602
FGA	-5.17406666666667
SERPINB1	-2.48425
ZNF642	1.14825
IGFBP1	-9.331875
SLC1A1	0.8335
DHX57	0.6535
ZNF766	1.0495
PTPN21	-1.2276
GDPD3	-2.11383333333333
PNPLA5	0.0715
TBR1	0.336
FAM116A	-0.0045
IQGAP1	0.459125
FOS	-0.508625
ZNF226	-0.3455
FIGNL1	0.9645
C14orf1	0.0418333333333333
ZMYND17	-0.197
PUS7	0.0733333333333333
TUBB6	-0.94875
KCNQ2	2.01125
MARCH6	0.589166666666667
CCDC33	0.043
PRODH	-0.63225
RBM11	0.82775
EPHA6	0.362
SLC43A1	-0.70575
LOC196541	0.182375
NTN1	1.04841666666667
ING4	2.85375
PCDHB10	2.01525
DPH2	-0.218166666666667
SPACA4	0.00375000000000003
FBXL21	-6.2555
DIAPH1	-0.495
ZNF71	1.71666666666667
CEP76	1.2625
CORO1A	-2.477
RRM2	0.020625
EDG4	0.7955
OS9	0.198333333333333
SLC4A1AP	0.06075
COG5	-0.40825
COPS8	-0.2565
NGLY1	-1.69175
NCBP2	-0.6475
C17orf42	-0.496666666666667
GPSM3	-0.979625
SIL1	-1.171
ASB6	-0.2895
SMAD5OS	1.22816666666667
UNC93A	-2.970125
A1BG	-0.547166666666667
C21orf62	0.09225
FMO5	-2.955
ATRIP	-0.581666666666667
CEBPG	1.38533333333333
C7orf38	0.624333333333333
TNFRSF1B	-0.913833333333333
CLEC1A	0.7182
IQSEC1	-0.875625
PATZ1	1.9078
RBM22	1.370125
BAG2	-2.917
PAQR5	-0.140666666666667
C9orf127	-0.867
THNSL1	0.352
SHROOM3	0.3419
JAM2	-0.3275
SNRPN	-3.68275
ALX4	-0.302
CACNA1S	0.1955
FAM130A1	1.4065
CORIN	0.657
CD300LB	0.1985
PLEKHG6	2.126
LRRC40	0.2965
PCLKC	-2.0525
PCDHB16	-1.394
WNT2B	-0.452166666666667
ASNS	0.0413333333333333
MRPL49	1.003875
FLJ46111	-1.007
ISG20	-0.669875
SMU1	0.311333333333333
CASZ1	1.1515
POLR1D	0.798416666666667
GIN1	-0.773
SNAG1	0.0618333333333333
ANKRD29	-2.93725
CDKN2AIP	0.069
KRR1	0.37775
CXCL1	-1.56416666666667
EPM2A	0.8745
PC	-0.901333333333333
DEFB127	-0.41
PDZRN4	0.9805
FAH	-1.832625
OR51E1	1.7415
CDC2L6	0.963
DNTTIP1	-0.022
PAX8	-0.96475
TMEM116	0.1195
C1orf150	0.5845
PRO2012	0.23925
MRPL40	-1.0825
BEX1	1.3754
SLC2A4	-1.01483333333333
PKMYT1	-0.977
FEZF2	-0.249333333333333
SLC26A9	0.8355
MAP2	1.56091666666667
LYL1	-2.154
SLC25A19	-0.391666666666667
NOS3	-0.7115
ZNF34	2.26233333333333
TMPRSS11F	0.08025
FAM43A	-0.3655
FCRL4	-0.474166666666667
KLF14	-0.27475
FLRT2	-1.64333333333333
WRN	-1.799
SDF2	-0.0552
KRT8P12	-1.0115
C6orf195	0.4925
C9orf125	-2.43766666666667
DZIP3	-0.697375
RIT1	-0.288916666666667
SCML1	-1.01533333333333
RHBDF2	-1.602125
OR2G3	0.3685
REXO1L1	0.363
MAP3K7IP3	-0.9765
C3orf57	-5.20175
FBXW11	-1.06383333333333
ETAA1	-1.12975
C14orf131	-0.2561
AKT1S1	-0.216
SLC12A5	-0.278125
C9orf164	2.0185
NRIP3	0.414625
NOS1AP	-0.86
TMEM121	1.7115
SAP30BP	0.2422
DGCR6	0.4655
WDR76	1.18225
FAM82B	-0.3465
LOC606495	0.4185
MAP9	1.94325
BCDIN3D	0.75125
CXorf36	2.40366666666667
DSCR3	-0.2617
ZFAND3	0.3545
C7orf43	-0.0863333333333333
SPSB3	0.3339
C19orf19	-0.326
FAM133A	-3.0345
C12orf25	1.28975
SLC39A3	0.09575
DISP2	1.414
PI4KAP2	0.091
MKRN3	-2.33766666666667
ADAMTS13	-0.797625
CBLN3	0.3222
TTYH1	1.726
C3orf18	-1.5375
FLJ13236	0.163
ZMYND12	1.105
C18orf25	0.75975
GLB1L3	1.1785
ATP13A5	1.675
RANBP10	-0.7535
CD96	-3.1603
DENND1C	-2.56575
RBMS3	-1.923
SLC41A3	0.814666666666667
DGCR6L	0.65975
TMEM128	0.557833333333333
CSNK1G3	-0.620428571428571
MOBKL2C	-0.266125
TSPAN6	0.85275
MATN2	-0.3567
MSL2L1	0.579333333333333
ST6GALNAC2	-0.592333333333333
FGFBP2	-0.352
FGL1	-7.91316666666667
MPP3	-0.163833333333333
ARHGEF6	0.489
TGFBR2	-1.433625
ACMSD	-0.264
IL33	0.607
C9orf5	0.00733333333333335
DEAF1	-0.426
AMN	0.0435
DEFA6	0.249375
RNF212	1.8635
METT5D1	-0.081
CIB1	-2.0505
TSSK1B	-0.38825
KIAA1727	2.32525
ZNF680	0.752083333333333
LOC399900	-0.1445
LOC152217	-0.282666666666667
CTNNAL1	-0.313
CIT	-0.283833333333333
TLE6	1.6415
ZNF607	-0.81925
HERC4	-1.142
DRAP1	-0.442
PEMT	0.25825
C10orf111	1.255
ZNF575	-0.40125
KCTD7	0.0905
MYO1F	-1.074125
LOC285382	2.057
RAB11A	1.1644
PLCD3	-1
C15orf28	0.1575
PTBP2	2.64225
CTB-1048E9.5	0.401
C19orf60	-0.603166666666667
C7orf25	-0.786666666666667
SETD7	0.24075
HOXB9	-5.384
VANGL1	-0.622125
CHAF1B	0.57725
NDUFA3	-1.03
KIAA1328	0.267166666666667
SHARPIN	1.132875
TTC23	-1.33275
UGP2	0.196916666666667
ANKIB1	0.544
CIRBP	0.548714285714286
SEC14L4	1.24666666666667
OVCH1	-0.13225
VPS52	0.46825
FAT	-0.95175
M6PRBP1	-1.61175
GPRIN3	-0.155
PPM1F	-0.152666666666667
TSR1	-0.27625
CCDC85A	1.2725
PCSK5	-0.402
ZFHX3	-0.089
HEMK1	-1.6267
PGBD2	-0.38775
RSRC2	1.17183333333333
AURKC	-0.673833333333333
SCRIB	1.293625
ORM2	-4.68616666666667
FAM115A	0.3568
FZD6	0.80725
UNC119	-0.344666666666667
GPX3	-2.0763
NOV	0.564875
CABC1	-0.377
CDC42SE2	-0.55
EIF2S2	-0.2424
RNF130	-0.128125
CKAP5	0.5555
RP11-413M3.2	0.021
C10orf18	0.8059
TMEM93	-0.64675
DYX1C1	1.566
KCNMB2	4.78825
ANK3	0.36175
KRT5	-0.4615
CDH12	-0.44325
QRSL1	0.27675
JUB	-1.636
SHC4	-2.629625
CCL15	-0.422666666666667
CCDC22	-0.3495
SNX24	-0.675
RARS	-1.226
MORC2	0.4865
FAM48A	1.4205
MT1H	-2.0975
PPP1R14C	1.384
FOXD1	0.0396428571428572
C1orf213	-2.284
AMT	-2.5683
DSN1	0.00925
PTPLAD2	1.55825
DIS3L	0.11175
RASL11A	0.1295
GPRC5B	1.933
FRMD7	0.233
STRN4	0.47425
KITLG	0.289954545454545
HDGF	0.4285
OR1S1	-0.338
SETX	0.0518
DDR2	-1.78225
KCTD12	0.77575
LYZL2	-0.458
WDR52	-0.1675
TMEM2	0.11775
ZNF579	0.307666666666667
LOC200810	-1.608
TNFSF9	-2.20625
PPFIA4	-3.04775
CNIH3	0.113
MAP4K4	-0.149071428571429
ROD1	0.0182142857142857
ALS2CR12	-1.0442
DOCK3	0.916
PAQR9	-3.348
ASB17	0.219666666666667
STX16	-0.749875
FEZ2	-0.833166666666667
DLAT	-0.211833333333333
KIF21B	-0.428166666666667
CDC5L	0.74825
TMEM119	0.341333333333333
CRIP3	1.3155
TPSD1	-0.558833333333333
TEPP	-0.42725
GNGT2	-0.382
C21orf121	-1.102
WNK1	1.45775
FLJ10490	-0.614
OR51B5	-2.715
LOC203547	-0.613375
HAS1	3.797
PPA1	0.228166666666667
ST7	0.566125
C11orf46	1.3585
POPDC3	-0.813666666666667
ACOX2	-2.795
ATCAY	2.31208333333333
TM4SF19	-1.70225
MFSD9	0.149
PDHB	-0.6715
ERN1	-0.54625
LCE3C	-0.283
GPR111	0.0725
NOTCH3	0.821666666666667
ADAMTS5	1.54525
B3GALT1	-2.1435
UGCGL1	-0.778833333333333
FAM58A	0.354
FBXO32	1.04625
CLPP	-0.134
NXPH1	1.77
MTMR3	0.927333333333333
ATP1B3	-1.184375
TMEM16A	3.0395
HIST1H3F	0.246166666666667
TRIM25	0.179666666666667
SDCBP2	1.9915
CRKL	0.0745
HOXB2	-2.0585
ANP32B	0.36225
GATM	0.7335
AP4E1	-0.378125
EDG5	0.6235
CDKN3	-0.169833333333333
CDH4	2.78525
PGD	0.308833333333333
RND1	0.561
GAD1	-0.5712
MPG	-1.886
LOC440350	-0.1615
ZNF133	0.20925
SERPINB12	0.38
AMELY	-0.2805
DHX36	0.086
TNFAIP8L2	0.5335
PHTF2	0.301277777777778
CCDC112	0.635666666666667
IQCC	0.90675
HEYL	2.10816666666667
FTSJ2	-0.102833333333333
APPL1	0.747125
RAB43	-2.08564285714286
OR10G2	0.2925
WAC	0.017
ADCY9	-1.52275
RUNDC2B	-1.3425
PYCRL	-0.3768
AGPAT7	-0.850333333333333
SLC22A9	-1.3892
CDKAL1	3.9705
PDYN	-0.497333333333333
C20orf74	-0.25225
MTMR11	-0.43425
VAV3	-0.221
DAPL1	2.37125
STXBP3	-0.435
EIF3G	-0.36775
ARHGAP22	-0.0115
NPFFR1	0.627
NPC1	-0.812833333333333
ALDH9A1	0.300333333333333
ZNF600	0.586125
ZNF678	0.9945
RASSF1	-0.64125
ADD2	1.4875
PITPNB	1.073625
PKD2L2	-0.339428571428571
LRP11	1.118
CDKL1	-0.63725
SMEK2	0.063
PRODH2	-4.13666666666667
C11orf54	0.0983333333333333
SFRS11	-0.141833333333333
IL7	-1.42616666666667
ALS2CR16	-1.853
BTG3	0.802
PAK2	-0.588888888888889
RP11-679B17.1	0.91775
GATA4	-1.93383333333333
ATP2B1	0.064
LOC130940	0.911
C1orf172	2.6975
ATF7IP2	-4.00425
SLC25A43	0.243666666666667
CENTG3	0.494083333333333
IGF2BP1	-4.3908
FCHSD1	0.072
CAMK2N2	0.0813333333333333
ELAVL3	4.1298
NBPF15	-0.39
UBE2J2	1.42145454545455
GNL2	0.07175
PRR3	0.628
NLF2	0.06125
OR4F6	0.098
KLHL24	1.7345
CCDC88A	-0.9535
SGPP1	-1.12883333333333
C10orf11	-0.869166666666667
SLC35B4	-1.40783333333333
UGT3A2	0.3805
ARNT2	2.7326
CBR1	-0.08925
ITPR3	1.28033333333333
TRAPPC6B	-0.83
AMZ1	-1.961
ARP11	1.9025
WDSUB1	1.002
APBA1	0.0948333333333333
RAB2A	1.1507
C6orf162	1.32125
HPSE2	1.2305
PLCE1	-1.16925
INSL3	-0.55575
DLG1	0.2094
PTPLA	-2.99625
PIGX	0.972
TFIP11	0.689333333333333
FIBIN	1.349
POLR2G	-0.424
GRAP2	-1.5145
DNAJB8	-0.08575
CNBP	1.17133333333333
WASF1	1.56975
INPP5E	0.1994
HSPB1	-1.5143125
TMEM167	-0.888
CUBN	-0.1835
IGF1	-1.950875
ITPK1	0.431
NAALAD2	-0.483
G3BP1	-0.826
NT5DC1	-0.576125
CYP39A1	2.3935
TMEM139	-1.02966666666667
POLK	-0.838444444444444
GLULD1	-0.11025
RBM15	-0.226833333333333
AMZ2	-0.341
GDF15	-4.8715
MESDC2	-0.3625
INCA	-1.6415
ACY1L2	0.319
GZMM	-2.396
PAIP1	1.28775
CACNA2D1	-0.25625
STK32C	0.9865
SH3BP4	1.39316666666667
DEC1	-0.7
PADI1	-0.1705
UBB	0.011
PON3	-0.174333333333333
PROP1	1.3045
ANKRD13B	0.8175
ADCK1	-0.65025
TCF25	-0.482833333333333
SLC38A5	-2.31775
CXorf26	-0.502166666666667
C19orf39	-0.3865
PPP1R13B	0.03175
ARL2	-0.7465
TCL6	0.856583333333333
TOP3A	-0.0565
SLC16A14	1.225375
FXYD6	3.02666666666667
HIST1H4E	-0.60125
BBC3	0.197052631578947
UNC5A	0.539333333333333
FAM86C	-1.6175
PI4KB	0.16775
B3GAT1	2.9615
SUSD2	-0.495666666666667
OAZ2	1.00383333333333
NOC4L	0.106
C10orf12	-0.0705
FADS1	-1.82283333333333
LOC144097	0.5685
DKK2	0.457833333333333
KIAA1949	-0.20925
RHOT1	0.5628
OXT	1.64383333333333
GPR153	-0.0625
ARL4A	-1.956
SAAL1	-0.005
CCDC64	0.982
USE1	-0.459666666666667
HNMT	-2.03283333333333
PCGF3	0.0358125
CYP2C19	-0.0986666666666667
C20orf4	0.1615
CCDC11	1.128
ACSBG2	-0.100333333333333
RWDD2A	0.102
PALLD	1.131375
CPLX4	0.2405
LOC492311	-0.027
KPNA2	-0.878333333333333
MACROD1	0.1246
TMCO3	1.07333333333333
C15orf52	-1.04116666666667
