Hybridization REF	TCGA-A7-A0CE-11A-21R-A089-07
GTF2E1	0.2405
RY1	0.416833333333333
ATAD2B	-0.3445
ARHGAP17	-0.0629
KCNIP3	-0.53525
SFPQ	-0.59225
GFRA4	-1.19466666666667
AKR1B10	-3.607
TIGD6	1.13533333333333
RGS16	0.055375
URB1	-0.249333333333333
OR4C46	0.2485
TOP3B	-2.0845
NFATC4	-0.142
CA14	-4.8065
BMPR1A	1.12783333333333
SNRP70	-1.6325
PRL	-0.0649090909090909
C6orf130	-0.34425
STAG2	0.45975
CD55	-0.531357142857143
RPS23	1.66416666666667
SSX2	-2.0758
FDPSL2A	-1.1455
FBXO27	0.258
SYNGR3	-2.4325
TMSL3	0.67325
EML1	-0.357
NUP93	-1.0095
SMAD3	0.1171
KIAA1189	-0.201166666666667
HNRPUL2	-0.130666666666667
TBC1D12	1.1165
C16orf24	-1.30625
MRVI1	1.59483333333333
ZNF581	-1.98933333333333
ELOVL3	0.311
OR51Q1	0.781
CACNB3	0.282666666666667
GALNT13	-0.82925
C10orf84	1.0495
NEDD4	0.4162
SPO11	0.6435
OR5AU1	-0.1065
NEK4	0.690142857142857
PRKAR2A	-0.572333333333333
IHPK1	-0.315
ATP6V0B	-1.44975
CACNA1E	-3.5645
CEACAM8	0.756666666666667
PEX14	0.623
FLJ12993	1.525
ZBTB38	0.642333333333333
PCTK2	1.49066666666667
LRRC16	0.7764
FBLIM1	0.4845
FYCO1	1.5235
RP5-1022P6.2	1.03141666666667
CMTM1	-0.2665
PLTP	2.01983333333333
RAPH1	1.028375
DOCK8	2.16025
EZH2	-2.1172
SLC25A1	-1.89616666666667
PLEKHB1	0.2078
GRB7	-0.1559
ZFP37	1.24325
MRPL33	-0.42725
PELO	-0.43775
ARMC1	0.314
C9orf27	-0.10075
FLJ25778	-0.3625
C9orf37	-1.71383333333333
TMEM66	2.396
SPRN	-0.25
HBEGF	0.5095
PI4KA	-1.3255
LEPRE1	-1.11825
POU2AF1	-0.431
MRPL12	-2.671
REP15	0.663
ZC3H3	-0.522
RASAL1	-1.038
DDAH1	1.17575
ACBD5	0.667625
TMC2	0.4435
CCDC137	-1.735
SAMD13	0.198833333333333
UGT2B15	0.857833333333333
TIPARP	1.48875
DNASE1L3	2.94875
TRIM72	0.5075
DBX2	0.84675
IPO8	0.01775
C21orf88	-0.3038
MAP3K14	0.05
LOC51233	0.129333333333333
GGTLA4	-0.1545
PDE6D	0.089
ZNF117	1.04575
CLK2	-0.599875
NKRF	-0.77875
TNFSF15	0.4184
DUSP2	-0.9605
SECISBP2	-0.2539
GABRR2	-0.1605
PPAP2C	0.42075
LOC51145	-0.270333333333333
PAG1	0.154125
PIK3C3	0.19075
GNG10	0.475
APOL4	0.523333333333333
ANKRD28	-0.108625
STMN3	-1.1972
RAB14	1.0094
CDK2AP2	-1.69525
HDDC3	-0.0805
COMMD7	-0.1145
CXXC1	-0.93675
HMCN1	0.538833333333333
CD40	1.04625
DYNC1LI2	0.7393125
GDI1	-0.7415
LOC646938	-0.38875
VSNL1	1.5085
PIH1D1	-0.7515
RAET1G	-0.3455
KRTAP5-9	-0.6695
EFTUD2	-0.9725
ZNF311	0.8345
ATP6V1G3	0.21
OR2W3	-0.0125
SCN4A	1.2395
MED10	-0.766875
FAM135A	0.5505
ARHGAP4	-0.584
EHMT2	-1.934875
UFD1L	-0.857
ERMP1	0.42925
MAG1	-0.452666666666667
THAP8	-0.400666666666667
HACE1	0.851666666666667
FAM82C	0.633666666666667
C3orf20	0.1475
UNC84A	-0.488166666666667
SCD5	0.1285
LASS6	1.342625
LSG1	-0.0760833333333333
MAL	-5.061
GPR22	0.34
WDR5B	1.4935
ACTRT1	1.204
C17orf60	1.549
GRIN2C	-0.4724
ARMC8	0.04275
SLC47A1	-1.6305
DMPK	-0.40425
DHRS13	-1.0045
SMC1A	-0.865833333333333
KRTAP17-1	0.966
SMYD5	-1.32125
TUSC2	-0.1485
CRHR2	0.31
KIR3DL2	-0.4715
CCDC104	1.02975
ATP2C1	1.217375
CROT	2.08625
PABPC3	-0.526166666666667
EGR1	2.502
THSD1	1.58725
KHK	-2.2115
SLC12A2	2.2325
CD58	-0.50025
STOX2	0.964
CCDC76	0.1029
CCDC48	3.8345
DNAH1	0.129833333333333
ZIC4	-0.589375
OR1G1	0.7015
PSMC6	0.129166666666667
PROKR1	-0.8265
ABCB1	2.042125
TRAT1	-0.14225
LLGL1	-0.6205
MTF1	0.21575
USP54	1.18125
PAGE2B	-2.7265
ITGB7	-4.5575
CCDC81	0.5435
LOC149837	0.86475
SCUBE1	0.5975
ZSCAN10	-3.189
HUWE1	-0.3305
CDH17	0.587
CD180	0.19875
IL17A	0.20325
TMPO	-1.430875
KIAA1524	-2.096
HDGFRP3	0.448666666666667
OXCT1	0.0371818181818182
RRAS2	-0.226166666666667
LTBP2	3.5889375
SV2B	2.4745
CYP2A6	5.3485
PKD1L2	0.307166666666667
PPM1M	0.04925
FLJ22662	2.73016666666667
ZNF502	2.303
GP6	-1.202
CRYBA2	-1.47
LEF1	-1.7148
CTPS	-2.41814285714286
EYA1	-3.26366666666667
EPS8L1	0.437
MAPK14	-0.4305
SERPINB2	-5.48075
GTF2F2	-0.177166666666667
ZNHIT4	-1.132
PLA1A	0.382125
C20orf114	3.59
HPR	-3.5275
C18orf2	-3.44616666666667
SATB2	-1.0245
KCNJ9	-0.464857142857143
MGC157906	0.4455
MOCS3	0.10825
C17orf71	-0.5055
PPHLN1	0.0056
HIST1H2BN	-3.526375
RAPGEF1	-0.917125
MAP3K8	2.7175
DLG4	-0.386666666666667
STC1	1.33775
CDGAP	1.9055
DDX26B	0.499
LOC150223	-2.5525
CPSF3	-0.972166666666667
TMEM14A	0.1765
MYH3	-0.19175
GPKOW	0.2055
SULT1A1	-0.422666666666667
SPON1	4.1954
YY1AP1	0.305333333333333
RAB23	0.236
PLA2G4A	-1.2565
MAPRE3	-0.3255
ZNF516	0.824214285714286
GGPS1	0.729
EXOC3L2	-0.926
C19orf42	0.8908
MAP2K2	-1.6475
HIST1H2BB	-1.70075
RNF19B	0.868666666666667
C6orf128	0.4
TLR8	3.85025
PCDHA9	0.2565
CARS2	0.00762500000000001
CLUL1	3.83333333333333
RHAG	-4.587
UNK	0.1135
EXOC8	1.1301
C9orf95	1.553
C14orf143	0.112833333333333
MAML3	-0.098625
LDHA	-1.885
MRPL20	-0.249625
KLHDC6	1.20666666666667
ATP5S	0.417833333333333
C8orf55	-1.727
PHF19	-2.9665
KRTAP13-4	0.14
TTC5	0.468
XKR5	0.15075
SILV	-4.77016666666667
TEX28	-0.06
TCTN1	0.9035
CX40.1	-0.412
PPP2R5C	0.212875
C12orf30	-0.855333333333333
CAPG	1.08425
MPZL1	1.38325
ARSB	-1.41416666666667
TDH	-0.9735
WASF4	-0.7645
TSSK3	-1.08983333333333
7A5	0.957
CRISPLD1	4.2585
MAD1L1	-1.545
SPIN4	0.0385
AMPD1	3.222
DPYSL5	0.402
INPP1	1.6335
ANKRD11	-0.613444444444444
NPAS4	0.354714285714286
GCET2	1.8716
RNASE9	0.4375
GUCY2D	0.0886666666666666
CCDC98	1.455
FGF4	-0.92325
CPM	0.123
SLC26A4	0.277333333333333
PLD5	2.8405
FAM59A	1.0789
FBXO5	-1.65388888888889
SIPA1L1	-0.059375
DPYS	3.18975
ATG4D	-1.54125
TGM3	0.255
MTCH1	-0.408875
HK1	-0.1155
CDC26	0.000625000000000002
GALNT12	-1.5535
LOC339229	-1.467
MRPL35	-0.539
ORC4L	0.623875
TNKS	-0.0880714285714286
C2orf24	-0.721166666666667
ZNF553	-0.502833333333333
GGTLA1	2.4824
ZNF497	-0.30375
CDY1B	0.15075
SLC30A4	0.724
TUB	0.257625
ARHGEF18	0.374
ARRB1	0.0495
KCNK1	-0.236375
EREG	-1.0259
SCAMP5	-0.81125
RUNDC3B	4.34625
ADAMTS20	-0.981
IL17RB	0.48125
FLJ20323	-0.52725
MCAM	0.877
POLR3E	-1.35966666666667
AQR	0.419166666666667
IPMK	-0.2425
CDCA7	-3.102625
CAMP	-0.529
GRHL3	0.51875
ADAMTSL2	-0.518333333333333
CLMN	2.35866666666667
SSTR3	-0.252
MAGEA5	-2.89766666666667
OVOL2	3.51375
JMJD1B	0.89025
RBL2	1.3531
PYGO2	-0.12175
PPP1R10	0.5255
CSE1L	-1.48883333333333
LCA5	2.423
RDH16	-0.80125
ASRGL1	-1.306375
TOM1	-0.984833333333333
PTX3	-0.9635
TTC15	0.05075
SCGB3A1	3.782
MRPL50	-0.36025
RCAN3	1.00375
SLC26A11	0.99425
STYX	-0.0895
CINP	-1.14625
MARCH7	1.3085
PFKM	-0.077
SGMS1	1.382
RIOK3	0.0113
C1orf110	0.39
CES7	-0.273875
LOC440248	0.61925
PPP1R12C	-0.342
C10orf27	-0.3075
ATG9A	-1.23275
MRPS26	-0.367875
TMEM40	1.58125
ELP3	-0.0423
ZNF787	-1.9616
HIAT1	1.04725
C8orf34	1.71966666666667
MGC4655	-0.205
PELI1	1.924
PPT1	1.3091
SLC35C2	-1.5405
C6orf125	-0.8935
MUC4	-1.65983333333333
RFC4	-2.37471428571429
GNB2	-1.00983333333333
NUP50	-0.375642857142857
SULT4A1	-0.923666666666667
C7	5.78025
CCDC130	-0.312
ARRDC4	1.26975
RQCD1	-0.5785
GLYCTK	-2.04475
AYTL2	-1.74427272727273
MTUS1	2.322
LEMD3	0.827
PLEKHF2	1.6855
HOXA7	1.470875
GTF3C2	-1.7285
DYNLRB2	3.37575
CNOT10	-0.5385
MR1	0.4845
FFAR1	-0.0985
PRIC285	-1.12025
SLITRK6	4.526
LIX1	-2.3161
UBE1L2	-0.565666666666667
F8	2.48775
ACHE	-0.770833333333333
KPNA5	1.3745
TNFRSF12A	-1.50733333333333
EGR3	3.11
SERPIND1	-4.16266666666667
OASL	0.55325
IFRD1	-0.641
WDFY1	0.487333333333333
ZNF267	1.4505
ACCN5	-0.0905
ZBTB6	1.232
PPP1R3A	0.0305
PRRT3	1.03325
FBXL19	-1.392
TXNIP	2.2085
ACTN2	-1.6465
ATG9B	-0.713
C9orf117	0.436
IL27	1.483
RPL36AL	0.100666666666667
KLK15	0.052
CHAD	2.442
RAP2B	-0.4026
HEBP2	1.433
ZNF342	-0.5785
CAMK2G	-0.381333333333333
TLR3	2.366
FGF14	1.8855
HMGB2	-0.875125
TRPM5	-0.382833333333333
OR5M11	0.155
KIF3B	0.0619473684210526
PRICKLE2	1.913
MTMR9	0.53675
C3orf27	0.14475
GLRA3	2.6925
NSDHL	-0.787833333333333
TMEM32	0.02625
POLR2D	-1.61025
MYADML	-0.0795
C9orf114	-1.24125
MRGPRX1	0.8635
TOPORS	0.7285
CLDN19	3.3295
C1QL4	0.518
RNF165	-0.4095
DHRS9	0.62625
DNAH2	0.635666666666667
FXR1	0.0168333333333334
ZMYM3	-0.85425
CASP3	-0.682833333333333
FAM120C	-2.3815
SCLY	-1.42825
CA7	-0.1005
ENTPD5	0.374333333333333
ZNF461	0.489875
PDIA5	-0.151
C1orf19	0.113166666666667
TMEM67	0.711
KCTD20	-0.8875
WDR47	1.022
FLJ38723	-0.4785
KLRF1	1.96133333333333
TAS2R16	0.1045
CLDN12	1.22325
PRKCE	0.40375
UBXD4	0.50525
ITGAM	2.79183333333333
GLT8D3	-0.188
WDR31	1.4217
RGS2	3.409
OR51L1	-0.151
MST1R	-0.4495
KIAA1737	1.336
OR4A5	0.0745
GLIS1	-0.739833333333333
PTMA	0.455714285714286
NAPA	-0.5045
PRDM11	-0.0755
LIPF	0.4495
DIRAS3	4.11925
ASGR2	-4.39375
C1QTNF4	0.0985
PIK3R4	0.364666666666667
ARMC3	1.55125
NDUFV3	-0.783
BTBD3	0.399833333333333
PPP1R2	0.779333333333333
UBE2NL	0.25875
FOSL2	0.909571428571429
FAM119A	-1.26566666666667
TUBA4A	-0.9686
KRTAP12-1	-0.4155
SFRS2	-0.50025
RHPN1	-1.5093
EEF2	-0.610666666666667
ZDHHC11	0.0786666666666667
EPHA3	-0.8651
RBM12	-0.0995
H2AFJ	0.246666666666667
EDIL3	4.7655
KIF26A	-0.89
SERGEF	0.52475
B3GALT4	2.17275
LOC90925	0.761833333333333
OSCAR	-0.5015
NPFF	-0.351875
DEDD	0.16175
TMEM155	-1.39485714285714
PTPN1	0.597
SCYL2	0.726333333333333
SKAP1	2.41125
LEAP2	-2.129
GADD45G	1.2662
IFITM3	0.662625
PILRB	-0.5855
SLU7	0.7046875
DSC3	3.00025
DNMT3L	-1.91875
PAPD5	0.081125
B3GNT3	0.533166666666667
LHCGR	-0.2985
MSL-1	-0.16025
UBE2S	-3.784875
SAP130	-0.7425
ANAPC11	-0.75025
MAGED4B	-0.862
ATP6V1B2	0.350666666666667
C14orf179	0.75
CAPZA1	0.711125
CDYL2	-0.8925
GLRX3	-1.339
LOC136288	-0.4245
MOBKL1A	0.8055
HTR2B	2.40325
CRYGD	-0.179833333333333
NUS1	0.3655
PGRMC1	1.5985
MYOM2	2.282
FLJ39653	-0.4095
CHM	1.1362
OR5M8	-0.333
ZNF619	0.7995
FAM105A	2.3345
CCNL1	-0.123875
NAP1L3	1.561
C10orf57	1.85733333333333
B3GALNT1	1.33983333333333
CSN1S2A	0.4185
TCP10L	0.01225
GDAP2	0.125
DMKN	0.939333333333333
COX6B1	-1.513
DNASE2	-0.418166666666667
MSH5	-2.41725
LGMN	0.14175
USP31	0.7003
OR13C8	0.9955
SDCBP	0.1867
NUDT11	-0.381
PYGL	-0.7085
SNPH	-0.387833333333333
B3GNT4	-1.9315
MIZF	-0.5656
NUBPL	0.179375
NOD1	0.104833333333333
CDH22	0.786125
NUBP1	-0.0888333333333333
DSCAM	-4.288
DGKI	0.9365
FAM136A	-0.8265
AKAP1	0.751
SLC16A6	1.4315
RIN3	-0.05725
PSG2	-0.3215
DIP2B	-0.07425
PSORS1C1	-0.1964
KIAA0495	0.547
FLJ90709	-0.198
LPA	0.217833333333333
PIGA	0.628666666666667
LY75	4.53033333333333
UTS2	-6.8105
RREB1	-0.27225
GALNACT-2	1.2176
MGC3196	-2.18225
FLJ31568	0.72925
LPHN1	-0.82375
SP1	0.524
TOX4	0.445166666666667
HSPA9	-0.1817
APOBEC1	-0.947
SLC35E4	-0.511
LSM5	-1.7315
SURF1	-0.33575
ZBTB1	1.02975
GTF2F1	0.022875
RPS15A	-0.552
DUSP21	-0.904666666666667
GINS4	-3.173
MYO15A	0.894166666666667
GIMAP7	4.76675
MGC13379	0.296
ATP6V1E2	0.00583333333333334
UTP3	0.84375
HNRPA3	-0.3111875
MT4	-0.0655
C14orf155	-0.41075
U1SNRNPBP	-0.12875
CKLF	-0.874833333333333
PLEKHN1	-1.21383333333333
MBNL1	0.889666666666667
NUP160	-1.00725
ACSM2A	-1.926
LOC129881	-0.362
KIAA1529	-0.07175
FLJ22639	-0.82825
HAND1	-1.439
GSX1	-0.2685
FGA	-2.8710625
SERPINB1	0.355
ZNF642	0.9505
IGFBP1	-4.278
SLC1A1	0.66375
DHX57	0.1965
ZNF766	0.255
PTPN21	0.824
GDPD3	-1.659
PNPLA5	-0.259
TBR1	-0.0945
FAM116A	0.77
IQGAP1	1.2085
FOS	2.907125
ZNF226	0.573375
FIGNL1	-0.333333333333333
C14orf1	-0.327166666666667
ZMYND17	0.139
PUS7	-0.908
TUBB6	-0.385125
KCNQ2	-1.9875
MARCH6	-0.116333333333333
CCDC33	-0.8595
PRODH	-0.166
RBM11	2.299
EPHA6	0.443
SLC43A1	-1.36425
LOC196541	0.2315
NTN1	-0.446083333333333
ING4	0.46625
PCDHB10	2.3995
DPH2	-1.26083333333333
SPACA4	-0.37825
FBXL21	-4.3985
DIAPH1	-0.928833333333333
ZNF71	0.570666666666667
CEP76	-0.3385
CORO1A	-1.5675
RRM2	-3.88525
EDG4	-0.666
OS9	0.126333333333333
SLC4A1AP	0.19225
COG5	-0.1955
COPS8	-0.35425
NGLY1	-0.4595
NCBP2	-0.197875
C17orf42	0.0958333333333333
GPSM3	-2.158
SIL1	-0.0428333333333333
ASB6	-0.46675
SMAD5OS	0.8825
UNC93A	-3.54125
A1BG	-0.899666666666667
C21orf62	1.10325
FMO5	2.2745
ATRIP	-1.39483333333333
CEBPG	0.0751666666666667
C7orf38	0.514666666666667
TNFRSF1B	0.609666666666667
CLEC1A	2.94216666666667
IQSEC1	-0.026875
PATZ1	0.6194
RBM22	0.831375
BAG2	-1.58533333333333
PAQR5	-1.04883333333333
C9orf127	0.0775
THNSL1	0.539
SHROOM3	3.3439
JAM2	2.97775
SNRPN	-0.7805
ALX4	0.3655
CACNA1S	-0.145
FAM130A1	0.23575
CORIN	3.6115
CD300LB	0.478
PLEKHG6	0.4795
LRRC40	-0.196
PCLKC	-2.202
PCDHB16	1.6085
WNT2B	0.998833333333333
ASNS	-2.03677777777778
MRPL49	0.14475
FLJ46111	-1.12775
ISG20	-0.165625
SMU1	0.280166666666667
CASZ1	0.663
POLR1D	0.112583333333333
GIN1	-0.101
SNAG1	0.809
ANKRD29	1.82225
CDKN2AIP	0.55475
KRR1	0.35075
CXCL1	-1.07366666666667
EPM2A	0.643
PC	-0.771333333333333
DEFB127	-0.684
PDZRN4	3.0185
FAH	-0.1695
OR51E1	1.731
CDC2L6	-0.625166666666667
DNTTIP1	-0.617
PAX8	0.29625
TMEM116	0.3765
C1orf150	-0.15
PRO2012	0.351
MRPL40	-0.862
BEX1	-3.2755
SLC2A4	0.440833333333333
PKMYT1	-3.46125
FEZF2	1.25066666666667
SLC26A9	-0.70475
MAP2	0.83
LYL1	-2.1515
SLC25A19	-2.18783333333333
NOS3	-0.637
ZNF34	0.650833333333333
TMPRSS11F	0.0475
FAM43A	-0.24
FCRL4	-0.365833333333333
KLF14	0.17375
FLRT2	1.6335
WRN	-0.64325
SDF2	0.5748
KRT8P12	-1.04375
C6orf195	0.023
C9orf125	0.303333333333333
DZIP3	0.54325
RIT1	-0.310333333333333
SCML1	-0.6435
RHBDF2	-0.238625
OR2G3	0.118
REXO1L1	-0.163
MAP3K7IP3	-0.10475
C3orf57	-3.35875
FBXW11	-0.3285
ETAA1	-0.063
C14orf131	-0.3322
AKT1S1	-1.32
SLC12A5	-0.923875
C9orf164	1.00875
NRIP3	-0.695
NOS1AP	0.527
TMEM121	-0.17675
SAP30BP	-0.3115
DGCR6	-0.00924999999999999
WDR76	-1.68825
FAM82B	-0.170083333333333
LOC606495	-0.117
MAP9	2.5345
BCDIN3D	0.4975
CXorf36	3.9785
DSCR3	-0.2949
ZFAND3	-0.116375
C7orf43	-0.479333333333333
SPSB3	-0.488
C19orf19	-0.664
FAM133A	-1.0775
C12orf25	0.29525
SLC39A3	-1.996625
DISP2	1.5075
PI4KAP2	-2.933
MKRN3	-3.32433333333333
ADAMTS13	-0.139875
CBLN3	0.4565
TTYH1	1.142
C3orf18	1.5875
FLJ13236	-0.899
ZMYND12	3.2835
C18orf25	0.579875
GLB1L3	0.25
ATP13A5	2.571
RANBP10	0.04975
CD96	-0.4148
DENND1C	0.14475
RBMS3	2.6601
SLC41A3	0.8365
DGCR6L	-0.2315
TMEM128	0.966833333333333
CSNK1G3	-0.390928571428571
MOBKL2C	1.61375
TSPAN6	0.7525
MATN2	3.0947
MSL2L1	1.15648231731787e-18
ST6GALNAC2	1.12533333333333
FGFBP2	1.874625
FGL1	-2.5025
MPP3	0.441666666666667
ARHGEF6	1.7085
TGFBR2	2.345125
ACMSD	3.171
IL33	6.45225
C9orf5	0.5655
DEAF1	-1.196
AMN	-1.614
DEFA6	0.164625
RNF212	-1.017
METT5D1	0.711166666666667
CIB1	-0.048
TSSK1B	-0.1085
KIAA1727	0.7215
ZNF680	1.51566666666667
LOC399900	-1.535
LOC152217	-1.02941666666667
CTNNAL1	-0.888
CIT	-3.46041666666667
TLE6	-0.3555
ZNF607	-1.54875
HERC4	-0.0688333333333333
DRAP1	-1.7043
PEMT	-1.532
C10orf111	0.192
ZNF575	-1.493875
KCTD7	-0.0545
MYO1F	0.34325
LOC285382	0.8005
RAB11A	0.9689
PLCD3	-0.58275
C15orf28	-0.22625
PTBP2	-0.185375
CTB-1048E9.5	-0.571
C19orf60	-0.584166666666667
C7orf25	0.8385
SETD7	1.4735
HOXB9	-5.377
VANGL1	-0.81175
CHAF1B	-2.24825
NDUFA3	-1.2765
KIAA1328	0.4065
SHARPIN	-0.72225
TTC23	0.370125
UGP2	0.776
ANKIB1	0.5782
CIRBP	2.39428571428571
SEC14L4	-1.68316666666667
OVCH1	0.613166666666667
VPS52	-0.68325
FAT	0.796
M6PRBP1	-0.26125
GPRIN3	1.0305
PPM1F	-0.9375
TSR1	-0.62525
CCDC85A	3.614
PCSK5	2.81575
ZFHX3	0.118
HEMK1	-0.4078
PGBD2	0.37775
RSRC2	0.690666666666667
AURKC	-1.9605
SCRIB	0.027
ORM2	-5.30183333333333
FAM115A	0.4268
FZD6	1.147125
UNC119	-0.292833333333333
GPX3	0.6085
NOV	2.2455
CABC1	-0.557375
CDC42SE2	0.747875
EIF2S2	-0.7962
RNF130	1.388
CKAP5	-1.44366666666667
RP11-413M3.2	-1.941125
C10orf18	0.6937
TMEM93	-0.831
DYX1C1	1.93275
KCNMB2	-0.01
ANK3	2.32258333333333
KRT5	3.0917
CDH12	0.757
QRSL1	-0.00350000000000002
JUB	-0.0695
SHC4	1.248375
CCL15	2.41966666666667
CCDC22	-1.00575
SNX24	0.04375
RARS	-0.6175
MORC2	0.367
FAM48A	0.00025
MT1H	0.03
PPP1R14C	-0.231166666666667
FOXD1	-3.75328571428571
C1orf213	-1.05525
AMT	-0.7624
DSN1	-1.40325
PTPLAD2	2.5325
DIS3L	0.152
RASL11A	1.266
GPRC5B	0.489375
FRMD7	0.096
STRN4	-0.32825
KITLG	2.194
HDGF	-1.61175
OR1S1	0.2355
SETX	0.2048
DDR2	1.010875
KCTD12	3.43625
LYZL2	-0.78125
WDR52	0.662
TMEM2	1.182125
ZNF579	-2.32266666666667
LOC200810	-0.93375
TNFSF9	-2.462
PPFIA4	-3.11775
CNIH3	-0.3125
MAP4K4	-0.772642857142857
ROD1	-0.607285714285714
ALS2CR12	0.535666666666667
DOCK3	-1.20733333333333
PAQR9	-4.38825
ASB17	0.1508
STX16	-0.90075
FEZ2	0.6745
DLAT	-0.911333333333333
KIF21B	-1.62266666666667
CDC5L	-0.09975
TMEM119	1.14233333333333
CRIP3	-1.1735
TPSD1	0.0801666666666667
TEPP	-0.4195
GNGT2	1.507
C21orf121	-0.4535
WNK1	-0.289
FLJ10490	-1.7294
OR51B5	-2.948
LOC203547	-1.097
HAS1	2.07
PPA1	0.5345
ST7	-0.20525
C11orf46	1.3939
POPDC3	-3.0715
ACOX2	1.6465
ATCAY	-1.11891666666667
TM4SF19	-2.59675
MFSD9	-1.20133333333333
PDHB	-0.39825
ERN1	0.089
LCE3C	-0.1995
GPR111	0.347
NOTCH3	-0.919333333333333
ADAMTS5	5.275
B3GALT1	0.08275
UGCGL1	-0.6835
FAM58A	0.278166666666667
FBXO32	3.24075
CLPP	-0.6625
NXPH1	-1.42275
MTMR3	1.284
ATP1B3	-0.802625
TMEM16A	4.4435
HIST1H3F	-1.40016666666667
TRIM25	-0.108166666666667
SDCBP2	0.0735
CRKL	-1.446625
HOXB2	0.587333333333333
ANP32B	-0.664
GATM	4.439
AP4E1	-0.05775
EDG5	0.415875
CDKN3	-3.59383333333333
CDH4	-1.431
PGD	-1.284
RND1	-0.5495
GAD1	-3.3825
MPG	-1.2975
LOC440350	-0.996
ZNF133	0.54
SERPINB12	-0.272
AMELY	-0.241833333333333
DHX36	0.00675
TNFAIP8L2	3.36233333333333
PHTF2	-0.262666666666667
CCDC112	-0.618166666666667
IQCC	-0.4465
HEYL	2.013
FTSJ2	-0.7905
APPL1	0.470375
RAB43	0.622642857142857
OR10G2	-0.38
WAC	0.312166666666667
ADCY9	-0.123375
RUNDC2B	-0.3045
PYCRL	-1.2248
AGPAT7	-0.0685
SLC22A9	-1.24433333333333
CDKAL1	-0.1315
PDYN	-0.268666666666667
C20orf74	0.88375
MTMR11	1.47625
VAV3	3.23983333333333
DAPL1	3.95875
STXBP3	1.01825
EIF3G	-0.07275
ARHGAP22	-1.60625
NPFFR1	-0.2465
NPC1	-0.08
ALDH9A1	1.32033333333333
ZNF600	0.5185
ZNF678	1.06483333333333
RASSF1	-0.223916666666667
ADD2	-2.868
PITPNB	0.42875
PKD2L2	-0.028
LRP11	0.361
CDKL1	-0.0325
SMEK2	0.309
PRODH2	-4.4285
C11orf54	0.7475
SFRS11	0.1835
IL7	1.70966666666667
ALS2CR16	0.703
BTG3	-0.180833333333333
PAK2	-0.885222222222222
RP11-679B17.1	-0.07575
GATA4	-2.24883333333333
ATP2B1	0.8855
LOC130940	2.887
C1orf172	2.76
ATF7IP2	-0.7365
SLC25A43	0.586666666666667
CENTG3	-0.905
IGF2BP1	-4.6942
FCHSD1	-0.05
CAMK2N2	-3.00433333333333
ELAVL3	-0.4729
NBPF15	-0.0728333333333333
UBE2J2	-0.243
GNL2	-0.7895
PRR3	-0.5624
NLF2	-2.31425
OR4F6	-0.2415
KLHL24	1.00066666666667
CCDC88A	-0.9684
SGPP1	0.553166666666667
C10orf11	1.0315
SLC35B4	-1.2625
UGT3A2	-1.5535
ARNT2	0.174
CBR1	0.136
ITPR3	-1.07316666666667
TRAPPC6B	0.2138
AMZ1	0.3015
ARP11	2.121
WDSUB1	1.18125
APBA1	2.17416666666667
RAB2A	0.59
C6orf162	0.186
HPSE2	2.3215
PLCE1	0.712
INSL3	1.4215
DLG1	0.4672
PTPLA	-1.2535
PIGX	-0.4485
TFIP11	0.0573333333333333
FIBIN	3.7905
POLR2G	-0.6675
GRAP2	-1.8528
DNAJB8	0.03025
CNBP	0.993833333333333
WASF1	-0.33675
INPP5E	-0.7083
HSPB1	-1.5376875
TMEM167	-0.3702
CUBN	0.38925
IGF1	5.3279375
ITPK1	-0.2809
NAALAD2	-0.109375
G3BP1	-0.328
NT5DC1	1.22625
CYP39A1	3.152
TMEM139	2.16975
POLK	0.7008
GLULD1	-1.1435
RBM15	-1.5845
AMZ2	-0.18675
GDF15	-4.33983333333333
MESDC2	0.0745
INCA	0.906166666666667
ACY1L2	-0.819
GZMM	-1.10933333333333
PAIP1	0.439
CACNA2D1	0.64525
STK32C	-0.907333333333333
SH3BP4	1.7395
DEC1	0.3435
PADI1	-0.46
UBB	-0.1775
PON3	2.36066666666667
PROP1	-0.3385
ANKRD13B	-1.2025
ADCK1	-0.94675
TCF25	-0.428083333333333
SLC38A5	-3.99725
CXorf26	0.092
C19orf39	-0.2215
PPP1R13B	0.50575
ARL2	-1.318
TCL6	-0.324666666666667
TOP3A	-1.178
SLC16A14	1.14875
FXYD6	1.92516666666667
HIST1H4E	-2.5405
BBC3	-1.84294736842105
UNC5A	0.185166666666667
FAM86C	-0.943
PI4KB	-0.02225
B3GAT1	-0.2975
SUSD2	1.42933333333333
OAZ2	-0.00533333333333334
NOC4L	-1.887
C10orf12	-0.28725
FADS1	-3.09366666666667
LOC144097	-1.22625
DKK2	2.2495
KIAA1949	-0.51825
RHOT1	0.8246
OXT	0.311166666666667
GPR153	-3.01275
ARL4A	0.485666666666667
SAAL1	-0.548
CCDC64	-1.2965
USE1	-0.4775
HNMT	1.49083333333333
PCGF3	0.3119375
CYP2C19	0.0775
C20orf4	-0.727
CCDC11	2.04075
ACSBG2	0.93975
RWDD2A	0.2285
PALLD	3.277875
CPLX4	-1.5695
LOC492311	1.9125
KPNA2	-2.30833333333333
MACROD1	-1.7125
TMCO3	0.778333333333333
C15orf52	2.11866666666667
BIRC5	-3.95
PRR16	0.830333333333333
FAM63B	0.258625
KATNB1	-1.14633333333333
