Hybridization REF	TCGA-AR-A0TW-01A-11R-A084-07
URB1	0.146833333333333
OR4C46	0.111833333333333
TOP3B	-0.96375
NFATC4	-0.142
CA14	-4.26
BMPR1A	-0.292833333333333
SNRP70	-0.891125
PRL	-0.4
C6orf130	-0.64525
STAG2	-0.61125
CD55	0.172357142857143
RPS23	-0.197166666666667
SSX2	-1.271
FDPSL2A	-0.49375
FBXO27	-0.274375
SYNGR3	-0.266166666666667
TMSL3	0.84675
EML1	-0.999
NUP93	-0.292916666666667
SMAD3	-0.7512
KIAA1189	-0.078
HNRPUL2	0.597833333333333
TBC1D12	0.434833333333333
C16orf24	1.8415
MRVI1	1.5865
ZNF581	0.0896666666666667
ELOVL3	0.432
OR51Q1	0.24125
CACNB3	0.206333333333333
GALNT13	-1.283875
C10orf84	0.6870625
NEDD4	-1.1954
SPO11	0.3615
OR5AU1	0.637
NEK4	0.907071428571429
PRKAR2A	0.418833333333333
IHPK1	0.640333333333333
ATP6V0B	1.5455
CACNA1E	0.4645
CEACAM8	1.02966666666667
PEX14	-0.077
FLJ12993	-2.194
ZBTB38	-0.327333333333333
PCTK2	2.18
LRRC16	0.0416
FBLIM1	-0.23925
FYCO1	1.0475
RP5-1022P6.2	-1.08775
CMTM1	0.228666666666667
PLTP	0.5195
RAPH1	0.8965
DOCK8	1.020625
EZH2	-2.07986666666667
SLC25A1	0.000166666666666663
PLEKHB1	1.3597
GRB7	0.4553
ZFP37	-1.811
MRPL33	-0.29925
PELO	-0.1995
ARMC1	-0.0731818181818182
C9orf27	-0.285375
FLJ25778	0.479
C9orf37	-1.19066666666667
TMEM66	1.544
SPRN	0.664875
HBEGF	0.634125
PI4KA	-1.0295
LEPRE1	-1.27625
POU2AF1	0.468
MRPL12	0.125666666666667
REP15	-0.6185
ZC3H3	0.95375
RASAL1	-0.34775
DDAH1	1.572125
ACBD5	-0.30075
TMC2	0.3655
CCDC137	-1.10775
SAMD13	2.098
UGT2B15	-3.36883333333333
TIPARP	-0.405
DNASE1L3	0.25125
TRIM72	0.963166666666667
DBX2	0.148
IPO8	-0.09025
C21orf88	-2.3586
MAP3K14	0.0575
LOC51233	0.778166666666667
GGTLA4	2.93275
PDE6D	-0.022
ZNF117	-1.6335
CLK2	-0.166875
NKRF	-0.19375
TNFSF15	0.5568
DUSP2	1.287875
SECISBP2	0.2623
GABRR2	-0.021
PPAP2C	0.9795
LOC51145	0.180166666666667
PAG1	-0.17
PIK3C3	-0.7275
GNG10	0.524
APOL4	0.887666666666667
ANKRD28	-1.227625
STMN3	-2.5736
RAB14	0.9791
CDK2AP2	-0.2
HDDC3	0.585125
COMMD7	-0.12725
CXXC1	-0.7455
HMCN1	-0.606
CD40	1.2375
DYNC1LI2	0.348125
GDI1	1.3525
LOC646938	0.32825
VSNL1	-2.24633333333333
PIH1D1	-0.118
RAET1G	-1.2485
KRTAP5-9	0.39
EFTUD2	-0.26675
ZNF311	-1.1275
ATP6V1G3	-0.04375
OR2W3	-0.21025
SCN4A	0.336
MED10	-0.879625
FAM135A	-1.1948
ARHGAP4	-1.022
EHMT2	-0.90675
UFD1L	0.1705
ERMP1	-0.10475
MAG1	-2.38433333333333
THAP8	1.59616666666667
HACE1	1.58116666666667
FAM82C	0.6255
C3orf20	-0.0755
UNC84A	-1.01033333333333
SCD5	-0.272714285714286
LASS6	2.258375
LSG1	0.91775
MAL	-5.40425
GPR22	-0.333
WDR5B	0.93725
ACTRT1	0.118
C17orf60	0.146
GRIN2C	-0.2086
ARMC8	-0.2165
SLC47A1	-0.896166666666667
DMPK	0.952
DHRS13	0.451
SMC1A	-0.563833333333333
KRTAP17-1	1.37375
SMYD5	0.13125
TUSC2	0.278375
CRHR2	0.5095
KIR3DL2	2.2385
CCDC104	-0.1945
ATP2C1	0.02425
CROT	-0.68375
PABPC3	-1.03533333333333
EGR1	0.568666666666667
THSD1	-0.47625
KHK	-1.51675
SLC12A2	0.5750625
CD58	-0.83075
STOX2	-0.600333333333333
CCDC76	-0.6284
CCDC48	2.174
DNAH1	-0.0075
ZIC4	-0.16875
OR1G1	0.0445
PSMC6	0.0566666666666667
PROKR1	0.7695
ABCB1	-0.5605
TRAT1	1.01875
LLGL1	0.2195
MTF1	0.2505
USP54	-0.21175
PAGE2B	-1.7975
ITGB7	-3.834
CCDC81	-0.5725
LOC149837	0.75175
SCUBE1	0.562
ZSCAN10	0.2805
HUWE1	0.495
CDH17	-0.231
CD180	1.1235
IL17A	0.32675
TMPO	-0.36275
KIAA1524	-1.6295
HDGFRP3	-0.4875
OXCT1	-0.0415454545454545
RRAS2	-0.5495
LTBP2	2.2123125
SV2B	0.847
CYP2A6	0.968125
PKD1L2	-0.816
PPM1M	0.28125
FLJ22662	1.19766666666667
ZNF502	1.59075
GP6	-0.397
CRYBA2	1.38175
LEF1	-2.2488
CTPS	-0.716714285714286
EYA1	-3.30483333333333
EPS8L1	1.9965
MAPK14	-0.370833333333333
SERPINB2	-4.458125
GTF2F2	-0.6485
ZNHIT4	0.5405
PLA1A	1.7715
C20orf114	1.882
HPR	-4.7305
C18orf2	-2.81716666666667
SATB2	-0.837
KCNJ9	-0.3295
MGC157906	1.007
MOCS3	1.34775
C17orf71	1.4825
PPHLN1	-0.3151
HIST1H2BN	0.598
RAPGEF1	-0.8445
MAP3K8	-0.44325
DLG4	0.351166666666667
STC1	1.35616666666667
CDGAP	1.16225
DDX26B	-1.79825
LOC150223	-0.9885
CPSF3	-0.924333333333333
TMEM14A	-0.23675
MYH3	-2.9515
GPKOW	0.215
SULT1A1	-0.689
SPON1	2.3697
YY1AP1	0.3795
RAB23	0.0495
PLA2G4A	-3.733
MAPRE3	0.396
ZNF516	0.657285714285714
GGPS1	0.56525
EXOC3L2	-1.067875
C19orf42	0.7178
MAP2K2	-0.333
HIST1H2BB	1.50275
RNF19B	1.07316666666667
C6orf128	-0.684333333333333
TLR8	3.99525
PCDHA9	0.5845
CARS2	0.822125
CLUL1	1.18433333333333
RHAG	-4.03466666666667
UNK	-0.7165
EXOC8	0.7548
C9orf95	1.4065
C14orf143	0.0108333333333333
MAML3	0.114375
LDHA	-0.361
MRPL20	1.509875
KLHDC6	-0.0101666666666667
ATP5S	0.31
C8orf55	0.83675
PHF19	-2.415
KRTAP13-4	0.6995
TTC5	0.81075
XKR5	0.12575
SILV	-4.45183333333333
TEX28	-0.262
TCTN1	1.3155
CX40.1	0.08975
PPP2R5C	-0.3005
C12orf30	0.266
CAPG	1.4355
MPZL1	1.05445
ARSB	0.168
TDH	-1.7915
WASF4	-0.866
TSSK3	-0.602833333333333
7A5	-1.312
CRISPLD1	-0.84025
MAD1L1	-0.844833333333333
SPIN4	-0.7375
AMPD1	1.52525
DPYSL5	-0.286
INPP1	-0.892666666666667
ANKRD11	-1.18066666666667
NPAS4	0.291875
GCET2	0.545
RNASE9	-0.3445
GUCY2D	0.4775
CCDC98	0.6785
FGF4	0.066375
CPM	0.319
SLC26A4	-1.76966666666667
PLD5	-0.6725
FAM59A	-0.1782
FBXO5	-3.08455555555556
SIPA1L1	-0.202875
DPYS	0.436
ATG4D	-0.2325
TGM3	0.7565
MTCH1	0.047625
HK1	-0.747642857142857
CDC26	-0.596
GALNT12	-3.7065
LOC339229	0.33975
MRPL35	-0.046125
ORC4L	0.693125
TNKS	-0.692642857142857
C2orf24	0.659833333333333
ZNF553	0.742
GGTLA1	2.2935
ZNF497	0.77325
CDY1B	0.16
SLC30A4	-0.120375
TUB	-2.051
ARHGEF18	-0.64925
ARRB1	0.80425
KCNK1	1.829625
EREG	-2.4832
SCAMP5	-0.8355
RUNDC3B	1.2955
ADAMTS20	-0.60225
IL17RB	-1.945
FLJ20323	-0.12025
MCAM	-0.65925
POLR3E	-2.07416666666667
AQR	0.379833333333333
IPMK	0.5165
CDCA7	-4.156875
CAMP	-0.192
GRHL3	-0.76575
ADAMTSL2	0.437
CLMN	2.0125
SSTR3	0.561
MAGEA5	-1.58116666666667
OVOL2	3.87625
JMJD1B	0.718
RBL2	0.7248
PYGO2	0.88525
PPP1R10	0.853333333333333
CSE1L	0.0141666666666667
LCA5	1.1155
RDH16	0.00125
ASRGL1	-2.87875
TOM1	0.341333333333333
PTX3	-6.20075
TTC15	0.6315
SCGB3A1	0.655333333333333
MRPL50	-0.44025
RCAN3	0.273375
SLC26A11	1.05425
STYX	0.71
CINP	0.706
MARCH7	0.6505
PFKM	-0.851833333333333
SGMS1	0.0961666666666667
RIOK3	-0.2381
C1orf110	0.114
CES7	0.280625
LOC440248	-3.40275
PPP1R12C	0.45625
C10orf27	0.746
ATG9A	-0.2005
MRPS26	0.564875
TMEM40	-0.1965
ELP3	-0.9119
ZNF787	0.778
HIAT1	1.0345
C8orf34	1.02933333333333
MGC4655	0.8889
PELI1	-0.167
PPT1	0.9611
SLC35C2	-0.629833333333333
C6orf125	0.06025
MUC4	-1.26433333333333
RFC4	-2.26471428571429
GNB2	0.00716666666666665
NUP50	0.348285714285714
SULT4A1	-0.792833333333333
C7	0.796875
CCDC130	-0.695
ARRDC4	-0.532
RQCD1	0.2165
GLYCTK	-1.04075
AYTL2	-1.22781818181818
MTUS1	0.4632
LEMD3	0.372
PLEKHF2	2.33975
HOXA7	-1.229625
GTF3C2	-0.7315
DYNLRB2	4.7705
CNOT10	-0.1375
MR1	0.619666666666667
FFAR1	0.228
PRIC285	0.139
SLITRK6	-1.99725
LIX1	-1.8598
UBE1L2	-0.03475
F8	0.259875
ACHE	0.485833333333333
KPNA5	-0.52375
TNFRSF12A	-0.0616666666666667
EGR3	-0.445
SERPIND1	-3.56016666666667
OASL	3.2205
IFRD1	-2.365625
WDFY1	-0.139666666666667
ZNF267	0.534625
ACCN5	0.418
ZBTB6	0.11725
PPP1R3A	-0.446
PRRT3	0.58375
FBXL19	-0.4135
TXNIP	0.686142857142857
ACTN2	2.12075
ATG9B	-0.096625
C9orf117	0.766625
IL27	0.2145
RPL36AL	0.4495
KLK15	-0.06275
CHAD	0.484
RAP2B	-0.4084
HEBP2	3.1025
ZNF342	0.9695
CAMK2G	-0.735
TLR3	2.5875
FGF14	0.0085
HMGB2	-1.24775
TRPM5	0.1885
OR5M11	0.3405
KIF3B	0.163105263157895
PRICKLE2	-0.838
MTMR9	-0.5455
C3orf27	0.5705
GLRA3	-1.48283333333333
NSDHL	0.551666666666667
TMEM32	0.349
POLR2D	-0.284333333333333
MYADML	0.2345
C9orf114	0.15425
MRGPRX1	0.9075
TOPORS	0.28925
CLDN19	-1.017
C1QL4	0.0525
RNF165	-2.3575
DHRS9	0.54925
DNAH2	-0.995666666666667
FXR1	-0.835166666666667
ZMYM3	-0.10125
CASP3	0.5415
FAM120C	-0.32725
SCLY	-0.43275
CA7	0.1855
ENTPD5	0.160166666666667
ZNF461	0.319125
PDIA5	-0.91375
C1orf19	-0.0108333333333333
TMEM67	0.1825
KCTD20	-0.76825
WDR47	1.0495
FLJ38723	-0.047
KLRF1	0.601166666666667
TAS2R16	0.8655
CLDN12	0.7345
PRKCE	-0.54375
UBXD4	-0.872
ITGAM	2.17833333333333
GLT8D3	-0.174625
WDR31	1.6306
RGS2	2.12275
OR51L1	0.5195
MST1R	-0.021
KIAA1737	1.0685
OR4A5	0.262
GLIS1	-1.5915
PTMA	-0.719142857142857
NAPA	1.9675
PRDM11	0.458
LIPF	0.2705
DIRAS3	-0.0185
ASGR2	-4.09875
C1QTNF4	0.9185
PIK3R4	-0.023
ARMC3	0.25
NDUFV3	0.77175
BTBD3	-1.17633333333333
PPP1R2	0.8705
UBE2NL	1.5455
FOSL2	0.795357142857143
FAM119A	-0.0945
TUBA4A	-0.5216
KRTAP12-1	0.4745
SFRS2	-0.608
RHPN1	0.8374
EEF2	-0.772333333333333
ZDHHC11	-0.259333333333333
EPHA3	-1.6025
RBM12	-0.6775
H2AFJ	3.05766666666667
EDIL3	1.28
KIF26A	-1.52875
SERGEF	-0.1125
B3GALT4	2.3465
LOC90925	4.90766666666667
OSCAR	0.284375
NPFF	-1.702
DEDD	0.29525
TMEM155	-0.20375
PTPN1	1.70125
SCYL2	1.03016666666667
SKAP1	1.552
LEAP2	-4.129
GADD45G	2.044
IFITM3	1.00175
PILRB	-2.468
SLU7	-0.401
DSC3	-0.347
DNMT3L	-0.75525
PAPD5	0.733375
B3GNT3	-2.3145
LHCGR	0.3775
MSL-1	-0.387
UBE2S	-1.0225
SAP130	-0.68575
ANAPC11	0.6995
MAGED4B	-2.9185
ATP6V1B2	0.0588333333333333
C14orf179	1.32175
CAPZA1	0.423125
CDYL2	1.42066666666667
GLRX3	-1.03433333333333
LOC136288	-0.48175
MOBKL1A	-0.27425
HTR2B	2.5415
CRYGD	0.403333333333333
NUS1	-0.593166666666667
PGRMC1	0.59
MYOM2	-0.222
FLJ39653	-1.626
CHM	0.6508
OR5M8	0.527
ZNF619	0.5365
FAM105A	0.8535
CCNL1	-1.675125
NAP1L3	-1.0745
C10orf57	1.87816666666667
B3GALNT1	1.03766666666667
CSN1S2A	0.225
TCP10L	-0.18925
GDAP2	0.534625
DMKN	-1.98283333333333
COX6B1	0.4015
DNASE2	0.498666666666667
MSH5	-1.99325
LGMN	0.420375
USP31	-0.6599
OR13C8	0.691
SDCBP	0.1667
NUDT11	-2.114
PYGL	-1.92033333333333
SNPH	0.211833333333333
B3GNT4	1.6695
MIZF	-0.5086
NUBPL	1.3775
NOD1	-0.6595
CDH22	-0.09275
NUBP1	0.4815
DSCAM	-4.09825
DGKI	-0.1755
FAM136A	-1.5205
AKAP1	0.905166666666667
SLC16A6	3.05925
RIN3	0.77725
PSG2	0.1465
DIP2B	-0.668916666666667
PSORS1C1	-0.2247
KIAA0495	-1.516
FLJ90709	-0.802833333333333
LPA	-0.452333333333333
PIGA	0.448333333333333
LY75	2.29683333333333
UTS2	-5.94183333333333
RREB1	0.594
GALNACT-2	0.1655
MGC3196	0.1725
FLJ31568	-0.76275
LPHN1	0.065875
SP1	0.6285
TOX4	0.775666666666667
HSPA9	1.038
APOBEC1	0.0955
SLC35E4	-2.33
LSM5	-1.8495
SURF1	1.13825
ZBTB1	-0.768666666666667
GTF2F1	-0.075625
RPS15A	-0.467428571428571
DUSP21	-0.198833333333333
GINS4	-2.90666666666667
MYO15A	-0.803
GIMAP7	3.3195
MGC13379	0.46725
ATP6V1E2	-1.3275
UTP3	0.24375
HNRPA3	-1.5245
MT4	0.2905
C14orf155	0.553
U1SNRNPBP	0.64875
CKLF	-0.519333333333333
PLEKHN1	0.381333333333333
MBNL1	-0.600916666666667
NUP160	-0.2855
ACSM2A	-1.0175
LOC129881	-1.20425
KIAA1529	-2.056
FLJ22639	-1.91475
HAND1	-1.1335
GSX1	0.325
FGA	-3.9338125
SERPINB1	0.37275
ZNF642	0.2295
IGFBP1	-8.119125
SLC1A1	-1.19975
DHX57	-0.168125
ZNF766	0.4555
PTPN21	-0.8481
GDPD3	-0.6735
PNPLA5	0.471
TBR1	-0.0428333333333333
FAM116A	-0.91575
IQGAP1	0.339375
FOS	0.8035
ZNF226	0.762125
FIGNL1	-0.991
C14orf1	0.3005
ZMYND17	0.3695
PUS7	-0.493333333333333
TUBB6	-1.568625
KCNQ2	-1.06
MARCH6	-0.646583333333333
CCDC33	0.149
PRODH	-1.239
RBM11	1.84
EPHA6	-0.264875
SLC43A1	-1.92525
LOC196541	-0.09275
NTN1	-0.22225
ING4	-0.2395
PCDHB10	1.95775
DPH2	-0.0875
SPACA4	-0.14575
FBXL21	-3.943
DIAPH1	0.0173333333333333
ZNF71	1.2335
CEP76	-0.6305
CORO1A	-0.3665
RRM2	-1.45775
EDG4	0.14275
OS9	0.4625
SLC4A1AP	-0.002
COG5	-0.66775
COPS8	0.18875
NGLY1	-0.05825
NCBP2	-0.441125
C17orf42	0.177666666666667
GPSM3	0.419625
SIL1	1.63233333333333
ASB6	0.4125
SMAD5OS	0.0588333333333333
UNC93A	-2.682
A1BG	0.674666666666667
C21orf62	0.80075
FMO5	1.478
ATRIP	0.653166666666667
CEBPG	0.163833333333333
C7orf38	-0.269333333333333
TNFRSF1B	1.0305
CLEC1A	1.73
IQSEC1	0.402125
PATZ1	0.9739
RBM22	-0.127125
BAG2	-3.06366666666667
PAQR5	-2.589
C9orf127	0.0773
THNSL1	0.261
SHROOM3	2.9069
JAM2	0.49075
SNRPN	-3.16925
ALX4	0.498
CACNA1S	0.4205
FAM130A1	-0.0345
CORIN	1.8815
CD300LB	1.1925
PLEKHG6	0.783
LRRC40	-0.83825
PCLKC	-1.19275
PCDHB16	2.29
WNT2B	1.26116666666667
ASNS	-1.32011111111111
MRPL49	1.230375
FLJ46111	0.1445
ISG20	0.51575
SMU1	0.423833333333333
CASZ1	1.3025
POLR1D	0.0659166666666667
GIN1	-0.48
SNAG1	0.534
ANKRD29	-2.49775
CDKN2AIP	-0.1905
KRR1	0.77925
CXCL1	-4.568
EPM2A	0.055
PC	-0.7235
DEFB127	-0.6285
PDZRN4	-0.103166666666667
FAH	0.693375
OR51E1	1.215
CDC2L6	-0.667166666666667
DNTTIP1	-1.08425
PAX8	-0.52125
TMEM116	-0.03425
C1orf150	0.0305
PRO2012	-0.0365
MRPL40	0.778333333333333
BEX1	-3.7154
SLC2A4	-1.21783333333333
PKMYT1	-1.2305
FEZF2	-0.219
SLC26A9	-1.58625
MAP2	0.16825
LYL1	-1.5235
SLC25A19	-0.488833333333333
NOS3	-0.1985
ZNF34	1.475
TMPRSS11F	-0.48575
FAM43A	-0.944
FCRL4	0.892166666666667
KLF14	0.23
FLRT2	-1.72466666666667
WRN	-2.5075
SDF2	1.2679
KRT8P12	-0.21675
C6orf195	-0.4185
C9orf125	-2.652
DZIP3	-0.374625
RIT1	-0.0189166666666667
SCML1	-3.0055
RHBDF2	0.221125
OR2G3	0.2395
REXO1L1	0.0215
MAP3K7IP3	0.449625
C3orf57	-2.06775
FBXW11	-1.08016666666667
ETAA1	-0.49275
C14orf131	0.0185
AKT1S1	0.753
SLC12A5	-0.33225
C9orf164	0.5625
NRIP3	-1.0045
NOS1AP	-1.3745
TMEM121	1.24725
SAP30BP	0.0136
DGCR6	0.5795
WDR76	-1.69225
FAM82B	0.357666666666667
LOC606495	0.114
MAP9	3.07533333333333
BCDIN3D	0.78075
CXorf36	2.67066666666667
DSCR3	1.1866
ZFAND3	0.787625
C7orf43	0.552166666666667
SPSB3	1.0448
C19orf19	0.6925
FAM133A	-3.21575
C12orf25	0.22425
SLC39A3	-0.31
DISP2	-0.79775
PI4KAP2	-2.1775
MKRN3	-1.64616666666667
ADAMTS13	-0.957125
CBLN3	0.3962
TTYH1	-1.403
C3orf18	0.477
FLJ13236	-2.4755
ZMYND12	1.4395
C18orf25	0.4475
GLB1L3	-0.8785
ATP13A5	-0.793
RANBP10	0.0165
CD96	0.2352
DENND1C	0.4985
RBMS3	-0.569
SLC41A3	0.659166666666667
DGCR6L	0.662
TMEM128	1.35316666666667
CSNK1G3	0.605142857142857
MOBKL2C	0.95425
TSPAN6	-1.000875
MATN2	-1.4059
MSL2L1	-1.08966666666667
ST6GALNAC2	-2.49083333333333
FGFBP2	-0.34325
FGL1	-7.47066666666667
MPP3	0.278166666666667
ARHGEF6	0.836
TGFBR2	0.1265
ACMSD	-0.89075
IL33	1.548
C9orf5	0.24925
DEAF1	0.6523
AMN	0.205
DEFA6	0.3375
RNF212	0.6635
METT5D1	0.748666666666667
CIB1	1.3143
TSSK1B	-0.1665
KIAA1727	1.8215
ZNF680	-0.0251666666666666
LOC399900	-0.7415
LOC152217	0.470166666666667
CTNNAL1	-3.836
CIT	-2.463
TLE6	-0.40825
ZNF607	-0.3175
HERC4	-1.20666666666667
DRAP1	0.0617
PEMT	-0.45625
C10orf111	-0.5505
ZNF575	0.94425
KCTD7	-0.013
MYO1F	0.461125
LOC285382	-0.0655
RAB11A	0.6141
PLCD3	-1.38875
C15orf28	0.111
PTBP2	-1.98
CTB-1048E9.5	0.38
C19orf60	0.0556666666666666
C7orf25	1.01633333333333
SETD7	1.8705
HOXB9	-4.4155
VANGL1	0.12125
CHAF1B	0.04675
NDUFA3	0.81125
KIAA1328	0.1905
SHARPIN	1.04325
TTC23	-1.043
UGP2	0.416833333333333
ANKIB1	0.3247
CIRBP	1.63742857142857
SEC14L4	-3.49666666666667
OVCH1	0.207833333333333
VPS52	0.38125
FAT	-1.891625
M6PRBP1	-0.2925
GPRIN3	0.8005
PPM1F	-0.472
TSR1	-0.115
CCDC85A	1.52525
PCSK5	0.98825
ZFHX3	-0.2455
HEMK1	-0.4256
PGBD2	0.16975
RSRC2	0.1445
AURKC	-1.20433333333333
SCRIB	-0.0225
ORM2	-4.79733333333333
FAM115A	-0.1437
FZD6	-1.077125
UNC119	0.366833333333333
GPX3	-0.9869
NOV	-1.662
CABC1	0.38175
CDC42SE2	0.56975
EIF2S2	0.197
RNF130	0.650125
CKAP5	-0.401833333333333
RP11-413M3.2	0.7595
C10orf18	0.414
TMEM93	0.30175
DYX1C1	1.25825
KCNMB2	-1.427875
ANK3	0.819916666666667
KRT5	-2.6592
CDH12	-0.76525
QRSL1	1.974625
JUB	-2.06525
SHC4	-2.938125
CCL15	0.801833333333333
CCDC22	0.54275
SNX24	0.55725
RARS	0.11925
MORC2	-0.418375
FAM48A	-0.3875
MT1H	-1.364
PPP1R14C	-3.64266666666667
FOXD1	-1.60128571428571
C1orf213	-3.199
AMT	-2.7527
DSN1	-1.67175
PTPLAD2	2.24725
DIS3L	-0.64325
RASL11A	-0.908
GPRC5B	-0.768
FRMD7	0.105
STRN4	0.91425
KITLG	1.80259090909091
HDGF	-1.122
OR1S1	0.6825
SETX	-0.2324
DDR2	-0.531625
KCTD12	1.65975
LYZL2	-0.18375
WDR52	-0.7885
TMEM2	-0.50475
ZNF579	0.596333333333333
LOC200810	0.8455
TNFSF9	-1.8325
PPFIA4	-3.96
CNIH3	-0.287166666666667
MAP4K4	-1.65107142857143
ROD1	0.975142857142857
ALS2CR12	-0.1205
DOCK3	-1.2335
PAQR9	-4.1
ASB17	-0.123333333333333
STX16	-1.821875
FEZ2	0.166166666666667
DLAT	-0.270666666666667
KIF21B	-1.006
CDC5L	-0.833
TMEM119	1.28366666666667
CRIP3	-1.4425
TPSD1	0.807
TEPP	-0.00425
GNGT2	1.6775
C21orf121	0.196
WNK1	0.0208333333333333
FLJ10490	0.8161
OR51B5	-1.772
LOC203547	-0.242125
HAS1	-0.474
PPA1	-0.652333333333333
ST7	-0.109625
C11orf46	1.1381
POPDC3	-2.1695
ACOX2	-0.391166666666667
ATCAY	-0.179166666666667
TM4SF19	-2.082
MFSD9	-0.182166666666667
PDHB	0.2475
ERN1	1.006
LCE3C	0.4835
GPR111	0.5755
NOTCH3	0.681333333333333
ADAMTS5	-0.941
B3GALT1	-0.73775
UGCGL1	0.0958333333333333
FAM58A	0.697666666666667
FBXO32	1.86675
CLPP	-0.0855
NXPH1	-1.2945
MTMR3	0.552666666666667
ATP1B3	-0.803875
TMEM16A	2.896625
HIST1H3F	0.763833333333333
TRIM25	0.220833333333333
SDCBP2	0.1985
CRKL	-0.91525
HOXB2	1.55616666666667
ANP32B	-0.852
GATM	1.8995
AP4E1	0.292875
EDG5	0.1725
CDKN3	-1.83183333333333
CDH4	-2.0445
PGD	-0.422166666666667
RND1	0.8685
GAD1	-3.2211
MPG	0.50875
LOC440350	-1.1655
ZNF133	-1.24275
SERPINB12	-0.19
AMELY	0.323666666666667
DHX36	-0.34025
TNFAIP8L2	2.89216666666667
PHTF2	-0.155444444444444
CCDC112	-1.30716666666667
IQCC	-0.272
HEYL	2.7775
FTSJ2	-0.868833333333333
APPL1	-0.47825
RAB43	0.0813571428571428
OR10G2	0.296
WAC	-0.804333333333333
ADCY9	0.791625
RUNDC2B	-0.485833333333333
PYCRL	1.9608
AGPAT7	-0.906833333333333
SLC22A9	-0.977
CDKAL1	0.2635
PDYN	-0.274833333333333
C20orf74	-2.3025
MTMR11	-1.40175
VAV3	4.83041666666667
DAPL1	-1.57325
STXBP3	0.7125
EIF3G	-0.65125
ARHGAP22	-2.0895
NPFFR1	0.526
NPC1	-0.880833333333333
ALDH9A1	1.56133333333333
ZNF600	0.919375
ZNF678	-0.4285
RASSF1	-0.337416666666667
ADD2	-2.549625
PITPNB	-0.24875
PKD2L2	-0.18775
LRP11	-1.09675
CDKL1	-0.70875
SMEK2	0.35975
PRODH2	-3.184
C11orf54	0.227333333333333
SFRS11	-0.825
IL7	0.194833333333333
ALS2CR16	-0.00374999999999999
BTG3	-2.237
PAK2	0.661555555555556
RP11-679B17.1	-1.154
GATA4	-1.51916666666667
ATP2B1	0.1255
LOC130940	1.2155
C1orf172	2.92133333333333
ATF7IP2	-1.34175
SLC25A43	-0.639
CENTG3	-0.232916666666667
IGF2BP1	-4.0712
FCHSD1	0.103
CAMK2N2	0.299833333333333
ELAVL3	-0.0682
NBPF15	-1.15516666666667
UBE2J2	0.945916666666667
GNL2	-0.816
PRR3	-0.0741
NLF2	0.49175
OR4F6	0.17
KLHL24	0.135666666666667
CCDC88A	-2.1812
SGPP1	-1.04416666666667
C10orf11	-0.401
SLC35B4	-1.339
UGT3A2	-0.8265
ARNT2	-2.6849
CBR1	2.419375
ITPR3	-1.1585
TRAPPC6B	0.5522
AMZ1	-0.494
ARP11	2.27225
WDSUB1	0.39825
APBA1	-0.0346666666666667
RAB2A	1.2318
C6orf162	-0.329875
HPSE2	0.19175
PLCE1	-1.94675
INSL3	0.92025
DLG1	0.0203
PTPLA	-1.68325
PIGX	0.72575
TFIP11	0.081
FIBIN	1.9105
POLR2G	0.44975
GRAP2	-1.3621
DNAJB8	0.21175
CNBP	0.224
WASF1	-2.23875
INPP5E	-0.4204
HSPB1	1.8213125
TMEM167	0.2045
CUBN	0.0135
IGF1	1.6690625
ITPK1	0.5791
NAALAD2	-0.955125
G3BP1	0.1386
NT5DC1	-0.829125
CYP39A1	-1.0705
TMEM139	-1.561
POLK	-0.5899
GLULD1	-1.66275
RBM15	-0.993833333333333
AMZ2	2.436
GDF15	-3.7245
MESDC2	0.156
INCA	1.17
ACY1L2	-4.3035
GZMM	-0.280166666666667
PAIP1	0.97325
CACNA2D1	1.84625
STK32C	0.542333333333333
SH3BP4	0.743333333333333
DEC1	0.216
PADI1	0.427
UBB	0.1391
PON3	-3.7035
PROP1	0.5385
ANKRD13B	-0.6185
ADCK1	0.76425
TCF25	0.2195
SLC38A5	-2.84975
CXorf26	-0.117166666666667
C19orf39	0.66525
PPP1R13B	0.97675
ARL2	-0.378
TCL6	0.0783333333333334
TOP3A	-0.82
SLC16A14	3.321625
FXYD6	0.512666666666667
HIST1H4E	-0.5705
BBC3	-0.328105263157895
UNC5A	-0.147166666666667
FAM86C	0.3024
PI4KB	0.146125
B3GAT1	-2.298
SUSD2	1.62116666666667
OAZ2	0.043
NOC4L	0.849
C10orf12	0.21575
FADS1	-1.89616666666667
LOC144097	-0.2695
DKK2	2.24733333333333
KIAA1949	-0.42075
RHOT1	0.3479
OXT	0.8645
GPR153	0.34775
ARL4A	-2.34033333333333
SAAL1	-1.3585
CCDC64	-0.0015
USE1	-0.612833333333333
HNMT	-0.0726666666666667
PCGF3	-0.2921875
CYP2C19	0.622
C20orf4	0.416
CCDC11	-0.015
ACSBG2	0.45275
RWDD2A	-0.216
PALLD	1.15275
CPLX4	0.356
LOC492311	0.28375
KPNA2	0.946166666666667
MACROD1	0.4243
TMCO3	0.511666666666667
C15orf52	0.375166666666667
BIRC5	-1.69553333333333
PRR16	-0.0476666666666667
FAM63B	-0.912375
KATNB1	-0.0275
WNT8B	0.348
CPLX3	-0.0425
GHR	2.908625
CCDC124	-0.891
BCLAF1	-1.137375
GOLGA3	0.8454
CLEC4E	4.75016666666667
AKR1CL1	0.934
BBS7	0.103375
