Hybridization REF	TCGA-A2-A0YI-01A-31R-A10J-07
ARHGAP17	-0.4264
KCNIP3	-0.0335
SFPQ	-0.34175
GFRA4	0.395
AKR1B10	-3.8545
TIGD6	0.837333333333333
RGS16	1.984
URB1	-0.339166666666667
OR4C46	0.088
TOP3B	-0.91975
NFATC4	0.005
CA14	-4.09975
BMPR1A	-0.0543333333333333
SNRP70	-0.629875
PRL	0.101583333333333
C6orf130	-0.24
STAG2	0.256
CD55	-0.832928571428571
RPS23	0.0201666666666667
SSX2	-1.36166666666667
FDPSL2A	-0.651
FBXO27	0.55975
SYNGR3	-1.34183333333333
TMSL3	1.70575
EML1	-0.323
NUP93	-0.517833333333333
SMAD3	-0.2789
KIAA1189	0.723
HNRPUL2	0.296833333333333
TBC1D12	0.8185
C16orf24	0.05075
MRVI1	1.78133333333333
ZNF581	-0.766
ELOVL3	-0.2485
OR51Q1	-0.15425
CACNB3	0.9545
GALNT13	-1.9005
C10orf84	0.916375
NEDD4	-0.3131
SPO11	0.107
OR5AU1	-0.013
NEK4	0.315785714285714
PRKAR2A	-0.177833333333333
IHPK1	-0.412666666666667
ATP6V0B	0.891125
CACNA1E	1.124
CEACAM8	1.094
PEX14	-0.3435
FLJ12993	0.82
ZBTB38	0.470083333333333
PCTK2	0.4955
LRRC16	0.67
FBLIM1	0.779166666666667
FYCO1	1.30775
RP5-1022P6.2	0.687583333333333
CMTM1	0.450166666666667
PLTP	1.01116666666667
RAPH1	1.375875
DOCK8	2.251
EZH2	-1.97553333333333
SLC25A1	-0.821
PLEKHB1	0.9126
GRB7	0.2312
ZFP37	-0.10625
MRPL33	-0.66725
PELO	-0.804
ARMC1	-0.635636363636364
C9orf27	-0.266125
FLJ25778	0.8235
C9orf37	-0.7545
TMEM66	1.5415
SPRN	-0.19475
HBEGF	0.612125
PI4KA	-0.353
LEPRE1	-0.58725
POU2AF1	0.089875
MRPL12	-1.335
REP15	-0.5445
ZC3H3	0.2085
RASAL1	0.526
DDAH1	1.41625
ACBD5	0.568
TMC2	0.0145
CCDC137	-0.547
SAMD13	1.14116666666667
UGT2B15	-3.4195
TIPARP	0.53425
DNASE1L3	1.97
TRIM72	1.25833333333333
DBX2	0.83475
IPO8	-0.06175
C21orf88	1.5285
MAP3K14	0.86625
LOC51233	0.0366666666666667
GGTLA4	-0.0405
PDE6D	-0.29375
ZNF117	0.188
CLK2	-0.638875
NKRF	-0.96875
TNFSF15	0.3295
DUSP2	-0.1455
SECISBP2	0.013
GABRR2	0.0595
PPAP2C	0.0885
LOC51145	0.236
PAG1	0.4085
PIK3C3	-0.37075
GNG10	0.956
APOL4	0.861166666666667
ANKRD28	-0.9165
STMN3	-1.6659
RAB14	1.1993
CDK2AP2	-0.35475
HDDC3	-0.287625
COMMD7	0.02875
CXXC1	-0.6795
HMCN1	-0.0141666666666667
CD40	1.31775
DYNC1LI2	0.5644375
GDI1	-0.10525
LOC646938	-0.20625
VSNL1	-2.8195
PIH1D1	-0.352166666666667
RAET1G	-0.4845
KRTAP5-9	-0.6645
EFTUD2	-0.512
ZNF311	0.115333333333333
ATP6V1G3	0.0285
OR2W3	1.4035
SCN4A	-0.1165
MED10	-0.7515
FAM135A	0.1394
ARHGAP4	0.18025
EHMT2	-0.741625
UFD1L	-0.7965
ERMP1	-0.05375
MAG1	-0.275833333333333
THAP8	0.0281666666666667
HACE1	-0.95
FAM82C	0.1945
C3orf20	-0.032
UNC84A	-0.866166666666667
SCD5	-0.0872142857142857
LASS6	2.04025
LSG1	0.111333333333333
MAL	-4.53925
GPR22	-0.0125
WDR5B	0.80125
ACTRT1	0.1645
C17orf60	1.13
GRIN2C	1.0552
ARMC8	-0.19075
SLC47A1	-3.011
DMPK	-0.538
DHRS13	-0.0728333333333333
SMC1A	-0.780333333333333
KRTAP17-1	0.59425
SMYD5	-0.6105
TUSC2	0.237
CRHR2	0.1345
KIR3DL2	0.3035
CCDC104	0.32875
ATP2C1	0.514875
CROT	1.3055
PABPC3	0.134
EGR1	0.807166666666667
THSD1	0.62
KHK	-2.20625
SLC12A2	0.893125
CD58	0.18275
STOX2	-0.485333333333333
CCDC76	-0.0736
CCDC48	4.4385
DNAH1	0.3035
ZIC4	-0.227375
OR1G1	0.1115
PSMC6	-0.549666666666667
PROKR1	0.2475
ABCB1	0.274625
TRAT1	0.71875
LLGL1	0.042
MTF1	1.45475
USP54	1.212375
PAGE2B	-1.4485
ITGB7	-3.501
CCDC81	-0.4865
LOC149837	0.3435
SCUBE1	1.1575
ZSCAN10	0.885
HUWE1	0.0377857142857143
CDH17	0.3775
CD180	0.5625
IL17A	0.20075
TMPO	-1.52025
KIAA1524	-1.83166666666667
HDGFRP3	0.166
OXCT1	-2.58463636363636
RRAS2	-2.3215
LTBP2	2.4928125
SV2B	1.37583333333333
CYP2A6	4.18975
PKD1L2	-0.4765
PPM1M	1.24625
FLJ22662	2.14516666666667
ZNF502	2.3545
GP6	-0.3355
CRYBA2	-0.208
LEF1	1.5116
CTPS	-2.40514285714286
EYA1	-2.30033333333333
EPS8L1	1.21875
MAPK14	-0.637333333333333
SERPINB2	-5.37725
GTF2F2	-1.00183333333333
ZNHIT4	-0.6385
PLA1A	1.4025
C20orf114	4.2675
HPR	-3.862
C18orf2	-2.35616666666667
SATB2	-2.54225
KCNJ9	-0.331375
MGC157906	0.4225
MOCS3	0.12125
C17orf71	-0.4205
PPHLN1	0.0362
HIST1H2BN	-0.950625
RAPGEF1	0.246875
MAP3K8	-0.20875
DLG4	-0.222666666666667
STC1	1.56783333333333
CDGAP	1.78625
DDX26B	-1.1305
LOC150223	-1.80475
CPSF3	-1.2305
TMEM14A	-0.007
MYH3	-1.338
GPKOW	0.07725
SULT1A1	-0.5345
SPON1	3.1316
YY1AP1	0.302166666666667
RAB23	-0.555
PLA2G4A	-3.128
MAPRE3	0.09475
ZNF516	0.457857142857143
GGPS1	0.8125
EXOC3L2	0.283875
C19orf42	0.424
MAP2K2	-0.451333333333333
HIST1H2BB	-0.2835
RNF19B	1.0225
C6orf128	0.212666666666667
TLR8	2.56775
PCDHA9	1.9375
CARS2	-0.533625
CLUL1	1.244
RHAG	-4.4995
UNK	0.074
EXOC8	0.8008
C9orf95	1.2715
C14orf143	-0.362
MAML3	0.164625
LDHA	-0.8895
MRPL20	-0.399625
KLHDC6	0.795
ATP5S	0.00883333333333334
C8orf55	-0.291
PHF19	-2.539375
KRTAP13-4	0.604
TTC5	0.10025
XKR5	-0.044
SILV	-4.73033333333333
TEX28	0.037
TCTN1	1.942
CX40.1	0.05175
PPP2R5C	-0.34825
C12orf30	-1.10916666666667
CAPG	2.48775
MPZL1	1.0332
ARSB	-0.814833333333333
TDH	-1.364
WASF4	0.34725
TSSK3	-0.798833333333333
7A5	1.348
CRISPLD1	0.915875
MAD1L1	-0.300833333333333
SPIN4	-0.7865
AMPD1	2.30125
DPYSL5	0.4685
INPP1	0.463666666666667
ANKRD11	-0.280777777777778
NPAS4	0.01475
GCET2	0.5932
RNASE9	-0.1255
GUCY2D	0.170666666666667
CCDC98	0.26475
FGF4	-0.156625
CPM	-0.504333333333333
SLC26A4	-1.476
PLD5	0.025
FAM59A	-0.3468
FBXO5	-2.74955555555556
SIPA1L1	-0.07025
DPYS	0.2285
ATG4D	-0.3535
TGM3	0.577
MTCH1	0.194
HK1	0.0998571428571429
CDC26	0.19275
GALNT12	-2.58
LOC339229	-0.3055
MRPL35	-0.56775
ORC4L	-0.144875
TNKS	0.0297857142857143
C2orf24	0.420166666666667
ZNF553	0.186833333333333
GGTLA1	2.5029
ZNF497	0.36325
CDY1B	-0.04925
SLC30A4	0.38825
TUB	-0.85175
ARHGEF18	0.32375
ARRB1	0.95825
KCNK1	-2.6555
EREG	-2.735
SCAMP5	-0.361
RUNDC3B	2.08125
ADAMTS20	0.01375
IL17RB	1.46075
FLJ20323	-0.16475
MCAM	0.34225
POLR3E	-1.04716666666667
AQR	0.436833333333333
IPMK	0.2655
CDCA7	-4.567125
CAMP	0.84775
GRHL3	-0.5585
ADAMTSL2	0.819166666666667
CLMN	2.37783333333333
SSTR3	0.2755
MAGEA5	-2.68766666666667
OVOL2	3.68025
JMJD1B	0.33625
RBL2	0.6127
PYGO2	0.853
PPP1R10	0.614
CSE1L	-1.429
LCA5	0.8415
RDH16	0.13125
ASRGL1	-1.899
TOM1	1.05583333333333
PTX3	-6.1575
TTC15	0.5525
SCGB3A1	1.7885
MRPL50	-0.44125
RCAN3	0.8625
SLC26A11	0.8635
STYX	-0.301333333333333
CINP	-0.776
MARCH7	-0.073
PFKM	-0.968
SGMS1	1.40133333333333
RIOK3	-0.4978
C1orf110	0.471
CES7	0.201125
LOC440248	-1.3565
PPP1R12C	-0.15425
C10orf27	0.4455
ATG9A	-0.92275
MRPS26	0.40725
TMEM40	-0.36225
ELP3	0.1841
ZNF787	0.4163
HIAT1	0.65475
C8orf34	0.357
MGC4655	0.6576
PELI1	0.416666666666667
PPT1	0.7827
SLC35C2	-0.338166666666667
C6orf125	-0.63075
MUC4	-1.2935
RFC4	-2.96414285714286
GNB2	0.233666666666667
NUP50	-0.0817857142857143
SULT4A1	-1.12516666666667
C7	3.413875
CCDC130	0.0496666666666667
ARRDC4	1.76375
RQCD1	-0.931
GLYCTK	-1.1135
AYTL2	1.20172727272727
MTUS1	1.7158
LEMD3	0.0926666666666667
PLEKHF2	1.1825
HOXA7	0.19025
GTF3C2	-1.0865
DYNLRB2	4.0675
CNOT10	-0.25
MR1	0.887833333333333
FFAR1	0.10325
PRIC285	-0.23875
SLITRK6	-0.09975
LIX1	-1.5305
UBE1L2	-0.397416666666667
F8	0.591125
ACHE	0.293666666666667
KPNA5	-0.436
TNFRSF12A	-1.8245
EGR3	1.6515
SERPIND1	-3.83633333333333
OASL	2.47975
IFRD1	-2.002
WDFY1	-0.164666666666667
ZNF267	0.2145
ACCN5	0.0745
ZBTB6	0.0835
PPP1R3A	0.0565
PRRT3	0.8535
FBXL19	-0.8205
TXNIP	1.57828571428571
ACTN2	-0.64525
ATG9B	-0.356875
C9orf117	0.597375
IL27	-0.8555
RPL36AL	0.135666666666667
KLK15	-0.45075
CHAD	2.8765
RAP2B	-0.0458
HEBP2	1.00425
ZNF342	-0.176
CAMK2G	-0.362666666666667
TLR3	2.4175
FGF14	0.17175
HMGB2	-1.50775
TRPM5	-0.221
OR5M11	0.1615
KIF3B	0.343684210526316
PRICKLE2	0.6685
MTMR9	-0.0705
C3orf27	-0.01425
GLRA3	-1.28983333333333
NSDHL	-0.325
TMEM32	-0.0935
POLR2D	-1.31366666666667
MYADML	0.552
C9orf114	-0.63625
MRGPRX1	0.172
TOPORS	0.805
CLDN19	-0.16825
C1QL4	-0.2835
RNF165	-0.7465
DHRS9	-0.39325
DNAH2	0.499166666666667
FXR1	-0.5885
ZMYM3	-0.58975
CASP3	0.0811666666666667
FAM120C	-0.73325
SCLY	-1.8115
CA7	0.066
ENTPD5	1.6895
ZNF461	0.08275
PDIA5	0.947
C1orf19	-0.452666666666667
TMEM67	-0.70675
KCTD20	-0.43875
WDR47	1.0375
FLJ38723	-0.2815
KLRF1	1.017
TAS2R16	0.485
CLDN12	0.46575
PRKCE	0.38
UBXD4	-0.6845
ITGAM	3.01566666666667
GLT8D3	-0.424375
WDR31	1.6847
RGS2	0.2555
OR51L1	0.2565
MST1R	-0.4465
KIAA1737	1.53725
OR4A5	-0.062
GLIS1	-1.25616666666667
PTMA	-0.211
NAPA	0.8655
PRDM11	0.11525
LIPF	-0.557
DIRAS3	3.12275
ASGR2	-3.90675
C1QTNF4	1.14375
PIK3R4	0.211666666666667
ARMC3	3.2565
NDUFV3	-0.334166666666667
BTBD3	-0.971166666666667
PPP1R2	0.353833333333333
UBE2NL	-0.5435
FOSL2	1.43678571428571
FAM119A	-0.939666666666667
TUBA4A	-1.0871
KRTAP12-1	0.5575
SFRS2	-0.5685
RHPN1	-0.5418
EEF2	0.425833333333333
ZDHHC11	-0.206
EPHA3	-0.6539
RBM12	0.18475
H2AFJ	1.14583333333333
EDIL3	2.026
KIF26A	-1.4005
SERGEF	0.6605
B3GALT4	2.4725
LOC90925	1.995
OSCAR	1.247625
NPFF	-0.06875
DEDD	0.127
TMEM155	-0.720875
PTPN1	0.56025
SCYL2	0.223833333333333
SKAP1	3.43475
LEAP2	-2.2985
GADD45G	2.3932
IFITM3	0.645
PILRB	-1.32633333333333
SLU7	0.2175625
DSC3	0.7955
DNMT3L	-1.012
PAPD5	1.0635
B3GNT3	-1.43316666666667
LHCGR	-0.003
MSL-1	0.125
UBE2S	-2.68375
SAP130	-0.56625
ANAPC11	-0.086
MAGED4B	-2.107
ATP6V1B2	0.993333333333333
C14orf179	1.087
CAPZA1	0.6345
CDYL2	0.583833333333333
GLRX3	-0.956333333333333
LOC136288	-0.4745
MOBKL1A	0.74875
HTR2B	3.55075
CRYGD	0.2635
NUS1	-0.732833333333333
PGRMC1	-0.1755
MYOM2	-0.21025
FLJ39653	-0.808166666666667
CHM	0.4094
OR5M8	0.2325
ZNF619	0.3635
FAM105A	1.99175
CCNL1	-0.8395
NAP1L3	0.262
C10orf57	2.10016666666667
B3GALNT1	0.189
CSN1S2A	0.78
TCP10L	0.083
GDAP2	0.62325
DMKN	0.608
COX6B1	-0.188
DNASE2	0.918333333333333
MSH5	-2.12025
LGMN	0.244875
USP31	-0.7005
OR13C8	-0.1935
SDCBP	0.4103
NUDT11	-2.4135
PYGL	0.720666666666667
SNPH	0.659666666666667
B3GNT4	-1.155
MIZF	-0.8591
NUBPL	-0.169125
NOD1	-0.0695
CDH22	1.2645
NUBP1	0.538333333333333
DSCAM	-3.79275
DGKI	0.878
FAM136A	-0.662
AKAP1	0.336666666666667
SLC16A6	2.07625
RIN3	1.19325
PSG2	-0.096
DIP2B	-0.00933333333333334
PSORS1C1	0.2292
KIAA0495	-0.153
FLJ90709	-0.290166666666667
LPA	-0.013
PIGA	-0.631833333333333
LY75	3.3295
UTS2	-6.0645
RREB1	0.296125
GALNACT-2	0.4846
MGC3196	-0.7035
FLJ31568	0.12925
LPHN1	-0.169875
SP1	0.672625
TOX4	0.592666666666667
HSPA9	-0.565
APOBEC1	-1.057
SLC35E4	-0.17875
LSM5	-1.46575
SURF1	0.9565
ZBTB1	-0.0999166666666667
GTF2F1	0.212125
RPS15A	-0.0941428571428571
DUSP21	-0.349833333333333
GINS4	-3.74183333333333
MYO15A	0.386833333333333
GIMAP7	3.733
MGC13379	0.92625
ATP6V1E2	-1.56516666666667
UTP3	0.20025
HNRPA3	-0.607125
MT4	-0.2495
C14orf155	-0.282
U1SNRNPBP	0.379
CKLF	-0.0345
PLEKHN1	-1.16333333333333
MBNL1	0.523666666666667
NUP160	-1.3105
ACSM2A	-1.616
LOC129881	0.17525
KIAA1529	-0.0345
FLJ22639	-1.92175
HAND1	-1.0935
GSX1	0.3575
FGA	-3.912125
SERPINB1	0.382
ZNF642	0.56575
IGFBP1	-8.807125
SLC1A1	1.048875
DHX57	-0.193625
ZNF766	1.1555
PTPN21	-0.6642
GDPD3	-2.0905
PNPLA5	0.2715
TBR1	0.0391666666666667
FAM116A	0.3365
IQGAP1	0.707125
FOS	0.856625
ZNF226	0.1455
FIGNL1	-1.59683333333333
C14orf1	0.151833333333333
ZMYND17	-0.0115
PUS7	-0.819166666666667
TUBB6	-0.93775
KCNQ2	-1.74325
MARCH6	-0.242916666666667
CCDC33	0.4065
PRODH	-0.6505
RBM11	0.23975
EPHA6	0.15125
SLC43A1	-0.6835
LOC196541	0.245375
NTN1	0.791833333333333
ING4	0.1305
PCDHB10	1.02875
DPH2	-0.134333333333333
SPACA4	0.06025
FBXL21	-3.0345
DIAPH1	-0.221833333333333
ZNF71	0.671833333333333
CEP76	-1.0405
CORO1A	0.95
RRM2	-4.09475
EDG4	0.57825
OS9	0.419833333333333
SLC4A1AP	-0.29875
COG5	0.10025
COPS8	-0.3065
NGLY1	-0.358
NCBP2	-0.4345
C17orf42	-0.237166666666667
GPSM3	0.9845
SIL1	1.27533333333333
ASB6	-0.04425
SMAD5OS	0.245833333333333
UNC93A	-3.0035
A1BG	0.407666666666667
C21orf62	0.35975
FMO5	1.33841666666667
ATRIP	0.258
CEBPG	-0.014
C7orf38	-0.199166666666667
TNFRSF1B	1.818
CLEC1A	1.67
IQSEC1	0.598
PATZ1	1.2218
RBM22	0.461125
BAG2	-1.74
PAQR5	-1.6945
C9orf127	0.5667
THNSL1	-0.399
SHROOM3	3.2479
JAM2	1.487
SNRPN	-1.27475
ALX4	0.197
CACNA1S	-0.313
FAM130A1	0.98425
CORIN	1.6935
CD300LB	0.7315
PLEKHG6	1.2135
LRRC40	-0.6
PCLKC	-1.0305
PCDHB16	0.861666666666667
WNT2B	0.429833333333333
ASNS	-2.27311111111111
MRPL49	0.3625
FLJ46111	-1.16425
ISG20	0.526125
SMU1	-0.424166666666667
CASZ1	0.346
POLR1D	-0.79075
GIN1	-0.44325
SNAG1	0.468666666666667
ANKRD29	-1.00275
CDKN2AIP	0.114
KRR1	-0.1125
CXCL1	-4.22516666666667
EPM2A	0.2286
PC	-0.115333333333333
DEFB127	-0.3735
PDZRN4	1.02333333333333
FAH	0.6805
OR51E1	0.9705
CDC2L6	-0.277333333333333
DNTTIP1	-0.37275
PAX8	0.85875
TMEM116	0.13625
C1orf150	1.25
PRO2012	0.07825
MRPL40	-0.4885
BEX1	-3.2483
SLC2A4	-0.822833333333333
PKMYT1	-2.7665
FEZF2	-0.0281666666666667
SLC26A9	-0.98925
MAP2	0.0675
LYL1	-0.34975
SLC25A19	-1.1085
NOS3	0.06
ZNF34	0.4165
TMPRSS11F	0.04625
FAM43A	-0.05225
FCRL4	0.816
KLF14	0.57025
FLRT2	0.209666666666667
WRN	-1.0215
SDF2	0.7039
KRT8P12	-0.88375
C6orf195	-0.4195
C9orf125	-1.47583333333333
DZIP3	0.22725
RIT1	-0.1525
SCML1	-0.842
RHBDF2	0.333625
OR2G3	-0.288
REXO1L1	-0.2
MAP3K7IP3	-0.492125
C3orf57	-6.74025
FBXW11	-0.417166666666667
ETAA1	-0.796
C14orf131	-0.0806
AKT1S1	-0.33625
SLC12A5	-0.202875
C9orf164	1.2045
NRIP3	-0.45925
NOS1AP	0.692
TMEM121	-0.1415
SAP30BP	-0.3152
DGCR6	0.66775
WDR76	-1.5525
FAM82B	-0.372916666666667
LOC606495	0.2585
MAP9	1.44291666666667
BCDIN3D	1.00975
CXorf36	2.63216666666667
DSCR3	-0.6713
ZFAND3	0.249375
C7orf43	0.276833333333333
SPSB3	0.6094
C19orf19	0.1445
FAM133A	-1.40825
C12orf25	0.4155
SLC39A3	-0.60075
DISP2	0.67275
PI4KAP2	-1.6215
MKRN3	-1.28516666666667
ADAMTS13	-0.507125
CBLN3	0.1507
TTYH1	-1.3435
C3orf18	1.4785
FLJ13236	1.53575
ZMYND12	2.78975
C18orf25	-0.3875
GLB1L3	-0.8315
ATP13A5	0.858
RANBP10	0.43925
CD96	0.2327
DENND1C	1.10575
RBMS3	1.0321
SLC41A3	0.4105
DGCR6L	0.49325
TMEM128	0.467166666666667
CSNK1G3	0.0132142857142857
MOBKL2C	1.5055
TSPAN6	0.645375
MATN2	-0.1295
MSL2L1	-0.1925
ST6GALNAC2	1.10766666666667
FGFBP2	0.170625
FGL1	-6.24416666666667
MPP3	-1.77283333333333
ARHGEF6	1.29283333333333
TGFBR2	0.85225
ACMSD	4.0255
IL33	3.613
C9orf5	0.420166666666667
DEAF1	0.1733
AMN	0.5385
DEFA6	0.128375
RNF212	-0.56475
METT5D1	0.9425
CIB1	1.0356
TSSK1B	0.12925
KIAA1727	0.779
ZNF680	0.65725
LOC399900	-0.926
LOC152217	0.0225
CTNNAL1	-1.686
CIT	-2.40408333333333
TLE6	0.02075
ZNF607	-1.13875
HERC4	-1.105
DRAP1	-0.2912
PEMT	-0.7195
C10orf111	0.3755
ZNF575	0.7355
KCTD7	-0.00225
MYO1F	1.65575
LOC285382	0.11275
RAB11A	0.7349
PLCD3	0.24425
C15orf28	0.43025
PTBP2	-0.279875
CTB-1048E9.5	-0.211
C19orf60	-0.845666666666667
C7orf25	0.158166666666667
SETD7	0.773
HOXB9	-4.8035
VANGL1	0.8926875
CHAF1B	-2.366
NDUFA3	-0.30725
KIAA1328	-0.4735
SHARPIN	0.161
TTC23	-0.533
UGP2	0.211833333333333
ANKIB1	0.6089
CIRBP	1.93857142857143
SEC14L4	-3.3
OVCH1	0.2575
VPS52	-0.333
FAT	-1.654125
M6PRBP1	0.372
GPRIN3	1.6285
PPM1F	-0.802333333333333
TSR1	-0.65025
CCDC85A	1.15725
PCSK5	1.8115
ZFHX3	0.2645
HEMK1	-0.351
PGBD2	-0.33525
RSRC2	-0.0118333333333333
AURKC	-1.64016666666667
SCRIB	-0.484875
ORM2	-4.67366666666667
FAM115A	0.1549
FZD6	-0.004
UNC119	0.494166666666667
GPX3	-0.5134
NOV	0.08
CABC1	0.082875
CDC42SE2	0.36425
EIF2S2	-0.626
RNF130	1.177875
CKAP5	-0.916666666666667
RP11-413M3.2	0.22725
C10orf18	0.489
TMEM93	-0.339
DYX1C1	1.4785
KCNMB2	-0.94875
ANK3	1.29925
KRT5	-0.6534
CDH12	-0.925375
QRSL1	-0.787375
JUB	-1.829
SHC4	-2.327625
CCL15	1.605
CCDC22	0.02975
SNX24	-0.5815
RARS	-0.16025
MORC2	-0.101125
FAM48A	-0.59425
MT1H	-1.81
PPP1R14C	-3.21216666666667
FOXD1	-2.5525
C1orf213	-2.4415
AMT	-1.4255
DSN1	-1.5855
PTPLAD2	3.133
DIS3L	-0.00625000000000001
RASL11A	0.40975
GPRC5B	0.53175
FRMD7	0.155
STRN4	0.08625
KITLG	1.627
HDGF	-0.31525
OR1S1	-0.233
SETX	0.8262
DDR2	0.328125
KCTD12	2.90475
LYZL2	-0.5945
WDR52	0.7035
TMEM2	0.25925
ZNF579	0.782166666666667
LOC200810	-0.15075
TNFSF9	-2.17975
PPFIA4	-1.9645
CNIH3	0.669166666666667
MAP4K4	-0.917642857142857
ROD1	0.428571428571428
ALS2CR12	-0.561
DOCK3	-0.5745
PAQR9	-4.05025
ASB17	-0.2875
STX16	-1.15825
FEZ2	0.1925
DLAT	-1.22366666666667
KIF21B	-0.722
CDC5L	-0.49675
TMEM119	2.3285
CRIP3	0.89525
TPSD1	0.296166666666667
TEPP	0.16825
GNGT2	1.40025
C21orf121	-0.01975
WNK1	-0.16025
FLJ10490	0.2855
OR51B5	-2.0755
LOC203547	-1.003
HAS1	0.5105
PPA1	-0.321
ST7	0.241
C11orf46	1.2822
POPDC3	-2.64566666666667
ACOX2	0.954
ATCAY	-0.42375
TM4SF19	-1.2905
MFSD9	-0.338833333333333
PDHB	-0.571
ERN1	-0.076
LCE3C	-0.104
GPR111	0.3405
NOTCH3	1.49433333333333
ADAMTS5	1.87325
B3GALT1	-0.3845
UGCGL1	-0.346
FAM58A	0.138166666666667
FBXO32	0.99175
CLPP	-0.5085
NXPH1	-1.02925
MTMR3	1.21083333333333
ATP1B3	-1.648125
TMEM16A	3.603125
HIST1H3F	-0.410833333333333
TRIM25	0.164333333333333
SDCBP2	0.2515
CRKL	-0.670875
HOXB2	1.7755
ANP32B	-0.500375
GATM	4.8375
AP4E1	0.048125
EDG5	0.259125
CDKN3	-3.68183333333333
CDH4	-2.34375
PGD	-0.667833333333333
RND1	0.3185
GAD1	1.3243
MPG	-0.094625
LOC440350	-0.799
ZNF133	0.14725
SERPINB12	-0.601
AMELY	-0.195666666666667
DHX36	-0.86325
TNFAIP8L2	3.20983333333333
PHTF2	-0.551611111111111
CCDC112	-0.719666666666667
IQCC	-1.0415
HEYL	3.20983333333333
FTSJ2	-0.486166666666667
APPL1	1.233875
RAB43	1.01557142857143
OR10G2	-0.1045
WAC	0.4625
ADCY9	0.643625
RUNDC2B	0.7015
PYCRL	0.3057
AGPAT7	-0.600666666666667
SLC22A9	-0.9585
CDKAL1	-0.615
PDYN	-0.434333333333333
C20orf74	-0.16225
MTMR11	0.66375
VAV3	4.19775
DAPL1	5.45025
STXBP3	0.882
EIF3G	0.01825
ARHGAP22	-0.2605
NPFFR1	0.351
NPC1	-0.99
ALDH9A1	1.42183333333333
ZNF600	0.34
ZNF678	0.280666666666667
RASSF1	-0.0870833333333334
ADD2	-1.8515
PITPNB	0.068
PKD2L2	0.442125
LRP11	-0.471
CDKL1	0.024
SMEK2	0.34025
PRODH2	-3.68366666666667
C11orf54	-0.504833333333333
SFRS11	0.0425
IL7	0.1945
ALS2CR16	1.6305
BTG3	-1.93683333333333
PAK2	-0.272333333333333
RP11-679B17.1	0.201
GATA4	-1.93
ATP2B1	-0.21525
LOC130940	0.521
C1orf172	1.3025
ATF7IP2	0.041
SLC25A43	0.3265
CENTG3	0.110666666666667
IGF2BP1	-4.2337
FCHSD1	0.2645
CAMK2N2	0.9945
ELAVL3	-0.1149
NBPF15	0.529666666666667
UBE2J2	-0.53925
GNL2	-0.838
PRR3	-0.1197
NLF2	0.80625
OR4F6	0.2855
KLHL24	1.026
CCDC88A	-0.9055
SGPP1	-0.661333333333333
C10orf11	0.624166666666667
SLC35B4	-1.33283333333333
UGT3A2	2.11
ARNT2	3.2323
CBR1	-1.695875
ITPR3	-1.1475
TRAPPC6B	-0.3372
AMZ1	1.065
ARP11	1.49675
WDSUB1	0.196
APBA1	0.503333333333333
RAB2A	0.6975
C6orf162	-0.461125
HPSE2	0.21775
PLCE1	-1.36075
INSL3	0.5645
DLG1	-0.7165
PTPLA	-2.28775
PIGX	-0.07875
TFIP11	0.538666666666667
FIBIN	2.841
POLR2G	-0.62875
GRAP2	-0.9356
DNAJB8	-0.07525
CNBP	0.462833333333333
WASF1	-2.74075
INPP5E	-0.9315
HSPB1	0.6816875
TMEM167	-0.4065
CUBN	0.02225
IGF1	3.7994375
ITPK1	0.3491
NAALAD2	-0.6035
G3BP1	-0.4214
NT5DC1	0.6415
CYP39A1	-0.1285
TMEM139	-0.590916666666667
POLK	-0.3696
GLULD1	0.15525
RBM15	-0.0136666666666667
AMZ2	-0.1175
GDF15	-2.69266666666667
MESDC2	0.02625
INCA	1.13783333333333
ACY1L2	-2.429
GZMM	0.566166666666667
PAIP1	0.37175
CACNA2D1	-0.0115
STK32C	-0.552833333333333
SH3BP4	1.32083333333333
DEC1	0.9465
PADI1	0.2405
UBB	0.3365
PON3	3.94266666666667
PROP1	0.2265
ANKRD13B	-1.019
ADCK1	-0.18675
TCF25	0.372333333333333
SLC38A5	-3.0435
CXorf26	0.0715
C19orf39	0.25575
PPP1R13B	0.39775
ARL2	-0.7245
TCL6	0.353
TOP3A	-0.263
SLC16A14	1.057375
FXYD6	1.38083333333333
HIST1H4E	-0.7705
BBC3	0.315736842105263
UNC5A	0.261833333333333
FAM86C	-0.3946
PI4KB	0.766875
B3GAT1	-4.07225
SUSD2	1.12066666666667
OAZ2	0.0961666666666667
NOC4L	-0.31025
C10orf12	-0.30175
FADS1	-3.24516666666667
LOC144097	-0.71275
DKK2	1.54
KIAA1949	0.6425
RHOT1	0.0814
OXT	0.793333333333333
GPR153	0.93425
ARL4A	-1.65283333333333
SAAL1	-0.402
CCDC64	-0.35
USE1	-0.272833333333333
HNMT	0.7665
PCGF3	-0.1824375
CYP2C19	0.164
C20orf4	0.2615
CCDC11	1.0735
ACSBG2	-0.081
RWDD2A	1.29825
PALLD	2.325875
CPLX4	-0.1315
LOC492311	0.9325
KPNA2	-2.034
MACROD1	-0.5118
TMCO3	-0.198666666666667
C15orf52	-0.7135
BIRC5	-3.14533333333333
PRR16	-0.193666666666667
FAM63B	0.0385
KATNB1	-0.634833333333333
WNT8B	0.431
CPLX3	0.0155
GHR	2.38125
CCDC124	-1.12875
BCLAF1	-0.13675
