Hybridization REF	TCGA-BH-A0BA-11A-22R-A089-07
ZNF230	-1.025
MSN	-0.754230769230769
SLC9A5	-1.334
EPDR1	-0.074
MUSK	-0.0286
ZNF434	-0.0203333333333333
SMARCD1	-0.782166666666667
ZFP106	1.2855
ZNF347	-0.1807
GTF2E1	-0.72725
RY1	-0.579333333333333
ATAD2B	0.127
ARHGAP17	-0.354
KCNIP3	-0.0365
SFPQ	-0.724625
GFRA4	1.59283333333333
AKR1B10	-3.25975
TIGD6	-0.210833333333333
RGS16	1.722375
URB1	-0.994
OR4C46	0.7264
TOP3B	-0.0745
NFATC4	1.0445
CA14	-3.61275
BMPR1A	-0.259333333333333
SNRP70	-1.828125
PRL	0.92275
C6orf130	-0.73675
STAG2	0.28575
CD55	-1.24114285714286
RPS23	0.757833333333333
SSX2	-0.3215
FDPSL2A	-0.9755
FBXO27	-0.0102499999999999
SYNGR3	-1.76916666666667
TMSL3	1.40725
EML1	-0.5255
NUP93	-1.1655
SMAD3	-0.0106
KIAA1189	0.5286
HNRPUL2	-0.9825
TBC1D12	-0.00183333333333339
C16orf24	0.585
MRVI1	0.15775
ZNF581	0.215666666666667
ELOVL3	-0.327
OR51Q1	0.73625
CACNB3	-0.139166666666667
GALNT13	-0.8865
C10orf84	0.7178125
NEDD4	-0.1058
SPO11	2.067
OR5AU1	-0.898
NEK4	-0.103857142857143
PRKAR2A	-0.857166666666667
IHPK1	0.151166666666667
ATP6V0B	-0.237875
CACNA1E	4.189
CEACAM8	0.105
PEX14	0.16
FLJ12993	-0.018
ZBTB38	0.0493333333333332
PCTK2	-0.325
LRRC16	0.2446
FBLIM1	0.6885
FYCO1	1.69875
RP5-1022P6.2	-0.122166666666667
CMTM1	-0.844333333333333
PLTP	2.52483333333333
RAPH1	0.5405
DOCK8	0.956375
EZH2	-2.7484
SLC25A1	0.0186666666666667
PLEKHB1	0.9926
GRB7	0.99
ZFP37	-1.11033333333333
MRPL33	-0.4165
PELO	-0.568
ARMC1	-0.760363636363636
C9orf27	0.157833333333333
FLJ25778	-0.4205
C9orf37	-0.817166666666667
TMEM66	-0.153
SPRN	-0.345166666666667
HBEGF	1.071125
PI4KA	-1.0405
LEPRE1	-1.30975
POU2AF1	0.926
MRPL12	-0.529833333333333
REP15	-1.53
ZC3H3	-2.243
RASAL1	-0.21
DDAH1	1.214
ACBD5	-0.29525
TMC2	0.6635
CCDC137	-1.62825
SAMD13	0.283833333333333
UGT2B15	-0.371166666666667
TIPARP	1.8825
DNASE1L3	4.2995
TRIM72	-0.162
DBX2	-0.31925
IPO8	-0.62825
C21orf88	-0.3616
MAP3K14	0.566
LOC51233	0.296333333333333
GGTLA4	-0.046
PDE6D	-0.8645
ZNF117	-0.84725
CLK2	-1.05675
NKRF	-0.73925
TNFSF15	-0.039
DUSP2	0.64175
SECISBP2	-0.1604
GABRR2	0.892
PPAP2C	2.31625
LOC51145	-0.544
PAG1	0.0795
PIK3C3	-0.07075
GNG10	-0.5955
APOL4	0.7928
ANKRD28	-1.34
STMN3	-0.8979
RAB14	0.8336
CDK2AP2	-0.36025
HDDC3	-0.416
COMMD7	-0.182875
CXXC1	-0.30175
HMCN1	0.223
CD40	1.40025
DYNC1LI2	-0.0415625
GDI1	-0.647
LOC646938	-0.6025
VSNL1	0.115333333333333
PIH1D1	-0.841333333333333
RAET1G	-1.806
KRTAP5-9	0.023
EFTUD2	-0.58425
ZNF311	-1.36583333333333
ATP6V1G3	0.144
OR2W3	-0.40025
SCN4A	0.647
MED10	-1.354
FAM135A	0.1464
ARHGAP4	-0.7145
EHMT2	-0.9995
UFD1L	-0.6455
ERMP1	-1.1445
MAG1	-0.515
THAP8	0.215666666666667
HACE1	-0.184333333333333
FAM82C	-0.0325
C3orf20	0.381
UNC84A	-0.131333333333333
SCD5	-0.00830769230769235
LASS6	-0.163625
LSG1	-0.743666666666667
MAL	-3.73525
GPR22	0.841
WDR5B	0.59825
ACTRT1	0.225
C17orf60	-0.7442
GRIN2C	0.9878
ARMC8	-0.256166666666667
SLC47A1	-0.845666666666667
DMPK	-0.14025
DHRS13	-0.981833333333333
SMC1A	-1.06066666666667
KRTAP17-1	0.2035
SMYD5	-0.958
TUSC2	0.35975
CRHR2	0.029
KIR3DL2	0.7285
CCDC104	-0.0145
ATP2C1	0.306375
CROT	-0.323
PABPC3	-1.10983333333333
EGR1	4.53
THSD1	1.85775
KHK	-1.112
SLC12A2	1.480375
CD58	-0.97825
STOX2	0.626
CCDC76	-0.5447
CCDC48	2.8925
DNAH1	-0.312333333333333
ZIC4	0.0934285714285714
OR1G1	0.2535
PSMC6	-0.863166666666667
PROKR1	-0.0115
ABCB1	0.396625
TRAT1	-1.85875
LLGL1	-2.232
MTF1	1.928
USP54	0.739375
PAGE2B	-0.8525
ITGB7	-2.9485
CCDC81	-0.153
LOC149837	-1.479
SCUBE1	-0.175
ZSCAN10	4.05
HUWE1	-0.784428571428571
CDH17	0.838
CD180	0.41425
IL17A	-0.103
TMPO	-1.2615
KIAA1524	-1.761
HDGFRP3	-0.249166666666667
OXCT1	-0.0923636363636364
RRAS2	0.261
LTBP2	2.9488125
SV2B	3.49466666666667
CYP2A6	0.697
PKD1L2	-0.5545
PPM1M	0.5815
FLJ22662	2.5605
ZNF502	2.2525
GP6	-0.2485
CRYBA2	-1.42933333333333
LEF1	-2.80055555555556
CTPS	-3.03542857142857
EYA1	-2.4804
EPS8L1	0.18975
MAPK14	-1.19925
SERPINB2	-3.4715
GTF2F2	-0.331166666666667
ZNHIT4	-1.152
PLA1A	-0.607125
C20orf114	1.856
HPR	-4.2565
C18orf2	-1.038
SATB2	-1.95525
KCNJ9	0.309428571428571
MGC157906	0.31
MOCS3	-0.8455
C17orf71	-0.630666666666667
PPHLN1	-0.4373
HIST1H2BN	-0.841714285714286
RAPGEF1	-1.19875
MAP3K8	1.2045
DLG4	0.6215
STC1	0.57625
CDGAP	-1.1125
DDX26B	-0.25675
LOC150223	-1.92625
CPSF3	-1.1885
TMEM14A	-0.10075
MYH3	-0.73275
GPKOW	-0.32525
SULT1A1	-0.2305
SPON1	3.9013
YY1AP1	-0.221
RAB23	-0.5185
PLA2G4A	-0.63075
MAPRE3	0.551
ZNF516	0.678
GGPS1	0.33975
EXOC3L2	0.86175
C19orf42	0.2455
MAP2K2	-0.157333333333333
HIST1H2BB	-1.52125
RNF19B	-1.40816666666667
C6orf128	-1.6422
TLR8	0.84875
PCDHA9	1.604
CARS2	-0.252
CLUL1	0.833666666666667
RHAG	-3.88133333333333
UNK	-0.012
EXOC8	0.9802
C9orf95	1.93275
C14orf143	-0.103333333333333
MAML3	0.704142857142857
LDHA	-3.04075
MRPL20	0.400875
KLHDC6	0.87475
ATP5S	0.0803333333333333
C8orf55	0.302
PHF19	-2.016375
KRTAP13-4	-1.2525
TTC5	-0.27125
XKR5	-0.52575
SILV	-4.403
TEX28	0.1855
TCTN1	0.77825
CX40.1	-0.320333333333333
PPP2R5C	-0.561625
C12orf30	-1.31325
CAPG	1.543
MPZL1	0.5857
ARSB	-1.5265
TDH	0.08875
WASF4	2.4455
TSSK3	0.100333333333333
7A5	-0.964
CRISPLD1	3.2385
MAD1L1	-0.403166666666667
SPIN4	-0.0625
AMPD1	4.965
DPYSL5	1.0055
INPP1	0.783666666666667
ANKRD11	-0.748388888888889
NPAS4	-0.04875
GCET2	0.0621
RNASE9	1.106
GUCY2D	0.301
CCDC98	-0.40975
FGF4	-0.2955
CPM	0.849
SLC26A4	-0.179166666666667
PLD5	0.93875
FAM59A	1.2151
FBXO5	-2.53633333333333
SIPA1L1	-0.228875
DPYS	0.94475
ATG4D	-0.25125
TGM3	-0.063
MTCH1	-0.25825
HK1	-0.176923076923077
CDC26	0.858375
GALNT12	-1.77316666666667
LOC339229	-0.327
MRPL35	-0.38475
ORC4L	-1.006625
TNKS	-0.589071428571429
C2orf24	0.028
ZNF553	-0.379833333333333
GGTLA1	3.8342
ZNF497	0.43125
CDY1B	0.599333333333333
SLC30A4	-0.810666666666667
TUB	-0.030375
ARHGEF18	-0.1555
ARRB1	0.18075
KCNK1	-0.5525
EREG	-1.282
SCAMP5	-0.59225
RUNDC3B	2.219
ADAMTS20	0.106333333333333
IL17RB	-0.444375
FLJ20323	-0.60275
MCAM	1.66025
POLR3E	-1.8942
AQR	-0.0668333333333333
IPMK	0.0735
CDCA7	-3.7975
CAMP	-1.56325
GRHL3	-0.869
ADAMTSL2	0.013
CLMN	2.45783333333333
SSTR3	0.171
MAGEA5	-1.51
OVOL2	3.5485
JMJD1B	0.5365
RBL2	0.0303
PYGO2	0.55825
PPP1R10	0.366166666666667
CSE1L	-1.46683333333333
LCA5	2.08225
RDH16	-0.286
ASRGL1	-2.144125
TOM1	0.4875
PTX3	-1.87225
TTC15	-0.0635
SCGB3A1	4.97816666666667
MRPL50	-0.732
RCAN3	-0.1385
SLC26A11	0.1705
STYX	-0.625166666666667
CINP	-0.32325
MARCH7	-0.59575
PFKM	-0.504
SGMS1	1.506
RIOK3	-0.7966
C1orf110	0.931
CES7	-0.1295
LOC440248	-1.6725
PPP1R12C	0.3775
C10orf27	-0.675
ATG9A	-0.55925
MRPS26	0.043375
TMEM40	0.633
ELP3	-0.3508
ZNF787	1.2912
HIAT1	-0.4355
C8orf34	1.10733333333333
MGC4655	-0.1785
PELI1	1.30316666666667
PPT1	-0.6269
SLC35C2	-0.580333333333333
C6orf125	-1.62525
MUC4	-0.978833333333334
RFC4	-2.45814285714286
GNB2	-0.412333333333333
NUP50	-0.673692307692308
SULT4A1	-1.37966666666667
C7	3.38075
CCDC130	0.461333333333333
ARRDC4	0.456
RQCD1	-1.7545
GLYCTK	-1.45875
AYTL2	-1.96072727272727
MTUS1	0.8605
LEMD3	0.258333333333333
PLEKHF2	1.5435
HOXA7	1.77671428571429
GTF3C2	-0.622
DYNLRB2	3.5905
CNOT10	-0.517
MR1	-0.544333333333333
FFAR1	-0.27675
PRIC285	0.13275
SLITRK6	3.50425
LIX1	-0.839375
UBE1L2	-0.799583333333333
F8	1.413875
ACHE	0.354333333333333
KPNA5	-0.107
TNFRSF12A	-2.80116666666667
EGR3	4.246
SERPIND1	-3.70633333333333
OASL	0.40775
IFRD1	-1.46325
WDFY1	-0.597666666666667
ZNF267	-0.830875
ACCN5	0.8625
ZBTB6	-2.6085
PPP1R3A	-0.083
PRRT3	0.18525
FBXL19	-0.7075
TXNIP	2.5275
ACTN2	-1.188
ATG9B	-0.195
C9orf117	0.1195
IL27	1.864
RPL36AL	-0.0631666666666667
KLK15	0.494333333333333
CHAD	1.179
RAP2B	-0.0265
HEBP2	1.46175
ZNF342	-0.651
CAMK2G	-0.6245
TLR3	2.27825
FGF14	0.54925
HMGB2	-2.64057142857143
TRPM5	-0.085
OR5M11	-0.0955
KIF3B	-0.372210526315789
PRICKLE2	2.10125
MTMR9	0.5115
C3orf27	0.2125
GLRA3	-1.773
NSDHL	-0.5655
TMEM32	0.57675
POLR2D	-1.6073
MYADML	0.071
C9orf114	-1.02375
MRGPRX1	-0.307
TOPORS	0.537
CLDN19	0.84175
C1QL4	0.899
RNF165	0.6405
DHRS9	0.29725
DNAH2	-0.540166666666667
FXR1	-0.984166666666667
ZMYM3	-1.04575
CASP3	-0.349666666666667
FAM120C	0.97075
SCLY	-1.3765
CA7	-0.4065
ENTPD5	0.0231666666666667
ZNF461	-0.50875
PDIA5	-0.94325
C1orf19	-0.888666666666667
TMEM67	0.08675
KCTD20	-1.0715
WDR47	1.1515
FLJ38723	1.244
KLRF1	0.3715
TAS2R16	-0.071
CLDN12	-0.48575
PRKCE	0.136666666666667
UBXD4	-1.46125
ITGAM	2.22433333333333
GLT8D3	-1.287625
WDR31	0.235111111111111
RGS2	2.81675
OR51L1	0.3345
MST1R	-1.04625
KIAA1737	0.84425
OR4A5	1.034
GLIS1	-1.25633333333333
PTMA	-0.216
NAPA	0.149
PRDM11	0.06075
LIPF	1.451
DIRAS3	1.37425
ASGR2	-3.7895
C1QTNF4	0.54
PIK3R4	-0.138
ARMC3	0.616
NDUFV3	-0.506833333333333
BTBD3	-0.609833333333333
PPP1R2	-0.42375
UBE2NL	-1.95775
FOSL2	0.504428571428572
FAM119A	-1.786
TUBA4A	-0.7147
KRTAP12-1	0.25
SFRS2	-1.41825
RHPN1	-0.9108
EEF2	-0.985166666666667
ZDHHC11	-0.7845
EPHA3	-0.5915
RBM12	0.473
H2AFJ	0.229083333333333
EDIL3	1.058
KIF26A	-0.559
SERGEF	0.26625
B3GALT4	2.64825
LOC90925	0.260666666666667
OSCAR	-0.78575
NPFF	0.045625
DEDD	0.352125
TMEM155	-0.910285714285714
PTPN1	0.34275
SCYL2	-0.256666666666667
SKAP1	1.8365
LEAP2	-1.95466666666667
GADD45G	0.4938
IFITM3	1.69828571428571
PILRB	-1.63216666666667
SLU7	0.38475
DSC3	1.26
DNMT3L	-0.04225
PAPD5	-0.020125
B3GNT3	0.562333333333333
LHCGR	0.708
MSL-1	-1.85875
UBE2S	-2.287
SAP130	-0.04725
ANAPC11	-0.11975
MAGED4B	-1.0635
ATP6V1B2	-0.0708333333333334
C14orf179	0.936
CAPZA1	-1.008125
CDYL2	-1.59066666666667
GLRX3	-1.01266666666667
LOC136288	-0.0536666666666667
MOBKL1A	0.2815
HTR2B	2.19575
CRYGD	0.261
NUS1	-1.56316666666667
PGRMC1	-0.557
MYOM2	0.7165
FLJ39653	-1.85233333333333
CHM	-0.218555555555556
OR5M8	0.4445
ZNF619	0.076
FAM105A	0.4245
CCNL1	-0.7455
NAP1L3	1.03425
C10orf57	1.28
B3GALNT1	-0.177
CSN1S2A	0.4805
TCP10L	-1.33625
GDAP2	-0.866625
DMKN	0.3555
COX6B1	0.838
DNASE2	-0.7395
MSH5	-1.9865
LGMN	-0.1525
USP31	0.7473
OR13C8	0.427
SDCBP	0.5147
NUDT11	-0.7975
PYGL	-0.117
SNPH	-1.6385
B3GNT4	-1.4245
MIZF	-1.0083
NUBPL	0.115875
NOD1	-0.385166666666667
CDH22	1.231375
NUBP1	-0.373333333333333
DSCAM	-2.94975
DGKI	0.22
FAM136A	-1.1335
AKAP1	0.244833333333333
SLC16A6	-2.25466666666667
RIN3	0.928
PSG2	-1.29866666666667
DIP2B	0.0529166666666667
PSORS1C1	0.2007
KIAA0495	-1.229
FLJ90709	-0.927833333333333
LPA	0.111
PIGA	-0.983666666666666
LY75	4.466
UTS2	-3.782
RREB1	-0.538714285714286
GALNACT-2	-0.686
MGC3196	-0.24225
FLJ31568	-1.36875
LPHN1	-0.6125
SP1	-0.237375
TOX4	0.273333333333333
HSPA9	-0.7501
APOBEC1	0.6065
SLC35E4	-0.904
LSM5	-0.48975
SURF1	0.36375
ZBTB1	-0.16925
GTF2F1	-0.11675
RPS15A	0.915642857142857
DUSP21	0.501
GINS4	-2.05033333333333
MYO15A	0.143833333333333
GIMAP7	3.3985
MGC13379	1.7885
ATP6V1E2	-0.182666666666667
UTP3	-0.01075
HNRPA3	-0.393125
MT4	0.228
C14orf155	-0.165666666666667
U1SNRNPBP	0.148
CKLF	-0.7735
PLEKHN1	-0.4765
MBNL1	0.165333333333333
NUP160	-1.41825
ACSM2A	-1.63866666666667
LOC129881	0.13375
KIAA1529	-0.8195
FLJ22639	-1.91225
HAND1	-1.519
GSX1	0.1055
FGA	-1.95878571428571
SERPINB1	0.16375
ZNF642	-0.722333333333333
IGFBP1	-4.795625
SLC1A1	-0.35275
DHX57	-0.685
ZNF766	0.33
PTPN21	0.5724
GDPD3	-1.36316666666667
PNPLA5	-1.244
TBR1	0.129
FAM116A	1.0595
IQGAP1	0.104
FOS	3.686875
ZNF226	0.06875
FIGNL1	-0.779333333333333
C14orf1	-0.505833333333333
ZMYND17	-0.039
PUS7	-2.043
TUBB6	-0.30075
KCNQ2	-1.76975
MARCH6	-0.275
CCDC33	0.7855
PRODH	-1.6285
RBM11	0.013
EPHA6	0.7705
SLC43A1	-0.16175
LOC196541	0.493285714285714
NTN1	1.78908333333333
ING4	0.31625
PCDHB10	0.74875
DPH2	-1.44166666666667
SPACA4	0.667
FBXL21	-0.85
DIAPH1	-0.930333333333333
ZNF71	-0.032
CEP76	-1.2575
CORO1A	-0.50225
RRM2	-4.978375
EDG4	0.3925
OS9	-0.374
SLC4A1AP	-0.83175
COG5	-0.804666666666667
COPS8	-0.5785
NGLY1	-0.921
NCBP2	-0.90525
C17orf42	-0.505166666666667
GPSM3	2.056625
SIL1	0.9735
ASB6	-0.569
SMAD5OS	-0.409333333333333
UNC93A	-2.87333333333333
A1BG	-0.0133333333333333
C21orf62	1.44866666666667
FMO5	-0.218416666666667
ATRIP	-0.321666666666667
CEBPG	-0.225
C7orf38	-0.465833333333333
TNFRSF1B	0.764833333333333
CLEC1A	1.105
IQSEC1	-0.258875
PATZ1	0.1206
RBM22	0.098625
BAG2	-1.55683333333333
PAQR5	-1.764
C9orf127	0.6896
THNSL1	-0.4315
SHROOM3	2.5071
JAM2	2.81975
SNRPN	-1.08375
ALX4	0.324
CACNA1S	-0.437
FAM130A1	0.000749999999999997
CORIN	-0.348
CD300LB	0.1525
PLEKHG6	0.4825
LRRC40	-0.416
PCLKC	-1.9495
PCDHB16	2.55116666666667
WNT2B	-0.0571666666666667
ASNS	-2.62111111111111
MRPL49	-0.763125
FLJ46111	-1.87725
ISG20	0.714625
SMU1	0.047
CASZ1	-0.7995
POLR1D	-0.74075
GIN1	0.32975
SNAG1	0.3012
ANKRD29	-0.00899999999999998
CDKN2AIP	0.362
KRR1	-0.0135
CXCL1	-0.552666666666667
EPM2A	-1.0512
PC	1.38316666666667
DEFB127	null
PDZRN4	0.887833333333333
FAH	1.223
OR51E1	0.724
CDC2L6	-0.8425
DNTTIP1	-0.7635
PAX8	0.1845
TMEM116	0.2165
C1orf150	0.0385
PRO2012	0.316
MRPL40	-0.237333333333333
BEX1	-2.548
SLC2A4	2.30716666666667
PKMYT1	-3.421
FEZF2	0.907
SLC26A9	-0.0383333333333333
MAP2	0.693727272727273
LYL1	0.06625
SLC25A19	-0.899
NOS3	0.6925
ZNF34	-0.3805
TMPRSS11F	-0.449
FAM43A	0.76525
FCRL4	0.456833333333333
KLF14	-0.00574999999999999
FLRT2	2.09516666666667
WRN	-1.45275
SDF2	0.144
KRT8P12	-1.95366666666667
C6orf195	-0.313
C9orf125	0.697666666666667
DZIP3	-0.201125
RIT1	-0.198333333333333
SCML1	-0.819666666666667
RHBDF2	0.076125
OR2G3	0.761
REXO1L1	1.52
MAP3K7IP3	-0.903375
C3orf57	-4.7245
FBXW11	-0.624
ETAA1	-0.77925
C14orf131	-0.7141
AKT1S1	-0.809
SLC12A5	-0.57225
C9orf164	-0.74025
NRIP3	-0.572857142857143
NOS1AP	0.20425
TMEM121	1.00525
SAP30BP	-0.3321
DGCR6	0.93175
WDR76	-1.5185
FAM82B	-0.69575
LOC606495	-0.5055
MAP9	1.12672727272727
BCDIN3D	0.95375
CXorf36	2.51566666666667
DSCR3	-0.5741
ZFAND3	-1.078875
C7orf43	0.0671666666666667
SPSB3	0.7782
C19orf19	0.32375
FAM133A	-2.00375
C12orf25	-0.376
SLC39A3	-0.709125
DISP2	0.06175
PI4KAP2	-1.6455
MKRN3	-2.18833333333333
ADAMTS13	-0.37525
CBLN3	-0.5561
TTYH1	2.49416666666667
C3orf18	1.374
FLJ13236	-1.8235
ZMYND12	2.353
C18orf25	-0.208125
GLB1L3	-0.9315
ATP13A5	0.014
RANBP10	-0.02975
CD96	-0.7543
DENND1C	0.4985
RBMS3	2.6804
SLC41A3	1.37616666666667
DGCR6L	0.748
TMEM128	1.2375
CSNK1G3	0.474928571428571
MOBKL2C	1.10425
TSPAN6	0.653375
MATN2	2.0603
MSL2L1	0.271166666666667
ST6GALNAC2	0.0701666666666667
FGFBP2	1.43925
FGL1	-2.699
MPP3	-1.1675
ARHGEF6	0.802
TGFBR2	1.52925
ACMSD	0.5875
IL33	5.54075
C9orf5	-0.00590909090909088
DEAF1	0.3512
AMN	1.6965
DEFA6	-0.278571428571429
RNF212	-1.246
METT5D1	-0.214666666666667
CIB1	0.0511
TSSK1B	-0.15475
KIAA1727	-0.83825
ZNF680	-0.36775
LOC399900	-1.6125
LOC152217	-0.0506666666666666
CTNNAL1	-1.911
CIT	-2.49666666666667
TLE6	0.15575
ZNF607	-0.917
HERC4	-1.39016666666667
DRAP1	-0.7652
PEMT	0.4575
C10orf111	-0.543
ZNF575	2.700625
KCTD7	0.203333333333333
MYO1F	0.58675
LOC285382	-0.16675
RAB11A	0.0614
PLCD3	-0.39675
C15orf28	0.3975
PTBP2	-0.442625
CTB-1048E9.5	-0.79675
C19orf60	0.488
C7orf25	-0.382333333333333
SETD7	0.94
HOXB9	-3.2385
VANGL1	-0.6883125
CHAF1B	-2.346
NDUFA3	0.496
KIAA1328	-0.515166666666667
SHARPIN	-0.433125
TTC23	-0.08925
UGP2	0.851166666666667
ANKIB1	-0.7282
CIRBP	1.48528571428571
SEC14L4	-1.57683333333333
OVCH1	0.2084
VPS52	-0.7425
FAT	0.429
M6PRBP1	-1.067
GPRIN3	0.2945
PPM1F	-0.928666666666667
TSR1	-1.41225
CCDC85A	1.67675
PCSK5	2.89375
ZFHX3	0.683
HEMK1	-1.2008
PGBD2	0.069
RSRC2	-0.640333333333333
AURKC	-0.422833333333333
SCRIB	-0.4465
ORM2	-4.142
FAM115A	-1.1502
FZD6	-0.281875
UNC119	-0.107666666666667
GPX3	1.5438
NOV	0.33
CABC1	0.760625
CDC42SE2	-0.1465
EIF2S2	-1.1066
RNF130	0.593125
CKAP5	-1.74933333333333
RP11-413M3.2	1.888
C10orf18	-0.3215
TMEM93	-0.65425
DYX1C1	0.7345
KCNMB2	0.136375
ANK3	0.97275
KRT5	2.944
CDH12	-0.328333333333333
QRSL1	-1.0915
JUB	-0.384
SHC4	0.115125
CCL15	2.73566666666667
CCDC22	0.3835
SNX24	-0.74025
RARS	-0.5095
MORC2	0.03325
FAM48A	-0.5335
MT1H	1.617
PPP1R14C	-0.876666666666667
FOXD1	-1.40515384615385
C1orf213	0.10375
AMT	-0.7669
DSN1	-2.90075
PTPLAD2	1.0375
DIS3L	-1.50275
RASL11A	2.1185
GPRC5B	0.57275
FRMD7	0.611
STRN4	-0.43125
KITLG	0.585
HDGF	-1.752
OR1S1	-0.257
SETX	0.162222222222222
DDR2	2.196875
KCTD12	3.66675
LYZL2	0.0395
WDR52	-0.675
TMEM2	-0.1665
ZNF579	2.5275
LOC200810	-0.3715
TNFSF9	-2.46625
PPFIA4	-3.71933333333333
CNIH3	-0.647333333333333
MAP4K4	-1.89121428571429
ROD1	-0.00884615384615385
ALS2CR12	-0.785
DOCK3	-0.128666666666667
PAQR9	-1.59375
ASB17	1.07975
STX16	-1.73475
FEZ2	0.9425
DLAT	-0.089
KIF21B	-1.50216666666667
CDC5L	-1.317
TMEM119	0.200166666666667
CRIP3	-0.682
TPSD1	0.1564
TEPP	0.7805
GNGT2	-0.04675
C21orf121	-0.629333333333333
WNK1	-0.66925
FLJ10490	1.9252
OR51B5	-0.8435
LOC203547	-0.42525
HAS1	-0.1305
PPA1	-0.101833333333333
ST7	-1.314
C11orf46	-0.4867
POPDC3	-2.4372
ACOX2	1.64883333333333
ATCAY	0.531833333333333
TM4SF19	-2.4695
MFSD9	-0.444333333333333
PDHB	-0.39525
ERN1	-0.884
LCE3C	0.113
GPR111	0.858
NOTCH3	2.943
ADAMTS5	6.326
B3GALT1	0.821666666666667
UGCGL1	-2.0555
FAM58A	0.405166666666667
FBXO32	2.87125
CLPP	-0.21375
NXPH1	-0.38225
MTMR3	0.9185
ATP1B3	-0.933
TMEM16A	5.056875
HIST1H3F	-0.837
TRIM25	-0.868166666666667
SDCBP2	0.665
CRKL	-0.941285714285714
HOXB2	-0.00116666666666669
ANP32B	-1.230625
GATM	4.216
AP4E1	-0.481
EDG5	0.0385
CDKN3	-3.4145
CDH4	-0.585
PGD	-0.969333333333333
RND1	-1.7035
GAD1	-1.548
MPG	0.34475
LOC440350	-0.489
ZNF133	0.937
SERPINB12	-0.045
AMELY	0.1058
DHX36	-0.75925
TNFAIP8L2	1.64716666666667
PHTF2	-0.780176470588235
CCDC112	-1.18533333333333
IQCC	-2.23875
HEYL	3.5235
FTSJ2	-1.319
APPL1	0.771375
RAB43	0.544928571428571
OR10G2	-0.2535
WAC	0.1085
ADCY9	-0.584625
RUNDC2B	0.135833333333333
PYCRL	-0.4003
AGPAT7	-0.573
SLC22A9	-0.631
CDKAL1	-2.7375
PDYN	-0.601833333333333
C20orf74	0.6205
MTMR11	0.97
VAV3	1.76025
DAPL1	4.64525
STXBP3	0.53325
EIF3G	0.603
ARHGAP22	-1.04125
NPFFR1	-0.9615
NPC1	-0.655833333333333
ALDH9A1	1.61616666666667
ZNF600	-1.149375
ZNF678	-0.686
RASSF1	-0.183083333333333
ADD2	-1.29275
PITPNB	-0.388
PKD2L2	0.6685
LRP11	-0.83625
CDKL1	-0.40925
SMEK2	-0.18325
PRODH2	-1.78883333333333
C11orf54	0.103333333333333
SFRS11	-0.703333333333333
IL7	0.0563333333333333
ALS2CR16	2.9465
BTG3	-0.999666666666667
PAK2	-0.588388888888889
RP11-679B17.1	0.653
GATA4	-1.51375
ATP2B1	-0.8255
LOC130940	0.5815
C1orf172	2.5715
ATF7IP2	-1.25025
SLC25A43	-0.3962
CENTG3	0.720166666666667
IGF2BP1	-2.876
FCHSD1	-1.1545
CAMK2N2	3.40233333333333
ELAVL3	0.110285714285714
NBPF15	-1.04666666666667
UBE2J2	-0.738545454545455
GNL2	-2.1585
PRR3	-0.5808
NLF2	3.0425
OR4F6	-0.309
KLHL24	0.787
CCDC88A	-1.27133333333333
SGPP1	-0.2335
C10orf11	0.743666666666667
SLC35B4	-1.44833333333333
UGT3A2	-0.993
ARNT2	-0.1037
CBR1	0.2805
ITPR3	-1.31983333333333
TRAPPC6B	-1.1879
AMZ1	-0.5365
ARP11	0.65925
WDSUB1	0.26
APBA1	0.788666666666667
RAB2A	0.0398
C6orf162	-0.25575
HPSE2	2.26033333333333
PLCE1	0.442
INSL3	2.14966666666667
DLG1	-0.4819
PTPLA	-2.12825
PIGX	-1.068375
TFIP11	0.0453333333333333
FIBIN	3.682
POLR2G	-0.572
GRAP2	-1.89111111111111
DNAJB8	-0.6915
CNBP	0.146166666666667
WASF1	-0.3935
INPP5E	-1.3396
HSPB1	-0.141125
TMEM167	-0.1627
CUBN	0.05775
IGF1	5.8098125
ITPK1	0.1204
NAALAD2	-0.267375
G3BP1	0.3625
NT5DC1	0.363125
CYP39A1	0.317
TMEM139	1.83683333333333
POLK	-0.6244
GLULD1	-0.759
RBM15	-1.36225
AMZ2	0.18725
GDF15	-2.9325
MESDC2	-0.7435
INCA	0.8528
ACY1L2	0.181
GZMM	-0.091
PAIP1	-0.19625
CACNA2D1	0.390333333333333
STK32C	-2.42366666666667
SH3BP4	0.375333333333333
DEC1	-0.9935
PADI1	0.1405
UBB	0.6204
PON3	0.379166666666667
PROP1	1.1185
ANKRD13B	-1.6405
ADCK1	-0.7005
TCF25	0.231916666666667
SLC38A5	-2.5365
CXorf26	-0.892666666666667
C19orf39	0.077
PPP1R13B	-0.04775
ARL2	-0.207
TCL6	0.243333333333333
TOP3A	-0.8815
SLC16A14	0.419142857142857
FXYD6	3.60066666666667
HIST1H4E	0.507666666666667
BBC3	0.495473684210526
UNC5A	0.131333333333333
FAM86C	-0.5836
PI4KB	0.090375
B3GAT1	-3.3445
SUSD2	0.724833333333333
OAZ2	-1.06783333333333
NOC4L	-0.66175
C10orf12	-0.850333333333333
FADS1	-0.6655
LOC144097	-1.72725
DKK2	0.81
KIAA1949	0.156
RHOT1	-0.8752
OXT	1.11966666666667
