Hybridization REF	TCGA-AN-A0FD-01A-11R-A034-07
SLC9A5	-1.468
EPDR1	-1.0318
MUSK	0.717333333333333
ZNF434	-0.326833333333333
SMARCD1	-0.6465
ZFP106	-1.73675
ZNF347	0.0852
GTF2E1	0.58925
RY1	0.234166666666667
ATAD2B	0.469375
ARHGAP17	-0.1406
KCNIP3	-0.08025
SFPQ	0.35625
GFRA4	0.444166666666667
AKR1B10	-2.74
TIGD6	-0.0228333333333333
RGS16	2.26225
URB1	-0.665
OR4C46	-0.8245
TOP3B	-0.9065
NFATC4	0.8575
CA14	-4.02
BMPR1A	-0.056
SNRP70	-0.898125
PRL	-0.49775
C6orf130	-0.674
STAG2	-0.0135
CD55	-0.560714285714286
RPS23	0.302833333333333
SSX2	-1.2485
FDPSL2A	-1.01
FBXO27	0.949125
SYNGR3	-0.32
TMSL3	1.53525
EML1	-0.7535
NUP93	-0.823545454545454
SMAD3	-1.3505
KIAA1189	0.275833333333333
HNRPUL2	0.0938333333333333
TBC1D12	-0.0721666666666666
C16orf24	1.5655
MRVI1	3.46216666666667
ZNF581	0.870333333333333
ELOVL3	1.8295
OR51Q1	-1.19
CACNB3	1.30033333333333
GALNT13	-1.35257142857143
C10orf84	1.4835
NEDD4	-1.079
SPO11	2.0135
OR5AU1	0.8565
NEK4	1.02207142857143
PRKAR2A	-0.361333333333333
IHPK1	0.186333333333333
ATP6V0B	0.52225
CACNA1E	1.0975
CEACAM8	0.891166666666667
PEX14	-0.7995
FLJ12993	2.286
ZBTB38	0.240833333333333
PCTK2	0.399833333333333
LRRC16	0.8692
FBLIM1	1.08183333333333
FYCO1	0.63675
RP5-1022P6.2	-1.27633333333333
CMTM1	0.281666666666667
PLTP	0.418666666666667
RAPH1	1.835
DOCK8	-0.50575
EZH2	-1.85166666666667
SLC25A1	-0.807
PLEKHB1	-0.6294
GRB7	0.9984
ZFP37	-2.1165
MRPL33	-0.70875
PELO	0.1845
ARMC1	-0.512363636363636
C9orf27	0.743833333333333
FLJ25778	-0.441
C9orf37	-1.4035
TMEM66	-0.367
SPRN	0.1115
HBEGF	-0.267875
PI4KA	-1.6065
LEPRE1	0.27675
POU2AF1	-1.205375
MRPL12	-0.39
REP15	-1.6175
ZC3H3	0.727
RASAL1	-1.38275
DDAH1	0.9665
ACBD5	0.690375
TMC2	-0.4865
CCDC137	-0.8305
SAMD13	1.849
UGT2B15	-1.1
TIPARP	-0.697
DNASE1L3	-0.763
TRIM72	0.943833333333333
DBX2	1.466
IPO8	0.178
C21orf88	-1.4382
MAP3K14	-0.3835
LOC51233	1.0406
GGTLA4	-1.7175
PDE6D	0.12225
ZNF117	-0.50375
CLK2	-1.2815
NKRF	-0.443
TNFSF15	-1.128
DUSP2	-0.41875
SECISBP2	0.4141
GABRR2	0.1655
PPAP2C	1.974
LOC51145	0.632166666666667
PAG1	-0.4555
PIK3C3	-0.08475
GNG10	0.4585
APOL4	1.95566666666667
ANKRD28	0.485875
STMN3	-0.5636
RAB14	0.2621
CDK2AP2	-0.43475
HDDC3	-0.41625
COMMD7	-0.188375
CXXC1	-0.01975
HMCN1	0.353833333333333
CD40	1.50925
DYNC1LI2	0.5044375
GDI1	0.46975
LOC646938	-0.477
VSNL1	-0.957166666666667
PIH1D1	-0.576833333333333
RAET1G	0.7245
KRTAP5-9	0.115
EFTUD2	-0.658
ZNF311	-0.654333333333333
ATP6V1G3	0.377
OR2W3	-0.33425
SCN4A	0.16425
MED10	-1.05325
FAM135A	-0.3201
ARHGAP4	-2.0145
EHMT2	-0.439125
UFD1L	-0.68825
ERMP1	-0.4955
MAG1	-2.72416666666667
THAP8	0.2965
HACE1	-1.28566666666667
FAM82C	-0.4465
C3orf20	0.3035
UNC84A	-0.792666666666667
SCD5	0.377642857142857
LASS6	2.097875
LSG1	-0.13525
MAL	-5.049
GPR22	-2.351
WDR5B	0.2335
ACTRT1	-0.1315
C17orf60	-0.599
GRIN2C	1.019
ARMC8	-0.545416666666667
SLC47A1	-2.48516666666667
DMPK	0.0915
DHRS13	-0.417666666666667
SMC1A	-1.042
KRTAP17-1	0.388333333333333
SMYD5	-0.3495
TUSC2	0.127875
CRHR2	0.5745
KIR3DL2	1.3115
CCDC104	0.727
ATP2C1	-0.043375
CROT	0.28875
PABPC3	-0.791833333333333
EGR1	-0.787666666666667
THSD1	0.015
KHK	-1.47075
SLC12A2	1.912125
CD58	-1.67975
STOX2	-1.16133333333333
CCDC76	-0.9194
CCDC48	3.98075
DNAH1	-0.6245
ZIC4	-0.312714285714286
OR1G1	-5.1605
PSMC6	-0.593833333333333
PROKR1	0.756
ABCB1	-1.605875
TRAT1	-0.5585
LLGL1	-0.6335
MTF1	0.927
USP54	-0.221875
PAGE2B	-1.802
ITGB7	-3.6135
CCDC81	-0.48
LOC149837	0.299333333333333
SCUBE1	0.207
ZSCAN10	0.9855
HUWE1	0.241428571428572
CDH17	null
CD180	-0.209
IL17A	0.19025
TMPO	-0.887714285714286
KIAA1524	-2.373
HDGFRP3	-0.128166666666667
OXCT1	-1.397
RRAS2	-1.3645
LTBP2	1.6795
SV2B	-1.57933333333333
CYP2A6	4.646
PKD1L2	-0.5955
PPM1M	-0.45925
FLJ22662	0.533666666666667
ZNF502	-0.208
GP6	-0.74
CRYBA2	-2.19875
LEF1	-0.7803
CTPS	-2.18971428571429
EYA1	-3.61483333333333
EPS8L1	-0.20925
MAPK14	-0.503083333333333
SERPINB2	-4.27175
GTF2F2	0.412
ZNHIT4	1.1025
PLA1A	1.96775
C20orf114	3.89225
HPR	-3.784
C18orf2	-2.34583333333333
SATB2	-0.78775
KCNJ9	-0.0175000000000001
MGC157906	-0.3735
MOCS3	-0.51125
C17orf71	1.52666666666667
PPHLN1	-0.2142
HIST1H2BN	-0.407125
RAPGEF1	0.121375
MAP3K8	-0.85375
DLG4	0.603166666666667
STC1	1.14991666666667
CDGAP	1.1995
DDX26B	-2.0575
LOC150223	-1.78275
CPSF3	-0.476833333333333
TMEM14A	-0.2425
MYH3	-3.84125
GPKOW	-0.1545
SULT1A1	-1.00733333333333
SPON1	4.7728
YY1AP1	0.00750000000000001
RAB23	0.767
PLA2G4A	-4.44175
MAPRE3	-0.0863333333333333
ZNF516	0.941642857142857
GGPS1	0.52825
EXOC3L2	-0.7045
C19orf42	0.4539
MAP2K2	-0.0391666666666666
HIST1H2BB	-0.513
RNF19B	1.5895
C6orf128	-0.9205
TLR8	0.569
PCDHA9	1.118
CARS2	0.131875
CLUL1	0.821666666666667
RHAG	-3.65216666666667
UNK	0.2225
EXOC8	0.8201
C9orf95	0.663
C14orf143	0.633166666666667
MAML3	0.80875
LDHA	-2.04375
MRPL20	-0.519875
KLHDC6	-0.234
ATP5S	0.554666666666667
C8orf55	-1.39075
PHF19	-2.3125
KRTAP13-4	0.3975
TTC5	0.076
XKR5	0.343
SILV	-4.0465
TEX28	0.9575
TCTN1	1.06375
CX40.1	0.91675
PPP2R5C	-0.300625
C12orf30	-1.64316666666667
CAPG	2.4225
MPZL1	0.67675
ARSB	-1.25933333333333
TDH	-1.759
WASF4	0.97875
TSSK3	-0.1685
7A5	0.0005
CRISPLD1	3.3045
MAD1L1	0.136
SPIN4	0.0722
AMPD1	0.6995
DPYSL5	0.625
INPP1	-0.542333333333333
ANKRD11	-0.540222222222222
NPAS4	0.457666666666667
GCET2	-1.1897
RNASE9	0.3365
GUCY2D	-0.3346
CCDC98	0.0184999999999999
FGF4	-0.128
CPM	-1.63716666666667
SLC26A4	-2.3226
PLD5	0.266333333333333
FAM59A	-0.7366
FBXO5	-1.471
SIPA1L1	0.1155
DPYS	1.51866666666667
ATG4D	-0.257
TGM3	1.432
MTCH1	-0.682375
HK1	0.336642857142857
CDC26	-0.400875
GALNT12	-3.36583333333333
LOC339229	-0.1355
MRPL35	-0.1665
ORC4L	0.064625
TNKS	-1.34442857142857
C2orf24	0.859833333333333
ZNF553	0.662
GGTLA1	3.1199
ZNF497	1.30225
CDY1B	-0.2065
SLC30A4	0.454
TUB	-1.049625
ARHGEF18	0.11125
ARRB1	1.1195
KCNK1	-1.21425
EREG	-2.41711111111111
SCAMP5	0.06575
RUNDC3B	0.90275
ADAMTS20	-1.888
IL17RB	0.425
FLJ20323	-0.65
MCAM	0.458
POLR3E	-1.86954545454545
AQR	-0.119
IPMK	0.6155
CDCA7	-4.268
CAMP	0.2895
GRHL3	-0.452
ADAMTSL2	1.93
CLMN	1.92666666666667
SSTR3	1.2965
MAGEA5	-1.97466666666667
OVOL2	4.11825
JMJD1B	0.71675
RBL2	0.6437
PYGO2	1.152
PPP1R10	0.546
CSE1L	-1.18883333333333
LCA5	1.146
RDH16	-0.16875
ASRGL1	-2.8575
TOM1	0.00666666666666662
PTX3	-6.19775
TTC15	0.55075
SCGB3A1	1.95933333333333
MRPL50	-1.36675
RCAN3	1.01325
SLC26A11	1.16125
STYX	0.701166666666667
CINP	-0.4295
MARCH7	0.02325
PFKM	-1.4465
SGMS1	0.0768333333333333
RIOK3	-0.6193
C1orf110	1.5255
CES7	0.189428571428571
LOC440248	-3.7475
PPP1R12C	-0.35725
C10orf27	1.183
ATG9A	-0.26025
MRPS26	1.145125
TMEM40	1.168
ELP3	-0.7394
ZNF787	0.9781
HIAT1	-0.004625
C8orf34	1.059
MGC4655	-0.0938
PELI1	-0.246
PPT1	-1.1115
SLC35C2	-0.300666666666667
C6orf125	-0.46525
MUC4	-1.85916666666667
RFC4	-2.25728571428571
GNB2	0.693666666666667
NUP50	-0.156
SULT4A1	-1.6675
C7	-0.0845
CCDC130	0.634833333333333
ARRDC4	0.1965
RQCD1	-0.848
GLYCTK	-1.22925
AYTL2	-1.57136363636364
MTUS1	0.5059
LEMD3	-0.289
PLEKHF2	0.7865
HOXA7	-0.32
GTF3C2	-1.4995
DYNLRB2	4.56275
CNOT10	-0.40575
MR1	-0.031
FFAR1	0.000750000000000056
PRIC285	0.174
SLITRK6	3.8175
LIX1	-1.7819
UBE1L2	-0.877
F8	-0.34025
ACHE	0.5945
KPNA5	0.0185
TNFRSF12A	-1.11466666666667
EGR3	-2.027
SERPIND1	-2.957
OASL	3.14525
IFRD1	-2.01275
WDFY1	0.227166666666667
ZNF267	-0.32075
ACCN5	0.363
ZBTB6	-0.60725
PPP1R3A	0.028
PRRT3	0.66425
FBXL19	0.624
TXNIP	1.54014285714286
ACTN2	1.616
ATG9B	-0.175285714285714
C9orf117	1.31425
IL27	0.94
RPL36AL	0.278333333333333
KLK15	0.3855
CHAD	1.998
RAP2B	0.1818
HEBP2	2.33875
ZNF342	0.633
CAMK2G	0.0283333333333333
TLR3	1.64675
FGF14	-0.27225
HMGB2	-0.641
TRPM5	-0.087
OR5M11	-0.0045
KIF3B	1.06942105263158
PRICKLE2	0.6115
MTMR9	0.2385
C3orf27	0.12625
GLRA3	-1.59725
NSDHL	0.417166666666667
TMEM32	-0.35125
POLR2D	-0.861
MYADML	-0.03
C9orf114	-0.497
MRGPRX1	1.327
TOPORS	0.39775
CLDN19	-1.17125
C1QL4	0.302
RNF165	-0.7015
DHRS9	-0.509
DNAH2	-0.377666666666667
FXR1	-0.771833333333333
ZMYM3	-0.884375
CASP3	0.257
FAM120C	0.0552499999999999
SCLY	-1.0215
CA7	-1.726
ENTPD5	-0.2165
ZNF461	-0.05475
PDIA5	-0.7625
C1orf19	-0.949166666666667
TMEM67	0.17125
KCTD20	-0.081
WDR47	0.708
FLJ38723	2.842
KLRF1	-0.288833333333333
TAS2R16	-0.279
CLDN12	0.09925
PRKCE	1.02125
UBXD4	-0.84975
ITGAM	2.638
GLT8D3	-0.531
WDR31	1.0761
RGS2	-0.704
OR51L1	1.6555
MST1R	-0.07225
KIAA1737	0.04475
OR4A5	1.0155
GLIS1	0.304666666666667
PTMA	0.858857142857143
NAPA	0.11075
PRDM11	0.652
LIPF	0.156
DIRAS3	0.39575
ASGR2	-3.7235
C1QTNF4	1.8605
PIK3R4	-0.170166666666667
ARMC3	2.37033333333333
NDUFV3	-0.134416666666667
BTBD3	-0.577166666666667
PPP1R2	0.8435
UBE2NL	-0.204
FOSL2	1.41064285714286
FAM119A	-1.51283333333333
TUBA4A	-1.3154
KRTAP12-1	0.0945
SFRS2	-1.34875
RHPN1	-0.3181
EEF2	-0.274
ZDHHC11	-1.30716666666667
EPHA3	-1.3595
RBM12	0.06125
H2AFJ	1.27266666666667
EDIL3	3.092
KIF26A	-1.6335
SERGEF	1.122
B3GALT4	2.745
LOC90925	2.19516666666667
OSCAR	0.399125
NPFF	-0.44025
DEDD	0.710875
TMEM155	-0.573
PTPN1	0.52975
SCYL2	0.618333333333333
SKAP1	4.0185
LEAP2	-3.74833333333333
GADD45G	2.486
IFITM3	1.32728571428571
PILRB	-1.91016666666667
SLU7	0.5739375
DSC3	0.099
DNMT3L	-1.4255
PAPD5	0.738375
B3GNT3	-0.252833333333333
LHCGR	1.064
MSL-1	-0.308
UBE2S	-0.912875
SAP130	-0.508
ANAPC11	-0.57675
MAGED4B	-0.764
ATP6V1B2	0.619666666666667
C14orf179	0.739125
CAPZA1	-0.233125
CDYL2	1.30283333333333
GLRX3	-0.706833333333333
LOC136288	-0.38425
MOBKL1A	0.27525
HTR2B	3.215
CRYGD	0.413
NUS1	0.0353333333333333
PGRMC1	-0.7525
MYOM2	-0.54525
FLJ39653	-3.0235
CHM	-0.6777
OR5M8	-2.908
ZNF619	0.5605
FAM105A	0.5995
CCNL1	-1.8585
NAP1L3	0.24575
C10orf57	1.39866666666667
B3GALNT1	1.21516666666667
CSN1S2A	-0.55
TCP10L	0.34675
GDAP2	-0.035875
DMKN	-1.51383333333333
COX6B1	0.37
DNASE2	1.1775
MSH5	-1.98475
LGMN	-0.244125
USP31	-0.7441
OR13C8	-0.15
SDCBP	-0.4187
NUDT11	-1.713
PYGL	1.086
SNPH	1.81583333333333
B3GNT4	-2.147
MIZF	-0.4701
NUBPL	0.048125
NOD1	-0.1825
CDH22	1.13275
NUBP1	0.0338333333333333
DSCAM	-3.5235
DGKI	-2.64
FAM136A	-0.59575
AKAP1	0.770833333333333
SLC16A6	3.17875
RIN3	0.4075
PSG2	-0.6325
DIP2B	0.1565
PSORS1C1	1.2514
KIAA0495	-1.1435
FLJ90709	0.283
LPA	0.0871666666666667
PIGA	-0.502333333333333
LY75	2.38966666666667
UTS2	-5.5222
RREB1	0.266375
GALNACT-2	0.1538
MGC3196	-0.05775
FLJ31568	-0.19325
LPHN1	0.645625
SP1	0.889875
TOX4	0.8675
HSPA9	0.66
APOBEC1	-0.261
SLC35E4	-2.0315
LSM5	-1.55825
SURF1	0.1035
ZBTB1	-0.887416666666667
GTF2F1	0.1305
RPS15A	0.218
DUSP21	0.5022
GINS4	-3.33883333333333
MYO15A	-0.6545
GIMAP7	3.84325
MGC13379	0.52575
ATP6V1E2	-1.789
UTP3	-0.30275
HNRPA3	-0.6145
MT4	0.1745
C14orf155	0.56775
U1SNRNPBP	1.21425
CKLF	-0.742
PLEKHN1	0.245
MBNL1	-0.34975
NUP160	-1.547
ACSM2A	-1.70875
LOC129881	-2.46575
KIAA1529	-1.94525
FLJ22639	-2.25675
HAND1	-1.2025
GSX1	0.595
FGA	-3.2295
SERPINB1	0.1645
ZNF642	0.28025
IGFBP1	-6.839
SLC1A1	0.577625
DHX57	-0.4795
ZNF766	0.948
PTPN21	0.149444444444444
GDPD3	-1.8865
PNPLA5	-0.0965
TBR1	-0.5994
FAM116A	0.45375
IQGAP1	-0.6575
FOS	-1.06775
ZNF226	0.075875
FIGNL1	-0.743166666666667
C14orf1	-0.619666666666667
ZMYND17	-2.567
PUS7	-1.27833333333333
TUBB6	-0.854875
KCNQ2	-1.87475
MARCH6	0.15625
CCDC33	1.03
PRODH	-1.22975
RBM11	-0.28175
EPHA6	0.70625
SLC43A1	0.0845
LOC196541	1.36866666666667
NTN1	1.24790909090909
ING4	0.311
PCDHB10	2.44625
DPH2	-0.904833333333333
SPACA4	0.31425
FBXL21	-2.4245
DIAPH1	-0.285166666666667
ZNF71	0.957333333333333
CEP76	-0.323
CORO1A	-1.022
RRM2	-2.245625
EDG4	1.27375
OS9	0.698
SLC4A1AP	-0.15975
COG5	-0.78475
COPS8	-0.65975
NGLY1	-1.025
NCBP2	0.245625
C17orf42	-0.713166666666667
GPSM3	0.594
SIL1	0.951666666666667
ASB6	-0.06275
SMAD5OS	-0.935666666666667
UNC93A	-2.05775
A1BG	0.9555
C21orf62	1.265
FMO5	0.324916666666667
ATRIP	0.375333333333333
CEBPG	-0.0695
C7orf38	0.17
TNFRSF1B	0.312666666666667
CLEC1A	0.7402
IQSEC1	-0.435375
PATZ1	0.9421
RBM22	1.292625
BAG2	-2.768
PAQR5	-0.690666666666667
C9orf127	0.8178
THNSL1	-0.04775
SHROOM3	3.494
JAM2	0.9865
SNRPN	-2.9815
ALX4	-3.9855
CACNA1S	-0.487
FAM130A1	0.41325
CORIN	4.3305
CD300LB	0.212
PLEKHG6	-0.7735
LRRC40	-0.99
PCLKC	-0.5545
PCDHB16	3.06566666666667
WNT2B	1.19183333333333
ASNS	-1.74066666666667
MRPL49	-0.61575
FLJ46111	-1.67475
ISG20	0.010125
SMU1	-1.04866666666667
CASZ1	0.745
POLR1D	0.58175
GIN1	-0.80725
SNAG1	0.027
ANKRD29	-2.68275
CDKN2AIP	-0.7905
KRR1	-0.427
CXCL1	-5.2752
EPM2A	-0.8286
PC	-0.402666666666667
DEFB127	0.4865
PDZRN4	0.685333333333333
FAH	-1.0855
OR51E1	1.004
CDC2L6	0.7215
DNTTIP1	-0.28175
PAX8	-0.4805
TMEM116	-0.71925
C1orf150	-0.54
PRO2012	0.168
MRPL40	-1.3735
BEX1	-2.4771
SLC2A4	-2.02683333333333
PKMYT1	-1.09575
FEZF2	0.301
SLC26A9	-2.09925
MAP2	0.853333333333333
LYL1	-1.20125
SLC25A19	-0.197166666666667
NOS3	-0.3415
ZNF34	0.4005
TMPRSS11F	-0.54875
FAM43A	-0.7465
FCRL4	0.20875
KLF14	0.24875
FLRT2	-0.437833333333333
WRN	-1.345
SDF2	0.4515
KRT8P12	-1.2465
C6orf195	0.939
C9orf125	-1.67966666666667
DZIP3	0.231125
RIT1	-0.491083333333333
SCML1	-0.982833333333333
RHBDF2	0.25225
OR2G3	-0.1825
REXO1L1	-0.256
MAP3K7IP3	-0.687625
C3orf57	-2.09375
FBXW11	0.102166666666667
ETAA1	-0.1025
C14orf131	-0.2449
AKT1S1	-0.588
SLC12A5	-0.79225
C9orf164	0.8625
NRIP3	-0.770714285714286
NOS1AP	-1.833
TMEM121	0.08975
SAP30BP	-0.3822
DGCR6	-0.21025
WDR76	-1.8935
FAM82B	-0.654916666666667
LOC606495	-0.82
MAP9	2.39575
BCDIN3D	1.15975
CXorf36	2.627
DSCR3	-0.4699
ZFAND3	-0.033875
C7orf43	0.174833333333333
SPSB3	0.8008
C19orf19	1.22425
FAM133A	-2.3835
C12orf25	-0.6385
SLC39A3	-0.784125
DISP2	0.03475
PI4KAP2	-2.512
MKRN3	-1.49416666666667
ADAMTS13	-0.35825
CBLN3	0.554333333333333
TTYH1	-0.7975
C3orf18	0.919
FLJ13236	-1.4185
ZMYND12	1.89125
C18orf25	0.681875
GLB1L3	-2.809
ATP13A5	3.915
RANBP10	0.09575
CD96	-0.7524
DENND1C	-0.60025
RBMS3	1.1726
SLC41A3	0.597
DGCR6L	-0.21925
TMEM128	-0.0833333333333333
CSNK1G3	0.824214285714286
MOBKL2C	0.905125
TSPAN6	0.056875
MATN2	-1.7555
MSL2L1	0.0498333333333333
ST6GALNAC2	-0.222333333333333
FGFBP2	-0.43575
FGL1	-6.11516666666667
MPP3	-1.604
ARHGEF6	1.99083333333333
TGFBR2	-0.24675
ACMSD	3.2945
IL33	0.267
C9orf5	0.17775
DEAF1	0.5163
AMN	1.093
DEFA6	-0.107333333333333
RNF212	-1.16125
METT5D1	0.0479999999999999
CIB1	0.2695
TSSK1B	-0.0673333333333333
KIAA1727	0.44625
ZNF680	0.560083333333333
LOC399900	-0.936
LOC152217	-0.0720833333333333
CTNNAL1	-3.254
CIT	-1.31525
TLE6	-0.14925
ZNF607	0.14675
HERC4	-1.08383333333333
DRAP1	0.2105
PEMT	-0.46975
C10orf111	0.237
ZNF575	1.10725
KCTD7	0.184
MYO1F	0.284625
LOC285382	-1.40975
RAB11A	-0.3603
PLCD3	-1.04525
C15orf28	0.403
PTBP2	-1.134125
CTB-1048E9.5	-0.763625
C19orf60	1.59716666666667
C7orf25	-0.295166666666667
SETD7	-0.251
HOXB9	-3.667
VANGL1	0.106375
CHAF1B	-1.96975
NDUFA3	0.48575
KIAA1328	-0.0766666666666667
SHARPIN	0.068125
TTC23	-0.57425
UGP2	-0.05075
ANKIB1	0.8992
CIRBP	-0.0727142857142857
SEC14L4	-2.78683333333333
OVCH1	0.123
VPS52	-0.356
FAT	-0.645
M6PRBP1	-0.60525
GPRIN3	-5.343
PPM1F	-1.1015
TSR1	-0.5295
CCDC85A	1.7605
PCSK5	2.71775
ZFHX3	0.7055
HEMK1	-0.3721
PGBD2	-0.15675
RSRC2	-0.419333333333333
AURKC	-1.03733333333333
SCRIB	-0.57225
ORM2	-3.908
FAM115A	0.5527
FZD6	1.088625
UNC119	-0.0865
GPX3	-2.1635
NOV	-0.8705
CABC1	0.476375
CDC42SE2	-0.74525
EIF2S2	-1.1586
RNF130	0.621375
CKAP5	-0.683166666666667
RP11-413M3.2	1.639
C10orf18	-0.1203
TMEM93	-0.76475
DYX1C1	1.00775
KCNMB2	-0.756
ANK3	0.597636363636364
KRT5	-0.8828
CDH12	-1.32957142857143
QRSL1	-0.831375
JUB	-2.138
SHC4	-1.192625
CCL15	0.616166666666667
CCDC22	0.423
SNX24	0.72325
RARS	-0.57375
MORC2	-0.042375
FAM48A	0.286
MT1H	-0.8695
PPP1R14C	-2.594
FOXD1	-1.67928571428571
C1orf213	-3.23425
AMT	-2.1725
DSN1	-1.2965
PTPLAD2	1.93175
DIS3L	-1.05775
RASL11A	0.452
GPRC5B	0.131625
FRMD7	0.2835
STRN4	0.63325
KITLG	0.107727272727273
HDGF	-0.02775
OR1S1	-0.567
SETX	0.0856
DDR2	0.906625
KCTD12	1.51825
LYZL2	-2.0585
WDR52	-0.1845
TMEM2	1.0715
ZNF579	0.603666666666667
LOC200810	-0.3
TNFSF9	-1.46625
PPFIA4	-3.63475
CNIH3	1.3765
MAP4K4	-0.482642857142857
ROD1	0.634428571428571
ALS2CR12	-2.05916666666667
DOCK3	-0.851666666666667
PAQR9	-2.817
ASB17	1.6785
STX16	-0.9865
FEZ2	-0.324666666666667
DLAT	0.00900000000000001
KIF21B	-1.51683333333333
CDC5L	0.19925
TMEM119	1.58216666666667
CRIP3	-1.36675
TPSD1	0.880333333333334
TEPP	0.51
GNGT2	0.6755
C21orf121	-0.1545
WNK1	-0.960166666666666
FLJ10490	0.5743
OR51B5	-1.6435
LOC203547	-0.61075
HAS1	0.4455
PPA1	-0.441166666666667
ST7	-0.082625
C11orf46	0.2305
POPDC3	-4.07166666666667
ACOX2	1.5665
ATCAY	0.255083333333333
TM4SF19	-2.0975
MFSD9	-0.0601666666666667
PDHB	0.375
ERN1	0.3255
LCE3C	0.3185
GPR111	1.74
NOTCH3	2.432
ADAMTS5	1.9015
B3GALT1	0.564666666666667
UGCGL1	-0.209166666666667
FAM58A	0.504333333333333
FBXO32	1.2645
CLPP	0.30275
NXPH1	-0.493
MTMR3	-0.0872
ATP1B3	-0.909
TMEM16A	3.47675
HIST1H3F	0.456333333333333
TRIM25	0.0436666666666667
SDCBP2	0.4385
CRKL	-1.90675
HOXB2	-0.906166666666667
ANP32B	-0.30975
GATM	3.356
AP4E1	-0.324875
EDG5	0.76875
CDKN3	-2.13966666666667
CDH4	-1.47125
PGD	-1.64716666666667
RND1	1.585
GAD1	-2.61033333333333
MPG	0.55175
LOC440350	-0.33
ZNF133	0.17975
SERPINB12	0.5275
AMELY	-0.2796
DHX36	-1.0465
TNFAIP8L2	2.53483333333333
PHTF2	0.155411764705882
CCDC112	0.316166666666667
IQCC	-0.78025
HEYL	3.0835
FTSJ2	-0.356166666666667
APPL1	1.32625
RAB43	-0.276142857142857
OR10G2	0.868
WAC	0.468833333333333
ADCY9	0.032125
RUNDC2B	0.5188
PYCRL	-0.3588
AGPAT7	-0.999166666666667
SLC22A9	0.344
CDKAL1	-2.0895
PDYN	-0.394166666666667
C20orf74	0.58275
MTMR11	1.68475
VAV3	4.4905
DAPL1	0.31525
STXBP3	0.113
EIF3G	0.40375
ARHGAP22	-0.219
NPFFR1	-0.2255
NPC1	-0.4165
ALDH9A1	0.770333333333333
ZNF600	0.028625
ZNF678	0.169166666666667
RASSF1	-0.293166666666667
ADD2	-2.0845
PITPNB	-0.66925
PKD2L2	0.27
LRP11	-0.74675
CDKL1	-0.022
SMEK2	-0.13875
PRODH2	-3.35516666666667
C11orf54	0.529
SFRS11	-0.4952
IL7	0.241166666666667
ALS2CR16	1.611
BTG3	-2.40816666666667
PAK2	-0.162666666666667
RP11-679B17.1	-0.06575
GATA4	-0.9235
ATP2B1	-0.29975
LOC130940	1.3375
C1orf172	2.43316666666667
ATF7IP2	-2.99
SLC25A43	-0.809
CENTG3	0.0783333333333333
IGF2BP1	-3.08288888888889
FCHSD1	0.4055
CAMK2N2	0.5645
ELAVL3	0.405444444444444
NBPF15	-0.655
UBE2J2	-0.124090909090909
GNL2	-0.7315
PRR3	0.3463
NLF2	1.68225
OR4F6	1.234
KLHL24	2.06383333333333
CCDC88A	-2.2699
SGPP1	-1.54733333333333
C10orf11	-0.835833333333333
SLC35B4	-0.86
UGT3A2	-0.344
ARNT2	-0.6566
CBR1	0.38575
ITPR3	-0.356833333333333
TRAPPC6B	-0.2671
AMZ1	1.011
ARP11	0.364
WDSUB1	-0.0455
APBA1	-0.530333333333333
RAB2A	0.2982
C6orf162	-0.155
HPSE2	0.464333333333333
PLCE1	-1.3555
INSL3	0.0515
DLG1	-0.1405
PTPLA	-3.13875
PIGX	-0.42825
TFIP11	0.3585
FIBIN	3.2345
POLR2G	-0.78925
GRAP2	-1.3395
DNAJB8	0.00150000000000006
CNBP	0.571333333333333
WASF1	-0.86425
INPP5E	-1.2627
HSPB1	1.0424375
TMEM167	-0.9135
CUBN	0.554
IGF1	2.479375
ITPK1	0.3418
NAALAD2	-0.873125
G3BP1	0.7152
NT5DC1	-0.00912499999999999
CYP39A1	-0.2165
TMEM139	0.975090909090909
POLK	-0.2775
GLULD1	-2.24525
RBM15	-1.5525
AMZ2	-0.3205
GDF15	-2.03183333333333
MESDC2	-0.66175
INCA	-0.214666666666667
ACY1L2	0.466
GZMM	-0.411833333333333
PAIP1	0.3315
CACNA2D1	-0.02175
STK32C	0.082
SH3BP4	0.846333333333333
DEC1	-0.695
PADI1	1.2415
UBB	-0.0515
PON3	-2.6965
PROP1	1.6525
ANKRD13B	0.266
ADCK1	-1.7475
TCF25	0.669416666666667
SLC38A5	-1.1275
CXorf26	-0.0291666666666667
C19orf39	0.3285
PPP1R13B	-0.24025
ARL2	-0.5365
TCL6	0.1753
TOP3A	-1.5555
SLC16A14	1.543125
FXYD6	1.5975
HIST1H4E	0.355
BBC3	0.889105263157895
UNC5A	0.474
FAM86C	-0.195
PI4KB	-0.057375
B3GAT1	-3.8915
SUSD2	1.73933333333333
OAZ2	-0.769
NOC4L	-0.15425
C10orf12	0.333
FADS1	-2.82516666666667
LOC144097	-0.58525
DKK2	1.835
KIAA1949	-0.5985
RHOT1	-0.1416
OXT	1.42583333333333
GPR153	0.613
ARL4A	-2.35933333333333
SAAL1	-1.25
CCDC64	-0.689
USE1	0.141
HNMT	0.768833333333333
PCGF3	-0.7884375
CYP2C19	0.78125
C20orf4	0.528
CCDC11	2.18575
