Hybridization REF	TCGA-A2-A0ES-01A-11R-A115-07
ATAD2B	-0.344375
ARHGAP17	-0.1376
KCNIP3	-0.85425
SFPQ	-0.349625
GFRA4	0.198166666666667
AKR1B10	-3.54325
TIGD6	1.01866666666667
RGS16	1.804625
URB1	-0.7022
OR4C46	-1.0905
TOP3B	-1.08475
NFATC4	0.352
CA14	-4.67175
BMPR1A	0.719
SNRP70	-0.909375
PRL	-0.522583333333333
C6orf130	-0.36125
STAG2	0.08575
CD55	-0.670928571428571
RPS23	0.505833333333333
SSX2	-1.58716666666667
FDPSL2A	-1.036
FBXO27	0.416875
SYNGR3	-1.92383333333333
TMSL3	1.2185
EML1	-0.9865
NUP93	-1.2225
SMAD3	-0.2138
KIAA1189	0.310166666666667
HNRPUL2	0.00983333333333338
TBC1D12	0.707833333333333
C16orf24	-0.248
MRVI1	2.04066666666667
ZNF581	-0.737
ELOVL3	-0.499
OR51Q1	-0.10275
CACNB3	0.400666666666667
GALNT13	-2.136
C10orf84	1.0479375
NEDD4	0.2226
SPO11	4.366
OR5AU1	-0.282
NEK4	0.418642857142857
PRKAR2A	-0.1185
IHPK1	-0.421333333333333
ATP6V0B	-0.234125
CACNA1E	-0.267
CEACAM8	0.2524
PEX14	0.2895
FLJ12993	1.7625
ZBTB38	0.29475
PCTK2	0.639166666666667
LRRC16	1.0026
FBLIM1	0.573333333333333
FYCO1	1.586
RP5-1022P6.2	0.795
CMTM1	-0.324666666666667
PLTP	1.72033333333333
RAPH1	1.476375
DOCK8	1.957125
EZH2	-2.1124
SLC25A1	-0.893833333333333
PLEKHB1	0.6935
GRB7	0.9779
ZFP37	1.11275
MRPL33	-0.203
PELO	-0.423
ARMC1	-0.566636363636364
C9orf27	-0.483625
FLJ25778	0.179
C9orf37	-1.4275
TMEM66	2.07675
SPRN	-0.00250000000000003
HBEGF	1.643125
PI4KA	-0.8795
LEPRE1	-0.80125
POU2AF1	-1.8295
MRPL12	-1.5865
REP15	0.464
ZC3H3	-0.077
RASAL1	-1.013
DDAH1	1.46475
ACBD5	0.494125
TMC2	1.19
CCDC137	-1.806
SAMD13	0.11
UGT2B15	-0.5355
TIPARP	2.148
DNASE1L3	2.6875
TRIM72	0.025
DBX2	1.5415
IPO8	-0.01225
C21orf88	-1.1808
MAP3K14	0.45475
LOC51233	0.3136
GGTLA4	-0.4565
PDE6D	-0.075
ZNF117	0.65075
CLK2	-0.947625
NKRF	-0.975
TNFSF15	-0.0492222222222222
DUSP2	1.040875
SECISBP2	-0.0199
GABRR2	-2.1515
PPAP2C	1.40225
LOC51145	-0.199333333333333
PAG1	0.089375
PIK3C3	-0.14675
GNG10	0.268
APOL4	1.32183333333333
ANKRD28	-0.221875
STMN3	-0.9215
RAB14	1.0028
CDK2AP2	-0.532
HDDC3	-0.055875
COMMD7	0.280125
CXXC1	-0.45125
HMCN1	1.044
CD40	0.96525
DYNC1LI2	0.3893125
GDI1	0.24125
LOC646938	-0.33625
VSNL1	-0.527166666666667
PIH1D1	-0.444833333333333
RAET1G	-0.2345
KRTAP5-9	-0.4095
EFTUD2	-1.063
ZNF311	0.428333333333333
ATP6V1G3	0.0886666666666667
OR2W3	0.437
SCN4A	0.948
MED10	-0.57275
FAM135A	-0.5036
ARHGAP4	-1.2415
EHMT2	-1.162125
UFD1L	-0.6975
ERMP1	0.59925
MAG1	-0.957666666666667
THAP8	-0.516166666666667
HACE1	0.189333333333333
FAM82C	0.3485
C3orf20	-0.572
UNC84A	-0.419166666666667
SCD5	0.677785714285714
LASS6	1.755625
LSG1	-0.16275
MAL	-4.77725
GPR22	0.0355
WDR5B	1.236
ACTRT1	-0.2285
C17orf60	0.7365
GRIN2C	0.7802
ARMC8	0.1445
SLC47A1	-1.9085
DMPK	0.03875
DHRS13	-0.834666666666667
SMC1A	-0.742333333333333
KRTAP17-1	-0.759
SMYD5	-0.37825
TUSC2	0.158375
CRHR2	0.3335
KIR3DL2	-0.381
CCDC104	0.80825
ATP2C1	1.00575
CROT	1.28875
PABPC3	-0.948666666666667
EGR1	4.32166666666667
THSD1	1.441
KHK	-1.8625
SLC12A2	1.7636875
CD58	-0.55
STOX2	0.539333333333333
CCDC76	-0.4025
CCDC48	4.02425
DNAH1	0.0991666666666667
ZIC4	-0.709142857142857
OR1G1	1.181
PSMC6	-0.192166666666667
PROKR1	0.0275
ABCB1	1.116375
TRAT1	-0.02725
LLGL1	0.2135
MTF1	0.354
USP54	0.631375
PAGE2B	null
ITGB7	-4.059
CCDC81	-0.149
LOC149837	-0.36575
SCUBE1	1.6975
ZSCAN10	-0.1875
HUWE1	-0.447142857142857
CDH17	-0.03
CD180	1.76375
IL17A	-0.2645
TMPO	-2.088
KIAA1524	-1.78683333333333
HDGFRP3	0.130666666666667
OXCT1	-0.678181818181818
RRAS2	-0.598666666666667
LTBP2	3.679125
SV2B	2.38783333333333
CYP2A6	1.14125
PKD1L2	0.184666666666667
PPM1M	1.20975
FLJ22662	2.614
ZNF502	2.1695
GP6	-1.537
CRYBA2	-3.0325
LEF1	-1.6544
CTPS	-2.90357142857143
EYA1	-4.003
EPS8L1	1.077
MAPK14	-0.68775
SERPINB2	-6.194375
GTF2F2	-0.456166666666667
ZNHIT4	-0.335
PLA1A	0.611125
C20orf114	2.756
HPR	-4.316
C18orf2	-4.266
SATB2	-2.487
KCNJ9	0.3105
MGC157906	0.596
MOCS3	-0.4415
C17orf71	-0.666333333333333
PPHLN1	0.0255
HIST1H2BN	-2.916625
RAPGEF1	-0.666125
MAP3K8	3.02875
DLG4	0.4785
STC1	0.903083333333333
CDGAP	1.993
DDX26B	-0.2025
LOC150223	-2.23825
CPSF3	-1.0775
TMEM14A	0.2045
MYH3	-0.9195
GPKOW	-0.07575
SULT1A1	0.0711666666666667
SPON1	3.9248
YY1AP1	-0.121833333333333
RAB23	0.0265
PLA2G4A	-2.58425
MAPRE3	0.62725
ZNF516	0.290928571428571
GGPS1	0.4355
EXOC3L2	-0.355875
C19orf42	0.8536
MAP2K2	-0.631833333333333
HIST1H2BB	-1.83275
RNF19B	1.1025
C6orf128	0.698666666666667
TLR8	3.513
PCDHA9	-1.4305
CARS2	-0.00862499999999999
CLUL1	3.40266666666667
RHAG	-4.6415
UNK	0.0995
EXOC8	0.7748
C9orf95	0.96475
C14orf143	0.256
MAML3	-0.07125
LDHA	-1.50525
MRPL20	0.00775000000000001
KLHDC6	0.837666666666667
ATP5S	0.253333333333333
C8orf55	-0.3835
PHF19	-2.237125
KRTAP13-4	0.463
TTC5	0.16575
XKR5	0.0812499999999999
SILV	-4.88916666666667
TEX28	1.804
TCTN1	1.055
CX40.1	-0.26725
PPP2R5C	0.010875
C12orf30	-2.22866666666667
CAPG	1.16375
MPZL1	0.7171
ARSB	-1.6665
TDH	-2.04825
WASF4	0.53
TSSK3	-0.697666666666667
7A5	1.0835
CRISPLD1	3.393625
MAD1L1	-1.12816666666667
SPIN4	-0.356666666666667
AMPD1	1.2385
DPYSL5	0.3185
INPP1	1.10033333333333
ANKRD11	-1.00933333333333
NPAS4	0.5335
GCET2	1.0216
RNASE9	0.7
GUCY2D	-0.3278
CCDC98	0.2775
FGF4	-0.932625
CPM	0.596666666666667
SLC26A4	-0.7025
PLD5	1.60975
FAM59A	1.0401
FBXO5	-2.15322222222222
SIPA1L1	0.063875
DPYS	0.870333333333333
ATG4D	-0.68775
TGM3	0.6335
MTCH1	-0.32125
HK1	0.134642857142857
CDC26	0.380125
GALNT12	-2.01566666666667
LOC339229	-0.6475
MRPL35	-0.73775
ORC4L	0.220125
TNKS	-0.326285714285714
C2orf24	0.2915
ZNF553	-0.370666666666667
GGTLA1	3.1262
ZNF497	0.37
CDY1B	-0.29125
SLC30A4	0.258285714285714
TUB	0.14225
ARHGEF18	0.38025
ARRB1	1.47675
KCNK1	0.57975
EREG	1.4213
SCAMP5	-0.39325
RUNDC3B	3.65175
ADAMTS20	0.244333333333333
IL17RB	2.7485
FLJ20323	-0.5805
MCAM	0.2605
POLR3E	-2.044
AQR	0.420166666666667
IPMK	0.4105
CDCA7	-3.757125
CAMP	0.81325
GRHL3	-0.331
ADAMTSL2	0.0641666666666667
CLMN	2.54883333333333
SSTR3	0.3415
MAGEA5	-2.56483333333333
OVOL2	3.677
JMJD1B	0.2905
RBL2	0.698
PYGO2	0.2235
PPP1R10	0.482
CSE1L	-1.85816666666667
LCA5	2.404
RDH16	-0.4085
ASRGL1	-1.41325
TOM1	0.297166666666667
PTX3	-2.28625
TTC15	0.37375
SCGB3A1	4.771
MRPL50	-0.539
RCAN3	0.817375
SLC26A11	0.84325
STYX	-0.385333333333333
CINP	-0.47725
MARCH7	0.57375
PFKM	-0.639333333333333
SGMS1	1.19266666666667
RIOK3	-0.3828
C1orf110	0.1935
CES7	-0.832625
LOC440248	-1.00525
PPP1R12C	-0.4105
C10orf27	0.208
ATG9A	-0.62975
MRPS26	-0.11775
TMEM40	2.19775
ELP3	-0.239
ZNF787	-0.2153
HIAT1	0.484
C8orf34	1.03983333333333
MGC4655	0.0207
PELI1	1.663
PPT1	0.8722
SLC35C2	-0.516666666666667
C6orf125	-0.61825
MUC4	-2.27933333333333
RFC4	-2.50528571428571
GNB2	0.00283333333333334
NUP50	-0.558857142857143
SULT4A1	-1.562
C7	4.44125
CCDC130	-0.470666666666667
ARRDC4	1.0085
RQCD1	-0.60675
GLYCTK	-1.43475
AYTL2	-1.26518181818182
MTUS1	1.9536
LEMD3	0.562
PLEKHF2	1.17325
HOXA7	1.619
GTF3C2	-1.681
DYNLRB2	3.398
CNOT10	-0.532
MR1	0.109666666666667
FFAR1	0.1175
PRIC285	0.09075
SLITRK6	5.9395
LIX1	-2.453
UBE1L2	-0.756083333333333
F8	1.85275
ACHE	0.326333333333333
KPNA5	0.75175
TNFRSF12A	-0.897
EGR3	4.687
SERPIND1	-4.214
OASL	2.08775
IFRD1	-1.309125
WDFY1	-0.097
ZNF267	0.490375
ACCN5	0.332
ZBTB6	0.43375
PPP1R3A	0.182
PRRT3	0.9205
FBXL19	-1.3065
TXNIP	2.05114285714286
ACTN2	3.0345
ATG9B	-0.8195
C9orf117	-0.09375
IL27	1.408
RPL36AL	0.379833333333333
KLK15	-0.23275
CHAD	2.877
RAP2B	-0.5498
HEBP2	1.36575
ZNF342	0.2295
CAMK2G	-0.474
TLR3	2.476
FGF14	3.34425
HMGB2	-0.9335
TRPM5	-0.6345
OR5M11	0.5645
KIF3B	0.204842105263158
PRICKLE2	1.78525
MTMR9	0.2365
C3orf27	-0.28425
GLRA3	5.893
NSDHL	-0.709833333333333
TMEM32	-0.149
POLR2D	-1.63383333333333
MYADML	0.1775
C9orf114	-0.779
MRGPRX1	-1.21
TOPORS	0.76525
CLDN19	2.806
C1QL4	-0.3095
RNF165	-0.014
DHRS9	0.71875
DNAH2	0.1446
FXR1	-0.315333333333333
ZMYM3	-0.70325
CASP3	-0.4115
FAM120C	-1.083625
SCLY	-1.571
CA7	-0.417
ENTPD5	0.379333333333333
ZNF461	0.218
PDIA5	-0.1195
C1orf19	-0.670833333333333
TMEM67	0.349
KCTD20	-1.1075
WDR47	0.998
FLJ38723	1.648
KLRF1	1.45683333333333
TAS2R16	-0.8155
CLDN12	1.0595
PRKCE	-0.3315
UBXD4	-0.2405
ITGAM	2.75916666666667
GLT8D3	-0.4075
WDR31	1.7163
RGS2	2.77525
OR51L1	-0.1145
MST1R	0.07625
KIAA1737	1.54
OR4A5	-0.768
GLIS1	-1.71866666666667
PTMA	0.0829285714285715
NAPA	0.932
PRDM11	-0.235
LIPF	-0.2175
DIRAS3	4.8385
ASGR2	-4.109125
C1QTNF4	2.286
PIK3R4	0.321333333333333
ARMC3	1.77625
NDUFV3	-0.656083333333333
BTBD3	-0.325333333333333
PPP1R2	0.51075
UBE2NL	-0.33
FOSL2	1.49235714285714
FAM119A	-1.49533333333333
TUBA4A	-1.1911
KRTAP12-1	-0.45275
SFRS2	-0.948
RHPN1	-0.8773
EEF2	-0.237833333333333
ZDHHC11	-0.0488333333333333
EPHA3	-1.1001
RBM12	0.09925
H2AFJ	0.643583333333333
EDIL3	2.4255
KIF26A	-0.993
SERGEF	0.0005
B3GALT4	2.1205
LOC90925	-0.833333333333333
OSCAR	-0.200125
NPFF	-0.04925
DEDD	0.05525
TMEM155	-0.689
PTPN1	0.0955
SCYL2	-0.0116666666666667
SKAP1	2.6875
LEAP2	-2.80966666666667
GADD45G	2.0645
IFITM3	1.032625
PILRB	-1.2365
SLU7	0.4588125
DSC3	2.76575
DNMT3L	-2.08725
PAPD5	-0.33175
B3GNT3	-1.04883333333333
LHCGR	0.7725
MSL-1	-0.2125
UBE2S	-2.562625
SAP130	-0.5405
ANAPC11	-0.18975
MAGED4B	-0.9955
ATP6V1B2	0.163166666666667
C14orf179	0.923
CAPZA1	-0.2045
CDYL2	-0.440666666666667
GLRX3	-1.03916666666667
LOC136288	-0.5645
MOBKL1A	0.04975
HTR2B	3.226
CRYGD	-0.464333333333333
NUS1	-0.580666666666667
PGRMC1	0.9905
MYOM2	1.42175
FLJ39653	-1.30466666666667
CHM	0.2672
OR5M8	0.492
ZNF619	0.103
FAM105A	1.8125
CCNL1	0.10425
NAP1L3	0.76175
C10orf57	1.83816666666667
B3GALNT1	1.0295
CSN1S2A	-1.578
TCP10L	0.36525
GDAP2	-0.103625
DMKN	0.610666666666667
COX6B1	-0.468
DNASE2	0.255333333333333
MSH5	-2.63775
LGMN	-0.071375
USP31	0.5432
OR13C8	0.0315000000000001
SDCBP	-0.3061
NUDT11	-1.02033333333333
PYGL	-1.21416666666667
SNPH	-0.684666666666667
B3GNT4	-1.1415
MIZF	-0.7518
NUBPL	0.23425
NOD1	0.333333333333333
CDH22	1.5165
NUBP1	0.0911666666666667
DSCAM	-3.74425
DGKI	0.316
FAM136A	-0.98725
AKAP1	0.3165
SLC16A6	0.58725
RIN3	0.82075
PSG2	0.4305
DIP2B	-0.176666666666667
PSORS1C1	0.2079
KIAA0495	-0.1235
FLJ90709	-0.319166666666667
LPA	-0.668833333333333
PIGA	-0.238333333333333
LY75	4.36266666666667
UTS2	-6.22583333333333
RREB1	-0.126625
GALNACT-2	0.5537
MGC3196	-1.237
FLJ31568	0.719
LPHN1	-0.242625
SP1	0.6265
TOX4	0.557
HSPA9	-0.57
APOBEC1	-0.1445
SLC35E4	-0.94775
LSM5	-1.161
SURF1	-0.389
ZBTB1	0.417916666666667
GTF2F1	0.015125
RPS15A	-0.334142857142857
DUSP21	-0.3326
GINS4	-2.67316666666667
MYO15A	0.800666666666667
GIMAP7	4.0585
MGC13379	0.74675
ATP6V1E2	-0.122333333333333
UTP3	0.536
HNRPA3	-0.3965625
MT4	-0.0895
C14orf155	-0.20025
U1SNRNPBP	0.19175
CKLF	-0.943333333333333
PLEKHN1	-0.932666666666667
MBNL1	0.146916666666667
NUP160	-1.26775
ACSM2A	-1.4585
LOC129881	2.047
KIAA1529	-0.099
FLJ22639	-1.6445
HAND1	-1.1015
GSX1	0.286
FGA	-3.70025
SERPINB1	0.26375
ZNF642	0.43075
IGFBP1	-6.787
SLC1A1	1.942125
DHX57	-0.3645
ZNF766	0.363
PTPN21	0.7946
GDPD3	-1.8005
PNPLA5	0.401
TBR1	0.598
FAM116A	0.7175
IQGAP1	0.739625
FOS	3.6995
ZNF226	0.52125
FIGNL1	-1.30083333333333
C14orf1	0.210166666666667
ZMYND17	-0.6375
PUS7	-1.711
TUBB6	-0.5765
KCNQ2	-1.80775
MARCH6	-0.145916666666667
CCDC33	-0.371
PRODH	0.15325
RBM11	2.17575
EPHA6	0.58525
SLC43A1	-0.6115
LOC196541	0.03925
NTN1	0.775583333333333
ING4	0.64275
PCDHB10	1.75925
DPH2	-1.2905
SPACA4	0.0535
FBXL21	-3.8935
DIAPH1	-0.739166666666667
ZNF71	0.419
CEP76	-0.8725
CORO1A	-1.17675
RRM2	-3.097625
EDG4	0.50225
OS9	0.458333333333333
SLC4A1AP	-0.16075
COG5	-0.34425
COPS8	-0.3195
NGLY1	-0.61025
NCBP2	-0.37925
C17orf42	-0.1895
GPSM3	0.024
SIL1	0.300333333333333
ASB6	-0.765
SMAD5OS	0.306
UNC93A	-3.603375
A1BG	0.3525
C21orf62	1.287
FMO5	1.26316666666667
ATRIP	-0.3075
CEBPG	-0.0313333333333333
C7orf38	0.193666666666667
TNFRSF1B	0.994
CLEC1A	3.49433333333333
IQSEC1	0.097125
PATZ1	0.8586
RBM22	0.923625
BAG2	-2.01283333333333
PAQR5	-2.01133333333333
C9orf127	0.4797
THNSL1	-0.18125
SHROOM3	3.2794
JAM2	2.5825
SNRPN	-1.097
ALX4	0.46
CACNA1S	-0.4385
FAM130A1	0.4345
CORIN	2.054
CD300LB	0.356
PLEKHG6	0.533
LRRC40	-0.82225
PCLKC	-1.51125
PCDHB16	1.3875
WNT2B	1.81266666666667
ASNS	-2.67788888888889
MRPL49	-0.090375
FLJ46111	-0.886
ISG20	0.265875
SMU1	0.8692
CASZ1	0.0345
POLR1D	-0.230916666666667
GIN1	-0.0535
SNAG1	0.4035
ANKRD29	0.774
CDKN2AIP	0.439
KRR1	0.878
CXCL1	-0.346166666666667
EPM2A	-0.1343
PC	-0.484
DEFB127	-0.839
PDZRN4	1.37933333333333
FAH	-0.133625
OR51E1	1.6575
CDC2L6	-0.4975
DNTTIP1	-0.656
PAX8	-0.917
TMEM116	0.3705
C1orf150	0.102
PRO2012	0.59675
MRPL40	-0.6735
BEX1	-3.4678
SLC2A4	-0.169833333333333
PKMYT1	-2.46425
FEZF2	-0.4455
SLC26A9	-0.97475
MAP2	0.3821
LYL1	-1.874
SLC25A19	-2.01266666666667
NOS3	-0.498
ZNF34	0.615333333333333
TMPRSS11F	0.49675
FAM43A	0.42125
FCRL4	-0.5378
KLF14	0.2645
FLRT2	0.8585
WRN	0.07225
SDF2	0.8193
KRT8P12	-0.4985
C6orf195	2.783
C9orf125	-0.612833333333333
DZIP3	0.056125
RIT1	-0.254416666666667
SCML1	-1.52816666666667
RHBDF2	-0.02575
OR2G3	2.1155
REXO1L1	-0.6935
MAP3K7IP3	-0.253125
C3orf57	-1.78975
FBXW11	-0.6695
ETAA1	-0.2435
C14orf131	-0.3761
AKT1S1	-0.4435
SLC12A5	-1.124
C9orf164	1.181
NRIP3	-0.295142857142857
NOS1AP	0.63925
TMEM121	-0.2065
SAP30BP	-0.0974
DGCR6	0.44825
WDR76	-2.47925
FAM82B	-0.67425
LOC606495	-0.679
MAP9	2.00416666666667
BCDIN3D	0.5205
CXorf36	4.47516666666667
DSCR3	-0.3033
ZFAND3	0.2675
C7orf43	-0.079
SPSB3	0.338
C19orf19	-0.15425
FAM133A	-1.9615
C12orf25	-0.08225
SLC39A3	-0.85525
DISP2	0.5675
PI4KAP2	-2.329
MKRN3	-2.77416666666667
ADAMTS13	-0.892125
CBLN3	0.6123
TTYH1	-0.5005
C3orf18	1.058
FLJ13236	-1.4875
ZMYND12	3.1135
C18orf25	0.12425
GLB1L3	0.3965
ATP13A5	1.998
RANBP10	-0.2175
CD96	-0.5948
DENND1C	-0.29225
RBMS3	2.2165
SLC41A3	0.276166666666667
DGCR6L	0.44925
TMEM128	0.865666666666667
CSNK1G3	-0.184357142857143
MOBKL2C	1.4195
TSPAN6	0.93575
MATN2	1.9109
MSL2L1	0.0436666666666667
ST6GALNAC2	0.893166666666667
FGFBP2	1.692625
FGL1	-5.63316666666667
MPP3	0.166
ARHGEF6	1.83583333333333
TGFBR2	1.767625
ACMSD	2.12825
IL33	5.62675
C9orf5	0.286416666666667
DEAF1	-0.2876
AMN	-0.482
DEFA6	0.14225
RNF212	-1.43325
METT5D1	0.0865
CIB1	0.4228
TSSK1B	-0.91425
KIAA1727	1.362
ZNF680	0.885666666666667
LOC399900	-1.6085
LOC152217	-0.59625
CTNNAL1	-2.0745
CIT	-2.63108333333333
TLE6	-0.25675
ZNF607	-1.1465
HERC4	-0.662166666666667
DRAP1	-0.9956
PEMT	-0.313
C10orf111	-0.036
ZNF575	0.457625
KCTD7	-0.44075
MYO1F	0.4615
LOC285382	-0.02475
RAB11A	1.0326
PLCD3	-0.23425
C15orf28	-0.4415
PTBP2	-0.1065
CTB-1048E9.5	-0.509375
C19orf60	-0.0615
C7orf25	0.389666666666667
SETD7	1.096625
HOXB9	-4.7545
VANGL1	-0.4846875
CHAF1B	-2.3615
NDUFA3	-0.1955
KIAA1328	0.476666666666667
SHARPIN	-0.223375
TTC23	0.229
UGP2	0.44
ANKIB1	-0.066
CIRBP	1.98742857142857
SEC14L4	-2.33966666666667
OVCH1	-0.122333333333333
VPS52	0.17175
FAT	0.133625
M6PRBP1	-0.379
GPRIN3	0.5775
PPM1F	-0.217666666666667
TSR1	-1.26575
CCDC85A	3.7105
PCSK5	2.45775
ZFHX3	0.1325
HEMK1	-0.4051
PGBD2	0.203
RSRC2	0.186666666666667
AURKC	-1.23983333333333
SCRIB	-0.409625
ORM2	-4.66033333333333
FAM115A	0.3103
FZD6	0.385625
UNC119	-0.122833333333333
GPX3	1.1531
NOV	0.789125
CABC1	-0.398125
CDC42SE2	0.3731875
EIF2S2	-1.1942
RNF130	1.237625
CKAP5	-1.07883333333333
RP11-413M3.2	-0.131375
C10orf18	0.4193
TMEM93	-0.68125
DYX1C1	1.92675
KCNMB2	-0.81725
ANK3	1.76575
KRT5	2.3959
CDH12	1.568
QRSL1	-0.601
JUB	-0.57525
SHC4	0.099375
CCL15	2.61216666666667
CCDC22	-0.34175
SNX24	-0.2085
RARS	-0.536
MORC2	0.028125
FAM48A	-0.0865
MT1H	1.28
PPP1R14C	-0.288833333333333
FOXD1	-2.819
C1orf213	-1.49575
AMT	-0.9824
DSN1	-2.029
PTPLAD2	2.65575
DIS3L	-0.37825
RASL11A	1.6235
GPRC5B	0.554125
FRMD7	-0.139
STRN4	-0.23425
KITLG	1.67904545454545
HDGF	-1.24725
OR1S1	0.2935
SETX	0.0918
DDR2	1.3075
KCTD12	2.778
LYZL2	0.078
WDR52	-0.0555
TMEM2	0.481
ZNF579	0.107833333333333
LOC200810	-0.43
TNFSF9	-2.128875
PPFIA4	-3.927
CNIH3	-0.222
MAP4K4	-0.865857142857143
ROD1	-0.786357142857143
ALS2CR12	-0.480333333333333
DOCK3	-0.737333333333333
PAQR9	-5.438
ASB17	0.632
STX16	-1.450625
FEZ2	0.772
DLAT	-1.02216666666667
KIF21B	-1.59516666666667
CDC5L	-0.45425
TMEM119	2.0845
CRIP3	-1.66475
TPSD1	0.615166666666667
TEPP	0.92875
GNGT2	1.226
C21orf121	-0.4905
WNK1	0.1645
FLJ10490	0.1425
OR51B5	-2.6975
LOC203547	-1.2705
HAS1	2.7655
PPA1	-0.014
ST7	0.072375
C11orf46	0.8723
POPDC3	-3.38683333333333
ACOX2	1.67733333333333
ATCAY	-0.749583333333333
TM4SF19	-2.6515
MFSD9	-0.783666666666667
PDHB	-0.16925
ERN1	0.082
LCE3C	0.2905
GPR111	0.326
NOTCH3	1.22933333333333
ADAMTS5	4.62425
B3GALT1	-0.3655
UGCGL1	-0.677833333333333
FAM58A	0.0435
FBXO32	3.17
CLPP	-0.77625
NXPH1	1.565
MTMR3	1.2495
ATP1B3	-1.268
TMEM16A	4.78575
HIST1H3F	-0.839833333333333
TRIM25	-0.246
SDCBP2	1.6385
CRKL	-0.926375
HOXB2	1.43083333333333
ANP32B	-0.880125
GATM	3.5415
AP4E1	-0.35325
EDG5	0.468
CDKN3	-2.9225
CDH4	-0.96425
PGD	-0.647333333333333
RND1	1.2365
GAD1	-3.1817
MPG	-0.567875
LOC440350	-0.59
ZNF133	-0.0115
SERPINB12	0.4935
AMELY	0.2342
DHX36	-0.2375
TNFAIP8L2	2.76783333333333
PHTF2	-0.884611111111111
CCDC112	-0.388333333333333
IQCC	-0.813
HEYL	3.10333333333333
FTSJ2	-1.00083333333333
APPL1	0.405375
RAB43	0.816357142857143
OR10G2	-0.2755
WAC	0.3285
ADCY9	-0.086125
RUNDC2B	-0.119166666666667
PYCRL	-0.6397
AGPAT7	0.0181666666666667
SLC22A9	-1.89625
CDKAL1	-0.4695
PDYN	-0.1045
C20orf74	0.9145
MTMR11	1.1765
VAV3	3.55141666666667
DAPL1	3.969
STXBP3	0.748
EIF3G	-0.337
ARHGAP22	-0.79025
NPFFR1	0.196
NPC1	-0.0646666666666667
ALDH9A1	0.918
ZNF600	0.105875
ZNF678	0.750333333333333
RASSF1	-0.178083333333333
ADD2	-2.42725
PITPNB	-0.02975
PKD2L2	0.265571428571429
LRP11	0.181
CDKL1	0.18275
SMEK2	0.02475
PRODH2	-3.60183333333333
C11orf54	0.734833333333333
SFRS11	-0.585166666666667
IL7	0.291833333333333
ALS2CR16	1.11825
BTG3	-0.4305
PAK2	-0.789611111111111
RP11-679B17.1	-0.43525
GATA4	-2.182
ATP2B1	-0.58325
LOC130940	3.0975
C1orf172	2.4215
ATF7IP2	-1.22925
SLC25A43	-0.135833333333333
CENTG3	-0.22525
IGF2BP1	-4.5167
FCHSD1	0.1255
CAMK2N2	0.0166666666666667
ELAVL3	-0.536111111111111
NBPF15	-0.292666666666667
UBE2J2	-0.296583333333333
GNL2	-0.77175
PRR3	-0.574
NLF2	0.436
OR4F6	0.356
KLHL24	1.07833333333333
CCDC88A	-1.7706
SGPP1	0.422166666666667
C10orf11	0.450166666666667
SLC35B4	-1.52433333333333
UGT3A2	-1.497
ARNT2	1.0259
CBR1	-0.4005
ITPR3	-0.9525
TRAPPC6B	-0.1102
AMZ1	1.743
ARP11	1.75025
WDSUB1	1.09175
APBA1	1.0445
RAB2A	0.7852
C6orf162	0.199375
HPSE2	1.89525
PLCE1	0.56825
INSL3	0.453
DLG1	0.00500000000000001
PTPLA	-1.572
PIGX	-0.49875
TFIP11	0.134333333333333
FIBIN	3.6695
POLR2G	-0.46825
GRAP2	-2.0084
DNAJB8	0.384
CNBP	0.787333333333333
WASF1	-0.83875
INPP5E	-0.8192
HSPB1	-0.363375
TMEM167	-0.2402
CUBN	0.65975
IGF1	4.931125
ITPK1	-0.3123
NAALAD2	-0.9505
G3BP1	-0.6934
NT5DC1	0.695875
CYP39A1	2.9115
TMEM139	2.05509090909091
POLK	0.282444444444444
GLULD1	-3.03675
RBM15	-1.478
AMZ2	-0.0635
GDF15	-2.44983333333333
MESDC2	-0.066
INCA	1.04583333333333
ACY1L2	-1.0355
GZMM	-0.678833333333333
PAIP1	0.374
CACNA2D1	0.25125
STK32C	-1.39316666666667
SH3BP4	1.54733333333333
DEC1	-1.021
PADI1	-0.853
UBB	-0.0723
PON3	1.57916666666667
PROP1	0.545
ANKRD13B	-0.7915
ADCK1	-0.07525
TCF25	-0.465166666666667
SLC38A5	-3.49975
CXorf26	0.520833333333333
C19orf39	-0.18325
PPP1R13B	0.31575
ARL2	-1.082
TCL6	-0.290363636363636
TOP3A	-1.0495
SLC16A14	0.69225
FXYD6	2.30633333333333
HIST1H4E	-1.0465
BBC3	-0.127210526315789
UNC5A	0.801333333333333
FAM86C	-0.8521
PI4KB	0.246
B3GAT1	-1.27225
SUSD2	2.4265
OAZ2	-0.103
NOC4L	-0.9705
C10orf12	-0.23875
FADS1	-3.18416666666667
LOC144097	-1.0645
DKK2	1.97766666666667
KIAA1949	-0.64375
RHOT1	0.4394
OXT	1.504
GPR153	0.16075
ARL4A	0.0536666666666667
SAAL1	-1.27675
CCDC64	-0.3965
USE1	-0.3145
HNMT	1.4345
PCGF3	0.15675
CYP2C19	0.3505
C20orf4	-0.0125
CCDC11	1.27475
ACSBG2	0.723
RWDD2A	0.0925
PALLD	2.995
CPLX4	-1.029
LOC492311	1.582
KPNA2	-2.473
MACROD1	-0.4585
TMCO3	0.502
C15orf52	0.9295
BIRC5	-3.01206666666667
PRR16	0.0898333333333334
