Hybridization REF	TCGA-BH-A0HK-11A-11R-A089-07
KCNIP3	-0.607
SFPQ	-0.054625
GFRA4	-0.187166666666667
AKR1B10	-3.371375
TIGD6	0.628666666666667
RGS16	2.210625
URB1	-0.568333333333333
OR4C46	0.055
TOP3B	-0.85625
NFATC4	0.483
CA14	-4.72125
BMPR1A	0.975666666666667
SNRP70	-0.82725
PRL	0.00791666666666667
C6orf130	-0.9175
STAG2	0.75225
CD55	0.584142857142857
RPS23	1.07883333333333
SSX2	-1.36783333333333
FDPSL2A	-0.7865
FBXO27	0.221375
SYNGR3	-1.87016666666667
TMSL3	1.36475
EML1	0.06
NUP93	-0.93825
SMAD3	-0.0301
KIAA1189	-0.569333333333333
HNRPUL2	0.058
TBC1D12	0.965666666666667
C16orf24	-0.36375
MRVI1	1.07983333333333
ZNF581	-1.1555
ELOVL3	-0.512
OR51Q1	-0.09675
CACNB3	0.120333333333333
GALNT13	-0.251375
C10orf84	1.128625
NEDD4	0.2332
SPO11	0.5445
OR5AU1	0.0935
NEK4	-0.0232857142857143
PRKAR2A	-0.211
IHPK1	-0.1245
ATP6V0B	-0.2275
CACNA1E	0.231
CEACAM8	0.422833333333333
PEX14	0.333
FLJ12993	0.6975
ZBTB38	1.05216666666667
PCTK2	0.869166666666667
LRRC16	0.7047
FBLIM1	0.97875
FYCO1	1.512
RP5-1022P6.2	0.6535
CMTM1	-0.389833333333333
PLTP	1.6755
RAPH1	0.967375
DOCK8	1.20425
EZH2	-3.33613333333333
SLC25A1	-1.00416666666667
PLEKHB1	1.2783
GRB7	0.2716
ZFP37	0.4465
MRPL33	-0.52675
PELO	-0.643
ARMC1	-0.225181818181818
C9orf27	-0.151625
FLJ25778	0.00750000000000001
C9orf37	-1.11433333333333
TMEM66	1.83625
SPRN	-0.448375
HBEGF	1.7745
PI4KA	-0.7135
LEPRE1	-1.14425
POU2AF1	-2.023625
MRPL12	-1.40833333333333
REP15	0.821
ZC3H3	0.1415
RASAL1	0.06025
DDAH1	0.88325
ACBD5	0.278875
TMC2	0.2205
CCDC137	-1.5435
SAMD13	0.103
UGT2B15	-2.13216666666667
TIPARP	2.45775
DNASE1L3	3.77075
TRIM72	0.0216666666666667
DBX2	0.7465
IPO8	0.16025
C21orf88	-1.1822
MAP3K14	0.90725
LOC51233	0.459166666666667
GGTLA4	-0.292
PDE6D	-0.02525
ZNF117	0.5815
CLK2	-0.942875
NKRF	-1.1035
TNFSF15	0.7245
DUSP2	0.882
SECISBP2	-0.3193
GABRR2	-0.844
PPAP2C	1.6635
LOC51145	-0.142166666666667
PAG1	-1.1445
PIK3C3	0.02575
GNG10	0.1805
APOL4	0.711
ANKRD28	-0.506375
STMN3	-0.9322
RAB14	1.0066
CDK2AP2	-0.705
HDDC3	-0.1525
COMMD7	0.369875
CXXC1	-0.1015
HMCN1	0.656166666666667
CD40	1.09275
DYNC1LI2	0.5135625
GDI1	-0.24725
LOC646938	0.01025
VSNL1	0.0606666666666667
PIH1D1	-0.2535
RAET1G	-1.2955
KRTAP5-9	-0.642
EFTUD2	-0.943
ZNF311	-0.122333333333333
ATP6V1G3	-0.15225
OR2W3	0.24775
SCN4A	0.84725
MED10	-0.736625
FAM135A	0.6371
ARHGAP4	-1.127
EHMT2	-1.188375
UFD1L	-0.696
ERMP1	-0.43375
MAG1	-0.229666666666667
THAP8	-0.920833333333333
HACE1	0.1005
FAM82C	0.342333333333333
C3orf20	0.196
UNC84A	0.0348333333333333
SCD5	0.290071428571429
LASS6	0.743375
LSG1	-0.0660833333333333
MAL	-4.1945
GPR22	-0.184
WDR5B	0.7005
ACTRT1	1.0185
C17orf60	0.952666666666667
GRIN2C	0.3531
ARMC8	0.256083333333333
SLC47A1	-1.35333333333333
DMPK	-0.4445
DHRS13	-0.869
SMC1A	-0.7455
KRTAP17-1	0.877
SMYD5	-0.345
TUSC2	0.248625
CRHR2	0.476
KIR3DL2	0.0375
CCDC104	0.63375
ATP2C1	0.5575
CROT	1.366
PABPC3	-0.197833333333333
EGR1	4.17783333333333
THSD1	1.038
KHK	-1.108
SLC12A2	2.2533125
CD58	-0.15825
STOX2	0.858833333333333
CCDC76	-0.6118
CCDC48	3.6605
DNAH1	0.276666666666667
ZIC4	-0.294625
OR1G1	0.713
PSMC6	-0.272666666666667
PROKR1	-0.0285
ABCB1	1.04125
TRAT1	-1.0585
LLGL1	0.1865
MTF1	1.22825
USP54	1.232625
PAGE2B	-3.336
ITGB7	-3.8955
CCDC81	0.074
LOC149837	0.4245
SCUBE1	0.3825
ZSCAN10	0.162
HUWE1	-0.182571428571429
CDH17	0.25
CD180	0.91175
IL17A	-0.0295
TMPO	-1.43975
KIAA1524	-2.19916666666667
HDGFRP3	-0.0831666666666667
OXCT1	-0.683636363636364
RRAS2	0.0168333333333333
LTBP2	3.0345
SV2B	2.83216666666667
CYP2A6	4.209
PKD1L2	-0.0241666666666666
PPM1M	1.142
FLJ22662	2.82133333333333
ZNF502	2.00475
GP6	-0.4585
CRYBA2	-0.87475
LEF1	-3.2843
CTPS	-2.45985714285714
EYA1	-2.73333333333333
EPS8L1	0.6745
MAPK14	-0.369583333333333
SERPINB2	-4.28925
GTF2F2	-0.400166666666667
ZNHIT4	-0.188
PLA1A	0.130375
C20orf114	2.64275
HPR	-4.193
C18orf2	-3.036
SATB2	-1.8965
KCNJ9	0.271375
MGC157906	0.3635
MOCS3	-0.2425
C17orf71	-0.821666666666667
PPHLN1	0.2459
HIST1H2BN	-3.233375
RAPGEF1	-1.032375
MAP3K8	2.64425
DLG4	0.4245
STC1	1.332
CDGAP	2.2245
DDX26B	-0.26975
LOC150223	-2.132
CPSF3	-1.21933333333333
TMEM14A	-0.19925
MYH3	-0.701
GPKOW	0.0875
SULT1A1	-0.450833333333333
SPON1	2.059
YY1AP1	-0.109333333333333
RAB23	0.44
PLA2G4A	-1.2645
MAPRE3	0.323
ZNF516	0.337857142857143
GGPS1	0.53175
EXOC3L2	-0.464
C19orf42	0.255
MAP2K2	-0.574333333333333
HIST1H2BB	-2.19925
RNF19B	1.44616666666667
C6orf128	0.648
TLR8	2.38875
PCDHA9	-0.385
CARS2	-0.031875
CLUL1	2.50633333333333
RHAG	-4.1335
UNK	-0.3125
EXOC8	0.7189
C9orf95	1.259
C14orf143	-0.320666666666667
MAML3	-0.064
LDHA	-1.82425
MRPL20	0.16125
KLHDC6	0.833
ATP5S	0.334333333333333
C8orf55	-0.2765
PHF19	-2.309625
KRTAP13-4	0.414
TTC5	0.56275
XKR5	0.2505
SILV	-4.7285
TEX28	0.581
TCTN1	0.86525
CX40.1	-0.07375
PPP2R5C	-0.0197500000000001
C12orf30	-1.39516666666667
CAPG	1.652
MPZL1	1.2172
ARSB	-1.25216666666667
TDH	-1.298
WASF4	1.4945
TSSK3	-0.3675
7A5	2.198
CRISPLD1	3.125875
MAD1L1	-0.703166666666667
SPIN4	-0.370333333333333
AMPD1	2.27425
DPYSL5	-0.3345
INPP1	1.56633333333333
ANKRD11	-0.475611111111111
NPAS4	0.115
GCET2	0.1016
RNASE9	-0.481
GUCY2D	0.1655
CCDC98	0.7645
FGF4	-0.34625
CPM	0.119
SLC26A4	-0.1445
PLD5	2.1525
FAM59A	1.3331
FBXO5	-2.46566666666667
SIPA1L1	-0.042125
DPYS	0.526
ATG4D	-0.86475
TGM3	0.554
MTCH1	0.157875
HK1	-0.387785714285714
CDC26	0.14875
GALNT12	-0.113166666666667
LOC339229	-0.77575
MRPL35	-0.861625
ORC4L	0.303625
TNKS	-0.116928571428571
C2orf24	-0.046
ZNF553	-0.541
GGTLA1	2.6561
ZNF497	0.207
CDY1B	0.259
SLC30A4	0.0825
TUB	0.117875
ARHGEF18	-0.12925
ARRB1	0.7795
KCNK1	0.057625
EREG	-2.3818
SCAMP5	-0.10075
RUNDC3B	3.37425
ADAMTS20	-0.0545
IL17RB	0.392
FLJ20323	-0.5225
MCAM	1.109375
POLR3E	-1.69391666666667
AQR	0.194166666666667
IPMK	1.246
CDCA7	-3.755875
CAMP	-0.45725
GRHL3	0.685
ADAMTSL2	0.00116666666666667
CLMN	1.9675
SSTR3	0.137
MAGEA5	-2.37016666666667
OVOL2	2.85725
JMJD1B	0.36575
RBL2	0.7884
PYGO2	0.045
PPP1R10	0.207
CSE1L	-1.40983333333333
LCA5	2.0335
RDH16	-0.6385
ASRGL1	-1.402375
TOM1	0.485333333333333
PTX3	-0.59225
TTC15	0.57225
SCGB3A1	3.0385
MRPL50	-0.48775
RCAN3	0.730375
SLC26A11	0.56675
STYX	-0.562
CINP	-0.48625
MARCH7	0.654
PFKM	-0.6435
SGMS1	1.02216666666667
RIOK3	0.1553
C1orf110	0.8385
CES7	0.1695
LOC440248	-1.41475
PPP1R12C	0.21925
C10orf27	0.3315
ATG9A	-0.66775
MRPS26	-0.18775
TMEM40	1.4945
ELP3	-0.1371
ZNF787	-0.106
HIAT1	0.9445
C8orf34	1.06783333333333
MGC4655	0.3663
PELI1	1.79133333333333
PPT1	0.7189
SLC35C2	-0.336166666666667
C6orf125	-1.31875
MUC4	-1.65333333333333
RFC4	-2.45857142857143
GNB2	0.005
NUP50	-0.683
SULT4A1	-1.03566666666667
C7	4.271
CCDC130	-0.469666666666667
ARRDC4	1.376
RQCD1	-0.5055
GLYCTK	-1.472
AYTL2	-1.66090909090909
MTUS1	1.9136
LEMD3	0.683666666666667
PLEKHF2	0.599
HOXA7	1.90225
GTF3C2	-1.0935
DYNLRB2	2.94825
CNOT10	-0.61125
MR1	-0.000666666666666664
FFAR1	-0.05125
PRIC285	-0.50025
SLITRK6	4.27825
LIX1	-2.1051
UBE1L2	-0.321666666666667
F8	1.997625
ACHE	-0.221833333333333
KPNA5	0.71725
TNFRSF12A	0.353333333333333
EGR3	4.5695
SERPIND1	-3.7445
OASL	0.07725
IFRD1	-1.342875
WDFY1	0.0991666666666667
ZNF267	0.83875
ACCN5	0.1685
ZBTB6	-0.54575
PPP1R3A	-0.1515
PRRT3	0.49125
FBXL19	-0.6305
TXNIP	1.592
ACTN2	-0.69475
ATG9B	-0.65075
C9orf117	0.28425
IL27	0.823
RPL36AL	0.180833333333333
KLK15	0.355
CHAD	1.8555
RAP2B	-0.2063
HEBP2	1.6385
ZNF342	-0.2915
CAMK2G	-0.459166666666667
TLR3	2.18075
FGF14	1.939
HMGB2	-1.995375
TRPM5	-0.278833333333333
OR5M11	0.126
KIF3B	0.397842105263158
PRICKLE2	1.25875
MTMR9	0.453375
C3orf27	0.06825
GLRA3	1.364
NSDHL	-0.570333333333333
TMEM32	0.4205
POLR2D	-0.963833333333333
MYADML	0.1885
C9orf114	-0.35525
MRGPRX1	0.283
TOPORS	0.9825
CLDN19	2.5455
C1QL4	0.212
RNF165	0.0165
DHRS9	0.8735
DNAH2	-0.168166666666667
FXR1	-0.313166666666667
ZMYM3	-0.59275
CASP3	-0.673833333333333
FAM120C	-1.046875
SCLY	-1.9175
CA7	0.486
ENTPD5	0.451166666666667
ZNF461	0.051
PDIA5	-0.162
C1orf19	-0.478333333333333
TMEM67	0.36525
KCTD20	-0.81225
WDR47	0.827
FLJ38723	1.948
KLRF1	0.895166666666667
TAS2R16	0.0765
CLDN12	1.21725
PRKCE	0.46875
UBXD4	-0.052
ITGAM	2.49166666666667
GLT8D3	-0.450375
WDR31	0.7901
RGS2	4.18675
OR51L1	-0.072
MST1R	-0.18475
KIAA1737	1.18175
OR4A5	0.1285
GLIS1	-1.55
PTMA	0.542214285714286
NAPA	0.69325
PRDM11	0.30225
LIPF	-0.3045
DIRAS3	3.362
ASGR2	-4.4635
C1QTNF4	0.82625
PIK3R4	0.336
ARMC3	1.4045
NDUFV3	-0.595833333333333
BTBD3	0.283333333333333
PPP1R2	0.688833333333333
UBE2NL	-0.18025
FOSL2	1.8375
FAM119A	-1.09983333333333
TUBA4A	-0.2107
KRTAP12-1	0.135
SFRS2	-0.4945
RHPN1	-1.2322
EEF2	-0.306
ZDHHC11	0.511833333333333
EPHA3	-0.7435
RBM12	0.236
H2AFJ	0.383916666666667
EDIL3	2.997
KIF26A	-0.22675
SERGEF	0.5435
B3GALT4	2.3885
LOC90925	0.736166666666667
OSCAR	-0.760625
NPFF	-0.68475
DEDD	0.2595
TMEM155	-0.9505
PTPN1	0.23475
SCYL2	-0.05
SKAP1	1.844
LEAP2	-3.22716666666667
GADD45G	1.7103
IFITM3	0.91775
PILRB	-1.83766666666667
SLU7	0.2803125
DSC3	3.302
DNMT3L	-1.37125
PAPD5	0.144125
B3GNT3	0.371666666666667
LHCGR	-0.3555
MSL-1	-0.33425
UBE2S	-2.54125
SAP130	-0.8175
ANAPC11	-0.359
MAGED4B	-1.184
ATP6V1B2	0.176333333333333
C14orf179	0.8235
CAPZA1	-0.1165
CDYL2	-0.767666666666667
GLRX3	-1.021
LOC136288	-0.4565
MOBKL1A	0.1555
HTR2B	2.23475
CRYGD	-0.193333333333333
NUS1	-0.211333333333333
PGRMC1	0.745
MYOM2	1.8685
FLJ39653	-2.01616666666667
CHM	0.5856
OR5M8	0.297
ZNF619	0.258
FAM105A	1.31475
CCNL1	-0.092375
NAP1L3	0.977
C10orf57	1.2715
B3GALNT1	0.498833333333333
CSN1S2A	0.118
TCP10L	-0.44325
GDAP2	-0.172125
DMKN	0.890333333333333
COX6B1	-0.70775
DNASE2	-0.338666666666667
MSH5	-2.5565
LGMN	0.170625
USP31	0.9699
OR13C8	0.553
SDCBP	0.6739
NUDT11	-0.975833333333333
PYGL	-0.822
SNPH	-0.346666666666667
B3GNT4	-0.912
MIZF	-1.0094
NUBPL	0.353375
NOD1	0.357333333333333
CDH22	1.682625
NUBP1	0.240833333333333
DSCAM	-3.585
DGKI	2.4765
FAM136A	-1.33725
AKAP1	0.442333333333333
SLC16A6	0.62175
RIN3	0.58825
PSG2	0.64775
DIP2B	0.206416666666667
PSORS1C1	-0.9842
KIAA0495	0.35
FLJ90709	-0.264833333333333
LPA	-0.195
PIGA	0.487
LY75	3.8395
UTS2	-6.889
RREB1	0.076125
GALNACT-2	0.7901
MGC3196	-1.35025
FLJ31568	0.069
LPHN1	-0.568875
SP1	0.167125
TOX4	0.54
HSPA9	-0.4845
APOBEC1	-0.6685
SLC35E4	-1.03725
LSM5	-1.51875
SURF1	0.4715
ZBTB1	0.49825
GTF2F1	0.27275
RPS15A	-0.238214285714286
DUSP21	-0.593833333333333
GINS4	-3.14983333333333
MYO15A	0.348166666666667
GIMAP7	3.91775
MGC13379	0.887
ATP6V1E2	-0.598333333333333
UTP3	0.60425
HNRPA3	-0.2791875
MT4	-0.738
C14orf155	-0.25575
U1SNRNPBP	0.37725
CKLF	-0.919
PLEKHN1	-0.7545
MBNL1	1.02408333333333
NUP160	-0.8505
ACSM2A	-1.695
LOC129881	1.323
KIAA1529	-0.087
FLJ22639	-2.17725
HAND1	-1.105
GSX1	0.0365
FGA	-3.836125
SERPINB1	0.27125
ZNF642	0.3125
IGFBP1	-7.5585
SLC1A1	0.972875
DHX57	0.09875
ZNF766	0.67
PTPN21	0.1611
GDPD3	-1.33433333333333
PNPLA5	0.1585
TBR1	0.328666666666667
FAM116A	0.5535
IQGAP1	1.198625
FOS	3.194125
ZNF226	-0.291125
FIGNL1	-1.0185
C14orf1	0.052
ZMYND17	0.1475
PUS7	-1.0915
TUBB6	0.42975
KCNQ2	-1.86125
MARCH6	-0.402416666666667
CCDC33	-0.2375
PRODH	-1.28625
RBM11	1.344
EPHA6	0.311625
SLC43A1	-0.52575
LOC196541	0.15675
NTN1	0.897666666666667
ING4	0.57775
PCDHB10	1.7545
DPH2	-0.8875
SPACA4	-0.3355
FBXL21	-3.622
DIAPH1	-0.170833333333333
ZNF71	0.586333333333333
CEP76	-0.87
CORO1A	-0.937
RRM2	-4.9265
EDG4	0.568
OS9	0.748
SLC4A1AP	0.1195
COG5	-0.648
COPS8	-0.19525
NGLY1	-0.7305
NCBP2	-0.8915
C17orf42	-0.3725
GPSM3	-0.26175
SIL1	0.320833333333333
ASB6	-0.48225
SMAD5OS	0.473
UNC93A	-3.2635
A1BG	-0.244833333333333
C21orf62	1.20825
FMO5	0.942416666666667
ATRIP	-0.385166666666667
CEBPG	0.219833333333333
C7orf38	-0.726166666666667
TNFRSF1B	1.3195
CLEC1A	2.45616666666667
IQSEC1	0.267
PATZ1	0.5166
RBM22	1.331125
BAG2	-1.25733333333333
PAQR5	-1.4245
C9orf127	0.5112
THNSL1	-0.15075
SHROOM3	2.8483
JAM2	2.42075
SNRPN	-1.06075
ALX4	0.0285
CACNA1S	-0.405
FAM130A1	-0.05075
CORIN	0.7025
CD300LB	0.08
PLEKHG6	1.059
LRRC40	-0.604
PCLKC	-1.585
PCDHB16	2.25333333333333
WNT2B	1.07783333333333
ASNS	-2.52666666666667
MRPL49	-0.073625
FLJ46111	0.04025
ISG20	-0.2455
SMU1	0.121833333333333
CASZ1	0.518
POLR1D	-0.287583333333333
GIN1	-0.56775
SNAG1	1.27616666666667
ANKRD29	0.9825
CDKN2AIP	0.05125
KRR1	0.215
CXCL1	-0.598166666666667
EPM2A	0.5266
PC	-0.4355
DEFB127	-0.524
PDZRN4	3.21433333333333
FAH	-0.25575
OR51E1	1.3625
CDC2L6	-0.237
DNTTIP1	-0.34375
PAX8	-0.61675
TMEM116	0.307
C1orf150	0.3995
PRO2012	0.294
MRPL40	-0.751166666666667
BEX1	-3.8132
SLC2A4	0.826166666666667
PKMYT1	-2.854
FEZF2	-0.0983333333333333
SLC26A9	-1.2055
MAP2	0.528083333333333
LYL1	-1.51075
SLC25A19	-1.75683333333333
NOS3	0.1455
ZNF34	0.594
TMPRSS11F	-0.15325
FAM43A	1.45775
FCRL4	-0.169333333333333
KLF14	0.0025
FLRT2	2.04966666666667
WRN	-0.95875
SDF2	0.5555
KRT8P12	-0.1035
C6orf195	0.021
C9orf125	-0.0196666666666667
DZIP3	0.2745
RIT1	-0.1575
SCML1	-1.2435
RHBDF2	-0.32875
OR2G3	0.197
REXO1L1	-0.00900000000000001
MAP3K7IP3	-0.441625
C3orf57	-4.5485
FBXW11	-0.993666666666667
ETAA1	-0.9665
C14orf131	-0.4921
AKT1S1	-0.136
SLC12A5	-0.622125
C9orf164	0.3225
NRIP3	-0.812125
NOS1AP	-0.8705
TMEM121	0.13
SAP30BP	0.0341
DGCR6	0.42125
WDR76	-2.163
FAM82B	-0.496916666666667
LOC606495	-0.329
MAP9	1.87966666666667
BCDIN3D	0.077
CXorf36	3.61116666666667
DSCR3	-0.4019
ZFAND3	-0.060625
C7orf43	-0.189333333333333
SPSB3	0.0728
C19orf19	-0.05675
FAM133A	-1.184375
C12orf25	-0.06625
SLC39A3	-0.86475
DISP2	-1.7875
PI4KAP2	-2.087
MKRN3	-2.46066666666667
ADAMTS13	-0.824875
CBLN3	0.3278
TTYH1	1.636
C3orf18	1.13275
FLJ13236	-1.04925
ZMYND12	2.682
C18orf25	0.691375
GLB1L3	-0.2815
ATP13A5	1.6495
RANBP10	0.117
CD96	-1.5034
DENND1C	-0.764
RBMS3	2.5674
SLC41A3	0.848
DGCR6L	0.40625
TMEM128	0.8985
CSNK1G3	0.00164285714285714
MOBKL2C	1.72975
TSPAN6	0.732875
MATN2	1.996
MSL2L1	-0.298666666666667
ST6GALNAC2	0.322
FGFBP2	2.136875
FGL1	-7.01683333333333
MPP3	-1.312
ARHGEF6	1.773
TGFBR2	2.315125
ACMSD	1.0415
IL33	5.31325
C9orf5	0.42375
DEAF1	-0.1166
AMN	-0.179
DEFA6	-0.161625
RNF212	-0.02375
METT5D1	0.1865
CIB1	-0.0236
TSSK1B	-0.01225
KIAA1727	0.92975
ZNF680	0.648833333333333
LOC399900	-1.122
LOC152217	-0.356833333333333
CTNNAL1	-1.4995
CIT	-3.39491666666667
TLE6	0.1425
ZNF607	-1.19025
HERC4	-0.778166666666667
DRAP1	-0.8911
PEMT	-0.598
C10orf111	0.00900000000000001
ZNF575	0.538875
KCTD7	0.0565
MYO1F	0.354
LOC285382	0.4505
RAB11A	0.7784
PLCD3	-0.46825
C15orf28	-0.16325
PTBP2	-0.665375
CTB-1048E9.5	-0.23825
C19orf60	-0.2705
C7orf25	0.201
SETD7	1.353125
HOXB9	-5.176
VANGL1	-0.306
CHAF1B	-2.66675
NDUFA3	-0.423
KIAA1328	0.751166666666667
SHARPIN	-0.3035
TTC23	0.3845
UGP2	0.597
ANKIB1	0.2819
CIRBP	2.17928571428571
SEC14L4	-2.09133333333333
OVCH1	0.321666666666667
VPS52	-0.3195
FAT	0.687375
M6PRBP1	-0.46325
GPRIN3	0.6055
PPM1F	-0.319
TSR1	-0.70425
CCDC85A	3.3375
PCSK5	3.08725
ZFHX3	0.123
HEMK1	-0.7617
PGBD2	-0.27575
RSRC2	-0.0923333333333333
AURKC	-1.19616666666667
SCRIB	0.057375
ORM2	-4.661
FAM115A	0.5293
FZD6	0.4965
UNC119	-0.255833333333333
GPX3	1.6954
NOV	2.00325
CABC1	0.013125
CDC42SE2	0.87325
EIF2S2	-1.045
RNF130	1.132
CKAP5	-1.2285
RP11-413M3.2	0.373625
C10orf18	0.363
TMEM93	-0.663
DYX1C1	1.31
KCNMB2	-0.598625
ANK3	1.10541666666667
KRT5	2.9613
CDH12	0.651625
QRSL1	-0.313
JUB	-0.77475
SHC4	-1.01075
CCL15	2.36083333333333
CCDC22	-0.36475
SNX24	-0.0345
RARS	-0.751
MORC2	-0.409125
FAM48A	-0.1555
MT1H	1.317
PPP1R14C	1.69533333333333
FOXD1	-3.06185714285714
C1orf213	-1.366
AMT	-1.1669
DSN1	-1.4415
PTPLAD2	2.599
DIS3L	-0.3015
RASL11A	1.79825
GPRC5B	0.722375
FRMD7	-0.5325
STRN4	-0.214
KITLG	1.74427272727273
HDGF	-0.79175
OR1S1	0.072
SETX	0.5171
DDR2	1.996625
KCTD12	3.2135
LYZL2	-0.66025
WDR52	0.188
TMEM2	0.687125
ZNF579	-0.161333333333333
LOC200810	-0.40675
TNFSF9	-1.083875
PPFIA4	-4.12325
CNIH3	-0.615333333333333
MAP4K4	-0.832642857142857
ROD1	-0.554
ALS2CR12	-0.113333333333333
DOCK3	-0.609166666666667
PAQR9	-3.7355
ASB17	-0.790833333333333
STX16	-1.16925
FEZ2	0.824333333333333
DLAT	-0.909333333333333
KIF21B	-1.45416666666667
CDC5L	-0.061
TMEM119	1.71383333333333
CRIP3	-1.45025
TPSD1	0.8295
TEPP	0.491
GNGT2	1.16675
C21orf121	0.9995
WNK1	-0.1715
FLJ10490	0.0463
OR51B5	-2.4015
LOC203547	-0.953375
HAS1	3.6655
PPA1	0.1465
ST7	0.068875
C11orf46	1.1189
POPDC3	-3.43433333333333
ACOX2	1.05816666666667
ATCAY	-0.720916666666667
TM4SF19	-1.56875
MFSD9	-0.628833333333333
PDHB	-0.3755
ERN1	-0.254
LCE3C	-0.0805
GPR111	0.3185
NOTCH3	0.832333333333333
ADAMTS5	5.49725
B3GALT1	-0.3545
UGCGL1	-1.33333333333333
FAM58A	0.1985
FBXO32	2.5745
CLPP	-0.581
NXPH1	-0.07975
MTMR3	1.13616666666667
ATP1B3	-0.530875
TMEM16A	3.949875
HIST1H3F	-0.891833333333333
TRIM25	-0.401
SDCBP2	1.428
CRKL	-0.568125
HOXB2	0.206333333333333
ANP32B	-0.4945
GATM	4.202
AP4E1	-0.154625
EDG5	0.515375
CDKN3	-4.17466666666667
CDH4	-0.1625
PGD	-1.08916666666667
RND1	0.6395
GAD1	-3.3381
MPG	-0.323875
LOC440350	-0.301
ZNF133	-0.242
SERPINB12	-0.1505
AMELY	-0.0986666666666667
DHX36	-0.56125
TNFAIP8L2	2.62033333333333
PHTF2	-0.711444444444444
CCDC112	-0.985666666666667
IQCC	-1.078
HEYL	2.50233333333333
FTSJ2	-0.886333333333333
APPL1	0.766875
RAB43	0.532285714285714
OR10G2	-0.289
WAC	0.32
ADCY9	0.442
RUNDC2B	0.521166666666667
PYCRL	-0.2721
AGPAT7	0.150666666666667
SLC22A9	-0.981833333333333
CDKAL1	0.171
PDYN	-0.2215
C20orf74	0.8565
MTMR11	1.19
VAV3	2.74525
DAPL1	2.6505
STXBP3	0.78475
EIF3G	0.2585
ARHGAP22	-0.4105
NPFFR1	0.0415
NPC1	-0.508333333333333
ALDH9A1	0.9695
ZNF600	-0.2565
ZNF678	0.657833333333333
RASSF1	-0.0495
ADD2	-2.141375
PITPNB	0.728375
PKD2L2	-0.143125
LRP11	0.12275
CDKL1	0.80425
SMEK2	-0.2995
PRODH2	-3.60616666666667
C11orf54	0.173666666666667
SFRS11	-0.600333333333333
IL7	1.62666666666667
ALS2CR16	0.82175
BTG3	-0.318
PAK2	-0.629777777777778
RP11-679B17.1	-0.4215
GATA4	-1.95233333333333
ATP2B1	0.5555
LOC130940	2.126
C1orf172	2.59783333333333
ATF7IP2	-2.31825
SLC25A43	0.265
CENTG3	0.0669166666666667
IGF2BP1	-3.9759
FCHSD1	0.1315
CAMK2N2	0.202833333333333
ELAVL3	-0.3201
NBPF15	-0.453333333333333
UBE2J2	0.249583333333333
GNL2	-0.7565
PRR3	-0.2304
NLF2	-0.10725
OR4F6	-0.4405
KLHL24	0.922666666666667
CCDC88A	-1.2919
SGPP1	-0.0516666666666667
C10orf11	0.441333333333333
SLC35B4	-1.18883333333333
UGT3A2	-0.8685
ARNT2	-0.4401
CBR1	-0.012875
ITPR3	-1.18166666666667
TRAPPC6B	0.0159
AMZ1	-1.081
ARP11	1.68475
WDSUB1	0.87625
APBA1	1.2725
RAB2A	0.5096
C6orf162	0.4105
HPSE2	1.23725
PLCE1	0.88925
INSL3	0.24575
DLG1	-0.0194
PTPLA	-1.853
PIGX	-0.553375
TFIP11	0.394
FIBIN	3.2655
POLR2G	-1.02325
GRAP2	-1.8056
DNAJB8	-0.569
CNBP	0.517833333333333
WASF1	-0.661
INPP5E	-0.8663
HSPB1	-0.6618125
TMEM167	-0.389
CUBN	0.30225
IGF1	4.0405625
ITPK1	-0.1787
NAALAD2	0.102875
G3BP1	-0.1851
NT5DC1	0.66825
CYP39A1	2.233
TMEM139	1.96033333333333
POLK	0.3118
GLULD1	-1.1015
RBM15	-1.25833333333333
AMZ2	-0.4765
GDF15	-3.7635
MESDC2	-0.09625
INCA	0.781166666666667
ACY1L2	-0.3935
GZMM	-1.615
PAIP1	0.081
CACNA2D1	0.68575
STK32C	-0.803333333333333
SH3BP4	1.46533333333333
DEC1	-0.4845
PADI1	-0.1075
UBB	0.0541
PON3	0.856
PROP1	0.147
ANKRD13B	-0.5075
ADCK1	-0.28975
TCF25	0.2265
SLC38A5	-3.35175
CXorf26	0.157333333333333
C19orf39	-0.2075
PPP1R13B	0.2935
ARL2	-0.2885
TCL6	0.00825
TOP3A	-1.0005
SLC16A14	0.551375
FXYD6	2.52883333333333
HIST1H4E	-0.96375
BBC3	-0.592263157894737
UNC5A	0.156666666666667
FAM86C	-0.8906
PI4KB	0.584375
B3GAT1	-1.68225
SUSD2	1.28866666666667
OAZ2	0.0555
NOC4L	-0.59475
C10orf12	-0.31825
FADS1	-3.60333333333333
LOC144097	-0.80125
DKK2	3.15583333333333
KIAA1949	-0.11425
RHOT1	0.2519
OXT	0.767833333333333
GPR153	0.13475
ARL4A	-0.0431666666666667
SAAL1	-1.4955
CCDC64	-0.6745
USE1	-0.338833333333333
HNMT	1.077
PCGF3	-0.4231875
CYP2C19	-0.70375
C20orf4	0.085
CCDC11	1.17475
ACSBG2	0.73025
RWDD2A	-0.15075
PALLD	3.294875
CPLX4	0.256
LOC492311	1.903
KPNA2	-2.45633333333333
MACROD1	-0.6414
TMCO3	0.1545
C15orf52	2.06383333333333
BIRC5	-4.07946666666667
PRR16	0.930333333333333
FAM63B	0.704875
KATNB1	-0.6445
WNT8B	-0.5325
