Hybridization REF	TCGA-BH-A0C0-11A-21R-A089-07
ZNF347	0.8401
GTF2E1	-0.47825
RY1	-0.477166666666667
ATAD2B	-0.157
ARHGAP17	-0.1319
KCNIP3	-0.7305
SFPQ	-0.48225
GFRA4	-0.0451666666666667
AKR1B10	-4.52275
TIGD6	1.406
RGS16	0.47725
URB1	-0.452833333333333
OR4C46	-0.0823333333333334
TOP3B	-0.835
NFATC4	-0.1935
CA14	-4.409
BMPR1A	0.618
SNRP70	-0.714375
PRL	-0.257333333333333
C6orf130	0.1805
STAG2	0.03675
CD55	-0.972857142857143
RPS23	1.387
SSX2	-1.63233333333333
FDPSL2A	-0.6045
FBXO27	0.6135
SYNGR3	-1.895
TMSL3	-0.248
EML1	-1.1005
NUP93	-1.27441666666667
SMAD3	-0.2291
KIAA1189	-0.234833333333333
HNRPUL2	-0.00583333333333333
TBC1D12	0.5985
C16orf24	-0.31725
MRVI1	2.07883333333333
ZNF581	-0.478166666666667
ELOVL3	0.4655
OR51Q1	-0.0125
CACNB3	0.395333333333333
GALNT13	-1.610625
C10orf84	0.717625
NEDD4	0.2904
SPO11	0.6515
OR5AU1	0.0115
NEK4	0.117357142857143
PRKAR2A	-0.7335
IHPK1	0.0811666666666667
ATP6V0B	-0.504125
CACNA1E	0.101
CEACAM8	0.021
PEX14	0.221
FLJ12993	1.2245
ZBTB38	0.77025
PCTK2	0.661166666666667
LRRC16	0.1833
FBLIM1	0.505916666666667
FYCO1	1.53125
RP5-1022P6.2	0.743666666666667
CMTM1	-0.5475
PLTP	0.921833333333333
RAPH1	0.74725
DOCK8	1.459125
EZH2	-2.6286
SLC25A1	-0.4185
PLEKHB1	1.0233
GRB7	1.1201
ZFP37	1.45325
MRPL33	-0.44625
PELO	-0.40525
ARMC1	-0.130818181818182
C9orf27	-0.017125
FLJ25778	-0.4535
C9orf37	-1.07183333333333
TMEM66	1.84775
SPRN	-0.28425
HBEGF	0.2215
PI4KA	-0.6355
LEPRE1	-1.28
POU2AF1	-0.803
MRPL12	-1.37766666666667
REP15	1.0505
ZC3H3	-0.02075
RASAL1	0.11875
DDAH1	1.109125
ACBD5	-0.068375
TMC2	0.062
CCDC137	-1.70475
SAMD13	0.869166666666667
UGT2B15	-1.685
TIPARP	0.38575
DNASE1L3	3.5965
TRIM72	0.222833333333333
DBX2	1.42125
IPO8	-0.1405
C21orf88	0.1076
MAP3K14	0.7245
LOC51233	0.107166666666667
GGTLA4	0.849
PDE6D	-0.29275
ZNF117	0.90875
CLK2	-0.245875
NKRF	-0.67125
TNFSF15	0.9167
DUSP2	-0.3455
SECISBP2	0.1833
GABRR2	-0.4765
PPAP2C	1.44075
LOC51145	0.025
PAG1	-0.7565
PIK3C3	-0.10675
GNG10	-0.272
APOL4	0.599666666666667
ANKRD28	-0.748125
STMN3	-0.9823
RAB14	0.8662
CDK2AP2	-0.52075
HDDC3	-0.315125
COMMD7	0.509375
CXXC1	0.21175
HMCN1	-0.258666666666667
CD40	1.3325
DYNC1LI2	0.403
GDI1	-0.034
LOC646938	-0.30825
VSNL1	1.15216666666667
PIH1D1	-0.297
RAET1G	-1.1735
KRTAP5-9	-0.657
EFTUD2	-1.1395
ZNF311	0.743833333333333
ATP6V1G3	0.23825
OR2W3	-0.0565
SCN4A	0.35125
MED10	-0.56325
FAM135A	0.3682
ARHGAP4	-0.7415
EHMT2	-0.999875
UFD1L	-0.9985
ERMP1	-0.548
MAG1	0.173666666666667
THAP8	-0.286166666666667
HACE1	0.373
FAM82C	0.393333333333333
C3orf20	0.045
UNC84A	0.0436666666666667
SCD5	0.284571428571429
LASS6	1.035625
LSG1	-0.175083333333333
MAL	-4.478
GPR22	-0.6675
WDR5B	1.66275
ACTRT1	1.026
C17orf60	-0.422166666666667
GRIN2C	-0.215
ARMC8	-0.41175
SLC47A1	-1.52566666666667
DMPK	0.256
DHRS13	-0.644333333333333
SMC1A	-0.724166666666667
KRTAP17-1	0.65
SMYD5	-0.104
TUSC2	-0.08425
CRHR2	0.117
KIR3DL2	-0.0775
CCDC104	0.87325
ATP2C1	0.76475
CROT	1.74175
PABPC3	0.0336666666666667
EGR1	2.056
THSD1	1.96925
KHK	-1.351
SLC12A2	2.093
CD58	-1.06325
STOX2	1.17233333333333
CCDC76	0.3341
CCDC48	4.464
DNAH1	0.504333333333333
ZIC4	0.189875
OR1G1	0.054
PSMC6	-0.263833333333333
PROKR1	-0.0175
ABCB1	2.013375
TRAT1	-1.1835
LLGL1	0.0975
MTF1	0.3825
USP54	0.868375
PAGE2B	-2.705
ITGB7	-3.48175
CCDC81	0.1725
LOC149837	0.393
SCUBE1	1.171
ZSCAN10	0.0095
HUWE1	-0.195071428571429
CDH17	0.2765
CD180	0.51125
IL17A	-0.20625
TMPO	-1.6905
KIAA1524	-2.15216666666667
HDGFRP3	-0.511666666666667
OXCT1	-0.168545454545455
RRAS2	-0.506333333333333
LTBP2	3.1665
SV2B	1.818
CYP2A6	1.917125
PKD1L2	-0.042
PPM1M	1.57825
FLJ22662	2.3635
ZNF502	2.49325
GP6	-0.6435
CRYBA2	-1.11325
LEF1	-2.0358
CTPS	-2.957
EYA1	-2.02333333333333
EPS8L1	0.739
MAPK14	-0.447416666666667
SERPINB2	-5.3605
GTF2F2	-0.324
ZNHIT4	0.095
PLA1A	-0.035375
C20orf114	2.56425
HPR	-4.446
C18orf2	-2.3755
SATB2	-2.165
KCNJ9	-0.081625
MGC157906	0.341
MOCS3	-0.164
C17orf71	-0.386666666666667
PPHLN1	-0.1987
HIST1H2BN	-2.711375
RAPGEF1	-1.228375
MAP3K8	1.29925
DLG4	0.180166666666667
STC1	-0.142416666666667
CDGAP	1.856
DDX26B	0.81925
LOC150223	-1.925
CPSF3	-1.10366666666667
TMEM14A	0.0645
MYH3	0.18225
GPKOW	-0.013
SULT1A1	-0.584833333333333
SPON1	3.6053
YY1AP1	0.356666666666667
RAB23	-0.19475
PLA2G4A	-1.943
MAPRE3	0.24075
ZNF516	0.390714285714286
GGPS1	0.49025
EXOC3L2	-0.286
C19orf42	0.7489
MAP2K2	-0.356166666666667
HIST1H2BB	-1.534
RNF19B	0.9975
C6orf128	-0.648
TLR8	1.94425
PCDHA9	0.5155
CARS2	-0.26425
CLUL1	3.60333333333333
RHAG	-4.02483333333333
UNK	0.013
EXOC8	0.4973
C9orf95	1.122
C14orf143	-0.573
MAML3	0.153
LDHA	-2.4515
MRPL20	-0.122875
KLHDC6	1.5635
ATP5S	0.043
C8orf55	-0.14125
PHF19	-2.435875
KRTAP13-4	0.228
TTC5	0.71125
XKR5	-0.293333333333333
SILV	-3.8025
TEX28	-0.12
TCTN1	0.96975
CX40.1	-0.25275
PPP2R5C	-0.112
C12orf30	-1.219
CAPG	1.05175
MPZL1	0.95965
ARSB	-1.93766666666667
TDH	-1.433
WASF4	1.152
TSSK3	-0.653166666666667
7A5	0.5615
CRISPLD1	3.878125
MAD1L1	-0.928333333333333
SPIN4	0.0526666666666667
AMPD1	3.42475
DPYSL5	0.026
INPP1	1.106
ANKRD11	-0.677444444444444
NPAS4	0.263
GCET2	1.742
RNASE9	0.6935
GUCY2D	0.386833333333333
CCDC98	0.745
FGF4	-0.625375
CPM	-0.792166666666667
SLC26A4	0.938
PLD5	2.11675
FAM59A	1.4289
FBXO5	-2.26544444444444
SIPA1L1	0.011125
DPYS	0.95225
ATG4D	-0.78575
TGM3	0.299
MTCH1	0.243625
HK1	-0.576071428571429
CDC26	0.1315
GALNT12	-2.5895
LOC339229	-0.477
MRPL35	-0.826625
ORC4L	0.592125
TNKS	-0.00514285714285713
C2orf24	0.0936666666666667
ZNF553	-0.445
GGTLA1	2.5567
ZNF497	-0.17075
CDY1B	0.72725
SLC30A4	0.00625
TUB	0.396125
ARHGEF18	-0.28
ARRB1	0.848
KCNK1	-0.518875
EREG	-3.2227
SCAMP5	1.13725
RUNDC3B	3.15525
ADAMTS20	-0.24075
IL17RB	0.314375
FLJ20323	-0.58375
MCAM	0.79325
POLR3E	-1.38083333333333
AQR	0.182666666666667
IPMK	0.16
CDCA7	-3.655
CAMP	-1.7975
GRHL3	-0.3405
ADAMTSL2	-0.2925
CLMN	2.07833333333333
SSTR3	-0.1175
MAGEA5	-2.49166666666667
OVOL2	3.588
JMJD1B	0.5225
RBL2	0.6293
PYGO2	0.457
PPP1R10	0.199666666666667
CSE1L	-1.3035
LCA5	2.68075
RDH16	-0.22475
ASRGL1	-2.111875
TOM1	0.421
PTX3	-3.261
TTC15	0.39825
SCGB3A1	3.61933333333333
MRPL50	-0.87325
RCAN3	0.383125
SLC26A11	0.7435
STYX	-0.7425
CINP	-0.62175
MARCH7	0.17925
PFKM	-0.495666666666667
SGMS1	0.833166666666667
RIOK3	-0.1621
C1orf110	0.534
CES7	0.022625
LOC440248	0.2665
PPP1R12C	-0.0175
C10orf27	0.174
ATG9A	-0.794
MRPS26	0.057875
TMEM40	0.87125
ELP3	-0.2008
ZNF787	-0.2023
HIAT1	0.65675
C8orf34	1.0755
MGC4655	0.0792
PELI1	1.63466666666667
PPT1	0.7088
SLC35C2	-0.385833333333333
C6orf125	-1.29525
MUC4	-1.86883333333333
RFC4	-2.45285714285714
GNB2	0.01
NUP50	-0.5295
SULT4A1	-1.47466666666667
C7	4.73975
CCDC130	0.0883333333333333
ARRDC4	1.05375
RQCD1	-0.97075
GLYCTK	-1.16675
AYTL2	-1.83590909090909
MTUS1	1.6697
LEMD3	0.720333333333333
PLEKHF2	1.537
HOXA7	2.2515
GTF3C2	-1.2485
DYNLRB2	3.18025
CNOT10	-0.625
MR1	-0.382333333333333
FFAR1	-0.23875
PRIC285	-0.3925
SLITRK6	4.3625
LIX1	-2.5229
UBE1L2	-0.23325
F8	1.7335
ACHE	-0.0518333333333333
KPNA5	1.37125
TNFRSF12A	-2.25783333333333
EGR3	1.6955
SERPIND1	-3.57083333333333
OASL	0.642
IFRD1	-0.825125
WDFY1	0.1385
ZNF267	0.462375
ACCN5	-0.047
ZBTB6	0.00275
PPP1R3A	-0.3525
PRRT3	0.64075
FBXL19	-0.285
TXNIP	1.92542857142857
ACTN2	-1.57625
ATG9B	-0.736
C9orf117	0.3515
IL27	1.3585
RPL36AL	0.0635
KLK15	0.03625
CHAD	2.5515
RAP2B	-0.593
HEBP2	1.1245
ZNF342	0.7765
CAMK2G	-0.0538333333333333
TLR3	2.07425
FGF14	3.8765
HMGB2	-1.8755
TRPM5	-0.315166666666667
OR5M11	-0.089
KIF3B	-0.0887894736842105
PRICKLE2	1.585
MTMR9	0.201875
C3orf27	0.35625
GLRA3	-0.490833333333333
NSDHL	-0.430833333333333
TMEM32	0.2145
POLR2D	-1.29383333333333
MYADML	-0.096
C9orf114	-0.3325
MRGPRX1	0.4515
TOPORS	0.6055
CLDN19	3.23725
C1QL4	0.8835
RNF165	0.5865
DHRS9	0.22575
DNAH2	0.501
FXR1	-0.284
ZMYM3	-0.553
CASP3	-0.662333333333333
FAM120C	-0.8905
SCLY	-1.65775
CA7	0.151
ENTPD5	1.10783333333333
ZNF461	0.554375
PDIA5	-0.27025
C1orf19	-0.636
TMEM67	0.5225
KCTD20	-0.7585
WDR47	0.6125
FLJ38723	2.096
KLRF1	2.05866666666667
TAS2R16	-0.3735
CLDN12	0.77575
PRKCE	0.1295
UBXD4	-0.218
ITGAM	1.9025
GLT8D3	-0.5905
WDR31	0.9633
RGS2	2.994
OR51L1	0.1545
MST1R	0.622
KIAA1737	1.174
OR4A5	0.312
GLIS1	-0.779666666666667
PTMA	-0.107071428571429
NAPA	1.00125
PRDM11	0.1
LIPF	1.0695
DIRAS3	3.2025
ASGR2	-4.287
C1QTNF4	2.053
PIK3R4	0.300833333333333
ARMC3	1.29675
NDUFV3	-0.545333333333333
BTBD3	0.1385
PPP1R2	0.0524166666666667
UBE2NL	-0.695
FOSL2	-0.276357142857143
FAM119A	-2.07166666666667
TUBA4A	-0.8825
KRTAP12-1	-0.04125
SFRS2	-0.55125
RHPN1	-0.8842
EEF2	0.143333333333333
ZDHHC11	-0.281333333333333
EPHA3	-1.151
RBM12	-0.09875
H2AFJ	0.29375
EDIL3	2.6215
KIF26A	-0.3085
SERGEF	0.49225
B3GALT4	1.767
LOC90925	0.932166666666667
OSCAR	-0.978875
NPFF	0.682625
DEDD	0.264
TMEM155	-1.123125
PTPN1	-0.12375
SCYL2	0.0781666666666667
SKAP1	1.80525
LEAP2	-2.01433333333333
GADD45G	0.4116
IFITM3	0.58975
PILRB	-0.383
SLU7	0.5895625
DSC3	3.05075
DNMT3L	-1.61525
PAPD5	-0.2295
B3GNT3	1.24833333333333
LHCGR	0.6015
MSL-1	-0.117
UBE2S	-2.57725
SAP130	-0.3355
ANAPC11	-0.434
MAGED4B	-1.0265
ATP6V1B2	-0.181166666666667
C14orf179	0.635125
CAPZA1	-0.51075
CDYL2	-1.30166666666667
GLRX3	-1.12733333333333
LOC136288	-0.8135
MOBKL1A	0.162
HTR2B	2.7085
CRYGD	-0.042
NUS1	-0.614333333333333
PGRMC1	0.8675
MYOM2	1.074
FLJ39653	-0.343666666666667
CHM	0.5079
OR5M8	0.358
ZNF619	0.1095
FAM105A	1.08125
CCNL1	-0.261125
NAP1L3	1.194
C10orf57	2.051
B3GALNT1	0.5595
CSN1S2A	0.084
TCP10L	-0.31975
GDAP2	-0.119625
DMKN	1.12516666666667
COX6B1	-0.63925
DNASE2	-0.374
MSH5	-2.09225
LGMN	-0.672
USP31	0.9144
OR13C8	0.632
SDCBP	-0.1739
NUDT11	-0.549166666666667
PYGL	-1.67316666666667
SNPH	-0.326666666666667
B3GNT4	-1.279
MIZF	-0.1057
NUBPL	0.00237499999999997
NOD1	0.5355
CDH22	0.943125
NUBP1	0.0596666666666667
DSCAM	-3.578
DGKI	-0.2505
FAM136A	-0.809
AKAP1	0.8485
SLC16A6	-1.28525
RIN3	0.002
PSG2	-0.24325
DIP2B	-0.511833333333333
PSORS1C1	0.0575
KIAA0495	0.398
FLJ90709	-0.514666666666667
LPA	-0.0746666666666667
PIGA	-0.126333333333333
LY75	4.48966666666667
UTS2	-6.64433333333333
RREB1	-0.1835
GALNACT-2	0.3214
MGC3196	-1.028
FLJ31568	1.4595
LPHN1	-0.220625
SP1	0.115
TOX4	0.551833333333333
HSPA9	-0.626
APOBEC1	0.2795
SLC35E4	-0.56425
LSM5	-1.309
SURF1	0.1555
ZBTB1	0.878916666666667
GTF2F1	0.49275
RPS15A	0.0139285714285714
DUSP21	-0.573833333333333
GINS4	-3.47833333333333
MYO15A	1.20683333333333
GIMAP7	4.6245
MGC13379	1.3935
ATP6V1E2	0.351333333333333
UTP3	0.317
HNRPA3	-0.6185
MT4	-0.235
C14orf155	0.30625
U1SNRNPBP	0.11125
CKLF	-1.3195
PLEKHN1	-1.2
MBNL1	0.54175
NUP160	-1.2035
ACSM2A	-1.84225
LOC129881	1.05675
KIAA1529	0.55525
FLJ22639	-1.3945
HAND1	-1.14
GSX1	0.0295
FGA	-4.213875
SERPINB1	-0.62475
ZNF642	0.59925
IGFBP1	-6.63675
SLC1A1	0.143875
DHX57	-0.223875
ZNF766	0.411
PTPN21	0.196
GDPD3	-0.557166666666667
PNPLA5	0.157
TBR1	-0.293666666666667
FAM116A	0.1195
IQGAP1	0.633875
FOS	3.062875
ZNF226	0.142125
FIGNL1	-0.3125
C14orf1	0.084
ZMYND17	-0.1545
PUS7	-1.2665
TUBB6	-0.942875
KCNQ2	-1.7165
MARCH6	0.158666666666667
CCDC33	-0.198
PRODH	0.51475
RBM11	2.049
EPHA6	0.215625
SLC43A1	-0.674
LOC196541	0.6345
NTN1	0.599416666666667
ING4	1.2225
PCDHB10	1.741
DPH2	-0.8085
SPACA4	-0.03575
FBXL21	-4.1405
DIAPH1	-0.791166666666667
ZNF71	0.648166666666667
CEP76	-0.588
CORO1A	-1.0915
RRM2	-5.154
EDG4	0.38975
OS9	0.495833333333333
SLC4A1AP	-0.163
COG5	-0.73375
COPS8	-0.32025
NGLY1	-0.419
NCBP2	-1.234375
C17orf42	0.0625
GPSM3	-0.264625
SIL1	0.252833333333333
ASB6	-0.63325
SMAD5OS	0.971333333333333
UNC93A	-3.707625
A1BG	-0.3405
C21orf62	0.29775
FMO5	1.86525
ATRIP	-0.0898333333333333
CEBPG	-0.0771666666666666
C7orf38	0.411
TNFRSF1B	0.589333333333333
CLEC1A	2.17383333333333
IQSEC1	0.449
PATZ1	1.125
RBM22	1.1415
BAG2	-2.8725
PAQR5	-1.65616666666667
C9orf127	0.6476
THNSL1	0.64525
SHROOM3	2.8743
JAM2	2.5965
SNRPN	-0.5885
ALX4	0.0335
CACNA1S	-0.3085
FAM130A1	0.35825
CORIN	0.7105
CD300LB	0.057
PLEKHG6	0.8395
LRRC40	-0.66075
PCLKC	-1.61975
PCDHB16	1.33183333333333
WNT2B	0.155
ASNS	-2.07811111111111
MRPL49	0.184625
FLJ46111	-0.92975
ISG20	-0.270375
SMU1	0.107666666666667
CASZ1	0.638
POLR1D	-0.0590833333333334
GIN1	0.003
SNAG1	0.797166666666667
ANKRD29	1.2435
CDKN2AIP	0.4665
KRR1	0.51475
CXCL1	-0.877666666666667
EPM2A	0.2923
PC	-0.223
DEFB127	0.3385
PDZRN4	2.20683333333333
FAH	0.168625
OR51E1	0.9825
CDC2L6	-0.451
DNTTIP1	-0.54275
PAX8	-0.0425
TMEM116	0.609
C1orf150	-0.037
PRO2012	0.21175
MRPL40	-0.598833333333333
BEX1	-2.187
SLC2A4	1.11283333333333
PKMYT1	-2.78475
FEZF2	2.16733333333333
SLC26A9	-1.57125
MAP2	0.875833333333333
LYL1	-1.32825
SLC25A19	-1.567
NOS3	-0.419
ZNF34	0.852833333333333
TMPRSS11F	-0.099
FAM43A	0.52025
FCRL4	-0.1665
KLF14	-0.01275
FLRT2	1.52166666666667
WRN	-0.74575
SDF2	0.5107
KRT8P12	-0.498
C6orf195	0.516
C9orf125	0.2455
DZIP3	0.281375
RIT1	-0.2965
SCML1	-0.840333333333333
RHBDF2	-0.674375
OR2G3	0.3895
REXO1L1	0.02
MAP3K7IP3	-0.356375
C3orf57	-4.644
FBXW11	-0.925833333333333
ETAA1	-0.343
C14orf131	0.1343
AKT1S1	-0.27175
SLC12A5	-0.855
C9orf164	1.277
NRIP3	-0.323625
NOS1AP	0.74925
TMEM121	0.64825
SAP30BP	0.0422
DGCR6	0.70525
WDR76	-2.73225
FAM82B	-0.726583333333333
LOC606495	-0.2895
MAP9	2.52583333333333
BCDIN3D	0.61125
CXorf36	3.14183333333333
DSCR3	-0.5476
ZFAND3	-0.274375
C7orf43	-0.1475
SPSB3	0.7411
C19orf19	-0.052
FAM133A	-1.529875
C12orf25	0.2765
SLC39A3	-1.09925
DISP2	-1.07125
PI4KAP2	-1.7775
MKRN3	-2.929
ADAMTS13	-0.389625
CBLN3	0.1527
TTYH1	2.04516666666667
C3orf18	1.462
FLJ13236	-1.2365
ZMYND12	3.37175
C18orf25	0.04425
GLB1L3	0.203
ATP13A5	3.25
RANBP10	0.17
CD96	-1.3074
DENND1C	-0.49525
RBMS3	2.4802
SLC41A3	0.5615
DGCR6L	0.68175
TMEM128	1.04616666666667
CSNK1G3	-0.191857142857143
MOBKL2C	1.74
TSPAN6	0.8305
MATN2	2.8622
MSL2L1	0.0101666666666667
ST6GALNAC2	0.650666666666667
FGFBP2	1.792375
FGL1	-6.21983333333333
MPP3	0.0921666666666667
ARHGEF6	1.76566666666667
TGFBR2	1.503375
ACMSD	2.07725
IL33	5.29975
C9orf5	0.425
DEAF1	0.0182
AMN	-0.1535
DEFA6	-0.114625
RNF212	-0.38225
METT5D1	0.159833333333333
CIB1	0.0538
TSSK1B	0.246
KIAA1727	0.2135
ZNF680	0.988083333333333
LOC399900	-0.6325
LOC152217	-0.291666666666667
CTNNAL1	-1.616
CIT	-4.10175
TLE6	0.49875
ZNF607	-0.83125
HERC4	-0.5275
DRAP1	-0.8206
PEMT	-0.3195
C10orf111	0.5245
ZNF575	0.357875
KCTD7	0.11625
MYO1F	0.349875
LOC285382	1.0345
RAB11A	0.6602
PLCD3	-0.09575
C15orf28	-0.1145
PTBP2	-0.06075
CTB-1048E9.5	-0.472625
C19orf60	-0.399
C7orf25	0.5625
SETD7	0.9625
HOXB9	-5.1945
VANGL1	-1.0975625
CHAF1B	-2.07025
NDUFA3	0.02175
KIAA1328	0.421166666666667
SHARPIN	-0.143625
TTC23	0.785
UGP2	0.389666666666667
ANKIB1	0.0318
CIRBP	2.41957142857143
SEC14L4	-2.4665
OVCH1	0.769833333333333
VPS52	0.0205
FAT	0.6905
M6PRBP1	-0.562
GPRIN3	0.139
PPM1F	-0.513166666666667
TSR1	-1.08575
CCDC85A	3.0605
PCSK5	1.64275
ZFHX3	0.1125
HEMK1	-0.053
PGBD2	0.5315
RSRC2	0.0493333333333333
AURKC	-0.7255
SCRIB	0.148625
ORM2	-4.49483333333333
FAM115A	0.0182
FZD6	0.259875
UNC119	0.0298333333333333
GPX3	0.3249
NOV	1.0495
CABC1	0.86725
CDC42SE2	0.3171875
EIF2S2	-1.0598
RNF130	0.572125
CKAP5	-1.1985
RP11-413M3.2	0.2405
C10orf18	0.273
TMEM93	-0.81125
DYX1C1	1.53
KCNMB2	0.249625
ANK3	1.54358333333333
KRT5	3.0885
CDH12	0.647375
QRSL1	-0.243875
JUB	0.1835
SHC4	-0.061125
CCL15	2.56
CCDC22	-0.31725
SNX24	-0.62525
RARS	-0.806
MORC2	0.07825
FAM48A	0.14975
MT1H	-0.639
PPP1R14C	-1.35516666666667
FOXD1	-2.77242857142857
C1orf213	-1.1205
AMT	0.2614
DSN1	-1.9775
PTPLAD2	2.582
DIS3L	0.05725
RASL11A	1.19025
GPRC5B	0.963875
FRMD7	0.2295
STRN4	0.12925
KITLG	1.61081818181818
HDGF	-1.403
OR1S1	-0.2035
SETX	0.1312
DDR2	1.61325
KCTD12	2.84075
LYZL2	-1.0345
WDR52	0.4435
TMEM2	0.11275
ZNF579	-0.0651666666666667
LOC200810	-0.6665
TNFSF9	-2.17425
PPFIA4	-3.7055
CNIH3	-0.6225
MAP4K4	-1.34057142857143
ROD1	-0.553928571428571
ALS2CR12	-0.6425
DOCK3	-1.30433333333333
PAQR9	-4.51725
ASB17	0.0686
STX16	-0.898125
FEZ2	0.424666666666667
DLAT	-0.771666666666667
KIF21B	-1.42266666666667
CDC5L	-0.48575
TMEM119	1.10183333333333
CRIP3	-0.69275
TPSD1	0.322833333333333
TEPP	0.46075
GNGT2	0.53575
C21orf121	-0.26625
WNK1	-0.3525
FLJ10490	0.0551
OR51B5	-2.5525
LOC203547	-1.38175
HAS1	-1.4935
PPA1	-0.139666666666667
ST7	-0.05075
C11orf46	1.1875
POPDC3	-4.39383333333333
ACOX2	1.51433333333333
ATCAY	-0.874916666666667
TM4SF19	-2.31175
MFSD9	-1.04133333333333
PDHB	-0.17025
ERN1	-0.418
LCE3C	-0.309
GPR111	-0.425
NOTCH3	1.06366666666667
ADAMTS5	5.41475
B3GALT1	0.11775
UGCGL1	-1.81766666666667
FAM58A	0.0878333333333333
FBXO32	3.0365
CLPP	-0.71675
NXPH1	2.465
MTMR3	1.23783333333333
ATP1B3	-1.628375
TMEM16A	4.529375
HIST1H3F	-1.12983333333333
TRIM25	-0.572666666666667
SDCBP2	0.5475
CRKL	-0.55725
HOXB2	0.79
ANP32B	-0.733
GATM	3.8795
AP4E1	-0.666125
EDG5	0.33
CDKN3	-5.00316666666667
CDH4	-1.9165
PGD	-1.08016666666667
RND1	-0.088
GAD1	-3.4441
MPG	-0.509
LOC440350	0.074
ZNF133	0.75125
SERPINB12	-0.064
AMELY	-0.2945
DHX36	-0.41775
TNFAIP8L2	2.28466666666667
PHTF2	-0.835555555555556
CCDC112	-0.669333333333333
IQCC	-0.5225
HEYL	1.759
FTSJ2	-0.5295
APPL1	0.7255
RAB43	0.228857142857143
OR10G2	-0.327
WAC	0.295333333333333
ADCY9	-0.274
RUNDC2B	0.161666666666667
PYCRL	-0.5038
AGPAT7	0.168666666666667
SLC22A9	-1.33283333333333
CDKAL1	0.1075
PDYN	-0.581166666666667
C20orf74	0.0035
MTMR11	1.3145
VAV3	3.18875
DAPL1	4.011
STXBP3	0.6395
EIF3G	0.40225
ARHGAP22	-0.48425
NPFFR1	0.2305
NPC1	0.0755
ALDH9A1	1.43416666666667
ZNF600	0.74325
ZNF678	0.8775
RASSF1	-0.0565
ADD2	-2.490625
PITPNB	0.143125
PKD2L2	0.081375
LRP11	-0.00125
CDKL1	-0.25425
SMEK2	0.04975
PRODH2	-3.55883333333333
C11orf54	0.670666666666667
SFRS11	-0.500166666666667
IL7	1.36033333333333
ALS2CR16	1.28375
BTG3	-0.812833333333333
PAK2	-0.519444444444444
RP11-679B17.1	-0.025
GATA4	-2.03816666666667
ATP2B1	0.705
LOC130940	2.727
C1orf172	2.66383333333333
ATF7IP2	-1.20875
SLC25A43	0.224
CENTG3	0.153416666666667
IGF2BP1	-4.4626
FCHSD1	0.263
CAMK2N2	0.0165
ELAVL3	-0.1403
NBPF15	-0.138166666666667
UBE2J2	-0.01225
GNL2	-1.04975
PRR3	-0.2712
NLF2	-0.13925
OR4F6	0.3555
KLHL24	1.0825
CCDC88A	-1.612
SGPP1	-0.330666666666667
C10orf11	0.0935
SLC35B4	-1.629
UGT3A2	-0.0495
ARNT2	-0.8487
CBR1	0.52125
ITPR3	-1.04833333333333
TRAPPC6B	-0.585
AMZ1	-2.293
ARP11	0.91775
WDSUB1	0.88075
APBA1	2.44566666666667
RAB2A	0.2731
C6orf162	0.502875
HPSE2	1.98575
PLCE1	0.02
INSL3	0.4895
DLG1	-0.0214
PTPLA	-1.73775
PIGX	-0.708875
TFIP11	0.319833333333333
FIBIN	2.8965
POLR2G	-0.7905
GRAP2	-2.0269
DNAJB8	-0.52325
CNBP	0.3995
WASF1	-0.78275
INPP5E	-0.3572
HSPB1	-0.8149375
TMEM167	-0.5601
CUBN	0.39275
IGF1	3.8719375
ITPK1	-0.6196
NAALAD2	-0.12875
G3BP1	0.025
NT5DC1	0.595375
CYP39A1	3.099
TMEM139	2.09458333333333
POLK	0.5376
GLULD1	-1.491
RBM15	-1.09566666666667
AMZ2	-0.12325
GDF15	-3.94816666666667
MESDC2	-0.4435
INCA	0.832166666666667
ACY1L2	0.1765
GZMM	-1.45733333333333
PAIP1	-0.0535000000000001
CACNA2D1	0.30375
STK32C	-0.972166666666667
SH3BP4	1.067
DEC1	-0.193
PADI1	0.0515
UBB	0.0471
PON3	1.749
PROP1	-0.091
ANKRD13B	-1.0355
ADCK1	-0.2425
TCF25	0.0318333333333333
SLC38A5	-3.45875
CXorf26	-0.322833333333333
C19orf39	0.17775
PPP1R13B	0.171
ARL2	-0.703
TCL6	-0.284166666666667
TOP3A	-0.9945
SLC16A14	0.421
FXYD6	2.35066666666667
HIST1H4E	-1.44625
BBC3	-0.300157894736842
UNC5A	0.332166666666667
FAM86C	-0.3323
PI4KB	0.825625
B3GAT1	-0.22025
SUSD2	1.31866666666667
OAZ2	-0.0343333333333333
NOC4L	-0.7365
C10orf12	-0.596
FADS1	-2.70183333333333
LOC144097	-0.855
DKK2	1.5415
KIAA1949	-0.364
RHOT1	0.3451
OXT	0.522666666666667
GPR153	0.0405
ARL4A	1.37483333333333
SAAL1	-1.479
CCDC64	-0.9375
USE1	-0.0651666666666667
HNMT	1.13533333333333
PCGF3	0.2538125
CYP2C19	0.1085
C20orf4	0.1665
CCDC11	1.05125
ACSBG2	0.341
RWDD2A	0.10875
PALLD	2.895625
CPLX4	0.334
LOC492311	2.4845
KPNA2	-3.11516666666667
MACROD1	-0.3646
TMCO3	-0.156666666666667
C15orf52	1.06766666666667
BIRC5	-4.32493333333333
PRR16	0.779833333333333
