Hybridization REF	TCGA-AQ-A04H-01B-11R-A10J-07
GTF2E1	-0.13175
RY1	0.297
ATAD2B	-0.649375
ARHGAP17	-0.00500000000000001
KCNIP3	-0.85275
SFPQ	-0.075125
GFRA4	0.120333333333333
AKR1B10	-2.7165
TIGD6	1.13933333333333
RGS16	2.54525
URB1	-0.5565
OR4C46	0.247833333333333
TOP3B	-1.04675
NFATC4	-0.1155
CA14	-4.75875
BMPR1A	0.00483333333333333
SNRP70	-0.36975
PRL	-0.344583333333333
C6orf130	-0.8345
STAG2	0.342
CD55	-1.21592857142857
RPS23	0.625
SSX2	-1.79033333333333
FDPSL2A	0.288
FBXO27	-1.223125
SYNGR3	1.24183333333333
TMSL3	0.84075
EML1	-1.989
NUP93	-0.562333333333333
SMAD3	0.6329
KIAA1189	-0.13
HNRPUL2	0.109333333333333
TBC1D12	0.688166666666667
C16orf24	1.79525
MRVI1	1.5805
ZNF581	-1.467
ELOVL3	1.051
OR51Q1	0.42975
CACNB3	0.8115
GALNT13	-1.679875
C10orf84	0.2863125
NEDD4	-0.6075
SPO11	0.1515
OR5AU1	0.249
NEK4	1.2745
PRKAR2A	0.314333333333333
IHPK1	-0.0575
ATP6V0B	0.889625
CACNA1E	0.198
CEACAM8	-0.252666666666667
PEX14	0.3425
FLJ12993	6.171
ZBTB38	0.189833333333333
PCTK2	1.82966666666667
LRRC16	-0.2156
FBLIM1	0.00466666666666667
FYCO1	2.17625
RP5-1022P6.2	-0.171166666666667
CMTM1	0.513166666666667
PLTP	-0.0141666666666667
RAPH1	0.391375
DOCK8	0.450875
EZH2	-1.5692
SLC25A1	-0.589
PLEKHB1	1.6836
GRB7	2.5931
ZFP37	-1.80425
MRPL33	-0.25275
PELO	0.32625
ARMC1	0.366727272727273
C9orf27	0.116375
FLJ25778	-0.0215
C9orf37	-0.740666666666667
TMEM66	1.063
SPRN	1.16475
HBEGF	0.797875
PI4KA	-0.493
LEPRE1	-0.89775
POU2AF1	-3.756875
MRPL12	-0.501666666666667
REP15	-0.3755
ZC3H3	0.709
RASAL1	-1.6435
DDAH1	0.33125
ACBD5	0.995
TMC2	0.2695
CCDC137	-0.08675
SAMD13	-0.321
UGT2B15	-2.948
TIPARP	0.56575
DNASE1L3	1.83425
TRIM72	0.616833333333333
DBX2	0.344
IPO8	-0.19675
C21orf88	-1.6107
MAP3K14	-0.32425
LOC51233	0.528333333333333
GGTLA4	1.73525
PDE6D	0.51725
ZNF117	0.9405
CLK2	-0.58275
NKRF	-1.24825
TNFSF15	0.29
DUSP2	0.093
SECISBP2	0.7253
GABRR2	-0.2095
PPAP2C	2.5905
LOC51145	0.170333333333333
PAG1	-0.904875
PIK3C3	-0.4185
GNG10	0.9255
APOL4	0.484333333333333
ANKRD28	-0.570375
STMN3	-1.7326
RAB14	1.3746
CDK2AP2	0.74925
HDDC3	-0.192
COMMD7	1.327125
CXXC1	-0.52825
HMCN1	-1.05816666666667
CD40	0.1995
DYNC1LI2	0.864
GDI1	1.20475
LOC646938	-0.28575
VSNL1	-3.5095
PIH1D1	-0.666666666666667
RAET1G	-0.444
KRTAP5-9	-0.1115
EFTUD2	-0.395
ZNF311	1.3165
ATP6V1G3	0.395
OR2W3	0.29775
SCN4A	0.41675
MED10	0.162875
FAM135A	-0.5616
ARHGAP4	-0.9925
EHMT2	-0.556125
UFD1L	-0.83525
ERMP1	-0.13325
MAG1	-2.43216666666667
THAP8	0.4575
HACE1	0.496833333333333
FAM82C	0.392833333333333
C3orf20	-0.0755
UNC84A	-0.288666666666667
SCD5	2.34835714285714
LASS6	2.656125
LSG1	0.0691666666666667
MAL	-5.3945
GPR22	-0.3265
WDR5B	1.366
ACTRT1	-0.098
C17orf60	-0.642833333333333
GRIN2C	0.2337
ARMC8	-0.136333333333333
SLC47A1	-2.94333333333333
DMPK	0.3785
DHRS13	0.880666666666667
SMC1A	-0.521333333333333
KRTAP17-1	-0.237
SMYD5	-0.2705
TUSC2	0.917125
CRHR2	0.184
KIR3DL2	0.074
CCDC104	0.3465
ATP2C1	0.4215
CROT	0.2275
PABPC3	-0.7155
EGR1	-0.187666666666667
THSD1	0.946
KHK	0.08325
SLC12A2	0.9984375
CD58	-1.56275
STOX2	-1.412
CCDC76	-0.7892
CCDC48	5.5395
DNAH1	0.454333333333333
ZIC4	-0.527125
OR1G1	0.3125
PSMC6	0.111666666666667
PROKR1	-0.0595
ABCB1	-0.46275
TRAT1	-0.7185
LLGL1	0.057
MTF1	1.40225
USP54	1.189875
PAGE2B	-2.414
ITGB7	-3.971
CCDC81	-0.0835
LOC149837	0.20075
SCUBE1	0.19
ZSCAN10	-0.0195
HUWE1	0.0088571428571429
CDH17	-0.1475
CD180	-0.141
IL17A	0.11375
TMPO	-0.501875
KIAA1524	-0.436166666666667
HDGFRP3	0.794666666666667
OXCT1	-0.455272727272727
RRAS2	-1.11133333333333
LTBP2	2.1955625
SV2B	0.882333333333333
CYP2A6	3.869375
PKD1L2	-0.404333333333333
PPM1M	1.05775
FLJ22662	-0.087
ZNF502	-0.63275
GP6	-0.8785
CRYBA2	-1.662
LEF1	-2.2419
CTPS	-1.55771428571429
EYA1	-3.347
EPS8L1	0.6555
MAPK14	-0.178916666666667
SERPINB2	-5.5015
GTF2F2	-0.856333333333333
ZNHIT4	-0.2075
PLA1A	0.333625
C20orf114	2.19425
HPR	-4.097
C18orf2	-3.1495
SATB2	-0.276
KCNJ9	-0.144
MGC157906	0.372
MOCS3	0.7945
C17orf71	-0.327833333333333
PPHLN1	0.3448
HIST1H2BN	0.22275
RAPGEF1	-0.545125
MAP3K8	1.2005
DLG4	-0.484833333333333
STC1	2.46158333333333
CDGAP	1.53625
DDX26B	-1.87075
LOC150223	-1.52825
CPSF3	-0.629333333333333
TMEM14A	0.2525
MYH3	-1.47875
GPKOW	0.682
SULT1A1	0.113333333333333
SPON1	1.1963
YY1AP1	-0.515666666666667
RAB23	-0.60125
PLA2G4A	-4.30025
MAPRE3	0.8205
ZNF516	-0.180285714285714
GGPS1	1.287
EXOC3L2	-0.309
C19orf42	0.3592
MAP2K2	-0.0661666666666667
HIST1H2BB	0.99825
RNF19B	1.33033333333333
C6orf128	-0.632
TLR8	2.6495
PCDHA9	-0.1525
CARS2	0.021125
CLUL1	0.516666666666667
RHAG	-4.20316666666667
UNK	-0.044
EXOC8	1.0099
C9orf95	1.337
C14orf143	0.461166666666667
MAML3	-0.053
LDHA	-2.15925
MRPL20	0.1655
KLHDC6	-0.0711666666666667
ATP5S	0.382333333333333
C8orf55	0.369
PHF19	-1.7225
KRTAP13-4	0.4405
TTC5	0.1945
XKR5	-0.0675
SILV	-4.59533333333333
TEX28	-0.0115
TCTN1	1.27125
CX40.1	0.1605
PPP2R5C	0.01475
C12orf30	-1.02566666666667
CAPG	0.08575
MPZL1	-0.39105
ARSB	-1.376
TDH	-2.25125
WASF4	0.4475
TSSK3	-0.209333333333333
7A5	-1.308
CRISPLD1	-0.740375
MAD1L1	-0.391833333333333
SPIN4	0.271166666666667
AMPD1	-1.25525
DPYSL5	-0.1165
INPP1	0.499
ANKRD11	-0.288333333333333
NPAS4	-0.029375
GCET2	0.3136
RNASE9	0.075
GUCY2D	0.358
CCDC98	-0.23775
FGF4	-0.23125
CPM	-0.497333333333333
SLC26A4	-1.288
PLD5	0.18475
FAM59A	0.7302
FBXO5	-1.16211111111111
SIPA1L1	-0.768125
DPYS	0.174
ATG4D	0.27875
TGM3	0.7085
MTCH1	0.763125
HK1	-0.0833571428571428
CDC26	-0.23625
GALNT12	-3.41566666666667
LOC339229	0.4095
MRPL35	-0.5515
ORC4L	-0.70925
TNKS	-0.0751428571428571
C2orf24	0.3635
ZNF553	0.802
GGTLA1	2.3828
ZNF497	0.57275
CDY1B	0.22475
SLC30A4	1.164
TUB	-0.338
ARHGEF18	0.7965
ARRB1	1.927
KCNK1	0.260125
EREG	-3.0861
SCAMP5	-0.7025
RUNDC3B	2.89675
ADAMTS20	0.0605
IL17RB	0.197875
FLJ20323	-1.173
MCAM	1.12225
POLR3E	-0.83125
AQR	-0.238
IPMK	0.3515
CDCA7	-2.18125
CAMP	3.251
GRHL3	1.649
ADAMTSL2	1.30816666666667
CLMN	1.63033333333333
SSTR3	0.249
MAGEA5	-2.5085
OVOL2	3.1185
JMJD1B	0.02825
RBL2	0.9639
PYGO2	0.928
PPP1R10	0.5555
CSE1L	-0.0368333333333333
LCA5	0.29875
RDH16	0.59325
ASRGL1	-3.142
TOM1	1.30183333333333
PTX3	-6.127
TTC15	0.462
SCGB3A1	0.984166666666667
MRPL50	-0.344
RCAN3	1.15625
SLC26A11	2.8585
STYX	-0.476666666666667
CINP	-0.13125
MARCH7	0.29925
PFKM	-0.5325
SGMS1	-0.178833333333333
RIOK3	-0.5452
C1orf110	-0.229
CES7	0.197125
LOC440248	-0.8955
PPP1R12C	-0.59425
C10orf27	0.451
ATG9A	-0.702
MRPS26	-0.05525
TMEM40	0.00625
ELP3	-0.363
ZNF787	-0.2503
HIAT1	0.741125
C8orf34	0.413
MGC4655	-0.2445
PELI1	-0.545333333333333
PPT1	1.0576
SLC35C2	0.472833333333333
C6orf125	-0.26425
MUC4	-1.826
RFC4	-1.42528571428571
GNB2	0.818833333333333
NUP50	-0.837785714285714
SULT4A1	0.574333333333333
C7	1.011625
CCDC130	-0.2485
ARRDC4	0.41225
RQCD1	0.0745
GLYCTK	-0.9415
AYTL2	0.1
MTUS1	1.6522
LEMD3	0.00283333333333333
PLEKHF2	2.44475
HOXA7	0.083
GTF3C2	-0.62
DYNLRB2	3.5425
CNOT10	-0.00475
MR1	-0.228666666666667
FFAR1	0.09
PRIC285	0.2125
SLITRK6	0.37425
LIX1	-2.133
UBE1L2	-0.0139166666666667
F8	1.460625
ACHE	0.058
KPNA5	0.156
TNFRSF12A	-1.43583333333333
EGR3	0.038
SERPIND1	-3.54433333333333
OASL	0.97925
IFRD1	-1.27375
WDFY1	0.292333333333333
ZNF267	0.017125
ACCN5	0.127
ZBTB6	0.6205
PPP1R3A	0.2125
PRRT3	1.777
FBXL19	-0.497
TXNIP	2.22985714285714
ACTN2	-1.93725
ATG9B	0.3365
C9orf117	1.27275
IL27	-0.454
RPL36AL	-0.4575
KLK15	-0.4005
CHAD	2.493
RAP2B	-0.2946
HEBP2	1.5285
ZNF342	0.032
CAMK2G	-0.111166666666667
TLR3	-0.0905
FGF14	-0.07325
HMGB2	-0.070625
TRPM5	-0.237166666666667
OR5M11	0.1125
KIF3B	1.60968421052632
PRICKLE2	-1.42075
MTMR9	0.612875
C3orf27	0.30725
GLRA3	-1.79416666666667
NSDHL	0.542833333333333
TMEM32	0.30625
POLR2D	-0.943833333333333
MYADML	0.281
C9orf114	0.636
MRGPRX1	0.465
TOPORS	0.60375
CLDN19	-1.1395
C1QL4	-0.2205
RNF165	0.0375
DHRS9	-0.7905
DNAH2	-0.2155
FXR1	1.0695
ZMYM3	-0.31175
CASP3	1.21916666666667
FAM120C	-0.643125
SCLY	-0.54275
CA7	0.2645
ENTPD5	-0.0613333333333333
ZNF461	-0.100375
PDIA5	0.1365
C1orf19	-0.0688333333333333
TMEM67	-0.53775
KCTD20	-0.34125
WDR47	0.49
FLJ38723	0.0765
KLRF1	1.65233333333333
TAS2R16	0.518
CLDN12	2.09
PRKCE	-0.816
UBXD4	-0.3065
ITGAM	1.89916666666667
GLT8D3	-0.407875
WDR31	1.7558
RGS2	-0.5765
OR51L1	0.2215
MST1R	1.84025
KIAA1737	-0.13975
OR4A5	-0.013
GLIS1	-2.4075
PTMA	1.10528571428571
NAPA	1.21625
PRDM11	0.314
LIPF	-0.239
DIRAS3	0.58125
ASGR2	-4.31825
C1QTNF4	0.2515
PIK3R4	0.138
ARMC3	1.80675
NDUFV3	-0.692416666666667
BTBD3	-0.132833333333333
PPP1R2	0.678416666666667
UBE2NL	0.447
FOSL2	1.59707142857143
FAM119A	-0.989666666666667
TUBA4A	-0.757
KRTAP12-1	0.232
SFRS2	0.0535
RHPN1	0.2335
EEF2	-0.0963333333333333
ZDHHC11	0.668666666666667
EPHA3	-0.8228
RBM12	0.3755
H2AFJ	2.79033333333333
EDIL3	3.0395
KIF26A	-1.25725
SERGEF	0.072
B3GALT4	2.589
LOC90925	0.1805
OSCAR	-0.644875
NPFF	-0.716875
DEDD	0.346375
TMEM155	-0.187375
PTPN1	1.15575
SCYL2	0.358833333333333
SKAP1	4.02
LEAP2	-2.35333333333333
GADD45G	1.1692
IFITM3	0.478
PILRB	-0.955333333333333
SLU7	0.34775
DSC3	0.2965
DNMT3L	-1.32175
PAPD5	1.449625
B3GNT3	-2.296
LHCGR	0.3615
MSL-1	1.80925
UBE2S	-1.531
SAP130	-0.2655
ANAPC11	0.87275
MAGED4B	-2.318
ATP6V1B2	0.076
C14orf179	0.975875
CAPZA1	0.010125
CDYL2	-0.0576666666666667
GLRX3	-0.7915
LOC136288	-0.97825
MOBKL1A	-0.3005
HTR2B	2.04225
CRYGD	0.0613333333333333
NUS1	-0.418333333333333
PGRMC1	1.022
MYOM2	-1.183
FLJ39653	-1.20333333333333
CHM	1.1474
OR5M8	0.0635
ZNF619	0.283
FAM105A	-0.49575
CCNL1	-1.027625
NAP1L3	-0.81925
C10orf57	1.50583333333333
B3GALNT1	2.02016666666667
CSN1S2A	0.2695
TCP10L	-0.28175
GDAP2	-0.16825
DMKN	-3.67933333333333
COX6B1	-0.67325
DNASE2	0.5865
MSH5	-1.94375
LGMN	-0.3525
USP31	0.1487
OR13C8	0.456
SDCBP	-0.259
NUDT11	-0.205666666666667
PYGL	-3.0885
SNPH	-0.247
B3GNT4	-0.6395
MIZF	-0.7288
NUBPL	0.337625
NOD1	-0.869333333333333
CDH22	-0.274125
NUBP1	0.31
DSCAM	-4.01875
DGKI	0.307
FAM136A	-0.692
AKAP1	1.48883333333333
SLC16A6	4.9515
RIN3	-0.079
PSG2	-0.1595
DIP2B	-1.09308333333333
PSORS1C1	-0.6775
KIAA0495	-0.052
FLJ90709	-0.815666666666667
LPA	-0.335166666666667
PIGA	-0.513333333333333
LY75	2.2255
UTS2	-4.58683333333333
RREB1	0.484
GALNACT-2	0.2664
MGC3196	-0.755
FLJ31568	1.38175
LPHN1	0.696
SP1	1.19675
TOX4	0.664
HSPA9	-0.2025
APOBEC1	0.1755
SLC35E4	-0.626
LSM5	-1.288
SURF1	0.51475
ZBTB1	0.0559166666666667
GTF2F1	0.0615
RPS15A	-0.675714285714286
DUSP21	-0.574833333333333
GINS4	-2.38733333333333
MYO15A	1.4935
GIMAP7	3.57675
MGC13379	0.052
ATP6V1E2	-0.192833333333333
UTP3	0.2855
HNRPA3	-0.236875
MT4	0.1325
C14orf155	0.09925
U1SNRNPBP	0.48375
CKLF	-0.135
PLEKHN1	-0.143166666666667
MBNL1	-0.118
NUP160	-1.44325
ACSM2A	-1.9445
LOC129881	-0.04375
KIAA1529	0.70225
FLJ22639	-1.85475
HAND1	-1.391
GSX1	0.1685
FGA	-4.3835
SERPINB1	0.2895
ZNF642	1.2175
IGFBP1	-8.757375
SLC1A1	3.268125
DHX57	-0.554625
ZNF766	0.709
PTPN21	-0.8484
GDPD3	3.2995
PNPLA5	-0.103
TBR1	0.310166666666667
FAM116A	0.941
IQGAP1	0.4475
FOS	-0.181
ZNF226	-0.3085
FIGNL1	-0.586166666666667
C14orf1	-0.0121666666666667
ZMYND17	-0.288
PUS7	-1.31233333333333
TUBB6	-0.649375
KCNQ2	-1.3915
MARCH6	0.35675
CCDC33	-0.035
PRODH	-1.9675
RBM11	2.76125
EPHA6	0.00675000000000001
SLC43A1	-1.3225
LOC196541	0.041
NTN1	0.784666666666667
ING4	0.822
PCDHB10	1.5865
DPH2	-0.416666666666667
SPACA4	0.388
FBXL21	-4.592
DIAPH1	-0.202833333333333
ZNF71	0.4795
CEP76	-1.0875
CORO1A	-1.06475
RRM2	-1.1715
EDG4	1.191
OS9	-0.172666666666667
SLC4A1AP	-0.09375
COG5	0.06025
COPS8	0.5845
NGLY1	-0.12875
NCBP2	-0.60625
C17orf42	0.0993333333333333
GPSM3	-0.146125
SIL1	0.429333333333333
ASB6	0.0135
SMAD5OS	0.0803333333333333
UNC93A	-3.243625
A1BG	0.445833333333333
C21orf62	0.6955
FMO5	-2.80783333333333
ATRIP	1.006
CEBPG	-0.687833333333333
C7orf38	0.221
TNFRSF1B	0.5265
CLEC1A	2.04516666666667
IQSEC1	0.8625
PATZ1	1.336
RBM22	0.83275
BAG2	-2.4435
PAQR5	-2.19866666666667
C9orf127	1.2798
THNSL1	0.52
SHROOM3	2.5553
JAM2	0.687
SNRPN	-3.08625
ALX4	0.201
CACNA1S	-0.0495
FAM130A1	0.8465
CORIN	1.422
CD300LB	1.064
PLEKHG6	1.834
LRRC40	-0.5435
PCLKC	-1.64425
PCDHB16	0.681666666666667
WNT2B	-0.728
ASNS	-1.39088888888889
MRPL49	0.9435
FLJ46111	0.581
ISG20	-0.11275
SMU1	-0.145166666666667
CASZ1	0.9165
POLR1D	-0.696
GIN1	0.103
SNAG1	0.0756666666666666
ANKRD29	-0.61125
CDKN2AIP	-0.0665
KRR1	0.213
CXCL1	-2.45166666666667
EPM2A	-0.3568
PC	0.3255
DEFB127	-0.1425
PDZRN4	0.0435
FAH	-0.08425
OR51E1	3.11
CDC2L6	0.000999999999999996
DNTTIP1	0.59325
PAX8	-0.4895
TMEM116	-0.25825
C1orf150	-0.096
PRO2012	0.25775
MRPL40	-1.03683333333333
BEX1	-3.686
SLC2A4	-1.25383333333333
PKMYT1	-0.455
FEZF2	-0.154666666666667
SLC26A9	-1.196
MAP2	0.323
LYL1	-1.495
SLC25A19	-1.09783333333333
NOS3	0.354
ZNF34	0.787
TMPRSS11F	-0.50025
FAM43A	-0.0925
FCRL4	-0.224666666666667
KLF14	0.4975
FLRT2	-0.951666666666667
WRN	-0.837
SDF2	1.0127
KRT8P12	0.02975
C6orf195	-0.485
C9orf125	-1.48983333333333
DZIP3	0.7905
RIT1	-0.604583333333333
SCML1	-0.7645
RHBDF2	-0.292
OR2G3	0.2545
REXO1L1	0.005
MAP3K7IP3	-0.780125
C3orf57	-2.30425
FBXW11	-0.744833333333333
ETAA1	0.06025
C14orf131	-0.1333
AKT1S1	-0.3075
SLC12A5	-0.75275
C9orf164	0.61125
NRIP3	-1.2355
NOS1AP	-0.26075
TMEM121	0.71875
SAP30BP	-0.043
DGCR6	0.31425
WDR76	-1.239
FAM82B	-0.126333333333333
LOC606495	0.273
MAP9	2.33775
BCDIN3D	1.09625
CXorf36	3.645
DSCR3	-0.1456
ZFAND3	0.4155
C7orf43	0.382166666666667
SPSB3	1.2347
C19orf19	0.205
FAM133A	-2.748125
C12orf25	0.52025
SLC39A3	-0.337125
DISP2	-1.29525
PI4KAP2	-1.597
MKRN3	-2.55066666666667
ADAMTS13	0.707125
CBLN3	0.2732
TTYH1	-1.64416666666667
C3orf18	1.94725
FLJ13236	-0.821
ZMYND12	3.999
C18orf25	0.12625
GLB1L3	-1.7115
ATP13A5	-0.218
RANBP10	0.47925
CD96	-1.4189
DENND1C	-0.90725
RBMS3	0.0099
SLC41A3	0.126333333333333
DGCR6L	0.32075
TMEM128	1.03016666666667
CSNK1G3	0.499857142857143
MOBKL2C	1.010625
TSPAN6	-1.472375
MATN2	-1.6068
MSL2L1	-0.2695
ST6GALNAC2	2.0845
FGFBP2	0.348875
FGL1	-7.30633333333333
MPP3	-0.263833333333333
ARHGEF6	0.431
TGFBR2	0.110625
ACMSD	-0.884
IL33	2.69775
C9orf5	0.110833333333333
DEAF1	0.855
AMN	-0.268
DEFA6	0.0775
RNF212	-1.63775
METT5D1	0.451833333333333
CIB1	0.7134
TSSK1B	-0.09475
KIAA1727	2.3945
ZNF680	1.127
LOC399900	-0.7185
LOC152217	-0.0200833333333333
CTNNAL1	-2.8045
CIT	-1.14983333333333
TLE6	-0.459
ZNF607	-0.6355
HERC4	-0.5995
DRAP1	-0.4225
PEMT	-0.844
C10orf111	0.2215
ZNF575	0.013125
KCTD7	-0.0965
MYO1F	0.260625
LOC285382	1.3555
RAB11A	0.9239
PLCD3	-0.61175
C15orf28	0.09425
PTBP2	-0.6425
CTB-1048E9.5	0.145125
C19orf60	-1.01283333333333
C7orf25	0.646666666666667
SETD7	0.343375
HOXB9	-4.649
VANGL1	-0.1863125
CHAF1B	-0.54275
NDUFA3	-0.46425
KIAA1328	-0.1795
SHARPIN	0.589875
TTC23	-0.82425
UGP2	0.2285
ANKIB1	1.0693
CIRBP	1.59042857142857
SEC14L4	-3.51866666666667
OVCH1	0.315333333333333
VPS52	0.38225
FAT	-1.61075
M6PRBP1	-0.70525
GPRIN3	0.0675
PPM1F	-0.771833333333333
TSR1	-1.22275
CCDC85A	2.139
PCSK5	0.56725
ZFHX3	0.6295
HEMK1	0.8707
PGBD2	0.1785
RSRC2	0.137666666666667
AURKC	-2.08766666666667
SCRIB	0.446875
ORM2	-4.73616666666667
FAM115A	0.7078
FZD6	1.39
UNC119	-0.0356666666666667
GPX3	-0.9496
NOV	-1.010625
CABC1	-0.26675
CDC42SE2	0.1820625
EIF2S2	0.1638
RNF130	0.4295
CKAP5	-0.281833333333333
RP11-413M3.2	0.250875
C10orf18	0.9444
TMEM93	-0.39825
DYX1C1	2.2095
KCNMB2	-1.963625
ANK3	1.57366666666667
KRT5	-0.9159
CDH12	-1.5045
QRSL1	-0.474375
JUB	-2.83825
SHC4	-2.41175
CCL15	1.55683333333333
CCDC22	0.41
SNX24	0.16725
RARS	-0.355
MORC2	0.3515
FAM48A	-0.239
MT1H	0.6305
PPP1R14C	-2.80533333333333
FOXD1	0.552142857142857
C1orf213	-2.5085
AMT	-1.3756
DSN1	0.47925
PTPLAD2	0.6355
DIS3L	-0.38775
RASL11A	-0.721
GPRC5B	-0.259625
FRMD7	0.185
STRN4	0.27125
KITLG	3.14368181818182
HDGF	-0.6455
OR1S1	0.1245
SETX	0.1897
DDR2	-0.422875
KCTD12	0.91325
LYZL2	-0.627
WDR52	0.5915
TMEM2	1.030125
ZNF579	-0.121666666666667
LOC200810	0.49575
TNFSF9	-2.445375
PPFIA4	-3.599
CNIH3	-0.469833333333333
MAP4K4	-0.713714285714286
ROD1	0.884285714285714
ALS2CR12	-0.231
DOCK3	-2.1145
PAQR9	-4.29375
ASB17	-0.0916666666666667
STX16	0.013625
FEZ2	0.228666666666667
DLAT	-0.389166666666667
KIF21B	-1.549
CDC5L	-1.01975
TMEM119	1.7125
CRIP3	-1.644
TPSD1	0.528666666666667
TEPP	-0.39975
GNGT2	1.151
C21orf121	-0.44125
WNK1	-0.298416666666667
FLJ10490	0.2524
OR51B5	-2.3785
LOC203547	-0.5945
HAS1	-0.742
PPA1	-0.0888333333333333
ST7	-0.4665
C11orf46	0.6826
POPDC3	-4.11266666666667
ACOX2	4.5465
ATCAY	-0.545
TM4SF19	-1.9105
MFSD9	-0.6145
PDHB	0.8345
ERN1	-0.5765
LCE3C	0.2875
GPR111	0.106
NOTCH3	1.71316666666667
ADAMTS5	1.44425
B3GALT1	-0.9915
UGCGL1	-0.595166666666667
FAM58A	0.255666666666667
FBXO32	-0.62675
CLPP	0.10425
NXPH1	-1.96225
MTMR3	1.359
ATP1B3	-0.284875
TMEM16A	4.170625
HIST1H3F	0.887
TRIM25	0.09
SDCBP2	-0.1475
CRKL	-0.481875
HOXB2	4.38266666666667
ANP32B	-0.361
GATM	3.4505
AP4E1	-0.0555
EDG5	0.38025
CDKN3	-1.25516666666667
CDH4	-2.25425
PGD	-0.0556666666666667
RND1	1.6335
GAD1	-4.0255
MPG	0.3835
LOC440350	-0.5785
ZNF133	-1.05825
SERPINB12	-0.012
AMELY	0.0785
DHX36	-0.5365
TNFAIP8L2	2.27666666666667
PHTF2	0.595055555555556
CCDC112	-0.0691666666666667
IQCC	-0.3995
HEYL	3.2725
FTSJ2	-0.315666666666667
APPL1	1.19925
RAB43	0.825928571428571
OR10G2	0.2075
WAC	0.754
ADCY9	-0.214375
RUNDC2B	-0.0558333333333333
PYCRL	1.1912
AGPAT7	-0.275666666666667
SLC22A9	-1.26933333333333
CDKAL1	-0.5585
PDYN	-0.579
C20orf74	-1.17025
MTMR11	-0.20875
VAV3	3.48533333333333
DAPL1	6.18725
STXBP3	0.79125
EIF3G	-0.38475
ARHGAP22	-2.09175
NPFFR1	0.268
NPC1	-0.458333333333333
ALDH9A1	-0.221666666666667
ZNF600	-0.1945
ZNF678	0.792833333333333
RASSF1	0.789666666666666
ADD2	-2.77975
PITPNB	0.36575
PKD2L2	-0.022875
LRP11	-0.398
CDKL1	-0.7405
SMEK2	0.4235
PRODH2	-3.44783333333333
C11orf54	0.375666666666667
SFRS11	-0.300166666666667
IL7	-0.743333333333333
ALS2CR16	0.90425
BTG3	-1.95233333333333
PAK2	-0.2175
RP11-679B17.1	-0.86425
GATA4	2.29466666666667
ATP2B1	-0.26525
LOC130940	1.9445
C1orf172	4.346
ATF7IP2	-0.869
SLC25A43	1.33716666666667
CENTG3	0.181666666666667
IGF2BP1	-4.4134
FCHSD1	0.1445
CAMK2N2	0.1325
ELAVL3	-0.1524
NBPF15	0.227666666666667
UBE2J2	0.355333333333333
GNL2	-0.62525
PRR3	-0.2498
NLF2	0.21575
OR4F6	0.3215
KLHL24	2.69183333333333
CCDC88A	-1.7466
SGPP1	-0.112166666666667
C10orf11	-1.22866666666667
SLC35B4	-1.35266666666667
UGT3A2	-1.9565
ARNT2	-0.4446
CBR1	-2.73125
ITPR3	0.571666666666667
TRAPPC6B	-0.0561
AMZ1	-2.0615
ARP11	1.807
WDSUB1	1.7575
APBA1	0.4025
RAB2A	1.3886
C6orf162	-0.755875
HPSE2	0.284
PLCE1	-1.13475
INSL3	-0.143
DLG1	-0.4108
PTPLA	-2.3605
PIGX	0.283875
TFIP11	0.407666666666667
FIBIN	2.182
POLR2G	-0.13975
GRAP2	-1.7326
DNAJB8	-0.0145
CNBP	0.178666666666667
WASF1	-0.5875
INPP5E	0.2876
HSPB1	1.692625
TMEM167	-0.3567
CUBN	0.12125
IGF1	1.7874375
ITPK1	0.0745
NAALAD2	-0.46275
G3BP1	-0.5134
NT5DC1	1.011375
CYP39A1	-0.6835
TMEM139	2.28208333333333
POLK	-0.1529
GLULD1	-1.2995
RBM15	-1.16683333333333
AMZ2	1.56
GDF15	-2.357
MESDC2	-1.295
INCA	-0.0141666666666667
ACY1L2	-1.3135
GZMM	-1.26566666666667
PAIP1	0.926
CACNA2D1	0.24025
STK32C	0.845833333333333
SH3BP4	1.2095
DEC1	-0.181
PADI1	-0.0085
UBB	0.4513
PON3	2.41016666666667
PROP1	0.251
ANKRD13B	-0.0825
ADCK1	-0.327
TCF25	0.725333333333333
SLC38A5	-3.55475
CXorf26	1.38466666666667
C19orf39	0.853
PPP1R13B	0.4535
ARL2	-0.4535
TCL6	0.106916666666667
TOP3A	-0.846
SLC16A14	1.41225
FXYD6	1.26316666666667
HIST1H4E	0.16425
BBC3	0.680263157894737
UNC5A	0.0476666666666667
FAM86C	0.1334
PI4KB	0.705125
B3GAT1	-3.92875
SUSD2	0.921666666666667
OAZ2	-0.152666666666667
NOC4L	0.0395
C10orf12	-1.01225
FADS1	-1.74866666666667
LOC144097	-0.0125
DKK2	1.99716666666667
KIAA1949	-0.26875
RHOT1	0.9822
OXT	0.531666666666667
GPR153	0.17
ARL4A	-1.8625
SAAL1	-1.41125
CCDC64	0.3355
USE1	-0.177833333333333
HNMT	-0.601166666666667
PCGF3	0.5899375
CYP2C19	-0.15925
C20orf4	1.2015
CCDC11	1.813
ACSBG2	-0.125
RWDD2A	0.3235
PALLD	1.65325
CPLX4	-0.889
LOC492311	0.417
KPNA2	0.2355
MACROD1	0.4378
TMCO3	0.689666666666667
C15orf52	-1.3525
