Hybridization REF	TCGA-A2-A0CW-01A-21R-A115-07
ATAD2B	0.5235
ARHGAP17	-0.0065
KCNIP3	-0.9935
SFPQ	0.161375
GFRA4	0.607
AKR1B10	-1.08725
TIGD6	1.4175
RGS16	1.414375
URB1	-0.6575
OR4C46	0.011
TOP3B	-1.368
NFATC4	0.1445
CA14	-5.0375
BMPR1A	0.795833333333333
SNRP70	-1.070375
PRL	-0.202090909090909
C6orf130	-0.355
STAG2	-1.083
CD55	-1.39914285714286
RPS23	-0.830833333333333
SSX2	-1.673
FDPSL2A	-0.01475
FBXO27	0.7165
SYNGR3	-0.250166666666667
TMSL3	-0.01375
EML1	-1.774
NUP93	-0.38825
SMAD3	-0.2584
KIAA1189	-0.5925
HNRPUL2	0.588833333333333
TBC1D12	1.43116666666667
C16orf24	1.223
MRVI1	2.0965
ZNF581	0.522333333333333
ELOVL3	0.364
OR51Q1	0.4565
CACNB3	1.6885
GALNT13	-1.051
C10orf84	-0.178125
NEDD4	-0.5418
SPO11	0.2625
OR5AU1	0.2565
NEK4	0.456285714285714
PRKAR2A	-0.0755
IHPK1	-0.331
ATP6V0B	0.743875
CACNA1E	1.4735
CEACAM8	-0.443666666666667
PEX14	-0.32
FLJ12993	3.578
ZBTB38	-0.3965
PCTK2	0.635166666666667
LRRC16	0.2567
FBLIM1	0.50075
FYCO1	0.307
RP5-1022P6.2	-0.370416666666667
CMTM1	1.06516666666667
PLTP	-0.337
RAPH1	0.474875
DOCK8	-0.108625
EZH2	-1.02273333333333
SLC25A1	-0.418166666666667
PLEKHB1	1.3918
GRB7	0.789
ZFP37	-1.492
MRPL33	-0.24425
PELO	-0.26825
ARMC1	0.265636363636364
C9orf27	0.369
FLJ25778	0.5655
C9orf37	-1.3965
TMEM66	-0.2205
SPRN	0.120125
HBEGF	-0.812125
PI4KA	-1.361
LEPRE1	-1.396
POU2AF1	-3.766
MRPL12	0.258666666666667
REP15	-0.9095
ZC3H3	0.97725
RASAL1	-0.197
DDAH1	-0.416625
ACBD5	1.3375
TMC2	-0.105
CCDC137	0.491
SAMD13	0.249666666666667
UGT2B15	-1.517
TIPARP	-0.89225
DNASE1L3	0.07325
TRIM72	0.1295
DBX2	-0.12375
IPO8	1.88625
C21orf88	2.8563
MAP3K14	-0.686
LOC51233	0.712333333333333
GGTLA4	1.2365
PDE6D	-1.09375
ZNF117	1.3505
CLK2	-0.741875
NKRF	-1.14975
TNFSF15	0.2471
DUSP2	-0.0525
SECISBP2	0.2164
GABRR2	-0.611
PPAP2C	1.194
LOC51145	0.439166666666667
PAG1	-0.991625
PIK3C3	-0.17775
GNG10	-0.174
APOL4	0.7445
ANKRD28	-0.31575
STMN3	-0.5578
RAB14	0.7239
CDK2AP2	0.18725
HDDC3	-0.208875
COMMD7	0.886375
CXXC1	-1.922
HMCN1	-1.31016666666667
CD40	1.60575
DYNC1LI2	0.798875
GDI1	-0.11075
LOC646938	-0.34
VSNL1	-3.6835
PIH1D1	1.1245
RAET1G	-0.7825
KRTAP5-9	-0.52
EFTUD2	-0.999
ZNF311	1.18316666666667
ATP6V1G3	-0.00774999999999999
OR2W3	-0.32625
SCN4A	0.452
MED10	-0.4195
FAM135A	-0.2773
ARHGAP4	-0.261
EHMT2	0.01125
UFD1L	-0.32775
ERMP1	0.901
MAG1	-1.91566666666667
THAP8	0.696166666666667
HACE1	-0.396833333333333
FAM82C	0.843333333333333
C3orf20	0.4085
UNC84A	-1.0865
SCD5	-0.685857142857143
LASS6	2.264125
LSG1	1.21183333333333
MAL	-4.83625
GPR22	0.1085
WDR5B	1.49825
ACTRT1	-0.1165
C17orf60	-0.00416666666666667
GRIN2C	1.9212
ARMC8	-0.572166666666667
SLC47A1	-2.1525
DMPK	-0.628
DHRS13	-0.699333333333333
SMC1A	-1.12183333333333
KRTAP17-1	0.686
SMYD5	-0.26775
TUSC2	0.381375
CRHR2	0.2135
KIR3DL2	0.1065
CCDC104	0.19125
ATP2C1	0.425625
CROT	-0.459
PABPC3	-0.264
EGR1	-2.75416666666667
THSD1	0.411
KHK	-1.7775
SLC12A2	1.76075
CD58	-1.042
STOX2	-1.801
CCDC76	-0.6753
CCDC48	4.74525
DNAH1	-0.396833333333333
ZIC4	-0.2265
OR1G1	0.2825
PSMC6	-0.539333333333333
PROKR1	0.3325
ABCB1	-1.060875
TRAT1	-0.61575
LLGL1	0.348
MTF1	2.23575
USP54	0.013125
PAGE2B	-2.174
ITGB7	-3.92175
CCDC81	-0.3525
LOC149837	0.26025
SCUBE1	0.2185
ZSCAN10	0.793
HUWE1	0.0611428571428572
CDH17	-0.422
CD180	0.10725
IL17A	0.1445
TMPO	-0.238375
KIAA1524	0.375666666666667
HDGFRP3	1.093
OXCT1	-2.22963636363636
RRAS2	-1.28616666666667
LTBP2	0.9620625
SV2B	-0.585666666666667
CYP2A6	0.561625
PKD1L2	-0.301666666666667
PPM1M	-0.20225
FLJ22662	2.98566666666667
ZNF502	1.2815
GP6	-0.5185
CRYBA2	-0.43375
LEF1	-3.0445
CTPS	-1.33085714285714
EYA1	-1.16083333333333
EPS8L1	2.63125
MAPK14	0.0854166666666667
SERPINB2	-4.558125
GTF2F2	-1.24533333333333
ZNHIT4	0.3875
PLA1A	1.4285
C20orf114	4.549
HPR	-4.873
C18orf2	-3.32616666666667
SATB2	-0.44275
KCNJ9	-0.045625
MGC157906	0.8235
MOCS3	1.7385
C17orf71	0.103166666666667
PPHLN1	-0.3078
HIST1H2BN	0.514625
RAPGEF1	-0.37125
MAP3K8	1.53775
DLG4	-0.636666666666667
STC1	2.40716666666667
CDGAP	0.161
DDX26B	-1.29075
LOC150223	-0.90075
CPSF3	-0.175
TMEM14A	1.69925
MYH3	-2.64025
GPKOW	0.19475
SULT1A1	-0.0151666666666667
SPON1	1.2791
YY1AP1	0.546
RAB23	0.15925
PLA2G4A	-4.7085
MAPRE3	0.8535
ZNF516	0.247214285714286
GGPS1	0.88775
EXOC3L2	-0.1065
C19orf42	-0.575
MAP2K2	-1.258
HIST1H2BB	0.1155
RNF19B	0.514666666666667
C6orf128	0.1155
TLR8	2.9475
PCDHA9	-0.015
CARS2	-0.509875
CLUL1	1.97183333333333
RHAG	-4.45016666666667
UNK	-0.3125
EXOC8	0.8096
C9orf95	0.416
C14orf143	1.20683333333333
MAML3	0.05675
LDHA	-2.1735
MRPL20	0.0595
KLHDC6	-0.136333333333333
ATP5S	0.0471666666666667
C8orf55	1.1195
PHF19	-2.443375
KRTAP13-4	0.545
TTC5	-0.416
XKR5	-0.898
SILV	-4.61966666666667
TEX28	-0.1465
TCTN1	1.529
CX40.1	0.18225
PPP2R5C	-0.910375
C12orf30	-0.0851666666666667
CAPG	2.9225
MPZL1	0.4985
ARSB	-1.3005
TDH	0.22725
WASF4	0.896
TSSK3	-1.11983333333333
7A5	1.8845
CRISPLD1	-1.005875
MAD1L1	-1.06016666666667
SPIN4	-1.12916666666667
AMPD1	-1.00825
DPYSL5	-0.2565
INPP1	-1.72866666666667
ANKRD11	-0.425444444444444
NPAS4	0.381875
GCET2	0.2947
RNASE9	0.79
GUCY2D	0.2995
CCDC98	-0.7755
FGF4	-0.127625
CPM	-0.6495
SLC26A4	-2.40183333333333
PLD5	0.64575
FAM59A	1.2107
FBXO5	-1.09177777777778
SIPA1L1	-0.258375
DPYS	0.4775
ATG4D	-0.39175
TGM3	0.608
MTCH1	-0.1765
HK1	0.367642857142857
CDC26	0.13175
GALNT12	-2.30716666666667
LOC339229	0.437
MRPL35	0.52625
ORC4L	1.136125
TNKS	-0.0817142857142857
C2orf24	-0.3385
ZNF553	0.837
GGTLA1	2.1637
ZNF497	0.25575
CDY1B	0.937
SLC30A4	0.1325
TUB	-0.839625
ARHGEF18	-0.8245
ARRB1	1.4415
KCNK1	2.07475
EREG	-2.6139
SCAMP5	0.83425
RUNDC3B	3.65025
ADAMTS20	-0.20925
IL17RB	-0.867
FLJ20323	-1.12925
MCAM	-0.746
POLR3E	-0.94575
AQR	0.526833333333333
IPMK	1.747
CDCA7	-3.797375
CAMP	4.5085
GRHL3	1.33275
ADAMTSL2	0.744166666666667
CLMN	2.13783333333333
SSTR3	0.729
MAGEA5	-2.64616666666667
OVOL2	3.7415
JMJD1B	0.495
RBL2	0.8132
PYGO2	0.75375
PPP1R10	0.127666666666667
CSE1L	1.30366666666667
LCA5	0.18925
RDH16	1.973
ASRGL1	-1.023625
TOM1	-0.058
PTX3	-6.735
TTC15	0.51875
SCGB3A1	3.29983333333333
MRPL50	-0.5585
RCAN3	0.828875
SLC26A11	1.324
STYX	-0.089
CINP	-0.354
MARCH7	0.36325
PFKM	-0.886333333333333
SGMS1	0.159333333333333
RIOK3	0.305
C1orf110	0.058
CES7	0.231375
LOC440248	-2.01475
PPP1R12C	-0.29275
C10orf27	0.479
ATG9A	-1.2985
MRPS26	0.9585
TMEM40	3.20675
ELP3	-0.9861
ZNF787	0.3152
HIAT1	0.33875
C8orf34	0.1515
MGC4655	-0.6738
PELI1	-1.096
PPT1	-0.4745
SLC35C2	0.947
C6orf125	0.30175
MUC4	-1.58316666666667
RFC4	-1.65985714285714
GNB2	-0.0535
NUP50	-0.125214285714286
SULT4A1	-0.365666666666667
C7	1.077125
CCDC130	-0.856833333333333
ARRDC4	0.3605
RQCD1	-0.53775
GLYCTK	-0.74275
AYTL2	0.310909090909091
MTUS1	0.6344
LEMD3	0.259666666666667
PLEKHF2	1.87375
HOXA7	-0.58875
GTF3C2	-1.0415
DYNLRB2	3.40825
CNOT10	-1.13125
MR1	-0.1835
FFAR1	-0.08825
PRIC285	0.78625
SLITRK6	-1.03125
LIX1	-2.36944444444444
UBE1L2	0.37
F8	-0.1975
ACHE	0.0346666666666667
KPNA5	-0.27025
TNFRSF12A	-1.46333333333333
EGR3	1.338
SERPIND1	-3.7505
OASL	3.6005
IFRD1	-1.59275
WDFY1	-0.284
ZNF267	-0.08925
ACCN5	0.729
ZBTB6	0.247
PPP1R3A	0.0895
PRRT3	2.81725
FBXL19	-0.2835
TXNIP	0.152428571428571
ACTN2	1.0935
ATG9B	-0.28
C9orf117	1.4655
IL27	0.1295
RPL36AL	-0.682666666666667
KLK15	-0.031
CHAD	2.6635
RAP2B	-0.1819
HEBP2	2.0915
ZNF342	1.229
CAMK2G	0.443333333333333
TLR3	1.71425
FGF14	-0.2945
HMGB2	-0.806375
TRPM5	0.0958333333333333
OR5M11	0.273
KIF3B	1.31621052631579
PRICKLE2	-0.41
MTMR9	-0.588
C3orf27	0.082
GLRA3	-0.575666666666667
NSDHL	-0.163833333333333
TMEM32	-0.9665
POLR2D	-0.607666666666667
MYADML	0.697
C9orf114	-0.24525
MRGPRX1	0.177
TOPORS	0.77975
CLDN19	-0.79875
C1QL4	-0.13
RNF165	-2.0935
DHRS9	-1.28275
DNAH2	-0.390833333333333
FXR1	-1.15333333333333
ZMYM3	-1.814875
CASP3	0.6265
FAM120C	-0.078625
SCLY	-0.7495
CA7	0.595
ENTPD5	0.424833333333333
ZNF461	-0.31525
PDIA5	-0.14575
C1orf19	-0.950666666666667
TMEM67	0.139
KCTD20	-0.414
WDR47	0.6795
FLJ38723	0.473
KLRF1	0.0166666666666667
TAS2R16	0.1795
CLDN12	0.45275
PRKCE	0.981
UBXD4	-0.246
ITGAM	1.62033333333333
GLT8D3	0.925375
WDR31	0.5298
RGS2	-0.8715
OR51L1	0.305
MST1R	0.847
KIAA1737	0.50225
OR4A5	1.385
GLIS1	-2.2125
PTMA	0.351071428571429
NAPA	0.9045
PRDM11	0.3145
LIPF	null
DIRAS3	-1.08525
ASGR2	-3.92725
C1QTNF4	0.15
PIK3R4	0.0146666666666667
ARMC3	2.5215
NDUFV3	0.541333333333333
BTBD3	-0.199166666666667
PPP1R2	0.423916666666667
UBE2NL	0.67575
FOSL2	1.24407142857143
FAM119A	0.614333333333333
TUBA4A	-1.4796
KRTAP12-1	0.1945
SFRS2	-0.34825
RHPN1	0.416111111111111
EEF2	-1.688
ZDHHC11	-1.62866666666667
EPHA3	-1.6902
RBM12	-0.81575
H2AFJ	2.8
EDIL3	1.1485
KIF26A	-2.36875
SERGEF	0.18275
B3GALT4	2.748
LOC90925	0.0681666666666667
OSCAR	0.720125
NPFF	-0.667
DEDD	0.628375
TMEM155	-1.096875
PTPN1	2.6155
SCYL2	0.661666666666667
SKAP1	1.52325
LEAP2	-2.98783333333333
GADD45G	1.5888
IFITM3	1.733
PILRB	-1.19316666666667
SLU7	0.3133125
DSC3	-0.939333333333333
DNMT3L	-1.567
PAPD5	1.110375
B3GNT3	1.45816666666667
LHCGR	0.051
MSL-1	0.06625
UBE2S	-0.31975
SAP130	0.5025
ANAPC11	0.81575
MAGED4B	-0.206
ATP6V1B2	-0.5
C14orf179	1.1055
CAPZA1	-0.338
CDYL2	0.497166666666667
GLRX3	-0.837666666666667
LOC136288	-0.628
MOBKL1A	-0.66625
HTR2B	2.01125
CRYGD	-0.0055
NUS1	-0.0175
PGRMC1	0.5765
MYOM2	-1.76875
FLJ39653	-1.3885
CHM	0.3396
OR5M8	0.4695
ZNF619	0.22
FAM105A	1.28825
CCNL1	-1.147
NAP1L3	-1.2605
C10orf57	1.82666666666667
B3GALNT1	0.157666666666667
CSN1S2A	-0.4605
TCP10L	-1.1355
GDAP2	0.439625
DMKN	-1.73833333333333
COX6B1	0.40625
DNASE2	0.454166666666667
MSH5	-1.43325
LGMN	-0.116125
USP31	-0.4855
OR13C8	0.936
SDCBP	-0.1071
NUDT11	-3.88883333333333
PYGL	-3.49933333333333
SNPH	0.969833333333333
B3GNT4	0.1475
MIZF	-0.36
NUBPL	0.48175
NOD1	-0.7285
CDH22	-0.312875
NUBP1	-0.1345
DSCAM	-3.402
DGKI	-0.523
FAM136A	-0.52425
AKAP1	0.098
SLC16A6	0.88775
RIN3	-0.65475
PSG2	-0.296
DIP2B	0.70425
PSORS1C1	-0.884
KIAA0495	-1.0335
FLJ90709	-0.117166666666667
LPA	-0.150833333333333
PIGA	0.531833333333333
LY75	1.888
UTS2	-5.80316666666667
RREB1	0.290625
GALNACT-2	-0.1761
MGC3196	0.7515
FLJ31568	-0.54925
LPHN1	-0.497375
SP1	2.264625
TOX4	0.0708333333333333
HSPA9	0.1068
APOBEC1	-0.925
SLC35E4	-0.8915
LSM5	0.22525
SURF1	0.623
ZBTB1	0.202
GTF2F1	-0.673375
RPS15A	-0.330928571428571
DUSP21	-0.736333333333333
GINS4	-1.01583333333333
MYO15A	-0.347166666666667
GIMAP7	3.2495
MGC13379	0.79975
ATP6V1E2	-0.648333333333333
UTP3	-0.27125
HNRPA3	-0.7849375
MT4	-0.458
C14orf155	-0.0366666666666667
U1SNRNPBP	0.80125
CKLF	-0.0718333333333333
PLEKHN1	0.8145
MBNL1	-0.83725
NUP160	-1.19725
ACSM2A	-1.435
LOC129881	-1.2725
KIAA1529	-0.33525
FLJ22639	-1.1285
HAND1	-1.3275
GSX1	0.6525
FGA	-4.3969375
SERPINB1	-0.1315
ZNF642	0.1755
IGFBP1	-8.1725
SLC1A1	0.839375
DHX57	-0.488625
ZNF766	0.8065
PTPN21	0.768
GDPD3	0.9145
PNPLA5	-0.00900000000000001
TBR1	-0.0494999999999999
FAM116A	-0.6355
IQGAP1	0.00487500000000001
FOS	-2.520875
ZNF226	-0.5975
FIGNL1	-1.21266666666667
C14orf1	-0.1775
ZMYND17	0.148
PUS7	-0.591333333333333
TUBB6	-0.93875
KCNQ2	-1.2645
MARCH6	-0.166166666666667
CCDC33	0.437
PRODH	-1.40975
RBM11	1.301
EPHA6	-0.17125
SLC43A1	-0.96525
LOC196541	0.142375
NTN1	1.62525
ING4	-0.239
PCDHB10	0.8375
DPH2	-0.454333333333333
SPACA4	0.0835
FBXL21	-4.648
DIAPH1	-1.004
ZNF71	0.9445
CEP76	0.766
CORO1A	-1.147
RRM2	-1.161125
EDG4	1.7015
OS9	-0.511166666666667
SLC4A1AP	0.05425
COG5	0.2125
COPS8	-0.783
NGLY1	-1.32825
NCBP2	0.5455
C17orf42	-0.208166666666667
GPSM3	1.075
SIL1	0.869666666666667
ASB6	0.09625
SMAD5OS	-0.594166666666667
UNC93A	-3.538875
A1BG	0.0615
C21orf62	0.1945
FMO5	-0.643166666666667
ATRIP	0.119
CEBPG	-1.12
C7orf38	0.1845
TNFRSF1B	0.3055
CLEC1A	1.23866666666667
IQSEC1	-0.848625
PATZ1	0.5089
RBM22	1.141875
BAG2	-3.38733333333333
PAQR5	0.903833333333333
C9orf127	0.916
THNSL1	0.15525
SHROOM3	2.8629
JAM2	0.067
SNRPN	-2.22125
ALX4	0.0035
CACNA1S	0.2595
FAM130A1	1.87425
CORIN	1.5175
CD300LB	0.529
PLEKHG6	0.682
LRRC40	-0.86725
PCLKC	-1.04425
PCDHB16	-0.032
WNT2B	-0.866166666666667
ASNS	-2.63022222222222
MRPL49	0.07375
FLJ46111	0.49475
ISG20	0.853875
SMU1	0.2805
CASZ1	1.06
POLR1D	-0.519
GIN1	0.10125
SNAG1	0.734666666666667
ANKRD29	-1.91525
CDKN2AIP	-0.09975
KRR1	0.379
CXCL1	-4.85883333333333
EPM2A	-0.3618
PC	0.242666666666667
DEFB127	-0.0935
PDZRN4	0.303
FAH	0.470375
OR51E1	1.529
CDC2L6	1.384
DNTTIP1	1.51425
PAX8	0.03125
TMEM116	0.38025
C1orf150	0.184
PRO2012	0.38675
MRPL40	-0.671833333333333
BEX1	-1.0612
SLC2A4	-0.348
PKMYT1	-0.791
FEZF2	-0.480166666666667
SLC26A9	-1.3225
MAP2	-0.184909090909091
LYL1	-1.5945
SLC25A19	-0.455666666666667
NOS3	-0.302
ZNF34	0.91
TMPRSS11F	-0.258
FAM43A	0.11325
FCRL4	-0.415
KLF14	0.48525
FLRT2	-2.24583333333333
WRN	-1.316
SDF2	0.4426
KRT8P12	0.3765
C6orf195	-0.481
C9orf125	-2.57583333333333
DZIP3	0.569125
RIT1	0.5055
SCML1	-0.545
RHBDF2	-0.576
OR2G3	0.34
REXO1L1	0.101
MAP3K7IP3	0.25525
C3orf57	-6.693
FBXW11	0.0463333333333333
ETAA1	-0.641
C14orf131	-1.2114
AKT1S1	-1.06975
SLC12A5	-0.08525
C9orf164	1.0535
NRIP3	-0.60975
NOS1AP	0.67475
TMEM121	0.98075
SAP30BP	0.0542
DGCR6	0.0475
WDR76	-1.0345
FAM82B	-0.458
LOC606495	-0.257
MAP9	2.72325
BCDIN3D	0.68575
CXorf36	3.022
DSCR3	1.5819
ZFAND3	0.282375
C7orf43	0.400333333333333
SPSB3	0.3764
C19orf19	0.54
FAM133A	-3.1945
C12orf25	0.539
SLC39A3	-0.16625
DISP2	-0.089
PI4KAP2	-2.7235
MKRN3	-3.25566666666667
ADAMTS13	-0.521625
CBLN3	0.4156
TTYH1	0.5045
C3orf18	-0.04975
FLJ13236	-0.598
ZMYND12	3.94375
C18orf25	0.512625
GLB1L3	-0.87
ATP13A5	1.327
RANBP10	-0.064
CD96	-0.6928
DENND1C	-0.2355
RBMS3	-1.0488
SLC41A3	-0.457333333333333
DGCR6L	-0.1535
TMEM128	0.623333333333333
CSNK1G3	1.06185714285714
MOBKL2C	0.677
TSPAN6	-1.869875
MATN2	-1.5118
MSL2L1	0.153
ST6GALNAC2	0.461333333333333
FGFBP2	-0.34025
FGL1	-6.53333333333333
MPP3	-0.326333333333333
ARHGEF6	0.233666666666667
TGFBR2	-0.8265
ACMSD	-0.08
IL33	1.21125
C9orf5	0.00441666666666666
DEAF1	-0.2248
AMN	0.378
DEFA6	-0.071125
RNF212	-0.34
METT5D1	0.112666666666667
CIB1	0.5247
TSSK1B	0.067
KIAA1727	1.14075
ZNF680	1.60116666666667
LOC399900	-0.9515
LOC152217	0.287166666666667
CTNNAL1	-3.304
CIT	-0.992416666666667
TLE6	0.38575
ZNF607	-0.50275
HERC4	-0.561666666666667
DRAP1	0.3243
PEMT	-0.3305
C10orf111	0.252
ZNF575	0.685625
KCTD7	0.6935
MYO1F	0.577625
LOC285382	-0.215
RAB11A	0.8348
PLCD3	-0.96075
C15orf28	-0.01925
PTBP2	-1.00775
CTB-1048E9.5	-0.586375
C19orf60	0.464666666666667
C7orf25	-0.169833333333333
SETD7	1.13925
HOXB9	-4.0975
VANGL1	0.505625
CHAF1B	1.01
NDUFA3	1.46375
KIAA1328	0.394166666666667
SHARPIN	0.496625
TTC23	-0.609625
UGP2	0.198333333333333
ANKIB1	1.1297
CIRBP	-0.908142857142857
SEC14L4	-3.129
OVCH1	0.2885
VPS52	0.031
FAT	-2.565875
M6PRBP1	-0.62075
GPRIN3	0.0975
PPM1F	-1.52666666666667
TSR1	-0.604
CCDC85A	1.14875
PCSK5	0.4965
ZFHX3	1.3295
HEMK1	-0.8132
PGBD2	0.59375
RSRC2	-0.349
AURKC	-1.32016666666667
SCRIB	0.43925
ORM2	-2.484
FAM115A	0.6865
FZD6	-1.416875
UNC119	0.204
GPX3	-1.3848
NOV	-1.803625
CABC1	0.018375
CDC42SE2	0.55575
EIF2S2	-0.4077
RNF130	1.1565
CKAP5	-0.676166666666667
RP11-413M3.2	1.542125
C10orf18	0.1248
TMEM93	-0.168
DYX1C1	0.8555
KCNMB2	-2.430375
ANK3	2.11733333333333
KRT5	-2.2098
CDH12	-1.555
QRSL1	-0.240875
JUB	-1.081
SHC4	-2.864875
CCL15	0.914
CCDC22	-0.15675
SNX24	0.2025
RARS	0.1125
MORC2	0.262625
FAM48A	-0.548
MT1H	0.203
PPP1R14C	-3.35683333333333
FOXD1	-1.95542857142857
C1orf213	-2.605
AMT	-2.8146
DSN1	-0.50825
PTPLAD2	3.61675
DIS3L	-1.099
RASL11A	-0.38525
GPRC5B	0.29225
FRMD7	2.4225
STRN4	0.2725
KITLG	1.88118181818182
HDGF	0.75625
OR1S1	-0.0345
SETX	0.4587
DDR2	-1.410125
KCTD12	0.793
LYZL2	0.3575
WDR52	1.952
TMEM2	0.363
ZNF579	0.7325
LOC200810	0.801
TNFSF9	-1.712875
PPFIA4	-3.587
CNIH3	-0.818
MAP4K4	-1.54457142857143
ROD1	1.26735714285714
ALS2CR12	3.15833333333333
DOCK3	-0.6915
PAQR9	-4.91875
ASB17	-0.0311666666666666
STX16	1.11825
FEZ2	-0.064
DLAT	0.119
KIF21B	-1.60333333333333
CDC5L	-0.15725
TMEM119	0.876
CRIP3	-1.796
TPSD1	-0.188
TEPP	0.03725
GNGT2	1.567
C21orf121	1.23325
WNK1	-0.0531666666666667
FLJ10490	1.2738
OR51B5	-2.661
LOC203547	-0.4595
HAS1	-1.149
PPA1	0.488
ST7	-0.16325
C11orf46	0.8901
POPDC3	-4.217
ACOX2	4.2975
ATCAY	-0.486666666666667
TM4SF19	-1.60425
MFSD9	0.865833333333333
PDHB	-0.2775
ERN1	0.07075
LCE3C	0.4905
GPR111	0.4605
NOTCH3	2.16466666666667
ADAMTS5	0.81125
B3GALT1	-1.12475
UGCGL1	0.811833333333333
FAM58A	-0.0593333333333333
FBXO32	-0.14725
CLPP	-0.4675
NXPH1	-1.0065
MTMR3	-0.238666666666667
ATP1B3	-0.390375
TMEM16A	3.097125
HIST1H3F	0.280166666666667
TRIM25	0.4875
SDCBP2	0.6215
CRKL	-1.01625
HOXB2	1.74483333333333
ANP32B	-0.206375
GATM	3.7865
AP4E1	0.178625
EDG5	0.47725
CDKN3	-1.31633333333333
CDH4	0.41875
PGD	-1.52416666666667
RND1	1.5875
GAD1	-3.7992
MPG	0.07225
LOC440350	-0.66
ZNF133	-0.7865
SERPINB12	-0.0585
AMELY	0.000999999999999982
DHX36	-0.421
TNFAIP8L2	2.61416666666667
PHTF2	0.307444444444444
CCDC112	-0.288666666666667
IQCC	-0.6575
HEYL	2.68533333333333
FTSJ2	-1.42483333333333
APPL1	0.4385
RAB43	1.04735714285714
OR10G2	0.436
WAC	0.441166666666667
ADCY9	2.30775
RUNDC2B	-0.276333333333333
PYCRL	2.1163
AGPAT7	-0.748833333333333
SLC22A9	-1.55716666666667
CDKAL1	-0.6205
PDYN	-0.3576
C20orf74	0.356
MTMR11	-1.92575
VAV3	3.33208333333333
DAPL1	0.45
STXBP3	0.548
EIF3G	-1.00025
ARHGAP22	-1.93675
NPFFR1	0.333
NPC1	-0.615666666666667
ALDH9A1	1.07333333333333
ZNF600	0.853
ZNF678	1.35033333333333
RASSF1	-0.536166666666667
ADD2	-3.10125
PITPNB	-0.073875
PKD2L2	0.509875
LRP11	0.511
CDKL1	-0.91675
SMEK2	1.1365
PRODH2	-2.9975
C11orf54	-0.233
SFRS11	-0.757833333333333
IL7	-0.0351666666666667
ALS2CR16	1.01875
BTG3	-3.729
PAK2	0.142888888888889
RP11-679B17.1	-0.114
GATA4	-2.18066666666667
ATP2B1	-0.0985
LOC130940	1.0585
C1orf172	2.30866666666667
ATF7IP2	-0.076
SLC25A43	-0.0085
CENTG3	0.144916666666667
IGF2BP1	-3.9589
FCHSD1	0.1805
CAMK2N2	1.0255
ELAVL3	-0.4313
NBPF15	-0.794833333333334
UBE2J2	-0.822818181818182
GNL2	-0.51925
PRR3	-0.9262
NLF2	1.00875
OR4F6	-0.417
KLHL24	0.709333333333333
CCDC88A	-2.304
SGPP1	-0.996333333333333
C10orf11	-0.832666666666667
SLC35B4	-1.1235
UGT3A2	-2.0585
ARNT2	0.3843
CBR1	1.949875
ITPR3	-0.192333333333333
TRAPPC6B	0.8839
AMZ1	3.1525
ARP11	3.28025
WDSUB1	1.5155
APBA1	0.678333333333333
RAB2A	0.9747
C6orf162	-0.32775
HPSE2	0.5925
PLCE1	1.47725
INSL3	0.05125
DLG1	0.1209
PTPLA	-3.896
PIGX	0.695125
TFIP11	-0.402833333333333
FIBIN	0.6825
POLR2G	0.13025
GRAP2	-1.8873
DNAJB8	0.15725
CNBP	0.340666666666667
WASF1	-1.5575
INPP5E	-0.8757
HSPB1	1.9159375
TMEM167	0.184
CUBN	-0.1265
IGF1	0.59275
ITPK1	0.0475
NAALAD2	-1.480625
G3BP1	0.4846
NT5DC1	0.755875
CYP39A1	-1.8175
TMEM139	1.94933333333333
POLK	-0.5593
GLULD1	-2.3045
RBM15	-0.69
AMZ2	1.07625
GDF15	-0.478
MESDC2	-0.1565
INCA	0.779333333333333
ACY1L2	-3.6
GZMM	-0.198833333333333
PAIP1	0.16
CACNA2D1	-0.4215
STK32C	0.495666666666667
SH3BP4	-0.3525
DEC1	-0.9805
PADI1	-0.0925
UBB	0.3241
PON3	-0.1395
PROP1	0.361
ANKRD13B	0.546
ADCK1	-0.6795
TCF25	0.50425
SLC38A5	-2.964
CXorf26	-0.279666666666667
C19orf39	0.97525
PPP1R13B	1.3905
ARL2	-0.779
TCL6	0.06225
TOP3A	-0.5165
SLC16A14	1.2175
FXYD6	0.379333333333333
HIST1H4E	0.1055
BBC3	0.0472105263157894
UNC5A	0.250833333333333
FAM86C	-0.1051
PI4KB	-0.103125
B3GAT1	-3.42025
SUSD2	1.7015
OAZ2	-0.848333333333333
NOC4L	0.409
C10orf12	0.146
FADS1	-2.22016666666667
LOC144097	0.441
DKK2	0.423
KIAA1949	-0.76725
RHOT1	0.5688
OXT	0.662333333333333
GPR153	0.86425
ARL4A	-0.889166666666667
SAAL1	-1.086
CCDC64	0.2585
USE1	-0.596
HNMT	0.394166666666667
PCGF3	-0.1145
CYP2C19	0.108
C20orf4	0.29
CCDC11	0.787
ACSBG2	0.119
RWDD2A	1.354
PALLD	1.33125
CPLX4	-0.0745
LOC492311	-0.1535
KPNA2	0.136
MACROD1	0.0354
TMCO3	-0.7725
C15orf52	-0.00283333333333333
BIRC5	0.488733333333333
PRR16	-1.14666666666667
FAM63B	0.470625
KATNB1	-0.495
WNT8B	-0.068
CPLX3	-0.09125
GHR	1.75775
CCDC124	-1.003
