Hybridization REF	TCGA-A2-A0YC-01A-11R-A109-07
ZNF347	0.3197
GTF2E1	0.0235
RY1	-0.191
ATAD2B	-0.24175
ARHGAP17	0.0285
KCNIP3	-1.61025
SFPQ	0.052625
GFRA4	-0.2585
AKR1B10	-2.7695
TIGD6	1.33416666666667
RGS16	1.645625
URB1	-0.195
OR4C46	-0.0831666666666667
TOP3B	-0.664
NFATC4	1.0555
CA14	-2.163
BMPR1A	0.6805
SNRP70	-0.711875
PRL	0.256166666666667
C6orf130	0.3285
STAG2	0.51625
CD55	-0.765428571428571
RPS23	0.8055
SSX2	-1.37833333333333
FDPSL2A	-0.4335
FBXO27	0.070125
SYNGR3	-1.68883333333333
TMSL3	0.19625
EML1	-1.4825
NUP93	-1.35725
SMAD3	0.3331
KIAA1189	0.6105
HNRPUL2	0.276333333333333
TBC1D12	0.557666666666667
C16orf24	1.023
MRVI1	2.5765
ZNF581	-0.4955
ELOVL3	-0.387
OR51Q1	-0.163
CACNB3	0.8005
GALNT13	-0.436125
C10orf84	0.74
NEDD4	-0.2289
SPO11	2.27
OR5AU1	0.0925
NEK4	0.735071428571429
PRKAR2A	0.0475
IHPK1	-0.248666666666667
ATP6V0B	1.44375
CACNA1E	0.173
CEACAM8	0.5245
PEX14	0.19
FLJ12993	-1.8645
ZBTB38	0.335166666666667
PCTK2	1.65966666666667
LRRC16	-0.5202
FBLIM1	-0.0650833333333333
FYCO1	2.09225
RP5-1022P6.2	0.22375
CMTM1	0.351666666666667
PLTP	-0.116333333333333
RAPH1	1.059375
DOCK8	0.732625
EZH2	-1.71593333333333
SLC25A1	-0.739
PLEKHB1	-1.1957
GRB7	0.8101
ZFP37	-1.24225
MRPL33	0.055
PELO	-0.45625
ARMC1	-0.0131818181818182
C9orf27	0.105625
FLJ25778	-0.1595
C9orf37	-1.2425
TMEM66	1.89625
SPRN	-0.207
HBEGF	0.263375
PI4KA	-0.5345
LEPRE1	-0.47725
POU2AF1	-3.3605
MRPL12	-0.841666666666667
REP15	-0.2675
ZC3H3	0.437
RASAL1	-1.4145
DDAH1	1.620875
ACBD5	0.65575
TMC2	-0.2555
CCDC137	-1.13575
SAMD13	-2.18166666666667
UGT2B15	0.787833333333333
TIPARP	1.18525
DNASE1L3	1.2065
TRIM72	0.8325
DBX2	0.6005
IPO8	-0.276
C21orf88	-1.6488
MAP3K14	0.5085
LOC51233	0.4645
GGTLA4	-0.71525
PDE6D	0.09775
ZNF117	1.35275
CLK2	-0.500625
NKRF	-0.94525
TNFSF15	-0.1803
DUSP2	-0.645875
SECISBP2	0.1733
GABRR2	0.213
PPAP2C	1.78425
LOC51145	0.1785
PAG1	-0.477375
PIK3C3	-0.2235
GNG10	0.6515
APOL4	0.8424
ANKRD28	-0.72275
STMN3	-0.3631
RAB14	1.0756
CDK2AP2	0.208
HDDC3	0.019375
COMMD7	0.14975
CXXC1	-0.53175
HMCN1	-0.206333333333333
CD40	0.5345
DYNC1LI2	-0.2000625
GDI1	0.7775
LOC646938	-0.59625
VSNL1	-2.94216666666667
PIH1D1	-0.1125
RAET1G	-0.334
KRTAP5-9	-0.563
EFTUD2	-0.433
ZNF311	-0.330166666666667
ATP6V1G3	0.21875
OR2W3	0.1455
SCN4A	0.0795
MED10	-1.144875
FAM135A	-0.7967
ARHGAP4	-0.97225
EHMT2	-0.485375
UFD1L	-0.78425
ERMP1	0.7305
MAG1	-1.19166666666667
THAP8	0.110833333333333
HACE1	-0.399666666666667
FAM82C	1.28183333333333
C3orf20	-0.086
UNC84A	-0.646166666666667
SCD5	-0.662538461538462
LASS6	3.001375
LSG1	-0.0791666666666667
MAL	-5.45025
GPR22	-0.8675
WDR5B	1.46
ACTRT1	-0.027
C17orf60	0.800666666666667
GRIN2C	1.1139
ARMC8	-0.232666666666667
SLC47A1	-0.598
DMPK	0.873
DHRS13	-0.794833333333333
SMC1A	-0.7415
KRTAP17-1	1.25
SMYD5	-0.43475
TUSC2	0.2865
CRHR2	-0.131
KIR3DL2	0.13
CCDC104	0.64875
ATP2C1	0.614125
CROT	0.81925
PABPC3	-0.507666666666667
EGR1	-0.8175
THSD1	0.77925
KHK	-1.7695
SLC12A2	0.0664375
CD58	-0.67375
STOX2	-1.26816666666667
CCDC76	-0.4967
CCDC48	2.872
DNAH1	0.164
ZIC4	-0.295875
OR1G1	0.1585
PSMC6	-0.202
PROKR1	-0.2065
ABCB1	-1.0985
TRAT1	-0.84675
LLGL1	-0.0275
MTF1	0.68425
USP54	0.81225
PAGE2B	-1.898
ITGB7	-3.697
CCDC81	-0.149
LOC149837	0.82475
SCUBE1	1.358
ZSCAN10	-0.204
HUWE1	0.107642857142857
CDH17	0.661
CD180	1.38
IL17A	0.094
TMPO	-1.119875
KIAA1524	-1.34516666666667
HDGFRP3	-0.049
OXCT1	-2.87436363636364
RRAS2	-2.17666666666667
LTBP2	2.2618125
SV2B	1.10133333333333
CYP2A6	0.743
PKD1L2	0.0441666666666667
PPM1M	0.6575
FLJ22662	0.505833333333333
ZNF502	-0.1765
GP6	-0.29925
CRYBA2	-0.722
LEF1	0.9772
CTPS	-2.21057142857143
EYA1	0.606833333333333
EPS8L1	0.89025
MAPK14	-0.341333333333333
SERPINB2	-5.52475
GTF2F2	-0.787666666666667
ZNHIT4	0.4685
PLA1A	1.076625
C20orf114	2.27975
HPR	-2.131
C18orf2	-2.4588
SATB2	-2.3695
KCNJ9	0.03875
MGC157906	0.284
MOCS3	0.12
C17orf71	0.140666666666667
PPHLN1	0.1875
HIST1H2BN	-0.84725
RAPGEF1	-0.3475
MAP3K8	0.22575
DLG4	0.260833333333333
STC1	0.933333333333333
CDGAP	1.561
DDX26B	-1.69275
LOC150223	-1.55525
CPSF3	-0.5585
TMEM14A	0.90375
MYH3	-1.55325
GPKOW	0.1505
SULT1A1	5.78241158658936e-19
SPON1	2.7436
YY1AP1	0.956333333333333
RAB23	0.3825
PLA2G4A	-3.39525
MAPRE3	0.323
ZNF516	1.10485714285714
GGPS1	0.63575
EXOC3L2	-0.31225
C19orf42	0.5301
MAP2K2	-0.796166666666667
HIST1H2BB	0.51425
RNF19B	1.3555
C6orf128	0.221666666666667
TLR8	1.8105
PCDHA9	-1.045
CARS2	0.56525
CLUL1	2.97633333333333
RHAG	-4.356
UNK	0.3985
EXOC8	0.8978
C9orf95	1.75225
C14orf143	-0.057
MAML3	0.361375
LDHA	-1.75525
MRPL20	0.434125
KLHDC6	-0.476333333333333
ATP5S	0.1345
C8orf55	-0.725
PHF19	-2.4795
KRTAP13-4	0.0545
TTC5	0.23525
XKR5	-0.2935
SILV	-4.70583333333333
TEX28	-0.114
TCTN1	1.9035
CX40.1	0.13475
PPP2R5C	0.133625
C12orf30	-0.554
CAPG	1.53175
MPZL1	0.57755
ARSB	-1.04216666666667
TDH	-1.54275
WASF4	0.31975
TSSK3	-0.326833333333333
7A5	1.6315
CRISPLD1	-0.28575
MAD1L1	-1.158
SPIN4	-1.133
AMPD1	-0.41975
DPYSL5	-0.007
INPP1	0.0833333333333333
ANKRD11	-1.34988888888889
NPAS4	-0.27825
GCET2	0.0233333333333333
RNASE9	-0.392
GUCY2D	0.186833333333333
CCDC98	0.569
FGF4	-0.590625
CPM	0.0438333333333333
SLC26A4	-1.05566666666667
PLD5	0.33725
FAM59A	-1.5908
FBXO5	-1.96522222222222
SIPA1L1	0.61425
DPYS	0.2745
ATG4D	-0.56225
TGM3	0.661
MTCH1	-0.257
HK1	0.0427857142857143
CDC26	-0.326875
GALNT12	-3.18783333333333
LOC339229	0.26
MRPL35	-0.19525
ORC4L	0.64575
TNKS	0.449785714285714
C2orf24	0.0976666666666667
ZNF553	0.425666666666667
GGTLA1	2.7961
ZNF497	0.43925
CDY1B	0.263
SLC30A4	0.159375
TUB	-1.68925
ARHGEF18	-0.02025
ARRB1	-0.3455
KCNK1	-1.428
EREG	-2.7216
SCAMP5	-0.23025
RUNDC3B	0.62
ADAMTS20	0.12025
IL17RB	-0.665375
FLJ20323	-0.79675
MCAM	0.3365
POLR3E	-0.593333333333333
AQR	0.3905
IPMK	-0.2045
CDCA7	-4.816625
CAMP	1.5625
GRHL3	0.71975
ADAMTSL2	0.969833333333333
CLMN	2.16566666666667
SSTR3	0.399
MAGEA5	-2.2445
OVOL2	3.57725
JMJD1B	0.7525
RBL2	0.0072
PYGO2	1.00675
PPP1R10	0.218166666666667
CSE1L	-1.06416666666667
LCA5	1.403
RDH16	-0.7815
ASRGL1	-2.225125
TOM1	1.5595
PTX3	-6.30525
TTC15	0.55475
SCGB3A1	1.01333333333333
MRPL50	-0.59575
RCAN3	1.17325
SLC26A11	1.326
STYX	-0.0443333333333334
CINP	0.06525
MARCH7	0.78725
PFKM	-1.456
SGMS1	0.659666666666667
RIOK3	0.0619
C1orf110	1.1985
CES7	-0.248625
LOC440248	-1.86475
PPP1R12C	-0.527
C10orf27	0.645
ATG9A	-0.96175
MRPS26	0.055625
TMEM40	-1.17475
ELP3	0.3438
ZNF787	-0.2529
HIAT1	0.529
C8orf34	0.978666666666667
MGC4655	-0.1897
PELI1	1.50016666666667
PPT1	1.5988
SLC35C2	-0.520666666666667
C6orf125	-0.17275
MUC4	-1.84683333333333
RFC4	-2.05342857142857
GNB2	0.587333333333333
NUP50	-0.344857142857143
SULT4A1	-0.576333333333333
C7	2.6725
CCDC130	0.0855
ARRDC4	1.3665
RQCD1	-0.26725
GLYCTK	-1.1875
AYTL2	-2.11781818181818
MTUS1	1.3505
LEMD3	0.632833333333333
PLEKHF2	1.3635
HOXA7	-0.591375
GTF3C2	-0.8385
DYNLRB2	4.276
CNOT10	-0.247
MR1	1.10683333333333
FFAR1	-0.074
PRIC285	-0.1015
SLITRK6	5.8565
LIX1	-1.6899
UBE1L2	-0.235
F8	2.154625
ACHE	-0.321
KPNA5	0.70775
TNFRSF12A	-1.2755
EGR3	1.5715
SERPIND1	-3.75883333333333
OASL	3.3335
IFRD1	-1.553375
WDFY1	0.629666666666667
ZNF267	0.536375
ACCN5	0.204
ZBTB6	0.26225
PPP1R3A	-0.222
PRRT3	1.89325
FBXL19	-0.853
TXNIP	0.110642857142857
ACTN2	-1.06325
ATG9B	-0.417
C9orf117	1.46625
IL27	-2.202
RPL36AL	-0.301
KLK15	-0.0395
CHAD	2.459
RAP2B	-0.4311
HEBP2	0.7
ZNF342	0.409
CAMK2G	-0.334166666666667
TLR3	2.17575
FGF14	0.13775
HMGB2	-0.928125
TRPM5	-0.463333333333333
OR5M11	0.028
KIF3B	0.703473684210526
PRICKLE2	1.936
MTMR9	0.331375
C3orf27	-0.037
GLRA3	2.7915
NSDHL	-0.415666666666667
TMEM32	-0.099
POLR2D	-1.19
MYADML	-0.0275
C9orf114	-0.9915
MRGPRX1	1.122
TOPORS	0.55075
CLDN19	-1.687
C1QL4	0.1285
RNF165	-1.9025
DHRS9	2.3655
DNAH2	-0.759833333333333
FXR1	-0.0961666666666667
ZMYM3	-0.824875
CASP3	0.065
FAM120C	-0.766875
SCLY	-1.11175
CA7	-0.0825
ENTPD5	0.456333333333333
ZNF461	0.1825
PDIA5	-0.842
C1orf19	-0.0495
TMEM67	1.17775
KCTD20	-0.40225
WDR47	0.742
FLJ38723	-0.2175
KLRF1	0.257333333333333
TAS2R16	0.2485
CLDN12	0.67675
PRKCE	-0.22775
UBXD4	-0.40425
ITGAM	2.52866666666667
GLT8D3	-0.11875
WDR31	2.3325
RGS2	0.53275
OR51L1	-0.0265
MST1R	1.52275
KIAA1737	1.57175
OR4A5	0.304
GLIS1	-1.39833333333333
PTMA	0.222714285714286
NAPA	2.13875
PRDM11	0.09075
LIPF	0.528
DIRAS3	3.388
ASGR2	-4.438625
C1QTNF4	-0.26725
PIK3R4	0.510166666666667
ARMC3	1.037
NDUFV3	-0.30825
BTBD3	-0.425166666666667
PPP1R2	0.54725
UBE2NL	-0.243
FOSL2	1.91878571428571
FAM119A	-1.48316666666667
TUBA4A	-0.5801
KRTAP12-1	0.3405
SFRS2	-0.1665
RHPN1	-0.3094
EEF2	-0.578833333333333
ZDHHC11	-0.968833333333333
EPHA3	-0.9747
RBM12	-0.453
H2AFJ	1.73925
EDIL3	3.6535
KIF26A	-1.67775
SERGEF	-0.90325
B3GALT4	2.0965
LOC90925	0.468333333333333
OSCAR	0.366125
NPFF	-0.422125
DEDD	0.48175
TMEM155	-0.681625
PTPN1	1.3895
SCYL2	0.3085
SKAP1	3.441
LEAP2	-2.325
GADD45G	1.1169
IFITM3	1.368875
PILRB	-0.739166666666667
SLU7	0.2943125
DSC3	-0.82625
DNMT3L	-1.14325
PAPD5	1.3035
B3GNT3	-2.46333333333333
LHCGR	0.0145
MSL-1	0.55475
UBE2S	-2.076
SAP130	-0.15225
ANAPC11	0.81625
MAGED4B	-3.0605
ATP6V1B2	0.819666666666667
C14orf179	1.29
CAPZA1	-0.13575
CDYL2	0.0843333333333333
GLRX3	-0.980666666666667
LOC136288	-0.04375
MOBKL1A	-0.599
HTR2B	3.33725
CRYGD	0.213666666666667
NUS1	-0.8875
PGRMC1	1.034
MYOM2	0.30125
FLJ39653	-0.183166666666667
CHM	1.2578
OR5M8	-0.403
ZNF619	0.1735
FAM105A	0.4735
CCNL1	-0.659
NAP1L3	-0.395
C10orf57	2.83
B3GALNT1	1.13583333333333
CSN1S2A	-0.0055
TCP10L	0.10475
GDAP2	0.22825
DMKN	-0.448833333333333
COX6B1	-0.02725
DNASE2	0.658833333333333
MSH5	-2.06875
LGMN	-0.30075
USP31	-0.2193
OR13C8	0.515
SDCBP	-0.3165
NUDT11	-2.955
PYGL	-0.162666666666667
SNPH	-0.464666666666667
B3GNT4	-1.0195
MIZF	-0.9615
NUBPL	0.781875
NOD1	-0.352
CDH22	-0.272875
NUBP1	0.316833333333333
DSCAM	-4.29475
DGKI	0.758
FAM136A	-1.263
AKAP1	0.808833333333333
SLC16A6	2.231
RIN3	0.01
PSG2	-0.58
DIP2B	0.687416666666667
PSORS1C1	-0.00700000000000001
KIAA0495	0.1185
FLJ90709	-0.499333333333333
LPA	-0.516
PIGA	0.0305
LY75	0.989666666666667
UTS2	-6.07783333333333
RREB1	0.021875
GALNACT-2	0.9138
MGC3196	-0.4775
FLJ31568	-1.53925
LPHN1	0.434
SP1	0.7565
TOX4	0.611666666666667
HSPA9	-0.0674
APOBEC1	0.4905
SLC35E4	-0.244
LSM5	-1.222
SURF1	0.4235
ZBTB1	0.323333333333333
GTF2F1	-0.160375
RPS15A	-0.457642857142857
DUSP21	-0.390666666666667
GINS4	-2.62
MYO15A	0.730333333333333
GIMAP7	3.1555
MGC13379	0.42575
ATP6V1E2	-1.212
UTP3	0.15275
HNRPA3	-0.393625
MT4	-0.604
C14orf155	0.358
U1SNRNPBP	0.104
CKLF	-0.957166666666667
PLEKHN1	-0.458333333333333
MBNL1	0.694333333333333
NUP160	-1.452
ACSM2A	-1.66
LOC129881	0.82175
KIAA1529	-0.43325
FLJ22639	-1.5205
HAND1	-1.4295
GSX1	0.108
FGA	-0.9726875
SERPINB1	0.42875
ZNF642	0.875
IGFBP1	-7.3535
SLC1A1	4.79675
DHX57	-0.19075
ZNF766	1.1385
PTPN21	-0.2991
GDPD3	-2.87316666666667
PNPLA5	-0.336
TBR1	-0.235833333333333
FAM116A	0.53
IQGAP1	0.84075
FOS	0.500625
ZNF226	0.442125
FIGNL1	-0.928666666666667
C14orf1	0.289
ZMYND17	0.5595
PUS7	-0.989666666666667
TUBB6	-1.3005
KCNQ2	-1.725
MARCH6	0.43275
CCDC33	-0.3175
PRODH	-0.27075
RBM11	2.06
EPHA6	-0.128857142857143
SLC43A1	-1.57175
LOC196541	0.12175
NTN1	-0.0249166666666667
ING4	0.77175
PCDHB10	-0.2895
DPH2	-0.901166666666667
SPACA4	-0.14775
FBXL21	-3.9725
DIAPH1	-0.913
ZNF71	0.313333333333333
CEP76	0.1725
CORO1A	-0.80325
RRM2	-1.671125
EDG4	0.259
OS9	0.3265
SLC4A1AP	0.24875
COG5	0.00200000000000001
COPS8	0.04125
NGLY1	-0.55675
NCBP2	-0.4765
C17orf42	0.313
GPSM3	0.125125
SIL1	0.864333333333333
ASB6	-0.23925
SMAD5OS	-0.229666666666667
UNC93A	-2.964125
A1BG	0.265333333333333
C21orf62	0.2755
FMO5	1.76808333333333
ATRIP	0.387166666666667
CEBPG	-0.572666666666667
C7orf38	0.744666666666667
TNFRSF1B	0.3435
CLEC1A	1.2715
IQSEC1	-0.602875
PATZ1	1.5453
RBM22	0.987125
BAG2	-2.652
PAQR5	-1.3905
C9orf127	0.6371
THNSL1	0.64275
SHROOM3	2.0735
JAM2	0.6455
SNRPN	-0.301
ALX4	-0.3275
CACNA1S	0.198
FAM130A1	2.06
CORIN	2.9095
CD300LB	0.5245
PLEKHG6	0.722
LRRC40	-0.78575
PCLKC	-1.747
PCDHB16	-0.0641666666666667
WNT2B	-0.0318333333333333
ASNS	-2.98311111111111
MRPL49	0.6315
FLJ46111	-0.8315
ISG20	0.48925
SMU1	0.2445
CASZ1	0.7565
POLR1D	-0.126166666666667
GIN1	0.17875
SNAG1	0.628333333333333
ANKRD29	-1.1315
CDKN2AIP	0.22575
KRR1	0.36525
CXCL1	-4.001
EPM2A	0.1545
PC	0.124166666666667
DEFB127	-0.887
PDZRN4	1.03016666666667
FAH	0.5855
OR51E1	2.2545
CDC2L6	0.126333333333333
DNTTIP1	-0.017
PAX8	0.78625
TMEM116	0.64925
C1orf150	-0.227
PRO2012	-0.049
MRPL40	0.143166666666667
BEX1	1.8728
SLC2A4	-0.8645
PKMYT1	-1.45125
FEZF2	-0.347
SLC26A9	-1.415
MAP2	0.6635
LYL1	-1.2615
SLC25A19	-0.887666666666667
NOS3	-0.168
ZNF34	0.452833333333333
TMPRSS11F	0.19125
FAM43A	-0.26525
FCRL4	-0.0596666666666667
KLF14	0.32275
FLRT2	-0.724166666666667
WRN	-1.179
SDF2	1.2914
KRT8P12	-0.94775
C6orf195	-0.64
C9orf125	-1.61683333333333
DZIP3	0.7335
RIT1	0.370083333333333
SCML1	-2.947
RHBDF2	-0.642125
OR2G3	1.2965
REXO1L1	-0.165
MAP3K7IP3	-0.259875
C3orf57	-4.88275
FBXW11	-0.737166666666667
ETAA1	-0.07175
C14orf131	0.3909
AKT1S1	-0.004
SLC12A5	-0.782625
C9orf164	0.9225
NRIP3	0.87425
NOS1AP	-0.4545
TMEM121	1.6845
SAP30BP	0.1568
DGCR6	0.7575
WDR76	-0.94175
FAM82B	-0.22325
LOC606495	0.3005
MAP9	0.858916666666667
BCDIN3D	0.8525
CXorf36	3.05433333333333
DSCR3	-0.1056
ZFAND3	0.29825
C7orf43	-0.285833333333333
SPSB3	0.5436
C19orf19	0.0625
FAM133A	-2.043
C12orf25	0.21225
SLC39A3	-0.243125
DISP2	1.528
PI4KAP2	-1.59
MKRN3	-2.68383333333333
ADAMTS13	-0.40175
CBLN3	0.5117
TTYH1	-2.11283333333333
C3orf18	-0.4805
FLJ13236	-0.0515
ZMYND12	3.6015
C18orf25	0.41775
GLB1L3	-1.1995
ATP13A5	0.00899999999999995
RANBP10	-0.4265
CD96	-1.2255
DENND1C	-0.234
RBMS3	0.4253
SLC41A3	0.155166666666667
DGCR6L	0.66225
TMEM128	1.047
CSNK1G3	0.129785714285714
MOBKL2C	0.850625
TSPAN6	-1.86375
MATN2	-1.896
MSL2L1	-0.236666666666667
ST6GALNAC2	-0.403833333333333
FGFBP2	-0.05475
FGL1	-6.84916666666667
MPP3	-0.0213333333333333
ARHGEF6	1.22516666666667
TGFBR2	0.2325
ACMSD	5.2655
IL33	2.466
C9orf5	-0.00541666666666667
DEAF1	-0.1963
AMN	-0.5395
DEFA6	-0.122125
RNF212	0.30975
METT5D1	0.864833333333333
CIB1	1.0659
TSSK1B	0.43025
KIAA1727	2.7145
ZNF680	1.68141666666667
LOC399900	-0.901
LOC152217	-0.425416666666667
CTNNAL1	-3.579
CIT	-2.25783333333333
TLE6	1.404
ZNF607	-0.836
HERC4	-0.7215
DRAP1	-0.145
PEMT	0.28825
C10orf111	0.2105
ZNF575	0.400125
KCTD7	-0.336
MYO1F	0.736125
LOC285382	0.53825
RAB11A	1.0703
PLCD3	-0.55525
C15orf28	-0.11525
PTBP2	-0.453625
CTB-1048E9.5	0.12375
C19orf60	-0.574833333333333
C7orf25	0.342
SETD7	1.095625
HOXB9	-4.976
VANGL1	-0.4593125
CHAF1B	-1.65775
NDUFA3	0.757
KIAA1328	0.400833333333333
SHARPIN	0.01375
TTC23	-0.61525
UGP2	-0.00233333333333333
ANKIB1	0.734
CIRBP	1.91385714285714
SEC14L4	-2.732
OVCH1	-0.0348333333333333
VPS52	0.867
FAT	-1.366125
M6PRBP1	-0.07025
GPRIN3	1.36
PPM1F	-1.43966666666667
TSR1	-1.32075
CCDC85A	3.54275
PCSK5	1.47125
ZFHX3	-0.205
HEMK1	0.005
PGBD2	0.621
RSRC2	-0.0933333333333333
AURKC	-1.4915
SCRIB	0.248875
ORM2	-4.04216666666667
FAM115A	-0.2045
FZD6	-0.10975
UNC119	0.285333333333333
GPX3	0.2978
NOV	-0.929375
CABC1	0.081
CDC42SE2	-0.1104375
EIF2S2	-0.9458
RNF130	0.532
CKAP5	-0.536333333333333
RP11-413M3.2	-0.239875
C10orf18	0.9056
TMEM93	0.095
DYX1C1	2.1535
KCNMB2	-1.4755
ANK3	-0.821333333333333
KRT5	-2.6818
CDH12	-1.24625
QRSL1	0.51575
JUB	-1.66275
SHC4	-2.526
CCL15	0.826
CCDC22	-0.4325
SNX24	0.6075
RARS	-0.59075
MORC2	0.084375
FAM48A	0.37025
MT1H	-1.623
PPP1R14C	-3.32033333333333
FOXD1	-2.972
C1orf213	-1.6185
AMT	-1.6628
DSN1	-1.434
PTPLAD2	5.07175
DIS3L	-0.000750000000000001
RASL11A	1.2415
GPRC5B	-0.53875
FRMD7	0.164
STRN4	0.381
KITLG	2.49177272727273
HDGF	0.009
OR1S1	-0.215
SETX	0.0668
DDR2	0.877875
KCTD12	1.76675
LYZL2	-0.9505
WDR52	0.997
TMEM2	-0.15875
ZNF579	0.184
LOC200810	0.29725
TNFSF9	-2.165
PPFIA4	-2.13375
CNIH3	0.0238333333333333
MAP4K4	-1.44278571428571
ROD1	0.357642857142857
ALS2CR12	-0.0776666666666667
DOCK3	-1.23966666666667
PAQR9	-4.3185
ASB17	0.2264
STX16	-0.758
FEZ2	0.398666666666667
DLAT	-1.17066666666667
KIF21B	-1.67666666666667
CDC5L	-0.00725
TMEM119	1.91716666666667
CRIP3	-1.732
TPSD1	0.488666666666667
TEPP	-0.47775
GNGT2	1.3505
C21orf121	0.31625
WNK1	0.1835
FLJ10490	-0.1182
OR51B5	-2.4275
LOC203547	-0.7345
HAS1	-0.0355
PPA1	-0.674666666666667
ST7	0.862875
C11orf46	0.7909
POPDC3	-3.4155
ACOX2	4.1585
ATCAY	-0.788833333333333
TM4SF19	1.2135
MFSD9	-0.872166666666667
PDHB	0.94725
ERN1	0.32875
LCE3C	-0.0865
GPR111	0.6055
NOTCH3	1.2135
ADAMTS5	1.67475
B3GALT1	-0.64225
UGCGL1	-0.637166666666667
FAM58A	-0.467
FBXO32	1.82775
CLPP	-0.02475
NXPH1	-0.81825
MTMR3	0.927666666666667
ATP1B3	-1.814125
TMEM16A	3.657
HIST1H3F	0.268
TRIM25	-0.119
SDCBP2	0.2615
CRKL	-0.107125
HOXB2	2.70716666666667
ANP32B	-1.086
GATM	4.353
AP4E1	0.034375
EDG5	0.281
CDKN3	-2.44883333333333
CDH4	-2.617
PGD	-0.426833333333333
RND1	1.1525
GAD1	-3.1536
MPG	-0.016875
LOC440350	-0.2015
ZNF133	-0.4965
SERPINB12	0.4135
AMELY	0.3212
DHX36	-0.21125
TNFAIP8L2	2.88666666666667
PHTF2	0.216944444444444
CCDC112	-0.637333333333333
IQCC	0.05275
HEYL	2.637
FTSJ2	-0.768
APPL1	0.496
RAB43	-0.159285714285714
OR10G2	-0.0145
WAC	0.386
ADCY9	0.250875
RUNDC2B	0.232666666666667
PYCRL	-0.0472
AGPAT7	-1.252
SLC22A9	-1.05283333333333
CDKAL1	0.1485
PDYN	-0.345666666666667
C20orf74	0.065
MTMR11	0.80025
VAV3	3.32516666666667
DAPL1	0.2455
STXBP3	0.60125
EIF3G	0.02575
ARHGAP22	-1.6535
NPFFR1	-0.3615
NPC1	-0.0568333333333333
ALDH9A1	1.723
ZNF600	0.38025
ZNF678	1.12333333333333
RASSF1	0.1
ADD2	-2.61925
PITPNB	-0.026125
PKD2L2	0.0318571428571429
LRP11	-0.11925
CDKL1	-0.42525
SMEK2	0.63325
PRODH2	-3.80216666666667
C11orf54	-0.122166666666667
SFRS11	-0.042
IL7	-0.00316666666666667
ALS2CR16	0.9265
BTG3	-2.579
PAK2	-0.0960555555555556
RP11-679B17.1	0.00775
GATA4	-1.9805
ATP2B1	-0.27225
LOC130940	1.3795
C1orf172	2.52866666666667
ATF7IP2	-0.86875
SLC25A43	0.3725
CENTG3	-0.403
IGF2BP1	-4.2436
FCHSD1	-0.0145
CAMK2N2	0.180666666666667
ELAVL3	0.048
NBPF15	-0.493666666666667
UBE2J2	0.024
GNL2	-0.8895
PRR3	-0.4477
NLF2	-0.09425
OR4F6	-0.3735
KLHL24	0.908166666666667
CCDC88A	-1.6005
SGPP1	-1.61383333333333
C10orf11	-0.496
SLC35B4	-1.30383333333333
UGT3A2	-1.157
ARNT2	2.5775
CBR1	-1.86875
ITPR3	-0.431333333333333
TRAPPC6B	-0.2304
AMZ1	1.4015
ARP11	0.65875
WDSUB1	0.94575
APBA1	0.0203333333333333
RAB2A	0.5586
C6orf162	-0.124625
HPSE2	0.52175
PLCE1	-1.585
INSL3	-0.0585
DLG1	0.2614
PTPLA	-3.692
PIGX	0.45575
TFIP11	0.433833333333333
FIBIN	2.3775
POLR2G	0.01675
GRAP2	-1.5666
DNAJB8	-0.10375
CNBP	-0.183333333333333
WASF1	-2.01275
INPP5E	-1.1033
HSPB1	1.1264375
TMEM167	-0.3266
CUBN	0.30125
IGF1	2.580125
ITPK1	0.5764
NAALAD2	-0.873625
G3BP1	-0.5334
NT5DC1	1.364625
CYP39A1	0.2515
TMEM139	-1.26908333333333
POLK	0.6578
GLULD1	-0.5085
RBM15	-0.8565
AMZ2	1.02375
GDF15	-1.948
MESDC2	-0.0085
INCA	0.741666666666667
ACY1L2	-3.5695
GZMM	-1.48766666666667
PAIP1	0.1525
CACNA2D1	1.01625
STK32C	-0.824833333333333
SH3BP4	0.261833333333333
DEC1	-0.084
PADI1	0.375
UBB	0.2106
PON3	-3.32566666666667
PROP1	0.032
ANKRD13B	-0.0445
ADCK1	0.12825
TCF25	-0.550083333333333
SLC38A5	-3.2275
CXorf26	-0.4065
C19orf39	0.2915
PPP1R13B	-0.3605
ARL2	-0.8745
TCL6	0.04225
TOP3A	-0.133
SLC16A14	-0.256
FXYD6	0.771166666666667
HIST1H4E	-1.23525
BBC3	0.332578947368421
UNC5A	-0.152833333333333
FAM86C	0.2841
PI4KB	0.759875
B3GAT1	-4.27525
SUSD2	1.12066666666667
OAZ2	0.0995
NOC4L	-0.456
C10orf12	-0.202
FADS1	-3.0395
LOC144097	-0.7085
DKK2	1.97616666666667
KIAA1949	0.42375
RHOT1	1.0522
OXT	0.828333333333333
GPR153	-0.0975
ARL4A	-2.33983333333333
SAAL1	-2.5975
CCDC64	-0.6885
USE1	-0.1255
HNMT	0.3885
PCGF3	0.539875
CYP2C19	0.504
C20orf4	0.439
CCDC11	2.34725
ACSBG2	-0.26
RWDD2A	0.233
PALLD	2.116125
CPLX4	0.902
LOC492311	1.24775
KPNA2	-1.37316666666667
MACROD1	-0.1178
TMCO3	-0.179333333333333
C15orf52	-1.08083333333333
