Hybridization REF	TCGA-A7-A0CH-01A-21R-A00Z-07
TIGD6	1.2545
RGS16	1.692875
URB1	-0.2385
OR4C46	0.0585
TOP3B	-0.6385
NFATC4	1.0165
CA14	-2.35775
BMPR1A	0.00333333333333334
SNRP70	-0.23025
PRL	-0.0824166666666667
C6orf130	-0.17125
STAG2	-0.08
CD55	-1.03078571428571
RPS23	0.454833333333333
SSX2	-1.16216666666667
FDPSL2A	-0.01375
FBXO27	0.49925
SYNGR3	-0.987833333333333
TMSL3	1.6905
EML1	-1.775
NUP93	-1.22425
SMAD3	-1.0645
KIAA1189	0.975333333333333
HNRPUL2	0.261333333333333
TBC1D12	0.519333333333333
C16orf24	1.1895
MRVI1	2.11083333333333
ZNF581	-0.3975
ELOVL3	-0.3755
OR51Q1	0.17475
CACNB3	0.931166666666667
GALNT13	-0.745125
C10orf84	0.652375
NEDD4	-0.0374
SPO11	0.692
OR5AU1	0.5365
NEK4	0.420642857142857
PRKAR2A	-0.390166666666667
IHPK1	-0.660333333333333
ATP6V0B	0.3095
CACNA1E	1.0515
CEACAM8	1.051
PEX14	-0.066
FLJ12993	-1.9765
ZBTB38	-0.12525
PCTK2	0.231
LRRC16	0.6323
FBLIM1	1.34291666666667
FYCO1	1.44025
RP5-1022P6.2	-0.58975
CMTM1	-0.239166666666667
PLTP	0.0035
RAPH1	1.2295
DOCK8	0.756125
EZH2	-1.69606666666667
SLC25A1	-0.6755
PLEKHB1	0.00979999999999999
GRB7	1.1064
ZFP37	-0.41275
MRPL33	-0.3785
PELO	-0.707
ARMC1	-0.681181818181818
C9orf27	0.02225
FLJ25778	0.049
C9orf37	-0.471833333333333
TMEM66	0.65625
SPRN	0.63125
HBEGF	0.20125
PI4KA	-0.413
LEPRE1	-0.2705
POU2AF1	-4.187625
MRPL12	-0.6685
REP15	-0.582
ZC3H3	0.43975
RASAL1	-0.3935
DDAH1	1.55675
ACBD5	0.360375
TMC2	-0.1005
CCDC137	-0.6705
SAMD13	-1.3395
UGT2B15	-2.65
TIPARP	-0.28975
DNASE1L3	0.8905
TRIM72	1.366
DBX2	0.31125
IPO8	-0.31025
C21orf88	0.073
MAP3K14	0.8355
LOC51233	0.126
GGTLA4	1.37175
PDE6D	-0.33975
ZNF117	-0.812
CLK2	0.320375
NKRF	-0.9995
TNFSF15	-0.2505
DUSP2	-0.694625
SECISBP2	0.2428
GABRR2	0.205
PPAP2C	2.542
LOC51145	0.221166666666667
PAG1	-0.274375
PIK3C3	0.397
GNG10	-0.4075
APOL4	0.5076
ANKRD28	-0.15175
STMN3	-1.5542
RAB14	0.8563
CDK2AP2	0.117
HDDC3	-0.157375
COMMD7	0.454375
CXXC1	0.09825
HMCN1	0.132166666666667
CD40	0.103
DYNC1LI2	-0.362875
GDI1	0.30725
LOC646938	-0.262
VSNL1	-1.677
PIH1D1	0.079
RAET1G	-0.9805
KRTAP5-9	-0.2425
EFTUD2	-0.623
ZNF311	0.695333333333333
ATP6V1G3	-0.397
OR2W3	0.1885
SCN4A	0.04575
MED10	-1.571125
FAM135A	-1.5835
ARHGAP4	-1.24575
EHMT2	-0.4715
UFD1L	-0.54575
ERMP1	0.34675
MAG1	-2.61916666666667
THAP8	0.645333333333333
HACE1	-0.4655
FAM82C	0.363
C3orf20	0.0375
UNC84A	-0.613833333333333
SCD5	-0.5265
LASS6	2.371875
LSG1	0.0535
MAL	-5.2235
GPR22	-0.4605
WDR5B	1.514
ACTRT1	-0.257
C17orf60	0.046
GRIN2C	-0.1967
ARMC8	-0.716583333333333
SLC47A1	-2.98533333333333
DMPK	0.61225
DHRS13	-0.0315
SMC1A	-0.649166666666667
KRTAP17-1	1.3275
SMYD5	-0.4055
TUSC2	0.604125
CRHR2	0.309
KIR3DL2	-0.092
CCDC104	0.49275
ATP2C1	0.92325
CROT	1.04775
PABPC3	-0.736333333333333
EGR1	1.0175
THSD1	0.182
KHK	-1.481
SLC12A2	1.5395
CD58	-1.27075
STOX2	-1.07666666666667
CCDC76	-0.7885
CCDC48	4.8745
DNAH1	0.141
ZIC4	0.095375
OR1G1	0.1635
PSMC6	-0.165166666666667
PROKR1	-0.011
ABCB1	-1.45975
TRAT1	-2.084
LLGL1	0.3285
MTF1	1.23725
USP54	0.63475
PAGE2B	-3.4255
ITGB7	-3.43275
CCDC81	-0.4955
LOC149837	-0.12025
SCUBE1	1.5805
ZSCAN10	0.9635
HUWE1	0.094
CDH17	-0.535
CD180	0.21625
IL17A	0.20125
TMPO	-1.698875
KIAA1524	-1.80766666666667
HDGFRP3	0.0743333333333333
OXCT1	-0.422272727272727
RRAS2	-1.1595
LTBP2	2.3495
SV2B	0.412
CYP2A6	3.77525
PKD1L2	-1.48933333333333
PPM1M	1.1095
FLJ22662	0.265
ZNF502	0.22225
GP6	-0.5615
CRYBA2	-1.37025
LEF1	-0.2502
CTPS	-2.29871428571429
EYA1	-3.44066666666667
EPS8L1	2.19675
MAPK14	-0.743833333333333
SERPINB2	-3.182625
GTF2F2	-0.259
ZNHIT4	-0.218
PLA1A	-0.836875
C20orf114	4.753
HPR	-4.052
C18orf2	-3.26983333333333
SATB2	-2.45775
KCNJ9	0.048125
MGC157906	0.4465
MOCS3	-0.07875
C17orf71	-0.294166666666667
PPHLN1	0.0323
HIST1H2BN	-0.68275
RAPGEF1	-0.28325
MAP3K8	-0.1905
DLG4	0.313666666666667
STC1	0.339833333333333
CDGAP	1.18075
DDX26B	-1.92425
LOC150223	-1.677
CPSF3	-0.857833333333333
TMEM14A	0.2715
MYH3	-1.17925
GPKOW	0.3125
SULT1A1	-0.190833333333333
SPON1	4.104
YY1AP1	0.753
RAB23	-0.159
PLA2G4A	-4.7335
MAPRE3	0.589
ZNF516	0.834785714285714
GGPS1	1.76225
EXOC3L2	-0.239375
C19orf42	0.8993
MAP2K2	0.0575
HIST1H2BB	-0.127
RNF19B	1.02216666666667
C6orf128	0.0323333333333332
TLR8	1.56175
PCDHA9	0.4345
CARS2	0.681
CLUL1	4.00966666666667
RHAG	-3.9775
UNK	-0.098
EXOC8	1.309
C9orf95	1.14625
C14orf143	0.488
MAML3	-0.088625
LDHA	-1.458
MRPL20	0.440875
KLHDC6	0.232333333333333
ATP5S	0.00166666666666667
C8orf55	0.177
PHF19	-2.461875
KRTAP13-4	0.366
TTC5	0.02175
XKR5	-0.27925
SILV	-4.49333333333333
TEX28	-0.06
TCTN1	1.6395
CX40.1	0.3485
PPP2R5C	-0.433375
C12orf30	-1.15666666666667
CAPG	2.24575
MPZL1	1.14
ARSB	-1.39983333333333
TDH	-1.0995
WASF4	0.823
TSSK3	-0.936333333333333
7A5	0.4875
CRISPLD1	1.051625
MAD1L1	-0.4155
SPIN4	-0.284833333333333
AMPD1	-1.67975
DPYSL5	-0.4785
INPP1	-0.245
ANKRD11	-1.43577777777778
NPAS4	-0.14775
GCET2	-0.4148
RNASE9	-0.7345
GUCY2D	0.408333333333333
CCDC98	-0.36575
FGF4	-0.388125
CPM	-1.47966666666667
SLC26A4	-1.384
PLD5	0.17975
FAM59A	0.1387
FBXO5	-2.32766666666667
SIPA1L1	0.193125
DPYS	0.29275
ATG4D	0.08025
TGM3	0.3865
MTCH1	-0.2875
HK1	0.2475
CDC26	0.01925
GALNT12	-3.59166666666667
LOC339229	0.06
MRPL35	-0.36925
ORC4L	0.069875
TNKS	0.0445714285714286
C2orf24	0.445333333333333
ZNF553	0.848166666666667
GGTLA1	2.5595
ZNF497	0.43525
CDY1B	0.66175
SLC30A4	0.130142857142857
TUB	-1.163375
ARHGEF18	0.3905
ARRB1	0.37775
KCNK1	-1.801875
EREG	-2.463
SCAMP5	-0.69375
RUNDC3B	1.11325
ADAMTS20	0.027
IL17RB	0.381375
FLJ20323	-0.251
MCAM	0.00425
POLR3E	-1.18908333333333
AQR	0.521
IPMK	-0.0375
CDCA7	-4.508125
CAMP	-0.0475
GRHL3	0.328
ADAMTSL2	1.01883333333333
CLMN	2.08166666666667
SSTR3	0.383
MAGEA5	-2.181
OVOL2	4.53575
JMJD1B	0.2405
RBL2	0.0931
PYGO2	1.6965
PPP1R10	0.896166666666666
CSE1L	-1.2225
LCA5	1.85675
RDH16	-0.496
ASRGL1	-0.268125
TOM1	0.629166666666667
PTX3	-5.57025
TTC15	0.691
SCGB3A1	3.68033333333333
MRPL50	-1.02825
RCAN3	1.254875
SLC26A11	0.8355
STYX	-0.076
CINP	-0.08025
MARCH7	-0.07625
PFKM	-1.5465
SGMS1	1.0375
RIOK3	-0.4314
C1orf110	-0.3685
CES7	0.297125
LOC440248	-2.062
PPP1R12C	0.0115
C10orf27	0.5775
ATG9A	-0.35425
MRPS26	0.70875
TMEM40	-0.01675
ELP3	0.2615
ZNF787	0.6591
HIAT1	-0.196125
C8orf34	0.0993333333333333
MGC4655	0.1777
PELI1	0.49
PPT1	0.5139
SLC35C2	0.094
C6orf125	0.105
MUC4	-0.523666666666667
RFC4	-2.33428571428571
GNB2	0.708333333333333
NUP50	0.0945
SULT4A1	-1.26383333333333
C7	1.75325
CCDC130	0.438833333333333
ARRDC4	-0.17375
RQCD1	-0.91325
GLYCTK	-0.8995
AYTL2	-1.33845454545455
MTUS1	1.5469
LEMD3	-0.0633333333333333
PLEKHF2	1.6875
HOXA7	3.317625
GTF3C2	-1.4755
DYNLRB2	3.982
CNOT10	-0.271
MR1	1.2085
FFAR1	-0.3755
PRIC285	0.16875
SLITRK6	6.68225
LIX1	-1.8332
UBE1L2	-0.902333333333333
F8	0.89075
ACHE	0.452333333333333
KPNA5	-1.02775
TNFRSF12A	-0.711166666666667
EGR3	-0.3945
SERPIND1	-3.24116666666667
OASL	1.62425
IFRD1	-2.264
WDFY1	-0.256333333333333
ZNF267	-0.091375
ACCN5	0.8005
ZBTB6	0.11225
PPP1R3A	0.518
PRRT3	2.2295
FBXL19	-0.446
TXNIP	1.29971428571429
ACTN2	-1.9725
ATG9B	-0.647875
C9orf117	1.444625
IL27	0.032
RPL36AL	-0.280666666666667
KLK15	0.32775
CHAD	2.371
RAP2B	-0.8201
HEBP2	1.32775
ZNF342	1.025
CAMK2G	-0.284666666666667
TLR3	2.02125
FGF14	0.3625
HMGB2	-1.561375
TRPM5	-0.112166666666667
OR5M11	0.082
KIF3B	0.75921052631579
PRICKLE2	1.2255
MTMR9	0.307875
C3orf27	0.28325
GLRA3	-1.85633333333333
NSDHL	-0.217
TMEM32	-0.43075
POLR2D	-1.302
MYADML	0.3855
C9orf114	0.13875
MRGPRX1	0.588
TOPORS	0.7055
CLDN19	-0.2595
C1QL4	-0.109
RNF165	-0.282
DHRS9	-0.40625
DNAH2	0.208
FXR1	-0.751
ZMYM3	-0.237625
CASP3	-0.183666666666667
FAM120C	-0.401
SCLY	-0.93425
CA7	0.4035
ENTPD5	1.91316666666667
ZNF461	-0.151
PDIA5	-0.2965
C1orf19	-0.0718333333333333
TMEM67	0.351
KCTD20	-0.63725
WDR47	1.0475
FLJ38723	-0.254
KLRF1	-0.696
TAS2R16	0.385
CLDN12	0.481
PRKCE	-0.0395
UBXD4	-1.2175
ITGAM	3.849
GLT8D3	-0.41075
WDR31	1.4344
RGS2	0.23675
OR51L1	0.2705
MST1R	0.83875
KIAA1737	1.92225
OR4A5	0.2065
GLIS1	-0.256333333333333
PTMA	0.146928571428571
NAPA	1.54275
PRDM11	-0.06125
LIPF	-0.5125
DIRAS3	3.93775
ASGR2	-3.90225
C1QTNF4	0.85975
PIK3R4	0.549
ARMC3	5.4305
NDUFV3	-0.40075
BTBD3	-1.032
PPP1R2	0.949916666666667
UBE2NL	-0.5195
FOSL2	1.35078571428571
FAM119A	-1.7605
TUBA4A	-0.4375
KRTAP12-1	0.09575
SFRS2	-1.03525
RHPN1	0.2153
EEF2	-0.1775
ZDHHC11	0.2455
EPHA3	-0.8628
RBM12	-0.3885
H2AFJ	1.69675
EDIL3	3.226
KIF26A	-1.84725
SERGEF	0.9495
B3GALT4	2.7965
LOC90925	-0.273
OSCAR	0.153875
NPFF	-0.199125
DEDD	0.716375
TMEM155	-0.669375
PTPN1	-0.56675
SCYL2	-0.075
SKAP1	-0.1725
LEAP2	-2.02283333333333
GADD45G	2.9664
IFITM3	1.096
PILRB	-0.528
SLU7	0.240875
DSC3	1.204
DNMT3L	-1.425
PAPD5	-0.9185
B3GNT3	-1.75783333333333
LHCGR	-0.4785
MSL-1	-0.31775
UBE2S	-1.97325
SAP130	-0.28
ANAPC11	0.5135
MAGED4B	-1.663
ATP6V1B2	0.158
C14orf179	1.37375
CAPZA1	0.1275
CDYL2	-0.101
GLRX3	-1.1865
LOC136288	-0.41925
MOBKL1A	-0.57675
HTR2B	0.89875
CRYGD	0.0263333333333333
NUS1	-1.31566666666667
PGRMC1	-0.11
MYOM2	-2.2745
FLJ39653	-1.70766666666667
CHM	-0.2123
OR5M8	0.2585
ZNF619	0.5325
FAM105A	0.746
CCNL1	-1.0595
NAP1L3	0.432
C10orf57	2.43283333333333
B3GALNT1	0.5275
CSN1S2A	0.131
TCP10L	0.8045
GDAP2	0.03175
DMKN	0.0138333333333333
COX6B1	0.40225
DNASE2	1.02433333333333
MSH5	-1.9555
LGMN	-0.319875
USP31	-0.343
OR13C8	0.265
SDCBP	-0.1965
NUDT11	-1.8515
PYGL	-0.984666666666667
SNPH	0.839166666666667
B3GNT4	-0.247
MIZF	-0.8073
NUBPL	-0.431875
NOD1	0.286833333333333
CDH22	1.802125
NUBP1	0.6795
DSCAM	-3.75275
DGKI	-0.0655
FAM136A	-1.072
AKAP1	-0.104666666666667
SLC16A6	-0.41625
RIN3	0.4805
PSG2	-0.1645
DIP2B	0.223833333333333
PSORS1C1	0.4662
KIAA0495	0.1225
FLJ90709	-0.204
LPA	-0.1925
PIGA	-0.757833333333333
LY75	3.71066666666667
UTS2	-6.206
RREB1	0.430125
GALNACT-2	0.0403
MGC3196	-0.65425
FLJ31568	-0.14175
LPHN1	0.214375
SP1	0.982
TOX4	0.641666666666667
HSPA9	-0.0495
APOBEC1	-0.2535
SLC35E4	-1.0075
LSM5	-1.03625
SURF1	0.62075
ZBTB1	-0.364916666666667
GTF2F1	0.22225
RPS15A	-0.130071428571429
DUSP21	-0.299666666666667
GINS4	-3.39416666666667
MYO15A	1.08033333333333
GIMAP7	3.023
MGC13379	0.72
ATP6V1E2	-0.310833333333333
UTP3	-0.075
HNRPA3	-0.562625
MT4	0.269
C14orf155	0.25
U1SNRNPBP	0.65125
CKLF	-1.18116666666667
PLEKHN1	0.3975
MBNL1	-0.509166666666667
NUP160	-1.67025
ACSM2A	-1.3035
LOC129881	0.845
KIAA1529	-0.221
FLJ22639	-0.8825
HAND1	-0.941
GSX1	0.408
FGA	-3.655625
SERPINB1	-0.21
ZNF642	0.93725
IGFBP1	-7.728
SLC1A1	3.8255
DHX57	-0.207875
ZNF766	-0.085
PTPN21	0.2301
GDPD3	-1.5815
PNPLA5	-0.101
TBR1	0.375833333333333
FAM116A	0.18725
IQGAP1	1.12575
FOS	1.356625
ZNF226	0.19325
FIGNL1	-0.814833333333333
C14orf1	0.237666666666667
ZMYND17	-0.031
PUS7	-1.08033333333333
TUBB6	-1.001125
KCNQ2	-1.43175
MARCH6	-0.39425
CCDC33	0.169
PRODH	1.032
RBM11	2.68725
EPHA6	0.36825
SLC43A1	0.0685
LOC196541	-0.025875
NTN1	1.33233333333333
ING4	0.6285
PCDHB10	0.45375
DPH2	-0.847333333333333
SPACA4	-0.00749999999999999
FBXL21	-4.0815
DIAPH1	-0.630666666666667
ZNF71	0.834333333333333
CEP76	-0.625
CORO1A	-0.7715
RRM2	-3.006125
EDG4	1.29825
OS9	0.607166666666667
SLC4A1AP	-0.12075
COG5	-0.6925
COPS8	-0.51425
NGLY1	-0.56725
NCBP2	-0.434125
C17orf42	-0.396333333333333
GPSM3	0.391625
SIL1	1.34066666666667
ASB6	-0.21275
SMAD5OS	-0.438
UNC93A	-2.95825
A1BG	-0.0808333333333334
C21orf62	-0.00900000000000002
FMO5	2.55583333333333
ATRIP	0.6945
CEBPG	-0.294
C7orf38	0.274
TNFRSF1B	0.253833333333333
CLEC1A	1.0055
IQSEC1	0.122125
PATZ1	1.7753
RBM22	0.591375
BAG2	-2.08633333333333
PAQR5	-1.11066666666667
C9orf127	1.06
THNSL1	0.11875
SHROOM3	3.3402
JAM2	0.25275
SNRPN	-2.51025
ALX4	0.2725
CACNA1S	0.022
FAM130A1	1.26325
CORIN	2.777
CD300LB	0.5225
PLEKHG6	0.767
LRRC40	-0.58925
PCLKC	-0.706
PCDHB16	0.407833333333333
WNT2B	1.60016666666667
ASNS	-2.61044444444444
MRPL49	0.311625
FLJ46111	-0.6305
ISG20	-1.177625
SMU1	0.0955
CASZ1	0.5675
POLR1D	-0.53775
GIN1	0.0265
SNAG1	-0.201166666666667
ANKRD29	-1.9945
CDKN2AIP	0.05025
KRR1	-0.177
CXCL1	-3.829
EPM2A	-0.1704
PC	0.403833333333333
DEFB127	0.019
PDZRN4	1.7815
FAH	0.519125
OR51E1	0.8385
CDC2L6	-0.111666666666667
DNTTIP1	-0.54175
PAX8	0.1205
TMEM116	0.94
C1orf150	0.6875
PRO2012	0.093
MRPL40	-0.397
BEX1	-3.6829
SLC2A4	-1.308
PKMYT1	-1.403
FEZF2	-0.393833333333333
SLC26A9	-1.333
MAP2	0.166833333333333
LYL1	-1.103
SLC25A19	-0.989166666666667
NOS3	-0.2765
ZNF34	1.047
TMPRSS11F	-0.64475
FAM43A	-0.428
FCRL4	-0.428166666666667
KLF14	0.28575
FLRT2	-0.2215
WRN	-1.143
SDF2	0.6531
KRT8P12	-0.197
C6orf195	-0.0825
C9orf125	-1.96033333333333
DZIP3	0.06975
RIT1	0.3895
SCML1	-2.26016666666667
RHBDF2	-0.476875
OR2G3	0.9905
REXO1L1	-0.3305
MAP3K7IP3	0.324125
C3orf57	-5.1925
FBXW11	-0.872166666666667
ETAA1	0.15475
C14orf131	0.211
AKT1S1	0.16525
SLC12A5	-1.025125
C9orf164	1.2365
NRIP3	2.583375
NOS1AP	-0.369
TMEM121	1.69125
SAP30BP	0.0686
DGCR6	0.9415
WDR76	-1.73
FAM82B	-0.565333333333333
LOC606495	-0.046
MAP9	2.06583333333333
BCDIN3D	1.64825
CXorf36	2.67783333333333
DSCR3	-0.6119
ZFAND3	0.467375
C7orf43	0.5695
SPSB3	1.3921
C19orf19	0.24875
FAM133A	-1.402375
C12orf25	0.1695
SLC39A3	-0.0305
DISP2	2.92025
PI4KAP2	-1.588
MKRN3	-2.3295
ADAMTS13	-0.1985
CBLN3	0.38
TTYH1	-0.795166666666667
C3orf18	1.555
FLJ13236	-2.46375
ZMYND12	3.9
C18orf25	0.518875
GLB1L3	-0.4925
ATP13A5	1.4805
RANBP10	-0.22675
CD96	-1.9381
DENND1C	-1.121
RBMS3	0.5283
SLC41A3	0.367666666666667
DGCR6L	0.9245
TMEM128	0.776833333333333
CSNK1G3	0.0984285714285714
MOBKL2C	1.35
TSPAN6	-0.0255
MATN2	-2.0641
MSL2L1	0.681333333333333
ST6GALNAC2	0.649
FGFBP2	-1.12475
FGL1	-6.98083333333333
MPP3	-0.4325
ARHGEF6	0.639166666666667
TGFBR2	-0.214625
ACMSD	4.00425
IL33	1.3315
C9orf5	0.284
DEAF1	0.3205
AMN	0.2765
DEFA6	0.03875
RNF212	-1.77425
METT5D1	0.296833333333333
CIB1	1.2171
TSSK1B	0.3955
KIAA1727	1.6045
ZNF680	0.348
LOC399900	-1.1835
LOC152217	-0.159916666666667
CTNNAL1	-2.6435
CIT	-2.42683333333333
TLE6	1.9105
ZNF607	-0.71075
HERC4	-1.07866666666667
DRAP1	-0.4418
PEMT	-0.3705
C10orf111	-0.2315
ZNF575	1.1335
KCTD7	-0.44525
MYO1F	0.218625
LOC285382	-0.24325
RAB11A	0.7671
PLCD3	-0.73375
C15orf28	0.208
PTBP2	-0.57275
CTB-1048E9.5	0.02275
C19orf60	0.2875
C7orf25	0.138833333333333
SETD7	1.23125
HOXB9	-4.5985
VANGL1	0.3476875
CHAF1B	-1.7235
NDUFA3	0.27525
KIAA1328	0.431666666666667
SHARPIN	0.26625
TTC23	0.1075
UGP2	0.0305
ANKIB1	-0.1679
CIRBP	1.90728571428571
SEC14L4	-3.0645
OVCH1	-0.192
VPS52	0.3055
FAT	-1.0095
M6PRBP1	0.0185
GPRIN3	-0.736
PPM1F	-0.7615
TSR1	-0.71775
CCDC85A	2.18475
PCSK5	1.3945
ZFHX3	-0.1705
HEMK1	-0.1365
PGBD2	1.2005
RSRC2	0.115166666666667
AURKC	-1.63416666666667
SCRIB	-0.518125
ORM2	-3.82433333333333
FAM115A	0.2634
FZD6	-1.07525
UNC119	0.384166666666667
GPX3	-1.3648
NOV	1.014375
CABC1	0.010125
CDC42SE2	-0.644875
EIF2S2	-1.0471
RNF130	0.514625
CKAP5	-0.607833333333333
RP11-413M3.2	0.972625
C10orf18	-0.1542
TMEM93	-0.4325
DYX1C1	2.2855
KCNMB2	-1.177125
ANK3	1.71775
KRT5	0.3651
CDH12	-1.3415
QRSL1	-0.34725
JUB	-0.66625
SHC4	-1.2745
CCL15	1.40533333333333
CCDC22	0.53175
SNX24	-0.24725
RARS	-0.2725
MORC2	0.607375
FAM48A	0.05275
MT1H	-1.8535
PPP1R14C	-1.51816666666667
FOXD1	-2.53171428571429
C1orf213	-1.564
AMT	-1.7602
DSN1	-1.40725
PTPLAD2	3.39175
DIS3L	0.214
RASL11A	0.5535
GPRC5B	-0.297375
FRMD7	-0.435
STRN4	-0.01525
KITLG	1.12331818181818
HDGF	-0.0925
OR1S1	0.002
SETX	-0.2481
DDR2	-0.29625
KCTD12	1.42175
LYZL2	-1.275
WDR52	0.412
TMEM2	-0.6905
ZNF579	0.940666666666667
LOC200810	0.31925
TNFSF9	-1.957
PPFIA4	-3.4995
CNIH3	-0.152666666666667
MAP4K4	-1.48121428571429
ROD1	-0.304428571428571
ALS2CR12	-0.168333333333333
DOCK3	-2.08216666666667
PAQR9	-3.919
ASB17	0.3212
STX16	-1.496875
FEZ2	0.558333333333333
DLAT	-0.601
KIF21B	-1.49966666666667
CDC5L	-0.48325
TMEM119	1.47916666666667
CRIP3	-1.568
TPSD1	0.360166666666667
TEPP	0.3265
GNGT2	0.78575
C21orf121	0.63425
WNK1	0.1405
FLJ10490	1.1549
OR51B5	-2.2265
LOC203547	-1.253875
HAS1	0.2295
PPA1	-0.330666666666667
ST7	0.229
C11orf46	0.2622
POPDC3	-3.85316666666667
ACOX2	1.96733333333333
ATCAY	-0.2375
TM4SF19	-1.035
MFSD9	-0.618
PDHB	0.30575
ERN1	0.35
LCE3C	0.1315
GPR111	0.945
NOTCH3	1.57866666666667
ADAMTS5	1.966
B3GALT1	-1.49175
UGCGL1	-0.3745
FAM58A	0.0688333333333333
FBXO32	1.82725
CLPP	-0.33225
NXPH1	0.58725
MTMR3	1.17083333333333
ATP1B3	-1.9305
TMEM16A	3.7475
HIST1H3F	0.274
TRIM25	-0.328833333333333
SDCBP2	0.2445
CRKL	-0.903
HOXB2	1.6775
ANP32B	-0.86725
GATM	4.1995
AP4E1	-0.419
EDG5	0.162375
CDKN3	-2.58183333333333
CDH4	-2.13225
PGD	-0.1105
RND1	0.535
GAD1	-2.0645
MPG	0.758125
LOC440350	-0.6165
ZNF133	-0.04675
SERPINB12	0.359
AMELY	0.0045
DHX36	-1.33425
TNFAIP8L2	2.62766666666667
PHTF2	-0.871333333333333
CCDC112	-0.482166666666667
IQCC	0.25975
HEYL	3.16633333333333
FTSJ2	-0.547833333333333
APPL1	0.630125
RAB43	0.486928571428571
OR10G2	-0.209
WAC	0.403666666666667
ADCY9	-0.52575
RUNDC2B	0.677666666666667
PYCRL	0.2836
AGPAT7	-1.0065
SLC22A9	-0.662833333333333
CDKAL1	-0.041
PDYN	-0.51
C20orf74	-0.998
MTMR11	1.50125
VAV3	5.22525
DAPL1	3.0175
STXBP3	0.501
EIF3G	-0.26675
ARHGAP22	-1.064
NPFFR1	0.873
NPC1	-0.570166666666667
ALDH9A1	1.80133333333333
ZNF600	-0.0585
ZNF678	-0.185
RASSF1	0.664416666666667
ADD2	-3.271375
PITPNB	-0.155875
PKD2L2	-0.246
LRP11	-0.52825
CDKL1	-0.0425
SMEK2	0.0415
PRODH2	-3.21266666666667
C11orf54	0.0641666666666667
SFRS11	-0.3195
IL7	-0.0015
ALS2CR16	0.54675
BTG3	-2.07766666666667
PAK2	-0.277111111111111
RP11-679B17.1	-0.529
GATA4	-1.96566666666667
ATP2B1	-0.9535
LOC130940	1.299
C1orf172	3.04133333333333
ATF7IP2	-0.13575
SLC25A43	-1.06716666666667
CENTG3	0.31525
IGF2BP1	-4.0206
FCHSD1	0.181
CAMK2N2	1.286
ELAVL3	-0.0647
NBPF15	-0.0173333333333333
UBE2J2	0.2825
GNL2	-0.64525
PRR3	-0.1855
NLF2	1.03
OR4F6	-0.2915
KLHL24	0.677
CCDC88A	-2.3351
SGPP1	-0.529666666666667
C10orf11	-0.889833333333333
SLC35B4	-1.27916666666667
UGT3A2	-1.508
ARNT2	2.3432
CBR1	-0.401625
ITPR3	-0.643
TRAPPC6B	-0.605
AMZ1	-0.706
ARP11	0.91925
WDSUB1	0.02325
APBA1	0.115333333333333
RAB2A	0.6125
C6orf162	-0.271
HPSE2	0.37225
PLCE1	-0.1345
INSL3	-0.061
DLG1	0.294
PTPLA	-4.032
PIGX	0.10525
TFIP11	1.02066666666667
FIBIN	3.524
POLR2G	-0.0935
GRAP2	-1.9131
DNAJB8	-0.3655
CNBP	0.438833333333333
WASF1	-2.52225
INPP5E	-0.9828
HSPB1	-0.4660625
TMEM167	-0.5977
CUBN	-0.31025
IGF1	1.7463125
ITPK1	-0.00179999999999999
NAALAD2	-1.33375
G3BP1	0.0886
NT5DC1	0.41975
CYP39A1	-1.321
TMEM139	0.557
POLK	-0.4475
GLULD1	-1.986
RBM15	-0.688166666666667
AMZ2	0.06775
GDF15	-3.0475
MESDC2	0.014
INCA	-0.00200000000000003
ACY1L2	-2.322
GZMM	-1.06216666666667
PAIP1	0.23875
CACNA2D1	-0.639
STK32C	0.886833333333333
SH3BP4	1.28616666666667
DEC1	0.376
PADI1	0.106
UBB	0.3228
PON3	4.15016666666667
PROP1	0.564
ANKRD13B	-0.9285
ADCK1	0.52625
TCF25	-0.1075
SLC38A5	-1.74925
CXorf26	-0.028
C19orf39	0.81375
PPP1R13B	0.66475
ARL2	-0.4735
TCL6	0.1415
TOP3A	-0.4525
SLC16A14	0.676375
FXYD6	0.989333333333333
HIST1H4E	-0.27875
BBC3	0.984210526315789
UNC5A	0.4705
FAM86C	-0.0395
PI4KB	1.333625
B3GAT1	-3.46975
SUSD2	2.74266666666667
OAZ2	0.205666666666667
NOC4L	-0.00125
C10orf12	-0.16875
FADS1	-3.0295
LOC144097	-0.64775
DKK2	1.943
KIAA1949	-0.68425
RHOT1	0.0874
OXT	1.35616666666667
GPR153	0.9235
ARL4A	-1.5565
SAAL1	-1.0575
CCDC64	-0.432
USE1	-0.194
HNMT	1.78183333333333
PCGF3	0.4095625
CYP2C19	0.16625
C20orf4	0.2185
CCDC11	2.397
ACSBG2	-0.105
RWDD2A	0.06025
PALLD	2.3445
CPLX4	0.8025
LOC492311	1.28525
KPNA2	-1.8175
MACROD1	-0.3158
TMCO3	0.0885000000000001
C15orf52	1.45416666666667
BIRC5	-2.47733333333333
PRR16	2.599
FAM63B	-0.16925
KATNB1	-0.791
WNT8B	-2.3515
CPLX3	-0.00474999999999998
GHR	2.9685
CCDC124	-0.5225
BCLAF1	-0.3375
GOLGA3	0.6626
CLEC4E	3.01283333333333
AKR1CL1	-0.0855
BBS7	-0.9425
MGAT4B	-0.283666666666667
KIAA2018	0.739375
SERPINB9	-1.9595
