Hybridization REF	TCGA-AO-A03T-01A-21R-A034-07
ZFP106	-0.1555
ZNF347	-0.6504
GTF2E1	0.412
RY1	-0.607
ATAD2B	0.72875
ARHGAP17	-0.1785
KCNIP3	0.73225
SFPQ	0.259125
GFRA4	1.2615
AKR1B10	-3.522375
TIGD6	0.6585
RGS16	1.355125
URB1	-0.5105
OR4C46	0.0786666666666667
TOP3B	-1.0655
NFATC4	1.9255
CA14	-3.60225
BMPR1A	-1.00966666666667
SNRP70	-0.900875
PRL	0.117333333333333
C6orf130	-1.48625
STAG2	0.184
CD55	-1.77814285714286
RPS23	0.0251666666666666
SSX2	-0.477333333333333
FDPSL2A	-1.56525
FBXO27	1.870125
SYNGR3	0.573
TMSL3	1.204
EML1	-1.0385
NUP93	-1.22066666666667
SMAD3	-0.5732
KIAA1189	0.2234
HNRPUL2	0.99
TBC1D12	-0.8015
C16orf24	1.463
MRVI1	2.54683333333333
ZNF581	-0.8085
ELOVL3	0.842
OR51Q1	-0.40225
CACNB3	1.66583333333333
GALNT13	-0.457833333333333
C10orf84	0.50425
NEDD4	-0.035
SPO11	0.872
OR5AU1	-0.6115
NEK4	-0.188285714285714
PRKAR2A	-0.265
IHPK1	-0.6285
ATP6V0B	0.901125
CACNA1E	2.2165
CEACAM8	-0.0819999999999999
PEX14	0.304
FLJ12993	-0.7075
ZBTB38	-0.0415833333333333
PCTK2	-0.657
LRRC16	0.2388
FBLIM1	0.252166666666667
FYCO1	1.078
RP5-1022P6.2	-0.478833333333333
CMTM1	1.42233333333333
PLTP	-0.0371666666666667
RAPH1	1.038375
DOCK8	0.277571428571429
EZH2	-1.38026666666667
SLC25A1	-0.024
PLEKHB1	0.9432
GRB7	0.3792
ZFP37	-1.399
MRPL33	-0.0365
PELO	-1.15125
ARMC1	-0.0899090909090909
C9orf27	0.285
FLJ25778	1.1
C9orf37	-1.2575
TMEM66	-0.684
SPRN	0.225375
HBEGF	0.3875
PI4KA	-0.96
LEPRE1	-0.437
POU2AF1	-2.73075
MRPL12	0.2025
REP15	-0.238
ZC3H3	1.13375
RASAL1	-0.98675
DDAH1	1.91925
ACBD5	1.090375
TMC2	0.189
CCDC137	0.23375
SAMD13	-1.09233333333333
UGT2B15	-0.532333333333333
TIPARP	0.3005
DNASE1L3	1.51025
TRIM72	0.8175
DBX2	1.1245
IPO8	0.71375
C21orf88	0.3885
MAP3K14	0.14525
LOC51233	0.706333333333333
GGTLA4	0.82
PDE6D	-1.10875
ZNF117	-0.12375
CLK2	-1.66525
NKRF	-0.2435
TNFSF15	-0.194111111111111
DUSP2	0.11975
SECISBP2	0.4537
GABRR2	-0.2875
PPAP2C	1.04775
LOC51145	0.3175
PAG1	-0.348125
PIK3C3	-0.72875
GNG10	-1.5465
APOL4	0.914
ANKRD28	-1.739625
STMN3	0.9874
RAB14	0.8147
CDK2AP2	0.425
HDDC3	0.672875
COMMD7	-0.499
CXXC1	-0.824
HMCN1	-0.409833333333333
CD40	0.2505
DYNC1LI2	0.52625
GDI1	2.2515
LOC646938	-0.154
VSNL1	-0.7675
PIH1D1	-0.349833333333333
RAET1G	1.994
KRTAP5-9	0.613
EFTUD2	-0.14225
ZNF311	-0.673
ATP6V1G3	0.246
OR2W3	-0.731666666666667
SCN4A	0.50475
MED10	-1.068
FAM135A	-0.44
ARHGAP4	-1.0585
EHMT2	-0.230875
UFD1L	0.24975
ERMP1	-0.2465
MAG1	-1.44033333333333
THAP8	1.21216666666667
HACE1	-1.13733333333333
FAM82C	0.0648333333333333
C3orf20	0.1975
UNC84A	-0.511166666666667
SCD5	-0.0324285714285714
LASS6	1.992875
LSG1	0.30725
MAL	-4.69525
GPR22	0.0825
WDR5B	0.34
ACTRT1	0.479
C17orf60	-0.956
GRIN2C	3.3171
ARMC8	-0.739
SLC47A1	-2.45383333333333
DMPK	0.49325
DHRS13	-0.345166666666667
SMC1A	-0.00883333333333336
KRTAP17-1	0.3915
SMYD5	0.113
TUSC2	0.416625
CRHR2	0.3695
KIR3DL2	0.43
CCDC104	1.056
ATP2C1	-0.048125
CROT	0.05175
PABPC3	-0.429833333333333
EGR1	1.8425
THSD1	0.18225
KHK	-0.77125
SLC12A2	1.9015625
CD58	-1.94725
STOX2	-0.257833333333333
CCDC76	-0.6409
CCDC48	5.1655
DNAH1	-0.224166666666667
ZIC4	-0.135125
OR1G1	0.715
PSMC6	-1.24183333333333
PROKR1	0.727
ABCB1	0.407875
TRAT1	-1.613
LLGL1	-0.235
MTF1	2.769
USP54	0.94725
PAGE2B	-1.6235
ITGB7	-3.0315
CCDC81	-1.051
LOC149837	1.14725
SCUBE1	1.4585
ZSCAN10	2.0205
HUWE1	-0.00735714285714284
CDH17	1.027
CD180	0.041
IL17A	0.249666666666667
TMPO	-1.720875
KIAA1524	-0.981
HDGFRP3	0.661166666666667
OXCT1	-0.900545454545455
RRAS2	-2.77433333333333
LTBP2	2.469625
SV2B	1.20883333333333
CYP2A6	-0.097
PKD1L2	-1.1614
PPM1M	-0.1715
FLJ22662	2.44333333333333
ZNF502	0.58625
GP6	-0.62825
CRYBA2	1.03075
LEF1	-2.0703
CTPS	-2.00071428571429
EYA1	-2.62566666666667
EPS8L1	1.435
MAPK14	-0.790916666666667
SERPINB2	-4.255
GTF2F2	-0.981
ZNHIT4	-0.396
PLA1A	0.93625
C20orf114	3.078
HPR	-4.5145
C18orf2	-3.24366666666667
SATB2	-2.99975
KCNJ9	1.095375
MGC157906	0.6265
MOCS3	0.0455
C17orf71	-0.690333333333333
PPHLN1	0.1428
HIST1H2BN	1.2895
RAPGEF1	-0.717125
MAP3K8	2.1435
DLG4	0.9455
STC1	-0.9085
CDGAP	0.4305
DDX26B	-0.73825
LOC150223	-0.7085
CPSF3	-1.08933333333333
TMEM14A	-0.053
MYH3	-1.4645
GPKOW	-0.50875
SULT1A1	0.0783333333333333
SPON1	2.2634
YY1AP1	-0.398
RAB23	-1.05875
PLA2G4A	-4.2135
MAPRE3	0.904
ZNF516	0.922571428571428
GGPS1	0.52525
EXOC3L2	0.60875
C19orf42	-0.1906
MAP2K2	-0.438
HIST1H2BB	1.52875
RNF19B	1.25616666666667
C6orf128	0.3345
TLR8	0.522
PCDHA9	-0.502
CARS2	-0.00787499999999999
CLUL1	2.81633333333333
RHAG	-4.13816666666667
UNK	1.003
EXOC8	-0.0616
C9orf95	1.0095
C14orf143	0.130833333333333
MAML3	-0.040375
LDHA	-2.4275
MRPL20	0.214125
KLHDC6	0.136833333333333
ATP5S	-0.0466666666666667
C8orf55	1.31625
PHF19	-1.603125
KRTAP13-4	0.841
TTC5	-0.73875
XKR5	-0.73725
SILV	-4.36866666666667
TEX28	0.0495
TCTN1	1.213
CX40.1	0.6435
PPP2R5C	-1.14025
C12orf30	-1.0405
CAPG	2.571
MPZL1	-0.3854
ARSB	-1.13516666666667
TDH	-1.434
WASF4	2.261
TSSK3	-0.234
7A5	-1.1525
CRISPLD1	1.534
MAD1L1	0.0158333333333333
SPIN4	-0.470166666666667
AMPD1	-1.08475
DPYSL5	0.3515
INPP1	-0.1155
ANKRD11	0.460055555555556
NPAS4	0.203375
GCET2	0.1982
RNASE9	0.2985
GUCY2D	0.428
CCDC98	-0.50725
FGF4	-0.411375
CPM	-1.21183333333333
SLC26A4	-1.74366666666667
PLD5	0.2805
FAM59A	-0.1885
FBXO5	-2.50966666666667
SIPA1L1	0.296375
DPYS	0.593
ATG4D	0.47925
TGM3	0.3855
MTCH1	-1.1325
HK1	0.869142857142857
CDC26	-0.92375
GALNT12	-3.90883333333333
LOC339229	0.9465
MRPL35	-0.184
ORC4L	-0.220625
TNKS	0.105785714285714
C2orf24	0.0991666666666667
ZNF553	0.4275
GGTLA1	2.9059
ZNF497	1.242
CDY1B	-0.031
SLC30A4	0.370375
TUB	0.048
ARHGEF18	-0.02725
ARRB1	0.21225
KCNK1	1.828375
EREG	1.8991
SCAMP5	3.0875
RUNDC3B	1.79525
ADAMTS20	0.097
IL17RB	-0.07775
FLJ20323	-0.939
MCAM	0.4305
POLR3E	-1.37775
AQR	0.460666666666667
IPMK	-0.0695
CDCA7	-4.646125
CAMP	5.78075
GRHL3	-1.18525
ADAMTSL2	1.06883333333333
CLMN	0.742166666666667
SSTR3	0.616
MAGEA5	-1.86283333333333
OVOL2	3.7465
JMJD1B	-0.031
RBL2	-0.1479
PYGO2	1.20675
PPP1R10	1.04733333333333
CSE1L	-0.356
LCA5	1.64775
RDH16	-0.026
ASRGL1	-0.822625
TOM1	0.0475
PTX3	-5.92625
TTC15	1.18275
SCGB3A1	4.623
MRPL50	-1.20425
RCAN3	1.817625
SLC26A11	1.16825
STYX	-0.766833333333333
CINP	-1.06625
MARCH7	-1.4655
PFKM	-0.672166666666667
SGMS1	0.132166666666667
RIOK3	-0.7724
C1orf110	-0.4695
CES7	0.268875
LOC440248	-0.91525
PPP1R12C	-0.14275
C10orf27	0.9575
ATG9A	-0.602
MRPS26	1.3575
TMEM40	2.7145
ELP3	-0.4949
ZNF787	1.1969
HIAT1	-0.840375
C8orf34	0.671
MGC4655	0.6878
PELI1	0.641166666666667
PPT1	-0.2469
SLC35C2	-0.880166666666667
C6orf125	0.61225
MUC4	-0.886833333333333
RFC4	-2.78757142857143
GNB2	-0.135666666666667
NUP50	0.192285714285714
SULT4A1	-1.33333333333333
C7	1.31275
CCDC130	0.422666666666667
ARRDC4	0.5635
RQCD1	-1.616
GLYCTK	-1.34825
AYTL2	0.434181818181818
MTUS1	0.7894
LEMD3	-0.399833333333333
PLEKHF2	1.292
HOXA7	1.055375
GTF3C2	-1.8865
DYNLRB2	4.6775
CNOT10	-0.6145
MR1	-0.984166666666667
FFAR1	-0.551
PRIC285	0.44475
SLITRK6	4.87025
LIX1	-1.6005
UBE1L2	-0.197333333333333
F8	1.993625
ACHE	0.491833333333333
KPNA5	-1.1025
TNFRSF12A	-1.261
EGR3	3.652
SERPIND1	-2.95266666666667
OASL	3.28775
IFRD1	-2.0535
WDFY1	-0.394166666666667
ZNF267	-1.474375
ACCN5	0.893
ZBTB6	-0.69875
PPP1R3A	-0.588
PRRT3	2.0235
FBXL19	0.0075
TXNIP	0.930642857142857
ACTN2	-1.08725
ATG9B	-0.2095
C9orf117	1.383375
IL27	0.988
RPL36AL	-0.042
KLK15	0.54425
CHAD	2.139
RAP2B	-0.7103
HEBP2	1.0465
ZNF342	1.504
CAMK2G	0.863
TLR3	0.055
FGF14	0.152
HMGB2	-1.4135
TRPM5	0.4605
OR5M11	-0.16
KIF3B	0.797421052631579
PRICKLE2	0.97525
MTMR9	-0.15975
C3orf27	0.520666666666667
GLRA3	0.887666666666667
NSDHL	-0.123166666666667
TMEM32	-0.9385
POLR2D	-1.54116666666667
MYADML	0.586
C9orf114	-0.69225
MRGPRX1	-0.2155
TOPORS	0.875
CLDN19	0.5625
C1QL4	0.499
RNF165	-0.153
DHRS9	-0.58175
DNAH2	0.37
FXR1	-0.963666666666667
ZMYM3	-1.288375
CASP3	-0.133166666666667
FAM120C	0.70475
SCLY	-1.57875
CA7	0.455
ENTPD5	0.5615
ZNF461	-0.234875
PDIA5	-0.95975
C1orf19	-1.47466666666667
TMEM67	-0.0005
KCTD20	-0.78375
WDR47	1.1565
FLJ38723	5.4875
KLRF1	0.379833333333333
TAS2R16	-0.0965
CLDN12	-1.0855
PRKCE	0.02
UBXD4	-2.2595
ITGAM	1.44916666666667
GLT8D3	-0.552125
WDR31	0.4718
RGS2	0.5605
OR51L1	0.9185
MST1R	-0.16875
KIAA1737	0.436
OR4A5	-0.1005
GLIS1	-1.2555
PTMA	0.242642857142857
NAPA	0.938
PRDM11	-0.06275
LIPF	0.5395
DIRAS3	2.38625
ASGR2	-3.85325
C1QTNF4	1.24975
PIK3R4	-0.4185
ARMC3	0.4345
NDUFV3	0.508083333333333
BTBD3	-1.04783333333333
PPP1R2	0.785583333333333
UBE2NL	-0.97325
FOSL2	0.701285714285714
FAM119A	-1.166
TUBA4A	-0.0238
KRTAP12-1	0.24675
SFRS2	-0.93625
RHPN1	0.7473
EEF2	-0.713666666666667
ZDHHC11	0.00633333333333333
EPHA3	-2.10722222222222
RBM12	0.32275
H2AFJ	2.77841666666667
EDIL3	0.677
KIF26A	-1.334
SERGEF	0.4565
B3GALT4	3.92
LOC90925	3.0865
OSCAR	-0.6465
NPFF	-0.33875
DEDD	0.603625
TMEM155	-0.964428571428571
PTPN1	2.1375
SCYL2	-0.668
SKAP1	4.0315
LEAP2	-2.94666666666667
GADD45G	3.4901
IFITM3	1.3575
PILRB	-0.350166666666667
SLU7	0.15875
DSC3	0.9505
DNMT3L	-1.5415
PAPD5	0.48675
B3GNT3	-0.894166666666667
LHCGR	-0.4115
MSL-1	0.23175
UBE2S	-0.611375
SAP130	-0.48425
ANAPC11	1.036
MAGED4B	-1.379
ATP6V1B2	-0.492
C14orf179	1.13375
CAPZA1	-0.539125
CDYL2	-0.282333333333333
GLRX3	-2.18233333333333
LOC136288	0.469333333333333
MOBKL1A	0.1745
HTR2B	0.65925
CRYGD	0.146166666666667
NUS1	-1.90983333333333
PGRMC1	-0.582
MYOM2	-0.99725
FLJ39653	-1.033
CHM	-0.0911
OR5M8	0.116
ZNF619	-0.571
FAM105A	-0.111
CCNL1	-1.18475
NAP1L3	-0.6605
C10orf57	1.60216666666667
B3GALNT1	0.735666666666667
CSN1S2A	0.341
TCP10L	1.3165
GDAP2	-0.258625
DMKN	0.0235
COX6B1	0.935
DNASE2	-0.062
MSH5	-1.85625
LGMN	-1.097
USP31	-0.0667
OR13C8	-0.411
SDCBP	-0.9471
NUDT11	-2.81183333333333
PYGL	-1.77666666666667
SNPH	1.38716666666667
B3GNT4	-1.085
MIZF	-1.8589
NUBPL	-0.72075
NOD1	0.201666666666667
CDH22	0.1865
NUBP1	-0.0188333333333333
DSCAM	-3.08025
DGKI	0.1635
FAM136A	-0.853
AKAP1	0.344833333333333
SLC16A6	3.00275
RIN3	0.03825
PSG2	-0.297
DIP2B	0.39725
PSORS1C1	1.519
KIAA0495	-0.989
FLJ90709	-1.01
LPA	-0.448666666666667
PIGA	-1.33216666666667
LY75	1.90683333333333
UTS2	-5.4
RREB1	0.2845
GALNACT-2	-0.2416
MGC3196	0.53
FLJ31568	1.8045
LPHN1	0.44975
SP1	0.38625
TOX4	0.096
HSPA9	0.3148
APOBEC1	0.089
SLC35E4	-0.73675
LSM5	-0.48375
SURF1	-0.1705
ZBTB1	0.3755
GTF2F1	0.07575
RPS15A	-0.5075
DUSP21	-0.0956666666666667
GINS4	-2.056
MYO15A	0.249666666666667
GIMAP7	3.476
MGC13379	0.579
ATP6V1E2	0.536333333333333
UTP3	-0.46925
HNRPA3	-0.48875
MT4	0.1305
C14orf155	0.2435
U1SNRNPBP	1.72125
CKLF	-0.4855
PLEKHN1	2.313
MBNL1	-0.280916666666667
NUP160	-2.1945
ACSM2A	-0.881
LOC129881	2.8295
KIAA1529	0.73425
FLJ22639	-1.84075
HAND1	-0.386
GSX1	0.5225
FGA	-4.27671428571429
SERPINB1	-0.41525
ZNF642	1.21275
IGFBP1	-7.5025
SLC1A1	-0.3565
DHX57	0.155375
ZNF766	0.1675
PTPN21	-0.6069
GDPD3	-0.7815
PNPLA5	0.3805
TBR1	-0.516
FAM116A	-0.577
IQGAP1	1.07625
FOS	0.029125
ZNF226	-0.100125
FIGNL1	-0.6355
C14orf1	-0.306666666666667
ZMYND17	-1.7795
PUS7	-0.876
TUBB6	-0.754875
KCNQ2	-1.2745
MARCH6	0.333333333333333
CCDC33	0.691
PRODH	1.778
RBM11	3.1035
EPHA6	0.404285714285714
SLC43A1	0.27
LOC196541	-0.224571428571429
NTN1	1.71266666666667
ING4	-0.50725
PCDHB10	0.215
DPH2	-0.721333333333333
SPACA4	1.284
FBXL21	-4.078
DIAPH1	-0.869
ZNF71	0.333
CEP76	-1.104
CORO1A	-0.696
RRM2	-1.968125
EDG4	0.3995
OS9	0.221
SLC4A1AP	0.23825
COG5	-0.812
COPS8	-1.77725
NGLY1	-1.989
NCBP2	-0.220375
C17orf42	-1.67266666666667
GPSM3	1.19425
SIL1	0.920333333333333
ASB6	-0.27075
SMAD5OS	0.471666666666667
UNC93A	-2.615
A1BG	1.48216666666667
C21orf62	-0.54475
FMO5	-0.269583333333333
ATRIP	-0.5885
CEBPG	0.645166666666667
C7orf38	-0.507333333333333
TNFRSF1B	0.595333333333333
CLEC1A	1.162
IQSEC1	-0.576625
PATZ1	1.5747
RBM22	2.340375
BAG2	-3.23633333333333
PAQR5	-1.90816666666667
C9orf127	0.6392
THNSL1	-0.67175
SHROOM3	1.0822
JAM2	1.425
SNRPN	-1.52525
ALX4	0.3585
CACNA1S	-0.5035
FAM130A1	0.678
CORIN	0.47
CD300LB	0.9775
PLEKHG6	0.8775
LRRC40	-1.23975
PCLKC	-1.07675
PCDHB16	0.0445
WNT2B	1.38916666666667
ASNS	-1.10811111111111
MRPL49	0.0855
FLJ46111	-1.308
ISG20	1.555875
SMU1	-0.112333333333333
CASZ1	0.5055
POLR1D	-1.39716666666667
GIN1	-1.07475
SNAG1	-0.465166666666667
ANKRD29	1.02175
CDKN2AIP	0.12675
KRR1	0.618
CXCL1	-3.00133333333333
EPM2A	-1.1558
PC	-0.222333333333333
DEFB127	-0.194
PDZRN4	0.1956
FAH	1.073375
OR51E1	1.5015
CDC2L6	-0.276666666666667
DNTTIP1	-0.412
PAX8	-0.394333333333333
TMEM116	-0.561
C1orf150	0.1585
PRO2012	0.00250000000000003
MRPL40	0.520666666666667
BEX1	1.0686
SLC2A4	-0.900666666666667
PKMYT1	-1.36
FEZF2	0.00466666666666662
SLC26A9	-1.21125
MAP2	0.2825
LYL1	-1.20775
SLC25A19	-0.227333333333333
NOS3	0.471
ZNF34	0.938
TMPRSS11F	-0.3365
FAM43A	0.23475
FCRL4	-0.264
KLF14	0.89975
FLRT2	-0.463833333333333
WRN	-1.1235
SDF2	-0.0881
KRT8P12	-0.41425
C6orf195	0.545
C9orf125	-1.393
DZIP3	1.212875
RIT1	-0.622
SCML1	0.221166666666667
RHBDF2	1.151375
OR2G3	-0.3335
REXO1L1	0.2465
MAP3K7IP3	0.01875
C3orf57	-4.7915
FBXW11	-0.429166666666667
ETAA1	-0.011
C14orf131	-0.9474
AKT1S1	-0.343
SLC12A5	0.132
C9orf164	1.77025
NRIP3	2.331875
NOS1AP	1.1005
TMEM121	0.83775
SAP30BP	0.1223
DGCR6	1.4495
WDR76	-1.75775
FAM82B	-0.19925
LOC606495	-1.17
MAP9	3.3815
BCDIN3D	-0.275
CXorf36	3.07333333333333
DSCR3	-1.2363
ZFAND3	0.471125
C7orf43	0.304833333333333
SPSB3	-0.2679
C19orf19	0.7315
FAM133A	-2.0825
C12orf25	0.00375000000000002
SLC39A3	-0.16
DISP2	1.58425
PI4KAP2	-2.607
MKRN3	-1.66966666666667
ADAMTS13	-0.039125
CBLN3	0.5185
TTYH1	-0.384333333333333
C3orf18	1.27075
FLJ13236	-0.443
ZMYND12	2.293
C18orf25	-0.095125
GLB1L3	-0.9385
ATP13A5	-0.022
RANBP10	0.11775
CD96	-0.8112
DENND1C	-0.09375
RBMS3	1.204
SLC41A3	0.149
DGCR6L	0.942
TMEM128	0.276833333333333
CSNK1G3	-0.351357142857143
MOBKL2C	0.704875
TSPAN6	-2.144125
MATN2	0.5319
MSL2L1	0.207166666666667
ST6GALNAC2	2.22483333333333
FGFBP2	-1.067625
FGL1	-5.69366666666667
MPP3	1.47866666666667
ARHGEF6	1.73616666666667
TGFBR2	-0.26625
ACMSD	-0.04425
IL33	3.41125
C9orf5	-0.954166666666667
DEAF1	-0.2318
AMN	1.2745
DEFA6	-0.55925
RNF212	-0.06925
METT5D1	0.112666666666667
CIB1	1.3679
TSSK1B	0.15975
KIAA1727	0.33325
ZNF680	-0.484833333333333
LOC399900	-1.21
LOC152217	-0.47075
CTNNAL1	-3.752
CIT	-0.662916666666666
TLE6	2.02425
ZNF607	-1.06775
HERC4	-1.014
DRAP1	0.7809
PEMT	-0.544
C10orf111	0.84
ZNF575	1.834125
KCTD7	0.036
MYO1F	0.151875
LOC285382	-0.2255
RAB11A	0.7366
PLCD3	-0.57025
C15orf28	-0.0566666666666667
PTBP2	-1.44825
CTB-1048E9.5	-0.514625
C19orf60	1.3625
C7orf25	0.584833333333333
SETD7	0.911875
HOXB9	-3.984
VANGL1	0.373625
CHAF1B	-2.159
NDUFA3	1.38675
KIAA1328	-0.146
SHARPIN	0.791
TTC23	0.36475
UGP2	-0.348916666666667
ANKIB1	0.8197
CIRBP	0.676428571428571
SEC14L4	-0.0708333333333333
OVCH1	0.056
VPS52	-0.5355
FAT	-0.895
M6PRBP1	0.10275
GPRIN3	0.337
PPM1F	0.807
TSR1	-1.383
CCDC85A	0.8305
PCSK5	2.0875
ZFHX3	1.4355
HEMK1	-1.2423
PGBD2	-0.27975
RSRC2	-0.639166666666667
AURKC	-1.7924
SCRIB	0.898125
ORM2	-4.00633333333333
FAM115A	1.0534
FZD6	0.183
UNC119	0.321
GPX3	-0.972
NOV	-1.07775
CABC1	-0.03725
CDC42SE2	-1.4293125
EIF2S2	-1.493
RNF130	0.008625
CKAP5	-0.692
RP11-413M3.2	1.66975
C10orf18	-0.1583
TMEM93	-0.45675
DYX1C1	1.687
KCNMB2	-1.58171428571429
ANK3	1.78858333333333
KRT5	0.7098
CDH12	-0.689625
QRSL1	-1.369
JUB	-1.14925
SHC4	-1.638125
CCL15	2.41016666666667
CCDC22	-0.23125
SNX24	1.52275
RARS	-0.82625
MORC2	0.610125
FAM48A	-0.893
MT1H	1.306
PPP1R14C	-1.4265
FOXD1	-1.80871428571429
C1orf213	-2.15575
AMT	-1.6763
DSN1	-1.6655
PTPLAD2	1.6215
DIS3L	0.55775
RASL11A	0.40375
GPRC5B	-0.15425
FRMD7	0.355
STRN4	0.798
KITLG	-0.339590909090909
HDGF	-0.071
OR1S1	0.5675
SETX	0.1152
DDR2	-0.453375
KCTD12	1.56925
LYZL2	3.38425
WDR52	0.198
TMEM2	1.046875
ZNF579	1.584
LOC200810	0.377
TNFSF9	-1.619
PPFIA4	-1.893
CNIH3	-0.291
MAP4K4	-1.50335714285714
ROD1	-0.396071428571429
ALS2CR12	-0.286666666666667
DOCK3	-0.359166666666667
PAQR9	-5.1935
ASB17	0.347
STX16	-0.08475
FEZ2	-0.9102
DLAT	-0.772166666666667
KIF21B	-0.999833333333333
CDC5L	-0.25725
TMEM119	0.153166666666667
CRIP3	-0.543
TPSD1	-0.157
TEPP	1.20775
GNGT2	0.617
C21orf121	0.279
WNK1	-0.411833333333333
FLJ10490	1.8858
OR51B5	-1.348
LOC203547	-1.535125
HAS1	-0.8095
PPA1	-0.405833333333333
ST7	-0.394375
C11orf46	-0.2448
POPDC3	-4.00833333333333
ACOX2	0.398166666666667
ATCAY	1.00766666666667
TM4SF19	-1.1805
MFSD9	-0.3365
PDHB	-1.7595
ERN1	-0.1555
LCE3C	-0.0785
GPR111	0.278
NOTCH3	1.82066666666667
ADAMTS5	3.0005
B3GALT1	-0.57
UGCGL1	0.03
FAM58A	0.718833333333333
FBXO32	2.1955
CLPP	0.28875
NXPH1	-0.82975
MTMR3	0.232
ATP1B3	-1.10775
TMEM16A	4.80625
HIST1H3F	1.2935
TRIM25	-0.0303333333333334
SDCBP2	1.3885
CRKL	-1.68125
HOXB2	-0.5675
ANP32B	-0.45725
GATM	4.2145
AP4E1	-0.50425
EDG5	0.358125
CDKN3	-1.36966666666667
CDH4	-1.9825
PGD	-1.47733333333333
RND1	0.652
GAD1	-3.5157
MPG	0.479375
LOC440350	0.3495
ZNF133	-0.27
SERPINB12	0.9405
AMELY	0.0969999999999999
DHX36	-1.22725
TNFAIP8L2	2.86116666666667
PHTF2	-0.0697777777777778
CCDC112	-0.0283333333333333
IQCC	-1.0425
HEYL	3.31833333333333
FTSJ2	-0.2185
APPL1	0.1935
RAB43	0.451428571428571
OR10G2	0.053
WAC	0.0263333333333333
ADCY9	0.758625
RUNDC2B	0.640833333333333
PYCRL	1.2923
AGPAT7	0.385833333333333
SLC22A9	-0.7278
CDKAL1	-0.588
PDYN	-0.52
C20orf74	0.63
MTMR11	0.651
VAV3	3.45308333333333
DAPL1	2.23125
STXBP3	0.83375
EIF3G	-0.51375
ARHGAP22	1.76325
NPFFR1	0.7335
NPC1	-0.628666666666667
ALDH9A1	1.34116666666667
ZNF600	-0.471125
ZNF678	-0.426
RASSF1	-0.59325
ADD2	-2.63625
PITPNB	-0.058875
PKD2L2	0.279875
LRP11	-0.672
CDKL1	-0.7055
SMEK2	0.27375
PRODH2	-2.89583333333333
C11orf54	-0.794166666666667
SFRS11	-0.991666666666667
IL7	-0.484333333333333
ALS2CR16	1.516
BTG3	-2.4185
PAK2	-0.577777777777778
RP11-679B17.1	-0.32425
GATA4	-1.33183333333333
ATP2B1	-0.72875
LOC130940	1.134
C1orf172	2.72016666666667
ATF7IP2	-0.43725
SLC25A43	0.0678333333333333
CENTG3	0.599083333333333
IGF2BP1	-3.4286
FCHSD1	0.2215
CAMK2N2	2.15216666666667
ELAVL3	3.6981
NBPF15	-0.383
UBE2J2	-0.217666666666667
GNL2	0.4635
PRR3	-0.0585
NLF2	2.202
OR4F6	0.1495
KLHL24	0.135
CCDC88A	-1.4344
SGPP1	-0.920166666666666
C10orf11	-0.830166666666667
SLC35B4	-1.91566666666667
UGT3A2	-1.1465
ARNT2	1.569
CBR1	0.46625
ITPR3	-0.2715
TRAPPC6B	-1.0983
AMZ1	4.3805
ARP11	2.26825
WDSUB1	-0.05
APBA1	0.716
RAB2A	0.6832
C6orf162	-1.437625
HPSE2	0.75575
PLCE1	-1.4405
INSL3	0.98875
DLG1	-0.2657
PTPLA	-4.22875
PIGX	0.13475
TFIP11	0.196666666666667
FIBIN	1.407
POLR2G	-0.9365
GRAP2	-2.359
DNAJB8	-0.3675
CNBP	0.216333333333333
WASF1	-1.80325
INPP5E	-1.0989
HSPB1	2.46125
TMEM167	-0.4056
CUBN	-1.061
IGF1	2.5758125
ITPK1	-0.0949
NAALAD2	-0.987142857142857
G3BP1	-0.0198
NT5DC1	-0.111625
CYP39A1	-0.2475
TMEM139	0.722666666666667
POLK	-0.39
GLULD1	-2.218
RBM15	-0.3485
AMZ2	1.13025
GDF15	-0.7045
MESDC2	-0.6145
INCA	0.259333333333333
ACY1L2	-1.3715
GZMM	-0.0128333333333333
PAIP1	0.00349999999999998
CACNA2D1	-0.80225
STK32C	-0.68
SH3BP4	-0.113166666666667
DEC1	-0.5175
PADI1	0.1125
UBB	-0.2175
PON3	-1.93933333333333
PROP1	1.1795
ANKRD13B	0.5255
ADCK1	-1.712
TCF25	0.677916666666667
SLC38A5	-3.00275
CXorf26	1.14266666666667
C19orf39	1.51
PPP1R13B	-0.0435
ARL2	-0.7155
TCL6	0.678333333333333
TOP3A	0.215
SLC16A14	0.8495
FXYD6	1.57416666666667
HIST1H4E	0.30225
BBC3	1.01478947368421
UNC5A	0.3975
FAM86C	-0.489
PI4KB	-0.273625
B3GAT1	-2.24675
SUSD2	2.95533333333333
OAZ2	0.240333333333333
NOC4L	0.431
C10orf12	-1.079
FADS1	-0.5105
LOC144097	0.291
DKK2	0.8
KIAA1949	0.381
RHOT1	-0.5219
OXT	1.0365
GPR153	2.00225
ARL4A	-0.940166666666667
SAAL1	-2.311
CCDC64	0.6535
USE1	0.2855
HNMT	-0.991333333333333
PCGF3	0.166
CYP2C19	-0.39275
C20orf4	0.226
CCDC11	2.7165
ACSBG2	0.49275
RWDD2A	-0.94425
PALLD	2.182125
CPLX4	1.1965
LOC492311	-0.094
KPNA2	-1.093
MACROD1	1.0257
TMCO3	-0.66
C15orf52	-0.0571666666666667
BIRC5	-0.361666666666667
