Hybridization REF	TCGA-AR-A0TQ-01A-11R-A084-07
SMARCD1	-0.422333333333333
ZFP106	-0.36525
ZNF347	0.5667
GTF2E1	0.029
RY1	-0.0293333333333333
ATAD2B	0.26025
ARHGAP17	-0.216
KCNIP3	-1.21875
SFPQ	0.03825
GFRA4	0.434
AKR1B10	-3.888375
TIGD6	0.6935
RGS16	2.404125
URB1	-0.393333333333333
OR4C46	0.323
TOP3B	-0.61825
NFATC4	0.0675
CA14	-4.75425
BMPR1A	0.1375
SNRP70	-0.49825
PRL	-0.159
C6orf130	-1.1425
STAG2	-0.12625
CD55	-0.903571428571429
RPS23	0.00766666666666664
SSX2	-1.486
FDPSL2A	0.076
FBXO27	0.66725
SYNGR3	0.1175
TMSL3	1.08375
EML1	-1.2125
NUP93	-0.493583333333333
SMAD3	0.345
KIAA1189	0.443333333333333
HNRPUL2	0.579
TBC1D12	1.04116666666667
C16orf24	0.85575
MRVI1	1.28233333333333
ZNF581	0.181833333333333
ELOVL3	-0.4545
OR51Q1	0.1255
CACNB3	1.4825
GALNT13	0.23275
C10orf84	0.9319375
NEDD4	-0.1142
SPO11	0.4805
OR5AU1	0.332
NEK4	0.675571428571428
PRKAR2A	-0.275166666666667
IHPK1	-0.0948333333333333
ATP6V0B	0.65975
CACNA1E	0.7835
CEACAM8	0.6885
PEX14	0.245
FLJ12993	3.9045
ZBTB38	-0.275
PCTK2	1.15666666666667
LRRC16	0.5428
FBLIM1	-0.00233333333333334
FYCO1	0.9315
RP5-1022P6.2	0.00275
CMTM1	0.210333333333333
PLTP	0.747833333333333
RAPH1	0.616625
DOCK8	1.25875
EZH2	-0.803666666666667
SLC25A1	0.226333333333333
PLEKHB1	-0.4503
GRB7	3.3567
ZFP37	-1.29375
MRPL33	-0.62275
PELO	-0.47025
ARMC1	-0.208545454545455
C9orf27	0.18
FLJ25778	0.1435
C9orf37	-1.24966666666667
TMEM66	1.465
SPRN	0.23825
HBEGF	0.701375
PI4KA	-0.176
LEPRE1	-0.906
POU2AF1	-0.681875
MRPL12	0.460833333333333
REP15	-0.327
ZC3H3	0.63625
RASAL1	-0.612
DDAH1	0.642125
ACBD5	0.935375
TMC2	0.1255
CCDC137	0.26975
SAMD13	-0.722
UGT2B15	-1.9645
TIPARP	-0.09425
DNASE1L3	2.47125
TRIM72	0.613166666666667
DBX2	1.31725
IPO8	-0.14825
C21orf88	-1.8581
MAP3K14	0.32575
LOC51233	0.838666666666667
GGTLA4	1.24525
PDE6D	-0.22475
ZNF117	0.2115
CLK2	-0.461125
NKRF	-1.0685
TNFSF15	-0.1273
DUSP2	0.611375
SECISBP2	0.2392
GABRR2	-0.115
PPAP2C	1.41375
LOC51145	0.255333333333333
PAG1	0.08325
PIK3C3	-0.09975
GNG10	-0.3145
APOL4	0.939
ANKRD28	-0.7025
STMN3	1.6607
RAB14	0.6481
CDK2AP2	-0.0115
HDDC3	-0.148125
COMMD7	0.960875
CXXC1	0.10575
HMCN1	-0.872666666666667
CD40	0.53825
DYNC1LI2	0.3855
GDI1	0.70575
LOC646938	-0.22375
VSNL1	-3.22983333333333
PIH1D1	0.209666666666667
RAET1G	-0.588
KRTAP5-9	0.562
EFTUD2	-0.60975
ZNF311	-1.57833333333333
ATP6V1G3	-0.05825
OR2W3	-0.608
SCN4A	0.49125
MED10	-0.957
FAM135A	-0.1613
ARHGAP4	-0.69725
EHMT2	-0.526875
UFD1L	0.1505
ERMP1	-0.20325
MAG1	-0.843666666666667
THAP8	0.836333333333333
HACE1	-0.4465
FAM82C	0.886166666666667
C3orf20	0.00249999999999997
UNC84A	-0.546833333333333
SCD5	0.434857142857143
LASS6	1.855
LSG1	0.514333333333333
MAL	-4.069
GPR22	-0.126
WDR5B	0.84675
ACTRT1	-0.275
C17orf60	0.524833333333333
GRIN2C	-0.0666
ARMC8	-0.171833333333333
SLC47A1	-2.266
DMPK	0.51675
DHRS13	0.939333333333333
SMC1A	-0.611833333333333
KRTAP17-1	0.41225
SMYD5	-0.017
TUSC2	0.334125
CRHR2	0.2325
KIR3DL2	0.1945
CCDC104	-0.028
ATP2C1	-0.229375
CROT	-0.58975
PABPC3	-1.106
EGR1	0.645
THSD1	0.8795
KHK	-0.62625
SLC12A2	0.7299375
CD58	-1.09575
STOX2	-1.01933333333333
CCDC76	-0.8933
CCDC48	4.395
DNAH1	0.0163333333333333
ZIC4	-0.389875
OR1G1	-0.019
PSMC6	-0.363333333333333
PROKR1	0.0975
ABCB1	-0.071625
TRAT1	0.932
LLGL1	0.638
MTF1	0.51175
USP54	0.67125
PAGE2B	-1.706
ITGB7	-3.50675
CCDC81	0.071
LOC149837	0.423
SCUBE1	-0.0625
ZSCAN10	0.561
HUWE1	-0.408428571428571
CDH17	0.4545
CD180	0.76625
IL17A	0.014
TMPO	0.09475
KIAA1524	-0.644166666666667
HDGFRP3	0.0503333333333333
OXCT1	-0.0340909090909091
RRAS2	-0.855833333333333
LTBP2	2.4438125
SV2B	1.58916666666667
CYP2A6	1.39225
PKD1L2	-0.918333333333333
PPM1M	0.7075
FLJ22662	1.86383333333333
ZNF502	-0.23975
GP6	-0.58975
CRYBA2	-0.192
LEF1	-1.5778
CTPS	-1.39757142857143
EYA1	-2.60916666666667
EPS8L1	2.434
MAPK14	-0.594416666666667
SERPINB2	-5.1295
GTF2F2	-0.358333333333333
ZNHIT4	0.0275
PLA1A	0.62525
C20orf114	4.348
HPR	-4.4615
C18orf2	-2.39633333333333
SATB2	1.12975
KCNJ9	-0.330625
MGC157906	0.7085
MOCS3	1.905
C17orf71	2.4165
PPHLN1	0.0374
HIST1H2BN	-0.209625
RAPGEF1	-0.44375
MAP3K8	0.84575
DLG4	0.178833333333333
STC1	2.65975
CDGAP	1.3765
DDX26B	-1.33525
LOC150223	-0.9315
CPSF3	-0.798166666666667
TMEM14A	0.2955
MYH3	-1.59825
GPKOW	-0.4705
SULT1A1	0.1615
SPON1	2.7055
YY1AP1	0.1165
RAB23	-0.394
PLA2G4A	-4.00275
MAPRE3	-0.083
ZNF516	0.920071428571429
GGPS1	-0.23825
EXOC3L2	-0.342
C19orf42	0.2241
MAP2K2	-0.609333333333333
HIST1H2BB	0.70425
RNF19B	0.9075
C6orf128	-0.769166666666667
TLR8	3.445
PCDHA9	0.481
CARS2	0.019
CLUL1	0.146
RHAG	-3.75183333333333
UNK	-0.049
EXOC8	-0.0363
C9orf95	0.13775
C14orf143	0.692
MAML3	-0.053125
LDHA	-2.01275
MRPL20	0.079
KLHDC6	0.244333333333333
ATP5S	-0.0131666666666667
C8orf55	1.106
PHF19	-1.125375
KRTAP13-4	0.6765
TTC5	1.136
XKR5	-0.1185
SILV	-4.41366666666667
TEX28	-0.084
TCTN1	0.52275
CX40.1	0.1645
PPP2R5C	-0.354375
C12orf30	-0.713666666666667
CAPG	2.48525
MPZL1	0.0291
ARSB	-0.630666666666667
TDH	-1.0575
WASF4	-0.16925
TSSK3	-0.773
7A5	-0.272
CRISPLD1	0.384375
MAD1L1	-0.337833333333333
SPIN4	0.0553333333333333
AMPD1	1.7395
DPYSL5	0.1825
INPP1	-0.388
ANKRD11	-0.726777777777778
NPAS4	-0.192625
GCET2	1.0956
RNASE9	-0.586
GUCY2D	0.459833333333333
CCDC98	-0.1665
FGF4	-0.514
CPM	-0.764666666666667
SLC26A4	-2.19433333333333
PLD5	0.05675
FAM59A	0.1689
FBXO5	-1.35422222222222
SIPA1L1	-0.107
DPYS	0.68175
ATG4D	0.03475
TGM3	0.903
MTCH1	0.297625
HK1	0.728071428571429
CDC26	-0.2845
GALNT12	-2.34166666666667
LOC339229	0.63075
MRPL35	0.111625
ORC4L	0.0665
TNKS	-0.2735
C2orf24	0.662833333333333
ZNF553	-0.0771666666666667
GGTLA1	2.888
ZNF497	0.872
CDY1B	0.21825
SLC30A4	0.44625
TUB	-0.68225
ARHGEF18	0.12025
ARRB1	0.67775
KCNK1	-0.973375
EREG	-2.5877
SCAMP5	0.634
RUNDC3B	1.8915
ADAMTS20	0.051
IL17RB	0.216875
FLJ20323	-0.69925
MCAM	-0.012875
POLR3E	-1.56308333333333
AQR	0.148666666666667
IPMK	0.431
CDCA7	-2.400875
CAMP	2.39075
GRHL3	1.19325
ADAMTSL2	0.363666666666667
CLMN	2.406
SSTR3	0.446
MAGEA5	-2.027
OVOL2	3.96875
JMJD1B	0.30975
RBL2	0.5951
PYGO2	0.682
PPP1R10	1.19783333333333
CSE1L	0.773666666666667
LCA5	0.5405
RDH16	0.24975
ASRGL1	-1.793625
TOM1	0.2905
PTX3	-4.7075
TTC15	0.42075
SCGB3A1	1.39983333333333
MRPL50	-0.886
RCAN3	0.1405
SLC26A11	1.85575
STYX	-0.495833333333333
CINP	-0.06775
MARCH7	0.2985
PFKM	-0.719
SGMS1	-0.0898333333333333
RIOK3	-0.3475
C1orf110	-0.178
CES7	0.004
LOC440248	-1.122
PPP1R12C	0.22025
C10orf27	0.4725
ATG9A	-0.715
MRPS26	0.92775
TMEM40	2.0025
ELP3	-0.1953
ZNF787	0.5667
HIAT1	0.473625
C8orf34	-0.0378333333333333
MGC4655	0.2694
PELI1	-0.378333333333333
PPT1	1.5023
SLC35C2	0.667
C6orf125	0.042
MUC4	-1.56166666666667
RFC4	-1.82728571428571
GNB2	0.5395
NUP50	0.0891428571428572
SULT4A1	-0.5035
C7	2.15775
CCDC130	-0.603666666666667
ARRDC4	0.0195
RQCD1	0.071
GLYCTK	-0.756
AYTL2	-0.126636363636364
MTUS1	1.669
LEMD3	0.1705
PLEKHF2	1.98925
HOXA7	-0.248125
GTF3C2	-0.99
DYNLRB2	2.68125
CNOT10	-0.42275
MR1	0.118333333333333
FFAR1	-0.06675
PRIC285	0.7675
SLITRK6	-2.0555
LIX1	-1.6796
UBE1L2	-0.139416666666667
F8	-0.20225
ACHE	1.06966666666667
KPNA5	-0.06925
TNFRSF12A	0.239666666666667
EGR3	1.2195
SERPIND1	-3.308
OASL	3.91975
IFRD1	-1.968625
WDFY1	0.186666666666667
ZNF267	0.358375
ACCN5	-0.4375
ZBTB6	-0.236
PPP1R3A	0.2445
PRRT3	1.18625
FBXL19	-0.403
TXNIP	1.67507142857143
ACTN2	-1.4635
ATG9B	-0.359
C9orf117	0.587375
IL27	0.283
RPL36AL	0.289166666666667
KLK15	-0.07675
CHAD	0.2835
RAP2B	0.0588
HEBP2	0.25075
ZNF342	1.1455
CAMK2G	0.0421666666666667
TLR3	0.4525
FGF14	-0.202
HMGB2	-0.098
TRPM5	0.0855
OR5M11	0.0725
KIF3B	0.286052631578947
PRICKLE2	-0.80475
MTMR9	-0.25925
C3orf27	0.573
GLRA3	-1.3065
NSDHL	-0.0801666666666667
TMEM32	-0.34875
POLR2D	-0.626083333333333
MYADML	0.1705
C9orf114	0.11875
MRGPRX1	-0.016
TOPORS	0.815
CLDN19	-0.56925
C1QL4	-0.001
RNF165	-2.035
DHRS9	1.579
DNAH2	-1.21783333333333
FXR1	-1.143
ZMYM3	-0.66025
CASP3	0.546333333333333
FAM120C	-0.457
SCLY	-0.8235
CA7	0.1355
ENTPD5	-0.217
ZNF461	-0.120375
PDIA5	-0.0265
C1orf19	-0.614
TMEM67	-0.7055
KCTD20	-0.698
WDR47	0.3595
FLJ38723	0.165
KLRF1	1.08483333333333
TAS2R16	0.71
CLDN12	-0.763
PRKCE	0.24475
UBXD4	-0.473
ITGAM	2.2525
GLT8D3	0.38125
WDR31	0.011
RGS2	0.874
OR51L1	0.277
MST1R	0.82175
KIAA1737	0.6875
OR4A5	-0.042
GLIS1	-1.89033333333333
PTMA	0.507714285714286
NAPA	1.11075
PRDM11	0.2005
LIPF	0.306
DIRAS3	-0.0655
ASGR2	-3.939875
C1QTNF4	1.56925
PIK3R4	-0.0173333333333333
ARMC3	1.14225
NDUFV3	-0.918583333333333
BTBD3	-0.185
PPP1R2	0.58775
UBE2NL	0.72175
FOSL2	0.314428571428571
FAM119A	-0.7105
TUBA4A	-0.6506
KRTAP12-1	-0.016
SFRS2	-0.00825000000000001
RHPN1	0.3359
EEF2	-0.652166666666667
ZDHHC11	-2.11066666666667
EPHA3	-1.4455
RBM12	-0.45925
H2AFJ	2.22066666666667
EDIL3	0.996
KIF26A	-0.636
SERGEF	-0.33075
B3GALT4	3.10825
LOC90925	1.657
OSCAR	0.328
NPFF	-0.309125
DEDD	0.120125
TMEM155	-0.59175
PTPN1	2.0185
SCYL2	0.404666666666667
SKAP1	2.34325
LEAP2	-3.3235
GADD45G	0.8071
IFITM3	1.37325
PILRB	-0.558666666666667
SLU7	0.0586875
DSC3	-0.287
DNMT3L	-0.82275
PAPD5	1.5985
B3GNT3	-0.101833333333333
LHCGR	0.515
MSL-1	0.115
UBE2S	-0.495
SAP130	-0.41
ANAPC11	0.6665
MAGED4B	-1.808
ATP6V1B2	0.321
C14orf179	1.21375
CAPZA1	0.255625
CDYL2	2.33016666666667
GLRX3	-0.562333333333333
LOC136288	-0.791
MOBKL1A	-0.49675
HTR2B	3.279
CRYGD	0.00600000000000001
NUS1	0.171166666666667
PGRMC1	0.5685
MYOM2	-0.15475
FLJ39653	-2.54066666666667
CHM	-0.2153
OR5M8	0.232
ZNF619	0.2445
FAM105A	0.86125
CCNL1	-0.938375
NAP1L3	-1.00125
C10orf57	1.52216666666667
B3GALNT1	1.94183333333333
CSN1S2A	0.803
TCP10L	-0.975
GDAP2	-0.2375
DMKN	-2.15916666666667
COX6B1	0.4325
DNASE2	0.504833333333333
MSH5	-1.8265
LGMN	0.31175
USP31	-0.9595
OR13C8	0.418
SDCBP	-0.2376
NUDT11	-2.47916666666667
PYGL	-1.53883333333333
SNPH	-0.217
B3GNT4	-0.6835
MIZF	-0.0847
NUBPL	0.517625
NOD1	-0.0316666666666667
CDH22	0.058
NUBP1	0.326833333333333
DSCAM	-3.8415
DGKI	0.1505
FAM136A	-0.24425
AKAP1	0.4115
SLC16A6	1.43725
RIN3	0.52575
PSG2	0.26975
DIP2B	-0.534416666666667
PSORS1C1	-0.4878
KIAA0495	-0.8555
FLJ90709	-0.5985
LPA	-0.196166666666667
PIGA	-0.619166666666667
LY75	2.095
UTS2	-5.42733333333333
RREB1	0.14
GALNACT-2	0.195
MGC3196	0.20725
FLJ31568	-0.3375
LPHN1	0.069625
SP1	1.410625
TOX4	1.18383333333333
HSPA9	0.1439
APOBEC1	-0.3045
SLC35E4	-1.17375
LSM5	-1.74125
SURF1	0.5205
ZBTB1	-0.156416666666667
GTF2F1	0.10725
RPS15A	-0.733571428571429
DUSP21	-0.691833333333333
GINS4	-2.75866666666667
MYO15A	-0.627666666666667
GIMAP7	4.42875
MGC13379	0.38175
ATP6V1E2	-1.67916666666667
UTP3	0.16825
HNRPA3	-0.0515
MT4	0.465
C14orf155	-0.48775
U1SNRNPBP	0.801
CKLF	-0.0255
PLEKHN1	-0.432333333333333
MBNL1	-0.104583333333333
NUP160	-0.903
ACSM2A	-1.26875
LOC129881	-0.48225
KIAA1529	-0.224
FLJ22639	-1.85775
HAND1	-1.512
GSX1	0.31
FGA	-3.669375
SERPINB1	-0.034
ZNF642	0.321
IGFBP1	-8.361125
SLC1A1	-1.241375
DHX57	-0.574375
ZNF766	0.567
PTPN21	-0.0346
GDPD3	-0.0448333333333333
PNPLA5	-0.1545
TBR1	-0.129333333333333
FAM116A	-0.10075
IQGAP1	0.375
FOS	1.125
ZNF226	0.638625
FIGNL1	-0.895833333333333
C14orf1	-0.0818333333333333
ZMYND17	-0.132
PUS7	-0.988833333333333
TUBB6	-0.921125
KCNQ2	-1.14925
MARCH6	-0.398083333333333
CCDC33	0.427
PRODH	-0.0475
RBM11	1.66225
EPHA6	0.01925
SLC43A1	-0.5785
LOC196541	0.09
NTN1	1.22708333333333
ING4	0.2785
PCDHB10	0.0535
DPH2	-0.6385
SPACA4	0.6685
FBXL21	-4.0675
DIAPH1	-0.303833333333333
ZNF71	-0.793333333333333
CEP76	0.1955
CORO1A	0.23575
RRM2	0.59225
EDG4	1.134
OS9	0.500666666666667
SLC4A1AP	-0.06375
COG5	-0.5885
COPS8	0.06325
NGLY1	-0.50775
NCBP2	-0.40575
C17orf42	-0.0351666666666667
GPSM3	0.732375
SIL1	0.659666666666667
ASB6	-0.312
SMAD5OS	-0.7255
UNC93A	-2.62425
A1BG	0.075
C21orf62	0.3085
FMO5	-0.131833333333333
ATRIP	0.643333333333333
CEBPG	0.268
C7orf38	-0.6825
TNFRSF1B	1.1735
CLEC1A	1.7365
IQSEC1	0.305375
PATZ1	1.7592
RBM22	0.708125
BAG2	-2.20533333333333
PAQR5	0.433333333333333
C9orf127	0.1403
THNSL1	-0.8655
SHROOM3	2.0941
JAM2	1.4095
SNRPN	-1.30725
ALX4	0.092
CACNA1S	0.2565
FAM130A1	0.78925
CORIN	0.6505
CD300LB	0.9675
PLEKHG6	0.913
LRRC40	-0.9005
PCLKC	-1.19775
PCDHB16	0.177166666666667
WNT2B	0.243666666666667
ASNS	-1.174
MRPL49	0.848375
FLJ46111	2.192
ISG20	1.98125
SMU1	0.094
CASZ1	0.649
POLR1D	-0.34
GIN1	-0.075
SNAG1	0.235833333333333
ANKRD29	-0.8455
CDKN2AIP	-0.602
KRR1	0.50075
CXCL1	-2.12716666666667
EPM2A	-0.6328
PC	-0.331666666666667
DEFB127	0.5415
PDZRN4	0.781333333333333
FAH	0.252
OR51E1	1.236
CDC2L6	-0.3025
DNTTIP1	-0.05
PAX8	0.019
TMEM116	-0.516
C1orf150	0.0035
PRO2012	-0.05025
MRPL40	-0.247666666666667
BEX1	-2.2947
SLC2A4	-1.2165
PKMYT1	-0.29325
FEZF2	-0.0478333333333333
SLC26A9	-0.751
MAP2	-0.213083333333333
LYL1	-1.152
SLC25A19	-0.142833333333333
NOS3	0.081
ZNF34	1.29783333333333
TMPRSS11F	-0.16775
FAM43A	0.24025
FCRL4	0.480166666666667
KLF14	0.003
FLRT2	-0.424166666666667
WRN	-1.11225
SDF2	0.7796
KRT8P12	1.8885
C6orf195	0.00700000000000001
C9orf125	-2.05683333333333
DZIP3	-0.156375
RIT1	-0.493916666666667
SCML1	-1.38766666666667
RHBDF2	0.158625
OR2G3	-0.0285
REXO1L1	0.3405
MAP3K7IP3	-1.197125
C3orf57	-1.22725
FBXW11	-0.432333333333333
ETAA1	-0.817
C14orf131	-0.7415
AKT1S1	0.63575
SLC12A5	0.147125
C9orf164	1.216
NRIP3	-0.740375
NOS1AP	-0.77175
TMEM121	-0.32625
SAP30BP	0.6928
DGCR6	0.872
WDR76	-0.3925
FAM82B	0.20625
LOC606495	-0.3005
MAP9	1.96041666666667
BCDIN3D	0.625
CXorf36	2.85933333333333
DSCR3	-0.3711
ZFAND3	0.532
C7orf43	0.499666666666667
SPSB3	0.6787
C19orf19	0.2795
FAM133A	-2.71825
C12orf25	0.404
SLC39A3	-0.39475
DISP2	0.04275
PI4KAP2	-1.384
MKRN3	-0.318
ADAMTS13	-0.879125
CBLN3	0.1316
TTYH1	-1.40533333333333
C3orf18	-0.4915
FLJ13236	0.47175
ZMYND12	2.101
C18orf25	0.51825
GLB1L3	-0.5855
ATP13A5	0.0255
RANBP10	0.255
CD96	0.3968
DENND1C	0.786
RBMS3	0.0844
SLC41A3	-0.348166666666667
DGCR6L	0.79425
TMEM128	0.319166666666667
CSNK1G3	0.542285714285714
MOBKL2C	0.994625
TSPAN6	-2.2105
MATN2	-1.0225
MSL2L1	-0.418333333333333
ST6GALNAC2	2.51683333333333
FGFBP2	0.144875
FGL1	-6.91433333333333
MPP3	-0.511833333333333
ARHGEF6	0.424333333333333
TGFBR2	0.587875
ACMSD	-0.37275
IL33	3.74775
C9orf5	-0.27775
DEAF1	0.2714
AMN	0.4155
DEFA6	0.012
RNF212	-1.6645
METT5D1	-0.124
CIB1	0.2929
TSSK1B	0.03375
KIAA1727	1.20325
ZNF680	1.17783333333333
LOC399900	-0.66
LOC152217	-0.03725
CTNNAL1	-2.979
CIT	-1.07366666666667
TLE6	0.02
ZNF607	-0.24725
HERC4	-1.146
DRAP1	-0.4786
PEMT	0.35175
C10orf111	-0.3695
ZNF575	0.543625
KCTD7	-0.222
MYO1F	0.957375
LOC285382	1.6095
RAB11A	0.8284
PLCD3	-0.447
C15orf28	-0.14175
PTBP2	-1.09525
CTB-1048E9.5	0.076375
C19orf60	-0.505
C7orf25	-0.1405
SETD7	0.9935
HOXB9	-4.809
VANGL1	-0.6771875
CHAF1B	-0.88325
NDUFA3	0.7105
KIAA1328	-0.150833333333333
SHARPIN	0.631875
TTC23	-0.97025
UGP2	0.0355
ANKIB1	0.3361
CIRBP	1.44328571428571
SEC14L4	-3.08683333333333
OVCH1	0.2135
VPS52	0.249
FAT	-0.417125
M6PRBP1	-0.25775
GPRIN3	2.0635
PPM1F	-0.557666666666667
TSR1	-0.06775
CCDC85A	1.15275
PCSK5	0.72225
ZFHX3	0.4865
HEMK1	-0.3234
PGBD2	-0.4235
RSRC2	0.0483333333333333
AURKC	-0.711333333333333
SCRIB	0.185625
ORM2	-4.52033333333333
FAM115A	0.000499999999999995
FZD6	0.291125
UNC119	-0.0175
GPX3	-0.3985
NOV	-1.362125
CABC1	-0.59975
CDC42SE2	0.5039375
EIF2S2	-0.179
RNF130	0.61775
CKAP5	-0.385833333333333
RP11-413M3.2	0.92575
C10orf18	0.3343
TMEM93	0.4085
DYX1C1	0.847
KCNMB2	-1.8055
ANK3	2.167
KRT5	-2.0647
CDH12	-1.149125
QRSL1	-0.3055
JUB	1.3125
SHC4	-2.82325
CCL15	2.04383333333333
CCDC22	-0.67625
SNX24	0.469
RARS	-0.561
MORC2	-0.191625
FAM48A	0.4355
MT1H	1.051
PPP1R14C	-3.14816666666667
FOXD1	-0.289714285714286
C1orf213	-2.544
AMT	-2.1243
DSN1	-0.521
PTPLAD2	1.5105
DIS3L	-0.58
RASL11A	0.113
GPRC5B	-0.24475
FRMD7	-0.0705
STRN4	1.061
KITLG	-0.101090909090909
HDGF	-0.33825
OR1S1	0.0265
SETX	0.2774
DDR2	-0.305375
KCTD12	1.918
LYZL2	1.242
WDR52	-0.4755
TMEM2	-0.00387499999999999
ZNF579	0.610666666666667
LOC200810	-0.2335
TNFSF9	-1.5795
PPFIA4	-2.68025
CNIH3	0.947333333333333
MAP4K4	-1.20821428571429
ROD1	0.191428571428571
ALS2CR12	-0.405666666666667
DOCK3	-0.900333333333333
PAQR9	-3.9545
ASB17	-0.0466666666666666
STX16	0.372
FEZ2	0.320666666666667
DLAT	-0.137833333333333
KIF21B	-1.07216666666667
CDC5L	-0.4245
TMEM119	1.44816666666667
CRIP3	-1.5225
TPSD1	0.723166666666666
TEPP	0.113
GNGT2	1.3135
C21orf121	-0.00525
WNK1	-0.19775
FLJ10490	0.5526
OR51B5	-1.9885
LOC203547	-0.99825
HAS1	-0.388
PPA1	0.329333333333333
ST7	0.07875
C11orf46	0.31
POPDC3	-3.43033333333333
ACOX2	5.5035
ATCAY	-0.239
TM4SF19	0.61225
MFSD9	-0.063
PDHB	0.605
ERN1	0.40675
LCE3C	0.3555
GPR111	0.2985
NOTCH3	1.41366666666667
ADAMTS5	1.1615
B3GALT1	-1.5665
UGCGL1	-0.0845
FAM58A	-0.238666666666667
FBXO32	0.337
CLPP	-0.15875
NXPH1	4.0705
MTMR3	0.927833333333333
ATP1B3	-0.818
TMEM16A	3.80925
HIST1H3F	-0.0606666666666667
TRIM25	0.336166666666667
SDCBP2	1.248
CRKL	-0.479
HOXB2	0.832333333333333
ANP32B	-0.280875
GATM	3.252
AP4E1	0.097
EDG5	0.188375
CDKN3	-0.762
CDH4	-1.97825
PGD	0.565666666666667
RND1	0.8635
GAD1	-3.3662
MPG	0.189
LOC440350	-0.4235
ZNF133	-0.3045
SERPINB12	0.2955
AMELY	-0.408333333333333
DHX36	-0.578
TNFAIP8L2	3.01033333333333
PHTF2	0.119166666666667
CCDC112	-1.323
IQCC	-0.04975
HEYL	2.83333333333333
FTSJ2	-0.298166666666667
APPL1	0.381625
RAB43	0.420642857142857
OR10G2	-0.1645
WAC	0.405166666666667
ADCY9	0.08075
RUNDC2B	0.0788333333333333
PYCRL	1.281
AGPAT7	-0.345833333333333
SLC22A9	-0.742
CDKAL1	-0.1385
PDYN	-0.0981666666666666
C20orf74	-0.39525
MTMR11	0.33975
VAV3	2.10141666666667
DAPL1	-0.28025
STXBP3	0.08825
EIF3G	-0.4475
ARHGAP22	-1.25275
NPFFR1	0.2125
NPC1	-0.3195
ALDH9A1	0.667166666666667
ZNF600	0.801125
ZNF678	0.151833333333333
RASSF1	0.3765
ADD2	-2.325375
PITPNB	0.380875
PKD2L2	-0.02675
LRP11	-0.722
CDKL1	-0.4175
SMEK2	0.335
PRODH2	-3.16133333333333
C11orf54	0.615333333333333
SFRS11	-0.676
IL7	-0.282666666666667
ALS2CR16	0.27675
BTG3	-0.943333333333333
PAK2	-0.00166666666666667
RP11-679B17.1	-0.438
GATA4	-1.58766666666667
ATP2B1	-0.016
LOC130940	1.87
C1orf172	2.3785
ATF7IP2	-0.42975
SLC25A43	0.4445
CENTG3	0.0956666666666667
IGF2BP1	-3.7357
FCHSD1	0.3985
CAMK2N2	0.528
ELAVL3	-0.0297
NBPF15	-0.391
UBE2J2	0.11075
GNL2	-0.895
PRR3	-0.0566000000000001
NLF2	0.821
OR4F6	0.056
KLHL24	-0.0678333333333333
CCDC88A	-1.4481
SGPP1	-0.0423333333333333
C10orf11	-0.150833333333333
SLC35B4	-1.14766666666667
UGT3A2	-1.24
ARNT2	0.6551
CBR1	0.052625
ITPR3	0.379833333333333
TRAPPC6B	1.0168
AMZ1	2.0645
ARP11	2.05225
WDSUB1	0.31
APBA1	0.078
RAB2A	0.9541
C6orf162	-0.389375
HPSE2	0.8655
PLCE1	-1.37775
INSL3	0.623
DLG1	-0.5901
PTPLA	-1.98675
PIGX	0.02525
TFIP11	0.183166666666667
FIBIN	2.1325
POLR2G	-0.1825
GRAP2	-1.1274
DNAJB8	-0.044
CNBP	0.153666666666667
WASF1	-1.3145
INPP5E	-0.7184
HSPB1	1.440125
TMEM167	-0.5355
CUBN	0.0325
IGF1	3.3569375
ITPK1	1.1613
NAALAD2	-1.03225
G3BP1	-0.1093
NT5DC1	0.086875
CYP39A1	-0.409
TMEM139	0.85375
POLK	-0.5234
GLULD1	-1.07175
RBM15	-0.582333333333333
AMZ2	0.365
GDF15	-2.12016666666667
MESDC2	0.10525
INCA	0.7185
ACY1L2	-1.3775
GZMM	0.539666666666667
PAIP1	-0.122
CACNA2D1	0.6245
STK32C	-0.269833333333333
SH3BP4	1.05383333333333
DEC1	0.061
PADI1	0.1905
UBB	0.8534
PON3	-2.11683333333333
PROP1	0.546
ANKRD13B	-0.372
ADCK1	-0.2685
TCF25	0.452666666666667
SLC38A5	-2.95825
CXorf26	0.186833333333333
C19orf39	0.89725
PPP1R13B	1.2105
ARL2	-1.019
TCL6	0.136333333333333
TOP3A	0.1715
SLC16A14	2.846625
FXYD6	1.102
HIST1H4E	-0.4415
BBC3	0.206578947368421
UNC5A	-0.0266666666666667
FAM86C	-0.0919
PI4KB	0.172625
B3GAT1	-2.9055
SUSD2	1.86616666666667
OAZ2	-0.714666666666667
NOC4L	0.46175
C10orf12	-0.096
FADS1	0.0658333333333333
LOC144097	-0.00400000000000001
DKK2	1.79666666666667
KIAA1949	-0.12875
RHOT1	-0.0304
OXT	0.734833333333333
GPR153	0.563
ARL4A	-1.66816666666667
SAAL1	-1.11225
CCDC64	0.1905
USE1	-0.633
HNMT	0.588166666666667
PCGF3	0.1298125
CYP2C19	0.02125
C20orf4	0.682
CCDC11	0.11225
ACSBG2	-0.14675
RWDD2A	0.65325
PALLD	1.73025
CPLX4	0.1295
LOC492311	-0.12675
KPNA2	0.371
MACROD1	0.1253
