Hybridization REF	TCGA-B6-A0IG-01A-11R-A034-07
ZNF434	0.761666666666667
SMARCD1	-0.370166666666667
ZFP106	-0.196
ZNF347	0.6279
GTF2E1	-0.79075
RY1	-0.1485
ATAD2B	0.94075
ARHGAP17	0.3574
KCNIP3	-0.77025
SFPQ	0.053625
GFRA4	0.633333333333333
AKR1B10	-4.129
TIGD6	1.1555
RGS16	2.405875
URB1	-0.2025
OR4C46	0.420166666666667
TOP3B	-0.9395
NFATC4	1.5615
CA14	-2.90025
BMPR1A	0.351666666666667
SNRP70	-0.38625
PRL	-0.0325
C6orf130	-0.34175
STAG2	-0.32525
CD55	-1.13385714285714
RPS23	-0.837
SSX2	-1.627
FDPSL2A	-0.96675
FBXO27	-0.033875
SYNGR3	-0.914
TMSL3	1.38525
EML1	-0.432
NUP93	0.0338333333333333
SMAD3	0.158
KIAA1189	1.20733333333333
HNRPUL2	1.68266666666667
TBC1D12	0.947166666666667
C16orf24	1.8495
MRVI1	1.2195
ZNF581	-0.301833333333333
ELOVL3	-0.2855
OR51Q1	0.07125
CACNB3	3.05266666666667
GALNT13	-1.620875
C10orf84	1.994
NEDD4	-0.4227
SPO11	1.5555
OR5AU1	0.3995
NEK4	-0.0798571428571429
PRKAR2A	-0.531166666666667
IHPK1	-1.10233333333333
ATP6V0B	0.299625
CACNA1E	1.375
CEACAM8	1.16366666666667
PEX14	-0.004
FLJ12993	2.8815
ZBTB38	-0.362666666666667
PCTK2	-0.353833333333333
LRRC16	0.4776
FBLIM1	0.203
FYCO1	0.157
RP5-1022P6.2	-0.583416666666667
CMTM1	1.28933333333333
PLTP	-0.679
RAPH1	0.658375
DOCK8	1.08475
EZH2	-1.09973333333333
SLC25A1	-0.740666666666667
PLEKHB1	-0.2147
GRB7	3.4384
ZFP37	-2.063
MRPL33	-1.15125
PELO	-1.2015
ARMC1	-0.577090909090909
C9orf27	0.222375
FLJ25778	0.488
C9orf37	-0.989166666666667
TMEM66	0.46225
SPRN	0.115
HBEGF	0.176
PI4KA	-1.049
LEPRE1	-0.6255
POU2AF1	-1.5825
MRPL12	-1.00533333333333
REP15	0.5665
ZC3H3	0.984
RASAL1	1.116
DDAH1	0.035
ACBD5	0.57975
TMC2	0.396
CCDC137	-1.564
SAMD13	0.933833333333333
UGT2B15	-1.55083333333333
TIPARP	-1.809
DNASE1L3	0.87025
TRIM72	0.4175
DBX2	0.85325
IPO8	-0.07
C21orf88	-1.0642
MAP3K14	-0.553
LOC51233	0.597
GGTLA4	1.4345
PDE6D	0.0125
ZNF117	-0.0035
CLK2	-0.614375
NKRF	-0.71725
TNFSF15	0.984
DUSP2	-0.154125
SECISBP2	0.484
GABRR2	-0.7965
PPAP2C	1.916
LOC51145	0.0861666666666667
PAG1	-0.923
PIK3C3	0.15975
GNG10	-0.5875
APOL4	0.785333333333333
ANKRD28	-1.5795
STMN3	-1.6461
RAB14	0.6439
CDK2AP2	1.57525
HDDC3	0.10175
COMMD7	0.89075
CXXC1	-0.5465
HMCN1	-1.479
CD40	-0.44875
DYNC1LI2	0.39875
GDI1	0.488
LOC646938	0.077
VSNL1	-2.17333333333333
PIH1D1	0.193333333333333
RAET1G	-0.171
KRTAP5-9	0.453
EFTUD2	-0.93525
ZNF311	0.415166666666667
ATP6V1G3	-0.24525
OR2W3	0.7155
SCN4A	0.363
MED10	-1.8975
FAM135A	-2.0829
ARHGAP4	-1.91325
EHMT2	-0.71575
UFD1L	-0.9735
ERMP1	1.32475
MAG1	-2.44233333333333
THAP8	1.0785
HACE1	-1.775
FAM82C	0.865833333333333
C3orf20	-0.0835
UNC84A	-0.314666666666667
SCD5	-0.181
LASS6	2.479
LSG1	-0.645416666666667
MAL	-4.67475
GPR22	-0.8525
WDR5B	0.058
ACTRT1	-0.476
C17orf60	-1.01283333333333
GRIN2C	0.1404
ARMC8	-0.7065
SLC47A1	-2.845
DMPK	0.6225
DHRS13	0.2345
SMC1A	-0.275166666666667
KRTAP17-1	2.80025
SMYD5	-0.438
TUSC2	-0.483875
CRHR2	0.6
KIR3DL2	0.9345
CCDC104	-0.1555
ATP2C1	-0.347125
CROT	0.3315
PABPC3	0.378333333333333
EGR1	1.32166666666667
THSD1	0.22925
KHK	-0.3815
SLC12A2	2.152875
CD58	-1.628
STOX2	-1.48166666666667
CCDC76	-1.3484
CCDC48	5.288
DNAH1	0.0366666666666667
ZIC4	-0.971625
OR1G1	0.226
PSMC6	-0.673166666666667
PROKR1	0.4
ABCB1	-0.793875
TRAT1	-1.83425
LLGL1	-0.138
MTF1	0.39975
USP54	0.59375
PAGE2B	-2.197
ITGB7	-3.5815
CCDC81	-0.9125
LOC149837	0.77575
SCUBE1	0.525
ZSCAN10	1.1185
HUWE1	0.165285714285714
CDH17	0.9125
CD180	-0.08925
IL17A	0.2925
TMPO	-1.8755
KIAA1524	-1.51233333333333
HDGFRP3	0.549333333333333
OXCT1	-2.90254545454545
RRAS2	-1.4135
LTBP2	2.4244375
SV2B	0.734333333333333
CYP2A6	2.407
PKD1L2	-0.821166666666667
PPM1M	-0.3635
FLJ22662	2.1045
ZNF502	0.09725
GP6	-0.66625
CRYBA2	-0.88425
LEF1	-2.798
CTPS	-1.82028571428571
EYA1	-2.9655
EPS8L1	1.80575
MAPK14	-0.75825
SERPINB2	-4.557625
GTF2F2	0.1685
ZNHIT4	-0.254
PLA1A	-0.2135
C20orf114	3.75625
HPR	-3.751
C18orf2	-2.679
SATB2	-1.73725
KCNJ9	-0.013875
MGC157906	0.84
MOCS3	0.35525
C17orf71	-0.645833333333333
PPHLN1	0.4711
HIST1H2BN	0.313625
RAPGEF1	-0.27975
MAP3K8	0.112
DLG4	0.474
STC1	0.766083333333333
CDGAP	0.1765
DDX26B	-2.06775
LOC150223	-1.6085
CPSF3	-0.570166666666667
TMEM14A	0.366
MYH3	-1.8715
GPKOW	-0.063
SULT1A1	0.515166666666667
SPON1	2.6701
YY1AP1	-0.058
RAB23	0.1
PLA2G4A	-5.04475
MAPRE3	-0.118666666666667
ZNF516	-0.0345714285714285
GGPS1	1.36075
EXOC3L2	0.13625
C19orf42	1.2221
MAP2K2	0.175
HIST1H2BB	0.9215
RNF19B	0.425333333333333
C6orf128	-0.0883333333333333
TLR8	1.03975
PCDHA9	0.7555
CARS2	0.516875
CLUL1	1.7585
RHAG	-3.70716666666667
UNK	-0.2115
EXOC8	0.3322
C9orf95	0.562
C14orf143	0.114833333333333
MAML3	0.155625
LDHA	-0.6865
MRPL20	-0.44625
KLHDC6	0.138166666666667
ATP5S	-0.701333333333333
C8orf55	1.18
PHF19	-1.925
KRTAP13-4	0.9535
TTC5	-0.23075
XKR5	-0.32025
SILV	-4.332
TEX28	-0.414
TCTN1	1.046
CX40.1	0.389
PPP2R5C	0.0235
C12orf30	-0.7485
CAPG	2.768
MPZL1	0.77625
ARSB	-1.44333333333333
TDH	-2.25875
WASF4	0.06975
TSSK3	-0.6612
7A5	1.397
CRISPLD1	-0.343375
MAD1L1	-0.162
SPIN4	-0.3965
AMPD1	0.8225
DPYSL5	0.096
INPP1	-0.728
ANKRD11	-0.452277777777778
NPAS4	-0.091375
GCET2	0.1383
RNASE9	0.274
GUCY2D	0.698166666666667
CCDC98	-0.2655
FGF4	-0.157125
CPM	-1.55366666666667
SLC26A4	-2.401
PLD5	0.137333333333333
FAM59A	1.025
FBXO5	-1.46744444444444
SIPA1L1	0.328375
DPYS	0.416
ATG4D	0.408
TGM3	1.7745
MTCH1	-0.242125
HK1	0.534071428571429
CDC26	-0.01075
GALNT12	-1.3955
LOC339229	-0.779
MRPL35	0.065875
ORC4L	-0.437875
TNKS	-0.529285714285714
C2orf24	1.03266666666667
ZNF553	1.1815
GGTLA1	2.5322
ZNF497	0.67725
CDY1B	-0.39725
SLC30A4	0.91925
TUB	-1.304125
ARHGEF18	0.039
ARRB1	0.37175
KCNK1	1.310375
EREG	-2.574
SCAMP5	-0.7545
RUNDC3B	2.06775
ADAMTS20	-0.56825
IL17RB	-1.14275
FLJ20323	-0.31975
MCAM	0.063
POLR3E	-0.313333333333333
AQR	0.8305
IPMK	0.173
CDCA7	-1.9255
CAMP	2.298
GRHL3	2.31625
ADAMTSL2	0.826833333333333
CLMN	2.38716666666667
SSTR3	0.594
MAGEA5	-1.943
OVOL2	4.461
JMJD1B	0.5955
RBL2	0.5327
PYGO2	1.24025
PPP1R10	1.1185
CSE1L	-0.906333333333333
LCA5	0.853
RDH16	0.279
ASRGL1	2.653625
TOM1	-0.319833333333333
PTX3	-5.9565
TTC15	0.8305
SCGB3A1	2.786
MRPL50	-0.384
RCAN3	1.282625
SLC26A11	0.8015
STYX	0.412333333333333
CINP	0.22825
MARCH7	0.22675
PFKM	-0.539166666666667
SGMS1	0.597666666666667
RIOK3	-0.5448
C1orf110	-1.1985
CES7	0.13
LOC440248	-0.964
PPP1R12C	-0.14625
C10orf27	0.618
ATG9A	-0.13325
MRPS26	0.9525
TMEM40	0.70175
ELP3	-0.2546
ZNF787	0.9101
HIAT1	-0.830625
C8orf34	0.647833333333333
MGC4655	0.3651
PELI1	-0.505833333333333
PPT1	-0.00500000000000001
SLC35C2	-0.438833333333333
C6orf125	-0.00525
MUC4	-1.397
RFC4	-2.44914285714286
GNB2	0.577
NUP50	-0.112285714285714
SULT4A1	-1.0525
C7	2.35675
CCDC130	0.00316666666666666
ARRDC4	0.66525
RQCD1	-0.45225
GLYCTK	-1.64675
AYTL2	-1.08718181818182
MTUS1	0.9255
LEMD3	-0.704666666666667
PLEKHF2	2.52
HOXA7	-0.808875
GTF3C2	-1.7085
DYNLRB2	2.6815
CNOT10	-0.59275
MR1	0.2005
FFAR1	0.39775
PRIC285	0.507
SLITRK6	2.847
LIX1	-2.5942
UBE1L2	-0.00425000000000004
F8	-0.082125
ACHE	0.281666666666667
KPNA5	-0.28875
TNFRSF12A	-0.703333333333333
EGR3	0.7885
SERPIND1	-2.927
OASL	4.5215
IFRD1	-1.535375
WDFY1	-0.272
ZNF267	-0.189125
ACCN5	1.32
ZBTB6	0.78775
PPP1R3A	-0.3625
PRRT3	2.37325
FBXL19	-0.1165
TXNIP	0.550857142857143
ACTN2	-0.784
ATG9B	-0.01075
C9orf117	0.316875
IL27	0.4065
RPL36AL	0.322166666666667
KLK15	0.33775
CHAD	2.6545
RAP2B	-1.074
HEBP2	1.6725
ZNF342	2.1015
CAMK2G	-0.3235
TLR3	0.55425
FGF14	0.93625
HMGB2	-0.620125
TRPM5	0.2345
OR5M11	0.167
KIF3B	0.750473684210526
PRICKLE2	1.5095
MTMR9	-0.343875
C3orf27	0.2375
GLRA3	-1.50766666666667
NSDHL	-0.2365
TMEM32	-0.71625
POLR2D	-0.3545
MYADML	0.397
C9orf114	-0.438
MRGPRX1	0.1085
TOPORS	0.6865
CLDN19	-0.449
C1QL4	-0.0705
RNF165	-0.2425
DHRS9	-1.3405
DNAH2	-0.464
FXR1	-1.90283333333333
ZMYM3	-0.303875
CASP3	0.225666666666667
FAM120C	-0.399
SCLY	-1.63625
CA7	-0.545
ENTPD5	1.38833333333333
ZNF461	-0.00462500000000003
PDIA5	-0.361
C1orf19	-0.817
TMEM67	-0.51575
KCTD20	-0.37125
WDR47	-0.0385
FLJ38723	0.829
KLRF1	-0.0898333333333333
TAS2R16	0.5635
CLDN12	0.59
PRKCE	0.731
UBXD4	-0.832
ITGAM	1.486
GLT8D3	0.229625
WDR31	0.9641
RGS2	0.565
OR51L1	0.669
MST1R	0.443
KIAA1737	1.452
OR4A5	1.8695
GLIS1	-1.28466666666667
PTMA	0.846357142857143
NAPA	1.276
PRDM11	0.4775
LIPF	-0.608
DIRAS3	0.00650000000000001
ASGR2	-3.90975
C1QTNF4	0.205
PIK3R4	-0.5645
ARMC3	1.1355
NDUFV3	-0.233416666666667
BTBD3	-0.559333333333333
PPP1R2	-0.316333333333333
UBE2NL	-0.55175
FOSL2	1.30742857142857
FAM119A	-0.370333333333333
TUBA4A	0.0531
KRTAP12-1	0.28
SFRS2	-0.76075
RHPN1	0.848
EEF2	-0.1245
ZDHHC11	-1.27583333333333
EPHA3	-1.7581
RBM12	-0.71175
H2AFJ	0.229416666666667
EDIL3	0.174
KIF26A	0.23
SERGEF	0.5765
B3GALT4	2.46575
LOC90925	1.28883333333333
OSCAR	0.29925
NPFF	-1.013875
DEDD	0.708875
TMEM155	-1.155
PTPN1	-0.057
SCYL2	-0.470666666666667
SKAP1	2.71225
LEAP2	-3.6495
GADD45G	2.3293
IFITM3	1.5035
PILRB	-0.940333333333333
SLU7	0.173375
DSC3	0.805
DNMT3L	-0.90825
PAPD5	0.088
B3GNT3	0.680333333333333
LHCGR	-0.255
MSL-1	3.28125
UBE2S	-1.43175
SAP130	-0.15925
ANAPC11	-0.14
MAGED4B	-1.624
ATP6V1B2	-0.6705
C14orf179	1.21025
CAPZA1	-0.3905
CDYL2	1.08216666666667
GLRX3	-0.524333333333333
LOC136288	-0.0616666666666667
MOBKL1A	-0.4945
HTR2B	1.4305
CRYGD	-0.1345
NUS1	-0.086
PGRMC1	0.0235
MYOM2	-0.15675
FLJ39653	-1.65716666666667
CHM	-0.7249
OR5M8	0.1685
ZNF619	-0.0855
FAM105A	-0.967
CCNL1	-1.694125
NAP1L3	-0.80525
C10orf57	1.56033333333333
B3GALNT1	0.906833333333333
CSN1S2A	-1.007
TCP10L	1.38175
GDAP2	-0.312625
DMKN	0.444666666666667
COX6B1	0.49
DNASE2	0.469
MSH5	-1.64175
LGMN	-0.029875
USP31	0.0533
OR13C8	0.8335
SDCBP	-1.2641
NUDT11	-2.79883333333333
PYGL	-0.0296666666666667
SNPH	1.63083333333333
B3GNT4	-0.1725
MIZF	-1.1067
NUBPL	-0.879625
NOD1	0.507
CDH22	0.906375
NUBP1	0.656833333333333
DSCAM	-3.79925
DGKI	-0.551
FAM136A	-0.32025
AKAP1	-1.33033333333333
SLC16A6	0.23475
RIN3	-0.57725
PSG2	0.0505
DIP2B	0.796166666666667
PSORS1C1	0.5249
KIAA0495	-0.5125
FLJ90709	-0.776166666666667
LPA	-0.106
PIGA	-0.461333333333333
LY75	2.009
UTS2	-5.89683333333333
RREB1	0.53125
GALNACT-2	0.154
MGC3196	0.94675
FLJ31568	-0.266
LPHN1	-0.358625
SP1	0.47075
TOX4	0.499
HSPA9	0.1481
APOBEC1	-0.4505
SLC35E4	-0.94525
LSM5	-0.88325
SURF1	-0.38725
ZBTB1	-0.44025
GTF2F1	0.2095
RPS15A	0.618642857142857
DUSP21	-0.229166666666667
GINS4	-1.92616666666667
MYO15A	-0.32
GIMAP7	2.83375
MGC13379	1.6835
ATP6V1E2	-0.935166666666667
UTP3	-0.13275
HNRPA3	-0.3498125
MT4	0.0555
C14orf155	0.47275
U1SNRNPBP	0.807
CKLF	-0.671166666666667
PLEKHN1	0.54
MBNL1	-1.19783333333333
NUP160	-1.97425
ACSM2A	-1.17725
LOC129881	0.59175
KIAA1529	-0.074
FLJ22639	-1.65175
HAND1	-1.1525
GSX1	0.3205
FGA	-3.9118125
SERPINB1	-0.4845
ZNF642	-0.28625
IGFBP1	-8.063125
SLC1A1	0.07475
DHX57	-0.368125
ZNF766	0.6735
PTPN21	-1.0786
GDPD3	-1.31266666666667
PNPLA5	0.4425
TBR1	-0.429166666666667
FAM116A	-0.59525
IQGAP1	0.63625
FOS	0.983
ZNF226	0.144
FIGNL1	-0.300666666666667
C14orf1	0.268166666666667
ZMYND17	-0.0105
PUS7	-0.8035
TUBB6	-1.027
KCNQ2	-0.8425
MARCH6	-0.518083333333333
CCDC33	0.6915
PRODH	2.03425
RBM11	-1.159
EPHA6	0.0462857142857143
SLC43A1	-0.7545
LOC196541	-0.187125
NTN1	0.305666666666667
ING4	-0.68325
PCDHB10	0.1815
DPH2	-1.74216666666667
SPACA4	0.516
FBXL21	-3.068
DIAPH1	-0.461166666666667
ZNF71	0.816
CEP76	-0.3365
CORO1A	-1.53925
RRM2	-2.09
EDG4	1.0515
OS9	0.123833333333333
SLC4A1AP	0.1225
COG5	-0.5155
COPS8	-0.34025
NGLY1	-1.74725
NCBP2	-0.881875
C17orf42	-0.3005
GPSM3	0.712875
SIL1	1.429
ASB6	-0.36875
SMAD5OS	-0.436
UNC93A	-2.757125
A1BG	0.768333333333333
C21orf62	0.064
FMO5	1.54175
ATRIP	0.103333333333333
CEBPG	-0.310833333333333
C7orf38	-0.270166666666667
TNFRSF1B	0.12
CLEC1A	0.831833333333333
IQSEC1	-0.236875
PATZ1	1.0262
RBM22	1.2715
BAG2	-3.2435
PAQR5	-2.56616666666667
C9orf127	1.948
THNSL1	-1.006
SHROOM3	1.8205
JAM2	0.28275
SNRPN	-1.48225
ALX4	-0.0725
CACNA1S	0.018
FAM130A1	0.7165
CORIN	1.3785
CD300LB	0.7505
PLEKHG6	0.486
LRRC40	-1.69825
PCLKC	-1.056
PCDHB16	-0.868
WNT2B	-0.554
ASNS	-1.94522222222222
MRPL49	1.194875
FLJ46111	-1.123
ISG20	1.442375
SMU1	-0.463
CASZ1	0.565
POLR1D	-0.3315
GIN1	-1.19475
SNAG1	-1.17533333333333
ANKRD29	-2.09725
CDKN2AIP	0.335
KRR1	-0.65675
CXCL1	-3.4435
EPM2A	-0.1861
PC	0.249
DEFB127	-0.4235
PDZRN4	0.266833333333333
FAH	1.6655
OR51E1	1.845
CDC2L6	0.6715
DNTTIP1	-0.76275
PAX8	0.10825
TMEM116	1.1655
C1orf150	0.4005
PRO2012	0.34625
MRPL40	-1.25816666666667
BEX1	-3.6019
SLC2A4	-0.5865
PKMYT1	0.277
FEZF2	-0.165833333333333
SLC26A9	-0.99
MAP2	0.0551666666666666
LYL1	-1.69025
SLC25A19	-1.077
NOS3	0.279
ZNF34	1.5325
TMPRSS11F	-0.688333333333333
FAM43A	-0.87925
FCRL4	0.0238333333333333
KLF14	0.54825
FLRT2	-1.45583333333333
WRN	-0.48475
SDF2	0.4758
KRT8P12	-0.67475
C6orf195	-0.6465
C9orf125	-1.913
DZIP3	-0.589625
RIT1	0.180083333333333
SCML1	-0.945
RHBDF2	-0.314375
OR2G3	-0.204
REXO1L1	0.459
MAP3K7IP3	0.26025
C3orf57	-5.24775
FBXW11	0.059
ETAA1	-0.546
C14orf131	0.1702
AKT1S1	0.236
SLC12A5	-0.194625
C9orf164	1.53825
NRIP3	-1.074375
NOS1AP	-0.71275
TMEM121	2.33525
SAP30BP	-0.5828
DGCR6	-0.2155
WDR76	0.1795
FAM82B	-0.332333333333333
LOC606495	-0.887
MAP9	2.09166666666667
BCDIN3D	1.3935
CXorf36	2.72166666666667
DSCR3	-0.2732
ZFAND3	0.799375
C7orf43	0.408666666666667
SPSB3	0.7964
C19orf19	0.48475
FAM133A	-3.96442857142857
C12orf25	0.299
SLC39A3	0.04375
DISP2	2.719
PI4KAP2	-1.9835
MKRN3	-2.29616666666667
ADAMTS13	-0.379375
CBLN3	0.3247
TTYH1	-0.0365
C3orf18	-0.49125
FLJ13236	1.082
ZMYND12	2.4425
C18orf25	0.861125
GLB1L3	-1.2235
ATP13A5	0.1175
RANBP10	0.64575
CD96	-1.4381
DENND1C	-0.89725
RBMS3	0.2611
SLC41A3	0.0561666666666667
DGCR6L	-0.309
TMEM128	-0.325
CSNK1G3	-0.464214285714286
MOBKL2C	0.431625
TSPAN6	-0.274625
MATN2	-1.4387
MSL2L1	-0.454666666666667
ST6GALNAC2	1.11883333333333
FGFBP2	-0.555125
FGL1	-6.54333333333333
MPP3	1.0965
ARHGEF6	0.402666666666667
TGFBR2	-0.448375
ACMSD	-1.6785
IL33	1.29625
C9orf5	0.00716666666666667
DEAF1	0.2764
AMN	0.816
DEFA6	-0.144875
RNF212	-1.40125
METT5D1	-0.597833333333333
CIB1	1.1874
TSSK1B	-0.1445
KIAA1727	1.6835
ZNF680	0.407166666666667
LOC399900	-1.042
LOC152217	-1.16583333333333
CTNNAL1	-1.29
CIT	-1.38091666666667
TLE6	1.33275
ZNF607	-0.1175
HERC4	-1.13433333333333
DRAP1	0.759
PEMT	-0.507
C10orf111	-0.8295
ZNF575	1.255625
KCTD7	-0.1755
MYO1F	0.171625
LOC285382	0.432
RAB11A	1.2863
PLCD3	-0.68225
C15orf28	-0.35275
PTBP2	-1.40625
CTB-1048E9.5	-0.559
C19orf60	-0.026
C7orf25	0.387833333333333
SETD7	0.862625
HOXB9	-2.6485
VANGL1	-0.052125
CHAF1B	-1.0935
NDUFA3	0.182
KIAA1328	-0.104833333333333
SHARPIN	0.836625
TTC23	-0.341875
UGP2	0.202083333333333
ANKIB1	0.2209
CIRBP	1.66357142857143
SEC14L4	-3.1275
OVCH1	-0.14
VPS52	-0.0705
FAT	-1.5835
M6PRBP1	0.29575
GPRIN3	-0.3795
PPM1F	-0.8695
TSR1	-0.841
CCDC85A	0.4335
PCSK5	1.1715
ZFHX3	1.801
HEMK1	-1.2818
PGBD2	0.09575
RSRC2	-0.137333333333333
AURKC	-1.09733333333333
SCRIB	-0.225
ORM2	-4.191
FAM115A	0.5782
FZD6	1.125375
UNC119	-0.195833333333333
GPX3	-0.6089
NOV	-0.25775
CABC1	-0.726875
CDC42SE2	-0.97525
EIF2S2	-0.7145
RNF130	0.66425
CKAP5	-0.442
RP11-413M3.2	1.1285
C10orf18	-0.1137
TMEM93	-0.682
DYX1C1	0.257
KCNMB2	-2.376125
ANK3	0.585583333333333
KRT5	0.3574
CDH12	-1.487
QRSL1	-0.129125
JUB	-1.794
SHC4	-2.156625
CCL15	1.7635
CCDC22	0.34525
SNX24	-0.79525
RARS	-0.581
MORC2	0.747625
FAM48A	0.389
MT1H	0.037
PPP1R14C	-2.19083333333333
FOXD1	-2.03642857142857
C1orf213	-2.47975
AMT	-2.03
DSN1	-0.38375
PTPLAD2	1.01775
DIS3L	0.334
RASL11A	0.89375
GPRC5B	0.660625
FRMD7	-0.2515
STRN4	0.3315
KITLG	2.05559090909091
HDGF	-0.30625
OR1S1	0.9835
SETX	-0.1038
DDR2	-0.49875
KCTD12	-0.089
LYZL2	0.62
WDR52	-0.282
TMEM2	0.054625
ZNF579	0.976833333333333
LOC200810	0.4815
TNFSF9	-2.02225
PPFIA4	-2.2655
CNIH3	0.3505
MAP4K4	-1.075
ROD1	0.939785714285714
ALS2CR12	-0.571833333333333
DOCK3	-0.370833333333333
PAQR9	-4.449
ASB17	0.3546
STX16	-0.244375
FEZ2	0.269333333333333
DLAT	-1.06316666666667
KIF21B	-1.17933333333333
CDC5L	-0.16975
TMEM119	1.01366666666667
CRIP3	-1.0575
TPSD1	0.812666666666667
TEPP	0.6135
GNGT2	0.97325
C21orf121	-0.92375
WNK1	0.116
FLJ10490	0.6611
OR51B5	-1.828
LOC203547	-0.3475
HAS1	-0.363
PPA1	-0.676
ST7	0.713375
C11orf46	-0.0714
POPDC3	-3.68283333333333
ACOX2	3.00866666666667
ATCAY	-0.0537500000000001
TM4SF19	-1.68225
MFSD9	0.396166666666667
PDHB	-1.221
ERN1	1.398
LCE3C	0.196
GPR111	0.957
NOTCH3	2.019
ADAMTS5	1.2615
B3GALT1	-1.17025
UGCGL1	1.04133333333333
FAM58A	0.431333333333333
FBXO32	2.2045
CLPP	0.23375
NXPH1	2.19175
MTMR3	0.762333333333333
ATP1B3	-1.59325
TMEM16A	3.828625
HIST1H3F	0.932833333333333
TRIM25	-0.0355
SDCBP2	0.5665
CRKL	-1.239
HOXB2	1.02166666666667
ANP32B	-0.282625
GATM	-1.0585
AP4E1	0.211375
EDG5	0.55525
CDKN3	-1.1025
CDH4	-2.12875
PGD	-1.14966666666667
RND1	1.7185
GAD1	-3.3024
MPG	0.563625
LOC440350	-0.4305
ZNF133	0.32625
SERPINB12	0.1675
AMELY	0.0705
DHX36	-1.86175
TNFAIP8L2	1.56483333333333
PHTF2	-0.0777222222222222
CCDC112	-0.648666666666667
IQCC	-1.19375
HEYL	3.2465
FTSJ2	-0.0488333333333333
APPL1	-0.345
RAB43	-0.3115
OR10G2	-0.0905
WAC	0.4635
ADCY9	0.15775
RUNDC2B	0.322666666666667
PYCRL	1.0587
AGPAT7	0.00866666666666667
SLC22A9	-1.20216666666667
CDKAL1	-0.1485
PDYN	-0.939333333333333
C20orf74	-0.22875
MTMR11	1.5005
VAV3	3.66175
DAPL1	4.272
STXBP3	-0.791
EIF3G	-0.11225
ARHGAP22	-1.07825
NPFFR1	0.1815
NPC1	-1.044
ALDH9A1	0.955333333333333
ZNF600	0.247
ZNF678	0.345333333333333
RASSF1	-0.522
ADD2	-2.655125
PITPNB	-0.116875
PKD2L2	0.224875
LRP11	-0.0065
CDKL1	-0.5135
SMEK2	1.09925
PRODH2	-2.81116666666667
C11orf54	-0.519833333333333
SFRS11	-0.888833333333333
IL7	-1.6065
ALS2CR16	0.97875
BTG3	-2.51183333333333
PAK2	-0.739277777777778
RP11-679B17.1	-2.5205
GATA4	-1.54016666666667
ATP2B1	-1.3325
LOC130940	0.8965
C1orf172	2.71666666666667
ATF7IP2	-0.129
SLC25A43	-0.377
CENTG3	0.141916666666667
IGF2BP1	-3.4924
FCHSD1	0.294
CAMK2N2	0.7915
ELAVL3	0.0876
NBPF15	0.546166666666667
UBE2J2	-0.489363636363636
GNL2	-1.06525
PRR3	0.1214
NLF2	1.24575
OR4F6	-0.058
KLHL24	-0.473333333333333
CCDC88A	-2.8574
SGPP1	-0.107333333333333
C10orf11	0.930166666666667
SLC35B4	-1.241
UGT3A2	-0.76
ARNT2	0.6132
CBR1	-0.234875
ITPR3	-0.12
TRAPPC6B	0.2744
AMZ1	-1.1565
ARP11	1.6455
WDSUB1	0.39775
APBA1	0.526666666666667
RAB2A	0.4294
C6orf162	-0.273875
HPSE2	0.6895
PLCE1	-1.8575
INSL3	0.52625
DLG1	-0.9879
PTPLA	-4.08775
PIGX	-0.55175
TFIP11	-0.2215
FIBIN	2.5645
POLR2G	0.812
GRAP2	-2.3148
DNAJB8	-0.29625
CNBP	0.0165
WASF1	-1.8205
INPP5E	-1.2914
HSPB1	0.106875
TMEM167	-0.9923
CUBN	-0.54675
IGF1	2.080375
ITPK1	0.4747
NAALAD2	-1.51725
G3BP1	0.1865
NT5DC1	1.107
CYP39A1	-1.175
TMEM139	-0.379166666666667
POLK	-1.1778
GLULD1	-2.03675
RBM15	-0.628666666666667
AMZ2	-0.44075
GDF15	-0.545833333333333
MESDC2	0.25175
INCA	-0.280166666666667
ACY1L2	-3.054
GZMM	-0.712666666666667
PAIP1	-0.9045
CACNA2D1	-1.0695
STK32C	0.372333333333333
SH3BP4	1.3715
DEC1	0.031
PADI1	0.3905
UBB	0.021
PON3	2.5705
PROP1	0.7035
ANKRD13B	-0.0655
ADCK1	0.26275
TCF25	0.352
SLC38A5	-2.20475
CXorf26	1.15083333333333
C19orf39	1.29575
PPP1R13B	0.69625
ARL2	0.311
TCL6	0.5195
TOP3A	-0.8255
SLC16A14	2.63025
FXYD6	1.26166666666667
HIST1H4E	0.2735
BBC3	0.576
UNC5A	1.17433333333333
FAM86C	-0.1302
PI4KB	-0.010625
B3GAT1	-3.84175
SUSD2	1.08816666666667
OAZ2	-0.369166666666667
NOC4L	0.15175
C10orf12	0.9505
FADS1	-1.15866666666667
LOC144097	0.62025
DKK2	2.09433333333333
KIAA1949	-0.3945
RHOT1	0.2839
OXT	0.954666666666667
GPR153	0.98075
ARL4A	-1.44383333333333
SAAL1	-0.775
CCDC64	0.011
USE1	-0.0365
HNMT	0.311333333333333
PCGF3	-0.4685
CYP2C19	-0.402
C20orf4	0.367
CCDC11	0.163
ACSBG2	-0.04725
RWDD2A	0.96325
PALLD	0.7235
CPLX4	-0.487
LOC492311	0.59125
KPNA2	-1.52883333333333
MACROD1	1.2149
TMCO3	-0.170833333333333
C15orf52	2.23683333333333
BIRC5	-1.53113333333333
