Hybridization REF	TCGA-AR-A0TR-01A-11R-A084-07
ZFP106	-0.166
ZNF347	0.8063
GTF2E1	-0.15075
RY1	0.109333333333333
ATAD2B	-0.174375
ARHGAP17	-0.581
KCNIP3	-0.39325
SFPQ	-0.151
GFRA4	0.276
AKR1B10	-4.734375
TIGD6	1.94466666666667
RGS16	-1.525375
URB1	-0.171666666666667
OR4C46	0.761166666666667
TOP3B	-1.28725
NFATC4	-0.154
CA14	-1.9955
BMPR1A	-1.48783333333333
SNRP70	-0.500625
PRL	-0.133181818181818
C6orf130	0.569
STAG2	0.08575
CD55	-0.810857142857143
RPS23	1.4295
SSX2	-1.68733333333333
FDPSL2A	-0.5235
FBXO27	1.14725
SYNGR3	-2.30816666666667
TMSL3	0.40825
EML1	-1.3585
NUP93	-0.371
SMAD3	-1.1975
KIAA1189	-0.423833333333333
HNRPUL2	-0.1185
TBC1D12	1.15816666666667
C16orf24	0.91275
MRVI1	-0.0935
ZNF581	-0.2695
ELOVL3	0.09
OR51Q1	0.184666666666667
CACNB3	0.574166666666667
GALNT13	-1.705
C10orf84	0.975625
NEDD4	-0.4273
SPO11	1.002
OR5AU1	-0.0065
NEK4	0.949428571428571
PRKAR2A	-0.0428333333333333
IHPK1	-0.444
ATP6V0B	1.034875
CACNA1E	0.2515
CEACAM8	0.707
PEX14	0.0275
FLJ12993	-2.1755
ZBTB38	0.511083333333333
PCTK2	1.42483333333333
LRRC16	0.9205
FBLIM1	-0.0411666666666667
FYCO1	1.044
RP5-1022P6.2	-1.26641666666667
CMTM1	-0.197
PLTP	-1.76466666666667
RAPH1	0.4925
DOCK8	-0.00950000000000001
EZH2	-1.34806666666667
SLC25A1	-1.48283333333333
PLEKHB1	0.1966
GRB7	0.6817
ZFP37	-1.34475
MRPL33	-0.5725
PELO	-0.25225
ARMC1	-0.316
C9orf27	-0.0245
FLJ25778	1.063
C9orf37	-0.3955
TMEM66	2.1495
SPRN	-0.251875
HBEGF	-1.502875
PI4KA	-1.1625
LEPRE1	-2.1265
POU2AF1	-1.682375
MRPL12	-0.910333333333333
REP15	-0.9595
ZC3H3	0.46825
RASAL1	-2.436
DDAH1	1.46025
ACBD5	0.125
TMC2	0.4405
CCDC137	-0.71175
SAMD13	1.9175
UGT2B15	-5.56616666666667
TIPARP	0.3435
DNASE1L3	2.95325
TRIM72	-0.0693333333333333
DBX2	0.09325
IPO8	0.01975
C21orf88	-2.1748
MAP3K14	0.144
LOC51233	0.69
GGTLA4	-0.638
PDE6D	-0.28125
ZNF117	0.811
CLK2	0.308875
NKRF	-0.623
TNFSF15	-0.2583
DUSP2	-0.200375
SECISBP2	0.886
GABRR2	0.117
PPAP2C	1.16925
LOC51145	0.163666666666667
PAG1	-1.25375
PIK3C3	0.125
GNG10	0.27
APOL4	0.403833333333333
ANKRD28	-0.935
STMN3	-1.0177
RAB14	1.0959
CDK2AP2	-0.10875
HDDC3	0.119125
COMMD7	0.4385
CXXC1	0.32725
HMCN1	-3.3966
CD40	-0.229
DYNC1LI2	0.6558125
GDI1	0.43075
LOC646938	-0.54775
VSNL1	-6.94016666666667
PIH1D1	-0.323666666666667
RAET1G	0.979
KRTAP5-9	0.0005
EFTUD2	-0.5465
ZNF311	1.33916666666667
ATP6V1G3	0.11
OR2W3	-0.19825
SCN4A	-0.01775
MED10	-0.5025
FAM135A	-1.8789
ARHGAP4	-1.51225
EHMT2	-0.155
UFD1L	-1.6975
ERMP1	0.07425
MAG1	-2.774
THAP8	0.263166666666667
HACE1	-0.154666666666667
FAM82C	0.662833333333333
C3orf20	0.1255
UNC84A	0.0693333333333333
SCD5	-0.416071428571429
LASS6	2.560375
LSG1	0.0579166666666667
MAL	-4.675
GPR22	0.00700000000000001
WDR5B	2.64025
ACTRT1	-0.2865
C17orf60	-0.682666666666667
GRIN2C	-0.4212
ARMC8	-0.566916666666667
SLC47A1	-3.1745
DMPK	-0.58325
DHRS13	-0.517833333333333
SMC1A	-1.12983333333333
KRTAP17-1	2.421
SMYD5	-0.228
TUSC2	0.756125
CRHR2	1.709
KIR3DL2	0.644
CCDC104	0.65875
ATP2C1	0.628625
CROT	0.8555
PABPC3	-0.279833333333333
EGR1	-3.10033333333333
THSD1	0.08175
KHK	-1.8925
SLC12A2	0.393875
CD58	-0.6305
STOX2	-2.20566666666667
CCDC76	0.2237
CCDC48	4.8375
DNAH1	1.03466666666667
ZIC4	-0.426125
OR1G1	-0.1375
PSMC6	0.298166666666667
PROKR1	0.3215
ABCB1	-1.97
TRAT1	-0.27125
LLGL1	-0.148
MTF1	0.36575
USP54	-0.168
PAGE2B	-1.994
ITGB7	-4.0425
CCDC81	-0.9655
LOC149837	0.17525
SCUBE1	-0.344
ZSCAN10	0.2605
HUWE1	-0.0242142857142857
CDH17	-0.341
CD180	0.54675
IL17A	0.2265
TMPO	-0.819625
KIAA1524	-1.53983333333333
HDGFRP3	0.0906666666666667
OXCT1	-3.08572727272727
RRAS2	-3.18383333333333
LTBP2	1.78825
SV2B	-0.433666666666667
CYP2A6	3.609125
PKD1L2	-0.123666666666667
PPM1M	1.52375
FLJ22662	-0.156333333333333
ZNF502	0.9795
GP6	-0.84625
CRYBA2	-1.01875
LEF1	-0.027
CTPS	-1.96957142857143
EYA1	-2.42916666666667
EPS8L1	1.65325
MAPK14	-0.022
SERPINB2	-5.36125
GTF2F2	-0.201
ZNHIT4	0.7225
PLA1A	1.55775
C20orf114	4.25225
HPR	-4.4565
C18orf2	-2.859
SATB2	-2.9745
KCNJ9	-0.168
MGC157906	0.038
MOCS3	0.414
C17orf71	-0.0443333333333333
PPHLN1	0.0617
HIST1H2BN	-0.51575
RAPGEF1	-0.65675
MAP3K8	0.72975
DLG4	-0.0365
STC1	2.69741666666667
CDGAP	0.6665
DDX26B	-1.347
LOC150223	-1.83725
CPSF3	-0.797166666666667
TMEM14A	0.458
MYH3	-2.09525
GPKOW	0.22575
SULT1A1	0.510333333333333
SPON1	-0.4415
YY1AP1	0.912
RAB23	-0.622
PLA2G4A	-4.71125
MAPRE3	1.11575
ZNF516	1.20721428571429
GGPS1	1.4325
EXOC3L2	-0.39075
C19orf42	0.989
MAP2K2	-0.232333333333333
HIST1H2BB	0.2705
RNF19B	0.839166666666667
C6orf128	-0.338166666666667
TLR8	2.41625
PCDHA9	-0.526
CARS2	0.473375
CLUL1	2.36883333333333
RHAG	-4.4175
UNK	-0.1155
EXOC8	1.4225
C9orf95	1.487
C14orf143	-0.0725
MAML3	0.4635
LDHA	-2.8815
MRPL20	0.18075
KLHDC6	0.2265
ATP5S	0.887666666666667
C8orf55	-0.02
PHF19	-2.956125
KRTAP13-4	0.4145
TTC5	0.6085
XKR5	-0.4365
SILV	-4.3875
TEX28	0.2565
TCTN1	2.098
CX40.1	0.0747499999999999
PPP2R5C	-0.133
C12orf30	-0.5265
CAPG	1.85475
MPZL1	0.896
ARSB	-1.80533333333333
TDH	-1.48825
WASF4	-0.73
TSSK3	-0.829333333333333
7A5	1.8375
CRISPLD1	-1.539375
MAD1L1	-0.747666666666667
SPIN4	-0.175166666666667
AMPD1	1.86
DPYSL5	-0.4815
INPP1	-1.46283333333333
ANKRD11	-0.588611111111111
NPAS4	-0.47125
GCET2	0.7071
RNASE9	-0.618
GUCY2D	-0.279333333333333
CCDC98	0.5535
FGF4	-0.725
CPM	-2.3115
SLC26A4	-1.44366666666667
PLD5	1.04375
FAM59A	-2.857
FBXO5	-3.36322222222222
SIPA1L1	-0.448375
DPYS	0.473
ATG4D	0.11475
TGM3	-0.6215
MTCH1	0.549375
HK1	-0.458714285714286
CDC26	0.0305
GALNT12	-4.41266666666667
LOC339229	0.024
MRPL35	-0.13025
ORC4L	0.64975
TNKS	0.220857142857143
C2orf24	0.614
ZNF553	0.617333333333333
GGTLA1	2.01
ZNF497	0.54875
CDY1B	-0.667666666666667
SLC30A4	-0.4485
TUB	-1.25425
ARHGEF18	0.748
ARRB1	0.86825
KCNK1	-6.766625
EREG	-2.7657
SCAMP5	-0.76625
RUNDC3B	0.3795
ADAMTS20	-0.67675
IL17RB	1.6975
FLJ20323	0.18725
MCAM	-1.82875
POLR3E	-0.726083333333333
AQR	0.162666666666667
IPMK	-0.198
CDCA7	-5.35425
CAMP	0.782
GRHL3	0.47375
ADAMTSL2	1.031
CLMN	1.94216666666667
SSTR3	0.3425
MAGEA5	-2.21583333333333
OVOL2	4.27875
JMJD1B	0.51425
RBL2	1.472
PYGO2	1.15225
PPP1R10	0.356333333333333
CSE1L	-1.097
LCA5	0.83625
RDH16	-0.191
ASRGL1	-3.722375
TOM1	0.1065
PTX3	-6.77525
TTC15	0.957
SCGB3A1	3.97333333333333
MRPL50	-0.382
RCAN3	0.26825
SLC26A11	0.45625
STYX	0.636666666666667
CINP	-0.203
MARCH7	0.35175
PFKM	-0.619333333333333
SGMS1	-0.129333333333333
RIOK3	0.3518
C1orf110	-0.144
CES7	0.329285714285714
LOC440248	-0.82525
PPP1R12C	-0.1215
C10orf27	0.162
ATG9A	-0.9805
MRPS26	0.378375
TMEM40	-0.8385
ELP3	0.1945
ZNF787	0.021
HIAT1	0.578375
C8orf34	-0.2276
MGC4655	-0.5066
PELI1	-1.47533333333333
PPT1	0.9661
SLC35C2	-0.231833333333333
C6orf125	0.24575
MUC4	-1.60966666666667
RFC4	-2.08885714285714
GNB2	0.735166666666667
NUP50	-0.913785714285714
SULT4A1	-1.65066666666667
C7	5.49125
CCDC130	-0.0118333333333333
ARRDC4	0.39025
RQCD1	-0.251
GLYCTK	-1.2235
AYTL2	-0.98
MTUS1	1.818
LEMD3	0.867333333333333
PLEKHF2	2.54275
HOXA7	-1.2495
GTF3C2	-0.565
DYNLRB2	5.02
CNOT10	0.12475
MR1	1.22183333333333
FFAR1	0.1975
PRIC285	-0.2335
SLITRK6	0.769
LIX1	-2.2006
UBE1L2	-0.682833333333333
F8	0.561625
ACHE	0.0451666666666667
KPNA5	0.31375
TNFRSF12A	-3.61966666666667
EGR3	1.867
SERPIND1	-3.60783333333333
OASL	0.8935
IFRD1	-1.90075
WDFY1	-0.370333333333333
ZNF267	0.39975
ACCN5	0.5885
ZBTB6	0.86975
PPP1R3A	0.424
PRRT3	1.00325
FBXL19	-1.356
TXNIP	1.54707142857143
ACTN2	1.53875
ATG9B	-0.287
C9orf117	2.12975
IL27	-1.0795
RPL36AL	0.00416666666666671
KLK15	-0.2435
CHAD	3.061
RAP2B	-1.0961
HEBP2	0.65525
ZNF342	1.55
CAMK2G	-0.3375
TLR3	1.3715
FGF14	-0.37325
HMGB2	-1.012
TRPM5	-0.193166666666667
OR5M11	0.0125
KIF3B	0.261947368421053
PRICKLE2	0.3695
MTMR9	0.02275
C3orf27	0.2235
GLRA3	-1.7675
NSDHL	-0.101666666666667
TMEM32	-0.2245
POLR2D	-0.92275
MYADML	0.089
C9orf114	1.05075
MRGPRX1	0.729
TOPORS	0.47575
CLDN19	-1.20825
C1QL4	-0.0005
RNF165	-1.685
DHRS9	3.18175
DNAH2	-0.4145
FXR1	0.175166666666667
ZMYM3	0.07425
CASP3	-0.237333333333333
FAM120C	-0.5535
SCLY	-0.98025
CA7	-0.121
ENTPD5	1.13033333333333
ZNF461	0.762375
PDIA5	0.27475
C1orf19	0.04
TMEM67	0.4955
KCTD20	-0.00425
WDR47	0.8535
FLJ38723	0.122
KLRF1	0.545
TAS2R16	0.3685
CLDN12	1.34325
PRKCE	0.65475
UBXD4	-0.25925
ITGAM	1.758
GLT8D3	-0.0595
WDR31	2.26
RGS2	-2.711
OR51L1	0.4245
MST1R	0.61925
KIAA1737	1.65675
OR4A5	0.6425
GLIS1	-2.63866666666667
PTMA	-0.405
NAPA	1.4685
PRDM11	-0.15775
LIPF	0.381
DIRAS3	-0.90525
ASGR2	-4.739875
C1QTNF4	-0.0915
PIK3R4	0.421166666666667
ARMC3	1.92575
NDUFV3	-0.23125
BTBD3	-0.922
PPP1R2	0.63125
UBE2NL	0.27575
FOSL2	0.897071428571429
FAM119A	-1.49133333333333
TUBA4A	-0.8821
KRTAP12-1	0.69675
SFRS2	-0.72125
RHPN1	-0.2763
EEF2	-0.0991666666666666
ZDHHC11	-0.288666666666667
EPHA3	-0.813666666666667
RBM12	-0.388
H2AFJ	1.78891666666667
EDIL3	-0.863
KIF26A	-2.63375
SERGEF	0.0375
B3GALT4	2.8605
LOC90925	1.76366666666667
OSCAR	0.349375
NPFF	0.270875
DEDD	0.419625
TMEM155	-1.240875
PTPN1	0.7035
SCYL2	0.784833333333333
SKAP1	3.99525
LEAP2	-1.7715
GADD45G	2.3427
IFITM3	-0.566875
PILRB	0.349166666666667
SLU7	1.0679375
DSC3	-0.9415
DNMT3L	-1.5165
PAPD5	1.3865
B3GNT3	-2.63083333333333
LHCGR	3.119
MSL-1	0.52375
UBE2S	-2.164625
SAP130	-0.323
ANAPC11	0.0545
MAGED4B	-4.1635
ATP6V1B2	0.117
C14orf179	1.0405
CAPZA1	0.274125
CDYL2	0.865166666666667
GLRX3	-1.03016666666667
LOC136288	-0.497
MOBKL1A	0.79525
HTR2B	2.657
CRYGD	0.0905
NUS1	-0.714
PGRMC1	0.6475
MYOM2	-2.32
FLJ39653	-0.8925
CHM	0.6234
OR5M8	1.558
ZNF619	1.2145
FAM105A	-0.041
CCNL1	-0.867125
NAP1L3	-2.4275
C10orf57	2.22633333333333
B3GALNT1	0.4595
CSN1S2A	0.247
TCP10L	1.0735
GDAP2	0.703125
DMKN	0.963
COX6B1	-0.077
DNASE2	0.436833333333333
MSH5	-1.19325
LGMN	-0.873125
USP31	-0.8115
OR13C8	-0.026
SDCBP	-0.8605
NUDT11	-4.67466666666667
PYGL	-1.19666666666667
SNPH	-1.58133333333333
B3GNT4	-1.4785
MIZF	0.0571
NUBPL	0.543
NOD1	-0.106333333333333
CDH22	-0.57
NUBP1	0.534333333333333
DSCAM	-4.32875
DGKI	-1.4255
FAM136A	-0.9545
AKAP1	0.183333333333333
SLC16A6	0.154
RIN3	-0.96625
PSG2	-0.577
DIP2B	-0.406333333333333
PSORS1C1	-0.0473
KIAA0495	0.621
FLJ90709	0.403333333333333
LPA	-0.2975
PIGA	-0.535
LY75	3.233
UTS2	-6.12716666666667
RREB1	0.797375
GALNACT-2	-0.1678
MGC3196	-0.85625
FLJ31568	-0.786
LPHN1	0.412875
SP1	1.1595
TOX4	1.1955
HSPA9	0.2086
APOBEC1	0.1335
SLC35E4	-0.8885
LSM5	-0.983
SURF1	1.27275
ZBTB1	-0.4335
GTF2F1	0.319
RPS15A	-0.0521428571428571
DUSP21	-0.294166666666667
GINS4	-3.5455
MYO15A	0.105666666666667
GIMAP7	2.77875
MGC13379	1.05925
ATP6V1E2	-0.385666666666667
UTP3	0.2295
HNRPA3	-0.7825625
MT4	0.449
C14orf155	0.15525
U1SNRNPBP	0.776
CKLF	-0.269666666666667
PLEKHN1	-1.15166666666667
MBNL1	-0.383583333333333
NUP160	-1.2155
ACSM2A	-1.67725
LOC129881	0.366
KIAA1529	0.618
FLJ22639	-1.85075
HAND1	-1.6675
GSX1	0.2005
FGA	-3.61606666666667
SERPINB1	0.02625
ZNF642	0.95675
IGFBP1	-9.15525
SLC1A1	-1.16275
DHX57	-0.486875
ZNF766	1.1395
PTPN21	-1.2145
GDPD3	-1.865
PNPLA5	0.5445
TBR1	-0.234666666666667
FAM116A	0.133
IQGAP1	-0.49825
FOS	-2.4005
ZNF226	0.801125
FIGNL1	-0.289333333333333
C14orf1	-0.00150000000000003
ZMYND17	0.2275
PUS7	-0.806666666666667
TUBB6	-3.115875
KCNQ2	-1.33
MARCH6	0.48375
CCDC33	-0.0055
PRODH	-2.54775
RBM11	3.0535
EPHA6	0.2355
SLC43A1	-2.82575
LOC196541	0.191125
NTN1	0.06475
ING4	0.1495
PCDHB10	-1.221
DPH2	0.0806666666666667
SPACA4	-0.41525
FBXL21	-3.234
DIAPH1	-0.730333333333333
ZNF71	0.507166666666667
CEP76	-0.002
CORO1A	-0.86425
RRM2	-3.936125
EDG4	0.557
OS9	0.498833333333333
SLC4A1AP	0.08275
COG5	0.04525
COPS8	0.031
NGLY1	-0.29225
NCBP2	-0.116375
C17orf42	0.215166666666667
GPSM3	0.617625
SIL1	0.983833333333333
ASB6	-0.056
SMAD5OS	0.225666666666667
UNC93A	-3.30025
A1BG	0.818166666666667
C21orf62	0.0925
FMO5	3.54091666666667
ATRIP	1.03883333333333
CEBPG	-0.1335
C7orf38	0.942
TNFRSF1B	-0.00266666666666666
CLEC1A	1.03916666666667
IQSEC1	0.0555
PATZ1	0.981
RBM22	0.734625
BAG2	-2.74033333333333
PAQR5	0.315
C9orf127	0.6658
THNSL1	1.274
SHROOM3	3.4832
JAM2	-0.1275
SNRPN	-1.23475
ALX4	0.3055
CACNA1S	-0.1775
FAM130A1	1.15825
CORIN	0.684
CD300LB	0.5685
PLEKHG6	-0.0045
LRRC40	-0.73375
PCLKC	-1.83575
PCDHB16	-2.5432
WNT2B	0.132166666666667
ASNS	-2.14588888888889
MRPL49	0.53525
FLJ46111	-0.137
ISG20	-1.904125
SMU1	-0.189833333333333
CASZ1	1.767
POLR1D	0.0301666666666667
GIN1	0.68125
SNAG1	0.0228333333333333
ANKRD29	-0.059
CDKN2AIP	-0.12475
KRR1	0.59575
CXCL1	-4.41316666666667
EPM2A	0.0159
PC	-0.270166666666667
DEFB127	1.167
PDZRN4	0.408333333333333
FAH	0.253125
OR51E1	1.327
CDC2L6	-0.558833333333333
DNTTIP1	-0.3135
PAX8	-0.834
TMEM116	0.813
C1orf150	-0.092
PRO2012	-0.2475
MRPL40	-1.081
BEX1	-3.8403
SLC2A4	-1.23133333333333
PKMYT1	-2.7135
FEZF2	-0.436833333333333
SLC26A9	-1.00525
MAP2	-0.38275
LYL1	-1.7285
SLC25A19	-1.58016666666667
NOS3	-0.9825
ZNF34	1.03683333333333
TMPRSS11F	-0.56
FAM43A	-1.21125
FCRL4	-0.1655
KLF14	-0.36425
FLRT2	-1.37833333333333
WRN	-0.4005
SDF2	0.7047
KRT8P12	-0.7
C6orf195	-0.2495
C9orf125	-3.10316666666667
DZIP3	-0.221375
RIT1	-0.0404166666666667
SCML1	-0.327333333333333
RHBDF2	-0.5245
OR2G3	0.433
REXO1L1	-0.3025
MAP3K7IP3	0.039
C3orf57	-5.508
FBXW11	-0.1745
ETAA1	-0.524
C14orf131	0.1826
AKT1S1	0.0805
SLC12A5	-1.143875
C9orf164	1.7015
NRIP3	-0.617625
NOS1AP	0.74125
TMEM121	0.43675
SAP30BP	-0.2281
DGCR6	-0.078
WDR76	-2.12125
FAM82B	-0.436916666666667
LOC606495	-0.121
MAP9	1.86058333333333
BCDIN3D	1.72275
CXorf36	2.25983333333333
DSCR3	-0.587
ZFAND3	0.85525
C7orf43	0.265
SPSB3	1.1574
C19orf19	0.05175
FAM133A	-2.8985
C12orf25	0.73825
SLC39A3	-0.408125
DISP2	-3.2825
PI4KAP2	-2.45
MKRN3	-2.888
ADAMTS13	0.341875
CBLN3	0.2969
TTYH1	-2.43933333333333
C3orf18	1.86075
FLJ13236	0.6825
ZMYND12	4.22475
C18orf25	0.784
GLB1L3	-0.4595
ATP13A5	0.486
RANBP10	0.97175
CD96	-1.4538
DENND1C	-0.16575
RBMS3	-1.128
SLC41A3	0.122666666666667
DGCR6L	-0.021
TMEM128	0.310166666666667
CSNK1G3	0.777714285714286
MOBKL2C	1.420625
TSPAN6	-3.7465
MATN2	-1.8965
MSL2L1	0.0395
ST6GALNAC2	0.948
FGFBP2	-0.908375
FGL1	-7.71
MPP3	-0.485333333333333
ARHGEF6	-0.359666666666667
TGFBR2	-0.5745
ACMSD	3.40375
IL33	3.7775
C9orf5	0.87125
DEAF1	-0.1486
AMN	-0.302
DEFA6	-0.02325
RNF212	0.6405
METT5D1	0.6705
CIB1	0.7929
TSSK1B	0.22475
KIAA1727	0.246
ZNF680	0.907083333333333
LOC399900	-0.759
LOC152217	0.33675
CTNNAL1	-2.8185
CIT	-2.038
TLE6	0.5215
ZNF607	-0.1475
HERC4	-0.773333333333333
DRAP1	-0.2051
PEMT	-1.15525
C10orf111	-0.464
ZNF575	0.34475
KCTD7	0.12825
MYO1F	0.541375
LOC285382	-0.19025
RAB11A	0.8273
PLCD3	-0.81675
C15orf28	-0.0995
PTBP2	-1.018125
CTB-1048E9.5	-0.795875
C19orf60	-0.648166666666667
C7orf25	1.06666666666667
SETD7	0.773
HOXB9	-2.52
VANGL1	-0.1369375
CHAF1B	-2.23175
NDUFA3	0.428
KIAA1328	1.0605
SHARPIN	0.13825
TTC23	-1.834375
UGP2	-0.09825
ANKIB1	0.3653
CIRBP	1.93971428571429
SEC14L4	-3.9115
OVCH1	-0.00233333333333332
VPS52	0.69475
FAT	-3.964125
M6PRBP1	-0.3645
GPRIN3	1.7055
PPM1F	-1.676
TSR1	-0.1765
CCDC85A	2.641
PCSK5	0.30925
ZFHX3	0.457
HEMK1	0.8493
PGBD2	0.47375
RSRC2	0.183833333333333
AURKC	-1.84516666666667
SCRIB	-0.36325
ORM2	-4.86666666666667
FAM115A	0.4861
FZD6	-0.09875
UNC119	0.8585
GPX3	-1.4645
NOV	-1.84625
CABC1	0.116
CDC42SE2	-0.144625
EIF2S2	-1.1214
RNF130	0.821625
CKAP5	-0.638333333333333
RP11-413M3.2	0.32275
C10orf18	0.145
TMEM93	-0.16375
DYX1C1	2.15875
KCNMB2	-2.061
ANK3	0.98875
KRT5	-3.3455
CDH12	-1.25775
QRSL1	-0.4875
JUB	-2.165
SHC4	-3.430375
CCL15	1.26583333333333
CCDC22	0.18375
SNX24	0.118
RARS	-0.01475
MORC2	0.026
FAM48A	0.32125
MT1H	-2.5355
PPP1R14C	-4.00433333333333
FOXD1	-2.897
C1orf213	-2.1975
AMT	-0.9153
DSN1	-1.5095
PTPLAD2	2.59025
DIS3L	-0.05075
RASL11A	-0.25075
GPRC5B	-0.7575
FRMD7	-0.3375
STRN4	0.1465
KITLG	2.21713636363636
HDGF	-0.4895
OR1S1	0.467
SETX	0.359
DDR2	-1.652875
KCTD12	0.279
LYZL2	-0.11125
WDR52	1.4025
TMEM2	-2.414625
ZNF579	0.2535
LOC200810	0.207
TNFSF9	-1.9345
PPFIA4	-1.772
CNIH3	-1.69766666666667
MAP4K4	-1.93328571428571
ROD1	0.480285714285714
ALS2CR12	0.890333333333333
DOCK3	-1.23666666666667
PAQR9	-4.60725
ASB17	0.0368333333333333
STX16	-0.405625
FEZ2	0.0141666666666667
DLAT	-0.346333333333333
KIF21B	-1.82116666666667
CDC5L	0.18275
TMEM119	1.60383333333333
CRIP3	-1.486
TPSD1	-0.0258333333333333
TEPP	-0.43725
GNGT2	0.6015
C21orf121	1.23675
WNK1	-0.762333333333333
FLJ10490	0.2929
OR51B5	-2.607
LOC203547	-1.009625
HAS1	-0.99
PPA1	-0.687166666666667
ST7	0.11575
C11orf46	1.1342
POPDC3	-4.958
ACOX2	1.86
ATCAY	-0.647916666666667
TM4SF19	-2.57325
MFSD9	-0.831333333333333
PDHB	0.73125
ERN1	-0.20825
LCE3C	-0.00849999999999999
GPR111	1.2155
NOTCH3	0.0968333333333333
ADAMTS5	-0.48875
B3GALT1	-1.14875
UGCGL1	-0.513166666666667
FAM58A	0.2625
FBXO32	1.68075
CLPP	-0.41425
NXPH1	-1.45375
MTMR3	0.735666666666667
ATP1B3	-1.62475
TMEM16A	3.637
HIST1H3F	0.239333333333333
TRIM25	0.370166666666667
SDCBP2	-0.169
CRKL	-1.523125
HOXB2	3.036
ANP32B	-0.2595
GATM	4.7255
AP4E1	-0.055875
EDG5	-0.195125
CDKN3	-3.49266666666667
CDH4	-2.916
PGD	-0.727
RND1	0.1935
GAD1	-3.6535
MPG	0.44725
LOC440350	0.0345
ZNF133	0.094
SERPINB12	-0.357
AMELY	-0.321833333333333
DHX36	-0.7785
TNFAIP8L2	2.38883333333333
PHTF2	-0.431166666666667
CCDC112	0.107333333333333
IQCC	0.18125
HEYL	1.79433333333333
FTSJ2	-0.0863333333333333
APPL1	0.875375
RAB43	0.342785714285714
OR10G2	0.529
WAC	0.312
ADCY9	1.381875
RUNDC2B	0.139
PYCRL	0.6231
AGPAT7	-1.21183333333333
SLC22A9	-0.895
CDKAL1	-0.1695
PDYN	0.0532
C20orf74	-1.3295
MTMR11	-2.17725
VAV3	5.29341666666667
DAPL1	-1.08525
STXBP3	0.99125
EIF3G	0.503
ARHGAP22	-2.057
NPFFR1	0.468
NPC1	-0.548333333333333
ALDH9A1	1.6395
ZNF600	1.11575
ZNF678	0.820666666666667
RASSF1	0.15025
ADD2	-3.003125
PITPNB	-1.3335
PKD2L2	0.050125
LRP11	-0.72525
CDKL1	-1.122
SMEK2	0.481
PRODH2	-3.669
C11orf54	0.829666666666667
SFRS11	-0.111333333333333
IL7	0.0791666666666667
ALS2CR16	0.0135
BTG3	-4.24483333333333
PAK2	-0.204555555555556
RP11-679B17.1	0.966
GATA4	-2.02066666666667
ATP2B1	-0.89225
LOC130940	1.388
C1orf172	3.07283333333333
ATF7IP2	-2.38025
SLC25A43	0.343833333333333
CENTG3	-0.175083333333333
IGF2BP1	-4.3847
FCHSD1	0.1015
CAMK2N2	0.0801666666666667
ELAVL3	-0.0202
NBPF15	0.509166666666667
UBE2J2	0.099
GNL2	-0.21925
PRR3	-0.2742
NLF2	0.185
OR4F6	0.111
KLHL24	0.840166666666667
CCDC88A	-2.4504
SGPP1	-2.5525
C10orf11	1.44033333333333
SLC35B4	-1.5585
UGT3A2	-1.313
ARNT2	2.1418
CBR1	-0.713625
ITPR3	-0.6305
TRAPPC6B	0.1604
AMZ1	-1.9395
ARP11	1.7585
WDSUB1	1.09425
APBA1	-0.081
RAB2A	0.9214
C6orf162	-0.578
HPSE2	0.51825
PLCE1	-1.29925
INSL3	0.1315
DLG1	0.5122
PTPLA	-5.186
PIGX	0.566
TFIP11	0.0005
FIBIN	0.503
POLR2G	-0.477
GRAP2	-1.7057
DNAJB8	0.16625
CNBP	0.539666666666667
WASF1	-4.2085
INPP5E	-0.4368
HSPB1	0.364375
TMEM167	-0.129
CUBN	-0.18525
IGF1	1.751625
ITPK1	-0.1931
NAALAD2	-0.795625
G3BP1	0.2429
NT5DC1	0.88425
CYP39A1	-1.655
TMEM139	1.03533333333333
POLK	0.763888888888889
GLULD1	-1.916
RBM15	-0.610333333333333
AMZ2	0.32725
GDF15	-2.817
MESDC2	-0.7195
INCA	-0.254166666666667
ACY1L2	-4.197
GZMM	-0.953333333333333
PAIP1	0.7965
CACNA2D1	-0.365
STK32C	-0.521166666666667
SH3BP4	1.668
DEC1	0.067
PADI1	0.7485
UBB	-0.3555
PON3	3.51483333333333
PROP1	0.561
ANKRD13B	-0.9375
ADCK1	0.16825
TCF25	0.619166666666667
SLC38A5	-3.93875
CXorf26	-0.436666666666667
C19orf39	0.86425
PPP1R13B	1.25125
ARL2	-1.641
TCL6	0.238
TOP3A	-1.6015
SLC16A14	1.707
FXYD6	0.214666666666667
HIST1H4E	-0.6185
BBC3	-0.410368421052632
UNC5A	0.678
FAM86C	0.00970000000000001
PI4KB	1.197375
B3GAT1	-3.94275
SUSD2	0.225
OAZ2	-0.4115
NOC4L	-0.00275
C10orf12	-0.55475
FADS1	-4.25016666666667
LOC144097	-0.451
DKK2	1.81083333333333
KIAA1949	-1.19575
RHOT1	0.6764
OXT	0.103333333333333
GPR153	0.21075
ARL4A	-2.97683333333333
SAAL1	-1.3925
CCDC64	0.814
USE1	-0.001
HNMT	1.24633333333333
PCGF3	-0.4114375
CYP2C19	-0.32225
C20orf4	0.2005
CCDC11	3.05775
ACSBG2	-0.439
RWDD2A	0.60125
PALLD	0.972625
CPLX4	0.2505
LOC492311	1.854
KPNA2	-2.19816666666667
MACROD1	-0.200111111111111
