Hybridization REF	TCGA-A7-A0CJ-01A-21R-A00Z-07
ZFP106	-0.39525
ZNF347	0.2323
GTF2E1	1.36075
RY1	-0.271666666666667
ATAD2B	1.0245
ARHGAP17	0.0571
KCNIP3	-1.22925
SFPQ	0.323875
GFRA4	0.287
AKR1B10	-3.929
TIGD6	0.471166666666667
RGS16	0.746625
URB1	-0.988833333333333
OR4C46	0.911333333333333
TOP3B	-0.56275
NFATC4	1.3915
CA14	-3.1545
BMPR1A	0.277666666666667
SNRP70	-1.190375
PRL	-0.0138333333333333
C6orf130	-0.3215
STAG2	-0.6545
CD55	-0.925928571428572
RPS23	-1.32033333333333
SSX2	-1.1084
FDPSL2A	-0.9655
FBXO27	-0.786875
SYNGR3	-0.639166666666667
TMSL3	0.18725
EML1	-2.951
NUP93	-1.07941666666667
SMAD3	0.2973
KIAA1189	0.410833333333333
HNRPUL2	0.528833333333333
TBC1D12	0.426833333333333
C16orf24	1.153
MRVI1	1.12433333333333
ZNF581	-0.0625
ELOVL3	0.131
OR51Q1	0.00825000000000001
CACNB3	0.8835
GALNT13	-1.246
C10orf84	0.5883125
NEDD4	-2.5668
SPO11	0.247
OR5AU1	0.347
NEK4	-0.338857142857143
PRKAR2A	-0.0718333333333333
IHPK1	0.211
ATP6V0B	0.54775
CACNA1E	0.7115
CEACAM8	-0.8162
PEX14	0.3885
FLJ12993	-0.757
ZBTB38	-0.115083333333333
PCTK2	0.0243333333333333
LRRC16	0.1761
FBLIM1	-0.627833333333333
FYCO1	0.71925
RP5-1022P6.2	0.0685
CMTM1	-0.458666666666667
PLTP	-0.371833333333333
RAPH1	0.23
DOCK8	-0.172375
EZH2	-0.054
SLC25A1	-0.896833333333333
PLEKHB1	0.1637
GRB7	0.2374
ZFP37	-2.16725
MRPL33	0.2425
PELO	0.085
ARMC1	0.403636363636364
C9orf27	0.472142857142857
FLJ25778	0.277
C9orf37	-1.07916666666667
TMEM66	-0.4085
SPRN	-0.149125
HBEGF	-0.388125
PI4KA	-1.043
LEPRE1	-0.88825
POU2AF1	-4.250875
MRPL12	0.598166666666667
REP15	-0.3855
ZC3H3	0.57575
RASAL1	-1.37375
DDAH1	1.6075
ACBD5	2.14275
TMC2	0.1835
CCDC137	-0.313
SAMD13	-1.739
UGT2B15	-0.468166666666667
TIPARP	1.566
DNASE1L3	-0.232
TRIM72	0.0868333333333334
DBX2	0.558
IPO8	-0.7345
C21orf88	0.8305
MAP3K14	-0.51475
LOC51233	0.271833333333333
GGTLA4	-0.506
PDE6D	-0.1055
ZNF117	0.43025
CLK2	-0.557375
NKRF	-0.7755
TNFSF15	0.2597
DUSP2	0.635875
SECISBP2	0.1133
GABRR2	-0.0395
PPAP2C	1.99725
LOC51145	0.304166666666667
PAG1	-1.234
PIK3C3	0.73425
GNG10	-1.0095
APOL4	0.470333333333333
ANKRD28	-1.103875
STMN3	-1.0259
RAB14	0.4903
CDK2AP2	-0.55375
HDDC3	0.253125
COMMD7	0.868625
CXXC1	0.54825
HMCN1	-1.35366666666667
CD40	-0.09475
DYNC1LI2	-0.2769375
GDI1	1.19375
LOC646938	-0.04625
VSNL1	-3.31066666666667
PIH1D1	-0.0886666666666667
RAET1G	0.5465
KRTAP5-9	-0.0265
EFTUD2	-1.12675
ZNF311	0.6135
ATP6V1G3	-0.21275
OR2W3	-0.39725
SCN4A	0.05075
MED10	-0.66725
FAM135A	1.5829
ARHGAP4	-1.20875
EHMT2	0.040375
UFD1L	-0.4635
ERMP1	0.22525
MAG1	-2.77433333333333
THAP8	1.3145
HACE1	-0.281
FAM82C	0.399833333333333
C3orf20	0.445
UNC84A	-1.02733333333333
SCD5	-0.349857142857143
LASS6	2.033125
LSG1	0.838833333333333
MAL	-4.884
GPR22	0.15
WDR5B	1.67925
ACTRT1	0.7745
C17orf60	-0.1825
GRIN2C	1.8223
ARMC8	0.87125
SLC47A1	-1.94116666666667
DMPK	-0.334
DHRS13	0.891166666666667
SMC1A	-0.773833333333333
KRTAP17-1	0.04475
SMYD5	-0.159
TUSC2	-0.00975
CRHR2	0.5085
KIR3DL2	-0.302
CCDC104	1.3185
ATP2C1	1.132625
CROT	1.845
PABPC3	0.159166666666667
EGR1	-1.417
THSD1	0.059
KHK	0.67975
SLC12A2	1.324125
CD58	-1.159
STOX2	-1.95683333333333
CCDC76	-0.5502
CCDC48	4.42725
DNAH1	-0.320666666666667
ZIC4	0.205125
OR1G1	0.5045
PSMC6	0.486833333333333
PROKR1	0.4385
ABCB1	-1.60975
TRAT1	-1.527
LLGL1	-0.078
MTF1	1.22
USP54	0.850125
PAGE2B	-2.3915
ITGB7	-3.196
CCDC81	-0.6235
LOC149837	-0.01625
SCUBE1	-0.282
ZSCAN10	0.514
HUWE1	-0.376
CDH17	-0.786
CD180	-0.26925
IL17A	0.4115
TMPO	-1.037875
KIAA1524	-0.139666666666667
HDGFRP3	-3.63883333333333
OXCT1	-2.06309090909091
RRAS2	-3.6675
LTBP2	1.6885625
SV2B	-1.0465
CYP2A6	-0.00112500000000002
PKD1L2	-0.941166666666667
PPM1M	-0.3165
FLJ22662	0.725333333333333
ZNF502	-0.8625
GP6	-0.50675
CRYBA2	0.0825
LEF1	1.7785
CTPS	-1.45085714285714
EYA1	0.529666666666667
EPS8L1	0.33975
MAPK14	-0.135916666666667
SERPINB2	-4.052125
GTF2F2	-0.3885
ZNHIT4	0.368
PLA1A	-0.067375
C20orf114	0.97975
HPR	-3.5225
C18orf2	-1.37433333333333
SATB2	-3.26925
KCNJ9	0.220625
MGC157906	0.1385
MOCS3	0.904
C17orf71	0.1755
PPHLN1	-0.3729
HIST1H2BN	-1.053125
RAPGEF1	-0.10775
MAP3K8	0.81725
DLG4	0.046
STC1	-0.087
CDGAP	-0.2175
DDX26B	-2.209
LOC150223	-0.77675
CPSF3	-0.3885
TMEM14A	1.03975
MYH3	-0.49575
GPKOW	-0.62775
SULT1A1	-0.3435
SPON1	0.5857
YY1AP1	0.29
RAB23	-0.5615
PLA2G4A	-4.7575
MAPRE3	-0.0785
ZNF516	2.49435714285714
GGPS1	0.84025
EXOC3L2	-0.0935
C19orf42	0.3021
MAP2K2	0.323666666666667
HIST1H2BB	-0.86775
RNF19B	0.736666666666667
C6orf128	0.389833333333333
TLR8	1.5285
PCDHA9	0.032
CARS2	-0.8595
CLUL1	2.68083333333333
RHAG	-3.58516666666667
UNK	0.338
EXOC8	0.3336
C9orf95	0.42325
C14orf143	0.151833333333333
MAML3	0.04325
LDHA	-0.466
MRPL20	0.587
KLHDC6	-0.47
ATP5S	0.6025
C8orf55	0.59325
PHF19	-2.307625
KRTAP13-4	0.5755
TTC5	-0.3225
XKR5	-0.301
SILV	-3.95283333333333
TEX28	-0.2815
TCTN1	0.61575
CX40.1	0.537
PPP2R5C	-0.426375
C12orf30	-0.674166666666667
CAPG	1.55625
MPZL1	0.82675
ARSB	-1.45816666666667
TDH	-1.409
WASF4	0.7155
TSSK3	-0.560833333333333
7A5	1.686
CRISPLD1	-2.251
MAD1L1	-0.9225
SPIN4	-1.5595
AMPD1	-1.43575
DPYSL5	0.0015
INPP1	0.161666666666667
ANKRD11	-0.961
NPAS4	0.240875
GCET2	-0.1633
RNASE9	-1.309
GUCY2D	0.251833333333333
CCDC98	-1.19725
FGF4	-0.07275
CPM	-1.78166666666667
SLC26A4	-1.71333333333333
PLD5	-0.05225
FAM59A	1.7453
FBXO5	-1.26055555555556
SIPA1L1	0.841875
DPYS	0.78075
ATG4D	0.69875
TGM3	0.9445
MTCH1	-0.594125
HK1	-0.169071428571429
CDC26	-0.6105
GALNT12	-3.5095
LOC339229	0.293
MRPL35	0.501375
ORC4L	0.271625
TNKS	-0.397642857142857
C2orf24	0.1695
ZNF553	0.9825
GGTLA1	2.7314
ZNF497	0.185
CDY1B	0.55025
SLC30A4	0.154625
TUB	-2.269625
ARHGEF18	0.3185
ARRB1	0.53175
KCNK1	2.676875
EREG	-1.7025
SCAMP5	0.21975
RUNDC3B	0.17725
ADAMTS20	0.08975
IL17RB	-0.421625
FLJ20323	-1.20625
MCAM	0.026
POLR3E	-1.44941666666667
AQR	-0.519166666666667
IPMK	-0.0875
CDCA7	-2.32075
CAMP	1.20925
GRHL3	0.3045
ADAMTSL2	0.448666666666667
CLMN	2.19283333333333
SSTR3	0.391
MAGEA5	-2.26016666666667
OVOL2	4.1445
JMJD1B	0.20475
RBL2	-0.2501
PYGO2	0.7905
PPP1R10	0.386666666666667
CSE1L	0.0306666666666667
LCA5	0.99975
RDH16	2.42475
ASRGL1	-3.29175
TOM1	0.434833333333333
PTX3	-4.39575
TTC15	0.1855
SCGB3A1	4.00716666666667
MRPL50	-1.6115
RCAN3	1.7285
SLC26A11	1.199
STYX	0.8475
CINP	-0.12975
MARCH7	0.122
PFKM	0.205333333333333
SGMS1	-0.952333333333333
RIOK3	0.4536
C1orf110	-0.124
CES7	0.048375
LOC440248	-1.83925
PPP1R12C	-0.28
C10orf27	0.611
ATG9A	-0.06475
MRPS26	1.747125
TMEM40	0.04825
ELP3	-0.8298
ZNF787	0.4917
HIAT1	0.1535
C8orf34	0.215833333333333
MGC4655	0.0446
PELI1	0.6705
PPT1	0.0546
SLC35C2	-0.246
C6orf125	0.577
MUC4	-1.50616666666667
RFC4	-0.930571428571429
GNB2	-0.1745
NUP50	-0.1725
SULT4A1	-0.109833333333333
C7	-0.3565
CCDC130	0.255833333333333
ARRDC4	-1.435
RQCD1	-0.67875
GLYCTK	-1.06125
AYTL2	0.0125454545454545
MTUS1	1.3177
LEMD3	-0.0371666666666667
PLEKHF2	2.27575
HOXA7	-1.081625
GTF3C2	-0.4345
DYNLRB2	3.14775
CNOT10	-0.60125
MR1	-0.177166666666667
FFAR1	0.07075
PRIC285	0.4565
SLITRK6	6.01225
LIX1	-1.901
UBE1L2	-0.3945
F8	1.6525
ACHE	0.0628333333333333
KPNA5	0.0745
TNFRSF12A	-1.22966666666667
EGR3	1.472
SERPIND1	-2.95083333333333
OASL	3.488
IFRD1	-1.67875
WDFY1	0.3335
ZNF267	-0.311375
ACCN5	0.0205
ZBTB6	-0.15625
PPP1R3A	-0.364
PRRT3	1.94675
FBXL19	-0.27
TXNIP	0.0525714285714286
ACTN2	-0.6565
ATG9B	0.62725
C9orf117	0.54
IL27	0.4995
RPL36AL	-0.189666666666667
KLK15	0.10975
CHAD	2.728
RAP2B	-0.3534
HEBP2	0.83375
ZNF342	0.739
CAMK2G	-0.0241666666666667
TLR3	1.39
FGF14	0.07425
HMGB2	-0.374
TRPM5	0.257333333333333
OR5M11	0.601
KIF3B	0.902157894736842
PRICKLE2	1.0495
MTMR9	-0.382375
C3orf27	0.50125
GLRA3	-1.073
NSDHL	-0.0651666666666667
TMEM32	0.4765
POLR2D	-0.596666666666667
MYADML	0.295
C9orf114	-0.6035
MRGPRX1	0.4635
TOPORS	0.0175
CLDN19	-0.633
C1QL4	-0.057
RNF165	-0.656
DHRS9	0.72275
DNAH2	-0.74
FXR1	-0.340833333333333
ZMYM3	-0.927
CASP3	0.272333333333333
FAM120C	-0.683
SCLY	0.28975
CA7	0.0965
ENTPD5	0.770666666666667
ZNF461	0.200375
PDIA5	0.168
C1orf19	-0.387333333333333
TMEM67	0.446
KCTD20	-0.602
WDR47	1.3335
FLJ38723	0.3475
KLRF1	-0.49
TAS2R16	0.2085
CLDN12	0.12225
PRKCE	0.48325
UBXD4	-0.6065
ITGAM	1.99216666666667
GLT8D3	0.11075
WDR31	0.1033
RGS2	-0.74925
OR51L1	0.449
MST1R	0.9285
KIAA1737	1.989
OR4A5	-0.0355
GLIS1	-1.643
PTMA	0.870142857142857
NAPA	0.3245
PRDM11	1.11925
LIPF	0.2235
DIRAS3	-1.159
ASGR2	-3.707375
C1QTNF4	0.4665
PIK3R4	0.275833333333333
ARMC3	3.04525
NDUFV3	-1.31258333333333
BTBD3	-1.1935
PPP1R2	0.355666666666667
UBE2NL	-0.50975
FOSL2	1.87671428571429
FAM119A	-0.471333333333333
TUBA4A	-0.3206
KRTAP12-1	0.33875
SFRS2	-0.1605
RHPN1	0.3572
EEF2	-0.294833333333333
ZDHHC11	0.737333333333333
EPHA3	-1.6874
RBM12	-0.00875
H2AFJ	-0.0719999999999999
EDIL3	1.2485
KIF26A	-2.501
SERGEF	0.108
B3GALT4	2.73375
LOC90925	1.0605
OSCAR	0.39475
NPFF	-0.138
DEDD	0.267625
TMEM155	-0.790375
PTPN1	2.6085
SCYL2	0.3895
SKAP1	2.2815
LEAP2	-1.94816666666667
GADD45G	1.1671
IFITM3	1.183375
PILRB	-0.372
SLU7	0.025375
DSC3	0.47675
DNMT3L	-1.0575
PAPD5	-0.11325
B3GNT3	-1.59166666666667
LHCGR	0.5615
MSL-1	-0.09525
UBE2S	-0.99275
SAP130	0.2425
ANAPC11	1.14525
MAGED4B	-2.8055
ATP6V1B2	-0.944166666666667
C14orf179	1.20625
CAPZA1	-0.6155
CDYL2	0.747166666666667
GLRX3	-2.22133333333333
LOC136288	-0.466
MOBKL1A	0.3725
HTR2B	1.314
CRYGD	0.167666666666667
NUS1	-0.630166666666667
PGRMC1	-0.517
MYOM2	-1.322
FLJ39653	-1.64466666666667
CHM	-0.9435
OR5M8	0.209
ZNF619	0.1035
FAM105A	-1.15175
CCNL1	-0.331625
NAP1L3	-2.04075
C10orf57	1.703
B3GALNT1	2.1
CSN1S2A	0.183
TCP10L	-0.21125
GDAP2	0.043125
DMKN	-2.95766666666667
COX6B1	0.17625
DNASE2	1.2395
MSH5	-1.3025
LGMN	0.116125
USP31	-0.3436
OR13C8	0.679
SDCBP	-1.2933
NUDT11	-3.58433333333333
PYGL	-1.48233333333333
SNPH	-1.833
B3GNT4	1.2135
MIZF	-0.1737
NUBPL	-0.42125
NOD1	-0.184333333333333
CDH22	0.124125
NUBP1	-0.135833333333333
DSCAM	-3.40525
DGKI	-0.1135
FAM136A	-0.03875
AKAP1	1.114
SLC16A6	1.574
RIN3	-0.30525
PSG2	-0.29525
DIP2B	0.0810833333333333
PSORS1C1	-0.958
KIAA0495	-0.7585
FLJ90709	0.4245
LPA	-0.00666666666666667
PIGA	-0.511333333333333
LY75	2.34666666666667
UTS2	-5.53083333333333
RREB1	0.158625
GALNACT-2	-0.6067
MGC3196	0.242
FLJ31568	-0.11975
LPHN1	0.021375
SP1	0.899375
TOX4	0.31
HSPA9	0.056
APOBEC1	-0.8115
SLC35E4	-0.91075
LSM5	-0.56
SURF1	0.50325
ZBTB1	0.864166666666667
GTF2F1	-0.221125
RPS15A	-0.654142857142857
DUSP21	-0.168333333333333
GINS4	-2.03433333333333
MYO15A	0.202666666666667
GIMAP7	2.55475
MGC13379	1.594
ATP6V1E2	-0.175166666666667
UTP3	-0.22175
HNRPA3	0.0228125
MT4	-0.0335
C14orf155	0.37575
U1SNRNPBP	0.4605
CKLF	-0.207
PLEKHN1	0.675333333333333
MBNL1	-0.590333333333333
NUP160	-0.653
ACSM2A	-1.30575
LOC129881	1.65375
KIAA1529	-0.416
FLJ22639	-0.29225
HAND1	-0.6075
GSX1	0.597
FGA	-3.9005
SERPINB1	0.716
ZNF642	-1.97525
IGFBP1	-6.688375
SLC1A1	3.142375
DHX57	0.256
ZNF766	0.24
PTPN21	-0.678666666666667
GDPD3	-2.28
PNPLA5	-0.0135
TBR1	0.0183333333333333
FAM116A	0.04175
IQGAP1	0.754875
FOS	0.334125
ZNF226	-0.055875
FIGNL1	-0.721333333333333
C14orf1	0.130333333333333
ZMYND17	-0.461
PUS7	-0.227833333333333
TUBB6	-1.43725
KCNQ2	-1.1425
MARCH6	0.577166666666666
CCDC33	0.142
PRODH	-1.5775
RBM11	2.504
EPHA6	0.523
SLC43A1	-2.01
LOC196541	-0.124714285714286
NTN1	1.596
ING4	0.23175
PCDHB10	-1.2475
DPH2	-0.102333333333333
SPACA4	-0.01125
FBXL21	-4.127
DIAPH1	-0.471666666666667
ZNF71	0.679
CEP76	-0.8925
CORO1A	-1.50125
RRM2	-1.4915
EDG4	1.6275
OS9	-0.237166666666667
SLC4A1AP	0.3385
COG5	-0.58775
COPS8	-0.02125
NGLY1	-1.11
NCBP2	1.142
C17orf42	-1.052
GPSM3	0.299625
SIL1	1.01416666666667
ASB6	-0.189
SMAD5OS	-0.0163333333333333
UNC93A	-2.809
A1BG	0.0405
C21orf62	0.444
FMO5	-0.0309166666666667
ATRIP	0.195666666666667
CEBPG	-0.4015
C7orf38	-0.570833333333333
TNFRSF1B	-0.0596666666666667
CLEC1A	0.406833333333333
IQSEC1	-0.22975
PATZ1	1.4073
RBM22	0.79875
BAG2	-3.61066666666667
PAQR5	1.7275
C9orf127	0.2985
THNSL1	-0.06925
SHROOM3	2.5282
JAM2	-0.67275
SNRPN	-1.819
ALX4	0.056
CACNA1S	-0.1415
FAM130A1	0.59575
CORIN	0.6115
CD300LB	0.868
PLEKHG6	0.681
LRRC40	-0.31475
PCLKC	-0.9555
PCDHB16	-1.31966666666667
WNT2B	-0.6135
ASNS	-3.272
MRPL49	0.139875
FLJ46111	0.02475
ISG20	2.68525
SMU1	-0.308
CASZ1	0.312
POLR1D	-0.501083333333333
GIN1	0.252
SNAG1	-0.143333333333333
ANKRD29	-2.06075
CDKN2AIP	0.19375
KRR1	0.12025
CXCL1	-4.34216666666667
EPM2A	-0.1183
PC	0.349333333333333
DEFB127	0.3125
PDZRN4	0.189666666666667
FAH	1.23575
OR51E1	1.1425
CDC2L6	0.047
DNTTIP1	0.2855
PAX8	-0.28825
TMEM116	0.28475
C1orf150	0.903
PRO2012	0.026
MRPL40	-0.269333333333333
BEX1	-3.3227
SLC2A4	-0.955666666666667
PKMYT1	-0.86
FEZF2	-0.272333333333333
SLC26A9	-0.98625
MAP2	-0.388545454545455
LYL1	-1.48475
SLC25A19	0.495166666666667
NOS3	0.0435
ZNF34	1.2715
TMPRSS11F	0.0122499999999999
FAM43A	-0.87625
FCRL4	-0.0203333333333333
KLF14	0.32325
FLRT2	-2.0455
WRN	-1.8085
SDF2	1.1181
KRT8P12	0.0535
C6orf195	0.024
C9orf125	-1.9515
DZIP3	0.327875
RIT1	0.677583333333333
SCML1	-1.4825
RHBDF2	0.748875
OR2G3	0.285
REXO1L1	0.862
MAP3K7IP3	-0.9545
C3orf57	-1.82125
FBXW11	-0.123833333333333
ETAA1	-0.077
C14orf131	-0.2103
AKT1S1	0.087
SLC12A5	-0.985625
C9orf164	1.66
NRIP3	2.21025
NOS1AP	1.94025
TMEM121	-1.69075
SAP30BP	-0.0509
DGCR6	0.5355
WDR76	-1.5275
FAM82B	0.199166666666667
LOC606495	-0.5275
MAP9	1.58066666666667
BCDIN3D	0.7015
CXorf36	2.84
DSCR3	-0.0686
ZFAND3	0.334875
C7orf43	0.108333333333333
SPSB3	0.0622
C19orf19	0.57875
FAM133A	-2.93957142857143
C12orf25	0.28525
SLC39A3	0.180625
DISP2	-1.1665
PI4KAP2	-2.101
MKRN3	-2.23783333333333
ADAMTS13	0.000749999999999999
CBLN3	0.3984
TTYH1	-1.1415
C3orf18	-0.73575
FLJ13236	0.613
ZMYND12	3.9285
C18orf25	1.091
GLB1L3	-0.7495
ATP13A5	0.4455
RANBP10	-0.5735
CD96	-1.3221
DENND1C	-0.68525
RBMS3	-0.7415
SLC41A3	0.834666666666667
DGCR6L	0.436
TMEM128	-0.1915
CSNK1G3	0.622428571428571
MOBKL2C	0.72775
TSPAN6	-0.353375
MATN2	-0.4298
MSL2L1	0.815666666666667
ST6GALNAC2	0.881333333333333
FGFBP2	1.610625
FGL1	-6.07583333333333
MPP3	0.722
ARHGEF6	1.52933333333333
TGFBR2	-0.737375
ACMSD	4.7065
IL33	-0.227
C9orf5	-0.631
DEAF1	0.5435
AMN	0.1645
DEFA6	0.221125
RNF212	-1.06225
METT5D1	0.0505
CIB1	0.7056
TSSK1B	0.51075
KIAA1727	1.297
ZNF680	0.485916666666667
LOC399900	-0.8735
LOC152217	0.076
CTNNAL1	-2.942
CIT	-2.16158333333333
TLE6	0.7415
ZNF607	-0.07625
HERC4	-2.41766666666667
DRAP1	0.1288
PEMT	-0.129
C10orf111	0.7205
ZNF575	0.732625
KCTD7	-0.266
MYO1F	0.040375
LOC285382	-1.34
RAB11A	0.0905
PLCD3	-0.88575
C15orf28	-0.03025
PTBP2	-0.418375
CTB-1048E9.5	0.160375
C19orf60	0.237333333333333
C7orf25	-0.0835
SETD7	1.118375
HOXB9	-3.8485
VANGL1	0.7315
CHAF1B	-0.50725
NDUFA3	0.1705
KIAA1328	1.66483333333333
SHARPIN	0.5905
TTC23	-0.6015
UGP2	0.4205
ANKIB1	0.6182
CIRBP	0.932714285714286
SEC14L4	-2.61633333333333
OVCH1	0.1065
VPS52	0.11675
FAT	-1.14075
M6PRBP1	-0.13375
GPRIN3	0.164
PPM1F	-1.17966666666667
TSR1	-0.035
CCDC85A	0.256
PCSK5	-0.70575
ZFHX3	0.395
HEMK1	-0.7116
PGBD2	0.777
RSRC2	0.0731666666666667
AURKC	1.08433333333333
SCRIB	0.38825
ORM2	-3.8895
FAM115A	1.1112
FZD6	-2.733375
UNC119	1.4315
GPX3	-1.7711
NOV	-1.2565
CABC1	0.1495
CDC42SE2	-0.2099375
EIF2S2	-0.1045
RNF130	1.21025
CKAP5	-0.274166666666667
RP11-413M3.2	0.797
C10orf18	0.2541
TMEM93	0.132
DYX1C1	1.6695
KCNMB2	-1.72075
ANK3	0.22825
KRT5	-0.8222
CDH12	-1.01075
QRSL1	-0.517125
JUB	0.26075
SHC4	-1.78825
CCL15	0.327333333333333
CCDC22	-0.06475
SNX24	1.03275
RARS	-0.17775
MORC2	0.752625
FAM48A	-0.41825
MT1H	0.7135
PPP1R14C	-1.857
FOXD1	-2.41028571428571
C1orf213	-1.22475
AMT	-1.3921
DSN1	-0.3495
PTPLAD2	2.2625
DIS3L	0.11125
RASL11A	-0.656
GPRC5B	-0.38775
FRMD7	1.0805
STRN4	0.225
KITLG	1.10868181818182
HDGF	0.7695
OR1S1	0.1785
SETX	-0.3237
DDR2	-1.49175
KCTD12	0.21875
LYZL2	-0.706
WDR52	0.9775
TMEM2	0.126125
ZNF579	0.607166666666667
LOC200810	0.39725
TNFSF9	-1.707625
PPFIA4	-1.5415
CNIH3	0.4255
MAP4K4	-2.6665
ROD1	-0.200714285714286
ALS2CR12	0.0563333333333333
DOCK3	-1.2138
PAQR9	-3.80875
ASB17	0.029
STX16	-0.975375
FEZ2	0.0296666666666667
DLAT	-0.625166666666667
KIF21B	-1.58316666666667
CDC5L	-0.33075
TMEM119	0.767666666666667
CRIP3	-1.13975
TPSD1	0.304833333333333
TEPP	0.18425
GNGT2	1.16675
C21orf121	0.26975
WNK1	-0.469583333333333
FLJ10490	0.3656
OR51B5	-1.2905
LOC203547	-0.324375
HAS1	-1.074
PPA1	-0.6425
ST7	-0.1725
C11orf46	0.4581
POPDC3	-3.34366666666667
ACOX2	4.51783333333333
ATCAY	-0.22325
TM4SF19	-0.143
MFSD9	0.325166666666667
PDHB	0.7905
ERN1	0.5945
LCE3C	0.3595
GPR111	-0.085
NOTCH3	2.32083333333333
ADAMTS5	1.43425
B3GALT1	-0.64675
UGCGL1	-0.056
FAM58A	1.0795
FBXO32	2.9075
CLPP	0.455
NXPH1	-1.52575
MTMR3	0.836
ATP1B3	-0.275875
TMEM16A	2.643125
HIST1H3F	-0.184833333333333
TRIM25	0.125333333333333
SDCBP2	1.679
CRKL	-1.5575
HOXB2	1.1905
ANP32B	-0.844125
GATM	3.383
AP4E1	-0.3795
EDG5	0.551875
CDKN3	-1.15016666666667
CDH4	-2.29975
PGD	-0.415333333333333
RND1	0.002
GAD1	-2.9432
MPG	0.227875
LOC440350	-0.6335
ZNF133	1.00475
SERPINB12	0.32
AMELY	0.0648333333333333
DHX36	-0.13025
TNFAIP8L2	1.975
PHTF2	0.161888888888889
CCDC112	0.716833333333333
IQCC	-0.1685
HEYL	2.39833333333333
FTSJ2	-1.19916666666667
APPL1	0.1145
RAB43	0.507428571428571
OR10G2	0.369
WAC	0.6215
ADCY9	1.48425
RUNDC2B	-0.188833333333333
PYCRL	1.3296
AGPAT7	-0.343666666666667
SLC22A9	-0.802833333333334
CDKAL1	-0.2535
PDYN	-0.324166666666667
C20orf74	1.14525
MTMR11	0.94075
VAV3	3.97933333333333
DAPL1	3.24325
STXBP3	0.217
EIF3G	0.15275
ARHGAP22	-1.434
NPFFR1	0.3445
NPC1	-0.200166666666667
ALDH9A1	1.21616666666667
ZNF600	0.18375
ZNF678	0.4575
RASSF1	-0.664833333333333
ADD2	-2.822125
PITPNB	0.017625
PKD2L2	0.236375
LRP11	-0.3225
CDKL1	-0.53725
SMEK2	0.55125
PRODH2	-2.816
C11orf54	-0.0845
SFRS11	-0.747666666666667
IL7	-0.899666666666667
ALS2CR16	1.1235
BTG3	-0.628
PAK2	0.162
RP11-679B17.1	-2.33275
GATA4	-1.21083333333333
ATP2B1	-0.6135
LOC130940	1.851
C1orf172	2.712
ATF7IP2	-3.234
SLC25A43	-0.529166666666667
CENTG3	0.12725
IGF2BP1	-3.6075
FCHSD1	0.4195
CAMK2N2	0.992666666666667
ELAVL3	0.2732
NBPF15	-0.68
UBE2J2	-0.152583333333333
GNL2	-0.65225
PRR3	-0.0194
NLF2	0.93925
OR4F6	-0.271
KLHL24	0.717833333333333
CCDC88A	-2.325
SGPP1	-2.9015
C10orf11	-1.49666666666667
SLC35B4	-0.483666666666667
UGT3A2	-1.4025
ARNT2	3.0711
CBR1	-2.2475
ITPR3	-0.161333333333333
TRAPPC6B	0.2058
AMZ1	0.4955
ARP11	2.26875
WDSUB1	0.82825
APBA1	-0.101
RAB2A	0.5955
C6orf162	0.27725
HPSE2	0.212666666666667
PLCE1	-0.35725
INSL3	0.3555
DLG1	0.1036
PTPLA	-4.2535
PIGX	0.532375
TFIP11	0.1135
FIBIN	1.275
POLR2G	0.299
GRAP2	-2.0602
DNAJB8	0.04025
CNBP	0.682833333333333
WASF1	0.0185
INPP5E	-0.6563
HSPB1	0.629125
TMEM167	-0.1928
CUBN	-0.1015
IGF1	0.0575625
ITPK1	1.1179
NAALAD2	-0.689875
G3BP1	0.6485
NT5DC1	0.35175
CYP39A1	0.643
TMEM139	-0.2835
POLK	-0.3336
GLULD1	-1.51475
RBM15	-0.8815
AMZ2	0.9225
GDF15	-3.05416666666667
MESDC2	1.102
INCA	0.5715
ACY1L2	-3.7495
GZMM	-0.494833333333333
PAIP1	0.51175
CACNA2D1	0.2365
STK32C	-0.389333333333333
SH3BP4	0.822666666666667
DEC1	0.5325
PADI1	0.081
UBB	0.4
PON3	-3.68383333333333
PROP1	0.4975
ANKRD13B	1.424
ADCK1	-0.375
TCF25	-0.4905
SLC38A5	-2.47825
CXorf26	-0.306666666666667
C19orf39	1.44225
PPP1R13B	0.32075
ARL2	-0.597
TCL6	0.09825
TOP3A	-0.262
SLC16A14	1.122125
FXYD6	0.675333333333333
HIST1H4E	-0.1005
BBC3	0.0315789473684211
UNC5A	0.431333333333333
FAM86C	-0.2872
PI4KB	0.296875
B3GAT1	-3.2985
SUSD2	1.92716666666667
OAZ2	-0.137833333333333
NOC4L	-0.12
C10orf12	0.155
FADS1	-4.05866666666667
LOC144097	0.041
DKK2	0.351333333333333
KIAA1949	-0.3935
RHOT1	-0.3691
OXT	0.553
GPR153	0.62675
ARL4A	-1.28216666666667
SAAL1	-0.93025
CCDC64	-0.13
USE1	0.307333333333333
HNMT	0.445833333333333
PCGF3	-0.0189375
CYP2C19	0.48425
C20orf4	0.501
CCDC11	1.61975
ACSBG2	-0.27725
RWDD2A	1.45275
PALLD	3.063375
CPLX4	-0.4005
LOC492311	-1.2405
KPNA2	-0.482833333333333
MACROD1	0.0741
TMCO3	-1.01916666666667
