Hybridization REF	TCGA-A8-A06O-01A-11R-A00Z-07
RY1	-1.16316666666667
ATAD2B	0.487
ARHGAP17	-0.1657
KCNIP3	-0.833
SFPQ	-0.167
GFRA4	0.3935
AKR1B10	-3.906875
TIGD6	1.13433333333333
RGS16	1.254875
URB1	-0.00216666666666667
OR4C46	0.290666666666667
TOP3B	-0.734
NFATC4	1.8305
CA14	-4.46125
BMPR1A	0.599833333333333
SNRP70	-0.093625
PRL	0.146166666666667
C6orf130	-0.733
STAG2	-0.5125
CD55	-1.1015
RPS23	-0.0318333333333333
SSX2	-1.19983333333333
FDPSL2A	0.1855
FBXO27	1.569625
SYNGR3	-1.66716666666667
TMSL3	0.22875
EML1	-1.2215
NUP93	-0.876666666666667
SMAD3	-0.1791
KIAA1189	-0.0203333333333333
HNRPUL2	-0.130666666666667
TBC1D12	0.954
C16orf24	1.382
MRVI1	1.18866666666667
ZNF581	0.024
ELOVL3	-0.067
OR51Q1	0.396
CACNB3	0.11
GALNT13	-1.729
C10orf84	1.388125
NEDD4	-0.9213
SPO11	1.217
OR5AU1	0.367
NEK4	-0.375428571428571
PRKAR2A	0.380666666666667
IHPK1	-0.550833333333333
ATP6V0B	0.62725
CACNA1E	1.1235
CEACAM8	0.4315
PEX14	-0.1965
FLJ12993	-2.783
ZBTB38	-0.717
PCTK2	0.432333333333333
LRRC16	-0.8324
FBLIM1	0.742083333333333
FYCO1	1.5055
RP5-1022P6.2	0.03575
CMTM1	0.387333333333333
PLTP	0.798666666666667
RAPH1	0.80975
DOCK8	0.43925
EZH2	-1.20733333333333
SLC25A1	0.48
PLEKHB1	0.5079
GRB7	0.6703
ZFP37	-1.105
MRPL33	-0.766
PELO	-0.40025
ARMC1	1.48381818181818
C9orf27	0.0565714285714286
FLJ25778	-0.1335
C9orf37	-0.492333333333333
TMEM66	0.487
SPRN	0.041375
HBEGF	0.85275
PI4KA	0.299
LEPRE1	-0.9915
POU2AF1	-1.378
MRPL12	0.169666666666667
REP15	-1.292
ZC3H3	1.702
RASAL1	-1.9695
DDAH1	0.884
ACBD5	1.001875
TMC2	0.205
CCDC137	-0.1225
SAMD13	-1.35733333333333
UGT2B15	-2.936
TIPARP	-0.44275
DNASE1L3	1.00125
TRIM72	0.208666666666667
DBX2	1.22125
IPO8	-0.4495
C21orf88	-1.2717
MAP3K14	0.81125
LOC51233	0.476333333333333
GGTLA4	2.06625
PDE6D	-0.006
ZNF117	-1.5385
CLK2	-0.64325
NKRF	-0.73625
TNFSF15	-0.1116
DUSP2	0.50175
SECISBP2	-0.1214
GABRR2	0.0705
PPAP2C	2.0885
LOC51145	-0.00633333333333333
PAG1	-0.424125
PIK3C3	-0.23075
GNG10	-0.7585
APOL4	0.583
ANKRD28	-0.71475
STMN3	-1.7827
RAB14	0.3079
CDK2AP2	0.4675
HDDC3	0.57325
COMMD7	0.88
CXXC1	0.11625
HMCN1	-0.6965
CD40	0.21725
DYNC1LI2	-0.248
GDI1	0.44275
LOC646938	-0.3305
VSNL1	-3.19633333333333
PIH1D1	0.921666666666667
RAET1G	-1.249
KRTAP5-9	0.2295
EFTUD2	0.033
ZNF311	-2.11616666666667
ATP6V1G3	-0.931
OR2W3	1.31175
SCN4A	0.77125
MED10	-0.934125
FAM135A	-1.0055
ARHGAP4	-1.01
EHMT2	-0.34675
UFD1L	0.15275
ERMP1	0.07625
MAG1	-1.51033333333333
THAP8	0.5655
HACE1	-0.255166666666667
FAM82C	0.497333333333333
C3orf20	-0.2135
UNC84A	-0.564
SCD5	-1.021
LASS6	2.012375
LSG1	0.3575
MAL	-5.07125
GPR22	-0.172
WDR5B	1.20925
ACTRT1	-0.761
C17orf60	0.2815
GRIN2C	-0.2896
ARMC8	-0.431166666666667
SLC47A1	-1.3345
DMPK	0.456
DHRS13	-0.200333333333333
SMC1A	-0.133833333333333
KRTAP17-1	0.06775
SMYD5	-0.69975
TUSC2	1.312375
CRHR2	0.26
KIR3DL2	0.1265
CCDC104	-0.6235
ATP2C1	0.825625
CROT	0.17575
PABPC3	1.38733333333333
EGR1	1.03466666666667
THSD1	-0.14275
KHK	-1.14075
SLC12A2	-0.6295625
CD58	-1.5615
STOX2	-1.29266666666667
CCDC76	-0.4478
CCDC48	3.83725
DNAH1	0.202333333333333
ZIC4	-0.313
OR1G1	0.5265
PSMC6	-0.293833333333333
PROKR1	-0.1935
ABCB1	-1.675875
TRAT1	-1.28
LLGL1	0.00700000000000001
MTF1	1.3175
USP54	0.938625
PAGE2B	-2.31
ITGB7	-3.3875
CCDC81	-0.84
LOC149837	0.01525
SCUBE1	4.496
ZSCAN10	0.7895
HUWE1	0.2685
CDH17	-0.568
CD180	0.925
IL17A	0.2915
TMPO	-1.13475
KIAA1524	-0.831166666666667
HDGFRP3	0.140666666666667
OXCT1	-3.05309090909091
RRAS2	-1.79083333333333
LTBP2	2.750625
SV2B	2.1745
CYP2A6	1.169875
PKD1L2	-0.7485
PPM1M	0.18525
FLJ22662	1.21833333333333
ZNF502	-0.87125
GP6	-0.645
CRYBA2	-1.1865
LEF1	-1.5278
CTPS	-1.61828571428571
EYA1	-2.9815
EPS8L1	2.1245
MAPK14	-0.450333333333333
SERPINB2	-5.219625
GTF2F2	-1.09066666666667
ZNHIT4	-0.38
PLA1A	0.91075
C20orf114	-0.271
HPR	-2.6145
C18orf2	-3.3842
SATB2	-1.8585
KCNJ9	-0.050375
MGC157906	0.872
MOCS3	-0.334
C17orf71	-0.1295
PPHLN1	-0.2614
HIST1H2BN	-0.0445
RAPGEF1	-0.460625
MAP3K8	1.72825
DLG4	0.316333333333333
STC1	-1.66858333333333
CDGAP	0.92725
DDX26B	-1.416
LOC150223	-1.1385
CPSF3	-1.26966666666667
TMEM14A	-0.54125
MYH3	-0.2645
GPKOW	0.369
SULT1A1	1.18166666666667
SPON1	2.9704
YY1AP1	0.0573333333333333
RAB23	-0.639
PLA2G4A	-4.19475
MAPRE3	-0.37775
ZNF516	0.450642857142857
GGPS1	1.09325
EXOC3L2	0.2425
C19orf42	0.4503
MAP2K2	0.4
HIST1H2BB	0.97925
RNF19B	0.643
C6orf128	-0.911
TLR8	3.05525
PCDHA9	-0.0725
CARS2	0.02375
CLUL1	2.32166666666667
RHAG	-3.85016666666667
UNK	-0.253
EXOC8	0.996
C9orf95	0.8535
C14orf143	0.422833333333333
MAML3	0.401125
LDHA	-1.88825
MRPL20	0.23
KLHDC6	0.120833333333333
ATP5S	-0.1495
C8orf55	1.893
PHF19	-2.353
KRTAP13-4	0.5465
TTC5	-0.71725
XKR5	-0.1555
SILV	-4.36433333333333
TEX28	-0.5485
TCTN1	1.27575
CX40.1	0.666
PPP2R5C	-0.78275
C12orf30	-1.05016666666667
CAPG	1.192
MPZL1	0.75605
ARSB	-1.52433333333333
TDH	-2.39575
WASF4	1.0155
TSSK3	-0.730833333333333
7A5	-0.8215
CRISPLD1	-2.006875
MAD1L1	-0.257166666666667
SPIN4	-1.126
AMPD1	-0.06825
DPYSL5	0.05
INPP1	-1.30216666666667
ANKRD11	-0.908111111111111
NPAS4	0.00212499999999999
GCET2	-0.289
RNASE9	0.4755
GUCY2D	0.534333333333333
CCDC98	-0.7235
FGF4	-0.642
CPM	0.0485
SLC26A4	-0.773
PLD5	-0.239333333333333
FAM59A	-0.0719
FBXO5	-1.35811111111111
SIPA1L1	-0.18025
DPYS	0.37125
ATG4D	0.02775
TGM3	0.972
MTCH1	-0.39375
HK1	0.555928571428571
CDC26	-0.394375
GALNT12	-2.565
LOC339229	0.675
MRPL35	-0.86125
ORC4L	-0.666875
TNKS	-0.508071428571429
C2orf24	0.9065
ZNF553	0.418
GGTLA1	2.43
ZNF497	0.471
CDY1B	0.688333333333333
SLC30A4	-0.197625
TUB	-0.067875
ARHGEF18	-0.108
ARRB1	-0.035
KCNK1	0.049
EREG	-3.421
SCAMP5	0.07225
RUNDC3B	0.12
ADAMTS20	-0.176
IL17RB	1.399875
FLJ20323	-1.069
MCAM	-0.1755
POLR3E	-0.690166666666667
AQR	0.435166666666667
IPMK	0.8015
CDCA7	-2.877875
CAMP	-0.11675
GRHL3	-0.385
ADAMTSL2	0.8435
CLMN	1.81183333333333
SSTR3	0.597
MAGEA5	-1.95566666666667
OVOL2	4.2715
JMJD1B	0.247
RBL2	-0.1614
PYGO2	0.98575
PPP1R10	0.925
CSE1L	-0.536666666666667
LCA5	0.45775
RDH16	0.08675
ASRGL1	-2.515375
TOM1	1.1335
PTX3	-7.0745
TTC15	0.12775
SCGB3A1	0.778666666666667
MRPL50	-1.9095
RCAN3	1.329125
SLC26A11	1.3225
STYX	0.411
CINP	-0.78925
MARCH7	-1.11525
PFKM	-1.7335
SGMS1	0.7955
RIOK3	-0.277
C1orf110	0.4095
CES7	-0.03725
LOC440248	-0.85
PPP1R12C	0.663
C10orf27	0.4315
ATG9A	-0.22075
MRPS26	0.78075
TMEM40	-0.5675
ELP3	-0.0725
ZNF787	0.9867
HIAT1	0.374625
C8orf34	2.80466666666667
MGC4655	-0.1632
PELI1	-0.8345
PPT1	0.6594
SLC35C2	0.275333333333333
C6orf125	0.10325
MUC4	-0.8885
RFC4	-1.44985714285714
GNB2	-0.0788333333333333
NUP50	0.0502857142857143
SULT4A1	-1.9205
C7	2.43825
CCDC130	0.0703333333333333
ARRDC4	-0.25625
RQCD1	-0.97775
GLYCTK	-0.79375
AYTL2	-0.288545454545455
MTUS1	1.0516
LEMD3	0.4705
PLEKHF2	2.897
HOXA7	-0.35375
GTF3C2	-1.371
DYNLRB2	3.13825
CNOT10	-0.327
MR1	-0.168166666666667
FFAR1	-0.24275
PRIC285	0.4225
SLITRK6	6.0585
LIX1	-2.3007
UBE1L2	-0.398916666666667
F8	0.8515
ACHE	-0.274666666666667
KPNA5	-1.48225
TNFRSF12A	-2.22483333333333
EGR3	1.0675
SERPIND1	-3.03033333333333
OASL	3.665
IFRD1	-2.067125
WDFY1	-0.456
ZNF267	-0.460875
ACCN5	0.364
ZBTB6	-0.6625
PPP1R3A	-0.2925
PRRT3	2.579
FBXL19	-0.6285
TXNIP	0.0647142857142857
ACTN2	3.6375
ATG9B	0.311625
C9orf117	0.294
IL27	0.3785
RPL36AL	-0.369166666666667
KLK15	0.518
CHAD	2.3425
RAP2B	-0.0935
HEBP2	0.908
ZNF342	0.992
CAMK2G	-0.595166666666667
TLR3	0.73675
FGF14	0.1435
HMGB2	-0.67125
TRPM5	-0.0311666666666667
OR5M11	0.1975
KIF3B	0.814
PRICKLE2	-0.81175
MTMR9	0.131
C3orf27	0.48925
GLRA3	-2.12183333333333
NSDHL	-0.506666666666667
TMEM32	-0.0915
POLR2D	-1.09816666666667
MYADML	0.5705
C9orf114	-0.06475
MRGPRX1	0.5925
TOPORS	-0.0735
CLDN19	-1.1315
C1QL4	-0.081
RNF165	-1.391
DHRS9	1.41625
DNAH2	-0.2895
FXR1	-0.848833333333333
ZMYM3	-0.6555
CASP3	0.124333333333333
FAM120C	-0.41025
SCLY	-1.8915
CA7	0.565
ENTPD5	-0.0598333333333333
ZNF461	0.59625
PDIA5	0.53975
C1orf19	-0.0803333333333333
TMEM67	0.55725
KCTD20	-1.0045
WDR47	0.496
FLJ38723	2.2545
KLRF1	0.723
TAS2R16	0.293
CLDN12	-0.58325
PRKCE	-0.87675
UBXD4	-1.26325
ITGAM	2.66433333333333
GLT8D3	-0.536875
WDR31	-0.1217
RGS2	-0.784
OR51L1	0.5345
MST1R	1.3565
KIAA1737	1.52875
OR4A5	-0.127
GLIS1	-1.76516666666667
PTMA	0.126857142857143
NAPA	2.4165
PRDM11	-0.118
LIPF	-0.452
DIRAS3	-1.425
ASGR2	-3.9655
C1QTNF4	1.977
PIK3R4	0.289166666666667
ARMC3	-0.055
NDUFV3	0.022
BTBD3	-0.564333333333333
PPP1R2	0.107333333333333
UBE2NL	-0.2925
FOSL2	0.733857142857143
FAM119A	-0.8505
TUBA4A	-0.4806
KRTAP12-1	-0.0325
SFRS2	-0.409
RHPN1	0.8858
EEF2	-0.521166666666667
ZDHHC11	0.147666666666667
EPHA3	-0.2529
RBM12	-0.3355
H2AFJ	1.41208333333333
EDIL3	1.133
KIF26A	-1.5215
SERGEF	-0.7245
B3GALT4	1.407
LOC90925	1.34466666666667
OSCAR	0.342625
NPFF	0.341125
DEDD	0.80825
TMEM155	-1.026875
PTPN1	0.28225
SCYL2	-0.1245
SKAP1	2.878
LEAP2	-1.5275
GADD45G	2.0507
IFITM3	0.0578749999999999
PILRB	-0.762166666666667
SLU7	-0.19825
DSC3	-0.98775
DNMT3L	-1.578
PAPD5	1.56925
B3GNT3	-2.1595
LHCGR	0.3955
MSL-1	0.71175
UBE2S	-0.467625
SAP130	-0.926
ANAPC11	1.416
MAGED4B	-3.241
ATP6V1B2	0.0711666666666667
C14orf179	1.1915
CAPZA1	-0.1765
CDYL2	-1.02516666666667
GLRX3	-0.803
LOC136288	-0.348
MOBKL1A	-0.77825
HTR2B	3.74675
CRYGD	-0.0276666666666667
NUS1	-0.872333333333333
PGRMC1	0.2615
MYOM2	-1.02725
FLJ39653	-0.6155
CHM	-0.2034
OR5M8	0.1605
ZNF619	-0.072
FAM105A	0.20625
CCNL1	-0.96375
NAP1L3	-0.9855
C10orf57	2.8375
B3GALNT1	0.293
CSN1S2A	-0.177
TCP10L	1.5135
GDAP2	-0.506
DMKN	-3.09533333333333
COX6B1	0.8695
DNASE2	1.03916666666667
MSH5	-1.3985
LGMN	0.369375
USP31	0.1943
OR13C8	0.496
SDCBP	0.6986
NUDT11	-3.38866666666667
PYGL	-2.09183333333333
SNPH	-1.14316666666667
B3GNT4	-0.6815
MIZF	-0.9634
NUBPL	0.33925
NOD1	-0.064
CDH22	-0.7245
NUBP1	0.672
DSCAM	-4.016
DGKI	-0.1625
FAM136A	-1.4875
AKAP1	1.56383333333333
SLC16A6	1.28675
RIN3	0.34175
PSG2	-0.417
DIP2B	1.15258333333333
PSORS1C1	0.0324
KIAA0495	-0.22
FLJ90709	-0.236
LPA	-0.444166666666667
PIGA	-1.0875
LY75	1.02683333333333
UTS2	-5.94066666666667
RREB1	0.046
GALNACT-2	0.5118
MGC3196	-0.9245
FLJ31568	0.04375
LPHN1	0.643875
SP1	0.3685
TOX4	-0.317
HSPA9	0.5711
APOBEC1	0.1895
SLC35E4	-0.4505
LSM5	-1.2195
SURF1	1.03525
ZBTB1	1.19716666666667
GTF2F1	0.265125
RPS15A	-0.382357142857143
DUSP21	-0.6835
GINS4	-2.11866666666667
MYO15A	-1.038
GIMAP7	3.17425
MGC13379	-0.063
ATP6V1E2	-1.55133333333333
UTP3	-0.036
HNRPA3	-0.9985
MT4	-0.369
C14orf155	0.55175
U1SNRNPBP	0.3735
CKLF	-0.5985
PLEKHN1	-0.378166666666667
MBNL1	0.07275
NUP160	-1.876
ACSM2A	-1.87525
LOC129881	-1.11625
KIAA1529	-1.75275
FLJ22639	-1.0345
HAND1	0.2035
GSX1	0.553
FGA	-4.3575625
SERPINB1	-1.1735
ZNF642	-1.6145
IGFBP1	-8.276875
SLC1A1	-0.1985
DHX57	-0.809
ZNF766	0.555
PTPN21	-1.20288888888889
GDPD3	-1.478
PNPLA5	-0.0175
TBR1	0.172333333333333
FAM116A	-0.44525
IQGAP1	0.6345
FOS	1.248875
ZNF226	0.174875
FIGNL1	-0.439166666666667
C14orf1	0.788166666666667
ZMYND17	-0.7235
PUS7	-0.771
TUBB6	-1.22675
KCNQ2	-1.081
MARCH6	0.125666666666667
CCDC33	0.499
PRODH	-0.71825
RBM11	1.35575
EPHA6	0.045
SLC43A1	-1.66375
LOC196541	0.051875
NTN1	1.89941666666667
ING4	0.83975
PCDHB10	0.07825
DPH2	-0.289
SPACA4	0.2285
FBXL21	-3.495
DIAPH1	-0.758333333333333
ZNF71	0.500166666666667
CEP76	-0.712
CORO1A	-0.51775
RRM2	-2.45575
EDG4	1.0505
OS9	0.321333333333333
SLC4A1AP	-0.7605
COG5	-0.8215
COPS8	-0.42675
NGLY1	-0.50425
NCBP2	-0.181875
C17orf42	-1.187
GPSM3	0.439875
SIL1	1.69383333333333
ASB6	-0.641
SMAD5OS	0.918333333333333
UNC93A	-3.36625
A1BG	0.336
C21orf62	0.1765
FMO5	-2.12216666666667
ATRIP	0.968833333333333
CEBPG	0.996833333333333
C7orf38	-0.783833333333333
TNFRSF1B	0.947833333333333
CLEC1A	0.957
IQSEC1	1.088875
PATZ1	1.9722
RBM22	1.1585
BAG2	-2.946
PAQR5	-2.45366666666667
C9orf127	0.3501
THNSL1	0.8875
SHROOM3	2.5518
JAM2	0.30175
SNRPN	-1.195
ALX4	0.429
CACNA1S	2.523
FAM130A1	0.17775
CORIN	2.0385
CD300LB	1.335
PLEKHG6	1.2905
LRRC40	-0.5165
PCLKC	-1.46475
PCDHB16	0.461666666666667
WNT2B	-0.251166666666667
ASNS	-1.13755555555556
MRPL49	-0.36075
FLJ46111	-1.06875
ISG20	-0.358125
SMU1	-0.925166666666667
CASZ1	0.5945
POLR1D	-1.12708333333333
GIN1	-0.35025
SNAG1	0.839
ANKRD29	-2.2765
CDKN2AIP	-0.4735
KRR1	0.18
CXCL1	-3.76166666666667
EPM2A	-0.0532
PC	-0.359166666666667
DEFB127	-0.469
PDZRN4	0.877166666666667
FAH	2.153625
OR51E1	1.691
CDC2L6	-0.267666666666667
DNTTIP1	-0.55225
PAX8	-1.0715
TMEM116	-0.028
C1orf150	0.3105
PRO2012	0.71625
MRPL40	0.607
BEX1	-3.7065
SLC2A4	0.081
PKMYT1	-0.02675
FEZF2	-0.4148
SLC26A9	-2.14175
MAP2	-0.40325
LYL1	-1.17775
SLC25A19	-0.0685
NOS3	-0.0785
ZNF34	2.33666666666667
TMPRSS11F	-0.5385
FAM43A	0.64125
FCRL4	0.478166666666667
KLF14	0.324
FLRT2	-0.846
WRN	-0.8415
SDF2	0.241
KRT8P12	-0.169
C6orf195	0.186
C9orf125	-2.3495
DZIP3	0.28275
RIT1	0.4055
SCML1	-3.14183333333333
RHBDF2	0.13275
OR2G3	0.7325
REXO1L1	-0.613
MAP3K7IP3	-0.290375
C3orf57	-6.4115
FBXW11	-0.4535
ETAA1	-1.14125
C14orf131	-0.6876
AKT1S1	0.82175
SLC12A5	-0.229375
C9orf164	0.8605
NRIP3	-0.4575
NOS1AP	-0.98525
TMEM121	0.96925
SAP30BP	0.3083
DGCR6	1.58175
WDR76	-0.3845
FAM82B	1.26675
LOC606495	0.0555
MAP9	2.44058333333333
BCDIN3D	1.21825
CXorf36	2.40316666666667
DSCR3	0.1591
ZFAND3	0.13875
C7orf43	0.194833333333333
SPSB3	0.3967
C19orf19	0.82275
FAM133A	-2.7135
C12orf25	0.885
SLC39A3	0.0125
DISP2	0.0375
PI4KAP2	-0.9735
MKRN3	-2.35316666666667
ADAMTS13	-0.345375
CBLN3	0.332
TTYH1	-0.120833333333333
C3orf18	1.1405
FLJ13236	-0.3055
ZMYND12	3.81275
C18orf25	0.504
GLB1L3	-1.2805
ATP13A5	-0.947
RANBP10	-0.15475
CD96	-1.0713
DENND1C	0.00775
RBMS3	0.6332
SLC41A3	1.15633333333333
DGCR6L	1.47225
TMEM128	1.355
CSNK1G3	-0.122428571428571
MOBKL2C	0.768125
TSPAN6	-1.080875
MATN2	-1.1927
MSL2L1	0.166
ST6GALNAC2	-3.24733333333333
FGFBP2	0.979
FGL1	-4.177
MPP3	0.209
ARHGEF6	0.843666666666667
TGFBR2	0.1415
ACMSD	-1.399
IL33	2.73575
C9orf5	-0.677916666666667
DEAF1	-0.4131
AMN	0.1285
DEFA6	0.331
RNF212	0.91075
METT5D1	-0.706
CIB1	1.618
TSSK1B	-0.4345
KIAA1727	-0.093
ZNF680	-0.15625
LOC399900	-1.588
LOC152217	0.626166666666667
CTNNAL1	-3.0495
CIT	-1.50258333333333
TLE6	2.49375
ZNF607	-0.000500000000000001
HERC4	-0.810333333333333
DRAP1	-0.4874
PEMT	-0.08425
C10orf111	0.0535
ZNF575	1.192
KCTD7	0.2075
MYO1F	0.941875
LOC285382	1.4595
RAB11A	1.1362
PLCD3	-0.375
C15orf28	0.29825
PTBP2	-0.055125
CTB-1048E9.5	1.10875
C19orf60	0.673833333333333
C7orf25	-0.107833333333333
SETD7	1.334375
HOXB9	-2.524
VANGL1	-0.2656875
CHAF1B	-0.94225
NDUFA3	0.867
KIAA1328	0.105
SHARPIN	1.99925
TTC23	-0.385
UGP2	-0.131583333333333
ANKIB1	0.2875
CIRBP	1.23757142857143
SEC14L4	-3.70216666666667
OVCH1	0.3004
VPS52	0.24425
FAT	-1.29975
M6PRBP1	0.00874999999999999
GPRIN3	0.3555
PPM1F	-0.445
TSR1	-0.6005
CCDC85A	2.05025
PCSK5	0.92425
ZFHX3	-0.0725
HEMK1	0.6361
PGBD2	0.69275
RSRC2	-0.0931666666666667
AURKC	-1.31
SCRIB	1.971375
ORM2	-4.17766666666667
FAM115A	-0.1777
FZD6	1.18
UNC119	0.392833333333333
GPX3	0.7825
NOV	-1.027625
CABC1	1.458875
CDC42SE2	-0.6580625
EIF2S2	-0.2658
RNF130	1.12175
CKAP5	-0.930666666666667
RP11-413M3.2	0.248625
C10orf18	0.8964
TMEM93	-0.7335
DYX1C1	0.377
KCNMB2	-2.081125
ANK3	0.381666666666667
KRT5	-2.6702
CDH12	-1.084375
QRSL1	-0.237375
JUB	-2.198
SHC4	-3.015625
CCL15	2.20983333333333
CCDC22	0.71725
SNX24	-0.04875
RARS	-0.4175
MORC2	1.195875
FAM48A	-0.92175
MT1H	0.2335
PPP1R14C	-3.57733333333333
FOXD1	-0.883571428571429
C1orf213	-1.81375
AMT	-1.0335
DSN1	-0.17125
PTPLAD2	0.86375
DIS3L	0.22725
RASL11A	0.743
GPRC5B	-0.327375
FRMD7	-0.388
STRN4	0.712
KITLG	0.0931363636363637
HDGF	-0.293
OR1S1	0.028
SETX	-0.6022
DDR2	-0.055875
KCTD12	1.43625
LYZL2	1.72925
WDR52	0.635
TMEM2	-0.189375
ZNF579	0.688333333333333
LOC200810	0.83225
TNFSF9	-1.99475
PPFIA4	-0.69425
CNIH3	0.0628333333333333
MAP4K4	-1.70828571428571
ROD1	-0.0933571428571429
ALS2CR12	-0.760333333333333
DOCK3	1.55416666666667
PAQR9	-4.77925
ASB17	-0.140666666666667
STX16	-1.503
FEZ2	-0.5495
DLAT	-0.677
KIF21B	-1.036
CDC5L	-1.06975
TMEM119	1.73083333333333
CRIP3	-0.4965
TPSD1	0.100666666666667
TEPP	0.0125
GNGT2	1.34725
C21orf121	1.89975
WNK1	0.121833333333333
FLJ10490	1.3723
OR51B5	-2.309
LOC203547	-0.552625
HAS1	-0.6595
PPA1	-0.161333333333333
ST7	0.457875
C11orf46	-0.0514
POPDC3	-4.398
ACOX2	1.19666666666667
ATCAY	-0.607583333333333
TM4SF19	1.39775
MFSD9	-1.25
PDHB	-0.3955
ERN1	0.1955
LCE3C	0.3915
GPR111	-0.457
NOTCH3	1.266
ADAMTS5	1.6565
B3GALT1	-1.1305
UGCGL1	-1.36833333333333
FAM58A	0.0875
FBXO32	2.33525
CLPP	0.0745
NXPH1	-1.85175
MTMR3	1.78633333333333
ATP1B3	-0.617625
TMEM16A	4.765875
HIST1H3F	0.458
TRIM25	0.6025
SDCBP2	-0.3305
CRKL	-0.423625
HOXB2	3.13133333333333
ANP32B	-0.972625
GATM	2.825
AP4E1	-0.05975
EDG5	0.791125
CDKN3	-0.623333333333333
CDH4	-2.82275
PGD	0.1735
RND1	0.7255
GAD1	-3.5176
MPG	0.239625
LOC440350	-0.254
ZNF133	-0.16275
SERPINB12	0.184
AMELY	-0.0214
DHX36	-1.21175
TNFAIP8L2	2.95866666666667
PHTF2	-0.284833333333333
CCDC112	-0.765666666666667
IQCC	-0.0855
HEYL	2.72716666666667
FTSJ2	-0.623166666666667
APPL1	0.5055
RAB43	0.0412142857142857
OR10G2	0.076
WAC	0.415333333333333
ADCY9	0.601625
RUNDC2B	0.407833333333333
PYCRL	2.3704
AGPAT7	-0.7645
SLC22A9	-0.988333333333333
CDKAL1	-0.327
PDYN	-0.380333333333333
C20orf74	-0.62
MTMR11	-0.4565
VAV3	3.70858333333333
DAPL1	-1.1985
STXBP3	-0.0035
EIF3G	0.14075
ARHGAP22	-0.63175
NPFFR1	0.5995
NPC1	-0.872833333333333
ALDH9A1	1.51783333333333
ZNF600	0.235625
ZNF678	-0.6445
RASSF1	0.653583333333334
ADD2	-2.437375
PITPNB	0.384125
PKD2L2	-0.0702857142857143
LRP11	0.7065
CDKL1	-0.891
SMEK2	-0.374
PRODH2	-3.16316666666667
C11orf54	-0.129
SFRS11	-0.8905
IL7	0.344333333333333
ALS2CR16	0.8395
BTG3	-2.07716666666667
PAK2	0.0273333333333333
RP11-679B17.1	1.31475
GATA4	0.596
ATP2B1	-1.222
LOC130940	-0.326
C1orf172	2.39216666666667
ATF7IP2	-0.20475
SLC25A43	-0.734666666666667
CENTG3	-0.142416666666667
IGF2BP1	-4.4396
FCHSD1	0.2065
CAMK2N2	1.08783333333333
ELAVL3	-0.1953
NBPF15	0.118
UBE2J2	0.342166666666667
GNL2	-0.871
PRR3	-0.3342
NLF2	0.73425
OR4F6	-0.433
KLHL24	0.688
CCDC88A	-1.8166
SGPP1	-0.7845
C10orf11	1.365
SLC35B4	-1.29466666666667
UGT3A2	-1.669
ARNT2	0.4301
CBR1	-1.759625
ITPR3	-1.19583333333333
TRAPPC6B	-0.8021
AMZ1	0.9745
ARP11	0.82675
WDSUB1	-0.53175
APBA1	0.1945
RAB2A	2.2149
C6orf162	-0.91075
HPSE2	0.145333333333333
PLCE1	-0.49025
INSL3	0.633
DLG1	-0.1527
PTPLA	-4.31625
PIGX	0.464625
TFIP11	1.068
FIBIN	2.3965
POLR2G	-1.21375
GRAP2	-1.8019
DNAJB8	-0.1625
CNBP	0.4855
WASF1	-1.044
INPP5E	-1.1363
HSPB1	1.63875
TMEM167	-0.1392
CUBN	0.19575
IGF1	3.725625
ITPK1	0.3391
NAALAD2	-0.989375
G3BP1	0.5253
NT5DC1	-0.0515
CYP39A1	-1.0865
TMEM139	-1.12575
POLK	-0.178875
GLULD1	-2.3985
RBM15	-0.554166666666667
AMZ2	0.47525
GDF15	-1.1
MESDC2	-0.52025
INCA	0.138833333333333
ACY1L2	-4.1765
GZMM	-0.9655
PAIP1	0.000500000000000028
CACNA2D1	-0.5505
STK32C	0.249166666666667
SH3BP4	1.25266666666667
DEC1	0.562
PADI1	0.00650000000000001
UBB	0.4273
PON3	-2.973
PROP1	0.772
ANKRD13B	-0.17
ADCK1	0.171
TCF25	0.184916666666667
SLC38A5	-2.9205
CXorf26	-0.313833333333333
C19orf39	0.3965
PPP1R13B	0.30725
ARL2	-0.8685
TCL6	0.110333333333333
TOP3A	-0.6905
SLC16A14	1.585
FXYD6	0.750333333333333
HIST1H4E	-0.678
BBC3	0.282473684210526
UNC5A	0.485
FAM86C	-0.3382
PI4KB	0.933125
B3GAT1	-3.60475
SUSD2	1.17766666666667
OAZ2	0.769
NOC4L	0.19325
C10orf12	-0.585
FADS1	-1.22766666666667
LOC144097	-1.05625
DKK2	1.8905
KIAA1949	-0.631
RHOT1	0.0193
OXT	1.13383333333333
GPR153	1.007
ARL4A	-2.15966666666667
SAAL1	-1.82275
CCDC64	-0.69
USE1	0.136666666666667
HNMT	-0.6195
PCGF3	0.4285
CYP2C19	0.45675
C20orf4	0.4655
CCDC11	2.99925
ACSBG2	0.48425
RWDD2A	0.5455
PALLD	2.027625
CPLX4	0.395
LOC492311	1.29375
KPNA2	-0.8405
MACROD1	-0.1219
TMCO3	-0.201166666666667
C15orf52	0.898333333333333
BIRC5	-0.114
PRR16	-1.0165
FAM63B	-0.169875
KATNB1	-0.606666666666667
