Hybridization REF	TCGA-BH-A0DQ-01A-11R-A084-07
RY1	-0.129166666666667
ATAD2B	0.232625
ARHGAP17	-0.1018
KCNIP3	-1.036
SFPQ	0.343375
GFRA4	0.031
AKR1B10	-3.707875
TIGD6	0.6535
RGS16	1.88975
URB1	-0.975666666666667
OR4C46	-0.3118
TOP3B	-1.404
NFATC4	1.414
CA14	-4.23925
BMPR1A	0.630833333333333
SNRP70	-0.44575
PRL	-0.0280833333333333
C6orf130	0.07775
STAG2	1.18425
CD55	-0.0195
RPS23	0.895166666666667
SSX2	-0.117
FDPSL2A	-0.92825
FBXO27	-0.015
SYNGR3	-1.51933333333333
TMSL3	1.08075
EML1	-0.5735
NUP93	-0.78675
SMAD3	-0.6857
KIAA1189	1.38033333333333
HNRPUL2	0.831666666666667
TBC1D12	0.630333333333333
C16orf24	1.0465
MRVI1	1.88066666666667
ZNF581	-1.19233333333333
ELOVL3	1.2065
OR51Q1	-0.40225
CACNB3	1.701
GALNT13	-0.059875
C10orf84	0.8381875
NEDD4	0.4272
SPO11	0.5275
OR5AU1	-0.225
NEK4	0.1955
PRKAR2A	-0.0103333333333333
IHPK1	-0.386666666666667
ATP6V0B	0.723875
CACNA1E	0.5305
CEACAM8	0.476666666666667
PEX14	0.0915
FLJ12993	2.858
ZBTB38	1.12408333333333
PCTK2	1.17616666666667
LRRC16	0.331
FBLIM1	1.09333333333333
FYCO1	1.36925
RP5-1022P6.2	-0.43025
CMTM1	0.649333333333333
PLTP	0.530666666666667
RAPH1	0.800375
DOCK8	0.33225
EZH2	-1.76666666666667
SLC25A1	-1.14183333333333
PLEKHB1	0.2217
GRB7	0.5993
ZFP37	0.665
MRPL33	-0.861
PELO	-0.3125
ARMC1	-0.183181818181818
C9orf27	-0.020125
FLJ25778	0.3645
C9orf37	-1.29816666666667
TMEM66	1.4355
SPRN	-0.107
HBEGF	0.326875
PI4KA	-1.253
LEPRE1	0.34475
POU2AF1	-2.84325
MRPL12	-1.28883333333333
REP15	0.7745
ZC3H3	0.35275
RASAL1	-2.289
DDAH1	1.185875
ACBD5	1.1415
TMC2	0.205
CCDC137	-1.0095
SAMD13	1.4515
UGT2B15	-2.74366666666667
TIPARP	0.6075
DNASE1L3	1.4085
TRIM72	0.133333333333333
DBX2	2.35425
IPO8	0.89275
C21orf88	-0.4746
MAP3K14	-0.4925
LOC51233	0.3105
GGTLA4	-0.42625
PDE6D	-0.09575
ZNF117	0.70075
CLK2	-0.6455
NKRF	-0.989
TNFSF15	0.5605
DUSP2	-0.286375
SECISBP2	0.4816
GABRR2	-0.7885
PPAP2C	-0.68975
LOC51145	-0.294666666666667
PAG1	-0.591625
PIK3C3	-0.70125
GNG10	0.4805
APOL4	0.8485
ANKRD28	-0.451625
STMN3	-0.5686
RAB14	1.2787
CDK2AP2	-0.48525
HDDC3	-0.37875
COMMD7	0.98325
CXXC1	-0.995
HMCN1	0.475333333333333
CD40	0.552
DYNC1LI2	0.806125
GDI1	1.11075
LOC646938	-0.3685
VSNL1	-1.72566666666667
PIH1D1	-0.184166666666667
RAET1G	-1.776
KRTAP5-9	-0.3845
EFTUD2	-0.61775
ZNF311	1.84116666666667
ATP6V1G3	0.508
OR2W3	-0.87575
SCN4A	0.675
MED10	-0.599875
FAM135A	-0.9356
ARHGAP4	-1.287
EHMT2	-0.258375
UFD1L	-0.8055
ERMP1	0.81325
MAG1	-1.299
THAP8	0.249
HACE1	-0.858666666666667
FAM82C	0.383333333333333
C3orf20	-0.5025
UNC84A	-1.097
SCD5	0.546214285714286
LASS6	1.744125
LSG1	0.701833333333334
MAL	-5.413
GPR22	-0.2345
WDR5B	1.1415
ACTRT1	0.19
C17orf60	0.404
GRIN2C	0.14
ARMC8	-0.724166666666667
SLC47A1	-1.5655
DMPK	-0.33125
DHRS13	-0.964333333333333
SMC1A	-0.3995
KRTAP17-1	0.351
SMYD5	-0.9655
TUSC2	0.43125
CRHR2	0.0985
KIR3DL2	0.6685
CCDC104	0.126
ATP2C1	0.63475
CROT	0.556
PABPC3	-0.195666666666667
EGR1	0.59
THSD1	1.22975
KHK	-2.2795
SLC12A2	1.6203125
CD58	-1.00975
STOX2	-0.341166666666667
CCDC76	-0.7928
CCDC48	4.5925
DNAH1	0.2235
ZIC4	-0.606125
OR1G1	-0.627
PSMC6	-0.424
PROKR1	-0.2545
ABCB1	-0.34825
TRAT1	-1.24375
LLGL1	0.07
MTF1	1.36925
USP54	0.925875
PAGE2B	-2.5545
ITGB7	-3.93525
CCDC81	0.8735
LOC149837	0.61025
SCUBE1	0.524
ZSCAN10	0.4225
HUWE1	0.0705
CDH17	0.14
CD180	0.7165
IL17A	0.60525
TMPO	-0.552625
KIAA1524	-1.28066666666667
HDGFRP3	0.2655
OXCT1	-0.613909090909091
RRAS2	-1.5025
LTBP2	3.371
SV2B	2.46366666666667
CYP2A6	0.701625
PKD1L2	-0.266333333333333
PPM1M	0.6625
FLJ22662	1.46516666666667
ZNF502	1.719
GP6	-1.03875
CRYBA2	-0.91375
LEF1	0.5734
CTPS	-2.67385714285714
EYA1	-3.67983333333333
EPS8L1	1.44925
MAPK14	0.0581666666666667
SERPINB2	-5.865875
GTF2F2	-0.375833333333333
ZNHIT4	-0.425
PLA1A	0.6895
C20orf114	4.10425
HPR	-3.163
C18orf2	-3.41866666666667
SATB2	-1.745
KCNJ9	0.253
MGC157906	0.65
MOCS3	0.3895
C17orf71	-0.102333333333333
PPHLN1	0.6423
HIST1H2BN	-0.9935
RAPGEF1	-0.877375
MAP3K8	0.7045
DLG4	0.656666666666667
STC1	1.17575
CDGAP	2.30425
DDX26B	-1.2615
LOC150223	-2.163
CPSF3	-0.919666666666667
TMEM14A	0.60225
MYH3	-1.882
GPKOW	0.475
SULT1A1	0.0671666666666667
SPON1	4.6035
YY1AP1	0.075
RAB23	0.87825
PLA2G4A	-3.3465
MAPRE3	-0.08825
ZNF516	0.0462142857142857
GGPS1	1.00625
EXOC3L2	-0.16125
C19orf42	0.7955
MAP2K2	-0.473833333333333
HIST1H2BB	0.1585
RNF19B	1.498
C6orf128	0.941166666666667
TLR8	2.86525
PCDHA9	1.395
CARS2	-0.345125
CLUL1	1.63633333333333
RHAG	-4.6825
UNK	-0.314
EXOC8	0.8231
C9orf95	1.24075
C14orf143	0.484166666666667
MAML3	0.279
LDHA	-1.84025
MRPL20	0.04075
KLHDC6	0.649333333333333
ATP5S	-0.677
C8orf55	0.1565
PHF19	-2.208625
KRTAP13-4	0.144
TTC5	0.54
XKR5	-1.04975
SILV	-4.67316666666667
TEX28	1.137
TCTN1	1.2085
CX40.1	0.027
PPP2R5C	-0.26625
C12orf30	-1.5435
CAPG	2.02925
MPZL1	0.5697
ARSB	-0.930333333333333
TDH	-2.85425
WASF4	1.60325
TSSK3	-0.776
7A5	2.467
CRISPLD1	-0.01675
MAD1L1	-0.605166666666667
SPIN4	0.1675
AMPD1	0.0965
DPYSL5	-0.27
INPP1	0.160666666666667
ANKRD11	-0.296
NPAS4	-0.15225
GCET2	-0.161
RNASE9	0.51
GUCY2D	0.593833333333333
CCDC98	0.471
FGF4	-0.784
CPM	0.4665
SLC26A4	-0.7745
PLD5	-0.49375
FAM59A	0.3051
FBXO5	-1.75055555555556
SIPA1L1	-0.036375
DPYS	0.81525
ATG4D	-0.20725
TGM3	0.299
MTCH1	0.333375
HK1	-0.327142857142857
CDC26	-0.102125
GALNT12	-2.8315
LOC339229	-0.8625
MRPL35	-0.37625
ORC4L	0.092625
TNKS	0.211571428571429
C2orf24	0.361166666666667
ZNF553	-0.126833333333333
GGTLA1	2.905
ZNF497	-0.38875
CDY1B	0.5825
SLC30A4	0.424625
TUB	-0.935125
ARHGEF18	0.04625
ARRB1	1.31075
KCNK1	1.535625
EREG	-3.3954
SCAMP5	0.21875
RUNDC3B	2.8775
ADAMTS20	-0.3825
IL17RB	0.368375
FLJ20323	-1.19275
MCAM	1.16525
POLR3E	-1.78683333333333
AQR	-0.0476666666666667
IPMK	1.0835
CDCA7	-5.170125
CAMP	3.3425
GRHL3	0.86675
ADAMTSL2	1.5075
CLMN	1.68316666666667
SSTR3	0.257
MAGEA5	-1.817
OVOL2	2.59
JMJD1B	0.57175
RBL2	0.6787
PYGO2	0.99225
PPP1R10	0.581
CSE1L	-0.810333333333333
LCA5	1.36175
RDH16	0.75025
ASRGL1	-2.744375
TOM1	0.3275
PTX3	-6.27825
TTC15	0.3835
SCGB3A1	0.902
MRPL50	-0.51625
RCAN3	0.805625
SLC26A11	0.6635
STYX	-0.3165
CINP	-0.36525
MARCH7	0.15675
PFKM	0.0801666666666667
SGMS1	0.210833333333333
RIOK3	0.0822
C1orf110	0.4445
CES7	-0.272125
LOC440248	-1.9295
PPP1R12C	-0.24875
C10orf27	1.3585
ATG9A	-0.786
MRPS26	-0.512
TMEM40	1.68775
ELP3	0.1715
ZNF787	0.3002
HIAT1	0.40125
C8orf34	1.68283333333333
MGC4655	0.5661
PELI1	0.821333333333333
PPT1	0.7434
SLC35C2	-0.224333333333333
C6orf125	-0.2675
MUC4	-1.85983333333333
RFC4	-1.80557142857143
GNB2	0.503333333333333
NUP50	-0.4585
SULT4A1	-1.89
C7	3.62025
CCDC130	-0.195166666666667
ARRDC4	0.69325
RQCD1	-0.98875
GLYCTK	-1.9545
AYTL2	-1.08309090909091
MTUS1	1.6209
LEMD3	0.6255
PLEKHF2	0.97675
HOXA7	0.475125
GTF3C2	-1.283
DYNLRB2	2.7905
CNOT10	-0.44875
MR1	0.038
FFAR1	-0.298
PRIC285	-0.09575
SLITRK6	4.55225
LIX1	-2.6543
UBE1L2	0.42925
F8	1.86725
ACHE	0.224333333333333
KPNA5	0.21725
TNFRSF12A	0.0303333333333333
EGR3	2.333
SERPIND1	-3.96966666666667
OASL	2.7475
IFRD1	-1.971375
WDFY1	0.4895
ZNF267	0.43275
ACCN5	0.246
ZBTB6	0.96225
PPP1R3A	0.402
PRRT3	1.134
FBXL19	-0.6035
TXNIP	1.11157142857143
ACTN2	-1.8655
ATG9B	-0.8655
C9orf117	0.82375
IL27	-0.4575
RPL36AL	-0.332333333333333
KLK15	-0.0835
CHAD	2.362
RAP2B	-0.0408
HEBP2	1.4085
ZNF342	-0.2895
CAMK2G	-0.453166666666667
TLR3	0.77075
FGF14	0.263
HMGB2	-1.112375
TRPM5	0.888833333333333
OR5M11	-0.508
KIF3B	1.10115789473684
PRICKLE2	1.48325
MTMR9	0.112125
C3orf27	-0.11625
GLRA3	4.27633333333333
NSDHL	0.34
TMEM32	0.38975
POLR2D	-1.07233333333333
MYADML	0.082
C9orf114	-0.194
MRGPRX1	-0.1055
TOPORS	0.677
CLDN19	-0.80325
C1QL4	-0.4585
RNF165	-0.808
DHRS9	-0.32575
DNAH2	0.315666666666667
FXR1	0.0246666666666667
ZMYM3	-0.3505
CASP3	0.345
FAM120C	-0.923625
SCLY	-1.63675
CA7	-0.083
ENTPD5	1.457
ZNF461	0.03825
PDIA5	0.0465
C1orf19	-0.932333333333333
TMEM67	-0.08975
KCTD20	0.12875
WDR47	0.931
FLJ38723	3.946
KLRF1	1.11366666666667
TAS2R16	0.3095
CLDN12	0.2705
PRKCE	0.51825
UBXD4	-0.63975
ITGAM	2.653
GLT8D3	0.29475
WDR31	0.8197
RGS2	0.79675
OR51L1	0.024
MST1R	0.86325
KIAA1737	1.21925
OR4A5	-0.517
GLIS1	-0.866
PTMA	0.721071428571429
NAPA	0.91675
PRDM11	-0.6155
LIPF	0.265
DIRAS3	1.459
ASGR2	-4.563
C1QTNF4	0.5645
PIK3R4	0.463833333333333
ARMC3	2.9685
NDUFV3	-0.482
BTBD3	-0.716
PPP1R2	0.878583333333333
UBE2NL	0.05875
FOSL2	1.06807142857143
FAM119A	-1.53366666666667
TUBA4A	-0.9479
KRTAP12-1	0.5045
SFRS2	-0.504
RHPN1	-0.0334
EEF2	-0.490333333333333
ZDHHC11	-1.09333333333333
EPHA3	-0.6111
RBM12	0.05175
H2AFJ	0.51425
EDIL3	5.324
KIF26A	-0.83075
SERGEF	0.482
B3GALT4	3.07
LOC90925	0.8775
OSCAR	0.0915
NPFF	-0.056375
DEDD	0.246375
TMEM155	-1.092875
PTPN1	0.98525
SCYL2	0.8155
SKAP1	0.88725
LEAP2	-3.73616666666667
GADD45G	1.3408
IFITM3	0.963375
PILRB	-1.951
SLU7	0.408375
DSC3	1.56425
DNMT3L	-1.9415
PAPD5	-0.070375
B3GNT3	-1.3245
LHCGR	0.1615
MSL-1	0.64
UBE2S	-1.907
SAP130	-0.182
ANAPC11	0.2405
MAGED4B	-1.796
ATP6V1B2	0.588166666666667
C14orf179	1.0445
CAPZA1	0.19525
CDYL2	-0.0406666666666667
GLRX3	-0.998
LOC136288	-0.567
MOBKL1A	-0.2375
HTR2B	3.60375
CRYGD	-0.256833333333333
NUS1	-0.553833333333333
PGRMC1	0.706
MYOM2	-0.1495
FLJ39653	-1.4495
CHM	1.0184
OR5M8	0.1375
ZNF619	-0.264
FAM105A	1.18875
CCNL1	-0.923375
NAP1L3	0.713
C10orf57	2.1245
B3GALNT1	0.582666666666667
CSN1S2A	0.2595
TCP10L	1.88875
GDAP2	-0.037625
DMKN	-1.41566666666667
COX6B1	-0.18975
DNASE2	0.912
MSH5	-2.135
LGMN	0.14675
USP31	-0.1128
OR13C8	0.727
SDCBP	0.1246
NUDT11	-1.45166666666667
PYGL	-0.5295
SNPH	1.91683333333333
B3GNT4	-1.528
MIZF	-1.2425
NUBPL	-0.44175
NOD1	-0.258666666666667
CDH22	0.96275
NUBP1	0.323166666666667
DSCAM	-4.63525
DGKI	1.796
FAM136A	-0.86675
AKAP1	-0.247333333333333
SLC16A6	0.4135
RIN3	0.231
PSG2	-0.457
DIP2B	0.390166666666667
PSORS1C1	0.7803
KIAA0495	0.2785
FLJ90709	-0.3405
LPA	-0.7325
PIGA	-0.276166666666667
LY75	1.36566666666667
UTS2	-6.3195
RREB1	0.098625
GALNACT-2	1.1115
MGC3196	-0.6155
FLJ31568	-1.136
LPHN1	-0.34625
SP1	1.27575
TOX4	0.45
HSPA9	-0.5644
APOBEC1	0.074
SLC35E4	-0.70675
LSM5	-1.551
SURF1	0.67175
ZBTB1	0.935666666666667
GTF2F1	0.171875
RPS15A	-0.816214285714286
DUSP21	-0.721
GINS4	-1.688
MYO15A	1.27116666666667
GIMAP7	4.11475
MGC13379	0.42975
ATP6V1E2	-0.506833333333333
UTP3	-0.11475
HNRPA3	-0.517625
MT4	-0.509
C14orf155	0.026
U1SNRNPBP	0.6835
CKLF	-0.257833333333333
PLEKHN1	-0.786833333333333
MBNL1	0.69175
NUP160	-1.29275
ACSM2A	-1.772
LOC129881	1.5195
KIAA1529	0.1475
FLJ22639	-1.78975
HAND1	-1.866
GSX1	0.2015
FGA	-4.60246666666667
SERPINB1	-0.17925
ZNF642	0.8465
IGFBP1	-9.13375
SLC1A1	1.6975
DHX57	-0.1255
ZNF766	1.294
PTPN21	0.7392
GDPD3	0.1975
PNPLA5	-0.1115
TBR1	0.0501666666666667
FAM116A	0.45525
IQGAP1	0.693625
FOS	1.49875
ZNF226	-0.582375
FIGNL1	-0.572666666666667
C14orf1	0.211166666666667
ZMYND17	-0.437
PUS7	-1.38783333333333
TUBB6	-0.297875
KCNQ2	-1.68175
MARCH6	-0.0585833333333333
CCDC33	-0.0465
PRODH	-1.237
RBM11	4.72675
EPHA6	0.958
SLC43A1	-0.426
LOC196541	0.427833333333333
NTN1	0.678916666666667
ING4	0.2405
PCDHB10	1.20275
DPH2	-0.984
SPACA4	0.30725
FBXL21	-2.164
DIAPH1	-0.290166666666667
ZNF71	0.701666666666667
CEP76	-0.2135
CORO1A	-0.99625
RRM2	-2.75675
EDG4	0.5135
OS9	1.15933333333333
SLC4A1AP	-0.33275
COG5	-0.42
COPS8	-0.155
NGLY1	-0.843
NCBP2	0.078
C17orf42	-0.907333333333333
GPSM3	0.857625
SIL1	0.773
ASB6	0.0675
SMAD5OS	-0.179166666666667
UNC93A	-4.1795
A1BG	-0.683
C21orf62	0.496
FMO5	-0.312
ATRIP	0.272166666666667
CEBPG	-0.0941666666666667
C7orf38	0.224666666666667
TNFRSF1B	0.825333333333333
CLEC1A	1.91083333333333
IQSEC1	0.243375
PATZ1	0.8131
RBM22	2.038375
BAG2	-1.5885
PAQR5	-1.07966666666667
C9orf127	-0.0166
THNSL1	-1.977
SHROOM3	2.6581
JAM2	2.27625
SNRPN	-1.11175
ALX4	-0.3315
CACNA1S	-0.459
FAM130A1	1.16175
CORIN	3.1555
CD300LB	0.626
PLEKHG6	0.482
LRRC40	-1.30725
PCLKC	-1.62925
PCDHB16	1.63166666666667
WNT2B	1.14916666666667
ASNS	-2.81477777777778
MRPL49	0.40925
FLJ46111	1.21775
ISG20	-0.667125
SMU1	-0.2035
CASZ1	0.2755
POLR1D	-0.603
GIN1	-0.64975
SNAG1	0.6125
ANKRD29	-0.1915
CDKN2AIP	0.0595
KRR1	0.53125
CXCL1	-4.2985
EPM2A	-0.2336
PC	0.3265
DEFB127	-1.135
PDZRN4	4.4775
FAH	0.08175
OR51E1	3.106
CDC2L6	0.0428333333333333
DNTTIP1	0.0345
PAX8	-0.35575
TMEM116	0.38975
C1orf150	0.7655
PRO2012	0.10725
MRPL40	-1.22516666666667
BEX1	-4.4337
SLC2A4	0.713166666666667
PKMYT1	-1.4525
FEZF2	-0.1285
SLC26A9	-1.409
MAP2	0.1465
LYL1	-1.08725
SLC25A19	-1.38633333333333
NOS3	-0.27
ZNF34	0.675166666666667
TMPRSS11F	-0.4255
FAM43A	0.7075
FCRL4	0.485166666666667
KLF14	-0.0385
FLRT2	0.255333333333333
WRN	-1.4135
SDF2	0.5834
KRT8P12	0.82575
C6orf195	-0.2695
C9orf125	-0.538833333333333
DZIP3	-0.2615
RIT1	0.0495
SCML1	-1.15383333333333
RHBDF2	0.24275
OR2G3	0.426
REXO1L1	-0.0295
MAP3K7IP3	-0.47475
C3orf57	-4.94925
FBXW11	-0.775166666666667
ETAA1	-0.724
C14orf131	-0.191
AKT1S1	-0.21375
SLC12A5	-1.41175
C9orf164	1.251
NRIP3	-0.164125
NOS1AP	0.08425
TMEM121	1.193
SAP30BP	-0.3327
DGCR6	-0.084
WDR76	-0.97575
FAM82B	-0.312666666666667
LOC606495	-0.3145
MAP9	1.78575
BCDIN3D	0.741
CXorf36	3.6295
DSCR3	-0.2159
ZFAND3	0.77925
C7orf43	0.108666666666667
SPSB3	0.7813
C19orf19	-0.0035
FAM133A	-2.068125
C12orf25	-0.089
SLC39A3	-0.748375
DISP2	0.4085
PI4KAP2	-2.659
MKRN3	-1.9295
ADAMTS13	-0.98175
CBLN3	0.1395
TTYH1	-0.811833333333333
C3orf18	1.062
FLJ13236	1.24375
ZMYND12	1.523
C18orf25	-0.248875
GLB1L3	-0.6735
ATP13A5	-1.0085
RANBP10	-0.02175
CD96	-1.8177
DENND1C	-1.00075
RBMS3	1.9467
SLC41A3	0.198166666666667
DGCR6L	-0.36
TMEM128	0.215833333333333
CSNK1G3	0.249857142857143
MOBKL2C	1.473375
TSPAN6	-1.034125
MATN2	-1.0042
MSL2L1	0.337166666666667
ST6GALNAC2	0.636333333333333
FGFBP2	3.113875
FGL1	-7.87766666666667
MPP3	-0.842666666666667
ARHGEF6	1.33133333333333
TGFBR2	1.444875
ACMSD	-1.04925
IL33	4.125
C9orf5	0.497416666666667
DEAF1	-0.2752
AMN	0.172
DEFA6	0.178375
RNF212	-0.29075
METT5D1	0.321666666666667
CIB1	0.6359
TSSK1B	0.2865
KIAA1727	1.04525
ZNF680	0.975916666666667
LOC399900	-1.6835
LOC152217	-0.383166666666667
CTNNAL1	-3.2735
CIT	-1.76566666666667
TLE6	-0.28375
ZNF607	-1.17475
HERC4	-0.589333333333333
DRAP1	-0.464
PEMT	-0.3225
C10orf111	0.296
ZNF575	0.67175
KCTD7	-0.179
MYO1F	0.29225
LOC285382	0.70075
RAB11A	1.0298
PLCD3	0.02625
C15orf28	-0.174
PTBP2	-1.139625
CTB-1048E9.5	-0.741625
C19orf60	-0.310833333333333
C7orf25	0.3605
SETD7	1.181625
HOXB9	-5.3355
VANGL1	0.735625
CHAF1B	-1.774
NDUFA3	-0.062
KIAA1328	-0.504833333333333
SHARPIN	0.302125
TTC23	0.82
UGP2	0.0548333333333334
ANKIB1	0.8892
CIRBP	1.24528571428571
SEC14L4	-3.45416666666667
OVCH1	0.614666666666667
VPS52	0.43825
FAT	-0.362375
M6PRBP1	0.29775
GPRIN3	0.5535
PPM1F	0.173
TSR1	-0.4835
CCDC85A	3.3775
PCSK5	2.62575
ZFHX3	0.81
HEMK1	-1.1152
PGBD2	0.33925
RSRC2	0.331333333333333
AURKC	-0.143666666666667
SCRIB	0.26175
ORM2	-4.92183333333333
FAM115A	1.1712
FZD6	0.019125
UNC119	0.327166666666667
GPX3	0.2743
NOV	-0.340625
CABC1	-0.4205
CDC42SE2	0.1864375
EIF2S2	-0.7597
RNF130	0.769
CKAP5	-0.6045
RP11-413M3.2	0.279375
C10orf18	0.0588
TMEM93	-0.698
DYX1C1	1.3715
KCNMB2	-2.096625
ANK3	0.699416666666667
KRT5	-1.1758
CDH12	-1.32142857142857
QRSL1	-0.2515
JUB	-1.405
SHC4	-0.69675
CCL15	2.068
CCDC22	0.193
SNX24	1.04725
RARS	-0.6205
MORC2	-0.081375
FAM48A	0.122
MT1H	-0.548
PPP1R14C	-2.20716666666667
FOXD1	-2.70164285714286
C1orf213	-2.008
AMT	-2.218
DSN1	-0.398
PTPLAD2	2.385
DIS3L	-0.04875
RASL11A	1.9425
GPRC5B	0.12175
FRMD7	2.5595
STRN4	-0.237
KITLG	2.95354545454546
HDGF	-0.179
OR1S1	-0.1805
SETX	0.7833
DDR2	1.671875
KCTD12	2.143
LYZL2	-0.4325
WDR52	1.351
TMEM2	1.5695
ZNF579	0.349
LOC200810	0.28325
TNFSF9	-1.847
PPFIA4	-3.7535
CNIH3	1.47316666666667
MAP4K4	-0.376571428571429
ROD1	0.587071428571429
ALS2CR12	1.23583333333333
DOCK3	-1.17
PAQR9	-4.7795
ASB17	-0.0955
STX16	-0.91925
FEZ2	0.490166666666667
DLAT	-1.2285
KIF21B	-1.94266666666667
CDC5L	0.6105
TMEM119	1.97833333333333
CRIP3	-2.59925
TPSD1	0.793666666666667
TEPP	-0.2715
GNGT2	1.25475
C21orf121	1.02325
WNK1	-0.0675
FLJ10490	-0.2049
OR51B5	-3.0935
LOC203547	-0.370875
HAS1	1.101
PPA1	-0.835166666666667
ST7	-0.10875
C11orf46	0.7005
POPDC3	-4.1045
ACOX2	0.24
ATCAY	-0.747
TM4SF19	-0.553
MFSD9	-0.388833333333333
PDHB	-0.2205
ERN1	-0.3465
LCE3C	0.42
GPR111	-0.2685
NOTCH3	1.31116666666667
ADAMTS5	3.207
B3GALT1	-1.19275
UGCGL1	-0.369833333333333
FAM58A	0.525
FBXO32	1.757
CLPP	-0.61625
NXPH1	-1.717
MTMR3	0.691
ATP1B3	-0.738625
TMEM16A	4.081
HIST1H3F	0.0813333333333333
TRIM25	-0.0341666666666667
SDCBP2	2.026
CRKL	-0.84775
HOXB2	0.471
ANP32B	-0.41125
GATM	2.857
AP4E1	0.1835
EDG5	0.19475
CDKN3	-2.673
CDH4	-2.7825
PGD	-0.512666666666667
RND1	1.14
GAD1	-3.2567
MPG	-0.017
LOC440350	-0.7825
ZNF133	-0.9415
SERPINB12	-0.964
AMELY	0.1384
DHX36	-0.50375
TNFAIP8L2	2.60383333333333
PHTF2	0.244833333333333
CCDC112	-0.573166666666667
IQCC	-0.5735
HEYL	3.4855
FTSJ2	-0.392666666666667
APPL1	0.7495
RAB43	0.829928571428571
OR10G2	-1.018
WAC	0.201666666666667
ADCY9	0.93225
RUNDC2B	0.8075
PYCRL	0.4501
AGPAT7	-0.2985
SLC22A9	-1.12816666666667
CDKAL1	-0.0435
PDYN	-0.34775
C20orf74	0.45825
MTMR11	1.298
VAV3	3.85916666666667
DAPL1	2.59625
STXBP3	0.60525
EIF3G	-0.40725
ARHGAP22	0.5905
NPFFR1	0.4615
NPC1	-0.362333333333333
ALDH9A1	0.782
ZNF600	0.33
ZNF678	0.730666666666667
RASSF1	-0.226
ADD2	-2.28625
PITPNB	0.19775
PKD2L2	-0.246428571428571
LRP11	-0.09875
CDKL1	0.4045
SMEK2	0.06575
PRODH2	-3.88483333333333
C11orf54	-0.00466666666666665
SFRS11	-0.418166666666667
IL7	-0.4605
ALS2CR16	1.86775
BTG3	-0.974833333333333
PAK2	0.297111111111111
RP11-679B17.1	-0.29325
GATA4	-2.383
ATP2B1	0.25925
LOC130940	1.296
C1orf172	2.42533333333333
ATF7IP2	-1.67875
SLC25A43	0.0905
CENTG3	-0.0724166666666667
IGF2BP1	-4.5519
FCHSD1	-0.103
CAMK2N2	0.766833333333333
ELAVL3	-0.2489
NBPF15	0.236166666666667
UBE2J2	0.106666666666667
GNL2	-0.74325
PRR3	-0.0482
NLF2	0.315
OR4F6	0.29
KLHL24	1.71433333333333
CCDC88A	-1.344
SGPP1	-0.487833333333333
C10orf11	-0.165333333333333
SLC35B4	-1.389
UGT3A2	-2.4675
ARNT2	1.5383
CBR1	-0.22525
ITPR3	-0.014
TRAPPC6B	-0.6966
AMZ1	1.1485
ARP11	1.35625
WDSUB1	0.19975
APBA1	0.683166666666667
RAB2A	0.6329
C6orf162	-0.934125
HPSE2	0.646666666666667
PLCE1	1.08975
INSL3	0.26675
DLG1	-0.2886
PTPLA	-3.9
PIGX	0.6125
TFIP11	0.0285
FIBIN	3.5895
POLR2G	-0.031
GRAP2	-2.0982
DNAJB8	0.23475
CNBP	0.1885
WASF1	-1.3405
INPP5E	-0.7973
HSPB1	1.241
TMEM167	-0.3154
CUBN	0.60175
IGF1	4.131625
ITPK1	0.3587
NAALAD2	-1.061875
G3BP1	0.0295999999999999
NT5DC1	0.572625
CYP39A1	-0.0685
TMEM139	1.8645
POLK	0.1293
GLULD1	-1.99975
RBM15	-0.15
AMZ2	-0.167
GDF15	-1.922
MESDC2	-0.21125
INCA	0.0268333333333333
ACY1L2	-2.522
GZMM	-1.50516666666667
PAIP1	0.13575
CACNA2D1	2.256
STK32C	-1.6525
SH3BP4	0.737833333333333
DEC1	-0.2895
PADI1	0.0345
UBB	0.491
PON3	2.67833333333333
PROP1	-0.1625
ANKRD13B	-0.471
ADCK1	0.0955
TCF25	0.270666666666667
SLC38A5	-2.548
CXorf26	0.470166666666667
C19orf39	0.5165
PPP1R13B	0.2365
ARL2	-0.653
TCL6	0.1115
TOP3A	-0.7535
SLC16A14	1.953375
FXYD6	1.67233333333333
HIST1H4E	-0.6295
BBC3	0.362421052631579
UNC5A	0.191833333333333
FAM86C	-0.6522
PI4KB	0.26525
B3GAT1	-3.8645
SUSD2	1.48383333333333
OAZ2	-0.069
NOC4L	-0.43425
C10orf12	-0.4975
FADS1	-2.9805
LOC144097	-0.61125
DKK2	1.89
KIAA1949	0.37325
RHOT1	0.2471
OXT	1.783
GPR153	0.4675
ARL4A	-0.3245
SAAL1	-1.73575
CCDC64	-0.4635
USE1	-0.655833333333333
HNMT	0.0953333333333333
PCGF3	0.509625
CYP2C19	0.32725
C20orf4	0.741
CCDC11	0.142
ACSBG2	0.0875
RWDD2A	-0.688
PALLD	3.7175
CPLX4	0.45
LOC492311	1.35175
KPNA2	-1.44583333333333
MACROD1	-0.77
TMCO3	-0.521833333333333
C15orf52	-0.119
BIRC5	-1.86286666666667
PRR16	-0.161333333333333
FAM63B	0.77475
KATNB1	-0.7275
WNT8B	-0.0115
CPLX3	-0.2285
GHR	4.674375
CCDC124	-0.933
BCLAF1	-0.468125
GOLGA3	0.7132
CLEC4E	2.68716666666667
