Hybridization REF	TCGA-E2-A15P-01A-11R-A115-07
ZFP106	0.00325000000000001
ZNF347	0.7352
GTF2E1	0.29725
RY1	0.122666666666667
ATAD2B	0.287875
ARHGAP17	-0.5826
KCNIP3	-0.80125
SFPQ	0.172875
GFRA4	-0.516
AKR1B10	-3.202125
TIGD6	1.11533333333333
RGS16	0.194
URB1	-0.253666666666667
OR4C46	-0.529666666666667
TOP3B	-1.6925
NFATC4	0.7235
CA14	-3.37275
BMPR1A	-0.697
SNRP70	-0.675
PRL	-0.374818181818182
C6orf130	0.86525
STAG2	0.94525
CD55	-0.904928571428571
RPS23	0.751666666666667
SSX2	-2.51933333333333
FDPSL2A	-0.628
FBXO27	1.4355
SYNGR3	-1.7785
TMSL3	0.0535
EML1	-0.6815
NUP93	-0.952333333333333
SMAD3	-0.2302
KIAA1189	0.509666666666667
HNRPUL2	0.562
TBC1D12	0.272
C16orf24	0.06075
MRVI1	1.63216666666667
ZNF581	-0.923833333333334
ELOVL3	-1.078
OR51Q1	-0.2655
CACNB3	0.625833333333333
GALNT13	-1.976625
C10orf84	0.8324375
NEDD4	-0.416
SPO11	0.433
OR5AU1	-0.2155
NEK4	1.46335714285714
PRKAR2A	-0.141
IHPK1	-0.533833333333333
ATP6V0B	-0.809375
CACNA1E	-1.826
CEACAM8	-0.0894
PEX14	0.402
FLJ12993	-0.479
ZBTB38	0.810666666666667
PCTK2	1.13133333333333
LRRC16	1.0838
FBLIM1	1.22366666666667
FYCO1	1.05575
RP5-1022P6.2	-0.29625
CMTM1	-0.234333333333333
PLTP	-0.284166666666667
RAPH1	1.622625
DOCK8	1.829625
EZH2	-1.08273333333333
SLC25A1	-1.2845
PLEKHB1	0.1759
GRB7	0.8389
ZFP37	0.6165
MRPL33	-0.524
PELO	-0.0865
ARMC1	0.324272727272727
C9orf27	0.362625
FLJ25778	-0.0955
C9orf37	-0.392
TMEM66	2.3015
SPRN	-0.400625
HBEGF	-0.60225
PI4KA	-1.1135
LEPRE1	-0.96175
POU2AF1	-1.528125
MRPL12	-1.16133333333333
REP15	0.5225
ZC3H3	0.235
RASAL1	-1.7865
DDAH1	0.609
ACBD5	2.058
TMC2	-0.0975
CCDC137	-0.196
SAMD13	0.0816666666666667
UGT2B15	-0.520333333333333
TIPARP	-0.77225
DNASE1L3	2.5825
TRIM72	0.212666666666667
DBX2	1.83875
IPO8	0.732
C21orf88	-0.4751
MAP3K14	0.2135
LOC51233	0.252833333333333
GGTLA4	-1.424
PDE6D	0.29
ZNF117	0.871
CLK2	-0.460375
NKRF	-0.59425
TNFSF15	0.3639
DUSP2	-1.127375
SECISBP2	-0.1115
GABRR2	-0.0295
PPAP2C	0.762
LOC51145	-0.130666666666667
PAG1	-0.402625
PIK3C3	0.301
GNG10	0.2495
APOL4	0.452333333333333
ANKRD28	-0.33
STMN3	-1.9254
RAB14	0.9468
CDK2AP2	-0.75275
HDDC3	0.075375
COMMD7	0.57675
CXXC1	-0.2575
HMCN1	-0.236
CD40	1.31375
DYNC1LI2	0.5023125
GDI1	-0.2105
LOC646938	-0.9445
VSNL1	-0.611666666666667
PIH1D1	-0.0506666666666667
RAET1G	-1.7465
KRTAP5-9	-0.3
EFTUD2	-0.44025
ZNF311	2.30333333333333
ATP6V1G3	-0.01
OR2W3	0.76675
SCN4A	0.47625
MED10	-0.175375
FAM135A	-0.8793
ARHGAP4	-1.43575
EHMT2	-0.6635
UFD1L	-1.12525
ERMP1	1.06625
MAG1	-1.5225
THAP8	-0.299166666666667
HACE1	-0.677
FAM82C	1.2355
C3orf20	-0.4595
UNC84A	-0.506333333333333
SCD5	-0.155285714285714
LASS6	2.6315
LSG1	0.69675
MAL	-4.00875
GPR22	-0.6085
WDR5B	1.7825
ACTRT1	0.648
C17orf60	-0.443
GRIN2C	-0.5934
ARMC8	-0.289416666666667
SLC47A1	-2.35116666666667
DMPK	-0.70475
DHRS13	-0.4295
SMC1A	-0.816333333333333
KRTAP17-1	1.88025
SMYD5	-0.489
TUSC2	0.63825
CRHR2	0.5045
KIR3DL2	-0.159
CCDC104	0.69275
ATP2C1	1.082375
CROT	1.11075
PABPC3	-0.606
EGR1	0.865833333333333
THSD1	0.98775
KHK	-1.69475
SLC12A2	0.8608125
CD58	-1.13125
STOX2	-0.372
CCDC76	-0.4648
CCDC48	4.4445
DNAH1	-0.122666666666667
ZIC4	-0.45425
OR1G1	0.0515
PSMC6	-0.640166666666667
PROKR1	-0.343
ABCB1	0.05575
TRAT1	-1.2915
LLGL1	0.138
MTF1	1.6805
USP54	0.26725
PAGE2B	-2.7455
ITGB7	-2.8755
CCDC81	-0.243
LOC149837	0.60675
SCUBE1	0.8045
ZSCAN10	-1.5705
HUWE1	0.0955714285714286
CDH17	1.1245
CD180	0.2825
IL17A	-0.14875
TMPO	-1.174625
KIAA1524	-2.144
HDGFRP3	0.569
OXCT1	0.111636363636364
RRAS2	-1.3765
LTBP2	2.8781875
SV2B	3.05833333333333
CYP2A6	3.87725
PKD1L2	0.00383333333333333
PPM1M	0.52025
FLJ22662	2.03566666666667
ZNF502	0.95575
GP6	-0.884
CRYBA2	-1.557
LEF1	-1.1066
CTPS	-2.53657142857143
EYA1	-2.96666666666667
EPS8L1	1.1905
MAPK14	-0.0575833333333333
SERPINB2	-5.363375
GTF2F2	-0.9365
ZNHIT4	-0.132
PLA1A	-0.350125
C20orf114	2.69325
HPR	-3.073
C18orf2	-4.116
SATB2	-2.19275
KCNJ9	-0.154428571428571
MGC157906	0.209
MOCS3	0.1555
C17orf71	-0.481333333333333
PPHLN1	0.3421
HIST1H2BN	-0.195125
RAPGEF1	-0.79725
MAP3K8	1.22675
DLG4	-0.370833333333333
STC1	2.56883333333333
CDGAP	1.0825
DDX26B	-1.27825
LOC150223	-1.92325
CPSF3	-0.797166666666667
TMEM14A	0.87975
MYH3	-0.9565
GPKOW	0.554
SULT1A1	0.414833333333333
SPON1	3.5415
YY1AP1	0.438
RAB23	0.18025
PLA2G4A	-3.638
MAPRE3	-0.08725
ZNF516	0.955214285714286
GGPS1	1.09725
EXOC3L2	-0.620875
C19orf42	1.4004
MAP2K2	-0.756
HIST1H2BB	0.56025
RNF19B	1.117
C6orf128	-0.198333333333333
TLR8	2.17675
PCDHA9	1.5915
CARS2	-0.085625
CLUL1	3.459
RHAG	-3.65083333333333
UNK	0.014
EXOC8	0.6628
C9orf95	1.2215
C14orf143	0.496333333333333
MAML3	0.037375
LDHA	-1.343
MRPL20	0.528875
KLHDC6	-0.145333333333333
ATP5S	-0.0921666666666667
C8orf55	-0.4625
PHF19	-2.434125
KRTAP13-4	0.4785
TTC5	0.48525
XKR5	-1.0135
SILV	-3.51933333333333
TEX28	-0.885
TCTN1	1.12125
CX40.1	0.088
PPP2R5C	0.38925
C12orf30	-0.819333333333333
CAPG	1.71925
MPZL1	0.85855
ARSB	-1.39316666666667
TDH	-1.91825
WASF4	0.9435
TSSK3	-1.553
7A5	0.8685
CRISPLD1	1.24325
MAD1L1	-0.796333333333333
SPIN4	-0.667833333333333
AMPD1	2.10375
DPYSL5	-0.3105
INPP1	0.470666666666667
ANKRD11	-0.364777777777778
NPAS4	-0.155875
GCET2	0.7771
RNASE9	-0.226
GUCY2D	-0.155166666666667
CCDC98	0.54
FGF4	-0.828875
CPM	-0.824
SLC26A4	-2.04133333333333
PLD5	0.1275
FAM59A	-0.0385
FBXO5	-2.23122222222222
SIPA1L1	-0.4215
DPYS	0.4005
ATG4D	-0.58175
TGM3	0.525
MTCH1	0.18675
HK1	-0.267076923076923
CDC26	0.19725
GALNT12	-3.06083333333333
LOC339229	-0.273
MRPL35	0.263875
ORC4L	0.652
TNKS	0.253142857142857
C2orf24	0.432
ZNF553	0.0963333333333333
GGTLA1	2.4964
ZNF497	0.4335
CDY1B	0.3985
SLC30A4	0.726875
TUB	-0.530875
ARHGEF18	-0.2745
ARRB1	0.39975
KCNK1	-1.038375
EREG	-3.5952
SCAMP5	-0.68825
RUNDC3B	3.08425
ADAMTS20	-1.10933333333333
IL17RB	0.00137499999999999
FLJ20323	0.083
MCAM	-0.0575
POLR3E	-1.06266666666667
AQR	0.610833333333333
IPMK	0.061
CDCA7	-4.32175
CAMP	-1.386
GRHL3	-0.34725
ADAMTSL2	0.481166666666667
CLMN	1.75433333333333
SSTR3	0.288
MAGEA5	-2.61166666666667
OVOL2	3.5695
JMJD1B	0.5635
RBL2	0.9743
PYGO2	0.5465
PPP1R10	0.6695
CSE1L	-1.17983333333333
LCA5	1.132
RDH16	-0.64725
ASRGL1	-2.42375
TOM1	-0.349166666666667
PTX3	-4.20875
TTC15	0.2085
SCGB3A1	1.95033333333333
MRPL50	-0.4025
RCAN3	0.97875
SLC26A11	1.09075
STYX	-0.133
CINP	-1.042
MARCH7	1.06075
PFKM	-0.317666666666667
SGMS1	0.551333333333333
RIOK3	0.3201
C1orf110	0.715
CES7	0.126625
LOC440248	-0.79475
PPP1R12C	-0.19175
C10orf27	0.292
ATG9A	-0.65825
MRPS26	0.148125
TMEM40	0.88475
ELP3	0.0838
ZNF787	-0.8213
HIAT1	0.394375
C8orf34	4.22233333333333
MGC4655	0.0072
PELI1	0.483833333333333
PPT1	0.7616
SLC35C2	-0.573166666666667
C6orf125	-0.40525
MUC4	-1.62983333333333
RFC4	-1.86885714285714
GNB2	-0.0335
NUP50	-0.472928571428572
SULT4A1	-2.11416666666667
C7	4.57525
CCDC130	0.110166666666667
ARRDC4	2.25425
RQCD1	-0.51075
GLYCTK	-1.31225
AYTL2	-1.24718181818182
MTUS1	2.3133
LEMD3	0.128333333333333
PLEKHF2	1.80325
HOXA7	0.942625
GTF3C2	-1.155
DYNLRB2	3.21325
CNOT10	0.09075
MR1	0.643
FFAR1	-0.0305
PRIC285	-0.206
SLITRK6	4.0195
LIX1	-2.5977
UBE1L2	0.16375
F8	1.94375
ACHE	-0.438666666666667
KPNA5	0.052
TNFRSF12A	-1.6845
EGR3	0.2395
SERPIND1	-3.182
OASL	1.966
IFRD1	-1.82175
WDFY1	0.332666666666667
ZNF267	2.226375
ACCN5	-0.0255
ZBTB6	1.07175
PPP1R3A	-0.251
PRRT3	1.87025
FBXL19	0.251
TXNIP	0.909428571428571
ACTN2	1.58275
ATG9B	-0.451375
C9orf117	2.15175
IL27	0.067
RPL36AL	-0.330666666666667
KLK15	-0.311
CHAD	2.4635
RAP2B	-0.6025
HEBP2	0.92125
ZNF342	0.766
CAMK2G	-1.1335
TLR3	2.732
FGF14	1.80675
HMGB2	-1.0865
TRPM5	-0.332
OR5M11	0.347
KIF3B	0.837263157894737
PRICKLE2	0.5175
MTMR9	0.542
C3orf27	0.312
GLRA3	-3.81033333333333
NSDHL	-0.207166666666667
TMEM32	-0.668
POLR2D	-1.15366666666667
MYADML	0.278
C9orf114	-0.356
MRGPRX1	-0.0265
TOPORS	0.9125
CLDN19	1.12175
C1QL4	-0.4535
RNF165	0.625
DHRS9	0.3565
DNAH2	0.0471666666666667
FXR1	-0.27
ZMYM3	-0.591875
CASP3	-0.2645
FAM120C	-1.186625
SCLY	-0.8595
CA7	0.2085
ENTPD5	1.7025
ZNF461	0.330375
PDIA5	0.10175
C1orf19	0.0835
TMEM67	0.65975
KCTD20	-0.4595
WDR47	0.746
FLJ38723	0.975
KLRF1	0.787166666666667
TAS2R16	0.5525
CLDN12	1.063
PRKCE	0.6105
UBXD4	-0.62475
ITGAM	2.0955
GLT8D3	0.213125
WDR31	1.6962
RGS2	0.24
OR51L1	0.2395
MST1R	0.89225
KIAA1737	0.84975
OR4A5	0.0355
GLIS1	0.575166666666667
PTMA	0.759214285714286
NAPA	1.1285
PRDM11	-0.0255
LIPF	0.96
DIRAS3	1.5975
ASGR2	-3.48625
C1QTNF4	0.52525
PIK3R4	0.496666666666667
ARMC3	4.88725
NDUFV3	-0.628583333333333
BTBD3	-0.296
PPP1R2	0.78575
UBE2NL	0.6975
FOSL2	0.120785714285714
FAM119A	-0.951833333333333
TUBA4A	-0.5869
KRTAP12-1	0.379
SFRS2	-0.68675
RHPN1	-0.3016
EEF2	-0.928333333333333
ZDHHC11	0.529833333333333
EPHA3	-0.1943
RBM12	-0.8095
H2AFJ	1.10975
EDIL3	4.567
KIF26A	-1.538
SERGEF	0.45325
B3GALT4	2.74375
LOC90925	0.505166666666667
OSCAR	0.705375
NPFF	-0.188125
DEDD	0.323625
TMEM155	-1.57975
PTPN1	1.095
SCYL2	0.707166666666667
SKAP1	3.408
LEAP2	-1.39716666666667
GADD45G	2.3238
IFITM3	1.612625
PILRB	-0.498333333333333
SLU7	0.6060625
DSC3	2.8025
DNMT3L	-1.74175
PAPD5	0.79975
B3GNT3	-1.57933333333333
LHCGR	-0.1015
MSL-1	0.325
UBE2S	-2.089
SAP130	-0.46075
ANAPC11	0.37
MAGED4B	-2.091
ATP6V1B2	0.2865
C14orf179	0.45575
CAPZA1	0.731375
CDYL2	-0.39
GLRX3	-1.565
LOC136288	-0.7615
MOBKL1A	1.789
HTR2B	4.08875
CRYGD	-0.324333333333333
NUS1	-0.792333333333333
PGRMC1	0.9845
MYOM2	1.313
FLJ39653	-0.6525
CHM	1.3952
OR5M8	0.559
ZNF619	1.5055
FAM105A	0.0105
CCNL1	-0.911875
NAP1L3	0.2475
C10orf57	1.902
B3GALNT1	0.475833333333333
CSN1S2A	-0.0415
TCP10L	0.87875
GDAP2	0.558875
DMKN	1.07333333333333
COX6B1	-0.629
DNASE2	0.882166666666667
MSH5	-1.331
LGMN	-0.643875
USP31	0.3813
OR13C8	0.427
SDCBP	-0.1124
NUDT11	-1.75416666666667
PYGL	-0.572333333333333
SNPH	0.675166666666667
B3GNT4	-0.903
MIZF	-0.4699
NUBPL	1.044375
NOD1	-0.136833333333333
CDH22	1.749625
NUBP1	0.0786666666666667
DSCAM	-3.092
DGKI	1.1865
FAM136A	-0.65075
AKAP1	0.2335
SLC16A6	1.873
RIN3	-0.42275
PSG2	0.03975
DIP2B	-0.428583333333333
PSORS1C1	-0.5454
KIAA0495	0.2495
FLJ90709	0.2095
LPA	-0.357333333333333
PIGA	0.324666666666667
LY75	3.53016666666667
UTS2	-5.23466666666667
RREB1	0.55275
GALNACT-2	0.7628
MGC3196	-0.9445
FLJ31568	-0.566
LPHN1	0.128625
SP1	1.197875
TOX4	0.651833333333333
HSPA9	0.3236
APOBEC1	-0.0745
SLC35E4	-0.2565
LSM5	-0.98425
SURF1	0.62825
ZBTB1	0.59025
GTF2F1	-0.377375
RPS15A	-1.01728571428571
DUSP21	-1.12966666666667
GINS4	-2.5395
MYO15A	0.859833333333333
GIMAP7	3.81
MGC13379	0.3835
ATP6V1E2	-2.39016666666667
UTP3	0.58675
HNRPA3	-0.1938125
MT4	0.324
C14orf155	-0.24325
U1SNRNPBP	0.262
CKLF	-1.1425
PLEKHN1	-0.358
MBNL1	0.624833333333333
NUP160	-1.25675
ACSM2A	-1.96625
LOC129881	2.03
KIAA1529	0.147
FLJ22639	-0.585
HAND1	-1.4865
GSX1	0.047
FGA	-4.06425
SERPINB1	0.32225
ZNF642	0.499
IGFBP1	-6.9345
SLC1A1	-0.700125
DHX57	-0.074125
ZNF766	1.4855
PTPN21	0.3176
GDPD3	-2.01983333333333
PNPLA5	-0.6805
TBR1	0.412833333333333
FAM116A	0.712
IQGAP1	0.775375
FOS	0.525875
ZNF226	0.994125
FIGNL1	-0.712
C14orf1	-0.5235
ZMYND17	-0.426
PUS7	-0.7715
TUBB6	-0.764375
KCNQ2	-1.162
MARCH6	-0.105833333333333
CCDC33	-0.1945
PRODH	-2.087
RBM11	3.298
EPHA6	-0.20925
SLC43A1	-1.0065
LOC196541	0.60225
NTN1	0.123583333333333
ING4	0.0225
PCDHB10	2.23175
DPH2	-0.968333333333333
SPACA4	-0.157
FBXL21	-4.8435
DIAPH1	-0.208833333333333
ZNF71	0.778833333333333
CEP76	-0.1345
CORO1A	-1.41675
RRM2	-3.229625
EDG4	-0.0445
OS9	0.3415
SLC4A1AP	0.18875
COG5	-0.294
COPS8	0.02425
NGLY1	-0.3895
NCBP2	0.4435
C17orf42	0.597666666666667
GPSM3	-1.1035
SIL1	1.04583333333333
ASB6	-0.227
SMAD5OS	1.02783333333333
UNC93A	-3.3355
A1BG	0.291
C21orf62	0.71375
FMO5	2.88091666666667
ATRIP	0.0995
CEBPG	-0.203833333333333
C7orf38	0.532666666666667
TNFRSF1B	0.631
CLEC1A	2.031
IQSEC1	0.105875
PATZ1	0.7078
RBM22	1.21825
BAG2	-1.9805
PAQR5	-2.4845
C9orf127	0.9326
THNSL1	0.78175
SHROOM3	3.0511
JAM2	1.741
SNRPN	-1.36725
ALX4	0.181
CACNA1S	-0.425
FAM130A1	0.93025
CORIN	1.7075
CD300LB	0.7175
PLEKHG6	0.2325
LRRC40	-1.40225
PCLKC	-1.471
PCDHB16	1.19166666666667
WNT2B	1.52416666666667
ASNS	-2.09366666666667
MRPL49	0.61775
FLJ46111	-1.054
ISG20	0.24825
SMU1	-0.0296666666666667
CASZ1	0.87
POLR1D	-0.819
GIN1	0.06475
SNAG1	0.454166666666667
ANKRD29	-0.493
CDKN2AIP	0.45575
KRR1	0.91475
CXCL1	-4.759
EPM2A	-0.0094
PC	-0.335833333333333
DEFB127	0.888
PDZRN4	1.52033333333333
FAH	1.097375
OR51E1	2.5085
CDC2L6	-0.601833333333333
DNTTIP1	-0.4335
PAX8	-0.4775
TMEM116	0.41825
C1orf150	0.3245
PRO2012	-0.09925
MRPL40	-0.9135
BEX1	0.517
SLC2A4	-0.0578333333333333
PKMYT1	-1.9445
FEZF2	-1.311
SLC26A9	-2.66575
MAP2	0.73225
LYL1	-1.48975
SLC25A19	-0.889166666666667
NOS3	-0.038
ZNF34	0.671666666666667
TMPRSS11F	-0.670333333333333
FAM43A	-0.3055
FCRL4	0.244833333333333
KLF14	0.25175
FLRT2	0.268
WRN	-0.6325
SDF2	1.2208
KRT8P12	-0.96275
C6orf195	-0.1955
C9orf125	-0.944666666666667
DZIP3	0.404625
RIT1	0.16975
SCML1	0.204833333333333
RHBDF2	-0.369875
OR2G3	0.1775
REXO1L1	-0.103
MAP3K7IP3	0.290375
C3orf57	-5.21825
FBXW11	-0.5355
ETAA1	0.203
C14orf131	-0.2783
AKT1S1	-0.22925
SLC12A5	-1.193375
C9orf164	1.432
NRIP3	-1.276375
NOS1AP	-0.23375
TMEM121	0.75925
SAP30BP	0.0988
DGCR6	-0.19
WDR76	-1.57675
FAM82B	-0.13125
LOC606495	-0.274
MAP9	2.381
BCDIN3D	1.453
CXorf36	3.642
DSCR3	0.1772
ZFAND3	0.305375
C7orf43	0.0616666666666667
SPSB3	0.4802
C19orf19	-0.1815
FAM133A	-2.456125
C12orf25	0.18725
SLC39A3	-1.3725
DISP2	-0.29725
PI4KAP2	-2.207
MKRN3	-0.163333333333333
ADAMTS13	0.582875
CBLN3	0.5809
TTYH1	-0.197666666666667
C3orf18	1.99625
FLJ13236	-0.10775
ZMYND12	4.40275
C18orf25	0.6355
GLB1L3	-1.7815
ATP13A5	1.356
RANBP10	-0.16325
CD96	-1.2331
DENND1C	-0.66875
RBMS3	1.5478
SLC41A3	0.543166666666667
DGCR6L	-0.255
TMEM128	0.860833333333333
CSNK1G3	0.328142857142857
MOBKL2C	0.79175
TSPAN6	2.06175
MATN2	0.4448
MSL2L1	0.0193333333333333
ST6GALNAC2	0.2895
FGFBP2	-0.053375
FGL1	-5.19233333333333
MPP3	-0.526333333333333
ARHGEF6	0.8655
TGFBR2	0.94375
ACMSD	3.58325
IL33	4.67125
C9orf5	0.368916666666667
DEAF1	-0.3592
AMN	-1.172
DEFA6	0.177625
RNF212	1.70775
METT5D1	1.05433333333333
CIB1	1.363
TSSK1B	0.11375
KIAA1727	1.71475
ZNF680	1.75683333333333
LOC399900	-0.2515
LOC152217	-0.598416666666667
CTNNAL1	-2.3585
CIT	-2.66725
TLE6	0.17125
ZNF607	-0.66825
HERC4	-1.01666666666667
DRAP1	-0.2188
PEMT	-1.094
C10orf111	0.9675
ZNF575	-0.5425
KCTD7	-0.20525
MYO1F	0.09875
LOC285382	0.305
RAB11A	1.8001
PLCD3	-0.842
C15orf28	-0.21825
PTBP2	-0.5415
CTB-1048E9.5	-0.449375
C19orf60	-0.6975
C7orf25	0.625666666666667
SETD7	1.567125
HOXB9	-4.0485
VANGL1	0.7973125
CHAF1B	-1.11475
NDUFA3	-0.44725
KIAA1328	0.380666666666667
SHARPIN	0.243625
TTC23	-0.792375
UGP2	0.306083333333333
ANKIB1	0.8476
CIRBP	1.54771428571429
SEC14L4	-3.16216666666667
OVCH1	0.0685
VPS52	0.2665
FAT	-1.3385
M6PRBP1	-0.70075
GPRIN3	0.299
PPM1F	-1.061
TSR1	-0.23
CCDC85A	1.58775
PCSK5	1.887
ZFHX3	0.416
HEMK1	0.4879
PGBD2	0.59875
RSRC2	0.625333333333333
AURKC	-1.32133333333333
SCRIB	-0.203375
ORM2	-3.8115
FAM115A	0.918
FZD6	0.2285
UNC119	-0.07
GPX3	-1.352
NOV	1.119375
CABC1	-0.60975
CDC42SE2	0.4590625
EIF2S2	-1.0328
RNF130	0.961
CKAP5	-0.827166666666667
RP11-413M3.2	-0.7675
C10orf18	0.6405
TMEM93	-0.038
DYX1C1	2.8775
KCNMB2	-2.269625
ANK3	1.496
KRT5	0.6295
CDH12	-1.031125
QRSL1	-0.70075
JUB	-1.0795
SHC4	-1.240625
CCL15	1.47866666666667
CCDC22	0.02875
SNX24	-0.34425
RARS	0.07175
MORC2	0.13975
FAM48A	-0.5605
MT1H	-1.935
PPP1R14C	-0.955833333333333
FOXD1	-2.70992857142857
C1orf213	-1.09775
AMT	-2.0158
DSN1	-1.21075
PTPLAD2	3.51725
DIS3L	0.1785
RASL11A	0.11925
GPRC5B	-0.18275
FRMD7	0.6155
STRN4	-0.29075
KITLG	2.16468181818182
HDGF	-0.49475
OR1S1	0.106
SETX	0.5467
DDR2	-0.234375
KCTD12	1.8275
LYZL2	0.1005
WDR52	2.5155
TMEM2	0.49175
ZNF579	-0.941833333333333
LOC200810	-0.4775
TNFSF9	-2.15625
PPFIA4	-3.20925
CNIH3	1.22583333333333
MAP4K4	-1.09971428571429
ROD1	0.382714285714286
ALS2CR12	0.0831666666666667
DOCK3	-1.069
PAQR9	-4.568
ASB17	-0.330833333333333
STX16	-0.700875
FEZ2	0.348666666666667
DLAT	-0.731833333333333
KIF21B	-1.42783333333333
CDC5L	0.35325
TMEM119	2.36533333333333
CRIP3	-1.62175
TPSD1	0.469833333333333
TEPP	-0.70325
GNGT2	0.89825
C21orf121	1.00625
WNK1	-0.394
FLJ10490	-0.8749
OR51B5	-2.5345
LOC203547	-1.08025
HAS1	-0.485
PPA1	-0.726
ST7	-0.00925000000000001
C11orf46	1.4323
POPDC3	-3.55333333333333
ACOX2	0.4615
ATCAY	-0.880583333333333
TM4SF19	-2.44825
MFSD9	-0.391333333333333
PDHB	0.09225
ERN1	0.048
LCE3C	-0.1125
GPR111	-0.8265
NOTCH3	0.695833333333333
ADAMTS5	2.79
B3GALT1	-1.77075
UGCGL1	0.00116666666666668
FAM58A	0.6565
FBXO32	2.09375
CLPP	-0.71475
NXPH1	-0.98425
MTMR3	0.726833333333333
ATP1B3	-0.9585
TMEM16A	3.785
HIST1H3F	0.174333333333333
TRIM25	0.103666666666667
SDCBP2	0.485
CRKL	-1.7475
HOXB2	1.998
ANP32B	-0.217875
GATM	4.3775
AP4E1	0.01625
EDG5	0.354875
CDKN3	-2.88283333333333
CDH4	-2.3325
PGD	0.00666666666666667
RND1	1.19
GAD1	0.9341
MPG	-0.600875
LOC440350	-1.1595
ZNF133	0.51875
SERPINB12	-0.0165
AMELY	-0.0881666666666666
DHX36	-0.6285
TNFAIP8L2	2.32683333333333
PHTF2	-0.331333333333333
CCDC112	-0.370833333333333
IQCC	0.3405
HEYL	2.3955
FTSJ2	-0.298166666666667
APPL1	1.41375
RAB43	0.402571428571429
OR10G2	-0.313
WAC	0.6375
ADCY9	0.52125
RUNDC2B	0.401333333333333
PYCRL	0.7435
AGPAT7	-0.922666666666667
SLC22A9	-1.81283333333333
CDKAL1	-0.2965
PDYN	-1.57616666666667
C20orf74	0.35475
MTMR11	0.69
VAV3	3.57025
DAPL1	0.226
STXBP3	0.40225
EIF3G	-0.2655
ARHGAP22	-0.85675
NPFFR1	-0.0655
NPC1	-0.626666666666667
ALDH9A1	1.33466666666667
ZNF600	0.732125
ZNF678	0.946
RASSF1	0.331916666666667
ADD2	-2.752375
PITPNB	-0.2045
PKD2L2	-0.234166666666667
LRP11	-0.677
CDKL1	0.06575
SMEK2	0.74475
PRODH2	-2.82066666666667
C11orf54	0.582166666666667
SFRS11	-0.156833333333333
IL7	0.186
ALS2CR16	1.472
BTG3	-1.45366666666667
PAK2	-0.456611111111111
RP11-679B17.1	-0.829
GATA4	-1.91766666666667
ATP2B1	0.28575
LOC130940	2.6155
C1orf172	2.9
ATF7IP2	-0.40275
SLC25A43	0.142166666666667
CENTG3	-0.434166666666667
IGF2BP1	-3.4679
FCHSD1	-0.189
CAMK2N2	-1.20166666666667
ELAVL3	-0.49
NBPF15	0.157833333333333
UBE2J2	0.0999166666666667
GNL2	-0.35675
PRR3	-0.3065
NLF2	-0.52825
OR4F6	0.1615
KLHL24	1.03266666666667
CCDC88A	-1.7578
SGPP1	-1.46183333333333
C10orf11	0.505333333333333
SLC35B4	-0.991666666666667
UGT3A2	-1.742
ARNT2	1.2912
CBR1	-0.011
ITPR3	-0.765166666666667
TRAPPC6B	0.3965
AMZ1	-2.3405
ARP11	1.3985
WDSUB1	0.44075
APBA1	1.02266666666667
RAB2A	1.2553
C6orf162	-0.55125
HPSE2	0.12225
PLCE1	-0.86075
INSL3	0.12175
DLG1	0.0921
PTPLA	-3.0545
PIGX	0.713625
TFIP11	0.0926666666666667
FIBIN	2.85
POLR2G	0.34025
GRAP2	-1.6834
DNAJB8	-0.00625000000000001
CNBP	0.733833333333333
WASF1	-1.87525
INPP5E	-1.0121
HSPB1	0.05575
TMEM167	-0.0101
CUBN	0.391
IGF1	3.392125
ITPK1	-0.2348
NAALAD2	-1.1335
G3BP1	0.3086
NT5DC1	0.262
CYP39A1	0.8355
TMEM139	1.44758333333333
POLK	0.1618
GLULD1	-1.34725
RBM15	-0.8185
AMZ2	0.55225
GDF15	-2.773
MESDC2	0.8315
INCA	0.168
ACY1L2	-2.44
GZMM	-1.06516666666667
PAIP1	0.307
CACNA2D1	0.3655
STK32C	-1.23116666666667
SH3BP4	0.949
DEC1	0.51
PADI1	0.0945
UBB	0.5625
PON3	-1.368
PROP1	0.1025
ANKRD13B	-0.833
ADCK1	-1.13
TCF25	-0.0290833333333333
SLC38A5	-2.459
CXorf26	0.737166666666667
C19orf39	0.71525
PPP1R13B	0.074
ARL2	-0.5115
TCL6	0.16975
TOP3A	-0.2275
SLC16A14	1.082125
FXYD6	1.61183333333333
HIST1H4E	-0.222
BBC3	-0.215578947368421
UNC5A	0.503333333333333
FAM86C	-0.4248
PI4KB	-0.025625
B3GAT1	-2.817
SUSD2	1.15133333333333
OAZ2	0.0921666666666667
NOC4L	-0.7
C10orf12	-0.993
FADS1	-3.15483333333333
LOC144097	-0.748
DKK2	1.51783333333333
KIAA1949	-0.78725
RHOT1	0.6941
OXT	0.504166666666667
GPR153	-1.18825
ARL4A	0.325833333333333
SAAL1	-0.562
CCDC64	-0.402
USE1	0.0765
HNMT	1.37283333333333
PCGF3	0.370375
CYP2C19	0.55875
C20orf4	-0.274
CCDC11	3.0555
ACSBG2	0.56625
RWDD2A	0.08525
PALLD	2.709375
CPLX4	-0.609
LOC492311	1.34975
KPNA2	-1.76783333333333
MACROD1	-0.7551
TMCO3	0.0158333333333333
C15orf52	1.2385
