Hybridization REF	TCGA-A2-A0YF-01A-21R-A109-07
GTF2E1	-0.58775
RY1	-0.349833333333333
ATAD2B	0.2325
ARHGAP17	-0.0366
KCNIP3	-1.80725
SFPQ	-0.100875
GFRA4	0.567666666666667
AKR1B10	-4.209875
TIGD6	1.09016666666667
RGS16	2.857875
URB1	-0.5985
OR4C46	0.782333333333333
TOP3B	-1.244
NFATC4	1.373
CA14	-4.76025
BMPR1A	0.329166666666667
SNRP70	-1.07775
PRL	-0.59125
C6orf130	-0.03575
STAG2	-0.02175
CD55	-0.848571428571429
RPS23	-0.317166666666667
SSX2	-2.65816666666667
FDPSL2A	-0.29725
FBXO27	-1.581625
SYNGR3	-2.08733333333333
TMSL3	1.68775
EML1	-0.7975
NUP93	-1.38575
SMAD3	0.4067
KIAA1189	-0.162666666666667
HNRPUL2	-0.268833333333333
TBC1D12	1.64733333333333
C16orf24	1.6455
MRVI1	0.0511666666666667
ZNF581	-0.4605
ELOVL3	0.1955
OR51Q1	-0.6395
CACNB3	0.205666666666667
GALNT13	-1.647875
C10orf84	1.094
NEDD4	0.1881
SPO11	1.205
OR5AU1	0.0125
NEK4	0.785571428571428
PRKAR2A	0.609
IHPK1	-0.2255
ATP6V0B	0.5805
CACNA1E	2.038
CEACAM8	1.40983333333333
PEX14	-0.349
FLJ12993	0.7975
ZBTB38	0.382833333333333
PCTK2	0.672166666666667
LRRC16	0.1756
FBLIM1	0.724666666666667
FYCO1	1.15225
RP5-1022P6.2	0.90675
CMTM1	1.2365
PLTP	0.364333333333333
RAPH1	1.006125
DOCK8	1.040125
EZH2	-1.323
SLC25A1	-1.26083333333333
PLEKHB1	0.5392
GRB7	1.3053
ZFP37	-0.90025
MRPL33	-0.52525
PELO	-0.30775
ARMC1	-0.139090909090909
C9orf27	0.00487499999999999
FLJ25778	0.412
C9orf37	-0.6415
TMEM66	0.98375
SPRN	0.002375
HBEGF	0.304875
PI4KA	-0.838
LEPRE1	-1.49575
POU2AF1	-3.21925
MRPL12	-0.410666666666667
REP15	0.0485
ZC3H3	0.60175
RASAL1	0.10225
DDAH1	1.231375
ACBD5	0.98025
TMC2	0.21
CCDC137	-1.29025
SAMD13	1.55066666666667
UGT2B15	0.143666666666667
TIPARP	0.98425
DNASE1L3	1.1475
TRIM72	0.820166666666667
DBX2	0.78525
IPO8	-0.537
C21orf88	2.0735
MAP3K14	0.36975
LOC51233	1.10833333333333
GGTLA4	-1.64
PDE6D	-0.4615
ZNF117	1.185
CLK2	-0.5935
NKRF	-0.73625
TNFSF15	0.2582
DUSP2	-0.8065
SECISBP2	0.3821
GABRR2	-0.1055
PPAP2C	2.37825
LOC51145	-0.0781666666666667
PAG1	0.0435
PIK3C3	-0.201
GNG10	0.0665
APOL4	0.642833333333333
ANKRD28	-0.98275
STMN3	-1.9973
RAB14	1.3655
CDK2AP2	0.85825
HDDC3	-0.18775
COMMD7	0.4705
CXXC1	-0.53225
HMCN1	-1.481
CD40	0.696
DYNC1LI2	-0.5145625
GDI1	0.1275
LOC646938	-0.3515
VSNL1	-4.29216666666667
PIH1D1	-0.0693333333333333
RAET1G	-0.976
KRTAP5-9	-0.444
EFTUD2	-0.7525
ZNF311	0.830166666666667
ATP6V1G3	-0.73175
OR2W3	0.979
SCN4A	0.54025
MED10	-0.937625
FAM135A	1.0573
ARHGAP4	-0.55125
EHMT2	-0.555375
UFD1L	-1.04725
ERMP1	0.70725
MAG1	-1.08916666666667
THAP8	0.393833333333333
HACE1	-0.1945
FAM82C	1.10183333333333
C3orf20	0.1765
UNC84A	-0.430666666666667
SCD5	-0.563
LASS6	2.481625
LSG1	0.172
MAL	-5.83
GPR22	-0.282
WDR5B	1.215
ACTRT1	-0.446
C17orf60	0.954
GRIN2C	1.2506
ARMC8	0.133916666666667
SLC47A1	-1.89783333333333
DMPK	-0.06025
DHRS13	-0.135333333333333
SMC1A	-0.413666666666667
KRTAP17-1	0.49375
SMYD5	-0.09925
TUSC2	0.571125
CRHR2	0.043
KIR3DL2	0.68
CCDC104	0.22075
ATP2C1	0.70725
CROT	0.21925
PABPC3	-0.673833333333333
EGR1	-0.146
THSD1	1.70675
KHK	-1.046
SLC12A2	2.1921875
CD58	-0.88775
STOX2	-1.42016666666667
CCDC76	-0.3437
CCDC48	5.15025
DNAH1	-0.402833333333333
ZIC4	-0.252625
OR1G1	-0.016
PSMC6	-0.505333333333333
PROKR1	0.5235
ABCB1	-1.412375
TRAT1	-2.2045
LLGL1	0.1225
MTF1	0.01025
USP54	1.202875
PAGE2B	-3.6085
ITGB7	-4.092
CCDC81	-0.747
LOC149837	0.7025
SCUBE1	2.6065
ZSCAN10	1.618
HUWE1	0.2405
CDH17	0.5305
CD180	1.6265
IL17A	0.32175
TMPO	-1.012125
KIAA1524	0.217833333333333
HDGFRP3	0.0886666666666667
OXCT1	-0.0678181818181818
RRAS2	-1.95133333333333
LTBP2	2.2454375
SV2B	1.08666666666667
CYP2A6	3.306625
PKD1L2	-1.36566666666667
PPM1M	0.7905
FLJ22662	2.27266666666667
ZNF502	1.92625
GP6	-1.14375
CRYBA2	0.7495
LEF1	0.6216
CTPS	-3.05057142857143
EYA1	-2.559
EPS8L1	1.9365
MAPK14	-0.482916666666667
SERPINB2	-3.4715
GTF2F2	-0.258833333333333
ZNHIT4	0.1235
PLA1A	0.03175
C20orf114	4.9365
HPR	-4.4305
C18orf2	-3.9292
SATB2	-3.25525
KCNJ9	0.434
MGC157906	0.125
MOCS3	0.16825
C17orf71	-0.0951666666666667
PPHLN1	-0.1649
HIST1H2BN	-0.297375
RAPGEF1	0.09775
MAP3K8	0.029
DLG4	0.125833333333333
STC1	1.8605
CDGAP	1.47925
DDX26B	-2.033
LOC150223	-1.9685
CPSF3	-0.696166666666667
TMEM14A	0.42975
MYH3	-2.48625
GPKOW	0.129
SULT1A1	0.198166666666667
SPON1	1.8297
YY1AP1	0.486166666666667
RAB23	-0.3315
PLA2G4A	-3.66025
MAPRE3	0.014
ZNF516	0.940142857142857
GGPS1	-0.409
EXOC3L2	-0.05275
C19orf42	0.8235
MAP2K2	-0.233333333333333
HIST1H2BB	0.646
RNF19B	0.716833333333333
C6orf128	0.0316666666666667
TLR8	3.3485
PCDHA9	0.369
CARS2	-0.011875
CLUL1	2.24666666666667
RHAG	-4.35683333333333
UNK	-0.1615
EXOC8	0.0469
C9orf95	1.12225
C14orf143	0.658833333333333
MAML3	0.743625
LDHA	-1.74875
MRPL20	-0.167
KLHDC6	0.246166666666667
ATP5S	-0.0558333333333333
C8orf55	-0.0905
PHF19	-2.29525
KRTAP13-4	0.4155
TTC5	-0.65075
XKR5	-1.05325
SILV	-4.84266666666667
TEX28	-0.071
TCTN1	1.5625
CX40.1	0.47975
PPP2R5C	-0.136625
C12orf30	-1.30916666666667
CAPG	2.57275
MPZL1	1.16945
ARSB	-1.30833333333333
TDH	-2.6005
WASF4	0.24175
TSSK3	-1.04683333333333
7A5	1.7445
CRISPLD1	1.826125
MAD1L1	-0.635
SPIN4	-0.73
AMPD1	0.0375
DPYSL5	-0.481
INPP1	-0.0841666666666667
ANKRD11	-1.78388888888889
NPAS4	0.20125
GCET2	-0.0623
RNASE9	1.395
GUCY2D	-0.0898333333333333
CCDC98	-0.59975
FGF4	-0.684625
CPM	-0.236666666666667
SLC26A4	-1.26883333333333
PLD5	0.5905
FAM59A	-0.6006
FBXO5	-1.94244444444444
SIPA1L1	-0.435375
DPYS	0.356
ATG4D	0.35725
TGM3	2.063
MTCH1	0.188375
HK1	0.621785714285714
CDC26	0.162625
GALNT12	-3.22716666666667
LOC339229	-0.0455
MRPL35	0.037625
ORC4L	0.582875
TNKS	-0.0797857142857143
C2orf24	0.344166666666667
ZNF553	0.882833333333333
GGTLA1	2.4034
ZNF497	0.0665
CDY1B	0.880333333333333
SLC30A4	0.0260000000000001
TUB	-0.4605
ARHGEF18	-0.366
ARRB1	1.34225
KCNK1	-0.276125
EREG	-3.6744
SCAMP5	0.167
RUNDC3B	1.2165
ADAMTS20	-0.64425
IL17RB	-0.18875
FLJ20323	-0.44625
MCAM	0.629625
POLR3E	-0.725666666666667
AQR	0.0998333333333333
IPMK	-0.0765
CDCA7	-3.412125
CAMP	3.47175
GRHL3	0.452
ADAMTSL2	1.69483333333333
CLMN	3.29716666666667
SSTR3	0.493
MAGEA5	-3.05483333333333
OVOL2	4.47325
JMJD1B	0.50625
RBL2	-0.3402
PYGO2	1.105
PPP1R10	0.521333333333333
CSE1L	-1.34533333333333
LCA5	0.95275
RDH16	3.10475
ASRGL1	-2.18625
TOM1	0.251833333333333
PTX3	-6.95975
TTC15	0.61525
SCGB3A1	4.25983333333333
MRPL50	-0.89375
RCAN3	0.151375
SLC26A11	0.3395
STYX	-0.533666666666667
CINP	0.485
MARCH7	-0.397
PFKM	-1.90633333333333
SGMS1	1.01766666666667
RIOK3	0.159
C1orf110	1.238
CES7	-0.035875
LOC440248	-2.02375
PPP1R12C	-0.32175
C10orf27	0.994
ATG9A	-0.46975
MRPS26	1.1295
TMEM40	0.0205
ELP3	-0.378
ZNF787	0.5777
HIAT1	0.205
C8orf34	2.35633333333333
MGC4655	-0.1832
PELI1	-0.0558333333333333
PPT1	0.1409
SLC35C2	0.128666666666667
C6orf125	0.55
MUC4	-0.215833333333333
RFC4	-2.00514285714286
GNB2	0.466333333333333
NUP50	-0.554785714285714
SULT4A1	-2.8415
C7	2.57275
CCDC130	-0.0476666666666667
ARRDC4	0.3025
RQCD1	-0.34525
GLYCTK	-0.505
AYTL2	-0.498636363636364
MTUS1	1.7051
LEMD3	0.6545
PLEKHF2	2.23375
HOXA7	-0.62725
GTF3C2	-1.545
DYNLRB2	3.39075
CNOT10	0.0795
MR1	1.32366666666667
FFAR1	0.37025
PRIC285	0.055
SLITRK6	2.08975
LIX1	-3.12688888888889
UBE1L2	-0.476333333333333
F8	1.140625
ACHE	-0.00916666666666666
KPNA5	-1.17075
TNFRSF12A	-2.661
EGR3	0.8155
SERPIND1	-3.679
OASL	2.018
IFRD1	-1.734625
WDFY1	-0.3455
ZNF267	-0.075625
ACCN5	1.0275
ZBTB6	-1.1275
PPP1R3A	0.4155
PRRT3	1.26275
FBXL19	-1.185
TXNIP	0.0275
ACTN2	-1.01075
ATG9B	-0.721375
C9orf117	1.995875
IL27	-0.469
RPL36AL	0.0696666666666667
KLK15	-0.726666666666667
CHAD	3.0945
RAP2B	-0.0786
HEBP2	1.062
ZNF342	1.917
CAMK2G	-0.0978333333333333
TLR3	2.5685
FGF14	-0.027
HMGB2	-0.366625
TRPM5	-0.156333333333333
OR5M11	-0.0405
KIF3B	0.505052631578947
PRICKLE2	0.90075
MTMR9	0.3685
C3orf27	0.0795
GLRA3	0.876
NSDHL	-0.221666666666667
TMEM32	-0.409
POLR2D	-1.35866666666667
MYADML	0.383
C9orf114	-0.67675
MRGPRX1	0.397
TOPORS	0.425
CLDN19	-0.04525
C1QL4	-0.863
RNF165	-1.451
DHRS9	1.02575
DNAH2	-1.104
FXR1	-1.11616666666667
ZMYM3	-1.1775
CASP3	0.742833333333333
FAM120C	-0.576375
SCLY	-0.28475
CA7	-0.093
ENTPD5	1.7515
ZNF461	0.59075
PDIA5	0.14525
C1orf19	-0.3515
TMEM67	0.0925
KCTD20	-0.302
WDR47	0.807
FLJ38723	0.4475
KLRF1	0.0468333333333333
TAS2R16	0.645
CLDN12	1.424
PRKCE	0.75975
UBXD4	-0.6805
ITGAM	2.92666666666667
GLT8D3	0.613625
WDR31	1.0049
RGS2	-0.9285
OR51L1	0.2555
MST1R	1.997
KIAA1737	1.21125
OR4A5	0.17
GLIS1	-2.77833333333333
PTMA	0.409357142857143
NAPA	1.7445
PRDM11	0.289
LIPF	1.1715
DIRAS3	0.7635
ASGR2	-4.142875
C1QTNF4	1.09925
PIK3R4	0.4465
ARMC3	5.46925
NDUFV3	-0.0881666666666666
BTBD3	-0.132833333333333
PPP1R2	1.21541666666667
UBE2NL	-0.53625
FOSL2	1.0535
FAM119A	-0.771333333333333
TUBA4A	-1.3538
KRTAP12-1	0.124
SFRS2	-1.1245
RHPN1	-0.3557
EEF2	-1.11233333333333
ZDHHC11	-2.27533333333333
EPHA3	-1.5887
RBM12	0.107
H2AFJ	0.689166666666667
EDIL3	1.066
KIF26A	-1.54175
SERGEF	-0.69375
B3GALT4	2.83675
LOC90925	1.11783333333333
OSCAR	0.65475
NPFF	-0.7705
DEDD	0.31375
TMEM155	-0.85425
PTPN1	0.43625
SCYL2	0.450833333333333
SKAP1	0.75825
LEAP2	-2.1155
GADD45G	3.0788
IFITM3	1.685375
PILRB	-1.62183333333333
SLU7	0.3066875
DSC3	-0.19875
DNMT3L	-1.55425
PAPD5	-0.5125
B3GNT3	-2.09266666666667
LHCGR	-0.311
MSL-1	-0.566
UBE2S	-1.612
SAP130	-0.1375
ANAPC11	0.53275
MAGED4B	-1.0805
ATP6V1B2	0.365666666666667
C14orf179	1.76675
CAPZA1	-0.17575
CDYL2	0.235666666666667
GLRX3	-0.876166666666667
LOC136288	-0.31375
MOBKL1A	-0.348
HTR2B	1.73875
CRYGD	-0.350166666666667
NUS1	-1.236
PGRMC1	-0.27
MYOM2	-0.0805
FLJ39653	-0.4675
CHM	0.0491
OR5M8	0.512
ZNF619	0.6555
FAM105A	1.73275
CCNL1	-1.213
NAP1L3	-1.35475
C10orf57	1.8175
B3GALNT1	1.33733333333333
CSN1S2A	0.04
TCP10L	-0.281
GDAP2	1.114375
DMKN	-2.439
COX6B1	0.6495
DNASE2	0.9375
MSH5	-2.4645
LGMN	0.0561250000000001
USP31	-0.2678
OR13C8	0.5065
SDCBP	0.3906
NUDT11	-3.90783333333333
PYGL	0.671
SNPH	2.58083333333333
B3GNT4	-1.8545
MIZF	-0.9606
NUBPL	-0.379375
NOD1	-0.208166666666667
CDH22	0.858625
NUBP1	0.885666666666667
DSCAM	-4.09425
DGKI	-0.268
FAM136A	-0.537
AKAP1	1.42816666666667
SLC16A6	1.6005
RIN3	0.53775
PSG2	-0.78025
DIP2B	-0.285416666666667
PSORS1C1	0.1578
KIAA0495	-0.5205
FLJ90709	0.391833333333333
LPA	-1.0885
PIGA	-0.224333333333333
LY75	3.22933333333333
UTS2	-5.84983333333333
RREB1	0.461875
GALNACT-2	-0.1145
MGC3196	-0.51125
FLJ31568	-1.284
LPHN1	-0.612
SP1	1.40625
TOX4	0.725666666666667
HSPA9	0.00200000000000003
APOBEC1	-0.411
SLC35E4	-0.81775
LSM5	-0.8085
SURF1	0.86225
ZBTB1	-0.362083333333333
GTF2F1	-0.274125
RPS15A	0.205071428571428
DUSP21	-0.268166666666667
GINS4	-2.09533333333333
MYO15A	0.806
GIMAP7	3.86525
MGC13379	2.0645
ATP6V1E2	-1.547
UTP3	0.14575
HNRPA3	-0.553125
MT4	0.0505
C14orf155	-0.108
U1SNRNPBP	0.8435
CKLF	-0.703333333333333
PLEKHN1	-1.57633333333333
MBNL1	-0.869166666666667
NUP160	-2.3265
ACSM2A	-1.615
LOC129881	1.00525
KIAA1529	-0.19175
FLJ22639	-2.28775
HAND1	-2.011
GSX1	0.563
FGA	-4.945875
SERPINB1	0.5465
ZNF642	0.6785
IGFBP1	-8.85025
SLC1A1	5.884375
DHX57	-0.863875
ZNF766	0.5115
PTPN21	0.687
GDPD3	1.827
PNPLA5	0.094
TBR1	0.750833333333333
FAM116A	1.11475
IQGAP1	0.976
FOS	-0.135875
ZNF226	0.4775
FIGNL1	-0.522333333333333
C14orf1	0.308
ZMYND17	-0.159
PUS7	-1.358
TUBB6	-1.54325
KCNQ2	-1.3755
MARCH6	0.08875
CCDC33	0.515
PRODH	-2.1
RBM11	3.8855
EPHA6	-0.263333333333333
SLC43A1	0.2215
LOC196541	0.685857142857143
NTN1	0.40775
ING4	-0.24775
PCDHB10	-0.2685
DPH2	-1.29866666666667
SPACA4	0.317
FBXL21	-4.8075
DIAPH1	-0.454166666666667
ZNF71	0.827666666666667
CEP76	0.0105
CORO1A	-0.039
RRM2	-1.636125
EDG4	1.40325
OS9	0.0563333333333333
SLC4A1AP	-0.1495
COG5	-0.24775
COPS8	-0.24925
NGLY1	-0.37225
NCBP2	-0.54875
C17orf42	0.1095
GPSM3	1.80975
SIL1	1.64766666666667
ASB6	-0.53025
SMAD5OS	0.414166666666667
UNC93A	-4.04825
A1BG	-0.2455
C21orf62	1.31125
FMO5	1.27658333333333
ATRIP	1.13033333333333
CEBPG	-0.0371666666666667
C7orf38	0.647166666666667
TNFRSF1B	1.061
CLEC1A	2.00766666666667
IQSEC1	0.3845
PATZ1	0.694
RBM22	0.820375
BAG2	-3.01683333333333
PAQR5	1.44133333333333
C9orf127	1.4844
THNSL1	-2.36225
SHROOM3	2.4825
JAM2	1.51
SNRPN	-1.61975
ALX4	0.557
CACNA1S	-0.032
FAM130A1	1.275
CORIN	1.7875
CD300LB	1.0915
PLEKHG6	0.86
LRRC40	-0.5755
PCLKC	-2.0265
PCDHB16	-0.614666666666667
WNT2B	-0.0328333333333333
ASNS	-2.68122222222222
MRPL49	0.545375
FLJ46111	-0.63975
ISG20	1.322
SMU1	0.056
CASZ1	0.764
POLR1D	0.196666666666667
GIN1	0.182
SNAG1	0.359666666666667
ANKRD29	-2.7055
CDKN2AIP	0.22175
KRR1	0.41625
CXCL1	-4.67666666666667
EPM2A	-0.328
PC	0.2165
DEFB127	0.697
PDZRN4	4.67916666666667
FAH	0.774375
OR51E1	3.6695
CDC2L6	0.0413333333333333
DNTTIP1	-0.0225
PAX8	0.90825
TMEM116	0.959
C1orf150	-0.016
PRO2012	-0.2565
MRPL40	-0.970666666666667
BEX1	-4.148
SLC2A4	-0.5745
PKMYT1	-0.80825
FEZF2	-0.114833333333333
SLC26A9	-1.3495
MAP2	-0.553166666666667
LYL1	-0.5645
SLC25A19	-0.894166666666667
NOS3	0.1585
ZNF34	0.814666666666667
TMPRSS11F	-1.1725
FAM43A	-0.11775
FCRL4	0.7385
KLF14	0.2275
FLRT2	-0.9565
WRN	-0.82075
SDF2	1.0086
KRT8P12	-0.356
C6orf195	0.395
C9orf125	-1.08866666666667
DZIP3	1.44475
RIT1	0.04525
SCML1	-1.18666666666667
RHBDF2	0.479375
OR2G3	-0.7025
REXO1L1	-0.3755
MAP3K7IP3	0.118125
C3orf57	-4.42775
FBXW11	-0.674
ETAA1	-0.5605
C14orf131	0.0793999999999999
AKT1S1	-0.0525
SLC12A5	-0.76725
C9orf164	1.514
NRIP3	-0.878125
NOS1AP	-0.93775
TMEM121	0.888
SAP30BP	0.2203
DGCR6	-0.161
WDR76	-1.49225
FAM82B	-0.429916666666667
LOC606495	-0.5675
MAP9	3.71233333333333
BCDIN3D	1.42475
CXorf36	4.08866666666667
DSCR3	-0.3149
ZFAND3	0.15225
C7orf43	0.122833333333333
SPSB3	1.1251
C19orf19	0.40275
FAM133A	-3.405
C12orf25	0.34175
SLC39A3	0.084
DISP2	0.32475
PI4KAP2	-2.46
MKRN3	-1.2905
ADAMTS13	-1.34375
CBLN3	0.5704
TTYH1	-1.72166666666667
C3orf18	1.4805
FLJ13236	-0.34275
ZMYND12	3.63125
C18orf25	0.495875
GLB1L3	-1.405
ATP13A5	0.485
RANBP10	-0.51075
CD96	-1.9792
DENND1C	0.27625
RBMS3	-0.3079
SLC41A3	0.267833333333333
DGCR6L	-0.299
TMEM128	0.742833333333333
CSNK1G3	0.0705714285714286
MOBKL2C	0.723125
TSPAN6	-0.929875
MATN2	-1.9601
MSL2L1	0.5485
ST6GALNAC2	1.842
FGFBP2	1.45225
FGL1	-4.13866666666667
MPP3	-0.430666666666667
ARHGEF6	1.02716666666667
TGFBR2	0.037875
ACMSD	-0.868666666666667
IL33	3.39475
C9orf5	0.0709166666666666
DEAF1	0.1512
AMN	0.6705
DEFA6	0.030375
RNF212	-0.09225
METT5D1	0.296333333333333
CIB1	1.1932
TSSK1B	0.56275
KIAA1727	1.335
ZNF680	0.719416666666667
LOC399900	-1.2905
LOC152217	-0.187333333333333
CTNNAL1	-3.512
CIT	-1.57925
TLE6	0.857
ZNF607	-0.71125
HERC4	-1.31116666666667
DRAP1	-0.4424
PEMT	0.1505
C10orf111	-0.504
ZNF575	1.67225
KCTD7	0.03475
MYO1F	0.90625
LOC285382	2.174
RAB11A	1.1253
PLCD3	-0.5265
C15orf28	-0.085
PTBP2	-0.54825
CTB-1048E9.5	-1.213
C19orf60	-0.838833333333333
C7orf25	0.659333333333333
SETD7	1.0245
HOXB9	-4.893
VANGL1	0.598375
CHAF1B	-0.908
NDUFA3	0.3625
KIAA1328	0.8175
SHARPIN	0.1285
TTC23	0.228625
UGP2	0.267916666666667
ANKIB1	-0.0156
CIRBP	1.51242857142857
SEC14L4	-3.857
OVCH1	0.0926666666666667
VPS52	0.0125
FAT	-2.224
M6PRBP1	-0.202
GPRIN3	1.931
PPM1F	-1.21616666666667
TSR1	-0.66275
CCDC85A	1.9625
PCSK5	1.36375
ZFHX3	0.5845
HEMK1	-0.5952
PGBD2	-0.58825
RSRC2	-0.515833333333333
AURKC	-0.855333333333333
SCRIB	-0.11175
ORM2	-4.36483333333333
FAM115A	0.032
FZD6	0.88225
UNC119	0.915333333333333
GPX3	-0.1017
NOV	-0.854625
CABC1	-1.023375
CDC42SE2	-0.221875
EIF2S2	-0.655
RNF130	1.299125
CKAP5	-0.576666666666667
RP11-413M3.2	0.5245
C10orf18	0.3316
TMEM93	-0.10025
DYX1C1	2.44925
KCNMB2	-2.173375
ANK3	1.57641666666667
KRT5	-1.3958
CDH12	-2.20575
QRSL1	0.281125
JUB	-1.846
SHC4	-0.689375
CCL15	2.021
CCDC22	0.55125
SNX24	0.40375
RARS	-0.6935
MORC2	-0.44325
FAM48A	0.099
MT1H	-2.138
PPP1R14C	-2.29166666666667
FOXD1	-2.69614285714286
C1orf213	-3.111
AMT	-2.3893
DSN1	-1.151
PTPLAD2	4.6145
DIS3L	0.87425
RASL11A	3.1425
GPRC5B	-0.4455
FRMD7	1.017
STRN4	0.5055
KITLG	2.49213636363636
HDGF	-0.96675
OR1S1	0.857
SETX	0.0827
DDR2	-0.45125
KCTD12	2.26475
LYZL2	-0.99475
WDR52	-1.262
TMEM2	0.615375
ZNF579	0.953833333333333
LOC200810	0.44475
TNFSF9	-2.658375
PPFIA4	-3.38275
CNIH3	-0.907166666666667
MAP4K4	-1.67664285714286
ROD1	0.771571428571429
ALS2CR12	-0.4775
DOCK3	-1.7275
PAQR9	-4.43125
ASB17	-0.2045
STX16	-1.47675
FEZ2	0.2765
DLAT	-1.02483333333333
KIF21B	-1.6155
CDC5L	-0.42725
TMEM119	2.37583333333333
CRIP3	-1.9855
TPSD1	0.467666666666667
TEPP	0.57225
GNGT2	1.8885
C21orf121	-0.55675
WNK1	-1.00591666666667
FLJ10490	0.9942
OR51B5	-2.7735
LOC203547	-0.46
HAS1	-0.3725
PPA1	-0.0321666666666667
ST7	0.666375
C11orf46	0.4313
POPDC3	-4.06216666666667
ACOX2	2.52166666666667
ATCAY	-0.453833333333333
TM4SF19	0.38775
MFSD9	-0.0718333333333333
PDHB	0.77675
ERN1	-0.405
LCE3C	0.3855
GPR111	1.229
NOTCH3	2.572
ADAMTS5	2.9825
B3GALT1	-1.35625
UGCGL1	0.445666666666667
FAM58A	0.288833333333333
FBXO32	0.0985
CLPP	-0.04
NXPH1	-1.2325
MTMR3	0.335
ATP1B3	-1.123875
TMEM16A	4.1055
HIST1H3F	-0.232666666666667
TRIM25	-0.638666666666667
SDCBP2	1.4805
CRKL	-1.011375
HOXB2	-1.70483333333333
ANP32B	-0.790375
GATM	4.4095
AP4E1	0.237
EDG5	0.553375
CDKN3	-1.60716666666667
CDH4	-2.4775
PGD	-0.9525
RND1	1.108
GAD1	-3.1364
MPG	0.68575
LOC440350	-0.597
ZNF133	-0.3685
SERPINB12	0.437
AMELY	-0.300333333333333
DHX36	-0.3785
TNFAIP8L2	3.8915
PHTF2	-0.220444444444445
CCDC112	-0.0986666666666667
IQCC	-1.0245
HEYL	3.36366666666667
FTSJ2	-0.492833333333333
APPL1	0.82375
RAB43	0.675071428571428
OR10G2	-0.016
WAC	0.510666666666667
ADCY9	1.1445
RUNDC2B	-0.148
PYCRL	0.6501
AGPAT7	-0.668
SLC22A9	-1.40566666666667
CDKAL1	-0.648
PDYN	0.537666666666667
C20orf74	-0.973
MTMR11	0.5085
VAV3	4.40833333333333
DAPL1	2.22575
STXBP3	0.58425
EIF3G	-0.14925
ARHGAP22	-0.3775
NPFFR1	0.81
NPC1	-0.2135
ALDH9A1	1.20916666666667
ZNF600	0.183875
ZNF678	0.908
RASSF1	0.00766666666666663
ADD2	-2.835125
PITPNB	-1.040875
PKD2L2	0.588875
LRP11	0.805
CDKL1	-0.8935
SMEK2	0.501
PRODH2	-3.66833333333333
C11orf54	-0.322666666666667
SFRS11	-0.665333333333333
IL7	-0.877666666666667
ALS2CR16	0.95675
BTG3	-1.48516666666667
PAK2	0.307
RP11-679B17.1	0.78175
GATA4	-2.18383333333333
ATP2B1	-0.70175
LOC130940	1.5065
C1orf172	2.27733333333333
ATF7IP2	-2.32075
SLC25A43	0.079
CENTG3	-0.137833333333333
IGF2BP1	-4.6701
FCHSD1	-0.112
CAMK2N2	1.63
ELAVL3	-0.233
NBPF15	-0.5275
UBE2J2	-0.579545454545455
GNL2	-1.4795
PRR3	-0.8627
NLF2	1.52825
OR4F6	0.1905
KLHL24	0.093
CCDC88A	-1.6921
SGPP1	1.22083333333333
C10orf11	0.121666666666667
SLC35B4	-1.89683333333333
UGT3A2	-1.946
ARNT2	1.3247
CBR1	-1.619125
ITPR3	0.148333333333333
TRAPPC6B	-0.738
AMZ1	-0.694
ARP11	1.5155
WDSUB1	1.14275
APBA1	0.523166666666667
RAB2A	0.43
C6orf162	-0.108
HPSE2	0.9925
PLCE1	2.95925
INSL3	0.49875
DLG1	-0.2488
PTPLA	-4.514
PIGX	0.335375
TFIP11	-0.2695
FIBIN	2.0775
POLR2G	-1.116
GRAP2	-2.8109
DNAJB8	0.26125
CNBP	0.690333333333333
WASF1	-1.22625
INPP5E	-1.9641
HSPB1	1.759875
TMEM167	-0.0321000000000001
CUBN	0.618
IGF1	3.086625
ITPK1	1.0836
NAALAD2	-1.596625
G3BP1	0.1373
NT5DC1	1.13675
CYP39A1	-1.6265
TMEM139	1.84166666666667
POLK	-0.1653
GLULD1	-1.50825
RBM15	-0.889
AMZ2	0.10925
GDF15	-1.01516666666667
MESDC2	0.028
INCA	0.5705
ACY1L2	-3.0685
GZMM	-1.763
PAIP1	0.14025
CACNA2D1	-0.887
STK32C	-1.35433333333333
SH3BP4	1.03783333333333
DEC1	-0.6795
PADI1	0.0375
UBB	1.2572
PON3	4.26066666666667
PROP1	0.7095
ANKRD13B	-1.3855
ADCK1	0.3565
TCF25	-0.43425
SLC38A5	-3.7735
CXorf26	-0.0686666666666667
C19orf39	1.21075
PPP1R13B	-0.107
ARL2	-0.9045
TCL6	0.1755
TOP3A	-0.005
SLC16A14	1.494
FXYD6	1.88266666666667
HIST1H4E	0.381
BBC3	0.611631578947368
UNC5A	1.16
FAM86C	0.035
PI4KB	0.651125
B3GAT1	-3.93675
SUSD2	1.98683333333333
OAZ2	-0.042
NOC4L	0.03325
C10orf12	-0.41775
FADS1	-3.8425
LOC144097	-0.244
DKK2	1.98016666666667
KIAA1949	-0.21375
RHOT1	0.5371
OXT	1.1775
GPR153	1.554
ARL4A	-0.649833333333333
SAAL1	-2.4445
CCDC64	0.2625
USE1	-0.0336666666666667
HNMT	1.12183333333333
PCGF3	0.393875
CYP2C19	0.0585
C20orf4	0.666
CCDC11	2.36375
ACSBG2	-0.272
RWDD2A	1.749
PALLD	0.7325
CPLX4	0.394
LOC492311	1.4505
KPNA2	-1.6405
