Hybridization REF	TCGA-A8-A09Q-01A-11R-A00Z-07
ZNF230	0.1215
MSN	-0.694857142857143
SLC9A5	-2.0725
EPDR1	-1.4734
MUSK	0.143666666666667
ZNF434	0.215333333333333
SMARCD1	-0.597333333333333
ZFP106	-0.31975
ZNF347	-0.0125
GTF2E1	0.787
RY1	-0.457333333333333
ATAD2B	-0.283875
ARHGAP17	-0.2494
KCNIP3	-1.3965
SFPQ	-0.152875
GFRA4	0.494833333333333
AKR1B10	-4.40875
TIGD6	0.171
RGS16	1.553
URB1	-0.4866
OR4C46	0.6625
TOP3B	-1.40725
NFATC4	-0.1625
CA14	-4.1705
BMPR1A	-0.0791666666666667
SNRP70	-0.818
PRL	0.0748
C6orf130	-0.82
STAG2	-0.14925
CD55	-0.789928571428571
RPS23	1.71266666666667
SSX2	-1.64216666666667
FDPSL2A	-0.55125
FBXO27	2.063875
SYNGR3	-1.26516666666667
TMSL3	2.3725
EML1	-2.2585
NUP93	-1.39127272727273
SMAD3	-0.2128
KIAA1189	-1.08683333333333
HNRPUL2	0.846
TBC1D12	1.4165
C16orf24	2.29375
MRVI1	0.936
ZNF581	0.102833333333333
ELOVL3	-0.795
OR51Q1	0.48525
CACNB3	-0.529333333333333
GALNT13	0.941571428571429
C10orf84	0.6630625
NEDD4	-0.9875
SPO11	1.8745
OR5AU1	-0.6105
NEK4	1.44721428571429
PRKAR2A	0.725333333333333
IHPK1	0.2375
ATP6V0B	0.34125
CACNA1E	0.6405
CEACAM8	0.2798
PEX14	-0.4835
FLJ12993	3.949
ZBTB38	0.121333333333333
PCTK2	0.723833333333333
LRRC16	0.1051
FBLIM1	-0.17625
FYCO1	1.06475
RP5-1022P6.2	-0.197333333333333
CMTM1	-0.2995
PLTP	0.846333333333333
RAPH1	1.153125
DOCK8	1.923875
EZH2	-2.44114285714286
SLC25A1	-0.0316666666666667
PLEKHB1	-0.7287
GRB7	0.8098
ZFP37	0.26025
MRPL33	-0.423
PELO	0.9105
ARMC1	1.05372727272727
C9orf27	0.336375
FLJ25778	-1.568
C9orf37	-1.11933333333333
TMEM66	0.396
SPRN	-0.334285714285714
HBEGF	0.969125
PI4KA	-0.591
LEPRE1	-0.885
POU2AF1	-0.242
MRPL12	0.062
REP15	-0.257
ZC3H3	1.02
RASAL1	-1.872
DDAH1	1.900625
ACBD5	0.27975
TMC2	-0.8255
CCDC137	-0.3785
SAMD13	-0.445666666666667
UGT2B15	1.135
TIPARP	0.15225
DNASE1L3	0.0745
TRIM72	0.2278
DBX2	1.1205
IPO8	-0.142
C21orf88	-1.6198
MAP3K14	0.4985
LOC51233	-0.394
GGTLA4	1.812
PDE6D	-0.20575
ZNF117	0.12475
CLK2	-0.841
NKRF	-0.613
TNFSF15	0.5883
DUSP2	1.209375
SECISBP2	0.2118
GABRR2	1.0515
PPAP2C	0.7085
LOC51145	-0.470333333333333
PAG1	0.8875
PIK3C3	-0.47075
GNG10	1.122
APOL4	0.563
ANKRD28	-0.714375
STMN3	-1.7892
RAB14	0.2737
CDK2AP2	-0.27375
HDDC3	0.04625
COMMD7	1.232125
CXXC1	0.08975
HMCN1	-0.4005
CD40	1.44475
DYNC1LI2	-0.3905
GDI1	0.40025
LOC646938	-0.3195
VSNL1	-4.4435
PIH1D1	0.525666666666667
RAET1G	0.4195
KRTAP5-9	0.224
EFTUD2	-0.61375
ZNF311	-0.101666666666667
ATP6V1G3	0.613333333333333
OR2W3	-1.399
SCN4A	0.46075
MED10	-0.62975
FAM135A	-1.302
ARHGAP4	-0.68975
EHMT2	-0.118
UFD1L	-0.83625
ERMP1	0.2175
MAG1	-1.90766666666667
THAP8	0.369166666666667
HACE1	-0.659666666666667
FAM82C	0.521666666666667
C3orf20	-0.72
UNC84A	-0.104666666666667
SCD5	-0.503214285714286
LASS6	2.067875
LSG1	0.589083333333334
MAL	-4.5685
GPR22	-0.0775
WDR5B	1.607
ACTRT1	-0.096
C17orf60	1.131
GRIN2C	-0.7242
ARMC8	-0.0305
SLC47A1	-0.809666666666667
DMPK	-0.071
DHRS13	0.498
SMC1A	-0.896833333333333
KRTAP17-1	0.71425
SMYD5	-0.422
TUSC2	1.301375
CRHR2	0.8825
KIR3DL2	0.133
CCDC104	0.532
ATP2C1	0.877875
CROT	0.82
PABPC3	1.55783333333333
EGR1	-2.30783333333333
THSD1	-0.08175
KHK	0.2255
SLC12A2	-0.3754
CD58	-0.62925
STOX2	-1.35033333333333
CCDC76	-0.4923
CCDC48	6.43625
DNAH1	0.432333333333333
ZIC4	-0.185142857142857
OR1G1	-0.0265
PSMC6	-0.689833333333333
PROKR1	0.6675
ABCB1	-0.48175
TRAT1	0.5395
LLGL1	0.1295
MTF1	0.9825
USP54	0.44375
PAGE2B	-3.213
ITGB7	-3.557
CCDC81	-0.539
LOC149837	-0.67325
SCUBE1	1.4545
ZSCAN10	0.465
HUWE1	0.156571428571429
CDH17	0.7355
CD180	2
IL17A	0.1335
TMPO	-1.04814285714286
KIAA1524	-0.843166666666667
HDGFRP3	-2.01516666666667
OXCT1	-0.0415454545454546
RRAS2	-0.4445
LTBP2	2.794625
SV2B	1.9015
CYP2A6	0.651375
PKD1L2	-1.50683333333333
PPM1M	1.1855
FLJ22662	2.03066666666667
ZNF502	1.56275
GP6	-0.2725
CRYBA2	-1.14733333333333
LEF1	-2.0283
CTPS	-2.14971428571429
EYA1	-3.6235
EPS8L1	0.786
MAPK14	0.355916666666667
SERPINB2	-4.9745
GTF2F2	-0.926
ZNHIT4	0.6445
PLA1A	1.4345
C20orf114	-0.48875
HPR	-2.644
C18orf2	-3.99225
SATB2	-2.052
KCNJ9	0.255285714285714
MGC157906	0.031
MOCS3	-0.26725
C17orf71	-0.137166666666667
PPHLN1	-0.4717
HIST1H2BN	0.122625
RAPGEF1	0.153
MAP3K8	-0.408
DLG4	-0.0143333333333333
STC1	-0.125666666666667
CDGAP	1.49175
DDX26B	-0.907
LOC150223	-1.41825
CPSF3	-1.636
TMEM14A	-0.9095
MYH3	-1.79675
GPKOW	-0.0065
SULT1A1	-0.795
SPON1	3.2564
YY1AP1	-0.123
RAB23	-0.255
PLA2G4A	-3.39475
MAPRE3	-0.52775
ZNF516	-1.79678571428571
GGPS1	0.512
EXOC3L2	-0.495125
C19orf42	0.5945
MAP2K2	0.341833333333333
HIST1H2BB	0.9575
RNF19B	1.14433333333333
C6orf128	-0.554833333333333
TLR8	4.64775
PCDHA9	-0.3865
CARS2	0.126
CLUL1	-0.692333333333333
RHAG	-3.76166666666667
UNK	-0.494
EXOC8	0.4364
C9orf95	0.887
C14orf143	0.400833333333333
MAML3	-0.233
LDHA	-1.53875
MRPL20	0.062625
KLHDC6	0.66
ATP5S	-0.823
C8orf55	1.89275
PHF19	-1.668
KRTAP13-4	-0.0255
TTC5	0.47175
XKR5	0.579333333333333
SILV	-4.31333333333333
TEX28	-0.3155
TCTN1	0.30125
CX40.1	0.671
PPP2R5C	-0.214625
C12orf30	-1.224
CAPG	2.1475
MPZL1	1.35955
ARSB	-0.836833333333333
TDH	-2.64575
WASF4	0.6425
TSSK3	-1.01316666666667
7A5	-1.2055
CRISPLD1	-2.177875
MAD1L1	-0.309333333333333
SPIN4	0.169666666666667
AMPD1	0.5755
DPYSL5	0.378
INPP1	-0.926666666666667
ANKRD11	-0.8705
NPAS4	-0.070625
GCET2	0.1827
RNASE9	1.0885
GUCY2D	1.465
CCDC98	-0.71075
FGF4	-0.39675
CPM	1.41966666666667
SLC26A4	-1.23516666666667
PLD5	0.072
FAM59A	-0.911
FBXO5	-1.68066666666667
SIPA1L1	-0.47
DPYS	1.02575
ATG4D	-0.25575
TGM3	-0.6735
MTCH1	0.329125
HK1	-0.465642857142857
CDC26	-0.16675
GALNT12	-2.353
LOC339229	0.3255
MRPL35	-0.55325
ORC4L	-0.093375
TNKS	-1.09164285714286
C2orf24	0.789166666666667
ZNF553	-0.64
GGTLA1	2.7622
ZNF497	0.63675
CDY1B	1.14325
SLC30A4	0.212625
TUB	-2.158
ARHGEF18	-0.1465
ARRB1	1.136
KCNK1	0.789125
EREG	-2.9411
SCAMP5	-1.31
RUNDC3B	1.87625
ADAMTS20	-0.164666666666667
IL17RB	2.360625
FLJ20323	-0.83675
MCAM	-0.214875
POLR3E	-1.87866666666667
AQR	0.365333333333333
IPMK	-1.0465
CDCA7	-2.003375
CAMP	-0.0785
GRHL3	-1.08525
ADAMTSL2	1.19966666666667
CLMN	0.6875
SSTR3	0.48
MAGEA5	-2.2505
OVOL2	3.69675
JMJD1B	-0.356
RBL2	0.1299
PYGO2	0.6985
PPP1R10	0.400666666666667
CSE1L	-0.872833333333333
LCA5	0.12575
RDH16	3.38525
ASRGL1	-1.93075
TOM1	0.313166666666667
PTX3	-6.92125
TTC15	0.097
SCGB3A1	0.307166666666667
MRPL50	-1.186
RCAN3	0.030875
SLC26A11	0.193
STYX	0.146333333333333
CINP	-0.1405
MARCH7	-0.84175
PFKM	-1.37166666666667
SGMS1	0.652166666666667
RIOK3	-0.6778
C1orf110	0.684
CES7	-0.537
LOC440248	-1.95675
PPP1R12C	0.06475
C10orf27	0.592
ATG9A	-0.5015
MRPS26	0.580125
TMEM40	-1.69125
ELP3	-1.1743
ZNF787	0.4413
HIAT1	0.714
C8orf34	1.28633333333333
MGC4655	-0.3269
PELI1	-0.346
PPT1	1.6394
SLC35C2	-0.151666666666667
C6orf125	0.164
MUC4	-1.19133333333333
RFC4	-1.28014285714286
GNB2	0.405666666666667
NUP50	0.103214285714286
SULT4A1	-1.66516666666667
C7	0.952875
CCDC130	-0.456166666666667
ARRDC4	-0.22225
RQCD1	-0.4335
GLYCTK	-1.02
AYTL2	-0.155090909090909
MTUS1	-0.199
LEMD3	0.469166666666667
PLEKHF2	3.1345
HOXA7	-0.499571428571429
GTF3C2	-1.2715
DYNLRB2	2.72675
CNOT10	0.50075
MR1	-0.122833333333333
FFAR1	0.47125
PRIC285	-0.09125
SLITRK6	2.21825
LIX1	-2.6083
UBE1L2	-0.335083333333333
F8	0.203375
ACHE	0.2342
KPNA5	-1.0945
TNFRSF12A	-1.11
EGR3	-1.555
SERPIND1	-3.19333333333333
OASL	1.2975
IFRD1	-2.003375
WDFY1	0.044
ZNF267	-0.1585
ACCN5	0.73
ZBTB6	-0.7005
PPP1R3A	-0.101
PRRT3	2.2525
FBXL19	-0.5825
TXNIP	0.283714285714286
ACTN2	-1.53275
ATG9B	-0.566142857142857
C9orf117	-0.376714285714286
IL27	-1.4325
RPL36AL	-0.175833333333333
KLK15	0.13
CHAD	-2.0045
RAP2B	-0.1313
HEBP2	1.80475
ZNF342	-0.1465
CAMK2G	-0.4285
TLR3	0.5395
FGF14	0.51825
HMGB2	-0.315875
TRPM5	0.0151666666666667
OR5M11	-0.2225
KIF3B	1.65247368421053
PRICKLE2	1.3145
MTMR9	-0.653
C3orf27	0.485333333333333
GLRA3	-1.50566666666667
NSDHL	-0.471833333333333
TMEM32	0.10425
POLR2D	-0.54175
MYADML	0.42
C9orf114	-0.8715
MRGPRX1	0.149
TOPORS	0.24325
CLDN19	-0.67475
C1QL4	-0.167
RNF165	-1.032
DHRS9	2.9005
DNAH2	-0.981666666666667
FXR1	-0.391666666666667
ZMYM3	-0.56475
CASP3	-0.0385
FAM120C	-0.50825
SCLY	-1.36125
CA7	-0.862
ENTPD5	0.457166666666667
ZNF461	0.378375
PDIA5	0.93475
C1orf19	-0.375833333333333
TMEM67	1.04325
KCTD20	0.15825
WDR47	0.4955
FLJ38723	0.2575
KLRF1	0.787333333333333
TAS2R16	0.584
CLDN12	0.71775
PRKCE	-1.60275
UBXD4	-0.8665
ITGAM	3.45183333333333
GLT8D3	-0.778875
WDR31	0.9872
RGS2	1.187
OR51L1	0.7105
MST1R	-1.96575
KIAA1737	0.63325
OR4A5	0.563
GLIS1	-2.58666666666667
PTMA	-0.171714285714286
NAPA	2.1275
PRDM11	0.34325
LIPF	-0.718
DIRAS3	-0.9715
ASGR2	-4.118375
C1QTNF4	0.68425
PIK3R4	0.3195
ARMC3	1.014
NDUFV3	0.500916666666667
BTBD3	-0.532666666666667
PPP1R2	0.144833333333333
UBE2NL	-0.13625
FOSL2	0.0309285714285714
FAM119A	0.618833333333333
TUBA4A	-0.9551
KRTAP12-1	0.531
SFRS2	-0.51
RHPN1	0.7055
EEF2	0.638
ZDHHC11	0.608333333333333
EPHA3	-1.5407
RBM12	-0.205
H2AFJ	0.679416666666667
EDIL3	2.573
KIF26A	-1.87325
SERGEF	-0.412
B3GALT4	1.30075
LOC90925	3.4115
OSCAR	0.922625
NPFF	-0.5535
DEDD	0.41275
TMEM155	-0.0945714285714286
PTPN1	0.3615
SCYL2	-0.0908333333333333
SKAP1	1.5465
LEAP2	-2.678
GADD45G	1.4122
IFITM3	-0.184
PILRB	-0.982
SLU7	-0.2511875
DSC3	0.284
DNMT3L	-1.80125
PAPD5	0.347875
B3GNT3	-2.18366666666667
LHCGR	-0.0835
MSL-1	0.24425
UBE2S	-0.91775
SAP130	-0.86575
ANAPC11	0.089
MAGED4B	-2.9125
ATP6V1B2	0.621
C14orf179	0.61375
CAPZA1	0.2565
CDYL2	-0.607666666666667
GLRX3	-0.518666666666667
LOC136288	-0.0566666666666666
MOBKL1A	0.964
HTR2B	4.12725
CRYGD	0.6084
NUS1	-0.0376666666666667
PGRMC1	0.4695
MYOM2	-0.77975
FLJ39653	-2.14383333333333
CHM	0.298111111111111
OR5M8	0.178
ZNF619	-0.0775
FAM105A	1.1705
CCNL1	-0.81525
NAP1L3	-1.1555
C10orf57	1.854
B3GALNT1	-0.383333333333333
CSN1S2A	-0.476
TCP10L	0.37925
GDAP2	0.493875
DMKN	-1.9435
COX6B1	0.00774999999999999
DNASE2	1.3455
MSH5	-1.66925
LGMN	0.822375
USP31	-0.5902
OR13C8	1.0295
SDCBP	0.5433
NUDT11	-3.007
PYGL	-1.39933333333333
SNPH	-1.80766666666667
B3GNT4	-1.173
MIZF	0.0264
NUBPL	0.756125
NOD1	0.0793333333333333
CDH22	-1.12625
NUBP1	0.159
DSCAM	-4.185
DGKI	-0.4255
FAM136A	-0.83725
AKAP1	0.489333333333333
SLC16A6	2.93325
RIN3	0.85025
PSG2	-0.26925
DIP2B	0.550666666666667
PSORS1C1	-1.0478
KIAA0495	-0.7265
FLJ90709	2.736
LPA	-0.196333333333333
PIGA	-0.407666666666667
LY75	2.37233333333333
UTS2	-4.991
RREB1	0.127625
GALNACT-2	0.6279
MGC3196	-0.344
FLJ31568	-0.55975
LPHN1	0.15375
SP1	1.38475
TOX4	0.255
HSPA9	-0.1212
APOBEC1	0.995
SLC35E4	-1.3875
LSM5	-1.21
SURF1	0.06825
ZBTB1	0.639666666666667
GTF2F1	-0.021375
RPS15A	0.0947142857142857
DUSP21	-0.706833333333333
GINS4	-3.02733333333333
MYO15A	-1.29916666666667
GIMAP7	3.83275
MGC13379	0.8375
ATP6V1E2	-0.836666666666667
UTP3	-0.19775
HNRPA3	-1.2323125
MT4	-0.2975
C14orf155	0.89225
U1SNRNPBP	0.00650000000000001
CKLF	-0.998833333333333
PLEKHN1	-0.182833333333333
MBNL1	0.2765
NUP160	-1.31725
ACSM2A	-2.2155
LOC129881	-0.3365
KIAA1529	-1.03575
FLJ22639	-0.02975
HAND1	0.5155
GSX1	2.0685
FGA	-4.0464
SERPINB1	-0.3305
ZNF642	0.38225
IGFBP1	-7.994375
SLC1A1	0.27
DHX57	-0.25575
ZNF766	0.931
PTPN21	-0.6585
GDPD3	-0.5955
PNPLA5	0.359
TBR1	0.3128
FAM116A	0.2435
IQGAP1	0.40825
FOS	-0.079125
ZNF226	-0.149875
FIGNL1	-0.3305
C14orf1	-0.205166666666667
ZMYND17	-0.2745
PUS7	-0.0775
TUBB6	-1.591875
KCNQ2	-1.54675
MARCH6	0.591916666666667
CCDC33	0.313
PRODH	-1.7505
RBM11	3.81175
EPHA6	0.500285714285714
SLC43A1	-1.46525
LOC196541	0.595875
NTN1	1.64558333333333
ING4	0.6825
PCDHB10	0.7725
DPH2	-0.181833333333333
SPACA4	-0.53175
FBXL21	-2.8605
DIAPH1	-0.510833333333333
ZNF71	0.873166666666667
CEP76	-0.1655
CORO1A	-0.1375
RRM2	-3.072
EDG4	0.44475
OS9	0.266166666666667
SLC4A1AP	-0.53525
COG5	0.25675
COPS8	-0.3105
NGLY1	0.17625
NCBP2	0.8055
C17orf42	-0.637166666666667
GPSM3	0.833
SIL1	0.431666666666667
ASB6	-0.90425
SMAD5OS	0.236833333333333
UNC93A	-3.304
A1BG	1.01766666666667
C21orf62	0.60525
FMO5	0.551166666666667
ATRIP	1.0655
CEBPG	-0.107
C7orf38	-0.272666666666667
TNFRSF1B	1.53916666666667
CLEC1A	1.40833333333333
IQSEC1	0.843375
PATZ1	1.2163
RBM22	1.005375
BAG2	-0.797166666666667
PAQR5	-2.7634
C9orf127	0.0997
THNSL1	0.52925
SHROOM3	3.7616
JAM2	1.0695
SNRPN	-2.155
ALX4	0.249
CACNA1S	-0.453
FAM130A1	0.871
CORIN	0.731
CD300LB	-0.44
PLEKHG6	0.3345
LRRC40	-0.96
PCLKC	-1.29775
PCDHB16	1.09166666666667
WNT2B	-0.124333333333333
ASNS	-1.48844444444444
MRPL49	0.188625
FLJ46111	-0.53475
ISG20	-0.709375
SMU1	-0.2535
CASZ1	0.5905
POLR1D	-0.488
GIN1	-0.65675
SNAG1	1.4995
ANKRD29	-1.865
CDKN2AIP	-0.442
KRR1	0.29625
CXCL1	-4.7525
EPM2A	0.252
PC	-0.302166666666667
DEFB127	-0.817
PDZRN4	0.622
FAH	1.914875
OR51E1	2.2405
CDC2L6	0.442333333333333
DNTTIP1	-0.86375
PAX8	0.427
TMEM116	-0.57075
C1orf150	1.173
PRO2012	-0.689333333333333
MRPL40	-0.357166666666667
BEX1	-3.04933333333333
SLC2A4	-1.21466666666667
PKMYT1	-0.90825
FEZF2	0.110333333333333
SLC26A9	-1.21
MAP2	0.4123
LYL1	-0.7435
SLC25A19	-0.172833333333333
NOS3	-0.149
ZNF34	1.6895
TMPRSS11F	0.36
FAM43A	-0.5615
FCRL4	0.0681666666666667
KLF14	0.068
FLRT2	-0.891666666666667
WRN	-1.71875
SDF2	1.0709
KRT8P12	-0.63275
C6orf195	-1.076
C9orf125	-2.55133333333333
DZIP3	0.60225
RIT1	-0.6585
SCML1	-2.43066666666667
RHBDF2	0.1915
OR2G3	1.474
REXO1L1	0.8065
MAP3K7IP3	-0.05925
C3orf57	-6.887
FBXW11	-0.442333333333333
ETAA1	-1.0555
C14orf131	0.00830000000000001
AKT1S1	0.43625
SLC12A5	-0.702
C9orf164	1.1285
NRIP3	0.91
NOS1AP	-2.189
TMEM121	1.38725
SAP30BP	-0.4378
DGCR6	0.47025
WDR76	-0.78725
FAM82B	0.3725
LOC606495	-0.2755
MAP9	2.99225
BCDIN3D	1.73875
CXorf36	3.2265
DSCR3	-0.1788
ZFAND3	0.375375
C7orf43	0.337666666666667
SPSB3	0.4564
C19orf19	0.9565
FAM133A	-2.20414285714286
C12orf25	-0.8185
SLC39A3	-0.83875
DISP2	0.0465
PI4KAP2	-1.4275
MKRN3	-1.19916666666667
ADAMTS13	-0.937375
CBLN3	0.326888888888889
TTYH1	-0.401833333333333
C3orf18	1.25225
FLJ13236	-0.763
ZMYND12	1.4665
C18orf25	0.39175
GLB1L3	-1.369
ATP13A5	-0.044
RANBP10	-0.62375
CD96	0.0959
DENND1C	0.62475
RBMS3	0.4304
SLC41A3	0.638333333333333
DGCR6L	0.595
TMEM128	0.262
CSNK1G3	0.208428571428571
MOBKL2C	0.60725
TSPAN6	-1.3885
MATN2	-2.4098
MSL2L1	0.061
ST6GALNAC2	-2.745
FGFBP2	-1.72325
FGL1	-6.64516666666667
MPP3	-0.957833333333333
ARHGEF6	0.888833333333333
TGFBR2	0.507625
ACMSD	-1.051
IL33	2.18575
C9orf5	0.208
DEAF1	-0.3863
AMN	0.372
DEFA6	-0.122625
RNF212	-1.72425
METT5D1	0.514166666666667
CIB1	0.8495
TSSK1B	1.17675
KIAA1727	0.52975
ZNF680	0.50475
LOC399900	-0.955
LOC152217	0.876666666666667
CTNNAL1	-2.6535
CIT	-2.72
TLE6	-1.3225
ZNF607	2.65475
HERC4	-0.5955
DRAP1	0.3631
PEMT	1.97225
C10orf111	0.619
ZNF575	0.598625
KCTD7	-0.62225
MYO1F	1.139125
LOC285382	-0.62275
RAB11A	0.8836
PLCD3	-0.84425
C15orf28	-0.181
PTBP2	-0.903125
CTB-1048E9.5	0.00387499999999999
C19orf60	-0.0511666666666667
C7orf25	0.630166666666667
SETD7	1.657375
HOXB9	-4.553
VANGL1	-0.5760625
CHAF1B	-2.0575
NDUFA3	0.78
KIAA1328	-0.553333333333333
SHARPIN	1.419875
TTC23	-0.805125
UGP2	-0.0548333333333334
ANKIB1	0.6885
CIRBP	0.0631428571428572
SEC14L4	-3.61783333333333
OVCH1	0.234666666666667
VPS52	0.71475
FAT	-1.627
M6PRBP1	0.49725
GPRIN3	0.8795
PPM1F	-0.7565
TSR1	-0.049
CCDC85A	0.7185
PCSK5	0.101
ZFHX3	0.178
HEMK1	0.3663
PGBD2	0.038
RSRC2	-0.230833333333333
AURKC	-0.989
SCRIB	1.213125
ORM2	-4.23466666666667
FAM115A	-0.3025
FZD6	0.477375
UNC119	0.603
GPX3	-0.3714
NOV	-0.422125
CABC1	0.915
CDC42SE2	-0.08725
EIF2S2	-0.5202
RNF130	0.9495
CKAP5	-0.171666666666667
RP11-413M3.2	0.188
C10orf18	1.7528
TMEM93	-0.25
DYX1C1	0.87
KCNMB2	-2.72657142857143
ANK3	0.954166666666667
KRT5	-2.7327
CDH12	-1.74357142857143
QRSL1	-0.863625
JUB	-1.62975
SHC4	-2.71925
CCL15	1.20483333333333
CCDC22	0.218
SNX24	-0.411
RARS	-0.634
MORC2	-0.07
FAM48A	-0.547
MT1H	-1.7885
PPP1R14C	-3.99616666666667
FOXD1	-2.45278571428571
C1orf213	-2.53775
AMT	-1.0806
DSN1	-0.163
PTPLAD2	2.43425
DIS3L	-0.0925
RASL11A	0.807
GPRC5B	-0.415375
FRMD7	-0.312
STRN4	0.42525
KITLG	3.11590909090909
HDGF	-0.2865
OR1S1	-0.303
SETX	-0.0802
DDR2	-0.441875
KCTD12	2.41975
LYZL2	-0.91975
WDR52	-0.374
TMEM2	-0.6555
ZNF579	0.142
LOC200810	0.0615
TNFSF9	-1.910375
PPFIA4	-3.83925
CNIH3	0.1145
MAP4K4	-1.1435
ROD1	0.203357142857143
ALS2CR12	-1.0405
DOCK3	1.834
PAQR9	-5.64
ASB17	0.9392
STX16	-1.67925
FEZ2	-0.099
DLAT	0.0645
KIF21B	-1.14366666666667
CDC5L	-0.8735
TMEM119	2.4825
CRIP3	-2.19825
TPSD1	2.28483333333333
TEPP	0.1085
GNGT2	1.64725
C21orf121	-0.36525
WNK1	0.2115
FLJ10490	1.1184
OR51B5	-2.3965
LOC203547	-0.236625
HAS1	-0.9745
PPA1	0.432166666666667
ST7	0.60475
C11orf46	0.3003
POPDC3	-4.76333333333333
ACOX2	-1.16216666666667
ATCAY	-0.4185
TM4SF19	-1.10825
MFSD9	-0.628
PDHB	0.81
ERN1	-0.18
LCE3C	-0.3715
GPR111	0.113
NOTCH3	1.27166666666667
ADAMTS5	0.42825
B3GALT1	-1.353
UGCGL1	-0.511333333333333
FAM58A	0.246666666666667
FBXO32	2.493
CLPP	0.398
NXPH1	-1.93075
MTMR3	0.940166666666667
ATP1B3	0.089625
TMEM16A	4.252
HIST1H3F	0.480166666666667
TRIM25	-0.1125
SDCBP2	-1.0315
CRKL	-1.1465
HOXB2	-0.3645
ANP32B	-0.7615
GATM	3.793
AP4E1	0.04675
EDG5	0.053
CDKN3	-1.06616666666667
CDH4	-2.71225
PGD	-0.625166666666667
RND1	0.004
GAD1	-3.7096
MPG	-0.21575
LOC440350	-0.437
ZNF133	-0.44475
SERPINB12	1.226
AMELY	0.4276
DHX36	-0.30575
TNFAIP8L2	3.487
PHTF2	0.139235294117647
CCDC112	-0.691833333333333
IQCC	-1.031
HEYL	2.83
FTSJ2	-0.163833333333333
APPL1	1.922375
RAB43	0.428785714285714
OR10G2	0.6515
WAC	-0.00383333333333333
ADCY9	-0.6065
RUNDC2B	0.328333333333333
PYCRL	1.2985
AGPAT7	-0.391333333333333
SLC22A9	-0.6334
CDKAL1	-0.02
PDYN	-0.012
C20orf74	-0.58725
MTMR11	-1.05825
VAV3	5.60566666666667
DAPL1	-0.6115
STXBP3	0.66725
EIF3G	0.16475
ARHGAP22	-1.251
NPFFR1	1.146
NPC1	-0.632
ALDH9A1	1.17216666666667
ZNF600	0.568375
ZNF678	0.229833333333333
RASSF1	0.544833333333333
ADD2	-2.194375
PITPNB	0.105125
PKD2L2	0.0952857142857143
LRP11	0.534
CDKL1	0.19325
SMEK2	0.40275
PRODH2	-3.24283333333333
C11orf54	0.750666666666667
SFRS11	-0.616333333333333
IL7	0.6555
ALS2CR16	0.32825
BTG3	-2.2825
PAK2	0.325333333333333
RP11-679B17.1	0.48025
GATA4	0.5245
ATP2B1	-0.68475
LOC130940	-0.862
C1orf172	2.14566666666667
ATF7IP2	-0.59475
SLC25A43	0.3565
CENTG3	-0.431416666666667
IGF2BP1	1.5887
FCHSD1	0.125
CAMK2N2	0.6875
ELAVL3	-0.2416
NBPF15	-0.240166666666667
UBE2J2	0.0592727272727273
GNL2	-1.2905
PRR3	-0.4497
NLF2	0.892
OR4F6	0.858
KLHL24	1.26333333333333
CCDC88A	-0.4893
SGPP1	0.401833333333333
C10orf11	1.55716666666667
SLC35B4	-0.714333333333333
UGT3A2	-2.7255
ARNT2	-2.6243
CBR1	-1.68375
ITPR3	-0.0435
TRAPPC6B	-0.1443
AMZ1	-1.2985
ARP11	-0.902
WDSUB1	0.19975
APBA1	-0.0826666666666667
RAB2A	1.5062
C6orf162	-0.67325
HPSE2	0.0625
PLCE1	1.17825
INSL3	0.81325
DLG1	0.242
PTPLA	-2.5135
PIGX	0.694125
TFIP11	0.185166666666667
FIBIN	3.042
POLR2G	-0.2985
GRAP2	-1.2106
DNAJB8	0.181666666666667
CNBP	0.871666666666667
WASF1	-0.0765
INPP5E	-0.8917
HSPB1	0.806875
TMEM167	-0.0988
CUBN	-0.035
IGF1	3.1068125
ITPK1	0.5932
NAALAD2	-0.679666666666667
G3BP1	0.2421
NT5DC1	0.343
CYP39A1	-1.5705
TMEM139	-0.487272727272727
POLK	-0.1816
GLULD1	-1.73575
RBM15	-0.797
AMZ2	0.54575
GDF15	-3.41983333333333
MESDC2	-0.281
INCA	1.211
ACY1L2	0.321
GZMM	0.0136666666666667
PAIP1	0.73075
CACNA2D1	-0.05725
STK32C	2.07983333333333
SH3BP4	1.73066666666667
DEC1	0.00950000000000001
PADI1	-1.2835
UBB	0.4965
PON3	-3.33933333333333
PROP1	1.8485
ANKRD13B	0.132
ADCK1	-0.1805
TCF25	0.08075
SLC38A5	-2.68475
CXorf26	0.551333333333333
C19orf39	-0.0745
PPP1R13B	0.272
ARL2	-0.4815
TCL6	0.597833333333333
TOP3A	-0.4445
SLC16A14	2.01075
FXYD6	0.307333333333333
HIST1H4E	-0.7475
BBC3	0.487526315789474
UNC5A	0.651166666666667
FAM86C	0.0115
PI4KB	-0.072375
B3GAT1	-2.96175
SUSD2	1.3855
OAZ2	0.180333333333333
NOC4L	-0.76725
C10orf12	0.5175
FADS1	-1.6395
LOC144097	-0.5455
DKK2	3.652
KIAA1949	0.04275
RHOT1	0.038
OXT	0.886166666666667
GPR153	0.623
ARL4A	-1.877
SAAL1	-1.112
CCDC64	-0.5905
USE1	0.215833333333333
HNMT	1.46633333333333
PCGF3	0.219
CYP2C19	0.3825
