Hybridization REF	TCGA-AN-A03X-01A-21R-A00Z-07
MSN	-0.549785714285714
SLC9A5	-1.402
EPDR1	-0.6306
MUSK	0.122666666666667
ZNF434	-0.0268333333333333
SMARCD1	-0.6945
ZFP106	-0.77475
ZNF347	-0.1716
GTF2E1	0.09625
RY1	-0.231833333333333
ATAD2B	-0.16375
ARHGAP17	-0.304
KCNIP3	-0.539
SFPQ	-0.739375
GFRA4	0.359833333333333
AKR1B10	-2.227125
TIGD6	0.680666666666667
RGS16	3.64075
URB1	-0.355
OR4C46	-0.0478333333333333
TOP3B	-0.9855
NFATC4	1.515
CA14	-2.74375
BMPR1A	0.383
SNRP70	-1.126
PRL	-0.0525833333333333
C6orf130	-0.715
STAG2	0.16725
CD55	0.0686428571428571
RPS23	0.667166666666667
SSX2	-1.0255
FDPSL2A	-0.51125
FBXO27	0.733375
SYNGR3	-0.327333333333333
TMSL3	1.53575
EML1	-0.353
NUP93	-1.13441666666667
SMAD3	-0.6122
KIAA1189	2.10583333333333
HNRPUL2	-0.285833333333333
TBC1D12	0.9255
C16orf24	1.6045
MRVI1	1.5435
ZNF581	-0.434666666666667
ELOVL3	-0.085
OR51Q1	0.251
CACNB3	0.705833333333333
GALNT13	0.6115
C10orf84	1.246375
NEDD4	0.6193
SPO11	0.675
OR5AU1	-0.1335
NEK4	0.531714285714286
PRKAR2A	-0.058
IHPK1	0.0141666666666667
ATP6V0B	-0.02975
CACNA1E	1.573
CEACAM8	1.163
PEX14	-0.5605
FLJ12993	-0.849
ZBTB38	0.535583333333333
PCTK2	0.0771666666666667
LRRC16	-0.4535
FBLIM1	0.68125
FYCO1	1.44
RP5-1022P6.2	-0.632583333333333
CMTM1	0.136166666666667
PLTP	0.644
RAPH1	1.15325
DOCK8	0.24975
EZH2	-1.9958
SLC25A1	-0.197833333333333
PLEKHB1	0.7569
GRB7	0.8331
ZFP37	-0.727
MRPL33	0.49425
PELO	-0.50725
ARMC1	0.474181818181818
C9orf27	0.527375
FLJ25778	-0.4565
C9orf37	-1.4595
TMEM66	1.10725
SPRN	0.607875
HBEGF	0.656375
PI4KA	-0.8575
LEPRE1	0.3775
POU2AF1	-3.95575
MRPL12	-0.242333333333333
REP15	-1.1505
ZC3H3	0.52075
RASAL1	-1.1485
DDAH1	0.60675
ACBD5	0.363714285714286
TMC2	0.0205
CCDC137	-1.071
SAMD13	-1.39516666666667
UGT2B15	-2.517
TIPARP	-0.42675
DNASE1L3	0.95675
TRIM72	-0.0228333333333333
DBX2	0.20875
IPO8	0.10375
C21orf88	-0.4492
MAP3K14	-0.68775
LOC51233	0.595333333333333
GGTLA4	-0.657
PDE6D	-0.2575
ZNF117	-0.048
CLK2	-0.904875
NKRF	-0.70125
TNFSF15	-0.5674
DUSP2	-0.246
SECISBP2	-0.7684
GABRR2	0.9275
PPAP2C	1.4825
LOC51145	0.125333333333333
PAG1	0.154625
PIK3C3	-0.59325
GNG10	0.6185
APOL4	0.105166666666667
ANKRD28	-1.1465
STMN3	0.3871
RAB14	0.6365
CDK2AP2	-1.011
HDDC3	0.09775
COMMD7	0.727625
CXXC1	-1.04675
HMCN1	0.775333333333333
CD40	0.37875
DYNC1LI2	-0.1636875
GDI1	0.13825
LOC646938	-0.01925
VSNL1	-0.487166666666667
PIH1D1	-0.163
RAET1G	0.3745
KRTAP5-9	0.307
EFTUD2	-0.98075
ZNF311	-0.393
ATP6V1G3	0.15825
OR2W3	-0.50025
SCN4A	0.2485
MED10	-1.18125
FAM135A	-0.8655
ARHGAP4	-1.784
EHMT2	-0.88375
UFD1L	-0.443
ERMP1	0.178
MAG1	-1.1955
THAP8	0.149833333333333
HACE1	-0.325
FAM82C	0.381166666666667
C3orf20	-0.685
UNC84A	-0.756166666666667
SCD5	0.223285714285714
LASS6	2.37
LSG1	-0.13825
MAL	-5.27325
GPR22	-0.355
WDR5B	0.15325
ACTRT1	-0.813
C17orf60	0.654666666666667
GRIN2C	0.2041
ARMC8	-0.0985
SLC47A1	-1.36533333333333
DMPK	0.0335
DHRS13	-0.132666666666667
SMC1A	-1.55266666666667
KRTAP17-1	0.7265
SMYD5	-0.61525
TUSC2	0.55175
CRHR2	0.4855
KIR3DL2	-1.5
CCDC104	0.62175
ATP2C1	0.2535
CROT	-0.19425
PABPC3	-0.325833333333333
EGR1	2.42116666666667
THSD1	-0.0685
KHK	0.16975
SLC12A2	0.9786875
CD58	-1.10075
STOX2	-1.201
CCDC76	-1.559
CCDC48	1.93975
DNAH1	-0.0938333333333334
ZIC4	-0.011
OR1G1	0.1435
PSMC6	-0.463333333333333
PROKR1	0.2335
ABCB1	-1.502
TRAT1	-0.80625
LLGL1	0.1225
MTF1	1.213
USP54	0.369125
PAGE2B	-1.406
ITGB7	-3.3725
CCDC81	-0.3785
LOC149837	0.25725
SCUBE1	0.344
ZSCAN10	1.2685
HUWE1	-0.0586428571428572
CDH17	0.7485
CD180	0.06775
IL17A	-0.131
TMPO	-1.524875
KIAA1524	-1.59583333333333
HDGFRP3	-0.576166666666667
OXCT1	-1.67936363636364
RRAS2	-2.12066666666667
LTBP2	2.135875
SV2B	0.8735
CYP2A6	1.878375
PKD1L2	-0.3865
PPM1M	0.853
FLJ22662	1.46366666666667
ZNF502	0.9275
GP6	-0.405
CRYBA2	-0.87725
LEF1	-1.4505
CTPS	-2.58342857142857
EYA1	-2.3516
EPS8L1	0.81525
MAPK14	-0.350083333333333
SERPINB2	-2.26425
GTF2F2	-0.993666666666667
ZNHIT4	0.14
PLA1A	-0.22975
C20orf114	4.068
HPR	-3.179
C18orf2	-0.769166666666667
SATB2	-1.3225
KCNJ9	0.086
MGC157906	0.2635
MOCS3	0.323
C17orf71	-0.310166666666667
PPHLN1	0.096
HIST1H2BN	-1.479
RAPGEF1	-0.277125
MAP3K8	0.71725
DLG4	0.549666666666667
STC1	2.0135
CDGAP	1.41275
DDX26B	-1.815
LOC150223	-1.82125
CPSF3	-0.949833333333333
TMEM14A	0.81775
MYH3	-2.46775
GPKOW	-0.11575
SULT1A1	0.296666666666667
SPON1	5.3602
YY1AP1	-0.283166666666667
RAB23	0.7295
PLA2G4A	-3.83075
MAPRE3	2.0955
ZNF516	0.0135
GGPS1	0.96125
EXOC3L2	-0.027625
C19orf42	0.7663
MAP2K2	-0.705333333333333
HIST1H2BB	-1.9145
RNF19B	1.01316666666667
C6orf128	0.610333333333333
TLR8	1.2465
PCDHA9	-0.461
CARS2	-0.457
CLUL1	1.54
RHAG	-3.76516666666667
UNK	-0.4355
EXOC8	1.0494
C9orf95	0.303
C14orf143	0.4185
MAML3	-0.172142857142857
LDHA	-1.35975
MRPL20	0.08
KLHDC6	-0.174166666666667
ATP5S	0.646833333333333
C8orf55	0.71825
PHF19	-2.51525
KRTAP13-4	0.7385
TTC5	-0.12875
XKR5	-0.462
SILV	-4.15933333333333
TEX28	0.3285
TCTN1	1.088
CX40.1	-0.29175
PPP2R5C	-0.092375
C12orf30	-0.951166666666667
CAPG	1.58275
MPZL1	1.1984
ARSB	-0.321333333333333
TDH	-0.988
WASF4	0.99875
TSSK3	-0.799166666666667
7A5	0.6595
CRISPLD1	2.414125
MAD1L1	-0.671666666666667
SPIN4	-0.902833333333333
AMPD1	-1.843
DPYSL5	-0.2585
INPP1	0.2645
ANKRD11	-0.986555555555556
NPAS4	0.433
GCET2	-0.2147
RNASE9	1.1695
GUCY2D	0.456333333333333
CCDC98	0.17325
FGF4	0.093375
CPM	0.125333333333333
SLC26A4	-1.25833333333333
PLD5	0.56775
FAM59A	-0.6396
FBXO5	-2.13488888888889
SIPA1L1	0.52975
DPYS	0.27275
ATG4D	-0.45525
TGM3	1.1815
MTCH1	-0.001375
HK1	0.355769230769231
CDC26	-0.313375
GALNT12	-2.056
LOC339229	-0.04275
MRPL35	-0.1875
ORC4L	0.401125
TNKS	0.275571428571429
C2orf24	0.135
ZNF553	0.731
GGTLA1	2.6149
ZNF497	0.098
CDY1B	0.38775
SLC30A4	0.338625
TUB	-0.484125
ARHGEF18	-0.44875
ARRB1	1.16075
KCNK1	0.170375
EREG	-1.99722222222222
SCAMP5	-0.19025
RUNDC3B	0.85675
ADAMTS20	0.889
IL17RB	-0.99175
FLJ20323	-0.955
MCAM	0.13075
POLR3E	-1.40366666666667
AQR	0.181333333333333
IPMK	0.9755
CDCA7	-4.97525
CAMP	2.22875
GRHL3	0.3185
ADAMTSL2	1.86466666666667
CLMN	2.38716666666667
SSTR3	0.968
MAGEA5	-2.0365
OVOL2	3.6065
JMJD1B	0.0575
RBL2	-0.3965
PYGO2	0.485
PPP1R10	0.3665
CSE1L	-0.7045
LCA5	1.64275
RDH16	0.33675
ASRGL1	-1.716625
TOM1	0.5415
PTX3	-5.363
TTC15	0.46375
SCGB3A1	0.621833333333333
MRPL50	-1.09475
RCAN3	0.241375
SLC26A11	0.6795
STYX	0.376
CINP	0.35
MARCH7	0.2355
PFKM	-0.673833333333333
SGMS1	0.892
RIOK3	-0.436
C1orf110	0.2275
CES7	-0.02925
LOC440248	-3.10675
PPP1R12C	-0.6955
C10orf27	-0.141
ATG9A	-0.8395
MRPS26	0.62125
TMEM40	1.4455
ELP3	-0.0597
ZNF787	0.4815
HIAT1	-0.214125
C8orf34	0.2424
MGC4655	0.3421
PELI1	0.0225
PPT1	1.5134
SLC35C2	-0.0953333333333333
C6orf125	0.37325
MUC4	-1.15083333333333
RFC4	-2.329
GNB2	-0.185
NUP50	-0.419857142857143
SULT4A1	-0.95
C7	1.289125
CCDC130	-0.707333333333333
ARRDC4	-0.01975
RQCD1	-0.61025
GLYCTK	-0.80775
AYTL2	-1.236
MTUS1	2.0314
LEMD3	0.373166666666667
PLEKHF2	1.80475
HOXA7	0.63575
GTF3C2	-1.427
DYNLRB2	3.7895
CNOT10	-0.5785
MR1	0.995833333333333
FFAR1	-0.218
PRIC285	0.33
SLITRK6	1.9655
LIX1	-1.5769
UBE1L2	-0.471083333333333
F8	1.098
ACHE	0.434166666666667
KPNA5	-0.383
TNFRSF12A	-0.465833333333333
EGR3	2.2865
SERPIND1	-2.98733333333333
OASL	2.26725
IFRD1	-2.897875
WDFY1	0.667833333333333
ZNF267	0.222125
ACCN5	0.263
ZBTB6	-0.60975
PPP1R3A	0.116
PRRT3	2.15175
FBXL19	-0.255
TXNIP	0.503785714285714
ACTN2	0.8885
ATG9B	-0.168
C9orf117	0.336
IL27	1.468
RPL36AL	-0.0421666666666667
KLK15	0.633
CHAD	-0.3305
RAP2B	-0.00419999999999999
HEBP2	1.554
ZNF342	-0.3515
CAMK2G	-0.429333333333333
TLR3	1.29425
FGF14	0.019
HMGB2	-1.97575
TRPM5	0.166166666666667
OR5M11	0.397
KIF3B	0.575526315789474
PRICKLE2	1.2975
MTMR9	0.744625
C3orf27	0.32025
GLRA3	0.285
NSDHL	-0.522
TMEM32	-0.16675
POLR2D	-1.05666666666667
MYADML	-0.026
C9orf114	-1.23125
MRGPRX1	0.0135
TOPORS	0.40225
CLDN19	-1.2995
C1QL4	0.1775
RNF165	-0.828
DHRS9	0.05225
DNAH2	-0.02
FXR1	-0.775166666666667
ZMYM3	-0.861125
CASP3	0.481666666666667
FAM120C	-0.533625
SCLY	-1.244
CA7	0.207
ENTPD5	0.1765
ZNF461	0.00274999999999996
PDIA5	-0.20625
C1orf19	0.312
TMEM67	-0.1315
KCTD20	-0.476
WDR47	0.586
FLJ38723	2.165
KLRF1	0.694333333333333
TAS2R16	0.407
CLDN12	-0.0195
PRKCE	0.10175
UBXD4	-0.543
ITGAM	2.19116666666667
GLT8D3	-0.06775
WDR31	0.0719
RGS2	1.051
OR51L1	0.343
MST1R	-0.24575
KIAA1737	0.92625
OR4A5	0.802
GLIS1	0.468
PTMA	-0.565571428571429
NAPA	0.85175
PRDM11	0.18075
LIPF	0.386
DIRAS3	0.37325
ASGR2	-3.5535
C1QTNF4	1.1505
PIK3R4	0.2025
ARMC3	1.3795
NDUFV3	-0.591416666666667
BTBD3	-0.500833333333333
PPP1R2	1.19425
UBE2NL	-0.01225
FOSL2	2.0605
FAM119A	-1.17183333333333
TUBA4A	-0.5804
KRTAP12-1	0.2905
SFRS2	-1.0875
RHPN1	-0.2289
EEF2	-1.18316666666667
ZDHHC11	-2.93533333333333
EPHA3	-1.3344
RBM12	-0.21
H2AFJ	0.6365
EDIL3	4.7065
KIF26A	-0.5925
SERGEF	-0.13475
B3GALT4	2.4675
LOC90925	-0.309666666666667
OSCAR	0.341875
NPFF	-0.89175
DEDD	0.39
TMEM155	-0.371142857142857
PTPN1	1.25475
SCYL2	0.306333333333333
SKAP1	-0.08725
LEAP2	-3.5615
GADD45G	2.0851
IFITM3	1.318625
PILRB	-2.76916666666667
SLU7	0.1583125
DSC3	0.2695
DNMT3L	-0.326
PAPD5	1.93375
B3GNT3	-1.02516666666667
LHCGR	0.5
MSL-1	0.40175
UBE2S	-1.483625
SAP130	-0.65125
ANAPC11	0.48575
MAGED4B	-0.927
ATP6V1B2	0.823
C14orf179	1.0405
CAPZA1	-0.388125
CDYL2	-0.631666666666667
GLRX3	-0.571166666666667
LOC136288	-0.647
MOBKL1A	-0.5365
HTR2B	1.88
CRYGD	-0.105833333333333
NUS1	-0.0755
PGRMC1	-0.237
MYOM2	-0.2175
FLJ39653	-0.755166666666667
CHM	0.4343
OR5M8	-0.1065
ZNF619	0.259
FAM105A	1.609
CCNL1	-1.718875
NAP1L3	1.51775
C10orf57	2.097
B3GALNT1	0.743166666666667
CSN1S2A	-0.1215
TCP10L	-0.53325
GDAP2	-0.34125
DMKN	0.164
COX6B1	0.363
DNASE2	0.49
MSH5	-2.218
LGMN	-0.07025
USP31	0.1068
OR13C8	0.211
SDCBP	0.441
NUDT11	-0.735166666666667
PYGL	0.603333333333333
SNPH	-0.560333333333333
B3GNT4	0.866
MIZF	-1.4092
NUBPL	0.235625
NOD1	-0.867166666666667
CDH22	-0.272625
NUBP1	0.269
DSCAM	-3.539
DGKI	0.802
FAM136A	-1.1755
AKAP1	0.417666666666667
SLC16A6	2.52675
RIN3	0.26025
PSG2	0.6285
DIP2B	0.667916666666667
PSORS1C1	0.945
KIAA0495	-0.911
FLJ90709	-0.135833333333333
LPA	-0.516166666666667
PIGA	-0.629166666666667
LY75	0.207666666666667
UTS2	-3.39916666666667
RREB1	-0.44525
GALNACT-2	0.6234
MGC3196	-0.67925
FLJ31568	-0.38325
LPHN1	-0.242125
SP1	0.706875
TOX4	0.3805
HSPA9	-0.051
APOBEC1	0.957
SLC35E4	-1.38275
LSM5	-0.762
SURF1	0.54675
ZBTB1	0.191083333333333
GTF2F1	-0.24975
RPS15A	0.214714285714286
DUSP21	-0.1925
GINS4	-2.5075
MYO15A	-0.0883333333333334
GIMAP7	2.3175
MGC13379	0.104
ATP6V1E2	-0.450166666666667
UTP3	-0.17925
HNRPA3	-0.814875
MT4	-0.0115
C14orf155	0.1795
U1SNRNPBP	0.49875
CKLF	-0.255666666666667
PLEKHN1	0.123666666666667
MBNL1	0.228583333333333
NUP160	-1.48225
ACSM2A	-0.91075
LOC129881	-0.29625
KIAA1529	-1.044
FLJ22639	-1.88875
HAND1	-0.5775
GSX1	0.4905
FGA	-3.12773333333333
SERPINB1	0.66825
ZNF642	0.2785
IGFBP1	-7.422375
SLC1A1	-0.5585
DHX57	-0.186
ZNF766	0.8865
PTPN21	0.201888888888889
GDPD3	1.2775
PNPLA5	0.2625
TBR1	0.729
FAM116A	0.17225
IQGAP1	0.6735
FOS	1.921375
ZNF226	-0.589875
FIGNL1	-1.0035
C14orf1	-0.246166666666667
ZMYND17	-0.1925
PUS7	-0.934666666666667
TUBB6	-0.785375
KCNQ2	-1.769
MARCH6	-0.0791666666666666
CCDC33	0.745
PRODH	1.6205
RBM11	-2.32775
EPHA6	0.909
SLC43A1	-0.26275
LOC196541	0.432875
NTN1	1.35508333333333
ING4	0.2635
PCDHB10	0.2695
DPH2	-1.47716666666667
SPACA4	-0.11825
FBXL21	-2.45
DIAPH1	-1.01966666666667
ZNF71	0.179
CEP76	-1.6765
CORO1A	-0.7555
RRM2	-2.829875
EDG4	0.8465
OS9	0.299
SLC4A1AP	-0.108
COG5	-0.51325
COPS8	0.1715
NGLY1	-0.92675
NCBP2	0.08775
C17orf42	-0.399333333333333
GPSM3	0.5895
SIL1	0.764
ASB6	-1.31775
SMAD5OS	-0.197166666666667
UNC93A	-2.18325
A1BG	0.834833333333333
C21orf62	-0.52775
FMO5	1.057
ATRIP	0.572833333333333
CEBPG	-0.202166666666667
C7orf38	0.028
TNFRSF1B	0.288166666666667
CLEC1A	0.836166666666667
IQSEC1	0.211875
PATZ1	0.8114
RBM22	1.084875
BAG2	-0.939666666666667
PAQR5	-0.649833333333333
C9orf127	0.739
THNSL1	0.302
SHROOM3	1.705
JAM2	1.12525
SNRPN	-2.79675
ALX4	0.0325
CACNA1S	1.228
FAM130A1	0.996
CORIN	3.105
CD300LB	0.879
PLEKHG6	0.254
LRRC40	-0.9625
PCLKC	-0.53525
PCDHB16	-0.127666666666667
WNT2B	0.661333333333333
ASNS	-2.38666666666667
MRPL49	0.37425
FLJ46111	0.911
ISG20	0.21375
SMU1	-0.6904
CASZ1	-0.517
POLR1D	0.00583333333333334
GIN1	-0.368
SNAG1	0.587
ANKRD29	-0.893
CDKN2AIP	-0.20075
KRR1	0.06775
CXCL1	-5.18833333333333
EPM2A	-0.635
PC	-1.12766666666667
DEFB127	0.919
PDZRN4	2.28216666666667
FAH	1.579125
OR51E1	1.104
CDC2L6	-0.0151666666666667
DNTTIP1	-0.395
PAX8	0.07575
TMEM116	0.4495
C1orf150	0.353
PRO2012	0.74025
MRPL40	0.235166666666667
BEX1	-3.2302
SLC2A4	-0.681833333333333
PKMYT1	-1.344
FEZF2	-0.1085
SLC26A9	-1.22825
MAP2	0.565333333333333
LYL1	-0.7955
SLC25A19	-1.056
NOS3	-0.1395
ZNF34	0.866
TMPRSS11F	2.237
FAM43A	-0.19125
FCRL4	0.607333333333333
KLF14	0.18925
FLRT2	1.152
WRN	-0.6035
SDF2	0.9556
KRT8P12	0.3105
C6orf195	0.219
C9orf125	-1.19366666666667
DZIP3	0.39575
RIT1	0.243416666666667
SCML1	-2.41216666666667
RHBDF2	-0.21675
OR2G3	0.807
REXO1L1	-0.234
MAP3K7IP3	-1.261
C3orf57	-4.52925
FBXW11	-0.680333333333333
ETAA1	-0.79625
C14orf131	-0.2684
AKT1S1	-0.1845
SLC12A5	-1.213375
C9orf164	0.04575
NRIP3	0.60375
NOS1AP	-0.34575
TMEM121	2.5175
SAP30BP	-0.3875
DGCR6	1.139
WDR76	-1.58075
FAM82B	0.162416666666667
LOC606495	-1.0515
MAP9	2.91308333333333
BCDIN3D	1.194
CXorf36	2.06233333333333
DSCR3	-0.2168
ZFAND3	0.3945
C7orf43	-0.141166666666667
SPSB3	0.0743
C19orf19	0.34375
FAM133A	-0.09875
C12orf25	0.8115
SLC39A3	-0.063
DISP2	1.17075
PI4KAP2	-1.6885
MKRN3	-1.07366666666667
ADAMTS13	-0.94225
CBLN3	0.1728
TTYH1	0.275
C3orf18	0.434
FLJ13236	0.7555
ZMYND12	2.959
C18orf25	-0.372125
GLB1L3	-1.743
ATP13A5	0.5225
RANBP10	-0.8735
CD96	-1.8837
DENND1C	-1.10825
RBMS3	1.697
SLC41A3	0.0176666666666667
DGCR6L	1.10725
TMEM128	0.9915
CSNK1G3	0.1945
MOBKL2C	0.624
TSPAN6	-0.421375
MATN2	-1.0818
MSL2L1	-0.0471666666666667
ST6GALNAC2	0.780333333333333
FGFBP2	-0.00887499999999999
FGL1	-4.91666666666667
MPP3	-1.14216666666667
ARHGEF6	0.5655
TGFBR2	0.626125
ACMSD	3.46575
IL33	1.2865
C9orf5	-0.43225
DEAF1	0.1363
AMN	0.9005
DEFA6	0.027375
RNF212	-0.76675
METT5D1	0.168166666666667
CIB1	0.6782
TSSK1B	0.0505
KIAA1727	0.7125
ZNF680	-0.03475
LOC399900	-1.014
LOC152217	-0.612
CTNNAL1	-2.9835
CIT	-2.4985
TLE6	1.53375
ZNF607	-0.7305
HERC4	-1.4164
DRAP1	0.0803
PEMT	-0.34725
C10orf111	0.5425
ZNF575	1.150625
KCTD7	0.20375
MYO1F	-0.00937500000000005
LOC285382	2.2815
RAB11A	0.7136
PLCD3	-0.63675
C15orf28	-0.0255
PTBP2	-2.085
CTB-1048E9.5	0.0375
C19orf60	-0.18
C7orf25	0.3925
SETD7	1.037625
HOXB9	-3.738
VANGL1	-0.06025
CHAF1B	-1.598
NDUFA3	0.42025
KIAA1328	-0.254666666666667
SHARPIN	0.385625
TTC23	-0.3575
UGP2	0.206833333333333
ANKIB1	0.8086
CIRBP	0.709285714285714
SEC14L4	-2.6215
OVCH1	0.0956666666666667
VPS52	-0.067
FAT	-0.668875
M6PRBP1	0.191
GPRIN3	2.2635
PPM1F	-0.393
TSR1	-0.2945
CCDC85A	2.075
PCSK5	2.3605
ZFHX3	0.077
HEMK1	-1.0539
PGBD2	-0.16875
RSRC2	-0.537333333333333
AURKC	-1.10766666666667
SCRIB	-0.535
ORM2	-1.36616666666667
FAM115A	0.8592
FZD6	-0.22275
UNC119	-0.130166666666667
GPX3	-0.6256
NOV	-0.805625
CABC1	-0.337625
CDC42SE2	-0.550375
EIF2S2	-0.8052
RNF130	0.375375
CKAP5	-0.884166666666667
RP11-413M3.2	0.6435
C10orf18	1.0032
TMEM93	-0.25125
DYX1C1	1.2665
KCNMB2	-0.774666666666667
ANK3	0.760166666666667
KRT5	-2.4586
CDH12	-0.39675
QRSL1	-0.084875
JUB	-0.9235
SHC4	-2.04675
CCL15	1.02816666666667
CCDC22	-0.192
SNX24	-0.323
RARS	-0.55925
MORC2	0.138625
FAM48A	-0.965
MT1H	-1.528
PPP1R14C	-3.32016666666667
FOXD1	-2.20264285714286
C1orf213	-3.00675
AMT	-2.2861
DSN1	-0.97975
PTPLAD2	1.941
DIS3L	-0.08275
RASL11A	1.52375
GPRC5B	0.0275
FRMD7	0.485
STRN4	-0.13325
KITLG	3.3815
HDGF	-0.32575
OR1S1	0.5745
SETX	-0.2195
DDR2	1.23825
KCTD12	2.7595
LYZL2	0.85425
WDR52	-0.171
TMEM2	0.034625
ZNF579	0.785666666666667
LOC200810	0.26725
TNFSF9	-1.373625
PPFIA4	-2.98125
CNIH3	0.943166666666667
MAP4K4	-0.583785714285714
ROD1	0.0677857142857143
ALS2CR12	-0.2726
DOCK3	-0.962333333333333
PAQR9	-3.1005
ASB17	0.964
STX16	-1.437875
FEZ2	0.2465
DLAT	-0.653
KIF21B	-1.58166666666667
CDC5L	-0.2545
TMEM119	1.04133333333333
CRIP3	-2.104
TPSD1	0.123666666666667
TEPP	0.261
GNGT2	1.06675
C21orf121	0.416
WNK1	-0.09125
FLJ10490	0.9661
OR51B5	-1.0585
LOC203547	-0.731625
HAS1	0.4425
PPA1	0.2225
ST7	0.048375
C11orf46	0.9346
POPDC3	-2.76666666666667
ACOX2	2.88716666666667
ATCAY	-0.405083333333333
TM4SF19	-0.9045
MFSD9	-0.0345
PDHB	0.30075
ERN1	-0.43175
LCE3C	-0.195
GPR111	0.676
NOTCH3	1.75666666666667
ADAMTS5	3.1195
B3GALT1	-0.66075
UGCGL1	-0.545166666666667
FAM58A	0.35
FBXO32	2.3425
CLPP	0.0575
NXPH1	-1.25033333333333
MTMR3	0.6955
ATP1B3	-0.905375
TMEM16A	3.4145
HIST1H3F	-0.824166666666667
TRIM25	-0.319166666666667
SDCBP2	0.137
CRKL	-1.195625
HOXB2	0.172333333333333
ANP32B	-1.174625
GATM	2.6585
AP4E1	-0.055125
EDG5	0.199125
CDKN3	-1.58466666666667
CDH4	-2.07475
PGD	-1.524
RND1	0.5475
GAD1	-1.6678
MPG	0.38675
LOC440350	-1.1255
ZNF133	-0.356
SERPINB12	0.13
AMELY	0.00419999999999998
DHX36	-0.745
TNFAIP8L2	2.35166666666667
PHTF2	0.669555555555556
CCDC112	-0.679
IQCC	-1.3285
HEYL	3.02533333333333
FTSJ2	-0.580666666666667
APPL1	1.194875
RAB43	0.0685714285714286
OR10G2	0.171
WAC	0.0215
ADCY9	0.459
RUNDC2B	0.772166666666667
PYCRL	1.0638
AGPAT7	-0.764333333333333
SLC22A9	-0.207
CDKAL1	-0.957
PDYN	-0.0743333333333333
C20orf74	-0.11225
MTMR11	0.77675
VAV3	2.383
DAPL1	-0.73525
STXBP3	-0.31025
EIF3G	-0.23425
ARHGAP22	-0.15125
NPFFR1	0.816
NPC1	-0.674666666666667
ALDH9A1	2.04533333333333
ZNF600	-0.16275
ZNF678	0.0141666666666667
RASSF1	-0.480083333333333
ADD2	-2.527875
PITPNB	0.5045
PKD2L2	0.119285714285714
LRP11	0.60675
CDKL1	-0.20525
SMEK2	0.17
PRODH2	-2.40933333333333
C11orf54	1.66616666666667
SFRS11	-0.6625
IL7	-0.274166666666667
ALS2CR16	1.8055
BTG3	-1.409
PAK2	0.117388888888889
RP11-679B17.1	-0.074
GATA4	-1.64316666666667
ATP2B1	0.654
LOC130940	0.1835
C1orf172	1.52733333333333
ATF7IP2	-1.637
SLC25A43	-0.283166666666667
CENTG3	-0.444833333333333
IGF2BP1	-3.424
FCHSD1	0.3645
CAMK2N2	1.20066666666667
ELAVL3	0.0912
NBPF15	-0.498333333333333
UBE2J2	-0.24525
GNL2	-1.283
PRR3	-0.1713
NLF2	1.0125
OR4F6	-0.482
KLHL24	1.05033333333333
CCDC88A	-1.7052
SGPP1	-0.483166666666667
C10orf11	-0.333333333333333
SLC35B4	-0.855333333333333
UGT3A2	-0.682
ARNT2	1.3522
CBR1	-1.17175
ITPR3	-1.474
TRAPPC6B	0.0795
AMZ1	1.734
ARP11	0.8945
WDSUB1	0.433
APBA1	0.574333333333333
RAB2A	1.3156
C6orf162	-0.12425
HPSE2	-0.61375
PLCE1	-1.3715
INSL3	0.242
DLG1	-0.4821
PTPLA	-3.25525
PIGX	1.2845
TFIP11	0.393333333333333
FIBIN	3.644
POLR2G	-0.76325
GRAP2	-1.5168
DNAJB8	0.012
CNBP	0.0958333333333333
WASF1	-1.7435
INPP5E	-1.5365
HSPB1	1.4024375
TMEM167	-0.1165
CUBN	0.06
IGF1	3.7613125
ITPK1	0.7419
NAALAD2	-0.80625
G3BP1	-0.2621
NT5DC1	0.353
CYP39A1	-0.948
TMEM139	1.46875
POLK	0.284
GLULD1	-0.24475
RBM15	-1.50833333333333
AMZ2	0.49925
GDF15	0.0321666666666667
MESDC2	0.151
INCA	-0.170833333333333
ACY1L2	-2.816
GZMM	-0.778166666666667
PAIP1	0.2045
CACNA2D1	0.04875
STK32C	-0.298666666666667
SH3BP4	0.792333333333333
DEC1	-0.095
PADI1	-0.3175
UBB	0.5394
PON3	-1.6485
PROP1	0.6135
ANKRD13B	-0.3715
ADCK1	-0.775
TCF25	0.0379166666666667
SLC38A5	-0.99125
CXorf26	0.152166666666667
C19orf39	0.24275
PPP1R13B	0.933
ARL2	-0.172
TCL6	0.136333333333333
TOP3A	-0.532
SLC16A14	-0.26325
FXYD6	1.552
HIST1H4E	-0.437
BBC3	0.744263157894737
UNC5A	0.579833333333333
FAM86C	-0.2379
PI4KB	0.02375
B3GAT1	-3.028
SUSD2	2.1965
OAZ2	-0.0395
NOC4L	-0.40075
C10orf12	-0.60325
FADS1	-1.88116666666667
LOC144097	-0.79175
DKK2	0.862666666666667
KIAA1949	-0.13725
RHOT1	0.0537
OXT	1.5575
GPR153	1.2385
ARL4A	-1.99133333333333
SAAL1	-1.77175
CCDC64	-0.515
USE1	-0.145666666666667
HNMT	0.989
PCGF3	-0.14575
CYP2C19	0.622333333333333
C20orf4	0.4905
CCDC11	-0.03025
ACSBG2	0.069
RWDD2A	1.27925
PALLD	3.313375
