Hybridization REF	TCGA-BH-A0BV-01A-11R-A00Z-07
GFRA4	0.843833333333333
AKR1B10	-3.3495
TIGD6	0.645333333333333
RGS16	2.00425
URB1	-0.3475
OR4C46	-0.0911666666666667
TOP3B	-0.8165
NFATC4	0.466
CA14	-4.09425
BMPR1A	0.179833333333333
SNRP70	-0.325875
PRL	-0.131333333333333
C6orf130	-0.1785
STAG2	0.686
CD55	-0.765714285714286
RPS23	0.342
SSX2	-1.19883333333333
FDPSL2A	0.085
FBXO27	-0.203375
SYNGR3	-0.672
TMSL3	1.4915
EML1	0.358
NUP93	-0.485583333333333
SMAD3	-0.3858
KIAA1189	0.9315
HNRPUL2	0.170833333333333
TBC1D12	0.455333333333333
C16orf24	0.93725
MRVI1	1.52016666666667
ZNF581	-0.495333333333333
ELOVL3	-0.8705
OR51Q1	-0.3425
CACNB3	1.78283333333333
GALNT13	-1.327875
C10orf84	0.799625
NEDD4	-0.2558
SPO11	0.1685
OR5AU1	0.22
NEK4	0.833857142857143
PRKAR2A	0.425666666666667
IHPK1	0.143666666666667
ATP6V0B	0.523875
CACNA1E	0.8705
CEACAM8	1.5685
PEX14	-0.2865
FLJ12993	1.6815
ZBTB38	-0.0186666666666667
PCTK2	0.906
LRRC16	1.0031
FBLIM1	1.25125
FYCO1	1.11125
RP5-1022P6.2	-0.0844166666666667
CMTM1	-0.158333333333333
PLTP	0.279333333333333
RAPH1	0.696125
DOCK8	0.965
EZH2	-1.92693333333333
SLC25A1	-0.339
PLEKHB1	1.0168
GRB7	0.915
ZFP37	-0.49675
MRPL33	-0.8395
PELO	-0.67975
ARMC1	-0.291181818181818
C9orf27	0.410875
FLJ25778	0.429
C9orf37	-1.1565
TMEM66	1.278
SPRN	-0.152625
HBEGF	0.822
PI4KA	-0.6215
LEPRE1	-0.337
POU2AF1	-2.2935
MRPL12	-0.623333333333333
REP15	0.051
ZC3H3	0.756
RASAL1	0.0385
DDAH1	0.780375
ACBD5	0.517125
TMC2	0.055
CCDC137	-0.68275
SAMD13	2.15633333333333
UGT2B15	-3.08566666666667
TIPARP	1.28425
DNASE1L3	1.44325
TRIM72	0.557166666666667
DBX2	0.7305
IPO8	0.02425
C21orf88	1.0478
MAP3K14	0.17275
LOC51233	0.518333333333333
GGTLA4	-1.57025
PDE6D	0.45075
ZNF117	0.63125
CLK2	-0.21125
NKRF	-0.67675
TNFSF15	0.3933
DUSP2	0.524875
SECISBP2	-0.0797
GABRR2	0.4705
PPAP2C	0.53175
LOC51145	-0.00616666666666666
PAG1	-0.0555
PIK3C3	0.000749999999999997
GNG10	0.7145
APOL4	0.578833333333333
ANKRD28	-1.010125
STMN3	-1.6159
RAB14	0.6413
CDK2AP2	1.898
HDDC3	0.191875
COMMD7	0.684
CXXC1	-0.144
HMCN1	-0.4435
CD40	0.8045
DYNC1LI2	0.6050625
GDI1	1.19
LOC646938	-0.214
VSNL1	-2.9375
PIH1D1	0.210166666666667
RAET1G	-0.789
KRTAP5-9	-0.0925
EFTUD2	-0.15525
ZNF311	0.520666666666667
ATP6V1G3	0.1895
OR2W3	0.91675
SCN4A	0.33375
MED10	-0.826625
FAM135A	-0.6697
ARHGAP4	-0.682
EHMT2	-0.518875
UFD1L	-0.683
ERMP1	0.60525
MAG1	-2.22033333333333
THAP8	0.144166666666667
HACE1	-0.319833333333333
FAM82C	0.497166666666667
C3orf20	0.236
UNC84A	-0.482666666666667
SCD5	-0.071
LASS6	1.851
LSG1	0.581333333333333
MAL	-4.8915
GPR22	-0.4455
WDR5B	1.33975
ACTRT1	0.284
C17orf60	0.633833333333333
GRIN2C	1.1154
ARMC8	-0.221083333333333
SLC47A1	-2.3635
DMPK	-0.27075
DHRS13	0.321666666666667
SMC1A	-0.171666666666667
KRTAP17-1	0.4305
SMYD5	-0.69725
TUSC2	0.915125
CRHR2	0.25
KIR3DL2	0.457
CCDC104	0.2695
ATP2C1	1.22075
CROT	0.4305
PABPC3	-0.820333333333333
EGR1	2.29633333333333
THSD1	0.39325
KHK	-1.13175
SLC12A2	1.651875
CD58	-0.64525
STOX2	-1.20966666666667
CCDC76	-1.1023
CCDC48	2.6685
DNAH1	0.242166666666667
ZIC4	0.24125
OR1G1	0.2945
PSMC6	-0.438166666666667
PROKR1	0.504
ABCB1	-0.723125
TRAT1	0.0835
LLGL1	0.5595
MTF1	0.42525
USP54	-0.044125
PAGE2B	-2.119
ITGB7	-3.597
CCDC81	-0.4095
LOC149837	0.233
SCUBE1	0.845
ZSCAN10	1.1005
HUWE1	0.467214285714286
CDH17	0.923
CD180	0.827
IL17A	0.24325
TMPO	-0.826375
KIAA1524	-1.277
HDGFRP3	0.797666666666667
OXCT1	-2.95218181818182
RRAS2	-2.09416666666667
LTBP2	1.8746875
SV2B	0.678833333333333
CYP2A6	5.505375
PKD1L2	-0.569833333333333
PPM1M	0.963
FLJ22662	1.153
ZNF502	0.227
GP6	-0.48725
CRYBA2	0.54075
LEF1	0.4725
CTPS	-2.56614285714286
EYA1	-2.50616666666667
EPS8L1	1.64325
MAPK14	-0.48725
SERPINB2	-4.536
GTF2F2	-0.350333333333333
ZNHIT4	-0.046
PLA1A	1.35975
C20orf114	4.57
HPR	-3.8255
C18orf2	-2.32216666666667
SATB2	-1.43325
KCNJ9	0.057
MGC157906	0.9715
MOCS3	0.207
C17orf71	-0.245666666666667
PPHLN1	0.0811
HIST1H2BN	-1.040375
RAPGEF1	-0.4235
MAP3K8	-0.864
DLG4	0.100666666666667
STC1	0.469916666666667
CDGAP	1.495
DDX26B	-1.86925
LOC150223	-1.92325
CPSF3	-1.31566666666667
TMEM14A	0.7095
MYH3	-1.83425
GPKOW	0.82375
SULT1A1	0.1465
SPON1	3.0308
YY1AP1	0.318333333333333
RAB23	-0.18625
PLA2G4A	-3.53475
MAPRE3	0.40775
ZNF516	1.03085714285714
GGPS1	1.31925
EXOC3L2	-0.156
C19orf42	1.105
MAP2K2	0.252
HIST1H2BB	-0.68775
RNF19B	1.34933333333333
C6orf128	0.493166666666667
TLR8	2.31225
PCDHA9	-0.1375
CARS2	0.307125
CLUL1	1.196
RHAG	-3.6735
UNK	-0.3925
EXOC8	1.1111
C9orf95	1.13225
C14orf143	0.142833333333333
MAML3	-0.047625
LDHA	-1.675
MRPL20	0.13025
KLHDC6	0.178333333333333
ATP5S	-0.374666666666667
C8orf55	0.408
PHF19	-2.273125
KRTAP13-4	0.683
TTC5	0.3765
XKR5	-0.15225
SILV	-4.40616666666667
TEX28	-0.1465
TCTN1	2.017
CX40.1	-0.07425
PPP2R5C	-0.116125
C12orf30	-0.637833333333333
CAPG	1.9545
MPZL1	1.32665
ARSB	-0.6325
TDH	-1.41625
WASF4	0.514
TSSK3	-0.454
7A5	2.079
CRISPLD1	0.39025
MAD1L1	0.575833333333333
SPIN4	-0.223833333333333
AMPD1	0.438
DPYSL5	0.583
INPP1	-0.507666666666667
ANKRD11	-0.919166666666667
NPAS4	-0.171125
GCET2	0.2322
RNASE9	-0.0715
GUCY2D	0.681833333333334
CCDC98	0.36525
FGF4	0.209125
CPM	-0.124333333333333
SLC26A4	-1.4856
PLD5	1.328
FAM59A	-0.2207
FBXO5	-2.167
SIPA1L1	-0.111
DPYS	0.226
ATG4D	0.44475
TGM3	2.3175
MTCH1	0.341375
HK1	-0.118714285714286
CDC26	-0.120375
GALNT12	-3.03533333333333
LOC339229	-0.01075
MRPL35	-0.898625
ORC4L	0.27275
TNKS	-0.435714285714286
C2orf24	0.6885
ZNF553	-0.0395
GGTLA1	2.7876
ZNF497	0.166
CDY1B	0.344
SLC30A4	-0.0678571428571429
TUB	-0.8765
ARHGEF18	0.1565
ARRB1	0.748
KCNK1	-1.580875
EREG	-2.24322222222222
SCAMP5	-0.20075
RUNDC3B	1.12
ADAMTS20	-0.026
IL17RB	0.651125
FLJ20323	-0.5275
MCAM	-0.012875
POLR3E	-1.45475
AQR	0.333833333333333
IPMK	0.026
CDCA7	-4.324625
CAMP	2.9065
GRHL3	-0.065
ADAMTSL2	1.36533333333333
CLMN	2.22266666666667
SSTR3	0.8555
MAGEA5	-2.03416666666667
OVOL2	3.82425
JMJD1B	0.3605
RBL2	0.5697
PYGO2	1.0465
PPP1R10	0.5545
CSE1L	-0.795
LCA5	1.05775
RDH16	0.82925
ASRGL1	-2.736125
TOM1	0.493
PTX3	-6.59075
TTC15	0.6345
SCGB3A1	1.32933333333333
MRPL50	-1.0075
RCAN3	1.396375
SLC26A11	1.03675
STYX	0.472166666666667
CINP	0.084
MARCH7	0.037
PFKM	-2.154
SGMS1	0.624666666666667
RIOK3	-0.291
C1orf110	0.2785
CES7	-0.059875
LOC440248	-2.01975
PPP1R12C	0.33275
C10orf27	0.156
ATG9A	-0.3875
MRPS26	0.87675
TMEM40	-0.8185
ELP3	-0.7132
ZNF787	0.4867
HIAT1	0.1715
C8orf34	0.501833333333333
MGC4655	0.4828
PELI1	0.405
PPT1	0.4698
SLC35C2	0.1695
C6orf125	-0.285
MUC4	-1.03166666666667
RFC4	-2.02528571428571
GNB2	0.755333333333333
NUP50	-0.543785714285714
SULT4A1	-0.9195
C7	1.546875
CCDC130	0.0335
ARRDC4	-0.21925
RQCD1	-0.62975
GLYCTK	-1.025
AYTL2	0.323272727272727
MTUS1	0.5573
LEMD3	0.399666666666667
PLEKHF2	0.54775
HOXA7	-0.5975
GTF3C2	-1.3565
DYNLRB2	4.23125
CNOT10	-0.0475
MR1	1.6365
FFAR1	-0.2015
PRIC285	0.27025
SLITRK6	6.49975
LIX1	-1.392
UBE1L2	-0.695916666666667
F8	0.977625
ACHE	-0.0401666666666667
KPNA5	0.25175
TNFRSF12A	-2.07233333333333
EGR3	2.143
SERPIND1	-3.32266666666667
OASL	3.33225
IFRD1	-1.501875
WDFY1	0.00216666666666667
ZNF267	0.624
ACCN5	-0.2815
ZBTB6	-0.1835
PPP1R3A	0.8545
PRRT3	0.867
FBXL19	-0.525
TXNIP	0.905714285714286
ACTN2	-1.76066666666667
ATG9B	-0.225
C9orf117	0.4295
IL27	-0.194
RPL36AL	-0.280666666666667
KLK15	0.052
CHAD	2.95
RAP2B	-0.0907
HEBP2	1.378
ZNF342	0.0565
CAMK2G	-0.589166666666667
TLR3	1.696
FGF14	-0.3075
HMGB2	-1.08975
TRPM5	0.006
OR5M11	0.3275
KIF3B	0.670210526315789
PRICKLE2	0.01325
MTMR9	-0.669
C3orf27	0.2735
GLRA3	-1.2505
NSDHL	0.334833333333333
TMEM32	-0.09925
POLR2D	-1.02791666666667
MYADML	0.3835
C9orf114	-0.00475
MRGPRX1	2.182
TOPORS	0.35225
CLDN19	-0.36875
C1QL4	-0.1655
RNF165	-3.1435
DHRS9	0.76925
DNAH2	-1.10783333333333
FXR1	-0.383666666666667
ZMYM3	-0.5295
CASP3	0.0675
FAM120C	-0.494125
SCLY	-1.33
CA7	0.4025
ENTPD5	0.6815
ZNF461	0.202125
PDIA5	0.633
C1orf19	0.412833333333333
TMEM67	-0.05525
KCTD20	-0.44125
WDR47	1.046
FLJ38723	-0.1795
KLRF1	0.543
TAS2R16	0.435
CLDN12	1.28775
PRKCE	0.352
UBXD4	-0.78125
ITGAM	3.168
GLT8D3	0.20425
WDR31	0.9272
RGS2	0.43475
OR51L1	0.345
MST1R	0.986
KIAA1737	0.727
OR4A5	-0.055
GLIS1	-0.752333333333333
PTMA	0.443571428571429
NAPA	1.25975
PRDM11	0.12325
LIPF	0.508
DIRAS3	-0.0725
ASGR2	-3.759
C1QTNF4	0.79325
PIK3R4	0.3445
ARMC3	2.79325
NDUFV3	-0.019
BTBD3	0.0285
PPP1R2	0.551583333333333
UBE2NL	-0.0095
FOSL2	0.864357142857143
FAM119A	-1.05983333333333
TUBA4A	-0.7522
KRTAP12-1	0.284
SFRS2	-0.9035
RHPN1	-0.1188
EEF2	-0.701666666666667
ZDHHC11	0.742166666666667
EPHA3	-1.4295
RBM12	-0.64025
H2AFJ	0.79975
EDIL3	2.449
KIF26A	-1.67225
SERGEF	0.552
B3GALT4	3.381
LOC90925	1.02416666666667
OSCAR	0.20425
NPFF	-0.368125
DEDD	0.655
TMEM155	-0.515375
PTPN1	1.16825
SCYL2	0.736666666666667
SKAP1	3.128
LEAP2	-3.168
GADD45G	1.4366
IFITM3	1.142
PILRB	-1.31083333333333
SLU7	0.2119375
DSC3	-0.51925
DNMT3L	-0.98775
PAPD5	1.783
B3GNT3	-2.21883333333333
LHCGR	0.2775
MSL-1	0.51725
UBE2S	-1.317125
SAP130	-0.77375
ANAPC11	0.8435
MAGED4B	-0.6095
ATP6V1B2	0.5845
C14orf179	1.704125
CAPZA1	0.203875
CDYL2	0.225166666666667
GLRX3	-1.03133333333333
LOC136288	-0.79325
MOBKL1A	0.3355
HTR2B	2.79
CRYGD	0.383166666666667
NUS1	-0.3625
PGRMC1	0.6575
MYOM2	-0.69625
FLJ39653	-0.891833333333333
CHM	0.5327
OR5M8	0.5855
ZNF619	0.7075
FAM105A	1.18325
CCNL1	-1.433875
NAP1L3	0.18725
C10orf57	2.132
B3GALNT1	1.366
CSN1S2A	0.109
TCP10L	0.3245
GDAP2	0.5005
DMKN	-0.376333333333333
COX6B1	0.41725
DNASE2	1.295
MSH5	-2.225
LGMN	0.11025
USP31	-0.4552
OR13C8	0.4195
SDCBP	0.3131
NUDT11	-2.2105
PYGL	-1.0755
SNPH	0.00783333333333336
B3GNT4	-0.141
MIZF	-0.9455
NUBPL	0.29
NOD1	-0.0938333333333333
CDH22	0.50925
NUBP1	0.406833333333333
DSCAM	-3.8585
DGKI	0.755
FAM136A	-1.6005
AKAP1	0.351333333333333
SLC16A6	0.3395
RIN3	0.6015
PSG2	0.02375
DIP2B	0.621333333333333
PSORS1C1	0.1116
KIAA0495	-0.5535
FLJ90709	0.0365
LPA	-0.177333333333333
PIGA	0.298
LY75	1.41783333333333
UTS2	-5.665
RREB1	0.256875
GALNACT-2	0.2579
MGC3196	-0.3215
FLJ31568	-0.22075
LPHN1	-0.814375
SP1	0.655625
TOX4	0.448666666666667
HSPA9	-0.4532
APOBEC1	0.451
SLC35E4	-0.9955
LSM5	-1.15225
SURF1	1.29625
ZBTB1	0.166416666666667
GTF2F1	0.062875
RPS15A	-0.935642857142857
DUSP21	0.273166666666667
GINS4	-1.823
MYO15A	0.656333333333333
GIMAP7	3.69975
MGC13379	1.3345
ATP6V1E2	-2.26066666666667
UTP3	-0.15575
HNRPA3	-0.86375
MT4	-0.561
C14orf155	0.3535
U1SNRNPBP	-0.1645
CKLF	0.0295
PLEKHN1	-0.554166666666667
MBNL1	-0.0960833333333333
NUP160	-1.67825
ACSM2A	-0.584
LOC129881	-0.2285
KIAA1529	-1.6095
FLJ22639	-1.93325
HAND1	-0.528
GSX1	0.1495
FGA	-3.17846666666667
SERPINB1	0.62175
ZNF642	0.89525
IGFBP1	-8.210875
SLC1A1	1.904375
DHX57	-0.625375
ZNF766	0.7835
PTPN21	-0.9259
GDPD3	-1.79416666666667
PNPLA5	0.255
TBR1	0.3195
FAM116A	-0.09875
IQGAP1	0.917625
FOS	2.844875
ZNF226	0.146375
FIGNL1	-0.876833333333333
C14orf1	0.342833333333333
ZMYND17	0.0935
PUS7	-1.2445
TUBB6	-1.0445
KCNQ2	-1.337
MARCH6	0.091
CCDC33	0.5045
PRODH	-0.63625
RBM11	3.10375
EPHA6	0.302
SLC43A1	-1.32475
LOC196541	0.147625
NTN1	0.440333333333333
ING4	0.916
PCDHB10	2.4585
DPH2	-1.015
SPACA4	0.596
FBXL21	-2.7455
DIAPH1	-0.517666666666667
ZNF71	0.880166666666667
CEP76	-0.3615
CORO1A	0.4895
RRM2	-3.066
EDG4	1.15975
OS9	0.773
SLC4A1AP	-0.675
COG5	0.67375
COPS8	-0.1125
NGLY1	-0.4815
NCBP2	-0.116125
C17orf42	-0.0288333333333333
GPSM3	0.81425
SIL1	1.3885
ASB6	-0.35275
SMAD5OS	0.560833333333333
UNC93A	-2.781
A1BG	1.04116666666667
C21orf62	0.4305
FMO5	0.250666666666667
ATRIP	0.905833333333333
CEBPG	-0.0035
C7orf38	0.339166666666667
TNFRSF1B	0.9625
CLEC1A	0.952166666666667
IQSEC1	0.03725
PATZ1	0.5149
RBM22	0.8415
BAG2	-2.52166666666667
PAQR5	-0.822333333333333
C9orf127	0.4713
THNSL1	-0.4995
SHROOM3	2.1536
JAM2	1.04025
SNRPN	-2.0515
ALX4	0.1775
CACNA1S	0.00949999999999999
FAM130A1	0.8425
CORIN	1.821
CD300LB	0.797
PLEKHG6	0.5905
LRRC40	-0.9655
PCLKC	-0.692
PCDHB16	1.532
WNT2B	0.945166666666666
ASNS	-2.43633333333333
MRPL49	-0.386875
FLJ46111	-0.413
ISG20	0.5145
SMU1	0.1935
CASZ1	0.675
POLR1D	-0.570916666666667
GIN1	0.02625
SNAG1	0.774
ANKRD29	-2.10975
CDKN2AIP	-0.108
KRR1	0.08225
CXCL1	-5.017
EPM2A	-0.0747
PC	-0.859833333333333
DEFB127	-0.681
PDZRN4	0.8605
FAH	0.261375
OR51E1	1.933
CDC2L6	0.146333333333333
DNTTIP1	0.30075
PAX8	-0.9685
TMEM116	0.3495
C1orf150	0.5035
PRO2012	0.1195
MRPL40	-0.686166666666667
BEX1	-3.8649
SLC2A4	-0.724
PKMYT1	-0.9845
FEZF2	0.0213333333333334
SLC26A9	2.3275
MAP2	-0.0885000000000001
LYL1	-0.531
SLC25A19	-0.8425
NOS3	-0.013
ZNF34	0.591833333333333
TMPRSS11F	2.96425
FAM43A	0.624
FCRL4	0.216333333333333
KLF14	0.20775
FLRT2	-0.870833333333333
WRN	-1.81725
SDF2	1.3213
KRT8P12	-0.0795
C6orf195	-0.174
C9orf125	-1.55516666666667
DZIP3	0.26325
RIT1	0.304
SCML1	-1.99533333333333
RHBDF2	0.28925
OR2G3	0.6355
REXO1L1	-0.6695
MAP3K7IP3	0.065
C3orf57	-5.39425
FBXW11	-1.20816666666667
ETAA1	-1.403
C14orf131	0.2594
AKT1S1	-0.23175
SLC12A5	-0.497125
C9orf164	1.62525
NRIP3	-0.871875
NOS1AP	-0.004
TMEM121	1.59175
SAP30BP	0.178
DGCR6	0.41925
WDR76	-0.9635
FAM82B	-0.52125
LOC606495	-0.731
MAP9	1.79366666666667
BCDIN3D	1.52325
CXorf36	2.12
DSCR3	-0.197
ZFAND3	0.508875
C7orf43	0.488333333333333
SPSB3	0.8277
C19orf19	0.60825
FAM133A	-1.4065
C12orf25	0.51275
SLC39A3	0.0425
DISP2	2.023
PI4KAP2	-1.4925
MKRN3	-1.18266666666667
ADAMTS13	-0.397125
CBLN3	0.0965555555555556
TTYH1	-1.566
C3orf18	1.877
FLJ13236	1.26025
ZMYND12	1.977
C18orf25	0.25275
GLB1L3	-0.4445
ATP13A5	0.63
RANBP10	0.31125
CD96	-0.455
DENND1C	0.2235
RBMS3	0.3194
SLC41A3	1.18
DGCR6L	0.26625
TMEM128	0.804666666666667
CSNK1G3	0.0432142857142857
MOBKL2C	1.162375
TSPAN6	-2.3955
MATN2	-1.7663
MSL2L1	-0.276166666666667
ST6GALNAC2	2.33516666666667
FGFBP2	0.62775
FGL1	-6.94533333333333
MPP3	-0.893
ARHGEF6	0.152166666666667
TGFBR2	0.393625
ACMSD	-0.39225
IL33	2.03625
C9orf5	-0.336833333333333
DEAF1	0.0132
AMN	0.652
DEFA6	-0.1295
RNF212	0.589
METT5D1	0.345
CIB1	1.3054
TSSK1B	0.10175
KIAA1727	0.6445
ZNF680	0.706333333333333
LOC399900	-1.32
LOC152217	-0.283416666666667
CTNNAL1	-2.7875
CIT	-1.5985
TLE6	0.34575
ZNF607	-0.791
HERC4	-1.05866666666667
DRAP1	0.058
PEMT	-0.3635
C10orf111	-0.575
ZNF575	1.03775
KCTD7	0.12
MYO1F	0.933125
LOC285382	-0.25325
RAB11A	1.285
PLCD3	-0.00625000000000001
C15orf28	0.12375
PTBP2	-1.107375
CTB-1048E9.5	-0.283
C19orf60	0.229333333333333
C7orf25	0.691333333333333
SETD7	0.440875
HOXB9	-3.5375
VANGL1	0.26875
CHAF1B	-1.20725
NDUFA3	0.361
KIAA1328	-0.0841666666666667
SHARPIN	0.3155
TTC23	-0.725125
UGP2	-0.0588333333333334
ANKIB1	0.5539
CIRBP	1.13728571428571
SEC14L4	-3.397
OVCH1	-0.073
VPS52	0.16275
FAT	-1.852125
M6PRBP1	0.24225
GPRIN3	0.3495
PPM1F	-0.977
TSR1	-0.50225
CCDC85A	1.7945
PCSK5	1.32325
ZFHX3	-0.1535
HEMK1	0.1188
PGBD2	0.7585
RSRC2	-0.0818333333333333
AURKC	-1.23833333333333
SCRIB	-0.15625
ORM2	-4.41783333333333
FAM115A	0.3133
FZD6	0.18875
UNC119	0.897166666666667
GPX3	-0.8715
NOV	-0.6875
CABC1	-0.147125
CDC42SE2	0.087375
EIF2S2	-0.4975
RNF130	0.843625
CKAP5	-0.982
RP11-413M3.2	0.630875
C10orf18	0.0143
TMEM93	-0.19675
DYX1C1	1.99575
KCNMB2	-1.19228571428571
ANK3	-1.35641666666667
KRT5	-1.8558
CDH12	-1.01328571428571
QRSL1	-0.5085
JUB	-2.41225
SHC4	-2.3015
CCL15	1.47
CCDC22	0.903
SNX24	-0.557
RARS	-0.42525
MORC2	0.106
FAM48A	-0.4865
MT1H	-2.5675
PPP1R14C	-3.11966666666667
FOXD1	-0.553928571428571
C1orf213	-3.1325
AMT	-1.8072
DSN1	-1.15875
PTPLAD2	2.80175
DIS3L	0.21775
RASL11A	0.21
GPRC5B	-0.091
FRMD7	1.113
STRN4	0.2695
KITLG	0.894318181818182
HDGF	-0.5875
OR1S1	0.4645
SETX	-0.0127
DDR2	0.294125
KCTD12	2.12225
LYZL2	-0.42775
WDR52	-0.319
TMEM2	0.213
ZNF579	0.948
LOC200810	0.64425
TNFSF9	-1.519125
PPFIA4	-2.10175
CNIH3	0.124833333333333
MAP4K4	-1.02621428571429
ROD1	0.0581428571428571
ALS2CR12	-0.554666666666667
DOCK3	-1.00166666666667
PAQR9	-3.629
ASB17	0.216333333333333
STX16	-1.4045
FEZ2	-0.486666666666667
DLAT	-0.749833333333333
KIF21B	-1.13433333333333
CDC5L	-0.27875
TMEM119	1.2565
CRIP3	-1.2775
TPSD1	0.6315
TEPP	0.5215
GNGT2	1.37625
C21orf121	0.25375
WNK1	-0.183083333333333
FLJ10490	0.6879
OR51B5	-2.0325
LOC203547	-0.256
HAS1	0.5835
PPA1	-0.5945
ST7	0.39225
C11orf46	0.8208
POPDC3	-3.63816666666667
ACOX2	1.92433333333333
ATCAY	-0.2705
TM4SF19	-0.64775
MFSD9	-0.284333333333333
PDHB	0.11875
ERN1	0.04075
LCE3C	0.219
GPR111	0.2985
NOTCH3	1.6195
ADAMTS5	1.55675
B3GALT1	-0.38825
UGCGL1	-0.181166666666667
FAM58A	0.790833333333333
FBXO32	1.186
CLPP	0.033
NXPH1	-0.86325
MTMR3	0.409
ATP1B3	-0.94925
TMEM16A	4.2265
HIST1H3F	0.2545
TRIM25	-0.345666666666667
SDCBP2	-0.115
CRKL	-1.22975
HOXB2	2.77083333333333
ANP32B	-0.887875
GATM	3.0865
AP4E1	0.214125
EDG5	0.629125
CDKN3	-1.861
CDH4	-1.6065
PGD	-0.221833333333333
RND1	1.4005
GAD1	-2.2603
MPG	0.5215
LOC440350	-0.8105
ZNF133	-0.286
SERPINB12	-0.0455
AMELY	-0.249833333333333
DHX36	-0.8205
TNFAIP8L2	2.911
PHTF2	-0.125277777777778
CCDC112	-0.361833333333333
IQCC	-0.02625
HEYL	3.37033333333333
FTSJ2	-0.3045
APPL1	0.963375
RAB43	0.354071428571429
OR10G2	-0.2095
WAC	0.1025
ADCY9	0.797125
RUNDC2B	1.11883333333333
PYCRL	0.6993
AGPAT7	-0.333166666666667
SLC22A9	-1.21283333333333
CDKAL1	-0.0985
PDYN	-0.1366
C20orf74	0.06975
MTMR11	1.20375
VAV3	4.19416666666667
DAPL1	3.98
STXBP3	0.4365
EIF3G	-0.025
ARHGAP22	-1.762
NPFFR1	0.65
NPC1	-0.604833333333333
ALDH9A1	1.28583333333333
ZNF600	0.680125
ZNF678	0.696166666666667
RASSF1	-0.12925
ADD2	-2.164625
PITPNB	-0.616875
PKD2L2	0.060125
LRP11	0.24875
CDKL1	0.116
SMEK2	-0.274
PRODH2	-3.17916666666667
C11orf54	-0.693833333333333
SFRS11	-0.5825
IL7	-0.603
ALS2CR16	0.3795
BTG3	-2.74966666666667
PAK2	-0.154833333333333
RP11-679B17.1	-0.60575
GATA4	-1.71116666666667
ATP2B1	-1.15475
LOC130940	1.314
C1orf172	2.28983333333333
ATF7IP2	-1.93825
SLC25A43	0.431666666666667
CENTG3	0.473916666666667
IGF2BP1	-3.8527
FCHSD1	0.252
CAMK2N2	1.3325
ELAVL3	0.1809
NBPF15	-0.0525
UBE2J2	0.00858333333333332
GNL2	-1.0205
PRR3	0.00229999999999998
NLF2	1.14975
OR4F6	0.19
KLHL24	1.51916666666667
CCDC88A	-1.7756
SGPP1	-1.04633333333333
C10orf11	0.140833333333333
SLC35B4	-1.14033333333333
UGT3A2	-1.4925
ARNT2	1.3092
CBR1	-2.021625
ITPR3	-0.428
TRAPPC6B	-0.3757
AMZ1	1.542
ARP11	0.79125
WDSUB1	0.8275
APBA1	-0.284333333333333
RAB2A	0.9652
C6orf162	-0.1805
HPSE2	0.418
PLCE1	1.3835
INSL3	0.13625
DLG1	-0.0289
PTPLA	-3.972
PIGX	0.499625
TFIP11	0.0508333333333333
FIBIN	3.045
POLR2G	-0.023
GRAP2	-0.9042
DNAJB8	0.062
CNBP	0.0488333333333333
WASF1	-2.734
INPP5E	-0.5213
HSPB1	1.6435
TMEM167	-0.1506
CUBN	0.13875
IGF1	1.6383125
ITPK1	1.3898
NAALAD2	-1.12275
G3BP1	0.096
NT5DC1	0.56775
CYP39A1	-1.1745
TMEM139	-1.23566666666667
POLK	-0.1755
GLULD1	-1.5065
RBM15	-1.08433333333333
AMZ2	0.612
GDF15	-0.0445
MESDC2	0.113
INCA	1.13733333333333
ACY1L2	-3.2415
GZMM	-0.141666666666667
PAIP1	0.30675
CACNA2D1	-0.0435
STK32C	-0.585166666666667
SH3BP4	0.641166666666667
DEC1	0.777
PADI1	0.6145
UBB	0.6404
PON3	-2.93333333333333
PROP1	0.391
ANKRD13B	0.06
ADCK1	0.2105
TCF25	0.382
SLC38A5	-2.854
CXorf26	0.190166666666667
C19orf39	0.22525
PPP1R13B	1.0685
ARL2	-0.9935
TCL6	0.2425
TOP3A	-0.188
SLC16A14	0.9445
FXYD6	1.47116666666667
HIST1H4E	-0.548
BBC3	0.848947368421053
UNC5A	0.479166666666667
FAM86C	0.1594
PI4KB	0.695375
B3GAT1	-3.10925
SUSD2	1.76333333333333
OAZ2	-0.152
NOC4L	0.1945
C10orf12	-0.0935
FADS1	-1.02866666666667
LOC144097	-0.18875
DKK2	0.7605
KIAA1949	0.1065
RHOT1	0.561
OXT	1.03666666666667
GPR153	1.20125
ARL4A	-1.608
SAAL1	-0.98
CCDC64	-0.333
USE1	0.157833333333333
HNMT	0.179333333333333
PCGF3	0.0318125
CYP2C19	0.41625
C20orf4	0.432
CCDC11	2.3945
ACSBG2	-0.024
RWDD2A	0.95975
PALLD	2.066875
CPLX4	0.333
LOC492311	0.8045
KPNA2	-1.65283333333333
MACROD1	0.0831
TMCO3	-0.489166666666667
C15orf52	-1.12533333333333
BIRC5	-1.9336
PRR16	0.0153333333333333
FAM63B	0.09825
KATNB1	-0.251333333333333
WNT8B	-0.42
CPLX3	0.361
GHR	0.178428571428571
CCDC124	-0.25025
BCLAF1	-0.780125
GOLGA3	0.2823
CLEC4E	2.911
AKR1CL1	0.3925
BBS7	-0.3995
