Hybridization REF	TCGA-BH-A0EE-01A-11R-A034-07
ZNF434	-0.169166666666667
SMARCD1	-0.9455
ZFP106	-0.38425
ZNF347	0.2023
GTF2E1	0.10075
RY1	-0.213666666666667
ATAD2B	0.72575
ARHGAP17	0.1937
KCNIP3	-1.589
SFPQ	0.72175
GFRA4	0.641166666666667
AKR1B10	3.8105
TIGD6	1.18283333333333
RGS16	0.17625
URB1	0.470166666666667
OR4C46	0.551666666666667
TOP3B	-1.21025
NFATC4	0.565
CA14	-4.40375
BMPR1A	1.08233333333333
SNRP70	-1.130125
PRL	-0.173
C6orf130	-0.538
STAG2	0.09025
CD55	0.00114285714285713
RPS23	-0.6415
SSX2	-1.5845
FDPSL2A	0.77475
FBXO27	-0.7105
SYNGR3	-0.567833333333333
TMSL3	2.73075
EML1	-0.646
NUP93	-1.17891666666667
SMAD3	-0.135
KIAA1189	0.4605
HNRPUL2	0.177
TBC1D12	1.5735
C16orf24	1.3155
MRVI1	1.8295
ZNF581	-0.670166666666667
ELOVL3	-0.8155
OR51Q1	0.489
CACNB3	0.295333333333333
GALNT13	0.436125
C10orf84	0.3109375
NEDD4	-1.0351
SPO11	1.279
OR5AU1	0.7245
NEK4	0.962428571428571
PRKAR2A	-0.0788333333333334
IHPK1	-0.528833333333333
ATP6V0B	1.322625
CACNA1E	0.9975
CEACAM8	1.07866666666667
PEX14	0.6165
FLJ12993	2.8085
ZBTB38	0.198333333333333
PCTK2	-1.25266666666667
LRRC16	-0.00309999999999999
FBLIM1	0.726083333333333
FYCO1	1.72125
RP5-1022P6.2	0.031
CMTM1	1.63
PLTP	-1.42916666666667
RAPH1	1.400875
DOCK8	0.73425
EZH2	-0.1462
SLC25A1	-0.364166666666667
PLEKHB1	0.3772
GRB7	3.197
ZFP37	-1.54275
MRPL33	-0.815
PELO	0.5325
ARMC1	-1.27409090909091
C9orf27	0.0155
FLJ25778	0.172
C9orf37	-0.601333333333333
TMEM66	-1.34125
SPRN	-0.173875
HBEGF	-0.04175
PI4KA	-0.913
LEPRE1	-0.6515
POU2AF1	-1.847875
MRPL12	-1.03416666666667
REP15	-0.4015
ZC3H3	0.5845
RASAL1	1.462
DDAH1	1.919
ACBD5	1.30075
TMC2	-0.00899999999999995
CCDC137	-0.83875
SAMD13	1.15133333333333
UGT2B15	0.731666666666667
TIPARP	-1.11625
DNASE1L3	1.512
TRIM72	0.756333333333333
DBX2	0.25225
IPO8	0.053
C21orf88	-1.0501
MAP3K14	0.16975
LOC51233	0.223166666666667
GGTLA4	0.397
PDE6D	-0.5375
ZNF117	0.71325
CLK2	-0.908125
NKRF	-0.51275
TNFSF15	-0.569
DUSP2	-1.04675
SECISBP2	0.1386
GABRR2	-0.2625
PPAP2C	2.53675
LOC51145	-0.432666666666667
PAG1	-0.999125
PIK3C3	-0.29175
GNG10	-2.0075
APOL4	2.16266666666667
ANKRD28	-0.916375
STMN3	-3.0266
RAB14	0.3758
CDK2AP2	0.837
HDDC3	0.235857142857143
COMMD7	-1.196375
CXXC1	-0.68625
HMCN1	-2.5796
CD40	-0.2605
DYNC1LI2	0.1155625
GDI1	0.78425
LOC646938	-0.30525
VSNL1	-0.922
PIH1D1	0.26
RAET1G	2.1845
KRTAP5-9	0.262
EFTUD2	-1.5265
ZNF311	1.17983333333333
ATP6V1G3	0.417
OR2W3	-1.61375
SCN4A	0.08325
MED10	-1.075125
FAM135A	-0.0569
ARHGAP4	-1.50625
EHMT2	-0.71125
UFD1L	0.44975
ERMP1	1.09675
MAG1	-1.66816666666667
THAP8	0.211
HACE1	-0.694166666666667
FAM82C	0.699166666666667
C3orf20	0.026
UNC84A	-0.214
SCD5	0.133642857142857
LASS6	1.21075
LSG1	0.501416666666667
MAL	-4.88375
GPR22	0.347
WDR5B	1.55
ACTRT1	-0.0235
C17orf60	-1.10633333333333
GRIN2C	0.0526
ARMC8	-0.3935
SLC47A1	-3.12616666666667
DMPK	0.33875
DHRS13	-1.547
SMC1A	0.0075
KRTAP17-1	1.3175
SMYD5	-1.0605
TUSC2	0.19275
CRHR2	0.3035
KIR3DL2	0.6115
CCDC104	-0.62125
ATP2C1	0.815625
CROT	-1.13075
PABPC3	0.0981666666666667
EGR1	-0.629166666666667
THSD1	-0.025
KHK	-2.261
SLC12A2	1.2633125
CD58	-0.88725
STOX2	0.910166666666667
CCDC76	-0.0847
CCDC48	1.73275
DNAH1	-1.26433333333333
ZIC4	-0.0867142857142857
OR1G1	0.503
PSMC6	-1.06966666666667
PROKR1	0.5915
ABCB1	-1.42675
TRAT1	-1.65325
LLGL1	-0.803
MTF1	2.26175
USP54	2.0985
PAGE2B	-1.785
ITGB7	-3.615
CCDC81	0.2745
LOC149837	-1.06825
SCUBE1	-0.71
ZSCAN10	1.0335
HUWE1	0.598642857142857
CDH17	-0.236
CD180	-0.38225
IL17A	-0.17925
TMPO	-1.00685714285714
KIAA1524	-0.530833333333333
HDGFRP3	-4.3865
OXCT1	0.194454545454545
RRAS2	-0.556833333333333
LTBP2	0.996125
SV2B	-1.751
CYP2A6	0.01925
PKD1L2	-1.74633333333333
PPM1M	-1.256
FLJ22662	1.69866666666667
ZNF502	2.61
GP6	-1.06175
CRYBA2	1.28175
LEF1	-3.1521
CTPS	-1.40214285714286
EYA1	-3.2095
EPS8L1	2.14925
MAPK14	-0.693666666666667
SERPINB2	-4.944125
GTF2F2	-0.2885
ZNHIT4	-0.704
PLA1A	-1.406625
C20orf114	5.122
HPR	-0.7745
C18orf2	-2.51233333333333
SATB2	-3.13575
KCNJ9	0.365
MGC157906	0.5615
MOCS3	0.08025
C17orf71	-1.37716666666667
PPHLN1	-0.4415
HIST1H2BN	0.85175
RAPGEF1	-0.394875
MAP3K8	1.79
DLG4	0.142333333333333
STC1	0.79525
CDGAP	-0.07475
DDX26B	-0.2515
LOC150223	-1.3595
CPSF3	-0.717
TMEM14A	-0.05525
MYH3	-1.2915
GPKOW	0.41725
SULT1A1	0.137666666666667
SPON1	-0.59
YY1AP1	0.445333333333333
RAB23	0.02975
PLA2G4A	-5.67575
MAPRE3	-0.11225
ZNF516	-2.51428571428571
GGPS1	0.9485
EXOC3L2	-0.065375
C19orf42	-0.2423
MAP2K2	0.0195
HIST1H2BB	0.97075
RNF19B	1.71283333333333
C6orf128	-0.358166666666667
TLR8	1.37425
PCDHA9	2.1435
CARS2	-0.00574999999999999
CLUL1	1.98616666666667
RHAG	-3.815
UNK	0.9655
EXOC8	0.3095
C9orf95	1.76975
C14orf143	1.1085
MAML3	0.60225
LDHA	-1.4415
MRPL20	0.88725
KLHDC6	0.3984
ATP5S	-0.111666666666667
C8orf55	0.16075
PHF19	-1.734125
KRTAP13-4	1.2095
TTC5	-0.9855
XKR5	-0.5815
SILV	-4.612
TEX28	-0.356
TCTN1	-0.24475
CX40.1	0.33375
PPP2R5C	0.16075
C12orf30	-0.684833333333333
CAPG	1.11025
MPZL1	1.1898
ARSB	-0.749666666666667
TDH	-2.48
WASF4	2.20425
TSSK3	-0.677166666666667
7A5	4.451
CRISPLD1	-1.7945
MAD1L1	-0.611333333333333
SPIN4	0.608166666666667
AMPD1	-0.563
DPYSL5	-0.6685
INPP1	-1.66
ANKRD11	-0.390722222222222
NPAS4	-0.49475
GCET2	0.1603
RNASE9	-0.3435
GUCY2D	-0.2316
CCDC98	-1.71933333333333
FGF4	-0.17075
CPM	-2.1995
SLC26A4	1.3475
PLD5	0.081
FAM59A	2.4443
FBXO5	-0.794444444444444
SIPA1L1	1.22975
DPYS	0.97875
ATG4D	0.0815
TGM3	-0.6555
MTCH1	-0.773125
HK1	0.0190714285714286
CDC26	0.0515
GALNT12	1.471
LOC339229	-0.54875
MRPL35	-0.20975
ORC4L	-0.535625
TNKS	-0.358857142857143
C2orf24	0.1835
ZNF553	0.693166666666667
GGTLA1	1.7179
ZNF497	-1.9735
CDY1B	0.124
SLC30A4	0.480285714285714
TUB	-2.783875
ARHGEF18	-0.2895
ARRB1	-0.1945
KCNK1	3.1635
EREG	-0.8911
SCAMP5	0.04925
RUNDC3B	0.9875
ADAMTS20	-0.17175
IL17RB	0.62475
FLJ20323	-1.16925
MCAM	-0.2665
POLR3E	-1.91608333333333
AQR	0.5995
IPMK	2.207
CDCA7	-1.1505
CAMP	7.72025
GRHL3	1.59175
ADAMTSL2	0.7955
CLMN	2.66466666666667
SSTR3	0.4335
MAGEA5	-1.39683333333333
OVOL2	3.95575
JMJD1B	-0.003
RBL2	-1.4273
PYGO2	1.51825
PPP1R10	1.42816666666667
CSE1L	-2.297
LCA5	-0.483
RDH16	-0.10825
ASRGL1	1.53225
TOM1	0.0938333333333333
PTX3	-6.62975
TTC15	0.44025
SCGB3A1	1.7785
MRPL50	-0.80525
RCAN3	1.619875
SLC26A11	-0.93775
STYX	-0.465333333333333
CINP	0.2485
MARCH7	-0.70725
PFKM	-3.135
SGMS1	2.461
RIOK3	0.0881
C1orf110	0.7575
CES7	0.0577500000000001
LOC440248	-1.20175
PPP1R12C	-0.585
C10orf27	0.263
ATG9A	-1.01975
MRPS26	0.85275
TMEM40	-0.317
ELP3	-0.8103
ZNF787	0.2545
HIAT1	-0.045625
C8orf34	1.36216666666667
MGC4655	0.5024
PELI1	0.619166666666667
PPT1	-1.163
SLC35C2	-1.26733333333333
C6orf125	0.5285
MUC4	4.3295
RFC4	-1.301
GNB2	0.5915
NUP50	0.319928571428571
SULT4A1	-1.61533333333333
C7	0.4835
CCDC130	0.438166666666667
ARRDC4	0.979
RQCD1	-1.0345
GLYCTK	-0.78875
AYTL2	-0.522
MTUS1	1.5126
LEMD3	-0.236
PLEKHF2	0.7285
HOXA7	0.230875
GTF3C2	-3.272
DYNLRB2	2.89425
CNOT10	0.08225
MR1	-0.368
FFAR1	0.09825
PRIC285	0.34925
SLITRK6	-2.70825
LIX1	-1.86744444444444
UBE1L2	0.166916666666667
F8	-0.111375
ACHE	0.130833333333333
KPNA5	0.81575
TNFRSF12A	-0.117333333333333
EGR3	-3.1905
SERPIND1	-3.291
OASL	4.861
IFRD1	-0.934375
WDFY1	-0.0473333333333333
ZNF267	-0.339125
ACCN5	0.5145
ZBTB6	-1.10725
PPP1R3A	-0.285
PRRT3	0.851
FBXL19	0.223
TXNIP	1.31185714285714
ACTN2	0.99125
ATG9B	-0.592625
C9orf117	0.608875
IL27	-1.1005
RPL36AL	1.25983333333333
KLK15	0.324333333333333
CHAD	2.051
RAP2B	0.4178
HEBP2	2.11075
ZNF342	1.646
CAMK2G	0.198833333333333
TLR3	3.37925
FGF14	-0.62
HMGB2	-0.956625
TRPM5	0.150333333333333
OR5M11	-0.292
KIF3B	0.44878947368421
PRICKLE2	-0.878
MTMR9	-0.58375
C3orf27	0.2885
GLRA3	-1.79866666666667
NSDHL	0.149333333333333
TMEM32	-0.3185
POLR2D	-1.247
MYADML	0.333
C9orf114	-0.687
MRGPRX1	-0.385
TOPORS	1.576
CLDN19	-0.802
C1QL4	-0.004
RNF165	-1.983
DHRS9	0.91675
DNAH2	-0.986833333333333
FXR1	-0.932333333333333
ZMYM3	-1.045625
CASP3	0.717
FAM120C	0.497
SCLY	-1.4475
CA7	-0.0505
ENTPD5	1.37383333333333
ZNF461	-0.236625
PDIA5	-0.28475
C1orf19	-0.704
TMEM67	-0.0475
KCTD20	-0.342
WDR47	-0.3595
FLJ38723	-1.6315
KLRF1	0.995333333333333
TAS2R16	-1.587
CLDN12	-0.05925
PRKCE	-0.20925
UBXD4	-0.76275
ITGAM	1.44816666666667
GLT8D3	-0.59225
WDR31	1.0811
RGS2	-1.37825
OR51L1	0.7955
MST1R	2.4575
KIAA1737	0.93575
OR4A5	0.2955
GLIS1	-2.016
PTMA	1.088
NAPA	0.75275
PRDM11	-0.056
LIPF	-1.065
DIRAS3	2.5845
ASGR2	-3.90575
C1QTNF4	0.688
PIK3R4	-0.794333333333333
ARMC3	5.24425
NDUFV3	0.588583333333333
BTBD3	0.00433333333333337
PPP1R2	0.883083333333333
UBE2NL	-0.91225
FOSL2	0.6085
FAM119A	-1.29616666666667
TUBA4A	-0.4624
KRTAP12-1	-0.42975
SFRS2	-0.81525
RHPN1	0.5453
EEF2	-0.656333333333333
ZDHHC11	-0.926333333333333
EPHA3	-1.2585
RBM12	-1.38525
H2AFJ	0.398083333333333
EDIL3	-0.48
KIF26A	-0.6
SERGEF	0.68425
B3GALT4	3.624
LOC90925	0.419166666666667
OSCAR	0.924625
NPFF	-0.131875
DEDD	0.699875
TMEM155	-1.29925
PTPN1	-0.1735
SCYL2	0.294833333333333
SKAP1	2.6215
LEAP2	-0.301166666666667
GADD45G	2.141
IFITM3	1.9435
PILRB	-0.930833333333334
SLU7	0.288
DSC3	-0.396333333333333
DNMT3L	-1.2755
PAPD5	0.575875
B3GNT3	2.72183333333333
LHCGR	0.5335
MSL-1	2.4205
UBE2S	-0.68325
SAP130	-0.566
ANAPC11	-0.32
MAGED4B	-3.7355
ATP6V1B2	-0.8075
C14orf179	1.46025
CAPZA1	-0.183375
CDYL2	-0.5805
GLRX3	-1.54516666666667
LOC136288	-0.5085
MOBKL1A	-1.48175
HTR2B	4.663
CRYGD	-0.206833333333333
NUS1	-0.0765
PGRMC1	1.31
MYOM2	-1.361
FLJ39653	-1.95216666666667
CHM	0.00610000000000002
OR5M8	0.46
ZNF619	-0.478
FAM105A	-0.615
CCNL1	-1.083875
NAP1L3	-3.74425
C10orf57	1.99233333333333
B3GALNT1	0.0953333333333333
CSN1S2A	0.306
TCP10L	2.70825
GDAP2	0.163125
DMKN	-4.4045
COX6B1	0.75275
DNASE2	-0.0106666666666667
MSH5	-1.433
LGMN	0.356375
USP31	0.5739
OR13C8	0.7755
SDCBP	-0.5751
NUDT11	-3.4575
PYGL	-0.361833333333333
SNPH	-0.237166666666667
B3GNT4	0.8275
MIZF	-0.4997
NUBPL	-0.64825
NOD1	0.5955
CDH22	-0.5025
NUBP1	1.14466666666667
DSCAM	-3.90475
DGKI	-1.0275
FAM136A	-0.51525
AKAP1	1.131
SLC16A6	-3.1235
RIN3	-0.437
PSG2	-0.2485
DIP2B	0.240333333333333
PSORS1C1	-0.3616
KIAA0495	-1.062
FLJ90709	-1.30416666666667
LPA	0.808333333333333
PIGA	0.5755
LY75	3.31066666666667
UTS2	-6.04566666666667
RREB1	0.582625
GALNACT-2	0.2466
MGC3196	-0.716
FLJ31568	-0.659
LPHN1	-0.169125
SP1	0.851625
TOX4	0.647166666666667
HSPA9	0.4888
APOBEC1	-0.223
SLC35E4	-1.014
LSM5	-0.2985
SURF1	-0.0285
ZBTB1	1.5485
GTF2F1	-0.25675
RPS15A	-0.5935
DUSP21	-1.2965
GINS4	-2.99333333333333
MYO15A	-0.902833333333333
GIMAP7	2.9165
MGC13379	0.43
ATP6V1E2	0.488
UTP3	-0.4355
HNRPA3	-0.286125
MT4	-0.3315
C14orf155	-0.1175
U1SNRNPBP	0.55575
CKLF	-0.6255
PLEKHN1	2.4795
MBNL1	-0.155333333333333
NUP160	-2.225
ACSM2A	-0.958
LOC129881	-2.87
KIAA1529	-0.97775
FLJ22639	-0.11075
HAND1	-1.3295
GSX1	0.2125
FGA	-4.35346666666667
SERPINB1	0.893
ZNF642	0.61775
IGFBP1	-8.015
SLC1A1	2.011125
DHX57	-0.77725
ZNF766	0.6255
PTPN21	-1.001
GDPD3	-1.04883333333333
PNPLA5	0.154
TBR1	-0.4555
FAM116A	0.0945
IQGAP1	0.982
FOS	-0.572625
ZNF226	-0.409625
FIGNL1	0.155166666666667
C14orf1	0.3265
ZMYND17	-1.319
PUS7	-1.84833333333333
TUBB6	-1.645375
KCNQ2	-1.10575
MARCH6	-0.0435
CCDC33	0.476
PRODH	-1.26175
RBM11	1.98575
EPHA6	-0.14325
SLC43A1	-2.218
LOC196541	0.078125
NTN1	0.867
ING4	-0.614
PCDHB10	1.4965
DPH2	-0.5215
SPACA4	0.32725
FBXL21	-4.933
DIAPH1	0.679
ZNF71	0.419833333333333
CEP76	0.4225
CORO1A	-1.133
RRM2	-2.113625
EDG4	1.056
OS9	-0.271666666666667
SLC4A1AP	-0.46225
COG5	-0.147
COPS8	-1.542
NGLY1	-0.7055
NCBP2	-0.2785
C17orf42	-2.28316666666667
GPSM3	0.47075
SIL1	0.522833333333333
ASB6	-0.249
SMAD5OS	1.94383333333333
UNC93A	-3.1335
A1BG	-2.0535
C21orf62	0.43675
FMO5	-1.37466666666667
ATRIP	-0.542833333333333
CEBPG	0.407333333333333
C7orf38	0.0478333333333333
TNFRSF1B	0.572
CLEC1A	1.45733333333333
IQSEC1	-1.273375
PATZ1	1.3953
RBM22	1.476
BAG2	-2.69483333333333
PAQR5	-1.68433333333333
C9orf127	2.0246
THNSL1	-0.067
SHROOM3	2.6372
JAM2	-1.01225
SNRPN	-2.42425
ALX4	0.189
CACNA1S	0.122
FAM130A1	0.3185
CORIN	1.15
CD300LB	0.618
PLEKHG6	1.537
LRRC40	-0.69125
PCLKC	-0.7785
PCDHB16	0.00683333333333333
WNT2B	-1.49183333333333
ASNS	-1.64277777777778
MRPL49	-0.3655
FLJ46111	-1.26825
ISG20	2.1885
SMU1	0.8766
CASZ1	0.931
POLR1D	-0.857333333333333
GIN1	-0.55475
SNAG1	0.476
ANKRD29	-2.21675
CDKN2AIP	0.063
KRR1	-0.6665
CXCL1	2.275
EPM2A	0.2837
PC	-0.755833333333333
DEFB127	-0.1345
PDZRN4	0.00066666666666663
FAH	-1.502625
OR51E1	1.142
CDC2L6	0.268833333333333
DNTTIP1	-1.0055
PAX8	-0.0785
TMEM116	0.738
C1orf150	-0.0185
PRO2012	0.666
MRPL40	0.281666666666667
BEX1	-3.851
SLC2A4	-1.18466666666667
PKMYT1	0.30675
FEZF2	0.2405
SLC26A9	-0.98375
MAP2	0.632916666666667
LYL1	-1.7455
SLC25A19	0.666666666666667
NOS3	-0.7625
ZNF34	1.1115
TMPRSS11F	-0.938666666666667
FAM43A	-0.714
FCRL4	0.332833333333333
KLF14	0.6715
FLRT2	-1.62183333333333
WRN	-1.8745
SDF2	-0.6773
KRT8P12	-0.5525
C6orf195	0.058
C9orf125	-2.90466666666667
DZIP3	0.116125
RIT1	0.496666666666667
SCML1	-0.556833333333333
RHBDF2	0.062875
OR2G3	0.26
REXO1L1	1.4495
MAP3K7IP3	0.807125
C3orf57	-2.6475
FBXW11	0.224333333333333
ETAA1	-0.617
C14orf131	0.4607
AKT1S1	-0.592
SLC12A5	-0.980625
C9orf164	0.41625
NRIP3	-0.807714285714286
NOS1AP	-1.165
TMEM121	-0.0395
SAP30BP	1.4558
DGCR6	0.82225
WDR76	0.02625
FAM82B	0.382333333333333
LOC606495	-0.2625
MAP9	2.59741666666667
BCDIN3D	1.16275
CXorf36	3.427
DSCR3	0.3368
ZFAND3	0.25025
C7orf43	0.944166666666667
SPSB3	0.6614
C19orf19	0.882
FAM133A	-3.963875
C12orf25	0.30075
SLC39A3	-0.12125
DISP2	-2.611
PI4KAP2	-2.176
MKRN3	-2.88416666666667
ADAMTS13	-0.316375
CBLN3	0.1493
TTYH1	-1.538
C3orf18	-0.86275
FLJ13236	0.50725
ZMYND12	3.4825
C18orf25	0.835625
GLB1L3	-0.013
ATP13A5	4.0545
RANBP10	0.12525
CD96	-0.4219
DENND1C	-0.00824999999999998
RBMS3	-1.2716
SLC41A3	0.0735
DGCR6L	0.57975
TMEM128	0.168333333333333
CSNK1G3	0.158142857142857
MOBKL2C	1.117125
TSPAN6	0.883125
MATN2	-0.2237
MSL2L1	0.527333333333333
ST6GALNAC2	-0.752333333333333
FGFBP2	2.1825
FGL1	-0.759333333333333
MPP3	0.7605
ARHGEF6	0.189166666666667
TGFBR2	-0.86925
ACMSD	-0.7825
IL33	4.2415
C9orf5	-0.645416666666667
DEAF1	-0.2911
AMN	0.632
DEFA6	0.674571428571428
RNF212	-1.53725
METT5D1	0.1135
CIB1	1.3933
TSSK1B	0.434333333333333
KIAA1727	1.68425
ZNF680	0.719583333333333
LOC399900	-0.6945
LOC152217	-0.0925000000000001
CTNNAL1	-2.4515
CIT	-0.97275
TLE6	0.4225
ZNF607	-0.21075
HERC4	-1.04366666666667
DRAP1	-0.3369
PEMT	-1.64975
C10orf111	0.142
ZNF575	0.782125
KCTD7	-0.2345
MYO1F	0.369625
LOC285382	-1.19075
RAB11A	0.6285
PLCD3	-0.6335
C15orf28	-0.70275
PTBP2	-0.099375
CTB-1048E9.5	-0.624125
C19orf60	1.36
C7orf25	-0.0681666666666667
SETD7	1.22775
HOXB9	-0.167
VANGL1	1.5681875
CHAF1B	0.14975
NDUFA3	0.792
KIAA1328	-0.140666666666667
SHARPIN	0.564125
TTC23	0.663875
UGP2	0.366166666666667
ANKIB1	0.2624
CIRBP	0.629714285714286
SEC14L4	-2.62033333333333
OVCH1	-0.3925
VPS52	-0.67625
FAT	0.718125
M6PRBP1	-0.262
GPRIN3	-1.636
PPM1F	-0.9755
TSR1	-1.24875
CCDC85A	-1.12375
PCSK5	-0.612
ZFHX3	0.1455
HEMK1	-0.1808
PGBD2	0.93
RSRC2	-0.236333333333333
AURKC	-2.04616666666667
SCRIB	0.4245
ORM2	-2.9535
FAM115A	0.2693
FZD6	1.6385
UNC119	-1.31733333333333
GPX3	-1.9668
NOV	1.330625
CABC1	-0.11125
CDC42SE2	0.1525
EIF2S2	-1.5355
RNF130	1.120125
CKAP5	-1.14933333333333
RP11-413M3.2	0.694375
C10orf18	0.2123
TMEM93	-0.3295
DYX1C1	0.63025
KCNMB2	-2.4654
ANK3	1.81991666666667
KRT5	-2.995
CDH12	-1.643125
QRSL1	0.24275
JUB	-2.80725
SHC4	-2.211625
CCL15	0.858333333333333
CCDC22	0.01325
SNX24	-0.39375
RARS	-0.03475
MORC2	0.159125
FAM48A	-0.24325
MT1H	-1.011
PPP1R14C	-0.192166666666667
FOXD1	-0.219285714285714
C1orf213	-1.61675
AMT	-1.9108
DSN1	-1.03975
PTPLAD2	0.92125
DIS3L	0.0575
RASL11A	2.8745
GPRC5B	0.96
FRMD7	0.082
STRN4	0.52175
KITLG	0.705363636363636
HDGF	0.437
OR1S1	0.2515
SETX	0.162
DDR2	-0.9765
KCTD12	0.9585
LYZL2	2.403
WDR52	0.3685
TMEM2	0.67175
ZNF579	0.589
LOC200810	0.40275
TNFSF9	-1.3835
PPFIA4	-2.0745
CNIH3	-1.52166666666667
MAP4K4	-1.96821428571429
ROD1	1.102
ALS2CR12	-0.455166666666667
DOCK3	-1.64783333333333
PAQR9	-3.91775
ASB17	1.05866666666667
STX16	-0.847875
FEZ2	-0.378166666666667
DLAT	0.294833333333333
KIF21B	-1.03116666666667
CDC5L	0.17125
TMEM119	0.723833333333333
CRIP3	-1.52275
TPSD1	-0.255833333333333
TEPP	0.26125
GNGT2	1.171
C21orf121	-0.0675
WNK1	-0.67625
FLJ10490	1.2475
OR51B5	-2.02
LOC203547	-0.07925
HAS1	-1.5285
PPA1	0.508166666666667
ST7	-0.023375
C11orf46	-0.4124
POPDC3	-3.8545
ACOX2	3.19383333333333
ATCAY	-0.082
TM4SF19	-3.05866666666667
MFSD9	-0.872166666666667
PDHB	-0.77725
ERN1	-0.02325
LCE3C	0.258
GPR111	0.3225
NOTCH3	1.8895
ADAMTS5	0.674
B3GALT1	-0.3465
UGCGL1	0.0266666666666667
FAM58A	1.5625
FBXO32	1.08425
CLPP	-0.13525
NXPH1	-1.26733333333333
MTMR3	0.103833333333333
ATP1B3	0.095625
TMEM16A	1.055375
HIST1H3F	0.594833333333333
TRIM25	0.203166666666667
SDCBP2	3.1505
CRKL	-1.824125
HOXB2	2.854
ANP32B	0.136375
GATM	4.98
AP4E1	0.025
EDG5	0.535375
CDKN3	-0.0463333333333333
CDH4	-2.56775
PGD	0.835666666666667
RND1	0.696
GAD1	-1.0214
MPG	0.236875
LOC440350	0.209
ZNF133	-0.19675
SERPINB12	-1.102
AMELY	-0.290666666666667
DHX36	-1.06325
TNFAIP8L2	3.0635
PHTF2	0.304277777777778
CCDC112	-0.217
IQCC	-0.24275
HEYL	2.02866666666667
FTSJ2	-0.5475
APPL1	0.74075
RAB43	1.31628571428571
OR10G2	0.2425
WAC	0.528166666666667
ADCY9	-0.250625
RUNDC2B	1.31716666666667
PYCRL	0.9923
AGPAT7	-0.439666666666667
SLC22A9	-1.61316666666667
CDKAL1	0.521
PDYN	-1.14933333333333
C20orf74	2.18275
MTMR11	0.997
VAV3	3.81675
DAPL1	1.44525
STXBP3	0.42225
EIF3G	-0.396
ARHGAP22	-1.7075
NPFFR1	-0.896
NPC1	-0.3365
ALDH9A1	2.2495
ZNF600	0.079625
ZNF678	1.07633333333333
RASSF1	0.956416666666667
ADD2	-2.4845
PITPNB	0.791375
PKD2L2	0.617125
LRP11	0.27925
CDKL1	-0.2115
SMEK2	0.341
PRODH2	-3.34233333333333
C11orf54	-0.4745
SFRS11	-0.592166666666667
IL7	3.913
ALS2CR16	1.5925
BTG3	1.14516666666667
PAK2	0.226444444444444
RP11-679B17.1	-3.13525
GATA4	-2.49216666666667
ATP2B1	-0.816
LOC130940	0.3255
C1orf172	3.746
ATF7IP2	0.3505
SLC25A43	0.175666666666667
CENTG3	-0.131833333333333
IGF2BP1	-3.8916
FCHSD1	0.2455
CAMK2N2	0.672166666666667
ELAVL3	-0.1445
NBPF15	-0.309833333333333
UBE2J2	-0.306545454545455
GNL2	0.77625
PRR3	-0.1397
NLF2	1.14125
OR4F6	0.1085
KLHL24	0.816166666666667
CCDC88A	-3.1585
SGPP1	-0.311
C10orf11	-1.26966666666667
SLC35B4	-1.67383333333333
UGT3A2	-0.775
ARNT2	-3.79544444444444
CBR1	0.71225
ITPR3	0.121666666666667
TRAPPC6B	-0.0112
AMZ1	-2.112
ARP11	1.03825
WDSUB1	-1.03325
APBA1	0.148
RAB2A	-0.3759
C6orf162	-0.579625
HPSE2	1.034
PLCE1	0.0195
INSL3	0.87425
DLG1	0.2519
PTPLA	-4.2555
PIGX	-0.167125
TFIP11	0.021
FIBIN	1.422
POLR2G	-1.1045
GRAP2	-2.0711
DNAJB8	0.3695
CNBP	0.539833333333333
WASF1	-0.2945
INPP5E	-1.6025
HSPB1	0.5321875
TMEM167	0.3518
CUBN	-0.01975
IGF1	0.289625
ITPK1	0.203
NAALAD2	-1.16975
G3BP1	0.7222
NT5DC1	0.813
CYP39A1	-1.901
TMEM139	-0.109083333333333
POLK	-0.3688
GLULD1	-1.656
RBM15	0.224166666666667
AMZ2	-0.29075
GDF15	-1.69166666666667
MESDC2	-0.22025
INCA	2.09216666666667
ACY1L2	0.0385
GZMM	-0.18
PAIP1	0.166
CACNA2D1	-0.93275
STK32C	-1.3575
SH3BP4	0.718166666666667
DEC1	0.65
PADI1	0.677
UBB	-0.0127
PON3	-1.34316666666667
PROP1	1.1075
ANKRD13B	-2.2575
ADCK1	0.2745
TCF25	0.417083333333333
SLC38A5	-2.93625
CXorf26	1.76166666666667
C19orf39	0.8185
PPP1R13B	0.869
ARL2	-1.5785
TCL6	0.1805
TOP3A	-0.4245
SLC16A14	0.408
FXYD6	-0.357166666666667
HIST1H4E	0.29225
BBC3	0.195473684210526
UNC5A	-0.0908333333333333
FAM86C	-0.4284
PI4KB	0.1805
B3GAT1	-0.40625
SUSD2	2.43716666666667
OAZ2	-0.413333333333333
NOC4L	0.266
C10orf12	-0.72725
FADS1	-0.442666666666667
LOC144097	-0.28325
DKK2	-0.179333333333333
KIAA1949	-0.97175
RHOT1	-0.6652
OXT	0.580666666666667
GPR153	0.874
ARL4A	-0.211333333333333
SAAL1	-1.7215
CCDC64	-0.205
USE1	0.595333333333333
HNMT	0.0821666666666667
PCGF3	0.590625
CYP2C19	0.18625
C20orf4	-0.532
CCDC11	2.68675
ACSBG2	-0.514
RWDD2A	1.188
PALLD	1.46175
