Hybridization REF	TCGA-BH-A0B3-11B-21R-A089-07
ZFP106	0.4245
ZNF347	0.8993
GTF2E1	-0.309
RY1	-0.069
ATAD2B	-0.164
ARHGAP17	0.1615
KCNIP3	-0.64225
SFPQ	-0.379375
GFRA4	-0.670666666666667
AKR1B10	-3.453875
TIGD6	1.207
RGS16	1.12775
URB1	-0.566
OR4C46	-0.152166666666667
TOP3B	-1.201
NFATC4	-0.2535
CA14	-4.5195
BMPR1A	0.817666666666667
SNRP70	-0.6045
PRL	-0.138545454545455
C6orf130	0.1105
STAG2	0.4125
CD55	-0.631928571428571
RPS23	1.01983333333333
SSX2	-1.75216666666667
FDPSL2A	-0.71225
FBXO27	0.74875
SYNGR3	-1.7965
TMSL3	0.7405
EML1	-0.897
NUP93	-1.06325
SMAD3	0.1372
KIAA1189	0.271166666666667
HNRPUL2	-0.135833333333333
TBC1D12	0.737833333333333
C16orf24	-0.52025
MRVI1	1.76366666666667
ZNF581	-0.868166666666667
ELOVL3	1.475
OR51Q1	-0.1155
CACNB3	0.0996666666666667
GALNT13	-1.00725
C10orf84	0.889875
NEDD4	0.1036
SPO11	0.747
OR5AU1	0.443
NEK4	-0.0771428571428572
PRKAR2A	-0.824
IHPK1	0.0813333333333333
ATP6V0B	-0.52375
CACNA1E	-0.571
CEACAM8	-0.0203333333333333
PEX14	0.561
FLJ12993	1.7395
ZBTB38	0.80425
PCTK2	0.886666666666667
LRRC16	0.3325
FBLIM1	0.125
FYCO1	1.52375
RP5-1022P6.2	0.508
CMTM1	-0.401666666666667
PLTP	1.32533333333333
RAPH1	1.054
DOCK8	1.582
EZH2	-2.42193333333333
SLC25A1	-0.4575
PLEKHB1	1.1215
GRB7	1.0569
ZFP37	1.21775
MRPL33	-0.416
PELO	-0.34875
ARMC1	-0.0944545454545454
C9orf27	0.091125
FLJ25778	-0.4155
C9orf37	-1.08916666666667
TMEM66	2.111
SPRN	-0.0585
HBEGF	0.464125
PI4KA	-0.6105
LEPRE1	-1.141
POU2AF1	-1.176625
MRPL12	-1.78633333333333
REP15	0.591
ZC3H3	-0.0375
RASAL1	-0.4345
DDAH1	0.9685
ACBD5	0.42175
TMC2	-0.4735
CCDC137	-1.364
SAMD13	0.192833333333333
UGT2B15	3.851
TIPARP	-0.23625
DNASE1L3	3.60675
TRIM72	0.2435
DBX2	1.3255
IPO8	-0.043
C21orf88	-0.3746
MAP3K14	0.87375
LOC51233	0.183166666666667
GGTLA4	-0.536
PDE6D	-0.20825
ZNF117	1.0135
CLK2	-0.522
NKRF	-1.02025
TNFSF15	0.4237
DUSP2	0.197
SECISBP2	0.2592
GABRR2	-0.00699999999999999
PPAP2C	1.06775
LOC51145	-0.0735
PAG1	-0.249625
PIK3C3	0.00875
GNG10	0.2425
APOL4	1.12783333333333
ANKRD28	-0.690875
STMN3	-0.847
RAB14	0.7969
CDK2AP2	-0.9275
HDDC3	-0.021875
COMMD7	0.267
CXXC1	-0.28975
HMCN1	-0.0121666666666667
CD40	1.38125
DYNC1LI2	0.825125
GDI1	-0.081
LOC646938	-0.4205
VSNL1	0.195166666666667
PIH1D1	-0.314166666666667
RAET1G	-1.551
KRTAP5-9	-0.96
EFTUD2	-1.04025
ZNF311	0.404333333333333
ATP6V1G3	-0.108
OR2W3	0.09625
SCN4A	0.9955
MED10	-0.52325
FAM135A	0.3082
ARHGAP4	-0.362
EHMT2	-1.116125
UFD1L	-0.90775
ERMP1	-0.69
MAG1	0.240166666666667
THAP8	-0.152
HACE1	0.193166666666667
FAM82C	0.223666666666667
C3orf20	-0.204
UNC84A	-0.0128333333333333
SCD5	0.113928571428571
LASS6	0.709
LSG1	-0.0825833333333333
MAL	-4.664
GPR22	-0.3525
WDR5B	1.51225
ACTRT1	0.245
C17orf60	0.636166666666667
GRIN2C	-0.5324
ARMC8	-0.134333333333333
SLC47A1	-1.81833333333333
DMPK	0.013
DHRS13	-1.04416666666667
SMC1A	-0.906166666666667
KRTAP17-1	0.507
SMYD5	-0.457
TUSC2	0.1295
CRHR2	-0.0135
KIR3DL2	0.0905
CCDC104	0.707
ATP2C1	0.7025
CROT	1.31725
PABPC3	-0.320833333333333
EGR1	2.77116666666667
THSD1	2.11175
KHK	-1.34175
SLC12A2	1.1296875
CD58	-0.63725
STOX2	1.16383333333333
CCDC76	0.1447
CCDC48	3.64775
DNAH1	0.587666666666667
ZIC4	-0.198625
OR1G1	0.0215
PSMC6	-0.118166666666667
PROKR1	-0.5955
ABCB1	1.687625
TRAT1	0.21625
LLGL1	-0.013
MTF1	0.815
USP54	1.303375
PAGE2B	-2.931
ITGB7	-3.705
CCDC81	0.229
LOC149837	0.593
SCUBE1	0.52
ZSCAN10	-0.2535
HUWE1	-0.304
CDH17	0.693
CD180	1.145
IL17A	-0.232
TMPO	-1.4385
KIAA1524	-2.33433333333333
HDGFRP3	-0.0696666666666667
OXCT1	-0.451909090909091
RRAS2	-0.2985
LTBP2	2.4255
SV2B	2.9765
CYP2A6	1.456
PKD1L2	0.573666666666667
PPM1M	1.2275
FLJ22662	2.731
ZNF502	2.39375
GP6	-0.79
CRYBA2	-1.4705
LEF1	-2.7618
CTPS	-2.97
EYA1	-2.51833333333333
EPS8L1	0.4445
MAPK14	-0.283583333333333
SERPINB2	-5.231625
GTF2F2	-0.4895
ZNHIT4	-0.4395
PLA1A	0.946
C20orf114	1.56775
HPR	-3.9715
C18orf2	0.2075
SATB2	-2.22875
KCNJ9	-0.321625
MGC157906	0.295
MOCS3	-0.134
C17orf71	-0.519833333333333
PPHLN1	0.0966
HIST1H2BN	-3.30125
RAPGEF1	-0.39425
MAP3K8	1.747
DLG4	-0.249666666666667
STC1	0.0593333333333333
CDGAP	1.9205
DDX26B	0.41575
LOC150223	-2.0225
CPSF3	-1.1115
TMEM14A	-0.15025
MYH3	-0.069
GPKOW	0.3275
SULT1A1	-0.317666666666667
SPON1	5.0835
YY1AP1	0.512
RAB23	-0.093
PLA2G4A	-1.68175
MAPRE3	0.2365
ZNF516	0.193928571428571
GGPS1	0.4255
EXOC3L2	-0.291
C19orf42	0.6809
MAP2K2	-0.608333333333333
HIST1H2BB	-2.30275
RNF19B	1.10133333333333
C6orf128	-0.108666666666667
TLR8	2.0915
PCDHA9	0.134
CARS2	-0.139875
CLUL1	2.84866666666667
RHAG	-4.228
UNK	0.3925
EXOC8	0.7308
C9orf95	1.443
C14orf143	-0.473666666666667
MAML3	0.153375
LDHA	-2.08525
MRPL20	0.2105
KLHDC6	0.989333333333334
ATP5S	0.476333333333333
C8orf55	-0.56825
PHF19	-2.46525
KRTAP13-4	0.3795
TTC5	0.50475
XKR5	-0.42825
SILV	-2.98433333333333
TEX28	0.0795
TCTN1	0.5475
CX40.1	-0.44825
PPP2R5C	0.068375
C12orf30	-1.06583333333333
CAPG	1.779
MPZL1	0.7847
ARSB	-1.6445
TDH	-1.6875
WASF4	1.041
TSSK3	-0.5405
7A5	1.346
CRISPLD1	2.856125
MAD1L1	-1.03733333333333
SPIN4	0.00966666666666667
AMPD1	3.035
DPYSL5	-0.41
INPP1	1.27566666666667
ANKRD11	-0.415111111111111
NPAS4	0.0695
GCET2	1.0102
RNASE9	-0.035
GUCY2D	0.141833333333333
CCDC98	0.87425
FGF4	-0.68225
CPM	0.649333333333333
SLC26A4	0.848833333333333
PLD5	1.08925
FAM59A	1.1977
FBXO5	-2.06188888888889
SIPA1L1	-0.063625
DPYS	1.184
ATG4D	-0.9275
TGM3	0.0225
MTCH1	0.21075
HK1	-0.560285714285714
CDC26	0.244625
GALNT12	-2.05133333333333
LOC339229	-0.60875
MRPL35	-0.60175
ORC4L	0.472125
TNKS	0.00435714285714285
C2orf24	0.0106666666666667
ZNF553	-0.39
GGTLA1	2.4714
ZNF497	0.0515
CDY1B	0.04275
SLC30A4	0.237375
TUB	0.200375
ARHGEF18	0.18975
ARRB1	0.946
KCNK1	-0.361
EREG	-2.0129
SCAMP5	-0.427
RUNDC3B	3.47275
ADAMTS20	-0.543
IL17RB	0.777
FLJ20323	-0.4655
MCAM	1.471875
POLR3E	-1.47541666666667
AQR	0.182333333333333
IPMK	0.068
CDCA7	-3.96525
CAMP	-1.24275
GRHL3	0.479
ADAMTSL2	-0.333166666666667
CLMN	2.13783333333333
SSTR3	-0.1255
MAGEA5	-2.6165
OVOL2	3.357
JMJD1B	0.75475
RBL2	0.9673
PYGO2	0.326
PPP1R10	0.2435
CSE1L	-1.52916666666667
LCA5	2.17575
RDH16	-0.5515
ASRGL1	-1.589875
TOM1	0.251333333333333
PTX3	-2.34175
TTC15	0.2825
SCGB3A1	2.68716666666667
MRPL50	-0.751
RCAN3	0.57125
SLC26A11	0.8255
STYX	-0.663666666666667
CINP	-0.66
MARCH7	0.31775
PFKM	-0.8865
SGMS1	0.724166666666667
RIOK3	0.121
C1orf110	0.6765
CES7	0.808875
LOC440248	0.2725
PPP1R12C	0.08025
C10orf27	0.1155
ATG9A	-0.931
MRPS26	-0.205125
TMEM40	0.587
ELP3	0.1338
ZNF787	-0.241
HIAT1	0.749125
C8orf34	1.554
MGC4655	-0.1513
PELI1	1.2445
PPT1	0.9789
SLC35C2	-0.733833333333333
C6orf125	-1.6555
MUC4	-1.37966666666667
RFC4	-2.43071428571429
GNB2	-0.0881666666666667
NUP50	-0.581571428571429
SULT4A1	-1.1275
C7	4.013125
CCDC130	0.0296666666666667
ARRDC4	0.9385
RQCD1	-0.87
GLYCTK	-1.10325
AYTL2	-2.06336363636364
MTUS1	2.0428
LEMD3	0.527
PLEKHF2	1.60525
HOXA7	1.6835
GTF3C2	-1.3355
DYNLRB2	2.8975
CNOT10	-0.76775
MR1	-0.024
FFAR1	-0.23175
PRIC285	-0.6785
SLITRK6	3.9355
LIX1	-2.1943
UBE1L2	-0.293833333333333
F8	2.03
ACHE	0.0376666666666667
KPNA5	1.30475
TNFRSF12A	-1.6035
EGR3	1.9585
SERPIND1	-3.73833333333333
OASL	1.8915
IFRD1	-0.797375
WDFY1	0.1605
ZNF267	0.989
ACCN5	0.217
ZBTB6	0.55325
PPP1R3A	0.5055
PRRT3	0.265
FBXL19	-0.7735
TXNIP	1.99478571428571
ACTN2	-0.923
ATG9B	-0.56325
C9orf117	0.18725
IL27	-1.104
RPL36AL	0.185833333333333
KLK15	-0.13725
CHAD	1.9395
RAP2B	-0.1351
HEBP2	1.89325
ZNF342	0.484
CAMK2G	0.114666666666667
TLR3	2.09325
FGF14	1.50775
HMGB2	-1.26125
TRPM5	-0.633833333333333
OR5M11	0.022
KIF3B	-0.0516842105263158
PRICKLE2	1.284
MTMR9	0.279625
C3orf27	-0.13075
GLRA3	1.66583333333333
NSDHL	-0.594
TMEM32	0.09725
POLR2D	-1.2885
MYADML	-0.103
C9orf114	-0.50125
MRGPRX1	0.094
TOPORS	0.6865
CLDN19	2.0415
C1QL4	0.1165
RNF165	0.1225
DHRS9	0.8895
DNAH2	0.095
FXR1	-0.4245
ZMYM3	-0.703
CASP3	-0.557666666666667
FAM120C	-1.070125
SCLY	-1.7275
CA7	0.2165
ENTPD5	0.622666666666667
ZNF461	0.323125
PDIA5	-0.05475
C1orf19	-0.902
TMEM67	-0.02725
KCTD20	-0.64675
WDR47	0.575
FLJ38723	0.9965
KLRF1	1.3055
TAS2R16	0.3955
CLDN12	0.77925
PRKCE	0.2765
UBXD4	-0.03225
ITGAM	2.2845
GLT8D3	-0.413875
WDR31	-0.1064
RGS2	2.59625
OR51L1	-0.487
MST1R	-0.71025
KIAA1737	1.3405
OR4A5	-0.074
GLIS1	-1.1535
PTMA	0.570357142857143
NAPA	0.98925
PRDM11	0.0625
LIPF	-0.4905
DIRAS3	2.351
ASGR2	-4.25
C1QTNF4	1.42325
PIK3R4	0.188833333333333
ARMC3	0.000750000000000001
NDUFV3	-0.617916666666667
BTBD3	0.074
PPP1R2	0.23375
UBE2NL	-0.36225
FOSL2	0.112928571428571
FAM119A	-1.8955
TUBA4A	-0.5937
KRTAP12-1	-0.052
SFRS2	-0.37425
RHPN1	-1.1107
EEF2	-0.0698333333333333
ZDHHC11	0.154333333333333
EPHA3	-0.9518
RBM12	-0.14175
H2AFJ	1.06775
EDIL3	2.978
KIF26A	-0.17725
SERGEF	0.36875
B3GALT4	2.31875
LOC90925	1.1035
OSCAR	-0.567625
NPFF	0.61325
DEDD	0.12725
TMEM155	-1.079
PTPN1	0.1535
SCYL2	0.1295
SKAP1	2.281
LEAP2	-1.911
GADD45G	0.6469
IFITM3	1.085625
PILRB	-0.219333333333333
SLU7	0.6174375
DSC3	2.1985
DNMT3L	-1.4775
PAPD5	-0.09375
B3GNT3	0.268666666666667
LHCGR	0.3355
MSL-1	0.16275
UBE2S	-2.875125
SAP130	-0.481
ANAPC11	-0.20475
MAGED4B	-0.427
ATP6V1B2	0.100666666666667
C14orf179	0.619625
CAPZA1	0.090875
CDYL2	-1.322
GLRX3	-1.22516666666667
LOC136288	-0.3305
MOBKL1A	0.0945
HTR2B	2.865
CRYGD	-0.00966666666666666
NUS1	-0.3925
PGRMC1	0.903
MYOM2	1.63125
FLJ39653	-0.943
CHM	0.5176
OR5M8	0.344
ZNF619	0.339
FAM105A	1.06075
CCNL1	0.05875
NAP1L3	0.69925
C10orf57	1.82466666666667
B3GALNT1	0.3435
CSN1S2A	-0.068
TCP10L	-0.1545
GDAP2	-0.292375
DMKN	0.625833333333333
COX6B1	-0.5965
DNASE2	-0.121333333333333
MSH5	-1.92875
LGMN	-0.014875
USP31	0.6413
OR13C8	0.364
SDCBP	0.299
NUDT11	-1.40816666666667
PYGL	-0.122
SNPH	-0.247
B3GNT4	-1.3355
MIZF	-0.2746
NUBPL	-0.08425
NOD1	0.599333333333333
CDH22	1.490875
NUBP1	0.134166666666667
DSCAM	-3.95275
DGKI	0.599
FAM136A	-1.02225
AKAP1	0.820666666666667
SLC16A6	-1.26575
RIN3	-0.11825
PSG2	0.40325
DIP2B	-0.445833333333333
PSORS1C1	-1.2282
KIAA0495	0.511
FLJ90709	-0.454166666666667
LPA	-0.00116666666666666
PIGA	0.378333333333333
LY75	3.93916666666667
UTS2	-4.41516666666667
RREB1	-0.1655
GALNACT-2	0.5702
MGC3196	-1.1445
FLJ31568	1.206
LPHN1	-0.039
SP1	0.0685
TOX4	0.4325
HSPA9	-0.5876
APOBEC1	-0.247
SLC35E4	0.0045
LSM5	-1.5025
SURF1	-0.30025
ZBTB1	0.807
GTF2F1	0.229
RPS15A	-0.518357142857143
DUSP21	-0.577666666666667
GINS4	-3.22466666666667
MYO15A	0.717666666666667
GIMAP7	4.83375
MGC13379	1.035
ATP6V1E2	0.1635
UTP3	0.3525
HNRPA3	-0.3671875
MT4	0.487
C14orf155	-0.25
U1SNRNPBP	0.3265
CKLF	-0.873333333333333
PLEKHN1	-0.888833333333333
MBNL1	0.902833333333333
NUP160	-0.90875
ACSM2A	-1.42925
LOC129881	0.86175
KIAA1529	0.5415
FLJ22639	-1.10575
HAND1	-1.245
GSX1	0.1085
FGA	-4.1488125
SERPINB1	0.51425
ZNF642	0.60475
IGFBP1	-8.178125
SLC1A1	0.374
DHX57	-0.216375
ZNF766	1.03
PTPN21	0.2737
GDPD3	-0.0111666666666667
PNPLA5	-0.352
TBR1	-0.173333333333333
FAM116A	0.38025
IQGAP1	0.487875
FOS	3.655875
ZNF226	0.5605
FIGNL1	-0.863
C14orf1	-0.0173333333333333
ZMYND17	0.394
PUS7	-1.218
TUBB6	-0.643
KCNQ2	-1.8835
MARCH6	0.011
CCDC33	-0.6755
PRODH	-0.785
RBM11	1.79275
EPHA6	0.398125
SLC43A1	-0.89
LOC196541	0.229
NTN1	0.720666666666666
ING4	1.12
PCDHB10	1.395
DPH2	-1.0565
SPACA4	-0.10875
FBXL21	-4.022
DIAPH1	-0.292166666666667
ZNF71	0.536
CEP76	-0.6345
CORO1A	-0.3495
RRM2	-4.79425
EDG4	0.033
OS9	0.582333333333333
SLC4A1AP	-0.057
COG5	-0.52925
COPS8	-0.29575
NGLY1	-0.45275
NCBP2	-0.8675
C17orf42	-0.0548333333333333
GPSM3	-0.2905
SIL1	0.0398333333333333
ASB6	-0.422
SMAD5OS	0.527
UNC93A	-3.441875
A1BG	-0.2985
C21orf62	0.306
FMO5	2.04641666666667
ATRIP	-0.730666666666667
CEBPG	0.0871666666666667
C7orf38	0.172166666666667
TNFRSF1B	1.05516666666667
CLEC1A	2.19716666666667
IQSEC1	0.3815
PATZ1	0.9
RBM22	1.034875
BAG2	-2.15666666666667
PAQR5	-2.099
C9orf127	0.6606
THNSL1	0.16875
SHROOM3	2.6741
JAM2	2.48375
SNRPN	-0.77575
ALX4	-0.1295
CACNA1S	-0.2595
FAM130A1	0.47425
CORIN	0.746
CD300LB	0.1365
PLEKHG6	0.9115
LRRC40	-0.73225
PCLKC	-1.93175
PCDHB16	2.045
WNT2B	0.377166666666667
ASNS	-1.98688888888889
MRPL49	0.000875000000000001
FLJ46111	-1.34025
ISG20	0.03175
SMU1	0.0335
CASZ1	0.5315
POLR1D	-0.304
GIN1	-0.12375
SNAG1	0.989333333333333
ANKRD29	1.214
CDKN2AIP	0.31875
KRR1	0.2915
CXCL1	-0.4825
EPM2A	0.5629
PC	0.2005
DEFB127	0.4235
PDZRN4	2.11183333333333
FAH	0.598
OR51E1	2.575
CDC2L6	-0.196666666666667
DNTTIP1	-0.34975
PAX8	-0.7405
TMEM116	0.84975
C1orf150	-0.184
PRO2012	0.1995
MRPL40	-0.657666666666667
BEX1	-3.1652
SLC2A4	1.56966666666667
PKMYT1	-3.06275
FEZF2	-0.315333333333333
SLC26A9	-0.9775
MAP2	0.671666666666667
LYL1	-1.345
SLC25A19	-1.73316666666667
NOS3	-0.349
ZNF34	0.959166666666667
TMPRSS11F	0.09425
FAM43A	0.846
FCRL4	0.2845
KLF14	-0.13575
FLRT2	1.36616666666667
WRN	-0.722
SDF2	0.4025
KRT8P12	-0.77075
C6orf195	-0.206
C9orf125	0.0891666666666667
DZIP3	0.1905
RIT1	-0.378083333333333
SCML1	-0.406333333333333
RHBDF2	-0.654125
OR2G3	-0.169
REXO1L1	-0.291
MAP3K7IP3	-0.45625
C3orf57	-4.2625
FBXW11	-0.589833333333333
ETAA1	-0.3645
C14orf131	-0.0489
AKT1S1	-0.57125
SLC12A5	-0.73575
C9orf164	1.25025
NRIP3	1.04725
NOS1AP	0.68825
TMEM121	0.02675
SAP30BP	0.0734
DGCR6	0.45
WDR76	-2.1005
FAM82B	-0.518083333333333
LOC606495	-0.434
MAP9	1.54741666666667
BCDIN3D	0.63375
CXorf36	3.291
DSCR3	-0.4846
ZFAND3	-0.177625
C7orf43	-0.503166666666667
SPSB3	0.5505
C19orf19	-0.311
FAM133A	-1.691
C12orf25	0.2495
SLC39A3	-1.153625
DISP2	0.34125
PI4KAP2	-1.786
MKRN3	-2.7485
ADAMTS13	-0.636875
CBLN3	0.2382
TTYH1	0.912
C3orf18	1.22375
FLJ13236	-1.06725
ZMYND12	2.28575
C18orf25	0.0285
GLB1L3	-0.537
ATP13A5	1.5615
RANBP10	0.16675
CD96	-0.107
DENND1C	0.1105
RBMS3	2.1262
SLC41A3	0.868333333333333
DGCR6L	0.343
TMEM128	0.895333333333333
CSNK1G3	-0.180642857142857
MOBKL2C	1.669125
TSPAN6	1.07875
MATN2	2.382
MSL2L1	-0.0533333333333333
ST6GALNAC2	0.491
FGFBP2	2.239375
FGL1	-2.52833333333333
MPP3	-0.894666666666667
ARHGEF6	2.062
TGFBR2	1.97125
ACMSD	0.84825
IL33	5.16225
C9orf5	0.540416666666667
DEAF1	-0.205
AMN	-0.9805
DEFA6	-0.034625
RNF212	-0.53825
METT5D1	0.037
CIB1	0.1112
TSSK1B	0.0845
KIAA1727	0.33025
ZNF680	1.25391666666667
LOC399900	-0.7325
LOC152217	-0.154666666666667
CTNNAL1	-1.558
CIT	-3.69508333333333
TLE6	-0.42325
ZNF607	-0.9595
HERC4	-0.575
DRAP1	-0.82
PEMT	-0.1425
C10orf111	0.723
ZNF575	0.29
KCTD7	0.28675
MYO1F	0.823
LOC285382	0.85775
RAB11A	0.609
PLCD3	-0.227
C15orf28	0.05275
PTBP2	-0.159125
CTB-1048E9.5	-0.52575
C19orf60	-0.3195
C7orf25	0.47
SETD7	0.828375
HOXB9	-5.233
VANGL1	-0.9126875
CHAF1B	-1.86525
NDUFA3	-0.121
KIAA1328	0.288166666666667
SHARPIN	-0.1855
TTC23	0.3765
UGP2	0.391666666666667
ANKIB1	0.2799
CIRBP	2.54371428571429
SEC14L4	-1.913
OVCH1	0.0698333333333333
VPS52	-0.1735
FAT	0.51225
M6PRBP1	-0.69475
GPRIN3	0.681
PPM1F	-0.820666666666667
TSR1	-1.0775
CCDC85A	3.14225
PCSK5	2.04575
ZFHX3	0.3855
HEMK1	-0.0898
PGBD2	0.3605
RSRC2	0.297833333333333
AURKC	-1.45083333333333
SCRIB	-0.085125
ORM2	-4.43666666666667
FAM115A	0.3254
FZD6	0.343
UNC119	-0.0881666666666667
GPX3	1.2202
NOV	1.576125
CABC1	0.736125
CDC42SE2	0.822625
EIF2S2	-0.9919
RNF130	1.049875
CKAP5	-1.4025
RP11-413M3.2	-0.664375
C10orf18	0.2987
TMEM93	-0.626
DYX1C1	0.96525
KCNMB2	-0.155375
ANK3	1.98483333333333
KRT5	2.5804
CDH12	-0.478125
QRSL1	-0.112375
JUB	-0.74075
SHC4	0.079
CCL15	2.54366666666667
CCDC22	-0.50825
SNX24	-0.1015
RARS	-0.762
MORC2	-0.106375
FAM48A	0.001
MT1H	-0.574
PPP1R14C	0.1215
FOXD1	-2.78035714285714
C1orf213	-0.22725
AMT	-0.1765
DSN1	-1.80625
PTPLAD2	2.3
DIS3L	-0.2835
RASL11A	1.56975
GPRC5B	0.8165
FRMD7	0.233
STRN4	0.059
KITLG	1.33509090909091
HDGF	-1.04875
OR1S1	0.5085
SETX	0.1578
DDR2	1.662
KCTD12	3.15425
LYZL2	-0.54075
WDR52	0.693
TMEM2	0.051625
ZNF579	-0.112833333333333
LOC200810	-0.60375
TNFSF9	-2.167625
PPFIA4	-3.56
CNIH3	-0.399
MAP4K4	-0.733285714285714
ROD1	-0.720785714285714
ALS2CR12	-0.054
DOCK3	-0.747333333333333
PAQR9	-4.18075
ASB17	-0.274
STX16	-0.735
FEZ2	0.425333333333333
DLAT	-0.922333333333333
KIF21B	-1.2665
CDC5L	-0.26225
TMEM119	0.875
CRIP3	-1.083
TPSD1	0.2765
TEPP	-0.41575
GNGT2	1.20025
C21orf121	-0.23125
WNK1	-0.160416666666667
FLJ10490	-0.0851
OR51B5	-2.758
LOC203547	-1.124125
HAS1	-1.0695
PPA1	0.127166666666667
ST7	-0.0295
C11orf46	0.8192
POPDC3	-3.14216666666667
ACOX2	0.924166666666667
ATCAY	-1.06683333333333
TM4SF19	-1.67025
MFSD9	-0.9805
PDHB	-0.24275
ERN1	-0.18775
LCE3C	0.0065
GPR111	0.4415
NOTCH3	0.5325
ADAMTS5	4.68475
B3GALT1	-0.314
UGCGL1	-2.01783333333333
FAM58A	0.271166666666667
FBXO32	2.405
CLPP	-0.55375
NXPH1	-1.35575
MTMR3	1.19516666666667
ATP1B3	-1.431125
TMEM16A	3.813375
HIST1H3F	-1.15833333333333
TRIM25	-0.482166666666667
SDCBP2	0.644
CRKL	-0.8205
HOXB2	1.51733333333333
ANP32B	-0.823125
GATM	4.27
AP4E1	-0.51125
EDG5	0.1705
CDKN3	-4.62183333333333
CDH4	-0.564
PGD	-0.887833333333333
RND1	-0.215
GAD1	-2.7932
MPG	-0.477125
LOC440350	0.0305
ZNF133	0.496
SERPINB12	-0.176
AMELY	-0.147166666666667
DHX36	-0.5125
TNFAIP8L2	2.7575
PHTF2	-0.589888888888889
CCDC112	-0.665333333333333
IQCC	-0.8635
HEYL	1.87066666666667
FTSJ2	-0.482666666666667
APPL1	0.633875
RAB43	0.640785714285714
OR10G2	-0.207
WAC	0.484666666666667
ADCY9	-0.227
RUNDC2B	0.235666666666667
PYCRL	-0.7468
AGPAT7	0.0615
SLC22A9	-1.05433333333333
CDKAL1	0.051
PDYN	-0.311166666666667
C20orf74	0.599
MTMR11	1.415
VAV3	3.22008333333333
DAPL1	1.8165
STXBP3	0.6405
EIF3G	0.26975
ARHGAP22	-1.29575
NPFFR1	-0.226
NPC1	-0.3115
ALDH9A1	1.23333333333333
ZNF600	0.653
ZNF678	0.991833333333333
RASSF1	0.07425
ADD2	-1.99075
PITPNB	0.38325
PKD2L2	-0.138
LRP11	-0.08325
CDKL1	0.20225
SMEK2	0.16425
PRODH2	-3.98183333333333
C11orf54	0.947666666666667
SFRS11	-0.007
IL7	1.55516666666667
ALS2CR16	1.01975
BTG3	-0.273
PAK2	-0.434444444444444
RP11-679B17.1	0.60825
GATA4	-2.10283333333333
ATP2B1	0.15875
LOC130940	2.252
C1orf172	2.48483333333333
ATF7IP2	-1.2015
SLC25A43	0.396166666666667
CENTG3	-0.03625
IGF2BP1	-4.564
FCHSD1	0.285
CAMK2N2	-0.331166666666667
ELAVL3	-0.3344
NBPF15	0.194333333333333
UBE2J2	-0.165583333333333
GNL2	-1.075
PRR3	-0.6818
NLF2	-0.80625
OR4F6	0.0405
KLHL24	1.287
CCDC88A	-1.0888
SGPP1	-0.3595
C10orf11	0.883833333333333
SLC35B4	-1.56983333333333
UGT3A2	-1.5025
ARNT2	-0.0667
CBR1	-0.12375
ITPR3	-1.40583333333333
TRAPPC6B	-0.4522
AMZ1	-2.017
ARP11	1.32325
WDSUB1	0.90175
APBA1	1.4555
RAB2A	0.4362
C6orf162	0.63475
HPSE2	1.804
PLCE1	0.35575
INSL3	0.899
DLG1	0.2109
PTPLA	-2.1375
PIGX	-0.56075
TFIP11	0.360833333333333
FIBIN	2.83
POLR2G	-0.67625
GRAP2	-1.052
DNAJB8	-0.21625
CNBP	0.599166666666667
WASF1	-1.4175
INPP5E	-0.3149
HSPB1	-0.8170625
TMEM167	-0.5152
CUBN	0.56975
IGF1	4.2903125
ITPK1	0.0152
NAALAD2	-0.0905
G3BP1	-0.4086
NT5DC1	0.672875
CYP39A1	2.2185
TMEM139	1.655
POLK	0.2007
GLULD1	-1.412
RBM15	-1.15116666666667
AMZ2	0.04525
GDF15	-3.7615
MESDC2	-0.29475
INCA	1.01733333333333
ACY1L2	-0.2285
GZMM	-0.616
PAIP1	0.0315
CACNA2D1	0.53175
STK32C	-0.381166666666667
SH3BP4	0.986833333333333
DEC1	-0.1375
PADI1	-0.1315
UBB	0.0915
PON3	0.2025
PROP1	-0.4135
ANKRD13B	-0.938
ADCK1	-0.27025
TCF25	0.2235
SLC38A5	-3.6735
CXorf26	-0.0698333333333333
C19orf39	0.086
PPP1R13B	0.43325
ARL2	-0.601
TCL6	-0.222083333333333
TOP3A	-0.894
SLC16A14	-0.00862499999999998
FXYD6	2.06516666666667
HIST1H4E	-1.414
BBC3	-0.129105263157895
UNC5A	-0.0543333333333333
FAM86C	-0.609
PI4KB	0.5695
B3GAT1	-2.71375
SUSD2	1.36333333333333
OAZ2	0.202833333333333
NOC4L	-0.926
C10orf12	-0.81775
FADS1	-2.70483333333333
LOC144097	-0.94575
DKK2	1.94116666666667
KIAA1949	-0.01475
RHOT1	0.2886
OXT	0.3905
GPR153	-0.2685
ARL4A	0.562833333333333
SAAL1	-1.3545
CCDC64	-0.9455
USE1	0.0271666666666667
HNMT	1.30316666666667
PCGF3	0.4126875
CYP2C19	0.13875
C20orf4	0.0395
CCDC11	0.635
ACSBG2	0.41025
RWDD2A	-0.056
PALLD	2.857375
CPLX4	-0.1095
LOC492311	2.22175
KPNA2	-2.798
MACROD1	-0.6581
TMCO3	-0.0218333333333334
C15orf52	2.1595
BIRC5	-4.17126666666667
PRR16	-0.205833333333333
