Hybridization REF	TCGA-B6-A0RT-01A-21R-A084-07
MUSK	-0.00733333333333334
ZNF434	0.0623333333333333
SMARCD1	-0.716333333333333
ZFP106	-0.42925
ZNF347	0.6738
GTF2E1	0.19925
RY1	-0.1855
ATAD2B	1.03775
ARHGAP17	0.4574
KCNIP3	-0.361
SFPQ	0.139
GFRA4	0.4555
AKR1B10	-4.130625
TIGD6	0.0611666666666667
RGS16	1.4305
URB1	-0.618833333333333
OR4C46	0.0208333333333334
TOP3B	-0.7675
NFATC4	-0.3645
CA14	-5.09975
BMPR1A	-0.174666666666667
SNRP70	-0.226125
PRL	0.513818181818182
C6orf130	-0.308
STAG2	1.0135
CD55	-1.31035714285714
RPS23	0.2085
SSX2	-1.81983333333333
FDPSL2A	0.21975
FBXO27	0.714125
SYNGR3	-0.7765
TMSL3	1.916
EML1	-0.091
NUP93	-0.4245
SMAD3	-0.5963
KIAA1189	1.01633333333333
HNRPUL2	0.965833333333333
TBC1D12	0.491833333333333
C16orf24	0.61425
MRVI1	2.29383333333333
ZNF581	-0.1545
ELOVL3	0.041
OR51Q1	0.46575
CACNB3	0.6715
GALNT13	-0.2865
C10orf84	0.26175
NEDD4	-1.2898
SPO11	-0.05
OR5AU1	0.0545
NEK4	-0.3305
PRKAR2A	-0.549333333333333
IHPK1	0.1915
ATP6V0B	0.281125
CACNA1E	0.669
CEACAM8	-1.01816666666667
PEX14	-0.2245
FLJ12993	-0.2415
ZBTB38	0.274666666666667
PCTK2	0.546333333333333
LRRC16	-0.1414
FBLIM1	0.529583333333333
FYCO1	0.908
RP5-1022P6.2	0.593083333333333
CMTM1	0.3235
PLTP	0.8855
RAPH1	-0.301875
DOCK8	3.330125
EZH2	-0.361466666666667
SLC25A1	-0.352833333333333
PLEKHB1	0.1049
GRB7	0.2608
ZFP37	-0.1765
MRPL33	-0.939
PELO	-0.51975
ARMC1	-0.107272727272727
C9orf27	-0.110125
FLJ25778	-0.122
C9orf37	-1.08416666666667
TMEM66	1.51425
SPRN	-0.053875
HBEGF	-0.594375
PI4KA	-0.4095
LEPRE1	-0.7215
POU2AF1	1.640125
MRPL12	-0.231333333333333
REP15	-0.5755
ZC3H3	1.12925
RASAL1	-0.95625
DDAH1	-0.72575
ACBD5	0.683625
TMC2	0.291
CCDC137	-0.23075
SAMD13	-1.032
UGT2B15	-3.68016666666667
TIPARP	-0.56075
DNASE1L3	3.45425
TRIM72	0.2296
DBX2	1.3435
IPO8	0.15175
C21orf88	-1.5129
MAP3K14	1.6655
LOC51233	0.237833333333333
GGTLA4	-0.10875
PDE6D	0.58925
ZNF117	0.12475
CLK2	0.407125
NKRF	0.04525
TNFSF15	0.7753
DUSP2	1.668875
SECISBP2	-0.2413
GABRR2	-0.3425
PPAP2C	1.0405
LOC51145	0.215333333333333
PAG1	1.982625
PIK3C3	-0.067
GNG10	-0.5775
APOL4	1.51933333333333
ANKRD28	-0.64
STMN3	-1.0936
RAB14	0.6728
CDK2AP2	-0.08
HDDC3	-0.43125
COMMD7	0.246375
CXXC1	0.07975
HMCN1	-0.6445
CD40	2.12075
DYNC1LI2	-0.291125
GDI1	-0.02225
LOC646938	-0.20475
VSNL1	-1.99466666666667
PIH1D1	-0.108333333333333
RAET1G	0.092
KRTAP5-9	0.0645
EFTUD2	-0.373
ZNF311	0.727333333333333
ATP6V1G3	0.54125
OR2W3	-0.56
SCN4A	0.53575
MED10	-0.146875
FAM135A	0.4219
ARHGAP4	1.33575
EHMT2	-0.822375
UFD1L	-0.175
ERMP1	0.5675
MAG1	0.750333333333333
THAP8	0.189333333333333
HACE1	-0.553166666666667
FAM82C	0.392
C3orf20	0.153
UNC84A	-0.380833333333333
SCD5	0.598428571428571
LASS6	0.283875
LSG1	0.4825
MAL	-1.8735
GPR22	-0.146
WDR5B	0.08975
ACTRT1	0.8125
C17orf60	1.01616666666667
GRIN2C	-0.255
ARMC8	-0.380833333333333
SLC47A1	-1.9865
DMPK	-0.32925
DHRS13	-0.742
SMC1A	0.389666666666667
KRTAP17-1	0.572
SMYD5	-0.552
TUSC2	-0.139
CRHR2	0.418
KIR3DL2	1.5185
CCDC104	-0.7585
ATP2C1	0.45375
CROT	-0.15975
PABPC3	1.0485
EGR1	-0.8845
THSD1	0.45225
KHK	-1.38575
SLC12A2	-0.0434375
CD58	-0.30875
STOX2	0.738833333333333
CCDC76	-0.099
CCDC48	1.2995
DNAH1	0.894833333333333
ZIC4	0.180875
OR1G1	0.254
PSMC6	-0.4345
PROKR1	-0.167
ABCB1	1.31625
TRAT1	3.2825
LLGL1	-0.02
MTF1	0.4365
USP54	-0.492125
PAGE2B	-1.774
ITGB7	-2.27375
CCDC81	0.2355
LOC149837	0.70225
SCUBE1	0.146
ZSCAN10	0.605
HUWE1	0.588714285714286
CDH17	0.1475
CD180	2.45925
IL17A	0.48025
TMPO	-0.133
KIAA1524	-0.617666666666667
HDGFRP3	-1.18
OXCT1	-0.553
RRAS2	-0.652833333333333
LTBP2	2.824375
SV2B	2.71216666666667
CYP2A6	0.30575
PKD1L2	-0.8672
PPM1M	1.47125
FLJ22662	1.57083333333333
ZNF502	1.6765
GP6	-0.64275
CRYBA2	2.353
LEF1	-0.4208
CTPS	-1.01557142857143
EYA1	-2.08883333333333
EPS8L1	-1.034
MAPK14	0.0560833333333333
SERPINB2	-1.414125
GTF2F2	-0.395666666666667
ZNHIT4	-0.422
PLA1A	3.818
C20orf114	0.53975
HPR	-2.8285
C18orf2	-3.15433333333333
SATB2	-1.6565
KCNJ9	-0.199625
MGC157906	0.4745
MOCS3	0.50575
C17orf71	-0.204166666666667
PPHLN1	0.4113
HIST1H2BN	-0.97375
RAPGEF1	0.486125
MAP3K8	1.83775
DLG4	0.0715
STC1	-1.88866666666667
CDGAP	2.611
DDX26B	1.304
LOC150223	-0.682
CPSF3	-1.11783333333333
TMEM14A	0.01075
MYH3	-0.113
GPKOW	-0.005
SULT1A1	-0.854666666666667
SPON1	2.2318
YY1AP1	0.712
RAB23	0.04
PLA2G4A	-3.17675
MAPRE3	-0.684
ZNF516	0.331142857142857
GGPS1	0.8135
EXOC3L2	-0.12875
C19orf42	0.3594
MAP2K2	-0.404
HIST1H2BB	-0.72225
RNF19B	1.7905
C6orf128	-0.226166666666667
TLR8	3.8895
PCDHA9	-0.2025
CARS2	0.70175
CLUL1	1.95416666666667
RHAG	-4.1375
UNK	0.215
EXOC8	1.1968
C9orf95	1.8705
C14orf143	-1.1965
MAML3	-0.023875
LDHA	-2.28575
MRPL20	0.96125
KLHDC6	0.0666666666666667
ATP5S	-0.634
C8orf55	0.704
PHF19	-0.842
KRTAP13-4	0.356
TTC5	0.074
XKR5	-0.3485
SILV	-4.41683333333333
TEX28	-0.204
TCTN1	-0.2535
CX40.1	0.11975
PPP2R5C	0.2535
C12orf30	-0.2565
CAPG	2.506
MPZL1	1.612
ARSB	-0.0808333333333333
TDH	-1.1275
WASF4	0.51925
TSSK3	-1.23033333333333
7A5	2.7175
CRISPLD1	1.2325
MAD1L1	-0.335166666666667
SPIN4	-0.5355
AMPD1	2.27125
DPYSL5	0.012
INPP1	0.6515
ANKRD11	-0.411166666666667
NPAS4	0.399125
GCET2	2.5504
RNASE9	0.4825
GUCY2D	0.9805
CCDC98	0.25775
FGF4	-0.4405
CPM	0.286333333333333
SLC26A4	-2.06666666666667
PLD5	0.72825
FAM59A	0.2304
FBXO5	-1.18922222222222
SIPA1L1	0.160375
DPYS	1.8635
ATG4D	-0.34425
TGM3	1.2705
MTCH1	0.397875
HK1	-0.437214285714286
CDC26	0.378875
GALNT12	-1.71516666666667
LOC339229	0.03225
MRPL35	-0.5185
ORC4L	-0.817625
TNKS	0.403357142857143
C2orf24	0.197333333333333
ZNF553	-0.569
GGTLA1	2.9043
ZNF497	-0.84325
CDY1B	1.08875
SLC30A4	0.559
TUB	0.10325
ARHGEF18	0.8395
ARRB1	0.37475
KCNK1	0.778125
EREG	-2.4422
SCAMP5	0.175
RUNDC3B	1.79775
ADAMTS20	-0.641
IL17RB	-1.76775
FLJ20323	-0.20775
MCAM	-0.422375
POLR3E	-1.68516666666667
AQR	0.369666666666667
IPMK	0.0845
CDCA7	-1.788875
CAMP	0.16625
GRHL3	3.82325
ADAMTSL2	0.470666666666667
CLMN	2.46666666666667
SSTR3	0.2835
MAGEA5	-2.24166666666667
OVOL2	0.98225
JMJD1B	0.103
RBL2	1.2909
PYGO2	1.1425
PPP1R10	0.245
CSE1L	-0.432166666666667
LCA5	0.15825
RDH16	-0.1115
ASRGL1	-1.363875
TOM1	0.00950000000000001
PTX3	-3.222
TTC15	-0.00225
SCGB3A1	2.92083333333333
MRPL50	-0.61475
RCAN3	1.4565
SLC26A11	0.414
STYX	0.831833333333333
CINP	-0.71575
MARCH7	0.16875
PFKM	-1.94383333333333
SGMS1	0.0693333333333333
RIOK3	0.1655
C1orf110	0.3505
CES7	0.033
LOC440248	-0.421
PPP1R12C	0.56375
C10orf27	0.189
ATG9A	-0.8645
MRPS26	0.25725
TMEM40	3.3815
ELP3	0.2425
ZNF787	0.6284
HIAT1	0.2725
C8orf34	0.7925
MGC4655	-0.2296
PELI1	1.21216666666667
PPT1	0.3145
SLC35C2	-0.061
C6orf125	-0.90825
MUC4	-1.57966666666667
RFC4	-0.692857142857143
GNB2	0.179333333333333
NUP50	0.500571428571429
SULT4A1	0.993666666666667
C7	3.75725
CCDC130	0.344
ARRDC4	1.18475
RQCD1	-0.39475
GLYCTK	-0.80825
AYTL2	-0.597454545454545
MTUS1	-0.0759
LEMD3	0.264333333333333
PLEKHF2	0.6715
HOXA7	-0.561
GTF3C2	-0.759
DYNLRB2	0.37275
CNOT10	-0.49175
MR1	0.648333333333333
FFAR1	0.16325
PRIC285	0.0275
SLITRK6	-0.94825
LIX1	-1.9854
UBE1L2	-0.440666666666667
F8	1.841875
ACHE	0.3
KPNA5	0.3175
TNFRSF12A	-0.763833333333333
EGR3	0.7565
SERPIND1	-3.6095
OASL	4.31225
IFRD1	-0.35075
WDFY1	0.9605
ZNF267	1.28875
ACCN5	0.209
ZBTB6	0.31275
PPP1R3A	-0.092
PRRT3	0.553
FBXL19	-0.322
TXNIP	1.43021428571429
ACTN2	-0.8135
ATG9B	-0.194375
C9orf117	-0.525625
IL27	0.199
RPL36AL	0.0505
KLK15	-0.00474999999999998
CHAD	0.079
RAP2B	0.5278
HEBP2	1.42775
ZNF342	0.9855
CAMK2G	-0.404166666666667
TLR3	1.25775
FGF14	0.2645
HMGB2	-0.22875
TRPM5	-0.343166666666667
OR5M11	-0.8785
KIF3B	-0.628263157894737
PRICKLE2	-0.18275
MTMR9	0.245125
C3orf27	-0.18975
GLRA3	-1.14916666666667
NSDHL	0.4175
TMEM32	0.2765
POLR2D	-0.6835
MYADML	-0.0785
C9orf114	-0.9115
MRGPRX1	-0.051
TOPORS	0.3785
CLDN19	0.47075
C1QL4	-0.13
RNF165	-0.6805
DHRS9	0.7395
DNAH2	-1.182
FXR1	-0.104166666666667
ZMYM3	-0.674625
CASP3	0.606
FAM120C	0.06875
SCLY	-0.70125
CA7	0.1935
ENTPD5	0.109166666666667
ZNF461	0.057125
PDIA5	-0.35025
C1orf19	-0.6425
TMEM67	-1.003
KCTD20	-0.4375
WDR47	0.2505
FLJ38723	0.0975
KLRF1	3.28133333333333
TAS2R16	0.0855
CLDN12	-0.7215
PRKCE	-0.31425
UBXD4	-0.08525
ITGAM	3.089
GLT8D3	0.502875
WDR31	-0.0212
RGS2	0.27325
OR51L1	0.228
MST1R	-0.313
KIAA1737	0.13175
OR4A5	-0.0805
GLIS1	-1.20566666666667
PTMA	1.08257142857143
NAPA	0.85275
PRDM11	-0.061
LIPF	-0.388
DIRAS3	0.76725
ASGR2	-3.72475
C1QTNF4	1.04275
PIK3R4	-0.338666666666667
ARMC3	0.952
NDUFV3	-0.25575
BTBD3	-0.638333333333333
PPP1R2	0.597583333333333
UBE2NL	0.0285
FOSL2	1.1745
FAM119A	-1.25
TUBA4A	0.0417
KRTAP12-1	0.12975
SFRS2	0.04125
RHPN1	-0.5884
EEF2	-0.441666666666667
ZDHHC11	-2.04933333333333
EPHA3	-1.8088
RBM12	-1.02525
H2AFJ	-1.23233333333333
EDIL3	0.4695
KIF26A	-1.077
SERGEF	-0.384
B3GALT4	2.87225
LOC90925	4.50183333333333
OSCAR	0.741125
NPFF	-0.414875
DEDD	0.871375
TMEM155	0.67225
PTPN1	0.488
SCYL2	0.1085
SKAP1	3.58025
LEAP2	-2.383
GADD45G	1.5503
IFITM3	0.757875
PILRB	0.0181666666666667
SLU7	0.2369375
DSC3	3.32875
DNMT3L	-0.26725
PAPD5	-0.019125
B3GNT3	0.153833333333333
LHCGR	0.596
MSL-1	0.421
UBE2S	-0.840375
SAP130	-0.61625
ANAPC11	0.30875
MAGED4B	-0.9395
ATP6V1B2	0.780833333333333
C14orf179	0.420875
CAPZA1	0.50075
CDYL2	-0.130666666666667
GLRX3	-0.929833333333333
LOC136288	-0.704
MOBKL1A	-0.09825
HTR2B	3.03125
CRYGD	0.0131666666666667
NUS1	0.977166666666667
PGRMC1	2.0085
MYOM2	1.016
FLJ39653	-2.02283333333333
CHM	-0.1459
OR5M8	0.632
ZNF619	-0.157
FAM105A	1.9075
CCNL1	-0.16725
NAP1L3	-0.152
C10orf57	1.23883333333333
B3GALNT1	0.559833333333333
CSN1S2A	-1.0665
TCP10L	0.30775
GDAP2	1.010125
DMKN	-0.464166666666667
COX6B1	-0.1915
DNASE2	0.800166666666667
MSH5	-1.29075
LGMN	0.716625
USP31	0.3796
OR13C8	0.3995
SDCBP	-0.0789
NUDT11	-0.807833333333333
PYGL	-2.334
SNPH	-0.0598333333333333
B3GNT4	-0.8245
MIZF	-0.0795
NUBPL	-1.36725
NOD1	1.09366666666667
CDH22	1.036875
NUBP1	0.451833333333333
DSCAM	-4.18675
DGKI	-0.144
FAM136A	-0.336
AKAP1	0.381166666666667
SLC16A6	-1.2445
RIN3	1.6805
PSG2	0.10625
DIP2B	-0.41425
PSORS1C1	-0.4545
KIAA0495	0.632
FLJ90709	0.152833333333333
LPA	0.2655
PIGA	0.229
LY75	4.139
UTS2	-4.0435
RREB1	-0.00525
GALNACT-2	0.8722
MGC3196	-0.94575
FLJ31568	0.52075
LPHN1	-0.33825
SP1	0.531
TOX4	0.0538333333333333
HSPA9	-0.3073
APOBEC1	0.0145
SLC35E4	-0.88425
LSM5	-0.78175
SURF1	0.01025
ZBTB1	0.697666666666667
GTF2F1	-0.11175
RPS15A	-0.226142857142857
DUSP21	-0.647666666666667
GINS4	-2.63533333333333
MYO15A	-0.289833333333333
GIMAP7	4.7805
MGC13379	1.14
ATP6V1E2	0.217166666666667
UTP3	0.04425
HNRPA3	-0.7875
MT4	0.412
C14orf155	-0.276
U1SNRNPBP	-0.09175
CKLF	-0.333
PLEKHN1	0.849333333333333
MBNL1	0.7945
NUP160	-0.51825
ACSM2A	-1.79175
LOC129881	-0.74725
KIAA1529	-0.115
FLJ22639	-0.3225
HAND1	-1.655
GSX1	0.1015
FGA	-4.0149375
SERPINB1	0.18125
ZNF642	0.9585
IGFBP1	-8.28175
SLC1A1	-0.931625
DHX57	0.00600000000000001
ZNF766	-0.6335
PTPN21	0.6767
GDPD3	-1.37716666666667
PNPLA5	0.2065
TBR1	0.296166666666667
FAM116A	0.00575
IQGAP1	0.465375
FOS	-1.465125
ZNF226	-0.302875
FIGNL1	-0.228333333333333
C14orf1	-0.0436666666666667
ZMYND17	-0.4275
PUS7	-0.736166666666667
TUBB6	-0.5205
KCNQ2	-1.26925
MARCH6	-0.297916666666667
CCDC33	0.1615
PRODH	0.2755
RBM11	0.73525
EPHA6	0.1625
SLC43A1	-0.89175
LOC196541	-0.093
NTN1	0.3435
ING4	0.70625
PCDHB10	0.199
DPH2	-0.351666666666667
SPACA4	-0.12325
FBXL21	-3.604
DIAPH1	0.243666666666667
ZNF71	0.6395
CEP76	-0.197
CORO1A	1.93225
RRM2	-1.639375
EDG4	1.0305
OS9	0.0905
SLC4A1AP	0.13675
COG5	-0.53425
COPS8	-0.1425
NGLY1	-0.3485
NCBP2	0.538375
C17orf42	-0.700833333333333
GPSM3	1.48225
SIL1	-0.0433333333333333
ASB6	0.18325
SMAD5OS	0.254166666666667
UNC93A	-2.948625
A1BG	-1.22283333333333
C21orf62	0.1895
FMO5	-0.719916666666667
ATRIP	-0.440333333333333
CEBPG	0.2005
C7orf38	-0.534666666666667
TNFRSF1B	2.35433333333333
CLEC1A	1.8065
IQSEC1	0.65975
PATZ1	0.0908
RBM22	0.471625
BAG2	-2.43016666666667
PAQR5	-0.445333333333333
C9orf127	0.2779
THNSL1	0.233
SHROOM3	1.5333
JAM2	1.318
SNRPN	-1.7205
ALX4	-0.1355
CACNA1S	-0.039
FAM130A1	0.8995
CORIN	1.034
CD300LB	0.7365
PLEKHG6	1.1315
LRRC40	-0.9685
PCLKC	-1.55175
PCDHB16	-0.975
WNT2B	0.3555
ASNS	-0.955888888888889
MRPL49	0.377625
FLJ46111	-1.84025
ISG20	2.48075
SMU1	0.051
CASZ1	0.3935
POLR1D	-0.373166666666667
GIN1	-0.72625
SNAG1	0.787
ANKRD29	-0.6185
CDKN2AIP	0.1755
KRR1	-0.673
CXCL1	-0.996
EPM2A	0.042
PC	-0.4795
DEFB127	0.2255
PDZRN4	0.3955
FAH	-0.687625
OR51E1	1.111
CDC2L6	1.59183333333333
DNTTIP1	0.124
PAX8	-0.058
TMEM116	-0.6075
C1orf150	0.00600000000000001
PRO2012	-0.11825
MRPL40	-0.726166666666667
BEX1	-3.5953
SLC2A4	-0.81
PKMYT1	-0.08
FEZF2	-0.6395
SLC26A9	-0.1625
MAP2	0.989833333333333
LYL1	-0.1075
SLC25A19	-0.0141666666666667
NOS3	0.073
ZNF34	1.134
TMPRSS11F	0.02075
FAM43A	0.66925
FCRL4	2.4165
KLF14	-0.051
FLRT2	0.0471666666666667
WRN	-0.42875
SDF2	-0.1531
KRT8P12	-0.98825
C6orf195	0.5225
C9orf125	-1.25833333333333
DZIP3	-0.002
RIT1	0.292666666666667
SCML1	-1.13883333333333
RHBDF2	1.1775
OR2G3	-0.411
REXO1L1	-0.171
MAP3K7IP3	-0.297
C3orf57	-6.0075
FBXW11	-0.113166666666667
ETAA1	-0.706
C14orf131	-0.0812
AKT1S1	-0.08375
SLC12A5	-0.723375
C9orf164	2.357
NRIP3	-1.0885
NOS1AP	-0.32425
TMEM121	-0.25525
SAP30BP	0.3573
DGCR6	0.955
WDR76	-0.84325
FAM82B	-0.819416666666667
LOC606495	-0.1825
MAP9	0.29975
BCDIN3D	0.232
CXorf36	3.38
DSCR3	0.2057
ZFAND3	0.190125
C7orf43	0.235333333333333
SPSB3	0.6438
C19orf19	0.17425
FAM133A	-3.619875
C12orf25	0.3055
SLC39A3	-1.059125
DISP2	1.12775
PI4KAP2	-1.791
MKRN3	-1.372
ADAMTS13	-0.77975
CBLN3	0.2119
TTYH1	-1.08033333333333
C3orf18	-0.0795
FLJ13236	-2.5715
ZMYND12	1.2205
C18orf25	0.78425
GLB1L3	-0.6205
ATP13A5	1.0365
RANBP10	-0.216
CD96	2.1837
DENND1C	2.7435
RBMS3	0.6293
SLC41A3	0.490833333333333
DGCR6L	0.947
TMEM128	0.322166666666667
CSNK1G3	-0.480642857142857
MOBKL2C	1.5025
TSPAN6	-1.228375
MATN2	-0.2379
MSL2L1	0.643833333333333
ST6GALNAC2	0.0108333333333333
FGFBP2	1.366
FGL1	-6.80733333333333
MPP3	-0.986666666666667
ARHGEF6	2.389
TGFBR2	1.51675
ACMSD	-1.4125
IL33	4.99525
C9orf5	-0.00116666666666666
DEAF1	-0.2728
AMN	0.4295
DEFA6	0.190875
RNF212	0.52225
METT5D1	-0.493666666666667
CIB1	0.3591
TSSK1B	0.50975
KIAA1727	0.046
ZNF680	-0.05775
LOC399900	-1.2535
LOC152217	0.0825833333333333
CTNNAL1	-3.3445
CIT	-2.05766666666667
TLE6	-1.032
ZNF607	-0.53975
HERC4	-0.488666666666667
DRAP1	-0.0876
PEMT	-1.1995
C10orf111	0.1155
ZNF575	1.002125
KCTD7	-0.18025
MYO1F	2.105125
LOC285382	0.72125
RAB11A	-0.3017
PLCD3	-0.96325
C15orf28	-0.4035
PTBP2	-0.514375
CTB-1048E9.5	0.08275
C19orf60	0.014
C7orf25	-0.102333333333333
SETD7	-0.021
HOXB9	-4.5745
VANGL1	-0.6039375
CHAF1B	-0.72225
NDUFA3	-0.33475
KIAA1328	0.162166666666667
SHARPIN	0.369375
TTC23	-0.00775
UGP2	0.428083333333333
ANKIB1	0.3762
CIRBP	0.753571428571428
SEC14L4	-2.16566666666667
OVCH1	1.09666666666667
VPS52	-0.34125
FAT	-0.13375
M6PRBP1	-0.404
GPRIN3	1.7875
PPM1F	-0.0371666666666667
TSR1	-0.2935
CCDC85A	1.83875
PCSK5	1.68525
ZFHX3	-0.9215
HEMK1	-0.3497
PGBD2	0.4865
RSRC2	-0.2375
AURKC	-0.981666666666667
SCRIB	0.114125
ORM2	-1.97466666666667
FAM115A	-0.8281
FZD6	0.476
UNC119	-0.066
GPX3	-0.0198
NOV	1.18025
CABC1	0.845875
CDC42SE2	1.672875
EIF2S2	-0.9005
RNF130	1.238375
CKAP5	-0.0455
RP11-413M3.2	0.11025
C10orf18	1.429
TMEM93	-1.1125
DYX1C1	-0.5625
KCNMB2	-0.598
ANK3	1.16058333333333
KRT5	2.4685
CDH12	-1.44775
QRSL1	0.354125
JUB	-2.1885
SHC4	-1.47825
CCL15	1.85233333333333
CCDC22	-0.25475
SNX24	-0.432
RARS	-0.58525
MORC2	0.3625
FAM48A	0.1565
MT1H	-1.452
PPP1R14C	2.09066666666667
FOXD1	0.0519285714285714
C1orf213	-1.0795
AMT	-1.5093
DSN1	-0.961
PTPLAD2	3.5575
DIS3L	-0.417
RASL11A	0.16475
GPRC5B	0.653375
FRMD7	0.3465
STRN4	0.2015
KITLG	0.609272727272727
HDGF	0.58625
OR1S1	0.088
SETX	0.5802
DDR2	0.16775
KCTD12	2.779
LYZL2	-0.439
WDR52	-0.54
TMEM2	0.389625
ZNF579	0.432833333333333
LOC200810	-0.4005
TNFSF9	-1.489625
PPFIA4	-4.23475
CNIH3	-1.6875
MAP4K4	-0.362857142857143
ROD1	0.709285714285714
ALS2CR12	0.203
DOCK3	0.1285
PAQR9	-4.0545
ASB17	-0.160833333333333
STX16	0.399375
FEZ2	0.0806666666666667
DLAT	-0.561833333333333
KIF21B	0.120333333333333
CDC5L	-0.06925
TMEM119	2.5455
CRIP3	-0.7345
TPSD1	-0.291666666666667
TEPP	0.025
GNGT2	2.1805
C21orf121	1.47475
WNK1	0.203916666666667
FLJ10490	0.4926
OR51B5	-2.7325
LOC203547	0.851
HAS1	0.245
PPA1	-0.270166666666667
ST7	-0.044
C11orf46	0.3411
POPDC3	-3.08716666666667
ACOX2	-1.31483333333333
ATCAY	-0.592583333333333
TM4SF19	-2.49275
MFSD9	-0.721166666666667
PDHB	-0.882
ERN1	0.55975
LCE3C	-0.0285
GPR111	0.643
NOTCH3	0.321666666666667
ADAMTS5	1.6735
B3GALT1	-0.7025
UGCGL1	-0.230666666666667
FAM58A	1.37933333333333
FBXO32	3.24425
CLPP	-0.41175
NXPH1	-1.25875
MTMR3	1.13966666666667
ATP1B3	-1.009125
TMEM16A	3.2775
HIST1H3F	0.367166666666667
TRIM25	1.0155
SDCBP2	0.116
CRKL	-0.671
HOXB2	0.669666666666667
ANP32B	-0.30225
GATM	2.4975
AP4E1	0.0655
EDG5	0.311375
CDKN3	-1.30983333333333
CDH4	-2.6765
PGD	-0.377666666666667
RND1	-0.374
GAD1	-3.1333
MPG	-0.126375
LOC440350	-0.2445
ZNF133	-0.07025
SERPINB12	-0.0645
AMELY	-0.146833333333333
DHX36	-0.61775
TNFAIP8L2	4.04516666666667
PHTF2	0.1655
CCDC112	-0.803833333333333
IQCC	-1.05075
HEYL	2.4595
FTSJ2	-0.0631666666666667
APPL1	0.427375
RAB43	0.240642857142857
OR10G2	-0.1605
WAC	0.670666666666667
ADCY9	0.2045
RUNDC2B	1.1525
PYCRL	0.0622
AGPAT7	0.105166666666667
SLC22A9	-1.2728
CDKAL1	0.6875
PDYN	-0.288
C20orf74	-0.24225
MTMR11	0.60775
VAV3	0.7605
DAPL1	-0.39425
STXBP3	0.2675
EIF3G	-0.03625
ARHGAP22	0.2225
NPFFR1	0.1605
NPC1	-0.0373333333333333
ALDH9A1	1.1225
ZNF600	1.286375
ZNF678	0.246666666666667
RASSF1	0.334083333333333
ADD2	-1.85325
PITPNB	0.849875
PKD2L2	-0.08275
LRP11	-0.072
CDKL1	1.3895
SMEK2	0.77825
PRODH2	-3.7865
C11orf54	-0.3235
SFRS11	-0.228
IL7	1.111
ALS2CR16	0.10475
BTG3	-0.727333333333333
PAK2	0.00800000000000004
RP11-679B17.1	-1.19425
GATA4	-1.59916666666667
ATP2B1	-0.4185
LOC130940	0.043
C1orf172	2.355
ATF7IP2	0.22625
SLC25A43	0.777
CENTG3	0.0949166666666667
IGF2BP1	-4.6471
FCHSD1	0.233
CAMK2N2	0.503333333333333
ELAVL3	-0.2286
NBPF15	0.629833333333333
UBE2J2	0.853916666666667
GNL2	-0.57225
PRR3	-0.1501
NLF2	0.61425
OR4F6	-0.219
KLHL24	1.16516666666667
CCDC88A	-0.9414
SGPP1	-0.3695
C10orf11	0.5635
SLC35B4	-1.29133333333333
UGT3A2	-1.497
ARNT2	-0.0889
CBR1	0.057625
ITPR3	0.229333333333333
TRAPPC6B	-0.5032
AMZ1	-0.3375
ARP11	0.8455
WDSUB1	-0.966
APBA1	0.847166666666667
RAB2A	1.0974
C6orf162	0.113375
HPSE2	0.8475
PLCE1	-1.041
INSL3	1.75625
DLG1	0.4725
PTPLA	-2.18875
PIGX	-0.0675
TFIP11	0.703333333333333
FIBIN	2.2285
POLR2G	-0.10775
GRAP2	0.9117
DNAJB8	-0.175
CNBP	0.352833333333333
WASF1	-1.231
INPP5E	-0.8213
HSPB1	-0.845125
TMEM167	-0.5751
CUBN	-0.0205
IGF1	4.0810625
ITPK1	0.3642
NAALAD2	-0.854625
G3BP1	0.1251
NT5DC1	-0.069875
CYP39A1	1.24
TMEM139	1.59033333333333
POLK	-0.5324
GLULD1	-1.0255
RBM15	0.1155
AMZ2	0.11225
GDF15	-4.3825
MESDC2	-0.5215
INCA	2.64833333333333
ACY1L2	0.24
GZMM	2.2845
PAIP1	-0.28575
CACNA2D1	-0.34725
STK32C	0.425166666666667
SH3BP4	0.138333333333333
DEC1	0.0255
PADI1	-0.2645
UBB	-0.0055
PON3	1.31316666666667
PROP1	0.124
ANKRD13B	-0.668
ADCK1	-0.309
TCF25	-0.141083333333333
SLC38A5	-1.741
CXorf26	-0.122666666666667
C19orf39	0.21525
PPP1R13B	0.85275
ARL2	-0.688
TCL6	0.35375
TOP3A	-0.4625
SLC16A14	1.385
FXYD6	1.881
HIST1H4E	-0.9305
BBC3	0.0443157894736842
UNC5A	0.00783333333333333
FAM86C	-0.7194
PI4KB	1.307375
B3GAT1	0.26625
SUSD2	1.822
OAZ2	-0.296833333333333
NOC4L	-0.682
C10orf12	0.52775
FADS1	-3.20733333333333
LOC144097	-0.328
DKK2	1.14316666666667
KIAA1949	1.47975
RHOT1	-0.0742
OXT	1.24266666666667
GPR153	0.4625
ARL4A	-1.77533333333333
SAAL1	-1.194
CCDC64	-0.0325
USE1	-0.369666666666667
HNMT	-0.0398333333333334
PCGF3	0.6503125
CYP2C19	0.31625
C20orf4	0.0285
CCDC11	0.70625
ACSBG2	0.10775
RWDD2A	-0.1605
PALLD	1.964
CPLX4	0.625
LOC492311	0.81325
KPNA2	-0.609166666666667
