Hybridization REF	TCGA-AN-A04A-01A-21R-A034-07
ZNF347	-0.1306
GTF2E1	0.90425
RY1	-0.442
ATAD2B	0.08525
ARHGAP17	-0.0851
KCNIP3	-0.57025
SFPQ	0.31425
GFRA4	0.761333333333333
AKR1B10	-3.03175
TIGD6	0.453833333333333
RGS16	1.33825
URB1	-0.772166666666667
OR4C46	-0.0831666666666666
TOP3B	-0.5835
NFATC4	1.798
CA14	-3.8355
BMPR1A	0.3675
SNRP70	-0.707125
PRL	0.285583333333333
C6orf130	-1.651
STAG2	0.43575
CD55	-0.366
RPS23	1.1295
SSX2	-0.4164
FDPSL2A	-0.57775
FBXO27	1.011125
SYNGR3	-0.242166666666667
TMSL3	2.24375
EML1	-0.263
NUP93	-1.02016666666667
SMAD3	-1.2761
KIAA1189	1.70816666666667
HNRPUL2	-0.101666666666667
TBC1D12	0.662666666666667
C16orf24	0.753
MRVI1	1.49416666666667
ZNF581	0.26
ELOVL3	0.184
OR51Q1	0.0706666666666667
CACNB3	1.47666666666667
GALNT13	-0.406375
C10orf84	0.6394375
NEDD4	-0.6644
SPO11	-0.306
OR5AU1	0.544
NEK4	0.0715
PRKAR2A	-0.261833333333333
IHPK1	-0.283666666666667
ATP6V0B	0.296125
CACNA1E	1.217
CEACAM8	1.47233333333333
PEX14	-0.4325
FLJ12993	2.4175
ZBTB38	0.301666666666667
PCTK2	0.733
LRRC16	0.3594
FBLIM1	1.103
FYCO1	1.44325
RP5-1022P6.2	-0.6815
CMTM1	0.657666666666667
PLTP	1.01616666666667
RAPH1	0.809375
DOCK8	0.041
EZH2	-2.2306
SLC25A1	-0.2115
PLEKHB1	0.356
GRB7	0.3223
ZFP37	-0.29775
MRPL33	-0.0975
PELO	-0.142
ARMC1	-0.662545454545454
C9orf27	-0.282142857142857
FLJ25778	0.019
C9orf37	-1.12883333333333
TMEM66	0.70275
SPRN	-0.11925
HBEGF	0.475125
PI4KA	-0.6685
LEPRE1	0.2915
POU2AF1	-3.055875
MRPL12	-0.879833333333333
REP15	0.335
ZC3H3	0.699
RASAL1	-0.42525
DDAH1	-0.170875
ACBD5	0.093125
TMC2	-0.2195
CCDC137	-0.99975
SAMD13	-0.497666666666667
UGT2B15	0.779666666666667
TIPARP	0.3105
DNASE1L3	0.22125
TRIM72	0.398333333333333
DBX2	1.139
IPO8	0.015
C21orf88	-1.6514
MAP3K14	-1.09025
LOC51233	0.555
GGTLA4	-0.317
PDE6D	-0.271
ZNF117	-0.4895
CLK2	-1.022375
NKRF	0.3025
TNFSF15	0.0407
DUSP2	-0.4615
SECISBP2	-0.2413
GABRR2	0.269
PPAP2C	1.80125
LOC51145	0.629166666666667
PAG1	-0.469
PIK3C3	-0.6425
GNG10	0.352
APOL4	0.516833333333333
ANKRD28	-0.879125
STMN3	0.3409
RAB14	1.1596
CDK2AP2	-0.3395
HDDC3	-0.120857142857143
COMMD7	0.176
CXXC1	-0.71525
HMCN1	0.728
CD40	0.1835
DYNC1LI2	0.8534375
GDI1	1.755
LOC646938	0.1165
VSNL1	-0.7205
PIH1D1	-0.503166666666667
RAET1G	0.4945
KRTAP5-9	-0.343
EFTUD2	-0.949
ZNF311	-1.8215
ATP6V1G3	-1.1405
OR2W3	-0.643
SCN4A	-0.268
MED10	-1.131625
FAM135A	-0.7666
ARHGAP4	-0.1065
EHMT2	-0.79325
UFD1L	-0.45425
ERMP1	0.09625
MAG1	-1.66233333333333
THAP8	0.226333333333333
HACE1	-0.971
FAM82C	1.41683333333333
C3orf20	0.374
UNC84A	-0.736333333333333
SCD5	0.327923076923077
LASS6	2.22375
LSG1	0.323916666666667
MAL	-5.5265
GPR22	0.901
WDR5B	1.2075
ACTRT1	0.799
C17orf60	-0.132
GRIN2C	0.7544
ARMC8	-0.491166666666667
SLC47A1	-2.6435
DMPK	-0.015
DHRS13	-1.07916666666667
SMC1A	-0.976
KRTAP17-1	0.64775
SMYD5	-0.06825
TUSC2	0.248625
CRHR2	0.4605
KIR3DL2	-0.7755
CCDC104	0.14875
ATP2C1	0.76
CROT	-0.49775
PABPC3	0.47
EGR1	1.1515
THSD1	0.2625
KHK	-1.13475
SLC12A2	2.60825
CD58	-1.01675
STOX2	-0.424166666666667
CCDC76	-1.0254
CCDC48	3.7205
DNAH1	-0.407
ZIC4	0.150375
OR1G1	0.6345
PSMC6	-0.186166666666667
PROKR1	0.306
ABCB1	-0.77325
TRAT1	-2.1695
LLGL1	0.0355
MTF1	0.629
USP54	0.34925
PAGE2B	-3.2825
ITGB7	-3.93275
CCDC81	-0.2065
LOC149837	0.55575
SCUBE1	-0.39
ZSCAN10	1.0585
HUWE1	0.0741428571428571
CDH17	-0.424
CD180	0.2875
IL17A	0.321
TMPO	-1.20325
KIAA1524	-0.820333333333333
HDGFRP3	1.36383333333333
OXCT1	-1.55781818181818
RRAS2	-1.36116666666667
LTBP2	2.769625
SV2B	1.38483333333333
CYP2A6	0.228125
PKD1L2	-0.843833333333333
PPM1M	0.14025
FLJ22662	0.7705
ZNF502	0.63375
GP6	-0.45425
CRYBA2	-0.16925
LEF1	-1.631
CTPS	-1.60228571428571
EYA1	-2.5975
EPS8L1	0.98975
MAPK14	0.0435
SERPINB2	-4.4655
GTF2F2	-0.452333333333333
ZNHIT4	0.062
PLA1A	0.924125
C20orf114	4.159
HPR	-4.111
C18orf2	-2.56116666666667
SATB2	-1.32425
KCNJ9	0.26425
MGC157906	0.657
MOCS3	0.30175
C17orf71	0.788666666666667
PPHLN1	-0.1085
HIST1H2BN	0.35075
RAPGEF1	-0.226875
MAP3K8	4.7235
DLG4	0.568166666666667
STC1	0.34275
CDGAP	1.60925
DDX26B	-0.7345
LOC150223	-1.684
CPSF3	-0.987166666666667
TMEM14A	-0.693
MYH3	-3.408
GPKOW	-0.0745
SULT1A1	-1.02666666666667
SPON1	3.5108
YY1AP1	-0.317666666666667
RAB23	0.3325
PLA2G4A	-3.52875
MAPRE3	0.18875
ZNF516	1.00928571428571
GGPS1	0.462
EXOC3L2	-0.75725
C19orf42	0.1394
MAP2K2	0.294
HIST1H2BB	1.22175
RNF19B	1.2515
C6orf128	0.474
TLR8	1.61725
PCDHA9	0.1455
CARS2	0.146
CLUL1	0.476
RHAG	-3.7245
UNK	-0.524
EXOC8	0.6384
C9orf95	0.1845
C14orf143	0.2405
MAML3	0.067875
LDHA	-1.8735
MRPL20	-0.266125
KLHDC6	0.2144
ATP5S	-0.723333333333333
C8orf55	0.725
PHF19	-1.772
KRTAP13-4	0.5755
TTC5	0.4465
XKR5	0.48125
SILV	-4.94616666666667
TEX28	0.6575
TCTN1	1.2625
CX40.1	0.329
PPP2R5C	-0.0644999999999999
C12orf30	-1.44266666666667
CAPG	1.222
MPZL1	1.1095
ARSB	-0.651666666666667
TDH	-1.02975
WASF4	0.43325
TSSK3	-0.5575
7A5	0.5925
CRISPLD1	0.6135
MAD1L1	-0.199333333333333
SPIN4	-0.531333333333333
AMPD1	-0.26275
DPYSL5	0.7935
INPP1	0.0518333333333333
ANKRD11	-0.459222222222222
NPAS4	0.044875
GCET2	-0.36
RNASE9	-0.0425
GUCY2D	0.0766666666666666
CCDC98	-0.05375
FGF4	-0.32875
CPM	-1.21966666666667
SLC26A4	-1.20516666666667
PLD5	0.4855
FAM59A	0.2065
FBXO5	-2.01933333333333
SIPA1L1	0.637
DPYS	0.25025
ATG4D	-0.49225
TGM3	0.6395
MTCH1	0.147875
HK1	0.257428571428571
CDC26	0.2235
GALNT12	-3.41233333333333
LOC339229	-0.46525
MRPL35	-0.314
ORC4L	0.14325
TNKS	-0.077
C2orf24	0.478333333333333
ZNF553	0.8005
GGTLA1	3.0045
ZNF497	0.25975
CDY1B	0.0105
SLC30A4	0.956625
TUB	-0.947625
ARHGEF18	-0.50075
ARRB1	0.66025
KCNK1	1.704125
EREG	-1.3407
SCAMP5	2.35875
RUNDC3B	1.006
ADAMTS20	-0.17125
IL17RB	-0.92675
FLJ20323	-0.84
MCAM	0.69825
POLR3E	-1.38741666666667
AQR	-0.1875
IPMK	0.1095
CDCA7	-3.785625
CAMP	5.12625
GRHL3	-0.16675
ADAMTSL2	0.943
CLMN	1.76783333333333
SSTR3	0.664
MAGEA5	-2.19566666666667
OVOL2	3.934
JMJD1B	0.19825
RBL2	0.0558
PYGO2	0.88375
PPP1R10	0.578333333333333
CSE1L	-1.07833333333333
LCA5	1.41275
RDH16	0.3465
ASRGL1	-2.63675
TOM1	0.652833333333333
PTX3	-5.721
TTC15	0.1455
SCGB3A1	1.83833333333333
MRPL50	-0.28025
RCAN3	0.283375
SLC26A11	-0.168
STYX	-0.0838333333333333
CINP	0.0105
MARCH7	0.04875
PFKM	0.169
SGMS1	-0.4065
RIOK3	-0.1457
C1orf110	0.6095
CES7	-0.312375
LOC440248	-3.37275
PPP1R12C	-0.45075
C10orf27	1.0955
ATG9A	-0.2665
MRPS26	0.81575
TMEM40	2.06175
ELP3	-0.4074
ZNF787	0.5135
HIAT1	0.209
C8orf34	0.549833333333333
MGC4655	0.3345
PELI1	0.370833333333333
PPT1	1.4325
SLC35C2	-0.262666666666667
C6orf125	-0.35575
MUC4	-1.01466666666667
RFC4	-2.98571428571429
GNB2	-0.131
NUP50	0.0612142857142857
SULT4A1	-0.242666666666667
C7	1.398375
CCDC130	-0.484666666666667
ARRDC4	0.1595
RQCD1	-0.61925
GLYCTK	-0.9035
AYTL2	-0.443818181818182
MTUS1	0.8438
LEMD3	0.288166666666667
PLEKHF2	1.54275
HOXA7	0.416625
GTF3C2	-1.1145
DYNLRB2	3.89775
CNOT10	-0.502
MR1	0.217333333333333
FFAR1	0.11625
PRIC285	0.122
SLITRK6	6.3655
LIX1	-2.0584
UBE1L2	-0.7495
F8	1.42875
ACHE	0.7835
KPNA5	-0.52475
TNFRSF12A	-0.4285
EGR3	0.0625
SERPIND1	-3.53533333333333
OASL	1.94975
IFRD1	-2.648
WDFY1	0.0406666666666667
ZNF267	0.202625
ACCN5	0.877
ZBTB6	0.81275
PPP1R3A	0.163
PRRT3	1.763
FBXL19	0.758
TXNIP	0.667142857142857
ACTN2	3.08775
ATG9B	0.170625
C9orf117	0.35325
IL27	-0.09
RPL36AL	0.108833333333333
KLK15	0.89
CHAD	3.081
RAP2B	-0.1313
HEBP2	1.12675
ZNF342	0.738
CAMK2G	-0.369833333333333
TLR3	0.2315
FGF14	0.3065
HMGB2	-1.37225
TRPM5	1.7325
OR5M11	-0.1125
KIF3B	0.605052631578947
PRICKLE2	0.8695
MTMR9	0.083875
C3orf27	-0.0795
GLRA3	1.5715
NSDHL	0.3695
TMEM32	0.48225
POLR2D	-0.630333333333333
MYADML	0.0015
C9orf114	-0.46825
MRGPRX1	0.566
TOPORS	-0.235
CLDN19	0.18775
C1QL4	1.106
RNF165	-0.5765
DHRS9	-0.61075
DNAH2	-0.0838333333333333
FXR1	-0.363166666666667
ZMYM3	-1.295
CASP3	-0.108166666666667
FAM120C	-0.312875
SCLY	-1.01
CA7	0.3855
ENTPD5	-0.147833333333333
ZNF461	0.094875
PDIA5	0.04
C1orf19	-0.346166666666667
TMEM67	-0.00499999999999999
KCTD20	0.118
WDR47	0.8835
FLJ38723	0.557
KLRF1	0.0441666666666667
TAS2R16	1.512
CLDN12	0.5155
PRKCE	0.12225
UBXD4	-0.85225
ITGAM	1.49866666666667
GLT8D3	-0.483125
WDR31	1.0693
RGS2	0.3665
OR51L1	1.2295
MST1R	-0.47075
KIAA1737	0.9485
OR4A5	-0.3565
GLIS1	-0.624666666666667
PTMA	0.220571428571429
NAPA	1.16575
PRDM11	0.27475
LIPF	0.815
DIRAS3	0.8415
ASGR2	-3.98475
C1QTNF4	1.1505
PIK3R4	0.0528333333333333
ARMC3	0.0816666666666667
NDUFV3	-0.5105
BTBD3	0.141333333333333
PPP1R2	0.473416666666667
UBE2NL	0.14625
FOSL2	1.25257142857143
FAM119A	-1.51866666666667
TUBA4A	-0.9085
KRTAP12-1	0.24075
SFRS2	-0.8625
RHPN1	-0.000200000000000006
EEF2	-0.177833333333333
ZDHHC11	-2.4025
EPHA3	0.5201
RBM12	-0.12475
H2AFJ	1.04058333333333
EDIL3	3.9995
KIF26A	-1.27575
SERGEF	0.02525
B3GALT4	1.68525
LOC90925	0.713333333333333
OSCAR	-0.085625
NPFF	-0.881375
DEDD	0.383375
TMEM155	-0.596375
PTPN1	0.1455
SCYL2	0.548833333333333
SKAP1	2.7655
LEAP2	-3.77766666666667
GADD45G	1.5104
IFITM3	0.995375
PILRB	-3.32733333333333
SLU7	0.1736875
DSC3	2.7885
DNMT3L	-0.6055
PAPD5	0.53425
B3GNT3	-0.462
LHCGR	-0.1355
MSL-1	-0.09525
UBE2S	-1.62025
SAP130	-0.6665
ANAPC11	-0.372
MAGED4B	-0.9615
ATP6V1B2	0.136833333333333
C14orf179	1.314625
CAPZA1	-0.546875
CDYL2	1.35533333333333
GLRX3	-0.504
LOC136288	-0.03875
MOBKL1A	-0.74025
HTR2B	2.65525
CRYGD	0.00600000000000001
NUS1	-0.6825
PGRMC1	0.408
MYOM2	0.6395
FLJ39653	-1.848
CHM	-0.0972
OR5M8	-0.5155
ZNF619	0.0355
FAM105A	0.32225
CCNL1	-1.5245
NAP1L3	0.3905
C10orf57	1.1005
B3GALNT1	1.30883333333333
CSN1S2A	0.0515
TCP10L	0.35975
GDAP2	-0.0875
DMKN	0.5645
COX6B1	-0.08275
DNASE2	0.0776666666666667
MSH5	-2.68625
LGMN	-0.087375
USP31	0.3077
OR13C8	0.1335
SDCBP	-0.6897
NUDT11	-1.26483333333333
PYGL	-1.44866666666667
SNPH	0.517166666666667
B3GNT4	-0.7245
MIZF	-0.7768
NUBPL	-0.0635
NOD1	-0.5445
CDH22	0.455
NUBP1	0.136333333333333
DSCAM	-3.44225
DGKI	0.351
FAM136A	-1.20575
AKAP1	1.02633333333333
SLC16A6	2.9785
RIN3	0.417
PSG2	0.2355
DIP2B	0.540416666666667
PSORS1C1	-0.8016
KIAA0495	-1.4845
FLJ90709	-0.0558333333333333
LPA	-0.221166666666667
PIGA	-0.1595
LY75	1.52783333333333
UTS2	-5.97783333333333
RREB1	-0.451625
GALNACT-2	0.6255
MGC3196	-1.0065
FLJ31568	-0.18075
LPHN1	0.30225
SP1	1.309625
TOX4	0.580666666666667
HSPA9	0.0606
APOBEC1	-0.469
SLC35E4	-2.1145
LSM5	-1.28025
SURF1	0.043
ZBTB1	0.566416666666667
GTF2F1	-0.088625
RPS15A	0.583571428571429
DUSP21	0.187333333333333
GINS4	-3.04583333333333
MYO15A	-0.397333333333333
GIMAP7	3.1925
MGC13379	0.3705
ATP6V1E2	-0.198333333333333
UTP3	0.39675
HNRPA3	-0.496125
MT4	0.4225
C14orf155	0.563
U1SNRNPBP	0.4125
CKLF	0.235333333333333
PLEKHN1	-0.778333333333333
MBNL1	-0.47375
NUP160	-1.4965
ACSM2A	-1.30925
LOC129881	0.1895
KIAA1529	-1.28725
FLJ22639	-1.7815
HAND1	-0.6855
GSX1	0.248
FGA	-3.82125
SERPINB1	-0.40175
ZNF642	0.488
IGFBP1	-8.09525
SLC1A1	0.5535
DHX57	0.052625
ZNF766	0.584
PTPN21	-0.4351
GDPD3	-1.63083333333333
PNPLA5	0.365
TBR1	1.27566666666667
FAM116A	-0.56175
IQGAP1	1.70675
FOS	0.63
ZNF226	-0.281375
FIGNL1	-0.998666666666667
C14orf1	0.384666666666667
ZMYND17	-1.3305
PUS7	-1.0935
TUBB6	-0.79
KCNQ2	-1.76425
MARCH6	-0.0290833333333333
CCDC33	0.7395
PRODH	0.9775
RBM11	0.642
EPHA6	0.566142857142857
SLC43A1	0.51025
LOC196541	0.55275
NTN1	0.336083333333333
ING4	-0.1795
PCDHB10	0.9595
DPH2	-0.819333333333333
SPACA4	0.0105
FBXL21	-3.188
DIAPH1	-0.849
ZNF71	0.7785
CEP76	-0.508
CORO1A	-0.958
RRM2	-1.991875
EDG4	-0.039
OS9	0.111833333333333
SLC4A1AP	-0.06775
COG5	-0.394
COPS8	-0.0205
NGLY1	-1.4515
NCBP2	-0.169
C17orf42	-0.851333333333333
GPSM3	0.804875
SIL1	0.5775
ASB6	-0.229
SMAD5OS	-0.2455
UNC93A	-2.754375
A1BG	0.455833333333333
C21orf62	0.342666666666667
FMO5	-0.905916666666667
ATRIP	0.145166666666667
CEBPG	-0.0536666666666667
C7orf38	0.0163333333333333
TNFRSF1B	0.453333333333333
CLEC1A	0.977666666666667
IQSEC1	0.2985
PATZ1	1.619
RBM22	1.221875
BAG2	-1.99316666666667
PAQR5	-1.88283333333333
C9orf127	0.4583
THNSL1	0.5065
SHROOM3	2.2444
JAM2	1.14625
SNRPN	-2.45625
ALX4	0.323
CACNA1S	0.382
FAM130A1	0.89675
CORIN	2.6885
CD300LB	0.695
PLEKHG6	0.398
LRRC40	-0.87475
PCLKC	-0.6795
PCDHB16	1.2255
WNT2B	-0.4195
ASNS	-1.49855555555556
MRPL49	-0.564625
FLJ46111	-0.93
ISG20	0.778875
SMU1	-0.369
CASZ1	-1.363
POLR1D	-0.436333333333333
GIN1	-0.188
SNAG1	0.413166666666667
ANKRD29	-1.046
CDKN2AIP	0.10775
KRR1	0.09425
CXCL1	-3.62233333333333
EPM2A	-0.1892
PC	-1.11983333333333
DEFB127	0.178
PDZRN4	1.901
FAH	-0.28675
OR51E1	0.787
CDC2L6	-0.355166666666667
DNTTIP1	-0.212
PAX8	0.246
TMEM116	-0.16725
C1orf150	0.9715
PRO2012	-0.3615
MRPL40	-0.425166666666667
BEX1	0.3541
SLC2A4	-0.841
PKMYT1	-1.03575
FEZF2	0.21475
SLC26A9	-1.2005
MAP2	0.0973636363636364
LYL1	-1.275
SLC25A19	-1.47183333333333
NOS3	0.0305
ZNF34	1.03433333333333
TMPRSS11F	-0.96575
FAM43A	0.495
FCRL4	-0.230833333333333
KLF14	0.07
FLRT2	-0.1335
WRN	-1.393
SDF2	0.3589
KRT8P12	-0.446
C6orf195	0.5815
C9orf125	-1.33033333333333
DZIP3	0.194375
RIT1	-0.384916666666667
SCML1	-2.18333333333333
RHBDF2	-0.417
OR2G3	0.734
REXO1L1	-1.1825
MAP3K7IP3	-0.38075
C3orf57	-3.25225
FBXW11	-0.342
ETAA1	-0.528
C14orf131	-0.5134
AKT1S1	-0.0385
SLC12A5	0.178625
C9orf164	0.738
NRIP3	0.81525
NOS1AP	-1.00575
TMEM121	1.45975
SAP30BP	-0.5222
DGCR6	0.47625
WDR76	-0.83725
FAM82B	-0.881583333333333
LOC606495	-1.5025
MAP9	1.88125
BCDIN3D	0.677
CXorf36	2.64233333333333
DSCR3	-0.6507
ZFAND3	0.943375
C7orf43	0.394666666666667
SPSB3	0.4633
C19orf19	0.91275
FAM133A	-1.569
C12orf25	0.2725
SLC39A3	0.0525
DISP2	1.35825
PI4KAP2	-1.9925
MKRN3	-1.94666666666667
ADAMTS13	-0.68225
CBLN3	0.183
TTYH1	-1.00116666666667
C3orf18	0.772
FLJ13236	-1.04325
ZMYND12	2.37325
C18orf25	0.17325
GLB1L3	-1.592
ATP13A5	0.344
RANBP10	0.148
CD96	-1.5242
DENND1C	-0.86475
RBMS3	0.6389
SLC41A3	0.594166666666667
DGCR6L	0.50425
TMEM128	0.0946666666666667
CSNK1G3	0.346071428571429
MOBKL2C	0.36825
TSPAN6	-1.248875
MATN2	-0.3983
MSL2L1	0.0608333333333333
ST6GALNAC2	0.337
FGFBP2	-0.409625
FGL1	-5.96966666666667
MPP3	-1.99083333333333
ARHGEF6	0.944833333333333
TGFBR2	0.348125
ACMSD	-0.529
IL33	1.88725
C9orf5	0.0713636363636364
DEAF1	-0.1293
AMN	1.005
DEFA6	0.22225
RNF212	-1.01875
METT5D1	-0.380666666666667
CIB1	1.066
TSSK1B	0.28075
KIAA1727	0.2475
ZNF680	-0.565166666666667
LOC399900	-1.5205
LOC152217	-0.0615833333333333
CTNNAL1	-2.759
CIT	-2.41091666666667
TLE6	1.316
ZNF607	0.0875
HERC4	-0.970666666666667
DRAP1	-0.3573
PEMT	-0.081
C10orf111	-0.4375
ZNF575	0.910125
KCTD7	-0.009
MYO1F	0.214375
LOC285382	-0.3785
RAB11A	0.3985
PLCD3	-0.79325
C15orf28	0.49025
PTBP2	-1.08625
CTB-1048E9.5	0.1545
C19orf60	-0.5075
C7orf25	0.3045
SETD7	0.371
HOXB9	-4.4675
VANGL1	-0.114625
CHAF1B	-2.50025
NDUFA3	0.53375
KIAA1328	-0.290333333333333
SHARPIN	0.372125
TTC23	-0.60875
UGP2	0.262333333333333
ANKIB1	0.1297
CIRBP	0.336857142857143
SEC14L4	-2.59516666666667
OVCH1	-0.4732
VPS52	0.447
FAT	-0.302
M6PRBP1	0.11875
GPRIN3	0.226
PPM1F	-0.795666666666667
TSR1	-0.6375
CCDC85A	1.04375
PCSK5	1.96075
ZFHX3	1.0445
HEMK1	-1.0638
PGBD2	0.3145
RSRC2	-0.322666666666667
AURKC	-1.22633333333333
SCRIB	0.218
ORM2	-4.4585
FAM115A	0.55
FZD6	0.5155
UNC119	-0.465833333333333
GPX3	-1.2892
NOV	-0.637
CABC1	-0.026625
CDC42SE2	-0.1068125
EIF2S2	-0.6863
RNF130	0.392375
CKAP5	-0.914333333333333
RP11-413M3.2	0.78125
C10orf18	0.0782
TMEM93	-0.5675
DYX1C1	-0.0635
KCNMB2	-0.655
ANK3	1.03358333333333
KRT5	1.6044
CDH12	-0.785875
QRSL1	-0.779375
JUB	-1.171
SHC4	2.222125
CCL15	1.17116666666667
CCDC22	0.4565
SNX24	-0.079
RARS	-0.46325
MORC2	0.103375
FAM48A	-0.71275
MT1H	-0.482
PPP1R14C	1.0835
FOXD1	-0.7885
C1orf213	-3.16375
AMT	-2.3709
DSN1	-1.6165
PTPLAD2	1.2525
DIS3L	-0.438
RASL11A	-0.798
GPRC5B	-0.458714285714286
FRMD7	-1.113
STRN4	0.1975
KITLG	0.692636363636364
HDGF	-0.074
OR1S1	0.7765
SETX	0.2104
DDR2	0.91375
KCTD12	1.76975
LYZL2	4.799
WDR52	-1.153
TMEM2	1.517875
ZNF579	0.650333333333333
LOC200810	0.99
TNFSF9	-1.6095
PPFIA4	-3.38225
CNIH3	1.68766666666667
MAP4K4	-0.928142857142857
ROD1	0.649285714285714
ALS2CR12	-0.146
DOCK3	-0.885
PAQR9	-3.636
ASB17	0.384666666666667
STX16	-1.669
FEZ2	0.0511666666666667
DLAT	-0.0696666666666667
KIF21B	-1.10183333333333
CDC5L	-1.4715
TMEM119	0.93
CRIP3	-2.20675
TPSD1	0.292666666666667
TEPP	0.83325
GNGT2	0.84125
C21orf121	-0.21725
WNK1	-0.209916666666667
FLJ10490	1.2067
OR51B5	-1.9615
LOC203547	-0.34975
HAS1	-0.7675
PPA1	0.0413333333333333
ST7	-0.247375
C11orf46	0.1198
POPDC3	-2.57966666666667
ACOX2	1.925
ATCAY	-0.187166666666667
TM4SF19	-1.9975
MFSD9	-0.132333333333333
PDHB	0.0495
ERN1	-0.0805
LCE3C	-0.17
GPR111	0.4445
NOTCH3	2.1755
ADAMTS5	2.99625
B3GALT1	0.491
UGCGL1	0.00216666666666665
FAM58A	0.9065
FBXO32	2.11975
CLPP	-0.41925
NXPH1	1.13575
MTMR3	0.9625
ATP1B3	-0.66575
TMEM16A	3.708375
HIST1H3F	1.134
TRIM25	-0.0498333333333333
SDCBP2	1.266
CRKL	-0.609375
HOXB2	1.78783333333333
ANP32B	-0.2095
GATM	2.86
AP4E1	-0.197857142857143
EDG5	0.332
CDKN3	-1.77016666666667
CDH4	-0.68575
PGD	-0.547666666666667
RND1	0.846
GAD1	-2.8051
MPG	0.22375
LOC440350	-0.9065
ZNF133	0.12325
SERPINB12	-1.212
AMELY	-0.344666666666667
DHX36	-0.60325
TNFAIP8L2	2.34633333333333
PHTF2	-0.0595
CCDC112	-0.282833333333333
IQCC	-0.869
HEYL	3.3325
FTSJ2	-0.692166666666667
APPL1	0.252625
RAB43	-0.263571428571429
OR10G2	-0.0075
WAC	0.047
ADCY9	0.702
RUNDC2B	0.136
PYCRL	0.7594
AGPAT7	-0.500833333333333
SLC22A9	-0.626
CDKAL1	0.172
PDYN	-0.7916
C20orf74	-0.99925
MTMR11	1.0065
VAV3	3.40833333333333
DAPL1	-0.00600000000000001
STXBP3	-0.44175
EIF3G	-0.41325
ARHGAP22	-1.184
NPFFR1	0.6795
NPC1	-0.443833333333333
ALDH9A1	0.8005
ZNF600	-0.355875
ZNF678	-0.335
RASSF1	-0.170916666666667
ADD2	-1.749125
PITPNB	-0.019125
PKD2L2	0.073625
LRP11	0.26625
CDKL1	-0.17525
SMEK2	0.50075
PRODH2	-3.05316666666667
C11orf54	-0.0956666666666667
SFRS11	-0.9725
IL7	-0.220833333333333
ALS2CR16	-0.0095
BTG3	-1.80016666666667
PAK2	-0.309666666666667
RP11-679B17.1	-0.23475
GATA4	-1.33433333333333
ATP2B1	0.03475
LOC130940	0.4895
C1orf172	1.722
ATF7IP2	-2.5895
SLC25A43	1.16016666666667
CENTG3	-0.0589166666666667
IGF2BP1	-2.6517
FCHSD1	0.699
CAMK2N2	1.0975
ELAVL3	0.345666666666667
NBPF15	-1.156
UBE2J2	-0.1585
GNL2	-1.13725
PRR3	0.442
NLF2	1.164
OR4F6	0.887
KLHL24	1.0785
CCDC88A	-1.873
SGPP1	-0.824
C10orf11	0.139
SLC35B4	-1.0055
UGT3A2	-0.145
ARNT2	2.7273
CBR1	-0.594375
ITPR3	-1.02016666666667
TRAPPC6B	-0.0743
AMZ1	1.837
ARP11	1.8935
WDSUB1	-0.13675
APBA1	0.536166666666667
RAB2A	0.2573
C6orf162	-0.8545
HPSE2	0.46875
PLCE1	-0.57825
INSL3	0.0435
DLG1	-0.3847
PTPLA	-2.38575
PIGX	-0.209125
TFIP11	0.527833333333333
FIBIN	3.168
POLR2G	-0.814
GRAP2	-2.3856
DNAJB8	-0.12025
CNBP	0.335166666666667
WASF1	-0.999
INPP5E	-1.10888888888889
HSPB1	0.241375
TMEM167	-0.2805
CUBN	0.50225
IGF1	2.2676875
ITPK1	1.0595
NAALAD2	-0.446125
G3BP1	0.0077
NT5DC1	0.723375
CYP39A1	0.0485
TMEM139	0.96925
POLK	0.144666666666667
GLULD1	-0.9825
RBM15	-0.9325
AMZ2	1.10425
GDF15	-0.68
MESDC2	0.37
INCA	-0.241833333333333
ACY1L2	-2.431
GZMM	-0.576666666666667
PAIP1	0.167
CACNA2D1	-0.3925
STK32C	0.2545
SH3BP4	0.855
DEC1	0.8145
PADI1	0.9125
UBB	-0.0348
PON3	-1.102
PROP1	0.873
ANKRD13B	-0.6075
ADCK1	-0.49425
TCF25	0.379
SLC38A5	-1.86675
CXorf26	-0.236333333333333
C19orf39	-0.004
PPP1R13B	0.654
ARL2	-0.5145
TCL6	0.152636363636364
TOP3A	-0.6105
SLC16A14	1.518625
FXYD6	1.61483333333333
HIST1H4E	-0.00375
BBC3	0.496105263157895
UNC5A	-0.267333333333333
FAM86C	-0.3552
PI4KB	0.3465
B3GAT1	-3.05725
SUSD2	2.13933333333333
OAZ2	-0.588333333333333
NOC4L	-0.0215
C10orf12	0.09425
FADS1	-2.51516666666667
LOC144097	-0.47425
DKK2	0.205333333333333
KIAA1949	0.2895
RHOT1	-0.1577
OXT	1.28716666666667
GPR153	0.973
ARL4A	-1.06416666666667
SAAL1	-1.646
CCDC64	-0.8505
USE1	-0.458333333333333
HNMT	0.6425
PCGF3	0.07125
CYP2C19	-0.4425
C20orf4	0.4195
CCDC11	-0.149
ACSBG2	-0.0985
RWDD2A	-0.01325
PALLD	2.9565
CPLX4	-0.417
LOC492311	1.12625
KPNA2	-0.564
MACROD1	-0.0485
TMCO3	-0.0691666666666666
