Hybridization REF	TCGA-A2-A0YM-01A-11R-A109-07
GTF2E1	0.41175
RY1	-0.367666666666667
ATAD2B	-0.216875
ARHGAP17	-0.2532
KCNIP3	-0.66775
SFPQ	0.213875
GFRA4	0.560166666666667
AKR1B10	-3.329125
TIGD6	-0.0178333333333333
RGS16	1.403875
URB1	0.263166666666667
OR4C46	0.251833333333333
TOP3B	-0.6465
NFATC4	0.0405
CA14	-4.13425
BMPR1A	0.0906666666666667
SNRP70	-0.964625
PRL	0.0158333333333333
C6orf130	-0.16975
STAG2	-0.53275
CD55	-0.547571428571429
RPS23	-1.058
SSX2	-1.18983333333333
FDPSL2A	0.36275
FBXO27	0.89475
SYNGR3	-0.857666666666667
TMSL3	1.5745
EML1	-1.5575
NUP93	0.0663333333333333
SMAD3	-1.9657
KIAA1189	0.669833333333333
HNRPUL2	0.291333333333333
TBC1D12	0.100166666666667
C16orf24	0.71525
MRVI1	1.15816666666667
ZNF581	-0.618333333333333
ELOVL3	0.406
OR51Q1	0.2305
CACNB3	2.312
GALNT13	1.464125
C10orf84	0.3206875
NEDD4	-0.9533
SPO11	-0.836
OR5AU1	0.307
NEK4	0.347071428571429
PRKAR2A	-0.283166666666667
IHPK1	0.136333333333333
ATP6V0B	1.26575
CACNA1E	1.3695
CEACAM8	-0.127833333333333
PEX14	-0.4385
FLJ12993	-1.5725
ZBTB38	-0.490833333333333
PCTK2	-0.6195
LRRC16	0.8269
FBLIM1	1.39991666666667
FYCO1	0.155
RP5-1022P6.2	-0.8865
CMTM1	0.217333333333333
PLTP	0.879833333333333
RAPH1	1.208
DOCK8	0.68175
EZH2	-1.50733333333333
SLC25A1	-0.636666666666667
PLEKHB1	1.166
GRB7	1.5777
ZFP37	-0.56375
MRPL33	-0.167
PELO	-0.7015
ARMC1	0.0480909090909091
C9orf27	0.271375
FLJ25778	0.25
C9orf37	-0.8255
TMEM66	-0.65475
SPRN	1.20125
HBEGF	1.893375
PI4KA	-0.9015
LEPRE1	0.845
POU2AF1	-2.569875
MRPL12	0.827
REP15	0.3305
ZC3H3	0.7295
RASAL1	1.133
DDAH1	1.56125
ACBD5	-0.287625
TMC2	0.1635
CCDC137	-0.1755
SAMD13	1.596
UGT2B15	-4.031
TIPARP	-1.142
DNASE1L3	-0.269
TRIM72	-0.156833333333333
DBX2	0.344
IPO8	0.449
C21orf88	-1.4183
MAP3K14	0.787
LOC51233	0.925
GGTLA4	1.25525
PDE6D	-0.62575
ZNF117	-1.08325
CLK2	0.086625
NKRF	-0.05175
TNFSF15	1.0434
DUSP2	0.788125
SECISBP2	-0.5624
GABRR2	0.1
PPAP2C	2.9025
LOC51145	-0.0765
PAG1	-0.35
PIK3C3	-0.3665
GNG10	-0.4835
APOL4	0.477
ANKRD28	-0.419875
STMN3	-1.1152
RAB14	0.6488
CDK2AP2	-0.2975
HDDC3	-0.73425
COMMD7	0.061875
CXXC1	-0.69625
HMCN1	-1.785
CD40	1.04525
DYNC1LI2	-0.2419375
GDI1	0.0605
LOC646938	0.01775
VSNL1	-1.90883333333333
PIH1D1	-0.353833333333333
RAET1G	-0.5665
KRTAP5-9	0.0075
EFTUD2	-0.28875
ZNF311	-1.964
ATP6V1G3	0.30475
OR2W3	-0.39625
SCN4A	0.218
MED10	-1.074125
FAM135A	-0.7299
ARHGAP4	-0.72125
EHMT2	-0.134
UFD1L	-0.41775
ERMP1	-0.2675
MAG1	0.024
THAP8	0.544166666666667
HACE1	-0.169666666666667
FAM82C	-0.795666666666667
C3orf20	0.2935
UNC84A	0.131666666666667
SCD5	1.12792857142857
LASS6	1.042
LSG1	0.10625
MAL	-4.60775
GPR22	-0.57
WDR5B	0.998
ACTRT1	1.3075
C17orf60	0.621166666666667
GRIN2C	0.1053
ARMC8	0.0880833333333333
SLC47A1	-1.42316666666667
DMPK	-0.031
DHRS13	-0.114833333333333
SMC1A	-1.0885
KRTAP17-1	1.484
SMYD5	-0.477
TUSC2	-0.242
CRHR2	0.554
KIR3DL2	0.204
CCDC104	-0.6555
ATP2C1	1.31325
CROT	-2.211
PABPC3	0.309
EGR1	0.643166666666667
THSD1	-0.65725
KHK	-0.6555
SLC12A2	-0.423875
CD58	1.16775
STOX2	2.43533333333333
CCDC76	-1.1438
CCDC48	2.1895
DNAH1	-0.374666666666667
ZIC4	1.374
OR1G1	0.531
PSMC6	-0.686
PROKR1	-0.059
ABCB1	-2.263375
TRAT1	-1.06225
LLGL1	0.7075
MTF1	0.7475
USP54	1.3835
PAGE2B	-1.773
ITGB7	-3.3905
CCDC81	-0.3765
LOC149837	0.126
SCUBE1	-0.0665
ZSCAN10	1.1565
HUWE1	-0.160142857142857
CDH17	0.095
CD180	0.10925
IL17A	-0.26025
TMPO	-0.67925
KIAA1524	0.253166666666667
HDGFRP3	-0.1015
OXCT1	-1.07090909090909
RRAS2	-0.0605
LTBP2	1.4170625
SV2B	2.29666666666667
CYP2A6	0.198
PKD1L2	-0.788666666666667
PPM1M	0.3515
FLJ22662	3.58016666666667
ZNF502	-1.3875
GP6	0.0605
CRYBA2	0.20625
LEF1	-3.1202
CTPS	-0.226142857142857
EYA1	-2.5655
EPS8L1	2.01175
MAPK14	-0.0548333333333333
SERPINB2	-3.06725
GTF2F2	-0.294
ZNHIT4	-0.4375
PLA1A	-1.475875
C20orf114	0.11975
HPR	-2.609
C18orf2	-2.34733333333333
SATB2	-2.713
KCNJ9	-0.3485
MGC157906	0.951
MOCS3	-0.5015
C17orf71	0.272833333333333
PPHLN1	-0.00920000000000001
HIST1H2BN	0.14125
RAPGEF1	0.29275
MAP3K8	1.92825
DLG4	0.0213333333333334
STC1	-1.2515
CDGAP	1.547
DDX26B	-0.4955
LOC150223	-0.50875
CPSF3	-0.313
TMEM14A	1.9705
MYH3	-0.454
GPKOW	-0.60425
SULT1A1	-0.572666666666667
SPON1	1.9943
YY1AP1	0.563333333333333
RAB23	2.00425
PLA2G4A	-0.54925
MAPRE3	-0.04725
ZNF516	0.701785714285714
GGPS1	0.1265
EXOC3L2	-0.408
C19orf42	-0.2223
MAP2K2	0.360333333333333
HIST1H2BB	0.46175
RNF19B	1.2745
C6orf128	2.13666666666667
TLR8	4.0575
PCDHA9	0.235
CARS2	1.4045
CLUL1	2.0065
RHAG	-3.67616666666667
UNK	0.565
EXOC8	0.3889
C9orf95	1.107
C14orf143	-0.5945
MAML3	-0.207
LDHA	-1.81775
MRPL20	-0.163125
KLHDC6	4.18366666666667
ATP5S	-0.0538333333333333
C8orf55	0.3115
PHF19	-0.636
KRTAP13-4	0.3815
TTC5	-0.88375
XKR5	-0.0245
SILV	-4.5045
TEX28	0.1895
TCTN1	-0.25125
CX40.1	0.41775
PPP2R5C	0.08775
C12orf30	-0.5385
CAPG	2.6515
MPZL1	1.29595
ARSB	-0.408
TDH	-1.134
WASF4	0.496
TSSK3	-1.23866666666667
7A5	2.1
CRISPLD1	3.820125
MAD1L1	-0.237166666666667
SPIN4	1.373
AMPD1	-0.27925
DPYSL5	0.859
INPP1	-0.413333333333333
ANKRD11	-1.04627777777778
NPAS4	0.4325
GCET2	-0.0423
RNASE9	0.2745
GUCY2D	0.5275
CCDC98	-0.751
FGF4	-0.65675
CPM	-0.0595
SLC26A4	-2.446
PLD5	0.61725
FAM59A	0.9139
FBXO5	-0.570777777777778
SIPA1L1	0.1365
DPYS	0.176
ATG4D	-0.105
TGM3	0.1525
MTCH1	0.443
HK1	-0.147928571428571
CDC26	0.290875
GALNT12	-1.16066666666667
LOC339229	0.136
MRPL35	-0.59675
ORC4L	-0.0515
TNKS	-0.242285714285714
C2orf24	-0.2905
ZNF553	0.7725
GGTLA1	2.1624
ZNF497	-0.057
CDY1B	-0.72175
SLC30A4	-0.1115
TUB	1.00775
ARHGEF18	0.038
ARRB1	-0.47975
KCNK1	1.36425
EREG	-1.4665
SCAMP5	0.07375
RUNDC3B	-0.89
ADAMTS20	0.34825
IL17RB	0.16175
FLJ20323	-1.13775
MCAM	0.03575
POLR3E	-2.03358333333333
AQR	-0.3095
IPMK	-0.4635
CDCA7	-0.95575
CAMP	0.01025
GRHL3	3.9915
ADAMTSL2	0.905666666666667
CLMN	3.074
SSTR3	0.676
MAGEA5	-2.28
OVOL2	3.3905
JMJD1B	-0.5535
RBL2	-0.9489
PYGO2	0.77
PPP1R10	0.524666666666667
CSE1L	-0.741166666666667
LCA5	-0.98175
RDH16	0.01875
ASRGL1	0.824375
TOM1	0.194
PTX3	-3.12025
TTC15	-0.3185
SCGB3A1	1.56416666666667
MRPL50	-0.74875
RCAN3	1.6445
SLC26A11	0.76225
STYX	0.395666666666667
CINP	-0.076
MARCH7	0.06875
PFKM	-0.703166666666667
SGMS1	-0.355833333333333
RIOK3	0.218
C1orf110	0.209
CES7	-0.199
LOC440248	-2.07375
PPP1R12C	-0.529
C10orf27	0.038
ATG9A	-0.05625
MRPS26	0.46225
TMEM40	1.20525
ELP3	-0.6599
ZNF787	-0.00640000000000001
HIAT1	0.197125
C8orf34	0.0933333333333333
MGC4655	-0.3578
PELI1	1.60616666666667
PPT1	-0.1489
SLC35C2	-0.210666666666667
C6orf125	0.3795
MUC4	-1.41416666666667
RFC4	-0.243285714285714
GNB2	-0.674333333333333
NUP50	0.421
SULT4A1	0.4645
C7	0.937
CCDC130	-0.174666666666667
ARRDC4	-0.9915
RQCD1	0.64975
GLYCTK	-0.438
AYTL2	-0.418090909090909
MTUS1	-2.2044
LEMD3	0.359166666666667
PLEKHF2	0.102
HOXA7	-0.18
GTF3C2	-1.2725
DYNLRB2	0.46725
CNOT10	0.12375
MR1	0.1465
FFAR1	0.336
PRIC285	0.55825
SLITRK6	0.5185
LIX1	-0.8668
UBE1L2	-0.085
F8	1.009375
ACHE	0.0638333333333333
KPNA5	0.12725
TNFRSF12A	-0.0571666666666667
EGR3	-0.9405
SERPIND1	-3.0765
OASL	3.978
IFRD1	0.585125
WDFY1	-0.475333333333333
ZNF267	0.17375
ACCN5	0.6385
ZBTB6	-0.20325
PPP1R3A	0.6455
PRRT3	0.13525
FBXL19	-0.008
TXNIP	0.0422857142857143
ACTN2	-0.1215
ATG9B	-0.1905
C9orf117	0.50525
IL27	0.879
RPL36AL	-0.368666666666667
KLK15	-0.402
CHAD	0.0705
RAP2B	1.8769
HEBP2	1.61825
ZNF342	-0.077
CAMK2G	0.0186666666666667
TLR3	1.48475
FGF14	0.498
HMGB2	0.188375
TRPM5	-0.0318333333333333
OR5M11	0.3635
KIF3B	-0.208842105263158
PRICKLE2	-0.84375
MTMR9	-0.430875
C3orf27	0.0455
GLRA3	-1.52983333333333
NSDHL	-0.0858333333333333
TMEM32	0.84425
POLR2D	-0.20725
MYADML	0.3465
C9orf114	-0.2395
MRGPRX1	-0.008
TOPORS	0.5735
CLDN19	-1.16775
C1QL4	0.3435
RNF165	-0.78
DHRS9	-1.02375
DNAH2	1.43483333333333
FXR1	-0.561333333333333
ZMYM3	-1.204375
CASP3	1.10983333333333
FAM120C	0.072125
SCLY	-0.48875
CA7	0.216
ENTPD5	-0.686666666666667
ZNF461	0.17975
PDIA5	0.232
C1orf19	-0.0785
TMEM67	0.15375
KCTD20	0.38275
WDR47	0.893
FLJ38723	0.519
KLRF1	-0.0655
TAS2R16	0.4915
CLDN12	-0.29925
PRKCE	-0.60725
UBXD4	0.239
ITGAM	3.49833333333333
GLT8D3	0.863875
WDR31	0.3285
RGS2	3.033
OR51L1	0.607
MST1R	0.981
KIAA1737	0.27325
OR4A5	0.1605
GLIS1	-2.05733333333333
PTMA	0.491142857142857
NAPA	0.26225
PRDM11	0.322
LIPF	0.2485
DIRAS3	-0.78625
ASGR2	-3.68725
C1QTNF4	-0.2635
PIK3R4	0.323
ARMC3	3.15375
NDUFV3	0.0421666666666667
BTBD3	0.0545
PPP1R2	0.337166666666667
UBE2NL	-0.31075
FOSL2	1.24042857142857
FAM119A	-0.200166666666667
TUBA4A	0.0244
KRTAP12-1	-0.16875
SFRS2	-0.306
RHPN1	0.2215
EEF2	-0.657333333333333
ZDHHC11	-1.00433333333333
EPHA3	-1.3492
RBM12	-0.29
H2AFJ	0.366333333333333
EDIL3	-0.0005
KIF26A	-0.47825
SERGEF	-0.692
B3GALT4	1.89575
LOC90925	2.11433333333333
OSCAR	1.518875
NPFF	-0.787375
DEDD	0.73825
TMEM155	-0.342125
PTPN1	-0.5955
SCYL2	0.0376666666666667
SKAP1	1.90275
LEAP2	-3.17916666666667
GADD45G	1.004
IFITM3	1.57525
PILRB	-1.76333333333333
SLU7	-0.2648125
DSC3	3.8885
DNMT3L	-0.5875
PAPD5	-0.256625
B3GNT3	1.12383333333333
LHCGR	0.085
MSL-1	1.89975
UBE2S	-0.65575
SAP130	0.35625
ANAPC11	0.44375
MAGED4B	-3.192
ATP6V1B2	0.563833333333333
C14orf179	0.592375
CAPZA1	-0.035625
CDYL2	-0.976833333333333
GLRX3	-0.469
LOC136288	-0.85575
MOBKL1A	-0.42875
HTR2B	0.62375
CRYGD	0.0618333333333333
NUS1	0.083
PGRMC1	0.7015
MYOM2	-1.00225
FLJ39653	-1.775
CHM	-0.2206
OR5M8	0.509
ZNF619	0.054
FAM105A	1.00925
CCNL1	-0.817625
NAP1L3	-1.82975
C10orf57	0.970666666666667
B3GALNT1	1.3615
CSN1S2A	0.376
TCP10L	0.237
GDAP2	1.36675
DMKN	2.78833333333333
COX6B1	0.6335
DNASE2	0.617333333333333
MSH5	-1.76575
LGMN	0.151875
USP31	1.3029
OR13C8	0.348
SDCBP	-0.1158
NUDT11	-3.36633333333333
PYGL	0.85
SNPH	-1.44333333333333
B3GNT4	0.9545
MIZF	-0.2598
NUBPL	-1.340125
NOD1	0.1245
CDH22	-0.52375
NUBP1	-0.533
DSCAM	-3.79825
DGKI	-0.3065
FAM136A	0.8605
AKAP1	0.567
SLC16A6	-2.38875
RIN3	1.18675
PSG2	0.0265
DIP2B	-0.0551666666666667
PSORS1C1	1.5045
KIAA0495	-0.572
FLJ90709	-1.04133333333333
LPA	-0.122
PIGA	-0.326333333333333
LY75	3.50533333333333
UTS2	-5.35766666666667
RREB1	-0.726625
GALNACT-2	0.5874
MGC3196	-0.40475
FLJ31568	0.5485
LPHN1	-0.258625
SP1	1.271875
TOX4	-0.8025
HSPA9	-0.8795
APOBEC1	0.7735
SLC35E4	-1.65575
LSM5	-1.0085
SURF1	0.1715
ZBTB1	-0.0339166666666667
GTF2F1	-0.21925
RPS15A	0.0675714285714286
DUSP21	0.260666666666667
GINS4	-1.49033333333333
MYO15A	-0.2815
GIMAP7	2.764
MGC13379	1.1885
ATP6V1E2	1.03116666666667
UTP3	0.206
HNRPA3	0.18625
MT4	0.2515
C14orf155	0.10325
U1SNRNPBP	0.00775
CKLF	-0.0983333333333333
PLEKHN1	0.7775
MBNL1	-0.237583333333333
NUP160	-0.94825
ACSM2A	-1.1085
LOC129881	0.12425
KIAA1529	-0.54675
FLJ22639	-0.88575
HAND1	-1.3365
GSX1	0.35
FGA	-3.656625
SERPINB1	0.116
ZNF642	-0.03025
IGFBP1	-7.81675
SLC1A1	-0.30025
DHX57	0.40375
ZNF766	-0.362
PTPN21	1.5165
GDPD3	-1.0285
PNPLA5	0.167
TBR1	0.1415
FAM116A	0.45725
IQGAP1	0.456625
FOS	0.228625
ZNF226	-0.647625
FIGNL1	0.306833333333333
C14orf1	0.0238333333333333
ZMYND17	-0.2
PUS7	-1.08466666666667
TUBB6	1.123625
KCNQ2	-1.254
MARCH6	-0.2035
CCDC33	0.6305
PRODH	1.5485
RBM11	4.48825
EPHA6	0.082125
SLC43A1	-1.62975
LOC196541	0.025125
NTN1	2.07816666666667
ING4	1.022
PCDHB10	2.445
DPH2	1.753
SPACA4	-0.09625
FBXL21	-4.019
DIAPH1	-0.754833333333333
ZNF71	0.905333333333333
CEP76	2.3575
CORO1A	-0.48275
RRM2	-0.970125
EDG4	1.819
OS9	-0.437166666666667
SLC4A1AP	0.27125
COG5	-1.2075
COPS8	-0.108
NGLY1	-0.7065
NCBP2	0.00725
C17orf42	-0.258833333333333
GPSM3	1.307375
SIL1	-0.0985
ASB6	0.2095
SMAD5OS	0.659
UNC93A	-0.64725
A1BG	-0.707666666666667
C21orf62	0.046
FMO5	-2.723
ATRIP	0.0223333333333333
CEBPG	1.756
C7orf38	-0.474
TNFRSF1B	1.2145
CLEC1A	1.14816666666667
IQSEC1	-0.201625
PATZ1	0.3192
RBM22	-0.017125
BAG2	-0.367333333333333
PAQR5	-0.0445
C9orf127	0.1624
THNSL1	0.85425
SHROOM3	1.4088
JAM2	-0.35075
SNRPN	-3.102
ALX4	0.3025
CACNA1S	0.3065
FAM130A1	0.86125
CORIN	0.0725
CD300LB	0.4815
PLEKHG6	2.2225
LRRC40	-0.56475
PCLKC	-1.0535
PCDHB16	-2.4245
WNT2B	0.3555
ASNS	-1.571
MRPL49	-0.23
FLJ46111	-1.041
ISG20	0.553625
SMU1	0.691833333333333
CASZ1	0.5005
POLR1D	-0.287
GIN1	-0.58575
SNAG1	0.249
ANKRD29	-2.56
CDKN2AIP	0.0615
KRR1	-0.6865
CXCL1	2.33033333333333
EPM2A	-0.3149
PC	0.0928333333333333
DEFB127	0.1205
PDZRN4	0.457833333333333
FAH	-0.951375
OR51E1	1.8555
CDC2L6	1.03033333333333
DNTTIP1	0.3145
PAX8	-0.68225
TMEM116	-0.40625
C1orf150	1.1025
PRO2012	0.923
MRPL40	-0.365333333333333
BEX1	-1.8764
SLC2A4	-0.758833333333333
PKMYT1	-0.65975
FEZF2	-0.144333333333333
SLC26A9	3.375
MAP2	2.5655
LYL1	-1.12325
SLC25A19	0.2915
NOS3	-0.2875
ZNF34	0.399666666666667
TMPRSS11F	-0.13
FAM43A	-1.4865
FCRL4	-0.282666666666667
KLF14	0.70775
FLRT2	-1.8365
WRN	-1.65775
SDF2	0.4111
KRT8P12	-0.43425
C6orf195	0.702
C9orf125	-2.54766666666667
DZIP3	-0.519875
RIT1	0.1325
SCML1	-3.32016666666667
RHBDF2	1.850625
OR2G3	0.6355
REXO1L1	0.0695
MAP3K7IP3	-1.32175
C3orf57	-6.88775
FBXW11	-0.817166666666667
ETAA1	-0.988
C14orf131	-0.382
AKT1S1	-0.91525
SLC12A5	-1.094625
C9orf164	1.189
NRIP3	-0.43125
NOS1AP	-1.7495
TMEM121	0.76075
SAP30BP	0.8788
DGCR6	1.10675
WDR76	-0.3835
FAM82B	-0.187416666666667
LOC606495	-0.702
MAP9	-1.88566666666667
BCDIN3D	0.536
CXorf36	1.98716666666667
DSCR3	1.2967
ZFAND3	0.241125
C7orf43	0.0636666666666667
SPSB3	0.8761
C19orf19	0.36575
FAM133A	-3.0335
C12orf25	0.3185
SLC39A3	-0.27375
DISP2	-0.8045
PI4KAP2	-1.7435
MKRN3	-0.266333333333333
ADAMTS13	0.224875
CBLN3	0.2282
TTYH1	1.4325
C3orf18	-1.053
FLJ13236	-0.45925
ZMYND12	5.23975
C18orf25	0.25
GLB1L3	-0.8365
ATP13A5	0.186
RANBP10	-0.2565
CD96	-0.8408
DENND1C	0.3615
RBMS3	-1.0425
SLC41A3	0.925166666666667
DGCR6L	1.09825
TMEM128	0.497333333333333
CSNK1G3	-0.172428571428571
MOBKL2C	0.907375
TSPAN6	0.8425
MATN2	-0.8384
MSL2L1	0.541166666666667
ST6GALNAC2	0.570833333333333
FGFBP2	2.91125
FGL1	-6.4065
MPP3	-0.889166666666667
ARHGEF6	0.180833333333333
TGFBR2	-0.49425
ACMSD	-1.07425
IL33	1.684
C9orf5	-0.503083333333333
DEAF1	-0.2859
AMN	0.6975
DEFA6	0.067375
RNF212	0.412
METT5D1	-0.131333333333333
CIB1	-0.7495
TSSK1B	0.2295
KIAA1727	1.271
ZNF680	-0.815083333333333
LOC399900	-0.736
LOC152217	0.734
CTNNAL1	-3.5935
CIT	-0.438083333333333
TLE6	0.1785
ZNF607	-0.297
HERC4	-1.179
DRAP1	-0.5412
PEMT	0.40525
C10orf111	0.56
ZNF575	1.235125
KCTD7	-0.13325
MYO1F	0.784125
LOC285382	1.99725
RAB11A	-0.3026
PLCD3	-0.691
C15orf28	-0.1335
PTBP2	0.130125
CTB-1048E9.5	-0.1115
C19orf60	-0.08
C7orf25	0.0848333333333333
SETD7	0.77975
HOXB9	-2.829
VANGL1	1.164125
CHAF1B	1.43125
NDUFA3	-0.195
KIAA1328	-0.423333333333333
SHARPIN	0.421625
TTC23	-1.02025
UGP2	0.7225
ANKIB1	-0.6401
CIRBP	-0.693857142857143
SEC14L4	1.29
OVCH1	0.0153333333333334
VPS52	-0.0355
FAT	0.568875
M6PRBP1	-0.513
GPRIN3	0.6175
PPM1F	-0.828666666666667
TSR1	0.16575
CCDC85A	2.48675
PCSK5	0.35125
ZFHX3	-0.5285
HEMK1	-0.7046
PGBD2	0.19775
RSRC2	0.0895
AURKC	-2.302
SCRIB	0.443625
ORM2	-4.31116666666667
FAM115A	-1.1457
FZD6	1.064375
UNC119	-0.253666666666667
GPX3	-0.3734
NOV	-0.49025
CABC1	-0.1685
CDC42SE2	0.1105625
EIF2S2	-0.2051
RNF130	0.965875
CKAP5	-0.570333333333333
RP11-413M3.2	0.813125
C10orf18	1.5811
TMEM93	0.133
DYX1C1	0.56825
KCNMB2	-1.48157142857143
ANK3	1.22375
KRT5	2.0967
CDH12	-1.218625
QRSL1	0.40075
JUB	-1.92425
SHC4	3.6195
CCL15	1.10733333333333
CCDC22	-0.49425
SNX24	-0.44075
RARS	-0.60825
MORC2	1.160625
FAM48A	0.04425
MT1H	0.726
PPP1R14C	3.77683333333333
FOXD1	-0.622714285714286
C1orf213	-1.759
AMT	-1.9293
DSN1	-1.1515
PTPLAD2	3.38075
DIS3L	-1.6035
RASL11A	-0.6455
GPRC5B	0.238875
FRMD7	-1.5015
STRN4	0.01325
KITLG	-0.990545454545455
HDGF	0.35625
OR1S1	-0.683
SETX	0.0463
DDR2	0.540875
KCTD12	1.91675
LYZL2	2.41975
WDR52	-1.36
TMEM2	-0.309875
ZNF579	0.697833333333333
LOC200810	-0.66375
TNFSF9	-1.70975
PPFIA4	-2.62075
CNIH3	-0.2745
MAP4K4	-0.581071428571429
ROD1	0.861571428571429
ALS2CR12	-0.636666666666667
DOCK3	0.8995
PAQR9	-2.91475
ASB17	-0.056
STX16	-0.46575
FEZ2	-0.155333333333333
DLAT	-0.577666666666667
KIF21B	-1.28833333333333
CDC5L	1.28825
TMEM119	0.867333333333333
CRIP3	-1.1005
TPSD1	0.2885
TEPP	0.231
GNGT2	1.48025
C21orf121	1.65525
WNK1	0.320166666666667
FLJ10490	0.9207
OR51B5	-1.958
LOC203547	-0.227625
HAS1	1.4515
PPA1	-0.0831666666666667
ST7	-0.637625
C11orf46	0.1686
POPDC3	-3.24466666666667
ACOX2	-1.30683333333333
ATCAY	-0.102
TM4SF19	-0.1385
MFSD9	0.134666666666667
PDHB	-0.83175
ERN1	-0.214
LCE3C	0.499
GPR111	0.2085
NOTCH3	2.41733333333333
ADAMTS5	3.65325
B3GALT1	-1.07433333333333
UGCGL1	0.183666666666667
FAM58A	1.34483333333333
FBXO32	2.44075
CLPP	-0.175
NXPH1	-1.714
MTMR3	0.516
ATP1B3	-0.4545
TMEM16A	3.23625
HIST1H3F	0.107
TRIM25	0.658166666666667
SDCBP2	1.2005
CRKL	-0.40225
HOXB2	-1.62933333333333
ANP32B	-0.215
GATM	2.5215
AP4E1	-0.454875
EDG5	0.449
CDKN3	-0.245
CDH4	-2.602
PGD	-0.133
RND1	0.8225
GAD1	-3.009
MPG	-0.306375
LOC440350	-0.5205
ZNF133	-0.0625
SERPINB12	-0.1355
AMELY	0.0863333333333333
DHX36	-0.29575
TNFAIP8L2	3.47816666666667
PHTF2	-0.446388888888889
CCDC112	-1.12533333333333
IQCC	-1.2235
HEYL	2.45133333333333
FTSJ2	-0.5435
APPL1	0.595625
RAB43	0.665571428571429
OR10G2	0.375
WAC	0.667666666666667
ADCY9	-0.8615
RUNDC2B	-1.029
PYCRL	0.3713
AGPAT7	-0.790833333333333
SLC22A9	-1.43633333333333
CDKAL1	2.1225
PDYN	-0.186
C20orf74	-1.522
MTMR11	1.8505
VAV3	-0.4905
DAPL1	-0.7285
STXBP3	0.1885
EIF3G	-0.51825
ARHGAP22	0.07425
NPFFR1	0.627
NPC1	-0.368
ALDH9A1	0.489333333333333
ZNF600	-0.203
ZNF678	-0.693166666666667
RASSF1	0.241416666666667
ADD2	-1.26625
PITPNB	0.201125
PKD2L2	0.387428571428571
LRP11	0.000250000000000007
CDKL1	0.904
SMEK2	0.45075
PRODH2	-2.77133333333333
C11orf54	-0.517
SFRS11	-0.563833333333333
IL7	1.37166666666667
ALS2CR16	0.6745
BTG3	3.3035
PAK2	0.265222222222222
RP11-679B17.1	-0.02525
GATA4	-1.38766666666667
ATP2B1	-1.83025
LOC130940	-0.4535
C1orf172	2.83383333333333
ATF7IP2	-1.2365
SLC25A43	0.843
CENTG3	-0.0845
IGF2BP1	-2.8355
FCHSD1	0.222
CAMK2N2	1.16383333333333
ELAVL3	0.011
NBPF15	-0.627666666666667
UBE2J2	-0.1655
GNL2	-0.402
PRR3	-0.3514
NLF2	1.47725
OR4F6	0.7295
KLHL24	0.668
CCDC88A	-1.7819
SGPP1	-1.43666666666667
C10orf11	0.757333333333333
SLC35B4	-1.40566666666667
UGT3A2	-0.659
ARNT2	1.2597
CBR1	1.3285
ITPR3	0.686666666666667
TRAPPC6B	-1.158
AMZ1	-0.2505
ARP11	0.9525
WDSUB1	1.1565
APBA1	0.199
RAB2A	1.0218
C6orf162	1.056875
HPSE2	0.36925
PLCE1	0.74975
INSL3	1.28625
DLG1	0.0297
PTPLA	0.20125
PIGX	-0.6965
TFIP11	0.158833333333333
FIBIN	1.438
POLR2G	-0.59375
GRAP2	-1.6993
DNAJB8	-0.03875
CNBP	0.710333333333333
WASF1	-0.4495
INPP5E	-0.4181
HSPB1	-1.4388125
TMEM167	-0.8278
CUBN	0.74375
IGF1	1.573375
ITPK1	0.0955
NAALAD2	-1.443875
G3BP1	0.0413
NT5DC1	-0.17125
CYP39A1	1.19
TMEM139	1.929
POLK	-0.9203
GLULD1	-0.972
RBM15	-0.796333333333333
AMZ2	0.12775
GDF15	-4.394
MESDC2	-0.40675
INCA	0.8775
ACY1L2	1.784
GZMM	-0.497166666666667
PAIP1	-0.2765
CACNA2D1	-0.80825
STK32C	0.648
SH3BP4	-0.0213333333333333
DEC1	0.2195
PADI1	-0.2265
UBB	-1.4652
PON3	0.290833333333333
PROP1	0.568
ANKRD13B	0.4465
ADCK1	-0.59025
TCF25	-0.549666666666667
SLC38A5	-2.12125
CXorf26	0.724166666666667
C19orf39	0.17825
PPP1R13B	0.22375
ARL2	-0.502
TCL6	0.256833333333333
TOP3A	0.136
SLC16A14	-1.640125
FXYD6	3.09283333333333
HIST1H4E	0.398
BBC3	0.368315789473684
UNC5A	0.198333333333333
FAM86C	-0.7562
PI4KB	0.40675
B3GAT1	1.14675
SUSD2	2.258
OAZ2	-0.4945
NOC4L	-0.1825
C10orf12	0.30475
FADS1	-2.3205
LOC144097	0.247
DKK2	0.155
KIAA1949	1.2235
RHOT1	-0.0178
OXT	1.906
GPR153	1.02275
ARL4A	-1.044
SAAL1	-0.77175
CCDC64	-0.6515
USE1	-0.592166666666667
HNMT	0.239333333333333
PCGF3	0.1641875
CYP2C19	0.5045
C20orf4	-0.1625
CCDC11	-0.677
ACSBG2	-0.01725
RWDD2A	0.40775
PALLD	2.419625
CPLX4	0.7665
LOC492311	-0.154
KPNA2	0.6305
MACROD1	-0.759
TMCO3	0.242
C15orf52	1.88716666666667
BIRC5	0.4098
PRR16	-0.02
FAM63B	-0.975875
KATNB1	-0.835666666666667
WNT8B	0.146
CPLX3	0.6425
