Hybridization REF	TCGA-A8-A09N-01A-11R-A00Z-07
ARHGAP17	0.0963
KCNIP3	0.16325
SFPQ	0.415
GFRA4	0.0881666666666667
AKR1B10	-4.028
TIGD6	1.00316666666667
RGS16	0.9675
URB1	-0.379
OR4C46	0.4638
TOP3B	-1.3575
NFATC4	0.4705
CA14	-3.74525
BMPR1A	0.545333333333333
SNRP70	-0.610125
PRL	-0.129666666666667
C6orf130	0.176
STAG2	0.14675
CD55	-0.591
RPS23	0.559166666666667
SSX2	-1.29783333333333
FDPSL2A	-0.42575
FBXO27	0.13125
SYNGR3	-1.23133333333333
TMSL3	0.084
EML1	-1.241
NUP93	-0.32425
SMAD3	0.7741
KIAA1189	-0.0335
HNRPUL2	0.6485
TBC1D12	1.29766666666667
C16orf24	1.00825
MRVI1	0.706333333333333
ZNF581	-0.867666666666667
ELOVL3	-0.1945
OR51Q1	0.55325
CACNB3	2.11583333333333
GALNT13	-1.7765
C10orf84	1.3883125
NEDD4	-0.1753
SPO11	-0.035
OR5AU1	0.326
NEK4	0.764071428571429
PRKAR2A	0.468166666666667
IHPK1	-0.2315
ATP6V0B	0.90175
CACNA1E	-0.0125
CEACAM8	2.06933333333333
PEX14	-0.064
FLJ12993	4.9465
ZBTB38	0.142416666666667
PCTK2	1.7215
LRRC16	0.06
FBLIM1	1.08616666666667
FYCO1	1.57625
RP5-1022P6.2	-0.722
CMTM1	-0.7415
PLTP	-0.336
RAPH1	0.229375
DOCK8	0.374625
EZH2	-0.540733333333333
SLC25A1	-0.939833333333333
PLEKHB1	0.6954
GRB7	-0.0513
ZFP37	-0.25325
MRPL33	-1.231
PELO	0.0645
ARMC1	0.168
C9orf27	0.17475
FLJ25778	0.3405
C9orf37	-0.210166666666667
TMEM66	1.233
SPRN	0.40975
HBEGF	-0.2975
PI4KA	-0.449
LEPRE1	-1.339
POU2AF1	-3.318625
MRPL12	-1.14066666666667
REP15	0.464
ZC3H3	0.96525
RASAL1	0.852
DDAH1	1.65575
ACBD5	0.728125
TMC2	0.695
CCDC137	-1.03825
SAMD13	1.30333333333333
UGT2B15	-0.941333333333333
TIPARP	0.66825
DNASE1L3	0.28925
TRIM72	0.562166666666667
DBX2	1.1365
IPO8	0.06575
C21orf88	-1.3376
MAP3K14	-0.628
LOC51233	0.628166666666667
GGTLA4	-1.25125
PDE6D	-1.04725
ZNF117	-0.461
CLK2	-0.4315
NKRF	-0.76575
TNFSF15	1.4111
DUSP2	0.1955
SECISBP2	1.2169
GABRR2	0.2335
PPAP2C	0.9695
LOC51145	0.0218
PAG1	-0.293375
PIK3C3	-0.57975
GNG10	0.7215
APOL4	0.811666666666667
ANKRD28	-0.621
STMN3	-2.4891
RAB14	0.9859
CDK2AP2	0.73825
HDDC3	-0.04775
COMMD7	1.09625
CXXC1	-0.59675
HMCN1	0.1815
CD40	-0.17625
DYNC1LI2	-0.147125
GDI1	0.4045
LOC646938	-0.2665
VSNL1	-1.71833333333333
PIH1D1	0.163333333333333
RAET1G	1.308
KRTAP5-9	0.0635
EFTUD2	-0.76
ZNF311	0.985666666666667
ATP6V1G3	0.253333333333333
OR2W3	-0.6095
SCN4A	0.22575
MED10	-0.377125
FAM135A	-1.7098
ARHGAP4	-2.047
EHMT2	-0.248
UFD1L	-0.9215
ERMP1	1.20975
MAG1	-2.00083333333333
THAP8	0.092
HACE1	-0.941
FAM82C	0.720833333333333
C3orf20	-0.6925
UNC84A	-0.0735
SCD5	-0.145230769230769
LASS6	2.303875
LSG1	0.609083333333333
MAL	-5.44075
GPR22	-0.183
WDR5B	1.89425
ACTRT1	0.4245
C17orf60	-0.528166666666667
GRIN2C	-0.4366
ARMC8	-0.00866666666666665
SLC47A1	-2.14333333333333
DMPK	-0.13675
DHRS13	-0.810833333333333
SMC1A	0.204
KRTAP17-1	0.10325
SMYD5	-0.78025
TUSC2	0.752625
CRHR2	0.842
KIR3DL2	0.4695
CCDC104	-0.628
ATP2C1	1.240125
CROT	1.159
PABPC3	0.4125
EGR1	-1.3855
THSD1	-0.10425
KHK	-1.57325
SLC12A2	1.164875
CD58	-1.11675
STOX2	-1.888
CCDC76	-0.7863
CCDC48	3.49175
DNAH1	0.455
ZIC4	0.34575
OR1G1	-0.3435
PSMC6	-0.4265
PROKR1	0.087
ABCB1	-0.816375
TRAT1	-0.46075
LLGL1	-0.0355
MTF1	0.612
USP54	1.48675
PAGE2B	-2.2515
ITGB7	-3.86425
CCDC81	-0.0995
LOC149837	0.173
SCUBE1	0.414
ZSCAN10	0.036
HUWE1	0.4695
CDH17	0.8265
CD180	-0.12625
IL17A	0.51625
TMPO	-0.1695
KIAA1524	-0.903833333333333
HDGFRP3	-0.492
OXCT1	-0.784454545454545
RRAS2	-0.491666666666667
LTBP2	2.9355
SV2B	0.8065
CYP2A6	5.050375
PKD1L2	-1.0828
PPM1M	1.195
FLJ22662	1.7845
ZNF502	2.04825
GP6	-0.47
CRYBA2	-0.874
LEF1	0.2475
CTPS	-1.39685714285714
EYA1	-1.135
EPS8L1	1.63775
MAPK14	0.0260833333333333
SERPINB2	-5.15025
GTF2F2	-0.703
ZNHIT4	-0.077
PLA1A	1.051
C20orf114	3.17275
HPR	-4.246
C18orf2	-3.09166666666667
SATB2	-3.003
KCNJ9	0.151125
MGC157906	0.7395
MOCS3	0.816
C17orf71	-0.444
PPHLN1	0.6419
HIST1H2BN	-1.199
RAPGEF1	-1.043
MAP3K8	0.2955
DLG4	-0.154833333333333
STC1	-0.35875
CDGAP	1.08025
DDX26B	-2.25375
LOC150223	-1.65025
CPSF3	-0.803666666666667
TMEM14A	0.11725
MYH3	-2.9755
GPKOW	0.40775
SULT1A1	0.5475
SPON1	3.448
YY1AP1	0.406166666666667
RAB23	0.587
PLA2G4A	-4.60775
MAPRE3	-0.565
ZNF516	0.230142857142857
GGPS1	1.4895
EXOC3L2	-0.46875
C19orf42	0.3989
MAP2K2	-0.653
HIST1H2BB	-0.96225
RNF19B	1.65766666666667
C6orf128	-0.297
TLR8	2.2255
PCDHA9	0.013
CARS2	-0.371875
CLUL1	0.4385
RHAG	-4.12616666666667
UNK	-0.8915
EXOC8	0.8526
C9orf95	1.10875
C14orf143	0.136833333333333
MAML3	0.30825
LDHA	-0.90425
MRPL20	0.7055
KLHDC6	0.016
ATP5S	-0.0805
C8orf55	0.932
PHF19	-2.2735
KRTAP13-4	0.589
TTC5	-0.0485
XKR5	0.0465
SILV	-4.51583333333333
TEX28	-0.1335
TCTN1	1.979
CX40.1	0.39275
PPP2R5C	-0.494125
C12orf30	-0.501166666666667
CAPG	1.7095
MPZL1	0.7813
ARSB	-0.914166666666667
TDH	-0.2565
WASF4	-0.1875
TSSK3	-1.118
7A5	2.6455
CRISPLD1	0.937375
MAD1L1	-0.5155
SPIN4	0.0926666666666667
AMPD1	-0.80075
DPYSL5	0.9125
INPP1	-1.15483333333333
ANKRD11	-1.46894444444444
NPAS4	-0.05575
GCET2	0.1526
RNASE9	1.0715
GUCY2D	0.293666666666667
CCDC98	0.4425
FGF4	0.02775
CPM	0.636666666666667
SLC26A4	-0.6375
PLD5	0.14425
FAM59A	0.2601
FBXO5	-1.87755555555556
SIPA1L1	-0.299375
DPYS	0.303
ATG4D	-0.1365
TGM3	1.861
MTCH1	0.696375
HK1	0.606076923076923
CDC26	0.292125
GALNT12	-3.47516666666667
LOC339229	-0.57025
MRPL35	0.107875
ORC4L	-0.081
TNKS	-0.0197142857142857
C2orf24	0.478
ZNF553	0.464166666666667
GGTLA1	2.2165
ZNF497	-0.83525
CDY1B	0.41075
SLC30A4	0.0195
TUB	-1.24225
ARHGEF18	-0.1755
ARRB1	1.37925
KCNK1	1.080125
EREG	-2.9668
SCAMP5	-1.16325
RUNDC3B	2.3355
ADAMTS20	0.421
IL17RB	-0.852
FLJ20323	0.26275
MCAM	-0.3345
POLR3E	-1.33016666666667
AQR	0.2305
IPMK	0.2835
CDCA7	-3.16925
CAMP	-0.13625
GRHL3	1.57625
ADAMTSL2	0.588666666666667
CLMN	2.21766666666667
SSTR3	0.3135
MAGEA5	-2.6115
OVOL2	4.3365
JMJD1B	0.8915
RBL2	0.7556
PYGO2	0.7045
PPP1R10	0.480333333333333
CSE1L	0.1325
LCA5	0.31175
RDH16	2.5105
ASRGL1	-3.47825
TOM1	0.247666666666667
PTX3	-6.7745
TTC15	0.081
SCGB3A1	0.458833333333333
MRPL50	-0.49925
RCAN3	1.245375
SLC26A11	0.1015
STYX	-0.513166666666667
CINP	0.1945
MARCH7	0.00675
PFKM	-1.01216666666667
SGMS1	0.5465
RIOK3	-0.3451
C1orf110	0.2335
CES7	-0.257125
LOC440248	-2.14725
PPP1R12C	-0.05225
C10orf27	0.9695
ATG9A	-1.029
MRPS26	1.06275
TMEM40	-0.6775
ELP3	-0.0627
ZNF787	0.0438
HIAT1	0.51075
C8orf34	1.858
MGC4655	0.7751
PELI1	-0.610833333333333
PPT1	0.5961
SLC35C2	0.450166666666667
C6orf125	-1.07975
MUC4	-1.60316666666667
RFC4	-1.70542857142857
GNB2	0.943833333333333
NUP50	-0.118357142857143
SULT4A1	-1.97716666666667
C7	1.36775
CCDC130	-0.759666666666667
ARRDC4	-1.4195
RQCD1	-0.39975
GLYCTK	-0.091
AYTL2	-1.12190909090909
MTUS1	1.4761
LEMD3	0.598166666666667
PLEKHF2	2.59325
HOXA7	-1.109125
GTF3C2	-1.0595
DYNLRB2	1.3425
CNOT10	0.07775
MR1	-0.261166666666667
FFAR1	0.0435
PRIC285	0.199
SLITRK6	1.17425
LIX1	-2.56233333333333
UBE1L2	0.401333333333333
F8	1.134375
ACHE	0.151
KPNA5	-0.9495
TNFRSF12A	0.0678333333333333
EGR3	-1.382
SERPIND1	-3.4525
OASL	1.80975
IFRD1	-1.33
WDFY1	0.130666666666667
ZNF267	0.381625
ACCN5	-0.0235
ZBTB6	0.4415
PPP1R3A	-0.138
PRRT3	1.8885
FBXL19	-1.0295
TXNIP	-0.457785714285714
ACTN2	-1.6225
ATG9B	-0.177875
C9orf117	1.20675
IL27	-1.515
RPL36AL	0.081
KLK15	0.249666666666667
CHAD	0.8825
RAP2B	-0.4797
HEBP2	0.5505
ZNF342	1.7685
CAMK2G	-0.01
TLR3	2.24525
FGF14	-0.301
HMGB2	0.20875
TRPM5	0.0635
OR5M11	0.343
KIF3B	0.565789473684211
PRICKLE2	1.481
MTMR9	0.094
C3orf27	0.63175
GLRA3	-2.1775
NSDHL	-0.206666666666667
TMEM32	-0.056
POLR2D	-1.05408333333333
MYADML	0.5155
C9orf114	0.44925
MRGPRX1	0.5665
TOPORS	-0.04175
CLDN19	-1.0665
C1QL4	-0.4315
RNF165	-0.5375
DHRS9	0.64225
DNAH2	-0.75
FXR1	-0.454166666666667
ZMYM3	0.074625
CASP3	1.128
FAM120C	-0.934375
SCLY	-1.84375
CA7	0.395
ENTPD5	0.987166666666667
ZNF461	0.178875
PDIA5	0.2325
C1orf19	-0.596333333333333
TMEM67	0.68025
KCTD20	0.03075
WDR47	0.5325
FLJ38723	1.197
KLRF1	0.109666666666667
TAS2R16	0.834
CLDN12	0.68875
PRKCE	-0.3435
UBXD4	-1.124
ITGAM	2.067
GLT8D3	-0.176625
WDR31	1.3197
RGS2	-0.95475
OR51L1	0.3235
MST1R	1.04325
KIAA1737	1.603
OR4A5	0.1545
GLIS1	-0.9565
PTMA	0.141071428571429
NAPA	1.97975
PRDM11	0.38025
LIPF	0.023
DIRAS3	0.206
ASGR2	-4.412
C1QTNF4	0.25875
PIK3R4	1.14883333333333
ARMC3	4.62875
NDUFV3	-0.364833333333333
BTBD3	-0.619166666666667
PPP1R2	0.2695
UBE2NL	0.67125
FOSL2	0.387428571428572
FAM119A	-1.979
TUBA4A	-0.0964
KRTAP12-1	0.13075
SFRS2	-0.03625
RHPN1	0.6019
EEF2	-1.03433333333333
ZDHHC11	-0.652333333333333
EPHA3	-1.2781
RBM12	-0.243
H2AFJ	1.15275
EDIL3	3.4895
KIF26A	-1.72
SERGEF	-0.03125
B3GALT4	3.22825
LOC90925	0.702666666666667
OSCAR	-0.43625
NPFF	-0.85475
DEDD	0.352875
TMEM155	-0.21
PTPN1	0.236
SCYL2	0.939
SKAP1	1.97075
LEAP2	-2.83166666666667
GADD45G	2.904
IFITM3	0.521
PILRB	-1.27433333333333
SLU7	0.4088125
DSC3	-0.334
DNMT3L	-1.5295
PAPD5	-0.174
B3GNT3	-2.17233333333333
LHCGR	1.0185
MSL-1	-0.371
UBE2S	-1.514125
SAP130	-1.004
ANAPC11	-0.28725
MAGED4B	-2.554
ATP6V1B2	-0.146833333333333
C14orf179	0.687875
CAPZA1	0.69525
CDYL2	-0.204
GLRX3	-0.708833333333333
LOC136288	-0.23
MOBKL1A	0.4025
HTR2B	1.8835
CRYGD	-0.0895
NUS1	-0.639166666666667
PGRMC1	0.9645
MYOM2	-0.2005
FLJ39653	-0.770833333333333
CHM	0.5161
OR5M8	0.5315
ZNF619	0.8245
FAM105A	0.59275
CCNL1	-1.02475
NAP1L3	-0.3305
C10orf57	2.8885
B3GALNT1	0.475833333333333
CSN1S2A	0.471
TCP10L	0.75675
GDAP2	0.523875
DMKN	-1.19516666666667
COX6B1	-0.225
DNASE2	0.4085
MSH5	-1.54125
LGMN	-0.002375
USP31	-0.1518
OR13C8	-0.2425
SDCBP	-0.258
NUDT11	-2.99683333333333
PYGL	-1.875
SNPH	-0.777833333333333
B3GNT4	-1.086
MIZF	0.3266
NUBPL	-0.17125
NOD1	0.549333333333333
CDH22	0.289875
NUBP1	0.593
DSCAM	-3.98975
DGKI	0.471
FAM136A	-1.31775
AKAP1	-0.162666666666667
SLC16A6	0.23575
RIN3	-0.09425
PSG2	-0.3055
DIP2B	1.19216666666667
PSORS1C1	-0.0824
KIAA0495	0.9465
FLJ90709	-0.391166666666667
LPA	-0.38
PIGA	0.152666666666667
LY75	1.17716666666667
UTS2	-6.07433333333333
RREB1	0.989
GALNACT-2	1.0967
MGC3196	-0.5075
FLJ31568	-0.049
LPHN1	-0.7275
SP1	1.55425
TOX4	-0.146333333333333
HSPA9	0.8401
APOBEC1	0.605
SLC35E4	-1.3025
LSM5	-0.7035
SURF1	0.9405
ZBTB1	0.285833333333333
GTF2F1	-0.340375
RPS15A	-0.315785714285714
DUSP21	-0.7362
GINS4	-3.08383333333333
MYO15A	-0.8785
GIMAP7	2.759
MGC13379	0.706
ATP6V1E2	-3.10933333333333
UTP3	0.52575
HNRPA3	-1.418875
MT4	-0.0415
C14orf155	0.565
U1SNRNPBP	0.438
CKLF	-1.469
PLEKHN1	-0.0798333333333333
MBNL1	0.26325
NUP160	-0.5965
ACSM2A	-1.81533333333333
LOC129881	0.413
KIAA1529	-1.47925
FLJ22639	-2.694
HAND1	-1.307
GSX1	0.186
FGA	-4.1370625
SERPINB1	-0.0415
ZNF642	0.7035
IGFBP1	-8.442125
SLC1A1	0.18825
DHX57	-0.38675
ZNF766	0.1005
PTPN21	-0.8166
GDPD3	-0.115
PNPLA5	0.138
TBR1	0.5558
FAM116A	0.12575
IQGAP1	0.6775
FOS	-0.84075
ZNF226	0.061625
FIGNL1	-0.1085
C14orf1	0.4175
ZMYND17	-0.3875
PUS7	-0.4075
TUBB6	-1.474
KCNQ2	-1.195
MARCH6	0.556416666666667
CCDC33	0.209
PRODH	-0.41275
RBM11	2.06875
EPHA6	0.504
SLC43A1	-0.586
LOC196541	-0.232166666666667
NTN1	0.83075
ING4	1.453
PCDHB10	0.861
DPH2	-0.1845
SPACA4	0.5105
FBXL21	null
DIAPH1	-0.4505
ZNF71	1.25033333333333
CEP76	-0.8835
CORO1A	-0.85775
RRM2	-1.61975
EDG4	-0.291
OS9	0.9635
SLC4A1AP	-0.59325
COG5	1.90225
COPS8	-0.39825
NGLY1	-0.1335
NCBP2	-0.03175
C17orf42	-0.894333333333333
GPSM3	-0.10125
SIL1	1.64066666666667
ASB6	0.17775
SMAD5OS	-0.319833333333333
UNC93A	-3.60025
A1BG	-1.28883333333333
C21orf62	0.60325
FMO5	0.63
ATRIP	0.999833333333333
CEBPG	0.115166666666667
C7orf38	0.343
TNFRSF1B	0.681166666666667
CLEC1A	1.46766666666667
IQSEC1	1.090375
PATZ1	1.4217
RBM22	0.97425
BAG2	-2.67416666666667
PAQR5	-0.943333333333333
C9orf127	-0.2138
THNSL1	0.68425
SHROOM3	3.8705
JAM2	0.68575
SNRPN	-2.32475
ALX4	0.056
CACNA1S	-0.5415
FAM130A1	1.34075
CORIN	3.91
CD300LB	1.0205
PLEKHG6	1.4395
LRRC40	-0.83725
PCLKC	-1.44125
PCDHB16	-0.0528333333333333
WNT2B	0.443666666666667
ASNS	-1.34533333333333
MRPL49	1.1695
FLJ46111	1.532
ISG20	-1.368125
SMU1	-0.156333333333333
CASZ1	1.6815
POLR1D	-0.598583333333333
GIN1	0.16975
SNAG1	0.498666666666667
ANKRD29	-2.6065
CDKN2AIP	0.384
KRR1	1.0965
CXCL1	-4.13066666666667
EPM2A	0.5222
PC	0.71
DEFB127	-0.65
PDZRN4	1.24683333333333
FAH	1.316625
OR51E1	1.4235
CDC2L6	-0.637
DNTTIP1	0.22475
PAX8	0.6015
TMEM116	0.80025
C1orf150	0.854
PRO2012	0.657
MRPL40	-0.787666666666667
BEX1	-2.6071
SLC2A4	-0.5265
PKMYT1	-0.4015
FEZF2	-0.253
SLC26A9	-1.74425
MAP2	0.338583333333333
LYL1	-1.73125
SLC25A19	-1.19716666666667
NOS3	-0.421
ZNF34	0.838333333333333
TMPRSS11F	0.518666666666667
FAM43A	-0.4085
FCRL4	-0.0856666666666667
KLF14	-0.02125
FLRT2	-0.862
WRN	-1.371
SDF2	-0.029
KRT8P12	1.15575
C6orf195	-0.381
C9orf125	-2.1325
DZIP3	0.440125
RIT1	0.420916666666667
SCML1	-1.88083333333333
RHBDF2	-0.974125
OR2G3	0.54
REXO1L1	-0.408
MAP3K7IP3	0.368375
C3orf57	-5.22475
FBXW11	-0.772833333333333
ETAA1	-1.30425
C14orf131	-0.2009
AKT1S1	0.44675
SLC12A5	-0.588375
C9orf164	1.67175
NRIP3	-0.31775
NOS1AP	-0.44025
TMEM121	-1.0125
SAP30BP	-0.6168
DGCR6	0.20525
WDR76	-1.58275
FAM82B	0.642333333333333
LOC606495	-0.355
MAP9	1.85375
BCDIN3D	1.6525
CXorf36	3.07133333333333
DSCR3	0.1796
ZFAND3	1.294
C7orf43	0.5885
SPSB3	0.7041
C19orf19	0.52
FAM133A	-3.263
C12orf25	0.38125
SLC39A3	-0.7135
DISP2	-2.4915
PI4KAP2	-1.539
MKRN3	-2.74366666666667
ADAMTS13	-0.61125
CBLN3	0.4922
TTYH1	-1.384
C3orf18	1.10125
FLJ13236	1.16025
ZMYND12	5.10425
C18orf25	0.387
GLB1L3	-0.882
ATP13A5	0.199
RANBP10	-0.152
CD96	-1.0231
DENND1C	-0.8565
RBMS3	0.5898
SLC41A3	0.8805
DGCR6L	0.03725
TMEM128	0.701
CSNK1G3	-0.0391428571428571
MOBKL2C	1.16575
TSPAN6	-1.64375
MATN2	-1.3102
MSL2L1	0.377333333333333
ST6GALNAC2	-2.32333333333333
FGFBP2	-0.763625
FGL1	-6.09166666666667
MPP3	-1.3255
ARHGEF6	0.692666666666667
TGFBR2	0.36075
ACMSD	-0.949
IL33	2.909
C9orf5	0.495
DEAF1	-0.227
AMN	-0.4225
DEFA6	-0.0486249999999999
RNF212	-1.351
METT5D1	0.753
CIB1	1.057
TSSK1B	0.68025
KIAA1727	2.13175
ZNF680	0.868666666666666
LOC399900	-1.0285
LOC152217	-0.117333333333333
CTNNAL1	-1.47
CIT	-1.64758333333333
TLE6	-0.87525
ZNF607	-0.93675
HERC4	-0.4465
DRAP1	0.2734
PEMT	-1.23775
C10orf111	0.8135
ZNF575	0.187375
KCTD7	-0.11625
MYO1F	0.064125
LOC285382	-0.2215
RAB11A	1.3583
PLCD3	-1.05925
C15orf28	0.364
PTBP2	-0.35525
CTB-1048E9.5	-0.444125
C19orf60	-0.757666666666667
C7orf25	0.197
SETD7	1.48675
HOXB9	-3.29
VANGL1	1.313625
CHAF1B	-0.57875
NDUFA3	-0.51025
KIAA1328	-0.619166666666667
SHARPIN	1.472
TTC23	-0.58175
UGP2	0.11125
ANKIB1	0.2151
CIRBP	1.48
SEC14L4	-3.5865
OVCH1	0.137333333333333
VPS52	0.62875
FAT	-1.894875
M6PRBP1	0.251
GPRIN3	0.001
PPM1F	-1.2405
TSR1	-0.05075
CCDC85A	1.89075
PCSK5	1.8885
ZFHX3	-0.0835
HEMK1	0.5105
PGBD2	0.233
RSRC2	0.268333333333333
AURKC	-0.638
SCRIB	-0.12525
ORM2	-4.82433333333333
FAM115A	0.5383
FZD6	0.5745
UNC119	0.143333333333333
GPX3	-1.837
NOV	-1.21025
CABC1	-0.760875
CDC42SE2	0.5304375
EIF2S2	0.0289999999999999
RNF130	0.559125
CKAP5	0.2555
RP11-413M3.2	-0.153
C10orf18	0.8407
TMEM93	-0.93975
DYX1C1	1.599
KCNMB2	-1.89285714285714
ANK3	2.8345
KRT5	-2.1191
CDH12	-1.282125
QRSL1	0.0225
JUB	-0.33275
SHC4	-2.862125
CCL15	0.696833333333333
CCDC22	0.38225
SNX24	-0.6895
RARS	0.28225
MORC2	-0.039875
FAM48A	-0.0345
MT1H	-0.6935
PPP1R14C	-2.98716666666667
FOXD1	-3.03235714285714
C1orf213	-2.573
AMT	-2.083
DSN1	-0.57575
PTPLAD2	4.6655
DIS3L	0.39575
RASL11A	-0.0345
GPRC5B	-0.277571428571429
FRMD7	0.755
STRN4	0.262
KITLG	3.23304545454545
HDGF	-0.62725
OR1S1	0.3365
SETX	-0.4773
DDR2	0.202625
KCTD12	0.94575
LYZL2	-0.73875
WDR52	0.4545
TMEM2	-0.784375
ZNF579	-0.0721666666666667
LOC200810	1.04625
TNFSF9	-2.345625
PPFIA4	-3.61475
CNIH3	0.133166666666667
MAP4K4	-1.53964285714286
ROD1	0.957
ALS2CR12	0.966666666666667
DOCK3	-1.15483333333333
PAQR9	-4.18825
ASB17	0.197166666666667
STX16	-0.879
FEZ2	-0.0991666666666667
DLAT	0.0505
KIF21B	-1.159
CDC5L	0.311
TMEM119	2.007
CRIP3	-1.2195
TPSD1	0.735833333333333
TEPP	-0.36475
GNGT2	0.82875
C21orf121	0.0245
WNK1	0.2095
FLJ10490	0.034
OR51B5	-2.143
LOC203547	-0.259125
HAS1	-0.817
PPA1	0.316333333333333
ST7	0.655
C11orf46	1.1169
POPDC3	-4.09566666666667
ACOX2	-0.7675
ATCAY	-0.436333333333333
TM4SF19	-2.19525
MFSD9	-0.230166666666667
PDHB	-0.316
ERN1	0.207
LCE3C	0.6905
GPR111	0.511
NOTCH3	0.581
ADAMTS5	1.4265
B3GALT1	-0.22375
UGCGL1	-0.664166666666667
FAM58A	0.406666666666667
FBXO32	3.38025
CLPP	-1.03575
NXPH1	0.30025
MTMR3	0.756333333333333
ATP1B3	-1.054125
TMEM16A	3.69575
HIST1H3F	-0.437666666666667
TRIM25	0.365333333333333
SDCBP2	0.8435
CRKL	-1.3385
HOXB2	2.15083333333333
ANP32B	-0.083625
GATM	3.4125
AP4E1	0.35325
EDG5	0.186375
CDKN3	-1.6295
CDH4	-2.3625
PGD	0.718833333333333
RND1	1.6165
GAD1	-3.1062
MPG	-0.35025
LOC440350	-0.843
ZNF133	-0.3905
SERPINB12	0.3085
AMELY	-0.072
DHX36	-0.88725
TNFAIP8L2	2.0605
PHTF2	-0.195888888888889
CCDC112	-0.530666666666667
IQCC	-0.0255
HEYL	2.63616666666667
FTSJ2	-0.218166666666667
APPL1	0.453
RAB43	0.621642857142857
OR10G2	0.4045
WAC	0.9815
ADCY9	0.754375
RUNDC2B	-0.208833333333333
PYCRL	1.2037
AGPAT7	-1.45933333333333
SLC22A9	-0.847
CDKAL1	0.374
PDYN	-0.196
C20orf74	-1.068
MTMR11	-0.24425
VAV3	4.48166666666667
DAPL1	-0.2535
STXBP3	0.07
EIF3G	-0.96875
ARHGAP22	-1.781
NPFFR1	0.845
NPC1	-0.564333333333333
ALDH9A1	1.2095
ZNF600	0.820875
ZNF678	-0.0558333333333333
RASSF1	0.249416666666667
ADD2	-3.540625
PITPNB	-0.33925
PKD2L2	0.216857142857143
LRP11	0.085
CDKL1	0.36075
SMEK2	-0.136
PRODH2	-3.31033333333333
C11orf54	-0.0568333333333333
SFRS11	-0.419
IL7	-0.231666666666667
ALS2CR16	0.33275
BTG3	-1.78033333333333
PAK2	0.0862222222222223
RP11-679B17.1	-1.74475
GATA4	-0.907166666666667
ATP2B1	0.3675
LOC130940	-0.395
C1orf172	2.705
ATF7IP2	-0.16225
SLC25A43	0.2785
CENTG3	-0.609166666666667
IGF2BP1	-4.1643
FCHSD1	0.165
CAMK2N2	0.164166666666667
ELAVL3	0.0087
NBPF15	0.188166666666667
UBE2J2	0.515
GNL2	-0.68125
PRR3	0.2242
NLF2	0.24575
OR4F6	0.3195
KLHL24	0.65
CCDC88A	-2.7602
SGPP1	-0.0213333333333333
C10orf11	1.28783333333333
SLC35B4	-1.82633333333333
UGT3A2	-0.847
ARNT2	-0.2458
CBR1	-0.006
ITPR3	0.148166666666667
TRAPPC6B	0.0981
AMZ1	-1.7085
ARP11	2.094
WDSUB1	-0.16175
APBA1	0.133166666666667
RAB2A	1.8502
C6orf162	-0.97725
HPSE2	0.64675
PLCE1	2.13025
INSL3	0.04525
DLG1	0.1976
PTPLA	-4.38125
PIGX	0.61375
TFIP11	0.183666666666667
FIBIN	2.763
POLR2G	0.66825
GRAP2	-1.5533
DNAJB8	0.2605
CNBP	1.21533333333333
WASF1	-1.5915
INPP5E	-1.3784
HSPB1	1.62875
TMEM167	0.0834
CUBN	0.29175
IGF1	2.309125
ITPK1	0.754
NAALAD2	-1.365375
G3BP1	1.4036
NT5DC1	0.222
CYP39A1	2.0245
TMEM139	-0.451181818181818
POLK	-0.2575
GLULD1	-1.9195
RBM15	-0.958166666666667
AMZ2	-0.9595
GDF15	-1.2315
MESDC2	-0.15625
INCA	0.641166666666667
ACY1L2	-4.198
GZMM	-0.830333333333333
PAIP1	0.21975
CACNA2D1	-0.21975
STK32C	-0.851166666666667
SH3BP4	1.758
DEC1	-0.389
PADI1	0.967
UBB	0.3557
PON3	-2.57333333333333
PROP1	0.6855
ANKRD13B	-1.3975
ADCK1	0.345
TCF25	-0.10425
SLC38A5	-2.67675
CXorf26	0.6385
C19orf39	0.0715
PPP1R13B	1.12325
ARL2	-0.7135
TCL6	0.140083333333333
TOP3A	-1.0395
SLC16A14	1.7415
FXYD6	0.0673333333333333
HIST1H4E	-1.955
BBC3	0.287578947368421
UNC5A	0.329166666666667
FAM86C	0.3992
PI4KB	0.631625
B3GAT1	-3.67525
SUSD2	0.671333333333333
OAZ2	-0.285833333333333
NOC4L	0.29825
C10orf12	0.555
FADS1	-2.12116666666667
LOC144097	-0.4905
DKK2	3.0185
KIAA1949	-0.25875
RHOT1	0.2324
OXT	0.685833333333333
GPR153	-0.06675
ARL4A	-0.764166666666667
SAAL1	-1.249
CCDC64	-0.152
USE1	-0.823166666666666
HNMT	0.281
PCGF3	0.9464375
CYP2C19	0.55825
C20orf4	0.7135
CCDC11	0.51425
ACSBG2	-0.5135
RWDD2A	2.0525
PALLD	3.003375
CPLX4	0.4195
LOC492311	1.09425
KPNA2	-1.75466666666667
MACROD1	0.1368
TMCO3	0.300166666666667
C15orf52	1.24483333333333
BIRC5	-0.9232
PRR16	-0.5155
FAM63B	-0.575125
KATNB1	-0.567833333333333
WNT8B	-0.022
CPLX3	-0.22675
GHR	4.35625
CCDC124	-1.0915
BCLAF1	-1.383125
GOLGA3	1.2951
CLEC4E	3.13316666666667
