Hybridization REF	TCGA-A2-A0CM-01A-31R-A034-07
SFPQ	0.715125
GFRA4	0.421333333333333
AKR1B10	-3.947875
TIGD6	0.158333333333333
RGS16	2.73
URB1	0.367166666666667
OR4C46	0.5565
TOP3B	-0.87325
NFATC4	-0.4855
CA14	-4.84625
BMPR1A	0.229666666666667
SNRP70	-0.875875
PRL	0.0178333333333333
C6orf130	-0.79925
STAG2	0.43275
CD55	-0.713928571428571
RPS23	-0.577
SSX2	-1.74966666666667
FDPSL2A	0.348
FBXO27	0.168875
SYNGR3	-1.58316666666667
TMSL3	1.42275
EML1	-2.2905
NUP93	-0.1155
SMAD3	-0.9904
KIAA1189	1.64766666666667
HNRPUL2	0.340166666666667
TBC1D12	0.6715
C16orf24	1.15375
MRVI1	0.822166666666667
ZNF581	-0.370333333333333
ELOVL3	-0.294
OR51Q1	0.31225
CACNB3	1.34016666666667
GALNT13	0.53175
C10orf84	1.1063125
NEDD4	-1.0398
SPO11	0.356
OR5AU1	0.446
NEK4	-0.0877857142857143
PRKAR2A	-0.119333333333333
IHPK1	0.0286666666666667
ATP6V0B	0.426625
CACNA1E	1.024
CEACAM8	0.369166666666667
PEX14	0.1505
FLJ12993	-1.9745
ZBTB38	0.1245
PCTK2	0.372166666666667
LRRC16	0.3927
FBLIM1	1.02741666666667
FYCO1	0.28525
RP5-1022P6.2	-0.36525
CMTM1	1.2185
PLTP	0.303666666666667
RAPH1	1.246625
DOCK8	1.372625
EZH2	-0.426866666666667
SLC25A1	-0.85
PLEKHB1	-0.0339
GRB7	0.7413
ZFP37	-0.01425
MRPL33	-0.3655
PELO	-0.50675
ARMC1	0.354272727272727
C9orf27	0.409285714285714
FLJ25778	-0.271
C9orf37	-1.03083333333333
TMEM66	0.1505
SPRN	0.3585
HBEGF	0.905625
PI4KA	-1.299
LEPRE1	-0.6255
POU2AF1	-0.3595
MRPL12	0.137666666666667
REP15	-0.063
ZC3H3	0.632
RASAL1	-0.01975
DDAH1	-1.237375
ACBD5	0.856
TMC2	0.4875
CCDC137	0.1235
SAMD13	-1.7195
UGT2B15	-4.77666666666667
TIPARP	-1.029
DNASE1L3	0.38425
TRIM72	0.377166666666667
DBX2	0.749
IPO8	0.44725
C21orf88	-1.1056
MAP3K14	0.928
LOC51233	0.4685
GGTLA4	-1.26675
PDE6D	-0.076
ZNF117	-1.1605
CLK2	0.43275
NKRF	0.444
TNFSF15	0.771
DUSP2	1.317
SECISBP2	-0.6335
GABRR2	0.1695
PPAP2C	1.8865
LOC51145	0.154666666666667
PAG1	0.529875
PIK3C3	-0.41775
GNG10	-0.8645
APOL4	1.32966666666667
ANKRD28	-0.1635
STMN3	-1.6009
RAB14	0.5618
CDK2AP2	-0.4195
HDDC3	-0.432125
COMMD7	0.412625
CXXC1	-0.24175
HMCN1	-0.704
CD40	1.4645
DYNC1LI2	0.69225
GDI1	0.549
LOC646938	-0.17625
VSNL1	-0.0105
PIH1D1	-0.128666666666667
RAET1G	-0.0505
KRTAP5-9	0.094
EFTUD2	-0.26475
ZNF311	-1.65616666666667
ATP6V1G3	0.289
OR2W3	0.63225
SCN4A	0.2745
MED10	-0.75025
FAM135A	-0.0543
ARHGAP4	-0.34525
EHMT2	-0.474875
UFD1L	-0.21325
ERMP1	0.087
MAG1	-0.0163333333333333
THAP8	0.169166666666667
HACE1	-0.286333333333333
FAM82C	0.393666666666667
C3orf20	0.857
UNC84A	-0.0261666666666667
SCD5	1.77592857142857
LASS6	0.279625
LSG1	0.7385
MAL	-4.6065
GPR22	-0.796
WDR5B	0.8565
ACTRT1	-0.355
C17orf60	0.453333333333333
GRIN2C	-0.2975
ARMC8	0.21025
SLC47A1	-2.0165
DMPK	0.4345
DHRS13	-1.2255
SMC1A	-1.3465
KRTAP17-1	0.56825
SMYD5	-0.249
TUSC2	-0.145
CRHR2	0.6565
KIR3DL2	1.1745
CCDC104	-0.49
ATP2C1	1.622125
CROT	-1.355
PABPC3	0.4885
EGR1	-0.332333333333333
THSD1	-0.14275
KHK	-1.499
SLC12A2	-0.4111875
CD58	-0.546
STOX2	0.932333333333333
CCDC76	-0.1548
CCDC48	2.10925
DNAH1	0.176166666666667
ZIC4	2.155125
OR1G1	0.0865
PSMC6	-0.431666666666667
PROKR1	0.541
ABCB1	-0.82575
TRAT1	0.4185
LLGL1	-0.0185
MTF1	2.25525
USP54	0.687625
PAGE2B	-2.6515
ITGB7	-3.2635
CCDC81	-0.1925
LOC149837	0.4155
SCUBE1	-0.0305
ZSCAN10	0.4385
HUWE1	0.2815
CDH17	0.307
CD180	1.39975
IL17A	0.314
TMPO	-0.775625
KIAA1524	0.141333333333333
HDGFRP3	-1.82216666666667
OXCT1	-1.27127272727273
RRAS2	0.397666666666667
LTBP2	2.2684375
SV2B	2.94066666666667
CYP2A6	0.317625
PKD1L2	0.6385
PPM1M	0.31375
FLJ22662	1.35183333333333
ZNF502	0.879
GP6	-0.6455
CRYBA2	0.8745
LEF1	-2.1832
CTPS	-0.484142857142857
EYA1	-3.66
EPS8L1	1.3815
MAPK14	-0.504
SERPINB2	-3.51625
GTF2F2	-0.785666666666667
ZNHIT4	-0.06
PLA1A	0.82725
C20orf114	-0.76525
HPR	-4.124
C18orf2	-2.963
SATB2	-0.8255
KCNJ9	-0.03425
MGC157906	0.794
MOCS3	0.584
C17orf71	-0.326333333333333
PPHLN1	-0.1462
HIST1H2BN	0.26025
RAPGEF1	0.109625
MAP3K8	1.20725
DLG4	-0.406166666666667
STC1	-0.826916666666667
CDGAP	1.72875
DDX26B	0.6305
LOC150223	-0.65625
CPSF3	-0.465333333333333
TMEM14A	0.842
MYH3	-1.3825
GPKOW	-0.22475
SULT1A1	-1.27866666666667
SPON1	3.4728
YY1AP1	1.29033333333333
RAB23	1.3815
PLA2G4A	-2.22675
MAPRE3	-0.498
ZNF516	0.126571428571429
GGPS1	0.0725
EXOC3L2	-0.287625
C19orf42	-0.3571
MAP2K2	-0.431
HIST1H2BB	0.20725
RNF19B	2.42966666666667
C6orf128	0.149166666666667
TLR8	4.09925
PCDHA9	-0.404
CARS2	-0.01175
CLUL1	2.00716666666667
RHAG	-3.955
UNK	-0.133
EXOC8	0.1541
C9orf95	1.4025
C14orf143	-1.302
MAML3	-0.263625
LDHA	-1.3935
MRPL20	0.740875
KLHDC6	0.336333333333333
ATP5S	-0.0676666666666667
C8orf55	0.49525
PHF19	-0.67275
KRTAP13-4	0.487
TTC5	-0.13025
XKR5	-0.1705
SILV	-4.32433333333333
TEX28	-0.434
TCTN1	-0.1135
CX40.1	0.7245
PPP2R5C	-0.03675
C12orf30	0.2765
CAPG	2.45425
MPZL1	1.1542
ARSB	-0.216833333333333
TDH	-1.83925
WASF4	1.1665
TSSK3	-0.607166666666667
7A5	2.1035
CRISPLD1	1.92075
MAD1L1	-0.791166666666667
SPIN4	0.478333333333333
AMPD1	0.5205
DPYSL5	-0.1405
INPP1	-0.6405
ANKRD11	0.234055555555556
NPAS4	-0.077625
GCET2	0.7821
RNASE9	0.106
GUCY2D	0.388
CCDC98	0.087
FGF4	-0.331625
CPM	-0.116833333333333
SLC26A4	-2.53416666666667
PLD5	-0.173
FAM59A	-0.2988
FBXO5	-0.670222222222222
SIPA1L1	0.256125
DPYS	0.9315
ATG4D	-0.703
TGM3	0.3495
MTCH1	0.125375
HK1	0.0439285714285714
CDC26	0.355125
GALNT12	-1.9475
LOC339229	0.10775
MRPL35	-0.3345
ORC4L	-0.2055
TNKS	0.503071428571429
C2orf24	0.335833333333333
ZNF553	-0.668333333333333
GGTLA1	2.4335
ZNF497	-0.34825
CDY1B	0.41525
SLC30A4	0.568625
TUB	-0.416875
ARHGEF18	-0.17875
ARRB1	-0.5475
KCNK1	-0.016875
EREG	-2.1398
SCAMP5	-0.51575
RUNDC3B	0.7755
ADAMTS20	-0.27
IL17RB	-0.520875
FLJ20323	-0.89025
MCAM	-0.086375
POLR3E	-1.556
AQR	0.342333333333333
IPMK	0.875
CDCA7	-0.9565
CAMP	-0.68725
GRHL3	3.689
ADAMTSL2	0.940333333333333
CLMN	2.28166666666667
SSTR3	0.6115
MAGEA5	-2.55633333333333
OVOL2	3.602
JMJD1B	-0.18125
RBL2	-0.2104
PYGO2	1.4475
PPP1R10	0.493833333333333
CSE1L	0.00533333333333334
LCA5	0.3205
RDH16	-0.2985
ASRGL1	-2.643125
TOM1	-0.1595
PTX3	-2.82825
TTC15	0.052
SCGB3A1	1.525
MRPL50	-0.5435
RCAN3	2.1425
SLC26A11	0.45575
STYX	0.577166666666667
CINP	0.04
MARCH7	0.2795
PFKM	-2.5325
SGMS1	0.46
RIOK3	0.3692
C1orf110	0.2435
CES7	0.062625
LOC440248	-1.6635
PPP1R12C	0.08975
C10orf27	0.583
ATG9A	-0.12675
MRPS26	0.779875
TMEM40	2.26975
ELP3	-0.0453
ZNF787	0.412
HIAT1	0.047375
C8orf34	0.173833333333333
MGC4655	-0.6269
PELI1	1.06383333333333
PPT1	-0.1907
SLC35C2	-0.427166666666667
C6orf125	-0.63625
MUC4	-1.48466666666667
RFC4	-1.02714285714286
GNB2	-0.043
NUP50	0.327571428571429
SULT4A1	-1.1165
C7	0.66175
CCDC130	0.1325
ARRDC4	-0.044
RQCD1	0.43625
GLYCTK	-0.90075
AYTL2	-0.909272727272727
MTUS1	-0.2469
LEMD3	-0.0161666666666667
PLEKHF2	-0.03775
HOXA7	-1.01325
GTF3C2	-0.769
DYNLRB2	-2.1515
CNOT10	0.2875
MR1	0.617333333333333
FFAR1	0.27975
PRIC285	0.4795
SLITRK6	-0.74425
LIX1	-2.4982
UBE1L2	-0.162416666666667
F8	1.51075
ACHE	0.322333333333333
KPNA5	0.74125
TNFRSF12A	0.209833333333333
EGR3	-0.705
SERPIND1	-3.2865
OASL	3.9885
IFRD1	0.113375
WDFY1	0.203
ZNF267	0.94525
ACCN5	-0.1165
ZBTB6	-0.7895
PPP1R3A	0.177
PRRT3	0.332
FBXL19	-0.7675
TXNIP	-0.129785714285714
ACTN2	-1.059
ATG9B	0.271
C9orf117	0.424125
IL27	3.012
RPL36AL	0.149666666666667
KLK15	0.066
CHAD	0.1755
RAP2B	1.068
HEBP2	2.26325
ZNF342	1.0255
CAMK2G	0.152166666666667
TLR3	1.91525
FGF14	1.074
HMGB2	0.409625
TRPM5	-0.0701666666666667
OR5M11	0.489
KIF3B	0.502684210526316
PRICKLE2	-0.817
MTMR9	0.580375
C3orf27	0.512
GLRA3	-1.91633333333333
NSDHL	0.501833333333333
TMEM32	0.5035
POLR2D	-0.359166666666667
MYADML	0.361
C9orf114	-0.408
MRGPRX1	0.772
TOPORS	0.5675
CLDN19	-1.21275
C1QL4	-0.214
RNF165	-0.2565
DHRS9	1.11
DNAH2	-1.887
FXR1	-0.749666666666667
ZMYM3	-0.52225
CASP3	0.291833333333333
FAM120C	-0.199
SCLY	-0.59925
CA7	0.119
ENTPD5	0.5145
ZNF461	-0.155571428571429
PDIA5	0.124
C1orf19	0.221166666666667
TMEM67	0.25525
KCTD20	-0.324
WDR47	1.253
FLJ38723	0.509
KLRF1	1.00816666666667
TAS2R16	0.6045
CLDN12	-0.6435
PRKCE	-0.76075
UBXD4	-0.1495
ITGAM	3.1455
GLT8D3	-0.54
WDR31	0.7774
RGS2	1.1765
OR51L1	0.5855
MST1R	0.50625
KIAA1737	0.004
OR4A5	0.429
GLIS1	-1.61116666666667
PTMA	1.24114285714286
NAPA	0.709
PRDM11	-0.3195
LIPF	0.122
DIRAS3	-0.089
ASGR2	-3.75625
C1QTNF4	-0.7165
PIK3R4	0.4855
ARMC3	1.36375
NDUFV3	-0.304833333333333
BTBD3	1.147
PPP1R2	0.478416666666667
UBE2NL	0.75525
FOSL2	1.10671428571429
FAM119A	-1.248
TUBA4A	-0.2312
KRTAP12-1	0.159
SFRS2	-0.10825
RHPN1	-0.8924
EEF2	-0.956833333333333
ZDHHC11	-1.951
EPHA3	-0.7313
RBM12	-0.626
H2AFJ	0.156416666666667
EDIL3	2.1865
KIF26A	-2.045
SERGEF	-0.175
B3GALT4	2.8055
LOC90925	3.83216666666667
OSCAR	0.728625
NPFF	-0.478625
DEDD	1.544625
TMEM155	-0.864875
PTPN1	0.299
SCYL2	0.722333333333333
SKAP1	1.7855
LEAP2	-2.2185
GADD45G	1.9246
IFITM3	1.398125
PILRB	-0.344333333333333
SLU7	-0.2564375
DSC3	3.423
DNMT3L	-0.125
PAPD5	0.362625
B3GNT3	-1.327
LHCGR	0.3145
MSL-1	0.3905
UBE2S	-0.089125
SAP130	-0.56125
ANAPC11	0.648
MAGED4B	-0.131
ATP6V1B2	0.997166666666667
C14orf179	0.915625
CAPZA1	0.57775
CDYL2	-0.971666666666667
GLRX3	0.1475
LOC136288	-0.52325
MOBKL1A	-0.1915
HTR2B	2.667
CRYGD	0.0633333333333333
NUS1	0.576166666666667
PGRMC1	1.372
MYOM2	-0.3915
FLJ39653	-2.91516666666667
CHM	0.2008
OR5M8	0.2605
ZNF619	0.2995
FAM105A	0.91225
CCNL1	-0.2745
NAP1L3	-0.484
C10orf57	1.00566666666667
B3GALNT1	1.075
CSN1S2A	0.2655
TCP10L	-0.295
GDAP2	0.662625
DMKN	0.705333333333333
COX6B1	0.1625
DNASE2	0.241166666666667
MSH5	-1.8315
LGMN	0.4045
USP31	0.8283
OR13C8	1.143
SDCBP	0.1753
NUDT11	0.449
PYGL	-1.5065
SNPH	-1.4115
B3GNT4	1.0645
MIZF	-0.5667
NUBPL	-1.190125
NOD1	0.3985
CDH22	-0.164625
NUBP1	0.335333333333333
DSCAM	-4.03775
DGKI	0.5435
FAM136A	-0.33475
AKAP1	0.0823333333333333
SLC16A6	-2.40425
RIN3	1.247
PSG2	-0.06725
DIP2B	-0.6735
PSORS1C1	0.8623
KIAA0495	-1.182
FLJ90709	-0.462666666666667
LPA	0.0188333333333333
PIGA	0.1535
LY75	2.74616666666667
UTS2	-5.684
RREB1	0.1115
GALNACT-2	1.1485
MGC3196	-0.9195
FLJ31568	-0.4985
LPHN1	-1.307
SP1	1.012875
TOX4	-0.176166666666667
HSPA9	-0.3121
APOBEC1	-0.0945
SLC35E4	-1.23525
LSM5	-0.8565
SURF1	-0.5235
ZBTB1	0.5795
GTF2F1	-0.826
RPS15A	-0.821714285714286
DUSP21	-0.793166666666667
GINS4	-1.9785
MYO15A	-1.32766666666667
GIMAP7	4.15875
MGC13379	0.459
ATP6V1E2	0.494
UTP3	0.1765
HNRPA3	-0.32875
MT4	-0.799
C14orf155	0.60225
U1SNRNPBP	0.47575
CKLF	0.432
PLEKHN1	1.57
MBNL1	0.43375
NUP160	-0.579
ACSM2A	-2.06275
LOC129881	-0.4315
KIAA1529	-1.625
FLJ22639	0.31125
HAND1	-1.697
GSX1	0.3785
FGA	-4.3231875
SERPINB1	-0.18375
ZNF642	0.842
IGFBP1	-8.436125
SLC1A1	-1.553625
DHX57	-0.025
ZNF766	-0.105
PTPN21	0.8228
GDPD3	-1.35016666666667
PNPLA5	0.1135
TBR1	0.1644
FAM116A	-0.19675
IQGAP1	0.81925
FOS	0.786625
ZNF226	-0.492875
FIGNL1	-0.291833333333333
C14orf1	-0.3035
ZMYND17	-0.1575
PUS7	-0.167333333333333
TUBB6	0.562125
KCNQ2	-1.28025
MARCH6	-0.69
CCDC33	0.2085
PRODH	-1.38675
RBM11	-0.66425
EPHA6	0.152
SLC43A1	-1.716
LOC196541	0.297
NTN1	1.06625
ING4	0.2225
PCDHB10	1.6155
DPH2	0.518666666666667
SPACA4	-0.2845
FBXL21	-4.7675
DIAPH1	-0.1895
ZNF71	1.05
CEP76	0.237
CORO1A	0.17175
RRM2	-0.952625
EDG4	0.912
OS9	-0.409666666666667
SLC4A1AP	0.62875
COG5	-0.312
COPS8	-0.608
NGLY1	-0.50025
NCBP2	0.749625
C17orf42	-0.111666666666667
GPSM3	0.6885
SIL1	-0.0655
ASB6	0.53925
SMAD5OS	0.4415
UNC93A	-3.647125
A1BG	-0.275833333333333
C21orf62	0.524
FMO5	-1.71691666666667
ATRIP	-0.1345
CEBPG	0.462166666666667
C7orf38	-0.267833333333333
TNFRSF1B	1.50116666666667
CLEC1A	1.9245
IQSEC1	-0.06575
PATZ1	-0.0236
RBM22	0.616125
BAG2	-0.026
PAQR5	-1.9675
C9orf127	0.1606
THNSL1	0.39275
SHROOM3	1.3353
JAM2	0.7125
SNRPN	-2.43025
ALX4	0.1275
CACNA1S	-0.121
FAM130A1	0.35425
CORIN	1.9615
CD300LB	0.992
PLEKHG6	0.735
LRRC40	-0.15725
PCLKC	-1.5475
PCDHB16	1.23316666666667
WNT2B	1.14766666666667
ASNS	-0.950777777777778
MRPL49	-0.536875
FLJ46111	-1.18525
ISG20	1.378375
SMU1	0.265
CASZ1	0.6335
POLR1D	-0.108333333333333
GIN1	-0.24775
SNAG1	0.359333333333333
ANKRD29	-2.405
CDKN2AIP	0.18775
KRR1	0.19425
CXCL1	-1.16633333333333
EPM2A	0.1752
PC	-0.6195
DEFB127	0.2545
PDZRN4	1.924
FAH	-0.867625
OR51E1	2.9495
CDC2L6	1.35866666666667
DNTTIP1	0.1245
PAX8	0.6335
TMEM116	-0.79975
C1orf150	0.407
PRO2012	0.574
MRPL40	-0.445333333333333
BEX1	-4.27277777777778
SLC2A4	-1.199
PKMYT1	0.16925
FEZF2	-0.505333333333333
SLC26A9	2.99125
MAP2	2.52241666666667
LYL1	-0.9445
SLC25A19	0.190666666666667
NOS3	0.283
ZNF34	0.566
TMPRSS11F	-0.07125
FAM43A	-0.763
FCRL4	0.936833333333333
KLF14	0.235
FLRT2	-0.509833333333333
WRN	-0.4845
SDF2	0.0632
KRT8P12	0.12
C6orf195	0.427
C9orf125	-2.102
DZIP3	-0.271625
RIT1	1.06016666666667
SCML1	-1.97266666666667
RHBDF2	1.421625
OR2G3	0.8915
REXO1L1	0.55
MAP3K7IP3	-0.77125
C3orf57	-5.60025
FBXW11	-0.546666666666667
ETAA1	-0.93975
C14orf131	-0.4987
AKT1S1	-0.3355
SLC12A5	-1.178375
C9orf164	0.8795
NRIP3	-0.82925
NOS1AP	-1.218
TMEM121	-1.68575
SAP30BP	0.4226
DGCR6	0.15675
WDR76	-1.26
FAM82B	-0.211166666666667
LOC606495	-0.6295
MAP9	1.80616666666667
BCDIN3D	-0.304
CXorf36	3.19183333333333
DSCR3	0.3537
ZFAND3	-0.22375
C7orf43	0.307
SPSB3	0.9404
C19orf19	0.67925
FAM133A	-3.11675
C12orf25	0.275
SLC39A3	-0.556375
DISP2	-0.1785
PI4KAP2	-2.2205
MKRN3	0.596666666666667
ADAMTS13	-0.4655
CBLN3	0.3324
TTYH1	-1.8815
C3orf18	-0.617
FLJ13236	-2.493
ZMYND12	1.6535
C18orf25	0.943625
GLB1L3	-1.1775
ATP13A5	1.9805
RANBP10	0.1425
CD96	0.6986
DENND1C	0.96975
RBMS3	0.4675
SLC41A3	0.926333333333333
DGCR6L	0.11975
TMEM128	-0.0901666666666667
CSNK1G3	-0.0122142857142857
MOBKL2C	1.450625
TSPAN6	-0.14075
MATN2	-2.134
MSL2L1	0.235
ST6GALNAC2	-2.14583333333333
FGFBP2	3.756375
FGL1	-7.24066666666667
MPP3	-1.3655
ARHGEF6	1.263
TGFBR2	0.226
ACMSD	-1.374
IL33	1.491
C9orf5	-0.38775
DEAF1	-0.4318
AMN	0.4175
DEFA6	0.18475
RNF212	-1.31325
METT5D1	-0.0428333333333333
CIB1	0.2827
TSSK1B	0.62475
KIAA1727	1.42725
ZNF680	-0.733416666666667
LOC399900	-1.0275
LOC152217	1.14291666666667
CTNNAL1	-2.771
CIT	-0.55
TLE6	-1.04225
ZNF607	-0.52075
HERC4	-0.304666666666667
DRAP1	-0.5285
PEMT	-0.5775
C10orf111	0.587
ZNF575	0.663
KCTD7	0.05825
MYO1F	1.221375
LOC285382	-0.36925
RAB11A	0.2749
PLCD3	-1.0615
C15orf28	0.00725
PTBP2	0.2155
CTB-1048E9.5	-0.130875
C19orf60	-0.157666666666667
C7orf25	0.270833333333333
SETD7	0.9465
HOXB9	-3.8025
VANGL1	0.583375
CHAF1B	-0.7005
NDUFA3	-0.071
KIAA1328	0.0456666666666667
SHARPIN	0.60225
TTC23	-0.016875
UGP2	0.348833333333333
ANKIB1	0.4902
CIRBP	-0.0252857142857143
SEC14L4	-3.83883333333333
OVCH1	-0.455333333333333
VPS52	-0.384
FAT	1.058875
M6PRBP1	-0.34275
GPRIN3	1.4285
PPM1F	-0.966
TSR1	-0.229
CCDC85A	0.4035
PCSK5	0.99675
ZFHX3	-0.116
HEMK1	-0.5628
PGBD2	0.47325
RSRC2	0.262333333333333
AURKC	-1.342
SCRIB	0.202
ORM2	-4.04516666666667
FAM115A	-0.4742
FZD6	1.137875
UNC119	-0.86
GPX3	-1.256
NOV	0.6585
CABC1	0.88225
CDC42SE2	0.459625
EIF2S2	-0.0047
RNF130	1.12975
CKAP5	-0.0338333333333333
RP11-413M3.2	1.41875
C10orf18	1.5035
TMEM93	0.07675
DYX1C1	1.1575
KCNMB2	-2.199625
ANK3	0.903083333333333
KRT5	2.2906
CDH12	-1.584375
QRSL1	0.87625
JUB	-1.2755
SHC4	1.69825
CCL15	0.955
CCDC22	-0.58875
SNX24	-0.7675
RARS	-0.537
MORC2	0.916375
FAM48A	0.24875
MT1H	-0.227
PPP1R14C	3.31016666666667
FOXD1	-1.00964285714286
C1orf213	-1.72175
AMT	-2.1247
DSN1	-0.8335
PTPLAD2	1.864
DIS3L	-0.58575
RASL11A	0.504
GPRC5B	0.539875
FRMD7	0.5455
STRN4	0.31175
KITLG	-0.0271818181818182
HDGF	1.45625
OR1S1	0.3845
SETX	0.3275
DDR2	0.5515
KCTD12	2.10425
LYZL2	2.18175
WDR52	-0.5895
TMEM2	0.501125
ZNF579	0.5505
LOC200810	-0.07725
TNFSF9	-1.57725
PPFIA4	-3.543
CNIH3	-1.06616666666667
MAP4K4	-0.238928571428571
ROD1	1.15321428571429
ALS2CR12	-0.273666666666667
DOCK3	-1.13816666666667
PAQR9	-4.2
ASB17	0.383833333333333
STX16	-0.696375
FEZ2	-0.231833333333333
DLAT	-0.226166666666667
KIF21B	-1.13716666666667
CDC5L	-0.169
TMEM119	2.07716666666667
CRIP3	-2.14925
TPSD1	0.1475
TEPP	-0.0365
GNGT2	1.909
C21orf121	0.27525
WNK1	0.05475
FLJ10490	0.6304
OR51B5	-2.421
LOC203547	0.459
HAS1	1.4275
PPA1	0.733833333333333
ST7	-0.343625
C11orf46	0.4934
POPDC3	-2.545
ACOX2	-2.8535
ATCAY	-0.4455
TM4SF19	0.08825
MFSD9	-0.215333333333333
PDHB	-0.626
ERN1	0.04025
LCE3C	0.61
GPR111	0.1745
NOTCH3	1.53283333333333
ADAMTS5	2.89775
B3GALT1	-1.27975
UGCGL1	0.459833333333333
FAM58A	1.87916666666667
FBXO32	2.59275
CLPP	-0.485
NXPH1	-2.44975
MTMR3	0.390166666666667
ATP1B3	-0.07725
TMEM16A	3.09275
HIST1H3F	0.438833333333333
TRIM25	0.365666666666667
SDCBP2	1.5075
CRKL	-1.0295
HOXB2	-1.0425
ANP32B	0.174875
GATM	0.635
AP4E1	0.1885
EDG5	0.359
CDKN3	-0.937833333333333
CDH4	-2.32625
PGD	-0.208
RND1	0.4165
GAD1	-2.8837
MPG	-0.310125
LOC440350	0.0015
ZNF133	0.56525
SERPINB12	0.365
AMELY	-0.0326666666666667
DHX36	-0.42025
TNFAIP8L2	3.55216666666667
PHTF2	0.201
CCDC112	-0.165666666666667
IQCC	-1.2905
HEYL	2.61166666666667
FTSJ2	-0.542
APPL1	0.411625
RAB43	0.744
OR10G2	0.667
WAC	0.652333333333333
ADCY9	0.4095
RUNDC2B	0.1065
PYCRL	0.699
AGPAT7	0.1585
SLC22A9	-1.1545
CDKAL1	0.6985
PDYN	-0.486833333333333
C20orf74	-0.47125
MTMR11	0.992
VAV3	-0.523416666666667
DAPL1	-1.006
STXBP3	0.46225
EIF3G	-0.54725
ARHGAP22	0.46775
NPFFR1	0.3245
NPC1	-0.389666666666667
ALDH9A1	0.5795
ZNF600	0.057875
ZNF678	-0.563166666666667
RASSF1	0.631083333333333
ADD2	-2.9865
PITPNB	0.123125
PKD2L2	-0.1745
LRP11	0.982
CDKL1	1.733
SMEK2	0.76225
PRODH2	-3.30766666666667
C11orf54	-0.711
SFRS11	-0.487666666666667
IL7	2.24466666666667
ALS2CR16	1.37875
BTG3	-0.143
PAK2	0.770555555555556
RP11-679B17.1	-2.65275
GATA4	-1.9275
ATP2B1	-0.70325
LOC130940	-0.423
C1orf172	3.08016666666667
ATF7IP2	0.143
SLC25A43	0.891666666666666
CENTG3	0.222833333333333
IGF2BP1	-4.1644
FCHSD1	0.0365
CAMK2N2	0.642
ELAVL3	0.1229
NBPF15	-0.085
UBE2J2	0.281083333333333
GNL2	0.75825
PRR3	-0.1446
NLF2	0.672
OR4F6	-0.3465
KLHL24	1.23333333333333
CCDC88A	-0.8328
SGPP1	-1.32766666666667
C10orf11	-0.764666666666667
SLC35B4	-0.903666666666667
UGT3A2	-1.24
ARNT2	-0.381
CBR1	0.918125
ITPR3	0.175833333333333
TRAPPC6B	-0.0795
AMZ1	-1.061
ARP11	1.66375
WDSUB1	0.947
APBA1	0.227333333333333
RAB2A	1.161
C6orf162	0.7955
HPSE2	0.21825
PLCE1	0.2965
INSL3	0.66525
DLG1	0.2446
PTPLA	-2.87275
PIGX	-0.836875
TFIP11	0.0283333333333333
FIBIN	2.671
POLR2G	-0.634
GRAP2	-1.0239
DNAJB8	-0.038
CNBP	1.0085
WASF1	-0.015
INPP5E	-0.2953
HSPB1	0.035625
TMEM167	-0.5063
CUBN	-0.27725
IGF1	3.3853125
ITPK1	-0.4491
NAALAD2	-1.49371428571429
G3BP1	0.3762
NT5DC1	0.3775
CYP39A1	0.6165
TMEM139	-0.825166666666667
POLK	-0.6215
GLULD1	-2.356
RBM15	0.414666666666667
AMZ2	0.04025
GDF15	-4.16016666666667
MESDC2	-0.62375
INCA	1.86633333333333
ACY1L2	0.5895
GZMM	0.513666666666667
PAIP1	-0.24025
CACNA2D1	-0.42
STK32C	1.907
SH3BP4	0.0798333333333333
DEC1	0.2775
PADI1	0.4595
UBB	0.2768
PON3	-3.02883333333333
PROP1	0.597
ANKRD13B	0.851
ADCK1	-0.26325
TCF25	0.225333333333333
SLC38A5	-2.0535
CXorf26	0.975166666666667
C19orf39	-0.06275
PPP1R13B	-0.27675
ARL2	-0.9945
TCL6	0.0811666666666667
TOP3A	-0.778
SLC16A14	-0.79675
FXYD6	1.158
HIST1H4E	0.3315
BBC3	0.0507368421052631
UNC5A	0.175166666666667
FAM86C	0.0419
PI4KB	0.601625
B3GAT1	-2.4175
SUSD2	0.856833333333333
OAZ2	-0.307833333333333
NOC4L	0.6955
C10orf12	0.69225
FADS1	-3.02866666666667
LOC144097	-0.348
DKK2	1.85516666666667
KIAA1949	1.548
RHOT1	-0.2845
OXT	1.31833333333333
GPR153	0.504
ARL4A	-1.403
SAAL1	-0.415
CCDC64	-0.0115
USE1	-0.329833333333333
HNMT	-0.311666666666667
PCGF3	-0.1315625
CYP2C19	0.296
C20orf4	0.757
CCDC11	0.08225
ACSBG2	-0.50225
RWDD2A	-1.0615
PALLD	1.975
CPLX4	0.805
LOC492311	-0.2355
KPNA2	-0.0546666666666667
MACROD1	-0.8671
TMCO3	-0.617333333333333
C15orf52	2.209
BIRC5	0.352933333333333
PRR16	0.539166666666667
FAM63B	-0.726125
KATNB1	-0.176333333333333
WNT8B	-0.4615
CPLX3	-0.0615
GHR	-0.247125
CCDC124	-0.269
BCLAF1	-0.38925
GOLGA3	0.843
CLEC4E	4.848
AKR1CL1	0.2195
BBS7	0.034375
