Hybridization REF	TCGA-AO-A12F-01A-11R-A115-07
SMARCD1	-0.493333333333333
ZFP106	-0.3485
ZNF347	0.5458
GTF2E1	0.0765
RY1	0.244666666666667
ATAD2B	1.93725
ARHGAP17	-0.0842
KCNIP3	-1.21075
SFPQ	0.368625
GFRA4	1.30066666666667
AKR1B10	-4.02725
TIGD6	-0.635
RGS16	1.187
URB1	-0.096
OR4C46	0.1235
TOP3B	-0.979
NFATC4	0.027
CA14	-4.327
BMPR1A	0.123333333333333
SNRP70	-0.349625
PRL	1.77866666666667
C6orf130	-1.004
STAG2	0.61475
CD55	-0.161214285714286
RPS23	-1.21
SSX2	-1.54016666666667
FDPSL2A	-0.836
FBXO27	3.315625
SYNGR3	-1.84133333333333
TMSL3	0.939
EML1	-2.009
NUP93	-0.208916666666667
SMAD3	-1.4111
KIAA1189	0.778666666666667
HNRPUL2	1.3055
TBC1D12	-0.338833333333333
C16orf24	1.29525
MRVI1	2.84966666666667
ZNF581	-0.266333333333333
ELOVL3	0.0435
OR51Q1	0.41325
CACNB3	1.07
GALNT13	4.521375
C10orf84	0.155
NEDD4	-1.2253
SPO11	0.513
OR5AU1	0.355
NEK4	1.28507142857143
PRKAR2A	-0.376333333333333
IHPK1	0.0836666666666667
ATP6V0B	0.178375
CACNA1E	2.2405
CEACAM8	-0.136666666666667
PEX14	-0.876
FLJ12993	-0.4315
ZBTB38	-0.373583333333333
PCTK2	0.154
LRRC16	1.3561
FBLIM1	1.44825
FYCO1	0.3795
RP5-1022P6.2	-0.9315
CMTM1	-0.2855
PLTP	1.4395
RAPH1	1.59675
DOCK8	-0.6425
EZH2	-0.262866666666667
SLC25A1	-0.0318333333333333
PLEKHB1	2.0102
GRB7	1.3585
ZFP37	-0.7465
MRPL33	0.5305
PELO	-1.517
ARMC1	0.465545454545455
C9orf27	0.09225
FLJ25778	1.1885
C9orf37	-0.9805
TMEM66	-0.16225
SPRN	0.05675
HBEGF	0.957125
PI4KA	-1.1665
LEPRE1	-0.05
POU2AF1	-3.255125
MRPL12	0.145666666666667
REP15	-0.24
ZC3H3	1.17475
RASAL1	1.383
DDAH1	2.27125
ACBD5	1.099375
TMC2	0.163
CCDC137	0.4175
SAMD13	-0.498
UGT2B15	-4.648
TIPARP	-1.444
DNASE1L3	2.12775
TRIM72	0.5
DBX2	0.6245
IPO8	1.91525
C21orf88	-0.8783
MAP3K14	0.2395
LOC51233	-0.256
GGTLA4	1.124
PDE6D	0.2055
ZNF117	0.3505
CLK2	0.102625
NKRF	0.325
TNFSF15	-0.3416
DUSP2	0.25425
SECISBP2	-0.3605
GABRR2	-0.266
PPAP2C	0.716
LOC51145	-0.0405
PAG1	-1.179
PIK3C3	-0.24875
GNG10	-0.3505
APOL4	0.163166666666667
ANKRD28	-0.468875
STMN3	-1.3341
RAB14	0.1242
CDK2AP2	1.1205
HDDC3	-0.7595
COMMD7	0.3205
CXXC1	-0.5345
HMCN1	0.197
CD40	0.131
DYNC1LI2	0.8200625
GDI1	0.99225
LOC646938	-0.7
VSNL1	1.24866666666667
PIH1D1	-0.334333333333333
RAET1G	-1.5545
KRTAP5-9	0.076
EFTUD2	0.05275
ZNF311	-0.833166666666667
ATP6V1G3	0.145
OR2W3	-0.637
SCN4A	0.551
MED10	-1.039375
FAM135A	0.3974
ARHGAP4	-1.258
EHMT2	0.233375
UFD1L	-0.14575
ERMP1	1.11525
MAG1	0.588
THAP8	-0.1905
HACE1	-0.5985
FAM82C	-0.107166666666667
C3orf20	0.514
UNC84A	-0.3545
SCD5	-0.506285714285714
LASS6	0.01475
LSG1	0.681083333333333
MAL	-4.732
GPR22	0.369
WDR5B	0.14375
ACTRT1	1.26
C17orf60	-0.669666666666667
GRIN2C	0.177
ARMC8	0.711416666666667
SLC47A1	-2.625
DMPK	0.518
DHRS13	0.603833333333333
SMC1A	0.15
KRTAP17-1	0.31175
SMYD5	0.21525
TUSC2	0.668125
CRHR2	0.7425
KIR3DL2	0.247
CCDC104	0.59925
ATP2C1	0.757375
CROT	-1.349
PABPC3	1.52516666666667
EGR1	0.602333333333333
THSD1	0.04775
KHK	-0.86725
SLC12A2	2.9645
CD58	-1.509
STOX2	2.3505
CCDC76	-0.6363
CCDC48	0.827
DNAH1	0.0431666666666667
ZIC4	0.498125
OR1G1	1.073
PSMC6	-1.246
PROKR1	0.457
ABCB1	-1.067
TRAT1	-2.64575
LLGL1	0.121
MTF1	2.6215
USP54	0.289625
PAGE2B	-2.607
ITGB7	-2.9215
CCDC81	0.4615
LOC149837	-0.25175
SCUBE1	-0.089
ZSCAN10	1.9725
HUWE1	0.992071428571429
CDH17	-0.533
CD180	-0.47775
IL17A	0.06325
TMPO	-0.92875
KIAA1524	-1.244
HDGFRP3	-0.016
OXCT1	-0.313727272727273
RRAS2	-0.7765
LTBP2	2.806
SV2B	2.41766666666667
CYP2A6	1.816875
PKD1L2	-1.01866666666667
PPM1M	-0.5935
FLJ22662	2.77183333333333
ZNF502	2.9465
GP6	-0.8305
CRYBA2	-1.46225
LEF1	-2.8773
CTPS	-0.512571428571429
EYA1	-2.9085
EPS8L1	-0.7365
MAPK14	-0.73725
SERPINB2	-4.508375
GTF2F2	-0.0291666666666667
ZNHIT4	0.554
PLA1A	-0.606
C20orf114	0.47425
HPR	-0.99
C18orf2	-3.5355
SATB2	-2.2065
KCNJ9	0.18525
MGC157906	-0.1635
MOCS3	0.346
C17orf71	-0.749666666666667
PPHLN1	0.7974
HIST1H2BN	0.494875
RAPGEF1	-0.366125
MAP3K8	-0.3465
DLG4	0.388666666666667
STC1	0.472583333333333
CDGAP	1.30975
DDX26B	1.05125
LOC150223	-0.8835
CPSF3	0.541666666666667
TMEM14A	0.23675
MYH3	0.23075
GPKOW	-0.541
SULT1A1	-0.538833333333333
SPON1	4.6381
YY1AP1	0.0391666666666667
RAB23	0.0335
PLA2G4A	-0.6465
MAPRE3	-0.1715
ZNF516	1.00235714285714
GGPS1	1.0205
EXOC3L2	0.587
C19orf42	-0.2373
MAP2K2	-0.347166666666667
HIST1H2BB	0.42975
RNF19B	0.0493333333333333
C6orf128	-0.0913333333333333
TLR8	1.451
PCDHA9	0.7995
CARS2	-0.181625
CLUL1	1.524
RHAG	-3.36916666666667
UNK	0.754
EXOC8	0.549
C9orf95	-0.5485
C14orf143	-1.18016666666667
MAML3	0.419625
LDHA	-2.584
MRPL20	-1.175125
KLHDC6	1.09783333333333
ATP5S	-0.022
C8orf55	0.29075
PHF19	-1.08175
KRTAP13-4	0.6265
TTC5	-0.178
XKR5	-0.19175
SILV	-4.065
TEX28	-0.3695
TCTN1	0.05225
CX40.1	0.26775
PPP2R5C	-0.2685
C12orf30	-0.488833333333333
CAPG	1.63925
MPZL1	1.13035
ARSB	-0.689666666666667
TDH	-1.7525
WASF4	2.06325
TSSK3	-1.41233333333333
7A5	2.3485
CRISPLD1	1.981875
MAD1L1	-0.0506666666666667
SPIN4	0.566333333333333
AMPD1	-1.6095
DPYSL5	0.1095
INPP1	0.4715
ANKRD11	0.796277777777778
NPAS4	-0.128125
GCET2	-0.6442
RNASE9	0.6055
GUCY2D	0.149833333333333
CCDC98	-0.71
FGF4	3.559625
CPM	-0.470166666666667
SLC26A4	1.09933333333333
PLD5	0.08725
FAM59A	-0.7768
FBXO5	-0.638777777777778
SIPA1L1	0.74075
DPYS	1.05475
ATG4D	0.0625
TGM3	0.0895
MTCH1	-0.310625
HK1	-0.571428571428571
CDC26	-0.719
GALNT12	-1.90716666666667
LOC339229	0.1795
MRPL35	0.033625
ORC4L	-0.63175
TNKS	0.8915
C2orf24	0.422
ZNF553	0.310833333333333
GGTLA1	2.6317
ZNF497	0.12525
CDY1B	0.3935
SLC30A4	-0.046875
TUB	-0.594
ARHGEF18	-0.25875
ARRB1	-0.86625
KCNK1	2.188875
EREG	-1.529
SCAMP5	-0.1065
RUNDC3B	1.34875
ADAMTS20	-0.4175
IL17RB	-0.3685
FLJ20323	-1.67425
MCAM	1.06725
POLR3E	-1.34066666666667
AQR	0.902
IPMK	1.472
CDCA7	-1.5065
CAMP	4.17925
GRHL3	-2.02625
ADAMTSL2	0.812666666666667
CLMN	1.20783333333333
SSTR3	0.4835
MAGEA5	-2.10666666666667
OVOL2	0.7905
JMJD1B	-0.38975
RBL2	-0.2461
PYGO2	1.42475
PPP1R10	1.22916666666667
CSE1L	-0.857166666666667
LCA5	0.92175
RDH16	-0.7615
ASRGL1	-0.334625
TOM1	-0.0198333333333333
PTX3	-3.72025
TTC15	0.9025
SCGB3A1	1.01033333333333
MRPL50	-1.15325
RCAN3	1.2775
SLC26A11	0.56875
STYX	0.0363333333333333
CINP	-0.67
MARCH7	0.486
PFKM	-1.17383333333333
SGMS1	0.186333333333333
RIOK3	0.2335
C1orf110	-1.1855
CES7	-0.381625
LOC440248	-0.557
PPP1R12C	-0.022
C10orf27	0.374
ATG9A	-0.12975
MRPS26	1.049625
TMEM40	2.4655
ELP3	0.0919
ZNF787	1.1451
HIAT1	-0.37375
C8orf34	0.206333333333333
MGC4655	-0.4026
PELI1	2.48916666666667
PPT1	-0.0684
SLC35C2	-0.882333333333333
C6orf125	0.11325
MUC4	-0.866666666666667
RFC4	-1.37957142857143
GNB2	-0.250666666666667
NUP50	0.429642857142857
SULT4A1	1.16833333333333
C7	1.82075
CCDC130	0.1355
ARRDC4	-0.21325
RQCD1	-0.288
GLYCTK	-1.25975
AYTL2	-0.608090909090909
MTUS1	1.2788
LEMD3	-0.736
PLEKHF2	-0.80775
HOXA7	0.248625
GTF3C2	-0.9475
DYNLRB2	-1.6905
CNOT10	0.22925
MR1	-0.166833333333333
FFAR1	-0.2175
PRIC285	0.6055
SLITRK6	1.73425
LIX1	-2.1532
UBE1L2	-0.353583333333333
F8	0.757875
ACHE	-0.3935
KPNA5	0.89425
TNFRSF12A	0.483
EGR3	2.0185
SERPIND1	-3.17916666666667
OASL	-0.42425
IFRD1	-0.13275
WDFY1	0.00516666666666666
ZNF267	0.15
ACCN5	-0.0885
ZBTB6	-0.3705
PPP1R3A	0.412
PRRT3	1.331
FBXL19	-0.301
TXNIP	0.595285714285714
ACTN2	-0.79425
ATG9B	-0.4765
C9orf117	0.185375
IL27	1.944
RPL36AL	-0.384166666666667
KLK15	0.037
CHAD	0.89
RAP2B	0.00920000000000001
HEBP2	1.8615
ZNF342	-0.306
CAMK2G	-0.345166666666667
TLR3	-0.61225
FGF14	-0.118
HMGB2	0.085625
TRPM5	-0.167333333333333
OR5M11	0.5835
KIF3B	1.28663157894737
PRICKLE2	0.528
MTMR9	0.422375
C3orf27	0.097
GLRA3	-1.96166666666667
NSDHL	-0.470166666666667
TMEM32	-0.5505
POLR2D	-1.01016666666667
MYADML	0.2945
C9orf114	-0.901
MRGPRX1	0.5675
TOPORS	1.21425
CLDN19	-0.5685
C1QL4	-0.206
RNF165	3.4885
DHRS9	-1.5965
DNAH2	-0.0781666666666667
FXR1	-0.885166666666667
ZMYM3	-0.13025
CASP3	1.193
FAM120C	0.745625
SCLY	-1.02225
CA7	-0.0875
ENTPD5	0.3145
ZNF461	0.0755
PDIA5	0.049
C1orf19	-0.0351666666666667
TMEM67	-0.5285
KCTD20	-0.48875
WDR47	-0.204
FLJ38723	4.048
KLRF1	-0.186666666666667
TAS2R16	0.2175
CLDN12	-0.31275
PRKCE	-0.41075
UBXD4	-0.231
ITGAM	2.08
GLT8D3	0.773375
WDR31	0.1216
RGS2	3.18225
OR51L1	0.8565
MST1R	-1.63875
KIAA1737	0.56675
OR4A5	0.267
GLIS1	-1.64383333333333
PTMA	2.31092857142857
NAPA	-0.16475
PRDM11	-0.25125
LIPF	-0.32
DIRAS3	3.21975
ASGR2	-3.5085
C1QTNF4	0.09075
PIK3R4	-0.259833333333333
ARMC3	-0.07
NDUFV3	-0.145333333333333
BTBD3	0.7115
PPP1R2	0.638416666666667
UBE2NL	-0.0845
FOSL2	0.879714285714286
FAM119A	0.395833333333333
TUBA4A	0.0354999999999999
KRTAP12-1	0.012
SFRS2	-0.7115
RHPN1	0.7663
EEF2	-0.8455
ZDHHC11	1.0445
EPHA3	-1.9588
RBM12	-0.17975
H2AFJ	0.738
EDIL3	1.594
KIF26A	-1.22075
SERGEF	-0.77325
B3GALT4	1.4155
LOC90925	0.6075
OSCAR	-0.292125
NPFF	-1.030625
DEDD	0.96575
TMEM155	-0.925
PTPN1	0.221
SCYL2	-0.265333333333333
SKAP1	-1.28525
LEAP2	-2.78783333333333
GADD45G	0.6815
IFITM3	0.335
PILRB	-0.813333333333333
SLU7	-0.695
DSC3	5.193
DNMT3L	-1.46875
PAPD5	0.000375000000000028
B3GNT3	-1.58966666666667
LHCGR	0.6135
MSL-1	0.69725
UBE2S	-0.294625
SAP130	-0.37225
ANAPC11	0.78
MAGED4B	1.0215
ATP6V1B2	0.1045
C14orf179	1.12725
CAPZA1	-0.667875
CDYL2	-1.5965
GLRX3	-1.64616666666667
LOC136288	-0.61725
MOBKL1A	0.48475
HTR2B	0.282
CRYGD	-0.0135
NUS1	0.784
PGRMC1	0.7985
MYOM2	0.03725
FLJ39653	-2.68983333333333
CHM	-0.2497
OR5M8	0.451
ZNF619	0.064
FAM105A	1.1125
CCNL1	-0.637125
NAP1L3	0.04475
C10orf57	1.1245
B3GALNT1	0.078
CSN1S2A	0.537
TCP10L	-0.86125
GDAP2	-0.070125
DMKN	1.07833333333333
COX6B1	0.765
DNASE2	-0.4615
MSH5	-1.24975
LGMN	-0.25775
USP31	0.543
OR13C8	0.5445
SDCBP	-1.385
NUDT11	-2.64516666666667
PYGL	-2.09066666666667
SNPH	-0.5855
B3GNT4	0.53
MIZF	-0.4882
NUBPL	-1.24375
NOD1	0.0521666666666667
CDH22	-0.51825
NUBP1	-0.586666666666667
DSCAM	-3.1085
DGKI	-0.192
FAM136A	0.42275
AKAP1	1.15516666666667
SLC16A6	-1.428
RIN3	0.839
PSG2	-0.0935
DIP2B	-0.30725
PSORS1C1	-0.8824
KIAA0495	-1.937
FLJ90709	-1.44383333333333
LPA	-0.214333333333333
PIGA	-0.0615
LY75	2.92183333333333
UTS2	-5.7885
RREB1	0.355625
GALNACT-2	0.7836
MGC3196	0.489
FLJ31568	0.0875
LPHN1	-0.22175
SP1	0.15
TOX4	-0.801833333333333
HSPA9	-0.1585
APOBEC1	-0.5035
SLC35E4	-0.861
LSM5	-0.78025
SURF1	-0.55525
ZBTB1	-0.0479166666666667
GTF2F1	-0.434
RPS15A	-0.3635
DUSP21	-0.762333333333333
GINS4	-1.138
MYO15A	-0.426
GIMAP7	3.659
MGC13379	0.67525
ATP6V1E2	-0.377
UTP3	-0.71325
HNRPA3	0.4084375
MT4	-0.8925
C14orf155	0.50975
U1SNRNPBP	0.45925
CKLF	-0.448833333333333
PLEKHN1	0.118666666666667
MBNL1	0.163583333333333
NUP160	-1.04325
ACSM2A	-2.158
LOC129881	0.81375
KIAA1529	0.3835
FLJ22639	-0.113
HAND1	-1.454
GSX1	0.4745
FGA	-3.6441875
SERPINB1	-1.76675
ZNF642	0.95875
IGFBP1	-7.166375
SLC1A1	-0.585875
DHX57	0.894125
ZNF766	0.508
PTPN21	0.4188
GDPD3	-2.01316666666667
PNPLA5	0.3875
TBR1	0.0145
FAM116A	0.3625
IQGAP1	-0.00862499999999999
FOS	-0.298375
ZNF226	-0.38375
FIGNL1	-0.568333333333333
C14orf1	0.0311666666666667
ZMYND17	-0.088
PUS7	1.18966666666667
TUBB6	0.22875
KCNQ2	-1.198
MARCH6	-0.0685
CCDC33	0.7415
PRODH	-0.1215
RBM11	-2.66125
EPHA6	0.2075
SLC43A1	-0.233
LOC196541	-0.17375
NTN1	1.67466666666667
ING4	0.674
PCDHB10	2.34875
DPH2	0.109166666666667
SPACA4	0.0725
FBXL21	-6.591
DIAPH1	-1.16133333333333
ZNF71	1.14116666666667
CEP76	-0.1425
CORO1A	-1.219
RRM2	-1.993
EDG4	-0.1825
OS9	0.752
SLC4A1AP	0.78925
COG5	0.457
COPS8	-0.73275
NGLY1	-1.40175
NCBP2	0.432
C17orf42	-0.655
GPSM3	0.631375
SIL1	-0.715833333333333
ASB6	-0.38875
SMAD5OS	-0.959833333333333
UNC93A	-2.50125
A1BG	-0.213666666666667
C21orf62	0.3735
FMO5	-2.64883333333333
ATRIP	-0.373
CEBPG	0.502333333333333
C7orf38	-0.356333333333333
TNFRSF1B	0.756166666666667
CLEC1A	1.967
IQSEC1	-0.48925
PATZ1	0.5492
RBM22	1.162625
BAG2	-0.4705
PAQR5	-2.878
C9orf127	0.7572
THNSL1	0.22925
SHROOM3	2.6201
JAM2	0.9485
SNRPN	-2.15175
ALX4	-0.363
CACNA1S	0.607
FAM130A1	-0.09475
CORIN	1.494
CD300LB	1.023
PLEKHG6	0.1775
LRRC40	-0.437
PCLKC	-1.05775
PCDHB16	3.799
WNT2B	0.386
ASNS	-1.78622222222222
MRPL49	-0.134375
FLJ46111	-1.894
ISG20	-1.457125
SMU1	0.709
CASZ1	0.0005
POLR1D	-0.07025
GIN1	-1.31175
SNAG1	-0.542
ANKRD29	-1.594
CDKN2AIP	-0.058
KRR1	-0.38025
CXCL1	-3.34816666666667
EPM2A	-0.1856
PC	0.5635
DEFB127	0.793
PDZRN4	0.497666666666667
FAH	-1.0235
OR51E1	2.6985
CDC2L6	1.43383333333333
DNTTIP1	-0.287
PAX8	-0.95375
TMEM116	-1.796
C1orf150	0.209
PRO2012	0.7855
MRPL40	-0.357
BEX1	-3.0086
SLC2A4	-1.0875
PKMYT1	0.0395
FEZF2	-0.361166666666667
SLC26A9	-0.715
MAP2	-0.507666666666667
LYL1	-1.20975
SLC25A19	-0.398166666666667
NOS3	0.719
ZNF34	0.664333333333333
TMPRSS11F	-0.74725
FAM43A	0.014
FCRL4	0.1045
KLF14	0.95775
FLRT2	-0.5525
WRN	0.08025
SDF2	0.5905
KRT8P12	-0.5455
C6orf195	0.401
C9orf125	-1.83583333333333
DZIP3	0.103375
RIT1	0.2615
SCML1	-2.496
RHBDF2	1.194
OR2G3	0.0135
REXO1L1	0.915
MAP3K7IP3	-0.492625
C3orf57	-4.76925
FBXW11	-0.823
ETAA1	-0.873
C14orf131	-0.338
AKT1S1	-0.97775
SLC12A5	-1.15525
C9orf164	0.83425
NRIP3	-1.001125
NOS1AP	0.32475
TMEM121	1.49475
SAP30BP	0.211
DGCR6	0.866
WDR76	-1.288
FAM82B	-0.262
LOC606495	-1.322
MAP9	1.91275
BCDIN3D	-0.14725
CXorf36	3.78833333333333
DSCR3	-0.9652
ZFAND3	0.20775
C7orf43	0.437833333333333
SPSB3	0.6705
C19orf19	0.53675
FAM133A	-3.731
C12orf25	0.26425
SLC39A3	-0.0665
DISP2	1.9165
PI4KAP2	-2.303
MKRN3	-0.562333333333333
ADAMTS13	-0.426875
CBLN3	0.5454
TTYH1	0.597333333333333
C3orf18	-1.116
FLJ13236	-1.95875
ZMYND12	2.31975
C18orf25	0.725125
GLB1L3	-1.485
ATP13A5	1.211
RANBP10	0.577
CD96	-2.1329
DENND1C	-1.109
RBMS3	0.3319
SLC41A3	1.199
DGCR6L	0.5285
TMEM128	-0.007
CSNK1G3	-0.956357142857143
MOBKL2C	0.887125
TSPAN6	0.942125
MATN2	-0.9413
MSL2L1	-0.5065
ST6GALNAC2	-1.485
FGFBP2	-0.52225
FGL1	-5.64416666666667
MPP3	-2.05833333333333
ARHGEF6	1.23533333333333
TGFBR2	1.146625
ACMSD	-1.3945
IL33	4.04
C9orf5	-0.571166666666667
DEAF1	-0.475
AMN	0.9195
DEFA6	0.126
RNF212	-1.318
METT5D1	-0.895
CIB1	-0.8407
TSSK1B	0.0375
KIAA1727	1.5365
ZNF680	0.563333333333333
LOC399900	-0.955
LOC152217	0.226333333333333
CTNNAL1	-3.786
CIT	-0.796583333333333
TLE6	1.206
ZNF607	0.12175
HERC4	-0.905833333333333
DRAP1	0.2327
PEMT	0.62175
C10orf111	0.6415
ZNF575	1.443875
KCTD7	0.44875
MYO1F	0.12625
LOC285382	-0.547
RAB11A	-0.4717
PLCD3	-0.57475
C15orf28	-0.3925
PTBP2	0.493
CTB-1048E9.5	-0.185375
C19orf60	1.02566666666667
C7orf25	0.0595
SETD7	0.72025
HOXB9	-3.395
VANGL1	-0.58625
CHAF1B	-2.041
NDUFA3	1.04975
KIAA1328	-0.909333333333333
SHARPIN	0.6655
TTC23	-0.365875
UGP2	1.07183333333333
ANKIB1	1.0474
CIRBP	-0.926285714285714
SEC14L4	2.23066666666667
OVCH1	-0.461
VPS52	-0.453
FAT	0.25975
M6PRBP1	-0.487
GPRIN3	-0.7985
PPM1F	0.542
TSR1	0.12475
CCDC85A	0.7305
PCSK5	2.05125
ZFHX3	-0.838
HEMK1	-0.8252
PGBD2	0.5085
RSRC2	0.1135
AURKC	-1.34966666666667
SCRIB	0.19225
ORM2	-3.57133333333333
FAM115A	1.0267
FZD6	0.90075
UNC119	0.747833333333333
GPX3	1.0849
NOV	-0.215625
CABC1	0.779125
CDC42SE2	-1.1845625
EIF2S2	-0.7204
RNF130	0.699875
CKAP5	-0.0395
RP11-413M3.2	1.26675
C10orf18	0.7389
TMEM93	0.336
DYX1C1	1.88775
KCNMB2	-2.563125
ANK3	1.63733333333333
KRT5	0.7384
CDH12	-0.127125
QRSL1	-0.52475
JUB	-2.40025
SHC4	4.345375
CCL15	1.94583333333333
CCDC22	-0.854
SNX24	-1.9575
RARS	-1.17
MORC2	0.871625
FAM48A	0.1555
MT1H	-0.3735
PPP1R14C	3.79516666666667
FOXD1	-1.874
C1orf213	-1.4675
AMT	-1.7443
DSN1	-1.2395
PTPLAD2	0.5185
DIS3L	-1.1395
RASL11A	-0.46475
GPRC5B	1.289625
FRMD7	-0.7745
STRN4	0.777
KITLG	-0.501636363636364
HDGF	1.32275
OR1S1	0.268
SETX	-0.0638
DDR2	0.17575
KCTD12	1.4615
LYZL2	-1.082
WDR52	1.458
TMEM2	1.395625
ZNF579	1.69983333333333
LOC200810	-0.8045
TNFSF9	-1.745875
PPFIA4	-2.0045
CNIH3	-0.7765
MAP4K4	0.306785714285714
ROD1	0.100714285714286
ALS2CR12	-0.790666666666667
DOCK3	2.0015
PAQR9	-4.32925
ASB17	0.127
STX16	-0.36575
FEZ2	0.0568333333333333
DLAT	-0.176166666666667
KIF21B	-0.962166666666667
CDC5L	1.0455
TMEM119	0.598166666666667
CRIP3	-1.4815
TPSD1	0.130166666666667
TEPP	0.655
GNGT2	0.60575
C21orf121	-0.1165
WNK1	0.540583333333333
FLJ10490	1.6811
OR51B5	-2.2595
LOC203547	-0.537375
HAS1	3.911
PPA1	-0.535333333333333
ST7	0.069375
C11orf46	-0.2158
POPDC3	-2.924
ACOX2	-2.09066666666667
ATCAY	-0.340666666666667
TM4SF19	-1.98725
MFSD9	-0.0895
PDHB	-0.531
ERN1	-0.2525
LCE3C	-0.003
GPR111	-0.511
NOTCH3	2.48633333333333
ADAMTS5	4.33825
B3GALT1	-0.92725
UGCGL1	0.653666666666667
FAM58A	1.1625
FBXO32	1.71175
CLPP	-0.276
NXPH1	-2.03033333333333
MTMR3	0.195166666666667
ATP1B3	-1.843375
TMEM16A	3.933375
HIST1H3F	1.0075
TRIM25	-0.216833333333333
SDCBP2	-0.895
CRKL	-1.064125
HOXB2	-1.3775
ANP32B	-0.17325
GATM	3.397
AP4E1	-0.352
EDG5	0.62375
CDKN3	-0.892666666666667
CDH4	-2.05425
PGD	-1.71566666666667
RND1	0.2735
GAD1	-3.5031
MPG	0.109375
LOC440350	-0.23
ZNF133	0.0365
SERPINB12	0.338
AMELY	-0.0695
DHX36	-0.7725
TNFAIP8L2	1.9585
PHTF2	0.025
CCDC112	-0.7255
IQCC	-1.4275
HEYL	3.8595
FTSJ2	-0.2595
APPL1	1.58575
RAB43	0.516285714285714
OR10G2	0.015
WAC	0.727
ADCY9	-0.980875
RUNDC2B	0.918
PYCRL	0.8967
AGPAT7	0.187833333333333
SLC22A9	-1.29833333333333
CDKAL1	0.538
PDYN	-0.764666666666667
C20orf74	0.05
MTMR11	0.86475
VAV3	0.5465
DAPL1	1.312
STXBP3	-0.215
EIF3G	-0.57725
ARHGAP22	0.521
NPFFR1	0.3175
NPC1	-0.315
ALDH9A1	1.96916666666667
ZNF600	-0.085375
ZNF678	0.504666666666667
RASSF1	-0.0162500000000001
ADD2	0.67425
PITPNB	1.096
PKD2L2	-0.309875
LRP11	-0.17225
CDKL1	-0.2105
SMEK2	1.21675
PRODH2	-2.59366666666667
C11orf54	-0.6245
SFRS11	0.104166666666667
IL7	1.65483333333333
ALS2CR16	2.6115
BTG3	-1.0965
PAK2	-0.328111111111111
RP11-679B17.1	-0.9415
GATA4	-1.589
ATP2B1	0.3345
LOC130940	0.637
C1orf172	2.01216666666667
ATF7IP2	-0.01375
SLC25A43	-0.225666666666667
CENTG3	0.704583333333333
IGF2BP1	-3.5793
FCHSD1	-0.0475
CAMK2N2	2.05166666666667
ELAVL3	-0.3454
NBPF15	0.848166666666666
UBE2J2	-1.16925
GNL2	1.23075
PRR3	-0.1468
NLF2	1.9785
OR4F6	0.0275
KLHL24	1.38666666666667
CCDC88A	1.8125
SGPP1	-2.25166666666667
C10orf11	-0.627833333333333
SLC35B4	-0.811
UGT3A2	-1.513
ARNT2	-1.6799
CBR1	-0.2975
ITPR3	-0.781666666666667
TRAPPC6B	-0.8944
AMZ1	-2.4225
ARP11	2.0195
WDSUB1	-0.95525
APBA1	2.30316666666667
RAB2A	0.8432
C6orf162	1.081
HPSE2	0.107
PLCE1	1.21575
INSL3	0.04025
DLG1	-0.4331
PTPLA	-1.46925
PIGX	-1.39025
TFIP11	0.227666666666667
FIBIN	2.707
POLR2G	-0.1685
GRAP2	-2.1212
DNAJB8	0.08225
CNBP	0.903166666666667
WASF1	-0.5985
INPP5E	-1.1845
HSPB1	-1.3290625
TMEM167	-0.4644
CUBN	-0.20675
IGF1	3.54925
ITPK1	-0.7983
NAALAD2	-1.2635
G3BP1	-0.1815
NT5DC1	0.5515
CYP39A1	-1.0345
TMEM139	-0.643916666666667
POLK	-1.4892
GLULD1	-1.17425
RBM15	-1.05983333333333
AMZ2	-0.6125
GDF15	-3.486
MESDC2	-1.493
INCA	0.408
ACY1L2	1.8215
GZMM	-1.01666666666667
PAIP1	-0.0145
CACNA2D1	-0.4335
STK32C	-1.4915
SH3BP4	0.195833333333333
DEC1	0.256
PADI1	0.4645
UBB	0.1578
PON3	1.04466666666667
PROP1	0.9115
ANKRD13B	2.0165
ADCK1	-0.6825
TCF25	0.39875
SLC38A5	-2.216
CXorf26	0.852166666666667
C19orf39	-0.045
PPP1R13B	-0.359
ARL2	-0.184
TCL6	0.131416666666667
TOP3A	0.128
SLC16A14	2.874625
FXYD6	1.80733333333333
HIST1H4E	0.67275
BBC3	0.435210526315789
UNC5A	0.0158333333333333
FAM86C	0.0986
PI4KB	0.051875
B3GAT1	-3.53725
SUSD2	0.698833333333333
OAZ2	-0.3915
NOC4L	0.2105
C10orf12	-0.1235
FADS1	-0.379
LOC144097	0.548
DKK2	1.1855
KIAA1949	-0.635
RHOT1	0.2084
OXT	1.57233333333333
GPR153	1.98375
ARL4A	-1.32816666666667
SAAL1	-0.97325
CCDC64	-0.0295
USE1	0.257
HNMT	-0.6765
PCGF3	-0.2251875
CYP2C19	0.3795
C20orf4	0.2745
CCDC11	0.32025
ACSBG2	0.13
RWDD2A	0.0555
PALLD	2.50975
CPLX4	-0.172
LOC492311	-0.73225
KPNA2	-1.29033333333333
MACROD1	0.741
TMCO3	-1.65433333333333
C15orf52	1.09716666666667
BIRC5	-0.173133333333333
PRR16	-0.286
FAM63B	-0.338
KATNB1	-0.253666666666667
WNT8B	-0.2115
CPLX3	0.62225
GHR	1.072
CCDC124	0.13425
