Hybridization REF	TCGA-B6-A0RU-01A-11R-A084-07
RY1	0.0215
ATAD2B	0.245125
ARHGAP17	-0.4049
KCNIP3	-0.536
SFPQ	0.1815
GFRA4	0.817166666666667
AKR1B10	-2.5585
TIGD6	0.449
RGS16	0.91375
URB1	-0.130666666666667
OR4C46	0.175166666666667
TOP3B	-0.54425
NFATC4	0.154
CA14	-4.36275
BMPR1A	-0.1545
SNRP70	-0.6795
PRL	0.0541666666666667
C6orf130	-0.97425
STAG2	0.55
CD55	-0.901642857142857
RPS23	0.894166666666667
SSX2	-1.1025
FDPSL2A	0.3825
FBXO27	0.853
SYNGR3	-1.52533333333333
TMSL3	0.99075
EML1	-0.6585
NUP93	0.118333333333333
SMAD3	-0.9133
KIAA1189	0.171333333333333
HNRPUL2	0.932333333333333
TBC1D12	0.242
C16orf24	0.0155
MRVI1	1.40533333333333
ZNF581	0.499166666666667
ELOVL3	0.454
OR51Q1	0.096
CACNB3	0.137666666666667
GALNT13	1.16925
C10orf84	0.60375
NEDD4	-0.5566
SPO11	0.108
OR5AU1	0.1395
NEK4	0.0341428571428571
PRKAR2A	-0.00916666666666666
IHPK1	-0.219333333333333
ATP6V0B	0.622875
CACNA1E	1.5045
CEACAM8	-0.121833333333333
PEX14	-0.512
FLJ12993	-0.4145
ZBTB38	-0.0506666666666667
PCTK2	-0.597
LRRC16	0.605
FBLIM1	0.9045
FYCO1	0.20025
RP5-1022P6.2	-0.548083333333333
CMTM1	0.561
PLTP	0.9865
RAPH1	0.4945
DOCK8	0.015125
EZH2	-0.495466666666667
SLC25A1	-0.191166666666667
PLEKHB1	0.2052
GRB7	0.4943
ZFP37	0.25825
MRPL33	-1.114
PELO	-0.81925
ARMC1	0.728636363636364
C9orf27	-0.11875
FLJ25778	0.0365
C9orf37	-0.827833333333333
TMEM66	0.49325
SPRN	0.183125
HBEGF	0.11325
PI4KA	-1.6215
LEPRE1	0.22325
POU2AF1	-2.753125
MRPL12	-0.302
REP15	-0.616
ZC3H3	0.362
RASAL1	0.4895
DDAH1	1.27475
ACBD5	-0.093875
TMC2	0.0595
CCDC137	-1.06525
SAMD13	1.08033333333333
UGT2B15	-0.0121666666666667
TIPARP	-0.16
DNASE1L3	2.717
TRIM72	0.6225
DBX2	0.74975
IPO8	-0.0995
C21orf88	0.2717
MAP3K14	-0.16425
LOC51233	-0.2785
GGTLA4	1.0205
PDE6D	-0.16425
ZNF117	-0.76325
CLK2	-0.9475
NKRF	-0.4615
TNFSF15	0.0276
DUSP2	-0.028125
SECISBP2	-0.6341
GABRR2	-0.471
PPAP2C	2.10325
LOC51145	0.162666666666667
PAG1	1.483125
PIK3C3	0.04025
GNG10	-0.248
APOL4	0.0673333333333333
ANKRD28	-0.45
STMN3	0.4673
RAB14	0.4754
CDK2AP2	-0.478
HDDC3	-0.353
COMMD7	0.38025
CXXC1	-0.44
HMCN1	-0.187
CD40	0.1285
DYNC1LI2	0.2131875
GDI1	-0.368
LOC646938	-0.21925
VSNL1	1.25033333333333
PIH1D1	0.254833333333333
RAET1G	0.414
KRTAP5-9	0.0855
EFTUD2	-0.57075
ZNF311	-0.839166666666667
ATP6V1G3	0.04725
OR2W3	0.00725
SCN4A	0.30425
MED10	-1.2405
FAM135A	0.4631
ARHGAP4	-1.78175
EHMT2	-0.5935
UFD1L	0.11825
ERMP1	-0.51725
MAG1	-0.574166666666667
THAP8	0.0185
HACE1	-0.772166666666667
FAM82C	0.0511666666666667
C3orf20	-0.6445
UNC84A	-0.268
SCD5	0.239785714285714
LASS6	-0.1095
LSG1	0.1455
MAL	-5.02625
GPR22	-0.1235
WDR5B	0.5505
ACTRT1	0.3785
C17orf60	-1.084
GRIN2C	1.6678
ARMC8	-0.102416666666667
SLC47A1	-2.20883333333333
DMPK	-0.52625
DHRS13	-0.1645
SMC1A	-0.3445
KRTAP17-1	1.51325
SMYD5	-0.4305
TUSC2	0.195125
CRHR2	0.7185
KIR3DL2	0.1695
CCDC104	-0.043
ATP2C1	0.752625
CROT	-0.60575
PABPC3	0.488666666666667
EGR1	1.904
THSD1	0.56625
KHK	-0.66
SLC12A2	1.464375
CD58	-0.2965
STOX2	-0.0265
CCDC76	-0.2386
CCDC48	1.27375
DNAH1	-0.399666666666667
ZIC4	0.460125
OR1G1	0.3935
PSMC6	-0.1775
PROKR1	0.05
ABCB1	-0.0835
TRAT1	-1.96225
LLGL1	0.223
MTF1	0.74775
USP54	0.0495
PAGE2B	-2.0555
ITGB7	-3.41225
CCDC81	0.1065
LOC149837	0.0585
SCUBE1	-0.61
ZSCAN10	1.2895
HUWE1	0.222285714285714
CDH17	-0.2935
CD180	-0.06525
IL17A	-0.234
TMPO	-0.71625
KIAA1524	-0.336
HDGFRP3	-0.152666666666667
OXCT1	0.283454545454545
RRAS2	-0.459166666666667
LTBP2	2.377875
SV2B	0.844333333333333
CYP2A6	0.788625
PKD1L2	-0.9015
PPM1M	0.42625
FLJ22662	1.92716666666667
ZNF502	1.9875
GP6	-0.59125
CRYBA2	-0.3445
LEF1	-2.014
CTPS	-0.0852857142857143
EYA1	-2.68983333333333
EPS8L1	-0.37175
MAPK14	-0.0864166666666667
SERPINB2	-4.248625
GTF2F2	-0.0378333333333333
ZNHIT4	-0.352
PLA1A	0.14775
C20orf114	2.63575
HPR	-2.313
C18orf2	-1.92166666666667
SATB2	-1.49375
KCNJ9	-0.270375
MGC157906	0.6245
MOCS3	0.03525
C17orf71	-0.528833333333333
PPHLN1	-0.418
HIST1H2BN	0.3065
RAPGEF1	-0.91225
MAP3K8	0.2765
DLG4	0.54
STC1	-1.43983333333333
CDGAP	1.16275
DDX26B	-0.5815
LOC150223	-1.181
CPSF3	-0.434166666666667
TMEM14A	0.165
MYH3	-1.94875
GPKOW	-0.011
SULT1A1	-0.993833333333333
SPON1	4.8038
YY1AP1	-0.2145
RAB23	0.79875
PLA2G4A	-2.14225
MAPRE3	-0.09525
ZNF516	0.273142857142857
GGPS1	0.55925
EXOC3L2	-0.348
C19orf42	0.6118
MAP2K2	-0.451333333333333
HIST1H2BB	0.549
RNF19B	1.0125
C6orf128	-0.257166666666667
TLR8	1.52175
PCDHA9	0.439
CARS2	1.36975
CLUL1	3.48533333333333
RHAG	-3.78566666666667
UNK	-0.5835
EXOC8	1.0113
C9orf95	0.7065
C14orf143	0.1765
MAML3	-0.18175
LDHA	-1.25125
MRPL20	-0.119
KLHDC6	1.75633333333333
ATP5S	-0.463833333333333
C8orf55	1.11825
PHF19	-0.642
KRTAP13-4	0.2475
TTC5	0.39675
XKR5	-0.15375
SILV	-4.461
TEX28	-0.004
TCTN1	0.45075
CX40.1	0.328
PPP2R5C	0.101875
C12orf30	-1.0235
CAPG	1.24125
MPZL1	1.96385
ARSB	-0.8215
TDH	-1.707
WASF4	1.0565
TSSK3	-0.917333333333333
7A5	-0.344
CRISPLD1	5.39175
MAD1L1	-0.137
SPIN4	1.09683333333333
AMPD1	0.01075
DPYSL5	-0.066
INPP1	-0.0531666666666667
ANKRD11	-0.623388888888889
NPAS4	-0.006625
GCET2	0.4464
RNASE9	0.356
GUCY2D	-0.111833333333333
CCDC98	-0.4595
FGF4	-0.3785
CPM	1.21933333333333
SLC26A4	-0.258666666666667
PLD5	0.4095
FAM59A	-0.4201
FBXO5	-1.13244444444444
SIPA1L1	0.126625
DPYS	0.5795
ATG4D	-0.107
TGM3	0.3925
MTCH1	0.083125
HK1	-0.202
CDC26	0.188375
GALNT12	-2.31116666666667
LOC339229	-0.14175
MRPL35	-0.042375
ORC4L	-0.213125
TNKS	-0.471785714285714
C2orf24	-0.218833333333333
ZNF553	-0.220666666666667
GGTLA1	2.3319
ZNF497	0.585
CDY1B	0.6775
SLC30A4	-0.464
TUB	-0.231625
ARHGEF18	-0.7155
ARRB1	-0.27175
KCNK1	1.07675
EREG	-1.9139
SCAMP5	0.37375
RUNDC3B	1.76725
ADAMTS20	-0.30225
IL17RB	0.821625
FLJ20323	-1.1325
MCAM	1.070625
POLR3E	-2.11433333333333
AQR	0.0148333333333333
IPMK	-0.046
CDCA7	-1.297625
CAMP	1.075
GRHL3	1.26175
ADAMTSL2	0.667666666666667
CLMN	2.12766666666667
SSTR3	0.3805
MAGEA5	-1.89833333333333
OVOL2	3.41775
JMJD1B	-0.07375
RBL2	0.2434
PYGO2	0.644
PPP1R10	0.186833333333333
CSE1L	-0.321
LCA5	0.7135
RDH16	-0.23975
ASRGL1	-0.333
TOM1	0.135666666666667
PTX3	0.724
TTC15	0.211
SCGB3A1	3.31383333333333
MRPL50	0.03275
RCAN3	0.20025
SLC26A11	0.18675
STYX	0.5435
CINP	0.09925
MARCH7	-0.52625
PFKM	-1.0045
SGMS1	0.242833333333333
RIOK3	0.0408
C1orf110	0.152
CES7	-0.00899999999999998
LOC440248	-2.78
PPP1R12C	0.0725
C10orf27	0.359
ATG9A	-0.52775
MRPS26	0.693125
TMEM40	0.52175
ELP3	-0.4202
ZNF787	0.739
HIAT1	0.650875
C8orf34	0.663166666666667
MGC4655	0.5953
PELI1	1.59866666666667
PPT1	0.6211
SLC35C2	-0.436666666666667
C6orf125	0.01725
MUC4	-0.4285
RFC4	-0.844571428571429
GNB2	0.0241666666666667
NUP50	0.407928571428571
SULT4A1	-0.817666666666667
C7	1.122125
CCDC130	-0.4735
ARRDC4	0.1495
RQCD1	-0.42325
GLYCTK	-0.57075
AYTL2	-0.0122727272727273
MTUS1	0.4413
LEMD3	0.270166666666667
PLEKHF2	0.494
HOXA7	1.378875
GTF3C2	-0.9505
DYNLRB2	1.739
CNOT10	0.11
MR1	-1.40266666666667
FFAR1	0.025
PRIC285	0.196
SLITRK6	1.892
LIX1	0.193
UBE1L2	-1.11533333333333
F8	1.03675
ACHE	0.284
KPNA5	-0.183
TNFRSF12A	-1.4705
EGR3	1.313
SERPIND1	-3.14
OASL	1.6075
IFRD1	-1.557
WDFY1	-0.640333333333333
ZNF267	-0.281
ACCN5	0.325
ZBTB6	-0.303
PPP1R3A	-0.083
PRRT3	0.47875
FBXL19	-0.1115
TXNIP	0.654928571428571
ACTN2	-0.29625
ATG9B	-0.310125
C9orf117	0.04825
IL27	0.462
RPL36AL	-0.046
KLK15	0.11225
CHAD	0.3345
RAP2B	-0.1126
HEBP2	1.3265
ZNF342	0.1695
CAMK2G	-0.677666666666667
TLR3	1.04725
FGF14	0.8095
HMGB2	0.0425
TRPM5	0.0581666666666667
OR5M11	0.338
KIF3B	-0.102526315789474
PRICKLE2	0.0625
MTMR9	-0.336375
C3orf27	-0.074
GLRA3	-1.23733333333333
NSDHL	0.182666666666667
TMEM32	0.90725
POLR2D	-0.9445
MYADML	0.1925
C9orf114	-0.444
MRGPRX1	0.2635
TOPORS	0.69475
CLDN19	1.2315
C1QL4	1.7615
RNF165	0.0625
DHRS9	-0.89675
DNAH2	0.165166666666667
FXR1	-0.458666666666667
ZMYM3	-0.4415
CASP3	0.6175
FAM120C	0.589875
SCLY	-1.205
CA7	-0.0775
ENTPD5	-0.2295
ZNF461	0.27325
PDIA5	0.39425
C1orf19	0.305
TMEM67	-0.41475
KCTD20	-0.55725
WDR47	0.917
FLJ38723	1.905
KLRF1	0.344833333333333
TAS2R16	0.1435
CLDN12	-0.33925
PRKCE	0.569
UBXD4	-0.412
ITGAM	1.38316666666667
GLT8D3	-0.40475
WDR31	0.2342
RGS2	3.059
OR51L1	0.3505
MST1R	0.78475
KIAA1737	1.125
OR4A5	0.209
GLIS1	-0.9135
PTMA	0.3475
NAPA	0.63425
PRDM11	-0.06475
LIPF	0.3255
DIRAS3	1.75375
ASGR2	-3.993125
C1QTNF4	0.941
PIK3R4	0.316833333333333
ARMC3	0.05625
NDUFV3	-0.968833333333333
BTBD3	1.47683333333333
PPP1R2	0.187916666666667
UBE2NL	-0.22975
FOSL2	-0.122142857142857
FAM119A	-1.36733333333333
TUBA4A	0.2985
KRTAP12-1	-0.13175
SFRS2	-0.35
RHPN1	-0.9936
EEF2	-0.6795
ZDHHC11	-2.45666666666667
EPHA3	-1.2337
RBM12	-0.07475
H2AFJ	0.13725
EDIL3	2.7755
KIF26A	-1.08725
SERGEF	0.908
B3GALT4	1.94375
LOC90925	-0.0901666666666667
OSCAR	-0.883625
NPFF	-0.104375
DEDD	0.134375
TMEM155	-0.282
PTPN1	0.07825
SCYL2	-0.285833333333333
SKAP1	1.0205
LEAP2	-2.84833333333333
GADD45G	0.9266
IFITM3	0.700125
PILRB	-2.65433333333333
SLU7	0.490125
DSC3	2.64975
DNMT3L	-0.815
PAPD5	0.417875
B3GNT3	0.434
LHCGR	-0.3645
MSL-1	-0.3265
UBE2S	-0.3045
SAP130	-0.68125
ANAPC11	-0.2875
MAGED4B	0.3335
ATP6V1B2	-0.116
C14orf179	0.8795
CAPZA1	0.189875
CDYL2	-0.646666666666667
GLRX3	-0.774166666666667
LOC136288	-0.21975
MOBKL1A	-0.23275
HTR2B	2.37
CRYGD	0.423
NUS1	-0.345166666666667
PGRMC1	1.5755
MYOM2	0.65125
FLJ39653	-2.4565
CHM	-0.1303
OR5M8	-0.1045
ZNF619	0.2975
FAM105A	0.41275
CCNL1	-1.359125
NAP1L3	1.445
C10orf57	1.27283333333333
B3GALNT1	1.358
CSN1S2A	0.123
TCP10L	0.86725
GDAP2	0.592
DMKN	-0.103666666666667
COX6B1	0.32225
DNASE2	0.8385
MSH5	-2.17475
LGMN	0.130375
USP31	0.1542
OR13C8	0.1845
SDCBP	0.00270000000000001
NUDT11	1.2905
PYGL	-0.580666666666667
SNPH	-0.398166666666667
B3GNT4	0.0755
MIZF	-0.4115
NUBPL	-0.316125
NOD1	-0.4095
CDH22	0.309625
NUBP1	0.0911666666666667
DSCAM	-3.2135
DGKI	0.7895
FAM136A	-0.169
AKAP1	0.202
SLC16A6	-2.65525
RIN3	1.12775
PSG2	0.138
DIP2B	0.241916666666667
PSORS1C1	-0.7766
KIAA0495	-0.926
FLJ90709	-0.3795
LPA	-0.181666666666667
PIGA	0.330333333333333
LY75	2.42366666666667
UTS2	-5.5825
RREB1	-0.48475
GALNACT-2	-0.1141
MGC3196	-0.31725
FLJ31568	1.314
LPHN1	0.80325
SP1	0.0415
TOX4	0.257166666666667
HSPA9	-0.3391
APOBEC1	0.114
SLC35E4	-1.811
LSM5	-0.51625
SURF1	0.10475
ZBTB1	0.19575
GTF2F1	-0.3675
RPS15A	0.184857142857143
DUSP21	-0.276333333333333
GINS4	-1.95116666666667
MYO15A	-0.734333333333333
GIMAP7	3.7165
MGC13379	1.14275
ATP6V1E2	0.4235
UTP3	-0.3475
HNRPA3	-0.481125
MT4	0.1785
C14orf155	-0.14725
U1SNRNPBP	0.073
CKLF	-0.0418333333333333
PLEKHN1	-0.762166666666667
MBNL1	-0.04175
NUP160	-0.78375
ACSM2A	-0.88525
LOC129881	0.00125
KIAA1529	-0.623
FLJ22639	-0.67675
HAND1	-1.113
GSX1	0.31
FGA	-3.3245625
SERPINB1	-0.7235
ZNF642	0.7635
IGFBP1	-6.58
SLC1A1	-0.223875
DHX57	0.301375
ZNF766	0.734
PTPN21	-0.3002
GDPD3	-1.83416666666667
PNPLA5	0.328
TBR1	0.2365
FAM116A	0.383
IQGAP1	0.4015
FOS	2.71
ZNF226	-0.1125
FIGNL1	0.609833333333333
C14orf1	0.794333333333333
ZMYND17	-0.27
PUS7	-0.673
TUBB6	-0.2185
KCNQ2	-1.1235
MARCH6	-1.66316666666667
CCDC33	0.7555
PRODH	-1.07225
RBM11	-0.138
EPHA6	0.197375
SLC43A1	-0.83875
LOC196541	0.158625
NTN1	1.10483333333333
ING4	0.6925
PCDHB10	1.74675
DPH2	0.155833333333333
SPACA4	-0.2245
FBXL21	-3.959
DIAPH1	-0.349666666666667
ZNF71	1.47866666666667
CEP76	0.328
CORO1A	-0.61
RRM2	-0.708875
EDG4	0.86625
OS9	0.0656666666666667
SLC4A1AP	-0.1685
COG5	-0.9125
COPS8	-0.50325
NGLY1	-0.615
NCBP2	-0.30425
C17orf42	-0.494166666666667
GPSM3	0.5175
SIL1	-0.1395
ASB6	0.307
SMAD5OS	1.4165
UNC93A	-2.144
A1BG	0.753333333333333
C21orf62	0.32225
FMO5	-0.99125
ATRIP	0.086
CEBPG	0.699666666666667
C7orf38	0.124833333333333
TNFRSF1B	0.24
CLEC1A	1.19316666666667
IQSEC1	-0.134875
PATZ1	0.8033
RBM22	1.1795
BAG2	-1.93766666666667
PAQR5	-1.85633333333333
C9orf127	0.5425
THNSL1	0.14725
SHROOM3	1.2648
JAM2	1.22425
SNRPN	-2.33575
ALX4	0.7855
CACNA1S	-0.145
FAM130A1	-0.12825
CORIN	0.877
CD300LB	0.372
PLEKHG6	0.293
LRRC40	-0.11075
PCLKC	-1.13425
PCDHB16	0.2285
WNT2B	0.601666666666667
ASNS	-0.916666666666667
MRPL49	-0.166125
FLJ46111	-1.72525
ISG20	-1.0105
SMU1	0.350166666666667
CASZ1	0.4875
POLR1D	-0.30825
GIN1	-0.3705
SNAG1	0.316
ANKRD29	-0.39
CDKN2AIP	0.3205
KRR1	-0.3015
CXCL1	-1.59416666666667
EPM2A	0.2205
PC	-0.156
DEFB127	0.75
PDZRN4	0.502666666666667
FAH	-0.63225
OR51E1	1.682
CDC2L6	0.111833333333333
DNTTIP1	0.05
PAX8	-0.36225
TMEM116	-0.28525
C1orf150	0.0965
PRO2012	0.35725
MRPL40	0.147833333333333
BEX1	-0.0781
SLC2A4	0.4595
PKMYT1	-0.4825
FEZF2	2.06633333333333
SLC26A9	-0.6245
MAP2	0.816583333333333
LYL1	-1.293
SLC25A19	-0.83
NOS3	0.041
ZNF34	1.0475
TMPRSS11F	-0.4635
FAM43A	0.42175
FCRL4	-0.087
KLF14	0.22325
FLRT2	1.05133333333333
WRN	-0.0955
SDF2	0.6307
KRT8P12	-0.9785
C6orf195	0.29
C9orf125	0.556833333333333
DZIP3	-0.4485
RIT1	0.00366666666666665
SCML1	-0.7305
RHBDF2	-0.625375
OR2G3	0.3945
REXO1L1	-0.2415
MAP3K7IP3	-0.557625
C3orf57	-4.1865
FBXW11	-0.726166666666667
ETAA1	-0.45875
C14orf131	-0.7289
AKT1S1	0.39325
SLC12A5	-0.73575
C9orf164	0.44925
NRIP3	-0.804125
NOS1AP	-0.1075
TMEM121	2.12225
SAP30BP	-0.1033
DGCR6	1.12775
WDR76	-0.46775
FAM82B	-0.274833333333333
LOC606495	-0.4725
MAP9	0.929916666666667
BCDIN3D	0.46225
CXorf36	3.06916666666667
DSCR3	-0.2953
ZFAND3	-0.698875
C7orf43	0.035
SPSB3	0.1494
C19orf19	0.3895
FAM133A	-2.176375
C12orf25	0.204
SLC39A3	-0.625625
DISP2	0.968
PI4KAP2	-2.331
MKRN3	-1.751
ADAMTS13	-0.8175
CBLN3	-0.1311
TTYH1	3.2155
C3orf18	-0.31825
FLJ13236	-0.8715
ZMYND12	2.6545
C18orf25	0.21175
GLB1L3	-0.0375
ATP13A5	0.7435
RANBP10	0.118
CD96	-1.416
DENND1C	-0.43275
RBMS3	1.5719
SLC41A3	0.979166666666667
DGCR6L	1.083
TMEM128	0.119833333333333
CSNK1G3	0.00471428571428573
MOBKL2C	0.86975
TSPAN6	1.291
MATN2	3.1676
MSL2L1	0.208833333333333
ST6GALNAC2	-0.456
FGFBP2	1.55
FGL1	-4.17766666666667
MPP3	-2.40516666666667
ARHGEF6	1.68516666666667
TGFBR2	0.658
ACMSD	-0.912
IL33	4.464
C9orf5	0.0186666666666667
DEAF1	0.1536
AMN	0.987
DEFA6	0.022125
RNF212	-0.23625
METT5D1	-0.378666666666667
CIB1	-0.7544
TSSK1B	-0.009
KIAA1727	0.35375
ZNF680	-0.43175
LOC399900	-1.107
LOC152217	0.577416666666667
CTNNAL1	-0.8315
CIT	-1.46283333333333
TLE6	0.86875
ZNF607	-0.327
HERC4	-1.27366666666667
DRAP1	-0.3386
PEMT	-0.195
C10orf111	-0.0625
ZNF575	1.3365
KCTD7	0.09525
MYO1F	-0.143
LOC285382	2.31225
RAB11A	-0.0935
PLCD3	-0.649
C15orf28	-0.11975
PTBP2	0.865
CTB-1048E9.5	0.6275
C19orf60	-0.353333333333333
C7orf25	-0.388333333333333
SETD7	0.04925
HOXB9	-4.2435
VANGL1	0.1003125
CHAF1B	0.015
NDUFA3	0.25375
KIAA1328	-0.0775
SHARPIN	0.292125
TTC23	0.32475
UGP2	0.307
ANKIB1	0.0472
CIRBP	0.643428571428571
SEC14L4	-2.64266666666667
OVCH1	-0.024
VPS52	-0.2965
FAT	2.007875
M6PRBP1	-0.23025
GPRIN3	0.364
PPM1F	0.197833333333333
TSR1	-0.53375
CCDC85A	1.564
PCSK5	1.41025
ZFHX3	-0.879
HEMK1	-0.766
PGBD2	0.34825
RSRC2	-0.516666666666667
AURKC	-1.07666666666667
SCRIB	0.313125
ORM2	-3.62566666666667
FAM115A	-0.0934
FZD6	0.851875
UNC119	-0.164
GPX3	-0.5037
NOV	3.9115
CABC1	0.655
CDC42SE2	-0.061125
EIF2S2	-0.3362
RNF130	0.9495
CKAP5	-0.519333333333333
RP11-413M3.2	0.612375
C10orf18	-0.0426
TMEM93	-0.7355
DYX1C1	0.2545
KCNMB2	-1.043625
ANK3	0.560416666666667
KRT5	1.4227
CDH12	-1.00075
QRSL1	-0.276625
JUB	-0.97575
SHC4	2.546125
CCL15	1.90616666666667
CCDC22	-0.02525
SNX24	-0.64325
RARS	-0.01725
MORC2	0.655875
FAM48A	-0.0335
MT1H	-0.9
PPP1R14C	-0.000499999999999996
FOXD1	-0.763928571428571
C1orf213	-1.1365
AMT	-1.5989
DSN1	-0.4935
PTPLAD2	1.2965
DIS3L	-0.53775
RASL11A	0.442
GPRC5B	1.36325
FRMD7	0.3715
STRN4	0.23525
KITLG	0.802090909090909
HDGF	-0.26425
OR1S1	-0.022
SETX	-0.0177
DDR2	1.14225
KCTD12	1.92825
LYZL2	-0.42675
WDR52	-0.514
TMEM2	0.615125
ZNF579	0.882333333333333
LOC200810	0.16525
TNFSF9	-1.713
PPFIA4	-2.847
CNIH3	-0.310666666666667
MAP4K4	-0.865285714285714
ROD1	0.168142857142857
ALS2CR12	-0.735666666666667
DOCK3	0.00416666666666669
PAQR9	-3.3525
ASB17	0.149166666666667
STX16	-1.155375
FEZ2	0.135833333333333
DLAT	-0.356333333333333
KIF21B	-1.09466666666667
CDC5L	0.25075
TMEM119	0.867666666666667
CRIP3	-1.519
TPSD1	-0.311666666666667
TEPP	0.5925
GNGT2	0.77
C21orf121	1.67225
WNK1	-1.02966666666667
FLJ10490	1.3926
OR51B5	-1.7095
LOC203547	-0.190625
HAS1	-0.7815
PPA1	-0.5645
ST7	0.1845
C11orf46	0.6368
POPDC3	-3.13016666666667
ACOX2	-0.0473333333333333
ATCAY	-0.12225
TM4SF19	-2.4465
MFSD9	-0.593833333333333
PDHB	-0.092
ERN1	-0.67725
LCE3C	0.097
GPR111	0.3455
NOTCH3	1.43533333333333
ADAMTS5	3.3955
B3GALT1	0.0755
UGCGL1	-0.26
FAM58A	0.797666666666667
FBXO32	3.0025
CLPP	-0.50425
NXPH1	-0.648
MTMR3	1.34416666666667
ATP1B3	-0.268625
TMEM16A	3.865125
HIST1H3F	0.311333333333333
TRIM25	0.0881666666666667
SDCBP2	0.139
CRKL	-0.824625
HOXB2	0.0271666666666667
ANP32B	0.33025
GATM	2.2145
AP4E1	-0.074375
EDG5	0.354125
CDKN3	0.3215
CDH4	2.0095
PGD	-0.688166666666667
RND1	-0.461
GAD1	-1.9107
MPG	0.023625
LOC440350	-0.769
ZNF133	0.7215
SERPINB12	-0.2415
AMELY	0.126
DHX36	-0.2685
TNFAIP8L2	2.802
PHTF2	-0.131222222222222
CCDC112	-0.986
IQCC	-0.184
HEYL	3.23616666666667
FTSJ2	-0.0843333333333333
APPL1	1.181625
RAB43	-0.0791428571428572
OR10G2	0.325
WAC	-0.153333333333333
ADCY9	-0.15675
RUNDC2B	-0.1225
PYCRL	0.5742
AGPAT7	-0.623
SLC22A9	-0.829333333333333
CDKAL1	-0.001
PDYN	-0.2245
C20orf74	-0.12125
MTMR11	0.309
VAV3	2.7565
DAPL1	1.81675
STXBP3	0.4525
EIF3G	0.2095
ARHGAP22	0.1305
NPFFR1	0.3785
NPC1	-0.0686666666666667
ALDH9A1	1.31216666666667
ZNF600	0.077125
ZNF678	-0.6025
RASSF1	0.616666666666667
ADD2	-1.955625
PITPNB	0.7895
PKD2L2	-0.20275
LRP11	-0.95375
CDKL1	0.26225
SMEK2	0.39875
PRODH2	-2.922
C11orf54	-0.390333333333333
SFRS11	-0.4955
IL7	0.429333333333333
ALS2CR16	0.4335
BTG3	-0.236166666666667
PAK2	-0.573333333333333
RP11-679B17.1	-0.261
GATA4	-1.52833333333333
ATP2B1	-0.06425
LOC130940	0.426
C1orf172	1.9275
ATF7IP2	-1.84625
SLC25A43	-0.714
CENTG3	0.209916666666667
IGF2BP1	-3.7219
FCHSD1	0.182
CAMK2N2	0.781833333333333
ELAVL3	-0.1446
NBPF15	-0.91
UBE2J2	-0.33775
GNL2	-0.34875
PRR3	0.1345
NLF2	1.3395
OR4F6	0.308
KLHL24	1.429
CCDC88A	-0.7926
SGPP1	-0.589666666666667
C10orf11	0.0205
SLC35B4	-0.321666666666667
UGT3A2	-0.9975
ARNT2	-0.2225
CBR1	0.671
ITPR3	-1.05766666666667
TRAPPC6B	-0.2217
AMZ1	-1.881
ARP11	1.6255
WDSUB1	-0.4165
APBA1	1.58833333333333
RAB2A	1.1714
C6orf162	-0.124875
HPSE2	0.4135
PLCE1	1.17975
INSL3	0.27275
DLG1	0.029
PTPLA	-0.89325
PIGX	0.127
TFIP11	0.442666666666667
FIBIN	3.963
POLR2G	-0.006
GRAP2	-1.8242
DNAJB8	-0.1565
CNBP	0.305333333333333
WASF1	-0.5255
INPP5E	-1.4648
HSPB1	-0.6218125
TMEM167	-0.1043
CUBN	-0.052
IGF1	3.1413125
ITPK1	0.1195
NAALAD2	-0.559625
G3BP1	0.0944
NT5DC1	-0.810125
CYP39A1	3.8575
TMEM139	2.31308333333333
POLK	-0.4894
GLULD1	-1.053
RBM15	-0.151333333333333
AMZ2	-0.5285
GDF15	-3.38833333333333
MESDC2	-0.30125
INCA	0.099
ACY1L2	-0.3125
GZMM	-0.8795
PAIP1	-0.44275
CACNA2D1	-0.306
STK32C	0.0286666666666667
SH3BP4	0.293166666666667
DEC1	0.081
PADI1	-0.553
UBB	0.1111
PON3	-0.5935
PROP1	0.5415
ANKRD13B	-0.413
ADCK1	0.35825
TCF25	0.196833333333333
SLC38A5	-3.091
CXorf26	0.165
C19orf39	0.28775
PPP1R13B	0.7455
ARL2	-0.7395
TCL6	0.1885
TOP3A	-0.506
SLC16A14	0.337
FXYD6	2.74966666666667
HIST1H4E	0.732
BBC3	0.0827368421052632
UNC5A	-0.322
FAM86C	-0.5252
PI4KB	0.235875
B3GAT1	0.0375
SUSD2	1.49983333333333
OAZ2	0.0736666666666667
NOC4L	-0.453
C10orf12	-0.737
FADS1	-1.8555
LOC144097	-0.3145
DKK2	0.8315
KIAA1949	-0.087
RHOT1	-0.308
OXT	0.773833333333333
GPR153	1.11525
ARL4A	-0.508166666666667
SAAL1	-0.42575
CCDC64	-0.723
USE1	0.1055
HNMT	-0.294666666666667
PCGF3	-0.3663125
CYP2C19	0.24675
C20orf4	0.544
CCDC11	0.053
ACSBG2	-0.02025
RWDD2A	-0.7125
PALLD	2.728625
CPLX4	0.4825
LOC492311	0.84625
KPNA2	-0.879666666666667
MACROD1	-0.6637
TMCO3	-0.410833333333333
C15orf52	0.745166666666667
BIRC5	0.0880666666666667
PRR16	1.99566666666667
FAM63B	-0.219625
KATNB1	-0.3035
WNT8B	0.377
CPLX3	0.99875
