Hybridization REF	TCGA-A8-A097-01A-11R-A034-07
GTF2E1	0.4805
RY1	0.085
ATAD2B	0.5375
ARHGAP17	-0.4771
KCNIP3	-1.06
SFPQ	-0.253
GFRA4	0.213666666666667
AKR1B10	-1.831875
TIGD6	1.17416666666667
RGS16	2.632875
URB1	-0.551166666666667
OR4C46	-0.110833333333333
TOP3B	-1.011
NFATC4	0.7045
CA14	-0.51825
BMPR1A	0.117
SNRP70	-0.453625
PRL	0.337
C6orf130	-0.46475
STAG2	0.29225
CD55	-0.0896428571428571
RPS23	0.441833333333333
SSX2	1.26066666666667
FDPSL2A	-0.17825
FBXO27	0.696125
SYNGR3	-0.731166666666667
TMSL3	2.3125
EML1	-1.0405
NUP93	-0.304833333333333
SMAD3	0.0277
KIAA1189	3.03783333333333
HNRPUL2	0.1335
TBC1D12	0.150833333333333
C16orf24	0.1045
MRVI1	2.8735
ZNF581	-0.256333333333333
ELOVL3	0.0045
OR51Q1	-0.43175
CACNB3	0.908
GALNT13	-0.83225
C10orf84	0.392875
NEDD4	-0.0114
SPO11	0.5305
OR5AU1	0.7415
NEK4	0.828642857142857
PRKAR2A	-0.0636666666666667
IHPK1	-0.431833333333333
ATP6V0B	0.066125
CACNA1E	0.9
CEACAM8	1.68883333333333
PEX14	0.0335
FLJ12993	-1.0275
ZBTB38	0.41025
PCTK2	-0.0186666666666667
LRRC16	-0.1724
FBLIM1	0.750333333333333
FYCO1	1.8525
RP5-1022P6.2	-0.275166666666667
CMTM1	0.386666666666667
PLTP	0.693666666666667
RAPH1	0.843
DOCK8	1.226375
EZH2	-1.0874
SLC25A1	-0.797
PLEKHB1	0.6146
GRB7	2.3708
ZFP37	0.3435
MRPL33	0.261
PELO	0.04625
ARMC1	-0.447272727272727
C9orf27	-0.067125
FLJ25778	-0.0385
C9orf37	-0.700833333333333
TMEM66	-0.28925
SPRN	0.039
HBEGF	0.561625
PI4KA	-0.4055
LEPRE1	-0.002
POU2AF1	-3.17625
MRPL12	-0.4845
REP15	0.902
ZC3H3	-0.11825
RASAL1	-1.27575
DDAH1	1.1665
ACBD5	0.049875
TMC2	-0.441
CCDC137	0.34825
SAMD13	0.970666666666667
UGT2B15	-3.85333333333333
TIPARP	-0.936
DNASE1L3	0.22475
TRIM72	0.535
DBX2	0.972
IPO8	-0.0095
C21orf88	-0.4613
MAP3K14	0.3445
LOC51233	-0.0385
GGTLA4	1.5675
PDE6D	0.099
ZNF117	-0.83825
CLK2	-0.121125
NKRF	-0.6965
TNFSF15	0.7462
DUSP2	-0.412875
SECISBP2	0.3773
GABRR2	-0.386
PPAP2C	1.00475
LOC51145	0.0436666666666667
PAG1	-0.352375
PIK3C3	0.1185
GNG10	0.168
APOL4	0.931833333333333
ANKRD28	-0.00562499999999997
STMN3	-0.5186
RAB14	0.6862
CDK2AP2	-0.23225
HDDC3	0.629875
COMMD7	-0.00674999999999999
CXXC1	-0.4155
HMCN1	-0.241666666666667
CD40	0.5395
DYNC1LI2	0.7991875
GDI1	0.405
LOC646938	-0.32425
VSNL1	-1.16233333333333
PIH1D1	0.213
RAET1G	-1.265
KRTAP5-9	-0.2405
EFTUD2	0.15025
ZNF311	1.628
ATP6V1G3	0.24975
OR2W3	-0.244
SCN4A	0.0715
MED10	-0.486625
FAM135A	-0.1722
ARHGAP4	-0.95125
EHMT2	-0.616625
UFD1L	-0.421
ERMP1	-0.65925
MAG1	-1.01533333333333
THAP8	0.111
HACE1	-0.764
FAM82C	0.757333333333333
C3orf20	-0.0755
UNC84A	-0.142333333333333
SCD5	-0.164642857142857
LASS6	1.812625
LSG1	0.62575
MAL	-5.39175
GPR22	0.37
WDR5B	1.2005
ACTRT1	0.555
C17orf60	0.387333333333333
GRIN2C	-0.1335
ARMC8	-0.963833333333334
SLC47A1	-1.63566666666667
DMPK	0.0115
DHRS13	-0.372
SMC1A	-0.0415
KRTAP17-1	0.8415
SMYD5	-0.27725
TUSC2	0.802625
CRHR2	0.154
KIR3DL2	-0.064
CCDC104	0.43
ATP2C1	0.6375
CROT	0.466
PABPC3	0.751666666666667
EGR1	1.4295
THSD1	0.3695
KHK	-0.4855
SLC12A2	1.413
CD58	-0.22425
STOX2	-0.980833333333333
CCDC76	0.1748
CCDC48	5.15325
DNAH1	-0.118833333333333
ZIC4	-0.284625
OR1G1	0.814
PSMC6	-0.0628333333333333
PROKR1	-0.408
ABCB1	-1.117625
TRAT1	-1.2885
LLGL1	-0.0965
MTF1	1.02675
USP54	0.468125
PAGE2B	0.9245
ITGB7	-3.57475
CCDC81	-0.279
LOC149837	0.41875
SCUBE1	-0.047
ZSCAN10	0.7805
HUWE1	0.170428571428571
CDH17	-0.586
CD180	1.25125
IL17A	-0.00650000000000001
TMPO	-1.234
KIAA1524	-1.33016666666667
HDGFRP3	0.123333333333333
OXCT1	-0.481818181818182
RRAS2	-2.574
LTBP2	2.73225
SV2B	1.97983333333333
CYP2A6	0.222125
PKD1L2	-0.218
PPM1M	0.598
FLJ22662	1.67516666666667
ZNF502	1.10075
GP6	-0.78375
CRYBA2	-0.47075
LEF1	-1.95
CTPS	-1.74942857142857
EYA1	-3.16783333333333
EPS8L1	1.34825
MAPK14	-0.343
SERPINB2	-4.489875
GTF2F2	-0.331666666666667
ZNHIT4	-0.1345
PLA1A	0.45525
C20orf114	3.9505
HPR	-4.6235
C18orf2	-2.371
SATB2	-0.8615
KCNJ9	0.193375
MGC157906	1.1545
MOCS3	0.084
C17orf71	0.428
PPHLN1	0.1059
HIST1H2BN	-0.290125
RAPGEF1	-0.0495
MAP3K8	-0.3965
DLG4	-0.068
STC1	-1.42683333333333
CDGAP	1.89825
DDX26B	-0.66075
LOC150223	-1.65825
CPSF3	-0.574
TMEM14A	0.8965
MYH3	-2.04025
GPKOW	0.14325
SULT1A1	-0.168166666666667
SPON1	3.7056
YY1AP1	0.2055
RAB23	0.7245
PLA2G4A	-3.512
MAPRE3	-0.1955
ZNF516	0.6685
GGPS1	0.56775
EXOC3L2	0.15525
C19orf42	-0.1117
MAP2K2	-0.0678333333333333
HIST1H2BB	0.35575
RNF19B	1.16833333333333
C6orf128	-0.1385
TLR8	2.72975
PCDHA9	1.3125
CARS2	-0.1045
CLUL1	0.0881666666666667
RHAG	-4.12466666666667
UNK	0.0325
EXOC8	0.8551
C9orf95	0.3025
C14orf143	0.1375
MAML3	0.028875
LDHA	-1.88325
MRPL20	0.38825
KLHDC6	0.0953333333333333
ATP5S	-0.242
C8orf55	-0.41325
PHF19	-1.851375
KRTAP13-4	0.6375
TTC5	0.45175
XKR5	0.09075
SILV	-4.4265
TEX28	-0.4365
TCTN1	0.8665
CX40.1	0.02425
PPP2R5C	-0.80625
C12orf30	-1.6465
CAPG	2.23775
MPZL1	0.91705
ARSB	-0.8555
TDH	-2.7145
WASF4	0.923
TSSK3	-1.01766666666667
7A5	0.2065
CRISPLD1	0.23
MAD1L1	-0.501333333333333
SPIN4	-0.715666666666667
AMPD1	-0.897
DPYSL5	0.0905
INPP1	-0.2195
ANKRD11	-0.321833333333333
NPAS4	-0.031625
GCET2	0.0628
RNASE9	-0.4745
GUCY2D	0.230333333333333
CCDC98	0.10125
FGF4	-0.301125
CPM	0.370333333333333
SLC26A4	-1.53766666666667
PLD5	0.1895
FAM59A	1.7988
FBXO5	-2.305
SIPA1L1	0.692125
DPYS	2.20225
ATG4D	-0.935
TGM3	0.206
MTCH1	-0.331375
HK1	0.0282857142857143
CDC26	0.387875
GALNT12	-2.41283333333333
LOC339229	0.818
MRPL35	-0.179125
ORC4L	-0.27275
TNKS	-0.586642857142857
C2orf24	0.126
ZNF553	0.243166666666667
GGTLA1	2.4073
ZNF497	0.451
CDY1B	-0.40525
SLC30A4	1.046125
TUB	-1.5175
ARHGEF18	-0.27175
ARRB1	-0.33175
KCNK1	-1.676375
EREG	3.7796
SCAMP5	1.06325
RUNDC3B	1.053
ADAMTS20	0.44825
IL17RB	-0.387375
FLJ20323	-0.56075
MCAM	0.5105
POLR3E	-1.05433333333333
AQR	0.195666666666667
IPMK	0.3965
CDCA7	-5.1365
CAMP	5.02275
GRHL3	-0.5925
ADAMTSL2	1.09116666666667
CLMN	1.329
SSTR3	0.3075
MAGEA5	1.0725
OVOL2	3.884
JMJD1B	0.20175
RBL2	1.0758
PYGO2	0.948
PPP1R10	1.05716666666667
CSE1L	-0.9425
LCA5	1.24275
RDH16	0.2745
ASRGL1	-0.552125
TOM1	0.360333333333333
PTX3	-4.34125
TTC15	0.708
SCGB3A1	0.838
MRPL50	-1.07375
RCAN3	0.609625
SLC26A11	1.1395
STYX	0.0675
CINP	-0.92675
MARCH7	-0.504
PFKM	-0.4825
SGMS1	0.1235
RIOK3	-0.0737
C1orf110	0.425
CES7	-0.079
LOC440248	-0.99575
PPP1R12C	0.59975
C10orf27	1.101
ATG9A	-0.69225
MRPS26	0.227875
TMEM40	1.863
ELP3	-0.9209
ZNF787	0.5547
HIAT1	0.781625
C8orf34	3.59933333333333
MGC4655	0.3744
PELI1	0.301666666666667
PPT1	1.837
SLC35C2	-0.164833333333333
C6orf125	-0.08175
MUC4	-0.400666666666667
RFC4	-1.11285714285714
GNB2	0.120333333333333
NUP50	-0.0518571428571429
SULT4A1	-1.39733333333333
C7	2.08025
CCDC130	-0.0828333333333333
ARRDC4	-0.0955
RQCD1	-0.7015
GLYCTK	-0.9685
AYTL2	-0.271545454545455
MTUS1	0.5156
LEMD3	0.316666666666667
PLEKHF2	0.236
HOXA7	0.24575
GTF3C2	-1.0745
DYNLRB2	3.57975
CNOT10	-0.0755
MR1	0.626666666666667
FFAR1	-0.23925
PRIC285	-0.25025
SLITRK6	7.62375
LIX1	-1.4398
UBE1L2	0.279
F8	1.40775
ACHE	-0.118333333333333
KPNA5	-0.56575
TNFRSF12A	-0.708166666666667
EGR3	-0.185
SERPIND1	-3.46216666666667
OASL	1.49875
IFRD1	-1.59675
WDFY1	0.2725
ZNF267	0.361125
ACCN5	0.41
ZBTB6	0.1
PPP1R3A	0.75
PRRT3	2.52
FBXL19	-0.016
TXNIP	0.0374285714285714
ACTN2	-0.6365
ATG9B	-0.206125
C9orf117	0.6785
IL27	-0.5515
RPL36AL	0.0266666666666667
KLK15	0.295
CHAD	0.8385
RAP2B	-0.3776
HEBP2	0.314
ZNF342	0.485
CAMK2G	-0.5155
TLR3	0.81175
FGF14	0.50475
HMGB2	-0.315375
TRPM5	0.107333333333333
OR5M11	0.452
KIF3B	0.708736842105263
PRICKLE2	1.151
MTMR9	-0.461375
C3orf27	0.366
GLRA3	-0.962833333333333
NSDHL	-0.065
TMEM32	0.44125
POLR2D	-1.07658333333333
MYADML	0.275
C9orf114	-0.83625
MRGPRX1	-0.15
TOPORS	0.443
CLDN19	-0.3455
C1QL4	0.077
RNF165	-2.53
DHRS9	-0.102
DNAH2	-0.315833333333333
FXR1	-0.9485
ZMYM3	-0.947
CASP3	0.451666666666667
FAM120C	-0.348375
SCLY	-1.57175
CA7	-0.1525
ENTPD5	-0.101666666666667
ZNF461	-0.101875
PDIA5	-0.18975
C1orf19	-0.0946666666666667
TMEM67	-0.554
KCTD20	-0.0355
WDR47	1.5705
FLJ38723	1.932
KLRF1	-0.141333333333333
TAS2R16	0.55
CLDN12	-0.0745
PRKCE	0.18
UBXD4	-0.8505
ITGAM	2.7495
GLT8D3	0.140625
WDR31	1.78
RGS2	1.602
OR51L1	0.225
MST1R	1.4975
KIAA1737	0.306
OR4A5	0.8045
GLIS1	-0.989166666666667
PTMA	0.123642857142857
NAPA	0.83375
PRDM11	-0.34225
LIPF	0.017
DIRAS3	-0.0275
ASGR2	-3.892375
C1QTNF4	0.6635
PIK3R4	0.450333333333333
ARMC3	1.8515
NDUFV3	-0.438416666666667
BTBD3	-0.525833333333333
PPP1R2	0.7035
UBE2NL	-0.46325
FOSL2	0.326571428571429
FAM119A	-1.638
TUBA4A	-0.0016
KRTAP12-1	-0.12725
SFRS2	-0.40775
RHPN1	-0.989
EEF2	0.146
ZDHHC11	-0.556666666666667
EPHA3	2.4484
RBM12	-0.52925
H2AFJ	1.27033333333333
EDIL3	3.9605
KIF26A	-2.05975
SERGEF	-0.8525
B3GALT4	3.12175
LOC90925	0.1495
OSCAR	0.871625
NPFF	-0.663375
DEDD	0.66875
TMEM155	-0.63775
PTPN1	0.16825
SCYL2	-0.0285
SKAP1	3.0105
LEAP2	-1.59
GADD45G	1.3916
IFITM3	1.162375
PILRB	-1.41233333333333
SLU7	0.5135
DSC3	2.2845
DNMT3L	-1.00775
PAPD5	0.892375
B3GNT3	-0.826
LHCGR	0.383
MSL-1	1.88125
UBE2S	-1.2895
SAP130	-0.7695
ANAPC11	1.24175
MAGED4B	-1.9755
ATP6V1B2	0.3275
C14orf179	0.599875
CAPZA1	0.6155
CDYL2	0.00316666666666667
GLRX3	-1.36566666666667
LOC136288	-0.201
MOBKL1A	-0.84725
HTR2B	3.66075
CRYGD	-0.0455
NUS1	-1.11283333333333
PGRMC1	-0.361
MYOM2	0.016
FLJ39653	-1.02766666666667
CHM	0.6249
OR5M8	0.538
ZNF619	0.1365
FAM105A	0.9695
CCNL1	-1.120125
NAP1L3	0.36525
C10orf57	1.23983333333333
B3GALNT1	1.3025
CSN1S2A	0.929
TCP10L	-0.6515
GDAP2	0.450125
DMKN	-2.069
COX6B1	0.097
DNASE2	0.9615
MSH5	-1.09225
LGMN	0.07525
USP31	0.2542
OR13C8	0.692
SDCBP	-0.5777
NUDT11	-2.23616666666667
PYGL	-1.20766666666667
SNPH	-0.0968333333333333
B3GNT4	-1.5595
MIZF	-0.9576
NUBPL	0.545375
NOD1	0.727333333333333
CDH22	0.573625
NUBP1	-0.0615
DSCAM	-3.53275
DGKI	1.6655
FAM136A	-1.02775
AKAP1	0.320166666666667
SLC16A6	1.92225
RIN3	0.368
PSG2	0.1705
DIP2B	0.75125
PSORS1C1	0.3368
KIAA0495	-0.924
FLJ90709	0.370666666666667
LPA	-0.138
PIGA	-0.66
LY75	2.0955
UTS2	-5.94666666666667
RREB1	-0.2715
GALNACT-2	1.1275
MGC3196	-0.56475
FLJ31568	-0.15525
LPHN1	0.80075
SP1	0.105625
TOX4	0.600666666666667
HSPA9	0.1992
APOBEC1	0.9885
SLC35E4	-0.47075
LSM5	-0.9325
SURF1	0.73325
ZBTB1	0.566916666666667
GTF2F1	0.070875
RPS15A	-0.695142857142857
DUSP21	-0.473833333333333
GINS4	-3.56883333333333
MYO15A	-0.231833333333333
GIMAP7	3.53325
MGC13379	0.42475
ATP6V1E2	0.655166666666667
UTP3	0.22075
HNRPA3	-0.269625
MT4	0.157
C14orf155	0.78425
U1SNRNPBP	0.48325
CKLF	0.267
PLEKHN1	-0.195333333333333
MBNL1	0.192166666666667
NUP160	-1.798
ACSM2A	-1.14425
LOC129881	0.125
KIAA1529	-0.513
FLJ22639	-1.1075
HAND1	-0.6535
GSX1	0.0205
FGA	-3.8005
SERPINB1	-0.4885
ZNF642	0.56875
IGFBP1	-8.2725
SLC1A1	1.5775
DHX57	0.31975
ZNF766	1.7695
PTPN21	0.2608
GDPD3	-0.776
PNPLA5	-0.23
TBR1	0.345166666666667
FAM116A	-0.01275
IQGAP1	0.977375
FOS	1.76125
ZNF226	0.264625
FIGNL1	0.0875
C14orf1	-0.262666666666667
ZMYND17	-0.0915
PUS7	-1.39433333333333
TUBB6	-0.5865
KCNQ2	-1.41125
MARCH6	0.157583333333333
CCDC33	0.158
PRODH	-1.202
RBM11	0.026
EPHA6	0.280875
SLC43A1	0.2415
LOC196541	0.032625
NTN1	0.716416666666667
ING4	0.23175
PCDHB10	0.5935
DPH2	-1.009
SPACA4	0.476
FBXL21	-3.823
DIAPH1	-0.147833333333333
ZNF71	1.21233333333333
CEP76	-0.4585
CORO1A	-0.51875
RRM2	-1.321625
EDG4	0.50725
OS9	0.467166666666667
SLC4A1AP	0.40025
COG5	-0.671
COPS8	-0.25775
NGLY1	-0.18425
NCBP2	-0.162625
C17orf42	0.446166666666667
GPSM3	0.47675
SIL1	0.850666666666667
ASB6	-0.39525
SMAD5OS	-0.033
UNC93A	-3.21775
A1BG	0.456166666666667
C21orf62	0.8525
FMO5	1.28908333333333
ATRIP	0.3575
CEBPG	0.275166666666667
C7orf38	-0.101333333333333
TNFRSF1B	0.897833333333333
CLEC1A	1.4925
IQSEC1	0.434875
PATZ1	0.8053
RBM22	1.065
BAG2	-2.097
PAQR5	-2.30133333333333
C9orf127	0.0358
THNSL1	-0.76625
SHROOM3	1.814
JAM2	0.707
SNRPN	-2.5005
ALX4	0.2125
CACNA1S	0.0045
FAM130A1	0.106
CORIN	2.448
CD300LB	0.515
PLEKHG6	0.746
LRRC40	-0.743
PCLKC	-1.0005
PCDHB16	0.298833333333333
WNT2B	0.913166666666667
ASNS	-1.92111111111111
MRPL49	-0.5125
FLJ46111	-1.20625
ISG20	0.23575
SMU1	-0.755
CASZ1	0.208
POLR1D	-0.14675
GIN1	-0.41025
SNAG1	0.374833333333333
ANKRD29	-0.42275
CDKN2AIP	-0.2085
KRR1	0.09975
CXCL1	-3.503
EPM2A	-0.0414
PC	-1.034
DEFB127	-0.5895
PDZRN4	1.1125
FAH	1.05175
OR51E1	1.5995
CDC2L6	0.015
DNTTIP1	-0.7265
PAX8	0.299
TMEM116	0.6885
C1orf150	0.6615
PRO2012	0.2475
MRPL40	-0.173333333333333
BEX1	-3.7995
SLC2A4	-0.906166666666667
PKMYT1	-0.71875
FEZF2	-0.2986
SLC26A9	-1.25275
MAP2	-0.341333333333333
LYL1	-1.0495
SLC25A19	-0.229166666666667
NOS3	-0.407
ZNF34	0.582166666666667
TMPRSS11F	-0.3645
FAM43A	0.739
FCRL4	0.927666666666667
KLF14	-0.142
FLRT2	0.147166666666667
WRN	-1.9765
SDF2	2.1381
KRT8P12	-0.6105
C6orf195	0.2715
C9orf125	-1.70483333333333
DZIP3	0.225875
RIT1	0.231916666666667
SCML1	-2.083
RHBDF2	-0.04025
OR2G3	0.2225
REXO1L1	0.152
MAP3K7IP3	-0.39625
C3orf57	-1.57425
FBXW11	0.126666666666667
ETAA1	-0.18175
C14orf131	-0.6905
AKT1S1	0.631
SLC12A5	-1.021375
C9orf164	1.4385
NRIP3	0.553625
NOS1AP	-0.018
TMEM121	0.79025
SAP30BP	0.4113
DGCR6	-0.000750000000000001
WDR76	-0.57325
FAM82B	-0.878583333333333
LOC606495	-0.0945
MAP9	1.6675
BCDIN3D	1.062
CXorf36	2.40433333333333
DSCR3	-0.5188
ZFAND3	0.05275
C7orf43	0.0785
SPSB3	0.366
C19orf19	0.35975
FAM133A	0.641125
C12orf25	0.16
SLC39A3	-0.819125
DISP2	0.2055
PI4KAP2	-1.7355
MKRN3	-0.145666666666667
ADAMTS13	-0.073125
CBLN3	-0.1618
TTYH1	-0.279166666666667
C3orf18	2.12875
FLJ13236	-0.30075
ZMYND12	1.2715
C18orf25	-0.243875
GLB1L3	-1.1245
ATP13A5	0.579
RANBP10	-0.09775
CD96	-1.4603
DENND1C	-0.547
RBMS3	1.0291
SLC41A3	0.544
DGCR6L	-0.07325
TMEM128	0.494833333333333
CSNK1G3	0.303357142857143
MOBKL2C	0.83475
TSPAN6	-0.49775
MATN2	-0.3823
MSL2L1	-0.0731666666666667
ST6GALNAC2	0.372666666666667
FGFBP2	-0.479375
FGL1	-6.09883333333333
MPP3	-0.682166666666667
ARHGEF6	1.68166666666667
TGFBR2	0.59775
ACMSD	0.0405
IL33	2.7325
C9orf5	-0.496666666666667
DEAF1	-0.0122
AMN	0.4175
DEFA6	-0.035625
RNF212	-1.041
METT5D1	-0.1455
CIB1	0.9049
TSSK1B	0.23775
KIAA1727	0.894
ZNF680	-0.36475
LOC399900	-1.133
LOC152217	0.266666666666667
CTNNAL1	-2.881
CIT	-1.38183333333333
TLE6	1.773
ZNF607	-0.5845
HERC4	-1.23883333333333
DRAP1	0.0068
PEMT	-0.90375
C10orf111	-0.844
ZNF575	1.123625
KCTD7	0.079
MYO1F	0.699875
LOC285382	-0.56475
RAB11A	0.5881
PLCD3	-0.74625
C15orf28	0.16175
PTBP2	-0.462875
CTB-1048E9.5	0.35575
C19orf60	0.312833333333333
C7orf25	0.628666666666667
SETD7	1.397
HOXB9	-4.889
VANGL1	1.092875
CHAF1B	-1.59975
NDUFA3	0.7995
KIAA1328	0.230333333333333
SHARPIN	-0.136875
TTC23	-0.436375
UGP2	0.38225
ANKIB1	0.6981
CIRBP	0.599571428571429
SEC14L4	-2.994
OVCH1	0.2565
VPS52	0.253
FAT	-0.419
M6PRBP1	-0.10175
GPRIN3	0.5655
PPM1F	-0.5275
TSR1	-0.7785
CCDC85A	3.5385
PCSK5	1.37975
ZFHX3	0.577
HEMK1	-0.00829999999999999
PGBD2	-0.16325
RSRC2	-0.0966666666666667
AURKC	-0.851166666666667
SCRIB	-0.515125
ORM2	-4.52266666666667
FAM115A	0.6512
FZD6	-0.099375
UNC119	0.477333333333333
GPX3	-0.6877
NOV	-0.29125
CABC1	0.182875
CDC42SE2	0.0624375
EIF2S2	-0.8897
RNF130	0.3245
CKAP5	-0.921833333333333
RP11-413M3.2	0.81225
C10orf18	0.4893
TMEM93	-0.66575
DYX1C1	0.9375
KCNMB2	-1.994875
ANK3	1.8085
KRT5	0.4047
CDH12	-0.976125
QRSL1	-0.347875
JUB	-0.8455
SHC4	0.096875
CCL15	1.68716666666667
CCDC22	0.352
SNX24	0.54825
RARS	-0.1875
MORC2	0.38525
FAM48A	-0.11675
MT1H	-1.2195
PPP1R14C	-0.572833333333333
FOXD1	-2.51971428571429
C1orf213	-1.996
AMT	-0.0774
DSN1	-0.5135
PTPLAD2	1.458
DIS3L	-0.2195
RASL11A	0.782
GPRC5B	0.268125
FRMD7	-0.379
STRN4	0.2575
KITLG	2.52863636363636
HDGF	0.1975
OR1S1	0.105
SETX	0.1595
DDR2	0.689125
KCTD12	1.9485
LYZL2	0.16075
WDR52	1.4755
TMEM2	1.909375
ZNF579	0.827166666666667
LOC200810	0.4025
TNFSF9	-1.655375
PPFIA4	-3.38925
CNIH3	1.76766666666667
MAP4K4	-1.0745
ROD1	0.376357142857143
ALS2CR12	-0.6255
DOCK3	-0.871833333333333
PAQR9	-4.037
ASB17	0.647
STX16	-0.8465
FEZ2	0.250833333333333
DLAT	-0.916833333333333
KIF21B	-1.06733333333333
CDC5L	-0.14375
TMEM119	1.21066666666667
CRIP3	-0.59325
TPSD1	0.487166666666667
TEPP	-0.1125
GNGT2	1.17525
C21orf121	0.52
WNK1	0.168833333333333
FLJ10490	1.2936
OR51B5	-1.866
LOC203547	-1.18025
HAS1	0.176
PPA1	-0.981333333333333
ST7	-0.144375
C11orf46	0.1112
POPDC3	-3.44533333333333
ACOX2	3.13933333333333
ATCAY	-0.461583333333333
TM4SF19	-0.42675
MFSD9	-0.614666666666667
PDHB	0.21525
ERN1	-0.114
LCE3C	-0.0875
GPR111	0.372
NOTCH3	1.831
ADAMTS5	2.743
B3GALT1	-1.45325
UGCGL1	-0.363833333333333
FAM58A	-0.0828333333333334
FBXO32	2.85375
CLPP	-0.08
NXPH1	3.3755
MTMR3	0.8745
ATP1B3	-0.72525
TMEM16A	4.463
HIST1H3F	0.590666666666667
TRIM25	0.3755
SDCBP2	-0.0285
CRKL	-1.33625
HOXB2	2.43166666666667
ANP32B	-0.401125
GATM	5.234
AP4E1	0.0965
EDG5	0.106625
CDKN3	-0.811
CDH4	-1.82325
PGD	0.091
RND1	0.8225
GAD1	-3.2723
MPG	0.13625
LOC440350	-0.625
ZNF133	-0.1485
SERPINB12	0.088
AMELY	-0.4945
DHX36	-0.90275
TNFAIP8L2	2.86833333333333
PHTF2	0.274055555555556
CCDC112	-0.6505
IQCC	-0.706
HEYL	2.97383333333333
FTSJ2	0.0531666666666667
APPL1	1.132
RAB43	0.103428571428571
OR10G2	-0.153
WAC	0.165833333333333
ADCY9	0.10075
RUNDC2B	0.762333333333333
PYCRL	-0.3464
AGPAT7	-0.0165
SLC22A9	-1.17183333333333
CDKAL1	-0.3555
PDYN	-0.272
C20orf74	0.76925
MTMR11	1.74775
VAV3	5.46183333333333
DAPL1	-0.53575
STXBP3	0.8325
EIF3G	-0.6285
ARHGAP22	-0.26325
NPFFR1	0.243
NPC1	0.0101666666666667
ALDH9A1	1.32933333333333
ZNF600	0.838375
ZNF678	-0.658333333333333
RASSF1	0.396166666666667
ADD2	-2.65575
PITPNB	0.363625
PKD2L2	-0.202
LRP11	-0.11525
CDKL1	0.30775
SMEK2	0.31575
PRODH2	-3.35433333333333
C11orf54	0.0848333333333333
SFRS11	-0.2125
IL7	0.0991666666666667
ALS2CR16	1.181
BTG3	-2.071
PAK2	0.274277777777778
RP11-679B17.1	-1.26875
GATA4	-1.99133333333333
ATP2B1	0.647
LOC130940	1.5505
C1orf172	2.08566666666667
ATF7IP2	-2.488
SLC25A43	0.174833333333333
CENTG3	-0.116166666666667
IGF2BP1	-3.5272
FCHSD1	0.1835
CAMK2N2	0.683166666666667
ELAVL3	0.0736
NBPF15	0.7335
UBE2J2	0.147
GNL2	-1.2585
PRR3	0.1056
NLF2	0.655
OR4F6	0.4845
KLHL24	0.9755
CCDC88A	-0.7603
SGPP1	-1.31616666666667
C10orf11	-0.292
SLC35B4	-0.677666666666667
UGT3A2	-1.39
ARNT2	-1.0521
CBR1	-0.343375
ITPR3	-0.5415
TRAPPC6B	-0.2834
AMZ1	0.699
ARP11	0.216
WDSUB1	-0.426
APBA1	0.6935
RAB2A	0.1689
C6orf162	-0.248875
HPSE2	0.343
PLCE1	-0.572
INSL3	0.25325
DLG1	0.7878
PTPLA	-3.13075
PIGX	1.29175
TFIP11	0.789333333333333
FIBIN	3.632
POLR2G	-0.541
GRAP2	-1.6669
DNAJB8	0.06525
CNBP	-0.187833333333333
WASF1	-0.9915
INPP5E	-0.9911
HSPB1	0.219
TMEM167	0.1602
CUBN	0.163
IGF1	2.6048125
ITPK1	-0.2849
NAALAD2	-1.4165
G3BP1	-0.3451
NT5DC1	-0.635875
CYP39A1	-1.145
TMEM139	0.86775
POLK	-0.0313
GLULD1	-0.9365
RBM15	0.781166666666667
AMZ2	0.41225
GDF15	-3.0235
MESDC2	-0.0655
INCA	0.414
ACY1L2	-1.9935
GZMM	-1.0155
PAIP1	0.23075
CACNA2D1	0.1155
STK32C	-0.907333333333333
SH3BP4	0.819
DEC1	0.358
PADI1	0.3025
UBB	0.3653
PON3	-2.55116666666667
PROP1	0.063
ANKRD13B	0.354
ADCK1	-0.01
TCF25	-0.105
SLC38A5	-1.64875
CXorf26	0.714666666666667
C19orf39	0.29775
PPP1R13B	0.3185
ARL2	-0.602
TCL6	-0.143166666666667
TOP3A	-0.4615
SLC16A14	0.95925
FXYD6	1.59666666666667
HIST1H4E	-0.21375
BBC3	0.410578947368421
UNC5A	0.0313333333333333
FAM86C	-0.9737
PI4KB	0.794
B3GAT1	-3.41375
SUSD2	0.888833333333333
OAZ2	0.228666666666667
NOC4L	-0.53525
C10orf12	-1.09425
FADS1	-1.844
LOC144097	-0.80575
DKK2	0.537166666666667
KIAA1949	0.218
RHOT1	0.5565
OXT	0.963833333333333
GPR153	0.6365
ARL4A	-1.2245
SAAL1	-1.88725
CCDC64	-0.4255
USE1	0.3425
HNMT	-0.370833333333333
PCGF3	0.324875
CYP2C19	-0.24575
C20orf4	0.3955
CCDC11	1.51625
ACSBG2	0.08375
RWDD2A	-0.07525
PALLD	3.068125
CPLX4	0.5995
LOC492311	0.982
KPNA2	-0.748833333333333
MACROD1	-0.6215
TMCO3	0.849833333333333
C15orf52	1.51
BIRC5	-0.5716
PRR16	4.187
FAM63B	0.94325
KATNB1	0.158333333333333
WNT8B	-0.1525
CPLX3	0.54425
GHR	2.099
CCDC124	-0.89825
