Hybridization REF	TCGA-A8-A06Y-01A-21R-A00Z-07
SMARCD1	-0.236
ZFP106	-0.53025
ZNF347	0.3521
GTF2E1	0.14175
RY1	-0.3685
ATAD2B	0.303
ARHGAP17	-0.1553
KCNIP3	-0.4675
SFPQ	0.00999999999999998
GFRA4	-0.151666666666667
AKR1B10	-3.319125
TIGD6	1.0485
RGS16	1.005125
URB1	-0.038
OR4C46	0.0341666666666667
TOP3B	-0.672
NFATC4	0.5425
CA14	-3.302
BMPR1A	0.498
SNRP70	-1.43625
PRL	-0.03
C6orf130	-0.53925
STAG2	0.40775
CD55	-1.04614285714286
RPS23	0.63
SSX2	-1.421
FDPSL2A	-0.45725
FBXO27	1.497875
SYNGR3	-1.033
TMSL3	0.5805
EML1	-0.4155
NUP93	-0.748166666666667
SMAD3	-1.0965
KIAA1189	0.472666666666667
HNRPUL2	0.288166666666667
TBC1D12	1.01783333333333
C16orf24	0.71775
MRVI1	1.2105
ZNF581	-0.673333333333333
ELOVL3	-0.372
OR51Q1	0.293666666666667
CACNB3	0.758833333333333
GALNT13	-1.99075
C10orf84	1.3075
NEDD4	-0.9711
SPO11	0.562
OR5AU1	0.602
NEK4	0.906357142857143
PRKAR2A	0.0941666666666667
IHPK1	-0.7015
ATP6V0B	-0.673
CACNA1E	0.022
CEACAM8	0.7225
PEX14	-0.759
FLJ12993	-0.2035
ZBTB38	0.318416666666667
PCTK2	0.6945
LRRC16	0.7066
FBLIM1	0.579916666666667
FYCO1	1.629
RP5-1022P6.2	-0.79175
CMTM1	-0.0378333333333333
PLTP	0.288333333333333
RAPH1	1.57725
DOCK8	0.891
EZH2	-1.57346666666667
SLC25A1	-1.36566666666667
PLEKHB1	1.8891
GRB7	0.3065
ZFP37	0.046
MRPL33	-1.00925
PELO	-0.268
ARMC1	-0.0681818181818182
C9orf27	-0.0201428571428572
FLJ25778	-0.149
C9orf37	-0.609333333333333
TMEM66	1.57875
SPRN	0.04675
HBEGF	0.293
PI4KA	-1.602
LEPRE1	-1.529
POU2AF1	-4.667625
MRPL12	-0.4295
REP15	-0.6035
ZC3H3	-0.15225
RASAL1	-1.31075
DDAH1	0.685125
ACBD5	1.075
TMC2	0.526
CCDC137	-0.99025
SAMD13	0.722
UGT2B15	-0.998
TIPARP	0.4445
DNASE1L3	-0.182
TRIM72	1.264
DBX2	0.136
IPO8	0.21475
C21orf88	2.464
MAP3K14	0.29825
LOC51233	0.367666666666667
GGTLA4	0.793
PDE6D	-0.529
ZNF117	-0.48025
CLK2	-0.535625
NKRF	-0.36525
TNFSF15	0.6563
DUSP2	-0.8275
SECISBP2	0.5546
GABRR2	-0.177
PPAP2C	2.45575
LOC51145	0.0596666666666667
PAG1	-1.30625
PIK3C3	-0.205
GNG10	0.6205
APOL4	-0.183666666666667
ANKRD28	-0.70625
STMN3	-2.301
RAB14	1.0148
CDK2AP2	-0.09825
HDDC3	-0.36225
COMMD7	0.476375
CXXC1	-1.24325
HMCN1	-1.3625
CD40	-0.68675
DYNC1LI2	1.105625
GDI1	-0.12625
LOC646938	-0.203
VSNL1	-3.95883333333333
PIH1D1	0.114666666666667
RAET1G	0.3025
KRTAP5-9	0.136
EFTUD2	-0.26575
ZNF311	0.334
ATP6V1G3	-0.41525
OR2W3	-0.065
SCN4A	0.1155
MED10	-0.918125
FAM135A	-0.3395
ARHGAP4	-2.48975
EHMT2	-0.72
UFD1L	-0.97625
ERMP1	0.202
MAG1	-2.37616666666667
THAP8	0.0308333333333333
HACE1	-0.291333333333333
FAM82C	-0.00633333333333333
C3orf20	-0.451
UNC84A	-0.224
SCD5	-0.158785714285714
LASS6	1.448875
LSG1	0.14625
MAL	-5.676
GPR22	0.2795
WDR5B	1.972
ACTRT1	-0.179
C17orf60	-1.65533333333333
GRIN2C	0.0064
ARMC8	-0.209333333333333
SLC47A1	-3.183
DMPK	-0.017
DHRS13	-0.392166666666667
SMC1A	-0.7945
KRTAP17-1	2.5775
SMYD5	-0.8315
TUSC2	1.050125
CRHR2	0.6705
KIR3DL2	0.086
CCDC104	0.66725
ATP2C1	0.862125
CROT	1.37425
PABPC3	-0.0361666666666667
EGR1	-0.141666666666667
THSD1	0.19575
KHK	-1.518
SLC12A2	2.826625
CD58	-1.51725
STOX2	0.653166666666667
CCDC76	-0.9986
CCDC48	5.65525
DNAH1	0.3
ZIC4	-0.472714285714286
OR1G1	0.835
PSMC6	-0.266833333333333
PROKR1	-0.128
ABCB1	-1.22525
TRAT1	-2.30625
LLGL1	-0.388
MTF1	0.815
USP54	0.825125
PAGE2B	-2.4475
ITGB7	-3.941
CCDC81	-0.159
LOC149837	0.4225
SCUBE1	-0.361
ZSCAN10	-1.0475
HUWE1	0.491857142857143
CDH17	0.4215
CD180	0.58
IL17A	0.52875
TMPO	-1.73025
KIAA1524	-1.2626
HDGFRP3	-0.770333333333333
OXCT1	-1.19318181818182
RRAS2	-0.4995
LTBP2	1.205125
SV2B	-0.863666666666667
CYP2A6	3.794
PKD1L2	-0.739333333333333
PPM1M	0.41975
FLJ22662	-0.520166666666667
ZNF502	-1.2605
GP6	-0.4115
CRYBA2	0.51975
LEF1	1.0344
CTPS	-2.19757142857143
EYA1	-3.4015
EPS8L1	0.315
MAPK14	-0.87525
SERPINB2	-5.176625
GTF2F2	0.229
ZNHIT4	-0.528
PLA1A	2.686
C20orf114	4.397
HPR	-4.4695
C18orf2	-2.747
SATB2	0.35875
KCNJ9	-0.182625
MGC157906	0.3515
MOCS3	0.457
C17orf71	0.0688333333333333
PPHLN1	0.4788
HIST1H2BN	-0.28775
RAPGEF1	-0.594125
MAP3K8	-0.27475
DLG4	-0.326833333333333
STC1	1.73341666666667
CDGAP	0.399
DDX26B	-1.01125
LOC150223	-1.6945
CPSF3	-0.894
TMEM14A	0.22825
MYH3	-2.3865
GPKOW	0.33875
SULT1A1	0.0785
SPON1	0.5108
YY1AP1	0.826333333333333
RAB23	-0.445
PLA2G4A	-5.55675
MAPRE3	0.05775
ZNF516	1.11985714285714
GGPS1	1.4955
EXOC3L2	-0.276125
C19orf42	1.3248
MAP2K2	-0.537166666666667
HIST1H2BB	0.073
RNF19B	-0.0425
C6orf128	-0.663833333333333
TLR8	1.095
PCDHA9	1.5225
CARS2	0.046
CLUL1	2.91016666666667
RHAG	-4.0895
UNK	-0.085
EXOC8	2.0508
C9orf95	1.00425
C14orf143	1.06716666666667
MAML3	-0.366375
LDHA	-2.05025
MRPL20	-0.433
KLHDC6	0.1368
ATP5S	0.456333333333333
C8orf55	-0.163
PHF19	-2.803375
KRTAP13-4	0.9075
TTC5	-0.408
XKR5	-0.20375
SILV	-4.68983333333333
TEX28	-1.34
TCTN1	1.256
CX40.1	0.20275
PPP2R5C	0.290375
C12orf30	-0.853666666666667
CAPG	1.91575
MPZL1	1.5057
ARSB	-1.9825
TDH	-1.73825
WASF4	0.1955
TSSK3	-0.702333333333333
7A5	1.299
CRISPLD1	1.84875
MAD1L1	-0.958333333333333
SPIN4	-0.134166666666667
AMPD1	-1.272
DPYSL5	-0.376
INPP1	0.241333333333333
ANKRD11	-0.570777777777778
NPAS4	-0.235875
GCET2	-0.1904
RNASE9	0.5275
GUCY2D	0.4598
CCDC98	-0.0725
FGF4	-0.54975
CPM	-1.39716666666667
SLC26A4	-1.72083333333333
PLD5	0.18225
FAM59A	-2.1195
FBXO5	-2.679
SIPA1L1	-0.02325
DPYS	0.379
ATG4D	-0.2905
TGM3	1.577
MTCH1	-0.40575
HK1	0.378857142857143
CDC26	0.309625
GALNT12	-2.41633333333333
LOC339229	0.24175
MRPL35	0.12325
ORC4L	0.31075
TNKS	0.593571428571429
C2orf24	0.411833333333333
ZNF553	0.7195
GGTLA1	1.9221
ZNF497	0.71725
CDY1B	0.0725
SLC30A4	0.419428571428571
TUB	0.4965
ARHGEF18	0.31
ARRB1	0.03325
KCNK1	1.861375
EREG	-3.228625
SCAMP5	-0.11375
RUNDC3B	2.54725
ADAMTS20	-0.619
IL17RB	2.18525
FLJ20323	-0.35375
MCAM	0.214875
POLR3E	-0.78225
AQR	0.116166666666667
IPMK	0.3535
CDCA7	-3.768
CAMP	-2.5575
GRHL3	0.685
ADAMTSL2	1.194
CLMN	2.23933333333333
SSTR3	0.8535
MAGEA5	-1.93016666666667
OVOL2	4.4045
JMJD1B	1.1915
RBL2	2.1103
PYGO2	0.7675
PPP1R10	0.117166666666667
CSE1L	-0.926
LCA5	1.99025
RDH16	0.1575
ASRGL1	-3.534625
TOM1	-0.187666666666667
PTX3	-5.4815
TTC15	0.86025
SCGB3A1	0.625166666666667
MRPL50	-0.569
RCAN3	1.091875
SLC26A11	0.48525
STYX	0.529
CINP	0.25525
MARCH7	-0.35775
PFKM	-0.453
SGMS1	1.865
RIOK3	-0.9538
C1orf110	0.445
CES7	0.27575
LOC440248	-2.31425
PPP1R12C	-0.5835
C10orf27	0.314
ATG9A	-0.882
MRPS26	1.22875
TMEM40	0.539
ELP3	-0.0328
ZNF787	-0.4148
HIAT1	-0.9705
C8orf34	0.632666666666667
MGC4655	-0.0369
PELI1	0.992333333333333
PPT1	-0.9404
SLC35C2	-0.3235
C6orf125	-0.5105
MUC4	-1.24083333333333
RFC4	-2.24028571428571
GNB2	-0.671166666666667
NUP50	-0.455642857142857
SULT4A1	-0.9622
C7	0.387428571428571
CCDC130	0.0551666666666667
ARRDC4	-0.61925
RQCD1	-0.7515
GLYCTK	-1.2625
AYTL2	-0.336545454545454
MTUS1	2.8436
LEMD3	0.488
PLEKHF2	1.0765
HOXA7	-0.358875
GTF3C2	-1.414
DYNLRB2	3.53475
CNOT10	0.178
MR1	1.69483333333333
FFAR1	-0.4415
PRIC285	0.0305
SLITRK6	3.23275
LIX1	-2.418
UBE1L2	-0.185166666666667
F8	1.67325
ACHE	0.0611666666666667
KPNA5	-0.56775
TNFRSF12A	-1.54883333333333
EGR3	-0.5675
SERPIND1	-3.15433333333333
OASL	3.076
IFRD1	-1.110375
WDFY1	-0.507
ZNF267	0.542625
ACCN5	-0.846
ZBTB6	-0.4105
PPP1R3A	0.299
PRRT3	1.90125
FBXL19	-0.91
TXNIP	0.101928571428571
ACTN2	4.91825
ATG9B	-0.276875
C9orf117	1.3565
IL27	0.1275
RPL36AL	0.849833333333333
KLK15	-0.16825
CHAD	0.5545
RAP2B	-0.747
HEBP2	0.92575
ZNF342	-0.275
CAMK2G	-0.320833333333333
TLR3	1.4925
FGF14	-0.3195
HMGB2	-2.283
TRPM5	0.027
OR5M11	1.1765
KIF3B	1.61289473684211
PRICKLE2	0.0275
MTMR9	0.08375
C3orf27	0.52575
GLRA3	-2.0804
NSDHL	-0.456166666666667
TMEM32	-0.27675
POLR2D	-1.475
MYADML	0.46
C9orf114	-0.53675
MRGPRX1	2.2545
TOPORS	1.203
CLDN19	-1.15575
C1QL4	-1.062
RNF165	-1.8455
DHRS9	-2.16875
DNAH2	-0.2306
FXR1	-0.9725
ZMYM3	-0.60125
CASP3	-0.252166666666667
FAM120C	-1.324
SCLY	-1.8755
CA7	0.2505
ENTPD5	1.2625
ZNF461	0.24925
PDIA5	0.60525
C1orf19	0.3595
TMEM67	0.876
KCTD20	-0.75925
WDR47	-0.087
FLJ38723	0.628
KLRF1	1.251
TAS2R16	-0.2065
CLDN12	0.937
PRKCE	0.33775
UBXD4	-0.82025
ITGAM	4.95316666666667
GLT8D3	-0.48
WDR31	1.0486
RGS2	-1.44275
OR51L1	0.4875
MST1R	1.27925
KIAA1737	1.87725
OR4A5	0.8745
GLIS1	-2.4215
PTMA	0.101857142857143
NAPA	1.198
PRDM11	-0.11
LIPF	-1.055
DIRAS3	0.538
ASGR2	-4.5815
C1QTNF4	0.52225
PIK3R4	0.6015
ARMC3	1.8835
NDUFV3	0.111416666666667
BTBD3	0.229833333333333
PPP1R2	0.322333333333333
UBE2NL	-0.16825
FOSL2	-0.132785714285714
FAM119A	-1.28366666666667
TUBA4A	0.1889
KRTAP12-1	0.1765
SFRS2	-0.77975
RHPN1	-0.0455
EEF2	-0.425
ZDHHC11	0.7
EPHA3	-1.4462
RBM12	-0.26475
H2AFJ	2.50508333333333
EDIL3	1.4605
KIF26A	-1.90875
SERGEF	0.81425
B3GALT4	2.255
LOC90925	0.208833333333333
OSCAR	-0.107
NPFF	-0.438875
DEDD	0.72325
TMEM155	-0.2025
PTPN1	2.95175
SCYL2	0.0203333333333333
SKAP1	3.796
LEAP2	-2.85866666666667
GADD45G	2.4804
IFITM3	0.931
PILRB	-1.2625
SLU7	0.6670625
DSC3	-0.0455
DNMT3L	-1.70175
PAPD5	0.776375
B3GNT3	-2.137
LHCGR	0.226
MSL-1	0.36225
UBE2S	-2.563
SAP130	-0.65175
ANAPC11	0.195
MAGED4B	-3.173
ATP6V1B2	0.0446666666666667
C14orf179	1.467625
CAPZA1	-0.658375
CDYL2	-1.31116666666667
GLRX3	-0.676666666666667
LOC136288	0.09175
MOBKL1A	1.0455
HTR2B	1.24075
CRYGD	-0.262666666666667
NUS1	-0.0995
PGRMC1	0.766
MYOM2	1.31575
FLJ39653	-0.8385
CHM	0.1418
OR5M8	0.718
ZNF619	0.3985
FAM105A	-1.5575
CCNL1	-0.821375
NAP1L3	-1.21075
C10orf57	2.01533333333333
B3GALNT1	0.488333333333333
CSN1S2A	0.0505
TCP10L	0.12525
GDAP2	-0.158
DMKN	0.212
COX6B1	0.77775
DNASE2	1.23933333333333
MSH5	-1.84125
LGMN	-0.19525
USP31	0.3349
OR13C8	0.733
SDCBP	0.7915
NUDT11	-0.719833333333333
PYGL	1.56733333333333
SNPH	1.2275
B3GNT4	-0.6655
MIZF	-0.8395
NUBPL	0.365125
NOD1	0.126
CDH22	-0.382125
NUBP1	0.249666666666667
DSCAM	-4.2555
DGKI	0.086
FAM136A	-0.93975
AKAP1	0.519166666666667
SLC16A6	1.999
RIN3	-0.21475
PSG2	-0.18275
DIP2B	-0.0145000000000001
PSORS1C1	-0.0362
KIAA0495	-0.4445
FLJ90709	0.626
LPA	-0.179333333333333
PIGA	-0.457833333333333
LY75	4.29716666666667
UTS2	-6.80016666666667
RREB1	-0.2435
GALNACT-2	0.2009
MGC3196	-0.17475
FLJ31568	-0.004
LPHN1	0.033375
SP1	0.787125
TOX4	0.7705
HSPA9	0.483
APOBEC1	-0.017
SLC35E4	-0.35775
LSM5	-1.3185
SURF1	0.82525
ZBTB1	-0.929333333333333
GTF2F1	0.259375
RPS15A	0.44
DUSP21	-0.674666666666667
GINS4	-1.9005
MYO15A	0.893833333333333
GIMAP7	3.04225
MGC13379	1.012
ATP6V1E2	-0.207666666666667
UTP3	0.3285
HNRPA3	-0.586625
MT4	0.791
C14orf155	-0.2435
U1SNRNPBP	1.0035
CKLF	-0.784833333333333
PLEKHN1	0.189333333333333
MBNL1	-0.556583333333333
NUP160	-1.117
ACSM2A	-1.033
LOC129881	0.24375
KIAA1529	-0.66725
FLJ22639	-1.9925
HAND1	0.0315
GSX1	0.0785
FGA	-3.47057142857143
SERPINB1	0.3185
ZNF642	0.41675
IGFBP1	-8.146125
SLC1A1	1.399125
DHX57	-0.059875
ZNF766	0.6705
PTPN21	0.0104
GDPD3	-1.49733333333333
PNPLA5	-0.5555
TBR1	-0.21125
FAM116A	0.8505
IQGAP1	-0.137375
FOS	-0.2225
ZNF226	-0.09475
FIGNL1	-1.1195
C14orf1	0.266833333333333
ZMYND17	-0.0435
PUS7	-0.679333333333333
TUBB6	-1.8195
KCNQ2	-1.1255
MARCH6	0.211916666666667
CCDC33	0.2155
PRODH	-1.55375
RBM11	0.844
EPHA6	0.264285714285714
SLC43A1	-0.90475
LOC196541	0.375
NTN1	1.015
ING4	0.14875
PCDHB10	3.25975
DPH2	-1.201
SPACA4	-0.03375
FBXL21	-4.3385
DIAPH1	-0.593333333333333
ZNF71	0.5435
CEP76	-1.46
CORO1A	-2.225
RRM2	-3.580375
EDG4	0.77575
OS9	0.1645
SLC4A1AP	-0.186
COG5	-0.146
COPS8	-0.62125
NGLY1	-0.83775
NCBP2	0.665125
C17orf42	-0.1185
GPSM3	-0.604625
SIL1	1.74683333333333
ASB6	-0.23575
SMAD5OS	-0.468666666666667
UNC93A	-2.7
A1BG	0.690833333333333
C21orf62	0.821
FMO5	3.90341666666667
ATRIP	0.6055
CEBPG	0.212833333333333
C7orf38	0.249166666666667
TNFRSF1B	-0.772333333333334
CLEC1A	0.641833333333333
IQSEC1	-1.0575
PATZ1	0.5279
RBM22	1.00075
BAG2	-2.86933333333333
PAQR5	-3.1325
C9orf127	1.5722
THNSL1	0.89775
SHROOM3	3.2966
JAM2	-0.353
SNRPN	-0.72975
ALX4	-0.034
CACNA1S	-0.126
FAM130A1	0.8335
CORIN	0.5995
CD300LB	0.4985
PLEKHG6	0.171
LRRC40	-1.55425
PCLKC	-0.743
PCDHB16	3.205
WNT2B	-0.356666666666667
ASNS	-1.06911111111111
MRPL49	0.278
FLJ46111	-1.90375
ISG20	-0.94525
SMU1	0.293166666666667
CASZ1	0.4725
POLR1D	-0.375083333333333
GIN1	-0.167
SNAG1	0.274166666666667
ANKRD29	-2.95225
CDKN2AIP	0.1745
KRR1	0.1275
CXCL1	-4.64516666666667
EPM2A	-0.4354
PC	-0.957333333333333
DEFB127	0.411
PDZRN4	0.701666666666667
FAH	-1.126125
OR51E1	2.579
CDC2L6	2.0885
DNTTIP1	-0.158
PAX8	0.72625
TMEM116	1.108
C1orf150	0.077
PRO2012	0.4385
MRPL40	-1.03783333333333
BEX1	-2.7279
SLC2A4	0.754666666666667
PKMYT1	-2.17025
FEZF2	0.0335
SLC26A9	-1.8455
MAP2	0.0624545454545454
LYL1	-2.368
SLC25A19	-1.22
NOS3	0.213
ZNF34	0.66
TMPRSS11F	-0.265333333333333
FAM43A	-0.88725
FCRL4	-0.458
KLF14	0.4405
FLRT2	-2.30116666666667
WRN	-0.161
SDF2	0.6267
KRT8P12	-1.3945
C6orf195	0.453
C9orf125	-1.99566666666667
DZIP3	0.27075
RIT1	1.04458333333333
SCML1	0.2465
RHBDF2	0.340875
OR2G3	0.22
REXO1L1	-0.1525
MAP3K7IP3	0.0775
C3orf57	-5.596
FBXW11	-0.486333333333333
ETAA1	-0.6905
C14orf131	-0.0101
AKT1S1	-0.39575
SLC12A5	-0.812714285714286
C9orf164	1.68425
NRIP3	-1.14425
NOS1AP	0.1225
TMEM121	0.92175
SAP30BP	-0.2982
DGCR6	-0.35025
WDR76	-2.39775
FAM82B	-0.0670833333333333
LOC606495	-0.7535
MAP9	2.76233333333333
BCDIN3D	1.296
CXorf36	3.41266666666667
DSCR3	-0.477
ZFAND3	0.447875
C7orf43	0.1235
SPSB3	0.0529
C19orf19	0.321
FAM133A	-3.191625
C12orf25	1.3545
SLC39A3	-0.555875
DISP2	-2.40575
PI4KAP2	-2.7585
MKRN3	-1.99616666666667
ADAMTS13	-0.301625
CBLN3	0.350777777777778
TTYH1	0.761666666666667
C3orf18	1.847
FLJ13236	-0.28625
ZMYND12	4.1005
C18orf25	-0.257
GLB1L3	-0.942
ATP13A5	0.2315
RANBP10	0.9995
CD96	-2.5895
DENND1C	-1.91325
RBMS3	-0.8196
SLC41A3	0.434333333333333
DGCR6L	-0.66825
TMEM128	0.811666666666667
CSNK1G3	0.583857142857143
MOBKL2C	0.557875
TSPAN6	1.571625
MATN2	-1.27755555555556
MSL2L1	0.1475
ST6GALNAC2	-2.38833333333333
FGFBP2	-0.891875
FGL1	-2.3235
MPP3	-0.343166666666667
ARHGEF6	-0.209333333333333
TGFBR2	-0.691875
ACMSD	3.1775
IL33	0.1915
C9orf5	0.722083333333333
DEAF1	-0.263
AMN	-0.7175
DEFA6	0.232428571428571
RNF212	-1.514
METT5D1	0.3875
CIB1	0.8841
TSSK1B	0.264
KIAA1727	1.58075
ZNF680	1.04016666666667
LOC399900	-1.2085
LOC152217	0.217166666666667
CTNNAL1	-2.2885
CIT	-4.0015
TLE6	0.712
ZNF607	-0.69425
HERC4	-0.797
DRAP1	-0.5854
PEMT	-0.779
C10orf111	-1.43
ZNF575	-0.079875
KCTD7	-0.232
MYO1F	-0.4555
LOC285382	-0.48725
RAB11A	0.6949
PLCD3	-1.24075
C15orf28	-0.04925
PTBP2	-1.485375
CTB-1048E9.5	-0.72175
C19orf60	0.341166666666667
C7orf25	0.516166666666667
SETD7	1.5845
HOXB9	-3.2185
VANGL1	-0.866125
CHAF1B	-2.387
NDUFA3	0.49625
KIAA1328	-0.363833333333333
SHARPIN	-0.237875
TTC23	-0.083625
UGP2	0.15275
ANKIB1	0.5399
CIRBP	1.78585714285714
SEC14L4	-0.465166666666667
OVCH1	-0.1424
VPS52	-0.51125
FAT	-0.927875
M6PRBP1	-0.79375
GPRIN3	-0.732
PPM1F	-0.655166666666667
TSR1	-0.171
CCDC85A	1.03025
PCSK5	0.1485
ZFHX3	0.9985
HEMK1	-0.5603
PGBD2	1.10825
RSRC2	0.151
AURKC	-1.63466666666667
SCRIB	-0.40125
ORM2	-3.14166666666667
FAM115A	0.2084
FZD6	1.179
UNC119	-0.0206666666666667
GPX3	-1.621
NOV	-1.202625
CABC1	1.555125
CDC42SE2	-0.0989375
EIF2S2	0.1326
RNF130	1.580875
CKAP5	-1.08116666666667
RP11-413M3.2	-0.11675
C10orf18	1.0318
TMEM93	0.01725
DYX1C1	1.67075
KCNMB2	-1.64725
ANK3	1.536
KRT5	-2.3066
CDH12	-1.18975
QRSL1	-0.011375
JUB	-1.338
SHC4	-2.8585
CCL15	0.4045
CCDC22	0.2095
SNX24	0.3185
RARS	0.14325
MORC2	0.259625
FAM48A	-0.266
MT1H	-2.3295
PPP1R14C	-3.09483333333333
FOXD1	-0.484928571428571
C1orf213	-2.7175
AMT	-1.3851
DSN1	-0.91675
PTPLAD2	2.1785
DIS3L	-0.561
RASL11A	1.397
GPRC5B	2.169
FRMD7	0.98
STRN4	-0.25975
KITLG	-0.643272727272727
HDGF	-0.24125
OR1S1	0.4265
SETX	0.3973
DDR2	-1.671375
KCTD12	0.041
LYZL2	-0.4835
WDR52	1.1035
TMEM2	-0.33675
ZNF579	-0.650833333333333
LOC200810	1.65225
TNFSF9	-1.61775
PPFIA4	-3.24375
CNIH3	-0.150166666666667
MAP4K4	-1.23507142857143
ROD1	0.768714285714286
ALS2CR12	0.269166666666667
DOCK3	0.0953333333333333
PAQR9	-4.84025
ASB17	-0.052
STX16	-0.695
FEZ2	0.124166666666667
DLAT	-0.2495
KIF21B	-1.71783333333333
CDC5L	0.0475
TMEM119	0.218833333333333
CRIP3	-1.2605
TPSD1	0.291833333333333
TEPP	-0.50125
GNGT2	0.8
C21orf121	0.199
WNK1	0.908666666666667
FLJ10490	0.4611
OR51B5	-2.1295
LOC203547	-0.345
HAS1	-0.7275
PPA1	0.0438333333333333
ST7	0.41975
C11orf46	0.5211
POPDC3	-4.238
ACOX2	-1.2285
ATCAY	-0.769
TM4SF19	-1.526
MFSD9	0.0946666666666667
PDHB	0.06
ERN1	1.01375
LCE3C	0.093
GPR111	0.1265
NOTCH3	1.70183333333333
ADAMTS5	1.2525
B3GALT1	-0.54575
UGCGL1	0.161833333333333
FAM58A	0.581833333333333
FBXO32	0.75425
CLPP	-0.17175
NXPH1	-2.1205
MTMR3	0.258666666666667
ATP1B3	-1.08175
TMEM16A	3.704
HIST1H3F	0.308166666666667
TRIM25	0.0885
SDCBP2	1.492
CRKL	-2.0185
HOXB2	1.12833333333333
ANP32B	-0.1715
GATM	3.6825
AP4E1	-0.257125
EDG5	0.995
CDKN3	-2.14766666666667
CDH4	-2.1465
PGD	-2.46116666666667
RND1	0.053
GAD1	2.1749
MPG	0.297875
LOC440350	-0.7295
ZNF133	0.46925
SERPINB12	-0.49
AMELY	0.0741666666666666
DHX36	-1.0685
TNFAIP8L2	1.52983333333333
PHTF2	-0.181833333333333
CCDC112	-0.0146666666666667
IQCC	-1.571
HEYL	2.9785
FTSJ2	-0.6015
APPL1	1.07525
RAB43	0.773571428571429
OR10G2	-0.118
WAC	0.270666666666667
ADCY9	0.0607499999999999
RUNDC2B	-0.339833333333333
PYCRL	0.6791
AGPAT7	-0.685166666666667
SLC22A9	-0.955666666666667
CDKAL1	-0.1735
PDYN	-0.0508333333333333
C20orf74	0.00124999999999999
MTMR11	2.31675
VAV3	0.836833333333333
DAPL1	-1.165
STXBP3	-0.13275
EIF3G	0.26375
ARHGAP22	-1.93
NPFFR1	0.6235
NPC1	-1.54083333333333
ALDH9A1	2.40316666666667
ZNF600	0.528
ZNF678	0.0375
RASSF1	-0.595166666666667
ADD2	-2.928
PITPNB	-0.324125
PKD2L2	0.274833333333333
LRP11	0.7595
CDKL1	-0.98
SMEK2	0.41125
PRODH2	-3.2515
C11orf54	0.741
SFRS11	-0.4395
IL7	-0.244833333333333
ALS2CR16	0.5855
BTG3	-0.8205
PAK2	-0.441833333333333
RP11-679B17.1	-0.366
GATA4	-1.40333333333333
ATP2B1	-1.29525
LOC130940	1.5725
C1orf172	2.32966666666667
ATF7IP2	0.49725
SLC25A43	0.863333333333333
CENTG3	-0.928
IGF2BP1	-4.075
FCHSD1	0.202
CAMK2N2	-0.4685
ELAVL3	0.4434
NBPF15	0.730333333333333
UBE2J2	-0.940916666666667
GNL2	-0.9785
PRR3	-0.6127
NLF2	-0.34925
OR4F6	-0.507
KLHL24	1.05883333333333
CCDC88A	-3.0307
SGPP1	-3.328
C10orf11	2.06566666666667
SLC35B4	-1.22666666666667
UGT3A2	-0.854
ARNT2	0.2299
CBR1	-0.616125
ITPR3	-1.31333333333333
TRAPPC6B	0.5175
AMZ1	1.374
ARP11	2.1945
WDSUB1	0.475
APBA1	0.671833333333333
RAB2A	1.3199
C6orf162	-0.221875
HPSE2	0.07775
PLCE1	-1.00675
INSL3	-0.1595
DLG1	0.8365
PTPLA	-4.021
PIGX	0.075625
TFIP11	-0.119
FIBIN	1.431
POLR2G	-0.46475
GRAP2	-2.2064
DNAJB8	-0.12375
CNBP	1.08416666666667
WASF1	-0.28525
INPP5E	-1.2582
HSPB1	1.6045625
TMEM167	0.2412
CUBN	0.26775
IGF1	-0.13625
ITPK1	0.3225
NAALAD2	-1.39133333333333
G3BP1	1.9497
NT5DC1	1.18475
CYP39A1	2.913
TMEM139	1.41841666666667
POLK	0.1165
GLULD1	-2.58425
RBM15	-1.32233333333333
AMZ2	0.255
GDF15	0.158
MESDC2	-0.771
INCA	-1.01066666666667
ACY1L2	0.355
GZMM	-1.592
PAIP1	0.34525
CACNA2D1	-0.26525
STK32C	0.188833333333333
SH3BP4	1.5105
DEC1	0.25
PADI1	0.601
UBB	0.8752
PON3	1.65383333333333
PROP1	0.6165
ANKRD13B	-0.7775
ADCK1	-0.04775
TCF25	0.416583333333333
SLC38A5	-2.31025
CXorf26	0.556333333333333
C19orf39	0.52625
PPP1R13B	1.52325
ARL2	-1.3485
TCL6	0.485666666666667
TOP3A	-0.4335
SLC16A14	1.9315
FXYD6	0.539666666666667
HIST1H4E	-1.0295
BBC3	-0.240157894736842
UNC5A	-0.202
FAM86C	-0.3248
PI4KB	0.959375
B3GAT1	-3.81525
SUSD2	0.1135
OAZ2	-0.378333333333333
NOC4L	-0.15475
C10orf12	-0.4385
FADS1	-2.97
LOC144097	-0.80925
DKK2	0.376
KIAA1949	-1.597
RHOT1	0.0971
OXT	0.504333333333333
GPR153	-0.901
ARL4A	-2.35033333333333
SAAL1	-1.16
CCDC64	-0.722
USE1	0.140333333333333
HNMT	1.04733333333333
PCGF3	0.1695625
CYP2C19	2.09775
C20orf4	0.4165
CCDC11	2.533
ACSBG2	0.375
RWDD2A	2.1855
PALLD	0.968875
CPLX4	1.019
LOC492311	1.41325
KPNA2	-1.91683333333333
MACROD1	-0.5192
TMCO3	-0.0575
C15orf52	0.609
BIRC5	-2.31773333333333
