Hybridization REF	TCGA-B6-A0WZ-01A-11R-A109-07
ZFP106	-0.03525
ZNF347	0.4819
GTF2E1	-0.3545
RY1	-0.962333333333333
ATAD2B	1.124
ARHGAP17	-0.1126
KCNIP3	0.15475
SFPQ	0.3295
GFRA4	1.36683333333333
AKR1B10	-2.942625
TIGD6	1.2905
RGS16	1.359875
URB1	-0.560833333333333
OR4C46	0.605833333333333
TOP3B	-0.91425
NFATC4	0.984
CA14	-3.22925
BMPR1A	-0.405166666666667
SNRP70	-0.53575
PRL	0.063
C6orf130	-0.7015
STAG2	-0.41
CD55	-1.13142857142857
RPS23	-0.423166666666667
SSX2	-1.63583333333333
FDPSL2A	-0.615
FBXO27	0.6955
SYNGR3	-1.75183333333333
TMSL3	1.71525
EML1	-2.192
NUP93	-1.60775
SMAD3	-0.7967
KIAA1189	1.561
HNRPUL2	0.273666666666667
TBC1D12	0.539333333333333
C16orf24	1.9135
MRVI1	1.82166666666667
ZNF581	0.906666666666667
ELOVL3	0.419
OR51Q1	0.032
CACNB3	1.06283333333333
GALNT13	-1.151125
C10orf84	1.336375
NEDD4	0.0888
SPO11	-0.1255
OR5AU1	-0.0315
NEK4	0.288857142857143
PRKAR2A	-0.471666666666667
IHPK1	-0.725166666666667
ATP6V0B	0.6905
CACNA1E	3.547
CEACAM8	-0.643
PEX14	0.336
FLJ12993	-2.2195
ZBTB38	0.386333333333333
PCTK2	-0.5465
LRRC16	0.3487
FBLIM1	1.37808333333333
FYCO1	1.7465
RP5-1022P6.2	0.207
CMTM1	0.487666666666667
PLTP	-1.00366666666667
RAPH1	1.877625
DOCK8	-0.015625
EZH2	-1.14566666666667
SLC25A1	-0.110833333333333
PLEKHB1	-0.7605
GRB7	0.6067
ZFP37	-0.6695
MRPL33	-0.00774999999999999
PELO	-1.367
ARMC1	-0.997636363636364
C9orf27	0.16575
FLJ25778	0.3525
C9orf37	-1.05633333333333
TMEM66	-0.41575
SPRN	0.640125
HBEGF	-0.330875
PI4KA	-0.829
LEPRE1	-0.28575
POU2AF1	-5.179
MRPL12	-0.364166666666667
REP15	-0.471
ZC3H3	0.3855
RASAL1	-1.817
DDAH1	2.2815
ACBD5	0.102875
TMC2	0.211
CCDC137	-0.977
SAMD13	-0.6635
UGT2B15	-3.12516666666667
TIPARP	0.487
DNASE1L3	1.91775
TRIM72	0.5705
DBX2	0.27175
IPO8	-0.19575
C21orf88	-1.0406
MAP3K14	0.93775
LOC51233	1.0255
GGTLA4	1.242
PDE6D	-0.09375
ZNF117	0.537
CLK2	-1.345
NKRF	-1.027
TNFSF15	-0.3478
DUSP2	-1.598625
SECISBP2	0.3347
GABRR2	-0.132
PPAP2C	1.57225
LOC51145	0.378833333333333
PAG1	-0.582
PIK3C3	-0.16925
GNG10	0.0145
APOL4	1.25833333333333
ANKRD28	-0.7765
STMN3	-0.6514
RAB14	1.073
CDK2AP2	0.37325
HDDC3	-0.09075
COMMD7	0.299375
CXXC1	-0.709
HMCN1	-0.395833333333333
CD40	-0.09275
DYNC1LI2	-0.579
GDI1	0.1885
LOC646938	-0.2625
VSNL1	-3.01983333333333
PIH1D1	0.3965
RAET1G	-0.476
KRTAP5-9	-0.304
EFTUD2	-0.85025
ZNF311	0.08
ATP6V1G3	0.0375
OR2W3	0.48
SCN4A	-0.09725
MED10	-1.372375
FAM135A	-2.1246
ARHGAP4	-1.797
EHMT2	-0.704625
UFD1L	-0.454
ERMP1	1.16675
MAG1	-2.77816666666667
THAP8	0.808333333333333
HACE1	-1.286
FAM82C	0.492666666666667
C3orf20	-0.513
UNC84A	-0.175666666666667
SCD5	-0.511214285714286
LASS6	2.533875
LSG1	0.171166666666667
MAL	-5.76
GPR22	-0.4855
WDR5B	1.0355
ACTRT1	0.6795
C17orf60	-1.0145
GRIN2C	0.6598
ARMC8	-0.0665
SLC47A1	-3.13766666666667
DMPK	0.77875
DHRS13	0.0231666666666667
SMC1A	-0.840666666666667
KRTAP17-1	0.68275
SMYD5	-0.474
TUSC2	0.9525
CRHR2	0.631
KIR3DL2	-1.124
CCDC104	0.849
ATP2C1	-0.347875
CROT	1.44975
PABPC3	-0.3315
EGR1	-1.71
THSD1	0.78925
KHK	-1.9365
SLC12A2	1.1549375
CD58	-1.0495
STOX2	-1.75566666666667
CCDC76	-0.7103
CCDC48	3.881
DNAH1	0.0276666666666667
ZIC4	-0.39575
OR1G1	1.0555
PSMC6	-0.412666666666667
PROKR1	0.6385
ABCB1	-1.8335
TRAT1	-3.5655
LLGL1	-0.46
MTF1	2.188
USP54	-0.204375
PAGE2B	-1.0815
ITGB7	-3.652
CCDC81	-0.5165
LOC149837	0.7685
SCUBE1	0.977
ZSCAN10	2.698
HUWE1	0.126857142857143
CDH17	-0.108
CD180	-0.556
IL17A	0.41525
TMPO	-1.659
KIAA1524	-1.251
HDGFRP3	-0.609833333333333
OXCT1	-1.42209090909091
RRAS2	-3.01516666666667
LTBP2	1.2178125
SV2B	1.113
CYP2A6	0.360875
PKD1L2	0.00166666666666667
PPM1M	0.69575
FLJ22662	0.867833333333333
ZNF502	0.20375
GP6	-0.869
CRYBA2	-0.79725
LEF1	-1.3659
CTPS	-2.45771428571429
EYA1	-3.44366666666667
EPS8L1	2.14475
MAPK14	-0.72475
SERPINB2	-3.96825
GTF2F2	-0.874
ZNHIT4	0.604
PLA1A	-1.168
C20orf114	3.35225
HPR	-4.194
C18orf2	-3.11366666666667
SATB2	-3.14325
KCNJ9	0.085375
MGC157906	0.7225
MOCS3	-0.97225
C17orf71	-0.948833333333333
PPHLN1	-0.2068
HIST1H2BN	-0.054875
RAPGEF1	-0.20225
MAP3K8	0.01225
DLG4	1.26333333333333
STC1	1.65325
CDGAP	-0.032
DDX26B	-1.292
LOC150223	-1.40575
CPSF3	-0.490666666666667
TMEM14A	0.101
MYH3	-1.59475
GPKOW	-0.086
SULT1A1	0.0401666666666667
SPON1	3.977
YY1AP1	-0.308
RAB23	-0.945
PLA2G4A	-5.40575
MAPRE3	2.9845
ZNF516	0.719571428571429
GGPS1	0.97325
EXOC3L2	0.628625
C19orf42	0.8663
MAP2K2	0.2705
HIST1H2BB	-0.4165
RNF19B	0.374166666666667
C6orf128	1.21983333333333
TLR8	0.72825
PCDHA9	-1.1305
CARS2	0.088875
CLUL1	2.07033333333333
RHAG	-3.85766666666667
UNK	0.0035
EXOC8	0.6295
C9orf95	1.79775
C14orf143	0.872666666666667
MAML3	0.675625
LDHA	-1.9345
MRPL20	0.7955
KLHDC6	0.312
ATP5S	1.20366666666667
C8orf55	0.27575
PHF19	-1.48575
KRTAP13-4	0.6035
TTC5	-0.52425
XKR5	-0.2
SILV	-4.40133333333333
TEX28	-0.2725
TCTN1	1.1655
CX40.1	0.8585
PPP2R5C	0.024375
C12orf30	-1.43233333333333
CAPG	2.35825
MPZL1	0.81055
ARSB	-1.91066666666667
TDH	-0.41125
WASF4	2.429
TSSK3	-0.539666666666667
7A5	2.951
CRISPLD1	0.33975
MAD1L1	-0.2865
SPIN4	-0.833
AMPD1	-2.74825
DPYSL5	-0.1575
INPP1	-0.998
ANKRD11	-0.969944444444444
NPAS4	0.282
GCET2	-0.6959
RNASE9	0.0675
GUCY2D	0.3885
CCDC98	-0.67875
FGF4	-0.781375
CPM	-2.09333333333333
SLC26A4	-0.199833333333333
PLD5	-0.24575
FAM59A	1.3515
FBXO5	-2.48388888888889
SIPA1L1	1.207625
DPYS	0.58475
ATG4D	0.6615
TGM3	0.175
MTCH1	-0.73625
HK1	0.677857142857143
CDC26	0.763625
GALNT12	-3.75616666666667
LOC339229	0.09025
MRPL35	0.518625
ORC4L	-0.095125
TNKS	0.228142857142857
C2orf24	0.6285
ZNF553	0.815666666666667
GGTLA1	1.9329
ZNF497	1.18025
CDY1B	0.27225
SLC30A4	-0.523875
TUB	-1.63325
ARHGEF18	0.529
ARRB1	0.152
KCNK1	-1.796
EREG	-3.5607
SCAMP5	1.0555
RUNDC3B	0.52725
ADAMTS20	-0.0583333333333333
IL17RB	0.44825
FLJ20323	0.015
MCAM	0.131375
POLR3E	-1.58933333333333
AQR	0.5925
IPMK	0.367
CDCA7	-4.970125
CAMP	3.6105
GRHL3	1.016
ADAMTSL2	2.046
CLMN	2.98016666666667
SSTR3	0.5545
MAGEA5	-2.6655
OVOL2	4.28175
JMJD1B	-0.14175
RBL2	-0.4645
PYGO2	0.74225
PPP1R10	-0.332666666666667
CSE1L	-1.213
LCA5	1.20225
RDH16	-0.3445
ASRGL1	-0.29925
TOM1	0.324833333333333
PTX3	-6.7995
TTC15	1.20225
SCGB3A1	3.66416666666667
MRPL50	-0.564
RCAN3	1.79525
SLC26A11	0.59625
STYX	0.238333333333333
CINP	0.945
MARCH7	-0.38825
PFKM	-1.04066666666667
SGMS1	1.242
RIOK3	-0.0913
C1orf110	-0.3045
CES7	0.213875
LOC440248	-2.01675
PPP1R12C	-0.30825
C10orf27	0.7155
ATG9A	-0.39575
MRPS26	0.912375
TMEM40	3.8695
ELP3	-0.4743
ZNF787	1.4717
HIAT1	-0.75725
C8orf34	0.0446666666666667
MGC4655	-0.2526
PELI1	1.2005
PPT1	-0.1995
SLC35C2	-0.362833333333333
C6orf125	0.441
MUC4	-1.69966666666667
RFC4	-2.559
GNB2	0.828
NUP50	-0.250142857142857
SULT4A1	-1.51633333333333
C7	1.541625
CCDC130	0.6205
ARRDC4	1.3725
RQCD1	-0.49475
GLYCTK	-1.0955
AYTL2	-0.616909090909091
MTUS1	1.4687
LEMD3	-0.622666666666667
PLEKHF2	1.247
HOXA7	0.382375
GTF3C2	-1.5935
DYNLRB2	3.33425
CNOT10	-0.55675
MR1	1.23116666666667
FFAR1	0.00825000000000001
PRIC285	0.447
SLITRK6	3.7565
LIX1	-1.1993
UBE1L2	-0.574166666666667
F8	0.270125
ACHE	0.4565
KPNA5	-0.91875
TNFRSF12A	-0.2995
EGR3	1.756
SERPIND1	-3.27266666666667
OASL	2.996
IFRD1	-1.593
WDFY1	0.117666666666667
ZNF267	-0.743125
ACCN5	0.557
ZBTB6	-0.82975
PPP1R3A	0.00700000000000001
PRRT3	1.4635
FBXL19	-0.595
TXNIP	1.28292857142857
ACTN2	-1.785
ATG9B	-0.9175
C9orf117	1.740125
IL27	0.4575
RPL36AL	0.833666666666667
KLK15	-0.53625
CHAD	3.1075
RAP2B	-0.4285
HEBP2	1.57225
ZNF342	1.4165
CAMK2G	-0.413833333333333
TLR3	2.25525
FGF14	0.09425
HMGB2	-1.10125
TRPM5	0.0425
OR5M11	-0.3465
KIF3B	0.552947368421053
PRICKLE2	1.91125
MTMR9	-0.190625
C3orf27	0.19775
GLRA3	-0.259333333333333
NSDHL	-0.015
TMEM32	-0.96375
POLR2D	-1.02391666666667
MYADML	0.558
C9orf114	-0.55125
MRGPRX1	0.61
TOPORS	0.6955
CLDN19	-1.4895
C1QL4	-0.3475
RNF165	-0.4575
DHRS9	-1.29825
DNAH2	0.6515
FXR1	-0.870833333333333
ZMYM3	-0.79575
CASP3	0.152666666666667
FAM120C	0.403375
SCLY	-1.08475
CA7	-0.0245
ENTPD5	1.87816666666667
ZNF461	0.29
PDIA5	-0.8485
C1orf19	-0.604833333333333
TMEM67	-0.28225
KCTD20	-1.17575
WDR47	0.7095
FLJ38723	0.057
KLRF1	-0.449166666666667
TAS2R16	0.1225
CLDN12	0.238
PRKCE	-0.6075
UBXD4	-1.224
ITGAM	2.0255
GLT8D3	-0.797125
WDR31	1.6835
RGS2	-1.3255
OR51L1	0.7225
MST1R	2.10575
KIAA1737	1.79275
OR4A5	0.1505
GLIS1	-0.4345
PTMA	0.326
NAPA	2.146
PRDM11	0.25725
LIPF	0.4955
DIRAS3	3.1075
ASGR2	-4.109375
C1QTNF4	1.312
PIK3R4	-0.159666666666667
ARMC3	1.733
NDUFV3	0.096
BTBD3	-1.5425
PPP1R2	0.213083333333333
UBE2NL	-0.9745
FOSL2	2.40614285714286
FAM119A	-0.8105
TUBA4A	-0.9579
KRTAP12-1	0.3
SFRS2	-0.92425
RHPN1	0.4684
EEF2	0.0333333333333333
ZDHHC11	-0.0928333333333333
EPHA3	-1.8606
RBM12	0.0115
H2AFJ	1.69341666666667
EDIL3	1.8305
KIF26A	-1.62925
SERGEF	0.33325
B3GALT4	1.813
LOC90925	-0.325833333333333
OSCAR	0.524875
NPFF	0.10875
DEDD	-0.003875
TMEM155	-0.90025
PTPN1	0.50075
SCYL2	-0.0178333333333333
SKAP1	3.708
LEAP2	-1.98166666666667
GADD45G	3.0343
IFITM3	1.67175
PILRB	-0.3445
SLU7	-0.35175
DSC3	0.11525
DNMT3L	-1.613
PAPD5	-0.0195
B3GNT3	-0.603666666666667
LHCGR	0.374
MSL-1	-0.431
UBE2S	-1.04575
SAP130	0.1755
ANAPC11	0.71425
MAGED4B	-1.922
ATP6V1B2	-0.412833333333333
C14orf179	1.882875
CAPZA1	-0.794375
CDYL2	-0.311
GLRX3	-1.30533333333333
LOC136288	-0.7095
MOBKL1A	-0.599
HTR2B	1.408
CRYGD	-0.439833333333333
NUS1	-1.70216666666667
PGRMC1	0.2345
MYOM2	0.54
FLJ39653	-2.11916666666667
CHM	0.0003
OR5M8	0.6135
ZNF619	0.066
FAM105A	-0.29125
CCNL1	-0.771375
NAP1L3	-0.76325
C10orf57	2.3535
B3GALNT1	0.542
CSN1S2A	-0.375
TCP10L	0.94175
GDAP2	0.505375
DMKN	0.965166666666667
COX6B1	1.549
DNASE2	0.785666666666667
MSH5	-1.84375
LGMN	-0.26275
USP31	-0.9718
OR13C8	1.1075
SDCBP	-1.2312
NUDT11	-3.25716666666667
PYGL	0.619
SNPH	1.87566666666667
B3GNT4	-0.4205
MIZF	-0.9544
NUBPL	-0.145
NOD1	0.741833333333333
CDH22	0.332625
NUBP1	0.405166666666667
DSCAM	-3.7685
DGKI	0.696
FAM136A	-0.78225
AKAP1	0.0638333333333333
SLC16A6	1.9165
RIN3	-0.37125
PSG2	-0.466
DIP2B	0.116
PSORS1C1	0.3064
KIAA0495	-0.899
FLJ90709	-0.416333333333333
LPA	-0.711
PIGA	-0.675
LY75	0.692
UTS2	-6.3555
RREB1	0.045625
GALNACT-2	-0.9097
MGC3196	0.12525
FLJ31568	0.3275
LPHN1	0.306375
SP1	1.185
TOX4	0.809666666666667
HSPA9	-0.2796
APOBEC1	-0.21
SLC35E4	-1.07325
LSM5	-0.18725
SURF1	0.947
ZBTB1	-1.09683333333333
GTF2F1	0.2525
RPS15A	0.677
DUSP21	0.308666666666667
GINS4	-2.65416666666667
MYO15A	0.785166666666667
GIMAP7	3.271
MGC13379	1.27875
ATP6V1E2	-0.783
UTP3	-0.737
HNRPA3	0.0551875
MT4	0.5725
C14orf155	0.39675
U1SNRNPBP	0.77625
CKLF	-1.0645
PLEKHN1	1.80133333333333
MBNL1	-0.6335
NUP160	-1.9935
ACSM2A	-1.67725
LOC129881	3.253
KIAA1529	0.65975
FLJ22639	-1.69475
HAND1	-1.8085
GSX1	0.37
FGA	-4.5816875
SERPINB1	0.0855
ZNF642	0.566
IGFBP1	-8.53225
SLC1A1	3.428375
DHX57	-0.082625
ZNF766	0.5105
PTPN21	0.8999
GDPD3	-1.455
PNPLA5	0.523
TBR1	0.2432
FAM116A	-0.15575
IQGAP1	1.078375
FOS	-1.01725
ZNF226	1.03225
FIGNL1	-0.969
C14orf1	1.00133333333333
ZMYND17	-0.1585
PUS7	-1.2815
TUBB6	-1.07325
KCNQ2	-1.21625
MARCH6	-0.4375
CCDC33	0.6355
PRODH	1.49275
RBM11	-3.65425
EPHA6	-0.165
SLC43A1	-1.0585
LOC196541	0.342875
NTN1	2.16283333333333
ING4	-0.26125
PCDHB10	1.01975
DPH2	-1.18433333333333
SPACA4	-0.37075
FBXL21	-4.542
DIAPH1	-0.538833333333333
ZNF71	0.701
CEP76	-1.0885
CORO1A	-1.72525
RRM2	-2.058875
EDG4	1.94
OS9	0.047
SLC4A1AP	-0.04775
COG5	-0.1985
COPS8	-0.00975
NGLY1	-0.589
NCBP2	-0.3425
C17orf42	-1.097
GPSM3	1.102
SIL1	0.6905
ASB6	-0.229
SMAD5OS	-0.118666666666667
UNC93A	-3.36
A1BG	1.677
C21orf62	-0.1615
FMO5	-1.24083333333333
ATRIP	0.356166666666667
CEBPG	-0.231333333333333
C7orf38	0.441
TNFRSF1B	-0.112666666666667
CLEC1A	1.3725
IQSEC1	0.109625
PATZ1	1.2618
RBM22	0.777
BAG2	-3.12833333333333
PAQR5	-2.50566666666667
C9orf127	1.7072
THNSL1	-1.8105
SHROOM3	2.5057
JAM2	0.2745
SNRPN	-2.04975
ALX4	0.203
CACNA1S	0.4165
FAM130A1	0.83825
CORIN	2.7645
CD300LB	0.725
PLEKHG6	1.0985
LRRC40	-1.18325
PCLKC	-1.49075
PCDHB16	0.817166666666667
WNT2B	0.382166666666667
ASNS	-1.86877777777778
MRPL49	-0.3265
FLJ46111	-0.684
ISG20	0.037375
SMU1	0.0706666666666667
CASZ1	1.167
POLR1D	-0.31
GIN1	-0.3385
SNAG1	-0.106333333333333
ANKRD29	-2.75275
CDKN2AIP	-0.11575
KRR1	-0.00725
CXCL1	-6.07933333333333
EPM2A	-0.9225
PC	0.0373333333333333
DEFB127	-0.1865
PDZRN4	2.11033333333333
FAH	0.95175
OR51E1	1.939
CDC2L6	0.179833333333333
DNTTIP1	-0.784
PAX8	-0.089
TMEM116	0.8615
C1orf150	-0.1285
PRO2012	-0.108
MRPL40	-0.0268333333333333
BEX1	-3.7645
SLC2A4	-1.21
PKMYT1	-0.59925
FEZF2	-0.2395
SLC26A9	-1.6685
MAP2	0.280666666666667
LYL1	-1.2315
SLC25A19	-1.155
NOS3	-0.117
ZNF34	0.796666666666667
TMPRSS11F	0.01025
FAM43A	-0.27825
FCRL4	0.26
KLF14	0.553
FLRT2	-0.312666666666667
WRN	-1.22225
SDF2	0.5327
KRT8P12	-0.28575
C6orf195	0.262
C9orf125	-1.85066666666667
DZIP3	-0.43525
RIT1	-0.5805
SCML1	-0.921833333333333
RHBDF2	-1.093125
OR2G3	0.333
REXO1L1	-0.2035
MAP3K7IP3	0.46
C3orf57	-2.66225
FBXW11	-0.932333333333333
ETAA1	0.27025
C14orf131	0.2037
AKT1S1	0.031
SLC12A5	-1.03857142857143
C9orf164	1.093
NRIP3	1.3075
NOS1AP	-1.1005
TMEM121	0.94375
SAP30BP	-0.1743
DGCR6	1.26925
WDR76	-1.704
FAM82B	-0.5855
LOC606495	-0.3995
MAP9	2.548
BCDIN3D	0.23325
CXorf36	3.431
DSCR3	-0.4586
ZFAND3	0.981125
C7orf43	0.166666666666667
SPSB3	0.6419
C19orf19	0.63325
FAM133A	-1.90875
C12orf25	0.38325
SLC39A3	0.5175
DISP2	-1.81275
PI4KAP2	-2.671
MKRN3	-3.09066666666667
ADAMTS13	-1.003625
CBLN3	0.7079
TTYH1	-1.349
C3orf18	1.56025
FLJ13236	1.18275
ZMYND12	2.7815
C18orf25	0.191
GLB1L3	-1.5445
ATP13A5	1.0745
RANBP10	-0.66175
CD96	-2.3199
DENND1C	-1.37325
RBMS3	0.5627
SLC41A3	-0.577666666666667
DGCR6L	1.2425
TMEM128	0.0713333333333333
CSNK1G3	0.451357142857143
MOBKL2C	0.936625
TSPAN6	-0.7375
MATN2	-2.4294
MSL2L1	-0.018
ST6GALNAC2	1.18833333333333
FGFBP2	-0.498125
FGL1	-6.779
MPP3	1.30233333333333
ARHGEF6	1.01716666666667
TGFBR2	-0.590625
ACMSD	6.019
IL33	1.10775
C9orf5	-0.475083333333333
DEAF1	0.2412
AMN	1.3225
DEFA6	0.102375
RNF212	-1.51125
METT5D1	-0.445666666666667
CIB1	1.6669
TSSK1B	0.02475
KIAA1727	1.62975
ZNF680	0.596916666666667
LOC399900	-1.234
LOC152217	-0.20825
CTNNAL1	-2.794
CIT	-0.747666666666667
TLE6	3.1445
ZNF607	-0.54175
HERC4	-1.2985
DRAP1	-0.1155
PEMT	-0.8755
C10orf111	-0.2575
ZNF575	2.326375
KCTD7	0.1715
MYO1F	0.41575
LOC285382	-0.13575
RAB11A	0.7586
PLCD3	-0.65
C15orf28	-0.5455
PTBP2	-0.371375
CTB-1048E9.5	-0.56625
C19orf60	0.504333333333333
C7orf25	0.265166666666667
SETD7	0.809
HOXB9	-4.396
VANGL1	0.4899375
CHAF1B	-1.67375
NDUFA3	1.521
KIAA1328	0.381833333333333
SHARPIN	-0.150625
TTC23	0.3835
UGP2	0.202583333333333
ANKIB1	0.4298
CIRBP	1.29428571428571
SEC14L4	-4.01283333333333
OVCH1	-0.0685
VPS52	-0.334
FAT	-0.74475
M6PRBP1	0.331
GPRIN3	-0.888
PPM1F	-1.213
TSR1	-1.65225
CCDC85A	1.89225
PCSK5	1.20425
ZFHX3	-0.179
HEMK1	-0.303
PGBD2	0.14025
RSRC2	-0.836166666666667
AURKC	-0.908333333333333
SCRIB	-0.214875
ORM2	-2.71866666666667
FAM115A	0.1071
FZD6	-2.68775
UNC119	0.169666666666667
GPX3	-1.4985
NOV	-0.935
CABC1	-1.03675
CDC42SE2	-1.0641875
EIF2S2	-1.4115
RNF130	0.537125
CKAP5	-1.03533333333333
RP11-413M3.2	1.416625
C10orf18	0.1737
TMEM93	-0.8975
DYX1C1	2.23675
KCNMB2	-2.052375
ANK3	1.61775
KRT5	-1.8085
CDH12	-1.976625
QRSL1	0.025
JUB	-0.81225
SHC4	-2.16075
CCL15	1.558
CCDC22	0.099
SNX24	0.3515
RARS	-0.65125
MORC2	-0.066125
FAM48A	0.09
MT1H	-0.695
PPP1R14C	-2.9685
FOXD1	-1.96942857142857
C1orf213	-1.7095
AMT	-1.7081
DSN1	-1.82425
PTPLAD2	2.42425
DIS3L	-0.1535
RASL11A	2.52
GPRC5B	-0.30025
FRMD7	0.15
STRN4	0.5505
KITLG	1.91877272727273
HDGF	0.0415
OR1S1	0.2385
SETX	0.5497
DDR2	-0.481875
KCTD12	0.4665
LYZL2	-0.88425
WDR52	0.1805
TMEM2	0.868125
ZNF579	2.1785
LOC200810	-0.193
TNFSF9	-2.333125
PPFIA4	-3.414
CNIH3	0.102833333333333
MAP4K4	-1.84935714285714
ROD1	0.8515
ALS2CR12	0.7155
DOCK3	-1.21516666666667
PAQR9	-4.75875
ASB17	0.483166666666667
STX16	-1.527625
FEZ2	0.19
DLAT	-0.910166666666667
KIF21B	-1.69983333333333
CDC5L	-1.1025
TMEM119	1.39233333333333
CRIP3	-0.46225
TPSD1	0.340666666666667
TEPP	1.3475
GNGT2	0.878
C21orf121	-0.348
WNK1	0.31325
FLJ10490	1.9274
OR51B5	-2.131
LOC203547	-1.22175
HAS1	-1.573
PPA1	-0.943166666666667
ST7	0.148625
C11orf46	-0.3416
POPDC3	-4.601
ACOX2	3.17133333333333
ATCAY	-0.177
TM4SF19	-1.49775
MFSD9	0.217666666666667
PDHB	-0.12475
ERN1	0.495
LCE3C	0.5155
GPR111	0.4
NOTCH3	3.47266666666667
ADAMTS5	2.95375
B3GALT1	-1.2645
UGCGL1	0.488333333333333
FAM58A	0.382833333333333
FBXO32	1.29025
CLPP	0.1125
NXPH1	0.64075
MTMR3	0.831333333333333
ATP1B3	-1.912
TMEM16A	3.85225
HIST1H3F	0.259666666666667
TRIM25	-0.5665
SDCBP2	1.6205
CRKL	-1.006
HOXB2	2.23183333333333
ANP32B	-0.2365
GATM	4.516
AP4E1	-0.770375
EDG5	0.633
CDKN3	-1.42166666666667
CDH4	-2.2665
PGD	-0.684833333333333
RND1	0.7215
GAD1	-2.2289
MPG	1.08975
LOC440350	-0.365
ZNF133	-0.2965
SERPINB12	0.171
AMELY	0.152166666666667
DHX36	-1.067
TNFAIP8L2	2.06733333333333
PHTF2	-0.280611111111111
CCDC112	-1.16133333333333
IQCC	-0.4895
HEYL	3.87383333333333
FTSJ2	-0.476833333333333
APPL1	0.280875
RAB43	0.611785714285714
OR10G2	0.2125
WAC	0.363333333333333
ADCY9	0.390625
RUNDC2B	0.893666666666667
PYCRL	0.7369
AGPAT7	-1.54666666666667
SLC22A9	-1.186
CDKAL1	-0.7205
PDYN	-1.0152
C20orf74	0.97475
MTMR11	0.325
VAV3	4.65825
DAPL1	2.57775
STXBP3	0.17025
EIF3G	0.28225
ARHGAP22	-1.4275
NPFFR1	0.814
NPC1	-0.6345
ALDH9A1	1.0215
ZNF600	-0.337
ZNF678	0.8145
RASSF1	-0.0600833333333333
ADD2	-3.852125
PITPNB	-0.336
PKD2L2	-0.00662500000000003
LRP11	-0.53775
CDKL1	-0.5225
SMEK2	0.7865
PRODH2	-3.23483333333333
C11orf54	-0.0803333333333333
SFRS11	-0.6665
IL7	-1.47683333333333
ALS2CR16	2.98125
BTG3	-2.42883333333333
PAK2	0.622944444444445
RP11-679B17.1	-1.21325
GATA4	-1.7735
ATP2B1	-2.234
LOC130940	2.531
C1orf172	2.67566666666667
ATF7IP2	-0.7365
SLC25A43	-0.71
CENTG3	0.56325
IGF2BP1	-4.2426
FCHSD1	0.0565
CAMK2N2	2.98866666666667
ELAVL3	-0.1197
NBPF15	-0.640666666666667
UBE2J2	-0.134416666666667
GNL2	-0.679
PRR3	-0.7976
NLF2	2.64575
OR4F6	-0.073
KLHL24	0.335333333333333
CCDC88A	-2.476
SGPP1	-2.4735
C10orf11	-0.943333333333333
SLC35B4	-1.41516666666667
UGT3A2	-1.1285
ARNT2	1.8695
CBR1	-0.026125
ITPR3	-0.488666666666667
TRAPPC6B	0.509
AMZ1	3.6775
ARP11	1.03075
WDSUB1	-0.04725
APBA1	0.163333333333333
RAB2A	0.3595
C6orf162	-0.726875
HPSE2	0.49075
PLCE1	1.0665
INSL3	-0.35075
DLG1	-0.5225
PTPLA	-2.77525
PIGX	0.313875
TFIP11	0.104666666666667
FIBIN	2.948
POLR2G	-0.408
GRAP2	-3.0133
DNAJB8	-0.12375
CNBP	0.342666666666667
WASF1	-3.415
INPP5E	-1.5141
HSPB1	1.0336875
TMEM167	-0.4477
CUBN	0.11175
IGF1	2.34975
ITPK1	0.2467
NAALAD2	-1.4345
G3BP1	-0.3088
NT5DC1	1.659375
CYP39A1	-2.1635
TMEM139	2.73833333333333
POLK	-0.801
GLULD1	-1.6435
RBM15	-1.00316666666667
AMZ2	-0.1205
GDF15	-2.22433333333333
MESDC2	-0.191
INCA	-0.166166666666667
ACY1L2	-3.2445
GZMM	-1.16083333333333
PAIP1	-0.53575
CACNA2D1	1.9115
STK32C	-0.879333333333333
SH3BP4	1.13433333333333
DEC1	-0.002
PADI1	-0.185
UBB	0.1069
PON3	-3.3675
PROP1	1.24
ANKRD13B	-0.2585
ADCK1	-0.2045
TCF25	-0.185
SLC38A5	-2.2615
CXorf26	0.0495
C19orf39	1.345
PPP1R13B	1.70775
ARL2	-1.0765
TCL6	0.205166666666667
TOP3A	-0.702
SLC16A14	1.714625
FXYD6	0.787333333333333
HIST1H4E	0.15275
BBC3	1.58084210526316
UNC5A	0.718833333333333
FAM86C	-0.1607
PI4KB	-0.33225
B3GAT1	-4.566
SUSD2	2.05283333333333
OAZ2	-0.508
NOC4L	-0.1045
C10orf12	-0.09675
FADS1	-2.396
LOC144097	-0.3645
DKK2	0.275833333333333
KIAA1949	-0.55875
RHOT1	0.0148
OXT	2.15283333333333
GPR153	2.7385
ARL4A	-1.76816666666667
SAAL1	-1.851
CCDC64	0.2305
USE1	0.259
HNMT	1.2085
PCGF3	0.1515625
CYP2C19	0.526
C20orf4	0.188
CCDC11	1.74625
ACSBG2	-0.0265
RWDD2A	-0.3255
PALLD	2.051625
CPLX4	-0.063
LOC492311	0.57975
KPNA2	-1.84383333333333
MACROD1	-0.0963
TMCO3	-0.938
C15orf52	-0.861166666666667
BIRC5	-1.19906666666667
PRR16	-0.643166666666667
