Hybridization REF	TCGA-A8-A07F-01A-11R-A00Z-07
SMARCD1	-0.2435
ZFP106	-0.20175
ZNF347	0.6467
GTF2E1	0.5665
RY1	-0.873333333333333
ATAD2B	0.078375
ARHGAP17	-0.2242
KCNIP3	-1.19775
SFPQ	-0.00587499999999999
GFRA4	0.221
AKR1B10	-4.4625
TIGD6	1.42683333333333
RGS16	1.5895
URB1	0.078
OR4C46	0.138166666666667
TOP3B	-0.94475
NFATC4	0.0615
CA14	-3.89075
BMPR1A	0.187666666666667
SNRP70	-0.979
PRL	0.107166666666667
C6orf130	-0.91225
STAG2	0.07175
CD55	-0.742928571428571
RPS23	0.7355
SSX2	-1.3925
FDPSL2A	-0.22425
FBXO27	-0.775625
SYNGR3	-1.00933333333333
TMSL3	2.13075
EML1	-1.7635
NUP93	-0.674166666666667
SMAD3	-1.6086
KIAA1189	-0.0513333333333333
HNRPUL2	0.3325
TBC1D12	0.914833333333333
C16orf24	1.63475
MRVI1	2.53433333333333
ZNF581	0.0873333333333333
ELOVL3	-1.0595
OR51Q1	0.2635
CACNB3	2.256
GALNT13	-2.11425
C10orf84	1.1433125
NEDD4	-0.4843
SPO11	0.8425
OR5AU1	0.2155
NEK4	-0.044
PRKAR2A	-0.292333333333333
IHPK1	-0.485833333333333
ATP6V0B	0.034625
CACNA1E	0.748
CEACAM8	0.0171666666666667
PEX14	-0.389
FLJ12993	1.1535
ZBTB38	-0.486333333333333
PCTK2	0.490166666666667
LRRC16	0.6835
FBLIM1	1.07908333333333
FYCO1	0.89375
RP5-1022P6.2	-1.02883333333333
CMTM1	1.037
PLTP	0.520833333333333
RAPH1	0.586625
DOCK8	1.788875
EZH2	-1.30366666666667
SLC25A1	-1.02566666666667
PLEKHB1	0.0161
GRB7	0.7701
ZFP37	1.248
MRPL33	-0.67525
PELO	-0.135
ARMC1	-0.120181818181818
C9orf27	0.03425
FLJ25778	0.5095
C9orf37	-0.985
TMEM66	0.94625
SPRN	0.64725
HBEGF	0.084625
PI4KA	-0.7565
LEPRE1	-0.4985
POU2AF1	-2.999875
MRPL12	-0.372666666666667
REP15	-0.3755
ZC3H3	0.2945
RASAL1	-1.482
DDAH1	1.33325
ACBD5	0.734875
TMC2	-0.2195
CCDC137	-0.839
SAMD13	1.04633333333333
UGT2B15	-0.311333333333333
TIPARP	0.43625
DNASE1L3	-0.07875
TRIM72	1.103
DBX2	1.59325
IPO8	-0.083
C21orf88	-1.684
MAP3K14	0.51625
LOC51233	0.503833333333333
GGTLA4	1.04675
PDE6D	-0.18275
ZNF117	-0.132
CLK2	-0.079875
NKRF	-0.34825
TNFSF15	1.5175
DUSP2	-0.25975
SECISBP2	0.8208
GABRR2	0.383
PPAP2C	2.10325
LOC51145	-0.0288333333333333
PAG1	-0.006375
PIK3C3	0.252
GNG10	0.2835
APOL4	0.342833333333333
ANKRD28	-0.67175
STMN3	-1.9936
RAB14	1.1853
CDK2AP2	-0.1925
HDDC3	-0.5345
COMMD7	0.283
CXXC1	-0.07625
HMCN1	-0.3435
CD40	0.38475
DYNC1LI2	-0.1155
GDI1	0.07325
LOC646938	-0.155
VSNL1	-1.46733333333333
PIH1D1	-0.498166666666667
RAET1G	1.469
KRTAP5-9	-0.716
EFTUD2	-0.21625
ZNF311	1.70783333333333
ATP6V1G3	0.377
OR2W3	0.68725
SCN4A	-0.11175
MED10	-1.20875
FAM135A	-1.1274
ARHGAP4	-1.314
EHMT2	-0.25625
UFD1L	-0.83625
ERMP1	1.12425
MAG1	-2.05466666666667
THAP8	0.932166666666667
HACE1	-0.136
FAM82C	0.407833333333333
C3orf20	-0.2045
UNC84A	0.0103333333333333
SCD5	-0.586571428571429
LASS6	1.353375
LSG1	-0.3645
MAL	-5.14275
GPR22	0.0985
WDR5B	0.11925
ACTRT1	-0.173
C17orf60	0.5445
GRIN2C	-0.1363
ARMC8	-1.23175
SLC47A1	-2.25533333333333
DMPK	0.1435
DHRS13	-0.992
SMC1A	-0.490833333333333
KRTAP17-1	0.32725
SMYD5	-0.68925
TUSC2	-0.12875
CRHR2	0.3855
KIR3DL2	0.5905
CCDC104	-0.147
ATP2C1	0.51425
CROT	2.56075
PABPC3	-0.562666666666667
EGR1	-0.945333333333333
THSD1	0.61525
KHK	-0.87825
SLC12A2	1.16625
CD58	-0.858
STOX2	-1.77683333333333
CCDC76	-0.7871
CCDC48	2.13825
DNAH1	0.0185
ZIC4	-0.124
OR1G1	0.8805
PSMC6	-0.673833333333333
PROKR1	0.1985
ABCB1	-0.86225
TRAT1	-0.57925
LLGL1	0.28
MTF1	0.71675
USP54	1.2945
PAGE2B	-2.605
ITGB7	-3.69725
CCDC81	-0.2495
LOC149837	0.41225
SCUBE1	1.0515
ZSCAN10	0.6005
HUWE1	0.0340714285714286
CDH17	0.2715
CD180	1.1205
IL17A	-0.10325
TMPO	-1.273875
KIAA1524	-1.66683333333333
HDGFRP3	-2.26933333333333
OXCT1	-1.48327272727273
RRAS2	-0.0448333333333334
LTBP2	2.968375
SV2B	1.84233333333333
CYP2A6	1.243625
PKD1L2	-0.383166666666667
PPM1M	0.29
FLJ22662	2.1375
ZNF502	1.08675
GP6	-0.71825
CRYBA2	-1.06525
LEF1	-2.1718
CTPS	-1.946
EYA1	-2.95983333333333
EPS8L1	1.73025
MAPK14	-0.0584166666666667
SERPINB2	-4.94425
GTF2F2	-0.217333333333333
ZNHIT4	-0.223
PLA1A	-0.474125
C20orf114	4.32575
HPR	-4.3505
C18orf2	-3.703
SATB2	-2.69725
KCNJ9	0.16475
MGC157906	0.752
MOCS3	0.5085
C17orf71	0.374666666666667
PPHLN1	-0.1091
HIST1H2BN	-1.115
RAPGEF1	-0.01275
MAP3K8	0.09875
DLG4	-0.198666666666667
STC1	1.32475
CDGAP	1.51875
DDX26B	-1.85025
LOC150223	-1.57675
CPSF3	-0.983833333333333
TMEM14A	0.66225
MYH3	-2.4925
GPKOW	0.12575
SULT1A1	-0.1865
SPON1	3.2075
YY1AP1	1.09716666666667
RAB23	0.404
PLA2G4A	-3.91175
MAPRE3	-0.25375
ZNF516	-1.27964285714286
GGPS1	1.907
EXOC3L2	-0.378375
C19orf42	1.0575
MAP2K2	-0.0556666666666667
HIST1H2BB	-1.37525
RNF19B	0.708166666666667
C6orf128	-0.3085
TLR8	3.2775
PCDHA9	-0.417
CARS2	-0.02475
CLUL1	3.90716666666667
RHAG	-3.70783333333333
UNK	-0.3935
EXOC8	0.814
C9orf95	0.92125
C14orf143	0.437833333333333
MAML3	0.0365
LDHA	-1.274
MRPL20	0.154875
KLHDC6	0.465666666666667
ATP5S	-0.7995
C8orf55	0.47025
PHF19	-2.125125
KRTAP13-4	0.4855
TTC5	-0.26175
XKR5	-0.44875
SILV	-4.34716666666667
TEX28	-0.9485
TCTN1	1.523
CX40.1	0.1915
PPP2R5C	-0.61325
C12orf30	-0.903333333333333
CAPG	1.782
MPZL1	1.56945
ARSB	-0.889333333333333
TDH	-1.541
WASF4	-0.095
TSSK3	-0.884833333333333
7A5	2.3675
CRISPLD1	0.833625
MAD1L1	-0.505333333333333
SPIN4	-0.498166666666667
AMPD1	-0.18575
DPYSL5	0.5585
INPP1	-0.921
ANKRD11	-1.29055555555556
NPAS4	-0.121
GCET2	0.2849
RNASE9	0.4505
GUCY2D	0.467833333333333
CCDC98	0.27675
FGF4	-0.368875
CPM	-1.0695
SLC26A4	-1.954
PLD5	2.61625
FAM59A	1.3544
FBXO5	-1.95111111111111
SIPA1L1	-0.625125
DPYS	0.73625
ATG4D	-0.2055
TGM3	0.7795
MTCH1	0.157125
HK1	0.0463571428571429
CDC26	0.553875
GALNT12	-3.51833333333333
LOC339229	0.428
MRPL35	-0.319625
ORC4L	-0.222625
TNKS	0.158428571428572
C2orf24	0.2185
ZNF553	1.0215
GGTLA1	2.7499
ZNF497	-0.1105
CDY1B	0.59975
SLC30A4	0.12475
TUB	-1.445875
ARHGEF18	0.42125
ARRB1	1.075
KCNK1	2.423875
EREG	-3.034
SCAMP5	-1.07975
RUNDC3B	2.2195
ADAMTS20	0.22275
IL17RB	-0.488625
FLJ20323	-0.06475
MCAM	-0.119375
POLR3E	-1.09633333333333
AQR	0.179833333333333
IPMK	0.3435
CDCA7	-2.66975
CAMP	0.3985
GRHL3	2.6305
ADAMTSL2	0.881
CLMN	1.3885
SSTR3	0.3615
MAGEA5	-2.31366666666667
OVOL2	3.463
JMJD1B	0.3685
RBL2	0.3308
PYGO2	1.40575
PPP1R10	0.443833333333333
CSE1L	-0.892333333333333
LCA5	0.0855
RDH16	0.04825
ASRGL1	-0.091125
TOM1	0.126666666666667
PTX3	-6.5015
TTC15	0.23225
SCGB3A1	1.6475
MRPL50	0.24625
RCAN3	-0.038625
SLC26A11	1.28825
STYX	0.0341666666666666
CINP	-0.27075
MARCH7	-0.5845
PFKM	-1.33983333333333
SGMS1	0.867166666666667
RIOK3	-0.5054
C1orf110	0.437
CES7	0.0695
LOC440248	-2.385
PPP1R12C	-0.25325
C10orf27	0.847
ATG9A	-0.70775
MRPS26	0.868375
TMEM40	-0.66475
ELP3	0.1827
ZNF787	0.3318
HIAT1	0.15475
C8orf34	1.5905
MGC4655	0.3779
PELI1	0.214333333333333
PPT1	-0.0777
SLC35C2	0.0706666666666667
C6orf125	-0.527
MUC4	-1.70766666666667
RFC4	-2.134
GNB2	0.7175
NUP50	0.108357142857143
SULT4A1	-1.59066666666667
C7	0.531857142857143
CCDC130	0.0173333333333333
ARRDC4	-0.328
RQCD1	-0.583
GLYCTK	-0.78075
AYTL2	-0.836363636363636
MTUS1	1.8282
LEMD3	0.308166666666667
PLEKHF2	1.689
HOXA7	-0.557625
GTF3C2	-1.335
DYNLRB2	3.8005
CNOT10	-0.47975
MR1	0.491666666666667
FFAR1	0.04175
PRIC285	0.12075
SLITRK6	3.65475
LIX1	-2.2439
UBE1L2	-0.35375
F8	1.502625
ACHE	0.260333333333333
KPNA5	0.41775
TNFRSF12A	-0.864
EGR3	-1.122
SERPIND1	-3.3675
OASL	2.2395
IFRD1	-1.14
WDFY1	-0.4445
ZNF267	0.19425
ACCN5	0.2525
ZBTB6	0.21625
PPP1R3A	0.004
PRRT3	0.93625
FBXL19	-0.3405
TXNIP	1.02921428571429
ACTN2	-1.79825
ATG9B	-0.425875
C9orf117	1.47525
IL27	-0.7015
RPL36AL	-0.291
KLK15	0.1425
CHAD	1.3015
RAP2B	-0.1812
HEBP2	2.22475
ZNF342	0.6815
CAMK2G	0.0286666666666667
TLR3	2.07675
FGF14	0.18775
HMGB2	-1.18375
TRPM5	-0.305166666666667
OR5M11	0.2755
KIF3B	0.775368421052632
PRICKLE2	-0.2335
MTMR9	0.80025
C3orf27	0.2395
GLRA3	-2.20616666666667
NSDHL	0.1855
TMEM32	-0.5355
POLR2D	-1.02291666666667
MYADML	0.5285
C9orf114	0.148
MRGPRX1	0.245
TOPORS	1.0665
CLDN19	-0.4135
C1QL4	-0.3035
RNF165	-0.7985
DHRS9	-0.1105
DNAH2	-0.666833333333333
FXR1	-1.23716666666667
ZMYM3	0.10525
CASP3	0.4825
FAM120C	-0.700125
SCLY	-1.428
CA7	-0.0045
ENTPD5	-0.380166666666667
ZNF461	0.36
PDIA5	-0.8385
C1orf19	0.0798333333333333
TMEM67	0.5095
KCTD20	0.05525
WDR47	0.5055
FLJ38723	-0.1525
KLRF1	0.299333333333333
TAS2R16	0.315
CLDN12	0.11075
PRKCE	-0.459
UBXD4	-0.631
ITGAM	3.59033333333333
GLT8D3	-0.28625
WDR31	2.07
RGS2	0.0845
OR51L1	0.1075
MST1R	0.6945
KIAA1737	0.932
OR4A5	1.015
GLIS1	-1.0195
PTMA	0.158357142857143
NAPA	0.97025
PRDM11	0.54425
LIPF	0.905
DIRAS3	1.3775
ASGR2	-3.831125
C1QTNF4	1.291
PIK3R4	0.228833333333333
ARMC3	6.475
NDUFV3	-0.3375
BTBD3	-0.2525
PPP1R2	0.18
UBE2NL	0.43
FOSL2	0.8825
FAM119A	-1.52266666666667
TUBA4A	-1.0824
KRTAP12-1	0.2475
SFRS2	-0.90175
RHPN1	-0.3281
EEF2	-0.131333333333333
ZDHHC11	-1.91566666666667
EPHA3	-1.6717
RBM12	-0.65525
H2AFJ	1.29575
EDIL3	0.466
KIF26A	-1.69325
SERGEF	0.23825
B3GALT4	3.059
LOC90925	1.12333333333333
OSCAR	0.11625
NPFF	0.18525
DEDD	1.11875
TMEM155	-0.175125
PTPN1	-0.583
SCYL2	0.950333333333333
SKAP1	0.564
LEAP2	-2.27483333333333
GADD45G	1.9886
IFITM3	1.3015
PILRB	-0.740666666666667
SLU7	0.0225
DSC3	0.32925
DNMT3L	-1.50775
PAPD5	-0.289375
B3GNT3	-2.28033333333333
LHCGR	1.2175
MSL-1	0.7115
UBE2S	-1.8385
SAP130	-0.406
ANAPC11	0.73725
MAGED4B	-2.428
ATP6V1B2	0.882833333333333
C14orf179	0.866625
CAPZA1	-0.28925
CDYL2	0.587833333333333
GLRX3	-0.657
LOC136288	-1.36466666666667
MOBKL1A	-0.14225
HTR2B	3.77225
CRYGD	0.0998333333333333
NUS1	-0.313166666666667
PGRMC1	0.0145
MYOM2	0.12525
FLJ39653	-0.332833333333333
CHM	-0.0308
OR5M8	0.151
ZNF619	0.343
FAM105A	0.7455
CCNL1	-1.595625
NAP1L3	-0.3445
C10orf57	2.0305
B3GALNT1	1.03083333333333
CSN1S2A	0.252
TCP10L	0.1915
GDAP2	-0.154875
DMKN	-1.17583333333333
COX6B1	0.21025
DNASE2	1.3675
MSH5	-1.147
LGMN	0.240875
USP31	0.0082
OR13C8	0.3005
SDCBP	1.0088
NUDT11	-2.681
PYGL	-2.23016666666667
SNPH	1.34666666666667
B3GNT4	-0.109
MIZF	0.1613
NUBPL	-0.31125
NOD1	0.439333333333333
CDH22	0.456875
NUBP1	0.376333333333333
DSCAM	-3.521
DGKI	0.385
FAM136A	-1.22475
AKAP1	0.176666666666667
SLC16A6	-0.97125
RIN3	0.4665
PSG2	0.16375
DIP2B	0.143083333333333
PSORS1C1	0.9474
KIAA0495	-0.201
FLJ90709	0.210166666666667
LPA	-0.3025
PIGA	-0.211333333333333
LY75	2.295
UTS2	-5.75583333333333
RREB1	0.432
GALNACT-2	0.6109
MGC3196	-0.252
FLJ31568	0.777
LPHN1	-1.002875
SP1	1.05675
TOX4	0.1845
HSPA9	0.0968
APOBEC1	0.2645
SLC35E4	-0.87475
LSM5	-0.39525
SURF1	0.866
ZBTB1	0.486333333333333
GTF2F1	-0.198625
RPS15A	-0.204142857142857
DUSP21	-0.791333333333333
GINS4	-2.2855
MYO15A	-0.343666666666667
GIMAP7	3.93525
MGC13379	1.27175
ATP6V1E2	-0.465166666666667
UTP3	0.31775
HNRPA3	-0.97675
MT4	-0.4845
C14orf155	0.312
U1SNRNPBP	0.846
CKLF	-0.8
PLEKHN1	-0.0465
MBNL1	-0.6615
NUP160	-0.721
ACSM2A	-2.003
LOC129881	1.22125
KIAA1529	0.325
FLJ22639	-1.45575
HAND1	-1.3605
GSX1	0.4015
FGA	-4.406125
SERPINB1	0.02925
ZNF642	0.546
IGFBP1	-7.948625
SLC1A1	1.382
DHX57	-0.618
ZNF766	1.048
PTPN21	0.7519
GDPD3	-1.33566666666667
PNPLA5	-0.2135
TBR1	0.525
FAM116A	-0.22275
IQGAP1	0.40475
FOS	-0.859
ZNF226	0.162125
FIGNL1	0.189
C14orf1	-0.0798333333333333
ZMYND17	-0.3905
PUS7	-0.404666666666667
TUBB6	-0.878625
KCNQ2	-1.08075
MARCH6	-0.376
CCDC33	0.067
PRODH	2.19425
RBM11	2.33175
EPHA6	0.480857142857143
SLC43A1	-1.05425
LOC196541	0.154875
NTN1	0.865583333333333
ING4	1.0765
PCDHB10	0.166
DPH2	-0.631833333333333
SPACA4	-0.00200000000000001
FBXL21	-4.3695
DIAPH1	-0.402333333333333
ZNF71	0.972
CEP76	-0.1605
CORO1A	-0.62425
RRM2	-3.115375
EDG4	1.42375
OS9	0.138166666666667
SLC4A1AP	-0.45925
COG5	0.1205
COPS8	-0.20475
NGLY1	-1.467
NCBP2	-0.212125
C17orf42	0.391
GPSM3	0.252625
SIL1	1.21
ASB6	0.058
SMAD5OS	0.266833333333333
UNC93A	-3.685875
A1BG	-0.157166666666667
C21orf62	0.031
FMO5	0.955666666666667
ATRIP	1.23183333333333
CEBPG	-0.00966666666666665
C7orf38	0.604833333333333
TNFRSF1B	0.656833333333333
CLEC1A	1.46616666666667
IQSEC1	-0.295875
PATZ1	1.3152
RBM22	0.29125
BAG2	-1.72983333333333
PAQR5	-1.1915
C9orf127	1.4472
THNSL1	0.64475
SHROOM3	3.3733
JAM2	1.145
SNRPN	-2.1045
ALX4	0.17
CACNA1S	0.3925
FAM130A1	1.24075
CORIN	2.816
CD300LB	0.7315
PLEKHG6	1.084
LRRC40	-0.38925
PCLKC	-1.15975
PCDHB16	-0.339333333333333
WNT2B	-0.549666666666667
ASNS	-1.97822222222222
MRPL49	0.577875
FLJ46111	-0.74275
ISG20	-0.404
SMU1	-0.051
CASZ1	1.048
POLR1D	-0.683083333333333
GIN1	0.19375
SNAG1	0.919833333333333
ANKRD29	-2.085
CDKN2AIP	0.05675
KRR1	-0.29925
CXCL1	-4.138
EPM2A	0.5182
PC	-0.334333333333333
DEFB127	0.149
PDZRN4	0.287833333333333
FAH	0.15675
OR51E1	2.1175
CDC2L6	0.247666666666667
DNTTIP1	-0.58675
PAX8	0.04675
TMEM116	0.87025
C1orf150	0.232
PRO2012	0.479
MRPL40	-0.4985
BEX1	-3.8024
SLC2A4	-1.37833333333333
PKMYT1	-1.28575
FEZF2	-0.647
SLC26A9	-2.028
MAP2	0.5775
LYL1	-1.05975
SLC25A19	-0.729
NOS3	-0.412
ZNF34	0.992666666666667
TMPRSS11F	-0.177
FAM43A	-0.57075
FCRL4	-0.271
KLF14	-0.061
FLRT2	-0.705
WRN	-0.6635
SDF2	0.9025
KRT8P12	-0.60525
C6orf195	0.0695
C9orf125	-1.57633333333333
DZIP3	-0.204625
RIT1	1.207
SCML1	-0.098
RHBDF2	0.301625
OR2G3	0.037
REXO1L1	-0.341
MAP3K7IP3	0.37325
C3orf57	-4.88075
FBXW11	-0.473833333333333
ETAA1	-0.77025
C14orf131	0.1201
AKT1S1	-0.24625
SLC12A5	-1.058
C9orf164	1.3565
NRIP3	-0.542714285714286
NOS1AP	-0.3265
TMEM121	1.234
SAP30BP	-0.057
DGCR6	0.3795
WDR76	-1.58025
FAM82B	-0.15375
LOC606495	-0.0805
MAP9	2.51625
BCDIN3D	1.638
CXorf36	3.39866666666667
DSCR3	-0.3144
ZFAND3	0.55875
C7orf43	0.350333333333333
SPSB3	1.011
C19orf19	0.1955
FAM133A	-3.0495
C12orf25	0.9595
SLC39A3	-0.128
DISP2	-0.0415
PI4KAP2	-1.852
MKRN3	-2.93533333333333
ADAMTS13	0.19975
CBLN3	0.1096
TTYH1	-1.1385
C3orf18	-0.20225
FLJ13236	0.3405
ZMYND12	4.38575
C18orf25	0.398875
GLB1L3	-1.2055
ATP13A5	0.129
RANBP10	-0.0355
CD96	-0.7434
DENND1C	-0.4445
RBMS3	-0.2641
SLC41A3	-0.41
DGCR6L	0.372
TMEM128	1.0305
CSNK1G3	0.637714285714286
MOBKL2C	0.710125
TSPAN6	0.123375
MATN2	1.2196
MSL2L1	-0.578833333333333
ST6GALNAC2	0.302833333333333
FGFBP2	-0.119
FGL1	-6.52266666666667
MPP3	0.503166666666667
ARHGEF6	1.6995
TGFBR2	-0.200625
ACMSD	0.165
IL33	1.39225
C9orf5	-0.141833333333333
DEAF1	0.9937
AMN	0.0925
DEFA6	-0.015
RNF212	0.1025
METT5D1	1.34033333333333
CIB1	0.049
TSSK1B	0.33175
KIAA1727	1.43125
ZNF680	1.06933333333333
LOC399900	-0.3455
LOC152217	-0.551083333333333
CTNNAL1	-1.9515
CIT	-2.03991666666667
TLE6	-0.87425
ZNF607	-0.48775
HERC4	-0.9015
DRAP1	-0.2221
PEMT	-0.43
C10orf111	-0.8885
ZNF575	0.907625
KCTD7	-0.217
MYO1F	0.729125
LOC285382	1.87025
RAB11A	0.3115
PLCD3	-0.7515
C15orf28	-0.015
PTBP2	-0.97375
CTB-1048E9.5	0.231375
C19orf60	0.0805
C7orf25	0.783333333333333
SETD7	0.849
HOXB9	-4.6175
VANGL1	-0.2505625
CHAF1B	-1.2975
NDUFA3	0.46925
KIAA1328	0.451833333333333
SHARPIN	0.242125
TTC23	0.0155
UGP2	0.14575
ANKIB1	0.5589
CIRBP	1.07428571428571
SEC14L4	-3.24116666666667
OVCH1	0.340833333333333
VPS52	0.3505
FAT	-0.017
M6PRBP1	0.06325
GPRIN3	0.844
PPM1F	-0.980166666666667
TSR1	-0.3665
CCDC85A	3.97275
PCSK5	2.0465
ZFHX3	0.1795
HEMK1	-0.3122
PGBD2	0.657
RSRC2	-0.0636666666666667
AURKC	1.84116666666667
SCRIB	0.275125
ORM2	-4.52433333333333
FAM115A	0.7797
FZD6	-0.205375
UNC119	0.379
GPX3	-1.2267
NOV	-1.126875
CABC1	0.612875
CDC42SE2	0.1214375
EIF2S2	-0.4798
RNF130	0.98975
CKAP5	-0.153166666666667
RP11-413M3.2	0.729625
C10orf18	0.2603
TMEM93	0.5045
DYX1C1	1.72875
KCNMB2	-2.15671428571429
ANK3	1.53175
KRT5	-1.3221
CDH12	-1.344125
QRSL1	0.307
JUB	-0.36925
SHC4	-2.2085
CCL15	1.16983333333333
CCDC22	0.475
SNX24	-0.0575
RARS	0.05975
MORC2	0.92575
FAM48A	-0.166
MT1H	-2.2125
PPP1R14C	-2.49616666666667
FOXD1	-2.591
C1orf213	-1.977
AMT	-1.9354
DSN1	-0.882
PTPLAD2	2.07
DIS3L	-0.49175
RASL11A	1.61225
GPRC5B	-0.047625
FRMD7	0.397
STRN4	-0.01825
KITLG	2.66040909090909
HDGF	-0.7325
OR1S1	0.419
SETX	0.202
DDR2	0.09075
KCTD12	1.6885
LYZL2	-0.26
WDR52	-0.56
TMEM2	1.042
ZNF579	0.5055
LOC200810	0.16175
TNFSF9	-2.103375
PPFIA4	-3.57225
CNIH3	1.25083333333333
MAP4K4	-1.417
ROD1	0.593571428571429
ALS2CR12	0.698333333333333
DOCK3	-1.55283333333333
PAQR9	-4.54625
ASB17	0.4875
STX16	-1.582375
FEZ2	0.428833333333333
DLAT	-0.0343333333333333
KIF21B	-0.883166666666667
CDC5L	-0.241
TMEM119	1.21666666666667
CRIP3	-1.383
TPSD1	1.92916666666667
TEPP	0.24925
GNGT2	1.37525
C21orf121	1.60775
WNK1	0.03475
FLJ10490	0.9125
OR51B5	-2.3995
LOC203547	-0.4515
HAS1	-1.2845
PPA1	0.217833333333333
ST7	0.1005
C11orf46	1.3564
POPDC3	-4.16983333333333
ACOX2	-1.82333333333333
ATCAY	-0.5185
TM4SF19	-0.06525
MFSD9	-0.183666666666667
PDHB	-0.39725
ERN1	-0.06575
LCE3C	0.0285
GPR111	0.1335
NOTCH3	1.7435
ADAMTS5	0.471
B3GALT1	-0.691
UGCGL1	0.164333333333333
FAM58A	0.510833333333333
FBXO32	2.3845
CLPP	-0.226
NXPH1	0.13625
MTMR3	0.795833333333333
ATP1B3	-0.967875
TMEM16A	3.901125
HIST1H3F	0.178166666666667
TRIM25	0.107333333333333
SDCBP2	0.377
CRKL	-0.68725
HOXB2	-0.358833333333333
ANP32B	-0.27775
GATM	2.0355
AP4E1	-0.5865
EDG5	0.28475
CDKN3	-2.22033333333333
CDH4	-3.02075
PGD	-0.348166666666667
RND1	1.5735
GAD1	-2.8947
MPG	0.61225
LOC440350	-0.4705
ZNF133	0.07375
SERPINB12	0.2985
AMELY	0.1474
DHX36	-1.3275
TNFAIP8L2	3.03316666666667
PHTF2	-0.215
CCDC112	-0.139
IQCC	-0.5065
HEYL	2.88916666666667
FTSJ2	-0.129166666666667
APPL1	-0.0215
RAB43	0.585928571428571
OR10G2	0.0095
WAC	0.515833333333333
ADCY9	1.036
RUNDC2B	0.067
PYCRL	1.0247
AGPAT7	-1.59133333333333
SLC22A9	-1.218
CDKAL1	-0.2515
PDYN	-0.568
C20orf74	-0.76125
MTMR11	1.686
VAV3	4.25308333333333
DAPL1	1.48025
STXBP3	-0.014
EIF3G	-0.554
ARHGAP22	-0.96
NPFFR1	0.537
NPC1	-0.523333333333333
ALDH9A1	1.02383333333333
ZNF600	0.730125
ZNF678	0.2725
RASSF1	-0.0730833333333334
ADD2	-2.91625
PITPNB	-0.339
PKD2L2	-0.253125
LRP11	-1.07075
CDKL1	0.387
SMEK2	-0.1255
PRODH2	-3.26116666666667
C11orf54	0.913333333333333
SFRS11	-0.841833333333333
IL7	0.625
ALS2CR16	0.23725
BTG3	-1.0825
PAK2	0.115833333333333
RP11-679B17.1	-0.513
GATA4	-1.73916666666667
ATP2B1	-0.09225
LOC130940	0.642
C1orf172	2.82933333333333
ATF7IP2	-0.98225
SLC25A43	0.1805
CENTG3	-0.240166666666667
IGF2BP1	-4.2981
FCHSD1	0.0485
CAMK2N2	0.668
ELAVL3	-0.1955
NBPF15	0.652
UBE2J2	-0.00625000000000001
GNL2	-1.17425
PRR3	-0.4523
NLF2	0.68425
OR4F6	0.2635
KLHL24	0.711833333333333
CCDC88A	-1.8884
SGPP1	-0.9215
C10orf11	-0.301166666666667
SLC35B4	-0.846833333333333
UGT3A2	-1.0415
ARNT2	1.3296
CBR1	-0.80925
ITPR3	-1.0125
TRAPPC6B	-0.6304
AMZ1	0.6785
ARP11	1.2425
WDSUB1	0.745
APBA1	0.588166666666667
RAB2A	0.9658
C6orf162	0.410875
HPSE2	0.055
PLCE1	1.81875
INSL3	0.0175
DLG1	-0.4025
PTPLA	-3.16625
PIGX	-0.363125
TFIP11	0.294166666666667
FIBIN	2.4705
POLR2G	0.4705
GRAP2	-1.2909
DNAJB8	0.30475
CNBP	-0.277
WASF1	-1.659
INPP5E	-0.3335
HSPB1	0.2555625
TMEM167	-0.0814
CUBN	0.40075
IGF1	1.9265
ITPK1	1.185
NAALAD2	-1.12328571428571
G3BP1	0.4703
NT5DC1	0.783125
CYP39A1	0.0115
TMEM139	2.19283333333333
POLK	-0.1167
GLULD1	-1.421
RBM15	-0.512333333333333
AMZ2	0.61575
GDF15	-0.974666666666667
MESDC2	-0.943
INCA	0.929
ACY1L2	-2.605
GZMM	-0.3405
PAIP1	0.53375
CACNA2D1	-0.3945
STK32C	-0.416666666666667
SH3BP4	1.15816666666667
DEC1	0.575
PADI1	0.2435
UBB	0.6288
PON3	-2.23366666666667
PROP1	0.7
ANKRD13B	-0.5845
ADCK1	0.5325
TCF25	-0.17225
SLC38A5	-2.80675
CXorf26	0.640166666666667
C19orf39	0.6875
PPP1R13B	0.86775
ARL2	-0.623
TCL6	-0.04075
TOP3A	-0.1245
SLC16A14	2.052
FXYD6	1.30583333333333
HIST1H4E	-0.224
BBC3	0.638105263157895
UNC5A	0.663833333333333
FAM86C	0.1146
PI4KB	1.051875
B3GAT1	-3.47575
SUSD2	1.27166666666667
OAZ2	-0.034
NOC4L	-0.2465
C10orf12	-0.0365
FADS1	-3.4275
LOC144097	-0.253
DKK2	1.6795
KIAA1949	0.30975
RHOT1	0.277
OXT	0.788666666666667
GPR153	0.56925
ARL4A	-0.316833333333333
SAAL1	-0.84025
CCDC64	-0.6805
USE1	-0.1815
HNMT	0.794
PCGF3	0.36475
CYP2C19	0.402
C20orf4	0.5075
CCDC11	2.23575
ACSBG2	-0.658
RWDD2A	1.0795
PALLD	2.2225
CPLX4	0.5765
LOC492311	0.80175
KPNA2	-1.32566666666667
MACROD1	0.1275
TMCO3	-0.739333333333333
C15orf52	-0.586833333333333
BIRC5	-1.70293333333333
