Hybridization REF	TCGA-AN-A0XT-01A-11R-A109-07
ZNF434	0.919833333333333
SMARCD1	-0.775166666666667
ZFP106	0.41425
ZNF347	0.5702
GTF2E1	-0.29625
RY1	-0.4045
ATAD2B	0.64925
ARHGAP17	0.4198
KCNIP3	-0.57325
SFPQ	0.06475
GFRA4	0.205166666666667
AKR1B10	-3.991375
TIGD6	0.5985
RGS16	1.49325
URB1	-0.572666666666667
OR4C46	-0.0701666666666667
TOP3B	-0.9725
NFATC4	-0.4455
CA14	-3.479
BMPR1A	0.349333333333333
SNRP70	-1.16525
PRL	0.0240833333333333
C6orf130	-0.71625
STAG2	0.7155
CD55	-0.851428571428571
RPS23	0.978
SSX2	-1.5975
FDPSL2A	-0.94775
FBXO27	0.17
SYNGR3	-1.39066666666667
TMSL3	1.6455
EML1	-1.408
NUP93	-1.29541666666667
SMAD3	1.5726
KIAA1189	-0.136166666666667
HNRPUL2	0.7685
TBC1D12	2.17583333333333
C16orf24	1.26275
MRVI1	0.938166666666667
ZNF581	-0.299166666666667
ELOVL3	0.074
OR51Q1	-0.01
CACNB3	0.266666666666667
GALNT13	-1.551375
C10orf84	1.302375
NEDD4	1.1613
SPO11	0.0945
OR5AU1	0.243
NEK4	-0.0216428571428571
PRKAR2A	-0.841166666666667
IHPK1	-0.424333333333333
ATP6V0B	0.8095
CACNA1E	0.8555
CEACAM8	0.5975
PEX14	-0.02
FLJ12993	1.3315
ZBTB38	0.727166666666667
PCTK2	1.09716666666667
LRRC16	0.8371
FBLIM1	0.719333333333333
FYCO1	1.002
RP5-1022P6.2	0.104666666666667
CMTM1	-0.450833333333333
PLTP	-0.3695
RAPH1	1.79775
DOCK8	1.52025
EZH2	-1.26386666666667
SLC25A1	-1.15833333333333
PLEKHB1	-0.2255
GRB7	1.0614
ZFP37	-0.098
MRPL33	-0.548
PELO	-0.69275
ARMC1	-0.425181818181818
C9orf27	0.0685
FLJ25778	0.4485
C9orf37	-0.624666666666667
TMEM66	0.46325
SPRN	0.255625
HBEGF	0.643625
PI4KA	-0.879
LEPRE1	-1.32675
POU2AF1	-2.259375
MRPL12	-0.391666666666667
REP15	-0.0375
ZC3H3	0.10825
RASAL1	-1.037
DDAH1	0.390625
ACBD5	2.024875
TMC2	0.2105
CCDC137	-0.8265
SAMD13	-0.672333333333333
UGT2B15	0.595166666666667
TIPARP	0.86775
DNASE1L3	2.76825
TRIM72	0.302666666666667
DBX2	1.6115
IPO8	-0.093
C21orf88	0.0076
MAP3K14	0.1245
LOC51233	0.1935
GGTLA4	-1.37675
PDE6D	-0.12075
ZNF117	1.10325
CLK2	-0.783875
NKRF	-0.17825
TNFSF15	-0.1155
DUSP2	-0.793625
SECISBP2	0.8513
GABRR2	-0.1345
PPAP2C	0.634
LOC51145	0.245
PAG1	-0.691
PIK3C3	-0.2905
GNG10	-0.4765
APOL4	-0.0141666666666667
ANKRD28	-0.8995
STMN3	-0.5731
RAB14	1.0471
CDK2AP2	-0.8525
HDDC3	-0.183625
COMMD7	0.733125
CXXC1	-1.09675
HMCN1	-0.577833333333333
CD40	0.51525
DYNC1LI2	-0.3231875
GDI1	0.41175
LOC646938	-0.05925
VSNL1	-4.26716666666667
PIH1D1	-0.0186666666666667
RAET1G	0.2715
KRTAP5-9	-0.115
EFTUD2	-1.1195
ZNF311	0.943666666666667
ATP6V1G3	-0.25375
OR2W3	-0.52075
SCN4A	0.38125
MED10	-1.2225
FAM135A	0.3469
ARHGAP4	0.13875
EHMT2	-0.431625
UFD1L	-1.00125
ERMP1	2.7165
MAG1	-2.02683333333333
THAP8	0.793333333333333
HACE1	0.1665
FAM82C	0.849333333333333
C3orf20	0.0705
UNC84A	0.0693333333333333
SCD5	-0.572714285714286
LASS6	2.744125
LSG1	0.42325
MAL	-4.66975
GPR22	-0.071
WDR5B	1.06025
ACTRT1	0.27
C17orf60	-1.09866666666667
GRIN2C	0.7412
ARMC8	0.367666666666667
SLC47A1	-2.812
DMPK	-0.35875
DHRS13	-0.5125
SMC1A	-0.516
KRTAP17-1	0.1855
SMYD5	-0.89775
TUSC2	-0.156125
CRHR2	0.485
KIR3DL2	0.2975
CCDC104	0.5965
ATP2C1	0.621375
CROT	0.741
PABPC3	0.219166666666667
EGR1	1.89883333333333
THSD1	1.2415
KHK	-2.02125
SLC12A2	0.7236875
CD58	-0.51425
STOX2	-0.395333333333333
CCDC76	0.0883
CCDC48	2.62925
DNAH1	0.316833333333333
ZIC4	-0.12575
OR1G1	0.142
PSMC6	-0.420833333333333
PROKR1	0.25
ABCB1	0.947375
TRAT1	-2.12825
LLGL1	-0.0915
MTF1	1.3025
USP54	0.41475
PAGE2B	-1.7835
ITGB7	-3.4615
CCDC81	-0.025
LOC149837	0.32325
SCUBE1	0.2205
ZSCAN10	0.4445
HUWE1	0.00885714285714284
CDH17	0.6545
CD180	-0.414
IL17A	0.0165
TMPO	-0.832125
KIAA1524	-0.365833333333333
HDGFRP3	1.75033333333333
OXCT1	-2.66009090909091
RRAS2	-2.92316666666667
LTBP2	1.8169375
SV2B	1.21466666666667
CYP2A6	3.1525
PKD1L2	-0.302666666666667
PPM1M	0.073
FLJ22662	4.58466666666667
ZNF502	1.929
GP6	-0.58175
CRYBA2	-0.88775
LEF1	-1.6759
CTPS	-2.374
EYA1	-2.8335
EPS8L1	1.74475
MAPK14	-0.457833333333333
SERPINB2	-4.724375
GTF2F2	-1.03083333333333
ZNHIT4	-0.4715
PLA1A	0.767
C20orf114	4.20725
HPR	-2.5345
C18orf2	-2.7205
SATB2	-2.1995
KCNJ9	-0.24375
MGC157906	0.6415
MOCS3	-0.06375
C17orf71	-0.9745
PPHLN1	-0.2217
HIST1H2BN	-0.729875
RAPGEF1	-0.82975
MAP3K8	1.372
DLG4	0.150666666666667
STC1	3.08558333333333
CDGAP	1.15225
DDX26B	-1.5685
LOC150223	-1.7605
CPSF3	-1.4815
TMEM14A	-0.52975
MYH3	-1.88775
GPKOW	0.45075
SULT1A1	0.245
SPON1	1.4788
YY1AP1	0.258
RAB23	-1.049
PLA2G4A	-3.929
MAPRE3	-0.45975
ZNF516	-1.18364285714286
GGPS1	0.4805
EXOC3L2	0.1795
C19orf42	1.3697
MAP2K2	-1.07216666666667
HIST1H2BB	0.03125
RNF19B	0.733
C6orf128	-0.483833333333333
TLR8	1.537
PCDHA9	1.4735
CARS2	1.04125
CLUL1	2.89833333333333
RHAG	-3.681
UNK	0.8155
EXOC8	0.96
C9orf95	1.46375
C14orf143	-0.5125
MAML3	0.24775
LDHA	-2.84825
MRPL20	-0.608375
KLHDC6	0.277166666666667
ATP5S	0.295
C8orf55	-0.13575
PHF19	-2.67425
KRTAP13-4	0.4685
TTC5	-0.24825
XKR5	-0.20425
SILV	-4.405
TEX28	-0.8555
TCTN1	1.192
CX40.1	0.2655
PPP2R5C	-0.6035
C12orf30	-1.45966666666667
CAPG	2.50625
MPZL1	0.46705
ARSB	-1.5915
TDH	-2.53875
WASF4	0.85775
TSSK3	-0.523166666666667
7A5	-1.372
CRISPLD1	2.904625
MAD1L1	-0.496666666666667
SPIN4	-0.1725
AMPD1	0.87425
DPYSL5	0.17
INPP1	-0.231666666666667
ANKRD11	-0.846833333333333
NPAS4	0.172
GCET2	-0.1579
RNASE9	0.114
GUCY2D	0.165833333333333
CCDC98	-0.6875
FGF4	-0.020625
CPM	-0.00766666666666667
SLC26A4	-1.1015
PLD5	0.50325
FAM59A	-0.9856
FBXO5	-2.35211111111111
SIPA1L1	0.527375
DPYS	0.3995
ATG4D	0.23675
TGM3	0.232
MTCH1	-0.38675
HK1	-0.0282142857142857
CDC26	0.203125
GALNT12	-3.72416666666667
LOC339229	0.10125
MRPL35	-0.0565
ORC4L	0.263125
TNKS	-0.352357142857143
C2orf24	0.0365
ZNF553	1.10483333333333
GGTLA1	2.6799
ZNF497	-0.5475
CDY1B	0.23475
SLC30A4	0.227125
TUB	-0.719125
ARHGEF18	-0.39025
ARRB1	1.08525
KCNK1	-3.378
EREG	-2.7456
SCAMP5	1.242
RUNDC3B	2.699
ADAMTS20	-0.26025
IL17RB	0.826625
FLJ20323	-1.288
MCAM	0.914875
POLR3E	-0.205583333333333
AQR	0.748166666666667
IPMK	-0.227
CDCA7	-4.712
CAMP	-0.2805
GRHL3	0.0435
ADAMTSL2	1.73933333333333
CLMN	2.18433333333333
SSTR3	0.379
MAGEA5	-1.98983333333333
OVOL2	4.31525
JMJD1B	0.58725
RBL2	0.3803
PYGO2	0.81325
PPP1R10	0.218333333333333
CSE1L	-1.09783333333333
LCA5	1.677
RDH16	0.68775
ASRGL1	-2.11825
TOM1	-0.711833333333333
PTX3	-5.40575
TTC15	0.0255
SCGB3A1	0.951833333333333
MRPL50	-0.99325
RCAN3	-0.5245
SLC26A11	1.68725
STYX	-0.305833333333333
CINP	-0.66825
MARCH7	-0.59625
PFKM	-1.73616666666667
SGMS1	0.2465
RIOK3	0.1623
C1orf110	0.4045
CES7	0.039
LOC440248	-0.23575
PPP1R12C	-0.09875
C10orf27	0.421
ATG9A	-0.499
MRPS26	0.546375
TMEM40	-0.4255
ELP3	-0.7048
ZNF787	0.1645
HIAT1	0.2355
C8orf34	0.470833333333333
MGC4655	-0.868
PELI1	0.398833333333333
PPT1	-0.5679
SLC35C2	-0.575
C6orf125	-1.17
MUC4	-1.32266666666667
RFC4	-1.75042857142857
GNB2	-0.298166666666667
NUP50	-0.354285714285714
SULT4A1	-1.56866666666667
C7	4.36775
CCDC130	0.487
ARRDC4	1.8665
RQCD1	-1.107
GLYCTK	-0.69825
AYTL2	-0.895909090909091
MTUS1	1.6918
LEMD3	0.560333333333333
PLEKHF2	1.71975
HOXA7	0.159125
GTF3C2	-2.055
DYNLRB2	1.63975
CNOT10	0.02175
MR1	0.0581666666666667
FFAR1	-0.014
PRIC285	-0.16825
SLITRK6	-0.07325
LIX1	-1.4929
UBE1L2	-0.592
F8	0.577875
ACHE	-0.0383333333333333
KPNA5	-0.50325
TNFRSF12A	-2.77233333333333
EGR3	0.8935
SERPIND1	-3.16233333333333
OASL	1.01925
IFRD1	-1.2735
WDFY1	0.292166666666667
ZNF267	0.048875
ACCN5	0.2325
ZBTB6	-0.5335
PPP1R3A	-0.0765
PRRT3	0.60175
FBXL19	-0.8675
TXNIP	2.60428571428571
ACTN2	-1.31625
ATG9B	-0.417
C9orf117	0.11025
IL27	1.191
RPL36AL	0.580333333333333
KLK15	-0.122
CHAD	2.926
RAP2B	-0.931
HEBP2	1.54675
ZNF342	-0.039
CAMK2G	-0.618333333333333
TLR3	0.66625
FGF14	-0.14625
HMGB2	-1.015625
TRPM5	-0.032
OR5M11	0.3015
KIF3B	0.595105263157895
PRICKLE2	-0.336
MTMR9	-0.000874999999999994
C3orf27	0.16325
GLRA3	-1.35116666666667
NSDHL	-0.124666666666667
TMEM32	-0.4295
POLR2D	-1.58058333333333
MYADML	0.146
C9orf114	-0.768
MRGPRX1	0.466
TOPORS	1.088
CLDN19	-0.855
C1QL4	-0.0005
RNF165	-0.566
DHRS9	2.5845
DNAH2	0.203833333333333
FXR1	-0.420166666666667
ZMYM3	-1.452875
CASP3	-0.445333333333333
FAM120C	-0.748
SCLY	-1.81275
CA7	0.3615
ENTPD5	2.22383333333333
ZNF461	-0.07875
PDIA5	-0.838
C1orf19	-0.798666666666667
TMEM67	-0.6
KCTD20	-1.0055
WDR47	1.166
FLJ38723	0.127
KLRF1	-0.0771666666666666
TAS2R16	0.0585
CLDN12	-0.11225
PRKCE	0.81325
UBXD4	-1.16775
ITGAM	1.96033333333333
GLT8D3	-0.02275
WDR31	-0.4481
RGS2	0.26975
OR51L1	0.397
MST1R	0.0995
KIAA1737	1.14975
OR4A5	0.3825
GLIS1	-1.73883333333333
PTMA	0.627714285714286
NAPA	0.74725
PRDM11	0.19975
LIPF	-0.139
DIRAS3	-0.676
ASGR2	-3.794875
C1QTNF4	0.5275
PIK3R4	0.939833333333333
ARMC3	0.48575
NDUFV3	-0.160583333333333
BTBD3	0.181833333333333
PPP1R2	0.384666666666667
UBE2NL	-0.29725
FOSL2	0.929
FAM119A	-1.18733333333333
TUBA4A	-1.5966
KRTAP12-1	0.074
SFRS2	-0.399
RHPN1	-0.1887
EEF2	-0.859166666666667
ZDHHC11	1.32283333333333
EPHA3	-0.3884
RBM12	0.16325
H2AFJ	2.83016666666667
EDIL3	2.48
KIF26A	-0.6295
SERGEF	-0.07525
B3GALT4	2.25
LOC90925	0.498666666666667
OSCAR	-0.651625
NPFF	0.393625
DEDD	0.219625
TMEM155	-0.33525
PTPN1	0.65375
SCYL2	0.322166666666667
SKAP1	0.0935
LEAP2	-1.58383333333333
GADD45G	1.266
IFITM3	0.308375
PILRB	-0.255166666666667
SLU7	0.5834375
DSC3	-0.46375
DNMT3L	-0.81325
PAPD5	-0.16925
B3GNT3	-1.168
LHCGR	-0.1195
MSL-1	-0.22475
UBE2S	-1.85375
SAP130	-0.71775
ANAPC11	0.587
MAGED4B	-0.6105
ATP6V1B2	-0.848166666666667
C14orf179	0.1815
CAPZA1	-0.25025
CDYL2	-0.425166666666667
GLRX3	-0.757833333333333
LOC136288	-0.9665
MOBKL1A	-0.2075
HTR2B	3.52
CRYGD	-0.129666666666667
NUS1	-0.859333333333333
PGRMC1	-0.329
MYOM2	0.08525
FLJ39653	-1.10833333333333
CHM	0.2792
OR5M8	0.274
ZNF619	0.067
FAM105A	-0.50225
CCNL1	-0.089
NAP1L3	-0.536
C10orf57	2.08866666666667
B3GALNT1	1.09516666666667
CSN1S2A	0.0625
TCP10L	1.0945
GDAP2	0.9015
DMKN	0.749333333333333
COX6B1	0.53125
DNASE2	0.712666666666667
MSH5	-2.06875
LGMN	-0.75125
USP31	0.3266
OR13C8	-0.0615
SDCBP	-0.2953
NUDT11	-3.53816666666667
PYGL	2.91366666666667
SNPH	-0.956833333333333
B3GNT4	-1.096
MIZF	-1.1895
NUBPL	-0.97075
NOD1	-0.219333333333333
CDH22	0.4265
NUBP1	0.660833333333333
DSCAM	-3.6255
DGKI	0.2085
FAM136A	-0.889
AKAP1	0.927666666666667
SLC16A6	-0.21575
RIN3	-0.427
PSG2	0.07625
DIP2B	-0.125416666666667
PSORS1C1	-0.761
KIAA0495	-0.462
FLJ90709	0.0536666666666667
LPA	0.0803333333333333
PIGA	-0.251
LY75	1.89266666666667
UTS2	-5.17933333333333
RREB1	-0.014125
GALNACT-2	0.5692
MGC3196	-0.47375
FLJ31568	0.17775
LPHN1	-0.778125
SP1	1.548375
TOX4	0.537333333333333
HSPA9	-0.1496
APOBEC1	-0.571
SLC35E4	-0.08175
LSM5	-0.80325
SURF1	0.4945
ZBTB1	0.519166666666667
GTF2F1	-0.572875
RPS15A	0.869428571428571
DUSP21	-0.383833333333333
GINS4	-2.85916666666667
MYO15A	-0.183333333333333
GIMAP7	4.21725
MGC13379	1.369
ATP6V1E2	-0.388833333333333
UTP3	-0.60675
HNRPA3	-0.3341875
MT4	-0.0935
C14orf155	0.226
U1SNRNPBP	0.95975
CKLF	-1.55816666666667
PLEKHN1	-2.07783333333333
MBNL1	-0.464333333333333
NUP160	-1.037
ACSM2A	-1.17
LOC129881	1.69925
KIAA1529	0.87575
FLJ22639	-1.899
HAND1	-0.626
GSX1	0.272
FGA	-3.8829375
SERPINB1	0.64625
ZNF642	0.60625
IGFBP1	-7.788625
SLC1A1	-1.24475
DHX57	-0.614125
ZNF766	0.515
PTPN21	-0.1199
GDPD3	2.79266666666667
PNPLA5	0.249
TBR1	0.105333333333333
FAM116A	-0.4165
IQGAP1	0.99
FOS	0.693875
ZNF226	-0.152375
FIGNL1	-0.359333333333333
C14orf1	-0.533
ZMYND17	-0.373
PUS7	-0.774
TUBB6	-1.067
KCNQ2	-1.1935
MARCH6	0.262
CCDC33	-0.0065
PRODH	-1.2505
RBM11	-1.38375
EPHA6	0.20175
SLC43A1	0.2925
LOC196541	0.00875
NTN1	0.273416666666667
ING4	0.66675
PCDHB10	0.12725
DPH2	-0.727
SPACA4	0.54575
FBXL21	-4.583
DIAPH1	-0.458
ZNF71	0.668
CEP76	0.51
CORO1A	-1.831
RRM2	-3.63825
EDG4	0.33675
OS9	0.0506666666666667
SLC4A1AP	-0.35
COG5	-0.74975
COPS8	-0.4905
NGLY1	-0.61125
NCBP2	0.084625
C17orf42	-1.311
GPSM3	0.01775
SIL1	0.061
ASB6	-0.18575
SMAD5OS	0.2485
UNC93A	-2.89975
A1BG	-0.356166666666667
C21orf62	0.38825
FMO5	1.00241666666667
ATRIP	-0.612166666666667
CEBPG	0.26
C7orf38	0.295333333333333
TNFRSF1B	0.431333333333333
CLEC1A	1.9395
IQSEC1	0.864375
PATZ1	0.7776
RBM22	1.417
BAG2	-2.9135
PAQR5	1.534
C9orf127	2.1773
THNSL1	0.1075
SHROOM3	2.3853
JAM2	1.77275
SNRPN	0.16275
ALX4	0.4535
CACNA1S	-0.1365
FAM130A1	1.954
CORIN	0.462
CD300LB	0.6955
PLEKHG6	0.5905
LRRC40	-1.1985
PCLKC	-0.65925
PCDHB16	-0.0183333333333333
WNT2B	4.21816666666667
ASNS	-2.28411111111111
MRPL49	-0.288625
FLJ46111	-0.75725
ISG20	-0.7315
SMU1	0.184833333333333
CASZ1	0.4025
POLR1D	-0.62425
GIN1	-0.1465
SNAG1	0.4355
ANKRD29	-0.75225
CDKN2AIP	-0.194
KRR1	0.415
CXCL1	-4.28916666666667
EPM2A	0.2475
PC	0.263833333333333
DEFB127	-0.2255
PDZRN4	1.36216666666667
FAH	0.129125
OR51E1	2.909
CDC2L6	1.76066666666667
DNTTIP1	-0.4615
PAX8	-0.61775
TMEM116	0.524
C1orf150	-0.523
PRO2012	0.07875
MRPL40	-1.37566666666667
BEX1	-3.3059
SLC2A4	-0.192
PKMYT1	-1.83
FEZF2	-0.283833333333333
SLC26A9	-1.31775
MAP2	0.119833333333333
LYL1	-1.057
SLC25A19	-0.767
NOS3	0.3005
ZNF34	0.5995
TMPRSS11F	-0.3185
FAM43A	-0.42625
FCRL4	0.258
KLF14	0.295
FLRT2	-0.118666666666667
WRN	-1.48625
SDF2	1.0046
KRT8P12	-0.327
C6orf195	-0.2955
C9orf125	-1.23016666666667
DZIP3	0.87425
RIT1	0.00816666666666669
SCML1	0.0175
RHBDF2	0.009375
OR2G3	0.127
REXO1L1	-0.3525
MAP3K7IP3	0.22575
C3orf57	-2.559
FBXW11	-0.386166666666667
ETAA1	-0.897
C14orf131	-0.2085
AKT1S1	-0.5625
SLC12A5	-0.742375
C9orf164	1.3905
NRIP3	1.355125
NOS1AP	0.52025
TMEM121	1.341
SAP30BP	0.2243
DGCR6	-0.153
WDR76	-2.322
FAM82B	-1.25608333333333
LOC606495	-0.6625
MAP9	-0.08375
BCDIN3D	1.14725
CXorf36	3.0835
DSCR3	-0.7924
ZFAND3	0.521
C7orf43	-0.0876666666666667
SPSB3	1.3515
C19orf19	0.2095
FAM133A	-2.663375
C12orf25	0.0055
SLC39A3	-1.179625
DISP2	0.65775
PI4KAP2	-2.564
MKRN3	-1.0145
ADAMTS13	-0.672375
CBLN3	0.3187
TTYH1	-1.25033333333333
C3orf18	0.627
FLJ13236	-1.1265
ZMYND12	2.41775
C18orf25	0.266375
GLB1L3	-1.0165
ATP13A5	0.3075
RANBP10	0.07
CD96	-1.7149
DENND1C	-0.7935
RBMS3	1.0564
SLC41A3	1.119
DGCR6L	-0.403
TMEM128	0.0421666666666667
CSNK1G3	0.222642857142857
MOBKL2C	0.91125
TSPAN6	3.792
MATN2	-0.1327
MSL2L1	0.817
ST6GALNAC2	2.31366666666667
FGFBP2	-0.059625
FGL1	-3.895
MPP3	-2.172
ARHGEF6	2.23283333333333
TGFBR2	0.671875
ACMSD	0.10325
IL33	3.83175
C9orf5	0.651916666666667
DEAF1	-1.27
AMN	0.1225
DEFA6	0.07225
RNF212	-0.30575
METT5D1	-0.6055
CIB1	1.4362
TSSK1B	0.14725
KIAA1727	2.19125
ZNF680	1.18891666666667
LOC399900	-1.038
LOC152217	0.329666666666667
CTNNAL1	-2.564
CIT	-2.63241666666667
TLE6	0.30575
ZNF607	-0.9785
HERC4	-0.810166666666667
DRAP1	-0.1602
PEMT	-0.7575
C10orf111	-0.0435
ZNF575	0.5415
KCTD7	0.111
MYO1F	-0.058375
LOC285382	0.6605
RAB11A	1.0817
PLCD3	-0.4015
C15orf28	0.171
PTBP2	1.2865
CTB-1048E9.5	-0.959625
C19orf60	-0.124333333333333
C7orf25	0.7535
SETD7	0.3665
HOXB9	-4.7535
VANGL1	0.4839375
CHAF1B	-2.545
NDUFA3	-0.028
KIAA1328	-0.379
SHARPIN	-0.2095
TTC23	-1.163125
UGP2	0.0645833333333333
ANKIB1	0.2702
CIRBP	0.199
SEC14L4	-2.58633333333333
OVCH1	-0.0251666666666667
VPS52	-0.386
FAT	-0.31575
M6PRBP1	-0.96575
GPRIN3	0.5855
PPM1F	-1.185
TSR1	-1.154
CCDC85A	2.29525
PCSK5	2.6145
ZFHX3	1.5785
HEMK1	-0.4053
PGBD2	0.15425
RSRC2	0.3295
AURKC	-1.42983333333333
SCRIB	-0.138125
ORM2	-4.37216666666667
FAM115A	0.7075
FZD6	0.957125
UNC119	0.466166666666667
GPX3	-0.4402
NOV	1.1745
CABC1	-0.015875
CDC42SE2	-0.18425
EIF2S2	-0.9234
RNF130	1.35625
CKAP5	-0.492666666666667
RP11-413M3.2	0.146375
C10orf18	0.7393
TMEM93	-0.635
DYX1C1	1.84775
KCNMB2	-1.76225
ANK3	2.18225
KRT5	-1.5303
CDH12	-0.985375
QRSL1	-0.673625
JUB	-0.6785
SHC4	-2.643875
CCL15	2.301
CCDC22	-0.13825
SNX24	0.38025
RARS	-0.719
MORC2	0.622875
FAM48A	-0.26275
MT1H	-0.7235
PPP1R14C	-3.059
FOXD1	-2.50664285714286
C1orf213	-1.6735
AMT	-0.2501
DSN1	-1.56125
PTPLAD2	3.3665
DIS3L	0.4105
RASL11A	0.8775
GPRC5B	0.90425
FRMD7	-0.025
STRN4	0.04125
KITLG	3.55554545454545
HDGF	-0.54575
OR1S1	0.347
SETX	0.3108
DDR2	-0.26675
KCTD12	1.96575
LYZL2	-0.0435
WDR52	1.376
TMEM2	0.430625
ZNF579	0.3385
LOC200810	0.60175
TNFSF9	-1.827625
PPFIA4	-3.06125
CNIH3	-0.4495
MAP4K4	-1.71485714285714
ROD1	0.93
ALS2CR12	0.207333333333333
DOCK3	-1.59683333333333
PAQR9	-3.979
ASB17	0.219833333333333
STX16	-0.955625
FEZ2	0.0383333333333334
DLAT	-1.0805
KIF21B	-1.16716666666667
CDC5L	-0.47475
TMEM119	1.47
CRIP3	-0.832
TPSD1	0.693666666666667
TEPP	0.03725
GNGT2	0.8615
C21orf121	0.64625
WNK1	-0.0865
FLJ10490	0.2297
OR51B5	-1.3305
LOC203547	-1.0165
HAS1	-0.5345
PPA1	-0.325
ST7	0.124625
C11orf46	0.2564
POPDC3	-2.50966666666667
ACOX2	-0.0425
ATCAY	-0.543
TM4SF19	-2.9845
MFSD9	-0.652666666666667
PDHB	-0.80425
ERN1	-0.27575
LCE3C	0.218
GPR111	0.025
NOTCH3	2.001
ADAMTS5	0.7825
B3GALT1	-1.263
UGCGL1	-0.860166666666667
FAM58A	0.348
FBXO32	0.9215
CLPP	-1.21675
NXPH1	-1.057
MTMR3	0.7715
ATP1B3	-0.3855
TMEM16A	4.101
HIST1H3F	-0.335833333333333
TRIM25	-0.2715
SDCBP2	1.9155
CRKL	-1.5365
HOXB2	2.51433333333333
ANP32B	-0.614375
GATM	5.1225
AP4E1	0.285625
EDG5	0.196
CDKN3	-2.86866666666667
CDH4	-2.25975
PGD	-2.60616666666667
RND1	0.006
GAD1	-3.0929
MPG	0.253875
LOC440350	0.2785
ZNF133	0.35625
SERPINB12	0.1605
AMELY	-0.00400000000000001
DHX36	-1.0005
TNFAIP8L2	2.26616666666667
PHTF2	-0.320444444444444
CCDC112	-0.980666666666667
IQCC	-0.7725
HEYL	3.4915
FTSJ2	-0.5945
APPL1	-0.0135
RAB43	0.245285714285714
OR10G2	0.1145
WAC	0.817833333333333
ADCY9	0.96475
RUNDC2B	0.497666666666667
PYCRL	-0.1113
AGPAT7	-0.800833333333333
SLC22A9	-0.815166666666667
CDKAL1	-0.3525
PDYN	-0.556666666666667
C20orf74	0.425
MTMR11	-0.135
VAV3	5.69
DAPL1	-0.74225
STXBP3	0.77725
EIF3G	-0.11375
ARHGAP22	-1.482
NPFFR1	0.0895
NPC1	0.086
ALDH9A1	0.890666666666667
ZNF600	0.5675
ZNF678	0.605666666666667
RASSF1	-0.74275
ADD2	-2.82225
PITPNB	-0.579375
PKD2L2	0.279
LRP11	-0.123
CDKL1	-0.01975
SMEK2	0.244
PRODH2	-2.931
C11orf54	0.704
SFRS11	-0.256166666666667
IL7	-0.799166666666667
ALS2CR16	2.32075
BTG3	-1.7865
PAK2	0.062
RP11-679B17.1	-0.35975
GATA4	-1.579
ATP2B1	-0.7345
LOC130940	0.608
C1orf172	2.31616666666667
ATF7IP2	1.02775
SLC25A43	-0.00533333333333333
CENTG3	0.163583333333333
IGF2BP1	-3.8784
FCHSD1	0.274
CAMK2N2	0.579666666666667
ELAVL3	0.0021
NBPF15	-0.673333333333333
UBE2J2	-0.828166666666667
GNL2	-0.33175
PRR3	-0.355
NLF2	0.4725
OR4F6	-0.3865
KLHL24	1.86616666666667
CCDC88A	-2.2852
SGPP1	-2.21783333333333
C10orf11	-0.622166666666667
SLC35B4	-1.27266666666667
UGT3A2	-1.465
ARNT2	3.678
CBR1	-1.19725
ITPR3	-0.888666666666667
TRAPPC6B	-0.1569
AMZ1	-2.2485
ARP11	1.81925
WDSUB1	1.2835
APBA1	0.323833333333333
RAB2A	0.5267
C6orf162	-0.177
HPSE2	0.13525
PLCE1	0.52
INSL3	0.11925
DLG1	-0.3412
PTPLA	-2.52125
PIGX	0.43525
TFIP11	-0.207166666666667
FIBIN	1.9185
POLR2G	-0.759
GRAP2	-2.2081
DNAJB8	-0.147
CNBP	1.09516666666667
WASF1	-2.6715
INPP5E	-0.5255
HSPB1	0.8206875
TMEM167	-0.449
CUBN	0.31825
IGF1	2.8725
ITPK1	0.797
NAALAD2	-0.593
G3BP1	0.6057
NT5DC1	0.709125
CYP39A1	-0.8125
TMEM139	2.15283333333333
POLK	-0.2222
GLULD1	-1.427
RBM15	-0.302166666666667
AMZ2	-0.70225
GDF15	-3.264
MESDC2	-0.000999999999999999
INCA	0.0755
ACY1L2	-2.259
GZMM	-1.09966666666667
PAIP1	0.40725
CACNA2D1	-0.116
STK32C	-0.697
SH3BP4	1.33183333333333
DEC1	-0.015
PADI1	0.0215
UBB	0.2523
PON3	3.33916666666667
PROP1	0.2545
ANKRD13B	-0.4585
ADCK1	-1.20975
TCF25	-0.451916666666667
SLC38A5	-2.98225
CXorf26	-0.340333333333333
C19orf39	0.013
PPP1R13B	0.813
ARL2	-0.707
TCL6	0.000833333333333339
TOP3A	-1.311
SLC16A14	1.512625
FXYD6	1.6085
HIST1H4E	-0.706
BBC3	0.380578947368421
UNC5A	0.226833333333333
FAM86C	-0.4774
PI4KB	0.59875
B3GAT1	-3.649
SUSD2	1.83883333333333
OAZ2	-0.154333333333333
NOC4L	-0.456
C10orf12	0.173
FADS1	-3.53166666666667
LOC144097	-0.87025
DKK2	2.7155
KIAA1949	-0.27525
RHOT1	-0.2043
OXT	0.464666666666667
GPR153	0.46775
ARL4A	-1.048
SAAL1	-2.13175
CCDC64	0.1175
USE1	0.217333333333333
HNMT	0.365333333333333
PCGF3	0.39475
CYP2C19	0.271
C20orf4	0.3525
CCDC11	0.40925
ACSBG2	-0.3055
RWDD2A	1.4125
PALLD	1.82875
CPLX4	0.0575
