Hybridization REF	TCGA-BH-A0B2-11A-11R-A10J-07
ZFP106	0.65
ZNF347	0.1079
GTF2E1	-0.38625
RY1	-0.160333333333333
ATAD2B	0.208
ARHGAP17	-0.0413
KCNIP3	-0.105
SFPQ	-0.257125
GFRA4	0.704166666666667
AKR1B10	-4.00475
TIGD6	0.825166666666667
RGS16	1.061
URB1	-0.138166666666667
OR4C46	-0.0561666666666666
TOP3B	-1.18325
NFATC4	0.5565
CA14	-4.541
BMPR1A	0.333833333333333
SNRP70	-0.956125
PRL	0.03925
C6orf130	-0.5755
STAG2	0.541
CD55	-0.785857142857143
RPS23	0.4495
SSX2	-1.11466666666667
FDPSL2A	-0.75425
FBXO27	0.55125
SYNGR3	-1.65066666666667
TMSL3	1.27975
EML1	0.262
NUP93	-0.8495
SMAD3	0.1376
KIAA1189	-0.170666666666667
HNRPUL2	0.260166666666667
TBC1D12	0.296166666666667
C16orf24	-0.27725
MRVI1	2.37366666666667
ZNF581	-0.0811666666666667
ELOVL3	0.9145
OR51Q1	0.13625
CACNB3	0.531166666666667
GALNT13	-0.8685
C10orf84	0.8991875
NEDD4	-0.4307
SPO11	0.1385
OR5AU1	0.098
NEK4	-0.125
PRKAR2A	-0.5715
IHPK1	-0.659166666666667
ATP6V0B	-0.689875
CACNA1E	1.641
CEACAM8	-0.0666666666666667
PEX14	0.0445
FLJ12993	0.5545
ZBTB38	0.564416666666667
PCTK2	0.3145
LRRC16	0.5462
FBLIM1	1.27141666666667
FYCO1	0.972
RP5-1022P6.2	-0.0729166666666667
CMTM1	0
PLTP	1.99316666666667
RAPH1	0.831
DOCK8	0.972375
EZH2	-2.22413333333333
SLC25A1	-0.514
PLEKHB1	0.7478
GRB7	0.867
ZFP37	0.291
MRPL33	-0.50475
PELO	-0.4365
ARMC1	-0.587181818181818
C9orf27	0.202
FLJ25778	-0.0125
C9orf37	-0.801
TMEM66	0.839
SPRN	0.290875
HBEGF	0.68875
PI4KA	-0.7395
LEPRE1	0.0915
POU2AF1	-1.0805
MRPL12	-0.778666666666667
REP15	0.5475
ZC3H3	0.168
RASAL1	-0.19925
DDAH1	1.3705
ACBD5	0.194375
TMC2	0.005
CCDC137	-0.7975
SAMD13	1.1
UGT2B15	3.20683333333333
TIPARP	-0.2725
DNASE1L3	3.5065
TRIM72	0.161333333333333
DBX2	2.547
IPO8	0.219
C21orf88	0.5758
MAP3K14	0.59075
LOC51233	-0.003
GGTLA4	0.41775
PDE6D	-0.4615
ZNF117	-0.125
CLK2	-0.9355
NKRF	-0.8115
TNFSF15	0.339
DUSP2	0.8255
SECISBP2	-0.4853
GABRR2	-0.1145
PPAP2C	1.45575
LOC51145	-0.0085
PAG1	-0.080375
PIK3C3	-0.01425
GNG10	0.13
APOL4	0.8675
ANKRD28	-0.601375
STMN3	-0.6631
RAB14	0.7879
CDK2AP2	-0.641
HDDC3	0.07425
COMMD7	0.13925
CXXC1	-0.041
HMCN1	1.24066666666667
CD40	1.16775
DYNC1LI2	0.5395625
GDI1	-0.286
LOC646938	-0.0515
VSNL1	0.220166666666667
PIH1D1	-0.4805
RAET1G	0.1505
KRTAP5-9	-0.836
EFTUD2	-0.71975
ZNF311	-0.367
ATP6V1G3	-0.012
OR2W3	-0.4185
SCN4A	0.78675
MED10	-0.86875
FAM135A	0.2518
ARHGAP4	-1.265
EHMT2	-1.02175
UFD1L	-0.8855
ERMP1	-0.7885
MAG1	0.8125
THAP8	-0.069
HACE1	-0.218833333333333
FAM82C	0.273166666666667
C3orf20	-0.2235
UNC84A	-0.348833333333333
SCD5	0.227071428571429
LASS6	0.2855
LSG1	-0.204
MAL	-5.0345
GPR22	-0.056
WDR5B	0.66825
ACTRT1	0.109
C17orf60	-0.1355
GRIN2C	0.4158
ARMC8	-0.45425
SLC47A1	-1.473
DMPK	-0.6865
DHRS13	-0.557666666666667
SMC1A	-0.876833333333333
KRTAP17-1	-0.0375
SMYD5	-0.79825
TUSC2	-0.03525
CRHR2	0.213
KIR3DL2	-0.0265
CCDC104	0.58575
ATP2C1	0.644
CROT	0.37375
PABPC3	0.168166666666667
EGR1	2.6165
THSD1	1.271
KHK	-1.53775
SLC12A2	2.4635625
CD58	-0.847
STOX2	1.08083333333333
CCDC76	-0.2873
CCDC48	3.16725
DNAH1	0.242833333333333
ZIC4	-0.2425
OR1G1	0.299
PSMC6	-0.5335
PROKR1	0.532
ABCB1	0.989625
TRAT1	-0.91925
LLGL1	0.266
MTF1	0.91725
USP54	0.623
PAGE2B	-2.407
ITGB7	-3.791
CCDC81	-0.061
LOC149837	0.329
SCUBE1	-0.1145
ZSCAN10	1.3665
HUWE1	-0.128
CDH17	0.2505
CD180	1.13975
IL17A	0.1605
TMPO	-1.5655
KIAA1524	-1.94833333333333
HDGFRP3	-0.191
OXCT1	-0.331818181818182
RRAS2	0.246166666666667
LTBP2	2.301
SV2B	2.18933333333333
CYP2A6	2.848
PKD1L2	-0.0236666666666667
PPM1M	0.8995
FLJ22662	2.75033333333333
ZNF502	1.426
GP6	-0.858
CRYBA2	-1.1475
LEF1	-2.5088
CTPS	-2.08228571428571
EYA1	-2.27283333333333
EPS8L1	0.41725
MAPK14	-0.591833333333333
SERPINB2	-4.882625
GTF2F2	-0.240333333333333
ZNHIT4	-0.6135
PLA1A	0.18925
C20orf114	2.1735
HPR	-1.102
C18orf2	-2.12883333333333
SATB2	-1.7235
KCNJ9	-0.123125
MGC157906	0.39
MOCS3	-0.3755
C17orf71	-0.5675
PPHLN1	-0.176
HIST1H2BN	-1.888
RAPGEF1	-0.162125
MAP3K8	1.06275
DLG4	-0.000166666666666658
STC1	-0.6355
CDGAP	1.5375
DDX26B	-0.40275
LOC150223	-2.43375
CPSF3	-1.29283333333333
TMEM14A	-0.5025
MYH3	-0.8065
GPKOW	-0.03325
SULT1A1	0.1525
SPON1	4.5141
YY1AP1	-0.476333333333333
RAB23	0.4875
PLA2G4A	-1.35025
MAPRE3	-0.0925
ZNF516	0.232571428571429
GGPS1	0.2
EXOC3L2	0.067375
C19orf42	0.4201
MAP2K2	0.0448333333333333
HIST1H2BB	-1.51275
RNF19B	0.798166666666667
C6orf128	1.04083333333333
TLR8	1.6435
PCDHA9	-0.257
CARS2	0.154375
CLUL1	2.38183333333333
RHAG	-4.11083333333333
UNK	-0.3045
EXOC8	0.3153
C9orf95	1.0645
C14orf143	-0.0738333333333333
MAML3	-0.00837499999999999
LDHA	-2.6435
MRPL20	-0.07425
KLHDC6	0.74
ATP5S	-0.00566666666666666
C8orf55	-0.01625
PHF19	-2.324625
KRTAP13-4	0.3095
TTC5	0.13425
XKR5	0.06075
SILV	-4.53583333333333
TEX28	0.156
TCTN1	1.0105
CX40.1	-0.0605
PPP2R5C	-0.08725
C12orf30	-1.21266666666667
CAPG	1.46175
MPZL1	1.128
ARSB	-1.19583333333333
TDH	-1.521
WASF4	1.17
TSSK3	-0.762166666666667
7A5	0.6485
CRISPLD1	3.258
MAD1L1	-0.445166666666667
SPIN4	-0.111333333333333
AMPD1	1.9665
DPYSL5	0.246
INPP1	1.54133333333333
ANKRD11	-0.103666666666667
NPAS4	-0.08375
GCET2	0.6769
RNASE9	0.3515
GUCY2D	0.101833333333333
CCDC98	0.1475
FGF4	-0.248625
CPM	0.777833333333333
SLC26A4	0.6755
PLD5	0.83275
FAM59A	2.0394
FBXO5	-2.21888888888889
SIPA1L1	0.01225
DPYS	0.99375
ATG4D	-0.7185
TGM3	1.7325
MTCH1	0.05525
HK1	-0.113785714285714
CDC26	0.274375
GALNT12	-0.7
LOC339229	-0.58375
MRPL35	-0.672
ORC4L	-0.26425
TNKS	-0.113714285714286
C2orf24	0.0855
ZNF553	-0.117333333333333
GGTLA1	2.2618
ZNF497	0.0085
CDY1B	0.347
SLC30A4	0.753
TUB	0.195125
ARHGEF18	-0.24225
ARRB1	0.72325
KCNK1	-0.282
EREG	-0.5114
SCAMP5	0.08475
RUNDC3B	2.63525
ADAMTS20	0.0415
IL17RB	-0.81925
FLJ20323	-1.05175
MCAM	1.170125
POLR3E	-1.67816666666667
AQR	0.0208333333333333
IPMK	0.362
CDCA7	-3.785375
CAMP	0.195
GRHL3	-0.284
ADAMTSL2	-0.00949999999999997
CLMN	1.705
SSTR3	0.2695
MAGEA5	-2.65716666666667
OVOL2	3.1235
JMJD1B	0.115
RBL2	0.3403
PYGO2	0.24225
PPP1R10	0.1675
CSE1L	-1.616
LCA5	1.9635
RDH16	-0.667
ASRGL1	-1.2045
TOM1	-0.0806666666666667
PTX3	-2.046
TTC15	0.48875
SCGB3A1	4.3145
MRPL50	-0.775
RCAN3	0.354875
SLC26A11	0.49525
STYX	-0.2305
CINP	-0.53
MARCH7	-0.219
PFKM	-0.489833333333333
SGMS1	0.8105
RIOK3	-0.2976
C1orf110	-0.2705
CES7	1.045125
LOC440248	-1.334
PPP1R12C	0.31975
C10orf27	0.4465
ATG9A	-0.5305
MRPS26	0.27425
TMEM40	1.036
ELP3	-0.2001
ZNF787	0.5559
HIAT1	0.316125
C8orf34	0.886666666666667
MGC4655	0.5682
PELI1	1.26733333333333
PPT1	-0.2489
SLC35C2	-0.436333333333333
C6orf125	-1.0625
MUC4	0.091
RFC4	-2.926
GNB2	-0.0425
NUP50	-0.324214285714286
SULT4A1	-1.21133333333333
C7	2.661
CCDC130	-0.2895
ARRDC4	0.88125
RQCD1	-1.039
GLYCTK	-0.5965
AYTL2	-1.16754545454545
MTUS1	1.3691
LEMD3	0.0376666666666667
PLEKHF2	0.627
HOXA7	1.844625
GTF3C2	-1.4835
DYNLRB2	2.85
CNOT10	-0.635
MR1	-0.0921666666666667
FFAR1	0.03175
PRIC285	-0.154
SLITRK6	2.617
LIX1	-1.9497
UBE1L2	-0.610583333333333
F8	1.679875
ACHE	0.453666666666667
KPNA5	0.28225
TNFRSF12A	-1.094
EGR3	2.159
SERPIND1	-3.51666666666667
OASL	1.41275
IFRD1	-1.337
WDFY1	0.0323333333333333
ZNF267	-0.0095
ACCN5	0.2345
ZBTB6	-0.289
PPP1R3A	0.2725
PRRT3	0.55325
FBXL19	-0.672
TXNIP	1.29821428571429
ACTN2	-0.896
ATG9B	-0.387875
C9orf117	-0.007125
IL27	0.571
RPL36AL	0.322833333333333
KLK15	-0.09275
CHAD	1.3905
RAP2B	0.0123
HEBP2	1.1755
ZNF342	-0.116
CAMK2G	-0.619166666666667
TLR3	1.441
FGF14	0.973
HMGB2	-1.7665
TRPM5	-0.2875
OR5M11	0.384
KIF3B	0.188315789473684
PRICKLE2	1.5835
MTMR9	0.030125
C3orf27	0.2395
GLRA3	-0.65
NSDHL	-0.652166666666667
TMEM32	0.16975
POLR2D	-1.23383333333333
MYADML	0.289
C9orf114	-0.84175
MRGPRX1	0.254
TOPORS	0.7265
CLDN19	2.51325
C1QL4	-0.19
RNF165	1.3795
DHRS9	0.664
DNAH2	-0.188833333333333
FXR1	-0.308166666666667
ZMYM3	-0.817375
CASP3	-0.239666666666667
FAM120C	-0.314375
SCLY	-1.4985
CA7	-0.063
ENTPD5	0.00316666666666667
ZNF461	0.13425
PDIA5	0.30675
C1orf19	-0.910666666666667
TMEM67	-0.44
KCTD20	-0.50875
WDR47	0.6865
FLJ38723	0.1075
KLRF1	0.3825
TAS2R16	-0.0145
CLDN12	0.11575
PRKCE	0.36975
UBXD4	-0.778
ITGAM	2.3965
GLT8D3	-0.28025
WDR31	0.7156
RGS2	2.03675
OR51L1	0.172
MST1R	-0.99775
KIAA1737	0.81125
OR4A5	0.2305
GLIS1	-0.281166666666667
PTMA	0.0998571428571429
NAPA	0.351
PRDM11	-0.2435
LIPF	-0.0455
DIRAS3	2.84175
ASGR2	-4.279
C1QTNF4	2.14775
PIK3R4	-0.230333333333333
ARMC3	-6.93889390390723e-18
NDUFV3	-0.367083333333333
BTBD3	-0.00499999999999999
PPP1R2	0.257083333333333
UBE2NL	-0.50825
FOSL2	0.658642857142857
FAM119A	-1.1915
TUBA4A	-0.8286
KRTAP12-1	0.0395
SFRS2	-1.0955
RHPN1	-0.997
EEF2	0.6235
ZDHHC11	-0.5685
EPHA3	-1.2768
RBM12	0.0475
H2AFJ	0.370916666666667
EDIL3	1.645
KIF26A	-0.47275
SERGEF	0.33875
B3GALT4	1.77975
LOC90925	0.6005
OSCAR	-0.43
NPFF	0.002875
DEDD	0.089875
TMEM155	-0.879625
PTPN1	-0.294
SCYL2	0.0401666666666667
SKAP1	1.86825
LEAP2	-2.998
GADD45G	0.8919
IFITM3	0.52275
PILRB	-1.99483333333333
SLU7	0.12525
DSC3	1.924
DNMT3L	-1.19325
PAPD5	0.2685
B3GNT3	1.08216666666667
LHCGR	0.256
MSL-1	-0.08025
UBE2S	-2.38125
SAP130	-0.80675
ANAPC11	-0.22275
MAGED4B	-0.093
ATP6V1B2	0.111666666666667
C14orf179	0.826375
CAPZA1	-0.06575
CDYL2	-1.01383333333333
GLRX3	-0.828166666666667
LOC136288	-0.26375
MOBKL1A	-0.1125
HTR2B	2.75
CRYGD	0.131333333333333
NUS1	-0.582166666666667
PGRMC1	0.262
MYOM2	2.3235
FLJ39653	-1.55166666666667
CHM	-0.1054
OR5M8	0.3165
ZNF619	-0.0215
FAM105A	0.672
CCNL1	-1.058375
NAP1L3	1.0655
C10orf57	1.23866666666667
B3GALNT1	0.4355
CSN1S2A	2.854
TCP10L	0.0905
GDAP2	-0.340375
DMKN	-0.0418333333333333
COX6B1	-0.55275
DNASE2	0.140666666666667
MSH5	-2.25575
LGMN	0.533375
USP31	0.0976
OR13C8	-0.026
SDCBP	0.2882
NUDT11	-0.229166666666667
PYGL	-0.8695
SNPH	0.589333333333333
B3GNT4	-0.7305
MIZF	-0.6393
NUBPL	-0.13175
NOD1	0.486
CDH22	1.05525
NUBP1	0.0235
DSCAM	-3.43775
DGKI	0.631
FAM136A	-0.97575
AKAP1	0.3905
SLC16A6	-1.3325
RIN3	1.00225
PSG2	-0.364
DIP2B	-0.194416666666667
PSORS1C1	0.0259
KIAA0495	-0.064
FLJ90709	-0.835666666666667
LPA	-0.382333333333333
PIGA	-0.532166666666667
LY75	3.02716666666667
UTS2	-6.2785
RREB1	0.026875
GALNACT-2	0.2543
MGC3196	-1.0655
FLJ31568	0.29175
LPHN1	-0.09925
SP1	0.4495
TOX4	0.200166666666667
HSPA9	-0.584
APOBEC1	0.568
SLC35E4	-1.1045
LSM5	-1.3125
SURF1	0.30775
ZBTB1	0.850833333333333
GTF2F1	0.398625
RPS15A	0.198142857142857
DUSP21	-0.517333333333333
GINS4	-3.67566666666667
MYO15A	0.172666666666667
GIMAP7	4.044
MGC13379	0.91625
ATP6V1E2	-0.331333333333333
UTP3	0.067
HNRPA3	-0.5374375
MT4	-0.604
C14orf155	-0.033
U1SNRNPBP	0.25325
CKLF	-0.981833333333333
PLEKHN1	-0.927833333333333
MBNL1	0.488916666666667
NUP160	-1.4765
ACSM2A	-1.33
LOC129881	0.36975
KIAA1529	-0.38525
FLJ22639	-1.88625
HAND1	-1.2865
GSX1	0.2775
FGA	-3.759625
SERPINB1	0.02775
ZNF642	-0.089
IGFBP1	-5.139375
SLC1A1	0.978625
DHX57	-0.04925
ZNF766	0.4035
PTPN21	0.3977
GDPD3	-1.86883333333333
PNPLA5	0.3335
TBR1	-0.093
FAM116A	-0.30975
IQGAP1	0.492
FOS	2.226125
ZNF226	0.142125
FIGNL1	-1.16966666666667
C14orf1	0.031
ZMYND17	-0.489
PUS7	-1.12633333333333
TUBB6	-0.05575
KCNQ2	-1.71775
MARCH6	-0.403
CCDC33	0.1675
PRODH	-0.6675
RBM11	0.52225
EPHA6	0.266
SLC43A1	-0.681
LOC196541	0.39425
NTN1	0.916
ING4	0.5365
PCDHB10	1.19625
DPH2	-0.7725
SPACA4	-0.1515
FBXL21	-2.952
DIAPH1	-0.425833333333333
ZNF71	0.787666666666667
CEP76	-1.104
CORO1A	-0.715
RRM2	-3.931625
EDG4	0.33425
OS9	0.589833333333333
SLC4A1AP	-0.473
COG5	-0.748
COPS8	-0.3695
NGLY1	-0.58075
NCBP2	-0.421125
C17orf42	-0.774166666666667
GPSM3	0.76875
SIL1	0.841333333333333
ASB6	-0.445
SMAD5OS	0.899
UNC93A	-3.14125
A1BG	-0.182
C21orf62	0.28275
FMO5	0.208416666666667
ATRIP	-0.586833333333333
CEBPG	-0.118166666666667
C7orf38	-0.308333333333333
TNFRSF1B	1.36416666666667
CLEC1A	1.3415
IQSEC1	0.440875
PATZ1	0.6291
RBM22	0.5145
BAG2	-1.44233333333333
PAQR5	-2.1385
C9orf127	0.4035
THNSL1	0.11225
SHROOM3	2.0327
JAM2	2.8335
SNRPN	-1.61175
ALX4	0.5125
CACNA1S	-0.163
FAM130A1	0.227
CORIN	2.3445
CD300LB	0.236
PLEKHG6	0.5775
LRRC40	-0.9695
PCLKC	-1.35325
PCDHB16	1.29366666666667
WNT2B	1.54516666666667
ASNS	-2.41822222222222
MRPL49	-0.262125
FLJ46111	-1.28725
ISG20	0.52875
SMU1	-0.106
CASZ1	0.2755
POLR1D	-0.33875
GIN1	-0.621
SNAG1	0.613
ANKRD29	0.5995
CDKN2AIP	-0.127
KRR1	0.124
CXCL1	-0.806
EPM2A	0.2344
PC	1.31233333333333
DEFB127	0.04
PDZRN4	0.589166666666667
FAH	0.4035
OR51E1	0.728
CDC2L6	-0.081
DNTTIP1	-0.4895
PAX8	-0.4635
TMEM116	-0.2445
C1orf150	0.2555
PRO2012	0.2385
MRPL40	-0.6325
BEX1	-2.7375
SLC2A4	1.86383333333333
PKMYT1	-2.6125
FEZF2	-0.172333333333333
SLC26A9	-0.901
MAP2	0.209166666666667
LYL1	-1.019
SLC25A19	-1.12233333333333
NOS3	0.424
ZNF34	0.754166666666667
TMPRSS11F	-0.1705
FAM43A	1.3565
FCRL4	-0.0661666666666667
KLF14	0.65575
FLRT2	1.23483333333333
WRN	-1.0405
SDF2	0.546
KRT8P12	-0.8945
C6orf195	0.5415
C9orf125	-0.3075
DZIP3	0.218375
RIT1	-0.328416666666667
SCML1	-0.788333333333333
RHBDF2	-0.37425
OR2G3	0.172
REXO1L1	-0.146
MAP3K7IP3	-0.8075
C3orf57	-3.263
FBXW11	-0.458666666666667
ETAA1	-0.73175
C14orf131	-0.5021
AKT1S1	-0.206
SLC12A5	-0.409875
C9orf164	1.00275
NRIP3	0.2025
NOS1AP	0.35825
TMEM121	0.64275
SAP30BP	-0.0746
DGCR6	0.48375
WDR76	-2.337
FAM82B	-0.649416666666667
LOC606495	-0.4135
MAP9	1.78591666666667
BCDIN3D	0.4485
CXorf36	3.153
DSCR3	-0.6146
ZFAND3	0.293
C7orf43	-0.0433333333333333
SPSB3	0.3113
C19orf19	0.14225
FAM133A	-1.812375
C12orf25	0.43825
SLC39A3	-0.84425
DISP2	-1.04225
PI4KAP2	-1.955
MKRN3	-2.84666666666667
ADAMTS13	-0.320375
CBLN3	0.18
TTYH1	2.153
C3orf18	1.215
FLJ13236	-0.44775
ZMYND12	2.07125
C18orf25	-0.16525
GLB1L3	-0.3185
ATP13A5	1.6255
RANBP10	0.0385
CD96	-1.364
DENND1C	-0.5115
RBMS3	2.2606
SLC41A3	0.5095
DGCR6L	0.47875
TMEM128	0.478166666666667
CSNK1G3	0.3395
MOBKL2C	1.67625
TSPAN6	0.549
MATN2	2.0544
MSL2L1	0.00983333333333333
ST6GALNAC2	0.0156666666666667
FGFBP2	3.4645
FGL1	-0.7695
MPP3	-1.35366666666667
ARHGEF6	1.5945
TGFBR2	1.781375
ACMSD	0.6535
IL33	4.81875
C9orf5	-0.210833333333333
DEAF1	0.5372
AMN	0.756
DEFA6	-0.0395
RNF212	-0.49
METT5D1	-0.097
CIB1	-0.03
TSSK1B	0.07375
KIAA1727	1.16
ZNF680	0.271916666666667
LOC399900	-1.208
LOC152217	-0.353416666666667
CTNNAL1	-0.9265
CIT	-3.09975
TLE6	-0.398
ZNF607	-0.4795
HERC4	-1.07416666666667
DRAP1	-0.5893
PEMT	-0.1615
C10orf111	0.1795
ZNF575	1.353375
KCTD7	-0.001
MYO1F	0.28225
LOC285382	0.11275
RAB11A	0.1576
PLCD3	-0.40325
C15orf28	0.02325
PTBP2	-0.626375
CTB-1048E9.5	-0.35775
C19orf60	-0.305833333333333
C7orf25	-0.0128333333333333
SETD7	1.0865
HOXB9	-4.939
VANGL1	-0.37025
CHAF1B	-2.75025
NDUFA3	-0.38925
KIAA1328	-0.1165
SHARPIN	-0.049375
TTC23	0.549125
UGP2	0.584166666666667
ANKIB1	0.2103
CIRBP	1.83257142857143
SEC14L4	-2.27816666666667
OVCH1	-0.279166666666667
VPS52	-0.4355
FAT	0.143625
M6PRBP1	0.035
GPRIN3	0.1445
PPM1F	-0.496166666666667
TSR1	-0.782
CCDC85A	2.385
PCSK5	2.83
ZFHX3	-0.048
HEMK1	-0.8645
PGBD2	-0.22075
RSRC2	-0.111333333333333
AURKC	-0.460833333333333
SCRIB	-0.646125
ORM2	-4.449
FAM115A	0.4862
FZD6	-0.014125
UNC119	0.05
GPX3	0.9081
NOV	0.103875
CABC1	0.467
CDC42SE2	0.0955625
EIF2S2	-0.8442
RNF130	0.90925
CKAP5	-1.22716666666667
RP11-413M3.2	0.64175
C10orf18	0.0794
TMEM93	-0.72775
DYX1C1	0.4705
KCNMB2	1.60575
ANK3	1.35183333333333
KRT5	2.179
CDH12	0.294375
QRSL1	-0.4425
JUB	-1.033
SHC4	0.67425
CCL15	2.27716666666667
CCDC22	-0.00975
SNX24	-0.4165
RARS	-0.69575
MORC2	-0.13175
FAM48A	-0.38775
MT1H	-0.119
PPP1R14C	-0.00483333333333333
FOXD1	-2.49621428571429
C1orf213	-0.92475
AMT	-1.2463
DSN1	-1.8365
PTPLAD2	2.52275
DIS3L	0.0015
RASL11A	0.86875
GPRC5B	1.02025
FRMD7	-0.0385
STRN4	-0.22925
KITLG	0.5395
HDGF	-0.75975
OR1S1	0.0835
SETX	0.5066
DDR2	1.57675
KCTD12	3.4645
LYZL2	-0.47175
WDR52	0.0505
TMEM2	1.149625
ZNF579	0.948
LOC200810	-0.3695
TNFSF9	-1.83375
PPFIA4	-3.4245
CNIH3	0.598833333333333
MAP4K4	-0.614785714285714
ROD1	-0.0712142857142857
ALS2CR12	-0.348166666666667
DOCK3	-0.346333333333333
PAQR9	-4.37875
ASB17	-0.271833333333333
STX16	-1.365375
FEZ2	0.489166666666667
DLAT	-0.623
KIF21B	-1.38983333333333
CDC5L	-0.5815
TMEM119	1.9195
CRIP3	-1.20125
TPSD1	0.106833333333333
TEPP	0.35525
GNGT2	0.92125
C21orf121	1.00125
WNK1	-0.221416666666667
FLJ10490	0.4948
OR51B5	-2.489
LOC203547	-1.06925
HAS1	1.2595
PPA1	-0.0143333333333333
ST7	-0.20375
C11orf46	0.5275
POPDC3	-3.729
ACOX2	1.12766666666667
ATCAY	-0.343666666666667
TM4SF19	-1.001
MFSD9	-0.686
PDHB	-0.5325
ERN1	-0.10275
LCE3C	0.1325
GPR111	0.2795
NOTCH3	1.3935
ADAMTS5	5.093
B3GALT1	0.31125
UGCGL1	-0.817833333333333
FAM58A	0.171333333333333
FBXO32	2.323
CLPP	-0.512
NXPH1	-1.24675
MTMR3	1.11566666666667
ATP1B3	-1.006625
TMEM16A	4.053
HIST1H3F	-0.992666666666667
TRIM25	-0.232666666666667
SDCBP2	1.071
CRKL	-1.002
HOXB2	0.624166666666667
ANP32B	-0.368375
GATM	3.2215
AP4E1	-0.371875
EDG5	0.58675
CDKN3	-3.25783333333333
CDH4	0.052
PGD	-0.174333333333333
RND1	-0.2915
GAD1	-2.0432
MPG	-0.0495
LOC440350	-1.083
ZNF133	0.41425
SERPINB12	-0.234
AMELY	-0.2096
DHX36	-0.92625
TNFAIP8L2	2.44033333333333
PHTF2	-0.446777777777778
CCDC112	-1.049
IQCC	-1.14775
HEYL	3.40033333333333
FTSJ2	-0.774333333333333
APPL1	1.187
RAB43	0.448714285714286
OR10G2	0.00899999999999999
WAC	0.403333333333333
ADCY9	-0.2305
RUNDC2B	0.885833333333333
PYCRL	-0.4786
AGPAT7	-0.2465
SLC22A9	-0.686333333333333
CDKAL1	-0.3355
PDYN	-0.0398333333333333
C20orf74	0.676
MTMR11	1.2315
VAV3	2.752
DAPL1	4.72675
STXBP3	0.22725
EIF3G	0.28525
ARHGAP22	-1.38325
NPFFR1	-0.244
NPC1	-0.677333333333333
ALDH9A1	1.51316666666667
ZNF600	-0.21375
ZNF678	-0.0376666666666667
RASSF1	-0.165583333333333
ADD2	-2.29875
PITPNB	0.80675
PKD2L2	0.357125
LRP11	-0.63
CDKL1	0.19175
SMEK2	0.17775
PRODH2	-3.34983333333333
C11orf54	0.4715
SFRS11	-0.459166666666667
IL7	1.081
ALS2CR16	1.692
BTG3	-0.652166666666667
PAK2	-0.489611111111111
RP11-679B17.1	0.11625
GATA4	-1.98716666666667
ATP2B1	0.5535
LOC130940	1.841
C1orf172	1.935
ATF7IP2	-0.6185
SLC25A43	-0.547833333333333
CENTG3	0.3295
IGF2BP1	-4.0768
FCHSD1	0.2155
CAMK2N2	1.24466666666667
ELAVL3	-0.007
NBPF15	-0.253833333333333
UBE2J2	-0.127916666666667
GNL2	-0.5645
PRR3	-0.1894
NLF2	1.403
OR4F6	-0.1045
KLHL24	1.1845
CCDC88A	-1.192
SGPP1	-0.2185
C10orf11	0.886833333333333
SLC35B4	-1.3235
UGT3A2	-0.127
ARNT2	0.0672
CBR1	-0.29025
ITPR3	-1.39783333333333
TRAPPC6B	-0.4173
AMZ1	-1.262
ARP11	1.42125
WDSUB1	0.1255
APBA1	1.9545
RAB2A	0.39
C6orf162	0.19875
HPSE2	2.379
PLCE1	0.0355
INSL3	1.228
DLG1	-0.3917
PTPLA	-2.0695
PIGX	-0.73225
TFIP11	0.29
FIBIN	1.797
POLR2G	-0.77025
GRAP2	-1.4526
DNAJB8	-0.0476666666666667
CNBP	0.251333333333333
WASF1	-0.27225
INPP5E	-1.1344
HSPB1	-1.04375
TMEM167	-0.381
CUBN	0.522
IGF1	5.513125
ITPK1	0.2323
NAALAD2	0.265
G3BP1	-0.00339999999999999
NT5DC1	0.30475
CYP39A1	1.814
TMEM139	1.195
POLK	-0.2681
GLULD1	-0.98675
RBM15	-0.8805
AMZ2	-0.3155
GDF15	-3.308
MESDC2	-0.39475
INCA	0.696666666666667
ACY1L2	-0.01
GZMM	-0.276166666666667
PAIP1	-0.1175
CACNA2D1	0.54625
STK32C	0.257666666666667
SH3BP4	0.423333333333333
DEC1	-0.104
PADI1	-0.082
UBB	0.2487
PON3	0.4195
PROP1	0.283
ANKRD13B	0.1355
ADCK1	-0.55925
TCF25	0.660166666666667
SLC38A5	-3.05025
CXorf26	0.559666666666667
C19orf39	0.041
PPP1R13B	0.80075
ARL2	-0.505
TCL6	0.0425
TOP3A	-0.6735
SLC16A14	-0.221
FXYD6	2.37316666666667
HIST1H4E	-0.602
BBC3	0.199526315789474
UNC5A	0.124
FAM86C	-0.5502
PI4KB	0.467375
B3GAT1	-0.97725
SUSD2	2.43483333333333
OAZ2	0.207833333333333
NOC4L	-0.4955
C10orf12	-0.86775
FADS1	-1.42166666666667
LOC144097	-0.67225
DKK2	0.591666666666667
KIAA1949	0.356
RHOT1	-0.0904
OXT	1.49566666666667
GPR153	1.36925
ARL4A	0.341333333333333
SAAL1	-1.11375
CCDC64	-0.7135
USE1	0.178166666666667
HNMT	0.805166666666667
PCGF3	0.209625
CYP2C19	-0.06425
C20orf4	0.135
CCDC11	1.15875
ACSBG2	0.01425
RWDD2A	-0.22875
PALLD	2.635
CPLX4	-0.313
LOC492311	1.84375
KPNA2	-2.38833333333333
MACROD1	-0.5677
TMCO3	-0.273166666666667
C15orf52	0.8855
BIRC5	-2.8892
