Hybridization REF	TCGA-AO-A12G-01A-11R-A10J-07
ZFP106	-0.3505
ZNF347	-0.3063
GTF2E1	0.61325
RY1	0.458
ATAD2B	-0.111375
ARHGAP17	-0.3882
KCNIP3	-0.38125
SFPQ	0.397375
GFRA4	-0.023
AKR1B10	-2.636625
TIGD6	1.09566666666667
RGS16	1.764
URB1	-0.508833333333333
OR4C46	-0.186833333333333
TOP3B	-1.024
NFATC4	0.4145
CA14	-3.228
BMPR1A	0.0116666666666667
SNRP70	-0.849
PRL	-0.19525
C6orf130	-0.68025
STAG2	-0.44875
CD55	-0.842
RPS23	1.34483333333333
SSX2	-1.0865
FDPSL2A	0.216
FBXO27	0.792125
SYNGR3	-1.3285
TMSL3	1.86725
EML1	-1.5655
NUP93	-0.745583333333333
SMAD3	-0.1035
KIAA1189	-0.128166666666667
HNRPUL2	0.985333333333333
TBC1D12	0.0478333333333333
C16orf24	1.3735
MRVI1	1.92633333333333
ZNF581	0.471666666666667
ELOVL3	-0.578
OR51Q1	0.38375
CACNB3	0.3795
GALNT13	-1.17025
C10orf84	1.404125
NEDD4	-0.1667
SPO11	0.5975
OR5AU1	0.0445
NEK4	0.00264285714285716
PRKAR2A	-1.12666666666667
IHPK1	-0.5315
ATP6V0B	0.465875
CACNA1E	-0.195
CEACAM8	-0.247
PEX14	0.2125
FLJ12993	-0.999
ZBTB38	-0.370416666666667
PCTK2	1.4155
LRRC16	2.1347
FBLIM1	1.17666666666667
FYCO1	0.085
RP5-1022P6.2	-1.00408333333333
CMTM1	0.175833333333333
PLTP	-0.229833333333333
RAPH1	0.479625
DOCK8	0.593375
EZH2	-1.89686666666667
SLC25A1	-0.2415
PLEKHB1	0.8948
GRB7	1.1085
ZFP37	-0.439
MRPL33	-0.0465
PELO	-0.2635
ARMC1	0.0406363636363636
C9orf27	-0.127
FLJ25778	-0.1515
C9orf37	-1.70233333333333
TMEM66	1.077
SPRN	0.214
HBEGF	-0.376375
PI4KA	-0.4575
LEPRE1	-0.436
POU2AF1	-2.9015
MRPL12	-0.602833333333333
REP15	-0.338
ZC3H3	0.607
RASAL1	-1.38825
DDAH1	1.049875
ACBD5	0.090375
TMC2	0.294
CCDC137	-1.14275
SAMD13	-1.64383333333333
UGT2B15	-0.698833333333333
TIPARP	-1.55875
DNASE1L3	1.60725
TRIM72	0.543166666666667
DBX2	0.5505
IPO8	0.56325
C21orf88	-1.5172
MAP3K14	-0.2
LOC51233	0.471333333333333
GGTLA4	2.88325
PDE6D	0.6525
ZNF117	-0.438
CLK2	-0.58875
NKRF	-1.082
TNFSF15	1.1752
DUSP2	-0.37525
SECISBP2	-0.8745
GABRR2	-0.296
PPAP2C	1.204
LOC51145	-0.00533333333333333
PAG1	-0.207625
PIK3C3	0.558
GNG10	-0.07
APOL4	0.797
ANKRD28	-0.572875
STMN3	-1.6101
RAB14	1.0689
CDK2AP2	0.2795
HDDC3	0.16225
COMMD7	0.584125
CXXC1	-0.55375
HMCN1	-0.2405
CD40	0.59275
DYNC1LI2	-0.7311875
GDI1	-0.18925
LOC646938	0.1065
VSNL1	-1.52183333333333
PIH1D1	1.12033333333333
RAET1G	0.822
KRTAP5-9	0.157
EFTUD2	-0.17275
ZNF311	0.212166666666667
ATP6V1G3	0.43475
OR2W3	0.53
SCN4A	0.2785
MED10	-0.566625
FAM135A	-1.1708
ARHGAP4	-1.474
EHMT2	-1.045125
UFD1L	0.13125
ERMP1	0.66775
MAG1	-2.243
THAP8	0.272666666666667
HACE1	-0.9165
FAM82C	0.127
C3orf20	0.0365
UNC84A	-1.47466666666667
SCD5	-0.039
LASS6	1.499125
LSG1	0.82925
MAL	-4.81125
GPR22	0.0025
WDR5B	1.18675
ACTRT1	-0.002
C17orf60	-0.574
GRIN2C	0.1332
ARMC8	-0.22125
SLC47A1	-2.446
DMPK	-0.27425
DHRS13	0.252333333333333
SMC1A	-0.493666666666667
KRTAP17-1	0.928
SMYD5	-0.653
TUSC2	0.563
CRHR2	0.7755
KIR3DL2	0.8365
CCDC104	0.17875
ATP2C1	0.7725
CROT	1.90775
PABPC3	-0.107666666666667
EGR1	0.378833333333333
THSD1	0.84525
KHK	-0.47325
SLC12A2	3.6925625
CD58	-0.92475
STOX2	-0.746333333333333
CCDC76	-1.3429
CCDC48	5.87225
DNAH1	-0.241166666666667
ZIC4	1.048625
OR1G1	0.391
PSMC6	-0.520666666666667
PROKR1	0.487
ABCB1	-0.200375
TRAT1	-0.76375
LLGL1	0.081
MTF1	0.9065
USP54	0.20525
PAGE2B	-1.7935
ITGB7	-3.80475
CCDC81	0.3875
LOC149837	0.46425
SCUBE1	1.4505
ZSCAN10	-0.2765
HUWE1	-0.174714285714286
CDH17	0.4835
CD180	-0.4195
IL17A	0.27975
TMPO	-1.3455
KIAA1524	-1.50183333333333
HDGFRP3	0.5125
OXCT1	-0.688636363636364
RRAS2	-2.58366666666667
LTBP2	2.585375
SV2B	2.54983333333333
CYP2A6	0.142875
PKD1L2	-0.590666666666667
PPM1M	-0.1135
FLJ22662	2.27083333333333
ZNF502	0.21725
GP6	-0.5555
CRYBA2	-0.76275
LEF1	-2.0405
CTPS	-1.44057142857143
EYA1	-2.40066666666667
EPS8L1	2.63875
MAPK14	-0.671666666666667
SERPINB2	-4.922875
GTF2F2	-0.420833333333333
ZNHIT4	-0.3815
PLA1A	1.4525
C20orf114	4.156
HPR	-4.294
C18orf2	-2.27016666666667
SATB2	-1.8715
KCNJ9	-0.147375
MGC157906	0.4585
MOCS3	0.602
C17orf71	-0.635333333333333
PPHLN1	-0.1448
HIST1H2BN	-1.893875
RAPGEF1	-0.8705
MAP3K8	-1.25525
DLG4	0.648666666666667
STC1	0.505666666666667
CDGAP	0.81275
DDX26B	-2.014
LOC150223	-0.5665
CPSF3	-1.85816666666667
TMEM14A	0.38525
MYH3	-2.23925
GPKOW	0.19475
SULT1A1	0.2615
SPON1	3.1691
YY1AP1	-0.171833333333333
RAB23	-0.086
PLA2G4A	-3.92775
MAPRE3	-0.1065
ZNF516	0.683642857142857
GGPS1	1.5235
EXOC3L2	-0.799875
C19orf42	0.7535
MAP2K2	-0.467333333333333
HIST1H2BB	-1.497
RNF19B	0.7015
C6orf128	0.3285
TLR8	1.71475
PCDHA9	-0.0525
CARS2	-0.416875
CLUL1	3.548
RHAG	-3.84716666666667
UNK	-0.271
EXOC8	0.9585
C9orf95	0.8305
C14orf143	0.148833333333333
MAML3	-0.0495
LDHA	-2.56875
MRPL20	0.464125
KLHDC6	0.127166666666667
ATP5S	0.264666666666667
C8orf55	1.52575
PHF19	-1.997625
KRTAP13-4	0.3265
TTC5	0.10475
XKR5	-0.16825
SILV	-4.53583333333333
TEX28	-0.01
TCTN1	1.28625
CX40.1	0.44325
PPP2R5C	-0.03775
C12orf30	-0.7915
CAPG	1.569
MPZL1	1.19925
ARSB	-0.8625
TDH	-1.84475
WASF4	0.79825
TSSK3	-0.228
7A5	0.5975
CRISPLD1	0.6695
MAD1L1	-1.04883333333333
SPIN4	-0.3835
AMPD1	0.44275
DPYSL5	0.1405
INPP1	-0.409
ANKRD11	-1.30027777777778
NPAS4	0.10075
GCET2	0.3159
RNASE9	0.01
GUCY2D	0.3565
CCDC98	0.91125
FGF4	-0.059375
CPM	-1.11566666666667
SLC26A4	-1.3345
PLD5	-0.017
FAM59A	-0.1913
FBXO5	-1.558
SIPA1L1	-0.4655
DPYS	0.39975
ATG4D	-0.485
TGM3	0.077
MTCH1	-0.134125
HK1	-0.316428571428571
CDC26	1.043
GALNT12	-3.23216666666667
LOC339229	0.3215
MRPL35	-0.302125
ORC4L	-0.0835
TNKS	-0.798142857142857
C2orf24	0.422666666666667
ZNF553	0.876833333333333
GGTLA1	3.0631
ZNF497	1.14325
CDY1B	0.49275
SLC30A4	0.013
TUB	-1.098
ARHGEF18	0.14325
ARRB1	0.90225
KCNK1	-0.60525
EREG	-2.1514
SCAMP5	0.31875
RUNDC3B	2.7945
ADAMTS20	-0.01925
IL17RB	-0.83825
FLJ20323	-1.77
MCAM	0.753625
POLR3E	-2.255
AQR	1.29533333333333
IPMK	-0.164
CDCA7	-3.46725
CAMP	3.03
GRHL3	0.857
ADAMTSL2	1.26283333333333
CLMN	2.22216666666667
SSTR3	0.363
MAGEA5	-2.0595
OVOL2	4.2215
JMJD1B	0.67825
RBL2	0.019
PYGO2	0.65825
PPP1R10	0.202
CSE1L	-1.45383333333333
LCA5	1.28475
RDH16	1.95325
ASRGL1	0.237
TOM1	-0.304166666666667
PTX3	-5.08775
TTC15	0.37625
SCGB3A1	0.931333333333333
MRPL50	-0.12875
RCAN3	0.54475
SLC26A11	1.25875
STYX	0.774333333333333
CINP	-0.68525
MARCH7	0.7325
PFKM	-0.265666666666667
SGMS1	0.434666666666667
RIOK3	0.0372
C1orf110	0.626
CES7	1.8805
LOC440248	-3.16275
PPP1R12C	0.569
C10orf27	0.5325
ATG9A	-0.21175
MRPS26	0.89175
TMEM40	2.2465
ELP3	-0.297
ZNF787	0.5224
HIAT1	0.531875
C8orf34	0.697833333333333
MGC4655	-0.2161
PELI1	0.102333333333333
PPT1	1.3173
SLC35C2	-0.491833333333333
C6orf125	-0.514
MUC4	-1.05583333333333
RFC4	-2.66071428571429
GNB2	-0.404166666666667
NUP50	0.622785714285714
SULT4A1	-0.804833333333333
C7	2.68975
CCDC130	-0.42
ARRDC4	0.65075
RQCD1	-0.4845
GLYCTK	-0.92125
AYTL2	-0.821090909090909
MTUS1	0.3427
LEMD3	-0.3195
PLEKHF2	2.1545
HOXA7	0.233375
GTF3C2	-1.49
DYNLRB2	3.191
CNOT10	-0.58925
MR1	0.542833333333333
FFAR1	0.311
PRIC285	-0.01825
SLITRK6	3.61775
LIX1	-1.3839
UBE1L2	-0.908916666666667
F8	1.645125
ACHE	0.2655
KPNA5	0.645
TNFRSF12A	-1.421
EGR3	-0.124
SERPIND1	-3.4185
OASL	0.7735
IFRD1	-2.639625
WDFY1	-0.586
ZNF267	0.414625
ACCN5	0.072
ZBTB6	1.336
PPP1R3A	0.0595
PRRT3	2.2065
FBXL19	-0.7745
TXNIP	0.246714285714286
ACTN2	-0.117
ATG9B	-0.1775
C9orf117	3.465375
IL27	0.7215
RPL36AL	-0.0878333333333333
KLK15	0.02075
CHAD	2.8875
RAP2B	0.0289
HEBP2	1.2995
ZNF342	0.129
CAMK2G	-1.35883333333333
TLR3	0.633
FGF14	0.1385
HMGB2	-1.1425
TRPM5	0.001
OR5M11	0.1205
KIF3B	0.371421052631579
PRICKLE2	0.31025
MTMR9	-0.249375
C3orf27	0.03475
GLRA3	-1.1185
NSDHL	-0.160666666666667
TMEM32	-0.276
POLR2D	-0.714666666666667
MYADML	0.4295
C9orf114	-0.80575
MRGPRX1	0.348
TOPORS	1.083
CLDN19	0.11625
C1QL4	0.174
RNF165	-1.4455
DHRS9	-0.85475
DNAH2	1.1415
FXR1	-0.407
ZMYM3	-0.83225
CASP3	-1.075
FAM120C	-0.554375
SCLY	-0.73675
CA7	0.3995
ENTPD5	0.714666666666667
ZNF461	0.0365
PDIA5	0.05875
C1orf19	-0.46
TMEM67	0.7935
KCTD20	-1.22725
WDR47	0.769
FLJ38723	0.4345
KLRF1	0.263666666666667
TAS2R16	0.465
CLDN12	0.89075
PRKCE	-0.08525
UBXD4	-1.099
ITGAM	2.2465
GLT8D3	-0.245875
WDR31	1.1514
RGS2	-0.02775
OR51L1	0.4315
MST1R	0.018
KIAA1737	1.6005
OR4A5	0.328
GLIS1	-1.1645
PTMA	0.701857142857143
NAPA	1.03275
PRDM11	0.371
LIPF	-0.12
DIRAS3	0.59125
ASGR2	-3.942
C1QTNF4	0.53825
PIK3R4	0.162666666666667
ARMC3	0.47975
NDUFV3	-0.529583333333333
BTBD3	-0.425833333333333
PPP1R2	0.880083333333333
UBE2NL	0.721
FOSL2	1.44257142857143
FAM119A	-0.8235
TUBA4A	-0.996
KRTAP12-1	0.1775
SFRS2	-1.0725
RHPN1	0.767
EEF2	-0.818333333333333
ZDHHC11	-0.728833333333333
EPHA3	-0.7492
RBM12	-0.76775
H2AFJ	0.594916666666667
EDIL3	2.752
KIF26A	-0.7785
SERGEF	-0.8245
B3GALT4	2.7565
LOC90925	1.15933333333333
OSCAR	-0.087625
NPFF	-1.262375
DEDD	0.371625
TMEM155	-0.269375
PTPN1	-0.2265
SCYL2	-0.0831666666666667
SKAP1	2.1065
LEAP2	-3.21933333333333
GADD45G	3.5705
IFITM3	0.518
PILRB	-2.2215
SLU7	0.4746875
DSC3	0.524
DNMT3L	-0.608
PAPD5	-0.739375
B3GNT3	-1.54466666666667
LHCGR	0.216
MSL-1	-1.17525
UBE2S	-1.2545
SAP130	-0.85475
ANAPC11	0.52325
MAGED4B	-1.8135
ATP6V1B2	-0.0445
C14orf179	1.019375
CAPZA1	0.648625
CDYL2	0.3725
GLRX3	-1.20433333333333
LOC136288	-0.39725
MOBKL1A	0.3875
HTR2B	3.21
CRYGD	0.104333333333333
NUS1	1.925
PGRMC1	1.339
MYOM2	0.20825
FLJ39653	-2.222
CHM	0.1549
OR5M8	0.4225
ZNF619	0.3465
FAM105A	0.33125
CCNL1	-2.091625
NAP1L3	0.775
C10orf57	1.6925
B3GALNT1	0.765166666666667
CSN1S2A	0.04
TCP10L	-0.85425
GDAP2	0.274
DMKN	-0.391
COX6B1	0.012
DNASE2	0.675333333333333
MSH5	-1.99975
LGMN	0.127125
USP31	-0.3683
OR13C8	0.849
SDCBP	0.2243
NUDT11	-2.02633333333333
PYGL	-2.6595
SNPH	-0.184
B3GNT4	-1.1895
MIZF	-1.4891
NUBPL	-0.313375
NOD1	0.0961666666666667
CDH22	0.969875
NUBP1	0.3395
DSCAM	-3.9805
DGKI	0.2045
FAM136A	-0.97675
AKAP1	0.290666666666667
SLC16A6	0.1805
RIN3	-0.16075
PSG2	0.1895
DIP2B	0.4885
PSORS1C1	0.6584
KIAA0495	-0.537
FLJ90709	-0.733166666666667
LPA	-0.0813333333333334
PIGA	0.106833333333333
LY75	1.16766666666667
UTS2	-6.36066666666667
RREB1	-0.13725
GALNACT-2	0.6625
MGC3196	-0.3655
FLJ31568	0.59525
LPHN1	-0.49675
SP1	0.33525
TOX4	0.29
HSPA9	0.6303
APOBEC1	0.1775
SLC35E4	-2.089
LSM5	-0.1165
SURF1	0.0355
ZBTB1	-0.388916666666667
GTF2F1	-0.2315
RPS15A	-0.1115
DUSP21	-0.3125
GINS4	-3.16483333333333
MYO15A	0.655
GIMAP7	4.03125
MGC13379	0.67725
ATP6V1E2	-0.6705
UTP3	0.29975
HNRPA3	-1.1846875
MT4	-0.021
C14orf155	-0.0125
U1SNRNPBP	0.28625
CKLF	-0.654833333333333
PLEKHN1	-0.437333333333333
MBNL1	-0.27175
NUP160	-0.41675
ACSM2A	-1.04725
LOC129881	0.7485
KIAA1529	-0.75625
FLJ22639	-1.48725
HAND1	-1.052
GSX1	0.4315
FGA	-3.40173333333333
SERPINB1	0.38325
ZNF642	0.26
IGFBP1	-8.286875
SLC1A1	2.806125
DHX57	0.519625
ZNF766	1.1255
PTPN21	-0.0082
GDPD3	-1.15033333333333
PNPLA5	0.1435
TBR1	-0.0875
FAM116A	-0.9305
IQGAP1	0.731125
FOS	0.336
ZNF226	0.5695
FIGNL1	-0.625666666666667
C14orf1	0.844333333333333
ZMYND17	0.036
PUS7	-0.025
TUBB6	-1.251625
KCNQ2	-1.47925
MARCH6	-0.463916666666667
CCDC33	0.0325
PRODH	-0.508
RBM11	1.22425
EPHA6	0.191
SLC43A1	-0.82125
LOC196541	0.25225
NTN1	0.85475
ING4	1.00575
PCDHB10	0.949
DPH2	-0.117666666666667
SPACA4	0.468
FBXL21	-3.759
DIAPH1	-0.8825
ZNF71	1.50433333333333
CEP76	-0.345
CORO1A	-0.77325
RRM2	-3.110125
EDG4	0.6725
OS9	0.178166666666667
SLC4A1AP	0.06525
COG5	-0.9945
COPS8	0.46225
NGLY1	-0.616
NCBP2	0.3185
C17orf42	-0.506
GPSM3	-0.355625
SIL1	0.791166666666667
ASB6	-0.6725
SMAD5OS	1.07283333333333
UNC93A	-2.515375
A1BG	1.571
C21orf62	0.17
FMO5	1.818
ATRIP	-0.838166666666667
CEBPG	0.154166666666667
C7orf38	0.189333333333333
TNFRSF1B	0.317666666666667
CLEC1A	1.44666666666667
IQSEC1	0.260625
PATZ1	1.6672
RBM22	1.066
BAG2	-1.85866666666667
PAQR5	-2.35733333333333
C9orf127	0.5422
THNSL1	-0.481
SHROOM3	1.6272
JAM2	1.63225
SNRPN	-2.785
ALX4	0.117
CACNA1S	0.291
FAM130A1	-0.0335
CORIN	2.4765
CD300LB	0.8925
PLEKHG6	0.397
LRRC40	-0.8825
PCLKC	-0.93925
PCDHB16	0.9425
WNT2B	0.234833333333333
ASNS	-1.876
MRPL49	0.3315
FLJ46111	-0.302
ISG20	-0.063875
SMU1	0.709666666666667
CASZ1	0.5
POLR1D	-0.223166666666667
GIN1	-0.81075
SNAG1	0.630333333333333
ANKRD29	-1.2135
CDKN2AIP	-0.5945
KRR1	0.02275
CXCL1	-4.35016666666667
EPM2A	0.3533
PC	0.677333333333333
DEFB127	0.0895
PDZRN4	0.752666666666667
FAH	0.968375
OR51E1	2.9425
CDC2L6	1.43266666666667
DNTTIP1	-0.75225
PAX8	-0.8095
TMEM116	0.4215
C1orf150	-0.1305
PRO2012	-0.158
MRPL40	-0.0276666666666667
BEX1	-3.4831
SLC2A4	-0.132333333333333
PKMYT1	-1.83075
FEZF2	-0.2165
SLC26A9	-0.46825
MAP2	0.113333333333333
LYL1	-0.6845
SLC25A19	-0.191666666666667
NOS3	0.7145
ZNF34	1.39733333333333
TMPRSS11F	-0.125
FAM43A	-0.36
FCRL4	-0.006
KLF14	0.461
FLRT2	-0.315
WRN	-1.72725
SDF2	1.0855
KRT8P12	-0.20825
C6orf195	0.361
C9orf125	-0.719166666666667
DZIP3	-0.599
RIT1	0.563083333333333
SCML1	-3.07116666666667
RHBDF2	0.38575
OR2G3	0.1225
REXO1L1	-0.392
MAP3K7IP3	-0.3395
C3orf57	-6.87375
FBXW11	-1.03316666666667
ETAA1	-0.36325
C14orf131	-0.4947
AKT1S1	0.1695
SLC12A5	-0.313
C9orf164	1.64625
NRIP3	0.3355
NOS1AP	-0.418
TMEM121	1.18625
SAP30BP	-0.5073
DGCR6	1.97975
WDR76	-0.9945
FAM82B	0.235
LOC606495	-0.654
MAP9	1.47616666666667
BCDIN3D	1.23525
CXorf36	3.13516666666667
DSCR3	-0.0704
ZFAND3	0.450625
C7orf43	0.139
SPSB3	0.1774
C19orf19	0.336
FAM133A	-1.730875
C12orf25	0.47975
SLC39A3	-0.574125
DISP2	1.527
PI4KAP2	-2.067
MKRN3	-2.09133333333333
ADAMTS13	-0.626375
CBLN3	0.3587
TTYH1	-0.9725
C3orf18	1.42575
FLJ13236	-0.32025
ZMYND12	3.47475
C18orf25	0.823375
GLB1L3	-0.62
ATP13A5	0.423
RANBP10	-0.28475
CD96	-1.1048
DENND1C	-0.14225
RBMS3	1.3069
SLC41A3	0.340666666666667
DGCR6L	1.78375
TMEM128	0.659
CSNK1G3	0.0781428571428572
MOBKL2C	0.788625
TSPAN6	0.591
MATN2	-0.9489
MSL2L1	-0.885
ST6GALNAC2	0.961333333333333
FGFBP2	0.074
FGL1	-6.40966666666667
MPP3	-0.2925
ARHGEF6	0.0836666666666667
TGFBR2	0.483375
ACMSD	0.87725
IL33	4.67575
C9orf5	0.445
DEAF1	-0.6372
AMN	-0.237
DEFA6	0.255
RNF212	0.624
METT5D1	-0.4725
CIB1	1.2456
TSSK1B	0.23575
KIAA1727	0.59425
ZNF680	0.5715
LOC399900	-1.063
LOC152217	0.346333333333333
CTNNAL1	-2.3545
CIT	-2.63016666666667
TLE6	1.25725
ZNF607	-0.01925
HERC4	-1.00616666666667
DRAP1	-0.6612
PEMT	-0.85875
C10orf111	0.1075
ZNF575	0.523
KCTD7	0.532
MYO1F	0.15925
LOC285382	0.20375
RAB11A	0.8366
PLCD3	-1.04175
C15orf28	-0.06
PTBP2	-0.34125
CTB-1048E9.5	1.066625
C19orf60	0.247
C7orf25	1.4765
SETD7	0.89375
HOXB9	-4.498
VANGL1	-0.4376875
CHAF1B	-2.5155
NDUFA3	0.693
KIAA1328	0.058
SHARPIN	0.6805
TTC23	-0.546875
UGP2	0.3325
ANKIB1	0.1765
CIRBP	1.50857142857143
SEC14L4	-3.04833333333333
OVCH1	-0.0523333333333333
VPS52	-0.54625
FAT	-0.905625
M6PRBP1	-0.53775
GPRIN3	0.2845
PPM1F	-0.7125
TSR1	-1.13475
CCDC85A	0.884
PCSK5	2.26775
ZFHX3	0.5775
HEMK1	-1.0847
PGBD2	0.2675
RSRC2	0.114333333333333
AURKC	-0.702166666666667
SCRIB	0.06625
ORM2	-4.30433333333333
FAM115A	-0.1166
FZD6	-0.67925
UNC119	0.273666666666667
GPX3	-1.3617
NOV	1.82925
CABC1	0.39825
CDC42SE2	0.8243125
EIF2S2	-0.7406
RNF130	1.279625
CKAP5	-1.05333333333333
RP11-413M3.2	0.513625
C10orf18	0.424
TMEM93	-0.47275
DYX1C1	2.45
KCNMB2	-1.367625
ANK3	1.52691666666667
KRT5	-0.5691
CDH12	0.291125
QRSL1	-0.4285
JUB	-1.4825
SHC4	-1.91475
CCL15	1.33516666666667
CCDC22	-0.21
SNX24	-0.26425
RARS	-0.4685
MORC2	0.836125
FAM48A	-0.3555
MT1H	-1.298
PPP1R14C	-2.18933333333333
FOXD1	-2.82057142857143
C1orf213	-1.4005
AMT	-2.5596
DSN1	-1.334
PTPLAD2	2.93325
DIS3L	0.122
RASL11A	1.78675
GPRC5B	-0.078875
FRMD7	-0.3235
STRN4	0.10275
KITLG	1.6465
HDGF	0.01
OR1S1	0.3835
SETX	-0.638
DDR2	-0.380125
KCTD12	1.36975
LYZL2	0.26575
WDR52	-0.457
TMEM2	0.226
ZNF579	-0.0133333333333334
LOC200810	0.08175
TNFSF9	-1.984375
PPFIA4	-3.80125
CNIH3	2.81033333333333
MAP4K4	-1.04042857142857
ROD1	-0.0638571428571429
ALS2CR12	-0.449
DOCK3	-1.58833333333333
PAQR9	-3.4285
ASB17	0.0231666666666667
STX16	-1.742625
FEZ2	-0.0343333333333333
DLAT	-0.706
KIF21B	-0.505666666666667
CDC5L	-0.768
TMEM119	1.33633333333333
CRIP3	-1.1035
TPSD1	0.405
TEPP	-0.31175
GNGT2	1.41075
C21orf121	0.991
WNK1	-0.014
FLJ10490	0.7102
OR51B5	-1.6485
LOC203547	-0.09725
HAS1	-0.5015
PPA1	-1.11416666666667
ST7	0.367
C11orf46	-0.0751
POPDC3	-4.03483333333333
ACOX2	2.1645
ATCAY	-0.516083333333333
TM4SF19	-2.11775
MFSD9	-0.446333333333333
PDHB	-0.85925
ERN1	-0.00375
LCE3C	0.179
GPR111	-0.279
NOTCH3	1.84116666666667
ADAMTS5	1.752
B3GALT1	-0.742
UGCGL1	-0.283833333333333
FAM58A	1.27316666666667
FBXO32	2.1735
CLPP	-0.252
NXPH1	-0.35325
MTMR3	1.50783333333333
ATP1B3	-0.80425
TMEM16A	4.69825
HIST1H3F	-0.6345
TRIM25	-0.514
SDCBP2	0.894
CRKL	-0.84225
HOXB2	0.426666666666667
ANP32B	-0.391375
GATM	2.465
AP4E1	0.098375
EDG5	0.47875
CDKN3	-2.03066666666667
CDH4	-2.39925
PGD	-0.809666666666667
RND1	1.5025
GAD1	-2.4319
MPG	0.18525
LOC440350	-2.01
ZNF133	-0.1855
SERPINB12	-0.2515
AMELY	0.252333333333333
DHX36	-0.844
TNFAIP8L2	2.7415
PHTF2	-0.273111111111111
CCDC112	-0.154666666666667
IQCC	-0.478
HEYL	3.2575
FTSJ2	-0.921666666666667
APPL1	-0.187
RAB43	0.745857142857143
OR10G2	0.4035
WAC	0.425666666666667
ADCY9	-0.543125
RUNDC2B	-0.186666666666667
PYCRL	1.7519
AGPAT7	-0.257333333333333
SLC22A9	-0.854166666666667
CDKAL1	-0.0885
PDYN	-0.0961666666666667
C20orf74	0.1865
MTMR11	0.67575
VAV3	3.33008333333333
DAPL1	-1.5395
STXBP3	0.37875
EIF3G	-0.0265
ARHGAP22	-0.8765
NPFFR1	0.251
NPC1	-1.33383333333333
ALDH9A1	1.43116666666667
ZNF600	0.417875
ZNF678	-0.0646666666666667
RASSF1	-0.368166666666667
ADD2	-2.02825
PITPNB	0.9495
PKD2L2	0.09425
LRP11	0.04425
CDKL1	0.162
SMEK2	0.892
PRODH2	-3.02416666666667
C11orf54	0.1275
SFRS11	-1.166
IL7	-0.257833333333333
ALS2CR16	0.36825
BTG3	-1.907
PAK2	-0.743333333333333
RP11-679B17.1	-1.04875
GATA4	-1.358
ATP2B1	-0.304
LOC130940	1.188
C1orf172	3.38366666666667
ATF7IP2	-3.027
SLC25A43	-0.642833333333333
CENTG3	-0.19775
IGF2BP1	-3.6122
FCHSD1	0.404
CAMK2N2	-0.118166666666667
ELAVL3	-0.0848
NBPF15	-1.24
UBE2J2	0.19125
GNL2	-0.22775
PRR3	-0.00889999999999996
NLF2	0.0315
OR4F6	-0.1645
KLHL24	0.837666666666667
CCDC88A	-2.4781
SGPP1	-1.23766666666667
C10orf11	0.373666666666667
SLC35B4	-1.2555
UGT3A2	-0.794
ARNT2	1.1695
CBR1	-1.023625
ITPR3	-1.5455
TRAPPC6B	-0.3625
AMZ1	-1.291
ARP11	2.90725
WDSUB1	0.32725
APBA1	0.239833333333333
RAB2A	2.0618
C6orf162	0.634125
HPSE2	0.51725
PLCE1	-0.79825
INSL3	0.1065
DLG1	0.0352
PTPLA	-3.458
PIGX	0.2165
TFIP11	1.47533333333333
FIBIN	3.1875
POLR2G	-0.168
GRAP2	-1.953
DNAJB8	-0.11125
CNBP	0.926
WASF1	-1.2455
INPP5E	-2.0742
HSPB1	-0.00800000000000002
TMEM167	-0.0908
CUBN	0.4205
IGF1	3.2153125
ITPK1	0.3318
NAALAD2	-0.433875
G3BP1	1.3534
NT5DC1	-0.00462500000000001
CYP39A1	-0.303
TMEM139	1.94483333333333
POLK	-0.3644
GLULD1	-0.78325
RBM15	-0.902333333333333
AMZ2	0.08375
GDF15	-3.50566666666667
MESDC2	-0.0565
INCA	0.327666666666667
ACY1L2	-3.2955
GZMM	-0.376333333333333
PAIP1	0.12425
CACNA2D1	-0.00324999999999998
STK32C	0.723333333333333
SH3BP4	3.31066666666667
DEC1	0.172
PADI1	0.5105
UBB	-0.0727
PON3	-2.221
PROP1	0.9225
ANKRD13B	0.00899999999999999
ADCK1	-0.8875
TCF25	-0.433916666666667
SLC38A5	-3.0615
CXorf26	0.8315
C19orf39	0.79475
PPP1R13B	0.54475
ARL2	-0.2
TCL6	0.283416666666667
TOP3A	-0.391
SLC16A14	0.8585
FXYD6	1.936
HIST1H4E	-1.27175
BBC3	0.390894736842105
UNC5A	0.396166666666667
FAM86C	-0.0626
PI4KB	-0.10575
B3GAT1	-3.9125
SUSD2	2.35916666666667
OAZ2	0.631333333333333
NOC4L	-0.49875
C10orf12	-0.647
FADS1	-2.32566666666667
LOC144097	-0.99075
DKK2	2.104
KIAA1949	-0.69375
RHOT1	0.4214
OXT	0.612
GPR153	-0.0705
ARL4A	-0.0258333333333333
SAAL1	-1.47675
CCDC64	-0.7645
USE1	0.159166666666667
HNMT	0.489
PCGF3	-0.3130625
CYP2C19	0.244
C20orf4	0.2025
CCDC11	0.286
ACSBG2	0.05575
RWDD2A	-0.147
PALLD	2.12225
CPLX4	0.701
LOC492311	0.38875
KPNA2	-1.8255
MACROD1	0.0212
TMCO3	0.723333333333333
C15orf52	0.939833333333333
BIRC5	-1.41853333333333
PRR16	1.07516666666667
FAM63B	-0.689625
