Hybridization REF	TCGA-AN-A0AK-01A-21R-A00Z-07
ATAD2B	0.590375
ARHGAP17	-0.1471
KCNIP3	-1.51425
SFPQ	0.6265
GFRA4	0.383166666666667
AKR1B10	-4.138125
TIGD6	0.478833333333333
RGS16	1.706125
URB1	-0.835666666666667
OR4C46	0.1234
TOP3B	-0.70825
NFATC4	1.8305
CA14	-4.889
BMPR1A	0.679
SNRP70	0.07
PRL	-0.203454545454545
C6orf130	-0.64075
STAG2	-1.14475
CD55	-2.463
RPS23	1.2035
SSX2	-1.48083333333333
FDPSL2A	0.222
FBXO27	-1.14575
SYNGR3	-1.033
TMSL3	0.18125
EML1	-0.5455
NUP93	-0.732833333333333
SMAD3	-1.0136
KIAA1189	-0.1375
HNRPUL2	0.8205
TBC1D12	1.07916666666667
C16orf24	0.752
MRVI1	1.76666666666667
ZNF581	-0.105833333333333
ELOVL3	-1.3705
OR51Q1	0.04425
CACNB3	2.91666666666667
GALNT13	3.8645
C10orf84	0.4595625
NEDD4	-0.3525
SPO11	2.473
OR5AU1	0.6545
NEK4	0.027
PRKAR2A	0.152166666666667
IHPK1	-1.41383333333333
ATP6V0B	0.658625
CACNA1E	0.311
CEACAM8	0.916166666666667
PEX14	-0.6905
FLJ12993	-1.4065
ZBTB38	-0.788583333333333
PCTK2	1.53116666666667
LRRC16	0.2161
FBLIM1	-0.124666666666667
FYCO1	0.411
RP5-1022P6.2	-0.893166666666667
CMTM1	0.584333333333333
PLTP	0.354333333333333
RAPH1	0.72725
DOCK8	0.58325
EZH2	-1.2782
SLC25A1	0.168
PLEKHB1	-1.4014
GRB7	0.4482
ZFP37	0.157
MRPL33	-0.603
PELO	-0.33825
ARMC1	-0.365
C9orf27	0.421833333333333
FLJ25778	0.499
C9orf37	-1.436
TMEM66	1.577
SPRN	0.602625
HBEGF	-0.904375
PI4KA	0.0625
LEPRE1	-1.7525
POU2AF1	-2.3615
MRPL12	-0.2515
REP15	-1.15
ZC3H3	1.31675
RASAL1	-2.013
DDAH1	1.736875
ACBD5	0.991375
TMC2	0.609
CCDC137	-1.056
SAMD13	0.3195
UGT2B15	0.313833333333333
TIPARP	-0.6815
DNASE1L3	-0.33325
TRIM72	1.15783333333333
DBX2	-0.306666666666667
IPO8	0.35975
C21orf88	-2.9407
MAP3K14	-0.32375
LOC51233	0.145
GGTLA4	0.34925
PDE6D	-0.24325
ZNF117	-0.49375
CLK2	0.080625
NKRF	-1.18375
TNFSF15	-0.2099
DUSP2	1.212
SECISBP2	0.1896
GABRR2	-0.222
PPAP2C	2.5695
LOC51145	0.0566666666666667
PAG1	-0.41075
PIK3C3	-0.422
GNG10	-0.9125
APOL4	0.882666666666667
ANKRD28	-1.022
STMN3	-2.8701
RAB14	1.014
CDK2AP2	0.5125
HDDC3	-0.241125
COMMD7	0.80175
CXXC1	0.262
HMCN1	-2.5264
CD40	0.05025
DYNC1LI2	-0.9395
GDI1	0.26025
LOC646938	0.0213333333333334
VSNL1	-4.77966666666667
PIH1D1	0.836833333333333
RAET1G	-2.008
KRTAP5-9	0.753
EFTUD2	0.054
ZNF311	-0.706666666666667
ATP6V1G3	0.08325
OR2W3	0.61125
SCN4A	0.50925
MED10	-0.2615
FAM135A	-2.2258
ARHGAP4	-1.24575
EHMT2	-0.15275
UFD1L	-0.74325
ERMP1	0.94825
MAG1	-1.533
THAP8	0.797166666666667
HACE1	0.812833333333333
FAM82C	0.754833333333333
C3orf20	0.232
UNC84A	-0.418666666666667
SCD5	-0.225642857142857
LASS6	3.103375
LSG1	0.146666666666667
MAL	-5.8995
GPR22	-0.9545
WDR5B	0.88575
ACTRT1	0.2935
C17orf60	-0.191833333333333
GRIN2C	0.0612
ARMC8	-0.2285
SLC47A1	-1.99666666666667
DMPK	0.3115
DHRS13	1.43683333333333
SMC1A	0.283666666666667
KRTAP17-1	-0.80475
SMYD5	0.4975
TUSC2	-0.39375
CRHR2	0.7515
KIR3DL2	0.195
CCDC104	-0.07775
ATP2C1	0.504875
CROT	-1.1135
PABPC3	0.307
EGR1	-2.11483333333333
THSD1	-0.6005
KHK	-0.9385
SLC12A2	0.536625
CD58	-1.70825
STOX2	-2.8875
CCDC76	-0.9376
CCDC48	4.82825
DNAH1	0.269666666666667
ZIC4	0.115875
OR1G1	0.0315
PSMC6	-0.414166666666667
PROKR1	0.3015
ABCB1	-1.6535
TRAT1	-0.504
LLGL1	1.3275
MTF1	-1.08775
USP54	0.619125
PAGE2B	-3.3825
ITGB7	-4.1895
CCDC81	0.49
LOC149837	0.6115
SCUBE1	1.255
ZSCAN10	-0.2125
HUWE1	0.977142857142857
CDH17	-0.314
CD180	1.18375
IL17A	0.3485
TMPO	0.199571428571429
KIAA1524	-0.0661666666666667
HDGFRP3	-0.369666666666667
OXCT1	0.0661818181818182
RRAS2	-2.73016666666667
LTBP2	2.5559375
SV2B	0.115833333333333
CYP2A6	1.522375
PKD1L2	-1.44283333333333
PPM1M	0.50425
FLJ22662	0.286666666666667
ZNF502	-1.0075
GP6	-0.556
CRYBA2	1.06175
LEF1	-2.8974
CTPS	-0.964428571428572
EYA1	-2.86366666666667
EPS8L1	2.95575
MAPK14	-0.173416666666667
SERPINB2	-5.6095
GTF2F2	-0.02
ZNHIT4	0.617
PLA1A	1.812625
C20orf114	1.73075
HPR	-4.287
C18orf2	-3.4055
SATB2	-0.561
KCNJ9	-0.115125
MGC157906	0.8615
MOCS3	1.011
C17orf71	0.257833333333333
PPHLN1	-0.0901
HIST1H2BN	-1.472125
RAPGEF1	0.423625
MAP3K8	-0.85775
DLG4	-0.176666666666667
STC1	-0.18
CDGAP	0.98125
DDX26B	-2.487
LOC150223	-0.584
CPSF3	-1.53466666666667
TMEM14A	0.241
MYH3	-3.307
GPKOW	-0.147
SULT1A1	0.977
SPON1	1.0202
YY1AP1	0.0246666666666667
RAB23	0.34675
PLA2G4A	-4.959
MAPRE3	0.32175
ZNF516	0.947
GGPS1	1.505
EXOC3L2	-1.119125
C19orf42	0.6718
MAP2K2	0.195333333333333
HIST1H2BB	-0.53475
RNF19B	1.98283333333333
C6orf128	-0.631833333333333
TLR8	3.533
PCDHA9	1.9615
CARS2	1.175875
CLUL1	-0.342666666666667
RHAG	-4.11716666666667
UNK	-0.494
EXOC8	1.0987
C9orf95	1.3095
C14orf143	-0.285
MAML3	-0.06575
LDHA	-1.03425
MRPL20	0.387875
KLHDC6	0.294166666666667
ATP5S	-0.524166666666667
C8orf55	0.5635
PHF19	-3.240875
KRTAP13-4	0.7295
TTC5	0.55025
XKR5	-0.05225
SILV	-4.64116666666667
TEX28	-0.2695
TCTN1	1.3875
CX40.1	0.40275
PPP2R5C	-0.188875
C12orf30	0.41
CAPG	0.53
MPZL1	0.635
ARSB	-0.762833333333333
TDH	-0.9295
WASF4	-2.188
TSSK3	-0.3905
7A5	-1.579
CRISPLD1	0.981125
MAD1L1	0.6345
SPIN4	-0.544833333333333
AMPD1	-0.2715
DPYSL5	0.2385
INPP1	-1.42166666666667
ANKRD11	-1.82372222222222
NPAS4	0.204875
GCET2	0.00179999999999999
RNASE9	1.5385
GUCY2D	0.171166666666667
CCDC98	-0.1235
FGF4	-0.692
CPM	-1.35016666666667
SLC26A4	0.384333333333333
PLD5	0.0805
FAM59A	-2.3099
FBXO5	-0.195333333333333
SIPA1L1	-0.305
DPYS	1.17975
ATG4D	0.60775
TGM3	1.7915
MTCH1	0.574375
HK1	0.631846153846154
CDC26	-0.364125
GALNT12	-1.693
LOC339229	-0.24825
MRPL35	-0.594375
ORC4L	0.493875
TNKS	0.522428571428571
C2orf24	0.796
ZNF553	0.494166666666667
GGTLA1	2.5369
ZNF497	-0.747
CDY1B	0.237
SLC30A4	0.912714285714286
TUB	0.461625
ARHGEF18	-0.39075
ARRB1	0.26725
KCNK1	0.63825
EREG	-3.7211
SCAMP5	-0.78075
RUNDC3B	1.40075
ADAMTS20	0.18425
IL17RB	-2.379
FLJ20323	-0.504
MCAM	-0.176125
POLR3E	-2.27141666666667
AQR	0.671
IPMK	-0.7495
CDCA7	-3.530375
CAMP	2.7315
GRHL3	-0.86075
ADAMTSL2	0.568166666666667
CLMN	0.7925
SSTR3	0.8695
MAGEA5	-0.843166666666667
OVOL2	4.567
JMJD1B	0.174
RBL2	1.2132
PYGO2	1.00225
PPP1R10	1.074
CSE1L	0.0331666666666667
LCA5	-0.91175
RDH16	0.27725
ASRGL1	-3.8475
TOM1	0.494666666666667
PTX3	-7.7375
TTC15	1.0155
SCGB3A1	1.1045
MRPL50	-0.612
RCAN3	0.555
SLC26A11	0.9815
STYX	-0.018
CINP	-0.09625
MARCH7	0.35825
PFKM	-0.625833333333333
SGMS1	-0.135
RIOK3	-0.8285
C1orf110	-1.4575
CES7	1.479125
LOC440248	-2.94
PPP1R12C	0.005
C10orf27	1.309
ATG9A	0.0335
MRPS26	1.18725
TMEM40	2.25325
ELP3	-0.2402
ZNF787	0.9427
HIAT1	0.2325
C8orf34	1.6665
MGC4655	0.5246
PELI1	-0.633333333333333
PPT1	0.6227
SLC35C2	0.109166666666667
C6orf125	-0.192
MUC4	-1.47683333333333
RFC4	-1.71114285714286
GNB2	1.37216666666667
NUP50	0.267285714285714
SULT4A1	-1.58516666666667
C7	1.034625
CCDC130	-0.911166666666667
ARRDC4	-0.24225
RQCD1	0.09575
GLYCTK	-1.22425
AYTL2	-0.486
MTUS1	0.4594
LEMD3	0.315166666666667
PLEKHF2	1.97325
HOXA7	-1.96
GTF3C2	0.1605
DYNLRB2	0.56175
CNOT10	-0.901
MR1	-0.642333333333333
FFAR1	0.49975
PRIC285	0.6275
SLITRK6	-1.30875
LIX1	-2.2667
UBE1L2	-0.852
F8	0.264375
ACHE	0.291666666666667
KPNA5	-0.04825
TNFRSF12A	-0.714166666666667
EGR3	-0.596
SERPIND1	-3.76583333333333
OASL	1.93575
IFRD1	-1.73075
WDFY1	0.3595
ZNF267	0.165
ACCN5	0.6355
ZBTB6	1.75875
PPP1R3A	0.123
PRRT3	1.687
FBXL19	-0.002
TXNIP	0.231071428571429
ACTN2	0.58625
ATG9B	-0.10225
C9orf117	0.707625
IL27	1.314
RPL36AL	-0.627333333333333
KLK15	0.23275
CHAD	0.8725
RAP2B	-0.5434
HEBP2	1.1605
ZNF342	1.7635
CAMK2G	0.00383333333333335
TLR3	0.07475
FGF14	0.0853333333333333
HMGB2	0.068625
TRPM5	0.338666666666667
OR5M11	0.8295
KIF3B	0.411631578947368
PRICKLE2	-1.60375
MTMR9	-0.1955
C3orf27	0.45075
GLRA3	-1.67983333333333
NSDHL	-1.149
TMEM32	-1.61075
POLR2D	-0.1525
MYADML	0.9805
C9orf114	-0.17475
MRGPRX1	0.9365
TOPORS	0.2225
CLDN19	-1.24175
C1QL4	0.289
RNF165	-0.384
DHRS9	0.2545
DNAH2	-1.836
FXR1	-0.2155
ZMYM3	-1.886875
CASP3	0.41
FAM120C	-0.627875
SCLY	-1.44025
CA7	-0.235
ENTPD5	0.681666666666667
ZNF461	0.771375
PDIA5	0.56675
C1orf19	0.110333333333333
TMEM67	0.3455
KCTD20	0.2235
WDR47	0.3945
FLJ38723	-0.539
KLRF1	0.513833333333333
TAS2R16	0.9455
CLDN12	1.71525
PRKCE	0.11675
UBXD4	-0.41975
ITGAM	2.42566666666667
GLT8D3	0.469
WDR31	0.2728
RGS2	-1.279
OR51L1	0.3435
MST1R	-0.70925
KIAA1737	0.91225
OR4A5	0.00800000000000001
GLIS1	-2.8
PTMA	-0.0755714285714286
NAPA	1.66675
PRDM11	0.17
LIPF	-0.055
DIRAS3	-1.16025
ASGR2	-4.721125
C1QTNF4	0.4345
PIK3R4	0.602166666666667
ARMC3	-0.5105
NDUFV3	-0.0975
BTBD3	0.354
PPP1R2	0.348666666666667
UBE2NL	0.50925
FOSL2	0.0257142857142857
FAM119A	-0.0478333333333333
TUBA4A	-1.0844
KRTAP12-1	0.49725
SFRS2	0.28825
RHPN1	0.5325
EEF2	-0.0375
ZDHHC11	-1.26683333333333
EPHA3	-1.84966666666667
RBM12	-0.193
H2AFJ	-3.18216666666667
EDIL3	1.542
KIF26A	0.23025
SERGEF	-0.22325
B3GALT4	2.12725
LOC90925	0.698333333333333
OSCAR	-0.120125
NPFF	-1.20125
DEDD	0.8755
TMEM155	-1.31328571428571
PTPN1	-0.65275
SCYL2	0.6995
SKAP1	0.35375
LEAP2	-4.06683333333333
GADD45G	2.0958
IFITM3	-0.285
PILRB	-2.19933333333333
SLU7	-0.4150625
DSC3	-0.66575
DNMT3L	-2.0665
PAPD5	0.711125
B3GNT3	-2.5975
LHCGR	0.755
MSL-1	0.6935
UBE2S	-0.285
SAP130	-0.22475
ANAPC11	0.2655
MAGED4B	-3.195
ATP6V1B2	1.3005
C14orf179	0.87725
CAPZA1	1.136375
CDYL2	1.66283333333333
GLRX3	-1.15816666666667
LOC136288	-0.7415
MOBKL1A	-0.528
HTR2B	2.67425
CRYGD	0.0766666666666667
NUS1	0.972666666666667
PGRMC1	-0.6175
MYOM2	-0.44225
FLJ39653	-2.86416666666667
CHM	-0.3245
OR5M8	0.7335
ZNF619	-1.0115
FAM105A	0.2935
CCNL1	-1.91225
NAP1L3	-1.75175
C10orf57	2.27866666666667
B3GALNT1	-1.9215
CSN1S2A	-0.08
TCP10L	-1.5735
GDAP2	0.36925
DMKN	-3.29066666666667
COX6B1	0.04775
DNASE2	0.959166666666667
MSH5	-2.246
LGMN	0.56575
USP31	-0.3704
OR13C8	0.43
SDCBP	-0.6601
NUDT11	-3.97566666666667
PYGL	-2.8135
SNPH	-0.446166666666667
B3GNT4	1.92
MIZF	-1.0199
NUBPL	-0.4685
NOD1	-0.910333333333333
CDH22	-0.027625
NUBP1	0.335
DSCAM	-4.46825
DGKI	-0.929
FAM136A	0.557
AKAP1	-0.165666666666667
SLC16A6	-1.486
RIN3	0.513
PSG2	-0.3195
DIP2B	0.553833333333333
PSORS1C1	-0.4384
KIAA0495	0.0695
FLJ90709	-0.932
LPA	-0.7728
PIGA	0.0625
LY75	0.790333333333333
UTS2	-6.7475
RREB1	1.25775
GALNACT-2	0.7463
MGC3196	-0.33875
FLJ31568	-0.487
LPHN1	0.252
SP1	1.21025
TOX4	-0.136166666666667
HSPA9	0.742
APOBEC1	2.0475
SLC35E4	-2.21225
LSM5	-1.19525
SURF1	0.19975
ZBTB1	-0.178166666666667
GTF2F1	0.1485
RPS15A	-0.0287142857142857
DUSP21	-1.2024
GINS4	-2.9405
MYO15A	0.0418333333333333
GIMAP7	2.89575
MGC13379	0.71475
ATP6V1E2	-1.05483333333333
UTP3	0.06175
HNRPA3	-0.993125
MT4	-0.3745
C14orf155	0.09825
U1SNRNPBP	0.469
CKLF	-1.38983333333333
PLEKHN1	-1.23
MBNL1	-0.452583333333333
NUP160	-0.91225
ACSM2A	-1.06075
LOC129881	-0.83925
KIAA1529	-1.24025
FLJ22639	-2.654
HAND1	-1.2975
GSX1	0.324
FGA	-4.13533333333333
SERPINB1	0.3125
ZNF642	-1.637
IGFBP1	-8.6905
SLC1A1	-1.28775
DHX57	0.5185
ZNF766	-0.1845
PTPN21	-1.872
GDPD3	0.416333333333333
PNPLA5	0.7
TBR1	0.516333333333333
FAM116A	-2.33325
IQGAP1	0.74025
FOS	-1.002
ZNF226	0.153375
FIGNL1	0.162833333333333
C14orf1	0.993666666666667
ZMYND17	0.9335
PUS7	-0.00816666666666667
TUBB6	-0.833125
KCNQ2	-1.498
MARCH6	0.521
CCDC33	0.1445
PRODH	2.1355
RBM11	2.065
EPHA6	0.612857142857143
SLC43A1	-1.90725
LOC196541	-0.444666666666667
NTN1	1.29058333333333
ING4	0.307
PCDHB10	3.398
DPH2	-0.408333333333333
SPACA4	1.1905
FBXL21	-3.515
DIAPH1	-0.215333333333333
ZNF71	1.29116666666667
CEP76	0.456
CORO1A	-1.114
RRM2	0.189875
EDG4	1.18275
OS9	0.885
SLC4A1AP	0.10775
COG5	0.588
COPS8	-0.234
NGLY1	-0.182
NCBP2	0.009
C17orf42	-0.183
GPSM3	0.474
SIL1	0.926666666666667
ASB6	-0.319
SMAD5OS	-0.4485
UNC93A	-3.164625
A1BG	-1.732
C21orf62	0.439666666666667
FMO5	-0.602083333333333
ATRIP	0.5665
CEBPG	1.25816666666667
C7orf38	-0.322
TNFRSF1B	0.5475
CLEC1A	1.0885
IQSEC1	0.278
PATZ1	2.0541
RBM22	0.33875
BAG2	-3.232
PAQR5	-1.75983333333333
C9orf127	1.203
THNSL1	-2.23625
SHROOM3	2.0946
JAM2	-0.70175
SNRPN	-3.192
ALX4	1.113
CACNA1S	0.3705
FAM130A1	0.2415
CORIN	2.566
CD300LB	1.292
PLEKHG6	1.6715
LRRC40	-0.81875
PCLKC	-1.608
PCDHB16	1.06283333333333
WNT2B	-0.605
ASNS	-0.39
MRPL49	1.545625
FLJ46111	1.31075
ISG20	-0.188
SMU1	0.558
CASZ1	1.5555
POLR1D	0.60025
GIN1	-0.6395
SNAG1	0.674166666666667
ANKRD29	-2.1515
CDKN2AIP	-0.0485
KRR1	0.804
CXCL1	-5.434
EPM2A	0.4544
PC	-0.167833333333333
DEFB127	-1.144
PDZRN4	1.207
FAH	-0.27625
OR51E1	2.5145
CDC2L6	0.044
DNTTIP1	-0.49125
PAX8	-0.83925
TMEM116	0.39525
C1orf150	1.488
PRO2012	1.02575
MRPL40	-0.716833333333333
BEX1	-4.1271
SLC2A4	-1.06916666666667
PKMYT1	-0.16675
FEZF2	-0.037
SLC26A9	-2.5665
MAP2	-0.16975
LYL1	-1.712
SLC25A19	-0.246333333333333
NOS3	0.4805
ZNF34	0.887166666666667
TMPRSS11F	-0.695333333333333
FAM43A	-0.28025
FCRL4	-0.263333333333333
KLF14	-0.034
FLRT2	-2.08683333333333
WRN	-0.2235
SDF2	0.317
KRT8P12	0.467
C6orf195	-0.74
C9orf125	-2.8225
DZIP3	0.209625
RIT1	-0.1005
SCML1	-3.8955
RHBDF2	0.0455
OR2G3	0.711
REXO1L1	-0.86
MAP3K7IP3	0.36625
C3orf57	-6.81675
FBXW11	-1.12283333333333
ETAA1	-0.33975
C14orf131	-0.0408
AKT1S1	1.65875
SLC12A5	-1.46075
C9orf164	1.94425
NRIP3	-1.75275
NOS1AP	-2.13975
TMEM121	-1.59675
SAP30BP	-0.1563
DGCR6	0.5665
WDR76	-0.381
FAM82B	0.610333333333333
LOC606495	0.272
MAP9	1.6755
BCDIN3D	0.776
CXorf36	2.948
DSCR3	0.2693
ZFAND3	1.255875
C7orf43	0.809666666666667
SPSB3	0.2979
C19orf19	0.329
FAM133A	-3.681375
C12orf25	0.316
SLC39A3	-0.0695
DISP2	0.44625
PI4KAP2	-0.555
MKRN3	-0.114166666666667
ADAMTS13	-0.70625
CBLN3	0.6833
TTYH1	-0.252
C3orf18	-1.37175
FLJ13236	0.43475
ZMYND12	3.07675
C18orf25	0.28775
GLB1L3	-0.95
ATP13A5	0.132
RANBP10	-0.6265
CD96	-1.6609
DENND1C	-0.74925
RBMS3	-0.4097
SLC41A3	0.3945
DGCR6L	0.709
TMEM128	-0.242166666666667
CSNK1G3	-1.17135714285714
MOBKL2C	0.556875
TSPAN6	-3.783875
MATN2	0.7867
MSL2L1	0.666333333333333
ST6GALNAC2	1.964
FGFBP2	-0.130375
FGL1	-6.49583333333333
MPP3	0.363833333333333
ARHGEF6	-0.00666666666666667
TGFBR2	-0.338375
ACMSD	-0.0865
IL33	2.21225
C9orf5	-0.02575
DEAF1	0.6714
AMN	-0.137
DEFA6	-0.039375
RNF212	-2.228
METT5D1	0.536166666666667
CIB1	0.6147
TSSK1B	0.0315
KIAA1727	2.03175
ZNF680	0.400583333333333
LOC399900	-2.06
LOC152217	-0.490333333333333
CTNNAL1	-3.466
CIT	-1.65925
TLE6	0.942
ZNF607	-0.49125
HERC4	-0.8615
DRAP1	-0.3887
PEMT	-0.0545
C10orf111	-0.828
ZNF575	0.5455
KCTD7	-0.51
MYO1F	0.026625
LOC285382	0.0605
RAB11A	1.6672
PLCD3	-1.06075
C15orf28	-0.0595
PTBP2	-1.625375
CTB-1048E9.5	0.062625
C19orf60	-0.133666666666667
C7orf25	0.660833333333333
SETD7	1.934625
HOXB9	-3.9715
VANGL1	-0.4518125
CHAF1B	-1.0125
NDUFA3	-0.42175
KIAA1328	0.4915
SHARPIN	0.913625
TTC23	-1.38825
UGP2	0.573833333333333
ANKIB1	0.212
CIRBP	0.905285714285714
SEC14L4	-4.4175
OVCH1	0.2325
VPS52	1.372
FAT	-2.28325
M6PRBP1	0.62425
GPRIN3	0.3745
PPM1F	-0.839666666666667
TSR1	0.47675
CCDC85A	1.59875
PCSK5	-0.4425
ZFHX3	-0.2105
HEMK1	-1.3154
PGBD2	0.55475
RSRC2	-0.334333333333333
AURKC	-0.0536666666666667
SCRIB	-0.215375
ORM2	-5.23033333333333
FAM115A	0.6443
FZD6	-0.208
UNC119	0.451333333333333
GPX3	-0.9187
NOV	-2.051875
CABC1	0.387625
CDC42SE2	-0.1043125
EIF2S2	0.4255
RNF130	0.4305
CKAP5	0.816
RP11-413M3.2	0.591375
C10orf18	0.1048
TMEM93	-0.2175
DYX1C1	1.899
KCNMB2	-3.031875
ANK3	0.713333333333333
KRT5	-2.9948
CDH12	-1.53725
QRSL1	0.20375
JUB	-1.166
SHC4	-2.9295
CCL15	0.801
CCDC22	0.49475
SNX24	-0.41775
RARS	-0.48975
MORC2	0.908625
FAM48A	0.837
MT1H	-2.186
PPP1R14C	-2.64266666666667
FOXD1	-1.48064285714286
C1orf213	-3.6855
AMT	-3.3344
DSN1	-0.56425
PTPLAD2	0.723
DIS3L	0.11825
RASL11A	0.4675
GPRC5B	-0.94925
FRMD7	0.513
STRN4	0.651
KITLG	-0.334090909090909
HDGF	0.19125
OR1S1	1.115
SETX	0.0609
DDR2	-0.73525
KCTD12	0.58525
LYZL2	-0.43825
WDR52	-1.2415
TMEM2	-0.4325
ZNF579	0.7725
LOC200810	2.2335
TNFSF9	-2.01925
PPFIA4	-3.92275
CNIH3	0.436833333333333
MAP4K4	-0.841
ROD1	0.495714285714286
ALS2CR12	-1.16383333333333
DOCK3	-2.18666666666667
PAQR9	-4.61325
ASB17	0.295333333333333
STX16	-1.129375
FEZ2	0.570666666666667
DLAT	-0.954333333333333
KIF21B	-1.48983333333333
CDC5L	0.101
TMEM119	1.39433333333333
CRIP3	-2.352
TPSD1	0.295166666666667
TEPP	-0.42625
GNGT2	1.32725
C21orf121	0.88325
WNK1	0.447416666666667
FLJ10490	0.3233
OR51B5	-2.4215
LOC203547	-1.605625
HAS1	-1.788
PPA1	-0.361666666666667
ST7	1.04525
C11orf46	0.7882
POPDC3	-4.24766666666667
ACOX2	1.107
ATCAY	-0.54875
TM4SF19	-0.85225
MFSD9	0.0273333333333333
PDHB	-0.81525
ERN1	-0.13475
LCE3C	0.8125
GPR111	1.0305
NOTCH3	1.48633333333333
ADAMTS5	0.57975
B3GALT1	-0.965333333333333
UGCGL1	0.949166666666667
FAM58A	-0.889833333333333
FBXO32	-0.2125
CLPP	0.27275
NXPH1	1.6205
MTMR3	1.27966666666667
ATP1B3	-1.16025
TMEM16A	4.02625
HIST1H3F	-0.696833333333333
TRIM25	0.467666666666667
SDCBP2	4.0115
CRKL	-1.1515
HOXB2	-1.3705
ANP32B	-0.35875
GATM	0.811
AP4E1	0.25125
EDG5	0.510625
CDKN3	-0.958833333333333
CDH4	-2.58475
PGD	0.693666666666667
RND1	1.8275
GAD1	-3.1373
MPG	0.017375
LOC440350	-1.501
ZNF133	-1.132
SERPINB12	0.374
AMELY	0.787333333333333
DHX36	-0.43875
TNFAIP8L2	2.84966666666667
PHTF2	-0.0267222222222222
CCDC112	-0.661
IQCC	0.21425
HEYL	2.795
FTSJ2	0.2335
APPL1	-0.5655
RAB43	-0.190642857142857
OR10G2	0.378
WAC	-0.00666666666666667
ADCY9	0.2575
RUNDC2B	-1.0635
PYCRL	0.9958
AGPAT7	-1.229
SLC22A9	-1.171
CDKAL1	0.235
PDYN	-0.1185
C20orf74	-1.97425
MTMR11	1.00975
VAV3	1.28891666666667
DAPL1	0.01325
STXBP3	-0.3915
EIF3G	-0.5235
ARHGAP22	-2.6055
NPFFR1	0.7865
NPC1	-0.6745
ALDH9A1	1.25433333333333
ZNF600	1.07575
ZNF678	0.489
RASSF1	-0.729083333333333
ADD2	-1.752125
PITPNB	-0.261
PKD2L2	-0.320142857142857
LRP11	0.7265
CDKL1	-0.8065
SMEK2	0.63325
PRODH2	-3.4075
C11orf54	0.111666666666667
SFRS11	-0.821666666666667
IL7	-1.0865
ALS2CR16	-0.16675
BTG3	-4.21216666666667
PAK2	0.00611111111111109
RP11-679B17.1	-0.8915
GATA4	1.03666666666667
ATP2B1	-0.243
LOC130940	-0.7215
C1orf172	2.58166666666667
ATF7IP2	-3.91225
SLC25A43	0.408166666666667
CENTG3	-0.014
IGF2BP1	-4.4184
FCHSD1	0.6175
CAMK2N2	0.2005
ELAVL3	-0.1927
NBPF15	-0.737666666666667
UBE2J2	0.72425
GNL2	-0.37325
PRR3	0.7156
NLF2	0.5045
OR4F6	0.173
KLHL24	-0.318166666666667
CCDC88A	-2.7877
SGPP1	0.0175
C10orf11	-0.117666666666667
SLC35B4	-2.545
UGT3A2	-1.351
ARNT2	-2.4757
CBR1	-3.127125
ITPR3	0.627833333333333
TRAPPC6B	-0.67
AMZ1	3.56
ARP11	2.405
WDSUB1	0.89475
APBA1	-0.468166666666667
RAB2A	0.9035
C6orf162	-0.414125
HPSE2	0.69275
PLCE1	-2.31375
INSL3	-0.14075
DLG1	0.2093
PTPLA	-4.83425
PIGX	0.397875
TFIP11	0.216666666666667
FIBIN	2.358
POLR2G	0.4805
GRAP2	-1.9433
DNAJB8	0.042
CNBP	0.977333333333333
WASF1	-2.87025
INPP5E	-0.1796
HSPB1	0.7224375
TMEM167	-0.7854
CUBN	-0.268
IGF1	0.8140625
ITPK1	0.7215
NAALAD2	-1.20828571428571
G3BP1	-0.3675
NT5DC1	0.547875
CYP39A1	-1.6145
TMEM139	-1.26058333333333
POLK	-0.6036
GLULD1	-1.86633333333333
RBM15	-0.087
AMZ2	-0.11425
GDF15	-1.8675
MESDC2	-0.21475
INCA	0.166333333333333
ACY1L2	-2.3565
GZMM	-0.606333333333333
PAIP1	0.882
CACNA2D1	0.071
STK32C	-0.192
SH3BP4	0.895
DEC1	1.178
PADI1	0.5275
UBB	0.1717
PON3	-4.4285
PROP1	0.349
ANKRD13B	0.538
ADCK1	0.7375
TCF25	-0.10225
SLC38A5	-3.6635
CXorf26	-0.212166666666667
C19orf39	0.434
PPP1R13B	1.02325
ARL2	-0.2615
TCL6	0.0382727272727273
TOP3A	-0.3165
SLC16A14	-2.37225
FXYD6	0.3395
HIST1H4E	-3.1375
BBC3	0.844842105263158
UNC5A	1.1095
FAM86C	-0.1347
PI4KB	1.1205
B3GAT1	-3.66525
SUSD2	2.747
OAZ2	-0.183
NOC4L	-0.0385
C10orf12	0.3815
FADS1	-1.30616666666667
LOC144097	0.098
DKK2	1.85883333333333
KIAA1949	-0.61425
RHOT1	0.7565
OXT	0.821
GPR153	0.3635
ARL4A	-2.33066666666667
SAAL1	-0.8995
CCDC64	0.084
USE1	-0.904333333333333
HNMT	-0.8015
PCGF3	0.0880625
CYP2C19	0.81875
C20orf4	0.392
CCDC11	0.81925
ACSBG2	-0.07975
RWDD2A	0.69825
PALLD	0.11875
CPLX4	0.6295
LOC492311	0.72625
KPNA2	-0.510166666666667
MACROD1	0.4333
TMCO3	1.17166666666667
C15orf52	-0.0323333333333333
BIRC5	0.393066666666667
PRR16	0.5835
FAM63B	-0.471125
KATNB1	-1.01633333333333
WNT8B	0.1895
CPLX3	-0.21575
GHR	2.5305
