Hybridization REF	TCGA-A1-A0SM-01A-11R-A084-07
GTF2E1	-0.035
RY1	-0.388833333333333
ATAD2B	0.102
ARHGAP17	-0.3032
KCNIP3	-0.945
SFPQ	0.3155
GFRA4	-0.1485
AKR1B10	0.003
TIGD6	0.6545
RGS16	2.287625
URB1	-0.3535
OR4C46	0.185166666666667
TOP3B	-0.9805
NFATC4	0.8415
CA14	-4.66425
BMPR1A	1.16866666666667
SNRP70	-0.137375
PRL	0.1225
C6orf130	-1.42275
STAG2	-0.14775
CD55	0.197
RPS23	0.0225
SSX2	-1.13183333333333
FDPSL2A	1.3365
FBXO27	0.74675
SYNGR3	0.424
TMSL3	1.218
EML1	0.283
NUP93	-0.814583333333333
SMAD3	-0.119
KIAA1189	2.0755
HNRPUL2	0.199
TBC1D12	1.285
C16orf24	0.3
MRVI1	1.9585
ZNF581	-0.843
ELOVL3	0.2595
OR51Q1	0.23525
CACNB3	2.01116666666667
GALNT13	0.712375
C10orf84	0.6750625
NEDD4	0.8867
SPO11	0.826
OR5AU1	0.178
NEK4	0.389071428571429
PRKAR2A	-0.0555
IHPK1	-0.546833333333333
ATP6V0B	1.404625
CACNA1E	0.33
CEACAM8	1.41416666666667
PEX14	-0.4555
FLJ12993	1.6885
ZBTB38	0.280416666666667
PCTK2	0.809833333333333
LRRC16	0.0293
FBLIM1	0.57075
FYCO1	1.4385
RP5-1022P6.2	-0.31425
CMTM1	0.639333333333333
PLTP	0.285666666666667
RAPH1	0.709
DOCK8	1.5845
EZH2	-1.43886666666667
SLC25A1	0.380833333333333
PLEKHB1	0.471
GRB7	3.4627
ZFP37	0.02325
MRPL33	-0.7355
PELO	-0.6435
ARMC1	-0.282272727272727
C9orf27	0.389125
FLJ25778	-0.0285
C9orf37	-1.53383333333333
TMEM66	1.96575
SPRN	1.07625
HBEGF	0.832
PI4KA	-0.1975
LEPRE1	0.01175
POU2AF1	-3.781
MRPL12	-0.296166666666667
REP15	0.3355
ZC3H3	0.54675
RASAL1	-0.14675
DDAH1	2.245
ACBD5	0.270125
TMC2	0.0815
CCDC137	-0.6945
SAMD13	2.976
UGT2B15	0.207833333333333
TIPARP	0.2955
DNASE1L3	0.1065
TRIM72	0.500666666666667
DBX2	0.54625
IPO8	0.52825
C21orf88	-1.064
MAP3K14	-0.6125
LOC51233	0.560833333333333
GGTLA4	0.35375
PDE6D	0.43975
ZNF117	1.05725
CLK2	0.2355
NKRF	-1.28
TNFSF15	0.4755
DUSP2	-0.76
SECISBP2	-0.7013
GABRR2	0.161
PPAP2C	1.22275
LOC51145	0.277833333333333
PAG1	0.063375
PIK3C3	-0.35025
GNG10	-0.199
APOL4	0.535666666666667
ANKRD28	-0.19725
STMN3	-1.0857
RAB14	0.1244
CDK2AP2	-0.14175
HDDC3	-0.6015
COMMD7	0.464375
CXXC1	-0.626
HMCN1	0.732333333333333
CD40	0.09975
DYNC1LI2	0.0763125
GDI1	0.5325
LOC646938	-0.04775
VSNL1	-2.1575
PIH1D1	0.0368333333333333
RAET1G	-1.564
KRTAP5-9	0.134
EFTUD2	-1.50475
ZNF311	-0.226833333333333
ATP6V1G3	0.38
OR2W3	1.6275
SCN4A	0.382
MED10	-0.320625
FAM135A	-0.7959
ARHGAP4	-1.2785
EHMT2	-0.660875
UFD1L	-0.191
ERMP1	1.728
MAG1	-1.3665
THAP8	0.399833333333333
HACE1	-0.316333333333333
FAM82C	0.7255
C3orf20	0.175
UNC84A	-0.463666666666667
SCD5	-0.2055
LASS6	2.0765
LSG1	-0.156666666666667
MAL	-6.3085
GPR22	-0.951
WDR5B	0.61525
ACTRT1	0.4065
C17orf60	0.594
GRIN2C	-0.5567
ARMC8	-0.345666666666667
SLC47A1	-2.50633333333333
DMPK	0.554
DHRS13	1.23933333333333
SMC1A	-0.938333333333333
KRTAP17-1	-0.0355
SMYD5	-0.28075
TUSC2	0.459625
CRHR2	0.4915
KIR3DL2	0.092
CCDC104	0.01125
ATP2C1	0.779375
CROT	2.508
PABPC3	-0.171333333333333
EGR1	1.62816666666667
THSD1	-0.00450000000000002
KHK	-1.22775
SLC12A2	1.70075
CD58	0.6695
STOX2	-0.691166666666667
CCDC76	-1.1986
CCDC48	4.3135
DNAH1	-0.084
ZIC4	0.77375
OR1G1	-0.144
PSMC6	-0.0783333333333333
PROKR1	-0.1425
ABCB1	-0.7205
TRAT1	-1.793
LLGL1	0.141
MTF1	0.889
USP54	0.713625
PAGE2B	-2.3465
ITGB7	-4.4345
CCDC81	0.0115
LOC149837	1.04525
SCUBE1	0.673
ZSCAN10	0.072
HUWE1	0.2
CDH17	0.5935
CD180	0.891
IL17A	0.3295
TMPO	-0.907
KIAA1524	-1.54233333333333
HDGFRP3	1.134
OXCT1	-0.725636363636364
RRAS2	-0.0451666666666666
LTBP2	2.2593125
SV2B	-0.7195
CYP2A6	0.02325
PKD1L2	-0.497166666666667
PPM1M	0.58925
FLJ22662	0.164333333333333
ZNF502	0.72975
GP6	-0.496
CRYBA2	-1.367
LEF1	-1.5864
CTPS	-1.96442857142857
EYA1	-2.91883333333333
EPS8L1	2.3855
MAPK14	-0.52725
SERPINB2	-4.985125
GTF2F2	-0.159
ZNHIT4	-0.3105
PLA1A	-0.113875
C20orf114	4.37975
HPR	-5.4585
C18orf2	-2.3495
SATB2	-1.62
KCNJ9	-0.085875
MGC157906	0.642
MOCS3	0.49075
C17orf71	0.2325
PPHLN1	-0.0037
HIST1H2BN	-2.940125
RAPGEF1	-0.4035
MAP3K8	1.4525
DLG4	0.0873333333333333
STC1	0.68225
CDGAP	2.30675
DDX26B	-1.3835
LOC150223	-2.23
CPSF3	-0.990666666666667
TMEM14A	0.4265
MYH3	-2.0235
GPKOW	0.11475
SULT1A1	-1.13816666666667
SPON1	4.3187
YY1AP1	0.559166666666667
RAB23	0.6385
PLA2G4A	-4.169
MAPRE3	0.0526666666666667
ZNF516	0.0713571428571429
GGPS1	1.4835
EXOC3L2	-0.638625
C19orf42	0.6452
MAP2K2	-0.180333333333333
HIST1H2BB	-2.52225
RNF19B	1.772
C6orf128	0.246166666666667
TLR8	1.93025
PCDHA9	0.2825
CARS2	0.095
CLUL1	2.69033333333333
RHAG	-4.2315
UNK	0.2335
EXOC8	0.6785
C9orf95	0.312
C14orf143	-0.339833333333333
MAML3	-0.20025
LDHA	-0.55225
MRPL20	-0.83625
KLHDC6	0.176833333333333
ATP5S	-1.0495
C8orf55	-0.771
PHF19	-2.379875
KRTAP13-4	0.4795
TTC5	0.0915
XKR5	-0.3485
SILV	-5.23566666666667
TEX28	0.269
TCTN1	0.662
CX40.1	0.0475
PPP2R5C	-0.04225
C12orf30	-0.570333333333333
CAPG	1.46725
MPZL1	1.7524
ARSB	-0.606833333333333
TDH	-1.63825
WASF4	-0.9755
TSSK3	-0.273333333333333
7A5	2.16
CRISPLD1	1.669625
MAD1L1	-0.434666666666667
SPIN4	-0.520833333333333
AMPD1	-1.125
DPYSL5	-0.2695
INPP1	0.3795
ANKRD11	-1.32883333333333
NPAS4	-0.090375
GCET2	-0.057
RNASE9	0.457
GUCY2D	0.486833333333333
CCDC98	-0.13175
FGF4	-0.29625
CPM	2.21416666666667
SLC26A4	0.656166666666667
PLD5	0.51725
FAM59A	1.1353
FBXO5	-2.57788888888889
SIPA1L1	0.31675
DPYS	-0.174666666666667
ATG4D	-0.0975
TGM3	3.029
MTCH1	-0.123625
HK1	0.303642857142857
CDC26	-1.006125
GALNT12	-2.19866666666667
LOC339229	0.33825
MRPL35	-0.989875
ORC4L	0.0215
TNKS	0.196285714285714
C2orf24	0.7335
ZNF553	0.0346666666666667
GGTLA1	2.6005
ZNF497	0.09175
CDY1B	1.05275
SLC30A4	1.034
TUB	0.4725
ARHGEF18	0.1575
ARRB1	2.0255
KCNK1	3.193
EREG	-2.11
SCAMP5	0.244
RUNDC3B	1.64725
ADAMTS20	0.01275
IL17RB	0.886375
FLJ20323	-0.76625
MCAM	0.16925
POLR3E	-1.55333333333333
AQR	0.043
IPMK	-0.03
CDCA7	-4.49475
CAMP	6.5685
GRHL3	1.09325
ADAMTSL2	1.714
CLMN	1.03666666666667
SSTR3	0.63
MAGEA5	-1.86533333333333
OVOL2	3.37875
JMJD1B	0.19575
RBL2	0.136
PYGO2	1.57925
PPP1R10	1.12483333333333
CSE1L	-1.603
LCA5	1.3155
RDH16	0.3495
ASRGL1	-0.10625
TOM1	0.969333333333333
PTX3	-6.648
TTC15	0.6255
SCGB3A1	1.00366666666667
MRPL50	-1.62925
RCAN3	0.71525
SLC26A11	1.552
STYX	0.4105
CINP	0.06625
MARCH7	0.6235
PFKM	-1.4155
SGMS1	0.8745
RIOK3	0.0296
C1orf110	0.4335
CES7	0.083375
LOC440248	-1.738
PPP1R12C	-0.19875
C10orf27	0.926
ATG9A	-0.70375
MRPS26	0.203375
TMEM40	0.314
ELP3	0.5497
ZNF787	0.2737
HIAT1	0.785
C8orf34	1.17416666666667
MGC4655	0.8856
PELI1	0.347666666666667
PPT1	2.1556
SLC35C2	0.311666666666667
C6orf125	-0.50175
MUC4	-1.6115
RFC4	-2.25585714285714
GNB2	0.631333333333333
NUP50	0.0116428571428571
SULT4A1	-0.552333333333333
C7	1.168125
CCDC130	-0.5915
ARRDC4	0.00449999999999999
RQCD1	-0.85325
GLYCTK	-0.89375
AYTL2	-0.0480909090909091
MTUS1	1.8989
LEMD3	0.1335
PLEKHF2	0.80225
HOXA7	-0.380625
GTF3C2	-1.1565
DYNLRB2	1.555
CNOT10	-0.3865
MR1	0.2075
FFAR1	0.06375
PRIC285	0.011
SLITRK6	4.71725
LIX1	-1.3393
UBE1L2	-0.601833333333333
F8	0.962
ACHE	0.517333333333333
KPNA5	1.13375
TNFRSF12A	1.04716666666667
EGR3	3.1455
SERPIND1	-3.9885
OASL	0.92075
IFRD1	-2.141375
WDFY1	0.150833333333333
ZNF267	0.40075
ACCN5	0.6915
ZBTB6	0.24525
PPP1R3A	0.114
PRRT3	2.6545
FBXL19	-0.187
TXNIP	-0.3875
ACTN2	5.3625
ATG9B	-0.556625
C9orf117	0.192625
IL27	-1.729
RPL36AL	-0.182833333333333
KLK15	-0.03475
CHAD	0.236
RAP2B	-0.5796
HEBP2	1.14925
ZNF342	0.5965
CAMK2G	-0.455
TLR3	0.86375
FGF14	2.987
HMGB2	-1.235
TRPM5	-0.0996666666666667
OR5M11	-0.1705
KIF3B	0.615421052631579
PRICKLE2	1.87775
MTMR9	0.251
C3orf27	0.311
GLRA3	-1.3645
NSDHL	-0.024
TMEM32	-0.101
POLR2D	-0.760416666666667
MYADML	0.054
C9orf114	-1.54
MRGPRX1	-0.0005
TOPORS	0.716
CLDN19	-0.64425
C1QL4	0.0175
RNF165	-2.5885
DHRS9	-0.54225
DNAH2	-1.8175
FXR1	-0.400833333333333
ZMYM3	-0.389625
CASP3	0.162166666666667
FAM120C	-1.180125
SCLY	-1.576
CA7	1.0065
ENTPD5	0.0475
ZNF461	-0.02275
PDIA5	0.94025
C1orf19	-0.229833333333333
TMEM67	-0.404
KCTD20	-0.00799999999999999
WDR47	1.122
FLJ38723	-0.154
KLRF1	0.390333333333333
TAS2R16	0.908
CLDN12	0.58375
PRKCE	0.582
UBXD4	0.049
ITGAM	2.671
GLT8D3	0.2165
WDR31	0.1434
RGS2	1.80375
OR51L1	-0.0655
MST1R	1.52275
KIAA1737	1.21975
OR4A5	-1.025
GLIS1	0.187
PTMA	0.0302857142857143
NAPA	1.38
PRDM11	0.656
LIPF	-0.3235
DIRAS3	2.71325
ASGR2	-4.48275
C1QTNF4	0.8315
PIK3R4	0.2345
ARMC3	3.18625
NDUFV3	-0.292833333333333
BTBD3	0.334666666666667
PPP1R2	0.372583333333333
UBE2NL	0.43175
FOSL2	1.26914285714286
FAM119A	-1.1735
TUBA4A	-0.3449
KRTAP12-1	-0.148
SFRS2	-0.232
RHPN1	-0.1016
EEF2	0.406833333333333
ZDHHC11	-0.510833333333333
EPHA3	-0.9082
RBM12	-1.253
H2AFJ	0.35175
EDIL3	4.599
KIF26A	-0.54925
SERGEF	0.6415
B3GALT4	2.57925
LOC90925	0.297666666666667
OSCAR	0.68775
NPFF	-1.40975
DEDD	0.812875
TMEM155	-0.6045
PTPN1	-0.47525
SCYL2	0.639333333333333
SKAP1	2.00825
LEAP2	-3.02116666666667
GADD45G	2.006
IFITM3	0.4435
PILRB	-1.68916666666667
SLU7	-0.158625
DSC3	0.10975
DNMT3L	-0.9645
PAPD5	-0.291
B3GNT3	0.304333333333333
LHCGR	0.2805
MSL-1	2.825
UBE2S	-1.6655
SAP130	-0.57325
ANAPC11	0.723
MAGED4B	0.996
ATP6V1B2	0.674666666666667
C14orf179	0.6635
CAPZA1	0.6135
CDYL2	0.2415
GLRX3	-0.274333333333333
LOC136288	-0.211
MOBKL1A	-0.0145
HTR2B	0.63925
CRYGD	-0.0375
NUS1	0.119
PGRMC1	1.0305
MYOM2	-0.57675
FLJ39653	-2.17933333333333
CHM	0.3523
OR5M8	0.2505
ZNF619	-0.372
FAM105A	1.667
CCNL1	-1.25725
NAP1L3	0.947
C10orf57	1.83783333333333
B3GALNT1	1.6515
CSN1S2A	0.0635
TCP10L	0.97725
GDAP2	0.115
DMKN	-0.434833333333333
COX6B1	-0.203
DNASE2	0.839666666666667
MSH5	-2.7005
LGMN	-0.173375
USP31	-0.1593
OR13C8	0.6075
SDCBP	-0.2167
NUDT11	-0.914333333333333
PYGL	-0.323833333333333
SNPH	1.05183333333333
B3GNT4	-0.419
MIZF	-1.0322
NUBPL	-0.472375
NOD1	-0.5475
CDH22	0.295
NUBP1	0.498833333333333
DSCAM	-3.87725
DGKI	0.831
FAM136A	-0.63375
AKAP1	0.428833333333333
SLC16A6	4.8885
RIN3	1.3055
PSG2	0.4295
DIP2B	-0.43075
PSORS1C1	1.9139
KIAA0495	0.1525
FLJ90709	-0.624666666666667
LPA	-0.210333333333333
PIGA	-0.079
LY75	0.5735
UTS2	-6.59433333333333
RREB1	0.168125
GALNACT-2	1.3474
MGC3196	-1.20825
FLJ31568	0.3835
LPHN1	0.738
SP1	0.44825
TOX4	0.389333333333333
HSPA9	-0.4817
APOBEC1	0.2
SLC35E4	-1.32025
LSM5	-1.7155
SURF1	-0.06125
ZBTB1	-0.42575
GTF2F1	0.27
RPS15A	-1.02542857142857
DUSP21	-0.317666666666667
GINS4	-2.12
MYO15A	0.808666666666667
GIMAP7	2.6855
MGC13379	-0.6085
ATP6V1E2	-1.48383333333333
UTP3	0.0565
HNRPA3	-0.6636875
MT4	-0.37
C14orf155	-0.181333333333333
U1SNRNPBP	0.1815
CKLF	-1.13766666666667
PLEKHN1	-0.732166666666667
MBNL1	0.01825
NUP160	-1.293
ACSM2A	-1.1145
LOC129881	-0.6645
KIAA1529	-0.15475
FLJ22639	-2.3615
HAND1	-1.3075
GSX1	-0.0785
FGA	-3.7236875
SERPINB1	0.489
ZNF642	1.01275
IGFBP1	-8.572
SLC1A1	4.548
DHX57	0.258125
ZNF766	0.316
PTPN21	0.0604
GDPD3	-0.958
PNPLA5	0.2695
TBR1	-0.927833333333333
FAM116A	0.4185
IQGAP1	0.811625
FOS	1.161375
ZNF226	-0.755875
FIGNL1	-0.875833333333333
C14orf1	0.553333333333333
ZMYND17	0.1
PUS7	-0.922833333333334
TUBB6	-0.503
KCNQ2	-1.65775
MARCH6	0.0824166666666667
CCDC33	0.019
PRODH	2.09925
RBM11	1.17275
EPHA6	0.34525
SLC43A1	-1.40025
LOC196541	0.067125
NTN1	0.900166666666667
ING4	-0.2435
PCDHB10	1.33875
DPH2	-0.4305
SPACA4	0.09775
FBXL21	-3.1665
DIAPH1	-0.3065
ZNF71	1.02883333333333
CEP76	-0.339
CORO1A	-0.46
RRM2	-1.709875
EDG4	1.274
OS9	1.01966666666667
SLC4A1AP	0.11325
COG5	-0.1025
COPS8	-0.32675
NGLY1	-0.83875
NCBP2	-0.52725
C17orf42	-1.273
GPSM3	0.313625
SIL1	0.879
ASB6	-1.59275
SMAD5OS	-0.3955
UNC93A	-2.61625
A1BG	0.597666666666667
C21orf62	0.5555
FMO5	1.55325
ATRIP	0.05
CEBPG	0.517
C7orf38	0.0933333333333333
TNFRSF1B	0.606833333333333
CLEC1A	1.231
IQSEC1	0.77475
PATZ1	1.5436
RBM22	0.94425
BAG2	-1.67516666666667
PAQR5	-1.44666666666667
C9orf127	0.2186
THNSL1	-0.48525
SHROOM3	2.6466
JAM2	0.43025
SNRPN	-1.83075
ALX4	0.168
CACNA1S	0.1635
FAM130A1	1.187
CORIN	3.162
CD300LB	0.6335
PLEKHG6	1.423
LRRC40	-0.80625
PCLKC	-1.22975
PCDHB16	0.538833333333333
WNT2B	1.16516666666667
ASNS	-1.51377777777778
MRPL49	0.294875
FLJ46111	1.71025
ISG20	1.668375
SMU1	-0.1915
CASZ1	0.566
POLR1D	-0.414916666666667
GIN1	-1.05825
SNAG1	0.792666666666667
ANKRD29	-1.06325
CDKN2AIP	-0.5145
KRR1	-0.52425
CXCL1	-1.221
EPM2A	-0.2192
PC	-0.686
DEFB127	-0.638
PDZRN4	1.909
FAH	0.99025
OR51E1	1.192
CDC2L6	-0.0143333333333333
DNTTIP1	-0.14525
PAX8	0.57275
TMEM116	-0.96725
C1orf150	-0.3215
PRO2012	0.62275
MRPL40	-0.934833333333333
BEX1	0.0161
SLC2A4	-1.62783333333333
PKMYT1	-1.015
FEZF2	-0.612
SLC26A9	-0.59475
MAP2	0.806833333333333
LYL1	-1.49025
SLC25A19	-0.9435
NOS3	-0.286
ZNF34	1.12583333333333
TMPRSS11F	-0.83725
FAM43A	-0.468
FCRL4	-0.0485
KLF14	-0.29
FLRT2	0.0596666666666667
WRN	-0.755
SDF2	1.6422
KRT8P12	1.07
C6orf195	-0.032
C9orf125	-2.23616666666667
DZIP3	-0.8245
RIT1	0.336166666666667
SCML1	-2.717
RHBDF2	0.612
OR2G3	0.1855
REXO1L1	0.0655
MAP3K7IP3	-0.484375
C3orf57	-1.63775
FBXW11	-0.391
ETAA1	-0.85775
C14orf131	-0.7219
AKT1S1	0.01025
SLC12A5	-0.5865
C9orf164	0.52825
NRIP3	-0.929
NOS1AP	-0.375
TMEM121	1.69375
SAP30BP	0.4909
DGCR6	0.5685
WDR76	-0.489
FAM82B	-0.808916666666667
LOC606495	0.3105
MAP9	2.22466666666667
BCDIN3D	0.59525
CXorf36	1.91266666666667
DSCR3	-0.6817
ZFAND3	1.08875
C7orf43	0.436166666666667
SPSB3	0.3711
C19orf19	-0.07625
FAM133A	-1.589
C12orf25	0.06275
SLC39A3	-0.199125
DISP2	0.5525
PI4KAP2	-1.266
MKRN3	-2.232
ADAMTS13	-1.109625
CBLN3	0.0814
TTYH1	-1.68633333333333
C3orf18	0.8825
FLJ13236	0.2365
ZMYND12	2.803
C18orf25	0.355625
GLB1L3	-0.681
ATP13A5	0.596
RANBP10	-0.84775
CD96	-2.188
DENND1C	-0.595
RBMS3	0.6781
SLC41A3	0.1685
DGCR6L	0.815
TMEM128	-0.141833333333333
CSNK1G3	-0.12
MOBKL2C	1.06675
TSPAN6	0.02025
MATN2	0.5188
MSL2L1	-0.201666666666667
ST6GALNAC2	2.83633333333333
FGFBP2	0.125625
FGL1	-6.374
MPP3	-0.936166666666667
ARHGEF6	0.7825
TGFBR2	0.699625
ACMSD	3.394
IL33	1.7955
C9orf5	-0.581
DEAF1	-0.2253
AMN	0.036
DEFA6	0.365875
RNF212	-1.11775
METT5D1	0.420833333333333
CIB1	0.8613
TSSK1B	0.2625
KIAA1727	2.6555
ZNF680	0.584666666666667
LOC399900	-0.9325
LOC152217	-0.77825
CTNNAL1	-3.2425
CIT	-2.328
TLE6	-0.15075
ZNF607	-1.21925
HERC4	-0.533166666666667
DRAP1	0.0411
PEMT	-0.8915
C10orf111	-0.216
ZNF575	0.549625
KCTD7	0.31
MYO1F	0.549875
LOC285382	2.1685
RAB11A	0.7802
PLCD3	-0.37775
C15orf28	0.07075
PTBP2	-0.547875
CTB-1048E9.5	-0.441875
C19orf60	-0.542666666666667
C7orf25	0.687
SETD7	1.1975
HOXB9	-4.802
VANGL1	0.4920625
CHAF1B	-1.78
NDUFA3	0.14075
KIAA1328	0.137666666666667
SHARPIN	0.358
TTC23	0.45525
UGP2	0.17925
ANKIB1	0.8069
CIRBP	0.867285714285714
SEC14L4	-3.1295
OVCH1	0.225166666666667
VPS52	0.0905
FAT	0.148875
M6PRBP1	0.41625
GPRIN3	0.972
PPM1F	-0.483166666666667
TSR1	-0.37975
CCDC85A	3.34075
PCSK5	1.71575
ZFHX3	0.1655
HEMK1	-1.0919
PGBD2	-0.13675
RSRC2	0.0995
AURKC	-1.2695
SCRIB	0.428375
ORM2	-5.11316666666667
FAM115A	0.6927
FZD6	0.640875
UNC119	1.09566666666667
GPX3	-1.2861
NOV	-0.386375
CABC1	-0.793
CDC42SE2	0.211875
EIF2S2	-0.8225
RNF130	0.7385
CKAP5	0.2175
RP11-413M3.2	-0.2025
C10orf18	1.866
TMEM93	-0.263
DYX1C1	1.25
KCNMB2	-1.934
ANK3	1.70541666666667
KRT5	-1.3803
CDH12	-0.735375
QRSL1	-0.035125
JUB	-2.25475
SHC4	-1.529125
CCL15	0.746833333333333
CCDC22	0.02675
SNX24	0.95475
RARS	-0.75725
MORC2	0.595125
FAM48A	0.525
MT1H	-0.4005
PPP1R14C	-0.9425
FOXD1	-3.32064285714286
C1orf213	-3.36225
AMT	-2.5039
DSN1	-0.85375
PTPLAD2	2.9335
DIS3L	0.33
RASL11A	0.3155
GPRC5B	-0.782375
FRMD7	0.141
STRN4	0.1935
KITLG	2.13686363636364
HDGF	0.294
OR1S1	0.465
SETX	-0.2772
DDR2	0.547
KCTD12	1.85375
LYZL2	-0.7885
WDR52	-0.009
TMEM2	0.225625
ZNF579	0.282833333333333
LOC200810	-0.02925
TNFSF9	-1.508
PPFIA4	-3.91
CNIH3	0.537833333333333
MAP4K4	-0.0860714285714286
ROD1	-0.317642857142857
ALS2CR12	-0.362333333333333
DOCK3	-0.471166666666667
PAQR9	-4.12475
ASB17	0.3132
STX16	-1.186625
FEZ2	0.0065
DLAT	-1.176
KIF21B	-1.12316666666667
CDC5L	-0.00625
TMEM119	1.84466666666667
CRIP3	-1.68525
TPSD1	0.549833333333333
TEPP	-0.3255
GNGT2	1.3365
C21orf121	-0.80125
WNK1	0.50825
FLJ10490	0.1252
OR51B5	-2.254
LOC203547	-0.918
HAS1	1.9965
PPA1	-0.0673333333333333
ST7	0.88975
C11orf46	1.0691
POPDC3	-3.34416666666667
ACOX2	2.67716666666667
ATCAY	-0.368583333333333
TM4SF19	-1.734
MFSD9	-0.551
PDHB	-0.11325
ERN1	0.1385
LCE3C	0.0785
GPR111	0.409
NOTCH3	1.444
ADAMTS5	1.88775
B3GALT1	-1.18725
UGCGL1	0.0255
FAM58A	0.567833333333333
FBXO32	1.6745
CLPP	-0.2525
NXPH1	0.6295
MTMR3	1.088
ATP1B3	-1.1465
TMEM16A	3.700875
HIST1H3F	-0.484833333333333
TRIM25	0.306333333333333
SDCBP2	1.4965
CRKL	-1.026
HOXB2	0.662666666666667
ANP32B	-1.331875
GATM	2.437
AP4E1	0.196875
EDG5	0.2335
CDKN3	-1.60716666666667
CDH4	-2.68875
PGD	-0.6435
RND1	0.8165
GAD1	-2.9049
MPG	-0.5525
LOC440350	-0.6005
ZNF133	-0.60975
SERPINB12	-0.0245
AMELY	0.0856666666666667
DHX36	-0.564
TNFAIP8L2	2.92466666666667
PHTF2	0.136111111111111
CCDC112	-0.103333333333333
IQCC	0.54725
HEYL	2.79583333333333
FTSJ2	-0.2385
APPL1	0.8325
RAB43	0.558357142857143
OR10G2	-0.12
WAC	0.225833333333333
ADCY9	-0.754125
RUNDC2B	0.029
PYCRL	0.2927
AGPAT7	-0.264666666666667
SLC22A9	-0.7155
CDKAL1	0.149
PDYN	-0.239333333333333
C20orf74	-0.79925
MTMR11	1.532
VAV3	2.16241666666667
DAPL1	0.32
STXBP3	0.736
EIF3G	-0.28725
ARHGAP22	-1.71075
NPFFR1	0.469
NPC1	-0.130166666666667
ALDH9A1	1.4205
ZNF600	0.3535
ZNF678	1.07783333333333
RASSF1	-0.195083333333333
ADD2	-2.686
PITPNB	0.20875
PKD2L2	0.238375
LRP11	0.9055
CDKL1	-0.08475
SMEK2	0.19625
PRODH2	-3.59133333333333
C11orf54	-0.8175
SFRS11	-0.510666666666667
IL7	-0.527666666666667
ALS2CR16	0.3735
BTG3	0.0881666666666667
PAK2	-0.183944444444444
RP11-679B17.1	-0.5735
GATA4	-1.6745
ATP2B1	0.26375
LOC130940	0.1825
C1orf172	1.83466666666667
ATF7IP2	-1.50925
SLC25A43	0.448666666666667
CENTG3	-0.135666666666667
IGF2BP1	-4.0581
FCHSD1	0.4915
CAMK2N2	0.203166666666667
ELAVL3	-0.458111111111111
NBPF15	-0.123833333333333
UBE2J2	0.4425
GNL2	0.17075
PRR3	0.0116
NLF2	0.133
OR4F6	0.1145
KLHL24	0.383666666666667
CCDC88A	-1.7088
SGPP1	-1.22683333333333
C10orf11	1.21466666666667
SLC35B4	-0.785333333333333
UGT3A2	-1.258
ARNT2	3.843
CBR1	-2.383
ITPR3	-0.371833333333333
TRAPPC6B	-0.00580000000000001
AMZ1	0.382
ARP11	2.17275
WDSUB1	0.2925
APBA1	0.639
RAB2A	1.193
C6orf162	-0.75725
HPSE2	0.39125
PLCE1	0.1365
INSL3	-0.0785
DLG1	0.4148
PTPLA	-1.70425
PIGX	0.23025
TFIP11	0.273
FIBIN	3.3005
POLR2G	-1.17
GRAP2	-1.8608
DNAJB8	-0.08425
CNBP	0.2315
WASF1	-2.08225
INPP5E	-1.1772
HSPB1	-0.00881249999999999
TMEM167	-0.0284999999999999
CUBN	0.16325
IGF1	1.265375
ITPK1	0.5072
NAALAD2	-0.8145
G3BP1	-0.8095
NT5DC1	0.8525
CYP39A1	-0.0875
TMEM139	-1.01341666666667
POLK	-0.1836
GLULD1	-1.4515
RBM15	-0.174166666666667
AMZ2	0.32375
GDF15	0.693
MESDC2	0.211
INCA	-0.180166666666667
ACY1L2	-3.2005
GZMM	-1.67816666666667
PAIP1	-0.23675
CACNA2D1	0.02425
STK32C	0.7555
SH3BP4	2.04666666666667
DEC1	0.0995
PADI1	0.4615
UBB	0.5728
PON3	3.36566666666667
PROP1	0.1095
ANKRD13B	-1.7085
ADCK1	0.22275
TCF25	-0.228083333333333
SLC38A5	-1.635
CXorf26	0.1595
C19orf39	-0.01375
PPP1R13B	0.47825
ARL2	-1.504
TCL6	0.144083333333333
TOP3A	-0.705
SLC16A14	-0.58225
FXYD6	1.3705
HIST1H4E	-1.586
BBC3	0.742947368421053
UNC5A	1.096
FAM86C	-0.8915
PI4KB	1.64975
B3GAT1	-3.7195
SUSD2	2.1085
OAZ2	-0.0295
NOC4L	-0.34725
C10orf12	0.46275
FADS1	-1.383
LOC144097	-0.79675
DKK2	1.5075
KIAA1949	-0.1325
RHOT1	0.09
OXT	0.959333333333333
GPR153	0.0045
ARL4A	-1.2515
SAAL1	-0.85525
CCDC64	0.049
USE1	-0.628
HNMT	0.378333333333333
PCGF3	0.1563125
CYP2C19	0.22925
C20orf4	0.058
CCDC11	0.7605
ACSBG2	-0.56375
RWDD2A	0.494
PALLD	2.398875
CPLX4	-0.2
LOC492311	0.7545
KPNA2	-0.663
MACROD1	-0.7674
TMCO3	1.52433333333333
C15orf52	-0.441166666666667
BIRC5	-0.822533333333333
PRR16	0.547166666666667
FAM63B	0.448625
KATNB1	-1.71166666666667
WNT8B	-1.714
CPLX3	-0.0135
GHR	1.741
CCDC124	-0.89525
BCLAF1	-0.933875
GOLGA3	1.1033
CLEC4E	3.50833333333333
AKR1CL1	0.686
