Hybridization REF	TCGA-BH-A0HQ-01A-11R-A034-07
ZFP106	0.46975
ZNF347	0.4149
GTF2E1	0.26
RY1	-0.545
ATAD2B	0.505625
ARHGAP17	0.0289
KCNIP3	-0.484
SFPQ	-0.038625
GFRA4	0.7305
AKR1B10	-2.018
TIGD6	1.64933333333333
RGS16	1.451
URB1	-0.327666666666667
OR4C46	-0.16875
TOP3B	-1.61525
NFATC4	-0.049
CA14	-3.9575
BMPR1A	0.074
SNRP70	-2.12775
PRL	-0.162
C6orf130	-0.103
STAG2	-0.57475
CD55	-0.825714285714286
RPS23	0.349666666666667
SSX2	-1.4314
FDPSL2A	-0.647
FBXO27	-0.059875
SYNGR3	-1.64966666666667
TMSL3	2.54125
EML1	-1.0485
NUP93	-1.48225
SMAD3	-1.3089
KIAA1189	0.918666666666667
HNRPUL2	-0.798666666666667
TBC1D12	0.651833333333333
C16orf24	1.35075
MRVI1	2.43916666666667
ZNF581	-0.324333333333333
ELOVL3	-2.2975
OR51Q1	0.6785
CACNB3	0.908166666666667
GALNT13	-2.16714285714286
C10orf84	1.4345625
NEDD4	0.5414
SPO11	2.7295
OR5AU1	0.8535
NEK4	0.708
PRKAR2A	0.0236666666666667
IHPK1	-0.623666666666667
ATP6V0B	-0.059125
CACNA1E	0.794
CEACAM8	-0.3394
PEX14	-0.1235
FLJ12993	2.4845
ZBTB38	-0.51825
PCTK2	0.0785
LRRC16	2.125
FBLIM1	0.962166666666667
FYCO1	1.7575
RP5-1022P6.2	-0.69
CMTM1	0.516
PLTP	-0.119166666666667
RAPH1	0.623875
DOCK8	1.161625
EZH2	-1.8282
SLC25A1	-1.18483333333333
PLEKHB1	-0.549
GRB7	1.1337
ZFP37	-0.1475
MRPL33	-0.1105
PELO	-0.458
ARMC1	-0.594727272727273
C9orf27	0.145428571428571
FLJ25778	0.4705
C9orf37	-1.7645
TMEM66	0.64025
SPRN	-0.175125
HBEGF	-0.548625
PI4KA	-1.1525
LEPRE1	-0.6585
POU2AF1	-2.816625
MRPL12	-0.8875
REP15	0.0785
ZC3H3	-0.034
RASAL1	-1.65625
DDAH1	1.754125
ACBD5	0.18125
TMC2	0.5275
CCDC137	-1.372
SAMD13	0.316333333333333
UGT2B15	-3.64666666666667
TIPARP	0.057
DNASE1L3	1.89775
TRIM72	0.7585
DBX2	1.26025
IPO8	-0.1915
C21orf88	-1.5136
MAP3K14	0.5725
LOC51233	1.00883333333333
GGTLA4	0.5845
PDE6D	-0.537
ZNF117	-0.05775
CLK2	-0.9735
NKRF	-0.5015
TNFSF15	-0.546
DUSP2	-1.465625
SECISBP2	-0.00769999999999999
GABRR2	-0.321
PPAP2C	2.21475
LOC51145	0.3614
PAG1	-0.117125
PIK3C3	0.3405
GNG10	-0.214
APOL4	0.181
ANKRD28	-0.740375
STMN3	-1.4835
RAB14	0.9507
CDK2AP2	-0.749
HDDC3	0.191
COMMD7	0.069125
CXXC1	-1.03125
HMCN1	-0.0725
CD40	0.574
DYNC1LI2	-0.530375
GDI1	-0.301
LOC646938	-0.11275
VSNL1	-1.07633333333333
PIH1D1	-0.454333333333333
RAET1G	1.0085
KRTAP5-9	-0.1175
EFTUD2	-0.253
ZNF311	1.00033333333333
ATP6V1G3	-0.279
OR2W3	0.13025
SCN4A	0.5785
MED10	-1.463
FAM135A	-1.2822
ARHGAP4	-1.84225
EHMT2	-1.030625
UFD1L	-0.75075
ERMP1	1.0315
MAG1	-1.72733333333333
THAP8	0.226
HACE1	-0.161666666666667
FAM82C	0.373333333333333
C3orf20	0.009
UNC84A	-0.366166666666667
SCD5	-0.102076923076923
LASS6	1.668
LSG1	-0.51025
MAL	-5.58825
GPR22	-2.85
WDR5B	1.3745
ACTRT1	-0.5745
C17orf60	-0.297833333333333
GRIN2C	0.2083
ARMC8	-0.461166666666667
SLC47A1	-2.274
DMPK	0.11575
DHRS13	-0.365666666666667
SMC1A	-0.109833333333333
KRTAP17-1	2.34675
SMYD5	-0.94325
TUSC2	0.687375
CRHR2	0.9925
KIR3DL2	0.376
CCDC104	0.77
ATP2C1	0.603
CROT	0.15975
PABPC3	-0.636333333333333
EGR1	0.226166666666667
THSD1	0.98725
KHK	-2.32275
SLC12A2	2.88486666666667
CD58	-0.24675
STOX2	-0.446166666666667
CCDC76	-0.4524
CCDC48	6.00075
DNAH1	0.113333333333333
ZIC4	0.38275
OR1G1	-1.0735
PSMC6	-0.414833333333333
PROKR1	0.5945
ABCB1	-0.632375
TRAT1	-2.04275
LLGL1	-0.5045
MTF1	0.91325
USP54	0.3005
PAGE2B	-3.2695
ITGB7	-4.2055
CCDC81	-0.984
LOC149837	0.31625
SCUBE1	-0.0985
ZSCAN10	0.486
HUWE1	0.305
CDH17	null
CD180	-0.4125
IL17A	0.18775
TMPO	-1.82371428571429
KIAA1524	-1.72133333333333
HDGFRP3	-0.1725
OXCT1	-1.73472727272727
RRAS2	-1.59833333333333
LTBP2	3.167125
SV2B	1.21983333333333
CYP2A6	0.696375
PKD1L2	-0.658333333333333
PPM1M	0.29825
FLJ22662	1.75616666666667
ZNF502	2.2095
GP6	-1.37175
CRYBA2	-2.05125
LEF1	-2.2745
CTPS	-2.43614285714286
EYA1	-2.56233333333333
EPS8L1	1.90775
MAPK14	-0.943916666666667
SERPINB2	-5.13825
GTF2F2	0.615166666666667
ZNHIT4	-0.4135
PLA1A	-0.880625
C20orf114	5.47925
HPR	-3.661
C18orf2	-3.61233333333333
SATB2	-0.9245
KCNJ9	-0.0258333333333333
MGC157906	-0.075
MOCS3	0.0945
C17orf71	-0.171166666666667
PPHLN1	-0.3864
HIST1H2BN	-0.80325
RAPGEF1	-1.153
MAP3K8	-0.2585
DLG4	-0.106833333333333
STC1	1.315
CDGAP	0.807
DDX26B	-1.39975
LOC150223	-2.0085
CPSF3	-0.717666666666667
TMEM14A	0.97425
MYH3	-1.5235
GPKOW	0.174
SULT1A1	-0.562833333333333
SPON1	4.5183
YY1AP1	0.492333333333333
RAB23	0.047
PLA2G4A	-3.92975
MAPRE3	-0.899
ZNF516	0.8
GGPS1	1.85975
EXOC3L2	-0.548625
C19orf42	1.1107
MAP2K2	-0.645333333333333
HIST1H2BB	-0.65625
RNF19B	0.594
C6orf128	-0.301666666666667
TLR8	4.09525
PCDHA9	0.036
CARS2	0.56325
CLUL1	4.48983333333333
RHAG	-4.35166666666667
UNK	-0.178
EXOC8	1.4129
C9orf95	1.277
C14orf143	0.9595
MAML3	-0.341
LDHA	-2.73425
MRPL20	0.53925
KLHDC6	0.24
ATP5S	0.839
C8orf55	-0.239
PHF19	-2.823625
KRTAP13-4	0.562
TTC5	-1.2425
XKR5	-1.85366666666667
SILV	-4.86183333333333
TEX28	-0.752
TCTN1	0.426
CX40.1	0.26625
PPP2R5C	-0.0425
C12orf30	-0.982166666666667
CAPG	1.64325
MPZL1	1.2382
ARSB	-1.42816666666667
TDH	-6.41366666666667
WASF4	0.69725
TSSK3	-0.3405
7A5	3.123
CRISPLD1	1.277875
MAD1L1	-0.986166666666667
SPIN4	-0.309
AMPD1	0.7565
DPYSL5	0.4425
INPP1	-0.2885
ANKRD11	-1.6915
NPAS4	0.223571428571429
GCET2	-0.421
RNASE9	-2.306
GUCY2D	0.3025
CCDC98	0.25975
FGF4	-0.7805
CPM	-0.920666666666667
SLC26A4	-1.638
PLD5	0.031
FAM59A	1.7711
FBXO5	-2.05233333333333
SIPA1L1	-0.10225
DPYS	1.376
ATG4D	-0.20225
TGM3	0.8955
MTCH1	-0.916125
HK1	0.306785714285714
CDC26	0.323625
GALNT12	-2.76616666666667
LOC339229	-0.16475
MRPL35	0.32875
ORC4L	0.1495
TNKS	-0.0305
C2orf24	-0.2945
ZNF553	0.958833333333333
GGTLA1	2.7851
ZNF497	0.32525
CDY1B	0.89325
SLC30A4	0.620857142857143
TUB	-1.30275
ARHGEF18	0.81275
ARRB1	-0.14225
KCNK1	2.106
EREG	-3.53975
SCAMP5	-0.686
RUNDC3B	1.84925
ADAMTS20	-0.78
IL17RB	-0.4045
FLJ20323	-0.282
MCAM	-0.53875
POLR3E	-1.1755
AQR	0.674833333333333
IPMK	-0.1755
CDCA7	-4.542875
CAMP	4.9255
GRHL3	2.80175
ADAMTSL2	1.72483333333333
CLMN	2.41716666666667
SSTR3	0.407
MAGEA5	-2.78666666666667
OVOL2	4.36175
JMJD1B	0.969
RBL2	-0.1415
PYGO2	1.0595
PPP1R10	0.455333333333333
CSE1L	-1.224
LCA5	2.10075
RDH16	-0.80825
ASRGL1	0.576375
TOM1	-0.980333333333333
PTX3	-4.2215
TTC15	0.53975
SCGB3A1	1.5695
MRPL50	-0.5355
RCAN3	0.83875
SLC26A11	0.8425
STYX	0.296666666666667
CINP	-0.05875
MARCH7	-0.306
PFKM	-1.9695
SGMS1	1.0485
RIOK3	-0.1159
C1orf110	-1.601
CES7	0.085
LOC440248	-2.5865
PPP1R12C	-0.74275
C10orf27	0.7145
ATG9A	-0.816
MRPS26	0.908
TMEM40	3.41975
ELP3	1.106
ZNF787	-0.2694
HIAT1	0.00600000000000001
C8orf34	3.207
MGC4655	-0.5677
PELI1	0.453833333333333
PPT1	0.0341
SLC35C2	-0.564666666666667
C6orf125	-0.02925
MUC4	-2.5565
RFC4	-2.16114285714286
GNB2	-0.490166666666667
NUP50	-0.860285714285714
SULT4A1	-2.3438
C7	1.45483333333333
CCDC130	-0.000333333333333334
ARRDC4	0.784
RQCD1	-0.9515
GLYCTK	-0.9625
AYTL2	-1.53327272727273
MTUS1	1.7455
LEMD3	0.286333333333333
PLEKHF2	1.82425
HOXA7	1.233125
GTF3C2	-2.3995
DYNLRB2	5.023
CNOT10	-0.29925
MR1	0.969833333333333
FFAR1	0.16475
PRIC285	-0.23825
SLITRK6	4.42075
LIX1	-3.0596
UBE1L2	-1.00908333333333
F8	0.61675
ACHE	0.457166666666667
KPNA5	-0.02525
TNFRSF12A	-1.19883333333333
EGR3	2.1155
SERPIND1	-3.7225
OASL	-0.1735
IFRD1	-1.88575
WDFY1	-0.4785
ZNF267	0.465625
ACCN5	-1.092
ZBTB6	-0.56925
PPP1R3A	-0.092
PRRT3	1.92175
FBXL19	-0.997
TXNIP	1.30614285714286
ACTN2	-1.53175
ATG9B	-0.28675
C9orf117	1.505375
IL27	0.0925
RPL36AL	0.357166666666667
KLK15	-0.6165
CHAD	2.6375
RAP2B	-0.0112
HEBP2	1.5915
ZNF342	0.3415
CAMK2G	-0.781833333333333
TLR3	2.29525
FGF14	1.2495
HMGB2	-1.80775
TRPM5	0.065
OR5M11	1.197
KIF3B	0.484736842105263
PRICKLE2	1.518
MTMR9	0.71375
C3orf27	-0.31725
GLRA3	-1.5945
NSDHL	-0.257833333333333
TMEM32	0.0035
POLR2D	-1.83225
MYADML	0.4575
C9orf114	-0.40625
MRGPRX1	-0.4505
TOPORS	0.6695
CLDN19	1.22425
C1QL4	-0.342
RNF165	-2.3145
DHRS9	0.677
DNAH2	0.493833333333333
FXR1	-0.875333333333333
ZMYM3	-1.28025
CASP3	0.1075
FAM120C	-0.714375
SCLY	-1.08
CA7	0.28
ENTPD5	0.2545
ZNF461	0.649
PDIA5	-1.059
C1orf19	-0.111666666666667
TMEM67	0.49475
KCTD20	-0.87125
WDR47	0.5905
FLJ38723	0.4315
KLRF1	0.052
TAS2R16	-0.666
CLDN12	0.74025
PRKCE	0.302
UBXD4	-1.2945
ITGAM	3.07316666666667
GLT8D3	-0.1515
WDR31	0.7207
RGS2	1.187
OR51L1	0.528
MST1R	0.97275
KIAA1737	1.676
OR4A5	-2.074
GLIS1	-0.899166666666667
PTMA	-0.0513571428571428
NAPA	0.5355
PRDM11	-0.27525
LIPF	3.128
DIRAS3	1.04175
ASGR2	-3.8805
C1QTNF4	1.21125
PIK3R4	0.104
ARMC3	6.42425
NDUFV3	-0.171666666666667
BTBD3	-0.255
PPP1R2	0.7005
UBE2NL	-0.09575
FOSL2	0.671785714285714
FAM119A	-1.41983333333333
TUBA4A	-1.0108
KRTAP12-1	0.6735
SFRS2	-1.465
RHPN1	-0.2529
EEF2	-0.689833333333333
ZDHHC11	-0.00616666666666665
EPHA3	-2.4
RBM12	-0.08325
H2AFJ	0.870166666666667
EDIL3	3.198
KIF26A	-2.027
SERGEF	0.56025
B3GALT4	2.64925
LOC90925	0.399
OSCAR	0.081125
NPFF	-0.65
DEDD	0.613125
TMEM155	-0.521142857142857
PTPN1	-0.39275
SCYL2	0.318
SKAP1	3.6985
LEAP2	-1.882
GADD45G	2.763
IFITM3	0.735285714285714
PILRB	-1.2395
SLU7	0.4458125
DSC3	2.44175
DNMT3L	-1.333
PAPD5	-0.525625
B3GNT3	-1.56983333333333
LHCGR	1.845
MSL-1	-0.6865
UBE2S	-2.71725
SAP130	-0.44575
ANAPC11	0.687
MAGED4B	-0.914
ATP6V1B2	0.534333333333333
C14orf179	1.347875
CAPZA1	-0.00987499999999997
CDYL2	-0.190666666666667
GLRX3	-0.818666666666667
LOC136288	0.99475
MOBKL1A	-0.14725
HTR2B	4.2585
CRYGD	0.638333333333333
NUS1	-0.515333333333333
PGRMC1	0.529
MYOM2	0.13575
FLJ39653	-1.3105
CHM	-0.5959
OR5M8	-0.154
ZNF619	0.883
FAM105A	0.67025
CCNL1	-1.5275
NAP1L3	1.1475
C10orf57	2.41333333333333
B3GALNT1	1.51183333333333
CSN1S2A	-1.227
TCP10L	0.53675
GDAP2	0.63825
DMKN	-0.434333333333333
COX6B1	0.65825
DNASE2	0.516666666666667
MSH5	-1.48725
LGMN	-0.40625
USP31	0.4878
OR13C8	-0.1535
SDCBP	0.4502
NUDT11	-1.4465
PYGL	-2.024
SNPH	-0.5725
B3GNT4	-1.083
MIZF	-1.2093
NUBPL	0.101875
NOD1	-0.1515
CDH22	2.586875
NUBP1	0.746666666666667
DSCAM	-4.1215
DGKI	0.9475
FAM136A	-0.9205
AKAP1	0.112833333333333
SLC16A6	-0.4275
RIN3	-0.03925
PSG2	-0.822
DIP2B	-0.317333333333333
PSORS1C1	-0.7908
KIAA0495	-0.864
FLJ90709	0.133
LPA	-0.417333333333333
PIGA	-0.578333333333333
LY75	3.05433333333333
UTS2	-5.42366666666667
RREB1	-0.238
GALNACT-2	-0.4053
MGC3196	-0.32225
FLJ31568	-1.1805
LPHN1	-0.245625
SP1	1.116125
TOX4	0.442333333333333
HSPA9	0.00590000000000003
APOBEC1	-0.3955
SLC35E4	-1.5705
LSM5	-0.7395
SURF1	0.296
ZBTB1	0.580416666666667
GTF2F1	-0.256375
RPS15A	0.871285714285715
DUSP21	-1.0452
GINS4	-3.4455
MYO15A	0.578833333333333
GIMAP7	2.2975
MGC13379	1.33275
ATP6V1E2	-0.462
UTP3	0.11425
HNRPA3	-0.53975
MT4	-0.9135
C14orf155	-0.531666666666667
U1SNRNPBP	0.38475
CKLF	-0.116833333333333
PLEKHN1	0.719333333333333
MBNL1	-0.532416666666667
NUP160	-1.479
ACSM2A	-1.583
LOC129881	0.72325
KIAA1529	-0.284
FLJ22639	-1.079
HAND1	-1.0935
GSX1	0.498
FGA	-3.9555625
SERPINB1	0.5465
ZNF642	1.19725
IGFBP1	-8.581875
SLC1A1	0.0265
DHX57	-0.703125
ZNF766	-0.044
PTPN21	0.8648
GDPD3	-0.211166666666667
PNPLA5	0.173
TBR1	-0.0265
FAM116A	0.47675
IQGAP1	1.41875
FOS	-1.39225
ZNF226	0.56525
FIGNL1	-0.218333333333333
C14orf1	-0.110666666666667
ZMYND17	-2.404
PUS7	-0.945666666666667
TUBB6	-1.092625
KCNQ2	-2.84375
MARCH6	-0.225583333333333
CCDC33	0.0825
PRODH	-0.03825
RBM11	3.08125
EPHA6	0.368571428571429
SLC43A1	-1.0325
LOC196541	0.655428571428571
NTN1	0.407166666666667
ING4	0.054
PCDHB10	1.30925
DPH2	-0.9845
SPACA4	-0.972
FBXL21	-4.826
DIAPH1	-1.23816666666667
ZNF71	0.533
CEP76	-0.409
CORO1A	-1.58675
RRM2	-3.68175
EDG4	1.17725
OS9	-0.5855
SLC4A1AP	-0.315
COG5	-0.31525
COPS8	-0.566
NGLY1	-0.579
NCBP2	0.1265
C17orf42	0.190333333333333
GPSM3	0.181875
SIL1	0.503333333333333
ASB6	-0.8045
SMAD5OS	0.2725
UNC93A	-3.404875
A1BG	0.522166666666667
C21orf62	-0.0486666666666666
FMO5	1.25325
ATRIP	0.4745
CEBPG	-0.170333333333333
C7orf38	0.4405
TNFRSF1B	-0.359
CLEC1A	1.4995
IQSEC1	0.033875
PATZ1	0.6429
RBM22	0.962875
BAG2	-1.99966666666667
PAQR5	-0.2755
C9orf127	1.1874
THNSL1	0.185
SHROOM3	3.0246
JAM2	1.82825
SNRPN	-2.6595
ALX4	-0.0955
CACNA1S	0.2105
FAM130A1	0.25625
CORIN	3.158
CD300LB	0.7435
PLEKHG6	-0.1275
LRRC40	-0.29825
PCLKC	-1.81475
PCDHB16	1.41133333333333
WNT2B	0.882166666666667
ASNS	-2.52277777777778
MRPL49	-0.537125
FLJ46111	-1.13875
ISG20	-0.951375
SMU1	0.8474
CASZ1	1.0945
POLR1D	0.131416666666667
GIN1	0.2625
SNAG1	0.301666666666667
ANKRD29	-1.58325
CDKN2AIP	0.08675
KRR1	-0.208
CXCL1	-2.973
EPM2A	-0.3188
PC	-0.689666666666667
DEFB127	0.568
PDZRN4	1.796
FAH	0.383125
OR51E1	3.186
CDC2L6	0.1285
DNTTIP1	-0.677
PAX8	-0.2655
TMEM116	0.32975
C1orf150	-0.298
PRO2012	0.412333333333333
MRPL40	-0.4055
BEX1	-4.17544444444444
SLC2A4	-0.867666666666667
PKMYT1	-2.09275
FEZF2	-2.06333333333333
SLC26A9	2.27825
MAP2	1.16918181818182
LYL1	-1.45
SLC25A19	-1.04933333333333
NOS3	-0.805
ZNF34	0.949
TMPRSS11F	-1.47975
FAM43A	-1.3095
FCRL4	1.55433333333333
KLF14	0.586
FLRT2	0.575833333333333
WRN	-0.534
SDF2	0.7239
KRT8P12	-0.8815
C6orf195	null
C9orf125	-0.875166666666667
DZIP3	0.08775
RIT1	1.15741666666667
SCML1	-1.06333333333333
RHBDF2	0.363
OR2G3	-0.321
REXO1L1	0.686
MAP3K7IP3	0.881125
C3orf57	-3.34225
FBXW11	-0.2255
ETAA1	-0.45425
C14orf131	-0.3583
AKT1S1	-0.666
SLC12A5	-1.223
C9orf164	1.0005
NRIP3	-0.118857142857143
NOS1AP	0.44075
TMEM121	2.17725
SAP30BP	-0.1658
DGCR6	0.13075
WDR76	-1.91975
FAM82B	0.1515
LOC606495	-0.4065
MAP9	2.75841666666667
BCDIN3D	1.18975
CXorf36	3.141
DSCR3	-0.2536
ZFAND3	0.122375
C7orf43	-0.1055
SPSB3	0.5067
C19orf19	0.448
FAM133A	-2.240875
C12orf25	0.64425
SLC39A3	-0.213125
DISP2	1.88425
PI4KAP2	-3.2235
MKRN3	-2.553
ADAMTS13	-0.414125
CBLN3	0.259888888888889
TTYH1	-0.860666666666667
C3orf18	1.526
FLJ13236	-1.08225
ZMYND12	4.7405
C18orf25	0.125875
GLB1L3	-1.8615
ATP13A5	2.139
RANBP10	-0.361
CD96	-1.7287
DENND1C	-0.7675
RBMS3	0.735
SLC41A3	0.936666666666667
DGCR6L	-0.06525
TMEM128	1.16733333333333
CSNK1G3	0.495071428571428
MOBKL2C	0.85325
TSPAN6	1.37675
MATN2	-1.175
MSL2L1	0.234
ST6GALNAC2	1.23216666666667
FGFBP2	-0.7145
FGL1	-5.2305
MPP3	0.1255
ARHGEF6	-0.226833333333333
TGFBR2	-0.285125
ACMSD	0.3105
IL33	3.28775
C9orf5	0.1825
DEAF1	-0.2532
AMN	-0.035
DEFA6	-0.438875
RNF212	-2.2295
METT5D1	0.00716666666666662
CIB1	0.7044
TSSK1B	1.643
KIAA1727	0.993
ZNF680	0.126363636363636
LOC399900	-1.8335
LOC152217	-0.24225
CTNNAL1	-2.182
CIT	-1.90166666666667
TLE6	0.3505
ZNF607	-0.4305
HERC4	-0.969833333333333
DRAP1	-1.0492
PEMT	-0.10325
C10orf111	-0.246
ZNF575	0.990125
KCTD7	0.36425
MYO1F	0.222125
LOC285382	-0.8665
RAB11A	0.832
PLCD3	-0.68975
C15orf28	0.2235
PTBP2	-0.9635
CTB-1048E9.5	-0.85925
C19orf60	0.538
C7orf25	0.288833333333333
SETD7	1.122
HOXB9	-4.675
VANGL1	-0.3018125
CHAF1B	-1.0575
NDUFA3	1.0255
KIAA1328	0.0461666666666667
SHARPIN	-0.435875
TTC23	-0.423875
UGP2	0.535916666666667
ANKIB1	0.0137
CIRBP	1.27128571428571
SEC14L4	-3.4455
OVCH1	0.967166666666667
VPS52	-0.64725
FAT	-0.897
M6PRBP1	-0.8
GPRIN3	-0.735
PPM1F	-1.75133333333333
TSR1	-0.3745
CCDC85A	1.371
PCSK5	2.04425
ZFHX3	0.1535
HEMK1	-0.3088
PGBD2	1.31325
RSRC2	0.00249999999999999
AURKC	-1.47966666666667
SCRIB	-0.050625
ORM2	-4.976
FAM115A	-0.5693
FZD6	0.516625
UNC119	-0.163833333333333
GPX3	-1.458
NOV	0.412625
CABC1	0.04375
CDC42SE2	-0.6743125
EIF2S2	-0.8617
RNF130	1.049625
CKAP5	-1.53083333333333
RP11-413M3.2	0.405625
C10orf18	0.3552
TMEM93	0.03225
DYX1C1	2.944
KCNMB2	-1.16657142857143
ANK3	2.2275
KRT5	0.5214
CDH12	-1.36625
QRSL1	0.168375
JUB	-0.86875
SHC4	-1.05075
CCL15	1.34766666666667
CCDC22	0.39025
SNX24	0.03525
RARS	0.147
MORC2	0.32225
FAM48A	-0.35975
MT1H	-1.326
PPP1R14C	-0.279666666666667
FOXD1	-2.6225
C1orf213	-2.03175
AMT	-2.3339
DSN1	-1.61975
PTPLAD2	1.8945
DIS3L	-0.4295
RASL11A	2.735
GPRC5B	0.75875
FRMD7	0.0650000000000001
STRN4	-0.2605
KITLG	3.338
HDGF	-1.10125
OR1S1	0.49
SETX	-0.1834
DDR2	0.492625
KCTD12	1.64225
LYZL2	-0.53275
WDR52	-0.523
TMEM2	0.3595
ZNF579	0.422
LOC200810	-0.0025
TNFSF9	-2.624875
PPFIA4	-3.59425
CNIH3	0.899166666666667
MAP4K4	-1.72207142857143
ROD1	0.317714285714286
ALS2CR12	-0.833166666666667
DOCK3	-1.53883333333333
PAQR9	-4.14825
ASB17	0.227333333333333
STX16	-1.829125
FEZ2	0.523166666666667
DLAT	-0.220333333333333
KIF21B	-1.80116666666667
CDC5L	-0.625
TMEM119	1.64333333333333
CRIP3	-1.97425
TPSD1	1.4898
TEPP	0.21225
GNGT2	1.5275
C21orf121	3.14925
WNK1	-0.229583333333333
FLJ10490	0.6441
OR51B5	-1.793
LOC203547	-0.313875
HAS1	-1.291
PPA1	-0.105666666666667
ST7	-0.26875
C11orf46	0.3041
POPDC3	-4.63816666666667
ACOX2	1.43683333333333
ATCAY	-0.938
TM4SF19	0.246
MFSD9	-0.467666666666667
PDHB	0.10375
ERN1	-0.9045
LCE3C	-1.4095
GPR111	-0.2565
NOTCH3	2.33483333333333
ADAMTS5	3.17275
B3GALT1	-1.33475
UGCGL1	0.000833333333333334
FAM58A	0.533166666666667
FBXO32	2.05125
CLPP	-0.17975
NXPH1	4.46725
MTMR3	0.467666666666667
ATP1B3	-1.030125
TMEM16A	4.448625
HIST1H3F	-0.106166666666667
TRIM25	-0.355166666666667
SDCBP2	0.149
CRKL	-1.732
HOXB2	1.454
ANP32B	-1.121125
GATM	2.3815
AP4E1	-0.56375
EDG5	0.507875
CDKN3	-2.377
CDH4	-2.6785
PGD	-1.83983333333333
RND1	-0.451
GAD1	-3.3578
MPG	0.406875
LOC440350	-0.824
ZNF133	0.239
SERPINB12	-1.1185
AMELY	-0.355
DHX36	-0.77975
TNFAIP8L2	3.17216666666667
PHTF2	-0.544176470588235
CCDC112	-0.424833333333333
IQCC	-1.0675
HEYL	3.63983333333333
FTSJ2	-1.02
APPL1	0.734875
RAB43	0.535285714285714
OR10G2	0.171
WAC	0.292333333333333
ADCY9	1.318
RUNDC2B	0.230833333333333
PYCRL	0.5837
AGPAT7	-1.14716666666667
SLC22A9	-1.82216666666667
CDKAL1	-0.4015
PDYN	-0.8206
C20orf74	-0.449
MTMR11	1.0225
VAV3	4.24408333333333
DAPL1	3.46375
STXBP3	0.59225
EIF3G	-0.3745
ARHGAP22	-1.036
NPFFR1	0.729
NPC1	-0.690166666666667
ALDH9A1	2.0505
ZNF600	0.1285
ZNF678	0.619833333333333
RASSF1	-0.528166666666667
ADD2	-3.31725
PITPNB	-0.385625
PKD2L2	-0.5355
LRP11	-0.087
CDKL1	0.028
SMEK2	0.3265
PRODH2	-3.22766666666667
C11orf54	0.478666666666667
SFRS11	-0.6185
IL7	-0.306333333333333
ALS2CR16	0.805
BTG3	-1.34033333333333
PAK2	-0.354166666666667
RP11-679B17.1	0.301
GATA4	-2.183
ATP2B1	-1.2175
LOC130940	1.2865
C1orf172	3.25966666666667
ATF7IP2	-0.73075
SLC25A43	-1.1295
CENTG3	-0.6
IGF2BP1	-4.4212
FCHSD1	0.1585
CAMK2N2	0.649166666666667
ELAVL3	-0.201375
NBPF15	-0.374333333333333
UBE2J2	-0.511583333333333
GNL2	-0.817
PRR3	-0.5288
NLF2	0.93875
OR4F6	-0.816
KLHL24	0.6345
CCDC88A	-1.8922
SGPP1	-1.351
C10orf11	1.42
SLC35B4	-1.55833333333333
UGT3A2	-1.2935
ARNT2	1.7399
CBR1	-1.567
ITPR3	-1.19716666666667
TRAPPC6B	-0.4395
AMZ1	2.4275
ARP11	1.04725
WDSUB1	-0.0565
APBA1	0.851
RAB2A	0.91
C6orf162	0.267375
HPSE2	-1.238
PLCE1	-0.7385
INSL3	0.000749999999999994
DLG1	0.1631
PTPLA	-2.472
PIGX	-0.29075
TFIP11	-0.154666666666667
FIBIN	3.773
POLR2G	-0.2045
GRAP2	-2.6723
DNAJB8	1.25766666666667
CNBP	0.7285
WASF1	-0.663
INPP5E	-1.8614
HSPB1	0.2104375
TMEM167	-0.0536
CUBN	0.60825
IGF1	3.7648125
ITPK1	-0.2777
NAALAD2	-1.5245
G3BP1	0.5884
NT5DC1	1.057875
CYP39A1	0.036
TMEM139	2.11236363636364
POLK	0.0167
GLULD1	-2.23
RBM15	-1.64083333333333
AMZ2	0.48225
GDF15	-1.6895
MESDC2	0.19175
INCA	0.734
ACY1L2	-2.1765
GZMM	-1.59216666666667
PAIP1	0.31925
CACNA2D1	0.065
STK32C	-0.111833333333333
SH3BP4	0.923
DEC1	0.609
PADI1	-0.005
UBB	0.6785
PON3	3.85166666666667
PROP1	0.5965
ANKRD13B	-0.3245
ADCK1	-0.42675
TCF25	-0.77925
SLC38A5	-2.2705
CXorf26	0.208166666666667
C19orf39	1.1855
PPP1R13B	1.0065
ARL2	-1.346
TCL6	-0.247416666666667
TOP3A	-0.545
SLC16A14	1.852875
FXYD6	2.1645
HIST1H4E	0.0746666666666666
BBC3	0.225631578947368
UNC5A	1.3665
FAM86C	-0.3657
PI4KB	0.356125
B3GAT1	-3.07125
SUSD2	1.89933333333333
OAZ2	-0.54
NOC4L	-0.3635
C10orf12	-0.6295
FADS1	-3.38583333333333
LOC144097	-0.7575
DKK2	0.3925
KIAA1949	-0.4505
RHOT1	0.2288
OXT	1.37333333333333
GPR153	0.61225
ARL4A	-0.170333333333333
SAAL1	-1.12175
CCDC64	-0.99
USE1	0.0388333333333334
HNMT	1.16816666666667
PCGF3	-0.0910624999999999
CYP2C19	-1.04633333333333
C20orf4	0.1305
CCDC11	2.94075
ACSBG2	0.48225
RWDD2A	1.07675
PALLD	2.60725
CPLX4	0.484
LOC492311	1.5675
KPNA2	-1.691
MACROD1	-0.5035
