Hybridization REF	TCGA-A2-A0YE-01A-11R-A109-07
GTF2E1	-0.587
RY1	-0.203166666666667
ATAD2B	1.703
ARHGAP17	0.5713
KCNIP3	1.15225
SFPQ	0.056875
GFRA4	0.735333333333333
AKR1B10	-4.50475
TIGD6	-0.0465
RGS16	0.9185
URB1	0.0665
OR4C46	0.584666666666667
TOP3B	-1.398
NFATC4	0.206
CA14	-4.0135
BMPR1A	0.493833333333333
SNRP70	-1.04625
PRL	0.335083333333333
C6orf130	-0.26625
STAG2	-0.24825
CD55	-0.514785714285714
RPS23	-0.0248333333333333
SSX2	-1.37133333333333
FDPSL2A	-0.33825
FBXO27	1.4445
SYNGR3	-1.59733333333333
TMSL3	1.195
EML1	0.58
NUP93	-0.465916666666667
SMAD3	-0.553
KIAA1189	-0.0978333333333333
HNRPUL2	0.967166666666667
TBC1D12	0.613166666666667
C16orf24	0.267
MRVI1	1.90116666666667
ZNF581	-0.554333333333333
ELOVL3	1.255
OR51Q1	0.16575
CACNB3	1.2795
GALNT13	4.429375
C10orf84	-0.3705
NEDD4	-1.7653
SPO11	0.4285
OR5AU1	0.189
NEK4	-0.185928571428571
PRKAR2A	0.4795
IHPK1	-0.0438333333333333
ATP6V0B	0.336625
CACNA1E	1.52
CEACAM8	-0.396333333333333
PEX14	-0.4595
FLJ12993	0.9485
ZBTB38	-0.914166666666667
PCTK2	-0.683166666666667
LRRC16	1.4412
FBLIM1	0.913916666666667
FYCO1	0.98325
RP5-1022P6.2	0.351583333333333
CMTM1	0.975333333333333
PLTP	-0.225833333333333
RAPH1	1.3955
DOCK8	-0.917
EZH2	-1.11186666666667
SLC25A1	-0.765666666666667
PLEKHB1	2.4845
GRB7	0.3153
ZFP37	-0.5755
MRPL33	-0.22775
PELO	-0.58025
ARMC1	0.163181818181818
C9orf27	0.4095
FLJ25778	-0.065
C9orf37	-1.073
TMEM66	0.079
SPRN	0.8855
HBEGF	0.31375
PI4KA	-1.114
LEPRE1	0.90775
POU2AF1	-1.650375
MRPL12	-0.0035
REP15	-0.9135
ZC3H3	0.446
RASAL1	1.034
DDAH1	-0.36575
ACBD5	0.132125
TMC2	0.07
CCDC137	-0.61175
SAMD13	-0.977666666666667
UGT2B15	-4.2195
TIPARP	-0.518
DNASE1L3	-0.1115
TRIM72	0.510833333333333
DBX2	0.16525
IPO8	-0.003
C21orf88	-0.5359
MAP3K14	1.03425
LOC51233	0.0856666666666667
GGTLA4	1.503
PDE6D	0.602
ZNF117	0.0385
CLK2	-0.217
NKRF	-0.264
TNFSF15	-0.2567
DUSP2	0.674125
SECISBP2	-1.4299
GABRR2	-0.2385
PPAP2C	0.756
LOC51145	0.013
PAG1	-1.598625
PIK3C3	-0.52425
GNG10	-0.4415
APOL4	0.0705
ANKRD28	-1.0705
STMN3	-2.5633
RAB14	-0.1089
CDK2AP2	-0.4905
HDDC3	-0.26425
COMMD7	0.3625
CXXC1	-0.693
HMCN1	-0.243
CD40	-0.18
DYNC1LI2	0.017875
GDI1	-0.05725
LOC646938	-0.543
VSNL1	-0.405333333333333
PIH1D1	-0.710666666666667
RAET1G	-1.705
KRTAP5-9	0.2445
EFTUD2	-0.82875
ZNF311	0.917833333333333
ATP6V1G3	0.4405
OR2W3	-0.9595
SCN4A	0.18075
MED10	-0.075
FAM135A	0.8261
ARHGAP4	-2.11375
EHMT2	0.357125
UFD1L	-0.5975
ERMP1	-1.5215
MAG1	-1.184
THAP8	0.768333333333333
HACE1	0.611833333333333
FAM82C	-0.2005
C3orf20	-0.4235
UNC84A	1.92533333333333
SCD5	0.825357142857143
LASS6	1.3505
LSG1	0.274833333333333
MAL	-5.31325
GPR22	-1.1315
WDR5B	1.2305
ACTRT1	0.903
C17orf60	-0.9215
GRIN2C	-0.1018
ARMC8	0.0293333333333333
SLC47A1	-3.283
DMPK	-0.11025
DHRS13	0.0155
SMC1A	-0.503333333333333
KRTAP17-1	0.566
SMYD5	-0.464
TUSC2	0.7145
CRHR2	0.481
KIR3DL2	0.2875
CCDC104	0.381
ATP2C1	0.60075
CROT	-0.70525
PABPC3	-0.744166666666667
EGR1	-0.727166666666667
THSD1	-0.48675
KHK	-1.84125
SLC12A2	0.0791875
CD58	-0.51075
STOX2	1.692
CCDC76	-0.9295
CCDC48	0.18825
DNAH1	-0.463833333333333
ZIC4	0.592125
OR1G1	0.265
PSMC6	-1.01683333333333
PROKR1	0.2355
ABCB1	-1.7615
TRAT1	-1.984
LLGL1	0.506
MTF1	0.72275
USP54	0.64725
PAGE2B	-0.822
ITGB7	-4.003
CCDC81	-0.2925
LOC149837	0.59775
SCUBE1	1.2885
ZSCAN10	1.283
HUWE1	0.700142857142857
CDH17	-0.1275
CD180	2.1045
IL17A	0.3305
TMPO	-0.968625
KIAA1524	-0.512166666666667
HDGFRP3	0.923666666666667
OXCT1	0.613727272727273
RRAS2	0.883
LTBP2	2.3864375
SV2B	0.2685
CYP2A6	0.226125
PKD1L2	-0.436166666666667
PPM1M	0.7585
FLJ22662	-0.110833333333333
ZNF502	1.24975
GP6	-1.14
CRYBA2	-0.65
LEF1	-3.0257
CTPS	-1.67142857142857
EYA1	-3.32733333333333
EPS8L1	0.29825
MAPK14	0.148916666666667
SERPINB2	-5.09775
GTF2F2	-0.104333333333333
ZNHIT4	0.344
PLA1A	-0.368
C20orf114	1.92025
HPR	-3.9195
C18orf2	-2.4625
SATB2	-2.5915
KCNJ9	0.011
MGC157906	0.413
MOCS3	0.0275
C17orf71	-0.833833333333333
PPHLN1	0.4431
HIST1H2BN	0.322125
RAPGEF1	-0.148875
MAP3K8	0.75075
DLG4	-0.207166666666667
STC1	-0.0391666666666667
CDGAP	1.29775
DDX26B	0.193
LOC150223	-1.53025
CPSF3	0.145666666666667
TMEM14A	0.41875
MYH3	-1.67375
GPKOW	0.3545
SULT1A1	1.38933333333333
SPON1	3.2672
YY1AP1	-0.165333333333333
RAB23	1.14125
PLA2G4A	-1.559
MAPRE3	-0.49475
ZNF516	-0.0962857142857143
GGPS1	0.08775
EXOC3L2	-0.179625
C19orf42	0.1885
MAP2K2	-1.35583333333333
HIST1H2BB	0.2295
RNF19B	-0.0205
C6orf128	1.05433333333333
TLR8	2.07175
PCDHA9	0.695
CARS2	-0.312
CLUL1	0.110833333333333
RHAG	-3.927
UNK	0.267
EXOC8	0.5873
C9orf95	-0.21125
C14orf143	0.495
MAML3	-0.2735
LDHA	-1.21475
MRPL20	-0.150625
KLHDC6	1.873
ATP5S	-1.4535
C8orf55	-0.60125
PHF19	-2.2045
KRTAP13-4	0.4995
TTC5	-0.538
XKR5	0.2975
SILV	-4.51483333333333
TEX28	-0.1115
TCTN1	0.028
CX40.1	0.37575
PPP2R5C	0.7025
C12orf30	-0.9155
CAPG	1.53025
MPZL1	1.5238
ARSB	0.709833333333333
TDH	-1.8875
WASF4	0.009
TSSK3	-0.921
7A5	2.4795
CRISPLD1	3.761375
MAD1L1	0.517166666666667
SPIN4	1.0545
AMPD1	1.64175
DPYSL5	-0.1675
INPP1	0.834833333333333
ANKRD11	-0.247611111111111
NPAS4	0.17
GCET2	-0.336
RNASE9	0.384
GUCY2D	0.453666666666667
CCDC98	-0.93675
FGF4	-0.662
CPM	-1.58433333333333
SLC26A4	-0.096
PLD5	-0.242
FAM59A	0.1211
FBXO5	-0.940444444444445
SIPA1L1	0.6065
DPYS	1.14125
ATG4D	-0.02825
TGM3	0.1885
MTCH1	0.893625
HK1	-0.3885
CDC26	-0.006375
GALNT12	-0.573833333333333
LOC339229	-0.09475
MRPL35	-0.468375
ORC4L	0.9935
TNKS	0.169928571428571
C2orf24	-0.0783333333333333
ZNF553	0.943833333333333
GGTLA1	2.2231
ZNF497	0.14625
CDY1B	0.179
SLC30A4	1.01275
TUB	0.925125
ARHGEF18	-0.168
ARRB1	0.7525
KCNK1	2.06975
EREG	-2.6302
SCAMP5	-1.4695
RUNDC3B	0.10625
ADAMTS20	0.12175
IL17RB	-0.330875
FLJ20323	-0.4085
MCAM	1.13275
POLR3E	-1.45883333333333
AQR	0.196333333333333
IPMK	-0.2825
CDCA7	-1.956875
CAMP	-0.46125
GRHL3	1.57125
ADAMTSL2	0.868333333333333
CLMN	1.60633333333333
SSTR3	0.302
MAGEA5	-1.5825
OVOL2	2.8205
JMJD1B	-0.24975
RBL2	-0.2437
PYGO2	0.48525
PPP1R10	0.496
CSE1L	-0.192333333333333
LCA5	0.70775
RDH16	-0.28475
ASRGL1	-0.92325
TOM1	-0.073
PTX3	2.898
TTC15	0.19825
SCGB3A1	3.0025
MRPL50	-1.45425
RCAN3	1.471875
SLC26A11	0.6805
STYX	-0.0603333333333334
CINP	0.684
MARCH7	0.003
PFKM	-0.9185
SGMS1	0.2655
RIOK3	-0.7473
C1orf110	0.263
CES7	0.21925
LOC440248	-1.71875
PPP1R12C	-0.4865
C10orf27	-0.167
ATG9A	-0.0555
MRPS26	0.192625
TMEM40	2.60575
ELP3	-0.3892
ZNF787	0.4321
HIAT1	-0.1735
C8orf34	0.0351666666666667
MGC4655	0.9817
PELI1	0.578833333333333
PPT1	-0.3379
SLC35C2	0.0228333333333333
C6orf125	0.62325
MUC4	-1.6175
RFC4	-0.710857142857143
GNB2	-0.0156666666666667
NUP50	-0.417214285714286
SULT4A1	0.151166666666667
C7	0.500875
CCDC130	-0.1925
ARRDC4	-0.39775
RQCD1	0.90725
GLYCTK	-1.72425
AYTL2	0.683909090909091
MTUS1	0.5886
LEMD3	0.0676666666666667
PLEKHF2	-0.4585
HOXA7	-0.0805
GTF3C2	-0.7285
DYNLRB2	-2.014
CNOT10	-0.096
MR1	0.804166666666667
FFAR1	-0.157
PRIC285	0.5195
SLITRK6	1.76775
LIX1	-1.8787
UBE1L2	-0.704916666666667
F8	0.510875
ACHE	-0.033
KPNA5	0.08225
TNFRSF12A	0.553666666666667
EGR3	0.154
SERPIND1	-3.44583333333333
OASL	2.96725
IFRD1	-0.78325
WDFY1	0.332333333333333
ZNF267	0.514625
ACCN5	0.8855
ZBTB6	-0.93375
PPP1R3A	-0.2625
PRRT3	0.46075
FBXL19	0.259
TXNIP	-0.630642857142857
ACTN2	-0.0685
ATG9B	-0.666625
C9orf117	-0.96475
IL27	0.287
RPL36AL	-0.8835
KLK15	-0.2725
CHAD	0.0635
RAP2B	-0.1165
HEBP2	1.73125
ZNF342	-0.5225
CAMK2G	-0.7455
TLR3	-0.04725
FGF14	-0.5315
HMGB2	-0.76775
TRPM5	-0.0801666666666667
OR5M11	0.6485
KIF3B	0.59378947368421
PRICKLE2	-1.1525
MTMR9	-0.422375
C3orf27	0.54
GLRA3	-1.52616666666667
NSDHL	-0.130166666666667
TMEM32	0.73475
POLR2D	-0.386416666666667
MYADML	0.4535
C9orf114	-1.82225
MRGPRX1	-0.1065
TOPORS	-0.3755
CLDN19	-1.05775
C1QL4	0.3125
RNF165	-0.8715
DHRS9	-1.28475
DNAH2	0.442666666666667
FXR1	0.047
ZMYM3	0.00675000000000001
CASP3	0.448666666666667
FAM120C	-0.0202499999999999
SCLY	-1.054
CA7	-0.19
ENTPD5	0.763
ZNF461	0.122125
PDIA5	0.57475
C1orf19	0.066
TMEM67	-0.574
KCTD20	0.00350000000000001
WDR47	0.119
FLJ38723	-0.1625
KLRF1	0.0245
TAS2R16	0.3365
CLDN12	0.34125
PRKCE	-0.0995
UBXD4	0.231
ITGAM	2.02616666666667
GLT8D3	0.993125
WDR31	-0.9597
RGS2	1.23025
OR51L1	0.373
MST1R	-1.01825
KIAA1737	0.7245
OR4A5	-0.133
GLIS1	-1.83833333333333
PTMA	0.326857142857143
NAPA	0.168
PRDM11	1.8355
LIPF	0.332
DIRAS3	0.48575
ASGR2	-4.422375
C1QTNF4	2.3695
PIK3R4	-0.142833333333333
ARMC3	-0.3695
NDUFV3	0.479166666666667
BTBD3	-0.0598333333333333
PPP1R2	0.52225
UBE2NL	-1.16625
FOSL2	1.27642857142857
FAM119A	0.918833333333333
TUBA4A	0.121
KRTAP12-1	0.22175
SFRS2	-0.5845
RHPN1	-0.5738
EEF2	-1.64166666666667
ZDHHC11	0.974166666666667
EPHA3	-2.1326
RBM12	-0.07525
H2AFJ	1.84958333333333
EDIL3	2.4165
KIF26A	-0.277
SERGEF	0.26375
B3GALT4	3.0005
LOC90925	1.36016666666667
OSCAR	-0.061625
NPFF	-1.242375
DEDD	0.158875
TMEM155	-0.348
PTPN1	-0.15725
SCYL2	0.394
SKAP1	1.7115
LEAP2	-3.34083333333333
GADD45G	0.8993
IFITM3	1.137
PILRB	-1.80766666666667
SLU7	-0.6309375
DSC3	0.24925
DNMT3L	-0.93725
PAPD5	-0.522625
B3GNT3	2.19083333333333
LHCGR	0.2175
MSL-1	0.15575
UBE2S	-0.702
SAP130	0.80675
ANAPC11	0.4755
MAGED4B	1.4725
ATP6V1B2	0.0675
C14orf179	1.306375
CAPZA1	-0.057625
CDYL2	-1.62616666666667
GLRX3	-1.28916666666667
LOC136288	-0.607
MOBKL1A	-0.3755
HTR2B	1.64925
CRYGD	0.150666666666667
NUS1	0.3645
PGRMC1	0.4505
MYOM2	-1.581
FLJ39653	-1.444
CHM	0.0645
OR5M8	-0.02
ZNF619	0.021
FAM105A	1.369
CCNL1	-0.60125
NAP1L3	1.57375
C10orf57	0.4175
B3GALNT1	1.07033333333333
CSN1S2A	0.1735
TCP10L	1.49675
GDAP2	1.220875
DMKN	-2.1025
COX6B1	0.4815
DNASE2	0.655333333333333
MSH5	-1.46175
LGMN	0.116875
USP31	0.2292
OR13C8	0.695
SDCBP	-0.0257
NUDT11	-1.08516666666667
PYGL	-1.91716666666667
SNPH	0.1905
B3GNT4	2.093
MIZF	-0.4931
NUBPL	-0.945875
NOD1	1.11183333333333
CDH22	0.052
NUBP1	0.253833333333333
DSCAM	-4.212
DGKI	0.557
FAM136A	0.30375
AKAP1	-0.6445
SLC16A6	-3.15425
RIN3	1.3545
PSG2	-0.3385
DIP2B	-0.214416666666667
PSORS1C1	2.6953
KIAA0495	-0.4875
FLJ90709	0.1285
LPA	-0.0903333333333333
PIGA	0.0873333333333333
LY75	2.81
UTS2	-6.2055
RREB1	-0.40975
GALNACT-2	-0.7043
MGC3196	0.516
FLJ31568	-0.481
LPHN1	0.404125
SP1	-0.23025
TOX4	-0.588666666666667
HSPA9	-1.1488
APOBEC1	0.4145
SLC35E4	-1.3995
LSM5	0.888
SURF1	-0.342
ZBTB1	-1.01741666666667
GTF2F1	-0.11725
RPS15A	0.455428571428572
DUSP21	-0.561166666666667
GINS4	-2.13666666666667
MYO15A	0.53
GIMAP7	2.4805
MGC13379	1.50125
ATP6V1E2	1.0365
UTP3	-0.95125
HNRPA3	0.436375
MT4	0.317
C14orf155	-0.05525
U1SNRNPBP	-0.67325
CKLF	-1.105
PLEKHN1	-0.0855
MBNL1	-0.648
NUP160	-0.73625
ACSM2A	-1.49
LOC129881	-0.8065
KIAA1529	0.263
FLJ22639	-1.08675
HAND1	-1.7785
GSX1	0.4385
FGA	-3.8910625
SERPINB1	-1.3205
ZNF642	0.5465
IGFBP1	-8.21075
SLC1A1	0.670875
DHX57	0.18875
ZNF766	-0.0775
PTPN21	0.4333
GDPD3	-1.891
PNPLA5	-0.0185
TBR1	-0.0158333333333333
FAM116A	0.22225
IQGAP1	1.326
FOS	-1.00725
ZNF226	0.17075
FIGNL1	0.9435
C14orf1	0.562166666666667
ZMYND17	-0.4325
PUS7	-1.21866666666667
TUBB6	-0.49075
KCNQ2	-1.44225
MARCH6	0.36975
CCDC33	0.3855
PRODH	-0.3295
RBM11	-0.21375
EPHA6	0.120285714285714
SLC43A1	-1.84975
LOC196541	0.1895
NTN1	2.43025
ING4	1.435
PCDHB10	3.044
DPH2	-0.414166666666667
SPACA4	-0.18225
FBXL21	-4.185
DIAPH1	-0.719166666666667
ZNF71	0.954666666666667
CEP76	-0.2445
CORO1A	-0.773
RRM2	-1.3545
EDG4	1.84
OS9	0.303833333333333
SLC4A1AP	0.3575
COG5	0.6225
COPS8	0.07275
NGLY1	-0.891
NCBP2	0.24925
C17orf42	-0.124333333333333
GPSM3	0.45875
SIL1	0.846333333333333
ASB6	-1.36375
SMAD5OS	0.495
UNC93A	-2.991625
A1BG	1.11516666666667
C21orf62	0.68375
FMO5	-1.34083333333333
ATRIP	0.548833333333333
CEBPG	-0.162833333333333
C7orf38	0.162333333333333
TNFRSF1B	0.3225
CLEC1A	1.18116666666667
IQSEC1	-0.165875
PATZ1	0.292
RBM22	0.061125
BAG2	-0.222333333333333
PAQR5	0.533
C9orf127	1.6872
THNSL1	-0.181
SHROOM3	0.8186
JAM2	-0.0875
SNRPN	-1.61075
ALX4	0.452
CACNA1S	0.1345
FAM130A1	1.20075
CORIN	2.4995
CD300LB	0.4965
PLEKHG6	2.293
LRRC40	-0.33225
PCLKC	-1.592
PCDHB16	1.33466666666667
WNT2B	0.609
ASNS	-1.85311111111111
MRPL49	0.22625
FLJ46111	-2.05875
ISG20	0.455125
SMU1	-0.576833333333333
CASZ1	0.471
POLR1D	-0.305333333333333
GIN1	-0.37775
SNAG1	-0.0553333333333333
ANKRD29	-2.631
CDKN2AIP	-0.75775
KRR1	-0.69625
CXCL1	-2.04916666666667
EPM2A	-0.4423
PC	-0.4905
DEFB127	-0.05
PDZRN4	0.997333333333333
FAH	-0.547
OR51E1	1.3015
CDC2L6	1.28516666666667
DNTTIP1	0.323
PAX8	0.7445
TMEM116	-0.098
C1orf150	-0.108
PRO2012	0.288
MRPL40	-0.1995
BEX1	-4.0283
SLC2A4	-0.862833333333333
PKMYT1	-1.01775
FEZF2	-0.441666666666667
SLC26A9	1.0145
MAP2	3.78916666666667
LYL1	-2.01425
SLC25A19	-1.096
NOS3	-0.69
ZNF34	0.302666666666667
TMPRSS11F	-0.41825
FAM43A	-0.02425
FCRL4	0.323833333333333
KLF14	0.32275
FLRT2	2.4935
WRN	-0.195
SDF2	0.9073
KRT8P12	-0.1425
C6orf195	0.7765
C9orf125	-2.43283333333333
DZIP3	-0.37725
RIT1	0.705083333333333
SCML1	-1.21833333333333
RHBDF2	0.90825
OR2G3	0.5495
REXO1L1	0.145
MAP3K7IP3	-0.209
C3orf57	-6.321
FBXW11	-0.527
ETAA1	-0.6435
C14orf131	-0.2592
AKT1S1	-0.26475
SLC12A5	-0.802
C9orf164	0.4455
NRIP3	-0.278
NOS1AP	-0.8785
TMEM121	1.4375
SAP30BP	0.2798
DGCR6	-0.03175
WDR76	-0.53225
FAM82B	-0.704666666666667
LOC606495	-0.292
MAP9	0.668666666666667
BCDIN3D	-0.03075
CXorf36	2.49533333333333
DSCR3	0.5009
ZFAND3	0.996875
C7orf43	0.0728333333333333
SPSB3	0.8931
C19orf19	0.3405
FAM133A	-2.28525
C12orf25	0.20875
SLC39A3	-1.19925
DISP2	-1.63825
PI4KAP2	-2.3665
MKRN3	-0.0881666666666667
ADAMTS13	-1.220875
CBLN3	0.4615
TTYH1	1.545
C3orf18	-0.39225
FLJ13236	-0.43475
ZMYND12	1.1335
C18orf25	0.24925
GLB1L3	-0.8845
ATP13A5	1.186
RANBP10	-0.47425
CD96	-1.7045
DENND1C	-0.97775
RBMS3	-0.9543
SLC41A3	-0.25
DGCR6L	0.09325
TMEM128	0.651666666666667
CSNK1G3	0.024
MOBKL2C	0.1455
TSPAN6	1.75175
MATN2	0.471
MSL2L1	-0.721833333333333
ST6GALNAC2	0.5015
FGFBP2	2.296375
FGL1	-6.846
MPP3	-1.18466666666667
ARHGEF6	-0.956166666666667
TGFBR2	0.082125
ACMSD	-0.338
IL33	1.67575
C9orf5	-0.252333333333333
DEAF1	0.4699
AMN	0.7955
DEFA6	0.00812499999999999
RNF212	-1.4325
METT5D1	-0.502166666666667
CIB1	0.7497
TSSK1B	0.17225
KIAA1727	2.516
ZNF680	-0.30575
LOC399900	-1.121
LOC152217	0.6865
CTNNAL1	-3.365
CIT	-1.09558333333333
TLE6	-0.28425
ZNF607	-0.29625
HERC4	-1.69866666666667
DRAP1	-0.2094
PEMT	-0.3505
C10orf111	0.1885
ZNF575	1.35325
KCTD7	0.201
MYO1F	-0.23725
LOC285382	1.068
RAB11A	0.6595
PLCD3	-0.9425
C15orf28	-0.2985
PTBP2	0.80175
CTB-1048E9.5	-0.189375
C19orf60	-0.203
C7orf25	0.704333333333333
SETD7	0.68075
HOXB9	-4.7605
VANGL1	0.2925
CHAF1B	0.053
NDUFA3	0.328
KIAA1328	0.670333333333333
SHARPIN	-0.109
TTC23	1.419125
UGP2	0.702083333333333
ANKIB1	0.9619
CIRBP	-1.254
SEC14L4	1.237
OVCH1	-0.381833333333333
VPS52	0.25825
FAT	0.3965
M6PRBP1	-0.19025
GPRIN3	-0.241
PPM1F	-1.05083333333333
TSR1	-0.59625
CCDC85A	3.139
PCSK5	1.936
ZFHX3	-0.764
HEMK1	-1.3614
PGBD2	-0.925
RSRC2	-0.216833333333333
AURKC	-0.531333333333333
SCRIB	0.02225
ORM2	-4.53633333333333
FAM115A	0.6103
FZD6	1.0235
UNC119	0.163166666666667
GPX3	0.6855
NOV	2.0915
CABC1	-1.596625
CDC42SE2	0.0450625
EIF2S2	0.0651
RNF130	0.55575
CKAP5	0.216833333333333
RP11-413M3.2	-0.090375
C10orf18	0.7458
TMEM93	-0.14375
DYX1C1	-0.5655
KCNMB2	-0.237875
ANK3	0.112583333333333
KRT5	-0.7055
CDH12	-0.981625
QRSL1	0.00899999999999999
JUB	-1.48575
SHC4	2.39125
CCL15	0.490833333333333
CCDC22	-0.242
SNX24	-0.08525
RARS	-0.17075
MORC2	0.392125
FAM48A	0.51225
MT1H	-0.77
PPP1R14C	0.0393333333333333
FOXD1	-0.0925
C1orf213	0.7
AMT	-1.6031
DSN1	-0.15875
PTPLAD2	3.10975
DIS3L	-0.951
RASL11A	-0.68
GPRC5B	2.64325
FRMD7	-0.018
STRN4	0.34975
KITLG	0.912181818181818
HDGF	-0.23725
OR1S1	0.588
SETX	-0.4452
DDR2	0.263
KCTD12	1.324
LYZL2	-0.21075
WDR52	-1.387
TMEM2	0.219875
ZNF579	1.04766666666667
LOC200810	0.28025
TNFSF9	-2.313375
PPFIA4	-2.841
CNIH3	-1.439
MAP4K4	0.348142857142857
ROD1	0.199428571428571
ALS2CR12	-0.899166666666667
DOCK3	1.89733333333333
PAQR9	-3.7995
ASB17	-0.887166666666667
STX16	-1.220875
FEZ2	0.411166666666667
DLAT	-0.920333333333333
KIF21B	-1.261
CDC5L	0.34025
TMEM119	1.2275
CRIP3	0.77375
TPSD1	0.451166666666667
TEPP	0.37525
GNGT2	0.5915
C21orf121	2.11
WNK1	0.30425
FLJ10490	1.4074
OR51B5	-2.391
LOC203547	-0.20475
HAS1	-0.1285
PPA1	-0.781
ST7	-0.518875
C11orf46	0.1792
POPDC3	-3.92233333333333
ACOX2	-2.68416666666667
ATCAY	-0.30575
TM4SF19	-1.085
MFSD9	1.2155
PDHB	-0.665
ERN1	-0.4225
LCE3C	0.1645
GPR111	0.221
NOTCH3	2.75966666666667
ADAMTS5	3.05
B3GALT1	-0.44775
UGCGL1	1.45283333333333
FAM58A	1.25283333333333
FBXO32	1.402
CLPP	-0.596
NXPH1	-1.17125
MTMR3	0.0865
ATP1B3	-1.01925
TMEM16A	3.668375
HIST1H3F	0.3685
TRIM25	-0.130166666666667
SDCBP2	0.76
CRKL	-1.48125
HOXB2	-1.96516666666667
ANP32B	-1.053875
GATM	1.224
AP4E1	-0.314125
EDG5	0.9005
CDKN3	-1.72283333333333
CDH4	-1.68525
PGD	-0.306333333333333
RND1	-0.413
GAD1	-2.7447
MPG	0.6875
LOC440350	-0.506
ZNF133	-0.58525
SERPINB12	-0.786
AMELY	0.327666666666667
DHX36	0.2575
TNFAIP8L2	2.0245
PHTF2	0.0896666666666667
CCDC112	-0.773666666666667
IQCC	-0.9325
HEYL	2.625
FTSJ2	0.179666666666667
APPL1	0.426625
RAB43	-0.227857142857143
OR10G2	0.1775
WAC	0.310166666666667
ADCY9	-0.01825
RUNDC2B	0.504
PYCRL	-0.166
AGPAT7	-1.48783333333333
SLC22A9	-0.707333333333333
CDKAL1	-0.1355
PDYN	-0.474833333333333
C20orf74	-0.651
MTMR11	0.26825
VAV3	-1.35125
DAPL1	4.01125
STXBP3	0.08925
EIF3G	-0.01425
ARHGAP22	-1.34175
NPFFR1	0.4305
NPC1	-0.912333333333333
ALDH9A1	1.454
ZNF600	0.0225
ZNF678	0.136166666666667
RASSF1	0.39375
ADD2	-1.183125
PITPNB	-0.17875
PKD2L2	-0.173875
LRP11	0.0755
CDKL1	-0.15525
SMEK2	0.8645
PRODH2	-3.157
C11orf54	-0.912
SFRS11	-0.826166666666667
IL7	-0.722
ALS2CR16	2.31125
BTG3	0.977333333333333
PAK2	0.636944444444444
RP11-679B17.1	-2.2655
GATA4	-1.863
ATP2B1	-1.11225
LOC130940	0.4325
C1orf172	1.80833333333333
ATF7IP2	-0.22975
SLC25A43	-0.1105
CENTG3	-0.584833333333333
IGF2BP1	-4.0318
FCHSD1	0.0275
CAMK2N2	1.382
ELAVL3	-0.1511
NBPF15	-1.52316666666667
UBE2J2	-0.640916666666667
GNL2	-0.6875
PRR3	0.1985
NLF2	1.3425
OR4F6	0.4075
KLHL24	1.09
CCDC88A	0.8438
SGPP1	-2.46666666666667
C10orf11	0.946833333333333
SLC35B4	-1.01733333333333
UGT3A2	-0.912
ARNT2	1.5995
CBR1	0.79725
ITPR3	0.266166666666667
TRAPPC6B	-0.458
AMZ1	-1.397
ARP11	1.48175
WDSUB1	0.89925
APBA1	1.14833333333333
RAB2A	0.8771
C6orf162	1.12425
HPSE2	0.048
PLCE1	1.48975
INSL3	1.1475
DLG1	0.3472
PTPLA	-0.39625
PIGX	0.73675
TFIP11	-0.161666666666667
FIBIN	3.762
POLR2G	0.1555
GRAP2	-1.9826
DNAJB8	0.2055
CNBP	0.0235
WASF1	-0.815
INPP5E	-1.6466
HSPB1	-1.016375
TMEM167	0.6517
CUBN	-0.20975
IGF1	4.1429375
ITPK1	0.0352
NAALAD2	-1.26775
G3BP1	-0.47
NT5DC1	0.441875
CYP39A1	-0.4655
TMEM139	1.84575
POLK	-0.7145
GLULD1	-0.37225
RBM15	-0.924166666666667
AMZ2	1.96425
GDF15	-4.38466666666667
MESDC2	-0.2655
INCA	-0.0573333333333333
ACY1L2	1.1875
GZMM	-1.3065
PAIP1	1.655
CACNA2D1	1.22575
STK32C	-0.757833333333333
SH3BP4	0.212333333333333
DEC1	0.0505
PADI1	0.3895
UBB	0.8093
PON3	1.68216666666667
PROP1	0.458
ANKRD13B	-0.453
ADCK1	0.39725
TCF25	0.7565
SLC38A5	-2.93225
CXorf26	0.111
C19orf39	-0.60875
PPP1R13B	0.7695
ARL2	-0.738
TCL6	0.182
TOP3A	-0.5035
SLC16A14	1.110375
FXYD6	3.47233333333333
HIST1H4E	0.4765
BBC3	-0.700052631578947
UNC5A	0.0795
FAM86C	-0.3207
PI4KB	0.194125
B3GAT1	0.266
SUSD2	0.272333333333333
OAZ2	-0.2285
NOC4L	-0.5065
C10orf12	0.70675
FADS1	-1.46716666666667
LOC144097	0.51925
DKK2	0.734833333333333
KIAA1949	-0.221
RHOT1	-0.0786
OXT	1.3145
GPR153	1.2115
ARL4A	-0.0518333333333333
SAAL1	-0.184
CCDC64	-0.2065
USE1	-0.2305
HNMT	-1.11416666666667
PCGF3	-0.1563125
CYP2C19	0.78375
C20orf4	0.5045
CCDC11	-0.43475
ACSBG2	0.03625
RWDD2A	1.44925
PALLD	1.373125
CPLX4	-1.43
LOC492311	0.044
KPNA2	0.424666666666667
MACROD1	-0.7534
TMCO3	-1.00916666666667
C15orf52	0.875666666666667
BIRC5	-0.0992
PRR16	1.2265
FAM63B	-0.527125
KATNB1	-1.28633333333333
