Hybridization REF	TCGA-BH-A0BJ-11A-23R-A089-07
ZNF347	0.9255
GTF2E1	-0.0175
RY1	-0.464333333333333
ATAD2B	-0.048
ARHGAP17	0.1602
KCNIP3	-0.3
SFPQ	0.0315
GFRA4	-0.103166666666667
AKR1B10	-4.121375
TIGD6	1.0465
RGS16	1.676375
URB1	-0.4825
OR4C46	-0.336666666666667
TOP3B	-0.92025
NFATC4	0.3495
CA14	-3.845
BMPR1A	1.10466666666667
SNRP70	-0.938375
PRL	-0.241166666666667
C6orf130	-0.2255
STAG2	0.2425
CD55	-0.212071428571429
RPS23	1.19866666666667
SSX2	-1.5452
FDPSL2A	-0.76675
FBXO27	0.10625
SYNGR3	-1.84483333333333
TMSL3	0.67725
EML1	-0.4465
NUP93	-0.954416666666667
SMAD3	0.0893
KIAA1189	-0.314833333333333
HNRPUL2	0.0585
TBC1D12	0.703833333333333
C16orf24	-0.464
MRVI1	1.62366666666667
ZNF581	-0.547
ELOVL3	0.105
OR51Q1	-0.2325
CACNB3	0.630166666666667
GALNT13	-1.23114285714286
C10orf84	0.6799375
NEDD4	-0.00669999999999999
SPO11	1.072
OR5AU1	0.1015
NEK4	0.0862142857142857
PRKAR2A	-0.844833333333333
IHPK1	-0.103166666666667
ATP6V0B	-0.653875
CACNA1E	0.0225
CEACAM8	-0.517333333333333
PEX14	0.193
FLJ12993	0.8725
ZBTB38	0.513083333333333
PCTK2	1.06583333333333
LRRC16	0.448
FBLIM1	0.615166666666667
FYCO1	1.30725
RP5-1022P6.2	1.21341666666667
CMTM1	0.232833333333333
PLTP	1.742
RAPH1	0.54725
DOCK8	0.92625
EZH2	-2.51373333333333
SLC25A1	-0.829333333333333
PLEKHB1	1.3665
GRB7	1.3058
ZFP37	1.31675
MRPL33	-0.384
PELO	-0.28325
ARMC1	-0.438272727272727
C9orf27	0.55225
FLJ25778	-0.0855
C9orf37	-1.12766666666667
TMEM66	1.8835
SPRN	0.1105
HBEGF	1.47675
PI4KA	-0.8325
LEPRE1	-0.6845
POU2AF1	-1.1505
MRPL12	-1.39716666666667
REP15	0.8245
ZC3H3	0.177
RASAL1	0.4435
DDAH1	1.05075
ACBD5	0.255125
TMC2	-0.1075
CCDC137	-1.76725
SAMD13	1.332
UGT2B15	0.293166666666667
TIPARP	1.11175
DNASE1L3	2.738
TRIM72	0.240333333333333
DBX2	2.93475
IPO8	-0.17375
C21orf88	-0.2999
MAP3K14	0.674
LOC51233	0.121333333333333
GGTLA4	0.794
PDE6D	-0.08
ZNF117	0.8405
CLK2	-0.338875
NKRF	-0.4745
TNFSF15	1.1766
DUSP2	1.840625
SECISBP2	-0.0696
GABRR2	0.174
PPAP2C	1.412
LOC51145	0.0185
PAG1	-0.709125
PIK3C3	-0.15
GNG10	0.2615
APOL4	0.357833333333333
ANKRD28	-0.423625
STMN3	-0.3093
RAB14	0.7838
CDK2AP2	-0.84175
HDDC3	-0.1685
COMMD7	0.258875
CXXC1	-0.29625
HMCN1	1.13866666666667
CD40	0.95975
DYNC1LI2	0.28125
GDI1	-0.25425
LOC646938	0.01475
VSNL1	1.0755
PIH1D1	-0.468166666666667
RAET1G	-1.1185
KRTAP5-9	-0.559
EFTUD2	-0.91025
ZNF311	0.645
ATP6V1G3	0.05425
OR2W3	0.14725
SCN4A	0.27425
MED10	-0.67025
FAM135A	0.5958
ARHGAP4	-0.92475
EHMT2	-1.104
UFD1L	-0.963
ERMP1	-0.351
MAG1	-0.363
THAP8	-0.416333333333333
HACE1	0.323666666666667
FAM82C	0.309666666666667
C3orf20	-0.00499999999999998
UNC84A	-0.0913333333333333
SCD5	0.407428571428571
LASS6	0.48875
LSG1	-0.24975
MAL	-4.95825
GPR22	-0.508
WDR5B	1.385
ACTRT1	0.73
C17orf60	-0.520666666666667
GRIN2C	-0.1163
ARMC8	-0.104833333333333
SLC47A1	-1.45366666666667
DMPK	-0.21125
DHRS13	-0.8015
SMC1A	-0.924
KRTAP17-1	0.638
SMYD5	-0.452
TUSC2	-0.189625
CRHR2	0.3835
KIR3DL2	0.1645
CCDC104	0.76025
ATP2C1	0.761375
CROT	1.21075
PABPC3	-0.221333333333333
EGR1	4.894
THSD1	1.947
KHK	-1.2825
SLC12A2	2.86325
CD58	-0.69925
STOX2	1.50816666666667
CCDC76	-0.2804
CCDC48	4.25025
DNAH1	0.0793333333333333
ZIC4	-0.500125
OR1G1	-0.9405
PSMC6	-0.442666666666667
PROKR1	-0.234
ABCB1	1.918
TRAT1	-1.285
LLGL1	0.624
MTF1	0.39875
USP54	1.021625
PAGE2B	-2.9485
ITGB7	-3.82075
CCDC81	-0.217
LOC149837	0.36975
SCUBE1	-0.346
ZSCAN10	-0.075
HUWE1	-0.285071428571429
CDH17	0.486
CD180	1.281
IL17A	0.13325
TMPO	-1.454
KIAA1524	-2.6306
HDGFRP3	0.0535
OXCT1	-0.246545454545455
RRAS2	-0.147666666666667
LTBP2	2.8608125
SV2B	2.1545
CYP2A6	1.3085
PKD1L2	-0.656333333333333
PPM1M	0.98225
FLJ22662	2.2465
ZNF502	2.48425
GP6	-0.797
CRYBA2	-1.66175
LEF1	-2.4307
CTPS	-2.18114285714286
EYA1	-2.22566666666667
EPS8L1	0.677
MAPK14	-0.515333333333333
SERPINB2	-5.359875
GTF2F2	-0.104166666666667
ZNHIT4	-0.002
PLA1A	-0.148875
C20orf114	2.74125
HPR	-4.6855
C18orf2	-2.549
SATB2	-2.35775
KCNJ9	-0.029
MGC157906	-0.2755
MOCS3	0.07675
C17orf71	-0.1625
PPHLN1	-0.14
HIST1H2BN	-2.53975
RAPGEF1	-0.9485
MAP3K8	2.57925
DLG4	0.129333333333333
STC1	0.472333333333333
CDGAP	2.20475
DDX26B	0.42175
LOC150223	-2.1435
CPSF3	-1.015
TMEM14A	0.03325
MYH3	-0.50625
GPKOW	-0.0575
SULT1A1	-0.578166666666667
SPON1	3.9485
YY1AP1	0.291333333333333
RAB23	-0.04625
PLA2G4A	-1.57675
MAPRE3	0.40825
ZNF516	0.503857142857143
GGPS1	0.394
EXOC3L2	-0.790875
C19orf42	0.7315
MAP2K2	-0.412833333333333
HIST1H2BB	-1.76075
RNF19B	1.21266666666667
C6orf128	0.594
TLR8	2.7825
PCDHA9	0.2915
CARS2	-0.106875
CLUL1	3.28716666666667
RHAG	-3.88316666666667
UNK	0.285
EXOC8	0.85
C9orf95	1.26425
C14orf143	-0.305333333333333
MAML3	0.19775
LDHA	-2.2555
MRPL20	-0.23775
KLHDC6	1.77233333333333
ATP5S	0.363666666666667
C8orf55	-0.1585
PHF19	-2.484375
KRTAP13-4	0.284
TTC5	0.5125
XKR5	0.3505
SILV	-4.49366666666667
TEX28	0.3785
TCTN1	0.8955
CX40.1	-0.06725
PPP2R5C	0.22225
C12orf30	-0.998666666666667
CAPG	1.15325
MPZL1	1.2439
ARSB	-1.7665
TDH	-1.70675
WASF4	0.33525
TSSK3	-0.597833333333333
7A5	0.9915
CRISPLD1	3.573875
MAD1L1	-0.851833333333333
SPIN4	0.273333333333333
AMPD1	1.49875
DPYSL5	-0.126
INPP1	1.569
ANKRD11	-0.593555555555556
NPAS4	0.04575
GCET2	0.9262
RNASE9	-0.3945
GUCY2D	0.151333333333333
CCDC98	1.3195
FGF4	-0.634375
CPM	-1.00633333333333
SLC26A4	1.78983333333333
PLD5	1.257
FAM59A	1.8451
FBXO5	-1.96466666666667
SIPA1L1	-0.03875
DPYS	2.57125
ATG4D	-0.75
TGM3	0.527
MTCH1	0.205
HK1	-0.451714285714286
CDC26	0.009125
GALNT12	-1.86233333333333
LOC339229	-0.7145
MRPL35	-0.70775
ORC4L	0.490375
TNKS	-0.193285714285714
C2orf24	-0.065
ZNF553	-0.0686666666666667
GGTLA1	2.802
ZNF497	-0.1705
CDY1B	0.0965
SLC30A4	0.2035
TUB	0.324125
ARHGEF18	-0.04975
ARRB1	0.67025
KCNK1	0.068
EREG	-0.3298
SCAMP5	-0.07275
RUNDC3B	3.97475
ADAMTS20	0.465
IL17RB	-0.27275
FLJ20323	-0.87475
MCAM	0.66475
POLR3E	-1.86391666666667
AQR	0.167666666666667
IPMK	0.3225
CDCA7	-3.46525
CAMP	0.208
GRHL3	0.12975
ADAMTSL2	-0.294166666666667
CLMN	1.44466666666667
SSTR3	0.02
MAGEA5	-2.51683333333333
OVOL2	3.50775
JMJD1B	0.69725
RBL2	0.598
PYGO2	0.23875
PPP1R10	0.4735
CSE1L	-1.53416666666667
LCA5	2.6925
RDH16	-0.647
ASRGL1	-0.971375
TOM1	0.1155
PTX3	-1.118
TTC15	0.234
SCGB3A1	3.8565
MRPL50	-0.8095
RCAN3	0.3995
SLC26A11	1.046
STYX	-0.691666666666667
CINP	-0.27075
MARCH7	0.5585
PFKM	-0.494333333333333
SGMS1	0.562
RIOK3	-0.2135
C1orf110	0.54
CES7	-0.1765
LOC440248	-0.22625
PPP1R12C	-0.1935
C10orf27	0.229
ATG9A	-0.825
MRPS26	0.02475
TMEM40	1.135
ELP3	0.3334
ZNF787	-0.2267
HIAT1	0.84675
C8orf34	0.843166666666667
MGC4655	0.2048
PELI1	1.81283333333333
PPT1	0.1558
SLC35C2	-0.475333333333333
C6orf125	-1.508
MUC4	0.358166666666667
RFC4	-2.31214285714286
GNB2	-0.216166666666667
NUP50	-0.633428571428571
SULT4A1	-0.7355
C7	3.62825
CCDC130	-0.104666666666667
ARRDC4	1.45275
RQCD1	-0.92675
GLYCTK	-1.4015
AYTL2	-1.66554545454545
MTUS1	1.665
LEMD3	0.595333333333333
PLEKHF2	0.7195
HOXA7	1.974625
GTF3C2	-1.4575
DYNLRB2	3.18125
CNOT10	-0.53925
MR1	0.25
FFAR1	-0.1535
PRIC285	-0.4225
SLITRK6	2.84375
LIX1	-2.1384
UBE1L2	-0.368
F8	1.652625
ACHE	0.425833333333333
KPNA5	1.35525
TNFRSF12A	-1.10216666666667
EGR3	4.362
SERPIND1	-3.52016666666667
OASL	-0.527
IFRD1	-0.869875
WDFY1	0.149666666666667
ZNF267	1.098625
ACCN5	0.7315
ZBTB6	0.22075
PPP1R3A	-0.377
PRRT3	0.8165
FBXL19	-0.303
TXNIP	1.21128571428571
ACTN2	-1.44825
ATG9B	-0.663625
C9orf117	-0.09825
IL27	-0.69
RPL36AL	0.0473333333333333
KLK15	0.00949999999999999
CHAD	1.354
RAP2B	-0.0385
HEBP2	1.26375
ZNF342	0.305
CAMK2G	0.074
TLR3	2.2345
FGF14	2.19275
HMGB2	-1.797875
TRPM5	-0.396166666666667
OR5M11	0.225
KIF3B	-0.179
PRICKLE2	1.44375
MTMR9	0.43675
C3orf27	0.11275
GLRA3	-1.38633333333333
NSDHL	-0.575166666666667
TMEM32	0.0765
POLR2D	-1.12425
MYADML	-0.06
C9orf114	-0.828
MRGPRX1	-0.283
TOPORS	0.66875
CLDN19	2.9275
C1QL4	0.2485
RNF165	0.4165
DHRS9	0.1015
DNAH2	-0.067
FXR1	0.101
ZMYM3	-0.5095
CASP3	-0.372166666666667
FAM120C	-1.007
SCLY	-1.813
CA7	-0.086
ENTPD5	0.0436666666666667
ZNF461	0.633375
PDIA5	-0.4125
C1orf19	-0.395
TMEM67	0.0995
KCTD20	-0.78225
WDR47	0.7825
FLJ38723	0.094
KLRF1	2.24083333333333
TAS2R16	0.149
CLDN12	1.36825
PRKCE	0.552
UBXD4	-0.19475
ITGAM	2.00916666666667
GLT8D3	-0.436875
WDR31	0.872
RGS2	4.5895
OR51L1	0.0405
MST1R	-0.2185
KIAA1737	1.23625
OR4A5	-0.7945
GLIS1	-0.870666666666667
PTMA	0.197071428571429
NAPA	0.88075
PRDM11	0.20325
LIPF	0.048
DIRAS3	3.01525
ASGR2	-4.21275
C1QTNF4	2.276
PIK3R4	0.3355
ARMC3	-0.0935
NDUFV3	-0.572583333333333
BTBD3	0.604166666666667
PPP1R2	0.353583333333333
UBE2NL	-0.22825
FOSL2	0.0889285714285714
FAM119A	-1.52833333333333
TUBA4A	-0.6775
KRTAP12-1	0.11075
SFRS2	-0.70475
RHPN1	-1.2509
EEF2	0.163666666666667
ZDHHC11	-0.525333333333333
EPHA3	-1.0431
RBM12	-0.07875
H2AFJ	-0.0461666666666667
EDIL3	2.0595
KIF26A	-0.23475
SERGEF	0.646
B3GALT4	2.023
LOC90925	0.188333333333333
OSCAR	-0.7985
NPFF	-0.097875
DEDD	0.298625
TMEM155	-0.869375
PTPN1	-0.58625
SCYL2	0.311833333333333
SKAP1	2.53575
LEAP2	-2.56766666666667
GADD45G	0.3335
IFITM3	0.585875
PILRB	-0.924
SLU7	0.442875
DSC3	2.92
DNMT3L	-1.4315
PAPD5	-0.193625
B3GNT3	1.79266666666667
LHCGR	-0.9605
MSL-1	0.13875
UBE2S	-2.60225
SAP130	-0.48775
ANAPC11	-0.5335
MAGED4B	-0.9005
ATP6V1B2	0.167
C14orf179	0.642875
CAPZA1	-0.19325
CDYL2	-1.2655
GLRX3	-1.01
LOC136288	-0.602
MOBKL1A	0.0875
HTR2B	3.43425
CRYGD	-0.0898333333333333
NUS1	-0.0756666666666667
PGRMC1	0.85
MYOM2	2.54575
FLJ39653	-1.531
CHM	0.2678
OR5M8	-0.0985
ZNF619	0.618
FAM105A	1.315
CCNL1	0.09275
NAP1L3	1.13525
C10orf57	1.6595
B3GALNT1	0.963333333333333
CSN1S2A	0.532
TCP10L	-0.02825
GDAP2	-0.089875
DMKN	1.0135
COX6B1	-0.6635
DNASE2	-0.218166666666667
MSH5	-2.1125
LGMN	-0.516625
USP31	0.8025
OR13C8	0.085
SDCBP	0.1584
NUDT11	-0.513333333333333
PYGL	-1.87416666666667
SNPH	0.503
B3GNT4	-0.931
MIZF	-0.3296
NUBPL	0.038125
NOD1	0.598333333333333
CDH22	1.4475
NUBP1	-0.0501666666666667
DSCAM	-3.77625
DGKI	1.1255
FAM136A	-0.73725
AKAP1	0.320833333333333
SLC16A6	-1.83175
RIN3	0.57775
PSG2	-0.1215
DIP2B	-0.477
PSORS1C1	-1.0721
KIAA0495	0.4355
FLJ90709	-0.3395
LPA	-0.266166666666667
PIGA	0.243166666666667
LY75	4.792
UTS2	-7.124
RREB1	-0.11475
GALNACT-2	0.5572
MGC3196	-1.21575
FLJ31568	1.4385
LPHN1	0.0855
SP1	0.15125
TOX4	0.479666666666667
HSPA9	-0.5181
APOBEC1	-0.2395
SLC35E4	-1.32
LSM5	-1.35125
SURF1	0.1655
ZBTB1	0.70475
GTF2F1	0.330625
RPS15A	0.0900714285714286
DUSP21	-1.041
GINS4	-3.65766666666667
MYO15A	0.728166666666667
GIMAP7	4.7415
MGC13379	1.00275
ATP6V1E2	0.304
UTP3	0.6575
HNRPA3	-0.573875
MT4	0.251
C14orf155	0.17625
U1SNRNPBP	0.05875
CKLF	-1.06916666666667
PLEKHN1	-1.44466666666667
MBNL1	0.494416666666667
NUP160	-0.97875
ACSM2A	-1.83675
LOC129881	0.551
KIAA1529	0.43625
FLJ22639	-1.97775
HAND1	-1.387
GSX1	0.008
FGA	-4.20075
SERPINB1	0.30175
ZNF642	0.70425
IGFBP1	-7.410625
SLC1A1	0.4345
DHX57	-0.2015
ZNF766	0.59
PTPN21	0.1404
GDPD3	-1.055
PNPLA5	0.1625
TBR1	-0.00400000000000001
FAM116A	0.32725
IQGAP1	0.892
FOS	4.534875
ZNF226	0.64125
FIGNL1	-0.246
C14orf1	-0.225833333333333
ZMYND17	-0.805
PUS7	-0.91
TUBB6	-0.730625
KCNQ2	-1.5185
MARCH6	0.0126666666666667
CCDC33	-0.1545
PRODH	-0.1135
RBM11	1.98425
EPHA6	0.476125
SLC43A1	-0.8735
LOC196541	1.35675
NTN1	0.938666666666667
ING4	0.977
PCDHB10	2.02075
DPH2	-0.840333333333333
SPACA4	-0.43275
FBXL21	-4.231
DIAPH1	-0.699333333333333
ZNF71	0.868666666666667
CEP76	-0.2895
CORO1A	-1.245
RRM2	-4.42525
EDG4	0.4295
OS9	0.317166666666667
SLC4A1AP	-0.22575
COG5	-0.5985
COPS8	-0.35675
NGLY1	-0.5475
NCBP2	-0.754875
C17orf42	0.178833333333333
GPSM3	-0.1445
SIL1	0.0121666666666667
ASB6	-0.4245
SMAD5OS	0.879166666666667
UNC93A	-2.946875
A1BG	-0.468166666666667
C21orf62	0.79125
FMO5	0.426
ATRIP	-0.506
CEBPG	0.156166666666667
C7orf38	0.4145
TNFRSF1B	0.608333333333333
CLEC1A	2.4685
IQSEC1	0.277875
PATZ1	0.9634
RBM22	0.8555
BAG2	-2.3345
PAQR5	-1.91983333333333
C9orf127	0.7816
THNSL1	0.67025
SHROOM3	2.6863
JAM2	2.7295
SNRPN	-1.2475
ALX4	0.357
CACNA1S	0.1385
FAM130A1	0.83025
CORIN	2.9585
CD300LB	0.039
PLEKHG6	0.8555
LRRC40	-0.5295
PCLKC	-1.40475
PCDHB16	2.07866666666667
WNT2B	1.1275
ASNS	-2.31122222222222
MRPL49	-0.158
FLJ46111	-0.77625
ISG20	0.181875
SMU1	0.2795
CASZ1	0.7575
POLR1D	0.00966666666666665
GIN1	0.13575
SNAG1	0.888333333333333
ANKRD29	0.753
CDKN2AIP	0.24
KRR1	0.21925
CXCL1	1.27933333333333
EPM2A	0.463
PC	-0.500333333333333
DEFB127	-0.5185
PDZRN4	2.18
FAH	-0.649125
OR51E1	0.657
CDC2L6	-0.296
DNTTIP1	-0.3475
PAX8	0.338333333333333
TMEM116	0.03075
C1orf150	1.028
PRO2012	-0.0365
MRPL40	-0.684166666666667
BEX1	-1.7519
SLC2A4	1.2095
PKMYT1	-2.71375
FEZF2	0.272
SLC26A9	-1.965
MAP2	0.470333333333333
LYL1	-1.51425
SLC25A19	-1.53166666666667
NOS3	-0.267
ZNF34	0.9575
TMPRSS11F	-0.34675
FAM43A	0.812
FCRL4	-0.6535
KLF14	-0.231
FLRT2	1.5235
WRN	-0.71075
SDF2	0.4825
KRT8P12	-0.70925
C6orf195	0.5915
C9orf125	0.464666666666667
DZIP3	0.031875
RIT1	-0.212
SCML1	-1.14583333333333
RHBDF2	-0.657875
OR2G3	0.5915
REXO1L1	-0.361
MAP3K7IP3	-0.559375
C3orf57	-3.49025
FBXW11	-0.842333333333333
ETAA1	-0.24625
C14orf131	-0.1321
AKT1S1	-0.7765
SLC12A5	-0.54375
C9orf164	1.24475
NRIP3	0.038
NOS1AP	-0.02925
TMEM121	0.6865
SAP30BP	0.0796
DGCR6	0.5745
WDR76	-2.09875
FAM82B	-0.58525
LOC606495	-0.82
MAP9	1.79825
BCDIN3D	0.782
CXorf36	3.5015
DSCR3	-0.4459
ZFAND3	-0.09825
C7orf43	-0.173166666666667
SPSB3	0.1991
C19orf19	-0.1875
FAM133A	-1.906625
C12orf25	0.59825
SLC39A3	-0.915375
DISP2	0.68075
PI4KAP2	-1.9355
MKRN3	-2.5085
ADAMTS13	-0.4875
CBLN3	0.3009
TTYH1	2.2275
C3orf18	0.9875
FLJ13236	-1.3205
ZMYND12	3.522
C18orf25	0.1015
GLB1L3	0.0555
ATP13A5	3.9725
RANBP10	0.15025
CD96	-1.0247
DENND1C	-0.14425
RBMS3	2.1654
SLC41A3	0.952833333333333
DGCR6L	0.53925
TMEM128	0.900833333333333
CSNK1G3	0.115071428571429
MOBKL2C	1.429125
TSPAN6	1.0575
MATN2	2.8929
MSL2L1	0.0146666666666667
ST6GALNAC2	0.582166666666667
FGFBP2	2.408875
FGL1	-4.74883333333333
MPP3	-0.158333333333333
ARHGEF6	1.96183333333333
TGFBR2	1.5255
ACMSD	0.43275
IL33	5.09675
C9orf5	0.27275
DEAF1	0.051
AMN	-0.219
DEFA6	-0.16175
RNF212	-0.39875
METT5D1	0.242166666666667
CIB1	-0.2534
TSSK1B	0.32975
KIAA1727	1.5775
ZNF680	1.26866666666667
LOC399900	-1.3545
LOC152217	-0.2345
CTNNAL1	-1.5615
CIT	-3.513
TLE6	0.25025
ZNF607	-0.9475
HERC4	-0.568166666666667
DRAP1	-0.8364
PEMT	-0.21275
C10orf111	0.2445
ZNF575	0.39025
KCTD7	-0.21675
MYO1F	0.21775
LOC285382	0.48325
RAB11A	0.7828
PLCD3	-0.351
C15orf28	-0.2415
PTBP2	0.07775
CTB-1048E9.5	-0.461625
C19orf60	-0.476833333333333
C7orf25	0.620833333333333
SETD7	0.886625
HOXB9	-5.206
VANGL1	-0.68425
CHAF1B	-1.692
NDUFA3	-0.346
KIAA1328	0.491833333333333
SHARPIN	-0.37575
TTC23	0.510375
UGP2	0.50375
ANKIB1	-0.0428
CIRBP	2.36742857142857
SEC14L4	-2.73783333333333
OVCH1	0.5495
VPS52	-0.02525
FAT	0.68875
M6PRBP1	-0.517
GPRIN3	0.735
PPM1F	-0.441
TSR1	-0.8655
CCDC85A	3.046
PCSK5	2.6395
ZFHX3	0.064
HEMK1	-0.5121
PGBD2	0.9645
RSRC2	0.27
AURKC	-0.716333333333333
SCRIB	0.085375
ORM2	-4.77216666666667
FAM115A	0.1124
FZD6	0.788375
UNC119	-0.009
GPX3	0.1393
NOV	1.476875
CABC1	0.3715
CDC42SE2	0.5121875
EIF2S2	-0.6653
RNF130	1.039375
CKAP5	-1.24633333333333
RP11-413M3.2	-0.057
C10orf18	0.5212
TMEM93	-0.67275
DYX1C1	1.796
KCNMB2	1.047875
ANK3	2.17425
KRT5	2.5466
CDH12	1.419875
QRSL1	-0.074375
JUB	-0.186
SHC4	0.385375
CCL15	2.15633333333333
CCDC22	-0.43075
SNX24	-0.3045
RARS	-0.65
MORC2	-0.259625
FAM48A	0.1445
MT1H	-0.7075
PPP1R14C	0.6485
FOXD1	-2.76485714285714
C1orf213	-1.247
AMT	-0.7616
DSN1	-1.97975
PTPLAD2	3.08525
DIS3L	-0.23825
RASL11A	1.19675
GPRC5B	1.447625
FRMD7	1.0465
STRN4	0.02225
KITLG	1.48281818181818
HDGF	-1.216
OR1S1	0.1785
SETX	-0.0703
DDR2	1.699
KCTD12	3.2245
LYZL2	-0.64475
WDR52	0.011
TMEM2	0.061625
ZNF579	-0.0325
LOC200810	-0.61925
TNFSF9	-1.77325
PPFIA4	-3.5065
CNIH3	0.385
MAP4K4	-0.702928571428571
ROD1	-0.447428571428571
ALS2CR12	-0.5
DOCK3	-0.482166666666667
PAQR9	-4.91975
ASB17	0.0418333333333333
STX16	-0.99725
FEZ2	0.147666666666667
DLAT	-0.725833333333333
KIF21B	-1.59083333333333
CDC5L	-0.24025
TMEM119	1.59683333333333
CRIP3	-1.14
TPSD1	0.448833333333333
TEPP	0.164
GNGT2	0.8345
C21orf121	0.49325
WNK1	-0.358666666666667
FLJ10490	0.1257
OR51B5	-2.5005
LOC203547	-1.442
HAS1	-0.358
PPA1	0.3825
ST7	-0.13075
C11orf46	1.3098
POPDC3	-3.948
ACOX2	1.10766666666667
ATCAY	-0.69925
TM4SF19	-2.9465
MFSD9	-0.793333333333333
PDHB	-0.28075
ERN1	-0.38075
LCE3C	0.3845
GPR111	0.3175
NOTCH3	1.048
ADAMTS5	5.06975
B3GALT1	-0.71275
UGCGL1	-1.5075
FAM58A	0.2375
FBXO32	2.7545
CLPP	-0.616
NXPH1	-1.19425
MTMR3	1.35916666666667
ATP1B3	-1.0075
TMEM16A	4.175125
HIST1H3F	-1.07783333333333
TRIM25	-0.659833333333333
SDCBP2	1.5325
CRKL	-0.47325
HOXB2	1.65416666666667
ANP32B	-0.729
GATM	4.1305
AP4E1	-0.023375
EDG5	0.578625
CDKN3	-4.2035
CDH4	-0.64675
PGD	-0.897833333333333
RND1	-0.0715
GAD1	-3.0273
MPG	-0.519
LOC440350	0.053
ZNF133	0.80025
SERPINB12	-0.299
AMELY	-0.142
DHX36	-0.32
TNFAIP8L2	2.81
PHTF2	-0.552611111111111
CCDC112	-0.531333333333333
IQCC	-0.71925
HEYL	2.408
FTSJ2	-0.5026
APPL1	0.76075
RAB43	0.474785714285714
OR10G2	-0.148
WAC	0.196166666666667
ADCY9	-0.35975
RUNDC2B	-0.111666666666667
PYCRL	-0.7316
AGPAT7	-0.0845
SLC22A9	-1.14116666666667
CDKAL1	-0.2725
PDYN	-0.913166666666667
C20orf74	-0.29975
MTMR11	1.246
VAV3	2.89266666666667
DAPL1	3.6985
STXBP3	0.58025
EIF3G	0.16975
ARHGAP22	-1.2725
NPFFR1	-0.076
NPC1	-0.272166666666667
ALDH9A1	1.44033333333333
ZNF600	0.558375
ZNF678	1.07616666666667
RASSF1	0.0489166666666667
ADD2	-2.643625
PITPNB	0.11925
PKD2L2	0.197142857142857
LRP11	-0.06875
CDKL1	0.05175
SMEK2	-0.0825
PRODH2	-3.52133333333333
C11orf54	0.376666666666667
SFRS11	-0.5685
IL7	1.95983333333333
ALS2CR16	0.6875
BTG3	-0.188833333333333
PAK2	-0.411333333333333
RP11-679B17.1	-0.298
GATA4	-2.25566666666667
ATP2B1	0.2215
LOC130940	2.1565
C1orf172	2.6935
ATF7IP2	-1.693
SLC25A43	0.614333333333333
CENTG3	0.118416666666667
IGF2BP1	-4.4938
FCHSD1	0.39
CAMK2N2	-0.0025
ELAVL3	-0.2069
NBPF15	-0.623833333333333
UBE2J2	-0.0159166666666667
GNL2	-0.76925
PRR3	-0.1068
NLF2	-0.12375
OR4F6	0.2355
KLHL24	1.15116666666667
CCDC88A	-1.4939
SGPP1	-0.1325
C10orf11	0.675833333333333
SLC35B4	-1.4345
UGT3A2	-1.232
ARNT2	0.3929
CBR1	0.054125
ITPR3	-1.0875
TRAPPC6B	-0.2113
AMZ1	-1.2275
ARP11	1.85525
WDSUB1	0.697
APBA1	1.89283333333333
RAB2A	0.2653
C6orf162	0.69775
HPSE2	2.3195
PLCE1	0.593
INSL3	0.28325
DLG1	0.1507
PTPLA	-1.551
PIGX	-0.779
TFIP11	0.0245
FIBIN	3.1245
POLR2G	-0.632
GRAP2	-1.4938
DNAJB8	-0.09975
CNBP	0.548
WASF1	-0.302
INPP5E	-0.4419
HSPB1	-1.169875
TMEM167	-0.5653
CUBN	0.68775
IGF1	5.058
ITPK1	-0.219
NAALAD2	-0.032125
G3BP1	-0.3248
NT5DC1	0.51875
CYP39A1	2.974
TMEM139	1.73408333333333
POLK	0.3613
GLULD1	-1.54625
RBM15	-1.25216666666667
AMZ2	-0.29425
GDF15	-2.9575
MESDC2	-0.3715
INCA	1.03533333333333
ACY1L2	-0.02
GZMM	-1.09466666666667
PAIP1	0.17775
CACNA2D1	0.11475
STK32C	-0.47
SH3BP4	1.15216666666667
DEC1	-0.1795
PADI1	0.278
UBB	-0.1233
PON3	1.41833333333333
PROP1	0.084
ANKRD13B	-0.3655
ADCK1	-0.22675
TCF25	-0.000666666666666653
SLC38A5	-3.154
CXorf26	-0.423333333333333
C19orf39	0.12325
PPP1R13B	0.69675
ARL2	-0.8335
TCL6	-0.296833333333333
TOP3A	-1.0995
SLC16A14	0.517
FXYD6	2.27866666666667
HIST1H4E	-0.35
BBC3	0.304157894736842
UNC5A	0.103666666666667
FAM86C	-0.5284
PI4KB	0.462625
B3GAT1	-0.1755
SUSD2	1.0215
OAZ2	0.149666666666667
NOC4L	-0.71125
C10orf12	-0.274
FADS1	-3.4765
LOC144097	-0.579
DKK2	2.56366666666667
KIAA1949	-0.13975
RHOT1	0.4076
OXT	0.749
GPR153	-0.0545
ARL4A	1.2745
SAAL1	-0.9885
CCDC64	-0.886
USE1	-0.129833333333333
HNMT	1.02966666666667
PCGF3	-0.006125
CYP2C19	0.447
C20orf4	0.058
CCDC11	0.858
ACSBG2	0.52325
RWDD2A	0.1805
PALLD	2.769875
CPLX4	0.043
LOC492311	2.2705
KPNA2	-2.76883333333333
MACROD1	-0.498
TMCO3	0.00749999999999999
C15orf52	2.05433333333333
BIRC5	-3.73733333333333
PRR16	-0.0276666666666667
FAM63B	0.277375
