Hybridization REF	TCGA-A1-A0SH-01A-11R-A084-07
SFPQ	-0.439375
GFRA4	0.448166666666667
AKR1B10	-2.06725
TIGD6	0.338
RGS16	1.138
URB1	-0.639333333333333
OR4C46	0.282166666666667
TOP3B	-0.91775
NFATC4	0.8775
CA14	-3.95575
BMPR1A	0.6545
SNRP70	-0.91675
PRL	-0.129333333333333
C6orf130	-0.8075
STAG2	0.04275
CD55	0.134928571428571
RPS23	1.211
SSX2	-1.28716666666667
FDPSL2A	-0.3475
FBXO27	-0.740875
SYNGR3	-1.4235
TMSL3	1.76175
EML1	0.1695
NUP93	-0.960916666666667
SMAD3	-1.0243
KIAA1189	1.94583333333333
HNRPUL2	-0.141333333333333
TBC1D12	1.10316666666667
C16orf24	0.61875
MRVI1	2.73516666666667
ZNF581	-0.5625
ELOVL3	-0.087
OR51Q1	0.17375
CACNB3	1.233
GALNT13	0.980625
C10orf84	0.750625
NEDD4	0.7575
SPO11	-0.0765
OR5AU1	0.097
NEK4	-0.471357142857143
PRKAR2A	-0.594
IHPK1	-0.51
ATP6V0B	0.232625
CACNA1E	0.8235
CEACAM8	-0.0576666666666667
PEX14	-0.2175
FLJ12993	-0.784
ZBTB38	0.45375
PCTK2	0.520166666666667
LRRC16	0.3535
FBLIM1	1.04608333333333
FYCO1	1.011
RP5-1022P6.2	-0.03325
CMTM1	0.749833333333333
PLTP	0.691666666666667
RAPH1	0.77675
DOCK8	0.8905
EZH2	-2.49486666666667
SLC25A1	-0.055
PLEKHB1	-0.7713
GRB7	0.7019
ZFP37	0.4025
MRPL33	-0.3255
PELO	-0.034
ARMC1	-0.650454545454546
C9orf27	-0.076375
FLJ25778	-0.076
C9orf37	-1.52883333333333
TMEM66	1.5065
SPRN	0.308625
HBEGF	-0.561375
PI4KA	-0.7515
LEPRE1	0.8905
POU2AF1	-2.26825
MRPL12	-0.593166666666667
REP15	0.587
ZC3H3	0.516
RASAL1	-1.4955
DDAH1	1.195625
ACBD5	-0.066875
TMC2	0.2795
CCDC137	-0.8855
SAMD13	1.242
UGT2B15	-0.9815
TIPARP	-0.4505
DNASE1L3	1.19975
TRIM72	0.2615
DBX2	2.175
IPO8	0.31825
C21orf88	-1.4225
MAP3K14	0.2925
LOC51233	0.358166666666667
GGTLA4	0.416
PDE6D	-0.135
ZNF117	-0.75125
CLK2	-0.677
NKRF	-0.883
TNFSF15	-0.0516
DUSP2	-0.88425
SECISBP2	-0.7821
GABRR2	-0.9995
PPAP2C	0.64325
LOC51145	0.199833333333333
PAG1	0.289875
PIK3C3	-0.13225
GNG10	0.2095
APOL4	0.591666666666667
ANKRD28	-0.39
STMN3	-0.7392
RAB14	0.9125
CDK2AP2	-0.459
HDDC3	-0.1975
COMMD7	0.7095
CXXC1	-0.424
HMCN1	2.05666666666667
CD40	0.8505
DYNC1LI2	-0.0136875
GDI1	0.33125
LOC646938	-0.14475
VSNL1	0.107833333333333
PIH1D1	-0.344333333333333
RAET1G	-1.086
KRTAP5-9	-0.028
EFTUD2	-0.18775
ZNF311	0.636333333333333
ATP6V1G3	1.135
OR2W3	0.5355
SCN4A	0.22075
MED10	-0.849375
FAM135A	-0.1927
ARHGAP4	-1.19725
EHMT2	-1.02025
UFD1L	-0.2425
ERMP1	1.3115
MAG1	-1.7685
THAP8	0.300166666666667
HACE1	-0.489666666666667
FAM82C	0.4345
C3orf20	0.4115
UNC84A	-0.773833333333333
SCD5	0.231857142857143
LASS6	1.582625
LSG1	0.5005
MAL	-5.28675
GPR22	-1.1385
WDR5B	1.03075
ACTRT1	-0.097
C17orf60	0.971333333333333
GRIN2C	-0.1173
ARMC8	-0.0424166666666666
SLC47A1	-2.12366666666667
DMPK	0.52625
DHRS13	-0.893
SMC1A	-0.655666666666667
KRTAP17-1	0.24125
SMYD5	-0.3895
TUSC2	-0.045
CRHR2	0.4065
KIR3DL2	-0.2015
CCDC104	-0.2715
ATP2C1	1.12025
CROT	2.212
PABPC3	-0.0118333333333333
EGR1	1.27133333333333
THSD1	0.2515
KHK	-1.255
SLC12A2	1.3725625
CD58	-0.60225
STOX2	-0.127833333333333
CCDC76	-1.3343
CCDC48	2.87425
DNAH1	-0.256333333333333
ZIC4	0.247375
OR1G1	-0.3025
PSMC6	-0.6305
PROKR1	0.076
ABCB1	-0.646375
TRAT1	-1.7935
LLGL1	0.562
MTF1	0.36175
USP54	1.531875
PAGE2B	-2.318
ITGB7	-3.80075
CCDC81	-0.07
LOC149837	0.55025
SCUBE1	-0.5205
ZSCAN10	0.7195
HUWE1	-0.0677142857142857
CDH17	-0.549
CD180	0.74
IL17A	0.34
TMPO	-1.682875
KIAA1524	-1.738
HDGFRP3	-0.167666666666667
OXCT1	-0.896545454545455
RRAS2	-0.6705
LTBP2	3.0913125
SV2B	-0.3675
CYP2A6	0.403625
PKD1L2	-0.935666666666667
PPM1M	0.8905
FLJ22662	2.61966666666667
ZNF502	1.337
GP6	-0.63675
CRYBA2	-0.89025
LEF1	-1.1171
CTPS	-2.30728571428571
EYA1	-2.38633333333333
EPS8L1	2.00225
MAPK14	-0.213833333333333
SERPINB2	-3.6475
GTF2F2	-0.525166666666667
ZNHIT4	-0.395
PLA1A	-0.2445
C20orf114	4.521
HPR	-4.3415
C18orf2	-3.00433333333333
SATB2	-0.7645
KCNJ9	-0.39925
MGC157906	0.7415
MOCS3	0.2565
C17orf71	-0.1775
PPHLN1	-0.1567
HIST1H2BN	-2.3765
RAPGEF1	0.07525
MAP3K8	-0.72425
DLG4	-0.140166666666667
STC1	-0.44325
CDGAP	2.3465
DDX26B	-1.23375
LOC150223	-1.71
CPSF3	-1.07383333333333
TMEM14A	0.33425
MYH3	-2.30025
GPKOW	-0.22025
SULT1A1	-0.169666666666667
SPON1	5.9201
YY1AP1	-0.189333333333333
RAB23	1.19075
PLA2G4A	-3.47875
MAPRE3	-0.318
ZNF516	-0.236428571428571
GGPS1	0.99275
EXOC3L2	-0.585125
C19orf42	0.957
MAP2K2	-0.0903333333333333
HIST1H2BB	-1.9915
RNF19B	1.3115
C6orf128	0.825166666666667
TLR8	2.1385
PCDHA9	-0.072
CARS2	0.472625
CLUL1	3.6775
RHAG	-4.0035
UNK	0.05
EXOC8	0.6301
C9orf95	1.2575
C14orf143	-0.0736666666666667
MAML3	-0.096875
LDHA	-1.62275
MRPL20	-0.176
KLHDC6	0.437
ATP5S	-0.245166666666667
C8orf55	0.1635
PHF19	-2.11675
KRTAP13-4	0.5515
TTC5	0.10975
XKR5	-0.1705
SILV	-4.47716666666667
TEX28	0.6735
TCTN1	1.20125
CX40.1	0.236
PPP2R5C	-0.068875
C12orf30	-1.14566666666667
CAPG	1.81175
MPZL1	1.1735
ARSB	-0.184833333333333
TDH	-2.079
WASF4	0.0025
TSSK3	-0.467166666666667
7A5	1.855
CRISPLD1	2.736375
MAD1L1	-0.346666666666667
SPIN4	-0.598666666666667
AMPD1	0.46175
DPYSL5	0.1275
INPP1	0.4045
ANKRD11	-1.30688888888889
NPAS4	0.277
GCET2	0.0721
RNASE9	0.2395
GUCY2D	0.780833333333333
CCDC98	0.79475
FGF4	-0.319625
CPM	-0.822333333333333
SLC26A4	-1.27233333333333
PLD5	0.4485
FAM59A	1.4386
FBXO5	-2.38411111111111
SIPA1L1	0.300625
DPYS	-0.066
ATG4D	-0.57375
TGM3	0.764
MTCH1	0.381
HK1	0.166714285714286
CDC26	0.27675
GALNT12	-1.96233333333333
LOC339229	0.18725
MRPL35	-0.401625
ORC4L	-0.1265
TNKS	-0.363857142857143
C2orf24	0.499
ZNF553	0.185833333333333
GGTLA1	3.0875
ZNF497	0.49675
CDY1B	0.184666666666667
SLC30A4	0.95075
TUB	-0.508375
ARHGEF18	0.3325
ARRB1	1.01525
KCNK1	2.359
EREG	-2.6269
SCAMP5	-0.87125
RUNDC3B	1.649
ADAMTS20	-0.2285
IL17RB	-2.32925
FLJ20323	-0.76825
MCAM	-0.08975
POLR3E	-2.24516666666667
AQR	0.277333333333333
IPMK	0.391
CDCA7	-4.47575
CAMP	1.11625
GRHL3	0.7885
ADAMTSL2	2.09716666666667
CLMN	1.8455
SSTR3	0.691
MAGEA5	-2.13233333333333
OVOL2	3.494
JMJD1B	-0.3585
RBL2	0.4067
PYGO2	0.63075
PPP1R10	0.614666666666667
CSE1L	-1.49066666666667
LCA5	1.663
RDH16	-0.43725
ASRGL1	-2.746625
TOM1	0.633666666666667
PTX3	-4.78475
TTC15	0.6585
SCGB3A1	0.7755
MRPL50	-0.916
RCAN3	-0.13825
SLC26A11	0.96
STYX	0.386833333333333
CINP	0.1135
MARCH7	0.312
PFKM	-1.067
SGMS1	1.03133333333333
RIOK3	-0.3718
C1orf110	0.8135
CES7	0.242
LOC440248	-2.18475
PPP1R12C	-0.12225
C10orf27	0.753
ATG9A	-0.21725
MRPS26	0.24775
TMEM40	0.252
ELP3	0.2183
ZNF787	0.3018
HIAT1	0.56175
C8orf34	1.14883333333333
MGC4655	1.2247
PELI1	0.121
PPT1	1.6848
SLC35C2	0.0868333333333333
C6orf125	-0.35275
MUC4	-1.457
RFC4	-1.93985714285714
GNB2	0.203833333333333
NUP50	-0.0657857142857143
SULT4A1	-1.12483333333333
C7	0.7845
CCDC130	-0.408833333333333
ARRDC4	0.885
RQCD1	-0.6165
GLYCTK	-1.17
AYTL2	-1.17027272727273
MTUS1	1.0314
LEMD3	0.182166666666667
PLEKHF2	1.42825
HOXA7	0.704125
GTF3C2	-0.995
DYNLRB2	2.51375
CNOT10	-0.69525
MR1	1.29966666666667
FFAR1	0.10175
PRIC285	0.02725
SLITRK6	2.399
LIX1	-0.7241
UBE1L2	-0.710333333333333
F8	1.732
ACHE	1.054
KPNA5	0.32775
TNFRSF12A	-0.2225
EGR3	0.7335
SERPIND1	-3.47866666666667
OASL	-0.3255
IFRD1	-2.185
WDFY1	0.484666666666667
ZNF267	0.590125
ACCN5	0.2255
ZBTB6	0.261
PPP1R3A	0.037
PRRT3	1.10325
FBXL19	0
TXNIP	0.243714285714286
ACTN2	0.216
ATG9B	-0.253875
C9orf117	0.16025
IL27	0.7475
RPL36AL	-0.189833333333333
KLK15	0.16175
CHAD	1.5475
RAP2B	0.447
HEBP2	1.7785
ZNF342	0.6025
CAMK2G	-0.273666666666667
TLR3	1.803
FGF14	0.98925
HMGB2	-1.7295
TRPM5	-0.0903333333333333
OR5M11	0.336
KIF3B	0.461052631578947
PRICKLE2	1.79
MTMR9	0.397625
C3orf27	0.2375
GLRA3	-1.3515
NSDHL	0.936666666666667
TMEM32	0.473
POLR2D	-1.09491666666667
MYADML	0.3425
C9orf114	-0.21925
MRGPRX1	0.059
TOPORS	0.3225
CLDN19	0.768
C1QL4	0.05
RNF165	-1.4735
DHRS9	-0.104
DNAH2	-0.371
FXR1	-0.0671666666666667
ZMYM3	-0.78875
CASP3	-0.350833333333333
FAM120C	-0.654875
SCLY	-1.5735
CA7	0.487
ENTPD5	0.844166666666667
ZNF461	-0.032
PDIA5	0.42375
C1orf19	-0.141666666666667
TMEM67	-0.20375
KCTD20	-0.23325
WDR47	0.505
FLJ38723	-0.487
KLRF1	1.66433333333333
TAS2R16	0.974
CLDN12	0.36225
PRKCE	0.13525
UBXD4	-0.69225
ITGAM	2.472
GLT8D3	-0.2655
WDR31	0.5541
RGS2	0.0885
OR51L1	0.4845
MST1R	0.63975
KIAA1737	0.64575
OR4A5	1.1715
GLIS1	1.64333333333333
PTMA	-0.813357142857143
NAPA	0.95125
PRDM11	0.22875
LIPF	0.0185
DIRAS3	2.3635
ASGR2	-4.02675
C1QTNF4	2.112
PIK3R4	0.844333333333333
ARMC3	1.75225
NDUFV3	-0.41325
BTBD3	-0.429833333333333
PPP1R2	1.79233333333333
UBE2NL	0.32875
FOSL2	1.7715
FAM119A	-1.1795
TUBA4A	-0.7322
KRTAP12-1	0.0805
SFRS2	-1.08875
RHPN1	-0.3802
EEF2	0.0661666666666667
ZDHHC11	-2.18266666666667
EPHA3	-0.21
RBM12	-0.694
H2AFJ	0.199916666666667
EDIL3	5.242
KIF26A	-1.4905
SERGEF	0.0105
B3GALT4	3.029
LOC90925	0.558166666666667
OSCAR	0.50675
NPFF	-0.738
DEDD	0.154375
TMEM155	-0.704625
PTPN1	-0.57825
SCYL2	0.380333333333333
SKAP1	3.06125
LEAP2	-3.6525
GADD45G	1.7987
IFITM3	0.818125
PILRB	-2.36316666666667
SLU7	-0.349125
DSC3	1.796
DNMT3L	-0.9795
PAPD5	-0.16825
B3GNT3	-1.60433333333333
LHCGR	0.807
MSL-1	0.37125
UBE2S	-2.302625
SAP130	-0.5025
ANAPC11	0.87675
MAGED4B	-0.3845
ATP6V1B2	0.619666666666667
C14orf179	0.736125
CAPZA1	0.371375
CDYL2	-0.0328333333333333
GLRX3	-0.986
LOC136288	-0.437
MOBKL1A	-0.29275
HTR2B	3.72075
CRYGD	0.308166666666667
NUS1	0.185333333333333
PGRMC1	1.0845
MYOM2	0.32825
FLJ39653	-1.954
CHM	0.0799
OR5M8	0.169
ZNF619	0.9985
FAM105A	2.1105
CCNL1	-1.672375
NAP1L3	2.00475
C10orf57	2.4735
B3GALNT1	1.19366666666667
CSN1S2A	0.422
TCP10L	0.1905
GDAP2	0.530625
DMKN	-1.42916666666667
COX6B1	-0.1405
DNASE2	0.849666666666667
MSH5	-2.50825
LGMN	0.188
USP31	0.3883
OR13C8	-0.0345
SDCBP	0.4261
NUDT11	-0.1455
PYGL	-1.07233333333333
SNPH	0.242666666666667
B3GNT4	-0.535
MIZF	-0.9964
NUBPL	-0.055
NOD1	-0.275166666666667
CDH22	1.0845
NUBP1	0.0573333333333333
DSCAM	-3.42775
DGKI	2.452
FAM136A	-0.80725
AKAP1	-0.160333333333333
SLC16A6	-1.18975
RIN3	0.50775
PSG2	-0.0315
DIP2B	-0.33225
PSORS1C1	0.4287
KIAA0495	-0.295
FLJ90709	-0.1295
LPA	-0.343666666666667
PIGA	-0.066
LY75	2.339
UTS2	-6.106
RREB1	0.42775
GALNACT-2	1.0192
MGC3196	-0.7215
FLJ31568	0.0625
LPHN1	0.016
SP1	0.76525
TOX4	0.360666666666667
HSPA9	-1.0224
APOBEC1	-0.18
SLC35E4	-1.8875
LSM5	-1.3855
SURF1	0.56475
ZBTB1	0.389833333333333
GTF2F1	0.186375
RPS15A	-0.561357142857143
DUSP21	-0.361
GINS4	-3.39483333333333
MYO15A	0.00716666666666667
GIMAP7	2.7105
MGC13379	0.695
ATP6V1E2	-0.168833333333333
UTP3	-0.11525
HNRPA3	-0.886875
MT4	0.1215
C14orf155	0.042
U1SNRNPBP	0.4485
CKLF	-0.681833333333333
PLEKHN1	-1.2695
MBNL1	0.118666666666667
NUP160	-1.48125
ACSM2A	-1.16525
LOC129881	0.40575
KIAA1529	-0.49525
FLJ22639	-2.64525
HAND1	-1.307
GSX1	0.3155
FGA	-4.11333333333333
SERPINB1	0.32725
ZNF642	1.126
IGFBP1	-8.40625
SLC1A1	1.33775
DHX57	-0.345375
ZNF766	-0.061
PTPN21	1.085
GDPD3	-1.17616666666667
PNPLA5	0.149
TBR1	-0.285
FAM116A	-0.472
IQGAP1	0.719875
FOS	-0.8715
ZNF226	-0.199625
FIGNL1	-0.9535
C14orf1	0.894
ZMYND17	-0.3945
PUS7	-0.764666666666667
TUBB6	-0.137375
KCNQ2	-1.5495
MARCH6	-0.325916666666667
CCDC33	0.3705
PRODH	1.3665
RBM11	0.4135
EPHA6	0.231625
SLC43A1	-0.2555
LOC196541	0.55625
NTN1	0.0151666666666667
ING4	0.499
PCDHB10	2.09625
DPH2	-0.471666666666667
SPACA4	0.00449999999999998
FBXL21	-4.3145
DIAPH1	-0.893833333333333
ZNF71	1.10416666666667
CEP76	-0.437
CORO1A	-0.27675
RRM2	-3.8825
EDG4	1.0475
OS9	0.764333333333333
SLC4A1AP	-0.26725
COG5	-0.43075
COPS8	-0.2605
NGLY1	-0.63525
NCBP2	0.269125
C17orf42	0.0563333333333333
GPSM3	0.448
SIL1	0.449
ASB6	-0.33875
SMAD5OS	0.191666666666667
UNC93A	-2.777875
A1BG	0.748666666666667
C21orf62	0.17125
FMO5	-0.102583333333333
ATRIP	-0.183833333333333
CEBPG	-0.597666666666667
C7orf38	0.19
TNFRSF1B	0.376666666666667
CLEC1A	1.12683333333333
IQSEC1	0.298375
PATZ1	1.1954
RBM22	-0.19125
BAG2	-0.952166666666667
PAQR5	-2.23333333333333
C9orf127	0.9645
THNSL1	-0.22925
SHROOM3	2.3598
JAM2	1.4765
SNRPN	-2.379
ALX4	0.221
CACNA1S	-0.0885
FAM130A1	0.213
CORIN	4.9155
CD300LB	1.0495
PLEKHG6	0.8965
LRRC40	-0.89775
PCLKC	-0.81075
PCDHB16	2.296
WNT2B	1.863
ASNS	-2.66688888888889
MRPL49	0.00775
FLJ46111	0.66425
ISG20	-0.156125
SMU1	0.253166666666667
CASZ1	0.1715
POLR1D	-0.1605
GIN1	-0.90575
SNAG1	1.05416666666667
ANKRD29	-1.263
CDKN2AIP	-0.457
KRR1	-0.44375
CXCL1	-3.195
EPM2A	0.1115
PC	-1.0705
DEFB127	0.611
PDZRN4	2.75216666666667
FAH	0.675375
OR51E1	1.5845
CDC2L6	-0.0941666666666667
DNTTIP1	-0.669
PAX8	0.49975
TMEM116	0.96975
C1orf150	0.5525
PRO2012	0.3675
MRPL40	-0.479333333333333
BEX1	-3.1019
SLC2A4	-1.49716666666667
PKMYT1	-1.90925
FEZF2	0.00200000000000001
SLC26A9	-1.3655
MAP2	0.207181818181818
LYL1	-0.9805
SLC25A19	-1.1065
NOS3	-0.4575
ZNF34	1.05583333333333
TMPRSS11F	-0.6085
FAM43A	-0.54825
FCRL4	0.760333333333333
KLF14	0.0165
FLRT2	1.98533333333333
WRN	-1.1515
SDF2	1.2858
KRT8P12	0.479
C6orf195	-0.102
C9orf125	-1.15083333333333
DZIP3	-0.23425
RIT1	-0.239083333333333
SCML1	-2.50283333333333
RHBDF2	-0.13825
OR2G3	0.8355
REXO1L1	-0.0495
MAP3K7IP3	-0.407375
C3orf57	-4.1145
FBXW11	-1.01716666666667
ETAA1	-0.75475
C14orf131	-0.527
AKT1S1	-0.1295
SLC12A5	-0.866875
C9orf164	0.7385
NRIP3	0.20025
NOS1AP	-1.12475
TMEM121	0.72175
SAP30BP	0.2744
DGCR6	1.0925
WDR76	-1.71
FAM82B	-0.437666666666667
LOC606495	-0.575
MAP9	1.96
BCDIN3D	0.4575
CXorf36	2.4145
DSCR3	-0.0636
ZFAND3	0.710625
C7orf43	0.254
SPSB3	0.4689
C19orf19	0.37875
FAM133A	-0.565375
C12orf25	0.23675
SLC39A3	-0.141375
DISP2	-1.204
PI4KAP2	-2.005
MKRN3	-2.23016666666667
ADAMTS13	-0.576
CBLN3	0.3335
TTYH1	0.101833333333333
C3orf18	1.04825
FLJ13236	-0.86825
ZMYND12	2.698
C18orf25	0.240375
GLB1L3	-0.743
ATP13A5	0.659
RANBP10	-0.4275
CD96	-1.7819
DENND1C	-0.11675
RBMS3	1.8375
SLC41A3	0.382833333333333
DGCR6L	1.07925
TMEM128	0.510166666666667
CSNK1G3	0.0260714285714286
MOBKL2C	1.34325
TSPAN6	0.43025
MATN2	-0.5472
MSL2L1	-0.122
ST6GALNAC2	1.40133333333333
FGFBP2	-0.35975
FGL1	-6.29116666666667
MPP3	-0.215666666666667
ARHGEF6	1.29416666666667
TGFBR2	1.1745
ACMSD	0.046
IL33	1.99775
C9orf5	-0.382166666666667
DEAF1	0.5261
AMN	0.548
DEFA6	0.1295
RNF212	-0.41625
METT5D1	-0.1215
CIB1	0.6014
TSSK1B	-0.02825
KIAA1727	1.26125
ZNF680	-0.16875
LOC399900	-1.0945
LOC152217	0.503916666666667
CTNNAL1	-2.3085
CIT	-2.90366666666667
TLE6	0.89875
ZNF607	-0.20575
HERC4	-0.902833333333333
DRAP1	-0.3613
PEMT	-0.876
C10orf111	-0.337
ZNF575	1.280875
KCTD7	0.16
MYO1F	0.479375
LOC285382	0.79325
RAB11A	0.7615
PLCD3	-0.183
C15orf28	-0.0545
PTBP2	-1.091
CTB-1048E9.5	0.22675
C19orf60	-0.593833333333333
C7orf25	0.4765
SETD7	1.456125
HOXB9	-3.951
VANGL1	-0.2944375
CHAF1B	-2.01075
NDUFA3	0.2695
KIAA1328	0.341
SHARPIN	0.501375
TTC23	0.3885
UGP2	0.447416666666667
ANKIB1	0.4442
CIRBP	1.65957142857143
SEC14L4	-3.08433333333333
OVCH1	0.2535
VPS52	0.131
FAT	0.531125
M6PRBP1	0.399
GPRIN3	0.9435
PPM1F	-0.8295
TSR1	-1.16375
CCDC85A	2.764
PCSK5	2.8245
ZFHX3	0.453
HEMK1	-0.9592
PGBD2	-0.17175
RSRC2	-0.477666666666667
AURKC	-1.05466666666667
SCRIB	0.014625
ORM2	-4.36166666666667
FAM115A	0.3726
FZD6	-0.282125
UNC119	-0.084
GPX3	-1.5594
NOV	0.675625
CABC1	-0.639625
CDC42SE2	0.689
EIF2S2	-0.9088
RNF130	1.111375
CKAP5	-0.988166666666667
RP11-413M3.2	0.471875
C10orf18	-0.0502
TMEM93	-0.90475
DYX1C1	1.203
KCNMB2	-0.927875
ANK3	0.822833333333333
KRT5	0.6945
CDH12	-0.97625
QRSL1	-0.753875
JUB	-1.0345
SHC4	-0.218
CCL15	1.12066666666667
CCDC22	-0.081
SNX24	0.042
RARS	-0.94175
MORC2	0.171375
FAM48A	-0.2595
MT1H	-1.305
PPP1R14C	-0.708833333333333
FOXD1	-2.23142857142857
C1orf213	-2.67125
AMT	-2.1552
DSN1	-1.627
PTPLAD2	2.76325
DIS3L	-0.26425
RASL11A	0.21225
GPRC5B	0.24575
FRMD7	0.379
STRN4	0.14875
KITLG	2.5445
HDGF	-0.813
OR1S1	0.504
SETX	0.00579999999999999
DDR2	1.783375
KCTD12	2.7315
LYZL2	-0.7925
WDR52	-0.5885
TMEM2	0.57725
ZNF579	0.603
LOC200810	0.09125
TNFSF9	-1.586375
PPFIA4	-3.55675
CNIH3	1.12466666666667
MAP4K4	-0.0445714285714286
ROD1	0.134714285714286
ALS2CR12	-0.664166666666667
DOCK3	-1.22283333333333
PAQR9	-4.116
ASB17	-0.217
STX16	-1.61025
FEZ2	0.371666666666667
DLAT	-0.885833333333333
KIF21B	-1.36183333333333
CDC5L	-0.77375
TMEM119	3.11983333333333
CRIP3	-1.33425
TPSD1	1.00116666666667
TEPP	0.25875
GNGT2	1.247
C21orf121	-0.16525
WNK1	0.181333333333333
FLJ10490	0.6417
OR51B5	-1.95
LOC203547	-0.345125
HAS1	2.0115
PPA1	-0.541833333333333
ST7	0.398125
C11orf46	0.811
POPDC3	-3.793
ACOX2	-1.1565
ATCAY	-0.186916666666667
TM4SF19	-1.97425
MFSD9	-0.119166666666667
PDHB	-0.98
ERN1	-0.0445
LCE3C	0.388
GPR111	-0.2335
NOTCH3	1.52516666666667
ADAMTS5	3.842
B3GALT1	-1.62025
UGCGL1	0.150833333333333
FAM58A	1.11233333333333
FBXO32	1.96075
CLPP	-0.171
NXPH1	0.15825
MTMR3	1.146
ATP1B3	-0.6615
TMEM16A	3.75175
HIST1H3F	-0.770166666666667
TRIM25	-0.471833333333333
SDCBP2	0.9275
CRKL	-0.82075
HOXB2	2.7375
ANP32B	-0.6555
GATM	3.0275
AP4E1	-0.21225
EDG5	0.431875
CDKN3	-2.67233333333333
CDH4	-1.685
PGD	-0.9825
RND1	1.053
GAD1	-2.1923
MPG	0.221
LOC440350	-1.0815
ZNF133	-0.314
SERPINB12	-0.0435
AMELY	0.508
DHX36	-0.5475
TNFAIP8L2	3.07
PHTF2	-0.0372777777777778
CCDC112	-1.05183333333333
IQCC	-0.51625
HEYL	3.09583333333333
FTSJ2	-0.435666666666667
APPL1	0.066625
RAB43	1.08128571428571
OR10G2	-0.048
WAC	0.203166666666667
ADCY9	0.097375
RUNDC2B	0.536166666666667
PYCRL	0.7763
AGPAT7	-0.7665
SLC22A9	-0.9725
CDKAL1	-0.051
PDYN	-0.452166666666667
C20orf74	-1.0625
MTMR11	1.6005
VAV3	3.13216666666667
DAPL1	-0.01575
STXBP3	0.223
EIF3G	-0.121
ARHGAP22	-0.986
NPFFR1	0.499
NPC1	-0.704166666666667
ALDH9A1	0.742
ZNF600	-0.393625
ZNF678	-0.248666666666667
RASSF1	-0.348916666666667
ADD2	-2.366125
PITPNB	0.024125
PKD2L2	0.01425
LRP11	0.2665
CDKL1	1.3445
SMEK2	0.05175
PRODH2	-3.2045
C11orf54	-0.0443333333333333
SFRS11	-1.12283333333333
IL7	-0.029
ALS2CR16	0.87625
BTG3	-1.14066666666667
PAK2	0.417
RP11-679B17.1	-0.5665
GATA4	-2.03933333333333
ATP2B1	-0.7605
LOC130940	0.401
C1orf172	2.228
ATF7IP2	-2.0535
SLC25A43	0.781166666666667
CENTG3	-0.00808333333333332
IGF2BP1	-3.861
FCHSD1	0.196
CAMK2N2	0.662666666666667
ELAVL3	-0.0997
NBPF15	-0.7065
UBE2J2	0.0141666666666667
GNL2	-1.11825
PRR3	0.0843
NLF2	0.841
OR4F6	-0.0315
KLHL24	0.857166666666667
CCDC88A	-1.4644
SGPP1	0.811333333333333
C10orf11	0.3255
SLC35B4	-0.796333333333333
UGT3A2	-0.609
ARNT2	0.7835
CBR1	-0.455875
ITPR3	-1.48633333333333
TRAPPC6B	-0.2837
AMZ1	-1.7305
ARP11	1.80025
WDSUB1	0.371
APBA1	1.38483333333333
RAB2A	1.0885
C6orf162	0.01875
HPSE2	0.16625
PLCE1	-0.349
INSL3	0.0025
DLG1	0.1572
PTPLA	-3.39
PIGX	0.944125
TFIP11	0.5785
FIBIN	3.9945
POLR2G	-0.325
GRAP2	-1.3111
DNAJB8	-0.47175
CNBP	0.425666666666667
WASF1	-0.71125
INPP5E	-1.1485
HSPB1	0.00493749999999999
TMEM167	-0.0584
CUBN	0.203
IGF1	4.2813125
ITPK1	0.0793
NAALAD2	-0.437
G3BP1	-0.7459
NT5DC1	0.0365
CYP39A1	0.4595
TMEM139	2.69266666666667
POLK	-0.2872
GLULD1	-1.048
RBM15	-1.07366666666667
AMZ2	0.507
GDF15	-2.60033333333333
MESDC2	-0.26925
INCA	0.0811666666666667
ACY1L2	-2.3875
GZMM	-1.04633333333333
PAIP1	-0.27925
CACNA2D1	0.6765
STK32C	-0.248333333333333
SH3BP4	1.07266666666667
DEC1	0.036
PADI1	0.1975
UBB	0.0241
PON3	-1.79366666666667
PROP1	0.3515
ANKRD13B	-0.1895
ADCK1	0.53
TCF25	-0.092
SLC38A5	-0.33625
CXorf26	0.316333333333333
C19orf39	0.3455
PPP1R13B	0.94925
ARL2	-0.1325
TCL6	0.0916666666666667
TOP3A	-0.9805
SLC16A14	0.4105
FXYD6	2.37733333333333
HIST1H4E	-1.25025
BBC3	0.447263157894737
UNC5A	0.385666666666667
FAM86C	-0.2259
PI4KB	0.376625
B3GAT1	-3.427
SUSD2	2.73
OAZ2	0.109166666666667
NOC4L	-0.46325
C10orf12	-0.28175
FADS1	-2.199
LOC144097	-0.81
DKK2	1.344
KIAA1949	0.26225
RHOT1	0.5206
OXT	1.79533333333333
GPR153	0.67775
ARL4A	-0.6865
SAAL1	-1.65125
CCDC64	-0.754
USE1	-0.487166666666667
HNMT	1.092
PCGF3	-0.25125
CYP2C19	-0.09
C20orf4	0.4285
CCDC11	0.64825
ACSBG2	0.4835
RWDD2A	0.13025
PALLD	3.536375
CPLX4	-0.0255
LOC492311	1.437
KPNA2	-1.68783333333333
MACROD1	-0.351
TMCO3	0.933333333333333
C15orf52	-0.503166666666667
BIRC5	-1.97546666666667
PRR16	1.29033333333333
FAM63B	0.6355
KATNB1	-0.911166666666667
WNT8B	0.217
CPLX3	-0.21
