Hybridization REF	TCGA-B6-A0RH-01A-21R-A115-07
SFPQ	0.416375
GFRA4	0.9575
AKR1B10	1.259375
TIGD6	1.45016666666667
RGS16	1.728875
URB1	0.413833333333333
OR4C46	-0.0696
TOP3B	-0.22975
NFATC4	1.387
CA14	-3.29225
BMPR1A	0.543166666666667
SNRP70	-0.097875
PRL	0.00227272727272726
C6orf130	-1.306
STAG2	-0.17475
CD55	-0.586071428571429
RPS23	-1.18366666666667
SSX2	-0.93
FDPSL2A	-0.87675
FBXO27	0.303875
SYNGR3	-0.379833333333333
TMSL3	0.87525
EML1	-0.656
NUP93	-1.1855
SMAD3	-0.3885
KIAA1189	0.949333333333333
HNRPUL2	0.6385
TBC1D12	0.6395
C16orf24	0.87025
MRVI1	2.97883333333333
ZNF581	0.353666666666667
ELOVL3	-0.0455
OR51Q1	0.24275
CACNB3	0.711666666666667
GALNT13	-0.62425
C10orf84	0.759
NEDD4	-0.7192
SPO11	-0.2255
OR5AU1	0.4865
NEK4	0.299928571428571
PRKAR2A	0.00399999999999999
IHPK1	-0.520166666666667
ATP6V0B	0.707375
CACNA1E	2.1275
CEACAM8	0.574333333333333
PEX14	0.4195
FLJ12993	-0.6835
ZBTB38	-0.27225
PCTK2	-0.507666666666667
LRRC16	-0.3449
FBLIM1	1.63316666666667
FYCO1	1.61375
RP5-1022P6.2	-1.41466666666667
CMTM1	0.0738333333333333
PLTP	0.2405
RAPH1	0.398
DOCK8	0.395
EZH2	-1.3418
SLC25A1	0.87
PLEKHB1	0.1513
GRB7	2.5305
ZFP37	-0.33825
MRPL33	-0.74025
PELO	-0.48225
ARMC1	-0.868454545454545
C9orf27	0.28225
FLJ25778	0.613
C9orf37	-1.02916666666667
TMEM66	-0.97575
SPRN	1.65625
HBEGF	-0.1505
PI4KA	-0.7185
LEPRE1	0.32775
POU2AF1	-2.351875
MRPL12	-0.0153333333333333
REP15	0.3555
ZC3H3	1.2
RASAL1	-1.55975
DDAH1	0.681625
ACBD5	-0.13175
TMC2	0.593
CCDC137	-0.45925
SAMD13	-3.56683333333333
UGT2B15	-0.0506666666666667
TIPARP	-0.457
DNASE1L3	-0.3655
TRIM72	0.388166666666667
DBX2	0.73275
IPO8	0.1595
C21orf88	-1.1742
MAP3K14	-0.12975
LOC51233	0.848833333333333
GGTLA4	0.67225
PDE6D	-0.78775
ZNF117	-0.00125
CLK2	0.220375
NKRF	-1.02825
TNFSF15	0.8066
DUSP2	-0.575875
SECISBP2	-0.2447
GABRR2	0.126
PPAP2C	2.19175
LOC51145	0.244333333333333
PAG1	0.118875
PIK3C3	-1.1425
GNG10	-1.0065
APOL4	1.786
ANKRD28	-1.050125
STMN3	0.108
RAB14	0.365
CDK2AP2	0.883
HDDC3	-0.091625
COMMD7	0.324125
CXXC1	-0.85425
HMCN1	-0.148666666666667
CD40	0.1895
DYNC1LI2	-0.1175
GDI1	1.17425
LOC646938	0.0045
VSNL1	-1.42183333333333
PIH1D1	-0.149833333333333
RAET1G	1.2485
KRTAP5-9	-0.707
EFTUD2	-1.23075
ZNF311	0.715833333333333
ATP6V1G3	0.43075
OR2W3	0.8205
SCN4A	0.2415
MED10	-0.609625
FAM135A	-2.3094
ARHGAP4	-1.44475
EHMT2	0.139125
UFD1L	0.1725
ERMP1	0.949
MAG1	-2.4495
THAP8	0.697833333333333
HACE1	-1.49533333333333
FAM82C	0.518666666666667
C3orf20	-0.5505
UNC84A	-0.526333333333333
SCD5	-0.629230769230769
LASS6	1.642625
LSG1	0.559
MAL	-5.11125
GPR22	0.1395
WDR5B	1.07475
ACTRT1	0.6985
C17orf60	-0.424
GRIN2C	0.2257
ARMC8	-1.16166666666667
SLC47A1	-2.66933333333333
DMPK	0.733
DHRS13	-0.329833333333333
SMC1A	-0.198166666666667
KRTAP17-1	1.615
SMYD5	0.2075
TUSC2	0.734625
CRHR2	0.535
KIR3DL2	-0.4645
CCDC104	0.00600000000000001
ATP2C1	0.374875
CROT	0.9915
PABPC3	-0.226666666666667
EGR1	-0.841833333333333
THSD1	0.761
KHK	-0.88175
SLC12A2	-0.16125
CD58	-1.59625
STOX2	-0.278
CCDC76	-1.1681
CCDC48	1.81425
DNAH1	0.247
ZIC4	-0.136625
OR1G1	-0.8705
PSMC6	-0.353666666666667
PROKR1	0.5235
ABCB1	-1.787125
TRAT1	-2.4605
LLGL1	-0.1425
MTF1	1.44075
USP54	0.187875
PAGE2B	-1.8205
ITGB7	-3.43225
CCDC81	0.412
LOC149837	0.0885
SCUBE1	0.717
ZSCAN10	2.264
HUWE1	0.0488571428571429
CDH17	0.176
CD180	0.403
IL17A	0.19475
TMPO	-2.475875
KIAA1524	-1.3445
HDGFRP3	-2.58783333333333
OXCT1	-1.30254545454545
RRAS2	-1.41
LTBP2	2.3135
SV2B	-1.74816666666667
CYP2A6	4.2755
PKD1L2	-0.616166666666667
PPM1M	1.083
FLJ22662	1.113
ZNF502	1.64725
GP6	-0.07
CRYBA2	-0.7125
LEF1	-1.9559
CTPS	-1.70385714285714
EYA1	-2.694
EPS8L1	1.54425
MAPK14	-1.06491666666667
SERPINB2	-4.9505
GTF2F2	-0.75
ZNHIT4	0.436
PLA1A	0.29325
C20orf114	2.938
HPR	-4.734
C18orf2	-3.43666666666667
SATB2	-2.9175
KCNJ9	0.018
MGC157906	1.3485
MOCS3	0.69475
C17orf71	-0.521
PPHLN1	0.0172
HIST1H2BN	-0.43575
RAPGEF1	-0.109875
MAP3K8	-0.44175
DLG4	0.661333333333333
STC1	-1.4715
CDGAP	0.93875
DDX26B	-1.2335
LOC150223	-0.7625
CPSF3	-0.905166666666667
TMEM14A	0.53525
MYH3	-0.1475
GPKOW	-0.28925
SULT1A1	0.999333333333333
SPON1	3.4522
YY1AP1	0.404333333333333
RAB23	-0.21325
PLA2G4A	-4.31025
MAPRE3	0.692
ZNF516	1.18264285714286
GGPS1	1.65375
EXOC3L2	0.123
C19orf42	0.1088
MAP2K2	0.0958333333333333
HIST1H2BB	-0.029
RNF19B	1.42966666666667
C6orf128	0.110166666666667
TLR8	0.7265
PCDHA9	-0.974
CARS2	-0.14
CLUL1	2.37483333333333
RHAG	-4.028
UNK	-0.6425
EXOC8	0.1753
C9orf95	0.28925
C14orf143	0.869166666666667
MAML3	-0.15275
LDHA	-0.70175
MRPL20	0.420625
KLHDC6	0.0726666666666667
ATP5S	-0.183166666666667
C8orf55	0.8665
PHF19	-1.796875
KRTAP13-4	0.539
TTC5	-0.362
XKR5	-0.67375
SILV	-4.85033333333333
TEX28	0.1135
TCTN1	0.6945
CX40.1	0.38775
PPP2R5C	-0.46325
C12orf30	-0.952
CAPG	1.94025
MPZL1	0.8329
ARSB	-0.618333333333333
TDH	-1.94225
WASF4	1.0095
TSSK3	-0.434166666666667
7A5	1.6235
CRISPLD1	-0.113125
MAD1L1	-0.108166666666667
SPIN4	-1.49466666666667
AMPD1	0.496
DPYSL5	-0.302
INPP1	-0.761833333333333
ANKRD11	-0.936777777777778
NPAS4	0.079
GCET2	-0.3327
RNASE9	-0.0455
GUCY2D	0.4075
CCDC98	-0.86875
FGF4	-0.009375
CPM	-1.807
SLC26A4	-0.258666666666667
PLD5	0.099
FAM59A	-0.6901
FBXO5	-2.18211111111111
SIPA1L1	0.855125
DPYS	0.319
ATG4D	-0.1425
TGM3	0.6035
MTCH1	-0.500625
HK1	0.1845
CDC26	-0.0485
GALNT12	-2.94483333333333
LOC339229	0.333
MRPL35	-0.17575
ORC4L	0.014
TNKS	-0.386
C2orf24	0.2555
ZNF553	0.706166666666667
GGTLA1	3.2408
ZNF497	1.092
CDY1B	-0.451
SLC30A4	0.70525
TUB	-0.67625
ARHGEF18	0.009
ARRB1	-0.665
KCNK1	3.02275
EREG	-3.4059
SCAMP5	0.672
RUNDC3B	0.129
ADAMTS20	-0.14375
IL17RB	-1.615125
FLJ20323	-1.10675
MCAM	0.73625
POLR3E	-1.76733333333333
AQR	0.163333333333333
IPMK	0.4025
CDCA7	-4.315
CAMP	2.16825
GRHL3	1.965
ADAMTSL2	1.55166666666667
CLMN	0.521666666666667
SSTR3	0.6185
MAGEA5	-1.81316666666667
OVOL2	3.68225
JMJD1B	-0.32875
RBL2	-0.8251
PYGO2	1.58025
PPP1R10	1.279
CSE1L	-0.473166666666667
LCA5	0.92925
RDH16	1.293
ASRGL1	0.909625
TOM1	0.668166666666667
PTX3	-6.36625
TTC15	0.84425
SCGB3A1	2.07316666666667
MRPL50	-0.738
RCAN3	0.541375
SLC26A11	0.90975
STYX	-0.2095
CINP	-0.10425
MARCH7	-1.02775
PFKM	-1.8475
SGMS1	-0.0421666666666667
RIOK3	-0.6367
C1orf110	0.1335
CES7	-0.102
LOC440248	-2.43475
PPP1R12C	-0.63825
C10orf27	0.896
ATG9A	-0.74775
MRPS26	1.04525
TMEM40	1.3445
ELP3	-0.5994
ZNF787	1.408
HIAT1	-0.8515
C8orf34	1.1625
MGC4655	0.7285
PELI1	0.245166666666667
PPT1	-0.0491
SLC35C2	-0.233666666666667
C6orf125	-0.08975
MUC4	0.324333333333333
RFC4	-0.846857142857143
GNB2	0.5915
NUP50	0.0300714285714286
SULT4A1	0.791333333333333
C7	0.235
CCDC130	0.014
ARRDC4	-0.8715
RQCD1	-1.444
GLYCTK	-1.3565
AYTL2	-0.107363636363636
MTUS1	0.7544
LEMD3	-0.410166666666667
PLEKHF2	0.5575
HOXA7	-0.600625
GTF3C2	-1.19
DYNLRB2	3.48325
CNOT10	-0.23625
MR1	0.4745
FFAR1	0.26525
PRIC285	0.8455
SLITRK6	4.79325
LIX1	-1.8707
UBE1L2	-1.37241666666667
F8	1.090625
ACHE	0.602333333333333
KPNA5	-0.5195
TNFRSF12A	-0.221666666666667
EGR3	-1.6965
SERPIND1	-3.68716666666667
OASL	4.6935
IFRD1	-1.900625
WDFY1	-0.4925
ZNF267	-0.798875
ACCN5	0.548
ZBTB6	-0.154
PPP1R3A	-0.2535
PRRT3	2.1785
FBXL19	0.189
TXNIP	-0.194928571428571
ACTN2	4.09175
ATG9B	-0.0495
C9orf117	1.693125
IL27	-1.6225
RPL36AL	0.130333333333333
KLK15	0.2485
CHAD	1.0235
RAP2B	-0.76
HEBP2	1.6575
ZNF342	1.776
CAMK2G	-0.2665
TLR3	2.23225
FGF14	0.31725
HMGB2	-2.95675
TRPM5	0.194666666666667
OR5M11	0.1995
KIF3B	0.450263157894737
PRICKLE2	0.93225
MTMR9	-1.04
C3orf27	0.1205
GLRA3	-1.648
NSDHL	-0.481166666666667
TMEM32	-1.95375
POLR2D	-0.7695
MYADML	0.347
C9orf114	-0.088
MRGPRX1	0.8765
TOPORS	0.77075
CLDN19	-0.077
C1QL4	0.6
RNF165	-0.6365
DHRS9	-0.478
DNAH2	-0.283166666666667
FXR1	0.445333333333333
ZMYM3	-0.562125
CASP3	-0.482166666666667
FAM120C	0.413375
SCLY	-2.25325
CA7	0.0495
ENTPD5	0.4625
ZNF461	-0.286625
PDIA5	-0.1315
C1orf19	-0.1935
TMEM67	-0.4945
KCTD20	0.01225
WDR47	-0.1505
FLJ38723	0.289
KLRF1	-0.73
TAS2R16	0.674
CLDN12	-1.58125
PRKCE	-0.40925
UBXD4	-0.764
ITGAM	1.86183333333333
GLT8D3	-0.324375
WDR31	0.9325
RGS2	3.47525
OR51L1	0.4765
MST1R	0.63925
KIAA1737	0.95925
OR4A5	0.832
GLIS1	-0.502833333333333
PTMA	0.0702142857142857
NAPA	2.0225
PRDM11	-0.009
LIPF	-0.316
DIRAS3	1.95325
ASGR2	-4.063125
C1QTNF4	0.6265
PIK3R4	-0.3395
ARMC3	5.884
NDUFV3	0.130333333333333
BTBD3	-0.4905
PPP1R2	1.3855
UBE2NL	0.491
FOSL2	1.85678571428571
FAM119A	-0.879833333333333
TUBA4A	-0.9454
KRTAP12-1	0.06975
SFRS2	-0.81825
RHPN1	0.6955
EEF2	-0.0136666666666667
ZDHHC11	-0.3355
EPHA3	-1.4545
RBM12	-0.851
H2AFJ	0.0886666666666667
EDIL3	3.1475
KIF26A	-2.07275
SERGEF	0.60825
B3GALT4	2.59775
LOC90925	0.731833333333333
OSCAR	0.32775
NPFF	-0.103625
DEDD	0.537125
TMEM155	-0.964625
PTPN1	0.087
SCYL2	-1.13233333333333
SKAP1	2.07425
LEAP2	-2.7765
GADD45G	2.3276
IFITM3	2.468125
PILRB	-1.5105
SLU7	0.137
DSC3	-0.60125
DNMT3L	-1.1535
PAPD5	-0.161375
B3GNT3	-1.377
LHCGR	0.754
MSL-1	1.58175
UBE2S	-1.12525
SAP130	-0.45875
ANAPC11	0.6065
MAGED4B	-1.152
ATP6V1B2	-0.572833333333333
C14orf179	1.468625
CAPZA1	-0.196375
CDYL2	-0.319
GLRX3	-0.7425
LOC136288	0.9895
MOBKL1A	-1.8005
HTR2B	2.63875
CRYGD	-0.189833333333333
NUS1	-1.50716666666667
PGRMC1	0.7865
MYOM2	-0.9255
FLJ39653	-3.03183333333333
CHM	0.1957
OR5M8	0.3465
ZNF619	-0.4845
FAM105A	0.01825
CCNL1	-1.676875
NAP1L3	-0.106
C10orf57	1.9015
B3GALNT1	0.4575
CSN1S2A	0.279
TCP10L	2.73125
GDAP2	-0.820125
DMKN	0.218833333333333
COX6B1	0.44775
DNASE2	1.285
MSH5	-2.0355
LGMN	0.373875
USP31	-0.4403
OR13C8	0.198
SDCBP	-0.6264
NUDT11	-2.78833333333333
PYGL	0.0155
SNPH	-1.27716666666667
B3GNT4	0.514
MIZF	-0.393
NUBPL	-0.719875
NOD1	0.383833333333333
CDH22	0.1575
NUBP1	0.147666666666667
DSCAM	-3.08325
DGKI	-0.116
FAM136A	-1.05475
AKAP1	0.723666666666667
SLC16A6	-0.427
RIN3	0.87175
PSG2	0.19575
DIP2B	0.335
PSORS1C1	2.0834
KIAA0495	-0.0585
FLJ90709	-0.5035
LPA	-0.267
PIGA	-1.25433333333333
LY75	-0.0138333333333333
UTS2	-5.7125
RREB1	0.195375
GALNACT-2	0.5725
MGC3196	-0.089
FLJ31568	1.239
LPHN1	0.73675
SP1	0.937375
TOX4	0.255166666666667
HSPA9	-0.3371
APOBEC1	0.406
SLC35E4	-1.47475
LSM5	-0.425
SURF1	0.46925
ZBTB1	0.93
GTF2F1	0.39425
RPS15A	-0.754714285714286
DUSP21	-0.937166666666667
GINS4	-2.33466666666667
MYO15A	0.684833333333333
GIMAP7	3.069
MGC13379	0.5025
ATP6V1E2	-0.171833333333333
UTP3	-1.24775
HNRPA3	-0.1941875
MT4	-1.3025
C14orf155	0.678333333333333
U1SNRNPBP	0.51
CKLF	-1.52966666666667
PLEKHN1	1.74466666666667
MBNL1	-0.371833333333333
NUP160	-1.81525
ACSM2A	-1.47275
LOC129881	1.56625
KIAA1529	-0.27125
FLJ22639	-2.72525
HAND1	-0.9405
GSX1	0.558
FGA	-3.8295625
SERPINB1	-0.1935
ZNF642	0.34975
IGFBP1	-6.824375
SLC1A1	3.1245
DHX57	0.194625
ZNF766	0.6465
PTPN21	-0.5972
GDPD3	-2.15283333333333
PNPLA5	0.2055
TBR1	-0.027
FAM116A	-0.4775
IQGAP1	0.681
FOS	-1.265375
ZNF226	-0.6775
FIGNL1	-1.17433333333333
C14orf1	0.1405
ZMYND17	-0.283
PUS7	-0.6225
TUBB6	-0.582
KCNQ2	-1.49775
MARCH6	0.137083333333333
CCDC33	0.4725
PRODH	1.4125
RBM11	0.2255
EPHA6	0.09075
SLC43A1	-0.10425
LOC196541	0.043375
NTN1	1.66958333333333
ING4	0.05175
PCDHB10	-0.32875
DPH2	-1.03833333333333
SPACA4	0.068
FBXL21	-5.1175
DIAPH1	-0.227666666666667
ZNF71	0.8935
CEP76	-1.402
CORO1A	-0.85375
RRM2	-1.893875
EDG4	0.382
OS9	0.9905
SLC4A1AP	-0.08775
COG5	-0.595
COPS8	-1.177
NGLY1	-0.997
NCBP2	0.90025
C17orf42	-1.16116666666667
GPSM3	0.955875
SIL1	1.01166666666667
ASB6	-0.17325
SMAD5OS	0.693833333333333
UNC93A	-2.723625
A1BG	0.366833333333333
C21orf62	1.214
FMO5	-0.21825
ATRIP	0.524833333333333
CEBPG	-0.178
C7orf38	0.445833333333333
TNFRSF1B	0.029
CLEC1A	0.981666666666667
IQSEC1	-0.48125
PATZ1	1.9206
RBM22	1.453875
BAG2	-1.48216666666667
PAQR5	-2.58583333333333
C9orf127	-0.7224
THNSL1	0.3055
SHROOM3	1.6328
JAM2	0.25325
SNRPN	-2.08
ALX4	0.772
CACNA1S	0.0505
FAM130A1	1.172
CORIN	2.806
CD300LB	0.883
PLEKHG6	0.8205
LRRC40	-1.336
PCLKC	-0.594
PCDHB16	-1.5835
WNT2B	-0.224333333333333
ASNS	-1.52744444444444
MRPL49	0.28075
FLJ46111	1.3
ISG20	1.447625
SMU1	0.381833333333333
CASZ1	0.453
POLR1D	-0.840166666666667
GIN1	-0.748
SNAG1	0.223666666666667
ANKRD29	-2.85025
CDKN2AIP	-0.7895
KRR1	-1.79
CXCL1	-4.908
EPM2A	-0.7425
PC	0.429333333333333
DEFB127	-0.064
PDZRN4	2.94433333333333
FAH	1.192125
OR51E1	2.3705
CDC2L6	0.0826666666666667
DNTTIP1	-0.59525
PAX8	-0.91775
TMEM116	-1.364
C1orf150	0.4935
PRO2012	0.565
MRPL40	0.0601666666666667
BEX1	-3.5895
SLC2A4	-1.87016666666667
PKMYT1	-0.557
FEZF2	0.0616666666666667
SLC26A9	-1.8265
MAP2	0.6795
LYL1	-0.9465
SLC25A19	-1.43583333333333
NOS3	0.1475
ZNF34	1.52333333333333
TMPRSS11F	-0.958666666666667
FAM43A	-0.04175
FCRL4	-0.0116666666666667
KLF14	0.23125
FLRT2	-0.906
WRN	-2.246
SDF2	0.2877
KRT8P12	1.37025
C6orf195	0.158
C9orf125	-2.38666666666667
DZIP3	-0.615
RIT1	0.893
SCML1	-1.05666666666667
RHBDF2	0.21175
OR2G3	0.404
REXO1L1	-0.5155
MAP3K7IP3	0.000375000000000004
C3orf57	-4.7705
FBXW11	-0.497833333333333
ETAA1	-0.5595
C14orf131	-0.6049
AKT1S1	0.62025
SLC12A5	-0.750625
C9orf164	1.37675
NRIP3	-0.2455
NOS1AP	-0.5585
TMEM121	1.367
SAP30BP	-0.7638
DGCR6	1.41675
WDR76	-1.3165
FAM82B	-0.336416666666667
LOC606495	-0.329
MAP9	2.541
BCDIN3D	0.36
CXorf36	2.9215
DSCR3	-1.2804
ZFAND3	0.976
C7orf43	0.591166666666667
SPSB3	0.308
C19orf19	0.34325
FAM133A	-2.696625
C12orf25	-0.158
SLC39A3	-0.09425
DISP2	-0.611
PI4KAP2	-2.419
MKRN3	-2.6125
ADAMTS13	-0.105875
CBLN3	0.4272
TTYH1	-1.66733333333333
C3orf18	0.53425
FLJ13236	-0.41925
ZMYND12	3.686
C18orf25	-0.412125
GLB1L3	-0.766
ATP13A5	1.0345
RANBP10	-0.4765
CD96	-1.709
DENND1C	-0.9465
RBMS3	0.7255
SLC41A3	0.147833333333333
DGCR6L	1.422
TMEM128	-0.423166666666667
CSNK1G3	-0.500571428571429
MOBKL2C	0.81625
TSPAN6	-1.3815
MATN2	1.1175
MSL2L1	-0.0725
ST6GALNAC2	-0.752666666666667
FGFBP2	-0.97475
FGL1	-6.21483333333333
MPP3	0.0381666666666667
ARHGEF6	1.2435
TGFBR2	0.047875
ACMSD	3.4515
IL33	0.30325
C9orf5	-0.142333333333333
DEAF1	0.6583
AMN	0.9165
DEFA6	-0.005125
RNF212	-0.573
METT5D1	-0.417
CIB1	0.6763
TSSK1B	0.288666666666667
KIAA1727	0.56
ZNF680	-0.08675
LOC399900	-0.9595
LOC152217	0.00925
CTNNAL1	-2.3795
CIT	-2.1755
TLE6	0.4615
ZNF607	-1.28875
HERC4	-1.2395
DRAP1	0.5086
PEMT	-0.576
C10orf111	-0.4795
ZNF575	1.41575
KCTD7	-0.08825
MYO1F	0.1325
LOC285382	0.11925
RAB11A	0.6202
PLCD3	-0.45175
C15orf28	0.26175
PTBP2	-1.4715
CTB-1048E9.5	0.470875
C19orf60	0.0981666666666667
C7orf25	0.822833333333333
SETD7	0.20625
HOXB9	-3.475
VANGL1	0.587625
CHAF1B	-1.5045
NDUFA3	0.886
KIAA1328	-0.460333333333333
SHARPIN	1.174875
TTC23	0.17275
UGP2	-0.139666666666667
ANKIB1	0.1105
CIRBP	1.35842857142857
SEC14L4	-2.93283333333333
OVCH1	0.0515
VPS52	0.68725
FAT	-0.079875
M6PRBP1	0.6275
GPRIN3	-0.269
PPM1F	-0.9575
TSR1	-1.09525
CCDC85A	2.2425
PCSK5	1.7375
ZFHX3	0.132
HEMK1	-0.4608
PGBD2	0.8175
RSRC2	0.109333333333333
AURKC	-0.8905
SCRIB	0.243375
ORM2	-1.66416666666667
FAM115A	0.6638
FZD6	-0.336375
UNC119	0.031
GPX3	-1.0868
NOV	0.003375
CABC1	0.647125
CDC42SE2	-0.9674375
EIF2S2	-1.5703
RNF130	0.852375
CKAP5	-0.185666666666667
RP11-413M3.2	1.345375
C10orf18	0.268
TMEM93	-0.8465
DYX1C1	1.50725
KCNMB2	-1.375875
ANK3	1.31483333333333
KRT5	0.4712
CDH12	-1.089875
QRSL1	0.14
JUB	-0.481
SHC4	-2.1285
CCL15	0.691833333333333
CCDC22	-0.2375
SNX24	0.4625
RARS	-0.9755
MORC2	0.16775
FAM48A	0.454
MT1H	-0.3075
PPP1R14C	-0.808
FOXD1	-1.94278571428571
C1orf213	-2.40525
AMT	-2.3806
DSN1	-0.56625
PTPLAD2	2.1485
DIS3L	0.66475
RASL11A	1.8045
GPRC5B	0.07625
FRMD7	-0.1015
STRN4	0.65525
KITLG	3.05390909090909
HDGF	0.774
OR1S1	0.707
SETX	0.3092
DDR2	-0.183875
KCTD12	1.057
LYZL2	-0.55575
WDR52	0.394
TMEM2	1.90525
ZNF579	1.75583333333333
LOC200810	-0.283
TNFSF9	-0.799875
PPFIA4	-3.05
CNIH3	-0.311
MAP4K4	-0.935714285714286
ROD1	0.107928571428571
ALS2CR12	0.480666666666667
DOCK3	-1.6245
PAQR9	-4.6785
ASB17	-0.0206666666666667
STX16	-1.1435
FEZ2	-0.372833333333333
DLAT	-0.509
KIF21B	-0.718333333333333
CDC5L	-0.69275
TMEM119	2.4245
CRIP3	-1.49825
TPSD1	0.00633333333333335
TEPP	0.52575
GNGT2	1.30975
C21orf121	0.2445
WNK1	0.354
FLJ10490	1.4442
OR51B5	-2.485
LOC203547	-1.116125
HAS1	-0.433
PPA1	0.147666666666667
ST7	0.808625
C11orf46	0.3462
POPDC3	-2.8895
ACOX2	2.86083333333333
ATCAY	-0.385583333333333
TM4SF19	-0.30675
MFSD9	-0.722333333333333
PDHB	-0.6465
ERN1	0.16975
LCE3C	0.202
GPR111	0.5385
NOTCH3	2.152
ADAMTS5	1.5675
B3GALT1	-1.15633333333333
UGCGL1	0.2465
FAM58A	0.332166666666667
FBXO32	3.54175
CLPP	-0.21875
NXPH1	-0.9055
MTMR3	0.585166666666667
ATP1B3	-1.141375
TMEM16A	4.40725
HIST1H3F	0.535833333333333
TRIM25	0.621666666666667
SDCBP2	2.0035
CRKL	-1.067625
HOXB2	0.343166666666667
ANP32B	-0.677125
GATM	-0.3605
AP4E1	-0.306
EDG5	0.579875
CDKN3	-1.737
CDH4	-1.74075
PGD	0.069
RND1	0.6075
GAD1	-2.5494
MPG	0.265875
LOC440350	0.2655
ZNF133	0.17925
SERPINB12	0.1995
AMELY	0.1865
DHX36	-0.96275
TNFAIP8L2	2.44783333333333
PHTF2	-0.548666666666667
CCDC112	-0.343166666666667
IQCC	-0.5925
HEYL	3.35666666666667
FTSJ2	-0.572833333333333
APPL1	0.102125
RAB43	0.474142857142857
OR10G2	0.076
WAC	0.0595
ADCY9	-0.029875
RUNDC2B	0.167666666666667
PYCRL	1.9908
AGPAT7	-0.334166666666667
SLC22A9	-0.822333333333333
CDKAL1	-0.012
PDYN	-0.3702
C20orf74	1.94375
MTMR11	1.46175
VAV3	4.07383333333333
DAPL1	1.612
STXBP3	-0.1325
EIF3G	-0.371
ARHGAP22	-1.1895
NPFFR1	0.3545
NPC1	-0.861666666666667
ALDH9A1	1.71033333333333
ZNF600	-0.078375
ZNF678	0.2095
RASSF1	0.04925
ADD2	-2.7825
PITPNB	0.23175
PKD2L2	0.0684285714285714
LRP11	0.43975
CDKL1	0.5425
SMEK2	0.11775
PRODH2	-2.87033333333333
C11orf54	-0.664
SFRS11	-0.789333333333333
IL7	0.771
ALS2CR16	1.53325
BTG3	-1.0075
PAK2	0.837666666666667
RP11-679B17.1	-1.96475
GATA4	0.846833333333333
ATP2B1	0.068
LOC130940	0.304
C1orf172	2.6195
ATF7IP2	-1.52325
SLC25A43	-0.4375
CENTG3	0.569583333333333
IGF2BP1	-3.8446
FCHSD1	0.341
CAMK2N2	2.11583333333333
ELAVL3	-0.0228
NBPF15	-0.2225
UBE2J2	0.488
GNL2	0.48875
PRR3	0.0227
NLF2	2.25825
OR4F6	-0.1175
KLHL24	1.41
CCDC88A	-2.743
SGPP1	-0.747833333333333
C10orf11	-0.339833333333333
SLC35B4	-1.12166666666667
UGT3A2	-1.073
ARNT2	2.0592
CBR1	-0.18975
ITPR3	-1.01783333333333
TRAPPC6B	-0.9628
AMZ1	1.917
ARP11	1.93275
WDSUB1	-0.7815
APBA1	0.447166666666667
RAB2A	1.1159
C6orf162	-0.434875
HPSE2	0.017
PLCE1	2.2325
INSL3	-0.2285
DLG1	0.1105
PTPLA	-2.81175
PIGX	0.459
TFIP11	0.7445
FIBIN	2.969
POLR2G	-0.33925
GRAP2	-2.13
DNAJB8	0.18175
CNBP	0.261166666666667
WASF1	-2.32425
INPP5E	-0.5145
HSPB1	-0.4128125
TMEM167	-0.0527
CUBN	0.037
IGF1	2.077625
ITPK1	0.6684
NAALAD2	-1.245625
G3BP1	0.2548
NT5DC1	0.2825
CYP39A1	1.8955
TMEM139	-1.09441666666667
POLK	-0.3202
GLULD1	-1.50025
RBM15	-0.157333333333333
AMZ2	0.213
GDF15	-3.02483333333333
MESDC2	-0.4055
INCA	2.29283333333333
ACY1L2	-2.103
GZMM	-0.761333333333333
PAIP1	-0.661
CACNA2D1	-0.415
STK32C	0.480666666666667
SH3BP4	1.07216666666667
DEC1	0.299
PADI1	-0.034
UBB	-0.0018
PON3	-1.93033333333333
PROP1	1.189
ANKRD13B	0.51
ADCK1	0.41975
TCF25	-0.14875
SLC38A5	-1.70625
CXorf26	0.359333333333333
C19orf39	0.882
PPP1R13B	1.155
ARL2	-0.82
TCL6	0.251916666666667
TOP3A	-0.799
SLC16A14	0.21625
FXYD6	1.40366666666667
HIST1H4E	-0.2435
BBC3	0.921894736842105
UNC5A	0.266833333333333
FAM86C	-0.1325
PI4KB	1.09425
B3GAT1	-3.77375
SUSD2	3.51883333333333
OAZ2	0.2135
NOC4L	0.62
C10orf12	-0.802
FADS1	-2.0775
LOC144097	-0.1645
DKK2	1.68566666666667
KIAA1949	0.15875
RHOT1	-0.4335
OXT	1.26416666666667
GPR153	2.2345
ARL4A	0.118833333333333
SAAL1	-1.37575
CCDC64	0.161
USE1	0.348166666666667
HNMT	0.665
PCGF3	-0.4434375
CYP2C19	-0.1965
C20orf4	0.4965
CCDC11	1.7325
ACSBG2	0.13975
RWDD2A	-0.1175
PALLD	1.872
CPLX4	0.272
LOC492311	-0.7775
KPNA2	-1.37583333333333
MACROD1	0.4686
TMCO3	-0.825166666666666
C15orf52	1.45283333333333
BIRC5	-1.9514
PRR16	-0.0381666666666667
FAM63B	0.1455
KATNB1	-1.18116666666667
WNT8B	-0.362
CPLX3	1.553
GHR	3.535875
CCDC124	0.11425
BCLAF1	-0.963125
GOLGA3	-0.3151
