Hybridization REF	TCGA-A2-A0CQ-01A-21R-A034-07
ATAD2B	0.9055
ARHGAP17	-0.5656
KCNIP3	-1.283
SFPQ	0.4635
GFRA4	1.07433333333333
AKR1B10	-2.719125
TIGD6	1.125
RGS16	2.999125
URB1	-0.166333333333333
OR4C46	0.456333333333333
TOP3B	-0.92225
NFATC4	0.9255
CA14	0.50575
BMPR1A	0.116666666666667
SNRP70	-0.4475
PRL	-0.06075
C6orf130	-1.2275
STAG2	0.13075
CD55	-1.26807142857143
RPS23	-0.1985
SSX2	-1.749
FDPSL2A	-0.8045
FBXO27	0.878125
SYNGR3	-1.0405
TMSL3	1.3825
EML1	-2.4905
NUP93	-1.43066666666667
SMAD3	0.3671
KIAA1189	1.23566666666667
HNRPUL2	0.258
TBC1D12	1.03433333333333
C16orf24	2.0245
MRVI1	3.22333333333333
ZNF581	-0.905333333333333
ELOVL3	-0.648
OR51Q1	0.412333333333333
CACNB3	0.741333333333333
GALNT13	-0.9145
C10orf84	0.9791875
NEDD4	-0.4259
SPO11	-0.085
OR5AU1	0.889
NEK4	1.03378571428571
PRKAR2A	0.017
IHPK1	-0.57
ATP6V0B	0.022375
CACNA1E	1.7105
CEACAM8	0.3008
PEX14	0.1465
FLJ12993	-2.2795
ZBTB38	0.31875
PCTK2	0.1415
LRRC16	-0.7653
FBLIM1	1.14641666666667
FYCO1	1.217
RP5-1022P6.2	0.795166666666667
CMTM1	0.848833333333333
PLTP	-1.20883333333333
RAPH1	1.031875
DOCK8	0.935375
EZH2	-1.19053333333333
SLC25A1	-1.32716666666667
PLEKHB1	1.8118
GRB7	0.7106
ZFP37	-0.92725
MRPL33	-0.62125
PELO	-1.80825
ARMC1	-0.822
C9orf27	0.48925
FLJ25778	0.272
C9orf37	-0.1605
TMEM66	-0.37175
SPRN	0.039625
HBEGF	0.814875
PI4KA	-0.8845
LEPRE1	-1.00875
POU2AF1	-4.853875
MRPL12	-0.573166666666667
REP15	-0.4525
ZC3H3	0.488
RASAL1	-2.25175
DDAH1	2.35775
ACBD5	1.0695
TMC2	0.407
CCDC137	-0.45075
SAMD13	-2.65
UGT2B15	-2.20766666666667
TIPARP	-1.54525
DNASE1L3	-0.2455
TRIM72	0.427666666666667
DBX2	0.397
IPO8	0.60775
C21orf88	-1.5566
MAP3K14	0.85675
LOC51233	0.725166666666667
GGTLA4	-0.8155
PDE6D	-0.5025
ZNF117	-0.39375
CLK2	-0.1035
NKRF	-1.02675
TNFSF15	-0.22
DUSP2	-0.041
SECISBP2	0.3485
GABRR2	-0.279
PPAP2C	2.50875
LOC51145	0.371833333333333
PAG1	-0.561375
PIK3C3	-0.5695
GNG10	-0.88
APOL4	0.403833333333333
ANKRD28	-1.02325
STMN3	-0.3418
RAB14	0.4373
CDK2AP2	0.213
HDDC3	0.05725
COMMD7	-0.064375
CXXC1	-0.701
HMCN1	-1.27433333333333
CD40	-0.0525
DYNC1LI2	-0.54775
GDI1	0.2925
LOC646938	-0.25725
VSNL1	-2.71016666666667
PIH1D1	0.0101666666666667
RAET1G	-0.376
KRTAP5-9	-0.5125
EFTUD2	-0.6175
ZNF311	0.133666666666667
ATP6V1G3	-0.82075
OR2W3	-0.95
SCN4A	0.2395
MED10	-1.980125
FAM135A	-1.0756
ARHGAP4	-0.7115
EHMT2	-0.818875
UFD1L	-0.54875
ERMP1	0.2495
MAG1	-1.38833333333333
THAP8	0.351
HACE1	-1.778
FAM82C	0.3215
C3orf20	0.5265
UNC84A	-0.582
SCD5	-0.7475
LASS6	2.33925
LSG1	0.231833333333333
MAL	-5.4655
GPR22	0.0425
WDR5B	1.10575
ACTRT1	0.865
C17orf60	0.244833333333333
GRIN2C	1.1235
ARMC8	-0.634916666666667
SLC47A1	-3.385
DMPK	0.32275
DHRS13	-0.365
SMC1A	-0.151333333333333
KRTAP17-1	0.84075
SMYD5	-0.3575
TUSC2	0.859875
CRHR2	0.4095
KIR3DL2	-0.264
CCDC104	0.213
ATP2C1	0.379875
CROT	1.0565
PABPC3	-0.248166666666667
EGR1	1.935
THSD1	0.84825
KHK	-1.67775
SLC12A2	2.0089375
CD58	-1.118
STOX2	-1.4185
CCDC76	-0.4715
CCDC48	4.5595
DNAH1	0.65
ZIC4	-0.389625
OR1G1	-0.967
PSMC6	-0.949666666666667
PROKR1	0.0945
ABCB1	-1.4185
TRAT1	-2.61225
LLGL1	0.081
MTF1	1.615
USP54	0.488625
PAGE2B	-2.6845
ITGB7	-3.3075
CCDC81	-0.6475
LOC149837	0.07575
SCUBE1	1.743
ZSCAN10	1.6825
HUWE1	0.302928571428571
CDH17	-0.504
CD180	0.3215
IL17A	0.1015
TMPO	-1.657125
KIAA1524	-1.98733333333333
HDGFRP3	0.0548333333333333
OXCT1	0.176727272727273
RRAS2	-1.96083333333333
LTBP2	1.852625
SV2B	-0.308166666666667
CYP2A6	1.832375
PKD1L2	-0.303
PPM1M	1.196
FLJ22662	1.82983333333333
ZNF502	-0.611
GP6	-0.83
CRYBA2	0.277
LEF1	-1.8934
CTPS	-2.19042857142857
EYA1	-2.60583333333333
EPS8L1	1.95975
MAPK14	-1.66125
SERPINB2	-5.086
GTF2F2	-0.911666666666667
ZNHIT4	0.232
PLA1A	2.40025
C20orf114	3.29575
HPR	-3.5345
C18orf2	-3.47066666666667
SATB2	-3.35075
KCNJ9	-0.02875
MGC157906	0.3215
MOCS3	-0.72375
C17orf71	-0.8885
PPHLN1	0.2991
HIST1H2BN	-0.12075
RAPGEF1	-0.176375
MAP3K8	0.205
DLG4	0.501833333333333
STC1	-0.890333333333333
CDGAP	0.75175
DDX26B	-1.695
LOC150223	-1.771
CPSF3	-0.6595
TMEM14A	-0.628
MYH3	-0.831
GPKOW	0.03275
SULT1A1	1.28333333333333
SPON1	1.7264
YY1AP1	0.808
RAB23	-1.337
PLA2G4A	-4.67925
MAPRE3	0.2735
ZNF516	1.69621428571429
GGPS1	1.693
EXOC3L2	0.539375
C19orf42	0.7041
MAP2K2	0.0025
HIST1H2BB	0.7025
RNF19B	0.9095
C6orf128	-0.492
TLR8	1.45725
PCDHA9	1.644
CARS2	-0.024875
CLUL1	5.08083333333333
RHAG	-3.90366666666667
UNK	0.2305
EXOC8	0.7412
C9orf95	1.58
C14orf143	0.2455
MAML3	0.534375
LDHA	-2.1785
MRPL20	0.5505
KLHDC6	-0.019
ATP5S	0.3915
C8orf55	0.41975
PHF19	-2.119875
KRTAP13-4	0.486
TTC5	-0.6905
XKR5	-0.50925
SILV	-4.21883333333333
TEX28	-1.116
TCTN1	1.36225
CX40.1	0.3515
PPP2R5C	-0.250875
C12orf30	-1.384
CAPG	2.5465
MPZL1	0.78945
ARSB	-2.0315
TDH	-2.1225
WASF4	1.1045
TSSK3	-0.671666666666667
7A5	2.7065
CRISPLD1	-1.937
MAD1L1	-0.318833333333333
SPIN4	-1.04316666666667
AMPD1	-2.365
DPYSL5	-0.3225
INPP1	0.382
ANKRD11	-0.983611111111111
NPAS4	-0.309
GCET2	-0.622666666666667
RNASE9	0.172
GUCY2D	0.3365
CCDC98	-0.18075
FGF4	-0.576
CPM	-1.0885
SLC26A4	-1.69316666666667
PLD5	-0.16075
FAM59A	-2.0185
FBXO5	-3.08033333333333
SIPA1L1	0.67625
DPYS	0.67225
ATG4D	0.07875
TGM3	0.8885
MTCH1	-1.468
HK1	0.628307692307692
CDC26	-0.399
GALNT12	-3.8105
LOC339229	0.3025
MRPL35	-0.0425
ORC4L	-0.1675
TNKS	0.0668571428571429
C2orf24	0.3555
ZNF553	0.606666666666667
GGTLA1	2.5616
ZNF497	-0.93025
CDY1B	0.35875
SLC30A4	0.03875
TUB	-2.393375
ARHGEF18	-0.0595
ARRB1	-0.8535
KCNK1	3.421125
EREG	-2.9421
SCAMP5	1.60325
RUNDC3B	1.21925
ADAMTS20	0.0413333333333333
IL17RB	0.459
FLJ20323	-0.8455
MCAM	0.214625
POLR3E	-0.461083333333333
AQR	0.851
IPMK	0.6305
CDCA7	-5.101875
CAMP	4.109
GRHL3	1.50425
ADAMTSL2	1.425
CLMN	2.3715
SSTR3	0.496
MAGEA5	-2.51983333333333
OVOL2	4.393
JMJD1B	0.676
RBL2	-0.4304
PYGO2	1.63675
PPP1R10	0.7455
CSE1L	-1.3445
LCA5	0.75025
RDH16	2.40275
ASRGL1	-0.428375
TOM1	0.462
PTX3	-7.2305
TTC15	1.488
SCGB3A1	4.00483333333333
MRPL50	-1.096
RCAN3	1.730875
SLC26A11	1.19275
STYX	-0.370666666666667
CINP	-0.1805
MARCH7	-0.65675
PFKM	-0.7485
SGMS1	0.619
RIOK3	-0.5531
C1orf110	0.1315
CES7	-0.022625
LOC440248	-1.61525
PPP1R12C	-0.51825
C10orf27	0.828
ATG9A	-0.6215
MRPS26	1.017625
TMEM40	-0.88625
ELP3	-0.7049
ZNF787	1.0214
HIAT1	-1.025875
C8orf34	2.2775
MGC4655	0.0191
PELI1	0.910166666666667
PPT1	0.0663
SLC35C2	-0.945666666666667
C6orf125	-0.096
MUC4	-1.4745
RFC4	-2.49528571428571
GNB2	0.0108333333333333
NUP50	-0.0107857142857143
SULT4A1	-1.62433333333333
C7	1.195
CCDC130	0.536166666666667
ARRDC4	-0.37425
RQCD1	-1.238
GLYCTK	-1.00525
AYTL2	-0.711636363636364
MTUS1	2.2035
LEMD3	-0.724833333333333
PLEKHF2	1.0205
HOXA7	-0.278
GTF3C2	-1.6905
DYNLRB2	4.70975
CNOT10	-0.438
MR1	1.7175
FFAR1	-0.3195
PRIC285	0.244
SLITRK6	6.614
LIX1	-2.5536
UBE1L2	-0.36625
F8	1.611125
ACHE	-0.1235
KPNA5	-1.23175
TNFRSF12A	-0.195833333333333
EGR3	2.259
SERPIND1	-3.03816666666667
OASL	2.334
IFRD1	-2.34725
WDFY1	-0.129666666666667
ZNF267	-0.32975
ACCN5	0.118
ZBTB6	-0.989
PPP1R3A	-0.244
PRRT3	2.672
FBXL19	-0.3855
TXNIP	-0.127642857142857
ACTN2	-2.00575
ATG9B	-0.509375
C9orf117	2.238125
IL27	0.2125
RPL36AL	-0.214666666666667
KLK15	0.309333333333333
CHAD	2.8825
RAP2B	-0.7099
HEBP2	-0.82075
ZNF342	0.871
CAMK2G	-0.0485
TLR3	3.025
FGF14	-0.148
HMGB2	-0.45275
TRPM5	0.0598333333333333
OR5M11	0.1375
KIF3B	0.446789473684211
PRICKLE2	1.61125
MTMR9	-0.391125
C3orf27	0.166
GLRA3	-2.22533333333333
NSDHL	-0.894666666666667
TMEM32	-1.494
POLR2D	-1.74766666666667
MYADML	0.4625
C9orf114	-0.54
MRGPRX1	0.2655
TOPORS	0.613
CLDN19	-1.22025
C1QL4	-1.076
RNF165	0.833
DHRS9	-1.911
DNAH2	1.7795
FXR1	-0.3325
ZMYM3	-0.92125
CASP3	0.116666666666667
FAM120C	0.17075
SCLY	-0.616
CA7	0.226
ENTPD5	0.440833333333333
ZNF461	0.11125
PDIA5	-1.02825
C1orf19	-0.223333333333333
TMEM67	0.46225
KCTD20	-1.22975
WDR47	0.5635
FLJ38723	0.544
KLRF1	-0.189
TAS2R16	0.5765
CLDN12	0.173
PRKCE	0.6855
UBXD4	-1.712
ITGAM	3.97966666666667
GLT8D3	-0.13275
WDR31	1.7496
RGS2	0.289
OR51L1	0.723
MST1R	1.7895
KIAA1737	1.20275
OR4A5	0.746
GLIS1	-1.78066666666667
PTMA	0.694
NAPA	1.16625
PRDM11	0.2705
LIPF	0.364
DIRAS3	3.813
ASGR2	-3.790125
C1QTNF4	0.177
PIK3R4	0.114666666666667
ARMC3	5.69825
NDUFV3	-0.0344166666666667
BTBD3	-1.22
PPP1R2	0.486
UBE2NL	-0.806
FOSL2	1.0895
FAM119A	-1.785
TUBA4A	-0.4496
KRTAP12-1	0.39775
SFRS2	-1.04175
RHPN1	0.2222
EEF2	-0.200833333333333
ZDHHC11	-3.031
EPHA3	-1.587
RBM12	-0.70275
H2AFJ	1.3695
EDIL3	2.227
KIF26A	-1.8995
SERGEF	0.72125
B3GALT4	2.2095
LOC90925	-0.546333333333333
OSCAR	0.3765
NPFF	0.262125
DEDD	0.896375
TMEM155	-1.24
PTPN1	0.59725
SCYL2	-0.517833333333333
SKAP1	4.07525
LEAP2	-1.46683333333333
GADD45G	2.6338
IFITM3	1.071125
PILRB	-0.114666666666667
SLU7	0.09625
DSC3	-0.39775
DNMT3L	-1.6615
PAPD5	-0.665
B3GNT3	-1.105
LHCGR	-0.254
MSL-1	-0.3025
UBE2S	-1.32675
SAP130	-0.52725
ANAPC11	0.69125
MAGED4B	-2.555
ATP6V1B2	-0.2755
C14orf179	1.574125
CAPZA1	-0.11375
CDYL2	0.0845
GLRX3	-1.7245
LOC136288	-0.719
MOBKL1A	-0.843
HTR2B	1.62725
CRYGD	0.156833333333333
NUS1	-2.10133333333333
PGRMC1	-0.547
MYOM2	-1.35225
FLJ39653	-0.5015
CHM	-0.1701
OR5M8	0.3875
ZNF619	0.38
FAM105A	0.9805
CCNL1	-1.284
NAP1L3	-1.552
C10orf57	2.24983333333333
B3GALNT1	0.149333333333333
CSN1S2A	-0.39
TCP10L	0.5315
GDAP2	-0.153125
DMKN	-1.29783333333333
COX6B1	0.4005
DNASE2	0.716333333333333
MSH5	-1.9745
LGMN	-0.568125
USP31	-0.602
OR13C8	0.467
SDCBP	-0.4668
NUDT11	-3.81266666666667
PYGL	1.25016666666667
SNPH	-0.94
B3GNT4	-1.4555
MIZF	-0.8663
NUBPL	-0.978
NOD1	-0.260166666666667
CDH22	0.124125
NUBP1	1.152
DSCAM	-3.38725
DGKI	-1.129
FAM136A	-0.79825
AKAP1	1.302
SLC16A6	0.526
RIN3	0.46725
PSG2	-0.37275
DIP2B	0.8135
PSORS1C1	1.2128
KIAA0495	-0.302
FLJ90709	-0.524
LPA	-0.3205
PIGA	-0.564833333333333
LY75	2.30533333333333
UTS2	-3.71316666666667
RREB1	0.17
GALNACT-2	0.2452
MGC3196	-0.388
FLJ31568	-0.63625
LPHN1	-0.25125
SP1	1.047625
TOX4	0.549
HSPA9	-0.0728
APOBEC1	0.3085
SLC35E4	-0.265
LSM5	-1.348
SURF1	0.64
ZBTB1	0.0650833333333333
GTF2F1	0.519875
RPS15A	0.0378571428571429
DUSP21	-0.504333333333333
GINS4	-2.55583333333333
MYO15A	1.7535
GIMAP7	3.1495
MGC13379	1.253
ATP6V1E2	-0.744333333333333
UTP3	-1.16875
HNRPA3	-0.37875
MT4	0.123
C14orf155	0.3085
U1SNRNPBP	0.818
CKLF	-0.478
PLEKHN1	0.35
MBNL1	0.0593333333333333
NUP160	-1.207
ACSM2A	-1.605
LOC129881	1.352
KIAA1529	-0.148
FLJ22639	-1.40525
HAND1	-1.4165
GSX1	0.5365
FGA	-4.4568125
SERPINB1	0.056
ZNF642	1.0495
IGFBP1	-8.25475
SLC1A1	4.335625
DHX57	0.100375
ZNF766	0.254
PTPN21	-0.7309
GDPD3	-2.2325
PNPLA5	0.071
TBR1	-0.152
FAM116A	0.336
IQGAP1	0.7565
FOS	2.80975
ZNF226	0.3565
FIGNL1	-1.48133333333333
C14orf1	-0.2145
ZMYND17	-0.593
PUS7	-0.965333333333333
TUBB6	-1.48
KCNQ2	-1.16825
MARCH6	-0.226416666666667
CCDC33	0.894
PRODH	-1.7045
RBM11	1.42825
EPHA6	0.201875
SLC43A1	0.31075
LOC196541	0.420125
NTN1	1.42108333333333
ING4	0.1005
PCDHB10	-1.125
DPH2	-0.943166666666667
SPACA4	0.16025
FBXL21	-4.056
DIAPH1	-0.238666666666667
ZNF71	0.487666666666667
CEP76	-1.077
CORO1A	0.13725
RRM2	-3.245625
EDG4	0.141
OS9	0.141666666666667
SLC4A1AP	-0.25325
COG5	-1.11925
COPS8	-0.87675
NGLY1	-1.07625
NCBP2	-0.16275
C17orf42	-1.29916666666667
GPSM3	0.936125
SIL1	0.771666666666667
ASB6	-0.468
SMAD5OS	-0.4195
UNC93A	-2.92875
A1BG	0.305833333333333
C21orf62	0.1045
FMO5	1.48975
ATRIP	0.3955
CEBPG	-0.145333333333333
C7orf38	0.167833333333333
TNFRSF1B	0.9205
CLEC1A	0.948
IQSEC1	0.03075
PATZ1	1.7516
RBM22	1.122
BAG2	-3.95783333333333
PAQR5	-1.597
C9orf127	0.8076
THNSL1	0.09725
SHROOM3	2.8659
JAM2	0.527
SNRPN	-1.05425
ALX4	0.097
CACNA1S	0.0285
FAM130A1	1.05025
CORIN	1.2695
CD300LB	0.8455
PLEKHG6	0.8475
LRRC40	-0.8885
PCLKC	-1.35175
PCDHB16	-0.673333333333333
WNT2B	-0.397
ASNS	-2.74077777777778
MRPL49	-0.32725
FLJ46111	0.16025
ISG20	-0.3645
SMU1	0.123333333333333
CASZ1	0.3425
POLR1D	-0.715333333333333
GIN1	-0.26625
SNAG1	-0.263
ANKRD29	-2.831
CDKN2AIP	-0.08225
KRR1	0.276
CXCL1	-4.6275
EPM2A	-1.3024
PC	0.296666666666667
DEFB127	-0.425
PDZRN4	5.10133333333333
FAH	1.019875
OR51E1	1.1345
CDC2L6	-0.0625
DNTTIP1	-0.36225
PAX8	0.729
TMEM116	-0.0805
C1orf150	0.838
PRO2012	0.3495
MRPL40	0.117833333333333
BEX1	-3.588
SLC2A4	-1.12033333333333
PKMYT1	-1.57425
FEZF2	-0.492166666666667
SLC26A9	-1.7575
MAP2	-0.537583333333333
LYL1	-0.73825
SLC25A19	-0.9545
NOS3	-0.219
ZNF34	0.757
TMPRSS11F	-0.804333333333333
FAM43A	-0.81275
FCRL4	0.013
KLF14	0.3615
FLRT2	-1.80383333333333
WRN	-1.10825
SDF2	0.3284
KRT8P12	0.40475
C6orf195	-0.1875
C9orf125	-2.3555
DZIP3	0.5045
RIT1	0.235416666666667
SCML1	-2.66966666666667
RHBDF2	0.41925
OR2G3	0.6655
REXO1L1	-0.0715
MAP3K7IP3	0.219375
C3orf57	-5.717
FBXW11	-0.513333333333333
ETAA1	-0.107
C14orf131	0.4183
AKT1S1	-0.559
SLC12A5	-1.1165
C9orf164	0.7635
NRIP3	-0.124
NOS1AP	0.3155
TMEM121	1.5835
SAP30BP	-0.1974
DGCR6	0.583
WDR76	-1.623
FAM82B	-0.737416666666666
LOC606495	-0.4545
MAP9	3.16133333333333
BCDIN3D	0.85475
CXorf36	3.52316666666667
DSCR3	-0.8889
ZFAND3	-0.103875
C7orf43	0.521333333333333
SPSB3	0.5024
C19orf19	0.57025
FAM133A	0.823375
C12orf25	-0.04075
SLC39A3	-0.1965
DISP2	0.219
PI4KAP2	-2.2695
MKRN3	-2.73
ADAMTS13	-0.15375
CBLN3	0.5791
TTYH1	-1.848
C3orf18	2.07975
FLJ13236	0.61475
ZMYND12	4.25425
C18orf25	0.266875
GLB1L3	-1.794
ATP13A5	0.025
RANBP10	-0.48275
CD96	-1.6752
DENND1C	0.2625
RBMS3	0.2843
SLC41A3	0.443833333333333
DGCR6L	0.3835
TMEM128	0.5755
CSNK1G3	-0.404785714285714
MOBKL2C	1.358875
TSPAN6	-0.67125
MATN2	-2.1937
MSL2L1	0.315666666666667
ST6GALNAC2	-0.0146666666666666
FGFBP2	-1.497875
FGL1	-5.063
MPP3	-1.23716666666667
ARHGEF6	1.20883333333333
TGFBR2	-0.473125
ACMSD	4.096
IL33	1.905
C9orf5	0.0665
DEAF1	0.4516
AMN	0.876
DEFA6	-0.212125
RNF212	-2.078
METT5D1	0.308166666666667
CIB1	0.9507
TSSK1B	0.8525
KIAA1727	1.426
ZNF680	0.0996666666666667
LOC399900	-0.5995
LOC152217	-0.49325
CTNNAL1	-3.094
CIT	-1.05333333333333
TLE6	2.73675
ZNF607	-1.1245
HERC4	-0.904
DRAP1	0.0886
PEMT	-0.4945
C10orf111	-0.1275
ZNF575	1.51225
KCTD7	-0.1485
MYO1F	1.151625
LOC285382	-1.069
RAB11A	0.4963
PLCD3	-0.31475
C15orf28	-0.2245
PTBP2	-0.46125
CTB-1048E9.5	-0.38075
C19orf60	-0.430166666666667
C7orf25	0.415333333333333
SETD7	0.8955
HOXB9	-4.1715
VANGL1	-0.0556875000000001
CHAF1B	-1.6815
NDUFA3	0.7485
KIAA1328	-0.265333333333333
SHARPIN	0.220375
TTC23	-0.182375
UGP2	0.0848333333333334
ANKIB1	-0.0429
CIRBP	1.792
SEC14L4	-3.48733333333333
OVCH1	-0.119
VPS52	-0.95875
FAT	-1.765625
M6PRBP1	0.3155
GPRIN3	0.852
PPM1F	-0.938666666666667
TSR1	-0.66
CCDC85A	1.28
PCSK5	1.3225
ZFHX3	0.568
HEMK1	0.4185
PGBD2	0.76475
RSRC2	0.0101666666666667
AURKC	-1.9845
SCRIB	-0.094125
ORM2	-0.856166666666667
FAM115A	-0.1303
FZD6	0.325125
UNC119	0.580166666666667
GPX3	-1.495
NOV	-0.761375
CABC1	-0.067125
CDC42SE2	-0.9946875
EIF2S2	-1.6069
RNF130	1.307875
CKAP5	-0.677166666666667
RP11-413M3.2	0.772375
C10orf18	0.1993
TMEM93	-0.243
DYX1C1	2.368
KCNMB2	-2.578125
ANK3	1.96458333333333
KRT5	-1.2484
CDH12	-1.815875
QRSL1	-1.499125
JUB	-1.25575
SHC4	-3.14475
CCL15	1.37766666666667
CCDC22	0.41375
SNX24	0.78175
RARS	-1.00775
MORC2	0.3165
FAM48A	-0.15075
MT1H	-2.137
PPP1R14C	-3.41233333333333
FOXD1	-2.31028571428571
C1orf213	-1.55625
AMT	-0.935
DSN1	-1.813
PTPLAD2	4.12925
DIS3L	0.655
RASL11A	1.20725
GPRC5B	-0.619375
FRMD7	-0.4005
STRN4	0.2205
KITLG	1.028
HDGF	0.66
OR1S1	0.372
SETX	-0.3638
DDR2	-0.875125
KCTD12	1.59825
LYZL2	-1.34025
WDR52	1.989
TMEM2	-0.57875
ZNF579	1.376
LOC200810	0.1885
TNFSF9	-2.247625
PPFIA4	-3.4165
CNIH3	0.0923333333333333
MAP4K4	-2.04585714285714
ROD1	0.307142857142857
ALS2CR12	0.00649999999999998
DOCK3	-1.34866666666667
PAQR9	-5.052
ASB17	0.280333333333333
STX16	-0.981625
FEZ2	0.0925
DLAT	-0.656666666666667
KIF21B	-1.22216666666667
CDC5L	-1.12425
TMEM119	0.7755
CRIP3	-2.489
TPSD1	0.0740000000000001
TEPP	0.81575
GNGT2	1.58025
C21orf121	0.56675
WNK1	0.198416666666667
FLJ10490	1.618
OR51B5	-2.196
LOC203547	-0.944625
HAS1	-1.357
PPA1	-0.302166666666667
ST7	0.491625
C11orf46	-0.1205
POPDC3	-4.16783333333333
ACOX2	3.60283333333333
ATCAY	-0.151666666666667
TM4SF19	-2.54225
MFSD9	-0.872333333333333
PDHB	-0.11525
ERN1	-0.0445
LCE3C	0.235
GPR111	-0.155
NOTCH3	1.94983333333333
ADAMTS5	1.01175
B3GALT1	-1.598
UGCGL1	-0.421166666666667
FAM58A	0.457833333333333
FBXO32	0.6815
CLPP	-0.00125
NXPH1	-2.175
MTMR3	1.17383333333333
ATP1B3	-2.167125
TMEM16A	3.653375
HIST1H3F	0.731
TRIM25	-0.0996666666666667
SDCBP2	-0.685
CRKL	-1.85825
HOXB2	2.33783333333333
ANP32B	-0.6895
GATM	3.102
AP4E1	-0.112625
EDG5	0.39775
CDKN3	-2.16966666666667
CDH4	-2.723
PGD	-1.16583333333333
RND1	0.4915
GAD1	-2.8005
MPG	1.145375
LOC440350	-0.109
ZNF133	-0.3425
SERPINB12	0.441
AMELY	-0.0935
DHX36	-0.47625
TNFAIP8L2	3.64783333333333
PHTF2	0.276444444444444
CCDC112	-0.871
IQCC	-0.09725
HEYL	3.1235
FTSJ2	-0.5925
APPL1	1.4985
RAB43	-0.0707857142857143
OR10G2	-0.4055
WAC	0.00783333333333334
ADCY9	-0.018375
RUNDC2B	0.9335
PYCRL	0.791
AGPAT7	-1.16633333333333
SLC22A9	-1.13133333333333
CDKAL1	-1.522
PDYN	-0.386
C20orf74	0.49125
MTMR11	1.93875
VAV3	4.04925
DAPL1	-2.236
STXBP3	0.6425
EIF3G	-0.116
ARHGAP22	-0.83875
NPFFR1	0.729
NPC1	-0.601666666666667
ALDH9A1	1.991
ZNF600	-0.78425
ZNF678	0.3285
RASSF1	-0.111083333333333
ADD2	-2.97725
PITPNB	-0.334
PKD2L2	-0.049
LRP11	-0.4915
CDKL1	-0.80725
SMEK2	-0.02675
PRODH2	-2.99533333333333
C11orf54	0.6865
SFRS11	-0.502833333333333
IL7	1.51766666666667
ALS2CR16	1.17575
BTG3	-1.03783333333333
PAK2	-0.4645
RP11-679B17.1	-0.665
GATA4	-1.86433333333333
ATP2B1	-0.2215
LOC130940	1.5325
C1orf172	2.60283333333333
ATF7IP2	-0.569
SLC25A43	-0.714
CENTG3	0.253
IGF2BP1	-4.2954
FCHSD1	0.3685
CAMK2N2	1.64016666666667
ELAVL3	-0.147222222222222
NBPF15	0.510666666666667
UBE2J2	-0.00933333333333332
GNL2	-0.39725
PRR3	-0.3726
NLF2	1.61375
OR4F6	0.533
KLHL24	0.501333333333333
CCDC88A	-1.8858
SGPP1	-1.9175
C10orf11	1.07283333333333
SLC35B4	-1.30883333333333
UGT3A2	-1.863
ARNT2	2.7306
CBR1	-2.281875
ITPR3	-0.875833333333333
TRAPPC6B	-0.8899
AMZ1	-2.1325
ARP11	1.45325
WDSUB1	-0.4625
APBA1	0.276
RAB2A	0.2852
C6orf162	-1.28125
HPSE2	0.10625
PLCE1	1.28975
INSL3	0.2075
DLG1	-0.197
PTPLA	-4.57075
PIGX	-0.252875
TFIP11	0.6215
FIBIN	1.5505
POLR2G	-0.3695
GRAP2	-2.482
DNAJB8	0.1225
CNBP	0.338333333333333
WASF1	-3.75975
INPP5E	-1.4178
HSPB1	0.9750625
TMEM167	-0.8332
CUBN	-0.076
IGF1	1.9954375
ITPK1	0.5146
NAALAD2	-1.423375
G3BP1	-0.4179
NT5DC1	0.109
CYP39A1	-2.901
TMEM139	0.132
POLK	-0.4193
GLULD1	-1.932
RBM15	-0.4715
AMZ2	-0.03
GDF15	-2.01883333333333
MESDC2	-0.3425
INCA	1.04983333333333
ACY1L2	0.3785
GZMM	-1.06383333333333
PAIP1	-0.47175
CACNA2D1	-0.68275
STK32C	0.625833333333333
SH3BP4	0.0443333333333333
DEC1	0.104
PADI1	0.31
UBB	0.0289
PON3	-2.78783333333333
PROP1	0.7435
ANKRD13B	-0.075
ADCK1	-0.75675
TCF25	-0.323333333333333
SLC38A5	-3.21975
CXorf26	-0.151166666666667
C19orf39	0.9085
PPP1R13B	0.42825
ARL2	-1.001
TCL6	0.326916666666667
TOP3A	-0.392
SLC16A14	-1.613375
FXYD6	0.802666666666667
HIST1H4E	-0.04625
BBC3	1.01773684210526
UNC5A	0.290833333333333
FAM86C	-0.0344
PI4KB	1.023375
B3GAT1	-3.90125
SUSD2	1.31283333333333
OAZ2	0.261333333333333
NOC4L	-0.05525
C10orf12	-0.751
FADS1	-3.58216666666667
LOC144097	-0.36925
DKK2	1.36833333333333
KIAA1949	-0.32225
RHOT1	-0.0205
OXT	1.165
GPR153	1.6015
ARL4A	-1.7
SAAL1	-2.1715
CCDC64	-0.1895
USE1	0.165666666666667
HNMT	1.18983333333333
PCGF3	0.50725
CYP2C19	1.5555
C20orf4	-0.053
CCDC11	2.5085
ACSBG2	0.0793333333333334
RWDD2A	-0.887
PALLD	1.76975
CPLX4	0.58
LOC492311	0.9555
KPNA2	-1.88833333333333
MACROD1	-0.5974
TMCO3	-1.2695
C15orf52	1.26483333333333
BIRC5	-1.8898
PRR16	1.28366666666667
FAM63B	0.282125
KATNB1	-1.22983333333333
WNT8B	0.076
CPLX3	0.58
GHR	3.365625
CCDC124	-0.1005
BCLAF1	-0.82075
GOLGA3	0.5834
