Hybridization REF	TCGA-AR-A0TY-01A-12R-A115-07
SMARCD1	-0.7905
ZFP106	-1.12425
ZNF347	1.1168
GTF2E1	0.37975
RY1	0.109
ATAD2B	1.013875
ARHGAP17	-0.0404
KCNIP3	-1.2015
SFPQ	0.316375
GFRA4	0.701166666666667
AKR1B10	-3.308875
TIGD6	1.38466666666667
RGS16	1.217875
URB1	0.229833333333333
OR4C46	-0.195833333333333
TOP3B	-0.87675
NFATC4	0.7785
CA14	-4.4715
BMPR1A	1.43616666666667
SNRP70	-0.83225
PRL	-0.288888888888889
C6orf130	-1.1305
STAG2	0.3925
CD55	-1.54957142857143
RPS23	0.433666666666667
SSX2	-2.6476
FDPSL2A	-0.5185
FBXO27	1.34225
SYNGR3	-0.0938333333333333
TMSL3	0.66525
EML1	-2.396
NUP93	-0.12225
SMAD3	-0.3072
KIAA1189	-0.345
HNRPUL2	0.865833333333333
TBC1D12	1.16083333333333
C16orf24	0.637
MRVI1	1.30416666666667
ZNF581	-0.267666666666667
ELOVL3	0.502
OR51Q1	0.35425
CACNB3	0.558833333333333
GALNT13	2.397125
C10orf84	0.9885625
NEDD4	0.6131
SPO11	0.5885
OR5AU1	0.5835
NEK4	0.536
PRKAR2A	-0.6985
IHPK1	-0.691666666666667
ATP6V0B	-0.2485
CACNA1E	1.4805
CEACAM8	1.326
PEX14	-0.3185
FLJ12993	4.4905
ZBTB38	0.412666666666667
PCTK2	0.983833333333333
LRRC16	-0.3063
FBLIM1	0.660333333333333
FYCO1	1.19125
RP5-1022P6.2	-1.05083333333333
CMTM1	-0.345166666666667
PLTP	2.30666666666667
RAPH1	0.23975
DOCK8	0.276625
EZH2	-1.1126
SLC25A1	-0.963
PLEKHB1	-0.1397
GRB7	0.6432
ZFP37	-2.0685
MRPL33	-0.21225
PELO	0.09575
ARMC1	0.318
C9orf27	-0.225625
FLJ25778	0.5475
C9orf37	-1.80116666666667
TMEM66	0.9935
SPRN	0.55175
HBEGF	0.529875
PI4KA	-1.166
LEPRE1	-1.12975
POU2AF1	-1.69425
MRPL12	-0.523
REP15	0.032
ZC3H3	0.10525
RASAL1	1.4535
DDAH1	-0.661
ACBD5	2.644875
TMC2	0.105
CCDC137	-0.511
SAMD13	-1.972
UGT2B15	-2.5305
TIPARP	-1.03425
DNASE1L3	0.7055
TRIM72	0.879333333333333
DBX2	0.27625
IPO8	-0.071
C21orf88	-1.3558
MAP3K14	-0.19575
LOC51233	0.532666666666667
GGTLA4	2.34475
PDE6D	-1.05775
ZNF117	1.76925
CLK2	-0.8235
NKRF	-0.461
TNFSF15	-0.4305
DUSP2	0.319625
SECISBP2	-0.511
GABRR2	-0.321
PPAP2C	2.73025
LOC51145	0.271
PAG1	-1.14825
PIK3C3	0.24325
GNG10	-0.368
APOL4	0.00166666666666667
ANKRD28	-0.807625
STMN3	-0.8637
RAB14	0.3852
CDK2AP2	0.36175
HDDC3	0.533375
COMMD7	0.91525
CXXC1	-0.563
HMCN1	-1.2795
CD40	1.04125
DYNC1LI2	0.555125
GDI1	0.17775
LOC646938	0.28975
VSNL1	-3.18166666666667
PIH1D1	-0.527833333333333
RAET1G	-0.653
KRTAP5-9	-0.00849999999999999
EFTUD2	-0.6605
ZNF311	0.954166666666667
ATP6V1G3	0.329
OR2W3	-1.66175
SCN4A	0.602
MED10	-0.203875
FAM135A	-1.1154
ARHGAP4	0.138
EHMT2	-0.568
UFD1L	-0.52725
ERMP1	0.178
MAG1	-2.64533333333333
THAP8	0.4025
HACE1	-0.384166666666667
FAM82C	0.366833333333333
C3orf20	-0.414
UNC84A	-0.111166666666667
SCD5	-0.795714285714286
LASS6	1.394875
LSG1	0.8745
MAL	-4.53075
GPR22	0.4835
WDR5B	1.25475
ACTRT1	-0.148
C17orf60	-0.461666666666667
GRIN2C	0.3357
ARMC8	0.317333333333333
SLC47A1	-2.4535
DMPK	-0.174
DHRS13	-0.7185
SMC1A	-0.619333333333333
KRTAP17-1	0.20125
SMYD5	-0.22625
TUSC2	-0.056125
CRHR2	0.6265
KIR3DL2	0.9705
CCDC104	-0.284
ATP2C1	0.507875
CROT	0.551
PABPC3	1.1125
EGR1	0.367666666666667
THSD1	0.50575
KHK	-1.291
SLC12A2	2.2051875
CD58	-0.793
STOX2	-1.4695
CCDC76	0.0541
CCDC48	4.369
DNAH1	-0.649333333333333
ZIC4	-0.448
OR1G1	0.006
PSMC6	0.208
PROKR1	0.5405
ABCB1	-0.6945
TRAT1	-2.066
LLGL1	0.277
MTF1	1.4625
USP54	-0.1345
PAGE2B	0.6145
ITGB7	-2.9085
CCDC81	-0.5565
LOC149837	0.949
SCUBE1	0.245
ZSCAN10	1.166
HUWE1	0.143071428571429
CDH17	1.991
CD180	0.01225
IL17A	0.113
TMPO	-0.296
KIAA1524	0.144333333333333
HDGFRP3	2.023
OXCT1	-2.31427272727273
RRAS2	-3.2245
LTBP2	1.592125
SV2B	4.60083333333333
CYP2A6	0.189125
PKD1L2	0.498666666666667
PPM1M	-0.74825
FLJ22662	-0.0466666666666667
ZNF502	0.062
GP6	-0.69475
CRYBA2	-1.54775
LEF1	-2.6047
CTPS	-2.25814285714286
EYA1	-2.90316666666667
EPS8L1	2.8915
MAPK14	-0.5765
SERPINB2	-5.298
GTF2F2	-0.0461666666666667
ZNHIT4	-0.1575
PLA1A	-0.953625
C20orf114	2.92875
HPR	-3.954
C18orf2	-3.18166666666667
SATB2	-1.39125
KCNJ9	0.128
MGC157906	0.631
MOCS3	0.255
C17orf71	0.640166666666667
PPHLN1	0.0265
HIST1H2BN	0.67925
RAPGEF1	-1.022875
MAP3K8	-0.50275
DLG4	-0.0725
STC1	3.29425
CDGAP	1.0715
DDX26B	-0.723
LOC150223	-1.07525
CPSF3	-0.777833333333333
TMEM14A	1.75475
MYH3	-2.604
GPKOW	0.38325
SULT1A1	-0.266333333333333
SPON1	2.7275
YY1AP1	-0.6735
RAB23	0.03125
PLA2G4A	-4.3715
MAPRE3	0.22825
ZNF516	-0.971785714285714
GGPS1	0.6405
EXOC3L2	-0.073125
C19orf42	0.6103
MAP2K2	-0.217
HIST1H2BB	0.174
RNF19B	0.308666666666667
C6orf128	-1.13583333333333
TLR8	2.606
PCDHA9	0.4945
CARS2	-0.197125
CLUL1	-0.552833333333334
RHAG	-3.49383333333333
UNK	-0.7555
EXOC8	1.0588
C9orf95	0.34025
C14orf143	0.932
MAML3	-0.00475000000000003
LDHA	-2.196
MRPL20	0.0515
KLHDC6	0.4496
ATP5S	0.516666666666667
C8orf55	0.23675
PHF19	-2.408375
KRTAP13-4	0.876
TTC5	-0.17325
XKR5	-0.91425
SILV	-3.66216666666667
TEX28	-0.283
TCTN1	0.89075
CX40.1	0.4445
PPP2R5C	-0.3825
C12orf30	-0.377
CAPG	1.49975
MPZL1	0.8629
ARSB	-1.4435
TDH	-0.413
WASF4	0.828
TSSK3	-1.63083333333333
7A5	0.187
CRISPLD1	-0.483125
MAD1L1	0.0886666666666667
SPIN4	1.35716666666667
AMPD1	0.75325
DPYSL5	-0.253
INPP1	-1.08683333333333
ANKRD11	-0.616666666666667
NPAS4	-0.0445
GCET2	0.0761
RNASE9	0.5815
GUCY2D	0.483166666666667
CCDC98	-0.4495
FGF4	-0.3795
CPM	-1.04366666666667
SLC26A4	-2.75383333333333
PLD5	-0.2495
FAM59A	1.7387
FBXO5	-0.444555555555556
SIPA1L1	0.06025
DPYS	0.8735
ATG4D	0.315
TGM3	0.5305
MTCH1	-0.508375
HK1	0.813384615384615
CDC26	-0.3415
GALNT12	-3.12983333333333
LOC339229	-0.48725
MRPL35	0.12025
ORC4L	0.240375
TNKS	-0.399428571428571
C2orf24	0.251666666666667
ZNF553	0.133833333333333
GGTLA1	2.2826
ZNF497	0.49675
CDY1B	0.29925
SLC30A4	-0.0815
TUB	-1.639125
ARHGEF18	-0.23675
ARRB1	1.9785
KCNK1	2.72575
EREG	-3.6578
SCAMP5	0.157
RUNDC3B	2.561
ADAMTS20	0.466666666666667
IL17RB	-0.132
FLJ20323	-0.61575
MCAM	0.487
POLR3E	-0.99775
AQR	0.5215
IPMK	2.1065
CDCA7	-4.719375
CAMP	5.04525
GRHL3	0.513
ADAMTSL2	0.902833333333333
CLMN	2.1105
SSTR3	0.525
MAGEA5	1.28133333333333
OVOL2	4.16075
JMJD1B	0.284
RBL2	1.1059
PYGO2	0.58125
PPP1R10	0.515666666666667
CSE1L	-1.10266666666667
LCA5	1.1205
RDH16	-0.116
ASRGL1	-0.031875
TOM1	-0.419
PTX3	-5.10275
TTC15	-0.5185
SCGB3A1	1.69266666666667
MRPL50	-1.44
RCAN3	-2.106875
SLC26A11	0.29975
STYX	0.8155
CINP	-0.22
MARCH7	0.64175
PFKM	0.0383333333333333
SGMS1	0.5595
RIOK3	0.1759
C1orf110	-0.6995
CES7	-0.298
LOC440248	-1.07225
PPP1R12C	-0.301
C10orf27	0.7245
ATG9A	-0.81075
MRPS26	0.322125
TMEM40	0.8245
ELP3	0.6154
ZNF787	0.5841
HIAT1	1.003625
C8orf34	0.593166666666667
MGC4655	-0.7694
PELI1	-0.602166666666667
PPT1	0.1847
SLC35C2	0.127333333333333
C6orf125	-0.65225
MUC4	0.102833333333333
RFC4	-1.47457142857143
GNB2	0.272666666666667
NUP50	0.204642857142857
SULT4A1	-2.05133333333333
C7	2.945
CCDC130	-0.00466666666666667
ARRDC4	2.303
RQCD1	-0.78225
GLYCTK	-0.87575
AYTL2	0.355545454545454
MTUS1	1.4539
LEMD3	0.307166666666667
PLEKHF2	1.04275
HOXA7	1.62
GTF3C2	-1.318
DYNLRB2	1.40525
CNOT10	-0.157
MR1	-0.067
FFAR1	0.0345
PRIC285	0.35025
SLITRK6	-1.73075
LIX1	-2.6247
UBE1L2	-0.363833333333333
F8	-0.53375
ACHE	-0.236
KPNA5	-0.641
TNFRSF12A	-1.04083333333333
EGR3	-0.6895
SERPIND1	-3.3235
OASL	0.32725
IFRD1	-1.812625
WDFY1	-0.297333333333333
ZNF267	1.086625
ACCN5	0.854
ZBTB6	-0.4995
PPP1R3A	0.3725
PRRT3	1.586
FBXL19	-0.521
TXNIP	1.94564285714286
ACTN2	4.90225
ATG9B	-0.434375
C9orf117	-0.123375
IL27	0.3905
RPL36AL	0.424333333333333
KLK15	-0.49125
CHAD	0.544
RAP2B	0.6891
HEBP2	1.7225
ZNF342	0.8625
CAMK2G	-0.0796666666666667
TLR3	-0.91375
FGF14	0.4545
HMGB2	-0.63175
TRPM5	-0.088
OR5M11	0.202
KIF3B	0.108947368421053
PRICKLE2	-1.20625
MTMR9	-0.094125
C3orf27	0.45075
GLRA3	-2.20933333333333
NSDHL	0.236833333333333
TMEM32	-0.03625
POLR2D	-0.362583333333333
MYADML	0.418
C9orf114	-0.44375
MRGPRX1	1.4675
TOPORS	0.019
CLDN19	-0.43075
C1QL4	-0.698
RNF165	-0.6575
DHRS9	-0.35125
DNAH2	-0.836333333333333
FXR1	-1.20683333333333
ZMYM3	-1.3535
CASP3	-0.1405
FAM120C	-0.374625
SCLY	-1.3705
CA7	0.368
ENTPD5	0.608333333333333
ZNF461	0.312375
PDIA5	0.88525
C1orf19	-0.429
TMEM67	1.6345
KCTD20	-0.28025
WDR47	1.1125
FLJ38723	1.038
KLRF1	0.0708333333333333
TAS2R16	0.29
CLDN12	0.50525
PRKCE	1.06775
UBXD4	-0.2695
ITGAM	1.93216666666667
GLT8D3	0.47175
WDR31	-0.942
RGS2	-0.86125
OR51L1	0.996
MST1R	0.944
KIAA1737	0.62525
OR4A5	0.1865
GLIS1	-1.9585
PTMA	0.385428571428571
NAPA	1.863
PRDM11	0.49525
LIPF	0.279
DIRAS3	-0.16875
ASGR2	-3.61425
C1QTNF4	0.86175
PIK3R4	-0.0676666666666667
ARMC3	0.0345
NDUFV3	0.363416666666667
BTBD3	-0.3665
PPP1R2	1.24125
UBE2NL	0.55475
FOSL2	1.43957142857143
FAM119A	-1.093
TUBA4A	-1.5898
KRTAP12-1	-0.0135
SFRS2	-0.07775
RHPN1	-0.2455
EEF2	-0.351
ZDHHC11	-1.521
EPHA3	-1.4543
RBM12	-0.1035
H2AFJ	1.14058333333333
EDIL3	1.464
KIF26A	-0.41775
SERGEF	-0.162
B3GALT4	0.9505
LOC90925	2.00233333333333
OSCAR	-0.416375
NPFF	-0.5455
DEDD	0.13675
TMEM155	-0.730125
PTPN1	0.11875
SCYL2	0.129833333333333
SKAP1	-0.10825
LEAP2	-3.52966666666667
GADD45G	0.9876
IFITM3	0.512125
PILRB	-1.15533333333333
SLU7	-0.159125
DSC3	0.67225
DNMT3L	-1.91525
PAPD5	0.5255
B3GNT3	1.9755
LHCGR	-0.2015
MSL-1	0.03025
UBE2S	-0.527375
SAP130	-0.35925
ANAPC11	-0.08725
MAGED4B	-2.793
ATP6V1B2	-0.703
C14orf179	0.574
CAPZA1	0.865375
CDYL2	0.272666666666667
GLRX3	-0.523666666666667
LOC136288	-1.07475
MOBKL1A	-0.92175
HTR2B	1.70375
CRYGD	0.16
NUS1	0.5125
PGRMC1	0.195
MYOM2	-0.30625
FLJ39653	-2.14966666666667
CHM	1.297
OR5M8	0.3305
ZNF619	0.542
FAM105A	-0.687
CCNL1	-1.1215
NAP1L3	-0.9665
C10orf57	1.8105
B3GALNT1	2.0135
CSN1S2A	0.0925
TCP10L	-1.99775
GDAP2	0.744375
DMKN	-2.55316666666667
COX6B1	0.612
DNASE2	1.58716666666667
MSH5	-2.294
LGMN	0.33125
USP31	-0.2758
OR13C8	0.777
SDCBP	0.6625
NUDT11	-3.40933333333333
PYGL	-3.0595
SNPH	-1.69683333333333
B3GNT4	-0.0425
MIZF	-0.184
NUBPL	0.034125
NOD1	-1.02233333333333
CDH22	1.419875
NUBP1	0.841833333333333
DSCAM	-2.871
DGKI	-0.1865
FAM136A	-0.241
AKAP1	1.23583333333333
SLC16A6	2.233
RIN3	0.019
PSG2	0.36325
DIP2B	-0.0673333333333334
PSORS1C1	-1.0059
KIAA0495	-1.602
FLJ90709	-0.614
LPA	-0.704666666666667
PIGA	0.53
LY75	0.649833333333333
UTS2	-5.88033333333333
RREB1	0.537
GALNACT-2	1.048
MGC3196	-0.136
FLJ31568	-0.62375
LPHN1	-0.496125
SP1	1.570375
TOX4	-0.253166666666667
HSPA9	0.5864
APOBEC1	-0.5505
SLC35E4	-1.55225
LSM5	-0.54325
SURF1	-0.212
ZBTB1	0.448916666666667
GTF2F1	0.132125
RPS15A	0.176714285714286
DUSP21	-1.38266666666667
GINS4	-1.95733333333333
MYO15A	-0.533833333333333
GIMAP7	3.89825
MGC13379	1.56475
ATP6V1E2	0.3875
UTP3	-0.3825
HNRPA3	-0.2994375
MT4	-0.4815
C14orf155	-0.20925
U1SNRNPBP	0.61625
CKLF	-0.0846666666666667
PLEKHN1	0.298333333333333
MBNL1	0.07375
NUP160	-0.4735
ACSM2A	-2.0955
LOC129881	-2.9645
KIAA1529	-1.58375
FLJ22639	-1.6765
HAND1	-1.503
GSX1	0.4945
FGA	-4.131
SERPINB1	0.029
ZNF642	0.72175
IGFBP1	-6.70425
SLC1A1	-1.555125
DHX57	-0.31425
ZNF766	1.64
PTPN21	1.2982
GDPD3	1.3875
PNPLA5	0.303
TBR1	0.1162
FAM116A	-0.581
IQGAP1	1.292
FOS	-0.552625
ZNF226	0.851875
FIGNL1	-0.133166666666667
C14orf1	0.434166666666667
ZMYND17	-0.8655
PUS7	-0.3775
TUBB6	-1.555625
KCNQ2	-0.87375
MARCH6	-0.507583333333333
CCDC33	1.0505
PRODH	-1.5095
RBM11	1.186
EPHA6	0.12775
SLC43A1	-1.9795
LOC196541	-0.140125
NTN1	1.35018181818182
ING4	-0.54125
PCDHB10	1.32425
DPH2	-0.940166666666667
SPACA4	0.7425
FBXL21	-4.7785
DIAPH1	-0.0205
ZNF71	0.995833333333333
CEP76	0.364
CORO1A	-1.201
RRM2	-0.239125
EDG4	1.75525
OS9	0.522833333333333
SLC4A1AP	0.21275
COG5	-0.5825
COPS8	-0.55475
NGLY1	-0.17125
NCBP2	0.486125
C17orf42	-0.916833333333333
GPSM3	0.450125
SIL1	1.43833333333333
ASB6	-1.23575
SMAD5OS	0.438
UNC93A	-3.43225
A1BG	0.903833333333333
C21orf62	0.8635
FMO5	0.00775
ATRIP	-0.332666666666667
CEBPG	-0.033
C7orf38	0.164666666666667
TNFRSF1B	0.349
CLEC1A	2.02816666666667
IQSEC1	0.1495
PATZ1	0.2271
RBM22	0.803625
BAG2	-3.32483333333333
PAQR5	-2.5255
C9orf127	-0.5697
THNSL1	0.37775
SHROOM3	1.0636
JAM2	0.67025
SNRPN	-2.46575
ALX4	0.1285
CACNA1S	0.584
FAM130A1	-0.01475
CORIN	0.754
CD300LB	0.694
PLEKHG6	1.027
LRRC40	-1.17175
PCLKC	-1.40025
PCDHB16	1.0715
WNT2B	-0.888
ASNS	-1.92666666666667
MRPL49	0.491375
FLJ46111	0.91025
ISG20	1.303
SMU1	-0.246333333333333
CASZ1	0.504
POLR1D	-0.00766666666666668
GIN1	-0.5995
SNAG1	0.8775
ANKRD29	-1.83
CDKN2AIP	-0.53475
KRR1	0.73625
CXCL1	-3.7255
EPM2A	0.0294
PC	-1.10933333333333
DEFB127	-0.1495
PDZRN4	0.911833333333333
FAH	0.376625
OR51E1	3.112
CDC2L6	0.8825
DNTTIP1	-0.42625
PAX8	-0.8165
TMEM116	-0.10325
C1orf150	1.074
PRO2012	-0.3985
MRPL40	-1.1485
BEX1	-3.201
SLC2A4	-0.438166666666667
PKMYT1	-0.3805
FEZF2	-0.749333333333333
SLC26A9	-1.03575
MAP2	-0.0386666666666666
LYL1	-1.0835
SLC25A19	-0.927833333333333
NOS3	0.946
ZNF34	-0.0806666666666667
TMPRSS11F	-2.20466666666667
FAM43A	-0.242
FCRL4	1.0215
KLF14	0.36775
FLRT2	-0.576666666666667
WRN	-0.003
SDF2	0.3345
KRT8P12	0.91925
C6orf195	0.255
C9orf125	-1.35916666666667
DZIP3	0.5555
RIT1	0.138833333333333
SCML1	-2.88333333333333
RHBDF2	1.0805
OR2G3	0.5775
REXO1L1	-0.2405
MAP3K7IP3	0.921625
C3orf57	0.9545
FBXW11	-1.57266666666667
ETAA1	-0.72675
C14orf131	-0.3649
AKT1S1	0.22825
SLC12A5	0.127625
C9orf164	0.56875
NRIP3	-0.724
NOS1AP	-0.43875
TMEM121	0.636
SAP30BP	-0.5367
DGCR6	0.068
WDR76	-0.35
FAM82B	-0.0345833333333333
LOC606495	-0.287
MAP9	2.30158333333333
BCDIN3D	1.226
CXorf36	4.293
DSCR3	0.3536
ZFAND3	0.369875
C7orf43	0.303333333333333
SPSB3	0.6635
C19orf19	1.2395
FAM133A	-2.413
C12orf25	0.771
SLC39A3	0.038875
DISP2	3.1515
PI4KAP2	-2.535
MKRN3	-1.022
ADAMTS13	-1.510875
CBLN3	0.5599
TTYH1	0.083
C3orf18	0.083
FLJ13236	0.38225
ZMYND12	1.85875
C18orf25	1.01125
GLB1L3	-1.007
ATP13A5	-0.0235
RANBP10	-0.138
CD96	-1.6092
DENND1C	-0.14025
RBMS3	0.0555
SLC41A3	0.424666666666667
DGCR6L	0.02025
TMEM128	-0.140666666666667
CSNK1G3	1.6045
MOBKL2C	-0.389375
TSPAN6	-0.25475
MATN2	-1.7387
MSL2L1	-0.0123333333333333
ST6GALNAC2	2.95316666666667
FGFBP2	-0.705
FGL1	-5.668
MPP3	-1.9285
ARHGEF6	-0.0645
TGFBR2	0.08375
ACMSD	-1.813
IL33	3.383
C9orf5	-1.10616666666667
DEAF1	-0.3213
AMN	0.8145
DEFA6	0.32225
RNF212	-1.9035
METT5D1	0.419333333333333
CIB1	1.6418
TSSK1B	-0.169
KIAA1727	0.466
ZNF680	2.13933333333333
LOC399900	-0.7655
LOC152217	0.374583333333333
CTNNAL1	-4.0065
CIT	-0.503916666666667
TLE6	1.7495
ZNF607	-0.62125
HERC4	-0.723
DRAP1	-0.1579
PEMT	-0.29875
C10orf111	0.4715
ZNF575	1.024
KCTD7	-0.16025
MYO1F	-0.0625
LOC285382	2.52175
RAB11A	1.3823
PLCD3	-0.7275
C15orf28	-0.10775
PTBP2	-0.73175
CTB-1048E9.5	-0.476625
C19orf60	0.988833333333333
C7orf25	-0.0411666666666667
SETD7	0.518
HOXB9	-3.6325
VANGL1	1.30675
CHAF1B	-0.19625
NDUFA3	0.23025
KIAA1328	0.499833333333333
SHARPIN	-0.2695
TTC23	-1.453875
UGP2	0.214083333333333
ANKIB1	1.0551
CIRBP	0.484714285714286
SEC14L4	-3.268
OVCH1	-0.3136
VPS52	-0.0865
FAT	-1.933125
M6PRBP1	0.1605
GPRIN3	0.037
PPM1F	-0.0798333333333334
TSR1	-0.76375
CCDC85A	0.9775
PCSK5	0.68
ZFHX3	0.63
HEMK1	-1.0623
PGBD2	0.574
RSRC2	-0.0288333333333333
AURKC	-0.786833333333333
SCRIB	-1.133
ORM2	-3.55766666666667
FAM115A	0.7127
FZD6	1.64275
UNC119	-0.1625
GPX3	-1.3417
NOV	-0.32375
CABC1	-0.541375
CDC42SE2	-0.170625
EIF2S2	-0.4879
RNF130	1.254125
CKAP5	-0.503333333333333
RP11-413M3.2	0.87375
C10orf18	1.17
TMEM93	-0.28975
DYX1C1	0.61825
KCNMB2	-2.682
ANK3	1.95216666666667
KRT5	-1.1244
CDH12	-0.973
QRSL1	-0.146
JUB	-0.434
SHC4	-2.593625
CCL15	1.67066666666667
CCDC22	0.75675
SNX24	-1.24375
RARS	-0.90975
MORC2	-0.072375
FAM48A	-0.0785
MT1H	-0.987
PPP1R14C	-3.284
FOXD1	0.3185
C1orf213	-2.935
AMT	-2.575
DSN1	-0.5805
PTPLAD2	0.3965
DIS3L	-0.69575
RASL11A	0.3005
GPRC5B	-0.47625
FRMD7	1.576
STRN4	-0.3735
KITLG	3.30013636363636
HDGF	0.5405
OR1S1	0.707
SETX	-0.3988
DDR2	-0.4455
KCTD12	1.1415
LYZL2	1.422
WDR52	-0.1505
TMEM2	0.16125
ZNF579	0.758166666666667
LOC200810	-0.01925
TNFSF9	-1.908
PPFIA4	-3.21625
CNIH3	0.542
MAP4K4	-1.70035714285714
ROD1	0.251357142857143
ALS2CR12	-1.5945
DOCK3	-2.37966666666667
PAQR9	-4.2895
ASB17	-0.5626
STX16	-0.489375
FEZ2	0.151166666666667
DLAT	0.713833333333333
KIF21B	-1.47616666666667
CDC5L	-0.182
TMEM119	1.22683333333333
CRIP3	-1.73225
TPSD1	-0.125166666666667
TEPP	0.113
GNGT2	1.155
C21orf121	-0.07875
WNK1	-0.224083333333333
FLJ10490	0.9108
OR51B5	-2.8185
LOC203547	-0.084625
HAS1	-0.7325
PPA1	0.3575
ST7	0.34875
C11orf46	1.2992
POPDC3	-3.82933333333333
ACOX2	1.42966666666667
ATCAY	-0.357916666666667
TM4SF19	-1.7155
MFSD9	0.221
PDHB	-0.698
ERN1	0.98975
LCE3C	0.2795
GPR111	-0.0405
NOTCH3	2.27183333333333
ADAMTS5	1.491
B3GALT1	-1.2165
UGCGL1	1.15183333333333
FAM58A	0.340333333333333
FBXO32	0.6495
CLPP	0.2005
NXPH1	-3.39125
MTMR3	-0.398166666666667
ATP1B3	-0.3655
TMEM16A	4.504625
HIST1H3F	0.3525
TRIM25	1.33433333333333
SDCBP2	0.723
CRKL	-1.062375
HOXB2	1.28366666666667
ANP32B	-0.433125
GATM	4.5455
AP4E1	0.77425
EDG5	0.57425
CDKN3	-0.343
CDH4	-1.12775
PGD	-1.049
RND1	2.0215
GAD1	-3.7311
MPG	0.50875
LOC440350	-0.9735
ZNF133	-0.83275
SERPINB12	-1.5395
AMELY	-0.416
DHX36	-0.741
TNFAIP8L2	2.2505
PHTF2	0.753555555555555
CCDC112	-0.587666666666667
IQCC	-0.63725
HEYL	3.612
FTSJ2	0.00433333333333333
APPL1	0.262125
RAB43	-0.375928571428571
OR10G2	0.479
WAC	0.881166666666667
ADCY9	0.350375
RUNDC2B	0.522
PYCRL	0.0535
AGPAT7	-0.102666666666667
SLC22A9	-1.411
CDKAL1	0.281
PDYN	-1.0954
C20orf74	-0.765
MTMR11	1.2045
VAV3	3.30983333333333
DAPL1	-1.0895
STXBP3	0.87675
EIF3G	-0.17975
ARHGAP22	-1.28375
NPFFR1	0.175
NPC1	-0.219666666666667
ALDH9A1	0.962833333333333
ZNF600	1.333875
ZNF678	1.746
RASSF1	-0.285416666666667
ADD2	-2.7345
PITPNB	-0.3855
PKD2L2	0.363375
LRP11	1.55075
CDKL1	-0.78
SMEK2	0.946
PRODH2	-2.20016666666667
C11orf54	0.720833333333333
SFRS11	-0.501166666666667
IL7	-0.0813333333333333
ALS2CR16	0.6225
BTG3	-2.94416666666667
PAK2	0.416666666666667
RP11-679B17.1	-2.099
GATA4	-1.65433333333333
ATP2B1	-0.29875
LOC130940	1.103
C1orf172	2.54816666666667
ATF7IP2	-0.1865
SLC25A43	0.759166666666667
CENTG3	0.410916666666667
IGF2BP1	-3.4383
FCHSD1	0.186
CAMK2N2	1.2295
ELAVL3	-0.3906
NBPF15	-0.236833333333333
UBE2J2	-0.265
GNL2	-0.61975
PRR3	-0.39
NLF2	1.326
OR4F6	-0.482
KLHL24	0.766
CCDC88A	-2.1752
SGPP1	0.0471666666666667
C10orf11	-1.0895
SLC35B4	-1.08183333333333
UGT3A2	-1.513
ARNT2	-0.0426
CBR1	0.645125
ITPR3	-0.448166666666667
TRAPPC6B	0.2779
AMZ1	2.9135
ARP11	1.7975
WDSUB1	1.238
APBA1	0.49
RAB2A	1.0546
C6orf162	1.121625
HPSE2	-0.09875
PLCE1	-1.64375
INSL3	1.14125
DLG1	-0.4119
PTPLA	-3.8135
PIGX	0.72125
TFIP11	-0.0553333333333333
FIBIN	2.337
POLR2G	0.2305
GRAP2	-2.0894
DNAJB8	-0.1075
CNBP	0.9
WASF1	-1.75625
INPP5E	-1.6212
HSPB1	1.194375
TMEM167	-0.3239
CUBN	0.85375
IGF1	2.061875
ITPK1	1.1747
NAALAD2	-0.826125
G3BP1	-0.6194
NT5DC1	0.406125
CYP39A1	-1.5955
TMEM139	1.82583333333333
POLK	-1.2207
GLULD1	-2.63425
RBM15	-0.187666666666667
AMZ2	1.8445
GDF15	-2.1215
MESDC2	0.93575
INCA	-0.696166666666667
ACY1L2	-3.141
GZMM	-0.216
PAIP1	-0.01925
CACNA2D1	-0.1565
STK32C	-0.386833333333333
SH3BP4	-1.767
DEC1	0.864
PADI1	0.767
UBB	0.2924
PON3	3.22866666666667
PROP1	0.619
ANKRD13B	-1.304
ADCK1	0.26125
TCF25	-0.281583333333333
SLC38A5	-2.5785
CXorf26	-0.116333333333333
C19orf39	1.41
PPP1R13B	1.452
ARL2	-0.276
TCL6	0.34075
TOP3A	-0.76
SLC16A14	2.333875
FXYD6	1.14283333333333
HIST1H4E	0.38075
BBC3	0.497421052631579
UNC5A	0.2915
FAM86C	-0.5049
PI4KB	0.00975
B3GAT1	-3.718
SUSD2	2.23316666666667
OAZ2	-0.392833333333333
NOC4L	0.0865
C10orf12	1.286
FADS1	-3.19116666666667
LOC144097	-0.0505
DKK2	0.987333333333333
KIAA1949	0.2765
RHOT1	-0.1437
OXT	0.870166666666667
GPR153	1.26775
ARL4A	-1.4425
SAAL1	-0.47725
CCDC64	1.0055
USE1	-0.2785
HNMT	0.631833333333333
PCGF3	0.06675
CYP2C19	0.246
C20orf4	0.5335
CCDC11	0.504
ACSBG2	1.196
RWDD2A	0.258
PALLD	0.611625
CPLX4	-0.248
LOC492311	-0.38025
KPNA2	0.8285
MACROD1	0.0985
TMCO3	0.724166666666667
C15orf52	-0.747
BIRC5	1.2564
PRR16	-0.497
FAM63B	1.232375
KATNB1	-0.269
